character_animation_set	mount_unit	rider_animation_set	vfx_filter_override
cam_hu6f_wh3_bloodreaper_2handed_sword	wh3_main_kho_cha_bloodreaper_2	cam_wh3_main_kho_cha_herald_of_khorne_2	0
cam_hu6f_wh3_bloodreaper_2handed_sword	wh3_main_pro_kho_cha_bloodreaper_1	cam_lord_hu6f_wh3_herald_hq4_juggernaught_2handed_sword	0
cam_hu6f_wh3_bloodreaper_2handed_sword	wh3_main_pro_kho_cha_bloodreaper_2	cam_wh3_main_kho_cha_herald_of_khorne_2	0
cam_hu8_strigoi	wh2_dlc11_vmp_cha_bloodline_strigoi_lord_1	cam_hu8_strigoi_bi2_terrorgheist_wb	0
cam_hu8_strigoi	wh_dlc04_vmp_cha_strigoi_ghoul_king_1	cam_hu8_strigoi_bi2_terrorgheist_wb	0
cam_lord_et1_dlc16_sisters_of_twilight_bi1_wb_bow	wh2_dlc16_wef_cha_sisters_of_twilight_0	cam_lord_et1_dlc16_sisters_of_twilight_bi1_wb_bow	0
cam_lord_et1_dlc16_sisters_of_twilight_bi1_wb_bow	wh2_dlc16_wef_cha_sisters_of_twilight_1	cam_lord_et1_dlc16_sisters_of_twilight_dr1_wb_bow	0
cam_lord_hc9_cst_cylostra_fan_and_staff	wh2_dlc11_cst_cha_cylostra_direfin_1	cam_lord_hc9_cst_cylostra_cr1_leviathan_wb_fan_and_staff	0
cam_lord_hu14_wh3_pink_horror_staff_and_book	wh3_main_pro_tze_cha_herald_of_tzeentch_tzeentch_1	cam_lord_hu14_wh3_pink_horror_wm_disc01_staff_and_book	0
cam_lord_hu14_wh3_pink_horror_staff_and_book	wh3_main_tze_cha_herald_of_tzeentch_metal_0	cam_lord_hu14_wh3_pink_horror_staff_and_book	0
cam_lord_hu14_wh3_pink_horror_staff_and_book	wh3_main_tze_cha_herald_of_tzeentch_metal_1	cam_lord_hu14_wh3_pink_horror_wm_disc01_staff_and_book	0
cam_lord_hu14_wh3_pink_horror_staff_and_book	wh3_main_tze_cha_herald_of_tzeentch_metal_2	cam_lord_hu14_wh3_pink_horror_wm_burning_chariot01_staff_and_book	0
cam_lord_hu14_wh3_pink_horror_staff_and_book	wh3_main_tze_cha_herald_of_tzeentch_tzeentch_0	cam_lord_hu14_wh3_pink_horror_staff_and_book	0
cam_lord_hu14_wh3_pink_horror_staff_and_book	wh3_main_tze_cha_herald_of_tzeentch_tzeentch_1	cam_lord_hu14_wh3_pink_horror_wm_disc01_staff_and_book	0
cam_lord_hu14_wh3_pink_horror_staff_and_book	wh3_main_tze_cha_herald_of_tzeentch_tzeentch_2	cam_lord_hu14_wh3_pink_horror_wm_burning_chariot01_staff_and_book	0
cam_lord_hu17_dlc12_warlock_gauntlets	wh2_dlc12_skv_cha_warlock_master_1	cam_lord_hu17_dlc12_wm_doomflayer01_warlock_gauntlets	0
cam_lord_hu17_dlc12_warlock_gauntlets	wh2_dlc12_skv_cha_warlock_master_2	cam_lord_hu17_dlc12_wm_doomwheel01_warlock_gauntlets	0
cam_lord_hu17_dlc16_throt	wh2_dlc16_skv_cha_throt_the_unclean_2	cam_lord_hu17_dlc16_throt_rt1_brood_horror	0
cam_lord_hu17_skaven_halberd_and_claw_gun	wh2_dlc12_skv_cha_ikit_claw_1	cam_lord_hu17_dlc12_wm_doomflayer01_ikit_halberd_and_claw_gun	18
cam_lord_hu17_skaven_halberd_and_claw_gun	wh2_dlc12_skv_cha_ikit_claw_2	cam_lord_hu17_dlc12_wm_doomwheel01_ikit_halberd_and_claw_gun	18
cam_lord_hu1_arkhan_staff_and_sword	wh2_dlc09_tmb_cha_arkhan_1	cam_hu1_empire_hr1_warhorse_staff_and_sword	0
cam_lord_hu1_arkhan_staff_and_sword	wh2_dlc09_tmb_cha_arkhan_2	cam_lord_hu1_arkhan_chariot_staff_and_sword	0
cam_lord_hu1_cst_admiral_halberd	wh2_dlc11_cst_cha_vampire_fleet_admiral_1	cam_lord_hu1_cst_admiral_cr1_promethean_wb_halberd	0
cam_lord_hu1_cst_admiral_halberd	wh2_dlc11_cst_cha_vampire_fleet_admiral_death_1	cam_lord_hu1_cst_admiral_cr1_promethean_wb_halberd	0
cam_lord_hu1_cst_admiral_halberd	wh2_dlc11_cst_cha_vampire_fleet_admiral_deeps_1	cam_lord_hu1_cst_admiral_cr1_promethean_wb_halberd	0
cam_lord_hu1_cst_luthor_cutlass_and_pistol	wh2_dlc11_cst_cha_luthor_harkon_1	cam_lord_hu1_cst_luthor_bi2_terrorgheist_wb_cutlass_and_pistol	0
cam_lord_hu1_cst_noctilus_2handed_axe	wh2_dlc11_cst_inf_count_noctilus_1	cam_lord_hu1_cst_noctilus_gi2_colossus_wb_2handed_axe	0
cam_lord_hu1_dlc14_repanse_2handed_sword	wh2_dlc14_brt_cha_repanse_de_lyonesse_1	cam_hu1_dlc14_hr1_warhorse_repanse_2handed_sword	0
cam_lord_hu1_liche_priest_staff_and_sword	wh2_dlc09_tmb_cha_khatep_1	cam_hu1_empire_hr1_warhorse_staff_and_sword	45
cam_lord_hu1_liche_priest_staff_and_sword	wh2_dlc09_tmb_cha_khatep_2	cam_lord_hu1_liche_priest_staff_and_sword_chariot	45
cam_lord_hu1_liche_priest_staff_and_sword	wh2_dlc09_tmb_cha_khatep_3	cam_lord_hu1_liche_priest_staff_and_sword_casket_of_souls	45
cam_lord_hu1_liche_priest_staff_and_sword	wh2_dlc09_tmb_cha_liche_priest_death_1	cam_hu1_empire_hr1_warhorse_staff_and_sword	44
cam_lord_hu1_liche_priest_staff_and_sword	wh2_dlc09_tmb_cha_liche_priest_light_1	cam_hu1_empire_hr1_warhorse_staff_and_sword	44
cam_lord_hu1_liche_priest_staff_and_sword	wh2_dlc09_tmb_cha_liche_priest_nehekhara_1	cam_hu1_empire_hr1_warhorse_staff_and_sword	44
cam_lord_hu1_liche_priest_staff_and_sword	wh2_dlc09_tmb_cha_liche_priest_shadow_1	cam_hu1_empire_hr1_warhorse_staff_and_sword	44
cam_lord_hu1_settra_2handed_halberd	wh2_dlc09_tmb_cha_settra_1	cam_lord_hu1_tomb_hr1_tomb_steed_halberd	45
cam_lord_hu1_settra_2handed_halberd	wh2_dlc09_tmb_cha_settra_2	cam_lord_hu1_settra_2handed_halberd_chariot	45
cam_lord_hu1_settra_2handed_halberd	wh2_dlc09_tmb_cha_settra_3	cam_lord_hu1_settra_2handed_halberd_chariot	45
cam_lord_hu1_tomb_halberd_and_shield	wh2_dlc09_tmb_cha_tomb_prince_1	cam_lord_hu1_tomb_hr1_tomb_steed_halberd_and_shield	0
cam_lord_hu1_tomb_halberd_and_shield	wh2_dlc09_tmb_cha_tomb_prince_2	cam_lord_hu1_tomb_halberd_and_shield_wm_chariot01	0
cam_lord_hu1_wh3_katarin_staff_and_sword	wh3_main_ksl_cha_katarin_1	cam_hu1_katarin_hr1_warhorse_staff_and_sword	0
cam_lord_hu1_wh3_katarin_staff_and_sword	wh3_main_ksl_cha_katarin_2	cam_lord_hu1_katarin_be1_warbear	0
cam_lord_hu1_wh3_kislev_mace_and_satchel	wh3_main_ksl_cha_patriarch_1	cam_hu1_kislev_hr1_warhorse_mace_and_satchel	0
cam_lord_hu1_wh3_kislev_mace_and_satchel	wh3_main_ksl_cha_patriarch_2	cam_hu1_kislev_be1_warbear_mace_and_satchel	0
cam_lord_hu1_wh3_kislev_mace_and_standard	wh3_main_ksl_cha_kostaltyn_1	cam_hu1_kislev_hr1_warhorse_mace_and_standard	0
cam_lord_hu1_wh3_kislev_mace_and_standard	wh3_main_ksl_cha_kostaltyn_2	cam_hu1_kislev_be1_warbear_mace_and_standard	0
cam_lord_hu1b_alarielle_staff_and_sword	wh2_dlc10_hef_cha_alarielle_the_radiant_1	cam_hu1b_bretonnian_hr1_warhorse_staff_and_sword	0
cam_lord_hu1b_alarielle_staff_and_sword	wh2_dlc10_hef_cha_alarielle_the_radiant_2	cam_hu1b_bretonnian_hr1_warhorse_staff_and_sword	0
cam_lord_hu1b_alarielle_staff_and_sword	wh2_dlc10_hef_cha_alarielle_the_radiant_3	cam_lord_hu1b_elf_bi1_alarielle_wb_staff_and_sword	0
cam_lord_hu1b_cst_admiral_cutlass_and_pistol	wh2_dlc11_cst_cha_vampire_fleet_admiral_female_1	cam_lord_hu1b_cst_admiral_cr1_promethean_wb_cutlass_and_pistol	0
cam_lord_hu1b_cst_admiral_cutlass_and_pistol	wh2_dlc11_cst_cha_vampire_fleet_admiral_female_death_1	cam_lord_hu1b_cst_admiral_cr1_promethean_wb_cutlass_and_pistol	0
cam_lord_hu1b_cst_admiral_cutlass_and_pistol	wh2_dlc11_cst_cha_vampire_fleet_admiral_female_deeps_1	cam_lord_hu1b_cst_admiral_cr1_promethean_wb_cutlass_and_pistol	0
cam_lord_hu1b_cst_aranessa_halberd	wh2_dlc11_cst_cha_aranessa_1	cam_lord_hu1b_cst_aranessa_cr1_promethean_wb_halberd	0
cam_lord_hu1b_def_staff_and_sword	wh2_main_def_cha_morathi_1	cam_hu1b_bretonnian_hr1_warhorse_staff_and_sword	0
cam_lord_hu1b_dlc15_archmage_staff_sword	wh2_dlc15_hef_cha_archmage_beasts_1	cam_lord_hu1b_dlc15_archmage_hr1_warhorse_sword_and_staff	0
cam_lord_hu1b_dlc15_archmage_staff_sword	wh2_dlc15_hef_cha_archmage_beasts_2	cam_lord_hu1b_elf_wm_tiranoc_chariot01_staff_and_sword	0
cam_lord_hu1b_dlc15_archmage_staff_sword	wh2_dlc15_hef_cha_archmage_beasts_3	cam_lord_hu1b_dlc15_archmage_phoenix_wb_staff_sword	0
cam_lord_hu1b_dlc15_archmage_staff_sword	wh2_dlc15_hef_cha_archmage_beasts_4	cam_lord_hu1b_elf_dr1_dragon_wb_staff_and_sword	0
cam_lord_hu1b_dlc15_archmage_staff_sword	wh2_dlc15_hef_cha_archmage_death_1	cam_lord_hu1b_dlc15_archmage_hr1_warhorse_sword_and_staff	0
cam_lord_hu1b_dlc15_archmage_staff_sword	wh2_dlc15_hef_cha_archmage_death_2	cam_lord_hu1b_elf_wm_tiranoc_chariot01_staff_and_sword	0
cam_lord_hu1b_dlc15_archmage_staff_sword	wh2_dlc15_hef_cha_archmage_death_3	cam_lord_hu1b_dlc15_archmage_phoenix_wb_staff_sword	0
cam_lord_hu1b_dlc15_archmage_staff_sword	wh2_dlc15_hef_cha_archmage_death_4	cam_lord_hu1b_elf_dr1_dragon_wb_staff_and_sword	0
cam_lord_hu1b_dlc15_archmage_staff_sword	wh2_dlc15_hef_cha_archmage_fire_1	cam_lord_hu1b_dlc15_archmage_phoenix_wb_staff_sword	0
cam_lord_hu1b_dlc15_archmage_staff_sword	wh2_dlc15_hef_cha_archmage_fire_2	cam_lord_hu1b_elf_wm_tiranoc_chariot01_staff_and_sword	0
cam_lord_hu1b_dlc15_archmage_staff_sword	wh2_dlc15_hef_cha_archmage_fire_3	cam_lord_hu1b_dlc15_archmage_phoenix_wb_staff_sword	0
cam_lord_hu1b_dlc15_archmage_staff_sword	wh2_dlc15_hef_cha_archmage_fire_4	cam_lord_hu1b_elf_dr1_dragon_wb_staff_and_sword	0
cam_lord_hu1b_dlc15_archmage_staff_sword	wh2_dlc15_hef_cha_archmage_heavens_1	cam_lord_hu1b_dlc15_archmage_phoenix_wb_staff_sword	0
cam_lord_hu1b_dlc15_archmage_staff_sword	wh2_dlc15_hef_cha_archmage_heavens_2	cam_lord_hu1b_elf_wm_tiranoc_chariot01_staff_and_sword	0
cam_lord_hu1b_dlc15_archmage_staff_sword	wh2_dlc15_hef_cha_archmage_heavens_3	cam_lord_hu1b_dlc15_archmage_phoenix_wb_staff_sword	0
cam_lord_hu1b_dlc15_archmage_staff_sword	wh2_dlc15_hef_cha_archmage_heavens_4	cam_lord_hu1b_elf_dr1_dragon_wb_staff_and_sword	0
cam_lord_hu1b_dlc15_archmage_staff_sword	wh2_dlc15_hef_cha_archmage_high_1	cam_lord_hu1b_dlc15_archmage_hr1_warhorse_sword_and_staff	0
cam_lord_hu1b_dlc15_archmage_staff_sword	wh2_dlc15_hef_cha_archmage_high_2	cam_lord_hu1b_elf_wm_tiranoc_chariot01_staff_and_sword	0
cam_lord_hu1b_dlc15_archmage_staff_sword	wh2_dlc15_hef_cha_archmage_high_3	cam_lord_hu1b_dlc15_archmage_phoenix_wb_staff_sword	0
cam_lord_hu1b_dlc15_archmage_staff_sword	wh2_dlc15_hef_cha_archmage_high_4	cam_lord_hu1b_elf_dr1_dragon_wb_staff_and_sword	0
cam_lord_hu1b_dlc15_archmage_staff_sword	wh2_dlc15_hef_cha_archmage_life_1	cam_lord_hu1b_dlc15_archmage_hr1_warhorse_sword_and_staff	0
cam_lord_hu1b_dlc15_archmage_staff_sword	wh2_dlc15_hef_cha_archmage_life_2	cam_lord_hu1b_elf_wm_tiranoc_chariot01_staff_and_sword	0
cam_lord_hu1b_dlc15_archmage_staff_sword	wh2_dlc15_hef_cha_archmage_life_3	cam_lord_hu1b_dlc15_archmage_phoenix_wb_staff_sword	0
cam_lord_hu1b_dlc15_archmage_staff_sword	wh2_dlc15_hef_cha_archmage_life_4	cam_lord_hu1b_elf_dr1_dragon_wb_staff_and_sword	0
cam_lord_hu1b_dlc15_archmage_staff_sword	wh2_dlc15_hef_cha_archmage_light_1	cam_lord_hu1b_dlc15_archmage_hr1_warhorse_sword_and_staff	0
cam_lord_hu1b_dlc15_archmage_staff_sword	wh2_dlc15_hef_cha_archmage_light_2	cam_lord_hu1b_elf_wm_tiranoc_chariot01_staff_and_sword	0
cam_lord_hu1b_dlc15_archmage_staff_sword	wh2_dlc15_hef_cha_archmage_light_3	cam_lord_hu1b_dlc15_archmage_phoenix_wb_staff_sword	0
cam_lord_hu1b_dlc15_archmage_staff_sword	wh2_dlc15_hef_cha_archmage_light_4	cam_lord_hu1b_elf_dr1_dragon_wb_staff_and_sword	0
cam_lord_hu1b_dlc15_archmage_staff_sword	wh2_dlc15_hef_cha_archmage_metal_1	cam_lord_hu1b_dlc15_archmage_hr1_warhorse_sword_and_staff	0
cam_lord_hu1b_dlc15_archmage_staff_sword	wh2_dlc15_hef_cha_archmage_metal_2	cam_lord_hu1b_elf_wm_tiranoc_chariot01_staff_and_sword	0
cam_lord_hu1b_dlc15_archmage_staff_sword	wh2_dlc15_hef_cha_archmage_metal_3	cam_lord_hu1b_dlc15_archmage_phoenix_wb_staff_sword	0
cam_lord_hu1b_dlc15_archmage_staff_sword	wh2_dlc15_hef_cha_archmage_metal_4	cam_lord_hu1b_elf_dr1_dragon_wb_staff_and_sword	0
cam_lord_hu1b_dlc15_archmage_staff_sword	wh2_dlc15_hef_cha_archmage_shadows_1	cam_lord_hu1b_dlc15_archmage_hr1_warhorse_sword_and_staff	0
cam_lord_hu1b_dlc15_archmage_staff_sword	wh2_dlc15_hef_cha_archmage_shadows_2	cam_lord_hu1b_elf_wm_tiranoc_chariot01_staff_and_sword	0
cam_lord_hu1b_dlc15_archmage_staff_sword	wh2_dlc15_hef_cha_archmage_shadows_3	cam_lord_hu1b_dlc15_archmage_phoenix_wb_staff_sword	0
cam_lord_hu1b_dlc15_archmage_staff_sword	wh2_dlc15_hef_cha_archmage_shadows_4	cam_lord_hu1b_elf_dr1_dragon_wb_staff_and_sword	0
cam_lord_hu1b_elf_dual_sword	wh2_dlc10_def_cha_crone_1	cam_lord_hu1b_elf_hr1_warhorse_dual_sword	0
cam_lord_hu1b_elf_dual_sword	wh2_dlc10_def_cha_crone_4	cam_lord_hu1b_elf_dual_sword_wm_blood_cauldron01	0
cam_lord_hu1b_elf_dual_sword	wh2_dlc10_def_cha_crone_5	cam_lord_hu1b_elf_bc3_manticore_wb_dual_sword	0
cam_lord_hu1b_elf_dual_sword	wh2_main_def_cha_death_hag_1	cam_lord_hu1b_elf_dual_sword_wm_blood_cauldron01	0
cam_lord_hu1b_elf_staff_and_sword	wh2_dlc10_def_cha_sorceress_beasts_1	cam_lord_hu1b_elf_hr1_warhorse_staff_and_sword	0
cam_lord_hu1b_elf_staff_and_sword	wh2_dlc10_def_cha_sorceress_beasts_2	cam_hero_hu1b_elf_rp3_cold_one_staff_and_sword	0
cam_lord_hu1b_elf_staff_and_sword	wh2_dlc10_def_cha_sorceress_beasts_3	cam_hero_hu1b_elf_rp3_cold_one_staff_and_sword	0
cam_lord_hu1b_elf_staff_and_sword	wh2_dlc10_def_cha_sorceress_death_1	cam_lord_hu1b_elf_hr1_warhorse_staff_and_sword	0
cam_lord_hu1b_elf_staff_and_sword	wh2_dlc10_def_cha_sorceress_death_2	cam_hero_hu1b_elf_rp3_cold_one_staff_and_sword	0
cam_lord_hu1b_elf_staff_and_sword	wh2_dlc10_def_cha_sorceress_death_3	cam_hero_hu1b_elf_rp3_cold_one_staff_and_sword	0
cam_lord_hu1b_elf_staff_and_sword	wh2_dlc10_def_cha_supreme_sorceress_beasts_1	cam_lord_hu1b_elf_hr1_warhorse_staff_and_sword	0
cam_lord_hu1b_elf_staff_and_sword	wh2_dlc10_def_cha_supreme_sorceress_beasts_2	cam_hero_hu1b_elf_rp3_cold_one_staff_and_sword	0
cam_lord_hu1b_elf_staff_and_sword	wh2_dlc10_def_cha_supreme_sorceress_beasts_3	cam_lord_hu1b_elf_hr1_warhorse_staff_and_sword	0
cam_lord_hu1b_elf_staff_and_sword	wh2_dlc10_def_cha_supreme_sorceress_beasts_4	cam_lord_hu1b_elf_bc3_manticore_wb_staff_and_sword	0
cam_lord_hu1b_elf_staff_and_sword	wh2_dlc10_def_cha_supreme_sorceress_beasts_5	cam_lord_hu1b_elf_dr1_dragon_wb_staff_and_sword	0
cam_lord_hu1b_elf_staff_and_sword	wh2_dlc10_def_cha_supreme_sorceress_dark_1	cam_lord_hu1b_elf_hr1_warhorse_staff_and_sword	0
cam_lord_hu1b_elf_staff_and_sword	wh2_dlc10_def_cha_supreme_sorceress_dark_2	cam_hero_hu1b_elf_rp3_cold_one_staff_and_sword	0
cam_lord_hu1b_elf_staff_and_sword	wh2_dlc10_def_cha_supreme_sorceress_dark_3	cam_lord_hu1b_elf_hr1_warhorse_staff_and_sword	0
cam_lord_hu1b_elf_staff_and_sword	wh2_dlc10_def_cha_supreme_sorceress_dark_4	cam_lord_hu1b_elf_bc3_manticore_wb_staff_and_sword	0
cam_lord_hu1b_elf_staff_and_sword	wh2_dlc10_def_cha_supreme_sorceress_dark_5	cam_lord_hu1b_elf_dr1_dragon_wb_staff_and_sword	0
cam_lord_hu1b_elf_staff_and_sword	wh2_dlc10_def_cha_supreme_sorceress_death_1	cam_lord_hu1b_elf_hr1_warhorse_staff_and_sword	0
cam_lord_hu1b_elf_staff_and_sword	wh2_dlc10_def_cha_supreme_sorceress_death_2	cam_hero_hu1b_elf_rp3_cold_one_staff_and_sword	0
cam_lord_hu1b_elf_staff_and_sword	wh2_dlc10_def_cha_supreme_sorceress_death_3	cam_lord_hu1b_elf_hr1_warhorse_staff_and_sword	0
cam_lord_hu1b_elf_staff_and_sword	wh2_dlc10_def_cha_supreme_sorceress_death_4	cam_lord_hu1b_elf_bc3_manticore_wb_staff_and_sword	0
cam_lord_hu1b_elf_staff_and_sword	wh2_dlc10_def_cha_supreme_sorceress_death_5	cam_lord_hu1b_elf_dr1_dragon_wb_staff_and_sword	0
cam_lord_hu1b_elf_staff_and_sword	wh2_dlc10_def_cha_supreme_sorceress_fire_1	cam_lord_hu1b_elf_hr1_warhorse_staff_and_sword	0
cam_lord_hu1b_elf_staff_and_sword	wh2_dlc10_def_cha_supreme_sorceress_fire_2	cam_hero_hu1b_elf_rp3_cold_one_staff_and_sword	0
cam_lord_hu1b_elf_staff_and_sword	wh2_dlc10_def_cha_supreme_sorceress_fire_3	cam_lord_hu1b_elf_hr1_warhorse_staff_and_sword	0
cam_lord_hu1b_elf_staff_and_sword	wh2_dlc10_def_cha_supreme_sorceress_fire_4	cam_lord_hu1b_elf_bc3_manticore_wb_staff_and_sword	0
cam_lord_hu1b_elf_staff_and_sword	wh2_dlc10_def_cha_supreme_sorceress_fire_5	cam_lord_hu1b_elf_dr1_dragon_wb_staff_and_sword	0
cam_lord_hu1b_elf_staff_and_sword	wh2_dlc10_def_cha_supreme_sorceress_shadow_1	cam_lord_hu1b_elf_hr1_warhorse_staff_and_sword	0
cam_lord_hu1b_elf_staff_and_sword	wh2_dlc10_def_cha_supreme_sorceress_shadow_2	cam_hero_hu1b_elf_rp3_cold_one_staff_and_sword	0
cam_lord_hu1b_elf_staff_and_sword	wh2_dlc10_def_cha_supreme_sorceress_shadow_3	cam_lord_hu1b_elf_hr1_warhorse_staff_and_sword	0
cam_lord_hu1b_elf_staff_and_sword	wh2_dlc10_def_cha_supreme_sorceress_shadow_4	cam_lord_hu1b_elf_bc3_manticore_wb_staff_and_sword	0
cam_lord_hu1b_elf_staff_and_sword	wh2_dlc10_def_cha_supreme_sorceress_shadow_5	cam_lord_hu1b_elf_dr1_dragon_wb_staff_and_sword	0
cam_lord_hu1b_elf_staff_and_sword	wh2_dlc10_hef_cha_mage_heavens_1	cam_lord_hu1b_elf_hr1_warhorse_staff_and_sword	0
cam_lord_hu1b_elf_staff_and_sword	wh2_dlc10_hef_cha_mage_heavens_2	cam_hero_hu1b_elf_wm_tiranoc_chariot_01_staff_and_sword	0
cam_lord_hu1b_elf_staff_and_sword	wh2_dlc10_hef_cha_mage_shadows_1	cam_lord_hu1b_elf_hr1_warhorse_staff_and_sword	0
cam_lord_hu1b_elf_staff_and_sword	wh2_dlc10_hef_cha_mage_shadows_2	cam_hero_hu1b_elf_wm_tiranoc_chariot_01_staff_and_sword	0
cam_lord_hu1b_elf_staff_and_sword	wh2_dlc15_hef_cha_mage_beasts_1	cam_lord_hu1b_elf_hr1_warhorse_staff_and_sword	0
cam_lord_hu1b_elf_staff_and_sword	wh2_dlc15_hef_cha_mage_beasts_2	cam_hero_hu1b_elf_wm_tiranoc_chariot_01_staff_and_sword	0
cam_lord_hu1b_elf_staff_and_sword	wh2_dlc15_hef_cha_mage_death_1	cam_lord_hu1b_elf_hr1_warhorse_staff_and_sword	0
cam_lord_hu1b_elf_staff_and_sword	wh2_dlc15_hef_cha_mage_death_2	cam_hero_hu1b_elf_wm_tiranoc_chariot_01_staff_and_sword	0
cam_lord_hu1b_elf_staff_and_sword	wh2_dlc15_hef_cha_mage_fire_1	cam_lord_hu1b_elf_hr1_warhorse_staff_and_sword	0
cam_lord_hu1b_elf_staff_and_sword	wh2_dlc15_hef_cha_mage_fire_2	cam_hero_hu1b_elf_wm_tiranoc_chariot_01_staff_and_sword	0
cam_lord_hu1b_elf_staff_and_sword	wh2_dlc15_hef_cha_mage_fire_3	cam_lord_hu1b_elf_dr1_dragon_wb_staff_and_sword	0
cam_lord_hu1b_elf_staff_and_sword	wh2_dlc15_hef_cha_mage_metal_1	cam_lord_hu1b_elf_hr1_warhorse_staff_and_sword	0
cam_lord_hu1b_elf_staff_and_sword	wh2_dlc15_hef_cha_mage_metal_2	cam_hero_hu1b_elf_wm_tiranoc_chariot_01_staff_and_sword	0
cam_lord_hu1b_elf_staff_and_sword	wh2_main_def_cha_sorceress_dark_1	cam_lord_hu1b_elf_hr1_warhorse_staff_and_sword	0
cam_lord_hu1b_elf_staff_and_sword	wh2_main_def_cha_sorceress_dark_2	cam_hero_hu1b_elf_rp3_cold_one_staff_and_sword	0
cam_lord_hu1b_elf_staff_and_sword	wh2_main_def_cha_sorceress_dark_3	cam_hero_hu1b_elf_rp3_cold_one_staff_and_sword	0
cam_lord_hu1b_elf_staff_and_sword	wh2_main_def_cha_sorceress_fire_1	cam_lord_hu1b_elf_hr1_warhorse_staff_and_sword	0
cam_lord_hu1b_elf_staff_and_sword	wh2_main_def_cha_sorceress_fire_2	cam_hero_hu1b_elf_rp3_cold_one_staff_and_sword	0
cam_lord_hu1b_elf_staff_and_sword	wh2_main_def_cha_sorceress_fire_3	cam_hero_hu1b_elf_rp3_cold_one_staff_and_sword	0
cam_lord_hu1b_elf_staff_and_sword	wh2_main_def_cha_sorceress_shadow_1	cam_lord_hu1b_elf_hr1_warhorse_staff_and_sword	0
cam_lord_hu1b_elf_staff_and_sword	wh2_main_def_cha_sorceress_shadow_2	cam_hero_hu1b_elf_rp3_cold_one_staff_and_sword	0
cam_lord_hu1b_elf_staff_and_sword	wh2_main_def_cha_sorceress_shadow_3	cam_hero_hu1b_elf_rp3_cold_one_staff_and_sword	0
cam_lord_hu1b_elf_staff_and_sword	wh2_main_hef_cha_mage_high_1	cam_lord_hu1b_elf_hr1_warhorse_staff_and_sword	0
cam_lord_hu1b_elf_staff_and_sword	wh2_main_hef_cha_mage_high_4	cam_hero_hu1b_elf_wm_tiranoc_chariot_01_staff_and_sword	0
cam_lord_hu1b_elf_staff_and_sword	wh2_main_hef_cha_mage_life_1	cam_lord_hu1b_elf_hr1_warhorse_staff_and_sword	0
cam_lord_hu1b_elf_staff_and_sword	wh2_main_hef_cha_mage_life_4	cam_hero_hu1b_elf_wm_tiranoc_chariot_01_staff_and_sword	0
cam_lord_hu1b_elf_staff_and_sword	wh2_main_hef_cha_mage_light_1	cam_lord_hu1b_elf_hr1_warhorse_staff_and_sword	0
cam_lord_hu1b_elf_staff_and_sword	wh2_main_hef_cha_mage_light_4	cam_hero_hu1b_elf_wm_tiranoc_chariot_01_staff_and_sword	0
cam_lord_hu1b_elf_sword_and_bow	wh2_dlc15_hef_cha_princess_6	cam_lord_hu1b_elf_dr1_dragon_wb_sword_and_bow	0
cam_lord_hu1b_elf_sword_and_bow	wh2_main_hef_cha_princess_1	cam_lord_hu1b_elf_hr1_warhorse_sword_bow	0
cam_lord_hu1b_elf_sword_and_bow	wh2_main_hef_cha_princess_3	cam_lord_hu1b_elf_bi1_eagle_wb_sword_and_shield	0
cam_lord_hu1b_elf_sword_and_bow	wh2_main_hef_cha_princess_4	cam_lord_hu1b_elf_dr1_dragon_wb_sword_and_bow	0
cam_lord_hu1b_elf_sword_and_bow	wh2_main_hef_cha_princess_5	cam_lord_hu1b_elf_dr1_dragon_wb_sword_and_bow	0
cam_lord_hu1b_elf_sword_and_shield	wh2_main_def_cha_dreadlord_female_1	cam_lord_hu1b_elf_hr1_warhorse_sword_and_shield	0
cam_lord_hu1b_elf_sword_and_shield	wh2_main_def_cha_dreadlord_female_2	cam_lord_hu1b_elf_rp3_cold_one_sword_and_shield	0
cam_lord_hu1b_elf_sword_and_shield	wh2_main_def_cha_dreadlord_female_4	cam_lord_hu1b_elf_dr1_dragon_wb_sword_and_shield	0
cam_lord_hu1b_elf_sword_and_shield	wh2_main_def_cha_dreadlord_female_5	cam_lord_hu1b_elf_hr1_pegasus_sword_and_shield	0
cam_lord_hu1b_khalida_staff_and_sword	wh2_dlc09_tmb_cha_khalida_1	cam_lord_hu1b_khalida_sn1_serpent_staff_and_sword	0
cam_lord_hu1b_khalida_staff_and_sword	wh2_dlc09_tmb_cha_khalida_2	cam_lord_hu1b_khalida_chariot_staff_and_sword	0
cam_lord_hu1c_chaos_archaon_sword_and_shield	wh_main_chs_cha_archaon_the_everchosen_1	cam_hu1c_chaos_hr1_warhorse_sword_and_shield	0
cam_lord_hu1c_wh3_boris_glaive	wh3_dlc20_chs_cha_exalted_hero_mnur_chaos_chariot	cam_hero_hu1c_dlc20_wm_chaos_chariot_2handed_axe	0
cam_lord_hu1c_wh3_boris_glaive	wh3_dlc20_chs_cha_exalted_hero_mnur_chaos_steed	cam_lord_hu1c_wh3_boris_hr1_warhorse_glaive	0
cam_lord_hu1c_wh3_boris_glaive	wh3_main_ksl_cha_boris_1	cam_lord_hu1c_wh3_boris_hr1_warhorse_glaive	0
cam_lord_hu1c_wh3_boris_glaive	wh3_main_ksl_cha_boris_2	cam_lord_hu1c_wh3_boris_be1_warbear_glaive	0
