key	generate	localised_description	localised_title	ui_image	prioritized	event_category	sound_popup_override	sound_click_override	override_icon	is_large_dilemma
wh3_dlc25_emp_gelt_cathay_enemy_defeated_alt	false	{{tr:dilemmas_localised_description_wh3_dlc25_emp_gelt_cathay_enemy_defeated}}	{{tr:dilemmas_localised_title_wh3_dlc25_emp_gelt_cathay_enemy_defeated}}	messenger	false	Diplomatic				false
wh3_dlc25_emp_gelt_cathay_intro	false	{{CcoCampaignEventDilemma:CharacterTargetName}} of {{CcoCampaignEventDilemma:FirstTargetFactionNameWithIcon}} thanks you for your aid protecting their southern border from the {{CcoCampaignEventDilemma:SecondTargetFactionNameWithIcon}} while he deals with the dissenters to the north. He requests further aid to continue pushing them back.	A Helping Hand	messenger	false	Diplomatic				false
wh3_dlc25_emp_gelt_cathay_province	false	The {{CcoCampaignEventDilemma:SecondTargetFactionNameWithIcon}} have been successfully pushed back across the Great Canal. {{CcoCampaignEventDilemma:CharacterTargetName}} of {{CcoCampaignEventDilemma:FirstTargetFactionNameWithIcon}} asks for your continued assistance by advancing across the waterway and dealing the final blow to the dissidents.	Rebels on the Retreat!	messenger	false	Diplomatic				false
wh3_dlc25_nemesis_crown_level_up	false	The dark and ancient power of the Nemesis Crown is stirring. Before you lies a momentous decision; a choice that may impact the course of destiny and the fate of the entire world. You could seal the Crown away, discarding the power it grants so that its malign presence may never affect you again, but why should you? If this power cannot be destroyed, why should you not be its bearer?	{{tr:dilemmas_localised_title_wh3_dlc25_the_fate_of_the_nemesis_crown}}	story_panels/dlc25_nemesis_crown	false	Event				true
wh3_dlc25_nur_dilemma_chieftains_Kayzk_bray_shaman	false	{{tr:land_units_onscreen_name_wh3_dlc25_nur_cha_kayzk_the_befouled}} storms into your tent in the midst of an incredulous rage, accusing {{tr:land_units_onscreen_name_wh3_dlc25_nur_cha_bray_shaman_wild_chieftain}} of the lowest acts of cowardice. During your most recent battle, he claims to have seen the Bray-Shaman hanging back from the fray, hiding from the thick of battle as Kayzk's riders charged into the very heart of your enemies. Kayzk spits upon such craven behaviour, and demands Grukmur be punished!	Cowardice on the Field	chieftain_deference	false	Event	UI_CAM_EVENT_Dilemma			false
wh3_dlc25_nur_dilemma_chieftains_Kayzk_werekin	false	Though your brutal conquest is carried out in the Lord of Decay's name, faith among your Chieftains remains divided. Kayzk the Befouled curses Mournhowl for not committing himself fully to your foul patron. The Werekin's nihilism shames him, Kayzk claims, and so shames you as well in the eyes of Nurgle.	A Question of Faith	chieftain_deference	false	Event	UI_CAM_EVENT_Dilemma			false
wh3_dlc25_nur_dilemma_chieftains_bray_shaman_exalted_hero	false	{{tr:land_units_onscreen_name_wh3_dlc25_nur_cha_bray_shaman_wild_chieftain}} crashes into your tent, drenched in blood and howling accusations of his Beastmen being slaughtered in the thick of battle by their ally {{tr:land_units_onscreen_name_wh3_dlc25_nur_cha_exalted_hero_chieftain}}. Upon questioning, Khargan does not deny it. In fact, his manic grin seems to indicate that he enjoyed every second!	Slaughterer of Beasts	chieftain_deference	false	Event	UI_CAM_EVENT_Dilemma			false
wh3_dlc25_nur_dilemma_chieftains_bray_shaman_werekin	false	{{tr:land_units_onscreen_name_wh3_dlc25_nur_cha_bray_shaman_wild_chieftain}} stews in rabid frustration, seething that his ally Mournhowl does not exult in the glory of his beasthood. He demands to be acknowledged as an equal, yet Mournhowl continues to regard Grukmur with an indifference bordering on disrespect. Should this simmering resentment fester any further, a bloody confrontation is soon to divide your camp!	The Curse of Beasts	chieftain_deference	false	Event	UI_CAM_EVENT_Dilemma			false
wh3_dlc25_nur_dilemma_chieftains_castellan_Kayzk	false	{{tr:land_units_onscreen_name_wh3_dlc25_nur_cha_kayzk_the_befouled}} stirs frustration among your allies, fostering resentment through aggression and disregard. His constant charging into the planned artillery path, not to mention his disparaging of Hashut as "no true Chaos God", has enraged {{tr:land_units_onscreen_name_wh3_dlc25_nur_cha_infernal_castellan_chieftain}}. As the two allies stand close to coming to blows, the furious Chaos Dwarf demands satisfaction!	Overzealousness	chieftain_deference	false	Event	UI_CAM_EVENT_Dilemma			false
wh3_dlc25_nur_dilemma_chieftains_castellan_bray_shaman	false	The fury of {{tr:land_units_onscreen_name_wh3_dlc25_nur_cha_infernal_castellan_chieftain}} can be heard across your camp, his every shout echoing as he rebukes {{tr:land_units_onscreen_name_wh3_dlc25_nur_cha_bray_shaman_wild_chieftain}} for allowing his savage followers to dine on the flesh of your valuable captives. Ezar argues they could fetch a high price if ransomed, yet Grukmur remains unmoved – after all, what are a few captives next to the wild hunger of beasts?	Edible Values	chieftain_deference	false	Event	UI_CAM_EVENT_Dilemma			false
wh3_dlc25_nur_dilemma_chieftains_exalted_hero_castellan	false	The hatred of {{tr:land_units_onscreen_name_wh3_dlc25_nur_cha_exalted_hero_chieftain}} for Dwarfs will not let him abide having {{tr:land_units_onscreen_name_wh3_dlc25_nur_cha_infernal_castellan_chieftain}} as a fellow Chieftain and ally. After weeks of countless challenges, his disparaging remarks towards the "stuntie cur" finally riled the venerable Castellan. It's time you waded into this brewing fight, before the inevitable violence tears your forces apart!	A Matter of Life & Death	chieftain_deference	false	Event	UI_CAM_EVENT_Dilemma			false
wh3_dlc25_nur_dilemma_chieftains_exalted_hero_fimir_balefiend	false	It's impossible to tell if it's his usual madness or a glint of fear in the eyes of {{tr:land_units_onscreen_name_wh3_dlc25_nur_cha_exalted_hero_chieftain}} that drives him to rant and rave against the magics of {{tr:land_units_onscreen_name_wh3_dlc25_nur_cha_fimir_balefiend_shadow_chieftain}}. Whatever the case, the situation in camp must be resolved before this growing feud becomes problematic!	Uncontrollable Principles	chieftain_deference	false	Event	UI_CAM_EVENT_Dilemma			false
wh3_dlc25_nur_dilemma_chieftains_fimir_balefiend_castellan	false	The Chaos Dwarf contingent in your camp keeps mostly to itself, refusing to share the knowledge of its technology among their inquisitive allies, much to Ketzak Fimdirach's chagrin. Now the Fimdirach petitions for a change of circumstance. He claims there is much he could do for your cause, if only he had access to their fabled industrial knowledge.	Knowledge Must Be Shared	chieftain_deference	false	Event	UI_CAM_EVENT_Dilemma			false
wh3_dlc25_nur_dilemma_chieftains_fimir_balefiend_kayzk	false	Wherever you go, it seems Ketzak Fimdirach follows close behind, desperate to ingratiate himself as your second-in-command. Attempting to worm his way into your confidences, Ketzak makes his opinion of Kayzk the Befouled clear: a fool, Ketzak claims, who he deems too protective and much too smallminded to ever be worthy of your trust. Perhaps he has a point? Or are his words as empty as the desperate flattery he doles your way?	A Jealous Guardian	chieftain_deference	false	Event	UI_CAM_EVENT_Dilemma			false
wh3_dlc25_nur_dilemma_chieftains_werekin_exalted_hero	false	{{tr:land_units_onscreen_name_wh3_dlc25_nur_cha_exalted_hero_chieftain}} has been gleefully slaughtering his own allies with a beaming grin on his face, brutalising the Norscans and taking no prisoners from among the depleted tribes. In response, {{tr:land_units_onscreen_name_wh3_dlc25_nur_cha_skin_wolf_werekin_chieftain}} rages, demanding that this flagrant disregard for his kin must be answered for. The Werekin seems on the verge of tearing the madman apart, and all the while Khargan’s manic laughter has yet to cease!	Tribeslaughter	chieftain_deference	false	Event	UI_CAM_EVENT_Dilemma			false
wh3_dlc25_nur_dilemma_chieftains_werekin_fimir_balefiend	false	Mournhowl, with teeth gnashing and fury in his eyes, describes the Fimir, Ketzak Fimdirach, interrogating his tribesmen for information and conducting magical experiments on his kin. Ketzak claims the Werekin must be hiding something, and though his methods of investigation may seem extreme, he only means to find out what that thing is...	A Beak Where It Has No Business	chieftain_deference	false	Event	UI_CAM_EVENT_Dilemma			false
wh3_dlc25_the_fate_of_the_nemesis_crown	false	The timeless, blackened power of the Nemesis Crown now rests in your hands, awaiting a choice that may impact the course of destiny and the fate of the entire world. You could seal the Crown away, so that its evil may never threaten the world again, but of course, such power is always begging to be exercised...	The Nemesis Crown	story_panels/dlc25_nemesis_crown	false	Event				true
wh3_dlc26_arbaal_defeated	false	The fate of Arbaal, having failed his Lord, would not be to become a Chaos Spawn, as he had feared. Instead, it is something much worse: he would become a mere human. He may accept his defeat or rage against the Dark Gods in futile defiance, suffering the wrath of all others who serve Khorne.	Arbaal the Defeated	kho/defeat	false	Event				false
wh3_dlc26_grn_successful_waaagh_dilemma	false	{{tr:incidents_localised_description_wh_main_incident_grn_waaagh_success}}	{{tr:incidents_localised_title_wh_main_incident_grn_waaagh_success}}	civilisation_up	false	Event	UI_CAM_EVENT_Dilemma			false
wh3_dlc26_ogr_confederate_generic	false	{{CcoCampaignEventDilemma:CharacterTargetName}}, leader of the {{CcoCampaignEventDilemma:FirstTargetFactionNameWithIcon}} tribe has been defeated!	Tyrant Defeated	messenger	false	Event				false
wh3_dlc26_ogr_confederate_generic_no_execution	false	{{CcoCampaignEventDilemma:CharacterTargetName}}, leader of the {{CcoCampaignEventDilemma:FirstTargetFactionNameWithIcon}} tribe has been defeated!	{{tr:dilemmas_localised_title_wh3_dlc26_ogr_confederate_generic}}	messenger	false	Event				false
wh3_dlc26_ogr_contract_complete	false	Your previous job has ended, yet the fate of your ex-client’s enemies is still in your hands.\n\nMaking peace with those who once opposed you in battle could even lead to them becoming your new employers, but you could also just put them out of their misery and finish them off once and for all!	Contract Ends!	messenger	false	Event				false
wh3_dlc27_dilemma_aislinn_gift_diplo	false	Your recent occupation and transfer of a settlement belonging to {{CcoCampaignEventDilemma:FirstTargetFactionNameWithIcon}} to {{CcoCampaignEventDilemma:SecondTargetFactionNameWithIcon}} has understandably angered the previous owner, and has caused the relations between these two factions to become deeply strained as a result. This is a reminder that such actions are not without consequences.	Consequences of War	army_morale_down	true	Event	UI_CAM_EVENT_Dilemma			false
wh3_dlc27_dilemma_aislinn_gift_war	false	Your recent occupation and transfer of a settlement belonging to {{CcoCampaignEventDilemma:FirstTargetFactionNameWithIcon}} to {{CcoCampaignEventDilemma:SecondTargetFactionNameWithIcon}} has resulted in a declaration of war upon the Asur! It should come as no surprise that your enemy has decided to pursue war in an attempt to recover their stolen territory. You surely now bare some responsibility to protect the territory else this all be for naught!	Your War Expands	army_morale_down	true	Event	UI_CAM_EVENT_Dilemma			false
wh3_dlc27_dilemma_wulfrik_start	false	As your forays outside of his homeland grow longer, you must make a decision over the longer-term fate of your raiding party.\n\nYou could abandon the opportunity to sooner dominate the tribes of Norsca, and instead concentrate on the wider world’s fruits of conquest. Yet, following in Losteriksson’s footsteps and forging a new path from these Lustrian shores may prove more risky than fruitful.	Keep On Raiding	faction	false	Event				false
wh3_dlc27_hef_aislinn_black_ark	false	It is no simple thing, exacting an honest confession from the pallid lips of a Druchii. They loathe their fairer kin far more than they fear death at their hands. It takes a stomach of unusual resolve to break one who has lived under the paranoia of the Witch-King and the sadism of his vile mother, and known nothing but suffering since birth. Few Asur would even try.\n\n"I have told you all I know," the Druchii corsair sneers. His Elven beauty has been shattered by the blows of your fists, remade into something better reflecting the broken soul beneath. "The Lords of Clar Karond seek a trove of ancient treasure buried somewhere on the coast of Ulthuan. I do not know where it is. I do not know what it is supposed to contain. We had been summoned back to the Underworld Sea to learn more. That is all the captain told me, I swear it.”\n\nYou believe him, and for that reason alone, you are merciful. A knife to the heart is a kindness the Druchii scarce deserve. You wipe bloody hands on pure white robes and calmly sheathe the blade. “Bring in the next…”	Confessions at Fistpoint	def/black_ark_destroyed	true	Event	UI_CAM_EVENT_Dilemma			true
wh3_dlc27_hef_aislinn_dragonship_1	false	This broad-keeled titan was amongst the last of the Dragonship to be built, the Anhara Draconis forest in which Starwood once grew having sunk with the Sundering of Ulthuan. She may lack Kalendirian’s seasoning, but there is a sprightliness in her timbers that brings a smile to all who see her. Here is a ship with a keen wind in her sails, and who still remembers the feel of springtime in Nagarythe.\n\n"I have seen the Ravenships gathering at Karond Kar," the young Admiral confides to you in private. "More ships than I have seen on the water since the Witch King laid siege to Lothern and sent his assassins for the Everqueen. Their fleets are already gathered. They wait only for better weather."\n\nThe news is as grim as you feared. The attack on Ulthuan may come within weeks.	When Ravens Gather	dragonship_fleet	true	Event	UI_CAM_EVENT_Dilemma			true
wh3_dlc27_hef_aislinn_dragonship_2	false	This battle-marked behemoth earned her scars during the War of the Beard, shattering the Dwarf navies and famously sinking the flagship of Barak Varr. The Asur may have lost the war and spent millennia withdrawing from their colonies in Elthin Arvan, but the weathered craft has continued to patrol the Black Gulf, a standing insult to every Dwarf whose ancestor she left in the Bay of Wrecks.\n\nHer white-haired Admiral nods grudgingly across the water as his Dragonship passes alongside yours.\n\nThis is where the Asur and the imperfect younger races differ. Duty to Ulthuan always comes before pride.	The Scarred Sentinel	dragonship_fleet	true	Event	UI_CAM_EVENT_Dilemma			true
wh3_dlc27_hef_aislinn_dragonship_3	false	Festooned in coloured silk, pennons snapping in the ocean breeze, this crescent-hulled leviathan is an uplifting sight. It was she who first took Aethis the Poet's representatives to Cathay, and ever since she has served as a grace and favour yacht for the Phoenix King’s ambassador to the court of the Sea Dragon. Look beyond the groaning timbers and the silk finery, however, and there is an old warrior there still.\n\nHer dour-looking Admiral looks only too pleased to be at sea once more. "The Druchii are cowards and pirates. They will attack from the north, far from Lothern, where the Norscans have left the realms weak."\n\nYou fear he is correct. You wish you could know for sure.	From Silk to Steel	dragonship_fleet	true	Event	UI_CAM_EVENT_Dilemma			true
wh3_dlc27_hef_aislinn_dragonship_4	false	A hush descends over the entire fleet as Indraugnir glides through the picketing lines of Falconships. A legend to Druchii and Asur alike, she was the first of her kind to ply the world’s oceans and secure the naval hegemony of Ulthuan.\n\nSo openly disdainful is her Ithilmar-clad Admiral that he refuses to dirty his boots on Kalendirian’s deck, obliging you to call upon him. For the chance to step aboard so storied a vessel, you can overlook a little arrogance.\n\n"I have seen the Druchii scouting the islands north of Tor Anlec. If I did not know that the ruins of Nagarythe have been picked clean, I would have thought they were looking for something there..."	Furtive Shadows Take Shape	dragonship_fleet	true	Event	UI_CAM_EVENT_Dilemma			true
wh3_dlc27_hef_aislinn_invasion_arrived	false	With a piercing shriek, a Great Eagle descends from the clear blue of the sky to alight upon your deck. Her pinions sag with exhaustion, having flown day and night from Tor Koruali to reach you. It is the news you have been waiting for. A large force of Druchii has landed in the islands to the north of the Shadowlands. A fierce thump of her wings, and the Eagle is aloft once more, returning to the defence of her beleaguered realm.	Druchii Landfall	def/raiding_season	true	Event	UI_CAM_EVENT_Dilemma			true
wh3_dlc27_hef_aislinn_victory	false	The party of Shadow Warriors leads you deeper into the cave. The partially flooded entrance was at the heart of the Druchii camp, and your twisted kinfolk died to the last to keep you from it. By your grim-faced guides’ flickering torches, you gaze around in wonder at the unexpected trove. You had been expecting gold, gemstones, a weapon from the time of Aenarion, but nothing nearly so precious as what you find. The remnants of a storehouse from before the sinking of Nagarythe, and inside it… \n\nStarwood. Enough to build the first new Dragonships in a thousand years, and ensure Asur dominion of the sea for millennia to come.\n\nYour lips curl into a smile. The Witch King will rue the day he led you here.	The Starwood Trove	dragonship_fleet	true	Event	UI_CAM_EVENT_Dilemma			true
wh3_dlc27_hef_asur_domination_avelorn_1	false	[[i]]Answering your call for aid, the Everqueen stands ready to offer her uplifting power and the might of Avelorn![[/i]]	Alarielle's Aid	politics	false	Event				false
wh3_dlc27_hef_asur_domination_avelorn_2	false	{{tr:dilemmas_localised_description_wh3_dlc27_hef_asur_domination_avelorn_1}}	Alarielle's Pledge	politics	false	Event				false
wh3_dlc27_hef_asur_domination_avelorn_3	false	{{tr:dilemmas_localised_description_wh3_dlc27_hef_asur_domination_avelorn_1}}	Alarielle's Intervention	politics	false	Event				false
wh3_dlc27_hef_asur_domination_eataine_1	false	[[i]]Answering your call for aid, the Heir of Aenarion stands ready to offer his counsel and the might of Eataine![[/i]]	Tyrion's Aid	politics	false	Event				false
wh3_dlc27_hef_asur_domination_eataine_2	false	{{tr:dilemmas_localised_description_wh3_dlc27_hef_asur_domination_eataine_1}}	Tyrion's Pledge	politics	false	Event				false
wh3_dlc27_hef_asur_domination_eataine_3	false	{{tr:dilemmas_localised_description_wh3_dlc27_hef_asur_domination_eataine_1}}	Tyrion's Intervention	politics	false	Event				false
wh3_dlc27_hef_asur_domination_imrik_1	false	[[i]]Answering your call for aid, the Lord of Dragons stands ready to offer his counsel and the might of the Knights of Caledor![[/i]]	Prince Imrik’s Aid	politics	false	Event				false
wh3_dlc27_hef_asur_domination_imrik_2	false	{{tr:dilemmas_localised_description_wh3_dlc27_hef_asur_domination_imrik_1}}	Prince Imrik’s Pledge	politics	false	Event				false
wh3_dlc27_hef_asur_domination_imrik_3	false	{{tr:dilemmas_localised_description_wh3_dlc27_hef_asur_domination_imrik_1}}	Prince Imrik’s Intervention	politics	false	Event				false
wh3_dlc27_hef_asur_domination_loremasters_1	false	[[i]]Answering your call for aid, the Warden of the White Tower stands ready to offer his counsel and the might of the Order of Loremasters![[/i]]	Teclis' Aid	politics	false	Event				false
wh3_dlc27_hef_asur_domination_loremasters_2	false	{{tr:dilemmas_localised_description_wh3_dlc27_hef_asur_domination_loremasters_1}}	Teclis' Pledge	politics	false	Event				false
wh3_dlc27_hef_asur_domination_loremasters_3	false	{{tr:dilemmas_localised_description_wh3_dlc27_hef_asur_domination_loremasters_1}}	Teclis' Intervention	politics	false	Event				false
wh3_dlc27_hef_asur_domination_nagarythe_1	false	[[i]]Answering your call for aid, the Shadow King stands ready to offer his counsel and the might of Nagarythe![[/i]]	Alith Anar's Aid	politics	false	Event				false
wh3_dlc27_hef_asur_domination_nagarythe_2	false	{{tr:dilemmas_localised_description_wh3_dlc27_hef_asur_domination_nagarythe_1}}	Alith Anar's Pledge	politics	false	Event				false
wh3_dlc27_hef_asur_domination_nagarythe_3	false	{{tr:dilemmas_localised_description_wh3_dlc27_hef_asur_domination_nagarythe_1}}	Alith Anar's Intervention	politics	false	Event				false
wh3_dlc27_hef_asur_domination_yvresse_1	false	[[i]]Answering your call for aid, the Warden stands ready to offer his counsel and the might of Yvresse![[/i]]	Eltharion's Aid	politics	false	Event				false
wh3_dlc27_hef_asur_domination_yvresse_2	false	{{tr:dilemmas_localised_description_wh3_dlc27_hef_asur_domination_yvresse_1}}	Eltharion's Pledge	politics	false	Event				false
wh3_dlc27_hef_asur_domination_yvresse_3	false	{{tr:dilemmas_localised_description_wh3_dlc27_hef_asur_domination_yvresse_1}}	Eltharion's Intervention	politics	false	Event				false
wh3_dlc27_hef_intrigue_patronage_threatened_01	false	Elven nobles are no strangers to ambition. However, those who seek to reap its rewards but stay out of the front lines do well to temper it with deference.\n\nOne such youth has been shadowing you during official functions… Until he finally comes up to you bearing a missive from one of his patrons in half-apologetic tones: your rival has found your stewardship wanting. For the good of Ulthuan, you must cede it to them.	A Deferent Noble	politics	false	Event				false
wh3_dlc27_hef_intrigue_patronage_threatened_02	false	Elves carry the Sundering in their hearts forever – yet some do so only as a means to quicken their pulse at Aenarion's feats against the hordes of Chaos. A rival Lord has employed one such fellow to challenge your held patronage for not being exacting enough of the realm's military capacity. This bold pronouncement was surely spurred on by a promise of a generalship or other.	A Blustering Noble	politics	false	Event				false
wh3_dlc27_hef_intrigue_patronage_threatened_03	false	You are approached by a noble of Eataine, famed for his even-handed, prudent governance and knowledge of all of Ulthuan's realms. He admits that a rival Lord – though he does not offer a name – has set their sights on a patronage you control, though he has decided to offer you his personal views as well.\n\nHe acknowledges your contributions to this realm... before providing a litany of your shortcomings in matters of patronage. He is doubtful you can make up for these deficits in between your other important duties.	An Honest Noble	politics	false	Event				false
wh3_dlc27_hef_intrigue_patronage_threatened_04	false	The designated bearer of courtly bad news has had his eye on your controlled patronage for some time. Neither his lineage nor his martial prowess recommend him, but he amply compensates for it by his bullish demeanour. Such courtiers are as unpleasant as they are often necessary.\n\nYou know what he means to tell you before he does: "You must cede this post. There are other patrons more worthy. You have failed in your duty." Both your disposition at this moment and your standing allow you to swat him down, if not just for the rival Lord whom he speaks for.	A Blunt Noble	politics	false	Event				false
wh3_dlc27_hef_intrigue_patronage_threatened_05	false	The Phoenix King's generosity is not merely material. His famed even-handedness extends even to the members of his retinue which insist on dissenting at every opportunity. In truth, there is only one such man, though his persistence in opposing the King on even the smallest matters has become legendary.\n\nIn fairness, he has been right enough times to not be lightly dismissed. And so, when he tells you to forego this realm's patronage, you catch yourself wondering... is he right?	A Contrarian Noble	politics	false	Event				false
wh3_dlc27_hef_intrigue_patronage_threatened_06	false	Some consider the lack of judgement a species of wisdom. For centuries, one of the Phoenix King's trusted advisors has eschewed the judgemental tendencies of his kind, judiciously applying himself to supporting the ruler of Ulthuan with no regard for advancing his own agenda.\n\nYet, when he comes to you, it is apparent the agenda he conveys is neither his, nor that of the king, strictly speaking. It is a rival Lord, who has managed to challenge a held patronage with a few select words.	A Humble Noble	politics	false	Event				false
wh3_dlc27_hef_intrigue_patronage_threatened_07	false	There are those among Elven nobility who hone their political dexterity, compensating for their otherwise heavy-handed approach to governance. Few of them rise to true prominence, but always seem to find their place in the lower echelons of power.\n\nThe one with whom you currently maintain a somewhat strained working relationship has latched onto a rival of yours. He tries to displace your hold over a patronage seat, but is also amenable to cutting a deal that would benefit him specifically, instead.	An Opportunistic Noble	politics	false	Event				false
wh3_dlc27_hef_intrigue_patronage_threatened_08	false	Accommodating the great Elven Lords in political matters is not easy. This is why some nobles busy themselves with practical governance, not concerning themselves greatly with the ebb and flow of ephemeral courtly favour.\n\nAt first, it appears this one – a renowned expert on land and naval logistics – has made a rare exception. He bears someone else's demand that you vacate a held patronage, and personally will take on any required recompense. In the end, you realise he considers the business impact on his endeavours one of the main shortcomings of your efforts.	A Rich Noble	politics	false	Event				false
wh3_dlc27_hef_intrigue_patronage_threatened_09	false	The proof of an Elven noble's worth is an astute combination of practical results and leveraging one's reputation – or that of one's lineage. With an overabundance of the former and a severe lack of the latter, a fiery young courtier has been tasked by a rival Lord to machinate your giving up of a patronage position. With that, he hopes to either gain a patron, or make a name for himself in supporting his benefactor's patronage of this realm.	A Poor Noble	politics	false	Event				false
wh3_dlc27_hef_intrigue_patronage_threatened_10	false	Elves consider holding a grudge crass. However, slights may be redressed with finesse and well-calculated diplomatic jabs over long periods of time. You are sure this noble is the type to keep a list of those who offended him, which may double as an official census of Ulthuan's nobility.\n\nHe has decided to delicately vent his dislike by conveying a rival Lord's roundabout request for you to give up a patronage position in favour of someone more "reputable". The envoy may have contributed that part of the rationale himself.	A Vindictive Noble	politics	false	Event				false
wh3_dlc27_hef_teclis_confederation_saphery	false	[[i]]High Loremaster,\n\nA troubling message has arrived from Ulthuan.\n\nSome of our disciples speak of strange occurrences within the White Tower. At recent gatherings of the High Mages, guests became unaccountably erratic after but a few cups of wine. Quiet symposia devolved into unseemly revels, and students have taken to dressing in extravagant fashion, with whispers of secret meetings held beneath moonlight. One acolyte even claims to have glimpsed a Daemonic presence stalking the shadowed gardens!\n\nWe fear the hand of the Dark Prince may be at work within Saphery. Your wisdom is required.[[/i]]	Corruption in the White Tower	politics	false	Event	UI_CAM_EVENT_Dilemma			false
wh3_dlc27_nor_alliance_woc	false	The leader of {{CcoCampaignEventDilemma:FirstTargetFactionNameWithIcon}}, {{CcoCampaignEventDilemma:CharacterTargetName}}, has been defeated. Their followers look on in horror, the unwavering belief in their leader dashed in an instant, even this legend cannot deny your supremacy amongst all Norscans now. Surely now is the time to offer them an alliance, when it would be foolish to refuse. Or, you may free them... as an insult perhaps, an unending torment for this foe - the choice is yours.	Warlord Defeated	army_morale_up	false	Event				false
wh3_dlc27_nor_alliance_woc_no_execution	false	The leader of {{CcoCampaignEventDilemma:FirstTargetFactionNameWithIcon}}, {{CcoCampaignEventDilemma:CharacterTargetName}}, has been defeated. Their followers look on in horror, the unwavering belief in their leader dashed in an instant, even this legend cannot deny your supremacy amongst all Norscans now. Surely now is the time to offer them an alliance, when it would be foolish to refuse. Or, you may free them... as an insult perhaps, an unending torment for this foe - the choice is yours.	{{tr:dilemmas_localised_title_wh2_dlc08_nor_confederate_generic_no_execution}}	army_morale_up	false	Event				false
wh3_dlc27_nor_champion_crow	false	As a black portent flung from the firmament, a maelstrom of vile clamor and beating wings descends upon the stilted triad of stretched carrion, laid out in fleshly supplication to the gods. A raven of grotesque proportions, blotched and swollen with some nameless plague, settles upon the sharpened peak of the crude effigy and croaks, shrill and dire, fixing you with its rotted countenance and eyeless pits.\n\nWith one fevered strike of its sabre beak, it rends a heavy scrap of flesh, proffers it to you – and waits.	Champion of the Crow	god_nurgle	true	Event				false
wh3_dlc27_nor_champion_eagle	false	Of late, the many-faced Eagle has left the fevered bounds of your dreams, its shadow moving in formless accord with your own. You first glimpse it in the wild rush of the rapids, treacherous and chill as death. Then another visage, mirrored in the mire of sodden earth, trampled by the reaving horde and black as their souls. At last, a third winged shape – utterly strange – glimmers in the prism of a spider’s net, heavy with its doomed catch.\n\nHis rite weighs upon you like the storm cloud that veils Him from sight.	Champion of the Eagle	god_tzeentch	true	Event				false
wh3_dlc27_nor_champion_hound	false	Separated from the marauding host, you stand alone beneath the endless sky and glimpse, upon the horizon, a solitary hound. It looms in dire triumph over its kin – throttled and torn, the loosened earth awash with blood and offal. The beast raises its muzzle from the final carcass to meet your gaze; a gory maw glistening with life’s last warmth, its black onyx eyes alight with cruel knowing. In their dark gleam your reflection stirs, savage and unrestrained, a murderer heedless of loyalty or reason. And in the beast’s silent, bared grin, its offer is made plain.	Champion of the Hound	god_khorne	true	Event				false
wh3_dlc27_nor_champion_serpent	false	Like a whisper faint upon the edge of perception, Her copper-scaled shimmer had long been your silent companion beneath the wan light of day. Yet the unspoken edict of the Serpent ordains this hour, within the clasped stillness of night. Beneath the chimeric glow of the guttering flame, Her bluish-green patina darkens to the colour of earth, scarcely perceptible among the furs.\n\nHer opiate coils beckon you to Her side, where – entwined about your throat for a breathless confession – you shall bear witness to your utmost devotion.	Champion of the Serpent	god_slaanesh	true	Event				false
wh3_dlc27_nor_monster_hunt_00_decoy_dilemma_01	false	Your hunters have waded into the midst of a severe snowstorm – shards of ice, as sharp as they are brittle, swirl around the advance troops. Mercifully, whatever force has whipped the ice into its impermanent fury has moved on, and the blizzard's momentum is dying out. Still, the message it spells out is obvious: this was Frigustrex's doing.\n{{tr:ui_text_replacements_localised_text_wh3_dlc27_nor_monstrous_arcanum_decoy_dilemma_1_generic}}	Signs of Former Presence	faction	false	Event				false
wh3_dlc27_nor_monster_hunt_00_decoy_dilemma_02	false	Of Frugistrex's frigid tempests, there is no trace – but his swirling Chaotic miasma remains. And not just that. Indiscernible shapes prowl the stretch of waste he once inhabited. Surely they would not have survived if they were not in some way favoured by the dreaded Frost Dragon.\n{{tr:ui_text_replacements_localised_text_wh3_dlc27_nor_monstrous_arcanum_decoy_dilemma_2_generic}}	Dangerous Remnants	faction	false	Event				false
wh3_dlc27_nor_monster_hunt_00_decoy_dilemma_03	false	 Among the curiously skull-shaped rocks and snow-laden gusts, the hunting party spies another group. The strangers are examining the place, unhappy to have lagged behind their quarry, and unhappier still to see your warriors catch up with them. \n{{tr:ui_text_replacements_localised_text_wh3_dlc27_nor_monstrous_arcanum_decoy_dilemma_3_generic}}	Beat to the Punch	faction	false	Event				false
wh3_dlc27_nor_monster_hunt_00_decoy_dilemma_04	false	Frozen escarpments, cold-cracked stone underfoot. Nothing in the sky, nothing on land. Nothing. For once, not even howling winds – though you think the air carries a hint of cruel laughter.\n{{tr:ui_text_replacements_localised_text_wh3_dlc27_nor_monstrous_arcanum_decoy_dilemma_4_generic}}	A False Trail	faction	false	Event				false
wh3_dlc27_nor_monster_hunt_00_decoy_dilemma_05	false	Your Seers have dreamed of blood frozen in the vein-like cracks of cave-walls, and tattered, yellowed flesh hanging in glittering icicles off its ceiling. You have found the cave, yet nothing awaits you there. The blood, however, is a vein of precious minerals. The icicles are amber.\n{{tr:ui_text_replacements_localised_text_wh3_dlc27_nor_monstrous_arcanum_decoy_dilemma_5_generic}}	A Fortuitous Finding	faction	false	Event				false
