key	unit_ability	unit_set
wh3_twa08_effect_ability_enable_searing_doom_lord_of_change_ror	wh3_twa08_spell_bound_searing_doom	mp_cap_unit_tze_mon_lord_of_change_0_ror
wh3_twa08_effect_ability_enable_spirit_leech_great_unclean_one_ror	wh3_twa08_spell_bound_spirit_leech_great_unclean_one_ror	mp_cap_unit_nur_mon_great_unclean_one_0_ror
wh_dlc03_bst_cha_bray_shaman_wild_0_garrison_1	wh_dlc03_spell_wild_viletide	wh_dlc03_bst_cha_bray_shaman_wild_0
wh_dlc03_bst_cha_bray_shaman_wild_0_garrison_2	wh_dlc03_spell_wild_devolve	wh_dlc03_bst_cha_bray_shaman_wild_0
wh_dlc05_wef_cha_spellsinger_life_0_garrison_1	wh_dlc05_spell_life_awakening_of_the_wood	wh_dlc05_wef_cha_spellsinger_life_0
wh_dlc05_wef_cha_spellsinger_life_0_garrison_2	wh_dlc05_spell_life_earth_blood	wh_dlc05_wef_cha_spellsinger_life_0
wh_main_brt_cha_damsel_0_garrison_1	wh_main_spell_heavens_harmonic_convergence	wh_main_brt_cha_damsel_0
wh_main_brt_cha_damsel_0_garrison_2	wh_main_spell_heavens_wind_blast	wh_main_brt_cha_damsel_0
wh_main_emp_cha_wizard_fire_0_garrison_1	wh_main_spell_fire_fireball	wh_main_emp_cha_wizard_fire_0
wh_main_emp_cha_wizard_fire_0_garrison_2	wh_main_spell_fire_cascading_fire_cloak	wh_main_emp_cha_wizard_fire_0
wh_main_grn_cha_orc_shaman_0_garrison_1	wh_main_spell_big_waaagh_gaze_of_mork	wh_main_grn_cha_orc_shaman_0
wh_main_grn_cha_orc_shaman_0_garrison_2	wh_main_spell_big_waaagh_brain_bursta	wh_main_grn_cha_orc_shaman_0
wh_main_vmp_cha_necromancer_0_garrison_1	wh_main_spell_vampires_invocation_of_nehek	wh_main_vmp_cha_necromancer_0
wh_main_vmp_cha_necromancer_0_garrison_2	wh_main_spell_vampires_vanhels_danse_macabre	wh_main_vmp_cha_necromancer_0
wh_main_vmp_cha_vampire_0_garrison_1	wh_main_spell_death_spirit_leech	wh_main_vmp_cha_vampire_0
