ancillary	agent
wh_main_anc_follower_all_men_servant	general
wh_main_anc_follower_all_men_servant	runesmith
wh_main_anc_follower_all_men_servant	spy
wh_main_anc_follower_all_men_servant	wizard
wh_main_anc_follower_all_men_smuggler	champion
wh_main_anc_follower_all_men_smuggler	dignitary
wh_main_anc_follower_all_men_smuggler	engineer
wh_main_anc_follower_all_men_smuggler	runesmith
wh_main_anc_follower_all_men_smuggler	spy
wh_main_anc_follower_all_men_smuggler	wizard
wh_main_anc_follower_all_men_soldier	general
wh_main_anc_follower_all_men_thug	champion
wh_main_anc_follower_all_men_thug	dignitary
wh_main_anc_follower_all_men_thug	engineer
wh_main_anc_follower_all_men_thug	runesmith
wh_main_anc_follower_all_men_thug	spy
wh_main_anc_follower_all_men_thug	wizard
wh_main_anc_follower_all_men_tollkeeper	general
wh_main_anc_follower_all_men_tomb_robber	champion
wh_main_anc_follower_all_men_tomb_robber	dignitary
wh_main_anc_follower_all_men_tomb_robber	engineer
wh_main_anc_follower_all_men_tomb_robber	runesmith
wh_main_anc_follower_all_men_tomb_robber	spy
wh_main_anc_follower_all_men_tomb_robber	wizard
wh_main_anc_follower_all_men_vagabond	champion
wh_main_anc_follower_all_men_vagabond	dignitary
wh_main_anc_follower_all_men_vagabond	engineer
wh_main_anc_follower_all_men_vagabond	runesmith
wh_main_anc_follower_all_men_vagabond	spy
wh_main_anc_follower_all_men_vagabond	wizard
wh_main_anc_follower_all_men_valet	general
wh_main_anc_follower_all_men_zealot	general
wh_main_anc_follower_all_student	champion
wh_main_anc_follower_all_student	dignitary
wh_main_anc_follower_all_student	engineer
wh_main_anc_follower_all_student	runesmith
wh_main_anc_follower_all_student	spy
wh_main_anc_follower_all_student	wizard
wh_main_anc_follower_bretonnia_squire	champion
wh_main_anc_follower_bretonnia_squire	dignitary
wh_main_anc_follower_bretonnia_squire	engineer
wh_main_anc_follower_bretonnia_squire	general
wh_main_anc_follower_bretonnia_squire	runesmith
wh_main_anc_follower_bretonnia_squire	spy
wh_main_anc_follower_bretonnia_squire	wizard
wh_main_anc_follower_dwarfs_grudgekeeper	general
wh_main_anc_follower_dwarfs_miner	champion
wh_main_anc_follower_dwarfs_miner	dignitary
wh_main_anc_follower_dwarfs_miner	engineer
wh_main_anc_follower_dwarfs_miner	general
wh_main_anc_follower_dwarfs_miner	runesmith
wh_main_anc_follower_dwarfs_miner	spy
wh_main_anc_follower_dwarfs_miner	wizard
wh_main_anc_follower_dwarfs_runebearer	champion
wh_main_anc_follower_dwarfs_runebearer	dignitary
wh_main_anc_follower_dwarfs_runebearer	engineer
wh_main_anc_follower_dwarfs_runebearer	general
wh_main_anc_follower_dwarfs_runebearer	runesmith
wh_main_anc_follower_dwarfs_runebearer	spy
wh_main_anc_follower_dwarfs_runebearer	wizard
wh_main_anc_follower_dwarfs_shieldbreaker	general
wh_main_anc_follower_dwarfs_shipwright	general
wh_main_anc_follower_dwarfs_slayer_ward	general
wh_main_anc_follower_dwarfs_troll_slayer	champion
wh_main_anc_follower_dwarfs_troll_slayer	dignitary
wh_main_anc_follower_dwarfs_troll_slayer	engineer
wh_main_anc_follower_dwarfs_troll_slayer	runesmith
wh_main_anc_follower_dwarfs_troll_slayer	spy
wh_main_anc_follower_dwarfs_troll_slayer	wizard
wh_main_anc_follower_empire_agitator	champion
wh_main_anc_follower_empire_agitator	dignitary
wh_main_anc_follower_empire_agitator	engineer
wh_main_anc_follower_empire_agitator	runesmith
wh_main_anc_follower_empire_agitator	spy
wh_main_anc_follower_empire_agitator	wizard
wh_main_anc_follower_empire_apprentice_wizard	champion
wh_main_anc_follower_empire_apprentice_wizard	dignitary
wh_main_anc_follower_empire_apprentice_wizard	engineer
wh_main_anc_follower_empire_apprentice_wizard	general
wh_main_anc_follower_empire_apprentice_wizard	runesmith
wh_main_anc_follower_empire_apprentice_wizard	spy
wh_main_anc_follower_empire_apprentice_wizard	wizard
wh_main_anc_follower_empire_barber_surgeon	general
wh_main_anc_follower_empire_bone_picker	champion
wh_main_anc_follower_empire_bone_picker	dignitary
wh_main_anc_follower_empire_bone_picker	engineer
wh_main_anc_follower_empire_bone_picker	runesmith
wh_main_anc_follower_empire_bone_picker	spy
wh_main_anc_follower_empire_bone_picker	wizard
wh_main_anc_follower_empire_burgher	general
wh_main_anc_follower_empire_camp_follower	champion
wh_main_anc_follower_empire_camp_follower	dignitary
wh_main_anc_follower_empire_camp_follower	engineer
wh_main_anc_follower_empire_camp_follower	runesmith
wh_main_anc_follower_empire_camp_follower	spy
wh_main_anc_follower_empire_camp_follower	wizard
wh_main_anc_follower_empire_charcoal_burner	champion
wh_main_anc_follower_empire_charcoal_burner	dignitary
wh_main_anc_follower_empire_charcoal_burner	engineer
wh_main_anc_follower_empire_charcoal_burner	general
wh_main_anc_follower_empire_charcoal_burner	runesmith
wh_main_anc_follower_empire_charcoal_burner	spy
wh_main_anc_follower_empire_charcoal_burner	wizard
wh_main_anc_follower_empire_coachman	champion
wh_main_anc_follower_empire_coachman	dignitary
wh_main_anc_follower_empire_coachman	engineer
wh_main_anc_follower_empire_coachman	general
wh_main_anc_follower_empire_coachman	runesmith
wh_main_anc_follower_empire_coachman	spy
wh_main_anc_follower_empire_coachman	wizard
wh_main_anc_follower_empire_entertainer	champion
wh_main_anc_follower_empire_entertainer	dignitary
wh_main_anc_follower_empire_entertainer	engineer
wh_main_anc_follower_empire_entertainer	runesmith
wh_main_anc_follower_empire_entertainer	spy
wh_main_anc_follower_empire_entertainer	wizard
wh_main_anc_follower_empire_estalian_diestro	general
wh_main_anc_follower_empire_ferryman	champion
wh_main_anc_follower_empire_ferryman	dignitary
wh_main_anc_follower_empire_ferryman	engineer
wh_main_anc_follower_empire_ferryman	general
wh_main_anc_follower_empire_ferryman	runesmith
wh_main_anc_follower_empire_ferryman	spy
wh_main_anc_follower_empire_ferryman	wizard
wh_main_anc_follower_empire_hunter	champion
wh_main_anc_follower_empire_hunter	dignitary
wh_main_anc_follower_empire_hunter	engineer
wh_main_anc_follower_empire_hunter	runesmith
wh_main_anc_follower_empire_hunter	spy
wh_main_anc_follower_empire_hunter	wizard
wh_main_anc_follower_empire_jailer	general
wh_main_anc_follower_empire_marine	general
wh_main_anc_follower_empire_messenger	champion
wh_main_anc_follower_empire_messenger	dignitary
wh_main_anc_follower_empire_messenger	engineer
wh_main_anc_follower_empire_messenger	general
wh_main_anc_follower_empire_messenger	runesmith
wh_main_anc_follower_empire_messenger	spy
wh_main_anc_follower_empire_messenger	wizard
wh_main_anc_follower_empire_noble	champion
wh_main_anc_follower_empire_noble	dignitary
wh_main_anc_follower_empire_noble	engineer
wh_main_anc_follower_empire_noble	general
wh_main_anc_follower_empire_noble	runesmith
wh_main_anc_follower_empire_noble	spy
wh_main_anc_follower_empire_noble	wizard
wh_main_anc_follower_empire_peasant	general
wh_main_anc_follower_empire_rat_catcher	general
wh_main_anc_follower_empire_road_warden	general
wh_main_anc_follower_empire_scribe	champion
wh_main_anc_follower_empire_scribe	dignitary
wh_main_anc_follower_empire_scribe	engineer
wh_main_anc_follower_empire_scribe	general
wh_main_anc_follower_empire_scribe	runesmith
wh_main_anc_follower_empire_scribe	spy
wh_main_anc_follower_empire_scribe	wizard
wh_main_anc_follower_empire_seaman	general
wh_main_anc_follower_empire_thief	champion
wh_main_anc_follower_empire_thief	dignitary
wh_main_anc_follower_empire_thief	engineer
wh_main_anc_follower_empire_thief	runesmith
wh_main_anc_follower_empire_thief	spy
wh_main_anc_follower_empire_thief	wizard
wh_main_anc_follower_empire_tradesman	general
wh_main_anc_follower_empire_watchman	general
wh_main_anc_follower_empire_woodsman	general
wh_main_anc_follower_greenskins_bat-winged_loony	general
wh_main_anc_follower_greenskins_boggart	general
wh_main_anc_follower_greenskins_dog_boy_scout	general
wh_main_anc_follower_greenskins_dog_boy_scout	spy
wh_main_anc_follower_greenskins_dog_boy_scout	wizard
wh_main_anc_follower_greenskins_serial_loota	general
wh_main_anc_follower_greenskins_serial_loota	spy
wh_main_anc_follower_greenskins_serial_loota	wizard
wh_main_anc_follower_greenskins_shroom_gathera	general
wh_main_anc_follower_greenskins_snotling_scavengers	general
wh_main_anc_follower_greenskins_snotling_scavengers	spy
wh_main_anc_follower_greenskins_snotling_scavengers	wizard
wh_main_anc_follower_greenskins_spider-god_priest	general
wh_main_anc_follower_greenskins_squig_mascot	general
wh_main_anc_follower_halfling_fieldwarden	general
wh_main_anc_follower_norsca_berserker	general
wh_main_anc_follower_undead_warlock	general
wh_main_anc_magic_standard_banner_of_eternal_flame	general
wh_main_anc_magic_standard_banner_of_lost_holds	general
wh_main_anc_magic_standard_banner_of_rage	general
wh_main_anc_magic_standard_banner_of_swiftness	general
wh_main_anc_magic_standard_banner_of_the_barrows	general
wh_main_anc_magic_standard_blasted_standard	general
wh_main_anc_magic_standard_da_immortulz	general
wh_main_anc_magic_standard_gleaming_pennant	general
wh_main_anc_magic_standard_griffon_banner	general
wh_main_anc_magic_standard_lichbone_pennant	general
wh_main_anc_magic_standard_morks_war_banner	general
wh_main_anc_magic_standard_rampagers_standard	general
wh_main_anc_magic_standard_rangers_standard	general
wh_main_anc_magic_standard_razor_standard	general
wh_main_anc_magic_standard_scarecrow_banner	general
wh_main_anc_magic_standard_spider_banner	general
wh_main_anc_magic_standard_standard_of_discipline	general
wh_main_anc_magic_standard_steel_standard	general
wh_main_anc_magic_standard_the_bad_moon_banner	general
wh_main_anc_magic_standard_the_screaming_banner	general
wh_main_anc_magic_standard_wailing_banner	general
wh_main_anc_magic_standard_war_banner	general
wh_main_anc_mark_of_chaos_mark_of_khorne	general
wh_main_anc_mark_of_chaos_mark_of_nurgle	general
wh_main_anc_mark_of_chaos_mark_of_slaanesh	general
wh_main_anc_mark_of_chaos_mark_of_tzeentch	general
wh_main_anc_mount_brt_damsel_barded_warhorse	wizard
wh_main_anc_mount_brt_damsel_beasts_barded_warhorse	wizard
wh_main_anc_mount_brt_damsel_beasts_warhorse	wizard
wh_main_anc_mount_brt_damsel_life_barded_warhorse	wizard
wh_main_anc_mount_brt_damsel_life_warhorse	wizard
wh_main_anc_mount_brt_damsel_warhorse	wizard
wh_main_anc_mount_brt_general_barded_warhorse	general
wh_main_anc_mount_brt_general_hippogryph	general
wh_main_anc_mount_brt_general_royal_pegasus	general
wh_main_anc_mount_brt_louen_beaquis	general
wh_main_anc_mount_brt_paladin_barded_warhorse	champion
wh_main_anc_mount_brt_paladin_pegasus	champion
wh_main_anc_mount_chs_archaon_dorghar	general
wh_main_anc_mount_chs_chaos_lord_barded_chaos_steed	general
wh_main_anc_mount_chs_chaos_lord_chaos_steed	general
wh_main_anc_mount_chs_chaos_sorcerer_death_barded_chaos_steed	wizard
wh_main_anc_mount_chs_chaos_sorcerer_death_chaos_steed	wizard
wh_main_anc_mount_chs_chaos_sorcerer_death_manticore	wizard
wh_main_anc_mount_chs_chaos_sorcerer_fire_barded_chaos_steed	wizard
wh_main_anc_mount_chs_chaos_sorcerer_fire_chaos_steed	wizard
wh_main_anc_mount_chs_chaos_sorcerer_fire_manticore	wizard
wh_main_anc_mount_chs_chaos_sorcerer_metal_barded_chaos_steed	wizard
wh_main_anc_mount_chs_chaos_sorcerer_metal_chaos_steed	wizard
wh_main_anc_mount_chs_chaos_sorcerer_metal_manticore	wizard
wh_main_anc_mount_chs_exalted_hero_barded_chaos_steed	champion
wh_main_anc_mount_chs_exalted_hero_chaos_steed	champion
wh_main_anc_mount_emp_balthasar_imperial_pegasus	general
wh_main_anc_mount_emp_bright_wizard_barded_warhorse	wizard
wh_main_anc_mount_emp_bright_wizard_warhorse	wizard
wh_main_anc_mount_emp_captain_barded_warhorse	champion
wh_main_anc_mount_emp_captain_imperial_pegasus	champion
wh_main_anc_mount_emp_captain_warhorse	champion
wh_main_anc_mount_emp_celestial_wizard_barded_warhorse	wizard
wh_main_anc_mount_emp_celestial_wizard_warhorse	wizard
wh_main_anc_mount_emp_general_barded_warhorse	general
wh_main_anc_mount_emp_general_imperial_griffon	general
wh_main_anc_mount_emp_general_imperial_pegasus	general
wh_main_anc_mount_emp_general_warhorse	general
wh_main_anc_mount_emp_karl_franz_barded_warhorse	general
wh_main_anc_mount_emp_karl_franz_deathclaw	general
wh_main_anc_mount_emp_karl_franz_imperial_pegasus	general
wh_main_anc_mount_emp_karl_franz_warhorse	general
wh_main_anc_mount_emp_light_wizard_barded_warhorse	wizard
wh_main_anc_mount_emp_light_wizard_warhorse	wizard
wh_main_anc_mount_emp_warrior_priest_barded_warhorse	dignitary
wh_main_anc_mount_emp_warrior_priest_warhorse	dignitary
wh_main_anc_mount_grn_azhag_skullmuncha	general
wh_main_anc_mount_grn_goblin_big_boss_giant_spider	spy
wh_main_anc_mount_grn_goblin_big_boss_giant_wolf	spy
wh_main_anc_mount_grn_goblin_great_shaman_giant_wolf	general
wh_main_anc_mount_grn_orc_warboss_war_boar	general
wh_main_anc_mount_grn_orc_warboss_wyvern	general
wh_main_anc_mount_grn_wizard_orc_shaman_war_boar	wizard
wh_main_anc_mount_nor_chaos_sorcerer_warhorse	wizard
wh_main_anc_mount_nor_marauder_chieftain_warhorse	general
wh_main_anc_mount_teb_bright_wizard_warhorse	wizard
wh_main_anc_mount_teb_captain_barded_warhorse	champion
wh_main_anc_mount_teb_captain_warhorse	champion
wh_main_anc_mount_teb_general_barded_warhorse	general
wh_main_anc_mount_teb_general_warhorse	general
wh_main_anc_mount_vmp_mannfred_barded_nightmare	general
wh_main_anc_mount_vmp_mannfred_hellsteed	general
wh_main_anc_mount_vmp_mannfred_zombie_dragon	general
wh_main_anc_mount_vmp_master_necromancer_barded_nightmare	general
wh_main_anc_mount_vmp_master_necromancer_hellsteed	general
wh_main_anc_mount_vmp_necromancer_nightmare	wizard
wh_main_anc_mount_vmp_vampire_barded_nightmare	dignitary
wh_main_anc_mount_vmp_vampire_hellsteed	dignitary
wh_main_anc_mount_vmp_vampire_lord_barded_nightmare	general
wh_main_anc_mount_vmp_vampire_lord_hellsteed	general
wh_main_anc_mount_vmp_vampire_lord_zombie_dragon	general
wh_main_anc_mount_vmp_wight_king_barded_skeletal_steed	champion
wh_main_anc_mount_vmp_wight_king_skeletal_steed	champion
wh_main_anc_rune_ancestor_rune	general
wh_main_anc_rune_master_rune_of_battle	general
wh_main_anc_rune_master_rune_of_courage	general
wh_main_anc_rune_master_rune_of_dismay	general
wh_main_anc_rune_master_rune_of_groth_one-eye	general
wh_main_anc_rune_master_rune_of_grungni	general
wh_main_anc_rune_master_rune_of_sanctuary	general
wh_main_anc_rune_master_rune_of_stoicism	general
wh_main_anc_rune_master_rune_of_stromni_redbeard	general
wh_main_anc_rune_master_rune_of_valaya	general
wh_main_anc_rune_strollaz_rune	general
wh_pro02_anc_mount_vmp_isabella_barded_nightmare	general
wh_pro02_anc_mount_vmp_isabella_barded_nightmare	runesmith
wh_pro02_anc_mount_vmp_isabella_hellsteed	general
wh_pro02_anc_mount_vmp_isabella_hellsteed	runesmith
