chain	set	super_chain	remove
wh2_main_special_settlement_pyramid_of_nagash_wef	wh3_main_primary_core_special_major_pyramid_of_nagash		false
wh_dlc05_settlement_wef_outpost	wh3_main_primary_core_special_major_pyramid_of_nagash		true
wh2_dlc11_vampirecoast_settlement_major	wh3_main_primary_core_special_major_sartosa		true
wh2_main_def_settlement_major	wh3_main_primary_core_special_major_sartosa		true
wh2_main_special_settlement_sartosa_brt	wh3_main_primary_core_special_major_sartosa		false
wh2_main_special_settlement_sartosa_cst	wh3_main_primary_core_special_major_sartosa		false
wh2_main_special_settlement_sartosa_def	wh3_main_primary_core_special_major_sartosa		false
wh2_main_special_settlement_sartosa_emp	wh3_main_primary_core_special_major_sartosa		false
wh2_main_special_settlement_sartosa_wef	wh3_main_primary_core_special_major_sartosa		false
wh_dlc05_settlement_wef_outpost	wh3_main_primary_core_special_major_sartosa		true
wh_main_BRETONNIA_settlement_major	wh3_main_primary_core_special_major_sartosa		true
wh_main_EMPIRE_settlement_major	wh3_main_primary_core_special_major_sartosa		true
wh2_main_skv_settlement_major	wh3_main_primary_core_special_major_skavenblight		true
wh2_main_special_settlement_skavenblight	wh3_main_primary_core_special_major_skavenblight		false
wh2_main_special_settlement_skavenblight_wef	wh3_main_primary_core_special_major_skavenblight		false
wh_dlc05_settlement_wef_outpost	wh3_main_primary_core_special_major_skavenblight		true
wh2_dlc11_vampirecoast_settlement_major	wh3_main_primary_core_special_major_the_awakening		true
wh2_main_special_settlement_the_awakening_cst	wh3_main_primary_core_special_major_the_awakening		false
wh2_main_special_settlement_the_awakening_wef	wh3_main_primary_core_special_major_the_awakening		false
wh_dlc05_settlement_wef_outpost	wh3_main_primary_core_special_major_the_awakening		true
wh2_dlc15_special_settlement_tor_yvresse_def	wh3_main_primary_core_special_major_tor_yvresse		false
wh2_dlc15_special_settlement_tor_yvresse_eltharion	wh3_main_primary_core_special_major_tor_yvresse		false
wh2_dlc15_special_settlement_tor_yvresse_hef	wh3_main_primary_core_special_major_tor_yvresse		false
wh2_main_def_settlement_major	wh3_main_primary_core_special_major_tor_yvresse		true
wh2_main_hef_settlement_major	wh3_main_primary_core_special_major_tor_yvresse		true
wh2_dlc17_bst_settlement_major	wh3_main_primary_core_special_major_wei_jin		true
wh2_dlc17_bst_special_settlement_wei_jin	wh3_main_primary_core_special_major_wei_jin		false
wh3_dlc20_settlement_woc_chaos_altar	wh3_main_primary_core_special_major_wei_jin		true
wh3_dlc20_settlement_woc_dark_fortress	wh3_main_primary_core_special_major_wei_jin		false
wh3_main_cth_settlement_major	wh3_main_primary_core_special_major_wei_jin		true
wh3_main_special_city_wei_jin_woodelves	wh3_main_primary_core_special_major_wei_jin		false
wh3_main_special_settlement_wei_jin	wh3_main_primary_core_special_major_wei_jin		false
wh_dlc05_settlement_wef_outpost	wh3_main_primary_core_special_major_wei_jin		true
wh2_dlc17_bst_settlement_major	wh3_main_primary_core_special_major_zharr_naggrund		true
wh2_dlc17_bst_special_settlement_zharr_naggrund	wh3_main_primary_core_special_major_zharr_naggrund		false
wh3_dlc20_settlement_woc_chaos_altar	wh3_main_primary_core_special_major_zharr_naggrund		true
wh3_dlc20_settlement_woc_dark_fortress	wh3_main_primary_core_special_major_zharr_naggrund		false
wh3_dlc23_chd_settlement_tower	wh3_main_primary_core_special_major_zharr_naggrund		true
wh3_dlc23_chd_special_settlement_tower	wh3_main_primary_core_special_major_zharr_naggrund		false
wh3_main_special_city_zharr_naggrund_woodelves	wh3_main_primary_core_special_major_zharr_naggrund		false
wh_dlc05_settlement_wef_outpost	wh3_main_primary_core_special_major_zharr_naggrund		true
wh2_main_hef_settlement_minor	wh3_main_primary_core_special_minor_elven_colony		true
wh2_main_special_settlement_colony_minor_hef	wh3_main_primary_core_special_minor_elven_colony		false
wh_dlc05_settlement_wef_outpost	wh3_main_primary_core_special_minor_elven_colony		false
wh3_main_chs_settlement_minor	wh3_main_primary_core_special_minor_norsca		false
wh3_main_cth_settlement_minor	wh3_main_primary_core_special_minor_norsca		false
wh3_main_dae_kho_settlement_minor	wh3_main_primary_core_special_minor_norsca		false
wh3_main_dae_nur_settlement_minor	wh3_main_primary_core_special_minor_norsca		false
wh3_main_dae_sla_settlement_minor	wh3_main_primary_core_special_minor_norsca		false
wh3_main_dae_tze_settlement_minor	wh3_main_primary_core_special_minor_norsca		false
wh3_main_kho_settlement_minor	wh3_main_primary_core_special_minor_norsca		false
wh3_main_ksl_settlement_minor	wh3_main_primary_core_special_minor_norsca		false
wh3_main_nur_settlement_minor	wh3_main_primary_core_special_minor_norsca		false
wh3_main_ogr_settlement_minor	wh3_main_primary_core_special_minor_norsca		false
wh3_main_prologue_NORSCA_settlement_minor	wh3_main_primary_core_special_minor_norsca		false
wh3_main_sla_settlement_minor	wh3_main_primary_core_special_minor_norsca		false
wh3_main_tze_settlement_minor	wh3_main_primary_core_special_minor_norsca		false
wh_main_NORSCA_settlement_minor	wh3_main_primary_core_special_minor_norsca		false
wh2_dlc17_bst_settlement_major	wh3_main_primary_core_special_oak_of_ages		true
wh2_dlc17_bst_special_settlement_oak_of_ages	wh3_main_primary_core_special_oak_of_ages		false
wh2_main_wef_oak_of_ages_occupied	wh3_main_primary_core_special_oak_of_ages		false
wh3_dlc25_special_settlement_oak_of_ages_dwf	wh3_main_primary_core_special_oak_of_ages		false
wh_dlc05_wef_oak_of_ages	wh3_main_primary_core_special_oak_of_ages		false
wh3_dlc20_woc_chaos_altar_special_gate_towers	wh3_main_secondary_addon_garrison_bastion		false
wh3_main_cth_bastion_1	wh3_main_secondary_addon_garrison_bastion		false
wh3_main_cth_bastion_2	wh3_main_secondary_addon_garrison_bastion		false
wh3_main_cth_bastion_3	wh3_main_secondary_addon_garrison_bastion		false
wh3_main_cth_bastion_4	wh3_main_secondary_addon_garrison_bastion		false
wh3_main_cth_cavalry	wh3_main_secondary_addon_garrison_bastion		false
wh3_main_cth_celestial	wh3_main_secondary_addon_garrison_bastion		false
wh3_main_cth_gunners	wh3_main_secondary_addon_garrison_bastion		false
wh3_main_cth_jade_barracks	wh3_main_secondary_addon_garrison_bastion		false
wh3_main_cth_magic_tower	wh3_main_secondary_addon_garrison_bastion		false
wh2_dlc09_tmb_defence_major	wh3_main_secondary_addon_garrison_major		false
wh2_dlc11_vampirecoast_defence_walls	wh3_main_secondary_addon_garrison_major		false
wh2_main_def_defence_major	wh3_main_secondary_addon_garrison_major		false
wh2_main_hef_defence_major	wh3_main_secondary_addon_garrison_major		false
wh2_main_lzd_defence_major	wh3_main_secondary_addon_garrison_major		false
wh2_main_skv_defence_major	wh3_main_secondary_addon_garrison_major		false
wh3_dlc25_nur_walls	wh3_main_secondary_addon_garrison_major		false
wh3_main_chs_walls_major	wh3_main_secondary_addon_garrison_major		false
wh3_main_cth_defence_yang	wh3_main_secondary_addon_garrison_major		false
wh3_main_cth_defence_yin	wh3_main_secondary_addon_garrison_major		false
wh3_main_dae_garrison_major	wh3_main_secondary_addon_garrison_major		false
wh3_main_kho_walls_major	wh3_main_secondary_addon_garrison_major		false
wh3_main_ksl_walls_major	wh3_main_secondary_addon_garrison_major		false
wh3_main_ogr_defence_minor	wh3_main_secondary_addon_garrison_major		false
wh3_main_sla_walls_major	wh3_main_secondary_addon_garrison_major		false
wh3_main_tze_walls_major	wh3_main_secondary_addon_garrison_major		false
wh_dlc06_GREENSKIN_walls_skarsnik	wh3_main_secondary_addon_garrison_major		false
wh_dlc06_GREENSKIN_walls_wurrzag	wh3_main_secondary_addon_garrison_major		false
wh_main_BRETONNIA_walls	wh3_main_secondary_addon_garrison_major		false
wh_main_DWARFS_walls	wh3_main_secondary_addon_garrison_major		false
wh_main_EMPIRE_walls	wh3_main_secondary_addon_garrison_major		false
wh_main_GREENSKIN_walls	wh3_main_secondary_addon_garrison_major		false
wh_main_NORSCA_walls	wh3_main_secondary_addon_garrison_major		false
wh_main_SAVAGEORC_garrison	wh3_main_secondary_addon_garrison_major		false
wh_main_TEB_walls	wh3_main_secondary_addon_garrison_major		false
wh_main_VAMPIRES_walls	wh3_main_secondary_addon_garrison_major		false
wh2_dlc09_tmb_defence_minor	wh3_main_secondary_addon_garrison_minor		false
wh2_dlc11_vampirecoast_defence_garrison	wh3_main_secondary_addon_garrison_minor		false
wh2_main_def_defence_minor	wh3_main_secondary_addon_garrison_minor		false
wh2_main_hef_defence_minor	wh3_main_secondary_addon_garrison_minor		false
wh2_main_lzd_defence_minor	wh3_main_secondary_addon_garrison_minor		false
wh2_main_skv_defence_minor	wh3_main_secondary_addon_garrison_minor		false
wh3_dlc25_nur_garrison	wh3_main_secondary_addon_garrison_minor		false
wh3_main_cth_walls_minor	wh3_main_secondary_addon_garrison_minor		false
wh3_main_dae_garrison_minor	wh3_main_secondary_addon_garrison_minor		false
wh3_main_kho_walls_minor	wh3_main_secondary_addon_garrison_minor		false
wh3_main_ksl_walls_minor	wh3_main_secondary_addon_garrison_minor		false
wh3_main_ogr_supplies	wh3_main_secondary_addon_garrison_minor		false
wh3_main_sla_walls_minor	wh3_main_secondary_addon_garrison_minor		false
wh3_main_tze_walls_minor	wh3_main_secondary_addon_garrison_minor		false
wh_dlc06_GREENSKIN_garrison_skarsnik	wh3_main_secondary_addon_garrison_minor		false
wh_dlc06_GREENSKIN_garrison_wurrzag	wh3_main_secondary_addon_garrison_minor		false
wh_main_BRETONNIA_garrison	wh3_main_secondary_addon_garrison_minor		false
wh_main_DWARFS_garrison	wh3_main_secondary_addon_garrison_minor		false
wh_main_EMPIRE_garrison	wh3_main_secondary_addon_garrison_minor		false
wh_main_GREENSKIN_garrison	wh3_main_secondary_addon_garrison_minor		false
wh_main_NORSCA_garrison	wh3_main_secondary_addon_garrison_minor		false
wh_main_SAVAGEORC_garrison	wh3_main_secondary_addon_garrison_minor		false
wh_main_VAMPIRES_garrison	wh3_main_secondary_addon_garrison_minor		false
wh2_dlc09_tmb_defence_norsca	wh3_main_secondary_addon_garrison_outpost		false
wh2_dlc11_vampirecoast_defence_norsca	wh3_main_secondary_addon_garrison_outpost		false
wh2_main_brt_defence_norsca	wh3_main_secondary_addon_garrison_outpost		false
wh2_main_def_defence_norsca	wh3_main_secondary_addon_garrison_outpost		false
wh2_main_dwf_defence_norsca	wh3_main_secondary_addon_garrison_outpost		false
wh2_main_emp_defence_norsca	wh3_main_secondary_addon_garrison_outpost		false
wh2_main_grn_defence_norsca	wh3_main_secondary_addon_garrison_outpost		false
wh2_main_hef_defence_norsca	wh3_main_secondary_addon_garrison_outpost		false
wh2_main_lzd_defence_norsca	wh3_main_secondary_addon_garrison_outpost		false
wh2_main_savageorc_defence_norsca	wh3_main_secondary_addon_garrison_outpost		false
wh2_main_skv_defence_norsca	wh3_main_secondary_addon_garrison_outpost		false
wh2_main_vmp_defence_norsca	wh3_main_secondary_addon_garrison_outpost		false
wh3_main_ogr_defence_minor	wh3_main_secondary_addon_garrison_outpost		false
wh_main_NORSCA_garrison	wh3_main_secondary_addon_garrison_outpost		false
wh2_main_special_altar_of_ultimate_darkness	wh3_main_secondary_addon_landmark_altar_of_ultimate_darkness		false
wh2_main_special_altar_of_ultimate_darkness_vmp	wh3_main_secondary_addon_landmark_altar_of_ultimate_darkness		false
wh2_main_special_altdorf_castle_reikguard	wh3_main_secondary_addon_landmark_altdorf		false
wh2_main_special_altdorf_imperial_palace	wh3_main_secondary_addon_landmark_altdorf		false
wh2_main_special_altdorf_imperial_palace_brt	wh3_main_secondary_addon_landmark_altdorf		false
wh2_main_special_altdorf_imperial_palace_vmp	wh3_main_secondary_addon_landmark_altdorf		false
wh_main_special_college_of_magic	wh3_main_secondary_addon_landmark_altdorf		false
wh_main_special_college_of_magic_vampires	wh3_main_secondary_addon_landmark_altdorf		false
wh2_main_special_axlotl_chameleon_shrine	wh3_main_secondary_addon_landmark_axlotl		false
wh2_dlc09_special_pyramid_alcadizaar	wh3_main_secondary_addon_landmark_bhagar		false
wh2_main_special_dorks_rock	wh3_main_secondary_addon_landmark_black_crag		false
wh2_dlc09_special_black_tower_of_arkhan	wh3_main_secondary_addon_landmark_black_tower_of_arkhan		false
wh2_dlc09_special_black_tower_of_arkhan_other	wh3_main_secondary_addon_landmark_black_tower_of_arkhan		false
wh3_main_special_machina_daemonium	wh3_main_secondary_addon_landmark_blood_mountain		false
wh3_main_special_the_wrathgate	wh3_main_secondary_addon_landmark_bloodwind_keep		false
wh2_dlc12_special_bordeleaux_manann_shrine	wh3_main_secondary_addon_landmark_bordeleaux		false
wh_main_special_bordeleaux_vineyards	wh3_main_secondary_addon_landmark_bordeleaux		false
wh_main_special_bordeleaux_vineyards_tmb	wh3_main_secondary_addon_landmark_bordeleaux		false
wh_main_bretonnia_legendary_carcassonne	wh3_main_secondary_addon_landmark_carcassonne		false
wh_main_special_knights_panther_chapterhouse	wh3_main_secondary_addon_landmark_carroburg		false
wh2_main_special_castle_drachenfels	wh3_main_secondary_addon_landmark_castle_drachenfels		false
wh2_main_special_drakenhof_court	wh3_main_secondary_addon_landmark_castle_drakenhof		false
wh3_main_special_drakenhof_malevolent_museum	wh3_main_secondary_addon_landmark_castle_drakenhof		false
wh_pro02_VAMPIRES_isabella_unique	wh3_main_secondary_addon_landmark_castle_drakenhof		false
wh2_main_special_chamber_of_visions	wh3_main_secondary_addon_landmark_chamber_of_visions		false
wh2_main_special_clar_karond_lairs	wh3_main_secondary_addon_landmark_clar_karond		false
wh2_main_special_clar_karond_lairs_emp	wh3_main_secondary_addon_landmark_clar_karond		false
wh2_main_special_clar_karond_lairs_grn	wh3_main_secondary_addon_landmark_clar_karond		false
wh2_main_special_clar_karond_lairs_other	wh3_main_secondary_addon_landmark_clar_karond		false
wh2_main_special_clar_karond_lairs_skv	wh3_main_secondary_addon_landmark_clar_karond		false
wh2_main_special_clar_karond_lairs_tmb	wh3_main_secondary_addon_landmark_clar_karond		false
wh2_main_special_clar_karond_lairs_vmp	wh3_main_secondary_addon_landmark_clar_karond		false
wh_main_bretonnia_legendary_bretonnia	wh3_main_secondary_addon_landmark_couronne		false
wh_main_special_tournament_grounds	wh3_main_secondary_addon_landmark_couronne		false
wh3_main_special_court_of_the_covenant_kho	wh3_main_secondary_addon_landmark_court_of_the_cov_kho		false
wh3_main_special_court_of_the_covenant_nur	wh3_main_secondary_addon_landmark_court_of_the_cov_nur		false
wh3_main_special_court_of_the_covenant_sla	wh3_main_secondary_addon_landmark_court_of_the_cov_sla		false
wh3_main_special_court_of_the_covenant_tze	wh3_main_secondary_addon_landmark_court_of_the_cov_tze		false
wh_dlc05_wef_office_the_wild_heath	wh3_main_secondary_addon_landmark_crag_halls		false
wh_dlc05_wef_tree_druthandor	wh3_main_secondary_addon_landmark_crag_halls		false
wh2_dlc14_special_skv_crookback	wh3_main_secondary_addon_landmark_crookback_mountain		false
wh3_prologue_building_ksl_special_dervingard	wh3_main_secondary_addon_landmark_dervingard		false
wh3_main_special_reformed_holds	wh3_main_secondary_addon_landmark_drackla_spire		false
wh2_main_special_eight_peaks_skv	wh3_main_secondary_addon_landmark_eight_peaks		false
wh2_main_special_underway_hub_dwf	wh3_main_secondary_addon_landmark_eight_peaks		false
wh2_main_special_underway_hub_skv	wh3_main_secondary_addon_landmark_eight_peaks		false
wh_dlc06_DWARFS_eight_peaks	wh3_main_secondary_addon_landmark_eight_peaks		false
wh_dlc06_GREENSKIN_boars_skarsnik	wh3_main_secondary_addon_landmark_eight_peaks		false
wh_dlc06_GREENSKIN_eight_peaks	wh3_main_secondary_addon_landmark_eight_peaks		false
wh2_main_special_troll_lair	wh3_main_secondary_addon_landmark_erengrad		false
wh3_main_special_ksl_erengrad_1	wh3_main_secondary_addon_landmark_erengrad		false
wh3_main_special_ksl_erengrad_2	wh3_main_secondary_addon_landmark_erengrad		false
wh3_main_special_ksl_erengrad_4	wh3_main_secondary_addon_landmark_erengrad		false
wh2_dlc14_special_skv_eshin_den	wh3_main_secondary_addon_landmark_eshin_hq		false
wh2_main_special_fallen_gates	wh3_main_secondary_addon_landmark_fallen_gates		false
wh3_main_special_the_fire_mouth	wh3_main_secondary_addon_landmark_fire_mouth		false
wh2_dlc16_special_forest_of_gloom_shadow_groves_of_loec	wh3_main_secondary_addon_landmark_forest_of_gloom		false
wh3_main_special_the_marcher_fortress	wh3_main_secondary_addon_landmark_fortress_of_the_damned		false
wh2_dlc15_special_fortress_of_vorag_tower_of_the_bloodytooth	wh3_main_secondary_addon_landmark_fortress_of_vorag		false
wh2_dlc15_special_fortress_of_vorag_tower_of_the_bloodytooth_vmp	wh3_main_secondary_addon_landmark_fortress_of_vorag		false
wh3_main_special_phoenix_temple	wh3_main_secondary_addon_landmark_fu_hung		false
wh2_dlc14_special_fyrus_holy_monastery	wh3_main_secondary_addon_landmark_fyrus		false
wh2_dlc10_special_world_root_entrance	wh3_main_secondary_addon_landmark_gaean_vale		false
wh2_main_special_everqueen_court	wh3_main_secondary_addon_landmark_gaean_vale		false
wh2_main_special_everqueen_court_def	wh3_main_secondary_addon_landmark_gaean_vale		false
wh2_main_special_everqueen_court_hef	wh3_main_secondary_addon_landmark_gaean_vale		false
wh2_main_special_everqueen_court_wef	wh3_main_secondary_addon_landmark_gaean_vale		false
wh2_dlc15_special_galbaraz_mourkain_grn	wh3_main_secondary_addon_landmark_galbaraz		false
wh2_main_special_galbaraz_mourkain_tmb	wh3_main_secondary_addon_landmark_galbaraz		false
wh2_main_special_galbaraz_mourkain_vmp	wh3_main_secondary_addon_landmark_galbaraz		false
wh2_main_special_galbaraz_oathgold_dwf	wh3_main_secondary_addon_landmark_galbaraz		false
wh2_main_special_galbaraz_oathgold_grn	wh3_main_secondary_addon_landmark_galbaraz		false
wh2_main_special_galbaraz_oathgold_hef	wh3_main_secondary_addon_landmark_galbaraz		false
wh2_main_special_galbaraz_oathgold_skv	wh3_main_secondary_addon_landmark_galbaraz		false
wh3_main_special_galbaraz_mourkain_kho	wh3_main_secondary_addon_landmark_galbaraz		false
wh2_dlc11_special_galleons_graveyard_wreck	wh3_main_secondary_addon_landmark_galleons_graveyard		false
wh2_main_special_ghrond_convent_of_sorcery	wh3_main_secondary_addon_landmark_ghrond		false
wh2_main_special_ghrond_convent_of_sorcery_emp	wh3_main_secondary_addon_landmark_ghrond		false
wh2_main_special_ghrond_convent_of_sorcery_hef	wh3_main_secondary_addon_landmark_ghrond		false
wh2_main_special_ghrond_convent_of_sorcery_other	wh3_main_secondary_addon_landmark_ghrond		false
wh2_main_special_ghrond_convent_of_sorcery_vmp	wh3_main_secondary_addon_landmark_ghrond		false
wh2_main_special_ghrond_dungeon_skv_moulder	wh3_main_secondary_addon_landmark_ghrond		false
wh2_main_special_golden_tower_of_the_gods_lzd	wh3_main_secondary_addon_landmark_golden_tower_of_the_gods		false
wh2_main_special_golden_tower_of_the_gods_other	wh3_main_secondary_addon_landmark_golden_tower_of_the_gods		false
wh2_main_special_golden_tower_of_the_gods_tmb	wh3_main_secondary_addon_landmark_golden_tower_of_the_gods		false
wh2_main_special_golden_tower_of_the_gods_tze	wh3_main_secondary_addon_landmark_golden_tower_of_the_gods		false
wh2_dlc15_special_graves_of_the_dragons_dwf	wh3_main_secondary_addon_landmark_grave_of_dragons		false
wh2_dlc15_special_graves_of_the_dragons_hef	wh3_main_secondary_addon_landmark_grave_of_dragons		false
wh2_dlc15_special_graves_of_the_dragons_vmp	wh3_main_secondary_addon_landmark_grave_of_dragons		false
wh3_dlc23_special_graves_of_the_dragons_chd	wh3_main_secondary_addon_landmark_grave_of_dragons		false
wh3_main_special_goldtooths_toll_gate	wh3_main_secondary_addon_landmark_great_hall_of_greasus		false
wh2_dlc15_special_grom_peak_statue_of_grom	wh3_main_secondary_addon_landmark_grom_peak		false
wh_dlc05_wef_temple_ereth_khial	wh3_main_secondary_addon_landmark_gryphon_wood		false
wh2_main_special_hag_graef_mines	wh3_main_secondary_addon_landmark_hag_graef		false
wh2_main_special_hag_graef_mines_def	wh3_main_secondary_addon_landmark_hag_graef		false
wh2_main_special_hag_graef_mines_tmb	wh3_main_secondary_addon_landmark_hag_graef		false
wh2_main_special_underworld_sea_gate	wh3_main_secondary_addon_landmark_hag_graef		false
wh2_main_special_har_ganeth_hellebron_palace	wh3_main_secondary_addon_landmark_har_ganeth		false
wh2_main_special_har_ganeth_hellebron_palace_hef	wh3_main_secondary_addon_landmark_har_ganeth		false
wh2_main_special_har_ganeth_temple_of_khaine	wh3_main_secondary_addon_landmark_har_ganeth		false
wh2_main_special_har_ganeth_temple_of_khaine_hef	wh3_main_secondary_addon_landmark_har_ganeth		false
wh2_main_special_hellpit_pits	wh3_main_secondary_addon_landmark_hellpit		false
wh2_main_special_hexoatl_incubator	wh3_main_secondary_addon_landmark_hexoatl		false
wh2_main_special_hexoatl_stellar_pyramids	wh3_main_secondary_addon_landmark_hexoatl		false
wh2_main_special_hexoatl_stellar_pyramids_other	wh3_main_secondary_addon_landmark_hexoatl		false
wh2_main_special_magma_caverns	wh3_main_secondary_addon_landmark_iron_rock		false
wh2_dlc17_special_ironbrows_workshop	wh3_main_secondary_addon_landmark_ironbrows_workshop		false
wh2_main_special_itza_emerald_pools	wh3_main_secondary_addon_landmark_itza		false
wh2_main_special_itza_vaults_of_the_old_ones	wh3_main_secondary_addon_landmark_itza		false
wh3_main_ie_special_jungles_of_chian_bamboo_grove	wh3_main_secondary_addon_landmark_jungles_of_chian		false
wh2_dlc09_special_pyramid_khatep	wh3_main_secondary_addon_landmark_ka_sabar		false
wh2_dlc15_special_ka_sabar_city_of_bronze	wh3_main_secondary_addon_landmark_ka_sabar		false
wh2_dlc15_special_ka_sabar_city_of_bronze_tmb	wh3_main_secondary_addon_landmark_ka_sabar		false
wh2_main_special_brewery	wh3_main_secondary_addon_landmark_karag_dromar		false
wh3_main_special_karak_azorn_great_hall	wh3_main_secondary_addon_landmark_karak_azorn		false
wh2_main_special_copper_mountain	wh3_main_secondary_addon_landmark_karak_izor		false
wh2_main_special_copper_mountain_skv	wh3_main_secondary_addon_landmark_karak_izor		false
wh3_dlc23_special_karak_kadrin_defaced_shrine_chd	wh3_main_secondary_addon_landmark_karak_kadrin		false
wh_main_special_great_slayer_shrine	wh3_main_secondary_addon_landmark_karak_kadrin		false
wh2_main_special_ancestors_hall	wh3_main_secondary_addon_landmark_karak_zorn		false
wh2_main_special_karaz_a_karak_airport	wh3_main_secondary_addon_landmark_karaz_a_karak		false
wh_main_special_high_king_throne_hall	wh3_main_secondary_addon_landmark_karaz_a_karak		false
wh2_main_special_karond_kar_slavers	wh3_main_secondary_addon_landmark_karond_kar		false
wh3_dlc23_special_karond_kar_slavers_pens_chd	wh3_main_secondary_addon_landmark_karond_kar		false
wh2_dlc09_special_pyramid_settra	wh3_main_secondary_addon_landmark_khemri		false
wh3_main_special_ksl_kislev_1	wh3_main_secondary_addon_landmark_kislev		false
wh3_main_special_ksl_kislev_2	wh3_main_secondary_addon_landmark_kislev		false
wh3_main_special_ksl_kislev_3	wh3_main_secondary_addon_landmark_kislev		false
wh3_main_special_ksl_kislev_4	wh3_main_secondary_addon_landmark_kislev		false
wh_main_special_bokha_palace	wh3_main_secondary_addon_landmark_kislev		false
wh2_main_special_silver_hall	wh3_main_secondary_addon_landmark_kraka_drak		false
wh_dlc08_NORSCA_erengrad_unique	wh3_main_secondary_addon_landmark_lair_of_the_troll_king		false
wh2_main_special_salzenmund_laurelorn_def	wh3_main_secondary_addon_landmark_laurelorn_forest		false
wh2_main_special_salzenmund_laurelorn_hef	wh3_main_secondary_addon_landmark_laurelorn_forest		false
wh2_main_special_salzenmund_laurelorn_human	wh3_main_secondary_addon_landmark_laurelorn_forest		false
wh2_main_special_salzenmund_laurelorn_wef	wh3_main_secondary_addon_landmark_laurelorn_forest		false
wh3_main_special_cth_li_temple	wh3_main_secondary_addon_landmark_li_temple		false
wh2_dlc17_special_lost_underway_junction	wh3_main_secondary_addon_landmark_lost_underway_junction		false
wh2_dlc11_special_cylostra_opera_house	wh3_main_secondary_addon_landmark_lothern		false
wh2_main_special_phoenix_king_court	wh3_main_secondary_addon_landmark_lothern		false
wh2_main_special_phoenix_king_court_dwf	wh3_main_secondary_addon_landmark_lothern		false
wh2_main_special_phoenix_king_court_nor	wh3_main_secondary_addon_landmark_lothern		false
wh_main_special_archecclesiatium	wh3_main_secondary_addon_landmark_magritta		false
wh_main_special_archecclesiatium_brt	wh3_main_secondary_addon_landmark_magritta		false
wh2_dlc15_special_massif_orcal_quarry	wh3_main_secondary_addon_landmark_massif_orcal		false
wh_main_special_great_temple_of_ulric	wh3_main_secondary_addon_landmark_middenheim		false
wh_main_sch_special_moot_cauldron	wh3_main_secondary_addon_landmark_moot		false
wh_main_sch_special_moot_cauldron_ogr	wh3_main_secondary_addon_landmark_moot		false
wh3_dlc24_special_rampaging_oak_chs	wh3_main_secondary_addon_landmark_mordheim		false
wh3_dlc24_special_rampaging_oak_vmp	wh3_main_secondary_addon_landmark_mordheim		false
wh3_dlc24_special_rampaging_oak_wef	wh3_main_secondary_addon_landmark_mordheim		false
wh_main_sch_special_the_rock	wh3_main_secondary_addon_landmark_mordheim		false
wh2_dlc15_special_morgheim_necropolis_tmb	wh3_main_secondary_addon_landmark_morgheim		false
wh2_dlc15_special_morgheim_necropolis_vmp	wh3_main_secondary_addon_landmark_morgheim		false
wh2_main_special_mors_hq	wh3_main_secondary_addon_landmark_mors_hq		false
wh2_dlc15_special_mount_arachnos	wh3_main_secondary_addon_landmark_mount_arachnos		false
wh_main_special_brightstone_mine	wh3_main_secondary_addon_landmark_mount_gunbad		false
wh_main_special_brightstone_mine_skv	wh3_main_secondary_addon_landmark_mount_gunbad		false
wh2_main_special_mousillon_merovech	wh3_main_secondary_addon_landmark_mousillon		false
wh2_dlc14_special_nagashizzar_arkhan	wh3_main_secondary_addon_landmark_nagashizar		false
wh2_dlc14_special_nagashizzar_other	wh3_main_secondary_addon_landmark_nagashizar		false
wh2_dlc14_special_nagashizzar_vmp	wh3_main_secondary_addon_landmark_nagashizar		false
wh2_dlc15_special_nagashizzar_azhag	wh3_main_secondary_addon_landmark_nagashizar		false
wh2_main_special_naggarond_blackguard	wh3_main_secondary_addon_landmark_naggarond		false
wh2_main_special_naggarond_witch_king	wh3_main_secondary_addon_landmark_naggarond		false
wh2_main_special_naggarond_witch_king_hef	wh3_main_secondary_addon_landmark_naggarond		false
wh_twa03_special_albion_port_def	wh3_main_secondary_addon_landmark_nagronath		false
wh3_dlc23_special_nan_gau_repurposed_forges_chd	wh3_main_secondary_addon_landmark_nan_gau		false
wh3_main_special_the_ninth_wall	wh3_main_secondary_addon_landmark_nan_gau		false
wh2_dlc15_special_grn_nuln_grand_prix	wh3_main_secondary_addon_landmark_nuln		false
wh2_main_special_blood_keep	wh3_main_secondary_addon_landmark_nuln		false
wh3_dlc23_special_nuln_gunnery_school_chd	wh3_main_secondary_addon_landmark_nuln		false
wh3_dlc25_sch_special_nuln_throne_of_chaos	wh3_main_secondary_addon_landmark_nuln		false
wh3_dlc25_sch_special_nuln_throne_of_chaos_dae	wh3_main_secondary_addon_landmark_nuln		false
wh3_dlc25_sch_special_nuln_throne_of_chaos_kho	wh3_main_secondary_addon_landmark_nuln		false
wh3_dlc25_sch_special_nuln_throne_of_chaos_nur	wh3_main_secondary_addon_landmark_nuln		false
wh3_dlc25_sch_special_nuln_throne_of_chaos_sla	wh3_main_secondary_addon_landmark_nuln		false
wh3_dlc25_sch_special_nuln_throne_of_chaos_tze	wh3_main_secondary_addon_landmark_nuln		false
wh3_dlc25_special_black_rose_chapterhouse	wh3_main_secondary_addon_landmark_nuln		false
wh_main_special_nuln_gunnery_school	wh3_main_secondary_addon_landmark_nuln		false
wh2_dlc09_special_pyramid_tutankhanut	wh3_main_secondary_addon_landmark_numas		false
