item	set	initially_locked
wh3_dlc26_character_initiative_ogr_big_name_gorger_herder	wh3_dlc26_character_intiative_set_ogre_big_names_butcher	true
wh3_dlc26_character_initiative_ogr_big_name_kin_guard	wh3_dlc26_character_intiative_set_ogre_big_names_butcher	true
wh3_dlc26_character_initiative_ogr_big_name_magic_feaster	wh3_dlc26_character_intiative_set_ogre_big_names_butcher	true
wh3_dlc26_character_initiative_ogr_big_name_marrow_muncher	wh3_dlc26_character_intiative_set_ogre_big_names_butcher	true
wh3_main_character_initiative_ogr_big_name_bellyslapper	wh3_dlc26_character_intiative_set_ogre_big_names_butcher	true
wh3_main_character_initiative_ogr_big_name_brawlerguts	wh3_dlc26_character_intiative_set_ogre_big_names_butcher	true
wh3_main_character_initiative_ogr_big_name_gnoblarkicker	wh3_dlc26_character_intiative_set_ogre_big_names_butcher	true
wh3_main_character_initiative_ogr_big_name_longstrider_butcher	wh3_dlc26_character_intiative_set_ogre_big_names_butcher	true
wh3_main_character_initiative_ogr_big_name_staydeader	wh3_dlc26_character_intiative_set_ogre_big_names_butcher	true
wh3_dlc26_character_initiative_ogr_big_name_firebelly_marrow_muncher	wh3_dlc26_character_intiative_set_ogre_big_names_firebelly	true
wh3_dlc26_character_initiative_ogr_big_name_gore_drenched	wh3_dlc26_character_intiative_set_ogre_big_names_firebelly	true
wh3_dlc26_character_initiative_ogr_big_name_gorger_herder	wh3_dlc26_character_intiative_set_ogre_big_names_firebelly	true
wh3_dlc26_character_initiative_ogr_big_name_kin_guard	wh3_dlc26_character_intiative_set_ogre_big_names_firebelly	true
wh3_dlc26_character_initiative_ogr_big_name_magic_feaster	wh3_dlc26_character_intiative_set_ogre_big_names_firebelly	true
wh3_main_character_initiative_ogr_big_name_bellyslapper	wh3_dlc26_character_intiative_set_ogre_big_names_firebelly	true
wh3_main_character_initiative_ogr_big_name_brawlerguts	wh3_dlc26_character_intiative_set_ogre_big_names_firebelly	true
wh3_main_character_initiative_ogr_big_name_gnoblarkicker	wh3_dlc26_character_intiative_set_ogre_big_names_firebelly	true
wh3_main_character_initiative_ogr_big_name_longstrider_firebelly	wh3_dlc26_character_intiative_set_ogre_big_names_firebelly	true
wh3_main_character_initiative_ogr_big_name_staydeader	wh3_dlc26_character_intiative_set_ogre_big_names_firebelly	true
wh3_dlc26_character_initiative_ogr_big_name_golgfag_01	wh3_dlc26_character_intiative_set_ogre_big_names_golgfag	true
wh3_dlc26_character_initiative_ogr_big_name_golgfag_02	wh3_dlc26_character_intiative_set_ogre_big_names_golgfag	true
wh3_dlc26_character_initiative_ogr_big_name_golgfag_03	wh3_dlc26_character_intiative_set_ogre_big_names_golgfag	true
wh3_dlc26_character_initiative_ogr_big_name_golgfag_04	wh3_dlc26_character_intiative_set_ogre_big_names_golgfag	true
wh3_dlc26_character_initiative_ogr_big_name_coin_counter	wh3_dlc26_character_intiative_set_ogre_big_names_paymaster	true
wh3_main_character_initiative_ogr_big_name_arsebelcher	wh3_dlc26_character_intiative_set_ogre_big_names_paymaster	true
wh3_main_character_initiative_ogr_big_name_bellyslapper	wh3_dlc26_character_intiative_set_ogre_big_names_paymaster	true
wh3_main_character_initiative_ogr_big_name_bigbellower	wh3_dlc26_character_intiative_set_ogre_big_names_paymaster	true
wh3_main_character_initiative_ogr_big_name_brawlerguts	wh3_dlc26_character_intiative_set_ogre_big_names_paymaster	true
wh3_main_character_initiative_ogr_big_name_campmaker	wh3_dlc26_character_intiative_set_ogre_big_names_paymaster	true
wh3_main_character_initiative_ogr_big_name_deathcheater	wh3_dlc26_character_intiative_set_ogre_big_names_paymaster	true
wh3_main_character_initiative_ogr_big_name_elfmulcher	wh3_dlc26_character_intiative_set_ogre_big_names_paymaster	true
wh3_main_character_initiative_ogr_big_name_goldhoarder	wh3_dlc26_character_intiative_set_ogre_big_names_paymaster	true
wh3_main_character_initiative_ogr_big_name_groundbreaker	wh3_dlc26_character_intiative_set_ogre_big_names_paymaster	true
wh3_main_character_initiative_ogr_big_name_gutcrusher	wh3_dlc26_character_intiative_set_ogre_big_names_paymaster	true
wh3_dlc26_character_initiative_ogr_big_name_magic_feaster	wh3_dlc26_character_intiative_set_ogre_big_names_slaughtermaster	true
wh3_dlc26_character_initiative_ogr_big_name_marrow_muncher	wh3_dlc26_character_intiative_set_ogre_big_names_slaughtermaster	true
wh3_main_character_initiative_ogr_big_name_arsebelcher	wh3_dlc26_character_intiative_set_ogre_big_names_slaughtermaster	true
wh3_main_character_initiative_ogr_big_name_bellyslapper	wh3_dlc26_character_intiative_set_ogre_big_names_slaughtermaster	true
wh3_main_character_initiative_ogr_big_name_bigbellower	wh3_dlc26_character_intiative_set_ogre_big_names_slaughtermaster	true
wh3_main_character_initiative_ogr_big_name_brawlerguts	wh3_dlc26_character_intiative_set_ogre_big_names_slaughtermaster	true
wh3_main_character_initiative_ogr_big_name_campmaker	wh3_dlc26_character_intiative_set_ogre_big_names_slaughtermaster	true
wh3_main_character_initiative_ogr_big_name_daemonbreaker	wh3_dlc26_character_intiative_set_ogre_big_names_slaughtermaster	true
wh3_main_character_initiative_ogr_big_name_deathcheater	wh3_dlc26_character_intiative_set_ogre_big_names_slaughtermaster	true
wh3_main_character_initiative_ogr_big_name_grandfeaster	wh3_dlc26_character_intiative_set_ogre_big_names_slaughtermaster	true
wh3_main_character_initiative_ogr_big_name_groundbreaker	wh3_dlc26_character_intiative_set_ogre_big_names_slaughtermaster	true
wh3_dlc26_faction_initiative_kho_arbaal_01	wh3_dlc26_faction_initiative_set_kho_arbaal	false
wh3_dlc26_faction_initiative_kho_arbaal_02	wh3_dlc26_faction_initiative_set_kho_arbaal	false
wh3_dlc26_faction_initiative_kho_arbaal_03	wh3_dlc26_faction_initiative_set_kho_arbaal	false
wh3_dlc26_faction_initiative_kho_arbaal_04	wh3_dlc26_faction_initiative_set_kho_arbaal	false
wh3_dlc26_faction_initiative_kho_arbaal_05	wh3_dlc26_faction_initiative_set_kho_arbaal	false
wh3_dlc26_faction_initiative_kho_arbaal_06	wh3_dlc26_faction_initiative_set_kho_arbaal	false
wh3_dlc26_faction_initiative_kho_arbaal_07	wh3_dlc26_faction_initiative_set_kho_arbaal	false
wh3_dlc26_faction_initiative_kho_arbaal_08	wh3_dlc26_faction_initiative_set_kho_arbaal	false
wh3_dlc26_force_initiative_grn_da_plan_alpha_amma_2	wh3_dlc26_force_initiative_grn_da_plan	true
wh3_dlc26_force_initiative_grn_da_plan_arrer_catcha_1	wh3_dlc26_force_initiative_grn_da_plan	true
wh3_dlc26_force_initiative_grn_da_plan_block_an_smash_1	wh3_dlc26_force_initiative_grn_da_plan	true
wh3_dlc26_force_initiative_grn_da_plan_broodmothers_3	wh3_dlc26_force_initiative_grn_da_plan	true
wh3_dlc26_force_initiative_grn_da_plan_cheerleadaz_3	wh3_dlc26_force_initiative_grn_da_plan	true
wh3_dlc26_force_initiative_grn_da_plan_cut_da_chains_3	wh3_dlc26_force_initiative_grn_da_plan	true
wh3_dlc26_force_initiative_grn_da_plan_da_black_bastion_2	wh3_dlc26_force_initiative_grn_da_plan	true
wh3_dlc26_force_initiative_grn_da_plan_da_greatest_warlord_2	wh3_dlc26_force_initiative_grn_da_plan	true
wh3_dlc26_force_initiative_grn_da_plan_drag_da_wagonz_2	wh3_dlc26_force_initiative_grn_da_plan	true
wh3_dlc26_force_initiative_grn_da_plan_drink_an_drive_2	wh3_dlc26_force_initiative_grn_da_plan	true
wh3_dlc26_force_initiative_grn_da_plan_earthquake_2	wh3_dlc26_force_initiative_grn_da_plan	true
wh3_dlc26_force_initiative_grn_da_plan_eat_da_runts_2	wh3_dlc26_force_initiative_grn_da_plan	true
wh3_dlc26_force_initiative_grn_da_plan_eavy_metal_marchin_3	wh3_dlc26_force_initiative_grn_da_plan	true
wh3_dlc26_force_initiative_grn_da_plan_erd_mentality_1	wh3_dlc26_force_initiative_grn_da_plan	true
wh3_dlc26_force_initiative_grn_da_plan_fly_at_da_smoke_3	wh3_dlc26_force_initiative_grn_da_plan	true
wh3_dlc26_force_initiative_grn_da_plan_fungus_farms_2	wh3_dlc26_force_initiative_grn_da_plan	true
wh3_dlc26_force_initiative_grn_da_plan_get_dem_from_below_2	wh3_dlc26_force_initiative_grn_da_plan	true
wh3_dlc26_force_initiative_grn_da_plan_goin_commando_2	wh3_dlc26_force_initiative_grn_da_plan	true
wh3_dlc26_force_initiative_grn_da_plan_keep_bossin_2	wh3_dlc26_force_initiative_grn_da_plan	true
wh3_dlc26_force_initiative_grn_da_plan_keep_em_ungry_3	wh3_dlc26_force_initiative_grn_da_plan	true
wh3_dlc26_force_initiative_grn_da_plan_lead_da_charge_2	wh3_dlc26_force_initiative_grn_da_plan	true
wh3_dlc26_force_initiative_grn_da_plan_light_em_up_1	wh3_dlc26_force_initiative_grn_da_plan	true
wh3_dlc26_force_initiative_grn_da_plan_little_wont_urt_1	wh3_dlc26_force_initiative_grn_da_plan	true
wh3_dlc26_force_initiative_grn_da_plan_load_yerself_3	wh3_dlc26_force_initiative_grn_da_plan	true
wh3_dlc26_force_initiative_grn_da_plan_master_planner_3	wh3_dlc26_force_initiative_grn_da_plan	true
wh3_dlc26_force_initiative_grn_da_plan_netted_targets_1	wh3_dlc26_force_initiative_grn_da_plan	true
wh3_dlc26_force_initiative_grn_da_plan_orcs_are_da_best_1	wh3_dlc26_force_initiative_grn_da_plan	true
wh3_dlc26_force_initiative_grn_da_plan_power_of_da_waaagh_1	wh3_dlc26_force_initiative_grn_da_plan	true
wh3_dlc26_force_initiative_grn_da_plan_raidin_parties_1	wh3_dlc26_force_initiative_grn_da_plan	true
wh3_dlc26_force_initiative_grn_da_plan_regimental_1	wh3_dlc26_force_initiative_grn_da_plan	true
wh3_dlc26_force_initiative_grn_da_plan_shoot_da_runts_1	wh3_dlc26_force_initiative_grn_da_plan	true
wh3_dlc26_force_initiative_grn_da_plan_shot_in_da_dark_2	wh3_dlc26_force_initiative_grn_da_plan	true
wh3_dlc26_force_initiative_grn_da_plan_splode_da_big_one_3	wh3_dlc26_force_initiative_grn_da_plan	true
wh3_dlc26_force_initiative_grn_da_plan_stick_em_like_pigs_2	wh3_dlc26_force_initiative_grn_da_plan	true
wh3_dlc26_force_initiative_grn_da_plan_stinkee_arrers_3	wh3_dlc26_force_initiative_grn_da_plan	true
wh3_dlc26_force_initiative_grn_da_plan_stompin_ground_2	wh3_dlc26_force_initiative_grn_da_plan	true
wh3_dlc26_force_initiative_grn_da_plan_suprise_savagery_2	wh3_dlc26_force_initiative_grn_da_plan	true
wh3_dlc26_force_initiative_grn_da_plan_webweavin_1	wh3_dlc26_force_initiative_grn_da_plan	true
wh3_dlc27_asur_domination_focus_colonies_01	wh3_dlc27_asur_domination_focus_colonies	false
wh3_dlc27_asur_domination_focus_colonies_02	wh3_dlc27_asur_domination_focus_colonies	false
wh3_dlc27_asur_domination_focus_colonies_03	wh3_dlc27_asur_domination_focus_colonies	false
wh3_dlc27_asur_domination_focus_colonies_04	wh3_dlc27_asur_domination_focus_colonies	false
wh3_dlc27_asur_domination_focus_colonies_05	wh3_dlc27_asur_domination_focus_colonies	false
wh3_dlc27_asur_domination_focus_colonies_06	wh3_dlc27_asur_domination_focus_colonies	false
wh3_dlc27_asur_domination_focus_colonies_07	wh3_dlc27_asur_domination_focus_colonies	false
wh3_dlc27_asur_domination_focus_colonies_08	wh3_dlc27_asur_domination_focus_colonies	false
wh3_dlc27_asur_domination_focus_dragonships_01	wh3_dlc27_asur_domination_focus_dragonships	false
wh3_dlc27_asur_domination_focus_dragonships_02	wh3_dlc27_asur_domination_focus_dragonships	false
wh3_dlc27_asur_domination_focus_dragonships_03	wh3_dlc27_asur_domination_focus_dragonships	false
wh3_dlc27_asur_domination_focus_dragonships_04	wh3_dlc27_asur_domination_focus_dragonships	false
wh3_dlc27_asur_domination_focus_dragonships_05	wh3_dlc27_asur_domination_focus_dragonships	false
wh3_dlc27_asur_domination_focus_dragonships_06	wh3_dlc27_asur_domination_focus_dragonships	false
wh3_dlc27_asur_domination_focus_dragonships_07	wh3_dlc27_asur_domination_focus_dragonships	false
wh3_dlc27_asur_domination_focus_dragonships_08	wh3_dlc27_asur_domination_focus_dragonships	false
wh3_dlc27_asur_domination_focus_outposts_01	wh3_dlc27_asur_domination_focus_outposts	false
wh3_dlc27_asur_domination_focus_outposts_02	wh3_dlc27_asur_domination_focus_outposts	false
wh3_dlc27_asur_domination_focus_outposts_03	wh3_dlc27_asur_domination_focus_outposts	false
wh3_dlc27_asur_domination_focus_outposts_04	wh3_dlc27_asur_domination_focus_outposts	false
wh3_dlc27_asur_domination_focus_outposts_05	wh3_dlc27_asur_domination_focus_outposts	false
wh3_dlc27_asur_domination_focus_outposts_06	wh3_dlc27_asur_domination_focus_outposts	false
wh3_dlc27_asur_domination_focus_outposts_07	wh3_dlc27_asur_domination_focus_outposts	false
wh3_dlc27_asur_domination_focus_outposts_08	wh3_dlc27_asur_domination_focus_outposts	false
wh3_dlc27_character_initiative_chs_chaos_sorcerer_lord_sla_01	wh3_dlc27_character_initiative_set_boons_chaos_sorcerer_lord_slaanesh	true
wh3_dlc27_character_initiative_chs_chaos_sorcerer_lord_sla_02	wh3_dlc27_character_initiative_set_boons_chaos_sorcerer_lord_slaanesh	true
wh3_dlc27_character_initiative_chs_chaos_sorcerer_lord_sla_03	wh3_dlc27_character_initiative_set_boons_chaos_sorcerer_lord_slaanesh	true
wh3_dlc27_character_initiative_chs_chaos_sorcerer_lord_sla_04	wh3_dlc27_character_initiative_set_boons_chaos_sorcerer_lord_slaanesh	true
wh3_dlc27_character_initiative_chs_chaos_sorcerer_lord_sla_05	wh3_dlc27_character_initiative_set_boons_chaos_sorcerer_lord_slaanesh	true
wh3_dlc27_character_initiative_chs_chaos_sorcerer_lord_sla_06	wh3_dlc27_character_initiative_set_boons_chaos_sorcerer_lord_slaanesh	true
wh3_dlc27_character_initiative_chs_chaos_sorcerer_lord_sla_07	wh3_dlc27_character_initiative_set_boons_chaos_sorcerer_lord_slaanesh	true
wh3_dlc27_character_initiative_chs_chaos_sorcerer_lord_sla_08	wh3_dlc27_character_initiative_set_boons_chaos_sorcerer_lord_slaanesh	true
wh3_dlc27_character_initiative_chs_chaos_sorcerer_lord_sla_09	wh3_dlc27_character_initiative_set_boons_chaos_sorcerer_lord_slaanesh	true
wh3_dlc27_character_initiative_chs_exalted_hero_sla_01	wh3_dlc27_character_initiative_set_boons_exalted_hero_slaanesh	true
wh3_dlc27_character_initiative_chs_exalted_hero_sla_02	wh3_dlc27_character_initiative_set_boons_exalted_hero_slaanesh	true
wh3_dlc27_character_initiative_chs_exalted_hero_sla_03	wh3_dlc27_character_initiative_set_boons_exalted_hero_slaanesh	true
wh3_dlc27_character_initiative_chs_exalted_hero_sla_04	wh3_dlc27_character_initiative_set_boons_exalted_hero_slaanesh	true
wh3_dlc27_character_initiative_chs_exalted_hero_sla_05	wh3_dlc27_character_initiative_set_boons_exalted_hero_slaanesh	true
wh3_dlc27_character_initiative_chs_exalted_hero_sla_06	wh3_dlc27_character_initiative_set_boons_exalted_hero_slaanesh	true
wh3_dlc27_character_initiative_chs_exalted_hero_sla_07	wh3_dlc27_character_initiative_set_boons_exalted_hero_slaanesh	true
wh3_dlc27_character_initiative_chs_exalted_hero_sla_08	wh3_dlc27_character_initiative_set_boons_exalted_hero_slaanesh	true
wh3_dlc27_character_initiative_chs_exalted_hero_sla_09	wh3_dlc27_character_initiative_set_boons_exalted_hero_slaanesh	true
wh3_dlc27_character_initiative_chs_exalted_hero_sla_10	wh3_dlc27_character_initiative_set_boons_exalted_hero_slaanesh	true
wh3_dlc20_character_initiative_ascend_lord_to_daemon_prince_slaanesh	wh3_dlc27_character_initiative_set_sorcerer_lord_msla_upgrades	true
wh3_dlc27_eternal_dance_of_elves_tempo_1_variation_1	wh3_dlc27_eternal_dance_of_elves_tempo_1	false
wh3_dlc27_eternal_dance_of_elves_tempo_1_variation_2	wh3_dlc27_eternal_dance_of_elves_tempo_1	false
wh3_dlc27_eternal_dance_of_elves_tempo_1_variation_3	wh3_dlc27_eternal_dance_of_elves_tempo_1	false
wh3_dlc27_eternal_dance_of_elves_tempo_1_variation_4	wh3_dlc27_eternal_dance_of_elves_tempo_1	false
wh3_dlc27_eternal_dance_of_elves_tempo_2_variation_1	wh3_dlc27_eternal_dance_of_elves_tempo_2	false
wh3_dlc27_eternal_dance_of_elves_tempo_2_variation_2	wh3_dlc27_eternal_dance_of_elves_tempo_2	false
wh3_dlc27_eternal_dance_of_elves_tempo_2_variation_3	wh3_dlc27_eternal_dance_of_elves_tempo_2	false
wh3_dlc27_eternal_dance_of_elves_tempo_2_variation_4	wh3_dlc27_eternal_dance_of_elves_tempo_2	false
wh3_dlc27_eternal_dance_of_elves_tempo_3_variation_1	wh3_dlc27_eternal_dance_of_elves_tempo_3	false
wh3_dlc27_eternal_dance_of_elves_tempo_3_variation_2	wh3_dlc27_eternal_dance_of_elves_tempo_3	false
wh3_dlc27_eternal_dance_of_elves_tempo_3_variation_3	wh3_dlc27_eternal_dance_of_elves_tempo_3	false
wh3_dlc27_eternal_dance_of_elves_tempo_3_variation_4	wh3_dlc27_eternal_dance_of_elves_tempo_3	false
wh3_dlc27_eternal_dance_of_elves_tempo_4_ritual	wh3_dlc27_eternal_dance_of_elves_tempo_4	false
wh3_dlc27_eternal_dance_of_final_battle_tempo_1_variation_1	wh3_dlc27_eternal_dance_of_final_battle_tempo_1	false
wh3_dlc27_eternal_dance_of_final_battle_tempo_1_variation_2	wh3_dlc27_eternal_dance_of_final_battle_tempo_1	false
wh3_dlc27_eternal_dance_of_final_battle_tempo_1_variation_3	wh3_dlc27_eternal_dance_of_final_battle_tempo_1	false
wh3_dlc27_eternal_dance_of_final_battle_tempo_1_variation_4	wh3_dlc27_eternal_dance_of_final_battle_tempo_1	false
wh3_dlc27_eternal_dance_of_final_battle_tempo_2_variation_1	wh3_dlc27_eternal_dance_of_final_battle_tempo_2	false
wh3_dlc27_eternal_dance_of_final_battle_tempo_2_variation_2	wh3_dlc27_eternal_dance_of_final_battle_tempo_2	false
wh3_dlc27_eternal_dance_of_final_battle_tempo_2_variation_3	wh3_dlc27_eternal_dance_of_final_battle_tempo_2	false
wh3_dlc27_eternal_dance_of_final_battle_tempo_2_variation_4	wh3_dlc27_eternal_dance_of_final_battle_tempo_2	false
wh3_dlc27_eternal_dance_of_final_battle_tempo_3_variation_1	wh3_dlc27_eternal_dance_of_final_battle_tempo_3	false
wh3_dlc27_eternal_dance_of_final_battle_tempo_3_variation_2	wh3_dlc27_eternal_dance_of_final_battle_tempo_3	false
wh3_dlc27_eternal_dance_of_final_battle_tempo_3_variation_3	wh3_dlc27_eternal_dance_of_final_battle_tempo_3	false
wh3_dlc27_eternal_dance_of_final_battle_tempo_3_variation_4	wh3_dlc27_eternal_dance_of_final_battle_tempo_3	false
wh3_dlc27_eternal_dance_of_final_battle_tempo_4_ritual	wh3_dlc27_eternal_dance_of_final_battle_tempo_4	false
wh3_dlc27_eternal_dance_of_khorne_tempo_1_variation_1	wh3_dlc27_eternal_dance_of_khorne_tempo_1	false
wh3_dlc27_eternal_dance_of_khorne_tempo_1_variation_2	wh3_dlc27_eternal_dance_of_khorne_tempo_1	false
wh3_dlc27_eternal_dance_of_khorne_tempo_1_variation_3	wh3_dlc27_eternal_dance_of_khorne_tempo_1	false
wh3_dlc27_eternal_dance_of_khorne_tempo_1_variation_4	wh3_dlc27_eternal_dance_of_khorne_tempo_1	false
wh3_dlc27_eternal_dance_of_khorne_tempo_2_variation_1	wh3_dlc27_eternal_dance_of_khorne_tempo_2	false
wh3_dlc27_eternal_dance_of_khorne_tempo_2_variation_2	wh3_dlc27_eternal_dance_of_khorne_tempo_2	false
wh3_dlc27_eternal_dance_of_khorne_tempo_2_variation_3	wh3_dlc27_eternal_dance_of_khorne_tempo_2	false
wh3_dlc27_eternal_dance_of_khorne_tempo_2_variation_4	wh3_dlc27_eternal_dance_of_khorne_tempo_2	false
wh3_dlc27_eternal_dance_of_khorne_tempo_3_variation_1	wh3_dlc27_eternal_dance_of_khorne_tempo_3	false
wh3_dlc27_eternal_dance_of_khorne_tempo_3_variation_2	wh3_dlc27_eternal_dance_of_khorne_tempo_3	false
wh3_dlc27_eternal_dance_of_khorne_tempo_3_variation_3	wh3_dlc27_eternal_dance_of_khorne_tempo_3	false
wh3_dlc27_eternal_dance_of_khorne_tempo_3_variation_4	wh3_dlc27_eternal_dance_of_khorne_tempo_3	false
wh3_dlc27_eternal_dance_of_khorne_tempo_4_ritual	wh3_dlc27_eternal_dance_of_khorne_tempo_4	false
wh3_dlc27_eternal_dance_of_nurgle_tempo_1_variation_1	wh3_dlc27_eternal_dance_of_nurgle_tempo_1	false
wh3_dlc27_eternal_dance_of_nurgle_tempo_1_variation_2	wh3_dlc27_eternal_dance_of_nurgle_tempo_1	false
wh3_dlc27_eternal_dance_of_nurgle_tempo_1_variation_3	wh3_dlc27_eternal_dance_of_nurgle_tempo_1	false
wh3_dlc27_eternal_dance_of_nurgle_tempo_1_variation_4	wh3_dlc27_eternal_dance_of_nurgle_tempo_1	false
wh3_dlc27_eternal_dance_of_nurgle_tempo_2_variation_1	wh3_dlc27_eternal_dance_of_nurgle_tempo_2	false
wh3_dlc27_eternal_dance_of_nurgle_tempo_2_variation_2	wh3_dlc27_eternal_dance_of_nurgle_tempo_2	false
wh3_dlc27_eternal_dance_of_nurgle_tempo_2_variation_3	wh3_dlc27_eternal_dance_of_nurgle_tempo_2	false
wh3_dlc27_eternal_dance_of_nurgle_tempo_2_variation_4	wh3_dlc27_eternal_dance_of_nurgle_tempo_2	false
wh3_dlc27_eternal_dance_of_nurgle_tempo_3_variation_1	wh3_dlc27_eternal_dance_of_nurgle_tempo_3	false
wh3_dlc27_eternal_dance_of_nurgle_tempo_3_variation_2	wh3_dlc27_eternal_dance_of_nurgle_tempo_3	false
wh3_dlc27_eternal_dance_of_nurgle_tempo_3_variation_3	wh3_dlc27_eternal_dance_of_nurgle_tempo_3	false
wh3_dlc27_eternal_dance_of_nurgle_tempo_3_variation_4	wh3_dlc27_eternal_dance_of_nurgle_tempo_3	false
wh3_dlc27_eternal_dance_of_nurgle_tempo_4_ritual	wh3_dlc27_eternal_dance_of_nurgle_tempo_4	false
wh3_dlc29_book_of_nagash_1	wh3_dlc29_book_of_nagash_slot_1	false
wh3_dlc29_book_of_nagash_10	wh3_dlc29_book_of_nagash_slot_1	false
wh3_dlc29_book_of_nagash_11	wh3_dlc29_book_of_nagash_slot_1	false
wh3_dlc29_book_of_nagash_12	wh3_dlc29_book_of_nagash_slot_1	false
wh3_dlc29_book_of_nagash_2	wh3_dlc29_book_of_nagash_slot_1	false
wh3_dlc29_book_of_nagash_3	wh3_dlc29_book_of_nagash_slot_1	false
wh3_dlc29_book_of_nagash_4	wh3_dlc29_book_of_nagash_slot_1	false
wh3_dlc29_book_of_nagash_5	wh3_dlc29_book_of_nagash_slot_1	false
wh3_dlc29_book_of_nagash_6	wh3_dlc29_book_of_nagash_slot_1	false
wh3_dlc29_book_of_nagash_7	wh3_dlc29_book_of_nagash_slot_1	false
wh3_dlc29_book_of_nagash_8	wh3_dlc29_book_of_nagash_slot_1	false
wh3_dlc29_book_of_nagash_9	wh3_dlc29_book_of_nagash_slot_1	false
wh3_dlc29_book_of_nagash_1	wh3_dlc29_book_of_nagash_slot_2	false
wh3_dlc29_book_of_nagash_10	wh3_dlc29_book_of_nagash_slot_2	false
wh3_dlc29_book_of_nagash_11	wh3_dlc29_book_of_nagash_slot_2	false
wh3_dlc29_book_of_nagash_12	wh3_dlc29_book_of_nagash_slot_2	false
wh3_dlc29_book_of_nagash_2	wh3_dlc29_book_of_nagash_slot_2	false
wh3_dlc29_book_of_nagash_3	wh3_dlc29_book_of_nagash_slot_2	false
wh3_dlc29_book_of_nagash_4	wh3_dlc29_book_of_nagash_slot_2	false
wh3_dlc29_book_of_nagash_5	wh3_dlc29_book_of_nagash_slot_2	false
wh3_dlc29_book_of_nagash_6	wh3_dlc29_book_of_nagash_slot_2	false
wh3_dlc29_book_of_nagash_7	wh3_dlc29_book_of_nagash_slot_2	false
wh3_dlc29_book_of_nagash_8	wh3_dlc29_book_of_nagash_slot_2	false
wh3_dlc29_book_of_nagash_9	wh3_dlc29_book_of_nagash_slot_2	false
wh3_dlc29_book_of_nagash_1	wh3_dlc29_book_of_nagash_slot_3	false
wh3_dlc29_book_of_nagash_10	wh3_dlc29_book_of_nagash_slot_3	false
wh3_dlc29_book_of_nagash_11	wh3_dlc29_book_of_nagash_slot_3	false
wh3_dlc29_book_of_nagash_12	wh3_dlc29_book_of_nagash_slot_3	false
wh3_dlc29_book_of_nagash_2	wh3_dlc29_book_of_nagash_slot_3	false
wh3_dlc29_book_of_nagash_3	wh3_dlc29_book_of_nagash_slot_3	false
wh3_dlc29_book_of_nagash_4	wh3_dlc29_book_of_nagash_slot_3	false
wh3_dlc29_book_of_nagash_5	wh3_dlc29_book_of_nagash_slot_3	false
wh3_dlc29_book_of_nagash_6	wh3_dlc29_book_of_nagash_slot_3	false
wh3_dlc29_book_of_nagash_7	wh3_dlc29_book_of_nagash_slot_3	false
wh3_dlc29_book_of_nagash_8	wh3_dlc29_book_of_nagash_slot_3	false
wh3_dlc29_book_of_nagash_9	wh3_dlc29_book_of_nagash_slot_3	false
wh3_dlc29_book_of_nagash_1	wh3_dlc29_book_of_nagash_slot_4	false
wh3_dlc29_book_of_nagash_10	wh3_dlc29_book_of_nagash_slot_4	false
wh3_dlc29_book_of_nagash_11	wh3_dlc29_book_of_nagash_slot_4	false
wh3_dlc29_book_of_nagash_12	wh3_dlc29_book_of_nagash_slot_4	false
wh3_dlc29_book_of_nagash_2	wh3_dlc29_book_of_nagash_slot_4	false
wh3_dlc29_book_of_nagash_3	wh3_dlc29_book_of_nagash_slot_4	false
wh3_dlc29_book_of_nagash_4	wh3_dlc29_book_of_nagash_slot_4	false
wh3_dlc29_book_of_nagash_5	wh3_dlc29_book_of_nagash_slot_4	false
wh3_dlc29_book_of_nagash_6	wh3_dlc29_book_of_nagash_slot_4	false
wh3_dlc29_book_of_nagash_7	wh3_dlc29_book_of_nagash_slot_4	false
wh3_dlc29_book_of_nagash_8	wh3_dlc29_book_of_nagash_slot_4	false
wh3_dlc29_book_of_nagash_9	wh3_dlc29_book_of_nagash_slot_4	false
wh3_dlc29_book_of_nagash_1	wh3_dlc29_book_of_nagash_slot_5	false
wh3_dlc29_book_of_nagash_10	wh3_dlc29_book_of_nagash_slot_5	false
wh3_dlc29_book_of_nagash_11	wh3_dlc29_book_of_nagash_slot_5	false
wh3_dlc29_book_of_nagash_12	wh3_dlc29_book_of_nagash_slot_5	false
wh3_dlc29_book_of_nagash_2	wh3_dlc29_book_of_nagash_slot_5	false
wh3_dlc29_book_of_nagash_3	wh3_dlc29_book_of_nagash_slot_5	false
wh3_dlc29_book_of_nagash_4	wh3_dlc29_book_of_nagash_slot_5	false
wh3_dlc29_book_of_nagash_5	wh3_dlc29_book_of_nagash_slot_5	false
wh3_dlc29_book_of_nagash_6	wh3_dlc29_book_of_nagash_slot_5	false
wh3_dlc29_book_of_nagash_7	wh3_dlc29_book_of_nagash_slot_5	false
wh3_dlc29_book_of_nagash_8	wh3_dlc29_book_of_nagash_slot_5	false
wh3_dlc29_book_of_nagash_9	wh3_dlc29_book_of_nagash_slot_5	false
wh3_dlc29_book_of_nagash_1	wh3_dlc29_book_of_nagash_slot_6	false
wh3_dlc29_book_of_nagash_10	wh3_dlc29_book_of_nagash_slot_6	false
wh3_dlc29_book_of_nagash_11	wh3_dlc29_book_of_nagash_slot_6	false
