child_key	parent_key	initial_descent_tiers	parent_link_position	child_link_position	parent_link_position_offset	child_link_position_offset	visible_in_ui
wh2_main_tech_def_3_1_3	wh2_main_tech_def_3_1_0	0	2	4	0.0000	0.0000	true
wh2_main_tech_def_3_2_1	wh2_main_tech_def_3_2_0	0	2	4	0.0000	0.0000	true
wh2_main_tech_def_3_2_2	wh2_main_tech_def_3_2_0	0	2	4	0.0000	0.0000	true
wh2_main_tech_def_3_2_3	wh2_main_tech_def_3_2_0	0	2	4	0.0000	0.0000	true
wh2_main_tech_def_3_3_1	wh2_main_tech_def_3_3_0	0	2	4	0.0000	0.0000	true
wh2_main_tech_def_3_3_2	wh2_main_tech_def_3_3_0	0	2	4	0.0000	0.0000	true
wh2_main_tech_def_3_3_2_slaanesh	wh2_main_tech_def_3_3_0	0	2	4	0.0000	0.0000	true
wh2_main_tech_def_3_3_3	wh2_main_tech_def_3_3_0	0	2	4	0.0000	0.0000	true
wh2_main_tech_hef_0_01	wh2_main_tech_hef_0_00	0	2	4	0.0000	0.0000	true
wh2_main_tech_hef_0_03	wh2_main_tech_hef_0_00	0	2	4	0.0000	0.0000	true
wh2_main_tech_hef_0_05	wh2_main_tech_hef_0_00	0	2	4	0.0000	0.0000	true
wh2_main_tech_hef_0_07	wh2_main_tech_hef_0_00	0	2	4	0.0000	0.0000	true
wh2_main_tech_hef_0_09	wh2_main_tech_hef_0_00	0	2	4	0.0000	0.0000	true
wh2_main_tech_hef_0_02	wh2_main_tech_hef_0_01	0	2	4	0.0000	0.0000	true
wh2_main_tech_hef_0_04	wh2_main_tech_hef_0_03	0	2	4	0.0000	0.0000	true
wh2_main_tech_hef_0_06	wh2_main_tech_hef_0_05	0	2	4	0.0000	0.0000	true
wh2_main_tech_hef_0_08	wh2_main_tech_hef_0_07	0	2	4	0.0000	0.0000	true
wh2_main_tech_hef_0_10	wh2_main_tech_hef_0_09	0	2	4	0.0000	0.0000	true
wh2_main_tech_hef_1_01	wh2_main_tech_hef_1_00	0	2	4	0.0000	0.0000	true
wh2_main_tech_hef_1_03	wh2_main_tech_hef_1_00	0	2	4	0.0000	0.0000	true
wh2_main_tech_hef_1_05	wh2_main_tech_hef_1_00	0	2	4	0.0000	0.0000	true
wh2_main_tech_hef_1_07	wh2_main_tech_hef_1_00	0	2	4	0.0000	0.0000	true
wh2_main_tech_hef_1_09	wh2_main_tech_hef_1_00	0	2	4	0.0000	0.0000	true
wh2_main_tech_hef_1_02	wh2_main_tech_hef_1_01	0	2	4	0.0000	0.0000	true
wh2_main_tech_hef_1_04	wh2_main_tech_hef_1_03	0	2	4	0.0000	0.0000	true
wh2_main_tech_hef_1_06	wh2_main_tech_hef_1_05	0	2	4	0.0000	0.0000	true
wh2_main_tech_hef_1_08	wh2_main_tech_hef_1_07	0	2	4	0.0000	0.0000	true
wh2_main_tech_hef_1_10	wh2_main_tech_hef_1_09	0	2	4	0.0000	0.0000	true
wh2_main_tech_hef_2_01	wh2_main_tech_hef_2_00	0	2	4	0.0000	0.0000	true
wh2_main_tech_hef_2_03	wh2_main_tech_hef_2_00	0	2	4	0.0000	0.0000	true
wh2_main_tech_hef_2_05	wh2_main_tech_hef_2_00	0	2	4	0.0000	0.0000	true
wh2_main_tech_hef_2_07	wh2_main_tech_hef_2_00	0	2	4	0.0000	0.0000	true
wh2_main_tech_hef_2_10	wh2_main_tech_hef_2_00	0	2	4	0.0000	0.0000	true
wh2_main_tech_hef_2_02	wh2_main_tech_hef_2_01	0	2	4	0.0000	0.0000	true
wh2_main_tech_hef_2_04	wh2_main_tech_hef_2_03	0	2	4	0.0000	0.0000	true
wh2_main_tech_hef_2_06	wh2_main_tech_hef_2_05	0	2	4	0.0000	0.0000	true
wh2_main_tech_hef_2_08	wh2_main_tech_hef_2_07	0	2	4	0.0000	0.0000	true
wh2_main_tech_hef_2_09	wh2_main_tech_hef_2_10	0	2	4	0.0000	0.0000	true
wh2_main_tech_hef_3_01	wh2_main_tech_hef_3_00	0	2	4	0.0000	0.0000	true
wh2_main_tech_hef_3_03	wh2_main_tech_hef_3_00	0	2	4	0.0000	0.0000	true
wh2_main_tech_hef_3_05	wh2_main_tech_hef_3_00	0	2	4	0.0000	0.0000	true
wh2_main_tech_hef_3_07	wh2_main_tech_hef_3_00	0	2	4	0.0000	0.0000	true
wh2_main_tech_hef_3_10	wh2_main_tech_hef_3_00	0	2	4	0.0000	0.0000	true
wh2_main_tech_hef_3_02	wh2_main_tech_hef_3_01	0	2	4	0.0000	0.0000	true
wh2_main_tech_hef_3_04	wh2_main_tech_hef_3_03	0	2	4	0.0000	0.0000	true
wh2_main_tech_hef_3_06	wh2_main_tech_hef_3_05	0	2	4	0.0000	0.0000	true
wh2_main_tech_hef_3_08	wh2_main_tech_hef_3_07	0	2	4	0.0000	0.0000	true
wh2_main_tech_hef_3_09	wh2_main_tech_hef_3_10	0	2	4	0.0000	0.0000	true
wh2_main_tech_hef_5_01	wh2_main_tech_hef_5_00	0	2	4	0.0000	0.0000	true
wh2_main_tech_hef_5_05	wh2_main_tech_hef_5_00	0	2	4	0.0000	0.0000	true
wh2_main_tech_hef_5_02	wh2_main_tech_hef_5_01	0	2	4	0.0000	0.0000	true
wh2_main_tech_hef_5_03	wh2_main_tech_hef_5_02	0	2	4	0.0000	0.0000	true
wh2_main_tech_hef_5_04	wh2_main_tech_hef_5_03	0	2	4	0.0000	0.0000	true
wh2_main_tech_hef_5_06	wh2_main_tech_hef_5_05	0	2	4	0.0000	0.0000	true
wh2_main_tech_hef_5_07	wh2_main_tech_hef_5_06	0	2	4	0.0000	0.0000	true
wh2_main_tech_hef_5_08	wh2_main_tech_hef_5_07	0	2	4	0.0000	0.0000	true
wh2_main_tech_lzd_1_4	wh2_main_tech_lzd_0_1	0	3	1	0.0000	0.0000	true
wh2_main_tech_lzd_2_4	wh2_main_tech_lzd_0_1	0	3	1	0.0000	0.0000	true
wh2_main_tech_lzd_3_4	wh2_main_tech_lzd_0_1	0	3	1	0.0000	0.0000	true
wh2_main_tech_lzd_4_4	wh2_main_tech_lzd_0_1	0	3	1	0.0000	0.0000	true
wh2_main_tech_lzd_5_4	wh2_main_tech_lzd_0_1	0	3	1	0.0000	0.0000	true
wh2_main_tech_lzd_6_4	wh2_main_tech_lzd_0_1	0	3	1	0.0000	0.0000	true
wh2_main_tech_lzd_7_4	wh2_main_tech_lzd_0_1	0	3	1	0.0000	0.0000	true
wh2_main_tech_lzd_8_4	wh2_main_tech_lzd_0_1	0	3	1	0.0000	0.0000	true
wh2_main_tech_lzd_1_7	wh2_main_tech_lzd_0_2	0	3	1	0.0000	0.0000	true
wh2_main_tech_lzd_2_7	wh2_main_tech_lzd_0_2	0	3	1	0.0000	0.0000	true
wh2_main_tech_lzd_3_7	wh2_main_tech_lzd_0_2	0	3	1	0.0000	0.0000	true
wh2_main_tech_lzd_4_7	wh2_main_tech_lzd_0_2	0	3	1	0.0000	0.0000	true
wh2_main_tech_lzd_5_7	wh2_main_tech_lzd_0_2	0	3	1	0.0000	0.0000	true
wh2_main_tech_lzd_6_7	wh2_main_tech_lzd_0_2	0	3	1	0.0000	0.0000	true
wh2_main_tech_lzd_7_7	wh2_main_tech_lzd_0_2	0	3	1	0.0000	0.0000	true
wh2_main_tech_lzd_8_7	wh2_main_tech_lzd_0_2	0	3	1	0.0000	0.0000	true
wh2_main_tech_lzd_1_2	wh2_main_tech_lzd_1_1	0	2	4	0.0000	0.0000	true
wh2_main_tech_lzd_1_3	wh2_main_tech_lzd_1_2	0	2	4	0.0000	0.0000	true
wh2_main_tech_lzd_1_4	wh2_main_tech_lzd_1_3	0	2	4	0.0000	0.0000	true
wh2_main_tech_lzd_1_5	wh2_main_tech_lzd_1_4	0	2	4	0.0000	0.0000	true
wh2_main_tech_lzd_1_6	wh2_main_tech_lzd_1_5	0	2	4	0.0000	0.0000	true
wh2_main_tech_lzd_1_7	wh2_main_tech_lzd_1_6	0	2	4	0.0000	0.0000	true
wh2_main_tech_lzd_2_2	wh2_main_tech_lzd_2_1	0	2	4	0.0000	0.0000	true
wh2_main_tech_lzd_2_3	wh2_main_tech_lzd_2_2	0	2	4	0.0000	0.0000	true
wh2_main_tech_lzd_2_4	wh2_main_tech_lzd_2_3	0	2	4	0.0000	0.0000	true
wh2_main_tech_lzd_2_5	wh2_main_tech_lzd_2_4	0	2	4	0.0000	0.0000	true
wh2_main_tech_lzd_2_6	wh2_main_tech_lzd_2_5	0	2	4	0.0000	0.0000	true
wh2_main_tech_lzd_2_7	wh2_main_tech_lzd_2_6	0	2	4	0.0000	0.0000	true
wh2_main_tech_lzd_3_2	wh2_main_tech_lzd_3_1	0	2	4	0.0000	0.0000	true
wh2_main_tech_lzd_3_3	wh2_main_tech_lzd_3_2	0	2	4	0.0000	0.0000	true
wh2_main_tech_lzd_3_4	wh2_main_tech_lzd_3_3	0	2	4	0.0000	0.0000	true
wh2_main_tech_lzd_3_5	wh2_main_tech_lzd_3_4	0	2	4	0.0000	0.0000	true
wh2_main_tech_lzd_3_6	wh2_main_tech_lzd_3_5	0	2	4	0.0000	0.0000	true
wh2_main_tech_lzd_3_7	wh2_main_tech_lzd_3_6	0	2	4	0.0000	0.0000	true
wh2_main_tech_lzd_4_2	wh2_main_tech_lzd_4_1	0	2	4	0.0000	0.0000	true
wh2_main_tech_lzd_4_3	wh2_main_tech_lzd_4_2	0	2	4	0.0000	0.0000	true
wh2_main_tech_lzd_4_4	wh2_main_tech_lzd_4_3	0	2	4	0.0000	0.0000	true
wh2_main_tech_lzd_4_5	wh2_main_tech_lzd_4_4	0	2	4	0.0000	0.0000	true
wh2_main_tech_lzd_4_6	wh2_main_tech_lzd_4_5	0	2	4	0.0000	0.0000	true
wh2_main_tech_lzd_4_7	wh2_main_tech_lzd_4_6	0	2	4	0.0000	0.0000	true
wh2_main_tech_lzd_5_2	wh2_main_tech_lzd_5_1	0	2	4	0.0000	0.0000	true
wh2_main_tech_lzd_5_3	wh2_main_tech_lzd_5_2	0	2	4	0.0000	0.0000	true
wh2_main_tech_lzd_5_4	wh2_main_tech_lzd_5_3	0	2	4	0.0000	0.0000	true
wh2_main_tech_lzd_5_5	wh2_main_tech_lzd_5_4	0	2	4	0.0000	0.0000	true
wh2_main_tech_lzd_5_6	wh2_main_tech_lzd_5_5	0	2	4	0.0000	0.0000	true
wh2_main_tech_lzd_5_7	wh2_main_tech_lzd_5_6	0	2	4	0.0000	0.0000	true
wh2_main_tech_lzd_6_2	wh2_main_tech_lzd_6_1	0	2	4	0.0000	0.0000	true
wh2_main_tech_lzd_6_3	wh2_main_tech_lzd_6_2	0	2	4	0.0000	0.0000	true
wh2_main_tech_lzd_6_4	wh2_main_tech_lzd_6_3	0	2	4	0.0000	0.0000	true
wh2_main_tech_lzd_6_5	wh2_main_tech_lzd_6_4	0	2	4	0.0000	0.0000	true
wh2_main_tech_lzd_6_6	wh2_main_tech_lzd_6_5	0	2	4	0.0000	0.0000	true
wh2_main_tech_lzd_6_7	wh2_main_tech_lzd_6_6	0	2	4	0.0000	0.0000	true
wh2_main_tech_lzd_7_2	wh2_main_tech_lzd_7_1	0	2	4	0.0000	0.0000	true
wh2_main_tech_lzd_7_3	wh2_main_tech_lzd_7_2	0	2	4	0.0000	0.0000	true
wh2_main_tech_lzd_7_4	wh2_main_tech_lzd_7_3	0	2	4	0.0000	0.0000	true
wh2_main_tech_lzd_7_5	wh2_main_tech_lzd_7_4	0	2	4	0.0000	0.0000	true
wh2_main_tech_lzd_7_6	wh2_main_tech_lzd_7_5	0	2	4	0.0000	0.0000	true
wh2_main_tech_lzd_7_7	wh2_main_tech_lzd_7_6	0	2	4	0.0000	0.0000	true
wh2_main_tech_lzd_8_2	wh2_main_tech_lzd_8_1	0	2	4	0.0000	0.0000	true
wh2_main_tech_lzd_8_3	wh2_main_tech_lzd_8_2	0	2	4	0.0000	0.0000	true
wh2_main_tech_lzd_8_4	wh2_main_tech_lzd_8_3	0	2	4	0.0000	0.0000	true
wh2_main_tech_lzd_8_5	wh2_main_tech_lzd_8_4	0	2	4	0.0000	0.0000	true
wh2_main_tech_lzd_8_6	wh2_main_tech_lzd_8_5	0	2	4	0.0000	0.0000	true
wh2_main_tech_lzd_8_7	wh2_main_tech_lzd_8_6	0	2	4	0.0000	0.0000	true
wh2_main_tech_skv_1_1	wh2_main_tech_skv_1_0	0	2	4	0.0000	0.0000	true
wh2_main_tech_skv_1_2	wh2_main_tech_skv_1_1	0	3	1	0.0000	0.0000	true
wh2_main_tech_skv_1_4	wh2_main_tech_skv_1_1	0	2	4	0.0000	0.0000	true
wh2_main_tech_skv_1_3	wh2_main_tech_skv_1_2	0	2	4	0.0000	0.0000	true
wh2_main_tech_skv_1_5	wh2_main_tech_skv_1_4	0	1	3	0.0000	0.0000	true
wh2_main_tech_skv_1_6	wh2_main_tech_skv_1_4	0	2	4	0.0000	0.0000	true
wh2_main_tech_skv_1_8	wh2_main_tech_skv_1_5	0	2	4	0.0000	0.0000	true
wh2_main_tech_skv_1_7	wh2_main_tech_skv_1_6	0	2	4	0.0000	0.0000	true
wh2_main_tech_skv_2_5	wh2_main_tech_skv_1_6	0	3	1	0.0000	0.0000	true
wh2_main_tech_skv_4_0	wh2_main_tech_skv_1_7	0	1	3	0.0000	0.0000	true
wh2_main_tech_skv_6_0	wh2_main_tech_skv_1_7	0	3	2	0.5000	0.0000	true
wh2_main_tech_skv_2_1	wh2_main_tech_skv_2_0	0	2	4	0.0000	0.0000	true
wh2_main_tech_skv_2_2	wh2_main_tech_skv_2_1	0	2	4	0.0000	0.0000	true
tech_dlc14_skv_2_4_eshin	wh2_main_tech_skv_2_2	0	3	1	0.0000	0.0000	true
wh2_main_tech_skv_2_3	wh2_main_tech_skv_2_2	0	1	3	0.0000	0.0000	true
wh2_main_tech_skv_2_4	wh2_main_tech_skv_2_2	0	3	1	0.0000	0.0000	true
wh2_main_tech_skv_2_5	wh2_main_tech_skv_2_2	0	2	4	0.0000	0.0000	true
wh2_main_tech_skv_5_4	wh2_main_tech_skv_2_5	0	2	4	0.0000	0.0000	true
wh2_main_tech_skv_3_1	wh2_main_tech_skv_3_0	0	2	4	0.0000	0.0000	true
wh2_main_tech_skv_3_2	wh2_main_tech_skv_3_1	0	1	3	0.0000	0.0000	true
wh2_main_tech_skv_3_3	wh2_main_tech_skv_3_1	0	3	1	0.0000	0.0000	true
wh2_main_tech_skv_3_4	wh2_main_tech_skv_3_1	0	2	4	0.0000	0.0000	true
wh2_main_tech_skv_3_6	wh2_main_tech_skv_3_3	0	2	4	0.0000	0.0000	true
wh2_main_tech_skv_3_5	wh2_main_tech_skv_3_4	0	1	3	0.0000	0.0000	true
wh2_main_tech_skv_5_0	wh2_main_tech_skv_3_4	0	2	3	0.0000	0.0000	true
wh2_main_tech_skv_3_7	wh2_main_tech_skv_3_6	0	2	4	0.0000	0.0000	true
tech_dlc14_skv_8_0_eshin	wh2_main_tech_skv_3_7	0	2	4	0.0000	0.0000	true
wh2_main_tech_skv_8_0	wh2_main_tech_skv_3_7	0	2	4	0.0000	0.0000	true
wh2_main_tech_skv_4_1	wh2_main_tech_skv_4_0	0	2	4	0.0000	0.0000	true
wh2_main_tech_skv_4_4	wh2_main_tech_skv_4_0	0	2	4	0.5000	0.0000	true
wh2_main_tech_skv_4_2	wh2_main_tech_skv_4_1	0	2	4	0.0000	0.0000	true
wh2_main_tech_skv_4_3	wh2_main_tech_skv_4_2	0	2	4	0.0000	0.0000	true
wh2_main_tech_skv_5_1	wh2_main_tech_skv_5_0	0	2	4	0.0000	0.0000	true
wh2_main_tech_skv_5_2	wh2_main_tech_skv_5_1	0	2	4	0.0000	0.0000	true
wh2_main_tech_skv_5_3	wh2_main_tech_skv_5_1	0	1	4	0.0000	0.0000	true
wh2_main_tech_skv_5_4	wh2_main_tech_skv_5_3	0	1	3	0.0000	0.0000	true
tech_dlc14_skv_8_0_eshin	wh2_main_tech_skv_5_4	0	2	1	0.5000	0.0000	true
wh2_main_tech_skv_8_0	wh2_main_tech_skv_5_4	0	2	1	0.5000	0.0000	true
wh2_main_tech_skv_9_0	wh2_main_tech_skv_5_4	0	2	4	0.0000	0.0000	true
wh2_main_tech_skv_6_1	wh2_main_tech_skv_6_0	0	3	1	0.0000	0.0000	true
wh2_main_tech_skv_6_2	wh2_main_tech_skv_6_0	0	2	4	0.0000	0.0000	true
wh2_main_tech_skv_6_3	wh2_main_tech_skv_6_2	0	3	1	0.0000	0.0000	true
wh2_main_tech_skv_7_0	wh2_main_tech_skv_6_2	0	2	4	0.0000	0.0000	true
wh2_main_tech_skv_7_1	wh2_main_tech_skv_7_0	0	1	3	0.0000	0.0000	true
wh2_main_tech_skv_7_2	wh2_main_tech_skv_7_0	0	2	4	0.0000	0.0000	true
wh2_main_tech_skv_9_0	wh2_main_tech_skv_7_0	0	3	1	0.0000	0.0000	true
wh2_main_tech_skv_7_3	wh2_main_tech_skv_7_2	0	1	3	0.0000	0.0000	true
wh2_main_tech_skv_8_1	wh2_main_tech_skv_8_0	0	4	1	0.0000	0.0000	true
wh2_main_tech_skv_8_2	wh2_main_tech_skv_8_0	0	1	4	0.5000	0.0000	true
wh2_main_tech_skv_8_3	wh2_main_tech_skv_8_0	0	2	4	-0.5000	0.0000	true
wh2_main_tech_skv_8_4	wh2_main_tech_skv_8_0	0	2	4	0.0000	0.0000	true
wh2_main_tech_skv_8_5	wh2_main_tech_skv_8_0	0	2	4	0.5000	0.0000	true
wh2_main_tech_skv_9_1	wh2_main_tech_skv_9_0	0	3	1	0.0000	0.0000	true
wh2_main_tech_skv_9_2	wh2_main_tech_skv_9_0	0	2	4	0.0000	0.0000	true
wh3_main_chs_belakor_kho_final	wh3_main_chs_belakor_kho_0	0	0	0	0.0000	0.0000	false
wh3_main_chs_belakor_kho_final	wh3_main_chs_belakor_kho_1	0	0	0	0.0000	0.0000	false
wh3_main_chs_belakor_kho_final	wh3_main_chs_belakor_kho_2	0	0	0	0.0000	0.0000	false
wh3_main_chs_belakor_kho_final	wh3_main_chs_belakor_kho_3	0	0	0	0.0000	0.0000	false
wh3_main_chs_belakor_kho_0	wh3_main_chs_belakor_kho_start	0	0	0	0.0000	0.0000	false
wh3_main_chs_belakor_kho_1	wh3_main_chs_belakor_kho_start	0	0	0	0.0000	0.0000	false
wh3_main_chs_belakor_kho_2	wh3_main_chs_belakor_kho_start	0	0	0	0.0000	0.0000	false
wh3_main_chs_belakor_kho_3	wh3_main_chs_belakor_kho_start	0	0	0	0.0000	0.0000	false
wh3_main_chs_belakor_nur_final	wh3_main_chs_belakor_nur_0	0	0	0	0.0000	0.0000	false
wh3_main_chs_belakor_nur_final	wh3_main_chs_belakor_nur_1	0	0	0	0.0000	0.0000	false
wh3_main_chs_belakor_nur_final	wh3_main_chs_belakor_nur_2	0	0	0	0.0000	0.0000	false
wh3_main_chs_belakor_nur_final	wh3_main_chs_belakor_nur_3	0	0	0	0.0000	0.0000	false
wh3_main_chs_belakor_nur_0	wh3_main_chs_belakor_nur_start	0	0	0	0.0000	0.0000	false
wh3_main_chs_belakor_nur_1	wh3_main_chs_belakor_nur_start	0	0	0	0.0000	0.0000	false
wh3_main_chs_belakor_nur_2	wh3_main_chs_belakor_nur_start	0	0	0	0.0000	0.0000	false
wh3_main_chs_belakor_nur_3	wh3_main_chs_belakor_nur_start	0	0	0	0.0000	0.0000	false
wh3_main_chs_belakor_sla_final	wh3_main_chs_belakor_sla_0	0	0	0	0.0000	0.0000	false
wh3_main_chs_belakor_sla_final	wh3_main_chs_belakor_sla_1	0	0	0	0.0000	0.0000	false
wh3_main_chs_belakor_sla_final	wh3_main_chs_belakor_sla_2	0	0	0	0.0000	0.0000	false
wh3_main_chs_belakor_sla_final	wh3_main_chs_belakor_sla_3	0	0	0	0.0000	0.0000	false
wh3_main_chs_belakor_sla_0	wh3_main_chs_belakor_sla_start	0	0	0	0.0000	0.0000	false
wh3_main_chs_belakor_sla_1	wh3_main_chs_belakor_sla_start	0	0	0	0.0000	0.0000	false
wh3_main_chs_belakor_sla_2	wh3_main_chs_belakor_sla_start	0	0	0	0.0000	0.0000	false
wh3_main_chs_belakor_sla_3	wh3_main_chs_belakor_sla_start	0	0	0	0.0000	0.0000	false
wh3_main_chs_belakor_tze_final	wh3_main_chs_belakor_tze_0	0	0	0	0.0000	0.0000	false
wh3_main_chs_belakor_tze_final	wh3_main_chs_belakor_tze_1	0	0	0	0.0000	0.0000	false
wh3_main_chs_belakor_tze_final	wh3_main_chs_belakor_tze_2	0	0	0	0.0000	0.0000	false
wh3_main_chs_belakor_tze_final	wh3_main_chs_belakor_tze_3	0	0	0	0.0000	0.0000	false
wh3_main_chs_belakor_tze_0	wh3_main_chs_belakor_tze_start	0	0	0	0.0000	0.0000	false
wh3_main_chs_belakor_tze_1	wh3_main_chs_belakor_tze_start	0	0	0	0.0000	0.0000	false
wh3_main_chs_belakor_tze_2	wh3_main_chs_belakor_tze_start	0	0	0	0.0000	0.0000	false
wh3_main_chs_belakor_tze_3	wh3_main_chs_belakor_tze_start	0	0	0	0.0000	0.0000	false
wh3_main_chs_belakor_und_12	wh3_main_chs_belakor_und_0	0	1	3	0.0000	0.0000	true
wh3_main_chs_belakor_und_14	wh3_main_chs_belakor_und_0	0	4	2	0.0000	0.0000	true
wh3_main_chs_belakor_und_15	wh3_main_chs_belakor_und_0	0	2	4	0.0000	0.0000	true
wh3_main_chs_belakor_und_13	wh3_main_chs_belakor_und_11	0	3	1	0.0000	0.0000	true
wh3_main_chs_belakor_und_16	wh3_main_chs_belakor_und_11	0	4	2	0.0000	0.0000	true
wh3_main_chs_belakor_und_17	wh3_main_chs_belakor_und_11	0	2	4	0.0000	0.0000	true
wh3_main_chs_belakor_kho_start	wh3_main_chs_belakor_und_14	0	1	2	0.0000	0.0000	true
wh3_main_chs_belakor_tze_start	wh3_main_chs_belakor_und_15	0	1	4	0.0000	0.0000	true
wh3_main_chs_belakor_nur_start	wh3_main_chs_belakor_und_16	0	3	2	0.0000	0.0000	true
wh3_main_chs_belakor_sla_start	wh3_main_chs_belakor_und_17	0	3	4	0.0000	0.0000	true
wh3_main_chs_belakor_und_20	wh3_main_chs_belakor_und_18	0	4	2	0.0000	0.0000	true
wh3_main_chs_belakor_und_21	wh3_main_chs_belakor_und_19	0	2	4	0.0000	0.0000	true
wh3_main_chs_belakor_und_0	wh3_main_chs_belakor_und_2	0	1	3	0.0000	0.0000	true
wh3_main_chs_belakor_und_1	wh3_main_chs_belakor_und_2	0	4	2	0.0000	0.0000	true
wh3_main_chs_belakor_und_3	wh3_main_chs_belakor_und_2	0	2	4	0.0000	0.0000	true
wh3_main_chs_belakor_und_14	wh3_main_chs_belakor_und_4	0	1	3	0.0000	0.0000	true
wh3_main_chs_belakor_und_16	wh3_main_chs_belakor_und_4	0	3	1	0.0000	0.0000	true
wh3_main_chs_belakor_und_18	wh3_main_chs_belakor_und_4	0	4	2	0.0000	0.0000	true
wh3_main_chs_belakor_und_1	wh3_main_chs_belakor_und_5	0	1	3	0.0000	0.0000	true
wh3_main_chs_belakor_und_4	wh3_main_chs_belakor_und_5	0	4	2	0.0000	0.0000	true
wh3_main_chs_belakor_und_8	wh3_main_chs_belakor_und_5	0	3	1	0.0000	0.0000	true
wh3_main_chs_belakor_und_10	wh3_main_chs_belakor_und_6	0	3	1	0.0000	0.0000	true
wh3_main_chs_belakor_und_3	wh3_main_chs_belakor_und_6	0	1	3	0.0000	0.0000	true
wh3_main_chs_belakor_und_7	wh3_main_chs_belakor_und_6	0	2	4	0.0000	0.0000	true
wh3_main_chs_belakor_und_15	wh3_main_chs_belakor_und_7	0	1	3	0.0000	0.0000	true
wh3_main_chs_belakor_und_17	wh3_main_chs_belakor_und_7	0	3	1	0.0000	0.0000	true
wh3_main_chs_belakor_und_19	wh3_main_chs_belakor_und_7	0	2	4	0.0000	0.0000	true
wh3_main_chs_belakor_und_10	wh3_main_chs_belakor_und_9	0	2	4	0.0000	0.0000	true
wh3_main_chs_belakor_und_11	wh3_main_chs_belakor_und_9	0	3	1	0.0000	0.0000	true
wh3_main_chs_belakor_und_8	wh3_main_chs_belakor_und_9	0	4	2	0.0000	0.0000	true
wh3_main_chs_belakor_und_2	wh3_main_chs_belakor_und_centre	0	1	3	0.0000	0.0000	true
wh3_main_chs_belakor_und_5	wh3_main_chs_belakor_und_centre	0	4	2	0.0000	0.0000	true
wh3_main_chs_belakor_und_6	wh3_main_chs_belakor_und_centre	0	2	4	0.0000	0.0000	true
wh3_main_chs_belakor_und_9	wh3_main_chs_belakor_und_centre	0	3	1	0.0000	0.0000	true
wh3_main_ie_tech_nor_darklands_cathay_capital	wh3_main_ie_tech_nor_darklands_hate_cathay	0	2	4	0.0000	0.0000	true
wh3_main_ie_tech_nor_darklands_kislev_capital	wh3_main_ie_tech_nor_darklands_hate_kislev	0	2	4	0.0000	0.0000	true
wh3_main_ie_tech_nor_darklands_hate_cathay	wh3_main_ie_tech_nor_darklands_starter	0	2	4	0.0000	0.0000	true
wh_dlc07_tech_brt_heraldry_parravon	wh3_main_tech_brt_heraldry_aquitaine	0	3	1	0.0000	0.0000	true
wh3_main_tech_cth_11	wh3_main_tech_cth_10	0	2	4	0.0000	0.0000	true
wh3_main_tech_cth_15	wh3_main_tech_cth_10	0	2	4	0.0000	0.0000	true
wh3_main_tech_cth_7	wh3_main_tech_cth_10	0	2	4	0.0000	0.0000	true
wh3_main_tech_cth_12	wh3_main_tech_cth_11	0	2	4	0.0000	0.0000	true
wh3_main_tech_cth_13	wh3_main_tech_cth_12	0	2	4	0.0000	0.0000	true
wh3_main_tech_cth_16	wh3_main_tech_cth_12	0	3	1	0.0000	0.0000	true
wh3_main_tech_cth_8	wh3_main_tech_cth_12	0	2	3	0.0000	0.0000	true
wh3_main_tech_cth_14	wh3_main_tech_cth_13	0	2	4	0.0000	0.0000	true
wh3_main_tech_cth_33	wh3_main_tech_cth_14	0	2	4	0.0000	0.0000	true
wh3_main_tech_cth_18	wh3_main_tech_cth_15	0	3	1	0.0000	0.0000	true
wh3_main_tech_cth_19	wh3_main_tech_cth_15	0	2	1	0.0000	0.0000	true
wh3_main_tech_cth_14	wh3_main_tech_cth_17	0	2	4	0.0000	0.0000	true
wh3_main_tech_cth_20	wh3_main_tech_cth_19	0	2	4	0.0000	0.0000	true
wh3_main_tech_cth_22	wh3_main_tech_cth_19	0	3	4	0.0000	0.0000	true
wh3_main_tech_cth_17	wh3_main_tech_cth_20	0	2	4	0.0000	0.0000	true
wh3_main_tech_cth_21	wh3_main_tech_cth_20	0	2	4	0.0000	0.0000	true
wh3_main_tech_cth_23	wh3_main_tech_cth_22	0	3	1	0.0000	0.0000	true
wh3_main_tech_cth_24	wh3_main_tech_cth_25	0	1	3	0.0000	0.0000	true
wh3_main_tech_cth_25	wh3_main_tech_cth_27	0	1	4	0.0000	0.0000	true
wh3_main_tech_cth_28	wh3_main_tech_cth_27	0	2	4	0.0000	0.0000	true
wh3_main_tech_cth_29	wh3_main_tech_cth_28	0	2	4	0.0000	0.0000	true
wh3_main_tech_cth_32	wh3_main_tech_cth_28	0	2	4	0.0000	0.0000	true
wh3_main_tech_cth_1	wh3_main_tech_cth_2	0	1	3	0.0000	0.0000	true
wh3_main_tech_cth_26	wh3_main_tech_cth_30	0	2	3	0.0000	0.0000	true
wh3_main_tech_cth_27	wh3_main_tech_cth_30	0	2	3	0.0000	0.0000	true
wh3_main_tech_cth_37	wh3_main_tech_cth_32	0	2	4	0.0000	0.0000	true
wh3_main_tech_cth_30	wh3_main_tech_cth_33	0	2	4	0.0000	0.0000	true
wh3_main_tech_cth_34	wh3_main_tech_cth_33	0	2	4	0.0000	0.0000	true
