task_generator_group_key	task_generator_key	task_generator_variable_group	priority
wh3_tms_generator_group_regionless	CAI_TMS_GDS_TASK_GENERATOR_HORDE_MOVE_TO_ATTACK_ENEMY_FORCES_WHEN_TRESPASS_WARNED		15.0000
wh3_tms_generator_group_regionless	CAI_TMS_GDS_TASK_GENERATOR_RAID_ANY_SETTLEMENT_NEAR_OUR_FORCES		0.5000
wh3_tms_generator_group_regionless	CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_HUMAN_SETTLEMENTS		0.5000
wh3_tms_generator_group_regionless	CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_SETTLEMENTS		1.0000
wh3_tms_generator_group_regionless	CAI_TMS_TASK_GENERATOR_ATTACK_ENEMY_SETTLEMENTS_LOCAL_TO_OUR_FORCES_THAT_ARE_BESIEGED_BY_OUR_ALLIES		1.0000
wh3_tms_generator_group_regionless	CAI_TMS_TASK_GENERATOR_ATTACK_SETTLEMENTS_NEAR_OUR_FORCES		0.5000
wh3_tms_generator_group_regionless	CAI_TMS_TASK_GENERATOR_ATTACK_UNDEFENDED_ENEMY_SETTLEMENTS	timed_priority_boost_instant	1.0000
wh3_tms_generator_group_regionless	CAI_TMS_TASK_GENERATOR_DEFEND_ALLIED_TERRITORY		1.0000
wh3_tms_generator_group_regionless	CAI_TMS_TASK_GENERATOR_RAID_SETTLEMENTS_NEAR_OUR_FORCES		0.5000
wh3_tms_generator_group_regionless	CAI_TMS_TASK_GENERATOR_RECAPTURE_RECENTLY_LOST_TERRITORY		-1.0000
wh3_tms_generator_group_rift_major_chaos_additive	CAI_TMS_GDS_TASK_GENERATOR_AGENT_ATTACK_SETTLEMENTS_NEAR_FLAGGED_REGIONS_OWNED_BY_ANOTHER_SUBCULTURED_ENEMY		10.0000
wh3_tms_generator_group_rift_major_chaos_additive	CAI_TMS_GDS_TASK_GENERATOR_AGENT_DEPLOY_IN_ALL_FLAGGED_REGIONS_OWNED_BY_ANOTHER_SUBCULTURED_FACTION	agent_deploy_to_region	20.0000
wh3_tms_generator_group_rift_major_chaos_additive	CAI_TMS_GDS_TASK_GENERATOR_ATTACK_CHAOS_CORRUPTED_REGIONS_OWNED_BY_ANOTHER_SUBCULTURED_ENEMY		5.0000
wh3_tms_generator_group_rift_major_chaos_additive	CAI_TMS_GDS_TASK_GENERATOR_ATTACK_ENEMY_SETTLEMENT_NEAR_FARAWAY_RIFT_NEAR_ARMY		10.0000
wh3_tms_generator_group_rift_major_chaos_additive	CAI_TMS_GDS_TASK_GENERATOR_ATTACK_KNOWN_AND_UNKNOWN_FLAGGED_REGIONS_OWNED_BY_ANOTHER_SUBCULTURED_ENEMY		15.0000
wh3_tms_generator_group_rift_major_chaos_additive	CAI_TMS_GDS_TASK_GENERATOR_TARGET_ALL_RIFTS_IF_COMPLETED_ALL_REALMS	gds_poi_interaction_rift_realm	100.0000
wh3_tms_generator_group_rift_major_chaos_additive	CAI_TMS_GDS_TASK_GENERATOR_TARGET_RIFTS_NEAR_OUR_ARMIES_IF_LOW_HP_AND_FAR	gds_poi_interaction_rift_teleport	25.0000
wh3_tms_generator_group_rift_major_chaos_additive	CAI_TMS_GDS_TASK_GENERATOR_TARGET_RIFTS_NEAR_OUR_MAIN_ARMY_IF_COLLECTED_SOUL_THIS_CYCLE	gds_poi_interaction_rift_realm	-100.0000
wh3_tms_generator_group_rift_major_chaos_additive	CAI_TMS_GDS_TASK_GENERATOR_TARGET_RIFTS_NEAR_OUR_MAIN_ARMY_IF_HAVENT_INTERACTED_ONLY_FULL_ARMY	gds_poi_interaction_rift_realm	5.0000
wh3_tms_generator_group_rift_major_chaos_additive	CAI_TMS_GDS_TASK_GENERATOR_TARGET_RIFTS_NEAR_OUR_REGIONS_IF_COLLECTED_SOUL_THIS_CYCLE	gds_poi_interaction_rift_realm	-100.0000
wh3_tms_generator_group_rift_major_chaos_additive	CAI_TMS_GDS_TASK_GENERATOR_TARGET_RIFTS_NEAR_OUR_REGIONS_IF_HAVENT_INTERACTED_ONLY_FULL_ARMY	gds_poi_interaction_rift_realm	20.0000
wh3_tms_generator_group_rift_major_chaos_additive	CAI_TMS_GDS_TASK_GENERATOR_TARGET_RIFTS_NEAR_OUR_REGIONS_IF_HAVENT_INTERACTED_ONLY_FULL_ARMY	gds_poi_interaction_rift_teleport	8.0000
wh3_tms_generator_group_rift_major_chaos_additive	CAI_TMS_GDS_TASK_GENERATOR_TARGET_RIFTS_NEAR_OUR_REGIONS_IF_PLAYER_HAS_MORE_SOULS	gds_poi_interaction_rift_realm	8.0000
wh3_tms_generator_group_rift_major_chaos_additive	CAI_TMS_GDS_TASK_GENERATOR_TARGET_RIFTS_NEAR_OUR_REGIONS_IF_PLAYER_IS_IN_A_REALM	gds_poi_interaction_rift_realm	2.0000
wh3_tms_generator_group_rift_major_chaos_additive	CAI_TMS_GDS_TASK_GENERATOR_TARGET_RIFTS_NEAR_OUR_REGIONS_IF_PLAYER_IS_NEAR_VICTORY	gds_poi_interaction_rift_realm	4.0000
wh3_tms_generator_group_rift_major_nonchaos_additive	CAI_TMS_GDS_TASK_GENERATOR_TARGET_ALL_RIFTS_IF_COMPLETED_ALL_REALMS	gds_poi_interaction_rift_realm	100.0000
wh3_tms_generator_group_rift_major_nonchaos_additive	CAI_TMS_GDS_TASK_GENERATOR_TARGET_RIFTS_NEAR_OUR_ARMIES_IF_LOW_HP_AND_FAR	gds_poi_interaction_rift_teleport	25.0000
wh3_tms_generator_group_rift_major_nonchaos_additive	CAI_TMS_GDS_TASK_GENERATOR_TARGET_RIFTS_NEAR_OUR_MAIN_ARMY_IF_COLLECTED_SOUL_THIS_CYCLE	gds_poi_interaction_rift_realm	-100.0000
wh3_tms_generator_group_rift_major_nonchaos_additive	CAI_TMS_GDS_TASK_GENERATOR_TARGET_RIFTS_NEAR_OUR_MAIN_ARMY_IF_HAVENT_INTERACTED_ONLY_FULL_ARMY	gds_poi_interaction_rift_realm	5.0000
wh3_tms_generator_group_rift_major_nonchaos_additive	CAI_TMS_GDS_TASK_GENERATOR_TARGET_RIFTS_NEAR_OUR_REGIONS_IF_CHAOS_CORRUPTION_HIGH	gds_poi_interaction_rift_close	3.0000
wh3_tms_generator_group_rift_major_nonchaos_additive	CAI_TMS_GDS_TASK_GENERATOR_TARGET_RIFTS_NEAR_OUR_REGIONS_IF_COLLECTED_SOUL_THIS_CYCLE	gds_poi_interaction_rift_realm	-100.0000
wh3_tms_generator_group_rift_major_nonchaos_additive	CAI_TMS_GDS_TASK_GENERATOR_TARGET_RIFTS_NEAR_OUR_REGIONS_IF_HAVENT_INTERACTED_ONLY_FULL_ARMY	gds_poi_interaction_rift_realm	20.0000
wh3_tms_generator_group_rift_major_nonchaos_additive	CAI_TMS_GDS_TASK_GENERATOR_TARGET_RIFTS_NEAR_OUR_REGIONS_IF_HAVENT_INTERACTED_ONLY_FULL_ARMY	gds_poi_interaction_rift_teleport	0.0000
wh3_tms_generator_group_rift_major_nonchaos_additive	CAI_TMS_GDS_TASK_GENERATOR_TARGET_RIFTS_NEAR_OUR_REGIONS_IF_HAVENT_INTERACTED	gds_poi_interaction_rift_close	5.0000
wh3_tms_generator_group_rift_major_nonchaos_additive	CAI_TMS_GDS_TASK_GENERATOR_TARGET_RIFTS_NEAR_OUR_REGIONS_IF_PLAYER_HAS_MORE_SOULS	gds_poi_interaction_rift_realm	8.0000
wh3_tms_generator_group_rift_major_nonchaos_additive	CAI_TMS_GDS_TASK_GENERATOR_TARGET_RIFTS_NEAR_OUR_REGIONS_IF_PLAYER_IS_IN_A_REALM	gds_poi_interaction_rift_realm	2.0000
wh3_tms_generator_group_rift_major_nonchaos_additive	CAI_TMS_GDS_TASK_GENERATOR_TARGET_RIFTS_NEAR_OUR_REGIONS_IF_PLAYER_IS_NEAR_VICTORY	gds_poi_interaction_rift_realm	4.0000
wh3_tms_generator_group_rift_minor_chaos_override	CAI_TMS_GDS_TASK_GENERATOR_ATTACK_ENEMY_HUMAN_FORCES_IF_HUMAN_IN_REALM		8.0000
wh3_tms_generator_group_rift_minor_chaos_override	CAI_TMS_GDS_TASK_GENERATOR_ATTACK_ENEMY_HUMAN_SETTLEMENTS_IF_HUMAN_IN_REALM		8.0000
wh3_tms_generator_group_rift_minor_chaos_override	CAI_TMS_GDS_TASK_GENERATOR_TARGET_RIFTS_NEAR_OUR_ARMIES_IF_LOW_HP_AND_FAR	gds_poi_interaction_rift_teleport	-1.0000
wh3_tms_generator_group_rift_minor_chaos_override	CAI_TMS_GDS_TASK_GENERATOR_TARGET_RIFTS_NEAR_OUR_REGIONS_IF_HAVENT_INTERACTED_ONLY_FULL_ARMY	gds_poi_interaction_rift_realm	-1.0000
wh3_tms_generator_group_rift_minor_chaos_override	CAI_TMS_GDS_TASK_GENERATOR_TARGET_RIFTS_NEAR_OUR_REGIONS_IF_HAVENT_INTERACTED_ONLY_FULL_ARMY	gds_poi_interaction_rift_teleport	-1.0000
wh3_tms_generator_group_rift_minor_chaos_override	CAI_TMS_GDS_TASK_GENERATOR_TARGET_RIFTS_NEAR_OUR_REGIONS_IF_PLAYER_HAS_MORE_SOULS	gds_poi_interaction_rift_realm	-1.0000
wh3_tms_generator_group_rift_minor_chaos_override	CAI_TMS_GDS_TASK_GENERATOR_TARGET_RIFTS_NEAR_OUR_REGIONS_IF_PLAYER_IS_IN_A_REALM	gds_poi_interaction_rift_realm	-1.0000
wh3_tms_generator_group_rift_minor_chaos_override	CAI_TMS_GDS_TASK_GENERATOR_TARGET_RIFTS_NEAR_OUR_REGIONS_IF_PLAYER_IS_NEAR_VICTORY	gds_poi_interaction_rift_realm	-1.0000
wh3_tms_generator_group_rift_minor_nonchaos_override	CAI_TMS_GDS_TASK_GENERATOR_ATTACK_ENEMY_HUMAN_FORCES_IF_HUMAN_IN_REALM		8.0000
wh3_tms_generator_group_rift_minor_nonchaos_override	CAI_TMS_GDS_TASK_GENERATOR_ATTACK_ENEMY_HUMAN_SETTLEMENTS_IF_HUMAN_IN_REALM		8.0000
wh3_tms_generator_group_rift_minor_nonchaos_override	CAI_TMS_GDS_TASK_GENERATOR_TARGET_RIFTS_IN_OUR_REGIONS_IF_CHAOS_CORRUPTION_HIGH_NONSCALED	gds_poi_interaction_rift_close	2.0000
wh3_tms_generator_group_rift_minor_nonchaos_override	CAI_TMS_GDS_TASK_GENERATOR_TARGET_RIFTS_NEAR_OUR_ARMIES_IF_LOW_HP_AND_FAR	gds_poi_interaction_rift_teleport	-1.0000
wh3_tms_generator_group_rift_minor_nonchaos_override	CAI_TMS_GDS_TASK_GENERATOR_TARGET_RIFTS_NEAR_OUR_REGIONS_IF_CHAOS_CORRUPTION_HIGH	gds_poi_interaction_rift_close	4.0000
wh3_tms_generator_group_rift_minor_nonchaos_override	CAI_TMS_GDS_TASK_GENERATOR_TARGET_RIFTS_NEAR_OUR_REGIONS_IF_HAVENT_INTERACTED_ONLY_FULL_ARMY	gds_poi_interaction_rift_realm	-1.0000
wh3_tms_generator_group_rift_minor_nonchaos_override	CAI_TMS_GDS_TASK_GENERATOR_TARGET_RIFTS_NEAR_OUR_REGIONS_IF_HAVENT_INTERACTED_ONLY_FULL_ARMY	gds_poi_interaction_rift_teleport	-1.0000
wh3_tms_generator_group_rift_minor_nonchaos_override	CAI_TMS_GDS_TASK_GENERATOR_TARGET_RIFTS_NEAR_OUR_REGIONS_IF_HAVENT_INTERACTED	gds_poi_interaction_rift_close	2.0000
wh3_tms_generator_group_rift_minor_nonchaos_override	CAI_TMS_GDS_TASK_GENERATOR_TARGET_RIFTS_NEAR_OUR_REGIONS_IF_PLAYER_HAS_MORE_SOULS	gds_poi_interaction_rift_realm	-1.0000
wh3_tms_generator_group_rift_minor_nonchaos_override	CAI_TMS_GDS_TASK_GENERATOR_TARGET_RIFTS_NEAR_OUR_REGIONS_IF_PLAYER_IS_IN_A_REALM	gds_poi_interaction_rift_realm	-1.0000
wh3_tms_generator_group_rift_minor_nonchaos_override	CAI_TMS_GDS_TASK_GENERATOR_TARGET_RIFTS_NEAR_OUR_REGIONS_IF_PLAYER_IS_NEAR_VICTORY	gds_poi_interaction_rift_realm	-1.0000
wh3_tms_generator_group_rift_spawned_khorne	CAI_TMS_GDS_TASK_GENERATOR_AGENT_ATTACK_NEARBY_SETTLEMENT_IF_FRIENDLY_ARMY_PRESENT		20.0000
wh3_tms_generator_group_rift_spawned_khorne	CAI_TMS_GDS_TASK_GENERATOR_AGENT_DEPLOY_IN_NEARBY_ENEMY_REGION_LOW_ON_CORRUPTION_KHORNE	agent_deploy_to_region	10.0000
wh3_tms_generator_group_rift_spawned_khorne	CAI_TMS_GDS_TASK_GENERATOR_AGENT_DEPLOY_IN_NEARBY_REGION	agent_deploy_to_region	1.0000
wh3_tms_generator_group_rift_spawned_khorne	CAI_TMS_GDS_TASK_GENERATOR_RAID_ANY_SETTLEMENT_NEAR_OUR_FORCES		1.0000
wh3_tms_generator_group_rift_spawned_khorne	CAI_TMS_TASK_GENERATOR_ATTACK_ALL_LOCAL_FORCES_SIZE_SCALED		5.0000
wh3_tms_generator_group_rift_spawned_khorne	CAI_TMS_TASK_GENERATOR_ATTACK_SETTLEMENTS_NEAR_OUR_FORCES		20.0000
wh3_tms_generator_group_rift_spawned_legion	CAI_TMS_GDS_TASK_GENERATOR_AGENT_ATTACK_NEARBY_SETTLEMENT_IF_FRIENDLY_ARMY_PRESENT		20.0000
wh3_tms_generator_group_rift_spawned_legion	CAI_TMS_GDS_TASK_GENERATOR_AGENT_DEPLOY_IN_NEARBY_ENEMY_REGION_LOW_ON_CORRUPTION_ANY	agent_deploy_to_region	10.0000
wh3_tms_generator_group_rift_spawned_legion	CAI_TMS_GDS_TASK_GENERATOR_AGENT_DEPLOY_IN_NEARBY_REGION	agent_deploy_to_region	1.0000
wh3_tms_generator_group_rift_spawned_legion	CAI_TMS_GDS_TASK_GENERATOR_RAID_ANY_SETTLEMENT_NEAR_OUR_FORCES		1.0000
wh3_tms_generator_group_rift_spawned_legion	CAI_TMS_TASK_GENERATOR_ATTACK_ALL_LOCAL_FORCES_SIZE_SCALED		5.0000
wh3_tms_generator_group_rift_spawned_legion	CAI_TMS_TASK_GENERATOR_ATTACK_SETTLEMENTS_NEAR_OUR_FORCES		20.0000
wh3_tms_generator_group_rift_spawned_nurgle	CAI_TMS_GDS_TASK_GENERATOR_AGENT_ATTACK_NEARBY_SETTLEMENT_IF_FRIENDLY_ARMY_PRESENT		20.0000
wh3_tms_generator_group_rift_spawned_nurgle	CAI_TMS_GDS_TASK_GENERATOR_AGENT_DEPLOY_IN_NEARBY_ENEMY_REGION_LOW_ON_CORRUPTION_NURGLE	agent_deploy_to_region	10.0000
wh3_tms_generator_group_rift_spawned_nurgle	CAI_TMS_GDS_TASK_GENERATOR_AGENT_DEPLOY_IN_NEARBY_REGION	agent_deploy_to_region	1.0000
wh3_tms_generator_group_rift_spawned_nurgle	CAI_TMS_GDS_TASK_GENERATOR_RAID_ANY_SETTLEMENT_NEAR_OUR_FORCES		1.0000
wh3_tms_generator_group_rift_spawned_nurgle	CAI_TMS_TASK_GENERATOR_ATTACK_ALL_LOCAL_FORCES_SIZE_SCALED		5.0000
wh3_tms_generator_group_rift_spawned_nurgle	CAI_TMS_TASK_GENERATOR_ATTACK_SETTLEMENTS_NEAR_OUR_FORCES		20.0000
wh3_tms_generator_group_rift_spawned_slaanesh	CAI_TMS_GDS_TASK_GENERATOR_AGENT_ATTACK_NEARBY_SETTLEMENT_IF_FRIENDLY_ARMY_PRESENT		20.0000
wh3_tms_generator_group_rift_spawned_slaanesh	CAI_TMS_GDS_TASK_GENERATOR_AGENT_DEPLOY_IN_NEARBY_ENEMY_REGION_LOW_ON_CORRUPTION_SLAANESH	agent_deploy_to_region	10.0000
wh3_tms_generator_group_rift_spawned_slaanesh	CAI_TMS_GDS_TASK_GENERATOR_AGENT_DEPLOY_IN_NEARBY_REGION	agent_deploy_to_region	1.0000
wh3_tms_generator_group_rift_spawned_slaanesh	CAI_TMS_GDS_TASK_GENERATOR_RAID_ANY_SETTLEMENT_NEAR_OUR_FORCES		1.0000
wh3_tms_generator_group_rift_spawned_slaanesh	CAI_TMS_TASK_GENERATOR_ATTACK_ALL_LOCAL_FORCES_SIZE_SCALED		5.0000
wh3_tms_generator_group_rift_spawned_slaanesh	CAI_TMS_TASK_GENERATOR_ATTACK_SETTLEMENTS_NEAR_OUR_FORCES		20.0000
wh3_tms_generator_group_rift_spawned_tzeentch	CAI_TMS_GDS_TASK_GENERATOR_AGENT_ATTACK_NEARBY_SETTLEMENT_IF_FRIENDLY_ARMY_PRESENT		20.0000
wh3_tms_generator_group_rift_spawned_tzeentch	CAI_TMS_GDS_TASK_GENERATOR_AGENT_DEPLOY_IN_NEARBY_ENEMY_REGION_LOW_ON_CORRUPTION_TZEENTCH	agent_deploy_to_region	10.0000
wh3_tms_generator_group_rift_spawned_tzeentch	CAI_TMS_GDS_TASK_GENERATOR_AGENT_DEPLOY_IN_NEARBY_REGION	agent_deploy_to_region	1.0000
wh3_tms_generator_group_rift_spawned_tzeentch	CAI_TMS_GDS_TASK_GENERATOR_RAID_ANY_SETTLEMENT_NEAR_OUR_FORCES		1.0000
wh3_tms_generator_group_rift_spawned_tzeentch	CAI_TMS_TASK_GENERATOR_ATTACK_ALL_LOCAL_FORCES_SIZE_SCALED		5.0000
wh3_tms_generator_group_rift_spawned_tzeentch	CAI_TMS_TASK_GENERATOR_ATTACK_SETTLEMENTS_NEAR_OUR_FORCES		20.0000
wh3_tms_generator_group_simple	CAI_TMS_GDS_TASK_GENERATOR_ATTACK_KISLEV_MAJOR_CITY		0.0000
wh3_tms_generator_group_simple	CAI_TMS_GDS_TASK_GENERATOR_RECRUIT_WITH_MAIN_ARMY		0.0000
wh3_tms_generator_group_simple	CAI_TMS_TASK_GENERATOR_ACTIVELY_DEFEND_THREATENED_REGIONS		2.0000
wh3_tms_generator_group_simple	CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_FORCES		1.0000
wh3_tms_generator_group_simple	CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_FORCES_NEAR_RECENTLY_LOST_REGIONS		4.0000
wh3_tms_generator_group_simple	CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_MAIN_THREAT_FORCES		2.0000
wh3_tms_generator_group_simple	CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_MAIN_THREAT_SETTLEMENTS		2.0000
wh3_tms_generator_group_simple	CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_SETTLEMENTS		1.0000
wh3_tms_generator_group_simple	CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_SETTLEMENTS_IF_HAVENT_EXPANDED_RECENTLY	timed_priority_boost_quick	3.0000
wh3_tms_generator_group_simple	CAI_TMS_TASK_GENERATOR_ATTACK_ALL_LOCAL_AGENTS_LEVEL_SCALED		5.0000
wh3_tms_generator_group_simple	CAI_TMS_TASK_GENERATOR_ATTACK_ALL_LOCAL_FORCES_SIZE_SCALED		4.0000
wh3_tms_generator_group_simple	CAI_TMS_TASK_GENERATOR_ATTACK_NEIGHBOURING_WAR_REGIONS		2.0000
wh3_tms_generator_group_simple	CAI_TMS_TASK_GENERATOR_ATTACK_SETTLEMENTS_NEAR_OUR_FORCES		2.0000
wh3_tms_generator_group_simple	CAI_TMS_TASK_GENERATOR_ATTACK_SETTLEMENTS_UNDER_SIEGE_BY_NON_ALLIES		-10.0000
wh3_tms_generator_group_simple	CAI_TMS_TASK_GENERATOR_COMPLETE_PROVINCE		2.0000
wh3_tms_generator_group_simple	CAI_TMS_TASK_GENERATOR_CONSOLIDATE_BORDERS		2.0000
wh3_tms_generator_group_simple	CAI_TMS_TASK_GENERATOR_DEFEND_BESIEGED_SETTLEMENT		3.0000
wh3_tms_generator_group_simple	CAI_TMS_TASK_GENERATOR_DEFEND_OWNED_REGIONS		3.0000
wh3_tms_generator_group_simple	CAI_TMS_TASK_GENERATOR_DEFEND_REGIONS_AMBIENT		2.0000
wh3_tms_generator_group_simple	CAI_TMS_TASK_GENERATOR_FOLLOW_ARMY		0.0000
wh3_tms_generator_group_simple	CAI_TMS_TASK_GENERATOR_RAID_RECENTLY_SACKED_SETTLEMENTS	time_horizon_4	-5.0000
wh3_tms_generator_group_skaven_specific_additive	CAI_TMS_TASK_GENERATOR_ATTACK_SETTLEMENT_TO_SPREAD_PLAGUE		100.0000
wh3_tms_generator_group_skaven_specific_additive	CAI_TMS_TASK_GENERATOR_ATTACK_UNDEFENDED_ENEMY_SETTLEMENTS		5.0000
wh3_tms_generator_group_slaanesh_nkari_specific_additive	CAI_TMS_GDS_TASK_GENERATOR_RAID_DISLIKED_HIGH_PO_REGIONS_NEAR_OUR_SETTLEMENTS		3.0000
wh3_tms_generator_group_slaanesh_specific_additive	CAI_TMS_TASK_GENERATOR_WITHDRAW_LOW_WINDS_OF_MAGIC_ARMIES_TO_REGION		5.0000
wh3_tms_generator_group_tombking_specific_additive	CAI_TMS_TASK_GENERATOR_ATTACK_UNSUITABLE_CLIMATE_REGIONS		-3.0000
wh3_tms_generator_group_tzeentch_changeling	CAI_TMS_TASK_GENERATOR_ATTACK_OWN_FOREIGN_SLOT_REGIONS		-100.0000
wh3_tms_generator_group_tzeentch_specific_additive	CAI_TMS_GDS_TASK_GENERATOR_DONT_RECOLONISE_GATE_RUINS		-100.0000
wh3_tms_generator_group_tzeentch_specific_additive	CAI_TMS_TASK_GENERATOR_WITHDRAW_LOW_WINDS_OF_MAGIC_ARMIES_TO_REGION		5.0000
wh3_tms_generator_group_woodelf_specific_additive	CAI_TMS_TASK_GENERATOR_ACTIVELY_DEFEND_CAPITAL		1.6000
