key	display_path	logic_file_override	collision_file_override	logic_file	collision_file
grn_rockmed_02	terrain_props/wh_rocks			rigidmodels\buildings\grn_rockmed_02\grn_rockmed_02_tech.cs2.parsed	rigidmodels\buildings\grn_rockmed_02\grn_rockmed_02_tech.cs2.collision
grn_rockmed_03	terrain_props/wh_rocks			rigidmodels\buildings\grn_rockmed_03\grn_rockmed_03_tech.cs2.parsed	rigidmodels\buildings\grn_rockmed_03\grn_rockmed_03_tech.cs2.collision
grn_rockmed_04	terrain_props/wh_rocks			rigidmodels\buildings\grn_rockmed_04\grn_rockmed_04_tech.cs2.parsed	rigidmodels\buildings\grn_rockmed_04\grn_rockmed_04_tech.cs2.collision
grn_rockmed_05	terrain_props/wh_rocks			rigidmodels\buildings\grn_rockmed_05\grn_rockmed_05_tech.cs2.parsed	rigidmodels\buildings\grn_rockmed_05\grn_rockmed_05_tech.cs2.collision
grn_rockmed_06	terrain_props/wh_rocks			rigidmodels\buildings\grn_rockmed_06\grn_rockmed_06_tech.cs2.parsed	rigidmodels\buildings\grn_rockmed_06\grn_rockmed_06_tech.cs2.collision
grn_rocksml_01	terrain_props/wh_rocks			rigidmodels\buildings\grn_rocksml_01\grn_rocksml_01_tech.cs2.parsed	rigidmodels\buildings\grn_rocksml_01\grn_rocksml_01_tech.cs2.collision
grn_rocksml_02	terrain_props/wh_rocks			rigidmodels\buildings\grn_rocksml_02\grn_rocksml_02_tech.cs2.parsed	rigidmodels\buildings\grn_rocksml_02\grn_rocksml_02_tech.cs2.collision
grn_roof_set01	buildings/grn/adds_big			rigidmodels\buildings\grn_roof_set01\grn_roof_set01_tech.cs2.parsed	rigidmodels\buildings\grn_roof_set01\grn_roof_set01_tech.cs2.collision
grn_rope_bridge_large	grn/adds_big			rigidmodels\buildings\grn_rope_bridge_large\grn_rope_bridge_large_tech.cs2.parsed	rigidmodels\buildings\grn_rope_bridge_large\grn_rope_bridge_large_tech.cs2.collision
grn_rope_bridge_medium	buildings/grn/adds_big			rigidmodels\buildings\grn_rope_bridge_medium\grn_rope_bridge_medium_tech.cs2.parsed	rigidmodels\buildings\grn_rope_bridge_medium\grn_rope_bridge_medium_tech.cs2.collision
grn_rope_bridge_small	buildings/grn/adds_big			rigidmodels\buildings\grn_rope_bridge_small\grn_rope_bridge_small_tech.cs2.parsed	rigidmodels\buildings\grn_rope_bridge_small\grn_rope_bridge_small_tech.cs2.collision
grn_skirt_rural_01	buildings/global/props			rigidmodels\buildings\grn_skirt_rural_01\grn_skirt_rural_01_tech.cs2.parsed	rigidmodels\buildings\grn_skirt_rural_01\grn_skirt_rural_01_tech.cs2.collision
grn_small_geysers_a	terrain_props/grn_small_geysers			rigidmodels\buildings\grn_small_geysers_a\grn_small_geysers_a_tech.cs2.parsed	rigidmodels\buildings\grn_small_geysers_a\grn_small_geysers_a_tech.cs2.collision
grn_small_geysers_b	terrain_props/grn_small_geysers			rigidmodels\buildings\grn_small_geysers_b\grn_small_geysers_b_tech.cs2.parsed	rigidmodels\buildings\grn_small_geysers_b\grn_small_geysers_b_tech.cs2.collision
grn_small_geysers_c	terrain_props/grn_small_geysers			rigidmodels\buildings\grn_small_geysers_c\grn_small_geysers_c_tech.cs2.parsed	rigidmodels\buildings\grn_small_geysers_c\grn_small_geysers_c_tech.cs2.collision
grn_small_geysers_d	terrain_props/grn_small_geysers			rigidmodels\buildings\grn_small_geysers_d\grn_small_geysers_d_tech.cs2.parsed	rigidmodels\buildings\grn_small_geysers_d\grn_small_geysers_d_tech.cs2.collision
grn_teeth01	buildings/grn/adds_small			rigidmodels\buildings\grn_teeth01\grn_teeth01_tech.cs2.parsed	rigidmodels\buildings\grn_teeth01\grn_teeth01_tech.cs2.collision
grn_totempole_a	buildings/grn/totempoles			rigidmodels\buildings\grn_totempole_a\grn_totempole_a_tech.cs2.parsed	rigidmodels\buildings\grn_totempole_a\grn_totempole_a_tech.cs2.collision
grn_totempole_b	buildings/grn/totempoles			rigidmodels\buildings\grn_totempole_b\grn_totempole_b_tech.cs2.parsed	rigidmodels\buildings\grn_totempole_b\grn_totempole_b_tech.cs2.collision
grn_totempole_c	buildings/grn/totempoles			rigidmodels\buildings\grn_totempole_c\grn_totempole_c_tech.cs2.parsed	rigidmodels\buildings\grn_totempole_c\grn_totempole_c_tech.cs2.collision
grn_totempole_d	buildings/grn/totempoles			rigidmodels\buildings\grn_totempole_d\grn_totempole_d_tech.cs2.parsed	rigidmodels\buildings\grn_totempole_d\grn_totempole_d_tech.cs2.collision
grn_totempole_e	buildings/grn/totempoles			rigidmodels\buildings\grn_totempole_e\grn_totempole_e_tech.cs2.parsed	rigidmodels\buildings\grn_totempole_e\grn_totempole_e_tech.cs2.collision
grn_wall_bridge_01	buildings/grn/houses			rigidmodels\buildings\grn_wall_bridge_01\grn_wall_bridge_01_tech.cs2.parsed	rigidmodels\buildings\grn_wall_bridge_01\grn_wall_bridge_01_tech.cs2.collision
grn_wall_bridge_02	buildings/grn/houses			rigidmodels\buildings\grn_wall_bridge_02\grn_wall_bridge_02_tech.cs2.parsed	rigidmodels\buildings\grn_wall_bridge_02\grn_wall_bridge_02_tech.cs2.collision
grn_wall_bridge_03	buildings/grn/houses			rigidmodels\buildings\grn_wall_bridge_03\grn_wall_bridge_03_tech.cs2.parsed	rigidmodels\buildings\grn_wall_bridge_03\grn_wall_bridge_03_tech.cs2.collision
grn_wall_bridge_04	buildings/grn/houses			rigidmodels\buildings\grn_wall_bridge_04\grn_wall_bridge_04_tech.cs2.parsed	rigidmodels\buildings\grn_wall_bridge_04\grn_wall_bridge_04_tech.cs2.collision
grn_wall_emitter01	global/wall_logic			rigidmodels\buildings\grn_wall_emitter01\grn_wall_emitter01_tech.cs2.parsed	rigidmodels\buildings\grn_wall_emitter01\grn_wall_emitter01_tech.cs2.collision
grn_wall_gatehouse_60	buildings/grn/walls	rigidmodels\buildings\glb_wall_gatehouse_60\glb_wall_gatehouse_60_tech.cs2.parsed	rigidmodels\buildings\grn_wall_gatehouse_60\grn_wall_gatehouse_60_tech.cs2.collision	rigidmodels\buildings\glb_wall_gatehouse_60\glb_wall_gatehouse_60_tech.cs2.parsed	rigidmodels\buildings\glb_wall_gatehouse_60\glb_wall_gatehouse_60_tech.cs2.collision
grn_wall_gork	buildings/grn/adds_big			rigidmodels\buildings\grn_wall_gork\grn_wall_gork_tech.cs2.parsed	rigidmodels\buildings\grn_wall_gork\grn_wall_gork_tech.cs2.collision
grn_wall_huts_large01	buildings/grn/adds_big			rigidmodels\buildings\grn_wall_huts_large01\grn_wall_huts_large01_tech.cs2.parsed	rigidmodels\buildings\grn_wall_huts_large01\grn_wall_huts_large01_tech.cs2.collision
grn_wall_huts_medium01	buildings/grn/adds_big			rigidmodels\buildings\grn_wall_huts_medium01\grn_wall_huts_medium01_tech.cs2.parsed	rigidmodels\buildings\grn_wall_huts_medium01\grn_wall_huts_medium01_tech.cs2.collision
grn_wall_huts_small01	buildings/grn/adds_big			rigidmodels\buildings\grn_wall_huts_small01\grn_wall_huts_small01_tech.cs2.parsed	rigidmodels\buildings\grn_wall_huts_small01\grn_wall_huts_small01_tech.cs2.collision
grn_wall_mork	buildings/grn/adds_big			rigidmodels\buildings\grn_wall_mork\grn_wall_mork_tech.cs2.parsed	rigidmodels\buildings\grn_wall_mork\grn_wall_mork_tech.cs2.collision
grn_wall_set01	buildings/grn/adds_big			rigidmodels\buildings\grn_wall_set01\grn_wall_set01_tech.cs2.parsed	rigidmodels\buildings\grn_wall_set01\grn_wall_set01_tech.cs2.collision
grn_wall_set02	buildings/grn/adds_big			rigidmodels\buildings\grn_wall_set02\grn_wall_set02_tech.cs2.parsed	rigidmodels\buildings\grn_wall_set02\grn_wall_set02_tech.cs2.collision
grn_wall_set03	buildings/grn/adds_big			rigidmodels\buildings\grn_wall_set03\grn_wall_set03_tech.cs2.parsed	rigidmodels\buildings\grn_wall_set03\grn_wall_set03_tech.cs2.collision
grn_wall_straight_20	buildings/grn/walls	rigidmodels\buildings\glb_wall_straight_20\glb_wall_straight_20_tech.cs2.parsed		rigidmodels\buildings\glb_wall_straight_20\glb_wall_straight_20_tech.cs2.parsed	rigidmodels\buildings\glb_wall_straight_20\glb_wall_straight_20_tech.cs2.collision
grn_wall_tower	grn/walls	rigidmodels\buildings\glb_wall_tower\glb_wall_tower_tech.cs2.parsed		rigidmodels\buildings\glb_wall_tower\glb_wall_tower_tech.cs2.parsed	rigidmodels\buildings\glb_wall_tower\glb_wall_tower_tech.cs2.collision
grn_watch_tower_07	buildings/grn/houses			rigidmodels\buildings\grn_watch_tower_07\grn_watch_tower_07_tech.cs2.parsed	rigidmodels\buildings\grn_watch_tower_07\grn_watch_tower_07_tech.cs2.collision
grn_window_set01	buildings/grn/adds_big			rigidmodels\buildings\grn_window_set01\grn_window_set01_tech.cs2.parsed	rigidmodels\buildings\grn_window_set01\grn_window_set01_tech.cs2.collision
grn_wooden_red_decor_01	buildings/grn/adds_small			rigidmodels\buildings\grn_wooden_red_decor_01\grn_wooden_red_decor_01_tech.cs2.parsed	rigidmodels\buildings\grn_wooden_red_decor_01\grn_wooden_red_decor_01_tech.cs2.collision
grn_wooden_red_decor_02	buildings/grn/adds_small			rigidmodels\buildings\grn_wooden_red_decor_02\grn_wooden_red_decor_02_tech.cs2.parsed	rigidmodels\buildings\grn_wooden_red_decor_02\grn_wooden_red_decor_02_tech.cs2.collision
grn_wooden_spikes01	buildings/grn/adds_small			rigidmodels\buildings\grn_wooden_spikes01\grn_wooden_spikes01_tech.cs2.parsed	rigidmodels\buildings\grn_wooden_spikes01\grn_wooden_spikes01_tech.cs2.collision
hef_banner_01	buildings/hef/banners			rigidmodels\buildings\hef_banner_01\hef_banner_01_tech.cs2.parsed	rigidmodels\buildings\hef_banner_01\hef_banner_01_tech.cs2.collision
hef_barrel_01	buildings/hef/markets			rigidmodels\buildings\hef_barrel_01\hef_barrel_01_tech.cs2.parsed	rigidmodels\buildings\hef_barrel_01\hef_barrel_01_tech.cs2.collision
hef_barrel_02	buildings/hef/markets			rigidmodels\buildings\hef_barrel_02\hef_barrel_02_tech.cs2.parsed	rigidmodels\buildings\hef_barrel_02\hef_barrel_02_tech.cs2.collision
hef_bench_01	buildings/hef/markets			rigidmodels\buildings\hef_bench_01\hef_bench_01_tech.cs2.parsed	rigidmodels\buildings\hef_bench_01\hef_bench_01_tech.cs2.collision
hef_bench_02	buildings/hef/markets			rigidmodels\buildings\hef_bench_02\hef_bench_02_tech.cs2.parsed	rigidmodels\buildings\hef_bench_02\hef_bench_02_tech.cs2.collision
hef_bench_03	buildings/hef/markets			rigidmodels\buildings\hef_bench_03\hef_bench_03_tech.cs2.parsed	rigidmodels\buildings\hef_bench_03\hef_bench_03_tech.cs2.collision
hef_bench_04	buildings/hef/markets			rigidmodels\buildings\hef_bench_04\hef_bench_04_tech.cs2.parsed	rigidmodels\buildings\hef_bench_04\hef_bench_04_tech.cs2.collision
hef_books_01	buildings/hef/markets			rigidmodels\buildings\hef_books_01\hef_books_01_tech.cs2.parsed	rigidmodels\buildings\hef_books_01\hef_books_01_tech.cs2.collision
hef_bottle_01	buildings/hef/markets			rigidmodels\buildings\hef_bottle_01\hef_bottle_01_tech.cs2.parsed	rigidmodels\buildings\hef_bottle_01\hef_bottle_01_tech.cs2.collision
hef_bottle_02	buildings/hef/markets			rigidmodels\buildings\hef_bottle_02\hef_bottle_02_tech.cs2.parsed	rigidmodels\buildings\hef_bottle_02\hef_bottle_02_tech.cs2.collision
hef_bottle_03	buildings/hef/markets			rigidmodels\buildings\hef_bottle_03\hef_bottle_03_tech.cs2.parsed	rigidmodels\buildings\hef_bottle_03\hef_bottle_03_tech.cs2.collision
hef_bottle_04	buildings/hef/markets			rigidmodels\buildings\hef_bottle_04\hef_bottle_04_tech.cs2.parsed	rigidmodels\buildings\hef_bottle_04\hef_bottle_04_tech.cs2.collision
hef_bridge_110m_01	buildings/hef/hero			rigidmodels\buildings\hef_bridge_110m_01\hef_bridge_110m_01_tech.cs2.parsed	rigidmodels\buildings\hef_bridge_110m_01\hef_bridge_110m_01_tech.cs2.collision
hef_bridge_32m_01	buildings/hef/hero			rigidmodels\buildings\hef_bridge_32m_01\hef_bridge_32m_01_tech.cs2.parsed	rigidmodels\buildings\hef_bridge_32m_01\hef_bridge_32m_01_tech.cs2.collision
hef_cart_01	buildings/hef/markets			rigidmodels\buildings\hef_cart_01\hef_cart_01_tech.cs2.parsed	rigidmodels\buildings\hef_cart_01\hef_cart_01_tech.cs2.collision
hef_chest_01	buildings/hef/markets			rigidmodels\buildings\hef_chest_01\hef_chest_01_tech.cs2.parsed	rigidmodels\buildings\hef_chest_01\hef_chest_01_tech.cs2.collision
hef_cliffs_01	terrain_props/wh_cliffs			rigidmodels\buildings\hef_cliffs_01\hef_cliffs_01_tech.cs2.parsed	rigidmodels\buildings\hef_cliffs_01\hef_cliffs_01_tech.cs2.collision
hef_cliffs_01_pillar	terrain_props/wh_cliffs			rigidmodels\buildings\hef_cliffs_01_pillar\hef_cliffs_01_pillar_tech.cs2.parsed	rigidmodels\buildings\hef_cliffs_01_pillar\hef_cliffs_01_pillar_tech.cs2.collision
hef_cliffs_01_pillar_base	terrain_props/wh_cliffs			rigidmodels\buildings\hef_cliffs_01_pillar_base\hef_cliffs_01_pillar_base_tech.cs2.parsed	rigidmodels\buildings\hef_cliffs_01_pillar_base\hef_cliffs_01_pillar_base_tech.cs2.collision
hef_cliffs_01_slab	terrain_props/wh_cliffs			rigidmodels\buildings\hef_cliffs_01_slab\hef_cliffs_01_slab_tech.cs2.parsed	rigidmodels\buildings\hef_cliffs_01_slab\hef_cliffs_01_slab_tech.cs2.collision
hef_cliffs_02	terrain_props/wh_cliffs			rigidmodels\buildings\hef_cliffs_02\hef_cliffs_02_tech.cs2.parsed	rigidmodels\buildings\hef_cliffs_02\hef_cliffs_02_tech.cs2.collision
hef_door_01	buildings/hef/hero			rigidmodels\buildings\hef_door_01\hef_door_01_tech.cs2.parsed	rigidmodels\buildings\hef_door_01\hef_door_01_tech.cs2.collision
hef_door_02	buildings/hef/hero			rigidmodels\buildings\hef_door_02\hef_door_02_tech.cs2.parsed	rigidmodels\buildings\hef_door_02\hef_door_02_tech.cs2.collision
hef_door_03	buildings/hef/hero			rigidmodels\buildings\hef_door_03\hef_door_03_tech.cs2.parsed	rigidmodels\buildings\hef_door_03\hef_door_03_tech.cs2.collision
hef_flag_pole_01	buildings/hef/banners			rigidmodels\buildings\hef_flag_pole_01\hef_flag_pole_01_tech.cs2.parsed	rigidmodels\buildings\hef_flag_pole_01\hef_flag_pole_01_tech.cs2.collision
hef_fountain_01	buildings/hef/statues			rigidmodels\buildings\hef_fountain_01\hef_fountain_01_tech.cs2.parsed	rigidmodels\buildings\hef_fountain_01\hef_fountain_01_tech.cs2.collision
hef_hero_arch_thin_01	buildings/hef/hero			rigidmodels\buildings\hef_hero_arch_thin_01\hef_hero_arch_thin_01_tech.cs2.parsed	rigidmodels\buildings\hef_hero_arch_thin_01\hef_hero_arch_thin_01_tech.cs2.collision
hef_hero_bridge_01	buildings/hef/hero			rigidmodels\buildings\hef_hero_bridge_01\hef_hero_bridge_01_tech.cs2.parsed	rigidmodels\buildings\hef_hero_bridge_01\hef_hero_bridge_01_tech.cs2.collision
hef_hero_bridge_02	buildings/hef/hero			rigidmodels\buildings\hef_hero_bridge_02\hef_hero_bridge_02_tech.cs2.parsed	rigidmodels\buildings\hef_hero_bridge_02\hef_hero_bridge_02_tech.cs2.collision
hef_hero_bridge_02_end	buildings/hef/hero			rigidmodels\buildings\hef_hero_bridge_02_end\hef_hero_bridge_02_end_tech.cs2.parsed	rigidmodels\buildings\hef_hero_bridge_02_end\hef_hero_bridge_02_end_tech.cs2.collision
hef_hero_bridge_03	buildings/hef/hero			rigidmodels\buildings\hef_hero_bridge_03\hef_hero_bridge_03_tech.cs2.parsed	rigidmodels\buildings\hef_hero_bridge_03\hef_hero_bridge_03_tech.cs2.collision
hef_hero_dormer_01	buildings/hef/hero			rigidmodels\buildings\hef_hero_dormer_01\hef_hero_dormer_01_tech.cs2.parsed	rigidmodels\buildings\hef_hero_dormer_01\hef_hero_dormer_01_tech.cs2.collision
hef_hero_gate_capital_01	buildings/hef/hero			rigidmodels\buildings\hef_hero_gate_capital_01\hef_hero_gate_capital_01_tech.cs2.parsed	rigidmodels\buildings\hef_hero_gate_capital_01\hef_hero_gate_capital_01_tech.cs2.collision
hef_hero_obelisk_01	buildings/hef/hero			rigidmodels\buildings\hef_hero_obelisk_01\hef_hero_obelisk_01_tech.cs2.parsed	rigidmodels\buildings\hef_hero_obelisk_01\hef_hero_obelisk_01_tech.cs2.collision
hef_hero_stairs_curved_01	buildings/hef/hero			rigidmodels\buildings\hef_hero_stairs_curved_01\hef_hero_stairs_curved_01_tech.cs2.parsed	rigidmodels\buildings\hef_hero_stairs_curved_01\hef_hero_stairs_curved_01_tech.cs2.collision
hef_hero_stairs_curved_02	buildings/hef/hero			rigidmodels\buildings\hef_hero_stairs_curved_02\hef_hero_stairs_curved_02_tech.cs2.parsed	rigidmodels\buildings\hef_hero_stairs_curved_02\hef_hero_stairs_curved_02_tech.cs2.collision
hef_hero_stairs_straight_01	buildings/hef/hero			rigidmodels\buildings\hef_hero_stairs_straight_01\hef_hero_stairs_straight_01_tech.cs2.parsed	rigidmodels\buildings\hef_hero_stairs_straight_01\hef_hero_stairs_straight_01_tech.cs2.collision
hef_hero_temple_01	buildings/hef/hero			rigidmodels\buildings\hef_hero_temple_01\hef_hero_temple_01_tech.cs2.parsed	rigidmodels\buildings\hef_hero_temple_01\hef_hero_temple_01_tech.cs2.collision
hef_hero_wall_01	buildings/hef/hero			rigidmodels\buildings\hef_hero_wall_01\hef_hero_wall_01_tech.cs2.parsed	rigidmodels\buildings\hef_hero_wall_01\hef_hero_wall_01_tech.cs2.collision
hef_hero_wall_01_arch	buildings/hef/hero			rigidmodels\buildings\hef_hero_wall_01_arch\hef_hero_wall_01_arch_tech.cs2.parsed	rigidmodels\buildings\hef_hero_wall_01_arch\hef_hero_wall_01_arch_tech.cs2.collision
hef_hero_wall_01_arch_slope_01	buildings/hef/hero			rigidmodels\buildings\hef_hero_wall_01_arch_slope_01\hef_hero_wall_01_arch_slope_01_tech.cs2.parsed	rigidmodels\buildings\hef_hero_wall_01_arch_slope_01\hef_hero_wall_01_arch_slope_01_tech.cs2.collision
hef_hero_wall_01_curved	buildings/hef/hero			rigidmodels\buildings\hef_hero_wall_01_curved\hef_hero_wall_01_curved_tech.cs2.parsed	rigidmodels\buildings\hef_hero_wall_01_curved\hef_hero_wall_01_curved_tech.cs2.collision
hef_hero_wall_01_curved_destroyed	buildings/hef/hero			rigidmodels\buildings\hef_hero_wall_01_curved_destroyed\hef_hero_wall_01_curved_destroyed_tech.cs2.parsed	rigidmodels\buildings\hef_hero_wall_01_curved_destroyed\hef_hero_wall_01_curved_destroyed_tech.cs2.collision
hef_hero_wall_01_destroyed	buildings/hef/hero			rigidmodels\buildings\hef_hero_wall_01_destroyed\hef_hero_wall_01_destroyed_tech.cs2.parsed	rigidmodels\buildings\hef_hero_wall_01_destroyed\hef_hero_wall_01_destroyed_tech.cs2.collision
hef_hero_wall_01_destroyed_fragment	buildings/hef/hero			rigidmodels\buildings\hef_hero_wall_01_destroyed_fragment\hef_hero_wall_01_destroyed_fragment_tech.cs2.parsed	rigidmodels\buildings\hef_hero_wall_01_destroyed_fragment\hef_hero_wall_01_destroyed_fragment_tech.cs2.collision
hef_hero_wall_01_slope_35_down	buildings/hef/hero			rigidmodels\buildings\hef_hero_wall_01_slope_35_down\hef_hero_wall_01_slope_35_down_tech.cs2.parsed	rigidmodels\buildings\hef_hero_wall_01_slope_35_down\hef_hero_wall_01_slope_35_down_tech.cs2.collision
hef_hero_wall_01_slope_35_up	buildings/hef/hero			rigidmodels\buildings\hef_hero_wall_01_slope_35_up\hef_hero_wall_01_slope_35_up_tech.cs2.parsed	rigidmodels\buildings\hef_hero_wall_01_slope_35_up\hef_hero_wall_01_slope_35_up_tech.cs2.collision
hef_hero_wall_01_slope_down	buildings/hef/hero			rigidmodels\buildings\hef_hero_wall_01_slope_down\hef_hero_wall_01_slope_down_tech.cs2.parsed	rigidmodels\buildings\hef_hero_wall_01_slope_down\hef_hero_wall_01_slope_down_tech.cs2.collision
hef_hero_wall_01_slope_up	buildings/hef/hero			rigidmodels\buildings\hef_hero_wall_01_slope_up\hef_hero_wall_01_slope_up_tech.cs2.parsed	rigidmodels\buildings\hef_hero_wall_01_slope_up\hef_hero_wall_01_slope_up_tech.cs2.collision
hef_hero_wall_02_curved	buildings/hef/hero			rigidmodels\buildings\hef_hero_wall_02_curved\hef_hero_wall_02_curved_tech.cs2.parsed	rigidmodels\buildings\hef_hero_wall_02_curved\hef_hero_wall_02_curved_tech.cs2.collision
hef_hero_wall_decoration_01	buildings/hef/hero			rigidmodels\buildings\hef_hero_wall_decoration_01\hef_hero_wall_decoration_01_tech.cs2.parsed	rigidmodels\buildings\hef_hero_wall_decoration_01\hef_hero_wall_decoration_01_tech.cs2.collision
hef_hero_wall_support_01	buildings/hef/hero			rigidmodels\buildings\hef_hero_wall_support_01\hef_hero_wall_support_01_tech.cs2.parsed	rigidmodels\buildings\hef_hero_wall_support_01\hef_hero_wall_support_01_tech.cs2.collision
hef_hero_wall_support_02	buildings/hef/hero			rigidmodels\buildings\hef_hero_wall_support_02\hef_hero_wall_support_02_tech.cs2.parsed	rigidmodels\buildings\hef_hero_wall_support_02\hef_hero_wall_support_02_tech.cs2.collision
hef_infield_arch_01	buildings/hef/infield			rigidmodels\buildings\hef_infield_arch_01\hef_infield_arch_01_tech.cs2.parsed	rigidmodels\buildings\hef_infield_arch_01\hef_infield_arch_01_tech.cs2.collision
hef_infield_balcony_01	buildings/hef/infield			rigidmodels\buildings\hef_infield_balcony_01\hef_infield_balcony_01_tech.cs2.parsed	rigidmodels\buildings\hef_infield_balcony_01\hef_infield_balcony_01_tech.cs2.collision
hef_infield_bench_01	buildings/hef/infield			rigidmodels\buildings\hef_infield_bench_01\hef_infield_bench_01_tech.cs2.parsed	rigidmodels\buildings\hef_infield_bench_01\hef_infield_bench_01_tech.cs2.collision
hef_infield_door_01	buildings/hef/infield			rigidmodels\buildings\hef_infield_door_01\hef_infield_door_01_tech.cs2.parsed	rigidmodels\buildings\hef_infield_door_01\hef_infield_door_01_tech.cs2.collision
hef_infield_fence_01	buildings/hef/infield			rigidmodels\buildings\hef_infield_fence_01\hef_infield_fence_01_tech.cs2.parsed	rigidmodels\buildings\hef_infield_fence_01\hef_infield_fence_01_tech.cs2.collision
hef_infield_fence_01_curved	buildings/hef/infield			rigidmodels\buildings\hef_infield_fence_01_curved\hef_infield_fence_01_curved_tech.cs2.parsed	rigidmodels\buildings\hef_infield_fence_01_curved\hef_infield_fence_01_curved_tech.cs2.collision
hef_infield_fence_02_curved	buildings/hef/infield			rigidmodels\buildings\hef_infield_fence_02_curved\hef_infield_fence_02_curved_tech.cs2.parsed	rigidmodels\buildings\hef_infield_fence_02_curved\hef_infield_fence_02_curved_tech.cs2.collision
hef_infield_fence_02_end	buildings/hef/infield			rigidmodels\buildings\hef_infield_fence_02_end\hef_infield_fence_02_end_tech.cs2.parsed	rigidmodels\buildings\hef_infield_fence_02_end\hef_infield_fence_02_end_tech.cs2.collision
hef_infield_fence_02_straight	buildings/hef/infield			rigidmodels\buildings\hef_infield_fence_02_straight\hef_infield_fence_02_straight_tech.cs2.parsed	rigidmodels\buildings\hef_infield_fence_02_straight\hef_infield_fence_02_straight_tech.cs2.collision
hef_infield_fence_03	buildings/hef/infield			rigidmodels\buildings\hef_infield_fence_03\hef_infield_fence_03_tech.cs2.parsed	rigidmodels\buildings\hef_infield_fence_03\hef_infield_fence_03_tech.cs2.collision
hef_infield_fence_03_curved	buildings/hef/infield			rigidmodels\buildings\hef_infield_fence_03_curved\hef_infield_fence_03_curved_tech.cs2.parsed	rigidmodels\buildings\hef_infield_fence_03_curved\hef_infield_fence_03_curved_tech.cs2.collision
hef_infield_fire_brazier_01	buildings/hef/infield			rigidmodels\buildings\hef_infield_fire_brazier_01\hef_infield_fire_brazier_01_tech.cs2.parsed	rigidmodels\buildings\hef_infield_fire_brazier_01\hef_infield_fire_brazier_01_tech.cs2.collision
hef_infield_flowerbed_01	buildings/hef/infield			rigidmodels\buildings\hef_infield_flowerbed_01\hef_infield_flowerbed_01_tech.cs2.parsed	rigidmodels\buildings\hef_infield_flowerbed_01\hef_infield_flowerbed_01_tech.cs2.collision
hef_infield_fountain_01	buildings/hef/infield			rigidmodels\buildings\hef_infield_fountain_01\hef_infield_fountain_01_tech.cs2.parsed	rigidmodels\buildings\hef_infield_fountain_01\hef_infield_fountain_01_tech.cs2.collision
hef_infield_house_01	buildings/hef/infield			rigidmodels\buildings\hef_infield_house_01\hef_infield_house_01_tech.cs2.parsed	rigidmodels\buildings\hef_infield_house_01\hef_infield_house_01_tech.cs2.collision
hef_infield_house_02	buildings/hef/infield			rigidmodels\buildings\hef_infield_house_02\hef_infield_house_02_tech.cs2.parsed	rigidmodels\buildings\hef_infield_house_02\hef_infield_house_02_tech.cs2.collision
hef_infield_house_03	buildings/hef/infield			rigidmodels\buildings\hef_infield_house_03\hef_infield_house_03_tech.cs2.parsed	rigidmodels\buildings\hef_infield_house_03\hef_infield_house_03_tech.cs2.collision
hef_infield_house_04	buildings/hef/infield			rigidmodels\buildings\hef_infield_house_04\hef_infield_house_04_tech.cs2.parsed	rigidmodels\buildings\hef_infield_house_04\hef_infield_house_04_tech.cs2.collision
hef_infield_house_04_destroyed	buildings/hef/infield			rigidmodels\buildings\hef_infield_house_04_destroyed\hef_infield_house_04_destroyed_tech.cs2.parsed	rigidmodels\buildings\hef_infield_house_04_destroyed\hef_infield_house_04_destroyed_tech.cs2.collision
hef_infield_pavillion_01	buildings/hef/infield			rigidmodels\buildings\hef_infield_pavillion_01\hef_infield_pavillion_01_tech.cs2.parsed	rigidmodels\buildings\hef_infield_pavillion_01\hef_infield_pavillion_01_tech.cs2.collision
hef_infield_plaza_01	buildings/hef/infield			rigidmodels\buildings\hef_infield_plaza_01\hef_infield_plaza_01_tech.cs2.parsed	rigidmodels\buildings\hef_infield_plaza_01\hef_infield_plaza_01_tech.cs2.collision
hef_infield_sign_post_01	buildings/hef/infield			rigidmodels\buildings\hef_infield_sign_post_01\hef_infield_sign_post_01_tech.cs2.parsed	rigidmodels\buildings\hef_infield_sign_post_01\hef_infield_sign_post_01_tech.cs2.collision
hef_infield_street_light_01	buildings/hef/infield			rigidmodels\buildings\hef_infield_street_light_01\hef_infield_street_light_01_tech.cs2.parsed	rigidmodels\buildings\hef_infield_street_light_01\hef_infield_street_light_01_tech.cs2.collision
hef_infield_tower_01	buildings/hef/infield			rigidmodels\buildings\hef_infield_tower_01\hef_infield_tower_01_tech.cs2.parsed	rigidmodels\buildings\hef_infield_tower_01\hef_infield_tower_01_tech.cs2.collision
hef_plate_01	buildings/hef/markets			rigidmodels\buildings\hef_plate_01\hef_plate_01_tech.cs2.parsed	rigidmodels\buildings\hef_plate_01\hef_plate_01_tech.cs2.collision
hef_platform_01	buildings/hef/hero			rigidmodels\buildings\hef_platform_01\hef_platform_01_tech.cs2.parsed	rigidmodels\buildings\hef_platform_01\hef_platform_01_tech.cs2.collision
hef_platform_02_corner_01	buildings/hef/hero			rigidmodels\buildings\hef_platform_02_corner_01\hef_platform_02_corner_01_tech.cs2.parsed	rigidmodels\buildings\hef_platform_02_corner_01\hef_platform_02_corner_01_tech.cs2.collision
