effect	effect_list	scope	value
wh_main_effect_region_resource_animals_production	wh3_dlc27_hef_dragonship_extra_2c	building_to_building_own	10.0000
wh_main_effect_region_resource_gem_production	wh3_dlc27_hef_dragonship_extra_2c	building_to_building_own	15.0000
wh3_dlc27_effect_hef_dragonship_supplies_upkeep_dummy	wh3_dlc27_hef_dragonship_main_building_2	faction_to_faction_own_unseen	-5.0000
wh3_dlc27_effect_hef_dragonship_supplies_upkeep_hidden	wh3_dlc27_hef_dragonship_main_building_2	faction_to_faction_own_unseen	-5.0000
wh_main_effect_force_all_campaign_upkeep	wh3_dlc27_hef_dragonship_main_building_2	force_to_force_own_all_units_dragonship	-5.0000
wh3_dlc27_effect_hef_dragonship_supplies_upkeep_dummy	wh3_dlc27_hef_dragonship_main_building_3	faction_to_faction_own_unseen	-10.0000
wh3_dlc27_effect_hef_dragonship_supplies_upkeep_hidden	wh3_dlc27_hef_dragonship_main_building_3	faction_to_faction_own_unseen	-10.0000
wh_main_effect_force_all_campaign_upkeep	wh3_dlc27_hef_dragonship_main_building_3	force_to_force_own_all_units_dragonship	-10.0000
wh3_dlc27_effect_hef_dragonship_supplies_upkeep_dummy	wh3_dlc27_hef_dragonship_main_building_4	faction_to_faction_own_unseen	-15.0000
wh3_dlc27_effect_hef_dragonship_supplies_upkeep_hidden	wh3_dlc27_hef_dragonship_main_building_4	faction_to_faction_own_unseen	-15.0000
wh_main_effect_force_all_campaign_upkeep	wh3_dlc27_hef_dragonship_main_building_4	force_to_force_own_all_units_dragonship	-15.0000
wh3_dlc27_effect_hef_dragonship_supplies_upkeep_dummy	wh3_dlc27_hef_dragonship_main_building_5	faction_to_faction_own_unseen	-20.0000
wh3_dlc27_effect_hef_dragonship_supplies_upkeep_hidden	wh3_dlc27_hef_dragonship_main_building_5	faction_to_faction_own_unseen	-20.0000
wh_main_effect_force_all_campaign_upkeep	wh3_dlc27_hef_dragonship_main_building_5	force_to_force_own_all_units_dragonship	-20.0000
wh3_dlc27_effect_hef_dragonship_supplies_upkeep_dummy	wh3_dlc27_hef_dragonship_main_building_aislinn_2	faction_to_faction_own_unseen	-5.0000
wh3_dlc27_effect_hef_dragonship_supplies_upkeep_hidden	wh3_dlc27_hef_dragonship_main_building_aislinn_2	faction_to_faction_own_unseen	-5.0000
wh_main_effect_force_all_campaign_upkeep	wh3_dlc27_hef_dragonship_main_building_aislinn_2	force_to_force_own_all_units_dragonship	-20.0000
wh3_dlc27_effect_hef_dragonship_supplies_upkeep_dummy	wh3_dlc27_hef_dragonship_main_building_aislinn_3	faction_to_faction_own_unseen	-10.0000
wh3_dlc27_effect_hef_dragonship_supplies_upkeep_hidden	wh3_dlc27_hef_dragonship_main_building_aislinn_3	faction_to_faction_own_unseen	-10.0000
wh_main_effect_force_all_campaign_upkeep	wh3_dlc27_hef_dragonship_main_building_aislinn_3	force_to_force_own_all_units_dragonship	-35.0000
wh3_dlc27_effect_hef_dragonship_supplies_upkeep_dummy	wh3_dlc27_hef_dragonship_main_building_aislinn_4	faction_to_faction_own_unseen	-15.0000
wh3_dlc27_effect_hef_dragonship_supplies_upkeep_hidden	wh3_dlc27_hef_dragonship_main_building_aislinn_4	faction_to_faction_own_unseen	-15.0000
wh_main_effect_force_all_campaign_upkeep	wh3_dlc27_hef_dragonship_main_building_aislinn_4	force_to_force_own_all_units_dragonship	-50.0000
wh3_dlc27_effect_hef_dragonship_supplies_upkeep_dummy	wh3_dlc27_hef_dragonship_main_building_aislinn_5	faction_to_faction_own_unseen	-20.0000
wh3_dlc27_effect_hef_dragonship_supplies_upkeep_hidden	wh3_dlc27_hef_dragonship_main_building_aislinn_5	faction_to_faction_own_unseen	-20.0000
wh_main_effect_force_all_campaign_upkeep	wh3_dlc27_hef_dragonship_main_building_aislinn_5	force_to_force_own_all_units_dragonship	-70.0000
wh3_dlc27_effect_hef_dragonship_supplies_upkeep_dummy	wh3_dlc27_hef_dragonship_treasury_1	faction_to_faction_own_unseen	-10.0000
wh3_dlc27_effect_hef_dragonship_supplies_upkeep_hidden	wh3_dlc27_hef_dragonship_treasury_1	faction_to_faction_own_unseen	-10.0000
wh_main_effect_force_all_campaign_recruitment_cost	wh3_dlc27_hef_dragonship_treasury_1	force_to_force_own	-10.0000
wh_main_effect_force_all_campaign_upkeep	wh3_dlc27_hef_dragonship_treasury_1	force_to_force_own_all_units_dragonship	-10.0000
wh3_dlc27_effect_hef_dragonship_supplies_upkeep_dummy	wh3_dlc27_hef_dragonship_treasury_2	faction_to_faction_own_unseen	-20.0000
wh3_dlc27_effect_hef_dragonship_supplies_upkeep_hidden	wh3_dlc27_hef_dragonship_treasury_2	faction_to_faction_own_unseen	-20.0000
wh_main_effect_force_all_campaign_recruitment_cost	wh3_dlc27_hef_dragonship_treasury_2	force_to_force_own	-20.0000
wh_main_effect_force_all_campaign_upkeep	wh3_dlc27_hef_dragonship_treasury_2	force_to_force_own_all_units_dragonship	-20.0000
wh3_dlc27_effect_hef_dragonship_supplies_upkeep_dummy	wh3_dlc27_hef_dragonship_treasury_3a	faction_to_faction_own_unseen	-30.0000
wh3_dlc27_effect_hef_dragonship_supplies_upkeep_hidden	wh3_dlc27_hef_dragonship_treasury_3a	faction_to_faction_own_unseen	-30.0000
wh_main_effect_force_all_campaign_recruitment_cost	wh3_dlc27_hef_dragonship_treasury_3a	force_to_force_own	-30.0000
wh_main_effect_force_all_campaign_upkeep	wh3_dlc27_hef_dragonship_treasury_3a	force_to_force_own_all_units_dragonship	-30.0000
wh3_dlc27_effect_hef_dragonship_supplies_upkeep_dummy	wh3_dlc27_hef_dragonship_treasury_3b	faction_to_faction_own_unseen	-30.0000
wh3_dlc27_effect_hef_dragonship_supplies_upkeep_hidden	wh3_dlc27_hef_dragonship_treasury_3b	faction_to_faction_own_unseen	-30.0000
wh_main_effect_force_all_campaign_recruitment_cost	wh3_dlc27_hef_dragonship_treasury_3b	force_to_force_own	-20.0000
wh_main_effect_force_all_campaign_upkeep	wh3_dlc27_hef_dragonship_treasury_3b	force_to_force_own_all_units_dragonship	-20.0000
wh_main_effect_force_stat_ammunition	wh3_dlc27_hef_dragonship_treasury_3b	force_to_force_own_all_units_dragonship	30.0000
wh_main_effect_force_stat_reload_time_reduction	wh3_dlc27_hef_dragonship_treasury_3b	force_to_force_own_all_units_dragonship	20.0000
wh3_dlc27_effect_ability_enable_recipe_mark_of_vindictiveness_ascendancy_iii	wh3_dlc27_recipe_mark_of_vindictiveness_ascendancy_iii	character_to_character_own	1.0000
wh3_dlc27_effect_ability_enable_recipe_mark_of_vindictiveness_ascendancy_ii	wh3_dlc27_recipe_mark_of_vindictiveness_ascendancy_ii	character_to_character_own	1.0000
wh3_dlc27_effect_ability_enable_recipe_mark_of_vindictiveness_ascendancy	wh3_dlc27_recipe_mark_of_vindictiveness_ascendancy	character_to_character_own	1.0000
wh3_dlc27_effect_ability_enable_recipe_mark_of_vindictiveness_denial_iii	wh3_dlc27_recipe_mark_of_vindictiveness_denial_iii	character_to_character_own	1.0000
wh3_dlc27_effect_ability_enable_recipe_mark_of_vindictiveness_denial_ii	wh3_dlc27_recipe_mark_of_vindictiveness_denial_ii	character_to_character_own	1.0000
wh3_dlc27_effect_ability_enable_recipe_mark_of_vindictiveness_denial	wh3_dlc27_recipe_mark_of_vindictiveness_denial	character_to_character_own	1.0000
wh3_dlc27_effect_ability_enable_recipe_mark_of_vindictiveness_despair_iii	wh3_dlc27_recipe_mark_of_vindictiveness_despair_iii	character_to_character_own	1.0000
wh3_dlc27_effect_ability_enable_recipe_mark_of_vindictiveness_despair_ii	wh3_dlc27_recipe_mark_of_vindictiveness_despair_ii	character_to_character_own	1.0000
wh3_dlc27_effect_ability_enable_recipe_mark_of_vindictiveness_despair	wh3_dlc27_recipe_mark_of_vindictiveness_despair	character_to_character_own	1.0000
wh3_dlc27_effect_ability_enable_recipe_mark_of_vindictiveness_indolence_iii	wh3_dlc27_recipe_mark_of_vindictiveness_indolence_iii	character_to_character_own	1.0000
wh3_dlc27_effect_ability_enable_recipe_mark_of_vindictiveness_indolence_ii	wh3_dlc27_recipe_mark_of_vindictiveness_indolence_ii	character_to_character_own	1.0000
wh3_dlc27_effect_ability_enable_recipe_mark_of_vindictiveness_indolence	wh3_dlc27_recipe_mark_of_vindictiveness_indolence	character_to_character_own	1.0000
wh3_dlc27_effect_ability_enable_recipe_mark_of_vindictiveness_lash_iii	wh3_dlc27_recipe_mark_of_vindictiveness_lash_iii	character_to_character_own	1.0000
wh3_dlc27_effect_ability_enable_recipe_mark_of_vindictiveness_lash_ii	wh3_dlc27_recipe_mark_of_vindictiveness_lash_ii	character_to_character_own	1.0000
wh3_dlc27_effect_ability_enable_recipe_mark_of_vindictiveness_lash	wh3_dlc27_recipe_mark_of_vindictiveness_lash	character_to_character_own	1.0000
wh3_dlc27_effect_ability_enable_recipe_mark_of_vindictiveness_pain_iii	wh3_dlc27_recipe_mark_of_vindictiveness_pain_iii	character_to_character_own	1.0000
wh3_dlc27_effect_ability_enable_recipe_mark_of_vindictiveness_pain_ii	wh3_dlc27_recipe_mark_of_vindictiveness_pain_ii	character_to_character_own	1.0000
wh3_dlc27_effect_ability_enable_recipe_mark_of_vindictiveness_pain	wh3_dlc27_recipe_mark_of_vindictiveness_pain	character_to_character_own	1.0000
wh3_main_effect_force_stat_melee_defence_mult	wh3_dlc27_sla_dechala_corrupt_units	character_to_character_own_banner_unseen	-20.0000
wh_main_effect_character_stat_missile_damage	wh3_dlc27_sla_dechala_corrupt_units	character_to_character_own_banner_unseen	-25.0000
wh_main_effect_character_stat_speed	wh3_dlc27_sla_dechala_corrupt_units	character_to_character_own_banner_unseen	-25.0000
wh_main_effect_character_stat_weapon_strength	wh3_dlc27_sla_dechala_corrupt_units	character_to_character_own_banner_unseen	-25.0000
wh_main_effect_force_stat_leadership_pct	wh3_dlc27_sla_dechala_corrupt_units	character_to_character_own_banner_unseen	-33.0000
wh_main_effect_force_stat_melee_attack_pct	wh3_dlc27_sla_dechala_corrupt_units	character_to_character_own_banner_unseen	-20.0000
wh3_dlc27_effect_economy_gdp_trollkin	wh3_dlc27_throgg_monster_den_1	building_to_building_own	75.0000
wh3_dlc27_effect_nor_spoils_resource	wh3_dlc27_throgg_monster_den_1	building_to_faction_own	15.0000
wh3_dlc27_pooled_resource_nor_trollkin_buildings_used	wh3_dlc27_throgg_monster_den_1	province_to_province_own_unseen	-5.0000
wh_main_effect_region_resource_animals_production	wh3_dlc27_throgg_monster_den_1	building_to_building_own	15.0000
wh3_dlc27_effect_economy_gdp_trollkin	wh3_dlc27_throgg_monster_den_2	building_to_building_own	150.0000
wh3_dlc27_effect_nor_spoils_resource	wh3_dlc27_throgg_monster_den_2	building_to_faction_own	30.0000
wh3_dlc27_pooled_resource_nor_trollkin_buildings_used	wh3_dlc27_throgg_monster_den_2	province_to_province_own_unseen	-10.0000
wh_main_effect_region_resource_animals_production	wh3_dlc27_throgg_monster_den_2	building_to_building_own	30.0000
wh3_dlc29_effect_attribute_enable_stalk_tmb_archer_horse_chariot	wh3_dlc29_black_pyramid_archers_1	faction_to_force_own	1.0000
wh3_dlc29_effect_gravecall_unlock_horse_chariot_archer	wh3_dlc29_black_pyramid_archers_1	faction_to_force_own_unseen	1.0000
wh3_dlc29_effect_force_stat_speed_nag_archer_horsemen_chariots	wh3_dlc29_black_pyramid_archers_2	faction_to_force_own	10.0000
wh3_dlc29_effect_force_stat_vigour_nag_archer_horsemen_chariots	wh3_dlc29_black_pyramid_archers_2	faction_to_force_own	-20.0000
wh3_dlc29_effect_flaming_attacks_nag_archers	wh3_dlc29_black_pyramid_archers_3	faction_to_force_own	1.0000
wh3_dlc29_effect_force_stat_missile_strength_tmb_archers	wh3_dlc29_black_pyramid_archers_3	faction_to_force_own	5.0000
wh3_dlc29_effect_force_stat_reload_time_reduction_tmb_archers	wh3_dlc29_black_pyramid_archers_4	faction_to_force_own	15.0000
wh3_dlc29_effect_force_recruit_cost_nag_archer_tmb_bow	wh3_dlc29_black_pyramid_archers_5	faction_to_force_own	-15.0000
wh3_dlc29_effect_force_upkeep_nag_archer_tmb_bow	wh3_dlc29_black_pyramid_archers_5	faction_to_force_own	-5.0000
wh3_dlc29_effect_force_stat_magic_attacks_nag_archers	wh3_dlc29_black_pyramid_archers_6	faction_to_force_own	1.0000
wh3_dlc29_effect_force_stat_range_nag_archers	wh3_dlc29_black_pyramid_archers_6	faction_to_force_own	10.0000
wh3_dlc29_effect_force_stat_mass_nag_ushabti_bow	wh3_dlc29_black_pyramid_archers_7	faction_to_force_own	15.0000
wh3_dlc29_effect_force_stat_morale_nag_ushabti_bow	wh3_dlc29_black_pyramid_archers_7	faction_to_force_own	5.0000
wh3_dlc29_effect_enable_poison_nag_archers	wh3_dlc29_black_pyramid_archers_8	faction_to_force_own	1.0000
wh3_dlc29_effect_force_stat_ammo_tmb_archers	wh3_dlc29_black_pyramid_archers_8	faction_to_force_own	20.0000
wh3_dlc29_effect_ability_range_befalling_curse	wh3_dlc29_black_pyramid_arkhan_1	faction_to_character_arkhan	500.0000
wh3_dlc29_effect_ability_range_the_curse	wh3_dlc29_black_pyramid_arkhan_1	faction_to_character_arkhan	500.0000
wh3_dlc29_effect_ability_recharge_liber_mortis	wh3_dlc29_black_pyramid_arkhan_2	faction_to_character_arkhan	-20.0000
wh3_dlc29_effect_ability_uses_liber_mortis	wh3_dlc29_black_pyramid_arkhan_2	faction_to_character_arkhan	2.0000
wh3_dlc29_effect_enable_arkhan_transported_army_dummy	wh3_dlc29_black_pyramid_arkhan_3	faction_to_character_arkhan	1.0000
wh3_dlc29_effect_ritual_cost_ritual_of_undeath	wh3_dlc29_black_pyramid_arkhan_3	faction_to_faction_own_unseen	10.0000
wh3_dlc29_effect_force_stat_missile_resistance_carrion_fellbats	wh3_dlc29_black_pyramid_beasts_1	faction_to_force_own	10.0000
wh3_dlc29_effect_gravecall_unlock_carrion_fellbats	wh3_dlc29_black_pyramid_beasts_1	faction_to_force_own_unseen	1.0000
wh3_dlc29_effect_recruitment_cost_reduction_nag_bats_carrion	wh3_dlc29_black_pyramid_beasts_2	faction_to_force_own	-40.0000
wh3_dlc29_effect_upkeep_cost_reduction_carrion_bats	wh3_dlc29_black_pyramid_beasts_2	faction_to_force_own	-25.0000
wh3_dlc29_effect_attribute_enable_stalk_carrions_bats	wh3_dlc29_black_pyramid_beasts_3	faction_to_force_own	1.0000
wh3_dlc29_effect_force_stat_speed_bonus_carrion_fellbats	wh3_dlc29_black_pyramid_beasts_3	faction_to_force_own	15.0000
wh3_dlc29_effect_force_stat_charge_bonus_wolves_spirit_host	wh3_dlc29_black_pyramid_beasts_4	faction_to_force_own	5.0000
wh3_dlc29_effect_gravecall_unlock_dire_wolves_spirit_host	wh3_dlc29_black_pyramid_beasts_4	faction_to_force_own_unseen	1.0000
wh3_dlc29_effect_force_stat_leadership_wolves_spirit_host	wh3_dlc29_black_pyramid_beasts_5	faction_to_force_own	5.0000
wh3_dlc29_effect_recruitment_rank_mod_wolves_spirit_host	wh3_dlc29_black_pyramid_beasts_5	faction_to_force_own	1.0000
wh3_dlc29_effect_ability_enable_frenzy_wolves_spirit_host	wh3_dlc29_black_pyramid_beasts_6	faction_to_force_own	5.0000
wh2_dlc09_effect_force_stat_ap_damage_carrion_wolves_fellbats	wh3_dlc29_black_pyramid_beasts_7	faction_to_force_own	3.0000
wh3_dlc29_effect_contact_phase_poison_direwolves_bats_carrion	wh3_dlc29_black_pyramid_beasts_7	faction_to_force_own	1.0000
wh3_dlc29_effect_ability_enable_books_of_nagash_death_2	wh3_dlc29_black_pyramid_books_lore_of_death_1	faction_to_faction_own_unseen	-1.0000
wh3_dlc29_effect_ability_enable_books_of_nagash_death_2_dummy	wh3_dlc29_black_pyramid_books_lore_of_death_1	faction_to_force_own	0.0000
wh3_dlc29_effect_ability_uses_nag_death_passive_doom_and_darkness	wh3_dlc29_black_pyramid_books_lore_of_death_2	faction_to_faction_leader_alt_nagash	1.0000
wh3_dlc29_effect_ability_uses_nag_death_passive_spirit_leech	wh3_dlc29_black_pyramid_books_lore_of_death_2	faction_to_faction_leader_alt_nagash	2.0000
wh3_main_effect_spell_mastery	wh3_dlc29_black_pyramid_books_lore_of_death_3	faction_to_faction_leader_alt_nagash	20.0000
wh3_dlc29_effect_ability_enable_books_of_nagash_death_3	wh3_dlc29_black_pyramid_books_lore_of_death_4	faction_to_faction_own_unseen	-1.0000
wh3_dlc29_effect_ability_enable_books_of_nagash_death_3_dummy	wh3_dlc29_black_pyramid_books_lore_of_death_4	faction_to_force_own	0.0000
wh3_dlc29_effect_ability_enable_books_of_nagash_light_2	wh3_dlc29_black_pyramid_books_lore_of_light_1	faction_to_faction_own_unseen	-1.0000
wh3_dlc29_effect_ability_enable_books_of_nagash_light_2_dummy	wh3_dlc29_black_pyramid_books_lore_of_light_1	faction_to_force_own	0.0000
wh3_dlc29_effect_ability_uses_nag_light_passive_light_of_battle	wh3_dlc29_black_pyramid_books_lore_of_light_2	faction_to_faction_leader_alt_nagash	2.0000
wh3_dlc29_effect_ability_uses_nag_light_passive_shems_burning_gaze	wh3_dlc29_black_pyramid_books_lore_of_light_2	faction_to_faction_leader_alt_nagash	1.0000
wh3_main_effect_spell_mastery	wh3_dlc29_black_pyramid_books_lore_of_light_3	faction_to_faction_leader_alt_nagash	20.0000
wh3_dlc29_effect_ability_enable_books_of_nagash_light_3	wh3_dlc29_black_pyramid_books_lore_of_light_4	faction_to_faction_own_unseen	-1.0000
wh3_dlc29_effect_ability_enable_books_of_nagash_light_3_dummy	wh3_dlc29_black_pyramid_books_lore_of_light_4	faction_to_force_own	0.0000
wh3_dlc29_effect_ability_enable_books_of_nagash_nehekhara_2	wh3_dlc29_black_pyramid_books_lore_of_nehekhara_1	faction_to_faction_own_unseen	-1.0000
wh3_dlc29_effect_ability_enable_books_of_nagash_nehekhara_2_dummy	wh3_dlc29_black_pyramid_books_lore_of_nehekhara_1	faction_to_force_own	0.0000
wh3_dlc29_effect_ability_uses_nag_nehekhara_passive_protection	wh3_dlc29_black_pyramid_books_lore_of_nehekhara_2	faction_to_faction_leader_alt_nagash	2.0000
wh3_dlc29_effect_ability_uses_nag_nehekhara_passive_vengeance	wh3_dlc29_black_pyramid_books_lore_of_nehekhara_2	faction_to_faction_leader_alt_nagash	1.0000
wh3_main_effect_spell_mastery	wh3_dlc29_black_pyramid_books_lore_of_nehekhara_3	faction_to_faction_leader_alt_nagash	20.0000
wh3_dlc29_effect_ability_enable_books_of_nagash_nehekhara_3	wh3_dlc29_black_pyramid_books_lore_of_nehekhara_4	faction_to_faction_own_unseen	-1.0000
wh3_dlc29_effect_ability_enable_books_of_nagash_nehekhara_3_dummy	wh3_dlc29_black_pyramid_books_lore_of_nehekhara_4	faction_to_force_own	0.0000
wh3_dlc29_effect_ability_enable_books_of_nagash_vampire_3	wh3_dlc29_black_pyramid_books_lore_of_vampires_1	faction_to_faction_own_unseen	-1.0000
wh3_dlc29_effect_ability_enable_books_of_nagash_vampire_3_dummy	wh3_dlc29_black_pyramid_books_lore_of_vampires_1	faction_to_force_own	0.0000
wh3_dlc29_effect_ability_uses_nag_vampire_passive_curse_of_years	wh3_dlc29_black_pyramid_books_lore_of_vampires_2	faction_to_faction_leader_alt_nagash	2.0000
wh3_dlc29_effect_ability_uses_nag_vampire_passive_gaze_of_nagash	wh3_dlc29_black_pyramid_books_lore_of_vampires_2	faction_to_faction_leader_alt_nagash	1.0000
wh3_main_effect_spell_mastery	wh3_dlc29_black_pyramid_books_lore_of_vampires_3	faction_to_faction_leader_alt_nagash	20.0000
wh3_dlc29_effect_ability_enable_books_of_nagash_vampire_2	wh3_dlc29_black_pyramid_books_lore_of_vampires_4	faction_to_faction_own_unseen	-1.0000
wh3_dlc29_effect_ability_enable_books_of_nagash_vampire_2_dummy	wh3_dlc29_black_pyramid_books_lore_of_vampires_4	faction_to_force_own	0.0000
wh3_dlc29_effect_force_recruitment_cost_tmb_chariots	wh3_dlc29_black_pyramid_chariots_1	faction_to_force_own	-15.0000
wh3_dlc29_effect_gravecall_unlock_wh2_dlc09_tmb_veh_skeleton_chariots_all_dummy	wh3_dlc29_black_pyramid_chariots_1	faction_to_force_own_unseen	1.0000
wh3_dlc29_effect_force_stat_charge_bonus_add_skeleton_chariots	wh3_dlc29_black_pyramid_chariots_2	faction_to_force_own	10.0000
wh3_dlc29_effect_force_stat_speed_tmb_chariots	wh3_dlc29_black_pyramid_chariots_2	faction_to_force_own	15.0000
wh3_dlc29_effect_force_stat_missile_damage_tmb_chariots	wh3_dlc29_black_pyramid_chariots_3	faction_to_force_own	10.0000
wh3_dlc29_effect_force_stat_weapon_strength_tmb_chariots	wh3_dlc29_black_pyramid_chariots_3	faction_to_force_own	15.0000
wh3_dlc29_effect_force_stat_armour_nag_chariots	wh3_dlc29_black_pyramid_chariots_4	faction_to_force_own	20.0000
wh3_dlc29_effect_force_stat_unit_mass_nag_chariots	wh3_dlc29_black_pyramid_chariots_4	faction_to_force_own	25.0000
wh3_dlc29_effect_attribute_enable_glorious_charge_chariot_and_mount_units_rank7	wh3_dlc29_black_pyramid_chariots_5	faction_to_force_own	1.0000
wh3_dlc29_effect_force_start_leadership_hierotitan_warsphinx_necrosphinx	wh3_dlc29_black_pyramid_construct_monsters_1	faction_to_force_own	10.0000
wh3_dlc29_effect_gravecall_unlock_wh2_dlc09_tmb_mon_heirotitan_warsphinx_necrosphinx	wh3_dlc29_black_pyramid_construct_monsters_1	faction_to_force_own_unseen	1.0000
wh3_dlc29_effect_recruitment_cost_construct_monsters	wh3_dlc29_black_pyramid_construct_monsters_2	faction_to_force_own	-15.0000
wh3_dlc29_effect_upkeep_construct_monsters	wh3_dlc29_black_pyramid_construct_monsters_2	faction_to_force_own	-10.0000
wh3_dlc29_effect_force_stat_armour_construct_monsters	wh3_dlc29_black_pyramid_construct_monsters_3	faction_to_force_own	20.0000
wh3_dlc29_effect_force_stat_physical_resistance_nag_construct_monsters	wh3_dlc29_black_pyramid_construct_monsters_3	faction_to_force_own	10.0000
wh3_dlc29_effect_contact_phase_dazed_nag_construct_monsters	wh3_dlc29_black_pyramid_construct_monsters_4	faction_to_force_own	1.0000
wh3_dlc29_effect_force_stat_weapon_strength_nag_construct_monsters	wh3_dlc29_black_pyramid_construct_monsters_4	faction_to_force_own	10.0000
wh3_dlc29_effect_force_campaign_replenishment_rate_construct_monsters	wh3_dlc29_black_pyramid_construct_monsters_5	faction_to_force_own	10.0000
wh3_dlc29_effect_post_battle_unit_saving_chance_hp_construct_monsters	wh3_dlc29_black_pyramid_construct_monsters_5	faction_to_force_own	5.0000
wh3_dlc29_effect_ability_uses_shems_burning_gaze_hierotitan	wh3_dlc29_black_pyramid_construct_monsters_6	faction_to_force_own	1.0000
wh3_dlc29_effect_ability_uses_spirit_leech_hierotitan	wh3_dlc29_black_pyramid_construct_monsters_6	faction_to_force_own	1.0000
wh3_main_effect_ability_cooldown_bound_hierotitan	wh3_dlc29_black_pyramid_construct_monsters_6	faction_to_force_own	-20.0000
wh3_dlc29_effect_ability_enable_regeneration_construct_monsters_rank7	wh3_dlc29_black_pyramid_construct_monsters_7	faction_to_force_own	1.0000
wh3_dlc29_effect_ability_cooldown_gaze_of_dust_khemric_titan	wh3_dlc29_black_pyramid_construct_monsters_8	faction_to_force_own	-20.0000
wh3_dlc29_effect_ability_uses_gaze_of_dust_khemric_titan	wh3_dlc29_black_pyramid_construct_monsters_8	faction_to_force_own	2.0000
wh3_dlc29_effect_ability_uses_flesh_eating_scarabs_khemric_titan	wh3_dlc29_black_pyramid_construct_monsters_9	faction_to_force_own	2.0000
wh3_dlc29_effect_gravecall_unlock_wh3_dlc29_tmb_mon_khemric_titan	wh3_dlc29_black_pyramid_construct_monsters_9	faction_to_force_own_unseen	1.0000
wh3_dlc29_effect_force_recruitment_rank_nag_tomb_scorpion	wh3_dlc29_black_pyramid_construct_monstrous_1	faction_to_force_own	2.0000
wh3_dlc29_effect_gravecall_unlock_wh2_dlc09_tmb_mon_tomb_scorpion_0	wh3_dlc29_black_pyramid_construct_monstrous_1	faction_to_force_own_unseen	1.0000
wh3_dlc29_effect_force_stat_armour_nag_constructs	wh3_dlc29_black_pyramid_construct_monstrous_2	faction_to_force_own	15.0000
wh3_dlc29_effect_force_stat_missile_resistance_nag_constructs	wh3_dlc29_black_pyramid_construct_monstrous_2	faction_to_force_own	10.0000
wh3_dlc29_effect_force_stat_melee_attack_nag_constructs	wh3_dlc29_black_pyramid_construct_monstrous_3	faction_to_force_own	5.0000
wh3_dlc29_effect_force_stat_weapon_strength_nag_constructs	wh3_dlc29_black_pyramid_construct_monstrous_3	faction_to_force_own	10.0000
wh3_dlc29_effect_force_stat_enable_contact_imune_nag_scorpions	wh3_dlc29_black_pyramid_construct_monstrous_4	faction_to_force_own	1.0000
wh3_dlc29_effect_force_stat_enable_improved_poison_scorpions	wh3_dlc29_black_pyramid_construct_monstrous_4	faction_to_force_own	1.0000
wh3_dlc29_effect_ability_enable_perfect_vigour_nag_constructs_ushabti_stalkers_rank7	wh3_dlc29_black_pyramid_construct_monstrous_5	faction_to_force_own	1.0000
wh3_dlc29_effect_dead_rise_again_chance_nag_constructs	wh3_dlc29_black_pyramid_construct_monstrous_6	faction_to_force_own	10.0000
wh3_dlc29_effect_force_stat_bonus_vs_large_nag_sepulchral_stalker	wh3_dlc29_black_pyramid_construct_monstrous_7	faction_to_force_own	5.0000
wh3_dlc29_effect_gravecall_unlock_wh2_dlc09_tmb_mon_sepulchral_stalkers_0	wh3_dlc29_black_pyramid_construct_monstrous_7	faction_to_force_own_unseen	1.0000
wh3_dlc29_effect_upkeep_cost_nag_constructs	wh3_dlc29_black_pyramid_construct_monstrous_8	faction_to_force_own	-15.0000
wh3_dlc29_effect_force_stat_bonus_vs_infantry_nag_ushabti	wh3_dlc29_black_pyramid_construct_monstrous_9	faction_to_force_own	5.0000
wh3_dlc29_effect_gravecall_unlock_wh2_dlc09_tmb_mon_ushabti_all_dummy	wh3_dlc29_black_pyramid_construct_monstrous_9	faction_to_force_own_unseen	1.0000
wh2_main_effect_force_all_campaign_sacking_income	wh3_dlc29_black_pyramid_cst_II_1	faction_to_character_own_factionwide_armytext	20.0000
wh3_dlc29_effect_recruitment_cost_reduction_vampire_coast	wh3_dlc29_black_pyramid_cst_II_2	faction_to_force_own	-10.0000
wh3_dlc29_nag_cst_recruitment_points	wh3_dlc29_black_pyramid_cst_II_2	faction_to_province_own	1.0000
wh3_dlc29_effect_gravecall_recruitment_cost_cst	wh3_dlc29_black_pyramid_cst_II_3	faction_to_force_own	-10.0000
wh3_dlc29_effect_gravecall_recruitment_rank_mod	wh3_dlc29_black_pyramid_cst_II_3	faction_to_force_own	1.0000
wh3_dlc29_effect_nag_ryze_the_grave_call_necrofex_colossus	wh3_dlc29_black_pyramid_cst_II_4	faction_to_force_own_cst_unseen	1.0000
wh3_dlc29_effect_army_ability_enable_norse_roar	wh3_dlc29_black_pyramid_cst_II_5	faction_to_force_own_cst_unseen	1.0000
wh3_dlc29_effect_settlement_walls_damage_when_sieged_scripted_cst	wh3_dlc29_black_pyramid_cst_II_5	faction_to_character_own_cst_unseen	1.0000
wh3_dlc29_nag_cst_recruitment_points	wh3_dlc29_black_pyramid_cst_I_1	faction_to_province_own	1.0000
wh_main_effect_character_mod_ancillary_steal	wh3_dlc29_black_pyramid_cst_I_2	faction_to_character_own	15.0000
wh_main_effect_economy_trade_tariff_mod	wh3_dlc29_black_pyramid_cst_I_2	faction_to_faction_own_unseen	20.0000
wh3_dlc29_effect_nag_recruit_rank_cst_heroes_lords	wh3_dlc29_black_pyramid_cst_I_3	faction_to_province_own	4.0000
