agent	faction	subtype	mod_disabled
runesmith	wh2_main_skv_clan_moulder_separatists	wh2_dlc16_skv_packmaster	false
wizard	wh2_main_skv_clan_moulder_separatists	wh2_dlc14_skv_eshin_sorcerer	false
champion	wh2_main_skv_clan_moulder	wh2_dlc16_skv_chieftain	false
champion	wh2_main_skv_clan_moulder	wh2_dlc16_skv_ghoritch	false
colonel	wh2_main_skv_clan_moulder	wh2_main_skv_warlord	false
engineer	wh2_main_skv_clan_moulder	wh2_main_skv_warlock_engineer	false
engineer	wh2_main_skv_clan_moulder	wh2_main_skv_warlock_engineer_ritual	false
general	wh2_main_skv_clan_moulder	wh2_dlc12_skv_warlock_master	false
general	wh2_main_skv_clan_moulder	wh2_dlc14_skv_master_assassin	false
general	wh2_main_skv_clan_moulder	wh2_dlc16_skv_throt_the_unclean	false
general	wh2_main_skv_clan_moulder	wh2_main_skv_grey_seer_plague	false
general	wh2_main_skv_clan_moulder	wh2_main_skv_grey_seer_ruin	false
general	wh2_main_skv_clan_moulder	wh2_main_skv_warlord	false
minister	wh2_main_skv_clan_moulder	wh2_main_skv_warlord	false
runesmith	wh2_main_skv_clan_moulder	wh2_dlc16_skv_packmaster	false
spy	wh2_main_skv_clan_moulder	wh2_main_skv_assassin	false
wizard	wh2_main_skv_clan_moulder	wh2_dlc14_skv_eshin_sorcerer	false
wizard	wh2_main_skv_clan_moulder	wh2_main_skv_plague_priest	false
wizard	wh2_main_skv_clan_moulder	wh2_main_skv_plague_priest_ritual	false
champion	wh2_main_skv_clan_pestilens_separatists	wh2_dlc16_skv_chieftain	false
colonel	wh2_main_skv_clan_pestilens_separatists	wh2_main_skv_warlord	false
engineer	wh2_main_skv_clan_pestilens_separatists	wh2_main_skv_warlock_engineer	false
engineer	wh2_main_skv_clan_pestilens_separatists	wh2_main_skv_warlock_engineer_ritual	false
general	wh2_main_skv_clan_pestilens_separatists	wh2_dlc12_skv_warlock_master	false
general	wh2_main_skv_clan_pestilens_separatists	wh2_dlc14_skv_master_assassin	false
general	wh2_main_skv_clan_pestilens_separatists	wh2_main_skv_grey_seer_plague	false
general	wh2_main_skv_clan_pestilens_separatists	wh2_main_skv_grey_seer_ruin	false
general	wh2_main_skv_clan_pestilens_separatists	wh2_main_skv_lord_skrolk	false
general	wh2_main_skv_clan_pestilens_separatists	wh2_main_skv_warlord	false
minister	wh2_main_skv_clan_pestilens_separatists	wh2_main_skv_warlord	false
runesmith	wh2_main_skv_clan_pestilens_separatists	wh2_dlc16_skv_packmaster	false
spy	wh2_main_skv_clan_pestilens_separatists	wh2_main_skv_assassin	false
wizard	wh2_main_skv_clan_pestilens_separatists	wh2_dlc14_skv_eshin_sorcerer	false
wizard	wh2_main_skv_clan_pestilens_separatists	wh2_main_skv_plague_priest	false
wizard	wh2_main_skv_clan_pestilens_separatists	wh2_main_skv_plague_priest_ritual	false
champion	wh2_main_skv_clan_pestilens	wh2_dlc16_skv_chieftain	false
champion	wh2_main_skv_clan_pestilens	wh2_dlc16_skv_ghoritch	false
colonel	wh2_main_skv_clan_pestilens	wh2_main_skv_warlord	false
engineer	wh2_main_skv_clan_pestilens	wh2_main_skv_warlock_engineer	false
engineer	wh2_main_skv_clan_pestilens	wh2_main_skv_warlock_engineer_ritual	false
general	wh2_main_skv_clan_pestilens	wh2_dlc12_skv_warlock_master	false
general	wh2_main_skv_clan_pestilens	wh2_dlc14_skv_master_assassin	false
general	wh2_main_skv_clan_pestilens	wh2_main_skv_grey_seer_plague	false
general	wh2_main_skv_clan_pestilens	wh2_main_skv_grey_seer_ruin	false
general	wh2_main_skv_clan_pestilens	wh2_main_skv_lord_skrolk	false
general	wh2_main_skv_clan_pestilens	wh2_main_skv_warlord	false
minister	wh2_main_skv_clan_pestilens	wh2_main_skv_warlord	false
runesmith	wh2_main_skv_clan_pestilens	wh2_dlc16_skv_packmaster	false
spy	wh2_main_skv_clan_pestilens	wh2_main_skv_assassin	false
wizard	wh2_main_skv_clan_pestilens	wh2_dlc14_skv_eshin_sorcerer	false
wizard	wh2_main_skv_clan_pestilens	wh2_main_skv_plague_priest	false
wizard	wh2_main_skv_clan_pestilens	wh2_main_skv_plague_priest_ritual	false
champion	wh2_main_skv_clan_septik	wh2_dlc16_skv_chieftain	false
colonel	wh2_main_skv_clan_septik	wh2_main_skv_warlord	false
engineer	wh2_main_skv_clan_septik	wh2_main_skv_warlock_engineer	false
engineer	wh2_main_skv_clan_septik	wh2_main_skv_warlock_engineer_ritual	false
general	wh2_main_skv_clan_septik	wh2_dlc12_skv_warlock_master	false
general	wh2_main_skv_clan_septik	wh2_dlc14_skv_master_assassin	false
general	wh2_main_skv_clan_septik	wh2_main_skv_grey_seer_plague	false
general	wh2_main_skv_clan_septik	wh2_main_skv_grey_seer_ruin	false
general	wh2_main_skv_clan_septik	wh2_main_skv_warlord	false
minister	wh2_main_skv_clan_septik	wh2_main_skv_warlord	false
runesmith	wh2_main_skv_clan_septik	wh2_dlc16_skv_packmaster	false
spy	wh2_main_skv_clan_septik	wh2_main_skv_assassin	false
wizard	wh2_main_skv_clan_septik	wh2_dlc14_skv_eshin_sorcerer	false
wizard	wh2_main_skv_clan_septik	wh2_main_skv_plague_priest	false
wizard	wh2_main_skv_clan_septik	wh2_main_skv_plague_priest_ritual	false
champion	wh2_main_skv_clan_skryre_separatists	wh2_dlc16_skv_chieftain	false
colonel	wh2_main_skv_clan_skryre_separatists	wh2_main_skv_warlord	false
engineer	wh2_main_skv_clan_skryre_separatists	wh2_main_skv_warlock_engineer	false
engineer	wh2_main_skv_clan_skryre_separatists	wh2_main_skv_warlock_engineer_ritual	false
general	wh2_main_skv_clan_skryre_separatists	wh2_dlc09_skv_tretch_craventail	false
general	wh2_main_skv_clan_skryre_separatists	wh2_dlc12_skv_warlock_master	false
general	wh2_main_skv_clan_skryre_separatists	wh2_dlc14_skv_master_assassin	false
general	wh2_main_skv_clan_skryre_separatists	wh2_main_skv_grey_seer_plague	false
general	wh2_main_skv_clan_skryre_separatists	wh2_main_skv_grey_seer_ruin	false
general	wh2_main_skv_clan_skryre_separatists	wh2_main_skv_queek_headtaker	false
general	wh2_main_skv_clan_skryre_separatists	wh2_main_skv_warlord	false
minister	wh2_main_skv_clan_skryre_separatists	wh2_main_skv_warlord	false
runesmith	wh2_main_skv_clan_skryre_separatists	wh2_dlc16_skv_packmaster	false
spy	wh2_main_skv_clan_skryre_separatists	wh2_main_skv_assassin	false
wizard	wh2_main_skv_clan_skryre_separatists	wh2_dlc14_skv_eshin_sorcerer	false
wizard	wh2_main_skv_clan_skryre_separatists	wh2_main_skv_plague_priest	false
wizard	wh2_main_skv_clan_skryre_separatists	wh2_main_skv_plague_priest_ritual	false
champion	wh2_main_skv_clan_skryre	wh2_dlc16_skv_chieftain	false
colonel	wh2_main_skv_clan_skryre	wh2_main_skv_warlord	false
engineer	wh2_main_skv_clan_skryre	wh2_main_skv_warlock_engineer	false
engineer	wh2_main_skv_clan_skryre	wh2_main_skv_warlock_engineer_ritual	false
general	wh2_main_skv_clan_skryre	wh2_dlc12_skv_ikit_claw	false
general	wh2_main_skv_clan_skryre	wh2_dlc12_skv_warlock_master	false
general	wh2_main_skv_clan_skryre	wh2_dlc14_skv_master_assassin	false
general	wh2_main_skv_clan_skryre	wh2_main_skv_grey_seer_plague	false
general	wh2_main_skv_clan_skryre	wh2_main_skv_grey_seer_ruin	false
general	wh2_main_skv_clan_skryre	wh2_main_skv_warlord	false
minister	wh2_main_skv_clan_skryre	wh2_main_skv_warlord	false
runesmith	wh2_main_skv_clan_skryre	wh2_dlc16_skv_packmaster	false
spy	wh2_main_skv_clan_skryre	wh2_main_skv_assassin	false
wizard	wh2_main_skv_clan_skryre	wh2_dlc14_skv_eshin_sorcerer	false
wizard	wh2_main_skv_clan_skryre	wh2_main_skv_plague_priest	false
wizard	wh2_main_skv_clan_skryre	wh2_main_skv_plague_priest_ritual	false
champion	wh2_main_skv_clan_spittel	wh2_dlc16_skv_chieftain	false
colonel	wh2_main_skv_clan_spittel	wh2_main_skv_warlord	false
engineer	wh2_main_skv_clan_spittel	wh2_main_skv_warlock_engineer	false
engineer	wh2_main_skv_clan_spittel	wh2_main_skv_warlock_engineer_ritual	false
general	wh2_main_skv_clan_spittel	wh2_dlc12_skv_warlock_master	false
general	wh2_main_skv_clan_spittel	wh2_dlc14_skv_master_assassin	false
general	wh2_main_skv_clan_spittel	wh2_main_skv_grey_seer_plague	false
general	wh2_main_skv_clan_spittel	wh2_main_skv_grey_seer_ruin	false
general	wh2_main_skv_clan_spittel	wh2_main_skv_warlord	false
minister	wh2_main_skv_clan_spittel	wh2_main_skv_warlord	false
runesmith	wh2_main_skv_clan_spittel	wh2_dlc16_skv_packmaster	false
spy	wh2_main_skv_clan_spittel	wh2_main_skv_assassin	false
wizard	wh2_main_skv_clan_spittel	wh2_dlc14_skv_eshin_sorcerer	false
wizard	wh2_main_skv_clan_spittel	wh2_main_skv_plague_priest	false
wizard	wh2_main_skv_clan_spittel	wh2_main_skv_plague_priest_ritual	false
champion	wh2_main_skv_grey_seer_clan	wh2_dlc16_skv_chieftain	false
colonel	wh2_main_skv_grey_seer_clan	wh2_main_skv_warlord	false
engineer	wh2_main_skv_grey_seer_clan	wh2_main_skv_warlock_engineer	false
engineer	wh2_main_skv_grey_seer_clan	wh2_main_skv_warlock_engineer_ritual	false
general	wh2_main_skv_grey_seer_clan	wh2_dlc09_skv_tretch_craventail	false
general	wh2_main_skv_grey_seer_clan	wh2_dlc12_skv_warlock_master	false
general	wh2_main_skv_grey_seer_clan	wh2_dlc14_skv_master_assassin	false
general	wh2_main_skv_grey_seer_clan	wh2_main_skv_grey_seer_plague	false
general	wh2_main_skv_grey_seer_clan	wh2_main_skv_grey_seer_ruin	false
general	wh2_main_skv_grey_seer_clan	wh2_main_skv_lord_skrolk	false
general	wh2_main_skv_grey_seer_clan	wh2_main_skv_queek_headtaker	false
general	wh2_main_skv_grey_seer_clan	wh2_main_skv_warlord	false
minister	wh2_main_skv_grey_seer_clan	wh2_main_skv_warlord	false
runesmith	wh2_main_skv_grey_seer_clan	wh2_dlc16_skv_packmaster	false
spy	wh2_main_skv_grey_seer_clan	wh2_main_skv_assassin	false
wizard	wh2_main_skv_grey_seer_clan	wh2_dlc14_skv_eshin_sorcerer	false
wizard	wh2_main_skv_grey_seer_clan	wh2_main_skv_plague_priest	false
wizard	wh2_main_skv_grey_seer_clan	wh2_main_skv_plague_priest_ritual	false
champion	wh2_main_skv_skaven_qb1	wh2_dlc16_skv_chieftain	false
colonel	wh2_main_skv_skaven_qb1	wh2_main_skv_warlord	false
engineer	wh2_main_skv_skaven_qb1	wh2_main_skv_warlock_engineer	false
engineer	wh2_main_skv_skaven_qb1	wh2_main_skv_warlock_engineer_ritual	false
general	wh2_main_skv_skaven_qb1	wh2_dlc09_skv_tretch_craventail	false
general	wh2_main_skv_skaven_qb1	wh2_dlc12_skv_warlock_master	false
general	wh2_main_skv_skaven_qb1	wh2_dlc14_skv_master_assassin	false
general	wh2_main_skv_skaven_qb1	wh2_dlc16_skv_ghoritch_boss	false
general	wh2_main_skv_skaven_qb1	wh2_main_skv_grey_seer_plague	false
general	wh2_main_skv_skaven_qb1	wh2_main_skv_grey_seer_ruin	false
general	wh2_main_skv_skaven_qb1	wh2_main_skv_lord_skrolk	false
general	wh2_main_skv_skaven_qb1	wh2_main_skv_queek_headtaker	false
general	wh2_main_skv_skaven_qb1	wh2_main_skv_warlord	false
minister	wh2_main_skv_skaven_qb1	wh2_main_skv_warlord	false
runesmith	wh2_main_skv_skaven_qb1	wh2_dlc16_skv_packmaster	false
spy	wh2_main_skv_skaven_qb1	wh2_main_skv_assassin	false
wizard	wh2_main_skv_skaven_qb1	wh2_dlc14_skv_eshin_sorcerer	false
wizard	wh2_main_skv_skaven_qb1	wh2_main_skv_plague_priest	false
wizard	wh2_main_skv_skaven_qb1	wh2_main_skv_plague_priest_ritual	false
champion	wh2_main_skv_skaven_qb2	wh2_dlc16_skv_chieftain	false
colonel	wh2_main_skv_skaven_qb2	wh2_main_skv_warlord	false
engineer	wh2_main_skv_skaven_qb2	wh2_main_skv_warlock_engineer	false
engineer	wh2_main_skv_skaven_qb2	wh2_main_skv_warlock_engineer_ritual	false
general	wh2_main_skv_skaven_qb2	wh2_dlc09_skv_tretch_craventail	false
general	wh2_main_skv_skaven_qb2	wh2_dlc12_skv_warlock_master	false
general	wh2_main_skv_skaven_qb2	wh2_dlc14_skv_master_assassin	false
general	wh2_main_skv_skaven_qb2	wh2_main_skv_grey_seer_plague	false
general	wh2_main_skv_skaven_qb2	wh2_main_skv_grey_seer_ruin	false
general	wh2_main_skv_skaven_qb2	wh2_main_skv_lord_skrolk	false
general	wh2_main_skv_skaven_qb2	wh2_main_skv_queek_headtaker	false
general	wh2_main_skv_skaven_qb2	wh2_main_skv_warlord	false
minister	wh2_main_skv_skaven_qb2	wh2_main_skv_warlord	false
runesmith	wh2_main_skv_skaven_qb2	wh2_dlc16_skv_packmaster	false
spy	wh2_main_skv_skaven_qb2	wh2_main_skv_assassin	false
wizard	wh2_main_skv_skaven_qb2	wh2_dlc14_skv_eshin_sorcerer	false
wizard	wh2_main_skv_skaven_qb2	wh2_main_skv_plague_priest	false
wizard	wh2_main_skv_skaven_qb2	wh2_main_skv_plague_priest_ritual	false
champion	wh2_main_skv_skaven_qb3	wh2_dlc16_skv_chieftain	false
colonel	wh2_main_skv_skaven_qb3	wh2_main_skv_warlord	false
engineer	wh2_main_skv_skaven_qb3	wh2_main_skv_warlock_engineer	false
engineer	wh2_main_skv_skaven_qb3	wh2_main_skv_warlock_engineer_ritual	false
general	wh2_main_skv_skaven_qb3	wh2_dlc09_skv_tretch_craventail	false
general	wh2_main_skv_skaven_qb3	wh2_dlc12_skv_warlock_master	false
general	wh2_main_skv_skaven_qb3	wh2_dlc14_skv_master_assassin	false
general	wh2_main_skv_skaven_qb3	wh2_main_skv_grey_seer_plague	false
general	wh2_main_skv_skaven_qb3	wh2_main_skv_grey_seer_ruin	false
general	wh2_main_skv_skaven_qb3	wh2_main_skv_lord_skrolk	false
general	wh2_main_skv_skaven_qb3	wh2_main_skv_queek_headtaker	false
general	wh2_main_skv_skaven_qb3	wh2_main_skv_warlord	false
minister	wh2_main_skv_skaven_qb3	wh2_main_skv_warlord	false
runesmith	wh2_main_skv_skaven_qb3	wh2_dlc16_skv_packmaster	false
spy	wh2_main_skv_skaven_qb3	wh2_main_skv_assassin	false
wizard	wh2_main_skv_skaven_qb3	wh2_dlc14_skv_eshin_sorcerer	false
wizard	wh2_main_skv_skaven_qb3	wh2_main_skv_plague_priest	false
wizard	wh2_main_skv_skaven_qb3	wh2_main_skv_plague_priest_ritual	false
champion	wh2_main_skv_skaven_qb4	wh2_dlc16_skv_chieftain	false
colonel	wh2_main_skv_skaven_qb4	wh2_main_skv_warlord	false
engineer	wh2_main_skv_skaven_qb4	wh2_main_skv_warlock_engineer	false
engineer	wh2_main_skv_skaven_qb4	wh2_main_skv_warlock_engineer_ritual	false
general	wh2_main_skv_skaven_qb4	wh2_dlc09_skv_tretch_craventail	false
general	wh2_main_skv_skaven_qb4	wh2_dlc12_skv_warlock_master	false
general	wh2_main_skv_skaven_qb4	wh2_dlc14_skv_master_assassin	false
general	wh2_main_skv_skaven_qb4	wh2_main_skv_grey_seer_plague	false
general	wh2_main_skv_skaven_qb4	wh2_main_skv_grey_seer_ruin	false
general	wh2_main_skv_skaven_qb4	wh2_main_skv_lord_skrolk	false
general	wh2_main_skv_skaven_qb4	wh2_main_skv_queek_headtaker	false
general	wh2_main_skv_skaven_qb4	wh2_main_skv_warlord	false
minister	wh2_main_skv_skaven_qb4	wh2_main_skv_warlord	false
runesmith	wh2_main_skv_skaven_qb4	wh2_dlc16_skv_packmaster	false
spy	wh2_main_skv_skaven_qb4	wh2_main_skv_assassin	false
wizard	wh2_main_skv_skaven_qb4	wh2_dlc14_skv_eshin_sorcerer	false
wizard	wh2_main_skv_skaven_qb4	wh2_main_skv_plague_priest	false
wizard	wh2_main_skv_skaven_qb4	wh2_main_skv_plague_priest_ritual	false
champion	wh2_main_skv_skaven_rebels	wh2_dlc16_skv_chieftain	false
colonel	wh2_main_skv_skaven_rebels	wh2_main_skv_warlord	false
engineer	wh2_main_skv_skaven_rebels	wh2_main_skv_warlock_engineer	false
engineer	wh2_main_skv_skaven_rebels	wh2_main_skv_warlock_engineer_ritual	false
general	wh2_main_skv_skaven_rebels	wh2_dlc12_skv_warlock_master	false
general	wh2_main_skv_skaven_rebels	wh2_dlc14_skv_master_assassin	false
general	wh2_main_skv_skaven_rebels	wh2_main_skv_grey_seer_plague	false
general	wh2_main_skv_skaven_rebels	wh2_main_skv_grey_seer_ruin	false
general	wh2_main_skv_skaven_rebels	wh2_main_skv_warlord	false
minister	wh2_main_skv_skaven_rebels	wh2_main_skv_warlord	false
runesmith	wh2_main_skv_skaven_rebels	wh2_dlc16_skv_packmaster	false
spy	wh2_main_skv_skaven_rebels	wh2_main_skv_assassin	false
wizard	wh2_main_skv_skaven_rebels	wh2_dlc14_skv_eshin_sorcerer	false
wizard	wh2_main_skv_skaven_rebels	wh2_main_skv_plague_priest	false
wizard	wh2_main_skv_skaven_rebels	wh2_main_skv_plague_priest_ritual	false
champion	wh2_main_skv_skaven	wh2_dlc16_skv_chieftain	false
colonel	wh2_main_skv_skaven	wh2_main_skv_warlord	false
engineer	wh2_main_skv_skaven	wh2_main_skv_warlock_engineer	false
engineer	wh2_main_skv_skaven	wh2_main_skv_warlock_engineer_ritual	false
general	wh2_main_skv_skaven	wh2_dlc09_skv_tretch_craventail	false
general	wh2_main_skv_skaven	wh2_dlc12_skv_warlock_master	false
general	wh2_main_skv_skaven	wh2_dlc14_skv_master_assassin	false
general	wh2_main_skv_skaven	wh2_main_skv_grey_seer_plague	false
general	wh2_main_skv_skaven	wh2_main_skv_grey_seer_ruin	false
general	wh2_main_skv_skaven	wh2_main_skv_lord_skrolk	false
general	wh2_main_skv_skaven	wh2_main_skv_queek_headtaker	false
general	wh2_main_skv_skaven	wh2_main_skv_warlord	false
minister	wh2_main_skv_skaven	wh2_main_skv_warlord	false
runesmith	wh2_main_skv_skaven	wh2_dlc16_skv_packmaster	false
spy	wh2_main_skv_skaven	wh2_main_skv_assassin	false
wizard	wh2_main_skv_skaven	wh2_dlc14_skv_eshin_sorcerer	false
wizard	wh2_main_skv_skaven	wh2_main_skv_plague_priest	false
wizard	wh2_main_skv_skaven	wh2_main_skv_plague_priest_ritual	false
champion	wh2_main_skv_unknown_clan_def	wh2_dlc16_skv_chieftain	false
colonel	wh2_main_skv_unknown_clan_def	wh2_main_skv_warlord	false
engineer	wh2_main_skv_unknown_clan_def	wh2_main_skv_warlock_engineer	false
engineer	wh2_main_skv_unknown_clan_def	wh2_main_skv_warlock_engineer_ritual	false
general	wh2_main_skv_unknown_clan_def	wh2_main_skv_grey_seer_plague	false
general	wh2_main_skv_unknown_clan_def	wh2_main_skv_grey_seer_ruin	false
general	wh2_main_skv_unknown_clan_def	wh2_main_skv_warlord	false
minister	wh2_main_skv_unknown_clan_def	wh2_main_skv_warlord	false
runesmith	wh2_main_skv_unknown_clan_def	wh2_dlc16_skv_packmaster	false
spy	wh2_main_skv_unknown_clan_def	wh2_main_skv_assassin	false
wizard	wh2_main_skv_unknown_clan_def	wh2_dlc14_skv_eshin_sorcerer	false
wizard	wh2_main_skv_unknown_clan_def	wh2_main_skv_plague_priest	false
wizard	wh2_main_skv_unknown_clan_def	wh2_main_skv_plague_priest_ritual	false
champion	wh2_main_skv_unknown_clan_hef	wh2_dlc16_skv_chieftain	false
colonel	wh2_main_skv_unknown_clan_hef	wh2_main_skv_warlord	false
engineer	wh2_main_skv_unknown_clan_hef	wh2_main_skv_warlock_engineer	false
engineer	wh2_main_skv_unknown_clan_hef	wh2_main_skv_warlock_engineer_ritual	false
general	wh2_main_skv_unknown_clan_hef	wh2_main_skv_grey_seer_plague	false
general	wh2_main_skv_unknown_clan_hef	wh2_main_skv_grey_seer_ruin	false
general	wh2_main_skv_unknown_clan_hef	wh2_main_skv_warlord	false
minister	wh2_main_skv_unknown_clan_hef	wh2_main_skv_warlord	false
runesmith	wh2_main_skv_unknown_clan_hef	wh2_dlc16_skv_packmaster	false
spy	wh2_main_skv_unknown_clan_hef	wh2_main_skv_assassin	false
wizard	wh2_main_skv_unknown_clan_hef	wh2_dlc14_skv_eshin_sorcerer	false
wizard	wh2_main_skv_unknown_clan_hef	wh2_main_skv_plague_priest	false
wizard	wh2_main_skv_unknown_clan_hef	wh2_main_skv_plague_priest_ritual	false
champion	wh2_main_skv_unknown_clan_lzd	wh2_dlc16_skv_chieftain	false
colonel	wh2_main_skv_unknown_clan_lzd	wh2_main_skv_warlord	false
engineer	wh2_main_skv_unknown_clan_lzd	wh2_main_skv_warlock_engineer	false
engineer	wh2_main_skv_unknown_clan_lzd	wh2_main_skv_warlock_engineer_ritual	false
general	wh2_main_skv_unknown_clan_lzd	wh2_main_skv_grey_seer_plague	false
general	wh2_main_skv_unknown_clan_lzd	wh2_main_skv_grey_seer_ruin	false
general	wh2_main_skv_unknown_clan_lzd	wh2_main_skv_warlord	false
minister	wh2_main_skv_unknown_clan_lzd	wh2_main_skv_warlord	false
runesmith	wh2_main_skv_unknown_clan_lzd	wh2_dlc16_skv_packmaster	false
spy	wh2_main_skv_unknown_clan_lzd	wh2_main_skv_assassin	false
wizard	wh2_main_skv_unknown_clan_lzd	wh2_dlc14_skv_eshin_sorcerer	false
wizard	wh2_main_skv_unknown_clan_lzd	wh2_main_skv_plague_priest	false
wizard	wh2_main_skv_unknown_clan_lzd	wh2_main_skv_plague_priest_ritual	false
champion	wh2_main_skv_unknown_clan_skv	wh2_dlc16_skv_chieftain	false
colonel	wh2_main_skv_unknown_clan_skv	wh2_main_skv_warlord	false
engineer	wh2_main_skv_unknown_clan_skv	wh2_main_skv_warlock_engineer	false
engineer	wh2_main_skv_unknown_clan_skv	wh2_main_skv_warlock_engineer_ritual	false
general	wh2_main_skv_unknown_clan_skv	wh2_main_skv_grey_seer_plague	false
general	wh2_main_skv_unknown_clan_skv	wh2_main_skv_grey_seer_ruin	false
general	wh2_main_skv_unknown_clan_skv	wh2_main_skv_warlord	false
minister	wh2_main_skv_unknown_clan_skv	wh2_main_skv_warlord	false
runesmith	wh2_main_skv_unknown_clan_skv	wh2_dlc16_skv_packmaster	false
spy	wh2_main_skv_unknown_clan_skv	wh2_main_skv_assassin	false
wizard	wh2_main_skv_unknown_clan_skv	wh2_dlc14_skv_eshin_sorcerer	false
wizard	wh2_main_skv_unknown_clan_skv	wh2_main_skv_plague_priest	false
wizard	wh2_main_skv_unknown_clan_skv	wh2_main_skv_plague_priest_ritual	false
champion	wh2_main_vmp_necrarch_brotherhood	wh2_dlc17_vmp_kevon_lloydstein	false
champion	wh2_main_vmp_necrarch_brotherhood	wh_main_vmp_wight_king	false
colonel	wh2_main_vmp_necrarch_brotherhood	wh2_dlc11_vmp_bloodline_blood_dragon	false
colonel	wh2_main_vmp_necrarch_brotherhood	wh2_dlc11_vmp_bloodline_lahmian	false
colonel	wh2_main_vmp_necrarch_brotherhood	wh2_dlc11_vmp_bloodline_necrarch	false
colonel	wh2_main_vmp_necrarch_brotherhood	wh2_dlc11_vmp_bloodline_strigoi	false
colonel	wh2_main_vmp_necrarch_brotherhood	wh2_dlc11_vmp_bloodline_von_carstein	false
colonel	wh2_main_vmp_necrarch_brotherhood	wh_main_vmp_lord	false
dignitary	wh2_main_vmp_necrarch_brotherhood	wh_dlc05_vmp_vampire_shadow	false
dignitary	wh2_main_vmp_necrarch_brotherhood	wh_main_vmp_vampire_death	false
general	wh2_main_vmp_necrarch_brotherhood	wh2_dlc11_vmp_bloodline_blood_dragon	false
general	wh2_main_vmp_necrarch_brotherhood	wh2_dlc11_vmp_bloodline_lahmian	false
general	wh2_main_vmp_necrarch_brotherhood	wh2_dlc11_vmp_bloodline_necrarch	false
general	wh2_main_vmp_necrarch_brotherhood	wh2_dlc11_vmp_bloodline_strigoi	false
general	wh2_main_vmp_necrarch_brotherhood	wh2_dlc11_vmp_bloodline_von_carstein	false
general	wh2_main_vmp_necrarch_brotherhood	wh_dlc04_vmp_strigoi_ghoul_king	false
general	wh2_main_vmp_necrarch_brotherhood	wh_main_vmp_lord	false
general	wh2_main_vmp_necrarch_brotherhood	wh_main_vmp_master_necromancer	false
minister	wh2_main_vmp_necrarch_brotherhood	wh_main_vmp_lord	false
spy	wh2_main_vmp_necrarch_brotherhood	wh_main_vmp_banshee	false
wizard	wh2_main_vmp_necrarch_brotherhood	wh_main_vmp_necromancer	false
champion	wh2_main_vmp_strygos_empire	wh2_dlc17_vmp_kevon_lloydstein	false
champion	wh2_main_vmp_strygos_empire	wh_main_vmp_wight_king	false
colonel	wh2_main_vmp_strygos_empire	wh2_dlc11_vmp_bloodline_blood_dragon	false
colonel	wh2_main_vmp_strygos_empire	wh2_dlc11_vmp_bloodline_lahmian	false
colonel	wh2_main_vmp_strygos_empire	wh2_dlc11_vmp_bloodline_necrarch	false
colonel	wh2_main_vmp_strygos_empire	wh2_dlc11_vmp_bloodline_strigoi	false
colonel	wh2_main_vmp_strygos_empire	wh2_dlc11_vmp_bloodline_von_carstein	false
colonel	wh2_main_vmp_strygos_empire	wh_main_vmp_lord	false
dignitary	wh2_main_vmp_strygos_empire	wh_dlc05_vmp_vampire_shadow	false
dignitary	wh2_main_vmp_strygos_empire	wh_main_vmp_vampire_death	false
general	wh2_main_vmp_strygos_empire	wh2_dlc11_vmp_bloodline_blood_dragon	false
general	wh2_main_vmp_strygos_empire	wh2_dlc11_vmp_bloodline_lahmian	false
general	wh2_main_vmp_strygos_empire	wh2_dlc11_vmp_bloodline_necrarch	false
general	wh2_main_vmp_strygos_empire	wh2_dlc11_vmp_bloodline_strigoi	false
general	wh2_main_vmp_strygos_empire	wh2_dlc11_vmp_bloodline_von_carstein	false
general	wh2_main_vmp_strygos_empire	wh_dlc04_vmp_strigoi_ghoul_king	false
general	wh2_main_vmp_strygos_empire	wh_main_vmp_lord	false
general	wh2_main_vmp_strygos_empire	wh_main_vmp_master_necromancer	false
minister	wh2_main_vmp_strygos_empire	wh_main_vmp_lord	false
spy	wh2_main_vmp_strygos_empire	wh_main_vmp_banshee	false
wizard	wh2_main_vmp_strygos_empire	wh_main_vmp_necromancer	false
champion	wh2_main_vmp_the_silver_host	wh2_dlc17_vmp_kevon_lloydstein	false
champion	wh2_main_vmp_the_silver_host	wh_main_vmp_wight_king	false
colonel	wh2_main_vmp_the_silver_host	wh2_dlc11_vmp_bloodline_blood_dragon	false
colonel	wh2_main_vmp_the_silver_host	wh2_dlc11_vmp_bloodline_lahmian	false
colonel	wh2_main_vmp_the_silver_host	wh2_dlc11_vmp_bloodline_necrarch	false
colonel	wh2_main_vmp_the_silver_host	wh2_dlc11_vmp_bloodline_strigoi	false
colonel	wh2_main_vmp_the_silver_host	wh2_dlc11_vmp_bloodline_von_carstein	false
colonel	wh2_main_vmp_the_silver_host	wh_main_vmp_lord	false
dignitary	wh2_main_vmp_the_silver_host	wh_dlc05_vmp_vampire_shadow	false
dignitary	wh2_main_vmp_the_silver_host	wh_main_vmp_vampire_death	false
general	wh2_main_vmp_the_silver_host	wh2_dlc11_vmp_bloodline_blood_dragon	false
general	wh2_main_vmp_the_silver_host	wh2_dlc11_vmp_bloodline_lahmian	false
general	wh2_main_vmp_the_silver_host	wh2_dlc11_vmp_bloodline_necrarch	false
general	wh2_main_vmp_the_silver_host	wh2_dlc11_vmp_bloodline_strigoi	false
general	wh2_main_vmp_the_silver_host	wh2_dlc11_vmp_bloodline_von_carstein	false
