key	accuracy	armour	campaign_action_points	category	charge_bonus	class	historical_description_text	man_animation	man_entity	melee_attack	melee_defence	morale	bonus_hit_points	mount	num_mounts	primary_melee_weapon	primary_missile_weapon	rank_depth	shield	short_description_text	spacing	training_level	articulated_record	engine	is_male	visibility_spotting_range_min	visibility_spotting_range_max	attribute_group	spot_dist_tree	spot_dist_scrub	reload	selection_vo	selected_vo_secondary	selected_vo_tertiary	hiding_scalar	ground_stat_effect_group	secondary_ammo	primary_ammo	damage_mod_flame	damage_mod_magic	num_engines	damage_mod_physical	damage_mod_missile	damage_mod_all	ai_usage_group	can_skirmish	can_brace	mounted_draughts	sync_locomotion	capture_tier	key_building_capture_tier	score_capture_tier	harmony_amplification_type	first_person	ar_unit_category	healing_power	spell_mastery	infinite_secondary_ammo	default_guard_mode
wh3_dlc27_nor_cha_shaman_sorcerer_metal_2_summoned	10	wh2_main_heavy_metal_90	2100	war_machine	52	com	wh_dlc08_unit_long_text_nor_shaman_sorcerer	hu1_empire_staff_and_sword	wh2_dlc16_infantry_standard_large_hero_blood_dismembers_low_kb_resist	30	24	60	4108	wh_main_chs_mnt_norscan_warhorse_chariots	2	wh_main_chs_chariot_caster_hero		1	none	wh_dlc08_unit_short_text_nor_shaman_sorcerer	wh_main_chariot	trained	wh_main_chs_chariot_horse	wh_main_chs_chariot_large_draught	true	40.0000	1500.0000	wh_dlc08_nor_cha_shaman_sorcerer_metal_2	60	80	0	vo_sel_default	vo_sel_generic	vo_sel_generic_short	1.0000	large	0	0	0	0	1	0	15	0	mage_highvalue	false	false	false	false	cant_capture	cant_capture	cant_capture			skirmish	1.0000	1.0000	false	false
wh3_dlc27_nor_inf_chaos_marauders_great_weapons_ror	10	wh2_main_body_15	2100	inf_melee	22	inf_mel	wh3_dlc20_unit_long_text_chs_marauders_all_und	hu1c_chaos_2handed_axe	wh_main_chs_infantry_fast_blood_dismembers	38	32	70	77		0	wh3_dlc27_nor_inf_chaos_marauders_great_weapons_ror		6	none	wh3_dlc27_unit_short_text_nor_inf_chaos_marauders_great_weapons_ror	wh_main_infantry_large	trained			true	40.0000	1500.0000	wh3_dlc27_nor_inf_chaos_marauders_great_weapons_ror	60	80	0	vo_sel_nor_worshippers_of_the_crow_ror	vo_sel_melee	vo_sel_culture	1.0000	small	0	0	0	0	0	0	0	0	melee	false	true	false	false	medium	medium	domination_infantry			melee	1.0000	1.0000	false	false
wh3_dlc27_nor_inf_marauder_bearmen	10	wh2_main_body_45	2100	inf_melee	18	inf_mel	wh3_dlc27_unit_long_text_nor_inf_marauder_bearmen	hu1c_chaos_axe_and_shield	wh3_dlc27_nor_inf_marauder_bearmen	32	35	65	108		0	wh3_dlc27_chs_axe_marauder_bearmen		6	wh_missile_block_35_wood	wh3_dlc27_unit_short_text_nor_inf_marauder_bearmen	wh_main_infantry_chaos_warriors	trained			true	40.0000	1500.0000	wh3_dlc27_nor_inf_marauder_bearmen	60	80	0	vo_sel_nor_bearmen	vo_sel_melee	vo_sel_culture	1.0000	small	0	0	0	0	0	0	0	0	melee	false	true	false	false	medium	medium	domination_infantry			melee	1.0000	1.0000	false	false
wh3_dlc27_nor_inf_marauder_bearmen_greatweapons	10	wh2_main_body_45	2100	inf_melee	24	inf_mel	wh3_dlc27_unit_long_text_nor_inf_marauder_bearmen	hu1c_chaos_2handed_axe	wh3_dlc27_nor_inf_marauder_bearmen	32	29	65	108		0	wh3_dlc27_chs_axe_great_marauder_bearmen		6	none	wh3_dlc27_unit_short_text_nor_inf_marauder_bearmen_greatweapons	wh_main_infantry_large	trained			true	40.0000	1500.0000	wh3_dlc27_nor_inf_marauder_bearmen_greatweapons	60	80	0	vo_sel_nor_bearmen	vo_sel_melee	vo_sel_culture	1.0000	small	0	0	0	0	0	0	0	0	melee	false	true	false	false	medium	medium	domination_infantry			melee	1.0000	1.0000	false	false
wh3_dlc27_nor_mon_chimera	0	wh2_main_body_80	2100	inf_melee	45	inf_mel	wh3_dlc27_unit_long_text_nor_mon_chimera	bc3b_dlc27_chimera	wh3_dlc27_nor_mon_chimera	52	38	70	6382		0	wh3_dlc27_nor_chimera		1	none	wh3_dlc27_unit_short_text_nor_mon_chimera	wh_main_monster	trained			true	40.0000	1500.0000	wh3_dlc27_nor_mon_chimera	60	80	0	vo_sel_default	vo_sel_culture	vo_sel_culture	1.0000	large_bst	0	0	0	0	0	0	15	0	flying_melee_flanker_shock	false	false	false	false	cant_capture	cant_capture	cant_capture			melee	1.0000	1.0000	false	false
wh3_dlc27_nor_mon_chimera_boss	0	wh2_main_body_80	2100	inf_melee	45	inf_mel	wh3_dlc27_unit_long_text_nor_mon_chimera	bc3b_dlc27_chimera	wh3_dlc27_nor_mon_chimera_boss	70	53	100	9252		0	wh3_dlc27_nor_chimera		1	none	wh3_dlc27_unit_short_text_nor_mon_chimera	wh_main_monster	trained			true	40.0000	1500.0000	wh3_dlc27_nor_mon_chimera_boss	60	80	0	vo_sel_default	vo_sel_culture	vo_sel_culture	1.0000	large_bst	0	0	0	0	0	0	15	0	flying_melee_flanker_shock	false	false	false	false	cant_capture	cant_capture	cant_capture			melee	1.0000	1.0000	false	false
wh3_dlc27_nor_mon_chimera_ror	0	wh2_main_body_80	2100	inf_melee	45	inf_mel	wh3_dlc27_unit_long_text_nor_mon_chimera	bc3b_dlc27_chimera	wh3_dlc27_nor_mon_chimera	64	48	80	6382		0	wh3_dlc27_nor_chimera		1	none	wh3_dlc27_unit_short_text_nor_mon_chimera_ror	wh_main_monster	trained			true	40.0000	1500.0000	wh3_dlc27_nor_mon_chimera	60	80	0	vo_sel_default	vo_sel_culture	vo_sel_culture	1.0000	large_bst	0	0	0	0	0	0	15	0	flying_melee_flanker_shock	false	false	false	false	cant_capture	cant_capture	cant_capture			melee	1.0000	1.0000	false	false
wh3_dlc27_nor_mon_cursd_ettin	10	wh2_main_leather_35	2100	inf_melee	45	inf_mel	wh3_dlc27_unit_long_text_nor_mon_cursd_ettin	gi3_dlc27_cursd_ettin	wh3_dlc27_nor_mon_cursd_ettin	65	40	100	14312		0	wh3_dlc27_nor_mon_cursd_ettin_fist		1	none	wh3_dlc27_unit_short_text_nor_mon_cursd_ettin	wh_main_monster	trained			true	40.0000	1500.0000	wh3_dlc27_nor_mon_cursd_ettin	60	80	0	vo_sel_default	vo_sel_melee	vo_sel_culture	1.0000	large	0	0	0	25	0	0	15	0	melee_gatecrusher	false	false	false	false	medium	medium	domination_monsters			melee	1.0000	1.0000	false	false
wh3_dlc27_nor_mon_cursd_ettin_runecaller	10	wh2_main_leather_35	2100	inf_melee	35	inf_mel	wh3_dlc27_unit_long_text_nor_mon_cursd_ettin	gi3_dlc27_cursd_ettin	wh3_dlc27_nor_mon_runecaller	60	35	100	11812		0	wh3_dlc27_nor_mon_cursd_ettin_fist_runecaller		1	none	wh3_dlc27_unit_short_text_nor_mon_cursd_ettin_runecaller	wh_main_monster	trained			true	40.0000	1500.0000	wh3_dlc27_nor_mon_cursd_ettin	60	80	0	vo_sel_nor_cursd_ettin_runecaller	vo_sel_default	vo_sel_culture	1.0000	large	0	0	0	25	0	0	15	0	melee_mage_gatecrusher	false	false	false	false	medium	medium	domination_monsters			melee	1.0000	1.0000	false	false
wh3_dlc27_nor_mon_dread_maw	10	wh2_main_leather_80	2100	inf_melee	0	inf_mel	wh3_dlc27_unit_long_text_nor_mon_dread_maw	sn4_dlc27_dread_maw	wh3_dlc27_nor_mon_dread_maw	65	33	70	9632		0	wh3_dlc27_nor_mon_dread_maw	wh3_dlc27_nor_mon_dread_maw_spit	1	none	wh3_dlc27_unit_short_text_nor_mon_dread_maw	wh3_dlc27_dread_maw	trained			true	40.0000	1500.0000	wh3_dlc27_nor_mon_dread_maw	60	80	0	vo_sel_default	vo_sel_melee	vo_sel_culture	1.0000		0	25	0	0	0	0	25	0	hybrid_melee_direct_no_skirmish	false	false	false	false	cant_capture	cant_capture	cant_capture			artillery	1.0000	1.0000	false	false
wh3_dlc27_nor_mon_dread_maw_underground	10	wh2_main_leather_80	2100	inf_melee	0	inf_mel	wh3_dlc27_unit_long_text_nor_mon_dread_maw	sn4_dlc27_dread_maw_underground	wh3_dlc27_nor_mon_dread_maw_underground	65	33	70	9632		0	wh3_dlc27_nor_mon_dread_maw	wh3_dlc27_nor_mon_dread_maw_spit	1	none	wh3_dlc27_unit_short_text_nor_mon_dread_maw	wh3_dlc27_dread_maw	trained			true	40.0000	1500.0000	wh3_dlc27_nor_mon_dread_maw_underground	60	80	0	vo_sel_default	vo_sel_melee	vo_sel_culture	1.0000		0	25	0	0	0	0	25	0	hybrid_melee_direct_no_skirmish	false	false	false	false	cant_capture	cant_capture	cant_capture			artillery	1.0000	1.0000	false	false
wh3_dlc27_nur_mon_toad_dragon_boss	10	wh2_main_body_60	2100	inf_melee	42	inf_mel	wh3_dlc25_unit_long_text_nur_mon_toad_dragon	dr05_dlc25_toad_dragon	wh3_dlc27_nur_mon_toad_dragon_boss	64	47	100	14860		0	wh3_dlc25_nur_mon_toad_dragon		1	none	wh3_dlc25_unit_short_text_nur_mon_toad_dragon	wh_colossal_unit	trained			true	40.0000	1500.0000	wh3_dlc27_nur_mon_toad_dragon_boss	60	80	0	vo_sel_default	vo_sel_culture	vo_sel_culture	1.0000	large	0	0	0	0	0	0	25	0	melee_gatecrusher_highvalue	false	false	false	false	medium	medium	domination_monsters			melee	1.0000	1.0000	false	false
wh3_dlc27_ogr_mon_thundertusk_boss	10	wh2_main_body_100	2100	war_beast	50	inf_mel	wh3_dlc26_unit_long_text_ogr_mon_thundertusk	hu13_wh3_hq3b_stonehorn_sword_and_crossbow	wh3_dlc27_ogr_monster_thundertusk_boss	56	40	100	14860	wh3_dlc27_ogr_mon_thundertusk_boss	1	wh3_dlc26_ogr_thundertusk	wh3_dlc26_thundertusk_ice_shard	1	none	wh3_dlc26_unit_short_text_ogr_mon_thundertusk	wh_main_monster	trained			true	40.0000	1500.0000	wh3_dlc26_ogr_mon_thundertusk	60	80	30	vo_sel_default	vo_sel_generic	vo_sel_culture	1.0000	large	22	35	0	0	0	0	25	0	melee_gatecrusher_shock	false	false	false	false	medium	medium	domination_monsters			artillery	1.0000	1.0000	false	false
wh3_dlc27_sla_cav_pleasureseekers	10	wh2_main_body_30	2100	war_beast	60	cav_shk	wh3_dlc27_unit_long_text_sla_cav_pleasureseekers	hu16_dlc27_pleasureseeker_sn1b_daemonic_steed_sword_arm_and_shield	wh3_dlc27_pleasureseeker_rider	46	51	70	212	wh3_dlc27_sla_mnt_daemonic_steed	32	wh3_dlc27_sla_pleasureseekers		2	wh_missile_block_20_metal	wh3_dlc27_unit_short_text_sla_cav_pleasureseekers	wh2_main_cavalry_cold_ones	trained			true	40.0000	1500.0000	wh3_dlc27_sla_cav_pleasureseekers	60	80	0	vo_sel_default	vo_sel_cavalry	vo_sel_culture	1.0000	large	0	0	0	0	0	20	0	0	melee_flanker_shock	false	false	false	false	low	low	domination_cav			melee	1.0000	1.0000	false	false
wh3_dlc27_sla_cha_alluress_shadow_daemonic_steed	10	wh2_main_body_15	2100	war_beast	65	com	wh3_main_unit_long_text_sla_cha_alluress_1	hu16_dlc27_alluress_sn1b_daemonic_steed	wh3_main_sla_cha_alluress_rider_blood_dismembers	55	50	65	4624	wh3_dlc27_sla_mnt_daemonic_steed_hero	1	wh3_dlc27_sla_cha_alluress_daemonic_steed_claw		1	none	wh3_main_unit_short_text_sla_cha_alluress_1	wh_main_cavalry_chaotic	trained			true	40.0000	1500.0000	wh3_dlc27_sla_cha_alluress_shadow_daemonic_steed	60	80	0	vo_sel_default	vo_sel_cavalry	vo_sel_culture	1.0000	large	0	0	0	0	0	20	0	0	melee_flanker_shock_highvalue	false	false	false	false	high	high	domination_characters			skirmish	1.0000	1.0000	false	false
wh3_dlc27_sla_cha_alluress_slaanesh_daemonic_steed	10	wh2_main_body_15	2100	war_beast	65	com	wh3_main_unit_long_text_sla_cha_alluress_1	hu16_dlc27_alluress_sn1b_daemonic_steed	wh3_main_sla_cha_alluress_rider_blood_dismembers	55	50	65	4624	wh3_dlc27_sla_mnt_daemonic_steed_hero	1	wh3_dlc27_sla_cha_alluress_daemonic_steed_claw		1	none	wh3_main_unit_short_text_sla_cha_alluress_1	wh_main_cavalry_chaotic	trained			true	40.0000	1500.0000	wh3_dlc27_sla_cha_alluress_slaanesh_daemonic_steed	60	80	0	vo_sel_default	vo_sel_cavalry	vo_sel_culture	1.0000	large	0	0	0	0	0	20	0	0	melee_flanker_shock_highvalue	false	false	false	false	high	high	domination_characters			skirmish	1.0000	1.0000	false	false
wh3_dlc27_sla_cha_dechala	10	wh2_main_body_15	2100	inf_melee	45	com	wh3_dlc27_unit_long_text_sla_cha_dechala	sn2c_dlc27_dechala	wh3_dlc27_sla_dechala	69	60	85	6800		0	wh3_dlc27_sla_dechala_swords		1	wh_missile_block_40_metal	wh3_dlc27_unit_short_text_sla_cha_dechala	wh_main_monster	trained			true	40.0000	1500.0000	wh3_dlc27_sla_cha_dechala	60	80	0	vo_sel_default	vo_sel_culture	vo_sel_culture	1.0000	large	0	0	0	0	0	20	0	0	melee_highvalue	false	true	false	false	high	high	domination_characters			melee	1.0000	1.0000	false	false
wh3_dlc27_sla_cha_druchii_anointed	10	wh2_main_heavy_metal_80	2100	inf_melee	20	com	wh3_dlc27_unit_long_text_sla_sla_cha_druchii_anointed	hu1b_dlc27_def_2handed_sword	wh3_dlc27_chs_cha_druchii_annoited	60	42	75	3826		0	wh3_dlc27_druchii_greatsword		1	none	wh3_dlc27_unit_short_text_sla_sla_cha_druchii_anointed	wh_main_infantry_large	trained			true	40.0000	1500.0000	wh3_dlc27_sla_cha_druchii_anointed	60	80	0	vo_sel_default	vo_sel_culture	vo_sel_culture	1.0000	small	0	0	0	0	0	5	15	0	melee_mage_highvalue	false	true	false	false	high	high	domination_characters			melee	1.0000	1.0000	false	false
wh3_dlc27_sla_cha_druchii_anointed_cold_one	10	wh2_main_heavy_metal_110	2100	cavalry	40	com	wh3_dlc27_unit_long_text_sla_sla_cha_druchii_anointed	hu1b_dlc27_def_rp3_cold_one_2handed_sword	wh3_dlc27_sla_cha_druchii_rider_cold_one	60	42	75	4260	wh3_dlc27_sla_mnt_cold_one_armoured_hero	1	wh3_dlc27_druchii_greatsword		1	none	wh3_dlc27_unit_short_text_sla_sla_cha_druchii_anointed	wh_main_cavalry_ordered	trained			true	40.0000	1500.0000	wh3_dlc27_sla_cha_druchii_anointed	60	80	0	vo_sel_default	vo_sel_cavalry	vo_sel_culture	1.0000	large	0	0	0	0	0	20	15	0	melee_flanker_shock_highvalue	false	false	false	false	high	high	domination_characters			melee	1.0000	1.0000	false	false
wh3_dlc27_sla_cha_druchii_anointed_daemonic_steed	10	wh2_main_heavy_metal_80	2100	war_beast	50	com	wh3_dlc27_unit_long_text_sla_sla_cha_druchii_anointed	hu1b_dlc27_def_sn1b_daemonic_steed_2handed_sword	wh3_dlc27_sla_cha_druchii_rider_daemonic_steed	60	55	75	4884	wh3_dlc27_sla_mnt_daemonic_steed	1	wh3_dlc27_sla_sword_druchii_daemonic_steed		1	none	wh3_dlc27_unit_short_text_sla_sla_cha_druchii_anointed	wh_main_cavalry_ordered	trained			true	40.0000	1500.0000	wh3_dlc27_sla_cha_druchii_anointed_daemonic_steed	60	80	0	vo_sel_default	vo_sel_cavalry	vo_sel_culture	1.0000	large	0	0	0	0	0	20	15	0	melee_flanker_shock_highvalue	false	false	false	false	high	high	domination_characters			melee	1.0000	1.0000	false	false
wh3_dlc27_sla_cha_herald_of_slaanesh_shadow_daemonic_steed	10	wh2_main_body_15	2100	war_beast	70	com	wh3_main_unit_long_text_sla_cha_herald_of_slaanesh_1	hu16_dlc27_herald_of_slaanesh_sn1b_daemonic_steed	wh3_main_sla_cha_herald_of_slaanesh_rider_blood_dismembers	60	55	70	5024	wh3_dlc27_sla_mnt_daemonic_steed_hero	1	wh3_dlc27_sla_cha_herald_of_slaanesh_daemonic_steed_claw		1	none	wh3_main_unit_short_text_sla_cha_herald_of_slaanesh_1	wh_main_cavalry_chaotic	trained			true	40.0000	1500.0000	wh3_dlc27_sla_cha_herald_of_slaanesh_shadow_daemonic_steed	60	80	0	vo_sel_default	vo_sel_cavalry	vo_sel_culture	1.0000	large	0	0	0	0	0	20	0	0	melee_flanker_shock_highvalue	false	false	false	false	high	high	domination_characters			skirmish	1.0000	1.0000	false	false
wh3_dlc27_sla_cha_herald_of_slaanesh_slaanesh_daemonic_steed	10	wh2_main_body_15	2100	war_beast	70	com	wh3_main_unit_long_text_sla_cha_herald_of_slaanesh_1	hu16_dlc27_herald_of_slaanesh_sn1b_daemonic_steed	wh3_main_sla_cha_herald_of_slaanesh_rider_blood_dismembers	60	55	70	5024	wh3_dlc27_sla_mnt_daemonic_steed_hero	1	wh3_dlc27_sla_cha_herald_of_slaanesh_daemonic_steed_claw		1	none	wh3_main_unit_short_text_sla_cha_herald_of_slaanesh_1	wh_main_cavalry_chaotic	trained			true	40.0000	1500.0000	wh3_dlc27_sla_cha_herald_of_slaanesh_slaanesh_daemonic_steed	60	80	0	vo_sel_default	vo_sel_cavalry	vo_sel_culture	1.0000	large	0	0	0	0	0	20	0	0	melee_flanker_shock_highvalue	false	false	false	false	high	high	domination_characters			skirmish	1.0000	1.0000	false	false
wh3_dlc27_sla_cha_masque_of_slaanesh	10	wh2_main_body_25	2100	inf_melee	50	com	wh3_dlc27_unit_long_text_sla_cha_masque_of_slaanesh	hu16b_dlc27_masque_of_slaanesh	wh3_dlc27_sla_infantry_masque_of_slaanesh	65	63	80	5322		0	wh3_dlc27_sla_masque_of_slaanesh_scythe_claw		1	none	wh3_dlc27_unit_short_text_sla_cha_masque_of_slaanesh	wh_main_infantry_large	trained			true	40.0000	1500.0000	wh3_dlc27_sla_cha_masque_of_slaanesh	60	80	0	vo_sel_default	vo_sel_culture	vo_sel_culture	1.0000	small	0	0	0	0	0	20	0	0	melee_highvalue	false	true	false	false	high	high	domination_characters			melee	1.0000	1.0000	false	false
wh3_dlc27_sla_cha_styrkaar_the_sortsvinaer	10	wh2_main_heavy_metal_80	2100	inf_melee	20	com	wh3_dlc27_unit_long_text_sla_cha_styrkaar_the_sortsvinaer	hu1j_dlc27_styrkaar_sword_and_shield	wh3_dlc27_sla_cha_styrkaar_the_sortsvinaer	45	60	80	4680		0	wh3_dlc27_styrkaar_sword_and_shield		1	wh_missile_block_55_metal	wh3_dlc27_unit_short_text_sla_cha_styrkaar_the_sortsvinaer	wh_main_infantry_large	trained			true	40.0000	1500.0000	wh3_dlc27_sla_cha_styrkaar_the_sortsvinaer	60	80	0	vo_sel_default	vo_sel_culture	vo_sel_culture	1.0000	small	0	0	0	0	0	5	15	0	melee_mage_highvalue	false	true	false	false	high	high	domination_characters			melee	1.0000	1.0000	false	false
wh3_dlc27_sla_cha_styrkaar_the_sortsvinaer_daemonic_steed	10	wh2_main_heavy_metal_80	2100	war_beast	60	com	wh3_dlc27_unit_long_text_sla_cha_styrkaar_the_sortsvinaer	hu1j_dlc27_styrkaar_sn1b_daemonic_steed_sword_and_shield	wh3_main_sla_cha_alluress_rider_blood_dismembers	45	60	80	5744	wh3_dlc27_sla_mnt_daemonic_steed	1	wh3_dlc27_styrkaar_sword_and_shield_daemonic_steed		1	wh_missile_block_55_metal	wh3_dlc27_unit_short_text_sla_cha_styrkaar_the_sortsvinaer	wh_main_cavalry_ordered	trained			true	40.0000	1500.0000	wh3_dlc27_sla_cha_styrkaar_the_sortsvinaer_daemonic_steed	60	80	0	vo_sel_default	vo_sel_cavalry	vo_sel_culture	1.0000	large	0	0	0	0	0	20	0	0	melee_flanker_shock_highvalue	false	false	false	false	high	high	domination_characters			melee	1.0000	1.0000	false	false
wh3_dlc27_sla_cha_styrkaar_the_sortsvinaer_steed_of_slaanesh	10	wh2_main_body_80	2100	war_beast	50	com	wh3_dlc27_unit_long_text_sla_cha_styrkaar_the_sortsvinaer	hu1j_dlc27_styrkaar_rp1_steed_of_slaanesh_sword_and_shield	wh3_main_sla_cha_alluress_rider_blood_dismembers	45	55	80	4860	wh3_dlc27_sla_mnt_steed_of_slaanesh_styrkaar	1	wh3_dlc27_styrkaar_sword_and_shield		1	wh_missile_block_55_metal	wh3_dlc27_unit_short_text_sla_cha_styrkaar_the_sortsvinaer	wh_main_cavalry_ordered	trained			true	40.0000	1500.0000	wh3_dlc27_sla_cha_styrkaar_the_sortsvinaer_steed_of_slaanesh	60	80	0	vo_sel_default	vo_sel_cavalry	vo_sel_culture	1.0000	large	0	0	0	0	0	20	0	0	melee_flanker_shock_highvalue	false	false	false	false	high	high	domination_characters			melee	1.0000	1.0000	false	false
wh3_dlc27_sla_inf_chaos_furies_summoned	10	wh2_main_body_25	2100	inf_melee	20	inf_mel	wh3_main_unit_long_text_sla_inf_chaos_furies_0	hu10d_wh3_furies	wh3_main_infantry_sla_furies_blood	36	18	50	80		0	wh3_main_sla_furies_claws		3	none	wh3_main_unit_short_text_sla_inf_chaos_furies_0	wh3_main_flying_infantry_furies	trained			true	40.0000	1500.0000	wh3_main_sla_inf_chaos_furies_0	60	80	0	vo_sel_default	vo_sel_melee	vo_sel_culture	1.0000	small	0	0	0	0	0	20	0	0	flying_melee_flanker	false	false	false	false	cant_capture	cant_capture	cant_capture			melee	1.0000	1.0000	false	false
wh3_dlc27_sla_inf_devotees_of_slaanesh	10	wh2_main_leather_30	2100	inf_melee	30	inf_mel	wh3_dlc27_unit_long_text_sla_inf_devotees_of_slaanesh	hu1d_elf_dual_sword	wh3_dlc27_sla_devotees_of_slaanesh	42	46	75	80		0	wh3_dlc27_devotees_swords		5	none	wh3_dlc27_unit_short_text_sla_inf_devotees_of_slaanesh	wh_dlc05_wef_infantry_spear	trained			true	40.0000	1500.0000	wh3_dlc27_sla_devotees_of_slaanesh	60	80	0	vo_sel_default	vo_sel_melee	vo_sel_culture	1.0000	small	0	0	0	0	0	20	25	0	melee	false	true	false	false	medium	medium	domination_infantry			melee	1.0000	1.0000	false	false
wh3_dlc27_sla_inf_devotees_of_slaanesh_crossbows	10	wh2_main_leather_30	2100	inf_ranged	30	inf_mis	wh3_dlc27_unit_long_text_sla_inf_devotees_of_slaanesh	hu1d_elf_dual_sword_crossbow	wh3_dlc27_sla_devotees_of_slaanesh_crossbows	38	44	75	80		0	wh3_dlc27_devotees_swords	wh3_dlc27_sla_crossbow_devotees	5	none	wh3_dlc27_unit_short_text_sla_inf_devotees_of_slaanesh	wh_dlc05_wef_infantry_spear	trained			true	40.0000	1500.0000	wh3_dlc27_sla_devotees_of_slaanesh	60	80	0	vo_sel_default	vo_sel_melee	vo_sel_culture	1.0000	small	0	12	0	0	0	20	25	0	ranged_harasser_flanker	true	true	false	false	medium	medium	domination_infantry			archer	1.0000	1.0000	false	false
wh3_dlc27_sla_inf_slaangors	10	wh2_main_chainmail_30	2100	inf_melee	32	inf_mel	wh3_dlc27_unit_long_text_sla_inf_slaangors	hu6_dlc27_slaangors_dual_sword	wh3_dlc27_sla_inf_slaangors	34	28	62	72		0	wh3_dlc27_slaangors_dual_swords		6	none	wh3_dlc27_unit_short_text_sla_inf_slaangors	wh_dlc03_bst_gor_rabble	trained			true	40.0000	1500.0000	wh3_dlc27_sla_slaangors	60	80	0	vo_sel_default	vo_sel_default	vo_sel_culture	1.0000	small	0	0	0	0	0	5	0	0	melee	false	true	false	false	medium	medium	domination_infantry			melee	1.0000	1.0000	false	false
wh3_dlc27_sla_inf_vengeful_furies_summoned	10	wh2_main_body_25	2100	inf_melee	20	inf_mel	wh3_main_unit_long_text_sla_inf_chaos_furies_0	hu10d_wh3_furies	wh3_main_infantry_sla_furies_blood	36	12	42	80		0	wh3_main_sla_furies_claws		3	none	wh3_main_unit_short_text_sla_inf_chaos_furies_0	wh3_main_flying_infantry_furies	trained			true	40.0000	1500.0000	wh3_dlc27_sla_inf_vengeful_furies	60	80	0	vo_sel_default	vo_sel_melee	vo_sel_culture	1.0000	small	0	0	0	0	0	20	0	0	flying_melee_flanker	false	false	false	false	cant_capture	cant_capture	cant_capture			melee	1.0000	1.0000	false	false
wh3_dlc27_sla_mon_champions_of_slaanesh	10	wh2_main_plate_60	2100	inf_melee	40	inf_mel	wh3_dlc27_unit_long_text_sla_mon_champions_of_slaanesh	sn2c_dlc27_champions_of_slaanesh	wh3_dlc27_sla_champions_of_slaanesh	52	55	75	482		0	wh3_dlc27_sla_champions_of_slaanesh_dual_swords		3	wh_missile_block_30_metal	wh3_dlc27_unit_short_text_sla_mon_champions_of_slaanesh	wh3_dlc27_mon_champions_of_slaanesh	trained			true	40.0000	1500.0000	wh3_dlc27_sla_champions_of_slaanesh	60	80	0	vo_sel_default	vo_sel_melee	vo_sel_culture	1.0000	large	0	0	0	0	0	20	0	0	melee_gatecrusher_shock	false	true	false	false	medium	medium	domination_monsters			melee	1.0000	1.0000	false	false
wh3_dlc27_sla_mon_champions_of_slaanesh_ror	10	wh2_main_plate_60	2100	inf_melee	50	inf_mel	wh3_dlc27_unit_long_text_sla_mon_champions_of_slaanesh	sn2c_dlc27_champions_of_slaanesh	wh3_dlc27_sla_champions_of_slaanesh	64	67	85	482		0	wh3_dlc27_sla_champions_of_slaanesh_dual_swords_ror		3	wh_missile_block_40_metal	wh3_dlc27_unit_short_text_sla_mon_champions_of_slaanesh_ror	wh3_dlc27_mon_champions_of_slaanesh	trained			true	40.0000	1500.0000	wh3_dlc27_sla_champions_of_slaanesh_ror	60	80	0	vo_sel_sla_pleasure_guard	vo_sel_melee	vo_sel_culture	1.0000	large	0	0	0	0	0	20	0	0	melee_gatecrusher_shock	false	true	false	false	medium	medium	domination_monsters			melee	1.0000	1.0000	false	false
wh3_dlc27_sla_mon_giant_spawn_of_sla_summoned_i	10	wh2_main_body_30	2100	inf_melee	28	inf_mel	wh3_main_unit_long_text_sla_mon_spawn_of_slaanesh_0	hc2_chaos_spawn	wh3_dlc27_monster_giant_spawn_of_sla	48	36	100	8000		0	wh3_dlc27_sla_claws_giant_spawn_of_sla_i		1	none	wh3_main_unit_short_text_sla_mon_spawn_of_slaanesh_0	wh_main_monster	trained			true	40.0000	1500.0000	wh3_main_sla_mon_spawn_of_slaanesh_0	60	80	0	vo_sel_default	vo_sel_melee	vo_sel_culture	1.0000	large	0	0	0	0	0	10	0	0	melee_gatecrusher	false	false	false	false	cant_capture	cant_capture	domination_monsters			melee	1.0000	1.0000	false	false
wh3_dlc27_sla_mon_preyton	10	wh2_main_body_60	2100	inf_melee	40	inf_mel	wh3_dlc27_unit_long_text_sla_mon_preyton	bi2_dlc27_preyton	wh3_dlc27_sla_mon_preyton	50	28	70	7281		0	wh3_dlc27_preyton_claws		1	none	wh3_dlc27_unit_short_text_sla_mon_preyton	wh_main_monster	trained			true	40.0000	1500.0000	wh3_dlc27_sla_preyton	60	80	0	vo_sel_default	vo_sel_melee	vo_sel_culture	1.0000	large	0	0	0	0	0	20	45	0	flying_melee_flanker	false	false	false	false	cant_capture	cant_capture	cant_capture			melee	1.0000	1.0000	false	false
wh3_dlc27_sla_mon_preyton_boss	10	wh2_main_body_60	2100	inf_melee	40	inf_mel	wh3_dlc27_unit_long_text_sla_mon_preyton	bi2_dlc27_preyton	wh3_dlc27_sla_mon_preyton_boss	63	38	100	13840		0	wh3_dlc27_preyton_claws		1	none	wh3_dlc27_unit_short_text_sla_mon_preyton	wh_main_monster	trained			true	40.0000	1500.0000	wh3_dlc27_sla_mon_preyton_boss	60	80	0	vo_sel_default	vo_sel_melee	vo_sel_culture	1.0000	large	0	0	0	0	0	20	45	0	flying_melee_flanker	false	false	false	false	cant_capture	cant_capture	cant_capture			melee	1.0000	1.0000	false	false
