key	active_vfx	banner_vfx	entity_vfx	entity_vfx_attach_type	use_new_vfx_scaling
wh_main_spell_lil_waaagh_gorkll_fix_it		wh3_dlc26_lore_of_lil_waaagh_banner_debuff	wh_main_lil_waaagh_gorkll_fix_it_entity_debuff	top	true
wh_main_spell_lil_waaagh_itchy_nuisance		wh3_dlc26_lore_of_lil_waaagh_banner_debuff	wh_main_lil_waaagh_itchy_nuisance_entity_debuff	top	true
wh_main_spell_lil_waaagh_night_shroud		wh3_dlc26_lore_of_lil_waaagh_banner_buff	wh_main_lil_waaagh_night_shroud_entity_debuff	top	true
wh_main_spell_lil_waaagh_sneaky_stabbin		wh3_dlc26_lore_of_lil_waaagh_banner_buff	wh_main_lil_waaagh_sneaky_stabbin_entity_buff	top	true
wh_main_spell_metal_final_transmutation		wh3_dlc20_banner_debuff_final_transmutation	wh3_dlc20_entity_debuff_final_transmutation	top	true
wh_main_spell_metal_gehennas_golden_hounds				top	true
wh_main_spell_metal_glittering_robe		wh3_dlc20_banner_buff_glittering_robe	wh3_dlc20_entity_buff_glittering_robe	top	true
wh_main_spell_metal_plague_of_rust		wh3_dlc20_banner_debuff_plague_of_rust	wh3_dlc20_entity_debuff_plague_of_rust	top	true
wh_main_spell_metal_transmutation_of_lead		wh3_dlc20_banner_debuff_transmutation_of_lead	wh3_dlc20_entity_debuff_transmutation_of_lead	hips	true
wh_main_spell_vampires_curse_of_years		wh_main_generic_banner_debuff	wh_main_vampires_curse_of_years_entity_debuff	top	true
wh_main_spell_vampires_invocation_of_nehek		wh_main_generic_banner_buff	wh_main_generic_entity_hp_regen	top	true
wh_main_spell_vampires_raise_dead		wh_main_generic_banner_buff		top	true
wh_main_spell_vampires_vanhels_danse_macabre		wh_main_generic_banner_buff	wh_main_vampires_vanhels_danse_macabre_entity_buff	top	true
wh_main_spell_vampires_wind_of_death			wh_main_vampires_wind_of_death_target	top	true
wh_main_tzeentch_generic_entity_buff_attack		wh_main_generic_banner_buff	wh_main_tzeentch_generic_entity_buff_attack	top	true
wh_main_tzeentch_generic_entity_buff_defence		wh_main_generic_banner_buff	wh_main_tzeentch_generic_entity_buff_defence	top	true
wh_main_unit_contact_souls			wh2_main_high_soul_quench_entity	top	true
wh_main_weapon_passive_glittering_scales			wh_main_metal_glittering_robe_entity_buff	top	true
