key	description_text	faction	header_text	image_path	priority_index
wh_main_dwf_dwarfs_3	cheatsheet_dwf_the_forge_text	wh_main_dwf_dwarfs	war.camp.hp.forging_magic_items.001		3
wh_main_dwf_dwarfs_4	cheatsheet_dwf_oathgold_text	wh_main_dwf_dwarfs	war.camp.hp.oathgold.001		4
wh_main_dwf_karak_izor_1	cheatsheet_dwf_age_of_reckoning	wh_main_dwf_karak_izor	war.camp.hp.age_of_reckoning.001	UI/help_images/dwarfs.png	1
wh_main_dwf_karak_izor_2	cheatsheet_dwf_grudges_text	wh_main_dwf_karak_izor	war.camp.hp.grudges.001		2
wh_main_dwf_karak_izor_3	cheatsheet_dwf_the_forge_text	wh_main_dwf_karak_izor	war.camp.hp.forging_magic_items.001		3
wh_main_dwf_karak_izor_4	cheatsheet_dwf_oathgold_text	wh_main_dwf_karak_izor	war.camp.hp.oathgold.001		4
wh_main_dwf_karak_kadrin_1	cheatsheet_dwf_age_of_reckoning	wh_main_dwf_karak_kadrin	war.camp.hp.age_of_reckoning.001	UI/help_images/dwarfs.png	1
wh_main_dwf_karak_kadrin_2	cheatsheet_dwf_grudges_text	wh_main_dwf_karak_kadrin	war.camp.hp.grudges.001		2
wh_main_dwf_karak_kadrin_3	cheatsheet_dwf_the_forge_text	wh_main_dwf_karak_kadrin	war.camp.hp.forging_magic_items.001		3
wh_main_dwf_karak_kadrin_4	cheatsheet_dwf_oathgold_text	wh_main_dwf_karak_kadrin	war.camp.hp.oathgold.001		4
wh_main_emp_empire_1	cheatsheet_emp_imperial_authority_text	wh_main_emp_empire	war.camp.hp.empire_imperial_authority.001	UI/help_images/empire.png	1
wh_main_emp_empire_2	cheatsheet_emp_elector_counts_text	wh_main_emp_empire	war.camp.hp.empire_summon_elector_counts.001		2
wh_main_emp_empire_3	cheatsheet_emp_electoral_machinations_text	wh_main_emp_empire	war.camp.hp.electoral_machinations.001		3
wh_main_emp_wissenland_1	cheatsheet_emp_imperial_gunnery_school_text	wh_main_emp_wissenland	war.camp.hp.imperial_gunnery_school.001	UI/help_images/empire.png	1
wh_main_emp_wissenland_2	cheatsheet_emp_gardens_of_morr_text	wh_main_emp_wissenland	war.camp.hp.gardens_of_morr.001		2
wh_main_emp_wissenland_3	cheatsheet_emp_imperial_authority_text	wh_main_emp_wissenland	war.camp.hp.empire_imperial_authority.001		3
wh_main_grn_crooked_moon_1	cheatsheet_grn_waaagh_text	wh_main_grn_crooked_moon	war.camp.hp.waaagh.001		1
wh_main_grn_crooked_moon_2	cheatsheet_grn_scrap_text	wh_main_grn_crooked_moon	war.camp.hp.greenskins_salvage.001		2
wh_main_grn_crooked_moon_3	cheatsheet_underway_text	wh_main_grn_crooked_moon	war.camp.hp.underway.001		3
wh_main_grn_greenskins_1	cheatsheet_grn_waaagh_text	wh_main_grn_greenskins	war.camp.hp.waaagh.001		1
wh_main_grn_greenskins_2	cheatsheet_grn_scrap_text	wh_main_grn_greenskins	war.camp.hp.greenskins_salvage.001		2
wh_main_grn_greenskins_3	cheatsheet_underway_text	wh_main_grn_greenskins	war.camp.hp.underway.001		3
wh_main_grn_orcs_of_the_bloody_hand_1	cheatsheet_grn_waaagh_text	wh_main_grn_orcs_of_the_bloody_hand	war.camp.hp.waaagh.001		1
wh_main_grn_orcs_of_the_bloody_hand_2	cheatsheet_grn_scrap_text	wh_main_grn_orcs_of_the_bloody_hand	war.camp.hp.greenskins_salvage.001		2
wh_main_grn_orcs_of_the_bloody_hand_3	cheatsheet_underway_text	wh_main_grn_orcs_of_the_bloody_hand	war.camp.hp.underway.001		3
wh_main_vmp_schwartzhafen_1	cheatsheet_vmp_bloodlines_text	wh_main_vmp_schwartzhafen	war.camp.hp.bloodlines.001		1
wh_main_vmp_schwartzhafen_2	cheatsheet_vmp_raising_dead_text	wh_main_vmp_schwartzhafen	war.camp.hp.raising_dead.001		2
wh_main_vmp_schwartzhafen_3	cheatsheet_vmp_vampiric_corruption_text	wh_main_vmp_schwartzhafen	war.camp.hp.vampiric_corruption.001		3
wh_main_vmp_vampire_counts_1	cheatsheet_vmp_bloodlines_text	wh_main_vmp_vampire_counts	war.camp.hp.bloodlines.001		1
wh_main_vmp_vampire_counts_2	cheatsheet_vmp_raising_dead_text	wh_main_vmp_vampire_counts	war.camp.hp.raising_dead.001		2
wh_main_vmp_vampire_counts_3	cheatsheet_vmp_vampiric_corruption_text	wh_main_vmp_vampire_counts	war.camp.hp.vampiric_corruption.001		3
wh_main_vmp_vampire_counts_4	cheatsheet_books_of_nagash_text	wh_main_vmp_vampire_counts	war.camp.hp.books_of_nagash.001		4
