key	combat_random_vocalisation	drowning_random_vocalisation	fatigued_idle_random_vocalisation	fatigued_moving_random_vocalisation	idle_random_vocalisation	running_random_vocalisation	musician_event	switch	material	walking_random_vocalisation	group_movement	limitation	idle_looping_sound	moving_looping_sound	rotating_looping_sound	actor_type	group_flying_idle	group_flying_moving	only_uses_material	group_movement_armour_override	group_idle	attenuation_scale	group_melee_armour_override	triggers_cinematic	sphere_of_influence_default	sphere_of_influence_combat	should_use_unique_entity_switches	max_unique_entity_switches	use_focus_rtpc	max_camera_distance_for_focus	min_camera_distance_for_focus	focus_rtpc	unique_entity_switch	consider_moving	group_idle_shoot	group_idle_combat_ready	record_id	focus_pool	min_units_focus_velocity	required_switch	landing_event	landing_limitation_scale	vox_vmd_slot_name	ignore_armour_priority
wh3_dlc20_sla_warshrine						wh3_dlc20_chs_warshrine_locomotion	Battle_Musician_Event		metal	wh3_dlc20_chs_warshrine_locomotion		large	wh3_war_machine_skull_cannon_movement_engine	wh3_war_machine_skull_cannon_movement_engine	wh3_war_machine_skull_cannon_movement_engine				false			1.0000		true			true	4.0000	true	50.0000	15.0000	Battle_Entity_Focus_Slew_Warmachine	BATTLE_DOOMFLAYER_ENTITY	true			590073781		0.0000			0.5000		true
wh3_dlc20_tze_vilitch_LORD			wh3_dlc20_tze_vilitch_fatigue	wh3_dlc20_tze_vilitch_fatigue	wh3_dlc20_tze_vilitch_idle	wh3_dlc20_tze_vilitch_walking	Battle_Musician_Event		wood	wh3_dlc20_tze_vilitch_idle		Lord_Hero							false			1.2000		true	hero_default	hero_combat	false	0.0000	false	0.0000	0.0000			false			454065409		0.0000			0.0000		true
wh3_dlc20_tze_warshrine						wh3_dlc20_chs_warshrine_locomotion	Battle_Musician_Event		metal	wh3_dlc20_chs_warshrine_locomotion		large	wh3_war_machine_skull_cannon_movement_engine	wh3_war_machine_skull_cannon_movement_engine	wh3_war_machine_skull_cannon_movement_engine				false			1.0000		true			true	4.0000	true	50.0000	15.0000	Battle_Entity_Focus_Slew_Warmachine	BATTLE_DOOMFLAYER_ENTITY	true			1499680246		0.0000			0.5000		true
wh3_dlc21_cst_shadewraith_gunners					wh3_dlc21_cst_shadewraith_gunners_idle	wh3_dlc21_cst_shadewraith_gunners_running	Battle_Musician_Event		wood	wh3_dlc21_cst_shadewraith_gunners_walking	wh_grp_movement_humanoid_rabble_only	medium				wh3_dlc21_cst_shadewraith_gunners			false	wh2_grp_foley_movement_leather_stagger		1.0000		false			false	0.0000	false	0.0000	0.0000			false			1778576628		0.0000			0.5000		true
wh3_horse_gryphon_legion					wh_horse_normal_idle	wh_horse_normal_running	Battle_Musician_Event	wh_horse_normal	wood	wh_horse_normal_walking	wh_grp_movement_horse	medium							false	wh3_grp_foley_movement_horse_winged_lancers	wh_grp_foley_movement_horse_winged_lancer_idle	1.0000		false			false	0.0000	false	0.0000	0.0000			false			1002272958		0.0000		Battle_Individual_Footstep_Landing_Light	0.5000		true
wh3_horse_winged_lancers					wh_horse_normal_idle	wh_horse_normal_running	Battle_Musician_Event	wh_horse_normal	wood	wh_horse_normal_walking	wh_grp_movement_horse	medium							false	wh3_grp_foley_movement_horse_winged_lancers	wh_grp_foley_movement_horse_winged_lancer_idle	1.0000		false			false	0.0000	false	0.0000	0.0000			false			1921149196		0.0000		Battle_Individual_Footstep_Landing_Light	0.5000		true
wh3_jade_longma					wh3_jade_longma_idle	wh3_jade_longma_running	Battle_Musician_Event	wh3_jade_longma	wood	wh3_jade_longma_walking	wh_grp_movement_beast_medium	medium					wh_grp_movement_flying_pegasus	wh_grp_movement_flying_pegasus	false	wh_grp_foley_movement_beast_medium_segmented		1.0000		false			false	0.0000	true	50.0000	10.0000	Battle_Focus_Entity		false			68618312		0.0000		Battle_Individual_Footstep_Landing_Light	0.5000		true
wh3_kho_bloodletter					wh3_kho_bloodletter_idle	wh3_kho_bloodletter_running	Battle_Musician_Event		wood	wh3_kho_bloodletter_walking	wh_grp_movement_humanoid	medium				wh3_kho_bloodletter			false			1.0000		false			false	0.0000	false	0.0000	0.0000			false			2142307167		0.0000			0.5000		true
wh3_kho_bloodreaper_LORD			wh3_kho_bloodreaper_fatigue	wh3_kho_bloodreaper_fatigue	wh3_kho_bloodreaper_idle	wh3_kho_bloodreaper_running	Battle_Musician_Event		wood	wh3_kho_bloodreaper_walking		Lord_Hero				wh3_kho_bloodreaper_LORD			false			1.2000		true	hero_default	hero_combat	false	0.0000	false	0.0000	0.0000			false			1626348166		0.0000		Battle_Individual_Footstep_Landing_Heavy	0.5000		true
wh3_kho_bloodthirster_LH			wh3_kho_bloodthirster_fatigue	wh3_kho_bloodthirster_fatigue	wh3_kho_bloodthirster_idle	wh3_kho_bloodthirster_running	Battle_Musician_Event		wood	wh3_kho_bloodthirster_walking		veryloud				wh3_kho_bloodthirster_LH			false			1.0000		true	hero_default	hero_combat	false	0.0000	true	100.0000	10.0000	Battle_Focus_Entity		true			1961333136	bloodthirster_pool	0.0000		Battle_Individual_Footstep_Landing_Heavy	0.5000		true
wh3_kho_bloodthirster_twa08_ror			wh3_kho_bloodthirster_fatigue	wh3_kho_bloodthirster_fatigue	wh3_kho_bloodthirster_idle	wh3_kho_bloodthirster_running	Battle_Musician_Event		wood	wh3_kho_bloodthirster_walking		veryloud				wh3_kho_bloodthirster_LH			false			1.0000		true	hero_default	hero_combat	false	0.0000	true	100.0000	10.0000	Battle_Focus_Entity		true			1435008711	bloodthirster_pool	0.0000		Battle_Individual_Footstep_Landing_Heavy	0.5000		true
wh3_kho_chaos_warrior			wh3_kho_chaos_warrior_fatigue	wh3_kho_chaos_warrior_fatigue	wh3_kho_chaos_warrior_idle	wh3_kho_chaos_warrior_running	Battle_Musician_Event		wood	wh3_kho_chaos_warrior_walking	wh_grp_movement_humanoid	medium				wh3_kho_chaos_warrior			false			1.0000		false			false	0.0000	false	0.0000	0.0000			false			46894633		0.0000			0.5000		true
wh3_kho_cultist_LH			wh3_kho_cultist_fatigue	wh3_kho_cultist_fatigue	wh3_kho_cultist_idle	wh3_kho_cultist_running	Battle_Musician_Event		wood	wh3_kho_cultist_walking		Lord_Hero				wh3_kho_cultist_LH			false			1.2000		true	hero_default	hero_combat	false	0.0000	false	0.0000	0.0000			false			257663878		0.0000		Battle_Individual_Footstep_Landing_Heavy	0.5000		true
wh3_kho_exalted_bloodletter					wh3_kho_bloodletter_idle	wh3_kho_bloodletter_running	Battle_Musician_Event		wood	wh3_kho_bloodletter_walking	wh_grp_movement_humanoid	medium				wh3_kho_bloodletter			false			1.0000		false			false	0.0000	false	0.0000	0.0000			false			1986817276		0.0000			0.5000		true
wh3_kho_exalted_bloodthirster_LORD			wh3_kho_exalted_bloodthirster_fatigue	wh3_kho_exalted_bloodthirster_running	wh3_kho_exalted_bloodthirster_idle	wh3_kho_exalted_bloodthirster_running	Battle_Musician_Event		wood	wh3_kho_exalted_bloodthirster_idle		Lord_Hero				wh3_kho_exalted_bloodthirster_LORD			false			1.2000		true	hero_default	hero_combat	false	0.0000	true	100.0000	10.0000	Battle_Focus_Entity		true			1251697833	bloodthirster_pool	0.0000		Battle_Individual_Footstep_Landing_Heavy	0.5000		true
wh3_kho_fleshhound						wh3_kho_fleshhound_running	Battle_Musician_Event		wood	wh3_kho_fleshhound_walking	wh2_grp_movement_beast_medium_claws	large				wh3_kho_fleshhound			false	wh_grp_foley_movement_beast_heavy_leather		1.0000		false			false	0.0000	false	35.0000	5.0000	Battle_Focus_Entity		false			426346339		0.0000		Battle_Individual_Footstep_Landing_Heavy	0.5000		true
wh3_kho_herald_LORD			wh3_kho_herald_fatigue	wh3_kho_herald_fatigue	wh3_kho_herald_idle	wh3_kho_herald_running	Battle_Musician_Event		wood	wh3_kho_herald_walking		Lord_Hero				wh3_kho_herald_LORD			false			1.2000		true	hero_default	hero_combat	false	0.0000	false	0.0000	0.0000			false			650248946		0.0000		Battle_Individual_Footstep_Landing_Heavy	0.5000		true
wh3_kho_juggernaut						wh3_kho_juggernaut_running	Battle_Musician_Event		wood	wh3_kho_juggernaut_walking	wh3_grp_movement_juggernaut	large							false	wh3_grp_foley_movement_beast_medium_heavy_metal		1.0000		false			false	0.0000	true	35.0000	5.0000	Battle_Focus_Entity		false			1394665334		0.0000		Battle_Individual_Footstep_Landing_Heavy	0.5000		true
wh3_kho_juggernaut_bloodcrusher						wh3_kho_juggernaut_running	Battle_Musician_Event		wood	wh3_kho_juggernaut_walking	wh3_grp_movement_juggernaut	large							false	wh3_grp_foley_movement_beast_medium_heavy_metal		1.0000		false			false	0.0000	false	0.0000	0.0000			false			475662269		0.0000		Battle_Individual_Footstep_Landing_Heavy	0.5000		true
wh3_kho_khornataurs					wh_dlc_minotaur_idle	wh_dlc_minotaur_running	Battle_Musician_Event		wood	wh_dlc_minotaur_walking	wh_grp_movement_beast_heavy	large							false	wh_grp_foley_movement_beast_heavy_leather		1.0000		true			false	0.0000	true	45.0000	10.0000	Battle_Focus_Entity		false			1164386793		0.0000		Battle_Individual_Footstep_Landing_Heavy	0.5000		true
wh3_kho_simaergul						wh3_kho_simaergul_running	Battle_Musician_Event		wood	wh3_kho_simaergul_walking		large							false			1.0000		false			false	0.0000	false	100.0000	10.0000	Battle_Focus_Entity		false			469369927		0.0000		Battle_Individual_Footstep_Landing_Heavy	0.5000		true
wh3_kho_skarbrand_LORD			wh3_kho_skarbrand_fatigue	wh3_kho_skarbrand_fatigue	wh3_kho_skarbrand_idle	wh3_kho_skarbrand_running	Battle_Musician_Event		wood	wh3_kho_skarbrand_walking		Lord_Hero							false			1.2000		true	hero_default	hero_combat	false	0.0000	true	100.0000	10.0000	Battle_Focus_Entity		true			307028069	bloodthirster_pool	0.0000		Battle_Individual_Footstep_Landing_Heavy	0.5000		true
wh3_kho_soul_grinder									metal			large							false			1.0000		true		large_creature_combat	false	0.0000	true	100.0000	10.0000	Battle_Focus_Entity		true			495828722	wh3_sould_grinder_pool	0.0000		Battle_Individual_Footstep_Landing_Heavy	0.5000		true
wh3_kho_war_machine_bloodshrine							Battle_Musician_Event		metal			war_machine	wh3_war_machine_skull_cannon_movement_engine	wh3_war_machine_skull_cannon_movement_engine	wh3_war_machine_skull_cannon_movement_engine				true			1.0000		false			true	4.0000	true	50.0000	15.0000	Battle_Entity_Focus_Slew_Warmachine	BATTLE_DOOMFLAYER_ENTITY	true			329153318		0.0000	battle_skull_cannon_engine,Battle_Skull_Cannon_Wheels,		0.5000		true
wh3_kho_war_machine_bloodthrone							Battle_Musician_Event		metal			war_machine	wh3_war_machine_skull_cannon_movement_engine	wh3_war_machine_skull_cannon_movement_engine	wh3_war_machine_skull_cannon_movement_engine				true			1.0000		false			true	4.0000	true	50.0000	15.0000	Battle_Entity_Focus_Slew_Warmachine	BATTLE_DOOMFLAYER_ENTITY	true			1161199152		0.0000	battle_skull_cannon_engine,Battle_Skull_Cannon_Wheels,		0.5000		true
wh3_kho_war_machine_large	wh_metal_creaks			wh_metal_creaks	wh_metal_creaks	wh_metal_creaks	Battle_Musician_Event		wood			war_machine		wh_war_machine_wef_movement_large	wh_war_machine_wef_rotation_large				true			1.0000		false			false	0.0000	true	150.0000	10.0000	Battle_Focus_Warmachine		true			823151938		0.0000			0.5000		true
wh3_kho_war_machine_skull_cannon							Battle_Musician_Event		metal			war_machine	wh3_war_machine_skull_cannon_movement_engine	wh3_war_machine_skull_cannon_movement_engine	wh3_war_machine_skull_cannon_movement_engine				true			1.0000		false			true	4.0000	true	50.0000	15.0000	Battle_Entity_Focus_Slew_Warmachine	BATTLE_DOOMFLAYER_ENTITY	true			629326588		0.0000	battle_skull_cannon_engine,Battle_Skull_Cannon_Wheels,		0.5000		true
wh3_ksl_boris_LORD			wh3_ksl_boris_fatigue	wh3_ksl_boris_fatigue	wh3_ksl_boris_idle	wh3_ksl_boris_running	Battle_Musician_Event		wood	wh3_ksl_boris_walking		Lord_Hero							false			1.2000		true	hero_default	hero_combat	false	0.0000	false	0.0000	0.0000			false			1382861514		0.0000		Battle_Individual_Footstep_Landing_Heavy	0.5000		true
wh3_ksl_boyar_LH			wh3_ksl_boyar_fatigue	wh3_ksl_boyar_fatigue	wh3_ksl_boyar_idle	wh3_ksl_boyar_running	Battle_Musician_Event		wood	wh3_ksl_boyar_walking		Lord_Hero				wh3_ksl_boyar			false			1.2000		true	hero_default	hero_combat	false	0.0000	false	0.0000	0.0000			false			270197947		0.0000		Battle_Individual_Footstep_Landing_Heavy	0.5000		true
wh3_ksl_elemental_bear							Battle_Musician_Event		wood			veryloud							false			1.0000		false		huge_creature_combat	false	0.0000	true	150.0000	10.0000	Battle_Focus_Entity		true			91456584	elemental_bear_pool	0.0000		Battle_Individual_Footstep_Landing_Heavy	0.5000		true
wh3_ksl_frost_maiden_LH			wh3_ksl_frost_maiden_fatigue	wh3_ksl_frost_maiden_fatigue	wh3_ksl_frost_maiden_idle	wh3_ksl_frost_maiden_running	Battle_Musician_Event		wood	wh3_ksl_frost_maiden_walking		Lord_Hero				wh3_ksl_frost_maiden			false			1.2000		true	hero_default	hero_combat	false	0.0000	false	0.0000	0.0000			false			713333619		0.0000		Battle_Individual_Footstep_Landing_Heavy	0.5000		true
wh3_ksl_human_female			wh_human_female_kislev_fatigue	wh_human_female_kislev_fatigue	wh_human_female_kislev_idle	wh_human_female_kislev_running	Battle_Musician_Event		wood	wh_human_female_kislev_walking	wh_grp_movement_humanoid	medium				wh3_ksl_human_female			false			1.0000		false			false	0.0000	false	0.0000	0.0000			false			1122442927		0.0000			0.5000		true
wh3_ksl_human_female_LH				wh_human_female_fatigue	wh_human_female_idle	wh_human_female_running	Battle_Musician_Event	wh_human_female	wood	wh_human_female_walking	wh_grp_movement_humanoid	Lord_Hero				wh_human_female			false			1.2000		true	hero_default	hero_combat	false	0.0000	false	0.0000	0.0000			false			1821485983		0.0000		Battle_Individual_Footstep_Landing_Heavy	0.5000		true
wh3_ksl_human_female_LORD				wh_human_female_fatigue	wh_human_female_idle	wh_human_female_running	Battle_Musician_Event	wh_human_female	wood	wh_human_female_walking	wh_grp_movement_humanoid	Lord_Hero				wh_human_female			false			1.2000		true	hero_default	hero_combat	false	0.0000	false	0.0000	0.0000			false			1209118813		0.0000		Battle_Individual_Footstep_Landing_Heavy	0.5000		true
wh3_ksl_human_male			wh_human_male_kislev_fatigue	wh_human_male_kislev_fatigue	wh_human_male_kislev_idle	wh_human_male_kislev_running	Battle_Musician_Event		wood	wh_human_male_kislev_walking	wh_grp_movement_humanoid	medium				wh3_ksl_human_male			false			1.0000		false			false	0.0000	false	0.0000	0.0000			false			1722649037		0.0000			0.5000		true
wh3_ksl_human_male_LORD			wh_human_male_fatigue	wh_human_male_fatigue	wh_human_male_idle	wh_human_male_running	Battle_Musician_Event	wh_human_male	wood	wh_human_male_walking		Lord_Hero				wh_human_male			false			1.2000		true	hero_default	hero_combat	false	0.0000	false	0.0000	0.0000			false			347259074		0.0000		Battle_Individual_Footstep_Landing_Heavy	0.5000		true
wh3_ksl_ice_witch_LH			wh3_ksl_ice_witch_fatigue	wh3_ksl_ice_witch_fatigue	wh3_ksl_ice_witch_idle	wh3_ksl_ice_witch_running	Battle_Musician_Event		wood	wh3_ksl_ice_witch_walking		Lord_Hero				wh3_ksl_ice_witch			false			1.2000		true	hero_default	hero_combat	false	0.0000	false	0.0000	0.0000			false			1347400243		0.0000		Battle_Individual_Footstep_Landing_Heavy	0.5000		true
wh3_ksl_katarin_LORD					wh3_ksl_katarin_idle		Battle_Musician_Event		wood		wh_grp_movement_humanoid	Lord_Hero							false			1.2000		true	hero_default	hero_combat	false	0.0000	false	0.0000	0.0000			false			1883567744		0.0000		Battle_Individual_Footstep_Landing_Heavy	0.5000		true
wh3_ksl_kostaltyn_LORD			wh3_ksl_kostaltyn_fatigue	wh3_ksl_kostaltyn_fatigue	wh3_ksl_kostaltyn_idle	wh3_ksl_kostaltyn_running	Battle_Musician_Event		wood	wh3_ksl_kostaltyn_walking		Lord_Hero							false			1.2000		true	hero_default	hero_combat	false	0.0000	false	0.0000	0.0000			false			555910676		0.0000		Battle_Individual_Footstep_Landing_Heavy	0.5000		true
wh3_ksl_patriarch_LH			wh3_ksl_patriarch_fatigue	wh3_ksl_patriarch_running	wh3_ksl_patriarch_idle	wh3_ksl_patriarch_running	Battle_Musician_Event		wood	wh3_ksl_patriarch_walking		Lord_Hero				wh3_ksl_patriarch			false			1.2000		true	hero_default	hero_combat	false	0.0000	false	0.0000	0.0000			false			1329589204		0.0000		Battle_Individual_Footstep_Landing_Heavy	0.5000		true
wh3_ksl_snow_leopard						wh3_ksl_snow_leopard_running	Battle_Musician_Event		wood	wh3_ksl_snow_leopard_walking	wh2_grp_movement_beast_medium_claws	large							false			1.0000		false			false	0.0000	true	100.0000	10.0000	Battle_Focus_Entity		false			859660478		0.0000		Battle_Individual_Footstep_Landing_Heavy	0.5000		true
wh3_ksl_war_machine_little_grom							Battle_Musician_Event		wood			war_machine							true			1.0000		false			false	0.0000	true	100.0000	10.0000	Battle_Focus_Warmachine		true			683000999		0.0000			0.5000		true
wh3_ksl_war_machine_war_sled_heavy							Battle_Musician_Event		wood			war_machine							true			1.0000		false			false	0.0000	true	100.0000	10.0000	Battle_Focus_Warmachine		true			533694658		0.0000			0.5000		true
wh3_ksl_war_machine_war_sled_light							Battle_Musician_Event		wood			war_machine							true			1.0000		false			false	0.0000	true	100.0000	10.0000	Battle_Focus_Warmachine		true			1607793130		0.0000			0.5000		true
wh3_ksl_warbear						wh3_ksl_warbear_running	Battle_Musician_Event		wood	wh3_ksl_warbear_walking	wh2_grp_movement_beast_medium_claws	large							false	wh_grp_foley_movement_beast_heavy_segmented		1.0000		false			false	0.0000	false	0.0000	0.0000			false			1247378291		0.0000		Battle_Individual_Footstep_Landing_Heavy	0.5000		true
wh3_ksl_warbear_heavy						wh3_ksl_warbear_heavy_running	Battle_Musician_Event		wood	wh3_ksl_warbear_heavy_walking		large							false			1.0000		false			false	0.0000	false	0.0000	0.0000			false			1751591197		0.0000		Battle_Individual_Footstep_Landing_Heavy	0.5000		true
wh3_ksl_yuri_LH			wh3_ksl_yuri_fatigue	wh3_ksl_yuri_fatigue	wh3_ksl_yuri_idle	wh3_ksl_yuri_running	Battle_Musician_Event		wood	wh3_ksl_yuri_walking		Lord_Hero							false			1.2000		true	hero_default	hero_combat	false	0.0000	false	0.0000	0.0000			false			1502504320		0.0000		Battle_Individual_Footstep_Landing_Heavy	0.5000		true
wh3_main_infantry_furies						wh3_main_fury_running	Battle_Musician_Event		wood	wh3_main_fury_walking	wh3_grp_movement_fury	small					wh3_grp_movement_fury	wh3_grp_movement_fury	false		wh3_grp_movement_fury	1.0000		false			false	0.0000	false	0.0000	0.0000			false			576393449		0.0000		Battle_Individual_Footstep_Landing_Hover_Medium	0.5000		true
wh3_main_ogr_gnoblar			wh3_gnoblar_fatigue	wh3_gnoblar_fatigue	wh3_gnoblar_idle	wh3_gnoblar_running	Battle_Musician_Event		wood	wh3_gnoblar_walking	wh_grp_movement_humanoid	small				wh3_gnoblar			false			0.9500		false			false	0.0000	false	0.0000	0.0000			false			1196949884		0.0000			0.5000		true
wh3_main_ogr_maneater_base			wh3_ogr_ogre_units_fatigue	wh3_ogr_ogre_units_fatigue	wh3_ogr_ogre_units_idle	wh3_ogr_ogre_units_running	Battle_Musician_Event		wood	wh3_ogr_ogre_units_walking	wh_grp_movement_ogr_units	large				wh3_ogr_ogre_units			false			1.0000		false			false	0.0000	false	0.0000	0.0000			false			726810032		0.0000		Battle_Individual_Footstep_Landing_Heavy	0.5000		true
wh3_main_ogr_mnt_rhinox_blood					wh3_main_ogr_mnt_rhinox_idle	wh3_main_ogr_mnt_rhinox_running	Battle_Musician_Event		wood	wh3_main_ogr_mnt_rhinox_walking	wh3_grp_movement_rhinox	large							false			1.0000		false			false	0.0000	true	35.0000	5.0000			false			345495686		0.0000		Battle_Individual_Footstep_Landing_Heavy	0.5000		true
wh3_main_tze_mon_flamer					wh3_main_tze_mon_flamer_idle	wh3_main_tze_mon_flamer_running	Battle_Musician_Event		wood	wh3_main_tze_mon_flamer_walking	wh_grp_movement_flamer_movement	medium							false		wh_grp_movement_flamer_movement	1.3000		false			false	0.0000	false	45.0000	10.0000	Battle_Focus_Entity		false			1358458961		0.0000		Battle_Individual_Footstep_Landing_Heavy	0.5000		true
wh3_main_tze_mon_flamer_exalted					wh3_main_tze_mon_flamer_idle	wh3_main_tze_mon_flamer_running	Battle_Musician_Event		wood	wh3_main_tze_mon_flamer_walking		large							false			1.3000		true			false	0.0000	true	45.0000	10.0000	Battle_Focus_Entity		false			38789282		0.0000		Battle_Individual_Footstep_Landing_Heavy	0.5000		true
wh3_nur_beast_of_nurgle							Battle_Musician_Event		wood			veryloud							false			1.0000		false		large_creature_combat	false	0.0000	false	0.0000	0.0000			false			1503891715		0.0000		Battle_Individual_Footstep_Landing_Heavy	0.5000		true
wh3_nur_cultist_LH			wh3_nur_cultist_fatigue	wh3_nur_cultist_fatigue	wh3_nur_cultist_idle	wh3_nur_cultist_running	Battle_Musician_Event		wood	wh3_nur_cultist_walking		Lord_Hero				wh3_nur_cultist_LH			false			1.2000		true	hero_default	hero_combat	false	0.0000	false	0.0000	0.0000			false			875781374		0.0000		Battle_Individual_Footstep_Landing_Heavy	0.5000		true
wh3_nur_exalted_great_unclean_one_LORD			wh3_nur_exalted_great_unclean_one_fatigue	wh3_nur_exalted_great_unclean_one_fatigue	wh3_nur_exalted_great_unclean_one_idle	wh3_nur_exalted_great_unclean_one_running	Battle_Musician_Event		wood	wh3_nur_exalted_great_unclean_one_walking		Lord_Hero				wh3_nur_exalted_great_unclean_one_LORD			false			1.2000		true	hero_default	hero_combat	false	0.0000	false	0.0000	0.0000			false			1206297968		0.0000		Battle_Individual_Footstep_Landing_Heavy	0.5000		true
wh3_nur_great_unclean_one_LH			wh3_nur_great_unclean_one_fatigue	wh3_nur_great_unclean_one_fatigue	wh3_nur_great_unclean_one_idle	wh3_nur_great_unclean_one_running	Battle_Musician_Event		wood	wh3_nur_great_unclean_one_walking		Lord_Hero				wh3_nur_great_unclean_one_LH			false			1.2000		true	hero_default	hero_combat	false	0.0000	false	0.0000	0.0000			false			573561412		0.0000		Battle_Individual_Footstep_Landing_Heavy	0.5000		true
wh3_nur_kugath_plaguefather_LORD			wh3_nur_kugath_fatigue	wh3_nur_kugath_fatigue	wh3_nur_kugath_idle	wh3_nur_kugath_running	Battle_Musician_Event		wood	wh3_nur_kugath_walking		Lord_Hero							false			1.2000		true	hero_default	hero_combat	false	0.0000	false	0.0000	0.0000			false			1299784319		0.0000		Battle_Individual_Footstep_Landing_Heavy	0.5000		true
wh3_nur_nurgling_swarm		wh2_ancient_salamander_running	wh3_nur_nurglings_fatigue	wh3_nur_nurglings_fatigue	wh3_nur_nurglings_idle	wh3_nur_nurglings_running	Battle_Musician_Event		wood	wh3_nur_nurglings_walking	wh3_grp_movement_nurgling_swarm	small				wh3_nur_nurgling			false		wh3_grp_movement_nurgling_swarm_idle	1.0000		false			false	0.0000	false	0.0000	0.0000			false			1493839705		0.0000			0.5000		true
wh3_nur_palanquin							Battle_Musician_Event		wood			Lord_Hero							false			1.0000		false			false	0.0000	false	0.0000	0.0000			false			1201316149		0.0000		Battle_Individual_Footstep_Landing_Heavy	0.5000		true
wh3_nur_palanquin_kugath							Battle_Musician_Event		wood			Lord_Hero							false			1.0000		false			false	0.0000	false	0.0000	0.0000			false			989864704		0.0000		Battle_Individual_Footstep_Landing_Heavy	0.5000		true
wh3_nur_plague_toad					wh3_nur_plague_toad_idle	wh3_nur_plague_toad_running	Battle_Musician_Event		wood	wh3_nur_plague_toad_walking	wh3_grp_movement_beast_medium_plague_toads	large							false			1.0000		false			false	0.0000	false	0.0000	0.0000			false			365505644		0.0000		Battle_Individual_Footstep_Landing_Heavy	0.5000		true
wh3_nur_plaguebearer			wh3_nur_plaguebearer_fatigue	wh3_nur_plaguebearer_fatigue	wh3_nur_plaguebearer_idle	wh3_nur_plaguebearer_running	Battle_Musician_Event		wood	wh3_nur_plaguebearer_walking	wh_grp_movement_beast_medium	medium				wh3_nur_plaguebearer			false		wh3_grp_foley_plague_bearer_flies	1.0000		false			false	0.0000	false	0.0000	0.0000			false			580142520		0.0000			0.5000		true
wh3_nur_plaguebearer_herald_LORD			wh3_nur_plaguebearer_herald_fatigue	wh3_nur_plaguebearer_herald_fatigue	wh3_nur_plaguebearer_herald_idle	wh3_nur_plaguebearer_herald_running	Battle_Musician_Event		wood	wh3_nur_plaguebearer_herald_walking		Lord_Hero				wh3_nur_plaguebearer_herald			false			1.2000		true	hero_default	hero_combat	false	0.0000	false	0.0000	0.0000			false			728476330		0.0000		Battle_Individual_Footstep_Landing_Heavy	0.5000		true
wh3_nur_plaguebearer_plagueridden_LH			wh3_nur_plagueridden_fatigue	wh3_nur_plagueridden_fatigue	wh3_nur_plagueridden_idle	wh3_nur_plagueridden_running	Battle_Musician_Event		wood	wh3_nur_plagueridden_walking		Lord_Hero				wh3_nur_plagueridden			false			1.2000		true	hero_default	hero_combat	false	0.0000	false	0.0000	0.0000			false			1285603959		0.0000		Battle_Individual_Footstep_Landing_Heavy	0.5000		true
wh3_nur_rot_fly					wh3_nur_rot_fly_idle	wh3_nur_rot_fly_running	Battle_Musician_Event		wood	wh3_nur_rot_fly_walking		large					wh3_grp_movement_rotfly	wh3_grp_movement_rotfly	false		wh3_grp_vocalisation_rotfly_idle	1.0000		false			false	0.0000	true	130.0000	15.0000	Battle_Focus_Entity		true			457146938	wh3_rot_flies_pool	0.0000	battle_wingflaps	Battle_Individual_Footstep_Landing_Hover_Medium	0.5000		true
wh3_nur_soul_grinder									metal			large							false			1.0000		true		large_creature_combat	false	0.0000	true	100.0000	10.0000	Battle_Focus_Entity		true			518582416	wh3_sould_grinder_pool	0.0000		Battle_Individual_Footstep_Landing_Heavy	0.5000		true
wh3_nur_war_machine_large	wh_wooden_creaks			wh_wooden_creaks	wh_wooden_creaks	wh_wooden_creaks	Battle_Musician_Event		wood			war_machine		wh_war_machine_wef_movement_large	wh_war_machine_wef_rotation_large				true			1.0000		false			false	0.0000	true	150.0000	10.0000	Battle_Focus_Warmachine		true			280093136		0.0000			0.5000		true
wh3_ogr_butcher_LH			wh3_ogr_butcher_fatigue	wh3_ogr_butcher_fatigue	wh3_ogr_butcher_idle	wh3_ogr_butcher_running	Battle_Musician_Event		wood	wh3_ogr_butcher_idle		Lord_Hero				wh3_ogr_butcher_LH			false			1.2000		true	hero_default	hero_combat	false	0.0000	false	0.0000	0.0000			false			986612907		0.0000		Battle_Individual_Footstep_Landing_Heavy	0.5000		true
wh3_ogr_firebelly_LH			wh3_ogr_firebelly_fatigue	wh3_ogr_firebelly_fatigue	wh3_ogr_firebelly_idle	wh3_ogr_firebelly_running	Battle_Musician_Event		wood	wh3_ogr_firebelly_walking		Lord_Hero				wh3_ogr_firebelly_LH			false			1.2000		true	hero_default	hero_combat	false	0.0000	false	0.0000	0.0000			false			1667227604		0.0000		Battle_Individual_Footstep_Landing_Heavy	0.5000		true
wh3_ogr_giant					wh_gaint_idle	wh_giant_running	Battle_Musician_Event		wood	wh_giant_walking		veryloud							false			1.0000		true		large_creature_combat	false	0.0000	true	100.0000	10.0000	Battle_Focus_Entity		true			1011499899	giants_pool	0.0000		Battle_Individual_Footstep_Landing_Heavy	0.5000		true
wh3_ogr_gorger							Battle_Musician_Event		wood		wh_grp_movement_beast_heavy	large							false			1.0000		false			false	0.0000	true	45.0000	10.0000	Battle_Focus_Entity		false			99305124		0.0000		Battle_Individual_Footstep_Landing_Heavy	0.5000		true
