key	max_attenuation_fire	max_attenuation_impact	max_attenuation_inflight	inflight_min_speed	fire_start_event	fire_stop_event	incoming_event	impact_event	impact_blood_event	inflight_start_event	inflight_stop_event	hit_tree_start_event	hit_tree_stop_event	idle_start_event	idle_stop_event	max_attenuation_idle	obstruction_size	use_reverb	group_fire	group_inflight	group_impact	incoming_time	rtpc_1_name	rtpc_1_assignment	rtpc_2_name	rtpc_2_assignment	switch_1	fire_only_trigger_once_per_volley	inflight_only_trigger_once_per_volley	impact_only_trigger_once_per_volley	flyby_event	flyby_distance	doppler_rtpc_name	limitation	limitation_scale_fire	limitation_scale_inflight	limitation_scale_impact	limitation_scale_incoming	limitation_scale_flyby
wh2_skv_tower_doomrocket	500.0000	500.0000	500.0000	22.0000	Battle_Individual_Projectile_SKV_Tower_Doomrocket_Launch			Battle_Individual_Projectile_SKV_Tower_Doomrocket_Impact		Battle_Individual_Projectile_SKV_Tower_Doomrocket_Inflight_Start	Battle_Individual_Projectile_SKV_Tower_Doomrocket_Inflight_Stop	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Stop			100.0000	0.0000	true				1.0000						true	true	true		10.0000	Battle_Projectile_Doppler	magic	1.0000	0.0000	1.0000	0.5000	0.5000
wh2_skv_tower_warp_lightning	250.0000	600.0000	400.0000	0.0000	Battle_Individual_Projectile_SKV_Tower_Warp_Lightning_Launch					Battle_Individual_Projectile_SKV_Tower_Warp_Lightning_Inflight_Start	Battle_Individual_Projectile_SKV_Tower_Warp_Lightning_Inflight_Stop	Battle_Individual_Projectile_Impact_Tree_Canopy_Large_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Large_Stop			100.0000	0.0000	false				1.0000	Battle_Projectile_Time_Till_Impact	Projectile_Time_Till_Impact				true	true	true	Battle_Individual_Projectile_SKV_Tower_Warp_Lightning_Flyby	40.0000	Battle_Projectile_Doppler	magic	1.0000	0.0000	1.0000	0.5000	0.5000
wh2_slingshot_rock_small	150.0000	100.0000	100.0000	22.0000				Battle_Individual_Projectile_Rock_Small_Impact				Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Stop			100.0000	0.0000	false	wh2_grp_projectile_small_rock_fire_normal	wh2_grp_projectile_small_rock_inflight_normal	wh2_grp_projectile_small_rock_impact_normal	1.0000						false	false	false	Battle_Individual_Projectile_Dart_Flyby	10.0000		small	1.0000	0.0000	1.0000	0.5000	0.5000
wh2_solar_engine	400.0000	400.0000	400.0000	0.0000	Battle_Individual_Solar_Engine_Fire		Battle_Individual_Projectile_Incoming_Shell			Battle_Individual_Solar_Engine_Inflight_Start	Battle_Individual_Solar_Engine_Inflight_Stop	Battle_Individual_Projectile_Impact_Tree_Canopy_Large_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Large_Stop			100.0000	0.0000	false			wh2_grp_projectile_solar_engine_impact	1.0000						false	false	true	Battle_Individual_Projectile_Solar_Engine_Flyby	50.0000	Battle_Projectile_Doppler	magic	1.0000	0.0000	1.0000	0.5000	0.5000
wh2_tmb_tower_magic_missle	250.0000	500.0000	300.0000	10.0000	Battle_Individual_Projectile_TMB_Tower_Magic_Missile_Launch_Whoosh		Battle_Individual_Projectile_TMB_Tower_Magic_Missile_Incoming			Battle_Individual_Projectile_TMB_Tower_Magic_Missile_InFlight_Play	Battle_Individual_Projectile_TMB_Tower_Magic_Missile_InFlight_Stop	Battle_Individual_Projectile_Impact_Tree_Canopy_Large_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Large_Stop			100.0000	0.0000	true			wh2_grp_projectile_tower_tmb_magic_missile_impact	1.0000	Battle_Projectile_Speed	Projectile_Speed				true	true	true	Battle_Individual_Projectile_TMB_Tower_Magic_Missile_Flyby	25.0000	Battle_Projectile_Doppler	magic	1.0000	0.0000	1.0000	0.5000	0.5000
wh2_tower_hef	400.0000	500.0000	400.0000	10.0000	Battle_Individual_Projectile_HEF_tower_missile_Launch		Battle_IND_Magic_Fire_Fireball_Incoming			Battle_Individual_Projectile_HEF_tower_missile_InFlight_play	Battle_Individual_Projectile_HEF_tower_missile_InFlight_stop					500.0000	0.0000	true				1.0000						false	false	false	Battle_Individual_Projectile_HEF_tower_missile_Flyby	50.0000		large	1.0000	0.0000	1.0000	0.5000	0.5000
wh2_ushabti_bolt	0.0000	240.0000	255.0000	22.0000				Battle_Individual_Projectile_Ushabti_Bolt_Impact		Battle_Individual_Projectile_Ushabti_Bolt_InFlight_Play	Battle_Individual_Projectile_Ushabti_Bolt_InFlight_Stop	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Stop			100.0000	0.0000	true				1.0000						false	false	false		20.0000	Battle_Projectile_Doppler	small	1.0000	0.0000	1.0000	0.5000	0.5000
wh2_ushabti_bolt_ror	0.0000	240.0000	255.0000	22.0000				Battle_Individual_Projectile_Ushabti_Bolt_Impact		Battle_Individual_Projectile_Ushabti_Bolt_InFlight_Play	Battle_Individual_Projectile_Ushabti_Bolt_InFlight_Stop	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Stop			100.0000	0.0000	true				1.0000						false	false	false		20.0000	Battle_Projectile_Doppler	small	1.0000	0.0000	1.0000	0.5000	0.5000
wh2_warpfiregun_flame	100.0000	150.0000	90.0000	10.0000												100.0000	0.0000	false		wh2_grp_warpfiregun_loop	wh2_grp_projectile_warpfiregun_flame	1.0000						false	false	false		10.0000		medium	1.0000	0.0000	1.0000	0.5000	0.5000
wh3_catapult_scrap	250.0000	500.0000	300.0000	10.0000	Battle_Individual_Projectile_Scrap_Launcher_Launch		Battle_Individual_Projectile_Incoming_Rock			Battle_Individual_Projectile_Scrap_Launcher_InFlight_Play	Battle_Individual_Projectile_Scrap_Launcher_InFlight_Stop	Battle_Individual_Projectile_Impact_Tree_Canopy_Large_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Large_Stop			100.0000	0.0000	true			wh3_grp_projectile_scrap_impact	1.0000	Battle_Projectile_Speed	Projectile_Speed				false	false	false	Battle_Individual_Projectile_Scrap_Launcher_Flyby	30.0000	Battle_Projectile_Doppler	medium	1.0000	0.0000	1.0000	0.5000	0.5000
wh3_chs_tower_hell_cannon	250.0000	400.0000	250.0000	10.0000	Battle_Individual_Projectile_CHS_Tower_Hell_Cannon_Fire		Battle_Individual_Projectile_Generic_Tower_Incoming_Rock			Battle_Individual_Projectile_CHS_Tower_Hell_Cannon_InFlight_Play	Battle_Individual_Projectile_CHS_Tower_Hell_Cannon_InFlight_Stop	Battle_Individual_Projectile_Impact_Tree_Canopy_Large_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Large_Stop			100.0000	0.0000	true				1.0000						false	false	true	Battle_Individual_Projectile_CHS_Tower_Hell_Cannon_FlyBy	10.0000	Battle_Projectile_Doppler	medium	1.0000	0.0000	1.0000	0.5000	0.5000
wh3_cth_tower_helstorm_rocket	400.0000	400.0000	400.0000	10.0000	Battle_Individual_Projectile_CTH_Tower_Rocket_Launch		Battle_Individual_Projectile_CTH_Tower_Rocket_Incoming			Battle_Individual_Projectile_CTH_Tower_Rocket_InFlight_Play	Battle_Individual_Projectile_CTH_Tower_Rocket_InFlight_Stop	Battle_Individual_Projectile_Impact_Tree_Canopy_Large_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Large_Stop			100.0000	0.0000	true			wh_grp_drakegun_loop	1.0000	Battle_Projectile_Height	Projectile_Height				false	false	false		10.0000	Battle_Projectile_Doppler	large	1.0000	0.0000	1.0000	0.5000	0.5000
wh3_dlc21_marauder_throwing_Axes	100.0000	65.0000	50.0000	22.0000	Battle_Individual_Projectile_Marauder_Flame_Throwing_Axe_Launch			Battle_Individual_Projectile_Marauder_Flame_Throwing_Axe_Impact		Battle_Individual_Projectile_Marauder_Flame_Throwing_Axe_Inflight_Play	Battle_Individual_Projectile_Marauder_Flame_Throwing_Axe_Inflight_Stop	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Stop			100.0000	0.0000	false		wh3_dlc21_grp_projectile_marauder_throwing_axes_inflight	wh3_dlc21_grp_projectile_marauder_throwing_axes_impact	1.0000						false	false	false	Battle_Individual_Projectile_Marauder_Flame_Throwing_Axe_Flyby	10.0000		small	1.0000	0.0000	1.0000	0.5000	0.8000
wh3_dlc21_rune_of_flight	200.0000	50.0000	100.0000	10.0000	IND_Magic_Special_Ability_Rune_of_Flight_Launch					IND_Magic_Special_Ability_Rune_of_Flight_Inflight_Start	IND_Magic_Special_Ability_Rune_of_Flight_Inflight_Stop	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Stop			100.0000	0.0000	false			wh3_dlc21_grp_ability_rune_of_flight_impact	1.0000						true	true	false		10.0000		small	1.0000	0.0000	1.0000	0.5000	0.5000
wh3_kho_tower_helblaster_bullet_multi_impact	250.0000	160.0000	100.0000	10.0000	Battle_Individual_Projectile_Generic_Tower_Bullet_Launch			Battle_Individual_Projectile_KHO_Tower_Bullet_Large_Cluster_Impact				Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Stop			100.0000	0.0000	true		wh3_kho_tower_grp_projectile_bullet_inflight	wh3_kho_tower_grp_projectile_bullet_impact_multi_large	1.0000	Battle_Projectile_Speed	Projectile_Speed			Battle_Projectile_Impact_Target	false	true	true	Battle_Individual_Projectile_KHO_Tower_Bullet_Large_Passby	15.0000		large	1.0000	0.0000	1.0000	0.5000	0.5000
wh3_kho_tower_skullcannon_projectile	400.0000	400.0000	230.0000	0.0000	Battle_Individual_Projectile_KHO_Tower_Skull_Cannon_Launch		Battle_Individual_Projectile_KHO_Tower_Skull_Cannon_Incoming			Battle_Individual_Projectile_KHO_Tower_Skull_Cannon_InFlight_Play	Battle_Individual_Projectile_KHO_Tower_Skull_Cannon_InFlight_Stop	Battle_Individual_Projectile_Impact_Tree_Canopy_Large_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Large_Stop			100.0000	0.0000	false				1.0000	Battle_Projectile_Speed	Projectile_Speed				false	false	true	Battle_Individual_Projectile_KHO_Tower_Skull_Cannon_Flyby	25.0000	Battle_Projectile_Doppler	magic	1.0000	0.0000	1.0000	0.5000	0.5000
wh3_ksl_tower_frost	400.0000	600.0000	450.0000	0.0000	Battle_Individual_Projectile_KSL_Tower_Frost_Launch					Battle_Individual_Projectile_KSL_Tower_Frost_InFlight_Start	Battle_Individual_Projectile_KSL_Tower_Frost_InFlight_Stop	Battle_Individual_Projectile_Impact_Tree_Canopy_Large_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Large_Stop			100.0000	0.0000	false				1.0000	Battle_Projectile_Time_Till_Impact	Projectile_Time_Till_Impact				false	false	true	Battle_Individual_Projectile_KSL_Tower_Frost_FlyBy	40.0000	Battle_Projectile_Doppler	magic	1.0000	0.0000	1.0000	0.5000	0.5000
wh3_ksl_tower_lightning	400.0000	600.0000	450.0000	0.0000						Battle_Individual_Projectile_KSL_Tower_Lightning_Inflight_Start	Battle_Individual_Projectile_KSL_Tower_Lightning_Inflight_Stop	Battle_Individual_Projectile_Impact_Tree_Canopy_Large_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Large_Stop			100.0000	0.0000	false				1.0000	Battle_Projectile_Time_Till_Impact	Projectile_Time_Till_Impact				false	false	true	Battle_Individual_Projectile_KSL_Tower_Lightning_Flyby	40.0000	Battle_Projectile_Doppler	magic	1.0000	0.0000	1.0000	0.5000	0.5000
wh3_magic_lord_of_the_storm	500.0000	500.0000	350.0000	10.0000	Battle_IND_Magic_WH3_Ability_Lord_of_the_Storm_Launch			Battle_IND_Magic_Ability_Lord_of_the_Storm_Impacts		Battle_IND_Magic_WH3_Ability_Lord_of_the_Storm_Inflight_Start	Battle_IND_Magic_WH3_Ability_Lord_of_the_Storm_Inflight_Stop					500.0000	0.0000	true				1.0000						true	false	true		10.0000		magic	1.0000	0.0000	1.0000	0.5000	0.5000
wh3_magic_thorsens_thunderstorm	500.0000	500.0000	500.0000	10.0000			Battle_IND_Magic_Heavens_Thorsens_Thunderstorm_Incoming			Battle_IND_Magic_Heavens_Thorsens_Thunderstorm_Inflight_Start	Battle_IND_Magic_Heavens_Thorsens_Thunderstorm_Inflight_Stop					500.0000	0.0000	true				1.0000						false	false	false		10.0000		magic	1.0000	0.0000	1.0000	0.5000	0.5000
wh3_main_abilities_Godkiller_Pistol	200.0000	350.0000	400.0000	0.0000	Battle_IND_Magic_Damned_Pistol_Launch			Battle_IND_Magic_Damned_Pistol_Impact		Battle_IND_Magic_Damned_Pistol_Inflight_Start	Battle_IND_Magic_Damned_Pistol_Inflight_Stop					100.0000	0.0000	false				1.0000						true	false	false	Battle_IND_Magic_Damned_Pistol_Flyby	20.0000	Battle_Projectile_Doppler	magic	1.0000	0.0000	1.0000	0.5000	0.5000
wh3_main_ability_ogr_fire_breath	550.0000	550.0000	300.0000	10.0000	IND_Magic_Ogre_Fire_Breath_Ignite					IND_Magic_Ogre_Fire_Breath_Inflight_Start	IND_Magic_Ogre_Fire_Breath_Inflight_Stop					100.0000	0.0000	false				1.0000						true	true	false	IND_Magic_Ogre_Fire_Breath_Flyby	20.0000	Battle_Projectile_Doppler	magic	1.0000	0.0000	1.0000	0.5000	0.5000
wh3_main_army_abilities_bolt_of_change	500.0000	500.0000	1000.0000	0.0000	IND_Magic_Tzeentch_Bolt_Of_Change_Projectile_Shoot					IND_Magic_Tzeentch_Bolt_Of_Change_Projectile_Loop	IND_Magic_Tzeentch_Bolt_Of_Change_Projectile_Loop_Stop					100.0000	0.0000	false			wh3_main_grp_spell_tzeentch_bolt_of_change_impact	2.5000	Battle_Projectile_Height	Projectile_Height	Battle_Projectile_Time_Till_Impact	Projectile_Time_Till_Impact		false	false	false		10.0000		magic	1.0000	0.0000	1.0000	0.5000	0.5000
wh3_main_army_abilities_celestial_intervention	500.0000	500.0000	500.0000	0.0000	IND_Magic_Cathay_Celestial_Intervention_Shoot			IND_Magic_Cathay_Celestial_Intervention_Explosion		IND_Magic_Cathay_Celestial_Intervention_Projectile_In_Flight						100.0000	0.0000	false				1.5000	Battle_Projectile_Height	Projectile_Height	Battle_Projectile_Time_Till_Impact	Projectile_Time_Till_Impact		false	false	false		10.0000		magic	1.0000	0.0000	1.0000	0.5000	0.5000
wh3_main_army_abilities_storm_of_fire	500.0000	500.0000	1000.0000	0.0000				IND_Magic_Tzeentch_Storm_of_Fire_Projectile_Impact		IND_Magic_Tzeentch_Storm_of_Fire_Projectile_Loop_Start	IND_Magic_Tzeentch_Storm_of_Fire_Projectile_Loop_Stop					100.0000	0.0000	false				1.5000	Battle_Projectile_Height	Projectile_Height	Battle_Projectile_Time_Till_Impact	Projectile_Time_Till_Impact		false	false	false		10.0000		magic	1.0000	0.0000	1.0000	0.5000	0.5000
wh3_main_army_ability_ogr_stoneshaker	0.0000	500.0000	500.0000	10.0000			IND_Magic_Ogre_Stoneshaker_Incoming									100.0000	0.0000	false				1.0000		Projectile_Speed		Projectile_Height		false	false	false		10.0000		large	1.0000	0.0000	1.0000	1.0000	0.5000
wh3_main_character_abilities_crippling_throw	200.0000	200.0000	200.0000	10.0000				IND_Magic_Ogre_Crippling_Throw_Impact		IND_Magic_Ogre_Crippling_Throw_Inflight_Start	IND_Magic_Ogre_Crippling_Throw_Inflight_Stop					500.0000	0.0000	true				1.0000						false	false	false	IND_Magic_Ogre_Crippling_Throw_Flyby	10.0000	Battle_Projectile_Doppler	magic	1.0000	0.0000	1.0000	0.5000	0.5000
wh3_main_cth_grand_cannon_ball	400.0000	400.0000	300.0000	10.0000			Battle_Individual_Projectile_Incoming_Rock	Battle_Individual_Projectile_Grand_Cannon_Impact		Battle_Individual_Projectile_Grand_Cannon_Inflight_Play	Battle_Individual_Projectile_Grand_Cannon_Inflight_Stop	Battle_Individual_Projectile_Impact_Tree_Canopy_Large_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Large_Stop			100.0000	0.0000	true			wh2_grp_projectile_cannonball_impact	1.0000	Battle_Projectile_Speed	Projectile_Speed				false	false	true	Battle_Individual_Projectile_Grand_Cannon_Passby	10.0000	Battle_Projectile_Doppler	large	1.0000	0.0000	1.0000	0.5000	0.5000
wh3_main_cth_projectile_fire_rain_rocket_battery	150.0000	400.0000	100.0000	10.0000			Battle_Individual_Projectile_Fire_Rain_Rocket_Battery_Incoming			Battle_Individual_Projectile_Fire_Rain_Rocket_Battery_InFlight_Play	Battle_Individual_Projectile_Fire_Rain_Rocket_Battery_InFlight_Stop	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Stop			100.0000	0.0000	true		wh3_grp_cth_projectile_fire_rain_rocket_battery_inflight	wh_grp_drakegun_loop	1.0000	Battle_Projectile_Height	Projectile_Height				false	false	false		10.0000	Battle_Projectile_Doppler	large	1.0000	0.0000	1.0000	0.5000	0.5000
wh3_main_cth_sky_junk_rocket	150.0000	400.1500	90.0000	10.0000	Battle_Individual_Projectile_Sky_Junk_Rocket_Launch		Battle_Individual_Projectile_Incoming_Rocket			Battle_Individual_Projectile_Sky_Junk_Rocket_Inflight_Play	Battle_Individual_Projectile_Sky_Junk_Rocket_Inflight_Stop	Battle_Individual_Projectile_Impact_Tree_Canopy_Large_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Large_Stop			100.0000	0.0000	true	wh3_main_cth_sky_junk_rocket_launch	wh3_main_cth_sky_junk_rocket_inflight	wh3_main_cth_sky_junk_rocket_impact	1.0000	Battle_Projectile_Height	Projectile_Height				false	false	false		10.0000	Battle_Projectile_Doppler	large	1.0000	0.0000	1.0000	0.5000	0.5000
wh3_main_kho_abilities_bellow_of_fury	550.0000	500.0000	500.0000	22.0000												100.0000	0.0000	true	wh3_main_ability_kho_bellow_of_fury_launch	wh3_main_ability_kho_bellow_of_fury_inflight	wh3_main_ability_kho_bellow_of_fury_impact	1.0000	Battle_Projectile_Speed	Projectile_Speed				false	false	false		20.0000	Battle_Projectile_Doppler	large	1.0000	1.0000	5.0000	0.5000	0.5000
wh3_main_kho_skullcannon_projectile	400.0000	400.0000	230.0000	0.0000			Battle_Individual_Projectile_Skull_Cannon_Incoming			Battle_Individual_Projectile_Skull_Cannon_InFlight_Play	Battle_Individual_Projectile_Skull_Cannon_InFlight_Stop	Battle_Individual_Projectile_Impact_Tree_Canopy_Large_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Large_Stop			100.0000	0.0000	false				1.0000	Battle_Projectile_Speed	Projectile_Speed				false	false	true	Battle_Individual_Projectile_Skull_Cannon_Flyby	25.0000	Battle_Projectile_Doppler	magic	1.0000	0.0000	1.0000	0.5000	0.5000
wh3_main_kis_abilities_elemental_breath	550.0000	550.0000	350.0000	10.0000												100.0000	0.0000	false	wh3_main_ability_kis_elemental_breath_launch	wh3_main_ability_kis_elemental_breath_inflight	wh3_main_ability_kis_elemental_breath_impact	1.0000						false	false	false		10.0000		medium	1.0000	0.0000	1.0000	0.5000	0.5000
wh3_main_kis_abilities_ice_shard	500.0000	500.0000	500.0000	10.0000	IND_Magic_Kislev_Ice_Shard_Launch					IND_Magic_Kislev_Ice_Shard_Inflight_Start	IND_Magic_Kislev_Ice_Shard_Inflight_Stop					500.0000	0.0000	true			wh3_main_ability_kis_ice_shard_impact	1.0000						false	false	false		10.0000	Battle_Projectile_Doppler	magic	1.0000	0.0000	1.0000	0.5000	0.5000
wh3_main_ksl_little_grom_cannonball	400.0000	400.0000	300.0000	10.0000			Battle_Individual_Projectile_Incoming_Rock	Battle_Individual_Projectile_Little_Grom_Cannon_Ball_Explosion		Battle_Individual_Projectile_Little_Grom_Cannon_Ball_InFlight_Play	Battle_Individual_Projectile_Little_Grom_Cannon_Ball_InFlight_Stop	Battle_Individual_Projectile_Impact_Tree_Canopy_Large_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Large_Stop			100.0000	0.0000	true			wh3_grp_projectile_little_grom_cannonball_impact	1.0000	Battle_Projectile_Speed	Projectile_Speed				false	false	true	Battle_Individual_Projectile_Little_Grom_Cannon_Ball_Flyby	30.0000	Battle_Projectile_Doppler	large	1.0000	0.0000	1.0000	0.5000	0.5000
wh3_main_nur_exalted_plaguebearer_throw	150.0000	100.0000	150.0000	22.0000	Battle_Individual_Projectile_Exalted_Plaguebearer_Launch			Battle_Individual_Projectile_Exalted_Plaguebearer_Spit_Impact		Battle_Individual_Projectile_Exalted_Plaguebearer_InFlight_Play	Battle_Individual_Projectile_Exalted_Plaguebearer_InFlight_Stop	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Stop			100.0000	0.0000	false	wh3_grp_projectile_exalted_plague_bearer_launch	wh3_grp_projectile_exalted_plague_bearer_inflight	wh3_grp_projectile_exalted_plague_bearer_impact	1.0000						false	false	false		10.0000		medium	0.5000	0.0000	0.2000	0.5000	0.5000
wh3_main_nur_plague_drone_spit	200.0000	100.0000	200.0000	22.0000	Battle_Individual_Projectile_Plague_Drone_Launch			Battle_Individual_Projectile_Plague_Drone_Spit_Impact		Battle_Individual_Projectile_Plague_Drone_InFlight_Play	Battle_Individual_Projectile_Plague_Drone_InFlight_Stop	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Stop			100.0000	0.0000	false	wh3_grp_projectile_plague_drone_launch	wh3_grp_projectile_plague_drone_inflight	wh3_grp_projectile_plague_drone_impact	1.0000						false	false	false		10.0000		medium	0.0000	0.2000	0.0000	0.5000	0.5000
wh3_main_nur_soul_grinder_bombard	150.0000	200.0000	100.0000	10.0000	Battle_Individual_Projectile_Nur_Soul_Grinder_Launch_Play			Battle_Individual_Projectile_Nur_Soul_Grinder_Impact_Play		Battle_Individual_Projectile_Nur_Soul_Grinder_Inflight_Play	Battle_Individual_Projectile_Nur_Soul_Grinder_Inflight_Stop	Battle_Individual_Projectile_Impact_Tree_Canopy_Large_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Large_Stop			100.0000	0.0000	true				1.0000						false	false	false	Battle_Individual_Projectile_Nur_Soul_Grinder_Passby_Play	25.0000		medium	1.0000	0.0000	1.0000	0.5000	0.5000
wh3_main_spell_slaanesh_slicing_shards	500.0000	500.0000	500.0000	10.0000												500.0000	0.0000	true		wh3_main_spell_slaanesh_slicing_shards_Inflight	wh3_main_spell_slaanesh_slicing_shards_Impact	1.0000						false	false	true		10.0000		magic	1.0000	0.0000	1.0000	0.5000	0.5000
wh3_main_spell_tempest_hailstorm	500.0000	500.0000	360.0000	10.0000			IND_MAGIC_Tempest_Hailstorm_Incoming									500.0000	0.0000	true		wh3_main_grp_spell_hailstorm_inflight	wh3_main_spell_tempest_hailstorm_cluster	1.2000						false	false	true		10.0000		magic	1.0000	0.0000	1.0000	0.5000	0.5000
wh3_main_spell_tzeentch_blue_flame_of_tzeentch	350.0000	500.0000	500.0000	0.0000	IND_Magic_Tzeentch_Blue_Fire_of_Tzeentch_Start											100.0000	0.0000	false		wh3_main_grp_spell_blue_fire_of_tzeentch_inflight	wh3_main_grp_spell_tzeentch_blue_fire_tzeentch_impact	1.0000						true	false	false		20.0000	Battle_Projectile_Doppler	magic	1.0000	0.0000	1.0000	0.5000	0.5000
wh3_main_tze_projectile_blue_horror_fire_bolt	150.0000	150.0000	100.0000	22.0000	Battle_Individual_Projectile_Horror_Blue_Fire_Bolt_Launch_Play			Battle_Individual_Projectile_Horror_Blue_Fire_Bolt_Impact_Play		Battle_Individual_Projectile_Horror_Blue_Fire_Bolt_Inflight_Play	Battle_Individual_Projectile_Horror_Blue_Fire_Bolt_Inflight_Stop	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Stop			100.0000	0.0000	false	wh3_grp_tze_projectile_blue_horror_fire_bolt_launch	wh3_grp_tze_projectile_blue_horror_fire_bolt_inflight	wh3_grp_tze_projectile_blue_horror_fire_bolt_impact	1.0000						false	false	false	Battle_Individual_Projectile_Horror_Blue_Fire_Bolt_Flyby_Play	17.0000		small	0.7000	0.8000	0.6000	0.5000	0.5000
wh3_main_tze_projectile_flamer	150.0000	240.0000	200.0000	0.6000	Battle_Individual_Projectile_Flamer_Launch_Play			Battle_Individual_Projectile_Flamer_Impact_Play		Battle_Individual_Projectile_Flamer_Inflight_Play	Battle_Individual_Projectile_Flamer_Inflight_Stop	Battle_Individual_Projectile_Impact_Tree_Canopy_Large_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Large_Stop			100.0000	0.0000	false	wh3_grp_tze_projectile_flamer_launch	wh3_grp_tze_projectile_flamer_inflight	wh3_grp_tze_projectile_flamer_impact	1.0000						true	true	false	Battle_Individual_Projectile_Flamer_Flyby_Play	17.0000		medium	1.0000	1.0000	0.8000	0.5000	0.8000
wh3_main_tze_projectile_iridescent_horror_fire_bolt	200.0000	400.0000	200.0000	20.0000	Battle_Individual_Projectile_Horror_Iridescent_Fire_Bolt_Launch_Play			Battle_Individual_Projectile_Horror_Iridescent_Fire_Bolt_Impact_Play		Battle_Individual_Projectile_Horror_Iridescent_Fire_Bolt_Inflight_Play	Battle_Individual_Projectile_Horror_Iridescent_Fire_Bolt_Inflight_Stop	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Stop			100.0000	0.0000	false				1.0000						false	false	false	Battle_Individual_Projectile_Horror_Iridescent_Fire_Bolt_Flyby_Play	150.0000		small	1.0000	1.0000	0.6000	1.0000	0.8000
wh3_main_tze_projectile_pink_exhalted_horror_fire_bolt	150.0000	200.0000	100.0000	22.0000	Battle_Individual_Projectile_Horror_Exhalted_Fire_Bolt_Launch_Play			Battle_Individual_Projectile_Horror_Exhalted_Fire_Bolt_Impact_Play		Battle_Individual_Projectile_Horror_Exhalted_Fire_Bolt_Inflight_Play	Battle_Individual_Projectile_Horror_Exhalted_Fire_Bolt_Inflight_Stop	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Stop			100.0000	0.0000	false	wh3_grp_tze_projectile_pink_exhalted_horror_fire_bolt_launch	wh3_grp_tze_projectile_pink_exhalted_horror_fire_bolt_inflight	wh3_grp_tze_projectile_pink_exhalted_horror_fire_bolt_impact	1.0000						false	false	false	Battle_Individual_Projectile_Horror_Exhalted_Fire_Bolt_Flyby_Play	17.0000		small	1.0000	0.0000	1.0000	0.5000	0.8000
