key	index	subculture	category	name_group	skin	ui_skin	is_rebel	flags_path	primary_colour_r	primary_colour_g	primary_colour_b	alt_primary_colour_r	alt_primary_colour_g	alt_primary_colour_b	secondary_colour_r	secondary_colour_g	secondary_colour_b	alt_secondary_colour_r	alt_secondary_colour_g	alt_secondary_colour_b	uniform_colour_r	uniform_colour_g	uniform_colour_b	alt_uniform_colour_r	alt_uniform_colour_g	alt_uniform_colour_b	rebel_colour_r	rebel_colour_g	rebel_colour_b	military_group	movie_death_event	unit_regiment_name_group	ship_name_group	pre_battle_speech_parameter	card_colour_r	card_colour_g	card_colour_b	audio_voiceover_culture	mp_force_gen_template	faction_swapping_id	win_movie	waaagh_faction	waaagh_general_unit	is_quest_faction	cdir_military_generator_config	feature_forest	default_audio_actor_vo_group	text_replacement_key	neutral_reinforcement_factions	can_accept_gifts_when_dead	uniform_colour_primary	uniform_colour_secondary	uniform_colour_tertiary	banner_colour_primary	banner_colour_secondary	banner_colour_tertiary	primary_colour	override_target_unit_vo_culture	music_feedback_group	ui_main_theme_skin
wh3_main_cth_rebel_lords_of_nan_yang	399611382	wh3_main_sc_cth_cathay		names_cth_cathay	wh3_main_cth_cathay	wh3_main_cth_cathay	false	ui\flags\wh3_main_cth_rebel_lords_of_nan_yang	178.0000	178.0000	178.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	wh3_main_cth	0	names_cth_cathay	names_cth_cathay	FACTION_ODA	0.0000	0.0000	0.0000	wh3_main_vo_culture_Cathay	wh_mp_force_gen_cathay	cth				false	WH_Cathay	LOCKED_STANDARD	wh3_main_vo_actor_Cathay_Lord_Magistrate		all	false	4C4C4C	EDEABC	000000	B2B2B2	EDEDED	000000	B2B2B2	false	Feedback_Alignment_Good_Faction	wh3_main_theme_caledor_sky
wh3_main_cth_the_jade_custodians	42576498	wh3_main_sc_cth_cathay		names_cth_cathay	wh3_main_cth_cathay	wh3_main_cth_cathay	false	ui\flags\wh3_main_cth_the_jade_custodians	129.0000	188.0000	147.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	wh3_main_cth	0	names_cth_cathay	names_cth_cathay	FACTION_ODA	0.0000	0.0000	0.0000	wh3_main_vo_culture_Cathay	wh_mp_force_gen_cathay	cth				false	WH_Cathay	LOCKED_STANDARD	wh3_main_vo_actor_Cathay_Lord_Magistrate		all	false	52BC90	B50100	000000	81BC93	B50100	000000	81BC93	false	Feedback_Alignment_Good_Faction	wh3_main_theme_caledor_sky
wh3_main_cth_the_northern_provinces	680106623	wh3_main_sc_cth_cathay		names_cth_cathay	wh3_main_cth_cathay	wh3_main_cth_cathay	false	ui\flags\wh3_main_cth_the_northern_provinces	250.0000	250.0000	250.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	wh3_main_cth	0	names_cth_cathay	names_cth_cathay	FACTION_ODA	0.0000	0.0000	0.0000	wh3_main_vo_culture_Cathay	wh_mp_force_gen_cathay	cth				false	WH_Cathay	LOCKED_STANDARD	wh3_main_vo_actor_Cathay_Lord_Magistrate		all	false	FF0000	FFB783	000000	4C4C4C	B9B9B9	000000	FAFAFA	false	Feedback_Alignment_Good_Faction	wh3_main_theme_caledor_sky
wh3_main_cth_the_western_provinces	1390417293	wh3_main_sc_cth_cathay		names_cth_cathay	wh3_main_cth_cathay	wh3_main_cth_cathay	false	ui\flags\wh3_main_cth_the_western_provinces	25.0000	25.0000	25.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	wh3_main_cth	0	names_cth_cathay	names_cth_cathay	FACTION_ODA	0.0000	0.0000	0.0000	wh3_main_vo_culture_Cathay	wh_mp_force_gen_cathay	cth				false	WH_Cathay	LOCKED_STANDARD	wh3_main_vo_actor_Cathay_Lord_Magistrate		all	false	FF9500	A1FFD3	000000	B9B9B9	4C4C4C	000000	191919	false	Feedback_Alignment_Good_Faction	wh3_main_theme_caledor_sky
wh3_main_dae_daemon_prince	2021188892	wh3_main_sc_dae_daemons		names_chs_chaos	wh3_main_dae_daemons	wh3_dae_main_dae_daemons	false	ui\flags\wh3_main_dae_daemon_prince	96.0000	60.0000	48.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	wh3_main_dae	0	names_chs_chaos	names_chs_chaos	FACTION_ODA	0.0000	0.0000	0.0000	wh3_main_vo_culture_DaemonPrince	wh_mp_force_gen_daemon_prince	dae				false	WH_Chaos_Daemons	LOCKED_STANDARD	wh3_main_vo_actor_DaemonPrince_DaemonPrince		all	false	603C30	D44427	000000	603C30	D44427	000000	603C30	true	Feedback_Alignment_Evil_Faction	wh3_main_theme_khorne_red
wh3_main_dae_daemons_qb1	11435955	wh3_main_sc_dae_daemons		names_chs_chaos	wh3_main_dae_daemons	wh3_dae_main_dae_daemons	false	ui\flags\wh3_main_dae_belakor	96.0000	60.0000	48.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	wh3_main_dae	0	names_chs_chaos	names_chs_chaos	FACTION_ODA	0.0000	0.0000	0.0000	wh3_main_vo_culture_DaemonPrince	default	dae				true	WH_Chaos_Daemons	LOCKED_STANDARD	wh3_main_vo_actor_DaemonPrince_DaemonPrince		all	false	262626	DDDDDD	800101	213685	B72B2A	000000	213685	true	Feedback_Alignment_Evil_Faction	wh3_main_theme_khorne_red
wh3_main_dwf_karak_azorn	1888740557	wh_main_sc_dwf_dwarfs		names_dwf_dwarfs	wh_main_dwf_dwarfs	wh_main_dwf_dwarfs	false	ui\flags\wh3_main_dwf_karak_azorn	79.0000	70.0000	115.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	wh_main_group_dwarfs	0	names_dwf_dwarfs	names_dwf_dwarfs	FACTION_ODA	0.0000	0.0000	0.0000	wh_main_vo_culture_Dwarf	wh_mp_force_gen_dwarfs	dwf				false	WH_Dwarfs	LOCKED_STANDARD	wh_main_vo_actor_Dwarf_Lord		all	false	010101	010101	010101	4F4673	FDA403	000000	4F4673	false	Feedback_Alignment_Good_Faction	wh3_main_theme_caledor_sky
wh3_main_dwf_the_ancestral_throng	679450040	wh_main_sc_dwf_dwarfs		names_dwf_dwarfs	wh_main_dwf_dwarfs	wh_main_dwf_dwarfs	false	ui\flags\wh3_main_dwf_the_ancestral_throng	42.0000	159.0000	238.0000	0.0000	0.0000	0.0000	228.0000	180.0000	9.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	wh_main_group_dwarfs	71	names_dwf_dwarfs	names_dwf_dwarfs	FACTION_CHOSOKABE	6.0000	6.0000	6.0000	wh_main_vo_culture_Dwarf	wh_mp_force_gen_dwarfs	dwf				false	WH_Dwarfs	LOCKED_STANDARD	wh_main_vo_actor_Dwarf_Lord		all	false	F3BB29	010101	010101	F3BB29	EDEDED	000000	F3BB29	false	Feedback_Alignment_Good_Faction	wh3_main_theme_caledor_sky
wh3_main_emp_cult_of_sigmar	1288282293	wh_main_sc_emp_empire		names_emp_empire	wh_main_emp_empire	wh_main_emp_empire	false	ui\flags\wh3_main_emp_cult_of_sigmar	224.0000	6.0000	6.0000	0.0000	0.0000	0.0000	228.0000	180.0000	9.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	wh_main_group_empire	71	names_emp_empire	names_emp_empire	FACTION_CHOSOKABE	6.0000	6.0000	6.0000	wh_main_vo_culture_Empire	wh_mp_force_gen_empire	emp				false	WH_Empire	LOCKED_STANDARD	wh_main_vo_actor_Empire_General	wh3_main_emp_cult_of_sigmar	all	false	E2CB8A	BD7C05	010101	E2CB8A	A33131	BD7C05	BD7C05	false	Feedback_Alignment_Good_Faction	wh3_main_theme_khorne_red
wh3_main_grn_da_cage_breakaz	60435777	wh_main_sc_grn_greenskins		names_grn_greenskins	wh_main_grn_greenskins_vertical	wh_main_grn_greenskins	false	ui\flags\wh3_main_grn_da_cage_breakaz	255.0000	0.0000	127.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	wh_main_group_greenskins	0	names_grn_greenskins	names_grn_greenskins	FACTION_ASHIKAGA	0.0000	0.0000	0.0000	wh_main_vo_culture_Orc	default	grn				false	WH_Greenskins	LOCKED_STANDARD	wh_main_vo_actor_Orc_Shaman		empty	false	71031C	F7F7F7	FFFFFF	71031C	F7F7F7	FFFFFF	71031C	false	Feedback_Alignment_Evil_Faction	wh3_main_theme_warpstone_glow
wh3_main_grn_dark_land_orcs	1506485602	wh_main_sc_grn_greenskins		names_grn_greenskins	wh_main_grn_greenskins_vertical	wh_main_grn_greenskins	false	ui\flags\wh3_main_grn_dark_land_orcs	232.0000	232.0000	232.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	wh_main_group_greenskins	0	names_grn_greenskins	names_grn_greenskins	FACTION_ODA	0.0000	0.0000	0.0000	wh_main_vo_culture_Orc	wh_mp_force_gen_greenskins	grn				false	WH_Greenskins	LOCKED_STANDARD	wh_main_vo_actor_Orc_Shaman		all	false	010101	010101	010101	E8E8E8	F2240F	000000	E8E8E8	false	Feedback_Alignment_Neutral_Faction	wh3_main_theme_warpstone_glow
wh3_main_grn_dark_land_orcs_waaagh	435323387	wh_main_sc_grn_greenskins		names_grn_greenskins	wh_main_grn_greenskins	wh_main_grn_greenskins	false	ui\flags\wh3_main_grn_dark_land_orcs	232.0000	232.0000	232.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	wh_main_group_greenskins	0	names_grn_greenskins	names_grn_greenskins	FACTION_ODA	0.0000	0.0000	0.0000	wh_main_vo_culture_Orc	default	grn			wh_main_grn_inf_black_orcs	false	WH_Greenskins	LOCKED_STANDARD	wh_main_vo_actor_Orc_Shaman		all	false	010101	010101	010101	E8E8E8	F2240F	000000	E8E8E8	false	Feedback_Alignment_Neutral_Faction	wh3_main_theme_warpstone_glow
wh3_main_grn_dimned_sun	1147480298	wh_main_sc_grn_savage_orcs		names_grn_greenskins	wh_main_grn_greenskins_vertical	wh_main_grn_greenskins	false	ui\flags\wh3_main_grn_dimned_sun	237.0000	229.0000	223.0000	0.0000	0.0000	0.0000	228.0000	180.0000	9.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	wh_main_group_savage_orcs	0	names_grn_greenskins	names_grn_greenskins	FACTION_ODA	0.0000	0.0000	0.0000	wh_main_vo_culture_Orc	default	grn				false	WH_Greenskins	MIGRATORY_STANDARD	wh_main_vo_actor_Orc_Shaman		all	false	2C9AB5	E3C978	FFFFFF	2C9AB5	E3C978	FFFFFF	2C9AB5	false	Feedback_Alignment_Evil_Faction	wh3_main_theme_warpstone_glow
wh3_main_grn_dimned_sun_waaagh	415064195	wh_main_sc_grn_savage_orcs		names_grn_greenskins	wh_main_grn_greenskins	wh_main_grn_greenskins	false	ui\flags\wh3_main_grn_dimned_sun	237.0000	229.0000	223.0000	0.0000	0.0000	0.0000	228.0000	180.0000	9.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	wh_main_group_savage_orcs	0	names_grn_greenskins	names_grn_greenskins	FACTION_ODA	0.0000	0.0000	0.0000	wh_main_vo_culture_Orc	default	grn			wh_main_grn_inf_black_orcs	false	WH_Greenskins	LOCKED_STANDARD	wh_main_vo_actor_Orc_Shaman		all	false	2C9AB5	E3C978	FFFFFF	2C9AB5	E3C978	FFFFFF	2C9AB5	false	Feedback_Alignment_Evil_Faction	wh3_main_theme_warpstone_glow
wh3_main_grn_drippin_fangs	431260086	wh_main_sc_grn_greenskins		names_grn_greenskins	wh_main_grn_greenskins_vertical	wh_main_grn_greenskins	false	ui\flags\wh3_main_grn_drippin_fangs	134.0000	119.0000	79.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	wh_main_group_greenskins	0	names_grn_greenskins	names_grn_greenskins	FACTION_ODA	0.0000	0.0000	0.0000	wh_main_vo_culture_Orc	wh_mp_force_gen_greenskins	grn				false	WH_Greenskins	LOCKED_STANDARD	wh_main_vo_actor_Orc_Shaman		all	false	010101	010101	010101	86774F	ECE88A	000000	86774F	false	Feedback_Alignment_Neutral_Faction	wh3_main_theme_warpstone_glow
wh3_main_grn_drippin_fangs_waaagh	453472272	wh_main_sc_grn_greenskins		names_grn_greenskins	wh_main_grn_greenskins	wh_main_grn_greenskins	false	ui\flags\wh3_main_grn_drippin_fangs	134.0000	119.0000	79.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	wh_main_group_greenskins	0	names_grn_greenskins	names_grn_greenskins	FACTION_ODA	0.0000	0.0000	0.0000	wh_main_vo_culture_Orc	default	grn			wh_main_grn_inf_black_orcs	false	WH_Greenskins	LOCKED_STANDARD	wh_main_vo_actor_Orc_Shaman		all	false	010101	010101	010101	86774F	ECE88A	000000	86774F	false	Feedback_Alignment_Neutral_Faction	wh3_main_theme_warpstone_glow
wh3_main_grn_moon_howlerz	2063832371	wh_main_sc_grn_greenskins		names_grn_greenskins	wh_main_grn_greenskins_vertical	wh_main_grn_greenskins	false	ui\flags\wh3_main_grn_moon_howlerz	46.0000	88.0000	113.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	wh_main_group_greenskins	0	names_grn_greenskins	names_grn_greenskins	FACTION_ODA	0.0000	0.0000	0.0000	wh_main_vo_culture_Orc	wh_mp_force_gen_greenskins	grn				false	WH_Greenskins	LOCKED_STANDARD	wh_main_vo_actor_Orc_Shaman		all	false	010101	010101	010101	2E5871	FBCA3B	000000	2E5871	false	Feedback_Alignment_Neutral_Faction	wh3_main_theme_warpstone_glow
wh3_main_grn_moon_howlerz_waaagh	1532103906	wh_main_sc_grn_greenskins		names_grn_greenskins	wh_main_grn_greenskins	wh_main_grn_greenskins	false	ui\flags\wh3_main_grn_moon_howlerz	46.0000	88.0000	113.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	wh_main_group_greenskins	0	names_grn_greenskins	names_grn_greenskins	FACTION_ODA	0.0000	0.0000	0.0000	wh_main_vo_culture_Orc	default	grn			wh_main_grn_inf_black_orcs	false	WH_Greenskins	LOCKED_STANDARD	wh_main_vo_actor_Orc_Shaman		all	false	010101	010101	010101	2E5871	FBCA3B	000000	2E5871	false	Feedback_Alignment_Neutral_Faction	wh3_main_theme_warpstone_glow
wh3_main_grn_slaves_of_zharr	1563493356	wh_main_sc_grn_greenskins		names_grn_greenskins	wh_main_grn_greenskins_vertical	wh_main_grn_greenskins	false	ui\flags\wh3_main_grn_slaves_of_zharr	232.0000	232.0000	232.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	wh_main_group_greenskins	0	names_grn_greenskins	names_grn_greenskins	FACTION_ODA	0.0000	0.0000	0.0000	wh_main_vo_culture_Orc	wh_mp_force_gen_greenskins	grn			wh_main_grn_inf_black_orcs	false	WH_Greenskins	LOCKED_STANDARD	wh_main_vo_actor_Orc_Shaman		all	false	5F3F7D	E9D5BE	FFFFFF	5F3F7D	E9D5BE	FFFFFF	5F3F7D	false	Feedback_Alignment_Neutral_Faction	wh3_main_theme_warpstone_glow
wh3_main_grn_tusked_sunz	1706417712	wh_main_sc_grn_greenskins		names_grn_greenskins	wh_main_grn_greenskins_vertical	wh_main_grn_greenskins	false	ui\flags\wh3_main_grn_tusked_sunz	204.0000	16.0000	25.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	wh_main_group_greenskins	0	names_grn_greenskins	names_grn_greenskins	FACTION_ODA	0.0000	0.0000	0.0000	wh_main_vo_culture_Orc	wh_mp_force_gen_greenskins	grn				false	WH_Greenskins	LOCKED_STANDARD	wh_main_vo_actor_Orc_Shaman		all	false	010101	010101	010101	CC1019	DCA419	000000	CC1019	false	Feedback_Alignment_Neutral_Faction	wh3_main_theme_warpstone_glow
wh3_main_grn_tusked_sunz_waaagh	367181455	wh_main_sc_grn_greenskins		names_grn_greenskins	wh_main_grn_greenskins	wh_main_grn_greenskins	false	ui\flags\wh3_main_grn_tusked_sunz	204.0000	16.0000	25.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	wh_main_group_greenskins	0	names_grn_greenskins	names_grn_greenskins	FACTION_ODA	0.0000	0.0000	0.0000	wh_main_vo_culture_Orc	default	grn			wh_main_grn_inf_black_orcs	false	WH_Greenskins	LOCKED_STANDARD	wh_main_vo_actor_Orc_Shaman		all	false	010101	010101	010101	CC1019	DCA419	000000	CC1019	false	Feedback_Alignment_Neutral_Faction	wh3_main_theme_warpstone_glow
wh3_main_ie_vmp_sires_of_mourkain	863774638	wh_main_sc_vmp_vampire_counts		names_vmp_vampire_counts	wh_main_vmp_vampire_counts	wh_main_vmp_vampire_counts	false	ui\flags\wh3_main_vmp_sires_of_mourkain	36.0000	87.0000	120.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	wh_main_group_vampire_counts	0	names_vmp_vampire_counts	names_vmp_vampire_counts	FACTION_ASHIKAGA	0.0000	0.0000	0.0000	wh_main_vo_culture_Vampire	wh_mp_force_gen_vampire_counts	vmp				false	WH_Vampire_Counts	LOCKED_STANDARD	wh_main_vo_actor_Vampire_Lord		all	false	E2E1E0	383837	000000	E2E1E0	383837	000000	E2E1E0	false	Feedback_Alignment_Evil_Faction	wh3_main_theme_khorne_red
wh3_main_kho_bloody_sword	1794448769	wh3_main_sc_kho_khorne		names_kho_khorne	wh3_main_kho_khorne	wh3_dae_main_kho_khorne	false	ui\flags\wh3_main_kho_bloody_sword	246.0000	34.0000	22.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	wh3_main_kho	0	names_kho_khorne	names_kho_khorne	FACTION_ODA	0.0000	0.0000	0.0000	wh3_main_vo_culture_Khorne	wh_mp_force_gen_khorne	kho				false	WH_Khorne	LOCKED_STANDARD	wh3_main_vo_actor_Khorne_Exalted_Bloodthirster		all	false	F62216	FFC02B	010101	F62216	FFC02B	000000	F62216	true	Feedback_Alignment_Evil_Faction	wh3_main_theme_khorne_red
wh3_main_kho_brazen_throne	1171573988	wh3_main_sc_kho_khorne		names_kho_khorne	wh3_main_kho_khorne	wh3_dae_main_kho_khorne	false	ui\flags\wh3_main_kho_brazen_throne	235.0000	214.0000	181.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	wh3_main_kho	0	names_kho_khorne	names_kho_khorne	FACTION_ODA	0.0000	0.0000	0.0000	wh3_main_vo_culture_Khorne	wh_mp_force_gen_khorne	kho				false	WH_Khorne	LOCKED_STANDARD	wh3_main_vo_actor_Khorne_Exalted_Bloodthirster		all	false	EBD6B5	8A1C12	010101	EBD6B5	8A1C12	000000	EBD6B5	true	Feedback_Alignment_Evil_Faction	wh3_main_theme_khorne_red
wh3_main_kho_crimson_skull	223887205	wh3_main_sc_kho_khorne		names_kho_khorne	wh3_main_kho_khorne	wh3_dae_main_kho_khorne	false	ui\flags\wh3_main_kho_crimson_skull	75.0000	75.0000	75.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	wh3_main_kho	0	names_kho_khorne	names_kho_khorne	FACTION_ODA	0.0000	0.0000	0.0000	wh3_main_vo_culture_Khorne	wh_mp_force_gen_khorne	kho				false	WH_Khorne	LOCKED_STANDARD	wh3_main_vo_actor_Khorne_Exalted_Bloodthirster		all	false	4B4B4B	B10F0E	010101	4B4B4B	B10F0E	000000	4B4B4B	true	Feedback_Alignment_Evil_Faction	wh3_main_theme_khorne_red
wh3_main_kho_exiles_of_khorne	1250485689	wh3_main_sc_kho_khorne		names_kho_khorne	wh3_main_kho_khorne	wh3_dae_main_kho_khorne	false	ui\flags\wh3_main_kho_exiles_of_khorne	214.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	wh3_main_kho	0	names_kho_khorne	names_kho_khorne	FACTION_ODA	0.0000	0.0000	0.0000	wh3_main_vo_culture_Khorne	wh_mp_force_gen_khorne	kho				false	WH_Khorne	LOCKED_STANDARD	wh3_main_vo_actor_Khorne_Exalted_Bloodthirster		all	false	D60001	F7D708	000000	D60001	F7D708	000000	D60001	true	Feedback_Alignment_Evil_Faction	wh3_main_theme_khorne_red
wh3_main_kho_karneths_sons	1160145318	wh3_main_sc_kho_khorne		names_kho_khorne	wh3_main_kho_khorne	wh3_dae_main_kho_khorne	false	ui\flags\wh3_main_kho_karneths_sons	204.0000	165.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	wh3_main_kho	0	names_kho_khorne	names_kho_khorne	FACTION_ODA	0.0000	0.0000	0.0000	wh3_main_vo_culture_Khorne	wh_mp_force_gen_khorne	kho				false	WH_Khorne	LOCKED_STANDARD	wh3_main_vo_actor_Khorne_Exalted_Bloodthirster		all	false	CDA756	531B1B	000000	CDA756	531B1B	000000	CDA756	true	Feedback_Alignment_Evil_Faction	wh3_main_theme_khorne_red
wh3_main_kho_khorne	2041770588	wh3_main_sc_kho_khorne		names_kho_khorne	wh3_main_kho_khorne	wh3_dae_main_kho_khorne	false	ui\flags\wh3_main_kho_exiles_of_khorne	214.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	wh3_main_kho	0	names_kho_khorne	names_kho_khorne	FACTION_ODA	0.0000	0.0000	0.0000	wh3_main_vo_culture_Khorne	wh_mp_force_gen_khorne	kho				false	WH_Khorne	LOCKED_STANDARD	wh3_main_vo_actor_Khorne_Exalted_Bloodthirster		all	false	D60001	F7D708	000000	D60001	F7D708	000000	D60001	true	Feedback_Alignment_Evil_Faction	wh3_main_theme_khorne_red
wh3_main_kho_khorne_qb1	783805365	wh3_main_sc_kho_khorne		names_kho_khorne	wh3_main_kho_khorne	wh3_dae_main_kho_khorne	false	ui\flags\wh3_main_kho_khorne_rebels	199.0000	147.0000	70.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	wh3_main_kho	0	names_kho_khorne	names_kho_khorne	FACTION_ODA	0.0000	0.0000	0.0000	wh3_main_vo_culture_Khorne	wh_mp_force_gen_khorne	kho				true	WH_Khorne	LOCKED_STANDARD	wh3_main_vo_actor_Khorne_Exalted_Bloodthirster		all	false	C79346	6A2222	000000	C79346	6A2222	000000	C79346	true	Feedback_Alignment_Evil_Faction	wh3_main_theme_khorne_red
wh3_main_kho_khorne_qb2	1200685701	wh3_main_sc_kho_khorne		names_kho_khorne	wh3_main_kho_khorne	wh3_dae_main_kho_khorne	false	ui\flags\wh3_main_kho_khorne_rebels	199.0000	147.0000	70.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	wh3_main_kho	0	names_kho_khorne	names_kho_khorne	FACTION_ODA	0.0000	0.0000	0.0000	wh3_main_vo_culture_Khorne	wh_mp_force_gen_khorne	kho				true	WH_Khorne	LOCKED_STANDARD	wh3_main_vo_actor_Khorne_Exalted_Bloodthirster		all	false	C79346	6A2222	000000	C79346	6A2222	000000	C79346	true	Feedback_Alignment_Evil_Faction	wh3_main_theme_khorne_red
wh3_main_kho_khorne_rebels	1433285875	wh3_main_sc_kho_khorne		names_kho_khorne	wh3_main_kho_khorne	wh3_dae_main_kho_khorne	true	ui\flags\wh3_main_kho_khorne_rebels	199.0000	147.0000	70.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	wh3_main_kho	0	names_kho_khorne	names_kho_khorne	FACTION_ODA	0.0000	0.0000	0.0000	wh3_main_vo_culture_Khorne	wh_mp_force_gen_khorne	kho				false	WH_Khorne	LOCKED_STANDARD	wh3_main_vo_actor_Khorne_Exalted_Bloodthirster		all	false	C79346	6A2222	000000	C79346	6A2222	000000	C79346	true	Feedback_Alignment_Evil_Faction	wh3_main_theme_khorne_red
wh3_main_ksl_brotherhood_of_the_bear	2007022615	wh3_main_sc_ksl_kislev		names_ksl_kislev	wh3_main_ksl_kislev	wh3_main_ksl_kislev	false	ui\flags\wh3_main_ksl_brotherhood_of_the_bear	93.0000	104.0000	148.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	wh3_main_ksl	0	names_ksl_kislev	names_ksl_kislev	FACTION_ODA	0.0000	0.0000	0.0000	wh3_main_vo_culture_Kislev	wh_mp_force_gen_kislev	ksl				false	WH_Kislev	LOCKED_STANDARD	wh3_main_vo_actor_Kislev_Boyar		all	false	00ADE2	0CFF7F	000000	5D6894	1E1E1E	D7D8DC	5D6894	false	Feedback_Alignment_Good_Faction	wh3_main_theme_caledor_sky
