ancillary	required_skill	required_skill_level
wh3_main_anc_mount_cth_lord_magistrate_mount_sky_lantern	wh3_main_skill_cth_lord_magistrate_mount_sky_lantern	1
wh3_main_anc_mount_cth_lord_magistrate_mount_warhorse	wh3_main_skill_cth_lord_magistrate_mount_warhorse	1
wh3_main_anc_mount_kho_bloodreaper_blood_throne	wh3_main_skill_kho_bloodreaper_mount_blood_throne	1
wh3_main_anc_mount_kho_bloodreaper_juggernaut	wh3_main_skill_kho_bloodreaper_mount_juggernaut	1
wh3_main_anc_mount_kho_cultist_chaos_steed	wh3_main_skill_kho_cultist_mount_chaos_steed	1
wh3_main_anc_mount_kho_herald_of_khorne_blood_throne	wh3_main_skill_kho_herald_of_khorne_mount_blood_throne	1
wh3_main_anc_mount_kho_herald_of_khorne_juggernaut	wh3_main_skill_kho_herald_of_khorne_mount_juggernaut	1
wh3_main_anc_mount_ksl_boris_urskin	wh3_main_skill_ksl_boris_unique_urskin	1
wh3_main_anc_mount_ksl_boris_warhorse	wh3_main_skill_ksl_boris_unique_warhorse	1
wh3_main_anc_mount_ksl_boyar_war_bear	wh3_main_skill_ksl_boyar_unique_war_bear	1
wh3_main_anc_mount_ksl_boyar_warhorse	wh3_main_skill_ksl_boyar_unique_warhorse	1
wh3_main_anc_mount_ksl_frost_maiden_ice_war_bear	wh3_main_skill_ksl_frost_maiden_ice_unique_war_bear	1
wh3_main_anc_mount_ksl_frost_maiden_ice_warhorse	wh3_main_skill_ksl_frost_maiden_ice_unique_warhorse	1
wh3_main_anc_mount_ksl_frost_maiden_tempest_war_bear	wh3_main_skill_ksl_frost_maiden_tempest_unique_war_bear	1
wh3_main_anc_mount_ksl_frost_maiden_tempest_warhorse	wh3_main_skill_ksl_frost_maiden_tempest_unique_warhorse	1
wh3_main_anc_mount_ksl_ice_witch_ice_war_bear	wh3_main_skill_ksl_ice_witch_ice_unique_war_bear	1
wh3_main_anc_mount_ksl_ice_witch_ice_warhorse	wh3_main_skill_ksl_ice_witch_ice_unique_warhorse	1
wh3_main_anc_mount_ksl_ice_witch_tempest_war_bear	wh3_main_skill_ksl_ice_witch_tempest_unique_war_bear	1
wh3_main_anc_mount_ksl_ice_witch_tempest_warhorse	wh3_main_skill_ksl_ice_witch_tempest_unique_warhorse	1
wh3_main_anc_mount_ksl_katarin_war_bear	wh3_main_skill_ksl_katarin_unique_war_bear	1
wh3_main_anc_mount_ksl_katarin_warhorse	wh3_main_skill_ksl_katarin_unique_warhorse	1
wh3_main_anc_mount_ksl_kostaltyn_war_bear	wh3_main_skill_ksl_kostaltyn_unique_war_bear	1
wh3_main_anc_mount_ksl_kostaltyn_warhorse	wh3_main_skill_ksl_kostaltyn_unique_warhorse	1
wh3_main_anc_mount_ksl_patriarch_war_bear	wh3_main_skill_ksl_patriarch_unique_war_bear	1
wh3_main_anc_mount_ksl_patriarch_warhorse	wh3_main_skill_ksl_patriarch_unique_warhorse	1
wh3_main_anc_mount_ksl_yuri_war_bear	wh3_main_skill_ksl_yuri_unique_war_bear	1
wh3_main_anc_mount_ksl_yuri_warhorse	wh3_main_skill_ksl_yuri_unique_warhorse	1
wh3_main_anc_mount_nur_cultist_chaos_steed	wh3_main_skill_nur_cultist_mount_chaos_steed	1
wh3_main_anc_mount_nur_herald_of_nurgle_death_nurgling_palanquin	wh3_main_skill_nur_herald_of_nurgle_death_mount_nurgling_palanquin	1
wh3_main_anc_mount_nur_herald_of_nurgle_death_rot_fly	wh3_main_skill_nur_herald_of_nurgle_death_mount_rot_fly	1
wh3_main_anc_mount_nur_herald_of_nurgle_nurgle_nurgling_palanquin	wh3_main_skill_nur_herald_of_nurgle_nurgle_mount_nurgling_palanquin	1
wh3_main_anc_mount_nur_herald_of_nurgle_nurgle_rot_fly	wh3_main_skill_nur_herald_of_nurgle_nurgle_mount_rot_fly	1
wh3_main_anc_mount_nur_plagueridden_death_nurgling_palanquin	wh3_main_skill_nur_plagueridden_death_mount_nurgling_palanquin	1
wh3_main_anc_mount_nur_plagueridden_death_rot_fly	wh3_main_skill_nur_plagueridden_death_mount_rot_fly	1
wh3_main_anc_mount_nur_plagueridden_nurgle_nurgling_palanquin	wh3_main_skill_nur_plagueridden_nurgle_mount_nurgling_palanquin	1
wh3_main_anc_mount_nur_plagueridden_nurgle_rot_fly	wh3_main_skill_nur_plagueridden_nurgle_mount_rot_fly	1
wh3_main_anc_mount_ogr_hunter_stonehorn	wh3_main_skill_ogr_hunter_stonehorn	1
wh3_main_anc_mount_sla_alluress_shadow_exalted_seeker_chariot	wh3_main_skill_sla_alluress_shadow_mount_exalted_seeker_chariot	1
wh3_main_anc_mount_sla_alluress_shadow_seeker_chariot	wh3_main_skill_sla_alluress_shadow_mount_seeker_chariot	1
wh3_main_anc_mount_sla_alluress_shadow_steed_of_slaanesh	wh3_main_skill_sla_alluress_shadow_mount_steed_of_slaanesh	1
wh3_main_anc_mount_sla_alluress_slaanesh_exalted_seeker_chariot	wh3_main_skill_sla_alluress_slaanesh_mount_exalted_seeker_chariot	1
wh3_main_anc_mount_sla_alluress_slaanesh_seeker_chariot	wh3_main_skill_sla_alluress_slaanesh_mount_seeker_chariot	1
wh3_main_anc_mount_sla_alluress_slaanesh_steed_of_slaanesh	wh3_main_skill_sla_alluress_slaanesh_mount_steed_of_slaanesh	1
wh3_main_anc_mount_sla_cultist_chaos_steed	wh3_main_skill_sla_cultist_mount_chaos_steed	1
wh3_main_anc_mount_sla_herald_of_slaanesh_shadow_exalted_seeker_chariot	wh3_main_skill_sla_herald_of_slaanesh_shadow_mount_exalted_seeker_chariot	1
wh3_main_anc_mount_sla_herald_of_slaanesh_shadow_seeker_chariot	wh3_main_skill_sla_herald_of_slaanesh_shadow_mount_seeker_chariot	1
wh3_main_anc_mount_sla_herald_of_slaanesh_shadow_steed_of_slaanesh	wh3_main_skill_sla_herald_of_slaanesh_shadow_mount_steed_of_slaanesh	1
wh3_main_anc_mount_sla_herald_of_slaanesh_slaanesh_exalted_seeker_chariot	wh3_main_skill_sla_herald_of_slaanesh_slaanesh_mount_exalted_seeker_chariot	1
wh3_main_anc_mount_sla_herald_of_slaanesh_slaanesh_seeker_chariot	wh3_main_skill_sla_herald_of_slaanesh_slaanesh_mount_seeker_chariot	1
wh3_main_anc_mount_sla_herald_of_slaanesh_slaanesh_steed_of_slaanesh	wh3_main_skill_sla_herald_of_slaanesh_slaanesh_mount_steed_of_slaanesh	1
wh3_main_anc_mount_tze_cultist_chaos_steed	wh3_main_skill_tze_cultist_mount_chaos_steed	1
wh3_main_anc_mount_tze_herald_of_tzeentch_metal_burning_chariot	wh3_main_skill_tze_herald_of_tzeentch_metal_mount_burning_chariot	1
wh3_main_anc_mount_tze_herald_of_tzeentch_metal_disc_of_tzeentch	wh3_main_skill_tze_herald_of_tzeentch_metal_mount_disc_of_tzeentch	1
wh3_main_anc_mount_tze_herald_of_tzeentch_tzeentch_burning_chariot	wh3_main_skill_tze_herald_of_tzeentch_tzeentch_mount_burning_chariot	1
wh3_main_anc_mount_tze_herald_of_tzeentch_tzeentch_disc_of_tzeentch	wh3_main_skill_tze_herald_of_tzeentch_tzeentch_mount_disc_of_tzeentch	1
wh3_main_anc_mount_tze_iridescent_horror_metal_burning_chariot	wh3_main_skill_tze_iridescent_horror_metal_mount_burning_chariot	1
wh3_main_anc_mount_tze_iridescent_horror_metal_disc_of_tzeentch	wh3_main_skill_tze_iridescent_horror_metal_mount_disc_of_tzeentch	1
wh3_main_anc_mount_tze_iridescent_horror_tzeentch_burning_chariot	wh3_main_skill_tze_iridescent_horror_tzeentch_mount_burning_chariot	1
wh3_main_anc_mount_tze_iridescent_horror_tzeentch_disc_of_tzeentch	wh3_main_skill_tze_iridescent_horror_tzeentch_mount_disc_of_tzeentch	1
wh_dlc01_anc_mount_chs_chaos_lord_chaos_dragon	wh_main_skill_chs_lord_unique_chaos_lord_chaos_dragon	1
wh_dlc01_anc_mount_chs_chaos_lord_manticore	wh_main_skill_chs_lord_unique_chaos_lord_manticore	1
wh_dlc01_anc_mount_chs_chaos_sorcerer_lord_death_barded_chaos_steed	wh_main_skill_chs_lord_unique_chaos_sorcerer_lord_death_barded_chaos_steed	1
wh_dlc01_anc_mount_chs_chaos_sorcerer_lord_death_chaos_steed	wh_main_skill_chs_lord_unique_chaos_sorcerer_lord_death_chaos_steed	1
wh_dlc01_anc_mount_chs_chaos_sorcerer_lord_death_dragon	wh_main_skill_chs_lord_unique_chaos_sorcerer_lord_death_chaos_dragon	1
wh_dlc01_anc_mount_chs_chaos_sorcerer_lord_death_manticore	wh_main_skill_chs_lord_unique_chaos_sorcerer_lord_death_manticore	1
wh_dlc01_anc_mount_chs_chaos_sorcerer_lord_fire_barded_chaos_steed	wh_main_skill_chs_lord_unique_chaos_sorcerer_lord_fire_barded_chaos_steed	1
wh_dlc01_anc_mount_chs_chaos_sorcerer_lord_fire_chaos_steed	wh_main_skill_chs_lord_unique_chaos_sorcerer_lord_fire_chaos_steed	1
wh_dlc01_anc_mount_chs_chaos_sorcerer_lord_fire_dragon	wh_main_skill_chs_lord_unique_chaos_sorcerer_lord_fire_chaos_dragon	1
wh_dlc01_anc_mount_chs_chaos_sorcerer_lord_fire_manticore	wh_main_skill_chs_lord_unique_chaos_sorcerer_lord_fire_manticore	1
wh_dlc01_anc_mount_chs_chaos_sorcerer_lord_metal_barded_chaos_steed	wh_main_skill_chs_lord_unique_chaos_sorcerer_lord_metal_barded_chaos_steed	1
wh_dlc01_anc_mount_chs_chaos_sorcerer_lord_metal_chaos_steed	wh_main_skill_chs_lord_unique_chaos_sorcerer_lord_metal_chaos_steed	1
wh_dlc01_anc_mount_chs_chaos_sorcerer_lord_metal_dragon	wh_main_skill_chs_lord_unique_chaos_sorcerer_lord_metal_chaos_dragon	1
wh_dlc01_anc_mount_chs_chaos_sorcerer_lord_metal_manticore	wh_main_skill_chs_lord_unique_chaos_sorcerer_lord_metal_manticore	1
wh_dlc01_anc_mount_chs_chaos_sorcerer_lord_shadow_barded_chaos_steed	wh_main_skill_chs_lord_unique_chaos_sorcerer_lord_shadow_barded_chaos_steed	1
wh_dlc01_anc_mount_chs_chaos_sorcerer_lord_shadow_chaos_steed	wh_main_skill_chs_lord_unique_chaos_sorcerer_lord_shadow_chaos_steed	1
wh_dlc01_anc_mount_chs_chaos_sorcerer_lord_shadow_dragon	wh_main_skill_chs_lord_unique_chaos_sorcerer_lord_shadow_chaos_dragon	1
wh_dlc01_anc_mount_chs_chaos_sorcerer_lord_shadow_manticore	wh_main_skill_chs_lord_unique_chaos_sorcerer_lord_shadow_manticore	1
wh_dlc01_anc_mount_chs_chaos_sorcerer_shadow_barded_chaos_steed	wh_dlc01_skill_chs_wizard_unique_chaos_sorcerer_shadow_barded_chaos_steed	1
wh_dlc01_anc_mount_chs_chaos_sorcerer_shadow_chaos_steed	wh_dlc01_skill_chs_wizard_unique_chaos_sorcerer_shadow_chaos_steed	1
wh_dlc01_anc_mount_chs_chaos_sorcerer_shadow_manticore	wh_dlc01_skill_chs_wizard_unique_chaos_sorcerer_shadow_manticore	1
wh_dlc01_anc_mount_chs_exalted_hero_manticore	wh_main_skill_chs_champion_unique_exalted_hero_manticore	1
wh_dlc01_anc_mount_nor_chaos_sorcerer_lord_warhorse	wh_main_skill_nor_lord_unique_chaos_sorcerer_lord_warhorse	1
wh_dlc03_anc_mount_bst_beastlord_razorgor_chariot	wh_dlc03_skill_bst_beastlord_unique_razorgor	1
wh_dlc03_anc_mount_bst_bray_shaman_beasts_razorgor_chariot	wh_dlc03_skill_bst_bray_shaman_beasts_unique_razorgor	1
wh_dlc03_anc_mount_bst_bray_shaman_death_razorgor_chariot	wh_dlc03_skill_bst_bray_shaman_death_unique_razorgor	1
wh_dlc03_anc_mount_bst_bray_shaman_shadows_razorgor_chariot	wh_dlc03_skill_bst_bray_shaman_shadows_unique_razorgor	1
wh_dlc03_anc_mount_bst_bray_shaman_wild_razorgor_chariot	wh_dlc03_skill_bst_bray_shaman_wild_unique_razorgor	1
wh_dlc03_anc_mount_bst_khazrak_one_eye_razorgor_chariot	wh_dlc03_skill_bst_khazrak_one_eye_unique_razorgor	1
wh_dlc03_anc_mount_emp_amber_wizard_barded_warhorse	wh_dlc03_skill_emp_wizard_unique_amber_wizard_barded_warhorse	1
wh_dlc03_anc_mount_emp_amber_wizard_imperial_griffon	wh_dlc03_skill_emp_wizard_unique_amber_wizard_imperial_griffon	1
wh_dlc03_anc_mount_emp_amber_wizard_imperial_pegasus	wh_dlc03_skill_emp_wizard_unique_amber_wizard_imperial_pegasus	1
wh_dlc03_anc_mount_emp_amber_wizard_warhorse	wh_dlc03_skill_emp_wizard_unique_amber_wizard_warhorse	1
wh_dlc03_anc_mount_emp_boris_todbringer_barded_warhorse	wh_dlc03_skill_emp_lord_unique_boris_todbringer_barded_warhorse	1
wh_dlc04_anc_mount_emp_arch_lector_barded_warhorse	wh_dlc04_skill_emp_lord_unique_arch_lector_barded_warhorse	1
wh_dlc04_anc_mount_emp_arch_lector_warhorse	wh_dlc04_skill_emp_lord_unique_arch_lector_warhorse	1
wh_dlc04_anc_mount_emp_volkmar_the_grim_altar_of_sigmar	wh_dlc04_skill_emp_lord_unique_volkmar_the_grim_altar_of_sigmar	1
wh_dlc04_anc_mount_emp_volkmar_the_grim_barded_warhorse	wh_dlc04_skill_emp_lord_unique_volkmar_the_grim_barded_warhorse	1
wh_dlc04_anc_mount_emp_volkmar_the_grim_warhorse	wh_dlc04_skill_emp_lord_unique_volkmar_the_grim_warhorse	1
wh_dlc04_anc_mount_vmp_helman_ghorst_corpse_cart	wh_dlc04_skill_vmp_lord_unique_helman_ghorst_corpse_cart	1
wh_dlc04_anc_mount_vmp_master_necromancer_corpse_cart_balefire	wh_dlc04_skill_vmp_lord_unique_necromancer_corpse_cart_balefire	1
wh_dlc04_anc_mount_vmp_master_necromancer_corpse_cart_unholy_lodestone	wh_dlc04_skill_vmp_lord_unique_necromancer_corpse_cart_lodestone	1
wh_dlc04_anc_mount_vmp_master_necromancer_corpse_cart	wh_dlc04_skill_vmp_lord_unique_necromancer_corpse_cart	1
wh_dlc04_anc_mount_vmp_necromancer_corpse_cart_balefire	wh_dlc04_skill_vmp_wizard_unique_necromancer_corpse_cart_balefire	1
wh_dlc04_anc_mount_vmp_necromancer_corpse_cart_unholy_lodestone	wh_dlc04_skill_vmp_wizard_unique_necromancer_corpse_cart_lodestone	1
wh_dlc04_anc_mount_vmp_necromancer_corpse_cart	wh_dlc04_skill_vmp_wizard_unique_necromancer_corpse_cart	1
wh_dlc04_anc_mount_vmp_strigoi_ghoul_king_terrorgheist	wh_dlc04_skill_vmp_lord_unique_strigoi_ghoul_king_terrorgheist	1
wh_dlc05_anc_mount_emp_grey_wizard_barded_warhorse	wh_dlc05_skill_emp_wizard_unique_grey_wizard_barded_warhorse	1
wh_dlc05_anc_mount_emp_grey_wizard_imperial_pegasus	wh_dlc05_skill_emp_wizard_unique_grey_wizard_pegasus	1
wh_dlc05_anc_mount_emp_grey_wizard_warhorse	wh_dlc05_skill_emp_wizard_unique_grey_wizard_warhorse	1
wh_dlc05_anc_mount_emp_jade_wizard_barded_warhorse	wh_dlc05_skill_emp_wizard_unique_jade_wizard_barded_warhorse	1
wh_dlc05_anc_mount_emp_jade_wizard_imperial_pegasus	wh_dlc05_skill_emp_wizard_unique_jade_wizard_pegasus	1
wh_dlc05_anc_mount_emp_jade_wizard_warhorse	wh_dlc05_skill_emp_wizard_unique_jade_wizard_warhorse	1
wh_dlc05_anc_mount_vmp_red_duke_barded_nightmare	wh_dlc05_skill_vmp_lord_unique_red_duke_barded_nightmare	1
wh_dlc05_anc_mount_vmp_red_duke_hellsteed	wh_dlc05_skill_vmp_lord_unique_red_duke_hellsteed	1
wh_dlc05_anc_mount_vmp_red_duke_zombie_dragon	wh_dlc05_skill_vmp_lord_unique_red_duke_zombie_dragon	1
wh_dlc05_anc_mount_vmp_vampire_shadow_barded_nightmare	wh_dlc05_skill_vmp_dignitary_shadow_unique_vampire_barded_nightmare	1
wh_dlc05_anc_mount_vmp_vampire_shadow_hellsteed	wh_dlc05_skill_vmp_dignitary_shadow_unique_vampire_hellsteed	1
wh_dlc05_anc_mount_wef_glade_lord_elven_steed_fem	wh_dlc05_skill_wef_glade_lord_unique_elven_steed_fem	1
wh_dlc05_anc_mount_wef_glade_lord_elven_steed	wh_dlc05_skill_wef_glade_lord_unique_elven_steed	1
wh_dlc05_anc_mount_wef_glade_lord_forest_dragon_fem	wh_dlc05_skill_wef_glade_lord_unique_forest_dragon_fem	1
wh_dlc05_anc_mount_wef_glade_lord_forest_dragon	wh_dlc05_skill_wef_glade_lord_unique_forest_dragon	1
wh_dlc05_anc_mount_wef_glade_lord_great_eagle_fem	wh_dlc05_skill_wef_glade_lord_unique_great_eagle_fem	1
wh_dlc05_anc_mount_wef_glade_lord_great_eagle	wh_dlc05_skill_wef_glade_lord_unique_great_eagle	1
wh_dlc05_anc_mount_wef_spellsinger_beast_elven_steed	wh_dlc05_skill_wef_spellsinger_beasts_unique_elven_steed	1
wh_dlc05_anc_mount_wef_spellsinger_beast_great_eagle	wh_dlc05_skill_wef_spellsinger_beasts_unique_great_eagle	1
wh_dlc05_anc_mount_wef_spellsinger_beast_unicorn	wh_dlc05_skill_wef_spellsinger_beasts_unique_unicorn	1
wh_dlc05_anc_mount_wef_spellsinger_life_elven_steed	wh_dlc05_skill_wef_spellsinger_life_unique_elven_steed	1
wh_dlc05_anc_mount_wef_spellsinger_life_great_eagle	wh_dlc05_skill_wef_spellsinger_life_unique_great_eagle	1
wh_dlc05_anc_mount_wef_spellsinger_life_unicorn	wh_dlc05_skill_wef_spellsinger_life_unique_unicorn	1
wh_dlc05_anc_mount_wef_spellsinger_shadow_elven_steed	wh_dlc05_skill_wef_spellsinger_shadow_unique_elven_steed	1
wh_dlc05_anc_mount_wef_spellsinger_shadow_great_eagle	wh_dlc05_skill_wef_spellsinger_shadow_unique_great_eagle	1
wh_dlc05_anc_mount_wef_spellsinger_shadow_unicorn	wh_dlc05_skill_wef_spellsinger_shadow_unique_unicorn	1
wh_dlc06_anc_mount_dwf_runelord_anvil_of_doom	wh_dlc06_skill_dwf_runelord_anvil_of_doom	1
wh_dlc06_anc_mount_grn_night_goblin_warboss_great_cave_squig	wh_dlc06_skill_grn_night_goblin_warboss_great_cave_squig	1
wh_dlc06_anc_mount_grn_wurrzag_spleenrippa	wh_dlc06_skill_grn_wurrzag_da_great_prophet_spleenrippa	1
wh_dlc07_anc_mount_brt_alberic_barbed_warhorse	wh_dlc07_skill_brt_alberic_unique_general_barded_warhorse	1
wh_dlc07_anc_mount_brt_alberic_royal_hipppogryph	wh_dlc07_skill_brt_alberic_unique_general_hippogryph	1
wh_dlc07_anc_mount_brt_alberic_royal_pegasus	wh_dlc07_skill_brt_alberic_unique_general_royal_pegasus	1
wh_dlc07_anc_mount_brt_damsel_beasts_unicorn	wh_dlc07_skill_brt_damsel_beasts_unique_unicorn	1
wh_dlc07_anc_mount_brt_damsel_heavens_unicorn	wh_dlc07_skill_brt_damsel_heavens_unique_unicorn	1
wh_dlc07_anc_mount_brt_damsel_life_unicorn	wh_dlc07_skill_brt_damsel_life_unique_unicorn	1
wh_dlc07_anc_mount_brt_fay_enchantress_silvaron	wh_dlc07_skill_brt_fay_enchantress_unique_silvaron	1
wh_dlc07_anc_mount_brt_prophetess_barded_warhorse	wh_dlc07_skill_brt_prophetess_unique_barded_warhorse	1
wh_dlc07_anc_mount_brt_prophetess_beasts_barded_warhorse	wh_dlc07_skill_brt_prophetess_beasts_unique_barded_warhorse	1
wh_dlc07_anc_mount_brt_prophetess_beasts_royal_pegasus	wh_dlc07_skill_brt_prophetess_beasts_unique_royal_pegasus	1
wh_dlc07_anc_mount_brt_prophetess_beasts_warhorse	wh_dlc07_skill_brt_prophetess_beasts_unique_warhorse	1
wh_dlc07_anc_mount_brt_prophetess_life_barded_warhorse	wh_dlc07_skill_brt_prophetess_life_unique_barded_warhorse	1
wh_dlc07_anc_mount_brt_prophetess_life_royal_pegasus	wh_dlc07_skill_brt_prophetess_life_unique_royal_pegasus	1
wh_dlc07_anc_mount_brt_prophetess_life_warhorse	wh_dlc07_skill_brt_prophetess_life_unique_warhorse	1
wh_dlc07_anc_mount_brt_prophetess_royal_pegasus	wh_dlc07_skill_brt_prophetess_unique_royal_pegasus	1
wh_dlc07_anc_mount_brt_prophetess_warhorse	wh_dlc07_skill_brt_prophetess_unique_warhorse	1
wh_dlc08_anc_mount_nor_chieftain_marauder_chariot	wh_dlc08_skill_nor_chieftain_unique_marauder_chariot	1
wh_dlc08_anc_mount_nor_chieftain_norscan_warhorse	wh_dlc08_skill_nor_chieftain_unique_norscan_warhorse	1
wh_dlc08_anc_mount_nor_chieftain_war_mammoth	wh_dlc08_skill_nor_chieftain_unique_war_mammoth	1
wh_dlc08_anc_mount_nor_shaman_sorcerer_death_marauder_chariot	wh_dlc08_skill_nor_shaman_death_unique_marauder_chariot	1
wh_dlc08_anc_mount_nor_shaman_sorcerer_death_norscan_warhorse	wh_dlc08_skill_nor_shaman_death_unique_norscan_warhorse	1
wh_dlc08_anc_mount_nor_shaman_sorcerer_fire_marauder_chariot	wh_dlc08_skill_nor_shaman_fire_unique_marauder_chariot	1
wh_dlc08_anc_mount_nor_shaman_sorcerer_fire_norscan_warhorse	wh_dlc08_skill_nor_shaman_fire_unique_norscan_warhorse	1
wh_dlc08_anc_mount_nor_shaman_sorcerer_metal_marauder_chariot	wh_dlc08_skill_nor_shaman_metal_unique_marauder_chariot	1
wh_dlc08_anc_mount_nor_shaman_sorcerer_metal_norscan_warhorse	wh_dlc08_skill_nor_shaman_metal_unique_norscan_warhorse	1
wh_dlc08_anc_mount_nor_wulfrik_marauder_chariot	wh_dlc08_skill_nor_wulfrik_unique_marauder_chariot	1
wh_dlc08_anc_mount_nor_wulfrik_norscan_warhorse	wh_dlc08_skill_nor_wulfrik_unique_norscan_warhorse	1
wh_dlc08_anc_mount_nor_wulfrik_war_mammoth	wh_dlc08_skill_nor_wulfrik_unique_war_mammoth	1
wh_main_anc_mount_brt_damsel_barded_warhorse	wh_main_skill_brt_wizard_unique_damsel_warhorse	1
wh_main_anc_mount_brt_damsel_beasts_barded_warhorse	wh_main_skill_brt_wizard_unique_damsel_beasts_warhorse	1
wh_main_anc_mount_brt_damsel_life_barded_warhorse	wh_main_skill_brt_wizard_unique_damsel_life_warhorse	1
wh_main_anc_mount_brt_general_barded_warhorse	wh_main_skill_brt_lord_unique_general_barded_warhorse	1
wh_main_anc_mount_brt_general_hippogryph	wh_main_skill_brt_lord_unique_general_hippogryph	1
wh_main_anc_mount_brt_general_royal_pegasus	wh_main_skill_brt_lord_unique_general_royal_pegasus	1
wh_main_anc_mount_brt_louen_beaquis	wh_main_skill_brt_lord_unique_louen_beaquis	1
wh_main_anc_mount_brt_louen_royal_pegasus	wh_main_skill_brt_lord_unique_louen_royal_pegasus	1
wh_main_anc_mount_brt_paladin_barded_warhorse	wh_main_skill_brt_champion_unique_paladin_barded_warhorse	1
wh_main_anc_mount_brt_paladin_pegasus	wh_main_skill_brt_champion_unique_paladin_pegasus	1
wh_main_anc_mount_chs_archaon_dorghar	wh_main_skill_chs_lord_unique_archaon_dorghar	1
wh_main_anc_mount_chs_chaos_lord_barded_chaos_steed	wh_main_skill_chs_lord_unique_chaos_lord_barded_chaos_steed	1
wh_main_anc_mount_chs_chaos_lord_chaos_steed	wh_main_skill_chs_lord_unique_chaos_lord_chaos_steed	1
wh_main_anc_mount_chs_chaos_sorcerer_death_barded_chaos_steed	wh_main_skill_chs_wizard_unique_chaos_sorcerer_death_barded_chaos_steed	1
wh_main_anc_mount_chs_chaos_sorcerer_death_chaos_steed	wh_main_skill_chs_wizard_unique_chaos_sorcerer_death_chaos_steed	1
wh_main_anc_mount_chs_chaos_sorcerer_death_manticore	wh_main_skill_chs_wizard_unique_chaos_sorcerer_death_manticore	1
wh_main_anc_mount_chs_chaos_sorcerer_fire_barded_chaos_steed	wh_main_skill_chs_wizard_unique_chaos_sorcerer_fire_barded_chaos_steed	1
wh_main_anc_mount_chs_chaos_sorcerer_fire_chaos_steed	wh_main_skill_chs_wizard_unique_chaos_sorcerer_fire_chaos_steed	1
wh_main_anc_mount_chs_chaos_sorcerer_fire_manticore	wh_main_skill_chs_wizard_unique_chaos_sorcerer_fire_manticore	1
wh_main_anc_mount_chs_chaos_sorcerer_metal_barded_chaos_steed	wh_main_skill_chs_wizard_unique_chaos_sorcerer_metal_barded_chaos_steed	1
wh_main_anc_mount_chs_chaos_sorcerer_metal_chaos_steed	wh_main_skill_chs_wizard_unique_chaos_sorcerer_metal_chaos_steed	1
wh_main_anc_mount_chs_chaos_sorcerer_metal_manticore	wh_main_skill_chs_wizard_unique_chaos_sorcerer_metal_manticore	1
wh_main_anc_mount_chs_exalted_hero_barded_chaos_steed	wh_main_skill_chs_champion_unique_exalted_hero_barded_chaos_steed	1
wh_main_anc_mount_chs_exalted_hero_chaos_steed	wh_main_skill_chs_champion_unique_exalted_hero_chaos_steed	1
wh_main_anc_mount_emp_balthasar_imperial_pegasus	wh_main_skill_emp_lord_unique_balthasar_imperial_pegasus	1
wh_main_anc_mount_emp_balthasar_warhorse	wh_main_skill_emp_lord_unique_balthasar_warhorse	1
wh_main_anc_mount_emp_bright_wizard_barded_warhorse	wh_main_skill_emp_wizard_unique_bright_wizard_barded_warhorse	1
wh_main_anc_mount_emp_bright_wizard_imperial_pegasus	wh_main_skill_emp_wizard_unique_bright_wizard_imperial_pegasus	1
wh_main_anc_mount_emp_bright_wizard_warhorse	wh_main_skill_emp_wizard_unique_bright_wizard_warhorse	1
wh_main_anc_mount_emp_captain_barded_warhorse	wh_main_skill_emp_champion_unique_captain_barded_warhorse	1
wh_main_anc_mount_emp_captain_imperial_pegasus	wh_main_skill_emp_champion_unique_captain_imperial_pegasus	1
wh_main_anc_mount_emp_captain_warhorse	wh_main_skill_emp_champion_unique_captain_warhorse	1
wh_main_anc_mount_emp_celestial_wizard_barded_warhorse	wh_main_skill_emp_wizard_unique_celestial_wizard_barded_warhorse	1
wh_main_anc_mount_emp_celestial_wizard_imperial_pegasus	wh_main_skill_emp_wizard_unique_celestial_wizard_imperial_pegasus	1
wh_main_anc_mount_emp_celestial_wizard_warhorse	wh_main_skill_emp_wizard_unique_celestial_wizard_warhorse	1
wh_main_anc_mount_emp_general_barded_warhorse	wh_main_skill_emp_lord_unique_general_barded_warhorse	1
wh_main_anc_mount_emp_general_imperial_griffon	wh_main_skill_emp_lord_unique_general_imperial_griffon	1
wh_main_anc_mount_emp_general_imperial_pegasus	wh_main_skill_emp_lord_unique_general_imperial_pegasus	1
wh_main_anc_mount_emp_general_warhorse	wh_main_skill_emp_lord_unique_general_warhorse	1
wh_main_anc_mount_emp_karl_franz_barded_warhorse	wh_main_skill_emp_lord_unique_karl_franz_barded_warhorse	1
wh_main_anc_mount_emp_karl_franz_deathclaw	wh_main_skill_emp_lord_unique_karl_franz_deathclaw	1
wh_main_anc_mount_emp_karl_franz_imperial_pegasus	wh_main_skill_emp_lord_unique_karl_franz_imperial_pegasus	1
wh_main_anc_mount_emp_karl_franz_warhorse	wh_main_skill_emp_lord_unique_karl_franz_warhorse	1
wh_main_anc_mount_emp_light_wizard_barded_warhorse	wh_main_skill_emp_wizard_unique_light_wizard_barded_warhorse	1
wh_main_anc_mount_emp_light_wizard_imperial_pegasus	wh_main_skill_emp_wizard_unique_light_wizard_imperial_pegasus	1
wh_main_anc_mount_emp_light_wizard_warhorse	wh_main_skill_emp_wizard_unique_light_wizard_warhorse	1
