ability	land_unit
wh3_dlc24_lord_passive_cursed_frontier	wh3_dlc24_ksl_cha_druzhina_warhorse
wh3_main_unit_passive_by_our_blood	wh3_dlc24_ksl_cha_druzhina_warhorse
wh3_main_unit_passive_single_entity	wh3_dlc24_ksl_cha_druzhina_warhorse
wh_main_character_abilities_heroic_killing_blow	wh3_dlc24_ksl_cha_druzhina_warhorse
wh2_dlc17_hero_abilities_more_powder_generic	wh3_dlc24_ksl_cha_druzhina
wh3_dlc24_lord_abilities_taals_judgement	wh3_dlc24_ksl_cha_druzhina
wh3_dlc24_lord_passive_cursed_frontier	wh3_dlc24_ksl_cha_druzhina
wh3_main_unit_passive_by_our_blood	wh3_dlc24_ksl_cha_druzhina
wh3_main_unit_passive_single_entity	wh3_dlc24_ksl_cha_druzhina
wh_main_character_abilities_heroic_killing_blow	wh3_dlc24_ksl_cha_druzhina
wh3_dlc24_lord_passive_kislev_unite	wh3_dlc24_ksl_cha_golden_knight_warhorse
wh3_dlc24_lord_passive_tzarinas_guardian	wh3_dlc24_ksl_cha_golden_knight_warhorse
wh3_main_unit_passive_by_our_blood	wh3_dlc24_ksl_cha_golden_knight_warhorse
wh3_main_unit_passive_single_entity	wh3_dlc24_ksl_cha_golden_knight_warhorse
wh_main_character_abilities_deadly_onslaught	wh3_dlc24_ksl_cha_golden_knight_warhorse
wh_main_character_abilities_foe_seeker	wh3_dlc24_ksl_cha_golden_knight_warhorse
wh3_dlc24_lord_passive_kislev_unite	wh3_dlc24_ksl_cha_golden_knight
wh3_dlc24_lord_passive_tzarinas_guardian	wh3_dlc24_ksl_cha_golden_knight
wh3_main_unit_passive_by_our_blood	wh3_dlc24_ksl_cha_golden_knight
wh3_main_unit_passive_single_entity	wh3_dlc24_ksl_cha_golden_knight
wh_main_character_abilities_deadly_onslaught	wh3_dlc24_ksl_cha_golden_knight
wh_main_character_abilities_foe_seeker	wh3_dlc24_ksl_cha_golden_knight
wh3_dlc24_hero_abilities_koldunjas_spirit	wh3_dlc24_ksl_cha_hag_witch_beast
wh3_main_unit_passive_by_our_blood	wh3_dlc24_ksl_cha_hag_witch_beast
wh3_main_unit_passive_single_entity	wh3_dlc24_ksl_cha_hag_witch_beast
wh3_dlc24_hero_abilities_znarkharjas_ward	wh3_dlc24_ksl_cha_hag_witch_death
wh3_main_unit_passive_by_our_blood	wh3_dlc24_ksl_cha_hag_witch_death
wh3_main_unit_passive_single_entity	wh3_dlc24_ksl_cha_hag_witch_death
wh3_dlc24_character_abilities_fury_of_the_land	wh3_dlc24_ksl_cha_hag_witch_hag
wh3_main_unit_passive_by_our_blood	wh3_dlc24_ksl_cha_hag_witch_hag
wh3_main_unit_passive_single_entity	wh3_dlc24_ksl_cha_hag_witch_hag
wh3_dlc24_hero_abilities_vorozhejas_foresight	wh3_dlc24_ksl_cha_hag_witch_shadow
wh3_main_unit_passive_by_our_blood	wh3_dlc24_ksl_cha_hag_witch_shadow
wh3_main_unit_passive_single_entity	wh3_dlc24_ksl_cha_hag_witch_shadow
wh3_main_character_abilities_guardian_call	wh3_dlc24_ksl_cha_ice_witch_ice_frost_wyrm
wh3_main_character_abilities_ice_shard	wh3_dlc24_ksl_cha_ice_witch_ice_frost_wyrm
wh3_main_unit_passive_by_our_blood	wh3_dlc24_ksl_cha_ice_witch_ice_frost_wyrm
wh3_main_unit_passive_single_entity	wh3_dlc24_ksl_cha_ice_witch_ice_frost_wyrm
wh_main_character_abilities_arcane_conduit	wh3_dlc24_ksl_cha_ice_witch_ice_frost_wyrm
wh3_main_character_abilities_glacial_blast	wh3_dlc24_ksl_cha_ice_witch_tempest_frost_wyrm
wh3_main_character_abilities_guardian_call	wh3_dlc24_ksl_cha_ice_witch_tempest_frost_wyrm
wh3_main_unit_passive_by_our_blood	wh3_dlc24_ksl_cha_ice_witch_tempest_frost_wyrm
wh3_main_unit_passive_single_entity	wh3_dlc24_ksl_cha_ice_witch_tempest_frost_wyrm
wh_main_character_abilities_arcane_conduit	wh3_dlc24_ksl_cha_ice_witch_tempest_frost_wyrm
wh3_main_character_abilities_guardian_call	wh3_dlc24_ksl_cha_katarin_frost_wyrm
wh3_main_unit_passive_by_our_blood	wh3_dlc24_ksl_cha_katarin_frost_wyrm
wh3_main_unit_passive_single_entity	wh3_dlc24_ksl_cha_katarin_frost_wyrm
wh_main_character_abilities_arcane_conduit	wh3_dlc24_ksl_cha_katarin_frost_wyrm
wh_main_character_abilities_stand_your_ground	wh3_dlc24_ksl_cha_katarin_frost_wyrm
wh3_main_character_abilities_guardian_call	wh3_dlc24_ksl_cha_katarin_ice_court_sled
wh3_main_unit_passive_by_our_blood	wh3_dlc24_ksl_cha_katarin_ice_court_sled
wh3_main_unit_passive_single_entity	wh3_dlc24_ksl_cha_katarin_ice_court_sled
wh_main_character_abilities_arcane_conduit	wh3_dlc24_ksl_cha_katarin_ice_court_sled
wh_main_character_abilities_stand_your_ground	wh3_dlc24_ksl_cha_katarin_ice_court_sled
wh3_dlc24_character_abilities_fury_of_the_land	wh3_dlc24_ksl_cha_mother_ostankya
wh3_dlc24_lord_abilities_gulyas	wh3_dlc24_ksl_cha_mother_ostankya
wh3_dlc24_lord_abilities_spirit_bear	wh3_dlc24_ksl_cha_mother_ostankya
wh3_main_unit_passive_by_our_blood	wh3_dlc24_ksl_cha_mother_ostankya
wh3_main_unit_passive_single_entity	wh3_dlc24_ksl_cha_mother_ostankya
wh_main_character_abilities_arcane_conduit	wh3_dlc24_ksl_cha_mother_ostankya
wh3_dlc24_unit_abilities_pack_trap	wh3_dlc24_ksl_inf_akshina_ambushers_ror
wh3_main_unit_passive_by_our_blood	wh3_dlc24_ksl_inf_akshina_ambushers_ror
wh3_main_unit_passive_by_our_blood	wh3_dlc24_ksl_inf_akshina_ambushers
wh3_main_unit_passive_by_our_blood	wh3_dlc24_ksl_inf_kislevite_warriors
wh3_main_unit_passive_by_our_blood	wh3_dlc24_ksl_inf_streltsi_ror
wh3_main_unit_passive_single_entity	wh3_dlc24_ksl_mon_frost_wyrm
wh3_dlc24_unit_abilities_howl_of_the_great_beast	wh3_dlc24_ksl_mon_incarnate_elemental_of_beasts_summoned
wh3_dlc24_unit_passive_elemental_instability	wh3_dlc24_ksl_mon_incarnate_elemental_of_beasts_summoned
wh3_dlc24_unit_passive_elemental_instability_ii	wh3_dlc24_ksl_mon_incarnate_elemental_of_beasts_summoned
wh3_dlc24_unit_passive_incarnate_flock_of_doom	wh3_dlc24_ksl_mon_incarnate_elemental_of_beasts_summoned
wh3_main_unit_passive_single_entity	wh3_dlc24_ksl_mon_incarnate_elemental_of_beasts_summoned
wh3_main_unit_passive_unbinding_elemental_bear	wh3_dlc24_ksl_mon_incarnate_elemental_of_beasts_summoned
wh3_dlc24_unit_abilities_howl_of_the_great_beast	wh3_dlc24_ksl_mon_incarnate_elemental_of_beasts
wh3_dlc24_unit_passive_elemental_instability	wh3_dlc24_ksl_mon_incarnate_elemental_of_beasts
wh3_dlc24_unit_passive_elemental_instability_ii	wh3_dlc24_ksl_mon_incarnate_elemental_of_beasts
wh3_dlc24_unit_passive_incarnate_flock_of_doom	wh3_dlc24_ksl_mon_incarnate_elemental_of_beasts
wh3_main_unit_passive_single_entity	wh3_dlc24_ksl_mon_incarnate_elemental_of_beasts
wh3_dlc24_unit_passive_unbinding_things_in_the_woods	wh3_dlc24_ksl_mon_the_things_in_the_woods_summoned
wh_dlc07_unit_formation_lance	wh3_dlc24_qb_cst_cav_knights_errant_0
wh_dlc07_unit_formation_lance	wh3_dlc24_qb_cst_cav_knights_of_the_realm
wh_dlc07_unit_formation_lance	wh3_dlc24_qb_cst_cav_questing_knights_0
wh3_dlc24_hero_abilities_thorns_aura	wh3_dlc24_tze_cha_aekold_helbrass
wh3_dlc24_hero_passive_breath_of_life	wh3_dlc24_tze_cha_aekold_helbrass
wh3_main_unit_passive_single_entity	wh3_dlc24_tze_cha_aekold_helbrass
wh_main_character_abilities_deadly_onslaught	wh3_dlc24_tze_cha_aekold_helbrass
wh_main_character_abilities_foe_seeker	wh3_dlc24_tze_cha_aekold_helbrass
wh3_dlc24_hero_passive_spell_syphon	wh3_dlc24_tze_cha_blue_scribes
wh3_main_unit_passive_daemonic_instability_tzeentch	wh3_dlc24_tze_cha_blue_scribes
wh3_main_unit_passive_daemonic_instability_tzeentch_ii	wh3_dlc24_tze_cha_blue_scribes
wh3_main_unit_passive_single_entity	wh3_dlc24_tze_cha_blue_scribes
wh3_dlc24_lord_abilities_formless_horror_quest_battle	wh3_dlc24_tze_cha_changeling_quest_battle
wh3_main_unit_passive_daemonic_instability_tzeentch	wh3_dlc24_tze_cha_changeling_quest_battle
wh3_main_unit_passive_daemonic_instability_tzeentch_ii	wh3_dlc24_tze_cha_changeling_quest_battle
wh3_main_unit_passive_single_entity	wh3_dlc24_tze_cha_changeling_quest_battle
wh3_dlc24_unit_passive_unbinding_changeling	wh3_dlc24_tze_cha_changeling_summoned_0
wh3_main_unit_passive_daemonic_instability_tzeentch	wh3_dlc24_tze_cha_changeling_summoned_0
wh3_main_unit_passive_daemonic_instability_tzeentch_ii	wh3_dlc24_tze_cha_changeling_summoned_0
wh3_main_unit_passive_single_entity	wh3_dlc24_tze_cha_changeling_summoned_0
wh3_dlc24_lord_abilities_formless_horror	wh3_dlc24_tze_cha_changeling
wh3_dlc24_lord_passive_cowled_and_cloaked	wh3_dlc24_tze_cha_changeling
wh3_main_unit_passive_daemonic_instability_tzeentch	wh3_dlc24_tze_cha_changeling
wh3_main_unit_passive_daemonic_instability_tzeentch_ii	wh3_dlc24_tze_cha_changeling
wh3_main_unit_passive_single_entity	wh3_dlc24_tze_cha_changeling
wh3_dlc24_unit_passive_arcane_charge	wh3_dlc24_tze_inf_centigors_great_weapons
wh_dlc03_unit_passive_drunken	wh3_dlc24_tze_inf_centigors_great_weapons
wh_dlc03_unit_passive_primal_fury	wh3_dlc24_tze_inf_centigors_great_weapons
wh3_dlc24_unit_passive_sour_discharge	wh3_dlc24_tze_inf_pink_horrors_ror
wh3_main_unit_passive_daemonic_instability_tzeentch	wh3_dlc24_tze_inf_pink_horrors_ror
wh3_main_unit_passive_daemonic_instability_tzeentch_ii	wh3_dlc24_tze_inf_pink_horrors_ror
wh3_dlc24_unit_passive_arcane_charge	wh3_dlc24_tze_inf_tzaangors
wh_dlc03_unit_passive_primal_fury	wh3_dlc24_tze_inf_tzaangors
wh3_dlc24_unit_passive_petrifying_gaze	wh3_dlc24_tze_mon_cockatrice
wh3_main_unit_passive_single_entity	wh3_dlc24_tze_mon_cockatrice
wh3_main_unit_passive_daemonic_instability_tzeentch	wh3_dlc24_tze_mon_flamers_changebringers
wh3_main_unit_passive_daemonic_instability_tzeentch_ii	wh3_dlc24_tze_mon_flamers_changebringers
wh3_dlc24_unit_abilities_maelstrom_of_change	wh3_dlc24_tze_mon_mutalith_vortex_beast_ror
wh3_dlc24_unit_passive_gift_of_mutation	wh3_dlc24_tze_mon_mutalith_vortex_beast_ror
wh3_dlc24_unit_passive_tides_of_transformation	wh3_dlc24_tze_mon_mutalith_vortex_beast_ror
wh3_main_unit_passive_aura_of_mutation	wh3_dlc24_tze_mon_mutalith_vortex_beast_ror
wh3_main_unit_passive_single_entity	wh3_dlc24_tze_mon_mutalith_vortex_beast_ror
wh3_dlc24_unit_passive_gift_of_mutation	wh3_dlc24_tze_mon_mutalith_vortex_beast
wh3_dlc24_unit_passive_tides_of_transformation	wh3_dlc24_tze_mon_mutalith_vortex_beast
wh3_main_unit_passive_aura_of_mutation	wh3_dlc24_tze_mon_mutalith_vortex_beast
wh3_main_unit_passive_single_entity	wh3_dlc24_tze_mon_mutalith_vortex_beast
wh3_dlc24_unit_abilities_lampreys_bite	wh3_dlc24_tze_mon_screamers_ror
wh3_main_unit_passive_daemonic_instability_tzeentch	wh3_dlc24_tze_mon_screamers_ror
wh3_main_unit_passive_daemonic_instability_tzeentch_ii	wh3_dlc24_tze_mon_screamers_ror
wh2_dlc10_unit_passive_unbreakable_hidden	wh3_dlc25_bst_mon_jabberslythe_qb_boss
wh2_dlc17_unit_passive_aura_of_madness	wh3_dlc25_bst_mon_jabberslythe_qb_boss
wh2_dlc17_unit_passive_spurting_bile_blood	wh3_dlc25_bst_mon_jabberslythe_qb_boss
wh2_main_unit_passive_rebirth	wh3_dlc25_bst_mon_jabberslythe_qb_boss
wh3_main_unit_passive_single_entity	wh3_dlc25_bst_mon_jabberslythe_qb_boss
wh_dlc05_lord_abilities_spirit_essence_of_eternal_chaos	wh3_dlc25_bst_mon_jabberslythe_qb_boss
wh3_dlc20_lord_passive_paragon_of_decay	wh3_dlc25_chs_cha_chaos_lord_mnur_chaos_chariot
wh3_dlc25_lord_abilities_rot_or_die	wh3_dlc25_chs_cha_chaos_lord_mnur_chaos_chariot
wh3_main_unit_passive_cloud_of_flies	wh3_dlc25_chs_cha_chaos_lord_mnur_chaos_chariot
wh3_main_unit_passive_single_entity	wh3_dlc25_chs_cha_chaos_lord_mnur_chaos_chariot
wh_main_character_abilities_deadly_onslaught	wh3_dlc25_chs_cha_chaos_lord_mnur_chaos_chariot
wh3_dlc20_lord_passive_paragon_of_decay	wh3_dlc25_chs_cha_chaos_lord_mnur_chaos_steed
wh3_dlc25_lord_abilities_rot_or_die	wh3_dlc25_chs_cha_chaos_lord_mnur_chaos_steed
wh3_main_unit_passive_cloud_of_flies	wh3_dlc25_chs_cha_chaos_lord_mnur_chaos_steed
wh3_main_unit_passive_single_entity	wh3_dlc25_chs_cha_chaos_lord_mnur_chaos_steed
wh_main_character_abilities_deadly_onslaught	wh3_dlc25_chs_cha_chaos_lord_mnur_chaos_steed
wh3_dlc20_lord_passive_paragon_of_decay	wh3_dlc25_chs_cha_chaos_lord_mnur_rot_beast
wh3_dlc25_lord_abilities_rot_or_die	wh3_dlc25_chs_cha_chaos_lord_mnur_rot_beast
wh3_main_unit_passive_cloud_of_flies	wh3_dlc25_chs_cha_chaos_lord_mnur_rot_beast
wh3_main_unit_passive_single_entity	wh3_dlc25_chs_cha_chaos_lord_mnur_rot_beast
wh_main_character_abilities_deadly_onslaught	wh3_dlc25_chs_cha_chaos_lord_mnur_rot_beast
wh3_dlc20_lord_passive_paragon_of_decay	wh3_dlc25_chs_cha_chaos_lord_mnur
wh3_dlc25_lord_abilities_rot_or_die	wh3_dlc25_chs_cha_chaos_lord_mnur
wh3_main_unit_passive_cloud_of_flies	wh3_dlc25_chs_cha_chaos_lord_mnur
wh3_main_unit_passive_single_entity	wh3_dlc25_chs_cha_chaos_lord_mnur
wh_main_character_abilities_deadly_onslaught	wh3_dlc25_chs_cha_chaos_lord_mnur
wh3_main_unit_passive_single_entity	wh3_dlc25_chs_cha_chaos_sorcerer_death_mnur_chaos_steed
wh_main_character_passive_evasion	wh3_dlc25_chs_cha_chaos_sorcerer_death_mnur_chaos_steed
wh3_main_unit_passive_single_entity	wh3_dlc25_chs_cha_chaos_sorcerer_death_mnur_rot_beast
wh_main_character_passive_evasion	wh3_dlc25_chs_cha_chaos_sorcerer_death_mnur_rot_beast
wh3_dlc20_unit_passive_giver_of_abundant_glory	wh3_dlc25_chs_cha_chaos_sorcerer_death_mnur_warshrine
wh3_main_unit_passive_single_entity	wh3_dlc25_chs_cha_chaos_sorcerer_death_mnur_warshrine
wh_dlc08_unit_passive_favour_of_the_ruinous_powers	wh3_dlc25_chs_cha_chaos_sorcerer_death_mnur_warshrine
wh_main_character_passive_evasion	wh3_dlc25_chs_cha_chaos_sorcerer_death_mnur_warshrine
wh3_main_unit_passive_single_entity	wh3_dlc25_chs_cha_chaos_sorcerer_death_mnur
wh_main_character_passive_evasion	wh3_dlc25_chs_cha_chaos_sorcerer_death_mnur
wh3_dlc20_lord_passive_paragon_of_decay	wh3_dlc25_chs_cha_chaos_sorcerer_lord_death_mnur_rot_beast
wh3_main_unit_passive_cloud_of_flies	wh3_dlc25_chs_cha_chaos_sorcerer_lord_death_mnur_rot_beast
wh3_main_unit_passive_single_entity	wh3_dlc25_chs_cha_chaos_sorcerer_lord_death_mnur_rot_beast
wh_main_character_abilities_arcane_conduit	wh3_dlc25_chs_cha_chaos_sorcerer_lord_death_mnur_rot_beast
wh_main_character_passive_evasion	wh3_dlc25_chs_cha_chaos_sorcerer_lord_death_mnur_rot_beast
wh3_dlc20_lord_passive_paragon_of_decay	wh3_dlc25_chs_cha_chaos_sorcerer_lord_nurgle_mnur_rot_beast
wh3_main_unit_passive_cloud_of_flies	wh3_dlc25_chs_cha_chaos_sorcerer_lord_nurgle_mnur_rot_beast
wh3_main_unit_passive_single_entity	wh3_dlc25_chs_cha_chaos_sorcerer_lord_nurgle_mnur_rot_beast
wh_main_character_abilities_arcane_conduit	wh3_dlc25_chs_cha_chaos_sorcerer_lord_nurgle_mnur_rot_beast
wh_main_character_passive_evasion	wh3_dlc25_chs_cha_chaos_sorcerer_lord_nurgle_mnur_rot_beast
wh3_main_unit_passive_single_entity	wh3_dlc25_chs_cha_chaos_sorcerer_nurgle_mnur_chaos_steed
wh_main_character_passive_evasion	wh3_dlc25_chs_cha_chaos_sorcerer_nurgle_mnur_chaos_steed
wh3_main_unit_passive_single_entity	wh3_dlc25_chs_cha_chaos_sorcerer_nurgle_mnur_rot_beast
wh_main_character_passive_evasion	wh3_dlc25_chs_cha_chaos_sorcerer_nurgle_mnur_rot_beast
wh3_dlc20_unit_passive_giver_of_abundant_glory	wh3_dlc25_chs_cha_chaos_sorcerer_nurgle_mnur_warshrine
wh3_main_unit_passive_single_entity	wh3_dlc25_chs_cha_chaos_sorcerer_nurgle_mnur_warshrine
wh_dlc08_unit_passive_favour_of_the_ruinous_powers	wh3_dlc25_chs_cha_chaos_sorcerer_nurgle_mnur_warshrine
wh_main_character_passive_evasion	wh3_dlc25_chs_cha_chaos_sorcerer_nurgle_mnur_warshrine
wh3_main_unit_passive_single_entity	wh3_dlc25_chs_cha_chaos_sorcerer_nurgle_mnur
wh_main_character_passive_evasion	wh3_dlc25_chs_cha_chaos_sorcerer_nurgle_mnur
wh3_dlc20_character_passive_acid_ichor	wh3_dlc25_chs_cha_exalted_hero_mnur_rot_beast
wh3_main_unit_passive_cloud_of_flies	wh3_dlc25_chs_cha_exalted_hero_mnur_rot_beast
wh3_main_unit_passive_single_entity	wh3_dlc25_chs_cha_exalted_hero_mnur_rot_beast
wh_main_character_abilities_heroic_killing_blow	wh3_dlc25_chs_cha_exalted_hero_mnur_rot_beast
wh_main_unit_passive_deathblow	wh3_dlc25_dwf_art_goblin_hewer
wh3_dlc25_character_passive_worthy_foe	wh3_dlc25_dwf_cha_daemon_slayer
wh3_dlc25_lord_abilities_glorious_death	wh3_dlc25_dwf_cha_daemon_slayer
wh3_dlc25_unit_passive_wards_of_grimnir	wh3_dlc25_dwf_cha_daemon_slayer
wh3_main_unit_passive_single_entity	wh3_dlc25_dwf_cha_daemon_slayer
wh_main_character_abilities_deadly_onslaught	wh3_dlc25_dwf_cha_daemon_slayer
wh_main_character_abilities_foe_seeker	wh3_dlc25_dwf_cha_daemon_slayer
wh_main_lord_passive_deathblow	wh3_dlc25_dwf_cha_daemon_slayer
wh3_dlc25_character_passive_worthy_foe	wh3_dlc25_dwf_cha_dragon_slayer
wh3_main_unit_passive_single_entity	wh3_dlc25_dwf_cha_dragon_slayer
wh_main_character_abilities_foe_seeker	wh3_dlc25_dwf_cha_dragon_slayer
wh_main_character_abilities_heroic_killing_blow	wh3_dlc25_dwf_cha_dragon_slayer
wh_main_lord_passive_deathblow	wh3_dlc25_dwf_cha_dragon_slayer
wh3_dlc25_character_abilities_hurricane_of_death	wh3_dlc25_dwf_cha_garagrim_ironfist
wh3_dlc25_character_passive_slayer_of_legend	wh3_dlc25_dwf_cha_garagrim_ironfist
wh3_dlc25_character_passive_the_war_mourner	wh3_dlc25_dwf_cha_garagrim_ironfist
wh3_dlc25_unit_passive_wards_of_grimnir	wh3_dlc25_dwf_cha_garagrim_ironfist
wh3_main_unit_passive_single_entity	wh3_dlc25_dwf_cha_garagrim_ironfist
wh_main_lord_passive_deathblow	wh3_dlc25_dwf_cha_garagrim_ironfist
wh3_dlc25_character_passive_artillery_master	wh3_dlc25_dwf_cha_malakai_makaisson
wh3_dlc25_lord_abilities_cinderblast_cluster_bomb	wh3_dlc25_dwf_cha_malakai_makaisson
wh3_dlc25_lord_abilities_deranged_munitions	wh3_dlc25_dwf_cha_malakai_makaisson
wh3_main_unit_passive_single_entity	wh3_dlc25_dwf_cha_malakai_makaisson
wh_main_lord_passive_deathblow	wh3_dlc25_dwf_cha_malakai_makaisson
wh3_dlc25_unit_abilities_whirlwind_of_death_ror	wh3_dlc25_dwf_inf_doomseekers_ror
wh3_dlc25_unit_passive_wards_of_grimnir	wh3_dlc25_dwf_inf_doomseekers_ror
wh_main_unit_passive_deathblow	wh3_dlc25_dwf_inf_doomseekers_ror
wh3_dlc25_unit_abilities_whirlwind_of_death	wh3_dlc25_dwf_inf_doomseekers
wh3_dlc25_unit_passive_wards_of_grimnir	wh3_dlc25_dwf_inf_doomseekers
wh_main_unit_passive_deathblow	wh3_dlc25_dwf_inf_doomseekers
wh_main_unit_passive_frenzy	wh3_dlc25_dwf_inf_hammerers_grudge_unit
wh2_dlc10_unit_passive_guardian	wh3_dlc25_dwf_inf_longbeards_1_grudge_unit
wh3_dlc25_unit_passive_dwarf_rum	wh3_dlc25_dwf_inf_slayer_pirates_ror
wh_main_unit_passive_deathblow	wh3_dlc25_dwf_inf_slayer_pirates_ror
wh_main_unit_passive_deathblow	wh3_dlc25_dwf_inf_slayer_pirates
wh_dlc08_lord_passive_daring_deathblow	wh3_dlc25_dwf_inf_slayers_grudge_unit
wh_main_unit_passive_frenzy	wh3_dlc25_dwf_inf_thunderers_ror
wh3_dlc25_unit_abilities_gyrocopter_bomb_anti_large	wh3_dlc25_dwf_veh_gyrocopter_1_grudge_unit
wh3_dlc25_unit_passive_unbinding_gyrocopters	wh3_dlc25_dwf_veh_gyrocopter_summoned_0
wh_main_unit_abilities_gyrocopter_bomb	wh3_dlc25_dwf_veh_gyrocopter_summoned_0
wh3_dlc25_unit_abilities_spear_of_grungni	wh3_dlc25_dwf_veh_thunderbarge_grungni_mp
wh3_dlc25_unit_abilities_thunderburner	wh3_dlc25_dwf_veh_thunderbarge_grungni_mp
wh3_main_unit_passive_single_entity	wh3_dlc25_dwf_veh_thunderbarge_grungni_mp
wh3_dlc25_unit_abilities_spear_of_grungni	wh3_dlc25_dwf_veh_thunderbarge_grungni
wh3_dlc25_unit_abilities_thunderburner	wh3_dlc25_dwf_veh_thunderbarge_grungni
wh3_dlc25_unit_passive_unbinding_spirit_of_grungni	wh3_dlc25_dwf_veh_thunderbarge_grungni
wh3_main_unit_passive_single_entity	wh3_dlc25_dwf_veh_thunderbarge_grungni
wh3_dlc25_unit_abilities_spear_of_grungni	wh3_dlc25_dwf_veh_thunderbarge
wh3_dlc25_unit_abilities_thunderburner	wh3_dlc25_dwf_veh_thunderbarge
wh3_main_unit_passive_single_entity	wh3_dlc25_dwf_veh_thunderbarge
wh3_dlc25_lord_abilities_darkwalker	wh3_dlc25_emp_cha_elspeth_von_draken_carmine_dragon
wh3_dlc25_lord_passive_living_darkness	wh3_dlc25_emp_cha_elspeth_von_draken_carmine_dragon
wh3_dlc25_unit_abilities_coruscating_blast	wh3_dlc25_emp_cha_elspeth_von_draken_carmine_dragon
wh3_main_unit_passive_single_entity	wh3_dlc25_emp_cha_elspeth_von_draken_carmine_dragon
wh_main_character_abilities_arcane_conduit	wh3_dlc25_emp_cha_elspeth_von_draken_carmine_dragon
wh3_dlc25_lord_abilities_darkwalker	wh3_dlc25_emp_cha_elspeth_von_draken_warhorse
wh3_dlc25_lord_passive_living_darkness	wh3_dlc25_emp_cha_elspeth_von_draken_warhorse
wh3_main_unit_passive_single_entity	wh3_dlc25_emp_cha_elspeth_von_draken_warhorse
wh_main_character_abilities_arcane_conduit	wh3_dlc25_emp_cha_elspeth_von_draken_warhorse
wh3_dlc25_lord_abilities_darkwalker	wh3_dlc25_emp_cha_elspeth_von_draken
wh3_dlc25_lord_passive_living_darkness	wh3_dlc25_emp_cha_elspeth_von_draken
wh3_main_unit_passive_single_entity	wh3_dlc25_emp_cha_elspeth_von_draken
wh_main_character_abilities_arcane_conduit	wh3_dlc25_emp_cha_elspeth_von_draken
wh2_dlc17_hero_abilities_more_powder_generic	wh3_dlc25_emp_cha_engineer_mechanical_steed
wh3_dlc25_character_abilities_mercurial_shot	wh3_dlc25_emp_cha_engineer_mechanical_steed
wh3_dlc25_character_passive_master_of_ballistics	wh3_dlc25_emp_cha_engineer_mechanical_steed
wh3_main_unit_passive_single_entity	wh3_dlc25_emp_cha_engineer_mechanical_steed
wh2_dlc17_hero_abilities_more_powder_generic	wh3_dlc25_emp_cha_engineer_warhorse
wh3_dlc25_character_abilities_mercurial_shot	wh3_dlc25_emp_cha_engineer_warhorse
wh3_dlc25_character_passive_master_of_ballistics	wh3_dlc25_emp_cha_engineer_warhorse
wh3_main_unit_passive_single_entity	wh3_dlc25_emp_cha_engineer_warhorse
wh2_dlc17_hero_abilities_more_powder_generic	wh3_dlc25_emp_cha_engineer
wh3_dlc25_character_abilities_mercurial_shot	wh3_dlc25_emp_cha_engineer
wh3_dlc25_character_passive_master_of_ballistics	wh3_dlc25_emp_cha_engineer
wh3_main_unit_passive_single_entity	wh3_dlc25_emp_cha_engineer
wh2_dlc17_hero_abilities_more_powder_generic	wh3_dlc25_emp_cha_master_engineer_mechanical_steed
wh3_dlc25_character_abilities_pigeon_bomb	wh3_dlc25_emp_cha_master_engineer_mechanical_steed
wh3_dlc25_character_passive_master_of_ballistics	wh3_dlc25_emp_cha_master_engineer_mechanical_steed
wh3_main_unit_passive_single_entity	wh3_dlc25_emp_cha_master_engineer_mechanical_steed
wh2_dlc17_hero_abilities_more_powder_generic	wh3_dlc25_emp_cha_master_engineer_steam_tank
wh3_dlc25_character_abilities_pigeon_bomb	wh3_dlc25_emp_cha_master_engineer_steam_tank
wh3_dlc25_character_passive_master_of_ballistics	wh3_dlc25_emp_cha_master_engineer_steam_tank
wh3_main_unit_passive_single_entity	wh3_dlc25_emp_cha_master_engineer_steam_tank
wh2_dlc17_hero_abilities_more_powder_generic	wh3_dlc25_emp_cha_master_engineer_warhorse
wh3_dlc25_character_abilities_pigeon_bomb	wh3_dlc25_emp_cha_master_engineer_warhorse
wh3_dlc25_character_passive_master_of_ballistics	wh3_dlc25_emp_cha_master_engineer_warhorse
wh3_main_unit_passive_single_entity	wh3_dlc25_emp_cha_master_engineer_warhorse
wh2_dlc17_hero_abilities_more_powder_generic	wh3_dlc25_emp_cha_master_engineer
wh3_dlc25_character_abilities_pigeon_bomb	wh3_dlc25_emp_cha_master_engineer
wh3_dlc25_character_passive_master_of_ballistics	wh3_dlc25_emp_cha_master_engineer
wh3_main_unit_passive_single_entity	wh3_dlc25_emp_cha_master_engineer
wh3_dlc25_hero_abilities_titan_headsman	wh3_dlc25_emp_cha_theodore_bruckner_demigryph_reaper
wh3_dlc25_hero_passive_fearsome_combatant	wh3_dlc25_emp_cha_theodore_bruckner_demigryph_reaper
wh3_main_unit_passive_single_entity	wh3_dlc25_emp_cha_theodore_bruckner_demigryph_reaper
wh3_dlc25_hero_abilities_titan_headsman	wh3_dlc25_emp_cha_theodore_bruckner
wh3_dlc25_hero_passive_fearsome_combatant	wh3_dlc25_emp_cha_theodore_bruckner
wh3_main_unit_passive_single_entity	wh3_dlc25_emp_cha_theodore_bruckner
wh3_main_unit_passive_single_entity	wh3_dlc25_emp_cha_wizard_metal_pegasus
wh3_main_unit_passive_single_entity	wh3_dlc25_emp_cha_wizard_metal_warhorse
