phase	stat	value	how
wh2_main_item_passive_circlet_of_iron	scalar_miscast_chance	0.5000	mult
wh2_main_item_passive_curse_charm_of_tepok	scalar_miscast_chance	1.5000	mult
wh2_main_item_passive_diamond_guardian_phoenix	stat_resistance_physical	10.0000	add
wh2_main_item_passive_enchanted_spyglass	scalar_missile_damage_base	1.1000	mult
wh2_main_item_passive_loremasters_cloak	stat_resistance_magic	20.0000	add
wh2_main_item_passive_pipes_of_piebald	scalar_charge_speed	0.8000	mult
wh2_main_item_passive_pipes_of_piebald	stat_charge_bonus	0.8000	mult
wh2_main_item_passive_portents_of_verminous_doom	stat_morale	-4.0000	add
wh2_main_item_passive_ring_of_hotek	scalar_miscast_chance	1.5000	mult
wh2_main_item_passive_ruby_guardian_phoenix	stat_resistance_flame	10.0000	add
wh2_main_item_passive_sacred_incense	stat_resistance_missile	10.0000	add
wh2_main_item_passive_sapphire_guardian_phoenix	stat_resistance_magic	10.0000	add
wh2_main_item_passive_shadow_magnet_trinket	stat_missile_block_chance	12.0000	add
wh2_main_item_passive_shield_of_distraction	stat_melee_attack	-5.0000	add
wh2_main_item_passive_shield_of_ghrond	stat_melee_damage_base	0.8800	mult
wh2_main_item_passive_sunburst_standard_of_hexoatl	stat_melee_defence	10.0000	add
wh2_main_item_passive_sunburst_standard_of_hexoatl	stat_resistance_missile	10.0000	add
wh2_main_item_passive_supreme_spellshield_miscast	stat_resistance_magic	20.0000	add
wh2_main_item_passive_war_drum_of_xahutec	scalar_speed	1.0500	mult
wh2_main_item_passive_war_drum_of_xahutec	stat_charge_bonus	1.0500	mult
wh2_main_item_passive_war_drum_of_xahutec	stat_morale	4.0000	add
wh2_main_item_passive_warp_shard_armour	stat_armour	-23.0000	add
wh2_main_item_passive_warp_shard_armour	stat_melee_defence	-5.0000	add
wh2_main_lord_abilities_feint_and_reposte	stat_melee_attack	24.0000	add
wh2_main_lord_abilities_feint_and_reposte	stat_melee_defence	24.0000	add
wh2_main_lord_abilities_feint_and_reposte	stat_resistance_physical	20.0000	add
wh2_main_lord_abilities_potion_of_charoi	stat_resistance_all	40.0000	add
wh2_main_lord_abilities_sacred_spawning_of_xhotl	stat_resistance_physical	20.0000	add
wh2_main_lord_abilities_trophy_heads	stat_melee_attack	-24.0000	add
wh2_main_lord_abilities_trophy_heads	stat_melee_defence	-40.0000	add
wh2_main_lord_passive_enchanting_beauty	stat_charge_bonus	0.9000	mult
wh2_main_lord_passive_enchanting_beauty	stat_melee_attack	-5.0000	add
wh2_main_lord_passive_glamour_of_hoeth	scalar_bracing	3.0000	mult
wh2_main_lord_passive_glamour_of_hoeth	stat_morale	4.0000	add
wh2_main_lord_passive_kindle_the_fury	stat_melee_attack	8.0000	add
wh2_main_lord_passive_kindle_the_fury	stat_melee_damage_base	1.0800	mult
wh2_main_lord_passive_strength_through_spite	stat_melee_attack	5.0000	add
wh2_main_lore_passive_musk_of_fear	stat_melee_attack	-12.0000	add
wh2_main_lore_passive_musk_of_fear	stat_morale	-4.0000	add
wh2_main_lore_passive_plague_rash	scalar_speed	0.9000	mult
wh2_main_lore_passive_shield_of_saphery	stat_resistance_all	10.0000	add
wh2_main_lore_passive_spiteful_conjuration	stat_armour	-15.0000	add
wh2_main_mount_abilities_unholy_clamour	stat_morale	16.0000	add
wh2_main_mount_passive_wall_of_unholy_sound	stat_melee_attack	5.0000	add
wh2_main_mount_passive_wall_of_unholy_sound	stat_morale	4.0000	add
wh2_main_spell_bound_embers_of_the_phoenix	scalar_missile_damage_base	1.2500	mult
wh2_main_spell_bound_embers_of_the_phoenix	stat_melee_damage_base	1.3000	mult
wh2_main_spell_bound_the_seerstaff_of_saphery	stat_melee_attack	24.0000	add
wh2_main_spell_bound_the_seerstaff_of_saphery	stat_reloading	40.0000	add
wh2_main_spell_bound_whip_of_agony	stat_accuracy	-30.0000	add
wh2_main_spell_bound_whip_of_agony	stat_melee_attack	-24.0000	add
wh2_main_spell_dark_magic_chillwind_upgraded	scalar_speed	0.5500	mult
wh2_main_spell_dark_magic_chillwind_upgraded	stat_reloading	-20.0000	add
wh2_main_spell_dark_magic_chillwind	scalar_speed	0.7500	mult
wh2_main_spell_dark_magic_word_of_pain_upgraded	stat_accuracy	-30.0000	add
wh2_main_spell_dark_magic_word_of_pain_upgraded	stat_melee_attack	-40.0000	add
wh2_main_spell_dark_magic_word_of_pain_upgraded	stat_melee_defence	-24.0000	add
wh2_main_spell_dark_magic_word_of_pain	stat_accuracy	-30.0000	add
wh2_main_spell_dark_magic_word_of_pain	stat_melee_attack	-40.0000	add
wh2_main_spell_high_magic_hand_of_glory_upgraded	stat_melee_attack	24.0000	add
wh2_main_spell_high_magic_hand_of_glory_upgraded	stat_reloading	60.0000	add
wh2_main_spell_high_magic_hand_of_glory	stat_melee_attack	24.0000	add
wh2_main_spell_high_magic_hand_of_glory	stat_reloading	40.0000	add
wh2_main_spell_high_magic_tempest_upgraded	scalar_speed	0.4000	mult
wh2_main_spell_high_magic_tempest	scalar_speed	0.4000	mult
wh2_main_spell_plague_wither_upgraded	stat_armour	-60.0000	add
wh2_main_spell_plague_wither	stat_armour	-30.0000	add
wh2_main_spell_ruin_death_frenzy	stat_melee_attack	24.0000	add
wh2_main_spell_ruin_death_frenzy	stat_melee_damage_ap	1.3000	mult
wh2_main_spell_ruin_death_frenzy	stat_melee_damage_base	1.3000	mult
wh2_main_spell_ruin_skitterleap_upgraded	scalar_speed	1.2500	mult
wh2_main_spell_ruin_skitterleap	scalar_speed	1.2500	mult
wh2_main_unit_abilities_fury_of_khaine	stat_melee_attack	24.0000	add
wh2_main_unit_abilities_fury_of_khaine	stat_melee_damage_ap	1.5000	mult
wh2_main_unit_abilities_fury_of_khaine	stat_melee_damage_base	1.5000	mult
wh2_main_unit_contact_noxious_breath	stat_melee_attack	0.7000	mult
wh2_main_unit_contact_noxious_breath	stat_reloading	-30.0000	add
wh2_main_unit_contact_plague_monk_censer_morale	stat_morale	-10.0000	add
wh2_main_unit_contact_weeping_blade	stat_armour	0.5000	mult
wh2_main_unit_contact_witch_elf_poison	scalar_speed	0.8000	mult
wh2_main_unit_contact_witch_elf_poison	stat_melee_defence	0.9000	mult
wh2_main_unit_passive_attuned_to_magic	stat_resistance_all	10.0000	add
wh2_main_unit_passive_blizzard_aura	scalar_charge_speed	0.8800	mult
wh2_main_unit_passive_blizzard_aura	scalar_speed	0.8800	mult
wh2_main_unit_passive_blizzard_aura	stat_melee_attack	-8.0000	add
wh2_main_unit_passive_blizzard_aura	stat_melee_damage_ap	0.8800	mult
wh2_main_unit_passive_blizzard_aura	stat_melee_damage_base	0.8800	mult
wh2_main_unit_passive_bloodshield_of_khaine	stat_resistance_physical	5.0000	add
wh2_main_unit_passive_martial_mastery	stat_melee_attack	8.0000	add
wh2_main_unit_passive_martial_mastery	stat_melee_defence	12.0000	add
wh2_main_unit_passive_martial_prowess	stat_melee_attack	2.0000	add
wh2_main_unit_passive_martial_prowess	stat_melee_defence	12.0000	add
wh2_main_unit_passive_primal_instincts	stat_charge_bonus	1.1500	mult
wh2_main_unit_passive_primal_instincts	stat_melee_attack	5.0000	add
wh2_main_unit_passive_primal_instincts	stat_resistance_physical	5.0000	add
wh2_main_unit_passive_scurry_away	scalar_speed	1.1000	mult
wh2_main_unit_passive_snare_net	scalar_charge_speed	0.9000	mult
wh2_main_unit_passive_snare_net	scalar_speed	0.9000	mult
wh2_main_unit_passive_strength_in_numbers	scalar_speed	0.9000	mult
wh2_main_unit_passive_strength_in_numbers	stat_melee_defence	8.0000	add
wh2_main_unit_passive_strength_in_numbers	stat_morale	6.0000	add
wh2_main_weapon_abilities_dwarf_gouger	stat_melee_attack	24.0000	add
wh2_main_weapon_abilities_dwarf_gouger	stat_melee_damage_ap	1.5000	mult
wh2_main_weapon_abilities_hydra_blade	stat_melee_damage_ap	1.5000	mult
wh2_main_weapon_abilities_hydra_blade	stat_melee_damage_base	1.5000	mult
wh2_main_weapon_abilities_sword_of_teclis	scalar_spell_mastery	1.3000	mult
wh2_main_weapon_abilities_web_of_shadows	scalar_speed	0.7500	mult
wh2_main_weapon_passive_chillblade	scalar_speed	0.9000	mult
wh2_main_weapon_passive_chillblade	stat_melee_attack	-5.0000	add
wh2_main_weapon_passive_destroyer	stat_resistance_magic	-20.0000	add
wh2_main_weapon_passive_heartrender_and_the_darksword	stat_melee_attack	-5.0000	add
wh2_main_weapon_passive_heartrender_and_the_darksword	stat_melee_defence	-5.0000	add
wh2_pro08_character_abilities_gotrek_doom	stat_melee_defence	40.0000	add
wh2_pro08_character_abilities_gotrek_doom	stat_resistance_all	40.0000	add
wh2_pro08_character_abilities_helping_hand	stat_melee_attack	40.0000	add
wh2_pro08_character_abilities_helping_hand	stat_resistance_all	40.0000	add
wh2_pro08_unit_contact_dampen	stat_resistance_magic	-20.0000	add
wh2_pro08_weapon_abilities_karaghul	stat_bonus_vs_infantry	32.0000	add
wh2_pro08_weapon_abilities_karaghul	stat_melee_attack	40.0000	add
wh2_pro08_weapon_abilities_rune_axe_of_gotrek	stat_melee_damage_ap	1.5000	mult
wh2_twa03_item_passive_beast_armour_of_karond_kar	stat_melee_defence	10.0000	add
wh2_twa03_item_passive_beast_armour_of_karond_kar	stat_resistance_all	11.0000	add
wh2_twa03_lord_abilities_beastlords_gaze	stat_morale	16.0000	add
wh2_twa03_lord_abilities_beastlords_gaze	stat_resistance_all	10.0000	add
wh2_twa03_lord_passive_beastlords_presence	stat_morale	16.0000	add
wh2_twa03_weapon_abilities_whip_of_agony	stat_melee_defence	-24.0000	add
wh3_demo_survival_khorne_blood	stat_melee_attack	0.9000	mult
wh3_demo_survival_khorne_ruin	stat_armour	-15.0000	add
wh3_demo_survival_khorne_torment	stat_morale	-15.0000	add
wh3_dlc20_character_passive_acid_ichor	stat_damage_reflection	6.0000	add
wh3_dlc20_item_abilities_pestilent_potions	stat_melee_attack	-24.0000	add
wh3_dlc20_item_abilities_pestilent_potions	stat_melee_damage_ap	0.7500	mult
wh3_dlc20_item_abilities_pestilent_potions	stat_melee_damage_base	0.7500	mult
wh3_dlc20_item_abilities_the_armour_of_morkar	stat_melee_defence	24.0000	add
wh3_dlc20_item_passive_armour_of_damnation	stat_armour	7.0000	add
wh3_dlc20_item_passive_armour_of_damnation	stat_resistance_all	5.0000	add
wh3_dlc20_item_passive_axe_of_khorne	stat_melee_damage_ap	1.2500	mult
wh3_dlc20_item_passive_axe_of_khorne	stat_melee_damage_base	1.2500	mult
wh3_dlc20_item_passive_bronze_armour_of_zhrakk	stat_resistance_physical	5.0000	add
wh3_dlc20_item_passive_doom_totem	stat_morale	-4.0000	add
wh3_dlc20_item_passive_the_beguiling_gem	scalar_speed	0.8500	mult
wh3_dlc20_item_passive_the_crown_of_domination_self	stat_morale	4.0000	add
wh3_dlc20_item_passive_the_scarlet_armour	stat_melee_damage_ap	0.8000	mult
wh3_dlc20_item_passive_the_scarlet_armour	stat_melee_damage_base	0.8000	mult
wh3_dlc20_item_the_passive_festering_shroud	stat_resistance_missile	10.0000	add
wh3_dlc20_lord_abilities_tempest_rage	stat_charge_bonus	1.2000	mult
wh3_dlc20_lord_abilities_tempest_rage	stat_melee_attack	24.0000	add
wh3_dlc20_lord_abilities_tempest_rage	stat_melee_damage_ap	1.2500	mult
wh3_dlc20_lord_abilities_tempest_rage	stat_melee_damage_base	1.2500	mult
wh3_dlc20_lord_abilities_temptator	stat_damage_reflection	25.0000	add
wh3_dlc20_lord_abilities_temptator	stat_resistance_all	20.0000	add
wh3_dlc20_lord_passive_domineering_aura	stat_melee_attack	-10.0000	add
wh3_dlc20_lord_passive_domineering_aura	stat_melee_defence	-10.0000	add
wh3_dlc20_lord_passive_paragon_of_carnage	stat_melee_attack	8.0000	add
wh3_dlc20_lord_passive_paragon_of_decay	stat_melee_damage_ap	0.9500	mult
wh3_dlc20_lord_passive_paragon_of_decay	stat_melee_damage_base	0.9500	mult
wh3_dlc20_lord_passive_paragon_of_excess	stat_melee_attack	-5.0000	add
wh3_dlc20_lord_passive_paragon_of_ruin	stat_charge_bonus	1.0500	mult
wh3_dlc20_lord_passive_the_gaze_of_khorne	stat_melee_damage_ap	1.0500	mult
wh3_dlc20_lord_passive_the_gaze_of_khorne	stat_melee_damage_base	1.0500	mult
wh3_dlc20_lord_passive_the_gaze_of_khorne	stat_morale	4.0000	add
wh3_dlc20_lord_passive_the_twisted_twin	scalar_spell_mastery	1.3000	mult
wh3_dlc20_lord_passive_the_twisted_twin	stat_melee_attack	10.0000	add
wh3_dlc20_lord_passive_the_twisted_twin	stat_melee_defence	10.0000	add
wh3_dlc20_survival_aob_mark_of_leader	scalar_speed	1.1500	mult
wh3_dlc20_survival_aob_mark_of_leader	stat_morale	10.0000	add
wh3_dlc20_survival_aob_mark_of_sentinel	stat_melee_defence	5.0000	add
wh3_dlc20_survival_aob_mark_of_sentinel	stat_resistance_physical	10.0000	add
wh3_dlc20_survival_aob_mark_of_sorcerer	scalar_spell_mastery	1.1500	mult
wh3_dlc20_survival_aob_mark_of_sorcerer	stat_resistance_magic	10.0000	add
wh3_dlc20_survival_aob_mark_of_vanguard	stat_melee_attack	5.0000	add
wh3_dlc20_survival_aob_mark_of_vanguard	stat_melee_damage_base	1.1000	mult
wh3_dlc20_unit_abilities_storm_rage	stat_charge_bonus	1.2000	mult
wh3_dlc20_unit_abilities_storm_rage	stat_melee_attack	24.0000	add
wh3_dlc20_unit_abilities_storm_rage	stat_melee_damage_ap	1.2500	mult
wh3_dlc20_unit_abilities_storm_rage	stat_melee_damage_base	1.2500	mult
wh3_dlc20_unit_contact_corrosion	stat_armour	-30.0000	add
wh3_dlc20_unit_passive_giver_of_arcane_glory	scalar_spell_mastery	1.3000	mult
wh3_dlc20_unit_passive_giver_of_furious_glory	stat_melee_attack	8.0000	add
wh3_dlc20_unit_passive_giver_of_furious_glory	stat_melee_damage_ap	1.1500	mult
wh3_dlc20_unit_passive_giver_of_furious_glory	stat_melee_damage_base	1.1500	mult
wh3_dlc20_unit_passive_giver_of_glory	stat_resistance_physical	20.0000	add
wh3_dlc20_unit_passive_murderous_charge	scalar_charge_speed	1.3000	mult
wh3_dlc20_unit_passive_murderous_charge	scalar_entity_acceleration_modifier	1.2000	mult
wh3_dlc20_unit_passive_murderous_charge	stat_charge_bonus	1.4000	mult
wh3_dlc20_unit_passive_murderous_charge	stat_mass	1.5000	mult
wh3_dlc20_unit_passive_supreme_vanity	stat_melee_defence	10.0000	add
wh3_dlc20_weapon_abilities_aether_sword	stat_melee_damage_ap	1.2500	mult
wh3_dlc20_weapon_abilities_aether_sword	stat_melee_damage_base	1.2500	mult
wh3_dlc20_weapon_abilities_daemonblade	stat_melee_damage_ap	1.2500	mult
wh3_dlc20_weapon_abilities_daemonblade	stat_melee_damage_base	1.2500	mult
wh3_dlc20_weapon_abilities_rapier_of_ecstasy	stat_melee_attack	24.0000	add
wh3_dlc20_weapon_abilities_sliverslash	stat_melee_damage_ap	1.5000	mult
wh3_dlc20_weapon_abilities_sliverslash	stat_melee_damage_base	1.5000	mult
wh3_dlc23_arcane_passive_blood_shard	scalar_spell_mastery	1.6000	mult
wh3_dlc23_army_abilities_armour_of_contempt	stat_armour	30.0000	add
wh3_dlc23_army_abilities_armour_of_contempt	stat_melee_defence	24.0000	add
wh3_dlc23_barricade_monument_chd	stat_missile_block_chance	24.0000	add
wh3_dlc23_barricade_monument_chd	stat_morale	10.0000	add
wh3_dlc23_bound_abilities_breath_of_hatred	stat_melee_attack	24.0000	add
wh3_dlc23_character_abilities_breath_of_hatred	stat_melee_attack	24.0000	add
wh3_dlc23_character_abilities_skjalandirs_fall	stat_accuracy	90.0000	add
wh3_dlc23_character_abilities_sword_dance_enemy	stat_melee_attack	-24.0000	add
wh3_dlc23_character_abilities_sword_dance_self	stat_melee_defence	24.0000	add
wh3_dlc23_character_abilities_sword_dance_self	stat_resistance_physical	40.0000	add
wh3_dlc23_character_passive_infernal_engineer_ally	stat_reloading	20.0000	add
wh3_dlc23_character_passive_infernal_engineer_self	stat_resistance_missile	15.0000	add
wh3_dlc23_character_passive_malign_authority	stat_morale	8.0000	add
wh3_dlc23_contact_armour_destruction	stat_armour	-30.0000	add
wh3_dlc23_contact_armour_destruction	stat_missile_block_chance	-30.0000	add
wh3_dlc23_final_battle_kb_pillars	stat_melee_attack	1.2000	mult
wh3_dlc23_final_battle_kb_pillars	stat_morale	5.0000	add
wh3_dlc23_final_battle_kb_pumps	stat_melee_damage_base	1.2000	mult
wh3_dlc23_final_battle_kb_pumps	stat_resistance_physical	15.0000	add
wh3_dlc23_hero_abilities_crooked_dice_iii	stat_resistance_all	40.0000	add
wh3_dlc23_hero_abilities_crooked_dice_ii	stat_resistance_physical	40.0000	add
wh3_dlc23_hero_abilities_crooked_dice_i	stat_armour	60.0000	add
wh3_dlc23_item_abilities_armour_of_gazrakh	stat_resistance_all	30.0000	add
wh3_dlc23_item_abilities_black_gem_of_gnar	stat_melee_attack	0.0000	mult
wh3_dlc23_item_abilities_ever_burning_light_grungni	stat_melee_attack	5.0000	add
wh3_dlc23_item_abilities_hammer_of_smednir	scalar_charge_speed	0.4000	mult
wh3_dlc23_item_abilities_hammer_of_smednir	scalar_speed	0.4000	mult
wh3_dlc23_item_abilities_morgrims_eye	scalar_missile_damage_ap	1.2500	mult
wh3_dlc23_item_abilities_morgrims_eye	stat_accuracy	60.0000	add
wh3_dlc23_item_abilities_rune_of_thungni	stat_melee_damage_ap	1.2500	mult
wh3_dlc23_item_abilities_rune_of_thungni	stat_melee_damage_base	1.2500	mult
wh3_dlc23_item_abilities_slayer_for_chaos_grimnir	stat_melee_attack	12.0000	add
wh3_dlc23_item_ability_the_vial_of_hashut	stat_armour	-60.0000	add
wh3_dlc23_item_ability_the_vial_of_hashut	stat_weakness_flame	-20.0000	add
wh3_dlc23_item_contact_daemon_flask_of_ashak	stat_melee_attack	-16.0000	add
wh3_dlc23_item_passive_daemonspite_crucible	scalar_spell_mastery	1.6000	mult
wh3_dlc23_item_passive_hellshard_amulet	stat_damage_reflection	20.0000	add
wh3_dlc23_item_passive_hellshard_amulet	stat_resistance_all	10.0000	add
wh3_dlc23_item_passive_stone_mantle	scalar_speed	0.8000	mult
wh3_dlc23_item_passive_stone_mantle	stat_resistance_physical	30.0000	add
wh3_dlc23_lord_abilities_sadistic_snare	stat_melee_defence	-24.0000	add
wh3_dlc23_lord_passive_boundless_cruelty	stat_morale	-8.0000	add
wh3_dlc23_lord_passive_champions_of_the_maw	stat_charge_bonus	1.2000	mult
wh3_dlc23_lord_passive_champions_of_the_maw	stat_resistance_physical	10.0000	add
wh3_dlc23_lord_passive_dark_renown	stat_melee_attack	8.0000	add
wh3_dlc23_lord_passive_mechanical_overdrive	stat_melee_attack	8.0000	add
wh3_dlc23_lord_passive_mechanical_overdrive	stat_melee_damage_base	1.1500	mult
wh3_dlc23_lord_passive_presence_of_clan_angrund	stat_armour	15.0000	add
wh3_dlc23_lord_passive_presence_of_clan_angrund	stat_melee_defence	8.0000	add
wh3_dlc23_lord_passive_presence_of_clan_angrund	stat_missile_block_chance	1.5000	mult
wh3_dlc23_lord_passive_presence_of_the_high_king	stat_charge_bonus	1.2000	mult
wh3_dlc23_lord_passive_presence_of_the_high_king	stat_melee_attack	12.0000	add
wh3_dlc23_lord_passive_presence_of_the_high_king	stat_melee_damage_base	1.3000	mult
wh3_dlc23_lord_passive_presence_of_the_master_runelord	scalar_speed	1.2000	mult
wh3_dlc23_lord_passive_presence_of_the_master_runelord	stat_resistance_magic	20.0000	add
wh3_dlc23_mount_passive_horseback_progidy	scalar_missile_damage_ap	1.2500	mult
wh3_dlc23_mount_passive_horseback_progidy	scalar_missile_damage_base	1.2500	mult
wh3_dlc23_mount_passive_horseback_progidy	scalar_speed	1.1500	mult
wh3_dlc23_spell_hashut_ash_storm_upgraded	scalar_speed	0.7500	mult
wh3_dlc23_spell_hashut_ash_storm_upgraded	stat_weakness_flame	-20.0000	add
wh3_dlc23_spell_hashut_ash_storm	scalar_speed	0.7500	mult
wh3_dlc23_spell_hashut_ash_storm	stat_weakness_flame	-20.0000	add
wh3_dlc23_spell_hashut_dark_subjugation_upgraded	stat_melee_defence	-24.0000	add
wh3_dlc23_spell_hashut_dark_subjugation_upgraded	stat_morale	-8.0000	add
wh3_dlc23_spell_hashut_dark_subjugation	stat_melee_defence	-24.0000	add
wh3_dlc23_spell_hashut_dark_subjugation	stat_morale	-8.0000	add
wh3_dlc23_unit_abilities_more_power	scalar_entity_acceleration_modifier	3.0000	mult
wh3_dlc23_unit_abilities_more_power	scalar_speed	1.2500	mult
wh3_dlc23_unit_abilities_more_power	stat_mass	1.5000	mult
wh3_dlc23_unit_contact_blinded	scalar_speed	0.5000	mult
wh3_dlc23_unit_contact_blinded	stat_melee_attack	-24.0000	add
wh3_dlc23_unit_contact_blinded	stat_melee_defence	-24.0000	add
wh3_dlc23_unit_contact_blinded	stat_missile_block_chance	-26.0000	add
wh3_dlc23_unit_contact_gorduz_poison	scalar_missile_damage_ap	0.8500	mult
wh3_dlc23_unit_contact_gorduz_poison	scalar_missile_damage_base	0.8500	mult
wh3_dlc23_unit_contact_gorduz_poison	scalar_speed	0.8500	mult
wh3_dlc23_unit_contact_gorduz_poison	stat_melee_damage_ap	0.8500	mult
wh3_dlc23_unit_contact_gorduz_poison	stat_melee_damage_base	0.8500	mult
wh3_dlc23_unit_passive_backstabbers	scalar_missile_damage_base	1.3000	mult
wh3_dlc23_unit_passive_backstabbers	stat_melee_damage_base	1.3000	mult
wh3_dlc23_unit_passive_blazing_body	stat_damage_reflection	25.0000	add
wh3_dlc23_unit_passive_blazing_body	stat_resistance_physical	10.0000	add
wh3_dlc23_unit_passive_cowardly_despoilers	stat_melee_damage_base	1.2500	mult
wh3_dlc23_unit_passive_dampening_miasma	stat_resistance_magic	-100.0000	add
wh3_dlc23_unit_passive_dig_in_ii	scalar_missile_range	1.4000	mult
wh3_dlc23_unit_passive_dig_in_ii	stat_resistance_missile	15.0000	add
wh3_dlc23_unit_passive_dig_in_long_range_upgraded_ii	scalar_missile_range	1.6000	mult
wh3_dlc23_unit_passive_dig_in_long_range_upgraded_ii	stat_resistance_missile	15.0000	add
wh3_dlc23_unit_passive_dig_in_short_range_upgraded_ii	scalar_missile_range	1.4000	mult
wh3_dlc23_unit_passive_dig_in_short_range_upgraded_ii	stat_resistance_missile	15.0000	add
wh3_dlc23_unit_passive_hellbound	stat_resistance_physical	20.0000	add
wh3_dlc23_unit_passive_hellish_frenzy	stat_charge_bonus	1.1000	mult
wh3_dlc23_unit_passive_hellish_frenzy	stat_melee_attack	10.0000	add
wh3_dlc23_unit_passive_hellish_frenzy	stat_melee_damage_ap	1.1000	mult
wh3_dlc23_unit_passive_hellish_frenzy	stat_melee_damage_base	1.1000	mult
wh3_dlc23_unit_passive_oath_of_contempt	stat_resistance_physical	10.0000	add
wh3_dlc23_unit_passive_pelt_of_wulfag	scalar_speed	0.2500	mult
wh3_dlc23_unit_passive_revel_in_fear	stat_charge_bonus	1.4000	mult
wh3_dlc23_unit_passive_revel_in_fear	stat_melee_attack	40.0000	add
wh3_dlc23_unit_passive_revel_in_fear	stat_morale	16.0000	add
wh3_dlc23_unit_passive_standard_of_zharr	stat_melee_defence	4.0000	add
wh3_dlc23_weapon_abilities_black_hammer_of_hashut	stat_melee_damage_ap	1.5000	mult
wh3_dlc23_weapon_abilities_black_hammer_of_hashut	stat_melee_damage_base	1.5000	mult
wh3_dlc23_weapon_abilities_dagger_of_malice	stat_melee_attack	40.0000	add
wh3_dlc23_weapon_abilities_dagger_of_malice	stat_melee_damage_base	2.0000	mult
wh3_dlc23_weapon_abilities_dark_mace	stat_armour	-30.0000	add
wh3_dlc23_weapon_abilities_silver_dagger	stat_melee_damage_ap	1.2500	mult
wh3_dlc23_weapon_abilities_silver_dagger	stat_melee_damage_base	1.2500	mult
wh3_dlc23_weapon_abilities_the_graven_sceptre	stat_melee_attack	24.0000	add
wh3_dlc23_weapon_abilities_the_graven_sceptre	stat_melee_damage_ap	1.2500	mult
wh3_dlc23_weapon_abilities_the_graven_sceptre	stat_melee_damage_base	1.2500	mult
wh3_dlc23_weapon_passive_the_obsidian_axe	stat_melee_attack	40.0000	add
wh3_dlc23_weapon_passive_the_obsidian_axe	stat_melee_damage_ap	1.5000	mult
wh3_dlc24_character_abilities_bastions_defenders	stat_melee_defence	24.0000	add
wh3_dlc24_character_abilities_change_or_die	stat_morale	16.0000	add
wh3_dlc24_character_abilities_change_or_die	stat_resistance_all	20.0000	add
wh3_dlc24_character_abilities_colossal_strike	stat_bonus_vs_large	16.0000	add
wh3_dlc24_character_abilities_colossal_strike	stat_melee_damage_ap	1.2500	mult
wh3_dlc24_character_abilities_colossal_strike	stat_melee_damage_base	1.2500	mult
wh3_dlc24_character_passive_bulwark_of_the_gate_ii	stat_armour	15.0000	add
wh3_dlc24_character_passive_bulwark_of_the_gate_ii	stat_missile_block_chance	24.0000	add
wh3_dlc24_character_passive_bulwark_of_the_gate_i	stat_armour	15.0000	add
wh3_dlc24_character_passive_master_of_the_stone_legions	stat_morale	4.0000	add
wh3_dlc24_character_passive_master_of_the_stone_legions	stat_resistance_physical	15.0000	add
wh3_dlc24_character_passive_spell_syphon	scalar_spell_mastery	1.6000	mult
wh3_dlc24_effect_10_spell_mastery_hidden	scalar_spell_mastery	0.1000	add
wh3_dlc24_effect_20_spell_mastery_hidden	scalar_spell_mastery	0.2000	add
wh3_dlc24_effect_50_spell_mastery_hidden	scalar_spell_mastery	0.5000	add
wh3_dlc24_effect_5_spell_mastery_hidden	scalar_spell_mastery	0.0500	add
wh3_dlc24_effect_contact_phase_windstruck	scalar_charge_speed	0.6000	mult
wh3_dlc24_effect_contact_phase_windstruck	scalar_entity_acceleration_modifier	0.3500	mult
wh3_dlc24_effect_contact_phase_windstruck	scalar_speed	0.6000	mult
wh3_dlc24_hero_abilities_thorns_aura	stat_damage_reflection	14.0000	add
wh3_dlc24_hero_abilities_vorozhejas_foresight	stat_armour	-12.0000	add
wh3_dlc24_hero_abilities_vorozhejas_foresight	stat_missile_block_chance	-12.0000	add
wh3_dlc24_hero_abilities_vorozhejas_foresight	stat_resistance_missile	-10.0000	add
wh3_dlc24_hero_abilities_znarkharjas_ward	stat_resistance_all	10.0000	add
wh3_dlc24_hero_passive_assume_command	stat_morale	8.0000	add
wh3_dlc24_hero_passive_meeting_of_the_minds	stat_melee_attack	10.0000	add
wh3_dlc24_hero_passive_meeting_of_the_minds	stat_melee_defence	10.0000	add
wh3_dlc24_item_abilities_blessed_helm_of_the_oblast	stat_armour	60.0000	add
wh3_dlc24_item_abilities_blessed_helm_of_the_oblast	stat_resistance_missile	20.0000	add
wh3_dlc24_item_abilities_book_of_secrets_fire	scalar_speed	0.7500	mult
wh3_dlc24_item_abilities_book_of_secrets_fire	stat_weakness_flame	-20.0000	add
wh3_dlc24_item_abilities_book_of_secrets_shadows	stat_melee_attack	-24.0000	add
wh3_dlc24_item_abilities_book_of_secrets_shadows	stat_melee_defence	-24.0000	add
wh3_dlc24_item_abilities_mirror_of_knowledge	scalar_speed	0.7500	mult
wh3_dlc24_item_abilities_the_golden_eye_of_tzeentch	stat_resistance_missile	40.0000	add
wh3_dlc24_lord_abilities_armour_of_the_dragons_gaze_1	stat_resistance_all	10.0000	add
wh3_dlc24_lord_abilities_armour_of_the_dragons_gaze_2	stat_morale	4.0000	add
wh3_dlc24_lord_abilities_cowled_and_cloaked	stat_resistance_all	10.0000	add
wh3_dlc24_lord_abilities_crown_of_claws	stat_resistance_missile	20.0000	add
wh3_dlc24_lord_abilities_dragons_fang	stat_melee_attack	40.0000	add
