member	attitude
diplomacy_FactionGroup_SKV_Warlord_Faction_Rictus_Clan_Nest_&_OtherFactionSkaven_&_Negative	hostile
diplomacy_FactionGroup_SKV_Warlord_Faction_Rictus_Clan_Nest_&_OtherFactionSkaven_&_Positive	hostile
diplomacy_FactionGroup_SKV_Warlord_Faction_Rictus_Clan_Nest_&_OtherFactionTombKings_&_Negative	hostile
diplomacy_FactionGroup_SKV_Warlord_Faction_Rictus_Clan_Nest_&_OtherFactionTombKings_&_Positive	hostile
diplomacy_FactionGroup_SKV_Warlord_Faction_Rictus_Clan_Nest_&_OtherFactionVamp_&_Negative	hostile
diplomacy_FactionGroup_SKV_Warlord_Faction_Rictus_Clan_Nest_&_OtherFactionVamp_&_Positive	hostile
diplomacy_FactionGroup_SKV_Warlord_Faction_Rictus_Clan_Nest_&_OtherFactionWoodElves_&_Negative	hostile
diplomacy_FactionGroup_SKV_Warlord_Faction_Rictus_Clan_Nest_&_OtherFactionWoodElves_&_Positive	hostile
diplomacy_FactionGroup_Shugengan2_Imperial_Wardens_&_Negative	hostile
diplomacy_FactionGroup_Shugengan2_Imperial_Wardens_&_OtherFactionCathay_&_Negative	hostile
diplomacy_FactionGroup_Shugengan2_Imperial_Wardens_&_OtherFactionCathay_&_Positive	friendly
diplomacy_FactionGroup_Shugengan2_Imperial_Wardens_&_OtherFactionChaosDwarfs_&_Negative	hostile
diplomacy_FactionGroup_Shugengan2_Imperial_Wardens_&_OtherFactionChaosDwarfs_&_Positive	friendly
diplomacy_FactionGroup_Shugengan2_Imperial_Wardens_&_OtherFactionDaemon_&_Negative	hostile
diplomacy_FactionGroup_Shugengan2_Imperial_Wardens_&_OtherFactionDaemon_&_Positive	friendly
diplomacy_FactionGroup_Shugengan2_Imperial_Wardens_&_OtherFactionKhorne_&_Negative	hostile
diplomacy_FactionGroup_Shugengan2_Imperial_Wardens_&_OtherFactionKhorne_&_Positive	friendly
diplomacy_FactionGroup_Shugengan2_Imperial_Wardens_&_OtherFactionKislev_&_Negative	hostile
diplomacy_FactionGroup_Shugengan2_Imperial_Wardens_&_OtherFactionKislev_&_Positive	friendly
diplomacy_FactionGroup_Shugengan2_Imperial_Wardens_&_OtherFactionNurgle_&_Negative	hostile
diplomacy_FactionGroup_Shugengan2_Imperial_Wardens_&_OtherFactionNurgle_&_Positive	friendly
diplomacy_FactionGroup_Shugengan2_Imperial_Wardens_&_OtherFactionOgre_&_Negative	hostile
diplomacy_FactionGroup_Shugengan2_Imperial_Wardens_&_OtherFactionOgre_&_Positive	friendly
diplomacy_FactionGroup_Shugengan2_Imperial_Wardens_&_OtherFactionSlaanesh_&_Negative	hostile
diplomacy_FactionGroup_Shugengan2_Imperial_Wardens_&_OtherFactionSlaanesh_&_Positive	friendly
diplomacy_FactionGroup_Shugengan2_Imperial_Wardens_&_OtherFactionTzeentch_&_Negative	hostile
diplomacy_FactionGroup_Shugengan2_Imperial_Wardens_&_OtherFactionTzeentch_&_Positive	friendly
diplomacy_FactionGroup_Shugengan2_Imperial_Wardens_&_Positive	friendly
diplomacy_FactionGroup_Shugengan2_Jade_Custodians_&_Negative	hostile
diplomacy_FactionGroup_Shugengan2_Jade_Custodians_&_OtherFactionCathay_&_Negative	hostile
diplomacy_FactionGroup_Shugengan2_Jade_Custodians_&_OtherFactionCathay_&_Positive	friendly
diplomacy_FactionGroup_Shugengan2_Jade_Custodians_&_OtherFactionChaosDwarfs_&_Negative	hostile
diplomacy_FactionGroup_Shugengan2_Jade_Custodians_&_OtherFactionChaosDwarfs_&_Positive	friendly
diplomacy_FactionGroup_Shugengan2_Jade_Custodians_&_OtherFactionDaemon_&_Negative	hostile
diplomacy_FactionGroup_Shugengan2_Jade_Custodians_&_OtherFactionDaemon_&_Positive	friendly
diplomacy_FactionGroup_Shugengan2_Jade_Custodians_&_OtherFactionKhorne_&_Negative	hostile
diplomacy_FactionGroup_Shugengan2_Jade_Custodians_&_OtherFactionKhorne_&_Positive	friendly
diplomacy_FactionGroup_Shugengan2_Jade_Custodians_&_OtherFactionKislev_&_Negative	hostile
diplomacy_FactionGroup_Shugengan2_Jade_Custodians_&_OtherFactionKislev_&_Positive	friendly
diplomacy_FactionGroup_Shugengan2_Jade_Custodians_&_OtherFactionNurgle_&_Negative	hostile
diplomacy_FactionGroup_Shugengan2_Jade_Custodians_&_OtherFactionNurgle_&_Positive	friendly
diplomacy_FactionGroup_Shugengan2_Jade_Custodians_&_OtherFactionOgre_&_Negative	hostile
diplomacy_FactionGroup_Shugengan2_Jade_Custodians_&_OtherFactionOgre_&_Positive	friendly
diplomacy_FactionGroup_Shugengan2_Jade_Custodians_&_OtherFactionSlaanesh_&_Negative	hostile
diplomacy_FactionGroup_Shugengan2_Jade_Custodians_&_OtherFactionSlaanesh_&_Positive	friendly
diplomacy_FactionGroup_Shugengan2_Jade_Custodians_&_OtherFactionTzeentch_&_Negative	hostile
diplomacy_FactionGroup_Shugengan2_Jade_Custodians_&_OtherFactionTzeentch_&_Positive	friendly
diplomacy_FactionGroup_SlaughterMaster1_Faction_Feastmaster_&_Negative	hostile
diplomacy_FactionGroup_SlaughterMaster1_Faction_Feastmaster_&_OtherFactionCathay_&_Negative	hostile
diplomacy_FactionGroup_SlaughterMaster1_Faction_Feastmaster_&_OtherFactionCathay_&_Positive	friendly
diplomacy_FactionGroup_SlaughterMaster1_Faction_Feastmaster_&_OtherFactionChaosDwarfs_&_Negative	hostile
diplomacy_FactionGroup_SlaughterMaster1_Faction_Feastmaster_&_OtherFactionChaosDwarfs_&_Positive	friendly
diplomacy_FactionGroup_SlaughterMaster1_Faction_Feastmaster_&_OtherFactionDaemon_&_Negative	hostile
diplomacy_FactionGroup_SlaughterMaster1_Faction_Feastmaster_&_OtherFactionDaemon_&_Positive	friendly
diplomacy_FactionGroup_SlaughterMaster1_Faction_Feastmaster_&_OtherFactionKhorne_&_Negative	hostile
diplomacy_FactionGroup_SlaughterMaster1_Faction_Feastmaster_&_OtherFactionKhorne_&_Positive	friendly
diplomacy_FactionGroup_SlaughterMaster1_Faction_Feastmaster_&_OtherFactionKislev_&_Negative	hostile
diplomacy_FactionGroup_SlaughterMaster1_Faction_Feastmaster_&_OtherFactionKislev_&_Positive	friendly
diplomacy_FactionGroup_SlaughterMaster1_Faction_Feastmaster_&_OtherFactionNurgle_&_Negative	hostile
diplomacy_FactionGroup_SlaughterMaster1_Faction_Feastmaster_&_OtherFactionNurgle_&_Positive	friendly
diplomacy_FactionGroup_SlaughterMaster1_Faction_Feastmaster_&_OtherFactionOgre_&_Negative	hostile
diplomacy_FactionGroup_SlaughterMaster1_Faction_Feastmaster_&_OtherFactionOgre_&_Positive	friendly
diplomacy_FactionGroup_SlaughterMaster1_Faction_Feastmaster_&_OtherFactionSlaanesh_&_Negative	hostile
diplomacy_FactionGroup_SlaughterMaster1_Faction_Feastmaster_&_OtherFactionSlaanesh_&_Positive	friendly
diplomacy_FactionGroup_SlaughterMaster1_Faction_Feastmaster_&_OtherFactionTzeentch_&_Negative	hostile
diplomacy_FactionGroup_SlaughterMaster1_Faction_Feastmaster_&_OtherFactionTzeentch_&_Positive	friendly
diplomacy_FactionGroup_SlaughterMaster1_Faction_Feastmaster_&_Positive	friendly
diplomacy_FactionGroup_SlaughterMaster1_Faction_Lazarghs_&_Negative	hostile
diplomacy_FactionGroup_SlaughterMaster1_Faction_Lazarghs_&_OtherFactionCathay_&_Negative	hostile
diplomacy_FactionGroup_SlaughterMaster1_Faction_Lazarghs_&_OtherFactionCathay_&_Positive	friendly
diplomacy_FactionGroup_SlaughterMaster1_Faction_Lazarghs_&_OtherFactionChaosDwarfs_&_Negative	hostile
diplomacy_FactionGroup_SlaughterMaster1_Faction_Lazarghs_&_OtherFactionChaosDwarfs_&_Positive	friendly
diplomacy_FactionGroup_SlaughterMaster1_Faction_Lazarghs_&_OtherFactionDaemon_&_Negative	hostile
diplomacy_FactionGroup_SlaughterMaster1_Faction_Lazarghs_&_OtherFactionDaemon_&_Positive	friendly
diplomacy_FactionGroup_SlaughterMaster1_Faction_Lazarghs_&_OtherFactionKhorne_&_Negative	hostile
diplomacy_FactionGroup_SlaughterMaster1_Faction_Lazarghs_&_OtherFactionKhorne_&_Positive	friendly
diplomacy_FactionGroup_SlaughterMaster1_Faction_Lazarghs_&_OtherFactionKislev_&_Negative	hostile
diplomacy_FactionGroup_SlaughterMaster1_Faction_Lazarghs_&_OtherFactionKislev_&_Positive	friendly
diplomacy_FactionGroup_SlaughterMaster1_Faction_Lazarghs_&_OtherFactionNurgle_&_Negative	hostile
diplomacy_FactionGroup_SlaughterMaster1_Faction_Lazarghs_&_OtherFactionNurgle_&_Positive	friendly
diplomacy_FactionGroup_SlaughterMaster1_Faction_Lazarghs_&_OtherFactionOgre_&_Negative	hostile
diplomacy_FactionGroup_SlaughterMaster1_Faction_Lazarghs_&_OtherFactionOgre_&_Positive	friendly
diplomacy_FactionGroup_SlaughterMaster1_Faction_Lazarghs_&_OtherFactionSlaanesh_&_Negative	hostile
diplomacy_FactionGroup_SlaughterMaster1_Faction_Lazarghs_&_OtherFactionSlaanesh_&_Positive	friendly
diplomacy_FactionGroup_SlaughterMaster1_Faction_Lazarghs_&_OtherFactionTzeentch_&_Negative	hostile
diplomacy_FactionGroup_SlaughterMaster1_Faction_Lazarghs_&_OtherFactionTzeentch_&_Positive	friendly
diplomacy_FactionGroup_SlaughterMaster1_Faction_Lazarghs_&_Positive	friendly
diplomacy_FactionGroup_SlaughterMaster1_Faction_flamegullets_&_Negative	hostile
diplomacy_FactionGroup_SlaughterMaster1_Faction_flamegullets_&_OtherFactionCathay_&_Negative	hostile
diplomacy_FactionGroup_SlaughterMaster1_Faction_flamegullets_&_OtherFactionCathay_&_Positive	friendly
diplomacy_FactionGroup_SlaughterMaster1_Faction_flamegullets_&_OtherFactionChaosDwarfs_&_Negative	hostile
diplomacy_FactionGroup_SlaughterMaster1_Faction_flamegullets_&_OtherFactionChaosDwarfs_&_Positive	friendly
diplomacy_FactionGroup_SlaughterMaster1_Faction_flamegullets_&_OtherFactionDaemon_&_Negative	hostile
diplomacy_FactionGroup_SlaughterMaster1_Faction_flamegullets_&_OtherFactionDaemon_&_Positive	friendly
diplomacy_FactionGroup_SlaughterMaster1_Faction_flamegullets_&_OtherFactionKhorne_&_Negative	hostile
diplomacy_FactionGroup_SlaughterMaster1_Faction_flamegullets_&_OtherFactionKhorne_&_Positive	friendly
diplomacy_FactionGroup_SlaughterMaster1_Faction_flamegullets_&_OtherFactionKislev_&_Negative	hostile
diplomacy_FactionGroup_SlaughterMaster1_Faction_flamegullets_&_OtherFactionKislev_&_Positive	friendly
diplomacy_FactionGroup_SlaughterMaster1_Faction_flamegullets_&_OtherFactionNurgle_&_Negative	hostile
diplomacy_FactionGroup_SlaughterMaster1_Faction_flamegullets_&_OtherFactionNurgle_&_Positive	friendly
diplomacy_FactionGroup_SlaughterMaster1_Faction_flamegullets_&_OtherFactionOgre_&_Negative	hostile
diplomacy_FactionGroup_SlaughterMaster1_Faction_flamegullets_&_OtherFactionOgre_&_Positive	friendly
diplomacy_FactionGroup_SlaughterMaster1_Faction_flamegullets_&_OtherFactionSlaanesh_&_Negative	hostile
diplomacy_FactionGroup_SlaughterMaster1_Faction_flamegullets_&_OtherFactionSlaanesh_&_Positive	friendly
diplomacy_FactionGroup_SlaughterMaster1_Faction_flamegullets_&_OtherFactionTzeentch_&_Negative	hostile
diplomacy_FactionGroup_SlaughterMaster1_Faction_flamegullets_&_OtherFactionTzeentch_&_Positive	friendly
diplomacy_FactionGroup_SlaughterMaster1_Faction_flamegullets_&_Positive	friendly
diplomacy_FactionGroup_SlaughterMaster2_Faction_Sabreskin_&_Negative	hostile
diplomacy_FactionGroup_SlaughterMaster2_Faction_Sabreskin_&_OtherFactionCathay_&_Negative	hostile
diplomacy_FactionGroup_SlaughterMaster2_Faction_Sabreskin_&_OtherFactionCathay_&_Positive	friendly
diplomacy_FactionGroup_SlaughterMaster2_Faction_Sabreskin_&_OtherFactionChaosDwarfs_&_Negative	hostile
diplomacy_FactionGroup_SlaughterMaster2_Faction_Sabreskin_&_OtherFactionChaosDwarfs_&_Positive	friendly
diplomacy_FactionGroup_SlaughterMaster2_Faction_Sabreskin_&_OtherFactionDaemon_&_Negative	hostile
diplomacy_FactionGroup_SlaughterMaster2_Faction_Sabreskin_&_OtherFactionDaemon_&_Positive	friendly
diplomacy_FactionGroup_SlaughterMaster2_Faction_Sabreskin_&_OtherFactionKhorne_&_Negative	hostile
diplomacy_FactionGroup_SlaughterMaster2_Faction_Sabreskin_&_OtherFactionKhorne_&_Positive	friendly
diplomacy_FactionGroup_SlaughterMaster2_Faction_Sabreskin_&_OtherFactionKislev_&_Negative	hostile
diplomacy_FactionGroup_SlaughterMaster2_Faction_Sabreskin_&_OtherFactionKislev_&_Positive	friendly
diplomacy_FactionGroup_SlaughterMaster2_Faction_Sabreskin_&_OtherFactionNurgle_&_Negative	hostile
diplomacy_FactionGroup_SlaughterMaster2_Faction_Sabreskin_&_OtherFactionNurgle_&_Positive	friendly
diplomacy_FactionGroup_SlaughterMaster2_Faction_Sabreskin_&_OtherFactionOgre_&_Negative	hostile
diplomacy_FactionGroup_SlaughterMaster2_Faction_Sabreskin_&_OtherFactionOgre_&_Positive	friendly
diplomacy_FactionGroup_SlaughterMaster2_Faction_Sabreskin_&_OtherFactionSlaanesh_&_Negative	hostile
diplomacy_FactionGroup_SlaughterMaster2_Faction_Sabreskin_&_OtherFactionSlaanesh_&_Positive	friendly
diplomacy_FactionGroup_SlaughterMaster2_Faction_Sabreskin_&_OtherFactionTzeentch_&_Negative	hostile
diplomacy_FactionGroup_SlaughterMaster2_Faction_Sabreskin_&_OtherFactionTzeentch_&_Positive	friendly
diplomacy_FactionGroup_SlaughterMaster2_Faction_Sabreskin_&_Positive	friendly
diplomacy_FactionGroup_SlaughterMaster2_Faction_Sons_Of_The_Mountain_&_Negative	hostile
diplomacy_FactionGroup_SlaughterMaster2_Faction_Sons_Of_The_Mountain_&_OtherFactionCathay_&_Negative	hostile
diplomacy_FactionGroup_SlaughterMaster2_Faction_Sons_Of_The_Mountain_&_OtherFactionCathay_&_Positive	friendly
diplomacy_FactionGroup_SlaughterMaster2_Faction_Sons_Of_The_Mountain_&_OtherFactionChaosDwarfs_&_Negative	hostile
diplomacy_FactionGroup_SlaughterMaster2_Faction_Sons_Of_The_Mountain_&_OtherFactionChaosDwarfs_&_Positive	friendly
diplomacy_FactionGroup_SlaughterMaster2_Faction_Sons_Of_The_Mountain_&_OtherFactionDaemon_&_Negative	hostile
diplomacy_FactionGroup_SlaughterMaster2_Faction_Sons_Of_The_Mountain_&_OtherFactionDaemon_&_Positive	friendly
diplomacy_FactionGroup_SlaughterMaster2_Faction_Sons_Of_The_Mountain_&_OtherFactionKhorne_&_Negative	hostile
diplomacy_FactionGroup_SlaughterMaster2_Faction_Sons_Of_The_Mountain_&_OtherFactionKhorne_&_Positive	friendly
diplomacy_FactionGroup_SlaughterMaster2_Faction_Sons_Of_The_Mountain_&_OtherFactionKislev_&_Negative	hostile
diplomacy_FactionGroup_SlaughterMaster2_Faction_Sons_Of_The_Mountain_&_OtherFactionKislev_&_Positive	friendly
diplomacy_FactionGroup_SlaughterMaster2_Faction_Sons_Of_The_Mountain_&_OtherFactionNurgle_&_Negative	hostile
diplomacy_FactionGroup_SlaughterMaster2_Faction_Sons_Of_The_Mountain_&_OtherFactionNurgle_&_Positive	friendly
diplomacy_FactionGroup_SlaughterMaster2_Faction_Sons_Of_The_Mountain_&_OtherFactionOgre_&_Negative	hostile
diplomacy_FactionGroup_SlaughterMaster2_Faction_Sons_Of_The_Mountain_&_OtherFactionOgre_&_Positive	friendly
diplomacy_FactionGroup_SlaughterMaster2_Faction_Sons_Of_The_Mountain_&_OtherFactionSlaanesh_&_Negative	hostile
diplomacy_FactionGroup_SlaughterMaster2_Faction_Sons_Of_The_Mountain_&_OtherFactionSlaanesh_&_Positive	friendly
diplomacy_FactionGroup_SlaughterMaster2_Faction_Sons_Of_The_Mountain_&_OtherFactionTzeentch_&_Negative	hostile
diplomacy_FactionGroup_SlaughterMaster2_Faction_Sons_Of_The_Mountain_&_OtherFactionTzeentch_&_Positive	friendly
diplomacy_FactionGroup_SlaughterMaster2_Faction_Sons_Of_The_Mountain_&_Positive	friendly
diplomacy_FactionGroup_SlaughterMaster2_Faction_Thunderguts_&_Negative	hostile
diplomacy_FactionGroup_SlaughterMaster2_Faction_Thunderguts_&_OtherFactionCathay_&_Negative	hostile
diplomacy_FactionGroup_SlaughterMaster2_Faction_Thunderguts_&_OtherFactionCathay_&_Positive	friendly
diplomacy_FactionGroup_SlaughterMaster2_Faction_Thunderguts_&_OtherFactionChaosDwarfs_&_Negative	hostile
diplomacy_FactionGroup_SlaughterMaster2_Faction_Thunderguts_&_OtherFactionChaosDwarfs_&_Positive	friendly
diplomacy_FactionGroup_SlaughterMaster2_Faction_Thunderguts_&_OtherFactionDaemon_&_Negative	hostile
diplomacy_FactionGroup_SlaughterMaster2_Faction_Thunderguts_&_OtherFactionDaemon_&_Positive	friendly
diplomacy_FactionGroup_SlaughterMaster2_Faction_Thunderguts_&_OtherFactionKhorne_&_Negative	hostile
diplomacy_FactionGroup_SlaughterMaster2_Faction_Thunderguts_&_OtherFactionKhorne_&_Positive	friendly
diplomacy_FactionGroup_SlaughterMaster2_Faction_Thunderguts_&_OtherFactionKislev_&_Negative	hostile
diplomacy_FactionGroup_SlaughterMaster2_Faction_Thunderguts_&_OtherFactionKislev_&_Positive	friendly
diplomacy_FactionGroup_SlaughterMaster2_Faction_Thunderguts_&_OtherFactionNurgle_&_Negative	hostile
diplomacy_FactionGroup_SlaughterMaster2_Faction_Thunderguts_&_OtherFactionNurgle_&_Positive	friendly
diplomacy_FactionGroup_SlaughterMaster2_Faction_Thunderguts_&_OtherFactionOgre_&_Negative	hostile
diplomacy_FactionGroup_SlaughterMaster2_Faction_Thunderguts_&_OtherFactionOgre_&_Positive	friendly
diplomacy_FactionGroup_SlaughterMaster2_Faction_Thunderguts_&_OtherFactionSlaanesh_&_Negative	hostile
diplomacy_FactionGroup_SlaughterMaster2_Faction_Thunderguts_&_OtherFactionSlaanesh_&_Positive	friendly
diplomacy_FactionGroup_SlaughterMaster2_Faction_Thunderguts_&_OtherFactionTzeentch_&_Negative	hostile
diplomacy_FactionGroup_SlaughterMaster2_Faction_Thunderguts_&_OtherFactionTzeentch_&_Positive	friendly
diplomacy_FactionGroup_SlaughterMaster2_Faction_Thunderguts_&_Positive	friendly
diplomacy_FactionGroup_SlaughterMaster2_Faction_the_famished_&_Negative	hostile
diplomacy_FactionGroup_SlaughterMaster2_Faction_the_famished_&_OtherFactionCathay_&_Negative	hostile
diplomacy_FactionGroup_SlaughterMaster2_Faction_the_famished_&_OtherFactionCathay_&_Positive	friendly
diplomacy_FactionGroup_SlaughterMaster2_Faction_the_famished_&_OtherFactionChaosDwarfs_&_Negative	hostile
diplomacy_FactionGroup_SlaughterMaster2_Faction_the_famished_&_OtherFactionChaosDwarfs_&_Positive	friendly
diplomacy_FactionGroup_SlaughterMaster2_Faction_the_famished_&_OtherFactionDaemon_&_Negative	hostile
diplomacy_FactionGroup_SlaughterMaster2_Faction_the_famished_&_OtherFactionDaemon_&_Positive	friendly
diplomacy_FactionGroup_SlaughterMaster2_Faction_the_famished_&_OtherFactionKhorne_&_Negative	hostile
diplomacy_FactionGroup_SlaughterMaster2_Faction_the_famished_&_OtherFactionKhorne_&_Positive	friendly
diplomacy_FactionGroup_SlaughterMaster2_Faction_the_famished_&_OtherFactionKislev_&_Negative	hostile
diplomacy_FactionGroup_SlaughterMaster2_Faction_the_famished_&_OtherFactionKislev_&_Positive	friendly
diplomacy_FactionGroup_SlaughterMaster2_Faction_the_famished_&_OtherFactionNurgle_&_Negative	hostile
diplomacy_FactionGroup_SlaughterMaster2_Faction_the_famished_&_OtherFactionNurgle_&_Positive	friendly
diplomacy_FactionGroup_SlaughterMaster2_Faction_the_famished_&_OtherFactionOgre_&_Negative	hostile
diplomacy_FactionGroup_SlaughterMaster2_Faction_the_famished_&_OtherFactionOgre_&_Positive	friendly
diplomacy_FactionGroup_SlaughterMaster2_Faction_the_famished_&_OtherFactionSlaanesh_&_Negative	hostile
diplomacy_FactionGroup_SlaughterMaster2_Faction_the_famished_&_OtherFactionSlaanesh_&_Positive	friendly
diplomacy_FactionGroup_SlaughterMaster2_Faction_the_famished_&_OtherFactionTzeentch_&_Negative	hostile
diplomacy_FactionGroup_SlaughterMaster2_Faction_the_famished_&_OtherFactionTzeentch_&_Positive	friendly
diplomacy_FactionGroup_SlaughterMaster2_Faction_the_famished_&_Positive	friendly
diplomacy_FactionGroup_TheTyrantsOfTheBlackOcean_&_Negative	hostile
diplomacy_FactionGroup_TheTyrantsOfTheBlackOcean_&_OtherFactionBeastmen_&_Negative	hostile
diplomacy_FactionGroup_TheTyrantsOfTheBlackOcean_&_OtherFactionBeastmen_&_Positive	friendly
diplomacy_FactionGroup_TheTyrantsOfTheBlackOcean_&_OtherFactionBretonnia_&_Negative	hostile
diplomacy_FactionGroup_TheTyrantsOfTheBlackOcean_&_OtherFactionBretonnia_&_Positive	friendly
diplomacy_FactionGroup_TheTyrantsOfTheBlackOcean_&_OtherFactionChaos_&_Negative	hostile
diplomacy_FactionGroup_TheTyrantsOfTheBlackOcean_&_OtherFactionChaos_&_Positive	friendly
diplomacy_FactionGroup_TheTyrantsOfTheBlackOcean_&_OtherFactionDarkElves_&_Negative	hostile
diplomacy_FactionGroup_TheTyrantsOfTheBlackOcean_&_OtherFactionDarkElves_&_Positive	friendly
diplomacy_FactionGroup_TheTyrantsOfTheBlackOcean_&_OtherFactionDwarf_&_Negative	hostile
diplomacy_FactionGroup_TheTyrantsOfTheBlackOcean_&_OtherFactionDwarf_&_Positive	friendly
diplomacy_FactionGroup_TheTyrantsOfTheBlackOcean_&_OtherFactionEmpire_&_Negative	hostile
diplomacy_FactionGroup_TheTyrantsOfTheBlackOcean_&_OtherFactionEmpire_&_Positive	friendly
diplomacy_FactionGroup_TheTyrantsOfTheBlackOcean_&_OtherFactionGreenskin_&_Negative	hostile
diplomacy_FactionGroup_TheTyrantsOfTheBlackOcean_&_OtherFactionGreenskin_&_Positive	friendly
diplomacy_FactionGroup_TheTyrantsOfTheBlackOcean_&_OtherFactionHighElves_&_Negative	hostile
diplomacy_FactionGroup_TheTyrantsOfTheBlackOcean_&_OtherFactionHighElves_&_Positive	friendly
diplomacy_FactionGroup_TheTyrantsOfTheBlackOcean_&_OtherFactionLizardmen_&_Negative	hostile
diplomacy_FactionGroup_TheTyrantsOfTheBlackOcean_&_OtherFactionLizardmen_&_Positive	friendly
diplomacy_FactionGroup_TheTyrantsOfTheBlackOcean_&_OtherFactionSkaven_&_Negative	hostile
diplomacy_FactionGroup_TheTyrantsOfTheBlackOcean_&_OtherFactionSkaven_&_Positive	friendly
diplomacy_FactionGroup_TheTyrantsOfTheBlackOcean_&_OtherFactionTombKings_&_Negative	hostile
diplomacy_FactionGroup_TheTyrantsOfTheBlackOcean_&_OtherFactionTombKings_&_Positive	friendly
diplomacy_FactionGroup_TheTyrantsOfTheBlackOcean_&_OtherFactionVamp_&_Negative	hostile
diplomacy_FactionGroup_TheTyrantsOfTheBlackOcean_&_OtherFactionVamp_&_Positive	friendly
diplomacy_FactionGroup_TheTyrantsOfTheBlackOcean_&_OtherFactionWoodElves_&_Negative	hostile
diplomacy_FactionGroup_TheTyrantsOfTheBlackOcean_&_OtherFactionWoodElves_&_Positive	friendly
diplomacy_FactionGroup_TheTyrantsOfTheBlackOcean_&_Positive	friendly
diplomacy_FactionGroup_Tyrant2_Faction_Blood_Guzzlers_&_Negative	hostile
diplomacy_FactionGroup_Tyrant2_Faction_Blood_Guzzlers_&_OtherFactionCathay_&_Negative	hostile
diplomacy_FactionGroup_Tyrant2_Faction_Blood_Guzzlers_&_OtherFactionCathay_&_Positive	friendly
diplomacy_FactionGroup_Tyrant2_Faction_Blood_Guzzlers_&_OtherFactionChaosDwarfs_&_Negative	hostile
diplomacy_FactionGroup_Tyrant2_Faction_Blood_Guzzlers_&_OtherFactionChaosDwarfs_&_Positive	friendly
diplomacy_FactionGroup_Tyrant2_Faction_Blood_Guzzlers_&_OtherFactionDaemon_&_Negative	hostile
diplomacy_FactionGroup_Tyrant2_Faction_Blood_Guzzlers_&_OtherFactionDaemon_&_Positive	friendly
diplomacy_FactionGroup_Tyrant2_Faction_Blood_Guzzlers_&_OtherFactionKhorne_&_Negative	hostile
diplomacy_FactionGroup_Tyrant2_Faction_Blood_Guzzlers_&_OtherFactionKhorne_&_Positive	friendly
diplomacy_FactionGroup_Tyrant2_Faction_Blood_Guzzlers_&_OtherFactionKislev_&_Negative	hostile
diplomacy_FactionGroup_Tyrant2_Faction_Blood_Guzzlers_&_OtherFactionKislev_&_Positive	friendly
diplomacy_FactionGroup_Tyrant2_Faction_Blood_Guzzlers_&_OtherFactionNurgle_&_Negative	hostile
diplomacy_FactionGroup_Tyrant2_Faction_Blood_Guzzlers_&_OtherFactionNurgle_&_Positive	friendly
diplomacy_FactionGroup_Tyrant2_Faction_Blood_Guzzlers_&_OtherFactionOgre_&_Negative	hostile
diplomacy_FactionGroup_Tyrant2_Faction_Blood_Guzzlers_&_OtherFactionOgre_&_Positive	friendly
diplomacy_FactionGroup_Tyrant2_Faction_Blood_Guzzlers_&_OtherFactionSlaanesh_&_Negative	hostile
diplomacy_FactionGroup_Tyrant2_Faction_Blood_Guzzlers_&_OtherFactionSlaanesh_&_Positive	friendly
diplomacy_FactionGroup_Tyrant2_Faction_Blood_Guzzlers_&_OtherFactionTzeentch_&_Negative	hostile
diplomacy_FactionGroup_Tyrant2_Faction_Blood_Guzzlers_&_OtherFactionTzeentch_&_Positive	friendly
diplomacy_FactionGroup_Tyrant2_Faction_Blood_Guzzlers_&_Positive	friendly
diplomacy_FactionGroup_Tyrant2_Faction_Crossed_Clubs_&_Negative	hostile
diplomacy_FactionGroup_Tyrant2_Faction_Crossed_Clubs_&_OtherFactionCathay_&_Negative	hostile
diplomacy_FactionGroup_Tyrant2_Faction_Crossed_Clubs_&_OtherFactionCathay_&_Positive	friendly
diplomacy_FactionGroup_Tyrant2_Faction_Crossed_Clubs_&_OtherFactionChaosDwarfs_&_Negative	hostile
diplomacy_FactionGroup_Tyrant2_Faction_Crossed_Clubs_&_OtherFactionChaosDwarfs_&_Positive	friendly
diplomacy_FactionGroup_Tyrant2_Faction_Crossed_Clubs_&_OtherFactionDaemon_&_Negative	hostile
diplomacy_FactionGroup_Tyrant2_Faction_Crossed_Clubs_&_OtherFactionDaemon_&_Positive	friendly
diplomacy_FactionGroup_Tyrant2_Faction_Crossed_Clubs_&_OtherFactionKhorne_&_Negative	hostile
diplomacy_FactionGroup_Tyrant2_Faction_Crossed_Clubs_&_OtherFactionKhorne_&_Positive	friendly
diplomacy_FactionGroup_Tyrant2_Faction_Crossed_Clubs_&_OtherFactionKislev_&_Negative	hostile
diplomacy_FactionGroup_Tyrant2_Faction_Crossed_Clubs_&_OtherFactionKislev_&_Positive	friendly
diplomacy_FactionGroup_Tyrant2_Faction_Crossed_Clubs_&_OtherFactionNurgle_&_Negative	hostile
diplomacy_FactionGroup_Tyrant2_Faction_Crossed_Clubs_&_OtherFactionNurgle_&_Positive	friendly
diplomacy_FactionGroup_Tyrant2_Faction_Crossed_Clubs_&_OtherFactionOgre_&_Negative	hostile
diplomacy_FactionGroup_Tyrant2_Faction_Crossed_Clubs_&_OtherFactionOgre_&_Positive	friendly
diplomacy_FactionGroup_Tyrant2_Faction_Crossed_Clubs_&_OtherFactionSlaanesh_&_Negative	hostile
