key	bonus_v_large	bonus_v_infantry	damage	ap_damage	weapon_length	melee_weapon_type	audio_type	splash_attack_target_size	splash_attack_max_attacks	splash_attack_power_multiplier	building_damage_multiplier	ignition_amount	is_magical	contact_phase	collision_attack_max_targets	collision_attack_max_targets_cooldown	melee_attack_interval	scaling_damage	is_spell
wh2_main_skv_cha_staff_lord	0	0	217	93	3.0000	axe	staff	medium	3	1.0000	0.7500	0.0000	false		0	10	4.0000		false
wh2_main_skv_cha_throt_brood_horror	0	0	135	275	7.0000	axe	creatures_claws	medium	4	1.5000	0.7500	0.0000	false	wh_main_unit_contact_poison	0	10	4.0000		false
wh2_main_skv_cha_warlock_engineer	0	0	84	196	3.0000	spear	halberd	medium	3	1.0000	0.5000	0.0000	false		0	10	4.0000		false
wh2_main_skv_cha_warlord	0	0	280	120	3.0000	sword	sword	medium	4	1.0000	0.7500	0.0000	false		0	10	4.0000		false
wh2_main_skv_cha_warlord_bonebreaker	0	0	140	320	5.0000	sword	sword	medium	5	1.5000	0.7500	0.0000	false		0	10	4.0000		false
wh2_main_skv_claw_blade	0	0	21	7	1.0000	sword	sword		1	1.0000	0.7500	0.0000	false		0	10	4.3000		false
wh2_main_skv_claw_blade_poison	0	0	21	7	1.0000	sword	sword		1	1.0000	0.7500	0.0000	false	wh_main_unit_contact_poison	0	10	4.3000		false
wh2_main_skv_doomwheel	0	30	150	250	4.0000	axe	creatures_claws	very_large	6	1.0000	0.7500	0.0000	false		4	4	4.3000		false
wh2_main_skv_dual_swords	0	7	24	8	1.0000	sword	sword		1	1.0000	0.7500	0.0000	false		0	10	4.5000		false
wh2_main_skv_halberd	17	0	9	23	1.0000	spear	halberd		1	1.0000	0.5000	0.0000	false		0	10	4.6000		false
wh2_main_skv_hell_pit_abomination	20	0	120	400	8.0000	axe	creatures_claws	large	5	1.0000	1.2500	0.0000	false		5	5	3.2000		false
wh2_main_skv_rat_ogre	0	0	20	55	2.0000	axe	club_medium	medium	4	0.9000	1.2500	0.0000	false		0	10	3.8000		false
wh2_main_skv_spear	9	0	18	5	1.0000	spear	spear		1	1.0000	0.5000	0.0000	false		0	10	4.3000		false
wh2_main_skv_spear_skavenslaves	6	0	12	4	1.0000	spear	spear		1	1.0000	0.5000	0.0000	false		0	10	4.6000		false
wh2_main_skv_sword	0	0	20	6	1.0000	sword	sword		1	1.0000	0.7500	0.0000	false		0	10	4.3000		false
wh2_main_skv_sword_skavenslaves	0	0	14	4	1.0000	sword	sword		1	1.0000	0.7500	0.0000	false		0	10	4.3000		false
wh2_main_skv_sword_stormvermin	0	0	25	9	1.0000	sword	sword		1	1.0000	0.7500	0.0000	false		0	10	4.6000		false
wh2_main_skv_weeping_blade	0	10	8	22	1.0000	sword	sword		1	1.0000	0.7500	0.0000	false	wh2_main_unit_contact_weeping_blade	0	10	4.3000		false
wh2_pro08_neu_felix_sword	0	20	115	265	3.0000	sword	sword	medium	4	1.0000	0.7500	0.0000	false		0	10	4.0000		false
wh2_pro08_neu_gotrek_axe	35	0	120	350	3.0000	axe	axe	medium	5	1.0000	1.0000	0.0000	true		0	10	4.0000		false
wh2_twa02_hef_hero_great_eagle_glade_captain	35	0	252	168	7.0000	axe	creatures_claws	large	4	1.0000	0.7500	0.0000	false		0	3	4.0000		false
wh2_twa02_wef_glade_captain_spear	35	0	130	200	3.0000	spear	spear	large	4	1.0000	0.5000	0.0000	false		0	2	4.0000		false
wh2_twa02_wef_glade_captain_spear_great_stag	35	0	130	230	3.0000	spear	spear	large	4	1.0000	0.5000	0.0000	false		0	2	4.0000		false
wh2_twa03_def_rakarth_black_dragon	15	0	150	410	8.0000	axe	creatures_claws	large	6	1.0000	0.7500	0.0000	false		0	10	3.8000		false
wh2_twa03_def_rakarth_chariot	0	28	240	120	6.0000	axe	creatures_claws	very_large	4	1.0000	0.7500	0.0000	false		4	4	4.2000		false
wh2_twa03_def_rakarth_manticore	15	0	165	280	6.0000	axe	creatures_claws	large	4	1.0000	0.7500	0.0000	false		0	3	3.6000		false
wh2_twa03_def_rakarth_spear_and_whip	30	0	150	250	3.0000	spear	whip	medium	4	1.0000	0.5000	0.0000	false		0	2	4.0000		false
wh3_dlc20_chaos_knight_mkho_lance	0	0	36	17	2.0000	lance	spear		1	1.0000	0.5000	1.0000	false		0	10	5.0000		false
wh3_dlc20_chaos_knight_mkho_sword	0	0	37	16	1.0000	sword	sword		1	1.0000	0.7500	1.0000	false		0	10	4.6000		false
wh3_dlc20_chaos_knight_mnur_lance	0	0	36	17	2.0000	lance	spear		1	1.0000	0.5000	0.0000	false	wh_main_unit_contact_poison	0	10	5.0000		false
wh3_dlc20_chaos_knight_mnur_sword	0	0	37	16	1.0000	sword	sword		1	1.0000	0.7500	0.0000	false	wh_main_unit_contact_poison	0	10	4.6000		false
wh3_dlc20_chaos_knight_mtze_lance	0	0	36	17	2.0000	lance	spear		1	1.0000	0.5000	0.0000	true		0	10	5.0000		false
wh3_dlc20_chs_aspiring_champions_halberd	30	0	30	60	2.0000	spear	halberd	medium	3	1.5000	0.5000	0.0000	true		0	10	4.0000		false
wh3_dlc20_chs_cha_chaos_lord_mkho_dual_axe	0	15	380	130	3.0000	axe	axe	medium	5	1.8000	1.0000	1.0000	false		0	10	3.8000		false
wh3_dlc20_chs_cha_chaos_lord_mkho_dual_axe_gorebeast_chariot	0	30	130	380	5.0000	axe	creatures_claws	very_large	5	1.8000	0.7500	1.0000	false		5	5	4.0000		false
wh3_dlc20_chs_cha_chaos_lord_mkho_dual_axe_juggernaut	0	20	150	400	5.0000	axe	axe	medium	6	1.8000	1.0000	1.0000	false		0	10	3.8000		false
wh3_dlc20_chs_cha_exalted_hero_mkho_dual_axe	0	15	330	110	3.0000	axe	axe	medium	4	1.4000	1.0000	1.0000	false		0	10	4.0000		false
wh3_dlc20_chs_cha_exalted_hero_mkho_dual_axe_gorebeast_chariot	0	30	110	330	5.0000	axe	creatures_claws	very_large	4	1.4000	0.7500	1.0000	false		4	4	4.0000		false
wh3_dlc20_chs_cha_exalted_hero_mkho_dual_axe_juggernaut	0	20	115	355	5.0000	axe	axe	medium	5	1.4000	1.0000	1.0000	false		0	10	4.0000		false
wh3_dlc20_chs_cha_exalted_hero_mnur_great_axe	0	0	110	340	3.0000	axe	axe	medium	5	1.4000	1.0000	0.0000	false	wh_main_unit_contact_poison	0	10	4.0000		false
wh3_dlc20_chs_cha_exalted_hero_mnur_great_axe_chariot	0	20	145	275	5.0000	axe	creatures_claws	very_large	4	1.4000	0.7500	0.0000	false	wh_main_unit_contact_poison	4	4	4.0000		false
wh3_dlc20_chs_cha_exalted_hero_mnur_great_axe_rot_beast	0	0	120	370	5.0000	axe	axe	medium	5	1.4000	1.0000	0.0000	false	wh_main_unit_contact_poison	0	10	4.0000		false
wh3_dlc20_chs_chariot_lord	0	20	170	320	5.0000	axe	creatures_claws	very_large	5	1.6000	0.7500	0.0000	false		5	5	4.0000		false
wh3_dlc20_chs_chariot_mnur	0	18	29	11	5.0000	axe	creatures_claws	very_large	3	1.0000	0.7500	0.0000	false	wh_main_unit_contact_poison	2	2	4.0000		false
wh3_dlc20_chs_chariot_msla_ror	0	18	29	11	5.0000	axe	creatures_claws	very_large	3	1.0000	0.7500	0.0000	false	wh_main_unit_contact_poison	2	2	4.0000		false
wh3_dlc20_chs_chariot_mtze	0	18	29	11	5.0000	axe	creatures_claws	very_large	3	1.0000	0.7500	0.0000	true		2	2	4.0000		false
wh3_dlc20_chs_chosen_mkho_axe	0	0	34	14	1.0000	axe	axe		1	1.0000	1.0000	1.0000	false		0	10	3.8000		false
wh3_dlc20_chs_chosen_mkho_dual_axes	0	10	51	18	1.0000	axe	axe		1	1.0000	1.0000	1.0000	false		0	10	3.8000		false
wh3_dlc20_chs_chosen_mnur_axe	0	0	34	14	1.0000	axe	axe		1	1.0000	1.0000	0.0000	false	wh_main_unit_contact_poison	0	10	3.8000		false
wh3_dlc20_chs_chosen_mnur_great_axe	0	0	12	38	1.0000	axe	axe		1	1.0000	1.0000	0.0000	false	wh_main_unit_contact_poison	0	10	4.1000		false
wh3_dlc20_chs_chosen_msla_hellscourge_whip	0	0	34	8	2.0000	sword	whip		1	1.0000	0.7500	0.0000	false	wh_main_unit_contact_poison	0	10	4.0000		false
wh3_dlc20_chs_chosen_msla_sword	0	0	34	14	1.0000	sword	sword		1	1.0000	0.7500	0.0000	false		0	10	3.8000		false
wh3_dlc20_chs_chosen_mtze_halberd	26	0	15	31	2.0000	spear	halberd		1	1.0000	0.5000	0.0000	true		0	10	4.3000		false
wh3_dlc20_chs_chosen_mtze_sword	0	0	34	14	1.0000	sword	sword		1	1.0000	0.7500	0.0000	true		0	10	3.8000		false
wh3_dlc20_chs_daemon_prince	0	0	200	300	9.0000	sword	sword_huge	large	5	1.0000	0.7500	0.0000	true		0	10	4.0000		false
wh3_dlc20_chs_daemon_prince_mkho	0	15	200	320	9.0000	axe	axe_huge	large	5	1.0000	1.0000	1.0000	true		0	10	4.0000		false
wh3_dlc20_chs_daemon_prince_mnur	0	0	150	360	9.0000	axe	axe_huge	large	5	1.0000	1.0000	0.0000	true	wh_main_unit_contact_poison	0	10	4.0000		false
wh3_dlc20_chs_daemon_prince_msla	0	0	170	330	12.0000	sword	sword_huge	large	5	1.0000	0.7500	0.0000	true	wh3_main_unit_contact_soporific_musk	0	10	4.0000		false
wh3_dlc20_chs_daemon_prince_mtze	0	0	200	250	9.0000	axe	staff	medium	5	1.0000	1.2500	0.0000	true		0	10	4.0000		false
wh3_dlc20_chs_marauder_horsemen_mnur_spear	0	0	19	5	2.0000	spear	spear		1	1.0000	0.5000	0.0000	false	wh_main_unit_contact_poison	0	10	5.0000		false
wh3_dlc20_chs_marauder_horsemen_mtze_spear	0	0	19	5	2.0000	spear	spear		1	1.0000	0.5000	1.0000	true		0	10	5.0000		false
wh3_dlc20_chs_marauders_mkho_dual_axes	0	5	30	10	1.0000	axe	axe		1	1.0000	1.0000	0.0000	false		0	10	4.2000		false
wh3_dlc20_chs_marauders_mnur_axe	0	0	21	7	1.0000	axe	axe		1	1.0000	1.0000	0.0000	false	wh_main_unit_contact_poison	0	10	4.2000		false
wh3_dlc20_chs_marauders_mnur_great_weapons	0	0	7	23	1.0000	axe	axe		1	1.0000	1.0000	0.0000	false	wh_main_unit_contact_poison	0	10	4.6000		false
wh3_dlc20_chs_marauders_msla_axe	0	0	21	7	1.0000	axe	axe		1	1.0000	1.0000	0.0000	false		0	10	4.2000		false
wh3_dlc20_chs_marauders_mtze_axe	0	0	21	7	1.0000	axe	axe		1	1.0000	1.0000	0.0000	true		0	10	4.2000		false
wh3_dlc20_chs_marauders_mtze_spear	15	0	20	5	1.0000	spear	spear		1	1.0000	0.5000	0.0000	true		0	10	5.7000		false
wh3_dlc20_chs_mon_warshrine	0	0	250	125	6.0000	axe	creatures_claws	very_large	4	1.6000	0.7500	0.0000	false		0	10	4.0000		false
wh3_dlc20_chs_mon_warshrine_mkho	0	0	250	125	6.0000	axe	creatures_claws	very_large	4	1.6000	1.0000	1.0000	false		0	10	4.0000		false
wh3_dlc20_chs_mon_warshrine_mnur	0	0	250	125	6.0000	axe	creatures_claws	very_large	4	1.6000	0.7500	0.0000	false	wh_main_unit_contact_poison	0	10	4.0000		false
wh3_dlc20_chs_mon_warshrine_msla	0	0	250	125	6.0000	axe	creatures_claws	very_large	4	1.6000	0.7500	0.0000	false	wh3_main_unit_contact_soporific_musk	0	10	4.0000		false
wh3_dlc20_chs_mon_warshrine_mtze	0	0	250	125	6.0000	axe	creatures_claws	very_large	4	1.6000	0.7500	0.0000	true		0	10	4.0000		false
wh3_dlc20_chs_sword_caster_hero_mtze	0	0	220	95	3.0000	sword	sword	medium	3	1.3000	0.7500	0.0000	true		0	10	4.0000		false
wh3_dlc20_chs_sword_caster_lord_hero_mnur	0	0	240	120	3.0000	sword	sword	medium	4	1.4000	0.7500	0.0000	false	wh_main_unit_contact_poison	0	10	4.0000		false
wh3_dlc20_chs_sword_caster_lord_hero_mtze	0	0	240	120	3.0000	sword	sword	medium	4	1.4000	0.7500	0.0000	true		0	10	4.0000		false
wh3_dlc20_chs_warriors_hellscourge_whip	0	0	26	6	2.0000	sword	whip		1	1.0000	0.7500	0.0000	false	wh_main_unit_contact_poison	0	10	4.0000		false
wh3_dlc20_chs_warriors_mnur_axe	0	0	26	10	1.0000	axe	axe		1	1.0000	1.0000	0.0000	false	wh_main_unit_contact_poison	0	10	4.0000		false
wh3_dlc20_chs_warriors_mnur_great_axe	0	0	10	28	1.0000	axe	axe		1	1.0000	1.0000	0.0000	false	wh_main_unit_contact_poison	0	10	4.2000		false
wh3_dlc20_chs_warriors_msla_sword	0	0	26	10	1.0000	sword	sword		1	1.0000	0.7500	0.0000	false		0	10	4.0000		false
wh3_dlc20_chs_warriors_mtze_halberd	19	0	10	24	1.0000	spear	halberd		1	1.0000	0.5000	0.0000	true		0	10	4.4000		false
wh3_dlc20_chs_warriors_mtze_sword	0	0	26	10	1.0000	sword	sword		1	1.0000	0.7500	0.0000	true		0	10	4.0000		false
wh3_dlc20_club_giant_ror	0	0	200	500	6.0000	axe	club_huge	large	7	1.7000	1.2500	0.0000	false	wh_main_unit_contact_poison	0	10	4.0000		false
wh3_dlc20_kho_cha_valkia	20	0	100	300	3.0000	spear	spear	medium	4	2.0000	0.5000	1.0000	true		0	10	4.0000		false
wh3_dlc20_kho_forsaken	0	0	44	14	2.0000	axe	creatures_claws		1	1.0000	0.7500	1.0000	false		0	10	4.3000		false
wh3_dlc20_kho_skullcrusher_ror	0	10	19	45	4.0000	axe	axe	small	2	1.2000	1.0000	1.0000	false		0	10	4.0000		false
wh3_dlc20_nur_cha_festus_staff_bottle	0	0	260	120	3.0000	sword	staff	medium	4	1.5000	0.7500	0.0000	true	wh_main_unit_contact_poison	0	10	4.0000		false
wh3_dlc20_sla_cha_azazel	0	0	125	375	3.0000	sword	sword	medium	5	1.8000	0.7500	0.0000	true		0	10	4.0000		false
wh3_dlc20_sla_forsaken	0	0	44	14	2.0000	axe	creatures_claws		1	1.0000	0.7500	0.0000	false		0	10	4.3000		false
wh3_dlc20_tze_cha_vilitch	0	0	330	140	3.0000	sword	sword	medium	5	1.7000	0.7500	0.0000	true		0	10	4.0000		false
wh3_dlc21_tze_cockatrice	0	0	125	295	6.0000	axe	creatures_claws	large	4	1.0000	1.2500	0.0000	true	wh_main_unit_contact_poison	0	3	4.0000		false
wh3_dlc23_chd_cha_astragoth_ironhand	0	0	170	310	4.0000	axe	hammer_dwarf	medium	5	2.0000	0.7500	1.0000	true		0	10	3.0000		false
wh3_dlc23_chd_cha_daemonsmith	0	0	220	90	3.0000	axe	axe	medium	3	1.3000	1.0000	0.0000	true		0	10	4.0000		false
wh3_dlc23_chd_cha_drazhoath_the_ashen	0	20	300	130	3.0000	axe	axe	medium	4	1.4000	1.0000	1.0000	false		0	10	4.0000		false
wh3_dlc23_chd_cha_overseer	0	0	260	170	3.0000	axe	axe	medium	4	1.4000	1.0000	0.0000	false		0	10	4.0000		false
wh3_dlc23_chd_cha_sorcerer_prophet	0	0	230	100	3.0000	axe	axe	medium	3	1.4000	1.0000	0.0000	true		0	10	4.0000		false
wh3_dlc23_chd_cha_zhatan_the_black	0	0	280	180	3.0000	axe	axe	medium	5	1.5000	1.0000	0.0000	false		0	10	3.7500		false
wh3_dlc23_chd_chaos_dwarf_warriors_axe	0	0	25	9	1.0000	axe	axe		1	1.0000	1.0000	0.0000	false		0	10	4.3000		false
wh3_dlc23_chd_chaos_dwarf_warriors_axe_ror	0	0	25	9	1.0000	axe	axe		1	1.0000	1.0000	1.0000	false		0	10	4.3000		false
wh3_dlc23_chd_chaos_dwarf_warriors_great_axe	0	0	10	28	1.0000	axe	axe		1	1.0000	1.0000	0.0000	false		0	10	4.3000		false
wh3_dlc23_chd_gorduz_backstabber	0	0	280	160	3.0000	axe	axe	medium	3	1.0000	1.0000	0.0000	false		0	10	3.8000		false
wh3_dlc23_chd_hobgoblin_dual_sword	0	7	21	7	1.0000	sword	sword		1	1.0000	0.7500	0.0000	false	wh_main_unit_contact_poison	0	10	4.6000		false
wh3_dlc23_chd_hobgoblin_sword	0	0	21	7	1.0000	sword	sword		1	1.0000	0.7500	0.0000	false		0	10	4.0000		false
wh3_dlc23_chd_hobgoblin_wolf_raider_spear	0	0	21	7	2.0000	spear	spear		1	1.0000	0.5000	0.0000	false		0	10	4.0000		false
wh3_dlc23_chd_hobgoblin_wolf_raider_sword	0	0	21	3	1.0000	sword	sword		1	1.0000	0.7500	0.0000	false		0	10	4.0000		false
wh3_dlc23_chd_inf_goblin_labourers	0	0	16	4	1.0000	spear	spear		1	1.0000	0.5000	0.0000	false		0	10	4.3000		false
wh3_dlc23_chd_inf_orc_labourers	0	0	6	18	1.0000	axe	axe		1	1.0000	1.0000	0.0000	false		0	10	3.9000		false
wh3_dlc23_chd_infernal_castellan_fireglaive	15	0	90	250	3.0000	axe	halberd	medium	3	1.4000	0.7500	1.0000	false		0	10	3.8000		false
wh3_dlc23_chd_infernal_guard_axe	0	0	31	11	1.0000	axe	axe		1	1.0000	1.0000	0.0000	false		0	10	4.3000		false
wh3_dlc23_chd_infernal_guard_fireglaive	5	0	9	25	1.0000	axe	halberd		1	1.0000	0.7500	1.0000	false		0	10	4.0000		false
wh3_dlc23_chd_infernal_guard_great_axe	0	0	12	34	1.0000	axe	axe		1	1.0000	1.0000	0.0000	false		0	10	4.3000		false
wh3_dlc23_chd_infernal_ironsworn_axe	0	0	32	10	1.0000	axe	axe		1	1.0000	1.0000	1.0000	true		0	10	4.3000		false
wh3_dlc23_chd_infernal_ironsworn_dual_axe	0	14	36	18	1.0000	axe	axe		1	1.0000	1.0000	1.0000	true		0	10	4.3000		false
wh3_dlc23_chd_mon_bale_taurus	0	0	140	400	8.0000	axe	creatures_claws	large	5	1.7500	0.7500	1.0000	false		0	10	3.8000		false
wh3_dlc23_chd_mon_bale_taurus_cinderbreath	0	0	140	425	8.0000	axe	creatures_claws	large	6	2.0000	0.7500	1.0000	false		0	10	3.8000		false
wh3_dlc23_chd_mon_great_taurus	0	0	130	320	8.0000	axe	creatures_claws	large	5	1.5000	0.7500	1.0000	false		0	10	3.8000		false
wh3_dlc23_chd_mon_kdaai_destroyer	0	0	180	500	12.0000	axe	creatures_claws	large	7	1.7500	1.2500	1.0000	true		7	7	4.0000		false
wh3_dlc23_chd_mon_kdaai_fireborn_dual_axe	0	20	36	84	2.0000	axe	axe	medium	4	1.3000	1.0000	1.0000	true		0	10	4.0000		false
wh3_dlc23_chd_mon_lammasu	0	0	270	180	6.0000	axe	creatures_claws	large	5	1.2000	0.7500	0.0000	true		0	3	3.6000		false
wh3_dlc23_chd_veh_artillery	0	0	130	40	4.0000	axe	unarmed	very_large	4	1.0000	0.7500	0.0000	false		2	2	4.0000		false
wh3_dlc23_chd_veh_iron_daemon	0	20	70	180	4.0000	axe	unarmed	very_large	6	1.0000	0.7500	0.0000	false		3	3	4.0000		false
wh3_dlc23_chd_veh_iron_daemon_ror	0	20	70	180	4.0000	axe	unarmed	very_large	6	1.0000	0.7500	1.0000	false		3	3	4.0000		false
wh3_dlc23_chd_veh_skullcracker	0	20	110	240	4.0000	axe	unarmed	very_large	6	1.0000	0.7500	0.0000	false		4	4	4.0000		false
wh3_dlc23_emp_sword_caster_fire	0	0	210	90	3.0000	sword	sword	medium	3	1.0000	0.7500	1.0000	false		0	10	4.0000		false
wh3_dlc23_neu_dual_swords_ulrika	0	30	250	200	3.0000	sword	sword	medium	5	1.0000	0.7500	0.0000	false		0	10	4.0000		false
wh3_dlc24_chs_cha_chaos_lord_mtze_halberd	30	0	180	310	3.0000	spear	halberd	medium	5	1.6000	0.7500	0.0000	true		0	10	4.0000		false
wh3_dlc24_chs_cha_chaos_lord_mtze_halberd_chariot	0	20	170	320	5.0000	axe	creatures_claws	very_large	5	1.6000	0.7500	0.0000	true		5	5	4.0000		false
wh3_dlc24_chs_cha_exalted_hero_mtze_halberd	25	0	135	285	3.0000	spear	halberd	medium	4	1.4000	0.7500	0.0000	true		0	10	4.0000		false
wh3_dlc24_chs_cha_exalted_hero_mtze_halberd_chariot	0	20	145	275	5.0000	axe	creatures_claws	very_large	4	1.4000	0.7500	0.0000	true		4	4	4.0000		false
wh3_dlc24_cth_cav_zhangu_war_drum	0	0	110	50	4.0000	axe	unarmed	very_large	4	1.0000	0.7500	0.0000	false		2	2	4.0000		false
wh3_dlc24_cth_celestial_general_hammer	0	0	130	290	3.0000	axe	hammer	medium	4	1.4000	0.7500	0.0000	true		0	10	4.0000		false
wh3_dlc24_cth_celestial_general_hammer_lion	0	0	190	280	3.0000	axe	hammer	large	5	1.4000	0.7500	0.0000	true		0	10	3.6000		false
wh3_dlc24_cth_celestial_general_hammer_longma	0	0	140	310	3.0000	axe	hammer	medium	5	1.4000	0.7500	0.0000	true		0	10	4.0000		false
wh3_dlc24_cth_celestial_lion	0	0	180	270	6.0000	axe	creatures_claws	large	5	1.4000	0.7500	0.0000	false		0	3	3.6000		false
wh3_dlc24_cth_gate_master_sword	0	0	250	125	3.0000	sword	sword	medium	4	1.0000	0.7500	0.0000	false		0	10	4.0000		false
wh3_dlc24_cth_inf_dragon_guard_crossbowmen_ror	0	0	24	9	1.0000	sword	sword		1	1.0000	0.7500	0.0000	false		0	10	4.3000		false
wh3_dlc24_cth_mon_great_moon_bird	0	0	360	200	7.0000	axe	creatures_claws	large	5	1.6000	1.2500	1.0000	true		0	10	4.0000		false
wh3_dlc24_cth_mon_jade_lion	0	0	145	275	6.0000	axe	stone_club_medium	large	5	1.5000	1.2500	0.0000	true		0	10	3.5000		false
wh3_dlc24_cth_mon_jet_lion	0	0	145	275	6.0000	axe	stone_club_medium	large	5	1.5000	1.2500	0.0000	false	wh2_dlc11_unit_contact_disrupted	0	10	3.5000		false
wh3_dlc24_cth_onyx_crowmen	0	0	30	15	1.0000	axe	creatures_claws		1	1.0000	0.7500	0.0000	true		0	0	4.0000		false
wh3_dlc24_cth_saytang_the_watcher	0	0	125	425	6.0000	axe	club_huge	large	6	2.0000	0.5000	0.0000	true		0	10	4.0000		false
wh3_dlc24_cth_yuan_bo_dragon	0	0	145	435	20.0000	axe	creatures_claws	large	6	1.0000	1.2500	0.0000	true		0	10	4.0000		false
wh3_dlc24_cth_yuan_bo_human	0	14	150	310	3.0000	sword	sword_medium	medium	5	1.0000	0.7500	0.0000	true		0	10	4.0000		false
wh3_dlc24_ksl_druzhina_great_axe	0	0	110	335	1.0000	axe	axe_2h	medium	4	1.4000	1.0000	0.0000	false		0	10	4.0000		false
wh3_dlc24_ksl_golden_knight_sword	0	0	290	150	2.0000	sword	sword	medium	4	1.8000	0.7500	0.0000	true	wh_dlc08_unit_contact_frostbite	0	10	4.2000		false
wh3_dlc24_ksl_hag_witch	0	0	140	160	5.0000	axe	creatures_claws	large	5	1.4000	0.7500	0.0000	true		3	3	4.0000		false
wh3_dlc24_ksl_inf_akshina_ambushers	0	0	25	10	1.0000	axe	sword		1	1.0000	0.7500	0.0000	false		0	10	4.0000		false
wh3_dlc24_ksl_inf_akshina_ambushers_ror	0	0	25	10	1.0000	axe	sword		1	1.0000	0.7500	0.0000	false		0	10	4.0000		false
wh3_dlc24_ksl_inf_streltsi_ror	0	0	9	25	1.0000	axe	axe	small	1	1.0000	1.0000	0.0000	false		0	10	4.0000		false
wh3_dlc24_ksl_katarin_sled	0	30	130	320	5.0000	axe	creatures_claws	very_large	5	1.8000	0.7500	0.0000	true	wh_dlc08_unit_contact_frostbite	5	5	4.0000		false
wh3_dlc24_ksl_kislevite_warriors_halberd	15	0	8	17	1.0000	spear	halberd		1	1.0000	0.5000	0.0000	false		0	10	4.4000		false
wh3_dlc24_ksl_mon_frost_wyrm	25	0	135	310	7.0000	axe	creatures_claws	large	4	1.0000	1.2500	0.0000	false	wh_dlc08_unit_contact_frostbite	4	4	3.6000		false
wh3_dlc24_ksl_mon_incarnate_elemental_of_beasts	0	10	250	400	6.0000	axe	creatures_claws	large	7	2.0000	1.2500	0.0000	true		0	10	4.0000		false
wh3_dlc24_ksl_mon_the_things_in_the_woods	0	16	15	47	2.0000	sword	creatures_claws	medium	3	1.4000	0.7500	0.0000	false		0	10	3.5000		false
wh3_dlc24_ksl_mon_the_things_in_the_woods_ethereal	0	16	0	62	2.0000	sword	creatures_claws	medium	3	1.4000	0.7500	0.0000	false	wh_dlc08_unit_contact_frostbite	0	10	3.5000		false
wh3_dlc24_ksl_mon_the_things_in_the_woods_ror	0	16	15	47	2.0000	sword	creatures_claws	medium	3	1.4000	0.7500	0.0000	false	wh3_dlc24_unit_contact_dark_blood	0	10	3.5000		false
wh3_dlc24_ksl_mother_ostankya	0	30	110	120	5.0000	axe	creatures_claws	very_large	4	1.5000	0.7500	0.0000	true		2	2	4.0000		false
wh3_dlc24_monster_koldunjas_spirit	35	0	85	205	5.0000	axe	creatures_claws	medium	3	1.5000	1.0000	0.0000	true		0	10	4.0000		false
wh3_dlc24_tze_centigor_great_axe	0	0	7	27	2.0000	axe	axe_2h		1	1.0000	1.0000	0.0000	true		0	10	4.6000		false
wh3_dlc24_tze_cha_aekold_helbrass	0	15	140	330	3.0000	sword	sword_medium	medium	5	1.5000	0.7500	0.0000	true		0	10	4.0000		false
wh3_dlc24_tze_cha_blue_scribes	0	0	115	265	7.0000	sword	unarmed	very_large	4	1.2000	0.7500	0.0000	true		0	4	4.0000		false
wh3_dlc24_tze_cha_changeling_summoned	0	0	0	0	3.0000	sword	staff	medium	5	1.4000	0.7500	0.0000	true		0	10	4.0000		false
wh3_dlc24_tze_inf_tzaangors	0	0	21	9	1.0000	axe	axe		1	1.0000	1.0000	0.0000	true		0	10	4.4000		false
wh3_dlc24_tze_mon_mutalith_vortex_beast	0	20	140	320	9.0000	axe	creatures_claws	large	5	2.0000	1.2500	0.0000	true		0	10	3.6000		false
wh3_dlc24_tze_mon_mutalith_vortex_beast_ror	0	20	140	320	9.0000	axe	creatures_claws	large	5	2.0000	1.2500	0.0000	true		0	10	3.6000		false
wh3_dlc24_tze_mon_screamer_ror	25	0	20	40	4.0000	sword	creatures_claws	small	3	1.0000	0.7500	0.0000	true		0	10	4.0000		false
wh3_dlc25_bst_mon_jabberslythe_qb_boss	25	50	150	350	9.0000	axe	creatures_claws	large	5	1.0000	1.0000	0.0000	true	wh_dlc06_unit_contact_sundered_armour	0	10	3.8000		false
wh3_dlc25_cha_kayzk_the_befouled_greatsword	0	20	110	380	3.0000	sword	sword_medium	medium	5	1.0000	1.0000	0.0000	false	wh_main_unit_contact_poison	0	10	4.2000		false
wh3_dlc25_cha_tamurkhan_greataxe	20	0	125	375	3.0000	axe	axe_medium	medium	3	1.0000	1.5000	0.0000	false	wh_main_unit_contact_poison	0	10	3.8000		false
wh3_dlc25_chs_cha_chaos_lord_mnur_sword	0	0	320	170	3.0000	sword	sword	medium	5	1.6000	0.7500	0.0000	false	wh_main_unit_contact_poison	0	10	4.0000		false
wh3_dlc25_chs_cha_chaos_lord_mnur_sword_chariot	0	20	170	320	5.0000	axe	creatures_claws	very_large	5	1.6000	0.7500	0.0000	false	wh_main_unit_contact_poison	5	5	4.0000		false
wh3_dlc25_chs_cha_chaos_lord_mnur_sword_rot_beast	0	0	150	390	5.0000	sword	sword	medium	5	1.6000	0.7500	0.0000	false	wh_main_unit_contact_poison	0	10	4.0000		false
wh3_dlc25_chs_sword_caster_hero_mnur	0	0	220	95	3.0000	sword	staff	medium	3	1.3000	0.7500	0.0000	false	wh_main_unit_contact_poison	0	10	4.0000		false
