agent_subtype	ancillary
wh3_dlc24_ksl_the_golden_knight	wh3_dlc24_anc_talisman_blessing_wafers
wh3_dlc24_cth_yuan_bo	wh3_dlc24_anc_weapon_the_dragons_fang
wh3_dlc24_tze_aekold_helbrass	wh3_dlc24_anc_weapon_the_windblade
wh3_dlc24_ksl_the_golden_knight	wh3_dlc24_anc_weapon_ursuns_claw
wh3_dlc24_cth_saytang_the_watcher	wh3_dlc24_anc_weapon_wind_bow
wh_dlc05_emp_grey_wizard	wh3_dlc25_anc_arcane_item_the_grey_wand
wh_dlc03_emp_amber_wizard	wh3_dlc25_anc_armour_cloak_of_anraheir
wh3_dlc25_emp_engineer	wh3_dlc25_anc_armour_prototype_coat
wh3_dlc25_emp_master_engineer	wh3_dlc25_anc_armour_prototype_coat
wh_main_emp_balthasar_gelt	wh3_dlc25_anc_armour_robes_of_the_supreme_patriarch
wh3_dlc25_emp_elspeth_von_draken	wh3_dlc25_anc_banner_emp_doomfire_ring
wh3_dlc25_emp_elspeth_von_draken	wh3_dlc25_anc_banner_emp_everwood_root
wh3_dlc25_emp_elspeth_von_draken	wh3_dlc25_anc_banner_emp_frostfire_gem
wh_main_emp_light_wizard	wh3_dlc25_anc_enchanted_item_amulet_of_refraction
wh3_dlc25_nur_epidemius	wh3_dlc25_anc_enchanted_item_epidemius_hourglass
wh3_dlc25_emp_engineer	wh3_dlc25_anc_enchanted_item_ominous_powder
wh3_dlc25_emp_master_engineer	wh3_dlc25_anc_enchanted_item_ominous_powder
wh3_dlc25_emp_theodore_bruckner	wh3_dlc25_anc_enchanted_item_stormlance
wh3_dlc25_dwf_malakai_makaisson	wh3_dlc25_anc_enchanted_item_the_eyes_of_grungni
wh3_dlc25_chs_sorcerer_death_mnur	wh3_dlc25_anc_mount_chs_cha_chaos_sorcerer_death_mnur_chaos_steed
wh3_dlc25_chs_sorcerer_death_mnur	wh3_dlc25_anc_mount_chs_cha_chaos_sorcerer_death_mnur_rot_beast
wh3_dlc25_chs_sorcerer_death_mnur	wh3_dlc25_anc_mount_chs_cha_chaos_sorcerer_death_mnur_warshrine
wh3_dlc20_chs_sorcerer_lord_death_mnur	wh3_dlc25_anc_mount_chs_cha_chaos_sorcerer_lord_death_mnur_rot_beast
wh3_dlc20_chs_sorcerer_lord_nurgle_mnur	wh3_dlc25_anc_mount_chs_cha_chaos_sorcerer_lord_nurgle_mnur_rot_beast
wh3_dlc25_chs_sorcerer_nurgle_mnur	wh3_dlc25_anc_mount_chs_cha_chaos_sorcerer_nurgle_mnur_chaos_steed
wh3_dlc25_chs_sorcerer_nurgle_mnur	wh3_dlc25_anc_mount_chs_cha_chaos_sorcerer_nurgle_mnur_rot_beast
wh3_dlc25_chs_sorcerer_nurgle_mnur	wh3_dlc25_anc_mount_chs_cha_chaos_sorcerer_nurgle_mnur_warshrine
wh3_dlc20_chs_exalted_hero_mnur	wh3_dlc25_anc_mount_chs_cha_exalted_hero_mnur_rot_beast
wh3_dlc25_emp_theodore_bruckner	wh3_dlc25_anc_mount_emp_bruckner_reaper
wh3_dlc25_emp_elspeth_von_draken	wh3_dlc25_anc_mount_emp_elspeth_carmine_dragon
wh3_dlc25_emp_elspeth_von_draken	wh3_dlc25_anc_mount_emp_elspeth_warhorse
wh3_dlc25_emp_engineer	wh3_dlc25_anc_mount_emp_engineer_barded_warhorse
wh3_dlc25_emp_engineer	wh3_dlc25_anc_mount_emp_engineer_mechanical_steed
wh3_dlc25_emp_gold_wizard	wh3_dlc25_anc_mount_emp_gold_wizard_barded_warhorse
wh3_dlc25_emp_gold_wizard	wh3_dlc25_anc_mount_emp_gold_wizard_imperial_pegasus
wh3_dlc25_emp_master_engineer	wh3_dlc25_anc_mount_emp_master_engineer_barded_warhorse
wh3_dlc25_emp_master_engineer	wh3_dlc25_anc_mount_emp_master_engineer_mechanical_steed
wh3_dlc25_emp_master_engineer	wh3_dlc25_anc_mount_emp_master_engineer_steam_tank
wh3_dlc25_nur_exalted_hero_chieftain	wh3_dlc25_anc_mount_nur_cha_exalted_hero_chieftain_chaos_chariot
wh3_dlc25_nur_exalted_hero_chieftain	wh3_dlc25_anc_mount_nur_cha_exalted_hero_chieftain_chaos_dragon
wh3_dlc25_nur_exalted_hero_chieftain	wh3_dlc25_anc_mount_nur_cha_exalted_hero_chieftain_chaos_steed
wh_main_emp_celestial_wizard	wh3_dlc25_anc_talisman_astrolobe_of_tomorrows_moon
wh3_dlc25_emp_theodore_bruckner	wh3_dlc25_anc_talisman_baleflame_amulet
wh3_dlc25_nur_castellan_chieftain	wh3_dlc25_anc_talisman_cursed_yhetee_jawbone
wh3_dlc25_emp_elspeth_von_draken	wh3_dlc25_anc_talisman_deaths_timekeeper
wh3_dlc25_emp_engineer	wh3_dlc25_anc_talisman_enhanced_scope
wh3_dlc25_emp_master_engineer	wh3_dlc25_anc_talisman_enhanced_scope
wh2_pro07_emp_amethyst_wizard	wh3_dlc25_anc_talisman_hourglass_of_the_shyish_sands
wh3_dlc25_nur_kayzk_the_befouled	wh3_dlc25_anc_talisman_icon_of_decay
wh3_dlc25_nur_bray_shaman_wild_chieftain	wh3_dlc25_anc_talisman_reeking_talisman
wh3_dlc25_nur_fimir_balefiend_shadow_chieftain	wh3_dlc25_anc_talisman_sigil_of_madness
wh3_dlc25_nur_skin_wolf_werekin_chieftain	wh3_dlc25_anc_talisman_unkind_taint
wh3_dlc25_nur_exalted_hero_chieftain	wh3_dlc25_anc_talisman_virulent_boon
wh3_dlc25_dwf_garagrim_ironfist	wh3_dlc25_anc_weapon_axes_of_kadrin
wh3_dlc25_nur_epidemius	wh3_dlc25_anc_weapon_epidemius_sword
wh3_dlc25_emp_engineer	wh3_dlc25_anc_weapon_experimental_explosive
wh3_dlc25_emp_master_engineer	wh3_dlc25_anc_weapon_experimental_explosive
wh3_dlc25_dwf_malakai_makaisson	wh3_dlc25_anc_weapon_glaive_gun
wh_dlc06_dwf_master_engineer_ghost	wh3_dlc25_anc_weapon_glaive_gun
wh_main_dwf_master_engineer	wh3_dlc25_anc_weapon_glaive_gun
wh3_dlc25_emp_theodore_bruckner	wh3_dlc25_anc_weapon_liarsbane
wh3_dlc25_dwf_malakai_makaisson	wh3_dlc25_anc_weapon_makaissons_persuader
wh_dlc05_emp_jade_wizard	wh3_dlc25_anc_weapon_oaken_sickle_of_ghyran
wh3_dlc25_nur_kayzk_the_befouled	wh3_dlc25_anc_weapon_sword_of_filth
wh3_dlc25_nur_tamurkhan	wh3_dlc25_anc_weapon_the_black_cleaver
wh3_dlc25_emp_elspeth_von_draken	wh3_dlc25_anc_weapon_the_pale_scythe
wh_main_emp_bright_wizard	wh3_dlc25_anc_weapon_torched_staff_of_wrath
wh_main_emp_balthasar_gelt	wh3_dlc25_anc_weapon_transmuted_blade
wh3_dlc26_ogr_golgfag_maneater	wh3_dlc26_anc_enchanted_item_bugmans_xxxxxx
wh3_dlc26_grn_snagla_grobpsit	wh3_dlc26_anc_enchanted_item_sting_of_snagla
wh3_dlc26_grn_gorbad_ironclaw	wh3_dlc26_anc_mount_grn_gorbad_ironclaw_gnarla
wh3_dlc26_grn_night_goblin_big_boss	wh3_dlc26_anc_mount_grn_night_goblin_big_boss_great_cave_squig
wh3_dlc26_grn_savage_orc_great_shaman	wh3_dlc26_anc_mount_grn_savage_orc_great_shaman_war_boar
wh3_dlc26_grn_savage_orc_great_shaman	wh3_dlc26_anc_mount_grn_savage_orc_great_shaman_wyvern
wh3_dlc26_kho_arbaal_the_undefeated	wh3_dlc26_anc_mount_kho_arbaal_flesh_hound
wh3_dlc26_kho_bloodspeaker	wh3_dlc26_anc_mount_kho_bloodspeaker_chaos_steed
wh3_dlc26_kho_bloodspeaker	wh3_dlc26_anc_mount_kho_bloodspeaker_warshrine
wh3_dlc26_kho_skulltaker	wh3_dlc26_anc_mount_kho_skulltaker_blood_throne
wh3_dlc26_kho_skulltaker	wh3_dlc26_anc_mount_kho_skulltaker_kuhltyran
wh3_dlc26_kho_scyla_anfingrimm	wh3_dlc26_anc_talisman_brass_collar_of_khorne
wh3_dlc26_kho_skarr_bloodwrath	wh3_dlc26_anc_weapon_bloodstorm_blades
wh3_dlc26_kho_arbaal_the_undefeated	wh3_dlc26_anc_weapon_destroyer_of_khorne
wh3_dlc26_grn_snagla_grobpsit	wh3_dlc26_anc_weapon_fangspike
wh3_dlc26_ogr_bragg_the_gutsman	wh3_dlc26_anc_weapon_great_gutgouger
wh3_dlc26_grn_gorbad_ironclaw	wh3_dlc26_anc_weapon_morglor_the_mangler
wh3_dlc26_kho_skulltaker	wh3_dlc26_anc_weapon_the_slayer_sword
wh3_dlc27_hef_mist_mage	wh3_dlc27_anc_arcane_item_annulian_crystal
wh3_dlc27_hef_mist_mage	wh3_dlc27_anc_arcane_item_null_stone
wh3_dlc27_nor_sayl_the_faithless	wh3_dlc27_anc_arcane_item_schalkains_teeth
wh3_dlc27_hef_sea_helm	wh3_dlc27_anc_armour_golden_shield
wh3_dlc27_sla_styrkaar_the_sortsvinaer	wh3_dlc27_anc_armour_perverse_plate
wh3_dlc27_sla_styrkaar_the_sortsvinaer	wh3_dlc27_anc_enchanted_item_banner_of_depravity
wh3_dlc27_sla_dechala	wh3_dlc27_anc_enchanted_item_elixir_of_damnation
wh3_dlc27_hef_aislinn	wh3_dlc27_anc_enchanted_item_mask_of_the_merlord
wh3_dlc25_nur_fimir_balefiend_shadow_chieftain	wh3_dlc27_anc_enchanted_item_skinhidden_plate
wh3_dlc27_nor_fimir_noble	wh3_dlc27_anc_enchanted_item_skinhidden_plate
wh_dlc08_nor_fimir_balefiend_fire	wh3_dlc27_anc_enchanted_item_skinhidden_plate
wh_dlc08_nor_fimir_balefiend_shadow	wh3_dlc27_anc_enchanted_item_skinhidden_plate
wh3_dlc27_sla_masque_of_slaanesh	wh3_dlc27_anc_enchanted_item_staff_of_the_masque
wh3_dlc27_hef_sea_helm	wh3_dlc27_anc_enchanted_item_temakadors_gauntlets
wh3_main_sla_alluress_shadow	wh3_dlc27_anc_mount_chs_cha_alluress_shadow_daemonic_steed
wh3_main_sla_alluress_slaanesh	wh3_dlc27_anc_mount_chs_cha_alluress_slaanesh_daemonic_steed
wh3_dlc27_chs_exalted_hero_msla	wh3_dlc27_anc_mount_chs_cha_exalted_hero_msla_chaos_chariot
wh3_dlc27_chs_exalted_hero_msla	wh3_dlc27_anc_mount_chs_cha_exalted_hero_msla_daemonic_steed
wh3_dlc27_chs_exalted_hero_msla	wh3_dlc27_anc_mount_chs_cha_exalted_hero_msla_steed_of_slaanesh
wh3_main_sla_herald_of_slaanesh_shadow	wh3_dlc27_anc_mount_chs_cha_herald_of_slaanesh_shadow_daemonic_steed
wh3_main_sla_herald_of_slaanesh_slaanesh	wh3_dlc27_anc_mount_chs_cha_herald_of_slaanesh_slaanesh_daemonic_steed
wh3_dlc27_chs_sorcerer_lord_shadows_msla	wh3_dlc27_anc_mount_chs_sorcerer_lord_shadows_msla_chaos_steed
wh3_dlc27_chs_sorcerer_lord_shadows_msla	wh3_dlc27_anc_mount_chs_sorcerer_lord_shadows_msla_daemonic_steed
wh3_dlc27_chs_sorcerer_lord_shadows_msla	wh3_dlc27_anc_mount_chs_sorcerer_lord_shadows_msla_warshrine
wh3_dlc27_chs_sorcerer_lord_slaanesh_msla	wh3_dlc27_anc_mount_chs_sorcerer_lord_slaanesh_msla_chaos_steed
wh3_dlc27_chs_sorcerer_lord_slaanesh_msla	wh3_dlc27_anc_mount_chs_sorcerer_lord_slaanesh_msla_daemonic_steed
wh3_dlc27_chs_sorcerer_lord_slaanesh_msla	wh3_dlc27_anc_mount_chs_sorcerer_lord_slaanesh_msla_warshrine
wh3_dlc27_hef_aislinn	wh3_dlc27_anc_mount_hef_aislinn_star_dragon
wh3_dlc27_hef_caradryan	wh3_dlc27_anc_mount_hef_caradryan_ashtari
wh3_dlc27_hef_caradryan	wh3_dlc27_anc_mount_hef_caradryan_chariot
wh3_dlc27_hef_caradryan	wh3_dlc27_anc_mount_hef_caradryan_steed
wh3_dlc27_hef_mist_mage	wh3_dlc27_anc_mount_hef_mist_mage_eagle
wh3_dlc27_hef_mist_mage	wh3_dlc27_anc_mount_hef_mist_mage_skycutter
wh3_dlc27_hef_dragonship_captain_01	wh3_dlc27_anc_mount_hef_sea_helm_eagle
wh3_dlc27_hef_dragonship_captain_02	wh3_dlc27_anc_mount_hef_sea_helm_eagle
wh3_dlc27_hef_dragonship_captain_03	wh3_dlc27_anc_mount_hef_sea_helm_eagle
wh3_dlc27_hef_dragonship_captain_04	wh3_dlc27_anc_mount_hef_sea_helm_eagle
wh3_dlc27_hef_dragonship_captain_05	wh3_dlc27_anc_mount_hef_sea_helm_eagle
wh3_dlc27_hef_sea_helm	wh3_dlc27_anc_mount_hef_sea_helm_eagle
wh3_dlc27_hef_dragonship_captain_01	wh3_dlc27_anc_mount_hef_sea_helm_skycutter
wh3_dlc27_hef_dragonship_captain_02	wh3_dlc27_anc_mount_hef_sea_helm_skycutter
wh3_dlc27_hef_dragonship_captain_03	wh3_dlc27_anc_mount_hef_sea_helm_skycutter
wh3_dlc27_hef_dragonship_captain_04	wh3_dlc27_anc_mount_hef_sea_helm_skycutter
wh3_dlc27_hef_dragonship_captain_05	wh3_dlc27_anc_mount_hef_sea_helm_skycutter
wh3_dlc27_hef_sea_helm	wh3_dlc27_anc_mount_hef_sea_helm_skycutter
wh3_dlc27_hef_aislinn	wh3_dlc27_anc_mount_hef_sea_lord_aislinn_skycutter
wh3_dlc27_nor_great_shaman_sorcerer_death	wh3_dlc27_anc_mount_nor_great_shaman_sorcerer_death_chariot
wh3_dlc27_nor_great_shaman_sorcerer_death	wh3_dlc27_anc_mount_nor_great_shaman_sorcerer_death_mammoth
wh3_dlc27_nor_great_shaman_sorcerer_death	wh3_dlc27_anc_mount_nor_great_shaman_sorcerer_death_warhorse
wh3_dlc27_nor_great_shaman_sorcerer_fire	wh3_dlc27_anc_mount_nor_great_shaman_sorcerer_fire_chariot
wh3_dlc27_nor_great_shaman_sorcerer_fire	wh3_dlc27_anc_mount_nor_great_shaman_sorcerer_fire_mammoth
wh3_dlc27_nor_great_shaman_sorcerer_fire	wh3_dlc27_anc_mount_nor_great_shaman_sorcerer_fire_warhorse
wh3_dlc27_nor_great_shaman_sorcerer_metal	wh3_dlc27_anc_mount_nor_great_shaman_sorcerer_metal_chariot
wh3_dlc27_nor_great_shaman_sorcerer_metal	wh3_dlc27_anc_mount_nor_great_shaman_sorcerer_metal_mammoth
wh3_dlc27_nor_great_shaman_sorcerer_metal	wh3_dlc27_anc_mount_nor_great_shaman_sorcerer_metal_warhorse
wh3_dlc27_nor_sayl_the_faithless	wh3_dlc27_anc_mount_nor_sayl_the_faithless_chariot
wh3_dlc27_nor_sayl_the_faithless	wh3_dlc27_anc_mount_nor_sayl_the_faithless_mammoth
wh3_dlc27_nor_sayl_the_faithless	wh3_dlc27_anc_mount_nor_sayl_the_faithless_warhorse
wh3_dlc27_sla_druchii_anointed	wh3_dlc27_anc_mount_sla_druchii_anointed_cold_one
wh3_dlc27_sla_druchii_anointed	wh3_dlc27_anc_mount_sla_druchii_anointed_daemonic_steed
wh3_dlc27_sla_styrkaar_the_sortsvinaer	wh3_dlc27_anc_mount_sla_styrkaar_the_sortsvinaer_daemonic_steed
wh3_dlc27_sla_styrkaar_the_sortsvinaer	wh3_dlc27_anc_mount_sla_styrkaar_the_sortsvinaer_steed_of_slaanesh
wh3_dlc27_nor_beorg_bearstruck	wh3_dlc27_anc_talisman_bear_fang_talisman
wh3_dlc27_sla_styrkaar_the_sortsvinaer	wh3_dlc27_anc_weapon_caress_of_agony
wh3_dlc27_hef_caradryan	wh3_dlc27_anc_weapon_the_phoenix_blade
wh3_dlc27_nor_sayl_the_faithless	wh3_dlc27_anc_weapon_the_viperous_staff
wh3_main_tze_kairos	wh3_main_anc_arcane_item_staff_of_tomorrow
wh3_main_ksl_boris	wh3_main_anc_armour_armour_of_ursun
wh3_main_ksl_katarin	wh3_main_anc_armour_the_crystal_cloak
wh3_main_ogr_skrag_the_slaughterer	wh3_main_anc_enchanted_item_cauldron_of_the_great_maw
wh3_dlc26_ogr_golgfag_maneater	wh3_main_anc_follower_ogr_cave_painter
wh3_dlc26_ogr_paymaster	wh3_main_anc_follower_ogr_cave_painter
wh3_main_ogr_greasus_goldtooth	wh3_main_anc_follower_ogr_cave_painter
wh3_main_ogr_tyrant	wh3_main_anc_follower_ogr_cave_painter
wh3_main_ogr_tyrant_camp	wh3_main_anc_follower_ogr_cave_painter
wh3_main_cth_alchemist	wh3_main_anc_mount_cth_alchemist_mount_warhorse
wh3_main_cth_astromancer	wh3_main_anc_mount_cth_astromancer_mount_warhorse
wh3_main_cth_astromancer	wh3_main_anc_mount_cth_astromancer_mount_wu_xing_war_compass
wh3_main_cth_dragon_blooded_shugengan_yang	wh3_main_anc_mount_cth_dragon_blooded_shugengan_lord_yang_mount_jade_longma
wh3_main_cth_dragon_blooded_shugengan_yang	wh3_main_anc_mount_cth_dragon_blooded_shugengan_lord_yang_mount_warhorse
wh3_main_cth_dragon_blooded_shugengan_yin	wh3_main_anc_mount_cth_dragon_blooded_shugengan_lord_yin_mount_jade_longma
wh3_main_cth_dragon_blooded_shugengan_yin	wh3_main_anc_mount_cth_dragon_blooded_shugengan_lord_yin_mount_warhorse
wh3_main_cth_lord_caravan_master	wh3_main_anc_mount_cth_lord_magistrate_mount_sky_lantern
wh3_main_cth_lord_magistrate_yang	wh3_main_anc_mount_cth_lord_magistrate_mount_sky_lantern
wh3_main_cth_lord_magistrate_yin	wh3_main_anc_mount_cth_lord_magistrate_mount_sky_lantern
wh3_main_cth_lord_caravan_master	wh3_main_anc_mount_cth_lord_magistrate_mount_warhorse
wh3_main_cth_lord_magistrate_yang	wh3_main_anc_mount_cth_lord_magistrate_mount_warhorse
wh3_main_cth_lord_magistrate_yin	wh3_main_anc_mount_cth_lord_magistrate_mount_warhorse
wh3_main_kho_bloodreaper	wh3_main_anc_mount_kho_bloodreaper_blood_throne
wh3_main_kho_bloodreaper	wh3_main_anc_mount_kho_bloodreaper_juggernaut
wh3_main_kho_cultist	wh3_main_anc_mount_kho_cultist_chaos_steed
wh3_main_pro_kho_cultist	wh3_main_anc_mount_kho_cultist_chaos_steed
wh3_main_kho_herald_of_khorne	wh3_main_anc_mount_kho_herald_of_khorne_blood_throne
wh3_main_kho_herald_of_khorne	wh3_main_anc_mount_kho_herald_of_khorne_juggernaut
wh3_main_ksl_boris	wh3_main_anc_mount_ksl_boris_urskin
wh3_main_ksl_boris	wh3_main_anc_mount_ksl_boris_warhorse
wh3_main_ksl_ataman	wh3_main_anc_mount_ksl_boyar_war_bear
wh3_main_ksl_boyar	wh3_main_anc_mount_ksl_boyar_war_bear
wh3_main_ksl_ataman	wh3_main_anc_mount_ksl_boyar_warhorse
wh3_main_ksl_boyar	wh3_main_anc_mount_ksl_boyar_warhorse
wh3_main_ksl_frost_maiden_ice	wh3_main_anc_mount_ksl_frost_maiden_ice_war_bear
wh3_main_pro_ksl_frost_maiden_ice	wh3_main_anc_mount_ksl_frost_maiden_ice_war_bear
wh3_main_ksl_frost_maiden_ice	wh3_main_anc_mount_ksl_frost_maiden_ice_warhorse
wh3_main_pro_ksl_frost_maiden_ice	wh3_main_anc_mount_ksl_frost_maiden_ice_warhorse
wh3_main_ksl_frost_maiden_tempest	wh3_main_anc_mount_ksl_frost_maiden_tempest_war_bear
wh3_main_ksl_frost_maiden_tempest	wh3_main_anc_mount_ksl_frost_maiden_tempest_warhorse
wh3_main_ksl_ice_witch_ice	wh3_main_anc_mount_ksl_ice_witch_ice_war_bear
wh3_main_ksl_ice_witch_ice	wh3_main_anc_mount_ksl_ice_witch_ice_warhorse
wh3_main_ksl_ice_witch_tempest	wh3_main_anc_mount_ksl_ice_witch_tempest_war_bear
wh3_main_ksl_ice_witch_tempest	wh3_main_anc_mount_ksl_ice_witch_tempest_warhorse
wh3_main_ksl_katarin	wh3_main_anc_mount_ksl_katarin_war_bear
wh3_main_ksl_katarin	wh3_main_anc_mount_ksl_katarin_warhorse
wh3_main_ksl_kostaltyn	wh3_main_anc_mount_ksl_kostaltyn_war_bear
wh3_main_ksl_kostaltyn	wh3_main_anc_mount_ksl_kostaltyn_warhorse
wh3_main_ksl_patriarch	wh3_main_anc_mount_ksl_patriarch_war_bear
wh3_main_pro_ksl_patriarch	wh3_main_anc_mount_ksl_patriarch_war_bear
wh3_main_ksl_patriarch	wh3_main_anc_mount_ksl_patriarch_warhorse
wh3_main_pro_ksl_patriarch	wh3_main_anc_mount_ksl_patriarch_warhorse
wh3_main_pro_ksl_yuri_0	wh3_main_anc_mount_ksl_yuri_war_bear
wh3_main_pro_ksl_yuri_0	wh3_main_anc_mount_ksl_yuri_warhorse
wh3_main_nur_cultist	wh3_main_anc_mount_nur_cultist_chaos_steed
wh3_main_nur_herald_of_nurgle_death	wh3_main_anc_mount_nur_herald_of_nurgle_death_nurgling_palanquin
wh3_main_nur_herald_of_nurgle_death	wh3_main_anc_mount_nur_herald_of_nurgle_death_rot_fly
wh3_main_nur_herald_of_nurgle_nurgle	wh3_main_anc_mount_nur_herald_of_nurgle_nurgle_nurgling_palanquin
wh3_main_nur_herald_of_nurgle_nurgle	wh3_main_anc_mount_nur_herald_of_nurgle_nurgle_rot_fly
wh3_main_nur_plagueridden_death	wh3_main_anc_mount_nur_plagueridden_death_nurgling_palanquin
wh3_main_nur_plagueridden_death	wh3_main_anc_mount_nur_plagueridden_death_rot_fly
wh3_main_nur_plagueridden_nurgle	wh3_main_anc_mount_nur_plagueridden_nurgle_nurgling_palanquin
wh3_main_nur_plagueridden_nurgle	wh3_main_anc_mount_nur_plagueridden_nurgle_rot_fly
wh3_main_ogr_hunter	wh3_main_anc_mount_ogr_hunter_stonehorn
wh3_main_sla_alluress_shadow	wh3_main_anc_mount_sla_alluress_shadow_exalted_seeker_chariot
wh3_main_sla_alluress_shadow	wh3_main_anc_mount_sla_alluress_shadow_seeker_chariot
wh3_main_sla_alluress_shadow	wh3_main_anc_mount_sla_alluress_shadow_steed_of_slaanesh
wh3_main_sla_alluress_slaanesh	wh3_main_anc_mount_sla_alluress_slaanesh_exalted_seeker_chariot
wh3_main_sla_alluress_slaanesh	wh3_main_anc_mount_sla_alluress_slaanesh_seeker_chariot
wh3_main_sla_alluress_slaanesh	wh3_main_anc_mount_sla_alluress_slaanesh_steed_of_slaanesh
wh3_main_sla_cultist	wh3_main_anc_mount_sla_cultist_chaos_steed
wh3_main_sla_herald_of_slaanesh_shadow	wh3_main_anc_mount_sla_herald_of_slaanesh_shadow_exalted_seeker_chariot
wh3_main_sla_herald_of_slaanesh_shadow	wh3_main_anc_mount_sla_herald_of_slaanesh_shadow_seeker_chariot
wh3_main_sla_herald_of_slaanesh_shadow	wh3_main_anc_mount_sla_herald_of_slaanesh_shadow_steed_of_slaanesh
wh3_main_sla_herald_of_slaanesh_slaanesh	wh3_main_anc_mount_sla_herald_of_slaanesh_slaanesh_exalted_seeker_chariot
wh3_main_sla_herald_of_slaanesh_slaanesh	wh3_main_anc_mount_sla_herald_of_slaanesh_slaanesh_seeker_chariot
wh3_main_sla_herald_of_slaanesh_slaanesh	wh3_main_anc_mount_sla_herald_of_slaanesh_slaanesh_steed_of_slaanesh
wh3_main_pro_tze_cultist	wh3_main_anc_mount_tze_cultist_chaos_steed
wh3_main_tze_cultist	wh3_main_anc_mount_tze_cultist_chaos_steed
wh3_main_tze_herald_of_tzeentch_metal	wh3_main_anc_mount_tze_herald_of_tzeentch_metal_burning_chariot
wh3_main_tze_herald_of_tzeentch_metal	wh3_main_anc_mount_tze_herald_of_tzeentch_metal_disc_of_tzeentch
wh3_main_tze_herald_of_tzeentch_tzeentch	wh3_main_anc_mount_tze_herald_of_tzeentch_tzeentch_burning_chariot
wh3_main_tze_herald_of_tzeentch_tzeentch	wh3_main_anc_mount_tze_herald_of_tzeentch_tzeentch_disc_of_tzeentch
wh3_main_tze_iridescent_horror_metal	wh3_main_anc_mount_tze_iridescent_horror_metal_burning_chariot
wh3_main_tze_iridescent_horror_metal	wh3_main_anc_mount_tze_iridescent_horror_metal_disc_of_tzeentch
wh3_main_tze_iridescent_horror_tzeentch	wh3_main_anc_mount_tze_iridescent_horror_tzeentch_burning_chariot
wh3_main_tze_iridescent_horror_tzeentch	wh3_main_anc_mount_tze_iridescent_horror_tzeentch_disc_of_tzeentch
wh3_main_ogr_greasus_goldtooth	wh3_main_anc_talisman_overtyrants_crown
wh3_main_dae_belakor	wh3_main_anc_weapon_blade_of_shadow
wh3_main_ksl_katarin	wh3_main_anc_weapon_frost_fang
wh3_main_nur_kugath	wh3_main_anc_weapon_necrotic_missiles
wh3_main_ogr_greasus_goldtooth	wh3_main_anc_weapon_sceptre_of_titans
wh3_main_ksl_boris	wh3_main_anc_weapon_shard_blade
wh3_main_kho_skarbrand	wh3_main_anc_weapon_slaughter_and_carnage
wh3_main_ksl_kostaltyn	wh3_main_anc_weapon_the_burning_brazier
wh3_main_sla_nkari	wh3_main_anc_weapon_witstealer_sword
wh3_pro11_chs_cha_harald_hammerstorm	wh3_pro11_anc_enchanted_item_bane_shield
wh3_pro11_chs_cha_harald_hammerstorm	wh3_pro11_anc_weapon_hammer_of_harry
wh3_pro12_kho_cha_karanak	wh3_pro12_anc_talisman_brass_collar_of_bloody_vengeance
wh3_main_pro_ksl_yuri_0	wh3_prologue_anc_weapon_traitor_sword
wh3_main_pro_ksl_yuri_1	wh3_prologue_anc_weapon_traitor_sword
wh3_main_pro_ksl_yuri_2	wh3_prologue_anc_weapon_traitor_sword
wh3_main_pro_ksl_yuri_3	wh3_prologue_anc_weapon_traitor_sword
wh3_main_pro_ksl_yuri_4	wh3_prologue_anc_weapon_traitor_sword
wh_main_chs_lord	wh_dlc01_anc_mount_chs_chaos_lord_chaos_dragon
wh_main_chs_lord	wh_dlc01_anc_mount_chs_chaos_lord_manticore
wh_dlc01_chs_sorcerer_lord_death	wh_dlc01_anc_mount_chs_chaos_sorcerer_lord_death_barded_chaos_steed
wh_dlc01_chs_sorcerer_lord_death	wh_dlc01_anc_mount_chs_chaos_sorcerer_lord_death_chaos_steed
wh_dlc01_chs_sorcerer_lord_death	wh_dlc01_anc_mount_chs_chaos_sorcerer_lord_death_dragon
wh_dlc01_chs_sorcerer_lord_death	wh_dlc01_anc_mount_chs_chaos_sorcerer_lord_death_manticore
wh_dlc01_chs_sorcerer_lord_fire	wh_dlc01_anc_mount_chs_chaos_sorcerer_lord_fire_barded_chaos_steed
wh_dlc01_chs_sorcerer_lord_fire	wh_dlc01_anc_mount_chs_chaos_sorcerer_lord_fire_chaos_steed
wh_dlc01_chs_sorcerer_lord_fire	wh_dlc01_anc_mount_chs_chaos_sorcerer_lord_fire_dragon
wh_dlc01_chs_sorcerer_lord_fire	wh_dlc01_anc_mount_chs_chaos_sorcerer_lord_fire_manticore
wh_dlc01_chs_sorcerer_lord_metal	wh_dlc01_anc_mount_chs_chaos_sorcerer_lord_metal_barded_chaos_steed
wh_dlc01_chs_sorcerer_lord_metal	wh_dlc01_anc_mount_chs_chaos_sorcerer_lord_metal_chaos_steed
wh_dlc01_chs_sorcerer_lord_metal	wh_dlc01_anc_mount_chs_chaos_sorcerer_lord_metal_dragon
wh_dlc01_chs_sorcerer_lord_metal	wh_dlc01_anc_mount_chs_chaos_sorcerer_lord_metal_manticore
wh_dlc07_chs_sorcerer_lord_shadow	wh_dlc01_anc_mount_chs_chaos_sorcerer_lord_shadow_barded_chaos_steed
wh_dlc07_chs_sorcerer_lord_shadow	wh_dlc01_anc_mount_chs_chaos_sorcerer_lord_shadow_chaos_steed
