uniform_name	filename	battle_filename	campaign_porthole_filename	campaign_politician_filename	campaign_override_skeleton
wh2_main_uniform_skv_warlock_engineer_02	wh2_main_skv_warlock_engineer_campaign_02	wh2_main_skv_warlock_engineer_campaign_02	wh2_main_skv_warlock_engineer_campaign_02		
wh2_main_uniform_skv_warlock_engineer_03	wh2_main_skv_warlock_engineer_campaign_03	wh2_main_skv_warlock_engineer_campaign_03	wh2_main_skv_warlock_engineer_campaign_03		
wh2_main_uniform_skv_warlord_01	wh2_main_skv_warlord_campaign_01	wh2_main_skv_warlord_campaign_01	wh2_main_skv_warlord_campaign_01		
wh2_main_uniform_skv_warlord_02	wh2_main_skv_warlord_campaign_02	wh2_main_skv_warlord_campaign_02	wh2_main_skv_warlord_campaign_02		
wh2_main_uniform_skv_warlord_03	wh2_main_skv_warlord_campaign_03	wh2_main_skv_warlord_campaign_03	wh2_main_skv_warlord_campaign_03		
wh2_pro07_uniform_emp_amethyst_wizard_01	wh2_pro07_ch_emp_wizard_amethyst_campaign_01	wh2_pro07_ch_emp_wizard_amethyst_campaign_01	wh2_pro07_ch_emp_wizard_amethyst_campaign_01		
wh2_pro07_uniform_emp_amethyst_wizard_02	wh2_pro07_ch_emp_wizard_amethyst_campaign_02	wh2_pro07_ch_emp_wizard_amethyst_campaign_02	wh2_pro07_ch_emp_wizard_amethyst_campaign_02		
wh2_pro07_uniform_emp_amethyst_wizard_03	wh2_pro07_ch_emp_wizard_amethyst_campaign_03	wh2_pro07_ch_emp_wizard_amethyst_campaign_03	wh2_pro07_ch_emp_wizard_amethyst_campaign_03		
wh2_pro08_uniform_neu_felix	wh2_pro08_neu_felix	wh2_pro08_neu_felix	wh2_pro08_neu_felix		
wh2_pro08_uniform_neu_gotrek	wh2_pro08_neu_gotrek	wh2_pro08_neu_gotrek	wh2_pro08_neu_gotrek		
wh2_pro09_uniform_grn_black_orc_big_boss_campaign_01	wh2_pro09_grn_black_orc_big_boss_campaign_01	wh2_pro09_grn_black_orc_big_boss_campaign_01	wh2_pro09_grn_black_orc_big_boss_campaign_01		
wh2_pro09_uniform_grn_black_orc_big_boss_campaign_02	wh2_pro09_grn_black_orc_big_boss_campaign_02	wh2_pro09_grn_black_orc_big_boss_campaign_02	wh2_pro09_grn_black_orc_big_boss_campaign_02		
wh2_pro09_uniform_grn_black_orc_big_boss_campaign_03	wh2_pro09_grn_black_orc_big_boss_campaign_03	wh2_pro09_grn_black_orc_big_boss_campaign_03	wh2_pro09_grn_black_orc_big_boss_campaign_03		
wh2_pro09_uniform_grn_black_orc_big_boss_campaign_04	wh2_pro09_grn_black_orc_big_boss_campaign_04	wh2_pro09_grn_black_orc_big_boss_campaign_04	wh2_pro09_grn_black_orc_big_boss_campaign_04		
wh2_pro09_uniform_grn_black_orc_big_boss_campaign_05	wh2_pro09_grn_black_orc_big_boss_campaign_05	wh2_pro09_grn_black_orc_big_boss_campaign_05	wh2_pro09_grn_black_orc_big_boss_campaign_05		
wh2_twa02_uniform_wef_glade_captain_01	wh2_twa02_wef_glade_captain_campaign_01	wh2_twa02_wef_glade_captain_campaign_01	wh2_twa02_wef_glade_captain_campaign_01		
wh2_twa02_uniform_wef_glade_captain_02	wh2_twa02_wef_glade_captain_campaign_02	wh2_twa02_wef_glade_captain_campaign_02	wh2_twa02_wef_glade_captain_campaign_02		
wh2_twa02_uniform_wef_glade_captain_03	wh2_twa02_wef_glade_captain_campaign_03	wh2_twa02_wef_glade_captain_campaign_03	wh2_twa02_wef_glade_captain_campaign_03		
wh2_twa02_uniform_wef_glade_captain_04	wh2_twa02_wef_glade_captain_campaign_04	wh2_twa02_wef_glade_captain_campaign_04	wh2_twa02_wef_glade_captain_campaign_04		
wh2_twa02_uniform_wef_glade_captain_05	wh2_twa02_wef_glade_captain_campaign_05	wh2_twa02_wef_glade_captain_campaign_05	wh2_twa02_wef_glade_captain_campaign_05		
wh2_twa03_uniform_def_rakarth	wh2_twa03_def_rakarth	wh2_twa03_def_rakarth	wh2_twa03_def_rakarth		
wh2_twa04_uniform_bst_great_bray_shaman_01	wh2_twa04_bst_ch_great_bray_shaman_campaign_01	wh2_twa04_bst_ch_great_bray_shaman_campaign_01	wh2_twa04_bst_ch_great_bray_shaman_campaign_01		
wh2_twa04_uniform_bst_great_bray_shaman_02	wh2_twa04_bst_ch_great_bray_shaman_campaign_02	wh2_twa04_bst_ch_great_bray_shaman_campaign_02	wh2_twa04_bst_ch_great_bray_shaman_campaign_02		
wh2_twa04_uniform_bst_great_bray_shaman_03	wh2_twa04_bst_ch_great_bray_shaman_campaign_03	wh2_twa04_bst_ch_great_bray_shaman_campaign_03	wh2_twa04_bst_ch_great_bray_shaman_campaign_03		
wh2_twa04_uniform_bst_great_bray_shaman_04	wh2_twa04_bst_ch_great_bray_shaman_campaign_04	wh2_twa04_bst_ch_great_bray_shaman_campaign_04	wh2_twa04_bst_ch_great_bray_shaman_campaign_04		
wh2_twa04_uniform_bst_great_bray_shaman_05	wh2_twa04_bst_ch_great_bray_shaman_campaign_05	wh2_twa04_bst_ch_great_bray_shaman_campaign_05	wh2_twa04_bst_ch_great_bray_shaman_campaign_05		
wh2_twa04_uniform_bst_great_bray_shaman_mp	wh2_twa04_bst_ch_great_bray_shaman	wh2_twa04_bst_ch_great_bray_shaman	wh2_twa04_bst_ch_great_bray_shaman		
wh3_demo_uniform_nur_exalted_great_unclean_one_01	wh3_main_nur_cha_exalted_great_unclean_one_demo	wh3_main_nur_cha_exalted_great_unclean_one_0	wh3_main_nur_cha_exalted_great_unclean_one_0		
wh3_dlc20_uniform_chs_cha_chaos_sorcerer_mtze_01_disc	wh3_dlc20_chs_cha_chaos_sorcerer_mtze_campaign_01	wh3_dlc20_chs_cha_chaos_sorcerer_mtze_campaign_01_disc	wh3_dlc20_chs_cha_chaos_sorcerer_mtze_campaign_01_disc		
wh3_dlc20_uniform_chs_cha_chaos_sorcerer_mtze_02_disc	wh3_dlc20_chs_cha_chaos_sorcerer_mtze_campaign_02	wh3_dlc20_chs_cha_chaos_sorcerer_mtze_campaign_02_disc	wh3_dlc20_chs_cha_chaos_sorcerer_mtze_campaign_02_disc		
wh3_dlc20_uniform_chs_cha_chaos_sorcerer_mtze_03_disc	wh3_dlc20_chs_cha_chaos_sorcerer_mtze_campaign_03	wh3_dlc20_chs_cha_chaos_sorcerer_mtze_campaign_03_disc	wh3_dlc20_chs_cha_chaos_sorcerer_mtze_campaign_03_disc		
wh3_dlc20_uniform_chs_cha_chaos_sorcerer_mtze_04_disc	wh3_dlc20_chs_cha_chaos_sorcerer_mtze_campaign_04	wh3_dlc20_chs_cha_chaos_sorcerer_mtze_campaign_04_disc	wh3_dlc20_chs_cha_chaos_sorcerer_mtze_campaign_04_disc		
wh3_dlc20_uniform_chs_cha_chaos_sorcerer_mtze_05_disc	wh3_dlc20_chs_cha_chaos_sorcerer_mtze_campaign_05	wh3_dlc20_chs_cha_chaos_sorcerer_mtze_campaign_05_disc	wh3_dlc20_chs_cha_chaos_sorcerer_mtze_campaign_05_disc		
wh3_dlc20_uniform_chs_cha_daemon_prince_1	wh3_dlc20_chs_cha_daemon_prince_1	wh3_dlc20_chs_cha_daemon_prince_1	wh3_dlc20_chs_cha_daemon_prince_1		
wh3_dlc20_uniform_chs_cha_daemon_prince_2	wh3_dlc20_chs_cha_daemon_prince_2	wh3_dlc20_chs_cha_daemon_prince_2	wh3_dlc20_chs_cha_daemon_prince_2		
wh3_dlc20_uniform_chs_cha_daemon_prince_3	wh3_dlc20_chs_cha_daemon_prince_3	wh3_dlc20_chs_cha_daemon_prince_3	wh3_dlc20_chs_cha_daemon_prince_3		
wh3_dlc20_uniform_chs_cha_daemon_prince_mkho_1	wh3_dlc20_chs_cha_daemon_prince_mkho_1	wh3_dlc20_chs_cha_daemon_prince_mkho_1	wh3_dlc20_chs_cha_daemon_prince_mkho_1		
wh3_dlc20_uniform_chs_cha_daemon_prince_mkho_2	wh3_dlc20_chs_cha_daemon_prince_mkho_2	wh3_dlc20_chs_cha_daemon_prince_mkho_2	wh3_dlc20_chs_cha_daemon_prince_mkho_2		
wh3_dlc20_uniform_chs_cha_daemon_prince_mkho_3	wh3_dlc20_chs_cha_daemon_prince_mkho_3	wh3_dlc20_chs_cha_daemon_prince_mkho_3	wh3_dlc20_chs_cha_daemon_prince_mkho_3		
wh3_dlc20_uniform_chs_cha_daemon_prince_mnur_1	wh3_dlc20_chs_cha_daemon_prince_mnur_1	wh3_dlc20_chs_cha_daemon_prince_mnur_1	wh3_dlc20_chs_cha_daemon_prince_mnur_1		
wh3_dlc20_uniform_chs_cha_daemon_prince_mnur_2	wh3_dlc20_chs_cha_daemon_prince_mnur_2	wh3_dlc20_chs_cha_daemon_prince_mnur_2	wh3_dlc20_chs_cha_daemon_prince_mnur_2		
wh3_dlc20_uniform_chs_cha_daemon_prince_mnur_3	wh3_dlc20_chs_cha_daemon_prince_mnur_3	wh3_dlc20_chs_cha_daemon_prince_mnur_3	wh3_dlc20_chs_cha_daemon_prince_mnur_3		
wh3_dlc20_uniform_chs_cha_daemon_prince_msla_1	wh3_dlc20_chs_cha_daemon_prince_msla_1	wh3_dlc20_chs_cha_daemon_prince_msla_1	wh3_dlc20_chs_cha_daemon_prince_msla_1		
wh3_dlc20_uniform_chs_cha_daemon_prince_msla_2	wh3_dlc20_chs_cha_daemon_prince_msla_2	wh3_dlc20_chs_cha_daemon_prince_msla_2	wh3_dlc20_chs_cha_daemon_prince_msla_2		
wh3_dlc20_uniform_chs_cha_daemon_prince_msla_3	wh3_dlc20_chs_cha_daemon_prince_msla_3	wh3_dlc20_chs_cha_daemon_prince_msla_3	wh3_dlc20_chs_cha_daemon_prince_msla_3		
wh3_dlc20_uniform_chs_cha_daemon_prince_mtze_1	wh3_dlc20_chs_cha_daemon_prince_mtze_1	wh3_dlc20_chs_cha_daemon_prince_mtze_1	wh3_dlc20_chs_cha_daemon_prince_mtze_1		
wh3_dlc20_uniform_chs_cha_daemon_prince_mtze_2	wh3_dlc20_chs_cha_daemon_prince_mtze_2	wh3_dlc20_chs_cha_daemon_prince_mtze_2	wh3_dlc20_chs_cha_daemon_prince_mtze_2		
wh3_dlc20_uniform_chs_cha_daemon_prince_mtze_3	wh3_dlc20_chs_cha_daemon_prince_mtze_3	wh3_dlc20_chs_cha_daemon_prince_mtze_3	wh3_dlc20_chs_cha_daemon_prince_mtze_3		
wh3_dlc20_uniform_chs_chaos_lord_mkho_01	wh3_dlc20_chs_chaos_lord_mkho_campaign_01	wh3_dlc20_chs_chaos_lord_mkho_campaign_01	wh3_dlc20_chs_chaos_lord_mkho_campaign_01		
wh3_dlc20_uniform_chs_chaos_lord_mkho_02	wh3_dlc20_chs_chaos_lord_mkho_campaign_02	wh3_dlc20_chs_chaos_lord_mkho_campaign_02	wh3_dlc20_chs_chaos_lord_mkho_campaign_02		
wh3_dlc20_uniform_chs_chaos_lord_mkho_03	wh3_dlc20_chs_chaos_lord_mkho_campaign_03	wh3_dlc20_chs_chaos_lord_mkho_campaign_03	wh3_dlc20_chs_chaos_lord_mkho_campaign_03		
wh3_dlc20_uniform_chs_chaos_lord_mkho_04	wh3_dlc20_chs_chaos_lord_mkho_campaign_04	wh3_dlc20_chs_chaos_lord_mkho_campaign_04	wh3_dlc20_chs_chaos_lord_mkho_campaign_04		
wh3_dlc20_uniform_chs_chaos_lord_mkho_05	wh3_dlc20_chs_chaos_lord_mkho_campaign_05	wh3_dlc20_chs_chaos_lord_mkho_campaign_05	wh3_dlc20_chs_chaos_lord_mkho_campaign_05		
wh3_dlc20_uniform_chs_chaos_lord_msla_01	wh3_dlc20_chs_chaos_lord_msla_campaign_01	wh3_dlc20_chs_chaos_lord_msla_campaign_01	wh3_dlc20_chs_chaos_lord_msla_campaign_01		
wh3_dlc20_uniform_chs_chaos_lord_msla_02	wh3_dlc20_chs_chaos_lord_msla_campaign_02	wh3_dlc20_chs_chaos_lord_msla_campaign_02	wh3_dlc20_chs_chaos_lord_msla_campaign_02		
wh3_dlc20_uniform_chs_chaos_lord_msla_03	wh3_dlc20_chs_chaos_lord_msla_campaign_03	wh3_dlc20_chs_chaos_lord_msla_campaign_03	wh3_dlc20_chs_chaos_lord_msla_campaign_03		
wh3_dlc20_uniform_chs_chaos_lord_msla_04	wh3_dlc20_chs_chaos_lord_msla_campaign_04	wh3_dlc20_chs_chaos_lord_msla_campaign_04	wh3_dlc20_chs_chaos_lord_msla_campaign_04		
wh3_dlc20_uniform_chs_chaos_lord_msla_05	wh3_dlc20_chs_chaos_lord_msla_campaign_05	wh3_dlc20_chs_chaos_lord_msla_campaign_05	wh3_dlc20_chs_chaos_lord_msla_campaign_05		
wh3_dlc20_uniform_chs_chaos_sorcerer_lord_mnur_01	wh3_dlc20_chs_cha_chaos_sorcerer_lord_mnur_campaign_01	wh3_dlc20_chs_cha_chaos_sorcerer_lord_mnur_campaign_01	wh3_dlc20_chs_cha_chaos_sorcerer_lord_mnur_campaign_01		
wh3_dlc20_uniform_chs_chaos_sorcerer_lord_mnur_02	wh3_dlc20_chs_cha_chaos_sorcerer_lord_mnur_campaign_02	wh3_dlc20_chs_cha_chaos_sorcerer_lord_mnur_campaign_02	wh3_dlc20_chs_cha_chaos_sorcerer_lord_mnur_campaign_02		
wh3_dlc20_uniform_chs_chaos_sorcerer_lord_mnur_03	wh3_dlc20_chs_cha_chaos_sorcerer_lord_mnur_campaign_03	wh3_dlc20_chs_cha_chaos_sorcerer_lord_mnur_campaign_03	wh3_dlc20_chs_cha_chaos_sorcerer_lord_mnur_campaign_03		
wh3_dlc20_uniform_chs_chaos_sorcerer_lord_mnur_04	wh3_dlc20_chs_cha_chaos_sorcerer_lord_mnur_campaign_04	wh3_dlc20_chs_cha_chaos_sorcerer_lord_mnur_campaign_04	wh3_dlc20_chs_cha_chaos_sorcerer_lord_mnur_campaign_04		
wh3_dlc20_uniform_chs_chaos_sorcerer_lord_mnur_05	wh3_dlc20_chs_cha_chaos_sorcerer_lord_mnur_campaign_05	wh3_dlc20_chs_cha_chaos_sorcerer_lord_mnur_campaign_05	wh3_dlc20_chs_cha_chaos_sorcerer_lord_mnur_campaign_05		
wh3_dlc20_uniform_chs_chaos_sorcerer_lord_mtze_01	wh3_dlc20_chs_cha_chaos_sorcerer_lord_mtze_campaign_01	wh3_dlc20_chs_cha_chaos_sorcerer_lord_mtze_campaign_01	wh3_dlc20_chs_cha_chaos_sorcerer_lord_mtze_campaign_01		
wh3_dlc20_uniform_chs_chaos_sorcerer_lord_mtze_01_disc	wh3_dlc20_chs_cha_chaos_sorcerer_lord_mtze_campaign_01	wh3_dlc20_chs_cha_chaos_sorcerer_lord_mtze_campaign_01_disc	wh3_dlc20_chs_cha_chaos_sorcerer_lord_mtze_campaign_01_disc		
wh3_dlc20_uniform_chs_chaos_sorcerer_lord_mtze_02	wh3_dlc20_chs_cha_chaos_sorcerer_lord_mtze_campaign_02	wh3_dlc20_chs_cha_chaos_sorcerer_lord_mtze_campaign_02	wh3_dlc20_chs_cha_chaos_sorcerer_lord_mtze_campaign_02		
wh3_dlc20_uniform_chs_chaos_sorcerer_lord_mtze_02_disc	wh3_dlc20_chs_cha_chaos_sorcerer_lord_mtze_campaign_02	wh3_dlc20_chs_cha_chaos_sorcerer_lord_mtze_campaign_02_disc	wh3_dlc20_chs_cha_chaos_sorcerer_lord_mtze_campaign_02_disc		
wh3_dlc20_uniform_chs_chaos_sorcerer_lord_mtze_03	wh3_dlc20_chs_cha_chaos_sorcerer_lord_mtze_campaign_03	wh3_dlc20_chs_cha_chaos_sorcerer_lord_mtze_campaign_03	wh3_dlc20_chs_cha_chaos_sorcerer_lord_mtze_campaign_03		
wh3_dlc20_uniform_chs_chaos_sorcerer_lord_mtze_03_disc	wh3_dlc20_chs_cha_chaos_sorcerer_lord_mtze_campaign_03	wh3_dlc20_chs_cha_chaos_sorcerer_lord_mtze_campaign_03_disc	wh3_dlc20_chs_cha_chaos_sorcerer_lord_mtze_campaign_03_disc		
wh3_dlc20_uniform_chs_chaos_sorcerer_lord_mtze_04	wh3_dlc20_chs_cha_chaos_sorcerer_lord_mtze_campaign_04	wh3_dlc20_chs_cha_chaos_sorcerer_lord_mtze_campaign_04	wh3_dlc20_chs_cha_chaos_sorcerer_lord_mtze_campaign_04		
wh3_dlc20_uniform_chs_chaos_sorcerer_lord_mtze_04_disc	wh3_dlc20_chs_cha_chaos_sorcerer_lord_mtze_campaign_04	wh3_dlc20_chs_cha_chaos_sorcerer_lord_mtze_campaign_04_disc	wh3_dlc20_chs_cha_chaos_sorcerer_lord_mtze_campaign_04_disc		
wh3_dlc20_uniform_chs_chaos_sorcerer_lord_mtze_05	wh3_dlc20_chs_cha_chaos_sorcerer_lord_mtze_campaign_05	wh3_dlc20_chs_cha_chaos_sorcerer_lord_mtze_campaign_05	wh3_dlc20_chs_cha_chaos_sorcerer_lord_mtze_campaign_05		
wh3_dlc20_uniform_chs_chaos_sorcerer_lord_mtze_05_disc	wh3_dlc20_chs_cha_chaos_sorcerer_lord_mtze_campaign_05	wh3_dlc20_chs_cha_chaos_sorcerer_lord_mtze_campaign_05_disc	wh3_dlc20_chs_cha_chaos_sorcerer_lord_mtze_campaign_05_disc		
wh3_dlc20_uniform_chs_chaos_sorcerer_msla_01	wh3_dlc20_chs_cha_chaos_sorcerer_msla_campaign_01	wh3_dlc20_chs_cha_chaos_sorcerer_msla_campaign_01	wh3_dlc20_chs_cha_chaos_sorcerer_msla_campaign_01		
wh3_dlc20_uniform_chs_chaos_sorcerer_msla_02	wh3_dlc20_chs_cha_chaos_sorcerer_msla_campaign_02	wh3_dlc20_chs_cha_chaos_sorcerer_msla_campaign_02	wh3_dlc20_chs_cha_chaos_sorcerer_msla_campaign_02		
wh3_dlc20_uniform_chs_chaos_sorcerer_msla_03	wh3_dlc20_chs_cha_chaos_sorcerer_msla_campaign_03	wh3_dlc20_chs_cha_chaos_sorcerer_msla_campaign_03	wh3_dlc20_chs_cha_chaos_sorcerer_msla_campaign_03		
wh3_dlc20_uniform_chs_chaos_sorcerer_msla_04	wh3_dlc20_chs_cha_chaos_sorcerer_msla_campaign_04	wh3_dlc20_chs_cha_chaos_sorcerer_msla_campaign_04	wh3_dlc20_chs_cha_chaos_sorcerer_msla_campaign_04		
wh3_dlc20_uniform_chs_chaos_sorcerer_msla_05	wh3_dlc20_chs_cha_chaos_sorcerer_msla_campaign_05	wh3_dlc20_chs_cha_chaos_sorcerer_msla_campaign_05	wh3_dlc20_chs_cha_chaos_sorcerer_msla_campaign_05		
wh3_dlc20_uniform_chs_chaos_sorcerer_mtze_01	wh3_dlc20_chs_cha_chaos_sorcerer_mtze_campaign_01	wh3_dlc20_chs_cha_chaos_sorcerer_mtze_campaign_01	wh3_dlc20_chs_cha_chaos_sorcerer_mtze_campaign_01		
wh3_dlc20_uniform_chs_chaos_sorcerer_mtze_02	wh3_dlc20_chs_cha_chaos_sorcerer_mtze_campaign_02	wh3_dlc20_chs_cha_chaos_sorcerer_mtze_campaign_02	wh3_dlc20_chs_cha_chaos_sorcerer_mtze_campaign_02		
wh3_dlc20_uniform_chs_chaos_sorcerer_mtze_03	wh3_dlc20_chs_cha_chaos_sorcerer_mtze_campaign_03	wh3_dlc20_chs_cha_chaos_sorcerer_mtze_campaign_03	wh3_dlc20_chs_cha_chaos_sorcerer_mtze_campaign_03		
wh3_dlc20_uniform_chs_chaos_sorcerer_mtze_04	wh3_dlc20_chs_cha_chaos_sorcerer_mtze_campaign_04	wh3_dlc20_chs_cha_chaos_sorcerer_mtze_campaign_04	wh3_dlc20_chs_cha_chaos_sorcerer_mtze_campaign_04		
wh3_dlc20_uniform_chs_chaos_sorcerer_mtze_05	wh3_dlc20_chs_cha_chaos_sorcerer_mtze_campaign_05	wh3_dlc20_chs_cha_chaos_sorcerer_mtze_campaign_05	wh3_dlc20_chs_cha_chaos_sorcerer_mtze_campaign_05		
wh3_dlc20_uniform_chs_exalted_hero_mkho_01	wh3_dlc20_chs_exalted_hero_mkho_campaign_01	wh3_dlc20_chs_exalted_hero_mkho_campaign_01	wh3_dlc20_chs_exalted_hero_mkho_campaign_01		
wh3_dlc20_uniform_chs_exalted_hero_mkho_02	wh3_dlc20_chs_exalted_hero_mkho_campaign_02	wh3_dlc20_chs_exalted_hero_mkho_campaign_02	wh3_dlc20_chs_exalted_hero_mkho_campaign_02		
wh3_dlc20_uniform_chs_exalted_hero_mkho_03	wh3_dlc20_chs_exalted_hero_mkho_campaign_03	wh3_dlc20_chs_exalted_hero_mkho_campaign_03	wh3_dlc20_chs_exalted_hero_mkho_campaign_03		
wh3_dlc20_uniform_chs_exalted_hero_mkho_04	wh3_dlc20_chs_exalted_hero_mkho_campaign_04	wh3_dlc20_chs_exalted_hero_mkho_campaign_04	wh3_dlc20_chs_exalted_hero_mkho_campaign_04		
wh3_dlc20_uniform_chs_exalted_hero_mkho_05	wh3_dlc20_chs_exalted_hero_mkho_campaign_05	wh3_dlc20_chs_exalted_hero_mkho_campaign_05	wh3_dlc20_chs_exalted_hero_mkho_campaign_05		
wh3_dlc20_uniform_chs_exalted_hero_mnur_01	wh3_dlc20_chs_exalted_hero_mnur_campaign_01	wh3_dlc20_chs_exalted_hero_mnur_campaign_01	wh3_dlc20_chs_exalted_hero_mnur_campaign_01		
wh3_dlc20_uniform_chs_exalted_hero_mnur_02	wh3_dlc20_chs_exalted_hero_mnur_campaign_02	wh3_dlc20_chs_exalted_hero_mnur_campaign_02	wh3_dlc20_chs_exalted_hero_mnur_campaign_02		
wh3_dlc20_uniform_chs_exalted_hero_mnur_03	wh3_dlc20_chs_exalted_hero_mnur_campaign_03	wh3_dlc20_chs_exalted_hero_mnur_campaign_03	wh3_dlc20_chs_exalted_hero_mnur_campaign_03		
wh3_dlc20_uniform_chs_exalted_hero_mnur_04	wh3_dlc20_chs_exalted_hero_mnur_campaign_04	wh3_dlc20_chs_exalted_hero_mnur_campaign_04	wh3_dlc20_chs_exalted_hero_mnur_campaign_04		
wh3_dlc20_uniform_chs_exalted_hero_mnur_05	wh3_dlc20_chs_exalted_hero_mnur_campaign_05	wh3_dlc20_chs_exalted_hero_mnur_campaign_05	wh3_dlc20_chs_exalted_hero_mnur_campaign_05		
wh3_dlc20_uniform_kho_valkia	wh3_dlc20_kho_cha_valkia	wh3_dlc20_kho_cha_valkia	wh3_dlc20_kho_cha_valkia		
wh3_dlc20_uniform_nur_festus	wh3_dlc20_nur_cha_festus	wh3_dlc20_nur_cha_festus	wh3_dlc20_nur_cha_festus		
wh3_dlc20_uniform_sla_azazel	wh3_dlc20_sla_cha_azazel	wh3_dlc20_sla_cha_azazel	wh3_dlc20_sla_cha_azazel		
wh3_dlc20_uniform_tze_vilitch	wh3_dlc20_tze_cha_vilitch	wh3_dlc20_tze_cha_vilitch	wh3_dlc20_tze_cha_vilitch		
wh3_dlc23_art_set_chd_bull_centaur_taurruk_01	wh3_dlc23_chd_bull_centaur_taurruk_campaign_01	wh3_dlc23_chd_bull_centaur_taurruk_campaign_01	wh3_dlc23_chd_bull_centaur_taurruk_campaign_01		
wh3_dlc23_art_set_chd_bull_centaur_taurruk_02	wh3_dlc23_chd_bull_centaur_taurruk_campaign_02	wh3_dlc23_chd_bull_centaur_taurruk_campaign_02	wh3_dlc23_chd_bull_centaur_taurruk_campaign_02		
wh3_dlc23_art_set_chd_bull_centaur_taurruk_03	wh3_dlc23_chd_bull_centaur_taurruk_campaign_03	wh3_dlc23_chd_bull_centaur_taurruk_campaign_03	wh3_dlc23_chd_bull_centaur_taurruk_campaign_03		
wh3_dlc23_art_set_chd_bull_centaur_taurruk_04	wh3_dlc23_chd_bull_centaur_taurruk_campaign_04	wh3_dlc23_chd_bull_centaur_taurruk_campaign_04	wh3_dlc23_chd_bull_centaur_taurruk_campaign_04		
wh3_dlc23_art_set_chd_bull_centaur_taurruk_05	wh3_dlc23_chd_bull_centaur_taurruk_campaign_05	wh3_dlc23_chd_bull_centaur_taurruk_campaign_05	wh3_dlc23_chd_bull_centaur_taurruk_campaign_05		
wh3_dlc23_art_set_chd_daemonsmith_sorcerer_01	wh3_dlc23_chd_daemonsmith_sorcerer_campaign_01	wh3_dlc23_chd_daemonsmith_sorcerer_campaign_01	wh3_dlc23_chd_daemonsmith_sorcerer_campaign_01		
wh3_dlc23_art_set_chd_daemonsmith_sorcerer_02	wh3_dlc23_chd_daemonsmith_sorcerer_campaign_02	wh3_dlc23_chd_daemonsmith_sorcerer_campaign_02	wh3_dlc23_chd_daemonsmith_sorcerer_campaign_02		
wh3_dlc23_art_set_chd_daemonsmith_sorcerer_03	wh3_dlc23_chd_daemonsmith_sorcerer_campaign_03	wh3_dlc23_chd_daemonsmith_sorcerer_campaign_03	wh3_dlc23_chd_daemonsmith_sorcerer_campaign_03		
wh3_dlc23_art_set_chd_daemonsmith_sorcerer_04	wh3_dlc23_chd_daemonsmith_sorcerer_campaign_04	wh3_dlc23_chd_daemonsmith_sorcerer_campaign_04	wh3_dlc23_chd_daemonsmith_sorcerer_campaign_04		
wh3_dlc23_art_set_chd_daemonsmith_sorcerer_05	wh3_dlc23_chd_daemonsmith_sorcerer_campaign_05	wh3_dlc23_chd_daemonsmith_sorcerer_campaign_05	wh3_dlc23_chd_daemonsmith_sorcerer_campaign_05		
wh3_dlc23_art_set_chd_infernal_castellan_01	wh3_dlc23_chd_infernal_castellan_campaign_01	wh3_dlc23_chd_infernal_castellan_campaign_01	wh3_dlc23_chd_infernal_castellan_campaign_01		
wh3_dlc23_art_set_chd_infernal_castellan_02	wh3_dlc23_chd_infernal_castellan_campaign_02	wh3_dlc23_chd_infernal_castellan_campaign_02	wh3_dlc23_chd_infernal_castellan_campaign_02		
wh3_dlc23_art_set_chd_infernal_castellan_03	wh3_dlc23_chd_infernal_castellan_campaign_03	wh3_dlc23_chd_infernal_castellan_campaign_03	wh3_dlc23_chd_infernal_castellan_campaign_03		
wh3_dlc23_art_set_chd_infernal_castellan_04	wh3_dlc23_chd_infernal_castellan_campaign_04	wh3_dlc23_chd_infernal_castellan_campaign_04	wh3_dlc23_chd_infernal_castellan_campaign_04		
wh3_dlc23_art_set_chd_infernal_castellan_05	wh3_dlc23_chd_infernal_castellan_campaign_05	wh3_dlc23_chd_infernal_castellan_campaign_05	wh3_dlc23_chd_infernal_castellan_campaign_05		
wh3_dlc23_art_set_chd_overseer_01	wh3_dlc23_chd_overseer_campaign_01	wh3_dlc23_chd_overseer_campaign_01	wh3_dlc23_chd_overseer_campaign_01		
wh3_dlc23_art_set_chd_overseer_02	wh3_dlc23_chd_overseer_campaign_02	wh3_dlc23_chd_overseer_campaign_02	wh3_dlc23_chd_overseer_campaign_02		
wh3_dlc23_art_set_chd_overseer_03	wh3_dlc23_chd_overseer_campaign_03	wh3_dlc23_chd_overseer_campaign_03	wh3_dlc23_chd_overseer_campaign_03		
wh3_dlc23_art_set_chd_overseer_04	wh3_dlc23_chd_overseer_campaign_04	wh3_dlc23_chd_overseer_campaign_04	wh3_dlc23_chd_overseer_campaign_04		
wh3_dlc23_art_set_chd_overseer_05	wh3_dlc23_chd_overseer_campaign_05	wh3_dlc23_chd_overseer_campaign_05	wh3_dlc23_chd_overseer_campaign_05		
wh3_dlc23_art_set_chd_sorcerer_prophet_01	wh3_dlc23_chd_sorcerer_prophet_campaign_01	wh3_dlc23_chd_sorcerer_prophet_campaign_01	wh3_dlc23_chd_sorcerer_prophet_campaign_01		
wh3_dlc23_art_set_chd_sorcerer_prophet_02	wh3_dlc23_chd_sorcerer_prophet_campaign_02	wh3_dlc23_chd_sorcerer_prophet_campaign_02	wh3_dlc23_chd_sorcerer_prophet_campaign_02		
