entity_type	situation	ability	group_sound
wh3_dae_tze_warrior_lance	encouragement		wh3_grp_vocalisation_tzeentch_warrior_encouragement
wh3_dae_tze_warrior_lance	fighting		wh3_grp_vocalisation_tzeentch_warrior_melee
wh3_dae_tze_warrior_lance	injured		wh3_grp_vocalisation_tzeentch_warrior_pain
wh3_dae_tze_warrior_lance	moving_taunt		wh3_grp_vocalisation_tzeentch_warrior_moving_taunt
wh3_dae_tze_warrior_lance	response		wh3_grp_vocalisation_tzeentch_warrior_unit_response
wh3_dae_tze_warrior_lance	selection		wh3_grp_vocalisation_tzeentch_warrior_unit_selection
wh3_dae_tze_warrior_lance	taunting		wh3_grp_vocalisation_tzeentch_warrior_taunting
wh3_dae_tze_warrior_lance	teleporting		wh3_main_teleport_out
wh3_dae_tze_warrior	charge		wh3_grp_vocalisation_tzeentch_warrior_charge
wh3_dae_tze_warrior	cheering		wh3_grp_vocalisation_tzeentch_warrior_taunting
wh3_dae_tze_warrior	collision		wh3_grp_vocalisation_tzeentch_warrior_collision
wh3_dae_tze_warrior	encouragement		wh3_grp_vocalisation_tzeentch_warrior_encouragement
wh3_dae_tze_warrior	fighting		wh3_grp_vocalisation_tzeentch_warrior_melee
wh3_dae_tze_warrior	injured		wh3_grp_vocalisation_tzeentch_warrior_pain
wh3_dae_tze_warrior	moving_taunt		wh3_grp_vocalisation_tzeentch_warrior_moving_taunt
wh3_dae_tze_warrior	response		wh3_grp_vocalisation_tzeentch_warrior_unit_response
wh3_dae_tze_warrior	selection		wh3_grp_vocalisation_tzeentch_warrior_unit_selection
wh3_dae_tze_warrior	taunting		wh3_grp_vocalisation_tzeentch_warrior_taunting
wh3_dae_tze_warrior	teleporting		wh3_main_teleport_out
wh3_dlc20_chaos_chosen	charge		wh3_grp_vocalisation_dlc20_chaos_chosen_charge
wh3_dlc20_chaos_chosen	cheer		wh3_grp_vocalisation_dlc20_chaos_chosen_taunt
wh3_dlc20_chaos_chosen	cheering		wh3_grp_vocalisation_dlc20_chaos_chosen_unit_response
wh3_dlc20_chaos_chosen	encouragement		wh3_grp_vocalisation_dlc20_chaos_default_encouragement
wh3_dlc20_chaos_chosen	fighting		wh3_grp_vocalisation_dlc20_chaos_default_melee
wh3_dlc20_chaos_chosen	injured		wh3_grp_vocalisation_dlc20_chaos_default_taunt
wh3_dlc20_chaos_chosen	moving_taunt		wh3_grp_vocalisation_dlc20_chaos_chosen_taunt
wh3_dlc20_chaos_chosen	response		wh3_grp_vocalisation_dlc20_chaos_chosen_unit_response
wh3_dlc20_chaos_chosen	selection		wh3_grp_vocalisation_dlc20_chaos_chosen_unit_selection
wh3_dlc20_chaos_chosen	taunt		wh3_grp_vocalisation_dlc20_chaos_chosen_taunt
wh3_dlc20_chaos_chosen	taunting		wh3_grp_vocalisation_dlc20_chaos_chosen_taunting
wh3_dlc20_chaos_chosen	teleporting		wh3_main_teleport_out
wh3_dlc20_chaos_default	charge		wh3_grp_vocalisation_dlc20_chaos_default_charge
wh3_dlc20_chaos_default	cheering		wh3_grp_vocalisation_dlc20_chaos_default_taunting
wh3_dlc20_chaos_default	collision		wh3_grp_vocalisation_dlc20_chaos_default_collision
wh3_dlc20_chaos_default	encouragement		wh3_grp_vocalisation_dlc20_chaos_default_encouragement
wh3_dlc20_chaos_default	fighting		wh3_grp_vocalisation_dlc20_chaos_default_melee
wh3_dlc20_chaos_default	injured		wh3_grp_vocalisation_dlc20_chaos_default_pain
wh3_dlc20_chaos_default	moving_taunt		wh3_grp_vocalisation_dlc20_chaos_default_taunt
wh3_dlc20_chaos_default	response		wh3_grp_vocalisation_dlc20_chaos_marauder_unit_response
wh3_dlc20_chaos_default	selection		wh3_grp_vocalisation_dlc20_chaos_default_unit_selection
wh3_dlc20_chaos_default	taunt		wh3_grp_vocalisation_dlc20_chaos_default_taunt
wh3_dlc20_chaos_default	taunting		wh3_grp_vocalisation_dlc20_chaos_default_taunting
wh3_dlc20_chaos_default	teleporting		wh3_main_teleport_out
wh3_dlc20_chaos_marauder	charge		wh3_grp_vocalisation_dlc20_chaos_marauder_charge
wh3_dlc20_chaos_marauder	cheering		wh3_grp_vocalisation_dlc20_chaos_marauder_taunting
wh3_dlc20_chaos_marauder	collision		wh3_grp_vocalisation_dlc20_chaos_marauder_collision
wh3_dlc20_chaos_marauder	encouragement		wh3_grp_vocalisation_dlc20_chaos_marauder_encouragement
wh3_dlc20_chaos_marauder	fighting		wh3_grp_vocalisation_dlc20_chaos_marauder_melee
wh3_dlc20_chaos_marauder	injured		wh3_grp_vocalisation_dlc20_chaos_marauder_pain
wh3_dlc20_chaos_marauder	moving_taunt		wh3_grp_vocalisation_dlc20_chaos_marauder_moving_taunt
wh3_dlc20_chaos_marauder	response		wh3_grp_vocalisation_dlc20_chaos_marauder_unit_response
wh3_dlc20_chaos_marauder	selection		wh3_grp_vocalisation_dlc20_chaos_marauder_unit_selection
wh3_dlc20_chaos_marauder	taunt		wh3_grp_vocalisation_dlc20_chaos_marauder_taunt
wh3_dlc20_chaos_marauder	taunting		wh3_grp_vocalisation_dlc20_chaos_marauder_taunting
wh3_dlc20_chaos_marauder	teleporting		wh3_main_teleport_out
wh3_dlc20_dae_kho_chaos_exalted_hero	teleporting		wh3_main_teleport_out
wh3_dlc20_dae_kho_chaos_lord	teleporting		wh3_main_teleport_out
wh3_dlc20_dae_nur_chaos_exalted_hero	teleporting		wh3_main_teleport_out
wh3_dlc20_dae_nur_chaos_sorcerer_LORD	teleporting		wh3_main_teleport_out
wh3_dlc20_dae_nur_chaos_sorcerer_death_LORD	teleporting		wh3_main_teleport_out
wh3_dlc20_dae_sla_chaos_lord	teleporting		wh3_main_teleport_out
wh3_dlc20_dae_sla_chaos_sorcerer_LH	teleporting		wh3_main_teleport_out
wh3_dlc20_dae_sla_chaos_sorcerer_shadows_LH	teleporting		wh3_main_teleport_out
wh3_dlc20_dae_tze_chaos_sorcerer_LH	teleporting		wh3_main_teleport_out
wh3_dlc20_dae_tze_chaos_sorcerer_LORD	teleporting		wh3_main_teleport_out
wh3_dlc20_dae_tze_chaos_sorcerer_metal_LH	teleporting		wh3_main_teleport_out
wh3_dlc20_dae_tze_chaos_sorcerer_metal_LORD	teleporting		wh3_main_teleport_out
wh3_dlc20_kho_valkia_LORD	teleporting		wh3_main_teleport_out_individual
wh3_dlc20_tze_vilitch_LORD	teleporting		wh3_main_teleport_out_individual
wh3_dlc21_cst_shadewraith_gunners	charge		wh3_dlc21_grp_vocalisation_cst_shadewraith_gunners_charge
wh3_dlc21_cst_shadewraith_gunners	cheering		wh3_dlc21_grp_vocalisation_cst_shadewraith_gunners_taunting
wh3_dlc21_cst_shadewraith_gunners	collision		wh3_dlc21_grp_vocalisation_cst_shadewraith_gunners_collision
wh3_dlc21_cst_shadewraith_gunners	encouragement		wh3_dlc21_grp_vocalisation_cst_shadewraith_gunners_idle
wh3_dlc21_cst_shadewraith_gunners	fighting		wh3_dlc21_grp_vocalisation_cst_shadewraith_gunners_melee
wh3_dlc21_cst_shadewraith_gunners	idle		wh3_dlc21_grp_vocalisation_cst_shadewraith_gunners_idle
wh3_dlc21_cst_shadewraith_gunners	injured		wh3_dlc21_grp_vocalisation_cst_shadewraith_gunners_pain
wh3_dlc21_cst_shadewraith_gunners	moving		wh3_dlc21_grp_vocalisation_cst_shadewraith_gunners_idle
wh3_dlc21_cst_shadewraith_gunners	moving_taunt		wh3_dlc21_grp_vocalisation_cst_shadewraith_gunners_taunt
wh3_dlc21_cst_shadewraith_gunners	response		wh3_dlc21_grp_vocalisation_cst_shadewraith_gunners_unit_response
wh3_dlc21_cst_shadewraith_gunners	resurrecting		wh3_dlc21_grp_vocalisation_cst_shadewraith_gunners_resurrecting
wh3_dlc21_cst_shadewraith_gunners	selection		wh3_dlc21_grp_vocalisation_cst_shadewraith_gunners_unit_selection
wh3_dlc21_cst_shadewraith_gunners	taunt		wh3_dlc21_grp_vocalisation_cst_shadewraith_gunners_taunt
wh3_dlc21_cst_shadewraith_gunners	taunting		wh3_dlc21_grp_vocalisation_cst_shadewraith_gunners_taunting
wh3_dlc21_cst_shadewraith_gunners	teleporting		wh3_main_teleport_out
wh3_dlc23_chd_bull_centaur	charge		wh3_dlc23_grp_vocalisation_bull_centaur_charge
wh3_dlc23_chd_bull_centaur	cheering		wh3_dlc23_grp_vocalisation_bull_centaur_taunting
wh3_dlc23_chd_bull_centaur	collision		wh3_dlc23_grp_vocalisation_bull_centaur_collision
wh3_dlc23_chd_bull_centaur	encouragement		wh3_dlc23_grp_vocalisation_bull_centaur_encouragement
wh3_dlc23_chd_bull_centaur	fighting		wh3_dlc23_grp_vocalisation_bull_centaur_melee
wh3_dlc23_chd_bull_centaur	idle		wh3_dlc23_grp_vocalisation_bull_centaur_idle
wh3_dlc23_chd_bull_centaur	injured		wh3_dlc23_grp_vocalisation_bull_centaur_pain
wh3_dlc23_chd_bull_centaur	moving_taunt		wh3_dlc23_grp_vocalisation_bull_centaur_taunt
wh3_dlc23_chd_bull_centaur	response		wh3_dlc23_grp_vocalisation_bull_centaur_unit_response
wh3_dlc23_chd_bull_centaur	selection		wh3_dlc23_grp_vocalisation_bull_centaur_unit_selection
wh3_dlc23_chd_bull_centaur	taunt		wh3_dlc23_grp_vocalisation_bull_centaur_taunt
wh3_dlc23_chd_bull_centaur	taunting		wh3_dlc23_grp_vocalisation_bull_centaur_taunting
wh3_dlc23_chd_bull_centaur	teleporting		wh3_main_teleport_out
wh3_dlc23_chd_giant_wolf_warhound_LH	charge		wh_grp_vocalisation_dire_wolves_and_chaos_warhound_charge
wh3_dlc23_chd_giant_wolf_warhound_LH	encouragement		wh_grp_vocalisation_dire_wolves_and_chaos_warhound_melee
wh3_dlc23_chd_giant_wolf_warhound_LH	fighting		wh_grp_vocalisation_dire_wolves_and_chaos_warhound_melee
wh3_dlc23_chd_giant_wolf_warhound_LH	injured		wh_grp_vocalisation_dire_wolves_and_chaos_warhound_pain
wh3_dlc23_chd_giant_wolf_warhound_LH	response		wh_grp_vocalisation_dire_wolves_and_chaos_warhound_unit_response
wh3_dlc23_chd_giant_wolf_warhound_LH	selection		wh_grp_vocalisation_dire_wolves_and_chaos_warhound_unit_response
wh3_dlc23_chd_giant_wolf_warhound	charge		wh_grp_vocalisation_dire_wolves_and_chaos_warhound_charge
wh3_dlc23_chd_giant_wolf_warhound	encouragement		wh_grp_vocalisation_dire_wolves_and_chaos_warhound_melee
wh3_dlc23_chd_giant_wolf_warhound	fighting		wh_grp_vocalisation_dire_wolves_and_chaos_warhound_melee
wh3_dlc23_chd_giant_wolf_warhound	injured		wh_grp_vocalisation_dire_wolves_and_chaos_warhound_pain
wh3_dlc23_chd_giant_wolf_warhound	response		wh_grp_vocalisation_dire_wolves_and_chaos_warhound_unit_response
wh3_dlc23_chd_giant_wolf_warhound	selection		wh_grp_vocalisation_dire_wolves_and_chaos_warhound_unit_response
wh3_dlc23_chd_giant_wolf_warhound	taunt		wh_grp_vocalisation_dire_wolves_and_chaos_warhound_taunt
wh3_dlc23_chd_goblin_labourer	charge		wh3_grp_vocalisation_goblin_gnoblar_generic_charge
wh3_dlc23_chd_goblin_labourer	cheering		wh3_grp_vocalisation_goblin_gnoblar_generic_taunting
wh3_dlc23_chd_goblin_labourer	collision		wh3_grp_vocalisation_goblin_gnoblar_generic_collision
wh3_dlc23_chd_goblin_labourer	encouragement		wh3_grp_vocalisation_goblin_gnoblar_generic_encouragement
wh3_dlc23_chd_goblin_labourer	fighting		wh3_grp_vocalisation_goblin_gnoblar_generic_melee
wh3_dlc23_chd_goblin_labourer	idle		wh3_grp_vocalisation_goblin_gnoblar_generic_idle
wh3_dlc23_chd_goblin_labourer	idle_shoot		wh3_grp_vocalisation_goblin_gnoblar_generic_idle
wh3_dlc23_chd_goblin_labourer	injured		wh3_grp_vocalisation_goblin_gnoblar_generic_pain
wh3_dlc23_chd_goblin_labourer	moving_taunt		wh3_grp_vocalisation_goblin_gnoblar_generic_moving_taunt
wh3_dlc23_chd_goblin_labourer	response		wh3_grp_vocalisation_goblin_gnoblar_generic_unit_response
wh3_dlc23_chd_goblin_labourer	selection		wh3_grp_vocalisation_goblin_gnoblar_generic_unit_selection
wh3_dlc23_chd_goblin_labourer	special_ability_targeted	wh_group_waaagh	wh3_grp_vocalisation_goblin_gnoblar_generic_charge
wh3_dlc23_chd_goblin_labourer	taunt		wh3_grp_vocalisation_goblin_gnoblar_generic_taunting
wh3_dlc23_chd_goblin_labourer	taunting		wh3_grp_vocalisation_goblin_gnoblar_generic_taunting
wh3_dlc23_chd_goblin_labourer	teleporting		wh3_main_teleport_out
wh3_dlc23_chd_hobgoblin_base	charge		wh3_dlc23_grp_vocalisation_hobgoblin_charge
wh3_dlc23_chd_hobgoblin_base	cheering		wh3_dlc23_grp_vocalisation_hobgoblin_taunting
wh3_dlc23_chd_hobgoblin_base	collision		wh3_dlc23_grp_vocalisation_hobgoblin_collision
wh3_dlc23_chd_hobgoblin_base	encouragement		wh3_dlc23_grp_vocalisation_hobgoblin_encouragement
wh3_dlc23_chd_hobgoblin_base	fighting		wh3_dlc23_grp_vocalisation_hobgoblin_melee
wh3_dlc23_chd_hobgoblin_base	idle		wh3_dlc23_grp_vocalisation_hobgoblin_idle
wh3_dlc23_chd_hobgoblin_base	idle_shoot		wh3_dlc23_grp_vocalisation_hobgoblin_idle
wh3_dlc23_chd_hobgoblin_base	injured		wh3_dlc23_grp_vocalisation_hobgoblin_pain
wh3_dlc23_chd_hobgoblin_base	moving		wh3_dlc23_grp_vocalisation_hobgoblin_idle
wh3_dlc23_chd_hobgoblin_base	moving_taunt		wh3_dlc23_grp_vocalisation_hobgoblin_taunt
wh3_dlc23_chd_hobgoblin_base	response		wh3_dlc23_grp_vocalisation_hobgoblin_unit_response
wh3_dlc23_chd_hobgoblin_base	selection		wh3_dlc23_grp_vocalisation_hobgoblin_unit_selection
wh3_dlc23_chd_hobgoblin_base	special_ability_targeted	wh_group_waaagh	wh3_dlc23_grp_vocalisation_hobgoblin_charge
wh3_dlc23_chd_hobgoblin_base	taunt		wh3_dlc23_grp_vocalisation_hobgoblin_taunt
wh3_dlc23_chd_hobgoblin_base	taunting		wh3_dlc23_grp_vocalisation_hobgoblin_taunting
wh3_dlc23_chd_hobgoblin_base	teleporting		wh3_main_teleport_out
wh3_dlc23_chd_kdaai_destroyer	teleporting		wh3_main_teleport_out_individual
wh3_dlc23_chd_kdaai_fireborn	charge		wh3_dlc23_grp_vocalisation_kdaai_fireborn_charge
wh3_dlc23_chd_kdaai_fireborn	response		wh3_dlc23_grp_vocalisation_kdaai_fireborn_unit_response
wh3_dlc23_chd_kdaai_fireborn	selection		wh3_dlc23_grp_vocalisation_kdaai_fireborn_unit_response
wh3_dlc23_chd_kdaai_fireborn	teleporting		wh3_main_teleport_out
wh3_dlc23_chd_orc_labourer	charge		wh_grp_vocalisation_orc_charge
wh3_dlc23_chd_orc_labourer	cheering		wh_grp_vocalisation_orc_generic_taunting
wh3_dlc23_chd_orc_labourer	collision		wh_grp_vocalisation_orc_collision
wh3_dlc23_chd_orc_labourer	encouragement		wh_grp_vocalisation_orc_encouragement
wh3_dlc23_chd_orc_labourer	fighting		wh_grp_vocalisation_orc_melee
wh3_dlc23_chd_orc_labourer	idle		wh_grp_vocalisation_orc_idle
wh3_dlc23_chd_orc_labourer	injured		wh_grp_vocalisation_orc_pain
wh3_dlc23_chd_orc_labourer	moving_taunt		wh_grp_vocalisation_orc_generic_moving_taunt
wh3_dlc23_chd_orc_labourer	response		wh_grp_vocalisation_orc_unit_response
wh3_dlc23_chd_orc_labourer	selection		wh_grp_vocalisation_orc_unit_selection
wh3_dlc23_chd_orc_labourer	taunt		wh_grp_vocalisation_orc_generic_taunt
wh3_dlc23_chd_orc_labourer	taunting		wh_grp_vocalisation_orc_generic_taunting
wh3_dlc23_chd_orc_labourer	teleporting		wh3_main_teleport_out
wh3_dlc23_chd_warrior_base	charge		wh3_dlc23_grp_vocalisation_chaos_dwarf_charge
wh3_dlc23_chd_warrior_base	cheering		wh3_dlc23_grp_vocalisation_chaos_dwarf_taunting
wh3_dlc23_chd_warrior_base	collision		wh3_dlc23_grp_vocalisation_chaos_dwarf_collision
wh3_dlc23_chd_warrior_base	encouragement		wh3_dlc23_grp_vocalisation_chaos_dwarf_encouragement
wh3_dlc23_chd_warrior_base	fighting		wh3_dlc23_grp_vocalisation_chaos_dwarf_melee
wh3_dlc23_chd_warrior_base	idle		wh3_dlc23_grp_vocalisation_chaos_dwarf_idle
wh3_dlc23_chd_warrior_base	idle_shoot		wh3_dlc23_grp_vocalisation_chaos_dwarf_idle
wh3_dlc23_chd_warrior_base	injured		wh3_dlc23_grp_vocalisation_chaos_dwarf_pain
wh3_dlc23_chd_warrior_base	moving_taunt		wh3_dlc23_grp_vocalisation_chaos_dwarf_taunt
wh3_dlc23_chd_warrior_base	response		wh3_dlc23_grp_vocalisation_chaos_dwarf_unit_response
wh3_dlc23_chd_warrior_base	selection		wh3_dlc23_grp_vocalisation_chaos_dwarf_unit_selection
wh3_dlc23_chd_warrior_base	taunt		wh3_dlc23_grp_vocalisation_chaos_dwarf_taunt
wh3_dlc23_chd_warrior_base	taunting		wh3_dlc23_grp_vocalisation_chaos_dwarf_taunting
wh3_dlc23_chd_warrior_base	teleporting		wh3_main_teleport_out
wh3_dlc23_ksl_Ulrika_Hero	teleporting		wh3_main_teleport_out_individual
wh3_dlc24_cth_celestial_general_male_LORD	teleporting		wh3_main_teleport_out_individual
wh3_dlc24_cth_dragon_yuan_bo_LORD	teleporting		wh3_main_teleport_out_individual
wh3_dlc24_cth_onyx_crowman	charge		wh3_grp_vocalisation_onyxcrowman_charge
wh3_dlc24_cth_onyx_crowman	fighting		wh3_grp_vocalisation_onyxcrowman_melee
wh3_dlc24_cth_onyx_crowman	idle		wh3_grp_vocalisation_onyxcrowman_idle
wh3_dlc24_cth_onyx_crowman	injured		wh3_grp_vocalisation_onyxcrowman_pain
wh3_dlc24_cth_onyx_crowman	moving		wh3_grp_vocalisation_onyxcrowman_idle
wh3_dlc24_cth_saytang_the_watcher	teleporting		wh3_main_teleport_out_individual
wh3_dlc24_cth_yuan_bo_LORD	teleporting		wh3_main_teleport_out_individual
wh3_dlc24_cth_zhangu_war_drum	teleporting		wh3_main_teleport_out_individual
wh3_dlc24_ksl_thing_in_the_woods_ethereal	charge		wh3_dlc24_grp_vocalisation_things_in_the_woods_ethereal_charge
wh3_dlc24_ksl_thing_in_the_woods_ethereal	cheer		wh3_dlc24_grp_vocalisation_things_in_the_woods_ethereal_charge
wh3_dlc24_ksl_thing_in_the_woods_ethereal	collision		wh3_dlc24_grp_vocalisation_things_in_the_woods_ethereal_pain
wh3_dlc24_ksl_thing_in_the_woods_ethereal	fighting		wh3_dlc24_grp_vocalisation_things_in_the_woods_ethereal_melee
wh3_dlc24_ksl_thing_in_the_woods_ethereal	idle		wh3_dlc24_grp_vocalisation_things_in_the_woods_ethereal_idle
wh3_dlc24_ksl_thing_in_the_woods_ethereal	injured		wh3_dlc24_grp_vocalisation_things_in_the_woods_ethereal_pain
wh3_dlc24_ksl_thing_in_the_woods_ethereal	response		wh3_dlc24_grp_vocalisation_things_in_the_woods_ethereal_charge
wh3_dlc24_ksl_thing_in_the_woods_ethereal	resurrecting		wh3_dlc24_grp_vocalisation_things_in_the_woods_ethereal_charge
wh3_dlc24_ksl_thing_in_the_woods_ethereal	selection		wh3_dlc24_grp_vocalisation_things_in_the_woods_ethereal_unit_selection
wh3_dlc24_ksl_thing_in_the_woods	charge		wh3_dlc24_grp_vocalisation_things_in_the_woods_charge
wh3_dlc24_ksl_thing_in_the_woods	cheer		wh3_dlc24_grp_vocalisation_things_in_the_woods_charge
wh3_dlc24_ksl_thing_in_the_woods	collision		wh3_dlc24_grp_vocalisation_things_in_the_woods_pain
wh3_dlc24_ksl_thing_in_the_woods	fighting		wh3_dlc24_grp_vocalisation_things_in_the_woods_melee
wh3_dlc24_ksl_thing_in_the_woods	idle		wh3_dlc24_grp_vocalisation_things_in_the_woods_idle
wh3_dlc24_ksl_thing_in_the_woods	injured		wh3_dlc24_grp_vocalisation_things_in_the_woods_pain
wh3_dlc24_ksl_thing_in_the_woods	response		wh3_dlc24_grp_vocalisation_things_in_the_woods_charge
wh3_dlc24_ksl_thing_in_the_woods	resurrecting		wh3_dlc24_grp_vocalisation_things_in_the_woods_charge
wh3_dlc24_ksl_thing_in_the_woods	selection		wh3_dlc24_grp_vocalisation_things_in_the_woods_unit_selection
wh3_dlc24_tze_aekold_hellbrass_LH	teleporting		wh3_main_teleport_out
wh3_dlc24_tze_blue_scribes_LORD	teleporting		wh3_main_teleport_out_individual
wh3_dlc24_tze_chaos_LORD	teleporting		wh3_main_teleport_out
wh3_dlc24_tze_mon_changebringer	charge		wh_grp_vocalisation_flamer_charge
wh3_dlc24_tze_mon_changebringer	cheer		wh_grp_vocalisation_flamer_scream
wh3_dlc24_tze_mon_changebringer	cheering		wh_grp_vocalisation_flamer_scream
wh3_dlc24_tze_mon_changebringer	fighting		wh_grp_vocalisation_flamer_melee
wh3_dlc24_tze_mon_changebringer	idle		wh_grp_vocalisation_flamer_idle
wh3_dlc24_tze_mon_changebringer	idle_combat_ready		wh_grp_vocalisation_flamer_idle
wh3_dlc24_tze_mon_changebringer	idle_shoot		wh_grp_vocalisation_flamer_idle
wh3_dlc24_tze_mon_changebringer	injured		wh_grp_vocalisation_flamer_pain
wh3_dlc24_tze_mon_changebringer	taunt		wh_grp_vocalisation_flamer_scream
wh3_dlc24_tze_mon_changebringer	teleporting		wh3_main_teleport_out
wh3_dlc24_tze_mutalith_vortex_beast	taunt		Battle_Group_Projectile_Steamgun_Explosion
wh3_dlc24_tze_the_changeling_LORD	teleporting		wh3_main_teleport_out_individual
wh3_dlc24_tze_tzaangors	charge		wh2_grp_vocalisation_dlc17_beastmen_charge
wh3_dlc24_tze_tzaangors	cheering		wh2_grp_vocalisation_dlc17_beastmen_taunting
wh3_dlc24_tze_tzaangors	collision		wh2_grp_vocalisation_dlc17_beastmen_collision
wh3_dlc24_tze_tzaangors	encouragement		wh2_grp_vocalisation_dlc17_beastmen_encouragement
wh3_dlc24_tze_tzaangors	fighting		wh2_grp_vocalisation_dlc17_beastmen_melee
wh3_dlc24_tze_tzaangors	idle		wh2_grp_vocalisation_dlc17_beastmen_idle
wh3_dlc24_tze_tzaangors	idle_shoot		wh2_grp_vocalisation_dlc17_beastmen_idle
wh3_dlc24_tze_tzaangors	injured		wh2_grp_vocalisation_dlc17_beastmen_pain
wh3_dlc24_tze_tzaangors	moving		wh2_grp_vocalisation_dlc17_beastmen_moving
wh3_dlc24_tze_tzaangors	moving_taunt		wh2_grp_vocalisation_dlc17_beastmen_moving_taunt
wh3_dlc24_tze_tzaangors	response		wh2_grp_vocalisation_dlc17_beastmen_unit_response
wh3_dlc24_tze_tzaangors	selection		wh2_grp_vocalisation_dlc17_beastmen_unit_selection
wh3_dlc24_tze_tzaangors	taunt		wh2_grp_vocalisation_dlc17_beastmen_taunt
wh3_dlc24_tze_tzaangors	taunting		wh2_grp_vocalisation_dlc17_beastmen_taunting
wh3_dlc24_tze_tzaangors	teleporting		wh3_main_teleport_out
wh3_dlc25_dae_Karanak	teleporting		wh3_main_teleport_out_individual
wh3_dlc25_dwf_daemonslayer	charge		wh_grp_vocalisation_dwarf_charge
wh3_dlc25_dwf_daemonslayer	cheering		wh_grp_vocalisation_dwarf_taunting
wh3_dlc25_dwf_daemonslayer	collision		wh_grp_vocalisation_dwarf_collision
wh3_dlc25_dwf_daemonslayer	encouragement		wh_grp_vocalisation_dwarf_encouragement
wh3_dlc25_dwf_daemonslayer	fighting		wh_grp_vocalisation_dwarf_melee
wh3_dlc25_dwf_daemonslayer	idle		wh_grp_vocalisation_dwarf_idle
wh3_dlc25_dwf_daemonslayer	idle_shoot		wh_grp_vocalisation_dwarf_idle
wh3_dlc25_dwf_daemonslayer	injured		wh_grp_vocalisation_dwarf_pain
wh3_dlc25_dwf_daemonslayer	moving_taunt		wh_grp_vocalisation_dwarf_taunt
wh3_dlc25_dwf_daemonslayer	response		wh_grp_vocalisation_dwarf_unit_response
wh3_dlc25_dwf_daemonslayer	selection		wh_grp_vocalisation_dwarf_unit_selection
wh3_dlc25_dwf_daemonslayer	taunt		wh_grp_vocalisation_dwarf_taunt
wh3_dlc25_dwf_daemonslayer	taunting		wh_grp_vocalisation_dwarf_taunting
wh3_dlc25_dwf_daemonslayer	teleporting		wh3_main_teleport_out
wh3_dlc25_dwf_dragonslayer	charge		wh_grp_vocalisation_dwarf_charge
wh3_dlc25_dwf_dragonslayer	cheering		wh_grp_vocalisation_dwarf_taunting
wh3_dlc25_dwf_dragonslayer	collision		wh_grp_vocalisation_dwarf_collision
wh3_dlc25_dwf_dragonslayer	encouragement		wh_grp_vocalisation_dwarf_encouragement
wh3_dlc25_dwf_dragonslayer	fighting		wh_grp_vocalisation_dwarf_melee
wh3_dlc25_dwf_dragonslayer	idle		wh_grp_vocalisation_dwarf_idle
wh3_dlc25_dwf_dragonslayer	idle_shoot		wh_grp_vocalisation_dwarf_idle
wh3_dlc25_dwf_dragonslayer	injured		wh_grp_vocalisation_dwarf_pain
wh3_dlc25_dwf_dragonslayer	moving_taunt		wh_grp_vocalisation_dwarf_taunt
wh3_dlc25_dwf_dragonslayer	response		wh_grp_vocalisation_dwarf_unit_response
wh3_dlc25_dwf_dragonslayer	selection		wh_grp_vocalisation_dwarf_unit_selection
wh3_dlc25_dwf_dragonslayer	taunt		wh_grp_vocalisation_dwarf_taunt
wh3_dlc25_dwf_dragonslayer	taunting		wh_grp_vocalisation_dwarf_taunting
wh3_dlc25_dwf_dragonslayer	teleporting		wh3_main_teleport_out
wh3_dlc25_dwf_malakai_makaisson_LORD	teleporting		wh3_main_teleport_out_individual
wh3_dlc25_dwf_war_machine_thunderbarge	teleporting		wh3_main_teleport_out_individual
wh3_dlc25_emp_elspeth_von_draken_LORD	teleporting		wh3_main_teleport_out_individual
wh3_dlc25_emp_master_engineer_LH	teleporting		wh3_main_teleport_out_individual
wh3_dlc25_emp_reaper_demigryph	charge		wh2_dlc13_grp_vocalisation_griffin_demigryph_charge
wh3_dlc25_emp_reaper_demigryph	encouragement		wh_grp_vocalisation_griffin_and_demigryph_melee
wh3_dlc25_emp_reaper_demigryph	fighting		wh_grp_vocalisation_griffin_and_demigryph_melee
wh3_dlc25_emp_reaper_demigryph	injured		wh_grp_vocalisation_griffin_and_demigryph_pain
wh3_dlc25_emp_reaper_demigryph	response		wh_grp_vocalisation_griffin_and_demigryph_unit_response
wh3_dlc25_emp_reaper_demigryph	taunting		wh_grp_vocalisation_griffin_and_demigryph_taunting
wh3_dlc25_emp_reaper_demigryph	teleporting		wh3_main_teleport_out
wh3_dlc25_emp_theodore_bruckner_LH	teleporting		wh3_main_teleport_out_individual
wh3_dlc25_nur_bile_troll	moving		wh_grp_vocalisation_troll_movement
wh3_dlc25_nur_kayzk_the_befouled_LH	teleporting		wh3_main_teleport_out
wh3_dlc25_nur_plagueogres	charge		wh3_grp_vocalisation_ogres_charge
wh3_dlc25_nur_plagueogres	collision		wh3_grp_vocalisation_ogres_collision
wh3_dlc25_nur_plagueogres	encouragement		wh3_grp_vocalisation_ogres_encouragement
wh3_dlc25_nur_plagueogres	fighting		wh3_grp_vocalisation_ogres_melee
wh3_dlc25_nur_plagueogres	injured		wh3_grp_vocalisation_ogres_pain
wh3_dlc25_nur_plagueogres	response		wh3_grp_vocalisation_ogres_unit_response
wh3_dlc25_nur_plagueogres	selection		wh3_grp_vocalisation_ogres_unit_selection
wh3_dlc25_nur_plagueogres	teleporting		wh3_main_teleport_out
