key	cast_time	completion_payload	cooldown_time	category	slave_cost	global_cooldown_time	start_payload	icon	failure_cooldown_time	required_resources	expended_resources	target	target_expended_resources	target_required_resources	target_cooldown	target_category_cooldown	effects_while_performing	custom_cost_id	on_trigger_vo_event	flags	self_payload	percentage_cost_increase_per_use	sort_order
wh2_main_ritual_lzd_sotek	0	wh2_main_ritual_lzd_sotek	25	STANDARD_RITUAL	0	5		UI\skins\warhammer2\rites_liz_sotek.png	0		wh2_main_ritual_lzd_sotek				0	0				default		0.0000	0
wh2_main_ritual_skv_ascendancy	0	wh2_main_ritual_skv_ascendancy	15	STANDARD_RITUAL	0	5		UI\skins\warhammer2\rites_skv_dominating_scheme.png	0		wh2_main_ritual_skv_ascendancy				0	0				default		0.0000	0
wh2_main_ritual_skv_doooom	0	wh2_main_ritual_skv_doooom	30	STANDARD_RITUAL	0	5		UI\skins\warhammer2\rites_skv_scheme_of_doom.png	0		wh2_main_ritual_skv_doooom				0	0				default		0.0000	0
wh2_main_ritual_skv_pestilence	0	wh2_main_ritual_skv_pestilence	30	STANDARD_RITUAL	0	5		UI\skins\warhammer2\rites_skv_pestilent_scheme.png	0		wh2_main_ritual_skv_pestilence				0	0				spawns_ritual_agent		0.0000	0
wh2_main_ritual_skv_thirteen_eshin	0	wh2_main_ritual_skv_thirteen_eshin	30	STANDARD_RITUAL	0	5		UI\skins\warhammer2\rites_skv_thirteenth_scheme.png	0		wh2_main_ritual_skv_thirteen				0	0				default		0.0000	0
wh2_main_ritual_skv_thirteen_mors	0	wh2_main_ritual_skv_thirteen_mors	30	STANDARD_RITUAL	0	5		UI\skins\warhammer2\rites_skv_thirteenth_scheme.png	0		wh2_main_ritual_skv_thirteen				0	0				default		0.0000	0
wh2_main_ritual_skv_thirteen_moulder	0	wh2_main_ritual_skv_thirteen_moulder	30	STANDARD_RITUAL	0	5		UI\skins\warhammer2\rites_skv_thirteenth_scheme.png	0		wh2_main_ritual_skv_thirteen				0	0				default		0.0000	0
wh2_main_ritual_skv_thirteen_pestilens	0	wh2_main_ritual_skv_thirteen_pestilens	30	STANDARD_RITUAL	0	5		UI\skins\warhammer2\rites_skv_thirteenth_scheme.png	0		wh2_main_ritual_skv_thirteen				0	0				default		0.0000	0
wh2_main_ritual_skv_thirteen_skryre	0	wh2_main_ritual_skv_thirteen_skryre	30	STANDARD_RITUAL	0	5		UI\skins\warhammer2\rites_skv_thirteenth_scheme.png	0		wh2_main_ritual_skv_thirteen				0	0				default		0.0000	0
wh2_twa03_ritual_def_beasthunt	0	wh2_twa03_ritual_def_beasthunt	15	STANDARD_RITUAL	0	5		UI\skins\warhammer2\rites_def_rakarth.png	0						0	0				default		0.0000	0
wh3_dlc17_lzd_ritual_oxyotl_teleport	0	wh2_dlc17_oxyotl_payload_teleport	1	OXYOTL_TELEPORT	0	0			0			ritual_target_region_any			0	0				default		0.0000	0
wh3_dlc20_ritual_chs_eye_of_the_gods	0	wh3_dlc20_ritual_chs_eye_of_the_gods	1	EYE_OF_THE_GODS	0	0			0	wh3_dlc20_ritual_eye_of_the_gods_required					0	0				default		0.0000	0
wh3_dlc20_ritual_sla_forced_vassalisation_non_devotee	0	wh3_main_ritual_sla_forced_vassalise	10	FORCE_VASSAL	0	0			0		wh3_main_sla_forced_vassalise_souls_cost	ritual_target_faction_seducible_exclude_human			0	0				default		0.0000	0
wh3_dlc20_ritual_tze_cotw_vilitch_drain_magic	0	wh3_dlc20_ritual_tze_cotw_vilitch_drain_magic	5	TZEENTCH_RITUAL	0	0		UI\skins\warhammer3\cotw_icon_halt.png	0		wh3_dlc20_vilitch_cotw_cost	ritual_target_force_any			0	0				default	wh3_dlc20_ritual_tze_cotw_vilitch_drain_magic_self	0.0000	0
wh3_dlc20_ritual_tze_cotw_vilitch_muddle_minds	0	wh3_dlc20_ritual_tze_cotw_vilitch_muddle_minds	10	TZEENTCH_RITUAL	0	0		UI\skins\warhammer3\cotw_icon_display_intentions.png	0		wh3_dlc20_vilitch_cotw_cost	ritual_target_force_all_exclude_allies_and_self			0	0				default		0.0000	0
wh3_dlc20_ritual_tze_cotw_vilitch_spawnification	0	wh3_dlc20_ritual_tze_cotw_vilitch_spawnification	15	TZEENTCH_RITUAL	0	0		UI\skins\warhammer3\cotw_icon_army_los.png	0		wh3_dlc20_vilitch_cotw_cost	ritual_target_force_any			0	0				default		0.0000	0
wh3_dlc23_chd_ritual_unit_cap_bale_taurus	0	wh3_dlc23_chd_ritual_unit_cap_bale_taurus	0	HELLFORGE_CAPS_FLYING_BEASTS	0	0		UI\campaign UI\ikit_upgrade_icons\0_placeholder_ritual.png	0		wh3_dlc23_chd_ritual_unit_cap_bale_taurus				0	0				default		0.0000	0
wh3_dlc23_chd_ritual_unit_cap_bull_centaurs	0	wh3_dlc23_chd_ritual_unit_cap_bull_centaurs	0	HELLFORGE_CAPS_BULL_CENTAURS	0	0		UI\campaign UI\ikit_upgrade_icons\0_placeholder_ritual.png	0		wh3_dlc23_chd_ritual_unit_cap_bull_centaurs				0	0				default		0.0000	0
wh3_dlc23_chd_ritual_unit_cap_chaos_dwarf_blunderbusses	0	wh3_dlc23_chd_ritual_unit_cap_chaos_dwarf_blunderbusses	0	HELLFORGE_CAPS_MISSILE_INFANTRY	0	0		UI\campaign UI\ikit_upgrade_icons\0_placeholder_ritual.png	0		wh3_dlc23_chd_ritual_unit_cap_chaos_dwarf_blunderbusses				0	0				default		0.0000	0
wh3_dlc23_chd_ritual_unit_cap_chaos_dwarf_warriors	0	wh3_dlc23_chd_ritual_unit_cap_chaos_dwarf_warriors	0	HELLFORGE_CAPS_MELEE_INFANTRY	0	0		UI\campaign UI\ikit_upgrade_icons\0_placeholder_ritual.png	0		wh3_dlc23_chd_ritual_unit_cap_chaos_dwarf_warriors				0	0				default		0.0000	0
wh3_dlc23_chd_ritual_unit_cap_great_taurus	0	wh3_dlc23_chd_ritual_unit_cap_great_taurus	0	HELLFORGE_CAPS_FLYING_BEASTS	0	0		UI\campaign UI\ikit_upgrade_icons\0_placeholder_ritual.png	0		wh3_dlc23_chd_ritual_unit_cap_taurus				0	0				default		0.0000	0
wh3_dlc23_chd_ritual_unit_cap_hellcannon	0	wh3_dlc23_chd_ritual_unit_cap_hellcannon	0	HELLFORGE_CAPS_WARMACHINES	0	0		UI\campaign UI\ikit_upgrade_icons\0_placeholder_ritual.png	0		wh3_dlc23_chd_ritual_unit_cap_hellcannon				0	0				default		0.0000	0
wh3_dlc23_chd_ritual_unit_cap_infernal_guard	0	wh3_dlc23_chd_ritual_unit_cap_infernal_guard	0	HELLFORGE_CAPS_MELEE_INFANTRY	0	0		UI\campaign UI\ikit_upgrade_icons\0_placeholder_ritual.png	0		wh3_dlc23_chd_ritual_unit_cap_infernal_guard				0	0				default		0.0000	0
wh3_dlc23_chd_ritual_unit_cap_infernal_guard_fireglaives	0	wh3_dlc23_chd_ritual_unit_cap_infernal_guard_fireglaives	0	HELLFORGE_CAPS_MISSILE_INFANTRY	0	0		UI\campaign UI\ikit_upgrade_icons\0_placeholder_ritual.png	0		wh3_dlc23_chd_ritual_unit_cap_infernal_guard_fireglaives				0	0				default		0.0000	0
wh3_dlc23_chd_ritual_unit_cap_infernal_ironsworn	0	wh3_dlc23_chd_ritual_unit_cap_infernal_ironsworn	0	HELLFORGE_CAPS_MELEE_INFANTRY	0	0		UI\campaign UI\ikit_upgrade_icons\0_placeholder_ritual.png	0		wh3_dlc23_chd_ritual_unit_cap_infernal_ironsworn				0	0				default		0.0000	0
wh3_dlc23_chd_ritual_unit_cap_kdaai_destroyer	0	wh3_dlc23_chd_ritual_unit_cap_kdaai_destroyer	0	HELLFORGE_CAPS_KDAAI	0	0		UI\campaign UI\ikit_upgrade_icons\0_placeholder_ritual.png	0		wh3_dlc23_chd_ritual_unit_cap_kdaai_destroyer				0	0				default		0.0000	0
wh3_dlc23_chd_ritual_unit_cap_kdaai_fireborn	0	wh3_dlc23_chd_ritual_unit_cap_kdaai_fireborn	0	HELLFORGE_CAPS_KDAAI	0	0		UI\campaign UI\ikit_upgrade_icons\0_placeholder_ritual.png	0		wh3_dlc23_chd_ritual_unit_cap_kdaai_fireborn				0	0				default		0.0000	0
wh3_dlc23_chd_ritual_unit_cap_lammasu	0	wh3_dlc23_chd_ritual_unit_cap_lammasu	0	HELLFORGE_CAPS_FLYING_BEASTS	0	0		UI\campaign UI\ikit_upgrade_icons\0_placeholder_ritual.png	0		wh3_dlc23_chd_ritual_unit_cap_lammasu				0	0				default		0.0000	0
wh3_dlc23_chd_ritual_unit_cap_warmachines	0	wh3_dlc23_chd_ritual_unit_cap_warmachines	0	HELLFORGE_CAPS_WARMACHINES	0	0		UI\campaign UI\ikit_upgrade_icons\0_placeholder_ritual.png	0		wh3_dlc23_chd_ritual_unit_cap_warmachines				0	0				default		0.0000	0
wh3_dlc23_ritual_chd_labour_example	0	wh3_dlc23_ritual_chd_labour_example	0	LABOUR_ACTIONS	0	0		UI\skins\wh3_dlc23_chd_chaos_dwarfs\region_action_set_example.png	0			ritual_target_region_own			0	0				default		0.0000	0
wh3_dlc23_ritual_chd_labour_example_upgraded	0	wh3_dlc23_ritual_chd_labour_example_upgraded	0	LABOUR_ACTIONS	0	0		UI\skins\wh3_dlc23_chd_chaos_dwarfs\region_action_set_example.png	0			ritual_target_region_own			0	0				default		0.0000	0
wh3_dlc23_ritual_chd_labour_gift_zhar_naggrund	0	wh3_dlc23_ritual_chd_labour_gift_zhar_naggrund	0	LABOUR_ACTIONS	0	0		UI\skins\wh3_dlc23_chd_chaos_dwarfs\region_action_gift_zhar.png	0			ritual_target_region_own			0	0				default		0.0000	0
wh3_dlc23_ritual_chd_labour_gift_zhar_naggrund_upgraded	0	wh3_dlc23_ritual_chd_labour_gift_zhar_naggrund_upgraded	0	LABOUR_ACTIONS	0	0		UI\skins\wh3_dlc23_chd_chaos_dwarfs\region_action_gift_zhar.png	0			ritual_target_region_own			0	0				default		0.0000	0
wh3_dlc23_ritual_chd_labour_sell	0	wh3_dlc23_ritual_chd_labour_sell	0	LABOUR_ACTIONS	0	0		UI\skins\wh3_dlc23_chd_chaos_dwarfs\region_action_sell_labour.png	0			ritual_target_region_own			0	0				default		0.0000	0
wh3_dlc23_ritual_chd_labour_sell_upgraded	0	wh3_dlc23_ritual_chd_labour_sell_upgraded	0	LABOUR_ACTIONS	0	0		UI\skins\wh3_dlc23_chd_chaos_dwarfs\region_action_sell_labour.png	0			ritual_target_region_own			0	0				default		0.0000	0
wh3_dlc23_ritual_chd_narrative_resource_armaments	0	wh3_dlc23_ritual_chd_narrative_resource_armaments	9999	DRILL_TREASURY	0	0			0						0	0				default		0.0000	0
wh3_dlc23_ritual_chd_narrative_resource_raw_materials	0	wh3_dlc23_ritual_chd_narrative_resource_raw_materials	9999	DRILL_RAW_MATERIALS	0	0			0						0	0				default		0.0000	0
wh3_dlc23_ritual_chd_narrative_resource_treasury	0	wh3_dlc23_ritual_chd_narrative_resource_treasury	9999	DRILL_TREASURY	0	0			0						0	0				default		0.0000	0
wh3_dlc23_ritual_chd_toz_slot_t1_industry_1	0	wh3_dlc23_ritual_chd_toz_slot_t1_industry_1	0	DISTRICTS_INDUSTRY_T1	0	0		conclave_influence.png	0		wh3_dlc23_chd_ritual_toz_tier1				0	0				default		0.0000	0
wh3_dlc23_ritual_chd_toz_slot_t1_industry_2	0	wh3_dlc23_ritual_chd_toz_slot_t1_industry_2	0	DISTRICTS_INDUSTRY_T1	0	0		conclave_influence.png	0		wh3_dlc23_chd_ritual_toz_tier1				0	0				default		0.0000	0
wh3_dlc23_ritual_chd_toz_slot_t1_industry_3	0	wh3_dlc23_ritual_chd_toz_slot_t1_industry_3	0	DISTRICTS_INDUSTRY_T1	0	0		conclave_influence.png	0		wh3_dlc23_chd_ritual_toz_tier1				0	0				default		0.0000	0
wh3_dlc23_ritual_chd_toz_slot_t1_industry_4	0	wh3_dlc23_ritual_chd_toz_slot_t1_industry_4	0	DISTRICTS_INDUSTRY_T1	0	0		conclave_influence.png	0		wh3_dlc23_chd_ritual_toz_tier1				0	0				default		0.0000	0
wh3_dlc23_ritual_chd_toz_slot_t1_military_1	0	wh3_dlc23_ritual_chd_toz_slot_t1_military_1	0	DISTRICTS_MILITARY_T1	0	0		conclave_influence.png	0		wh3_dlc23_chd_ritual_toz_tier1				0	0				default		0.0000	0
wh3_dlc23_ritual_chd_toz_slot_t1_military_2	0	wh3_dlc23_ritual_chd_toz_slot_t1_military_2	0	DISTRICTS_MILITARY_T1	0	0		conclave_influence.png	0		wh3_dlc23_chd_ritual_toz_tier1				0	0				default		0.0000	0
wh3_dlc23_ritual_chd_toz_slot_t1_military_3	0	wh3_dlc23_ritual_chd_toz_slot_t1_military_3	0	DISTRICTS_MILITARY_T1	0	0		conclave_influence.png	0		wh3_dlc23_chd_ritual_toz_tier1				0	0				default		0.0000	0
wh3_dlc23_ritual_chd_toz_slot_t1_military_4	0	wh3_dlc23_ritual_chd_toz_slot_t1_military_4	0	DISTRICTS_MILITARY_T1	0	0		conclave_influence.png	0		wh3_dlc23_chd_ritual_toz_tier1				0	0				default		0.0000	0
wh3_dlc23_ritual_chd_toz_slot_t1_sorcery_1	0	wh3_dlc23_ritual_chd_toz_slot_t1_sorcery_1	0	DISTRICTS_SORCERY_T1	0	0		conclave_influence.png	0		wh3_dlc23_chd_ritual_toz_tier1				0	0				default		0.0000	0
wh3_dlc23_ritual_chd_toz_slot_t1_sorcery_2	0	wh3_dlc23_ritual_chd_toz_slot_t1_sorcery_2	0	DISTRICTS_SORCERY_T1	0	0		conclave_influence.png	0		wh3_dlc23_chd_ritual_toz_tier1				0	0				default		0.0000	0
wh3_dlc23_ritual_chd_toz_slot_t1_sorcery_3	0	wh3_dlc23_ritual_chd_toz_slot_t1_sorcery_3	0	DISTRICTS_SORCERY_T1	0	0		conclave_influence.png	0		wh3_dlc23_chd_ritual_toz_tier1				0	0				default		0.0000	0
wh3_dlc23_ritual_chd_toz_slot_t1_sorcery_4	0	wh3_dlc23_ritual_chd_toz_slot_t1_sorcery_4	0	DISTRICTS_SORCERY_T1	0	0		conclave_influence.png	0		wh3_dlc23_chd_ritual_toz_tier1				0	0				default		0.0000	0
wh3_dlc23_ritual_chd_toz_slot_t2_industry_1	0	wh3_dlc23_ritual_chd_toz_slot_t2_industry_1	0	DISTRICTS_INDUSTRY_T2	0	0		conclave_influence.png	0		wh3_dlc23_chd_ritual_toz_tier2				0	0				default		0.0000	0
wh3_dlc23_ritual_chd_toz_slot_t2_industry_2	0	wh3_dlc23_ritual_chd_toz_slot_t2_industry_2	0	DISTRICTS_INDUSTRY_T2	0	0		conclave_influence.png	0		wh3_dlc23_chd_ritual_toz_tier2				0	0				default		0.0000	0
wh3_dlc23_ritual_chd_toz_slot_t2_industry_3	0	wh3_dlc23_ritual_chd_toz_slot_t2_industry_3	0	DISTRICTS_INDUSTRY_T2	0	0		conclave_influence.png	0		wh3_dlc23_chd_ritual_toz_tier2				0	0				default		0.0000	0
wh3_dlc23_ritual_chd_toz_slot_t2_military_1	0	wh3_dlc23_ritual_chd_toz_slot_t2_military_1	0	DISTRICTS_MILITARY_T2	0	0		conclave_influence.png	0		wh3_dlc23_chd_ritual_toz_tier2				0	0				default		0.0000	0
wh3_dlc23_ritual_chd_toz_slot_t2_military_2	0	wh3_dlc23_ritual_chd_toz_slot_t2_military_2	0	DISTRICTS_MILITARY_T2	0	0		conclave_influence.png	0		wh3_dlc23_chd_ritual_toz_tier2				0	0				default		0.0000	0
wh3_dlc23_ritual_chd_toz_slot_t2_military_3	0	wh3_dlc23_ritual_chd_toz_slot_t2_military_3	0	DISTRICTS_MILITARY_T2	0	0		conclave_influence.png	0		wh3_dlc23_chd_ritual_toz_tier2				0	0				default		0.0000	0
wh3_dlc23_ritual_chd_toz_slot_t2_sorcery_1	0	wh3_dlc23_ritual_chd_toz_slot_t2_sorcery_1	0	DISTRICTS_SORCERY_T2	0	0		conclave_influence.png	0		wh3_dlc23_chd_ritual_toz_tier2				0	0				default		0.0000	0
wh3_dlc23_ritual_chd_toz_slot_t2_sorcery_2	0	wh3_dlc23_ritual_chd_toz_slot_t2_sorcery_2	0	DISTRICTS_SORCERY_T2	0	0		conclave_influence.png	0		wh3_dlc23_chd_ritual_toz_tier2				0	0				default		0.0000	0
wh3_dlc23_ritual_chd_toz_slot_t2_sorcery_3	0	wh3_dlc23_ritual_chd_toz_slot_t2_sorcery_3	0	DISTRICTS_SORCERY_T2	0	0		conclave_influence.png	0		wh3_dlc23_chd_ritual_toz_tier2				0	0				default		0.0000	0
wh3_dlc23_ritual_chd_toz_slot_t3_industry_1	0	wh3_dlc23_ritual_chd_toz_slot_t3_industry_1	0	DISTRICTS_INDUSTRY_T3	0	0		conclave_influence.png	0		wh3_dlc23_chd_ritual_toz_tier3				0	0				default		0.0000	0
wh3_dlc23_ritual_chd_toz_slot_t3_industry_2	0	wh3_dlc23_ritual_chd_toz_slot_t3_industry_2	0	DISTRICTS_INDUSTRY_T3	0	0		conclave_influence.png	0		wh3_dlc23_chd_ritual_toz_tier3				0	0				default		0.0000	0
wh3_dlc23_ritual_chd_toz_slot_t3_military_1	0	wh3_dlc23_ritual_chd_toz_slot_t3_military_1	0	DISTRICTS_MILITARY_T3	0	0		conclave_influence.png	0		wh3_dlc23_chd_ritual_toz_tier3				0	0				default		0.0000	0
wh3_dlc23_ritual_chd_toz_slot_t3_military_2	0	wh3_dlc23_ritual_chd_toz_slot_t3_military_2	0	DISTRICTS_MILITARY_T3	0	0		conclave_influence.png	0		wh3_dlc23_chd_ritual_toz_tier3				0	0				default		0.0000	0
wh3_dlc23_ritual_chd_toz_slot_t3_sorcery_1	0	wh3_dlc23_ritual_chd_toz_slot_t3_sorcery_1	0	DISTRICTS_SORCERY_T3	0	0		conclave_influence.png	0		wh3_dlc23_chd_ritual_toz_tier3				0	0				default		0.0000	0
wh3_dlc23_ritual_chd_toz_slot_t3_sorcery_2	0	wh3_dlc23_ritual_chd_toz_slot_t3_sorcery_2	0	DISTRICTS_SORCERY_T3	0	0		conclave_influence.png	0		wh3_dlc23_chd_ritual_toz_tier3				0	0				default		0.0000	0
wh3_dlc23_ritual_chd_toz_slot_t4_astragoth	0	wh3_dlc23_ritual_chd_toz_slot_t4_astragoth	-1	TOZ_TIER_4	0	0		conclave_influence.png	0		wh3_dlc23_chd_ritual_toz_tier4				0	0				default		0.0000	0
wh3_dlc23_ritual_chd_toz_slot_t4_conclave	0	wh3_dlc23_ritual_chd_toz_slot_t4_conclave	-1	TOZ_TIER_4	0	0		conclave_influence.png	0		wh3_dlc23_chd_ritual_toz_tier4				0	0				default		0.0000	0
wh3_dlc23_ritual_chd_toz_slot_t4_drazhoath	0	wh3_dlc23_ritual_chd_toz_slot_t4_drazhoath	-1	TOZ_TIER_4	0	0		conclave_influence.png	0		wh3_dlc23_chd_ritual_toz_tier4				0	0				default		0.0000	0
wh3_dlc23_ritual_chd_toz_slot_t4_zhatan	0	wh3_dlc23_ritual_chd_toz_slot_t4_zhatan	-1	TOZ_TIER_4	0	0		conclave_influence.png	0		wh3_dlc23_chd_ritual_toz_tier4				0	0				default		0.0000	0
wh3_dlc24_bst_ritual_unit_cap_incarnate_elemental_beasts	0	wh3_dlc24_bst_ritual_unit_cap_incarnate_elemental_beasts	0	BEASTMEN_RITUAL_UNITS	0	0		UI\campaign UI\ikit_upgrade_icons\0_placeholder_ritual.png	0		wh3_dlc24_bst_ritual_unit_cap_incarnate_elemental_beasts				0	0				default		0.0000	0
wh3_dlc24_bst_ritual_unit_cap_tzaangors	0	wh3_dlc24_bst_ritual_unit_cap_tzaangors	0	BEASTMEN_RITUAL_UNITS	0	0		UI\campaign UI\ikit_upgrade_icons\0_placeholder_ritual.png	0		wh3_dlc24_bst_ritual_unit_cap_tzaangors				0	0				default		0.0000	0
wh3_dlc24_ritual_cth_mos_balance_army_harmony_supremacy	0	wh3_dlc24_ritual_cth_mos_balance_army_harmony_supremacy	0	YUAN_BO_ACTION	0	0		UI\skins\wh3_main_cth_cathay\wh3_dlc24_mos_force.png	0		yuan_bo_action_balance_3	ritual_target_force_own			0	0				default		0.0000	0
wh3_dlc24_ritual_cth_mos_balance_faction_gain_doctrine	0	wh3_dlc24_ritual_cth_mos_balance_faction_gain_doctrine	0	YUAN_BO_ACTION	0	0		UI\skins\wh3_main_cth_cathay\wh3_dlc24_mos_self.png	0		yuan_bo_action_balance_4				0	0				default		0.0000	0
wh3_dlc24_ritual_cth_mos_steel_army_combat_buff	0	wh3_dlc24_ritual_cth_mos_steel_army_combat_buff	0	YUAN_BO_ACTION	0	0		UI\skins\wh3_main_cth_cathay\wh3_dlc24_mos_force.png	0		yuan_bo_action_steel_6	ritual_target_force_own_or_allied			0	0				default		0.0000	0
wh3_dlc24_ritual_cth_mos_steel_army_loan_target	0	wh3_dlc24_ritual_cth_mos_steel_army_loan_target	0	YUAN_BO_ACTION	0	0		UI\skins\wh3_main_cth_cathay\wh3_dlc24_mos_force.png	0		yuan_bo_action_steel_6	ritual_target_force_neutral_allied			0	0				default		0.0000	0
wh3_dlc24_ritual_cth_mos_steel_army_replenishment	0	wh3_dlc24_ritual_cth_mos_steel_army_replenishment	0	YUAN_BO_ACTION	0	0		UI\skins\wh3_main_cth_cathay\wh3_dlc24_mos_force.png	0		yuan_bo_action_steel_3	ritual_target_force_own_or_allied			0	0				default		0.0000	0
wh3_dlc24_ritual_cth_mos_steel_army_rush_recruitment	0	wh3_dlc24_ritual_cth_mos_steel_army_rush_recruitment	3	YUAN_BO_ACTION	0	0		UI\skins\wh3_main_cth_cathay\wh3_dlc24_mos_force.png	0		yuan_bo_action_steel_2	ritual_target_force_own_or_allied			0	0				default		0.0000	0
wh3_dlc24_ritual_cth_mos_steel_army_trespassing_immunity	0	wh3_dlc24_ritual_cth_mos_steel_army_trespassing_immunity	0	YUAN_BO_ACTION	0	0		UI\skins\wh3_main_cth_cathay\wh3_dlc24_mos_force.png	0		yuan_bo_action_steel_3	ritual_target_force_own_or_allied			0	0				default		0.0000	0
wh3_dlc24_ritual_cth_mos_steel_faction_ancillary_generation	0	wh3_dlc24_ritual_cth_mos_steel_faction_ancillary_generation	0	YUAN_BO_ACTION	0	0		UI\skins\wh3_main_cth_cathay\wh3_dlc24_mos_self.png	0		yuan_bo_action_stone_3				0	0				default		0.0000	0
wh3_dlc24_ritual_cth_mos_steel_faction_force_agent_success	0	wh3_dlc24_ritual_cth_mos_steel_faction_force_agent_success	0	YUAN_BO_ACTION	0	0		UI\skins\wh3_main_cth_cathay\wh3_dlc24_mos_self.png	0		yuan_bo_action_steel_2				0	0				default		0.0000	0
wh3_dlc24_ritual_cth_mos_steel_faction_refresh_action_points	0	wh3_dlc24_ritual_cth_mos_steel_faction_refresh_action_points	0	YUAN_BO_ACTION	0	0		UI\skins\wh3_main_cth_cathay\wh3_dlc24_mos_self.png	0		yuan_bo_action_steel_7				0	0				default		0.0000	0
wh3_dlc24_ritual_cth_mos_steel_settlement_generate_temporary_army	0	wh3_dlc24_ritual_cth_mos_steel_settlement_generate_temporary_army	0	YUAN_BO_ACTION	0	0		UI\skins\wh3_main_cth_cathay\wh3_dlc24_mos_settlement.png	0		yuan_bo_action_steel_5	ritual_target_region_own			0	0				default		0.0000	0
wh3_dlc24_ritual_cth_mos_steel_settlement_type_switch_commercial	0	wh3_dlc24_ritual_cth_mos_steel_settlement_type_switch_commercial	0	YUAN_BO_ACTION	0	0		UI\skins\wh3_main_cth_cathay\wh3_dlc24_mos_settlement.png	0		yuan_bo_action_stone_4	ritual_target_region_own_tier_3_settlement			0	0				default		0.0000	0
wh3_dlc24_ritual_cth_mos_stone_army_wom_restore	0	wh3_dlc24_ritual_cth_mos_stone_army_wom_restore	0	YUAN_BO_ACTION	0	0		UI\skins\wh3_main_cth_cathay\wh3_dlc24_mos_force.png	0		yuan_bo_action_steel_3	ritual_target_force_own_or_allied			0	0				default		0.0000	0
wh3_dlc24_ritual_cth_mos_stone_character_xp	0	wh3_dlc24_ritual_cth_mos_stone_character_xp	0	YUAN_BO_ACTION	0	0		UI\skins\wh3_main_cth_cathay\wh3_dlc24_mos_force.png	0		yuan_bo_action_stone_5	ritual_target_force_own			0	0				default		0.0000	0
wh3_dlc24_ritual_cth_mos_stone_faction_steal_background_income	0	wh3_dlc24_ritual_cth_mos_stone_faction_steal_background_income	0	YUAN_BO_ACTION	0	0		UI\skins\wh3_main_cth_cathay\wh3_dlc24_mos_faction.png	0		yuan_bo_action_stone_6	ritual_target_faction_ally			0	0				default		0.0000	0
wh3_dlc24_ritual_cth_mos_stone_faction_treachery_reset	0	wh3_dlc24_ritual_cth_mos_stone_faction_treachery_reset	0	YUAN_BO_ACTION	0	0		UI\skins\wh3_main_cth_cathay\wh3_dlc24_mos_self.png	0		yuan_bo_action_stone_5				0	0				default		0.0000	0
wh3_dlc24_ritual_cth_mos_stone_province_control_corruption_reset	0	wh3_dlc24_ritual_cth_mos_stone_province_control_corruption_reset	0	YUAN_BO_ACTION	0	0		UI\skins\wh3_main_cth_cathay\wh3_dlc24_mos_settlement.png	0		yuan_bo_action_stone_2	ritual_target_region_any			0	0				default		0.0000	0
wh3_dlc24_ritual_cth_mos_stone_settlement_generate_elite_astromancer	0	wh3_dlc24_ritual_cth_mos_stone_settlement_generate_elite_astromancer	0	YUAN_BO_ACTION	0	0		UI\skins\wh3_main_cth_cathay\wh3_dlc24_mos_settlement.png	0		yuan_bo_action_stone_6	ritual_target_region_own			0	0				default		0.0000	0
wh3_dlc24_ritual_cth_mos_stone_settlement_harmony_swap	0	wh3_dlc24_ritual_cth_mos_stone_settlement_harmony_swap	0	YUAN_BO_ACTION	0	0		UI\skins\wh3_main_cth_cathay\wh3_dlc24_mos_settlement.png	0		yuan_bo_action_stone_3	ritual_target_region_own			0	0				default		0.0000	0
wh3_dlc24_ritual_cth_mos_stone_settlement_rush_construction	0	wh3_dlc24_ritual_cth_mos_stone_settlement_rush_construction	5	YUAN_BO_ACTION	0	0		UI\skins\wh3_main_cth_cathay\wh3_dlc24_mos_settlement.png	0		yuan_bo_action_stone_2	ritual_target_region_own			0	0				default		0.0000	0
wh3_dlc24_ritual_cth_mos_stone_settlement_type_switch_fortress	0	wh3_dlc24_ritual_cth_mos_stone_settlement_type_switch_fortress	0	YUAN_BO_ACTION	0	0		UI\skins\wh3_main_cth_cathay\wh3_dlc24_mos_settlement.png	0		yuan_bo_action_steel_4	ritual_target_region_own_tier_3_settlement			0	0				default		0.0000	0
wh3_dlc24_ritual_ksl_hex_1	0	wh3_dlc24_ritual_ksl_hex_1	5	OSTANKYA_HEX_RITUAL	0	1		UI/skins/default/dlc24_witchs_hexes/icon_hexes_covens_cursemark.png	0		wh3_dlc24_resource_cost_ksl_hex_1	ritual_target_force_enemy_own_territory			0	0			Play_ksl_mother_ostankya_cam_hex_01_covens_cursemark	default		0.0000	0
wh3_dlc24_ritual_ksl_hex_1_empowered	0	wh3_dlc24_ritual_ksl_hex_1_empowered	5	OSTANKYA_HEX_RITUAL	0	1		UI/skins/default/dlc24_witchs_hexes/icon_hexes_covens_cursemark.png	0		wh3_dlc24_resource_cost_ksl_hex_1_empowered	ritual_target_force_enemy_own_territory			0	0			Play_ksl_mother_ostankya_cam_hex_01_covens_cursemark_empowered	default		0.0000	0
