name	vo_actor_1	vo_actor_2	vo_actor_3	vo_actor_4	vo_actor_5	vo_actor_6	vo_actor_7	vo_actor_8	vo_actor_9	vo_actor_10	vo_actor_11	vo_actor_12	vo_actor_13	vo_actor_14	vo_actor_15	cooldown_overlap	container
wh_dlc05_vo_actor_Wood_Elves_Male_Infantry	wh_dlc05_vo_actor_Wood_Elves_Male_Inf1	wh_dlc05_vo_actor_Wood_Elves_Male_Inf2	wh_dlc05_vo_actor_Wood_Elves_Male_Inf3	wh_dlc05_vo_actor_Wood_Elves_Male_Inf4												0.0000	random
wh_dlc05_vo_actor_Wood_Elves_Male_Mounted	wh_dlc05_vo_actor_Wood_Elves_Male_Mtd1	wh_dlc05_vo_actor_Wood_Elves_Male_Mtd2														0.0000	random
wh_dlc05_vo_actor_Wood_Elves_Orion	wh_dlc05_vo_actor_Wood_Elves_Orion															0.0000	random
wh_dlc05_vo_actor_Wood_Elves_Spellsinger	wh_dlc05_vo_actor_Wood_Elves_Spellsinger1	wh_dlc05_vo_actor_Wood_Elves_Spellsinger2														0.0000	random
wh_dlc05_vo_actor_Wood_Elves_Tree_Ancient	wh_dlc05_vo_actor_Wood_Elves_Tree_Ancient1	wh_dlc05_vo_actor_Wood_Elves_Tree_Ancient2														0.0000	random
wh_dlc05_vo_actor_Wood_Elves_Wardancer	wh_dlc05_vo_actor_Wood_Elves_Wardancer1	wh_dlc05_vo_actor_Wood_Elves_Wardancer2														0.0000	random
wh_dlc05_vo_actor_Wood_Elves_Waystalker	wh_dlc05_vo_actor_Wood_Elves_Waystalker1	wh_dlc05_vo_actor_Wood_Elves_Waystalker2														0.0000	random
wh_dlc05_vo_actor_Wood_Elves_Wildrider	wh_dlc05_vo_actor_Wood_Elves_Wildrider1	wh_dlc05_vo_actor_Wood_Elves_Wildrider2														0.0000	random
wh_dlc05_vo_actor_brt_cha_armand_aquitaine	wh_main_vo_actor_Bretonnian_Lord1															0.0000	random
wh_dlc05_vo_actor_dwf_cha_darthon_ironbeard	wh_main_vo_actor_Dwarf_Lord1															0.0000	random
wh_dlc05_vo_actor_grn_cha_snorko_one_finger	wh_main_vo_actor_Orc_Warboss2															0.0000	random
wh_dlc05_vo_actor_vmp_cha_red_duke	wh_main_vo_actor_Vampire_Lord1															0.0000	random
wh_dlc06_vo_actor_Dwarf_Belegar_Ironhammer	wh_dlc06_vo_actor_Dwarf_Belegar_Ironhammer															0.0000	random
wh_dlc06_vo_actor_Dwarf_MasterEngineer1Ghost	wh_dlc06_vo_actor_Dwarf_MasterEngineer1Ghost															0.0000	random
wh_dlc06_vo_actor_Dwarf_RuneSmith2Ghost	wh_dlc06_vo_actor_Dwarf_RuneSmith2Ghost															0.0000	random
wh_dlc06_vo_actor_Dwarf_Rune_Lord	wh_dlc06_vo_actor_Dwarf_Rune_Lord1	wh_dlc06_vo_actor_Dwarf_Rune_Lord2														0.0000	random
wh_dlc06_vo_actor_Dwarf_Thane1Ghost	wh_dlc06_vo_actor_Dwarf_Thane1Ghost															0.0000	random
wh_dlc06_vo_actor_Goblin_Night_Goblin_Warboss	wh_dlc06_vo_actor_Goblin_Night_Goblin_Warboss1	wh_dlc06_vo_actor_Goblin_Night_Goblin_Warboss2														0.0000	random
wh_dlc06_vo_actor_Goblin_Skarsnik	wh_dlc06_vo_actor_Goblin_Skarsnik															0.0000	random
wh_dlc06_vo_actor_Orc_Wurrzag	wh_dlc06_vo_actor_Orc_Wurrzag															0.0000	random
wh_dlc07_vo_actor_Bretonnian_Alberic	wh_main_vo_actor_Bretonnian_Lord2															0.0000	random
wh_dlc07_vo_actor_Bretonnian_Fay_Enchantress	wh_dlc07_vo_actor_Bretonnian_Fay_Enchantress															0.0000	random
wh_dlc07_vo_actor_Bretonnian_Green_Knight	wh_dlc07_vo_actor_Bretonnian_Green_Knight															0.0000	random
wh_dlc07_vo_actor_Bretonnian_Prophetess	wh_dlc07_vo_actor_Bretonnian_Prophetess1	wh_dlc07_vo_actor_Bretonnian_Prophetess2														0.0000	random
wh_dlc08_vo_actor_Norsca_Fimir_Balefiend	wh_dlc08_vo_actor_Norsca_Fimir_Balefiend1	wh_dlc08_vo_actor_Norsca_Fimir_Balefiend2														0.0000	random
wh_dlc08_vo_actor_Norsca_Marauder_Chieftan	wh_dlc08_vo_actor_Norsca_Marauder_Chieftan1	wh_dlc08_vo_actor_Norsca_Marauder_Chieftan2														0.0000	random
wh_dlc08_vo_actor_Norsca_Shaman_Sorcerer	wh_dlc08_vo_actor_Norsca_Shaman_Sorcerer1	wh_dlc08_vo_actor_Norsca_Shaman_Sorcerer2														0.0000	random
wh_dlc08_vo_actor_Norsca_Skin_Wolf_Werekin	wh_dlc08_vo_actor_Norsca_Skin_Wolf_Werekin															0.0000	random
wh_dlc08_vo_actor_Norsca_Throgg	wh_dlc08_vo_actor_Norsca_Throgg															0.0000	random
wh_dlc08_vo_actor_Norsca_Wulfrik	wh_dlc08_vo_actor_Norsca_Wulfrik															0.0000	random
wh_main_vo_actor_Bretonnian_Infantry	wh_main_vo_actor_Bretonnian_Inf1	wh_main_vo_actor_Bretonnian_Inf2	wh_main_vo_actor_Bretonnian_Inf3	wh_main_vo_actor_Bretonnian_Inf4	wh_main_vo_actor_Bretonnian_Inf5											0.0000	random
wh_main_vo_actor_Bretonnian_King_Louen	wh_main_vo_actor_Bretonnian_King_Louen															0.0000	random
wh_main_vo_actor_Bretonnian_Knight	wh_main_vo_actor_Bretonnian_Knight1	wh_main_vo_actor_Bretonnian_Knight2	wh_main_vo_actor_Bretonnian_Knight3	wh_main_vo_actor_Bretonnian_Knight4												0.0000	random
wh_main_vo_actor_Bretonnian_Lord	wh_main_vo_actor_Bretonnian_Lord1	wh_main_vo_actor_Bretonnian_Lord2														0.0000	random
wh_main_vo_actor_Bretonnian_Mounted	wh_main_vo_actor_Bretonnian_Mtd1	wh_main_vo_actor_Bretonnian_Mtd2	wh_main_vo_actor_Bretonnian_Mtd3	wh_main_vo_actor_Bretonnian_Mtd4	wh_main_vo_actor_Bretonnian_Mtd5											0.0000	random
wh_main_vo_actor_Bretonnian_Paladin	wh_main_vo_actor_Bretonnian_Paladin1	wh_main_vo_actor_Bretonnian_Paladin2														0.0000	random
wh_main_vo_actor_Chaos_ExhaltedHero	wh_main_vo_actor_Chaos_ExhaltedHero1	wh_main_vo_actor_Chaos_ExhaltedHero2														0.0000	random
wh_main_vo_actor_Chaos_Hellcannon	wh_main_vo_actor_Chaos_Hellcannon															0.0000	random
wh_main_vo_actor_Chaos_Infantry	wh_main_vo_actor_Chaos_Inf1	wh_main_vo_actor_Chaos_Inf2	wh_main_vo_actor_Chaos_Inf4	wh_main_vo_actor_Chaos_Inf5	wh_main_vo_actor_Chaos_Inf7	wh_main_vo_actor_Chaos_Inf8	wh_main_vo_actor_Chaos_Inf9	wh_main_vo_actor_Chaos_Inf10								0.0000	random
wh_main_vo_actor_Chaos_Lord	wh_main_vo_actor_Chaos_Lord2	wh_main_vo_actor_Chaos_Lord1														0.0000	random
wh_main_vo_actor_Chaos_LordOfChange	wh_main_vo_actor_Chaos_LordOfChange															0.0000	random
wh_main_vo_actor_Chaos_Marauder	wh_main_vo_actor_Chaos_Marauder1	wh_main_vo_actor_Chaos_Marauder2	wh_main_vo_actor_Chaos_Marauder3	wh_main_vo_actor_Chaos_Marauder4	wh_main_vo_actor_Chaos_Marauder5	wh_main_vo_actor_Chaos_Marauder6	wh_main_vo_actor_Chaos_Marauder7									0.0000	random
wh_main_vo_actor_Chaos_MarauderChieftain	wh_main_vo_actor_Chaos_MarauderChieftain															0.0000	random
wh_main_vo_actor_Chaos_Marauder_Javelin	wh_main_vo_actor_Chaos_Marauder1_Javelin	wh_main_vo_actor_Chaos_Marauder2_Javelin	wh_main_vo_actor_Chaos_Marauder3_Javelin	wh_main_vo_actor_Chaos_Marauder4_Javelin	wh_main_vo_actor_Chaos_Marauder5_Javelin	wh_main_vo_actor_Chaos_Marauder6_Javelin	wh_main_vo_actor_Chaos_Marauder7_Javelin									0.0000	random
wh_main_vo_actor_Chaos_Sorcerer	wh_main_vo_actor_Chaos_Sorcerer1	wh_main_vo_actor_Chaos_Sorcerer2														0.0000	random
wh_main_vo_actor_Dwarf_Infantry	wh_main_vo_actor_Dwarf_Inf1	wh_main_vo_actor_Dwarf_Inf2	wh_main_vo_actor_Dwarf_Inf3	wh_main_vo_actor_Dwarf_Inf4	wh_main_vo_actor_Dwarf_Inf5	wh_main_vo_actor_Dwarf_Inf6	wh_main_vo_actor_Dwarf_Inf7	wh_main_vo_actor_Dwarf_Inf8								0.0000	random
wh_main_vo_actor_Dwarf_Lord	wh_main_vo_actor_Dwarf_Lord1	wh_main_vo_actor_Dwarf_Lord2														0.0000	random
wh_main_vo_actor_Dwarf_MasterEngineer	wh_main_vo_actor_Dwarf_MasterEngineer1	wh_main_vo_actor_Dwarf_MasterEngineer2														0.0000	random
wh_main_vo_actor_Dwarf_RuneSmith	wh_main_vo_actor_Dwarf_RuneSmith2	wh_main_vo_actor_Dwarf_RuneSmith1														0.0000	random
wh_main_vo_actor_Dwarf_Thane	wh_main_vo_actor_Dwarf_Thane2	wh_main_vo_actor_Dwarf_Thane1														0.0000	random
wh_main_vo_actor_Dwarf_ThorGrimGrudgebearer	wh_main_vo_actor_Dwarf_ThorGrimGrudgebearer															0.0000	random
wh_main_vo_actor_Dwarf_UngrimIronfist	wh_main_vo_actor_Dwarf_UngrimIronfist															0.0000	random
wh_main_vo_actor_Dwarf_Unique	wh_main_vo_actor_DwfUnq1	wh_main_vo_actor_DwfUnq2	wh_main_vo_actor_DwfUnq3	wh_main_vo_actor_DwfUnq4												0.0000	random
wh_main_vo_actor_Empire_BalthasarGelt	wh_main_vo_actor_Empire_BalthasarGelt															0.0000	random
wh_main_vo_actor_Empire_BrightWizard	wh_main_vo_actor_Empire_BrightWizard2	wh_main_vo_actor_Empire_BrightWizard1														0.0000	random
wh_main_vo_actor_Empire_Captain	wh_main_vo_actor_Empire_Captain2	wh_main_vo_actor_Empire_Captain1														0.0000	random
wh_main_vo_actor_Empire_CelestialWizard	wh_main_vo_actor_Empire_CelestialWizard1	wh_main_vo_actor_Empire_CelestialWizard2														0.0000	random
wh_main_vo_actor_Empire_General	wh_main_vo_actor_Empire_General1	wh_main_vo_actor_Empire_General2														0.0000	random
wh_main_vo_actor_Empire_Infantry	wh_main_vo_actor_Empire_Inf1	wh_main_vo_actor_Empire_Inf2	wh_main_vo_actor_Empire_Inf3	wh_main_vo_actor_Empire_Inf4	wh_main_vo_actor_Empire_Inf5	wh_main_vo_actor_Empire_Inf6	wh_main_vo_actor_Empire_Inf7	wh_main_vo_actor_Empire_Inf8	wh_main_vo_actor_Empire_Inf9	wh_main_vo_actor_Empire_Inf10						0.0000	random
wh_main_vo_actor_Empire_KarlFranz	wh_main_vo_actor_Empire_KarlFranz															0.0000	random
wh_main_vo_actor_Empire_Kislev	wh_main_vo_actor_Empire_Kislev															0.0000	random
wh_main_vo_actor_Empire_LightWizard	wh_main_vo_actor_Empire_LightWizard1	wh_main_vo_actor_Empire_LightWizard2														0.0000	random
wh_main_vo_actor_Empire_Mounted	wh_main_vo_actor_Empire_Mtd1	wh_main_vo_actor_Empire_Mtd2	wh_main_vo_actor_Empire_Mtd3	wh_main_vo_actor_Empire_Mtd4	wh_main_vo_actor_Empire_Mtd5											0.0000	random
wh_main_vo_actor_Empire_WarriorPriest	wh_main_vo_actor_Empire_WarriorPriest2	wh_main_vo_actor_Empire_WarriorPriest1														0.0000	random
wh_main_vo_actor_Empire_WitchHunter	wh_main_vo_actor_Empire_WitchHunter1	wh_main_vo_actor_Empire_WitchHunter2														0.0000	random
wh_main_vo_actor_Goblin_BigBoss	wh_main_vo_actor_Goblin_BigBoss2	wh_main_vo_actor_Goblin_BigBoss1														0.0000	random
wh_main_vo_actor_Goblin_GreatShaman	wh_main_vo_actor_Goblin_GreatShaman2	wh_main_vo_actor_Goblin_GreatShaman1														0.0000	random
wh_main_vo_actor_Goblin_Infantry	wh_main_vo_actor_Goblin_Inf1	wh_main_vo_actor_Goblin_Inf2	wh_main_vo_actor_Goblin_Inf3	wh_main_vo_actor_Goblin_Inf4	wh_main_vo_actor_Goblin_Inf5	wh_main_vo_actor_Goblin_Inf6	wh_main_vo_actor_Goblin_Inf7	wh_main_vo_actor_Goblin_Inf8								0.0000	random
wh_main_vo_actor_Goblin_NightShaman	wh_main_vo_actor_Goblin_NightShaman2	wh_main_vo_actor_Goblin_NightShaman1														0.0000	random
wh_main_vo_actor_Goblin_SpiderRider	wh_main_vo_actor_Goblin_SpiderRider1	wh_main_vo_actor_Goblin_SpiderRider2	wh_main_vo_actor_Goblin_SpiderRider3	wh_main_vo_actor_Goblin_SpiderRider4												0.0000	random
wh_main_vo_actor_Orc_AzhagTheSlaughterer	wh_main_vo_actor_Orc_AzhagTheSlaughterer															0.0000	random
wh_main_vo_actor_Orc_GrimgorIronhide	wh_main_vo_actor_Orc_GrimgorIronhide															0.0000	random
wh_main_vo_actor_Orc_Infantry	wh_main_vo_actor_Orc_Inf1	wh_main_vo_actor_Orc_Inf2	wh_main_vo_actor_Orc_Inf3	wh_main_vo_actor_Orc_Inf4	wh_main_vo_actor_Orc_Inf5											0.0000	random
wh_main_vo_actor_Orc_Shaman	wh_main_vo_actor_Orc_Shaman1	wh_main_vo_actor_Orc_Shaman2														0.0000	random
wh_main_vo_actor_Orc_Warboss	wh_main_vo_actor_Orc_Warboss1	wh_main_vo_actor_Orc_Warboss2														0.0000	random
wh_main_vo_actor_Vampire_Banshee	wh_main_vo_actor_Vampire_Banshee															0.0000	random
wh_main_vo_actor_Vampire_FemaleVamp	wh_main_vo_actor_Vampire_FemaleVamp2	wh_main_vo_actor_Vampire_FemaleVamp1														0.0000	random
wh_main_vo_actor_Vampire_HeinrichKemmler	wh_main_vo_actor_Vampire_HeinrichKemmler															0.0000	random
wh_main_vo_actor_Vampire_Lord	wh_main_vo_actor_Vampire_Lord1	wh_main_vo_actor_Vampire_Lord2														0.0000	random
wh_main_vo_actor_Vampire_MannfredVonCarstein	wh_main_vo_actor_Vampire_MannfredVonCarstein															0.0000	random
wh_main_vo_actor_Vampire_MasterNecromancer	wh_main_vo_actor_Vampire_MasterNecromancer1	wh_main_vo_actor_Vampire_MasterNecromancer2														0.0000	random
wh_main_vo_actor_Vampire_Necromancer	wh_main_vo_actor_Vampire_Necromancer2	wh_main_vo_actor_Vampire_Necromancer1														0.0000	random
wh_main_vo_actor_Vampire_WightKing	wh_main_vo_actor_Vampire_WightKing1	wh_main_vo_actor_Vampire_WightKing2														0.0000	random
wh_main_vo_actor_default	wh_main_vo_actor_default															0.0000	random
wh_main_vo_actor_group_sound	wh_main_vo_actor_group_sound															0.0000	random
wh_pro01_vo_actor_Dwarf_Grombrindal	wh_pro01_vo_actor_Dwarf_Grombrindal															0.0000	random
wh_pro02_vo_actor_Vampire_Isabella_Von_Carstein	wh_pro02_vo_actor_Vampire_Isabella_Von_Carstein															0.0000	random
wh_pro03_vo_actor_Vampire_chaos_Krell	wh_pro03_vo_actor_Vampire_chaos_Krell															0.0000	random
wh_silent_allow_individuals	wh_silent_allow_individuals															0.0000	random
wh_vo_actor_silent	wh_silent															0.0000	random
