battle_personality	land_unit	attach	riders_attachment_point	engine_articulation_index	jettison_rider
wh_dlc03_bst_razorgor_shaman_chariot_rider2	wh2_dlc17_bst_cha_bray_shaman_beasts_2	autonomous_rider	ap_crewposition_1	-1	true
wh_dlc03_bst_razorgor_chariot_rider1	wh2_dlc17_bst_cha_bray_shaman_death_2	autonomous_rider	ap_crewposition_0	-1	true
wh_dlc03_bst_razorgor_shaman_chariot_rider2	wh2_dlc17_bst_cha_bray_shaman_death_2	autonomous_rider	ap_crewposition_1	-1	true
wh_dlc03_bst_razorgor_chariot_rider1	wh2_dlc17_bst_cha_bray_shaman_shadows_2	autonomous_rider	ap_crewposition_0	-1	true
wh_dlc03_bst_razorgor_shaman_chariot_rider2	wh2_dlc17_bst_cha_bray_shaman_shadows_2	autonomous_rider	ap_crewposition_1	-1	true
wh_dlc03_bst_razorgor_chariot_rider1	wh2_dlc17_bst_cha_bray_shaman_wild_2	autonomous_rider	ap_crewposition_0	-1	true
wh_dlc03_bst_razorgor_shaman_chariot_rider2	wh2_dlc17_bst_cha_bray_shaman_wild_2	autonomous_rider	ap_crewposition_1	-1	true
wh_dlc03_bst_razorgor_chariot_rider1	wh2_dlc17_bst_cha_khazrak_one_eye_2	autonomous_rider	ap_crewposition_0	-1	true
wh_dlc03_bst_razorgor_khazrak_chariot_rider2	wh2_dlc17_bst_cha_khazrak_one_eye_2	autonomous_rider	ap_crewposition_1	-1	true
wh2_dlc17_bst_razorgor_wargor_chariot_rider2	wh2_dlc17_bst_cha_wargor_1	autonomous_rider	ap_crewposition_1	-1	true
wh_dlc03_bst_razorgor_chariot_rider1	wh2_dlc17_bst_cha_wargor_1	autonomous_rider	ap_crewposition_0	-1	true
wh2_dlc17_bst_razorgor_wargor_chariot_rider2	wh2_dlc17_bst_cha_wargor_2	autonomous_rider	ap_crewposition_1	-1	true
wh_dlc03_bst_razorgor_chariot_rider1	wh2_dlc17_bst_cha_wargor_2	autonomous_rider	ap_crewposition_0	-1	true
wh2_dlc17_lzd_skink_oracle_troglodon	wh2_dlc17_lzd_cha_skink_oracle_troglodon_0	autonomous_rider	ap_saddle_rider3	-1	true
wh2_main_def_cold_one_chariot_charioteer	wh2_main_def_cav_cold_one_chariot	autonomous_rider	ap_crewposition_0	-1	true
wh2_main_def_cold_one_chariot_rider1	wh2_main_def_cav_cold_one_chariot	autonomous_rider	ap_crewposition_1	-1	true
wh2_main_def_cold_one_chariot_rider2	wh2_main_def_cav_cold_one_chariot	autonomous_rider	ap_crewposition_2	-1	true
wh2_main_def_veh_cauldron_of_blood_death_hag	wh2_main_def_cha_death_hag_1	autonomous_rider	ap_crewposition_0	-1	true
wh2_main_def_veh_cauldron_of_blood_rider_0	wh2_main_def_cha_death_hag_1	autonomous_rider	ap_crewposition_1	-1	true
wh2_main_def_veh_cauldron_of_blood_rider_1	wh2_main_def_cha_death_hag_1	autonomous_rider	ap_crewposition_2	-1	true
wh2_def_dreadlord_dragon	wh2_main_def_cha_dreadlord_4	autonomous_rider	ap_riderposition_0	-1	true
wh2_def_dreadlord_female_dragon	wh2_main_def_cha_dreadlord_female_4	autonomous_rider	ap_riderposition_0	-1	true
wh2_main_def_cold_one_chariot_malekith	wh2_main_def_cha_malekith_2	autonomous_rider	ap_crewposition_0	-1	true
wh2_main_def_seraphon_malekith	wh2_main_def_cha_malekith_3	autonomous_rider	ap_riderposition_0	-1	true
wh2_main_hef_ithilmar_chariot_charioteer	wh2_main_hef_cav_ithilmar_chariot	autonomous_rider	ap_crewposition_0	-1	true
wh2_main_hef_ithilmar_chariot_rider2	wh2_main_hef_cav_ithilmar_chariot	autonomous_rider	ap_crewposition_1	-1	true
wh2_main_hef_tiranoc_chariot_charioteer	wh2_main_hef_cav_tiranoc_chariot	autonomous_rider	ap_crewposition_0	-1	true
wh2_main_hef_tiranoc_chariot_rider1	wh2_main_hef_cav_tiranoc_chariot	autonomous_rider	ap_crewposition_1	-1	true
wh2_main_hef_tiranoc_chariot_rider2	wh2_main_hef_cav_tiranoc_chariot	autonomous_rider	ap_crewposition_2	-1	true
wh2_main_hef_alastar_eagle_rider1	wh2_main_hef_cha_alastar_3	autonomous_rider		-1	true
wh2_main_hef_alastar_dragon_rider1	wh2_main_hef_cha_alastar_4	autonomous_rider	ap_riderpos_0	-1	true
wh2_main_hef_alastar_dragon_rider1	wh2_main_hef_cha_alastar_5	autonomous_rider	ap_riderpos_0	-1	true
wh2_main_hef_chariot_mage_high	wh2_main_hef_cha_mage_high_4	autonomous_rider	ap_crewposition_1	-1	true
wh2_main_hef_ithilmar_chariot_charioteer	wh2_main_hef_cha_mage_high_4	autonomous_rider	ap_crewposition_0	-1	true
wh2_main_hef_chariot_mage_life	wh2_main_hef_cha_mage_life_4	autonomous_rider	ap_crewposition_1	-1	true
wh2_main_hef_ithilmar_chariot_charioteer	wh2_main_hef_cha_mage_life_4	autonomous_rider	ap_crewposition_0	-1	true
wh2_main_hef_chariot_mage_light	wh2_main_hef_cha_mage_light_4	autonomous_rider	ap_crewposition_1	-1	true
wh2_main_hef_ithilmar_chariot_charioteer	wh2_main_hef_cha_mage_light_4	autonomous_rider	ap_crewposition_0	-1	true
wh2_main_hef_noble_eagle	wh2_main_hef_cha_noble_3	autonomous_rider		-1	true
wh2_main_hef_chariot_noble	wh2_main_hef_cha_noble_4	autonomous_rider	ap_crewposition_1	-1	true
wh2_main_hef_ithilmar_chariot_charioteer	wh2_main_hef_cha_noble_4	autonomous_rider	ap_crewposition_0	-1	true
wh2_main_hef_prince_eagle_rider1	wh2_main_hef_cha_prince_3	autonomous_rider		-1	true
wh2_main_hef_prince_dragon_rider1	wh2_main_hef_cha_prince_4	autonomous_rider	ap_riderpos_0	-1	true
wh2_main_hef_prince_dragon_rider1	wh2_main_hef_cha_prince_5	autonomous_rider	ap_riderpos_0	-1	true
wh2_main_hef_princess_eagle	wh2_main_hef_cha_princess_3	autonomous_rider	ap_saddle_rider_01	-1	true
wh2_main_hef_princess_dragon	wh2_main_hef_cha_princess_4	autonomous_rider	ap_riderpos_0	-1	true
wh2_main_hef_princess_dragon	wh2_main_hef_cha_princess_5	autonomous_rider	ap_riderpos_0	-1	true
wh2_main_lzd_cha_kroq_gar_carnosaur	wh2_main_lzd_cha_kroq_gar_1	officer	ap_saddle_rider1	-1	true
wh2_main_lzd_mazdamundi_0	wh2_main_lzd_cha_lord_mazdamundi_0	autonomous_rider	ap_platform_rider_0	-1	true
wh2_main_lzd_mon_ancient_stegadon_rider_mazdamundi_0	wh2_main_lzd_cha_lord_mazdamundi_1	autonomous_rider	ap_platform_rider_slann	-1	true
wh2_main_lzd_mon_ancient_stegadon_rider_mazdamundi_skink_1	wh2_main_lzd_cha_lord_mazdamundi_1	autonomous_rider	ap_platform_rider_3	-1	true
wh2_main_lzd_mon_ancient_stegadon_rider_mazdamundi_skink_2	wh2_main_lzd_cha_lord_mazdamundi_1	autonomous_rider	ap_platform_rider_4	-1	true
wh2_main_lzd_cha_saurus_old_blood_carnosaur	wh2_main_lzd_cha_saurus_old_blood_2	officer	ap_saddle_rider1	-1	true
wh2_main_lzd_cha_scar_veteran_carnosaur	wh2_main_lzd_cha_saurus_scar_veteran_2	officer	ap_saddle_rider1	-1	true
wh2_main_lzd_mon_stegadon_rider_1	wh2_main_lzd_cha_skink_chief_2	autonomous_rider	ap_platform_rider_1	-1	true
wh2_main_lzd_mon_stegadon_rider_2	wh2_main_lzd_cha_skink_chief_2	autonomous_rider	ap_platform_rider_2	-1	true
wh2_main_lzd_mon_stegadon_rider_3	wh2_main_lzd_cha_skink_chief_2	autonomous_rider	ap_platform_rider_3	-1	true
wh2_main_lzd_mon_stegadon_rider_4	wh2_main_lzd_cha_skink_chief_2	autonomous_rider	ap_platform_rider_4	-1	true
wh2_main_lzd_mon_stegadon_rider_skink_chief_0	wh2_main_lzd_cha_skink_chief_2	autonomous_rider	ap_platform_rider_0	-1	true
wh2_main_lzd_mon_ancient_stegadon_rider_0	wh2_main_lzd_cha_skink_chief_3	autonomous_rider	ap_platform_rider_5	-1	true
wh2_main_lzd_mon_ancient_stegadon_rider_1	wh2_main_lzd_cha_skink_chief_3	autonomous_rider	ap_platform_rider_6	-1	true
wh2_main_lzd_mon_stegadon_rider_1	wh2_main_lzd_cha_skink_chief_3	autonomous_rider	ap_platform_rider_1	-1	true
wh2_main_lzd_mon_stegadon_rider_2	wh2_main_lzd_cha_skink_chief_3	autonomous_rider	ap_platform_rider_2	-1	true
wh2_main_lzd_mon_stegadon_rider_skink_chief_0	wh2_main_lzd_cha_skink_chief_3	autonomous_rider	ap_platform_rider_0	-1	true
wh2_main_lzd_mon_stegadon_rider_1	wh2_main_lzd_cha_skink_priest_beasts_2	autonomous_rider	ap_platform_rider_1	-1	true
wh2_main_lzd_mon_stegadon_rider_2	wh2_main_lzd_cha_skink_priest_beasts_2	autonomous_rider	ap_platform_rider_2	-1	true
wh2_main_lzd_mon_stegadon_rider_3	wh2_main_lzd_cha_skink_priest_beasts_2	autonomous_rider	ap_platform_rider_3	-1	true
wh2_main_lzd_mon_stegadon_rider_4	wh2_main_lzd_cha_skink_priest_beasts_2	autonomous_rider	ap_platform_rider_4	-1	true
wh2_main_lzd_mon_stegadon_rider_skink_priest_0	wh2_main_lzd_cha_skink_priest_beasts_2	autonomous_rider	ap_platform_rider_0	-1	true
wh2_main_lzd_mon_ancient_stegadon_rider_0	wh2_main_lzd_cha_skink_priest_beasts_3	autonomous_rider	ap_platform_rider_5	-1	true
wh2_main_lzd_mon_ancient_stegadon_rider_1	wh2_main_lzd_cha_skink_priest_beasts_3	autonomous_rider	ap_platform_rider_6	-1	true
wh2_main_lzd_mon_stegadon_rider_1	wh2_main_lzd_cha_skink_priest_beasts_3	autonomous_rider	ap_platform_rider_1	-1	true
wh2_main_lzd_mon_stegadon_rider_2	wh2_main_lzd_cha_skink_priest_beasts_3	autonomous_rider	ap_platform_rider_2	-1	true
wh2_main_lzd_mon_stegadon_rider_skink_priest_0	wh2_main_lzd_cha_skink_priest_beasts_3	autonomous_rider	ap_platform_rider_0	-1	true
wh2_main_lzd_mon_stegadon_rider_1	wh2_main_lzd_cha_skink_priest_heavens_2	autonomous_rider	ap_platform_rider_1	-1	true
wh2_main_lzd_mon_stegadon_rider_2	wh2_main_lzd_cha_skink_priest_heavens_2	autonomous_rider	ap_platform_rider_2	-1	true
wh2_main_lzd_mon_stegadon_rider_3	wh2_main_lzd_cha_skink_priest_heavens_2	autonomous_rider	ap_platform_rider_3	-1	true
wh2_main_lzd_mon_stegadon_rider_4	wh2_main_lzd_cha_skink_priest_heavens_2	autonomous_rider	ap_platform_rider_4	-1	true
wh2_main_lzd_mon_stegadon_rider_skink_priest_0	wh2_main_lzd_cha_skink_priest_heavens_2	autonomous_rider	ap_platform_rider_0	-1	true
wh2_main_lzd_mon_ancient_stegadon_rider_0	wh2_main_lzd_cha_skink_priest_heavens_3	autonomous_rider	ap_platform_rider_5	-1	true
wh2_main_lzd_mon_ancient_stegadon_rider_1	wh2_main_lzd_cha_skink_priest_heavens_3	autonomous_rider	ap_platform_rider_6	-1	true
wh2_main_lzd_mon_stegadon_rider_1	wh2_main_lzd_cha_skink_priest_heavens_3	autonomous_rider	ap_platform_rider_1	-1	true
wh2_main_lzd_mon_stegadon_rider_2	wh2_main_lzd_cha_skink_priest_heavens_3	autonomous_rider	ap_platform_rider_2	-1	true
wh2_main_lzd_mon_stegadon_rider_skink_priest_0	wh2_main_lzd_cha_skink_priest_heavens_3	autonomous_rider	ap_platform_rider_0	-1	true
wh2_main_lzd_slann_0	wh2_main_lzd_cha_slann_mage_priest_campaign_0	autonomous_rider	ap_platform_rider_0	-1	true
wh2_main_lzd_slann_0	wh2_main_lzd_cha_slann_mage_priest_heavens_0	autonomous_rider	ap_platform_rider_0	-1	true
wh2_main_lzd_slann_0	wh2_main_lzd_cha_slann_mage_priest_high_0	autonomous_rider	ap_platform_rider_0	-1	true
wh2_main_lzd_slann_0	wh2_main_lzd_cha_slann_mage_priest_life_0_qb	autonomous_rider	ap_platform_rider_0	-1	true
wh2_main_lzd_slann_0	wh2_main_lzd_cha_slann_mage_priest_light_0	autonomous_rider	ap_platform_rider_0	-1	true
wh2_main_lzd_mon_ancient_stegadon_rider_0	wh2_main_lzd_mon_ancient_stegadon	autonomous_rider	ap_platform_rider_5	-1	true
wh2_main_lzd_mon_ancient_stegadon_rider_1	wh2_main_lzd_mon_ancient_stegadon	autonomous_rider	ap_platform_rider_6	-1	true
wh2_main_lzd_mon_stegadon_rider_0	wh2_main_lzd_mon_ancient_stegadon	autonomous_rider	ap_platform_rider_0	-1	true
wh2_main_lzd_mon_stegadon_rider_1	wh2_main_lzd_mon_ancient_stegadon	autonomous_rider	ap_platform_rider_1	-1	true
wh2_main_lzd_mon_stegadon_rider_2	wh2_main_lzd_mon_ancient_stegadon	autonomous_rider	ap_platform_rider_2	-1	true
wh2_main_lzd_mon_bastiladon_1_rider_0	wh2_main_lzd_mon_bastiladon_1	autonomous_rider	ap_bastiladon_rider_0	-1	true
wh2_main_lzd_mon_bastiladon_1_rider_1	wh2_main_lzd_mon_bastiladon_1	autonomous_rider	ap_bastiladon_rider_1	-1	true
wh2_main_lzd_mon_bastiladon_1_rider_2	wh2_main_lzd_mon_bastiladon_1	autonomous_rider	ap_bastiladon_rider_2	-1	true
wh2_main_lzd_mon_bastiladon_1_rider_3	wh2_main_lzd_mon_bastiladon_1	autonomous_rider	ap_bastiladon_rider_3	-1	true
wh2_main_lzd_mon_bastiladon_rider_0	wh2_main_lzd_mon_bastiladon_2	autonomous_rider	ap_bastiladon_rider_0	-1	true
wh2_main_lzd_mon_bastiladon_rider_1	wh2_main_lzd_mon_bastiladon_2	autonomous_rider	ap_bastiladon_rider_1	-1	true
wh2_main_lzd_mon_bastiladon_rider_2	wh2_main_lzd_mon_bastiladon_2	autonomous_rider	ap_bastiladon_rider_2	-1	true
wh2_main_lzd_mon_bastiladon_rider_3	wh2_main_lzd_mon_bastiladon_2	autonomous_rider	ap_bastiladon_rider_3	-1	true
wh2_main_lzd_mon_bastiladon_rider_0	wh2_main_lzd_mon_bastiladon_blessed_2	autonomous_rider	ap_bastiladon_rider_0	-1	true
wh2_main_lzd_mon_bastiladon_rider_1	wh2_main_lzd_mon_bastiladon_blessed_2	autonomous_rider	ap_bastiladon_rider_1	-1	true
wh2_main_lzd_mon_bastiladon_rider_2	wh2_main_lzd_mon_bastiladon_blessed_2	autonomous_rider	ap_bastiladon_rider_2	-1	true
wh2_main_lzd_mon_bastiladon_rider_3	wh2_main_lzd_mon_bastiladon_blessed_2	autonomous_rider	ap_bastiladon_rider_3	-1	true
wh2_main_lzd_mon_stegadon_rider_0	wh2_main_lzd_mon_stegadon_1	autonomous_rider	ap_platform_rider_0	-1	true
wh2_main_lzd_mon_stegadon_rider_1	wh2_main_lzd_mon_stegadon_1	autonomous_rider	ap_platform_rider_1	-1	true
wh2_main_lzd_mon_stegadon_rider_2	wh2_main_lzd_mon_stegadon_1	autonomous_rider	ap_platform_rider_2	-1	true
wh2_main_lzd_mon_stegadon_rider_3	wh2_main_lzd_mon_stegadon_1	autonomous_rider	ap_platform_rider_3	-1	true
wh2_main_lzd_mon_stegadon_rider_4	wh2_main_lzd_mon_stegadon_1	autonomous_rider	ap_platform_rider_4	-1	true
wh2_main_lzd_mon_stegadon_rider_0	wh2_main_lzd_mon_stegadon_blessed_1	autonomous_rider	ap_platform_rider_0	-1	true
wh2_main_lzd_mon_stegadon_rider_1	wh2_main_lzd_mon_stegadon_blessed_1	autonomous_rider	ap_platform_rider_1	-1	true
wh2_main_lzd_mon_stegadon_rider_2	wh2_main_lzd_mon_stegadon_blessed_1	autonomous_rider	ap_platform_rider_2	-1	true
wh2_main_lzd_mon_stegadon_rider_3	wh2_main_lzd_mon_stegadon_blessed_1	autonomous_rider	ap_platform_rider_3	-1	true
wh2_main_lzd_mon_stegadon_rider_4	wh2_main_lzd_mon_stegadon_blessed_1	autonomous_rider	ap_platform_rider_4	-1	true
wh2_main_skv_cha_grey_seer_1	wh2_main_skv_cha_grey_seer_plague_1	autonomous_rider	ap_platform_rider_0	-1	true
wh2_main_skv_cha_grey_seer_1	wh2_main_skv_cha_grey_seer_ruin_1	autonomous_rider	ap_platform_rider_0	-1	true
wh2_main_skv_cha_plague_priest_2	wh2_main_skv_cha_plague_priest_2	autonomous_rider	ap_platform_rider_0	-1	true
wh2_main_skv_cha_warlord_1	wh2_main_skv_cha_warlord_1	officer	ap_platform_rider_0	-1	true
wh2_main_skv_veh_doomwheel_crew_0	wh2_main_skv_veh_doomwheel	autonomous_rider	ap_crewposition_1	-1	true
wh2_main_skv_veh_doomwheel_driver_0	wh2_main_skv_veh_doomwheel	autonomous_rider	ap_crewposition_0	-1	true
wh2_main_skv_veh_doomwheel_rat1	wh2_main_skv_veh_doomwheel	autonomous_rider	ap_rat_0	-1	true
wh2_main_skv_veh_doomwheel_rat10	wh2_main_skv_veh_doomwheel	autonomous_rider	ap_rat_9	-1	true
wh2_main_skv_veh_doomwheel_rat11	wh2_main_skv_veh_doomwheel	autonomous_rider	ap_rat_10	-1	true
wh2_main_skv_veh_doomwheel_rat12	wh2_main_skv_veh_doomwheel	autonomous_rider	ap_rat_11	-1	true
wh2_main_skv_veh_doomwheel_rat13	wh2_main_skv_veh_doomwheel	autonomous_rider	ap_rat_12	-1	true
wh2_main_skv_veh_doomwheel_rat14	wh2_main_skv_veh_doomwheel	autonomous_rider	ap_rat_13	-1	true
wh2_main_skv_veh_doomwheel_rat15	wh2_main_skv_veh_doomwheel	autonomous_rider	ap_rat_14	-1	true
wh2_main_skv_veh_doomwheel_rat16	wh2_main_skv_veh_doomwheel	autonomous_rider	ap_rat_15	-1	true
wh2_main_skv_veh_doomwheel_rat17	wh2_main_skv_veh_doomwheel	autonomous_rider	ap_rat_16	-1	true
wh2_main_skv_veh_doomwheel_rat18	wh2_main_skv_veh_doomwheel	autonomous_rider	ap_rat_17	-1	true
wh2_main_skv_veh_doomwheel_rat19	wh2_main_skv_veh_doomwheel	autonomous_rider	ap_rat_18	-1	true
wh2_main_skv_veh_doomwheel_rat2	wh2_main_skv_veh_doomwheel	autonomous_rider	ap_rat_1	-1	true
wh2_main_skv_veh_doomwheel_rat20	wh2_main_skv_veh_doomwheel	autonomous_rider	ap_rat_19	-1	true
wh2_main_skv_veh_doomwheel_rat3	wh2_main_skv_veh_doomwheel	autonomous_rider	ap_rat_2	-1	true
wh2_main_skv_veh_doomwheel_rat4	wh2_main_skv_veh_doomwheel	autonomous_rider	ap_rat_3	-1	true
wh2_main_skv_veh_doomwheel_rat5	wh2_main_skv_veh_doomwheel	autonomous_rider	ap_rat_4	-1	true
wh2_main_skv_veh_doomwheel_rat6	wh2_main_skv_veh_doomwheel	autonomous_rider	ap_rat_5	-1	true
wh2_main_skv_veh_doomwheel_rat7	wh2_main_skv_veh_doomwheel	autonomous_rider	ap_rat_6	-1	true
wh2_main_skv_veh_doomwheel_rat8	wh2_main_skv_veh_doomwheel	autonomous_rider	ap_rat_7	-1	true
wh2_main_skv_veh_doomwheel_rat9	wh2_main_skv_veh_doomwheel	autonomous_rider	ap_rat_8	-1	true
wh2_main_skv_veh_doomwheel_warp_lightning_0	wh2_main_skv_veh_doomwheel	autonomous_rider	ap_weapon_front	-1	true
wh2_main_skv_veh_doomwheel_warp_lightning_1	wh2_main_skv_veh_doomwheel	autonomous_rider	ap_weapon_left	-1	true
wh2_main_skv_veh_doomwheel_warp_lightning_2	wh2_main_skv_veh_doomwheel	autonomous_rider	ap_weapon_right	-1	true
wh2_twa01_grn_grn_mon_arachnorok_spider_goblin_great_shaman_rider_0	wh2_twa01_grn_cha_goblin_great_shaman_3	autonomous_rider	ap_shrine_rider_00	-1	true
wh_main_grn_mon_shrine_arachnarok_spider_rider_1	wh2_twa01_grn_cha_goblin_great_shaman_3	autonomous_rider	ap_shrine_rider_01	-1	true
wh_main_grn_mon_shrine_arachnarok_spider_rider_2	wh2_twa01_grn_cha_goblin_great_shaman_3	autonomous_rider	ap_shrine_rider_02	-1	true
wh_main_grn_mon_shrine_arachnarok_spider_rider_3	wh2_twa01_grn_cha_goblin_great_shaman_3	autonomous_rider	ap_shrine_rider_03	-1	true
wh_main_grn_mon_shrine_arachnarok_spider_rider_4	wh2_twa01_grn_cha_goblin_great_shaman_3	autonomous_rider	ap_shrine_rider_04	-1	true
wh_main_grn_mon_shrine_arachnarok_spider_rider_5	wh2_twa01_grn_cha_goblin_great_shaman_3	autonomous_rider	ap_shrine_rider_05	-1	true
wh_main_grn_mon_shrine_arachnarok_spider_rider_6	wh2_twa01_grn_cha_goblin_great_shaman_3	autonomous_rider	ap_shrine_rider_06	-1	true
wh_main_grn_mon_shrine_arachnarok_spider_rider_7	wh2_twa01_grn_cha_goblin_great_shaman_3	autonomous_rider	ap_shrine_rider_07	-1	true
wh2_twa02_wef_female_glade_captain_eagle_rider1	wh2_twa02_wef_cha_glade_captain_2	autonomous_rider		-1	true
wh2_dlc14_def_scourgerunner_chariot_rider1_mount	wh2_twa03_def_cha_rakarth_1	autonomous_rider	ap_crewposition_1	-1	true
wh2_dlc14_def_scourgerunner_chariot_rider2_mount	wh2_twa03_def_cha_rakarth_1	autonomous_rider	ap_crewposition_2	-1	true
wh2_twa03_def_scourgerunner_chariot_rakarth	wh2_twa03_def_cha_rakarth_1	autonomous_rider	ap_crewposition_0	-1	true
wh2_twa03_def_cha_rakarth_manticore_rider1	wh2_twa03_def_cha_rakarth_2	autonomous_rider		-1	true
wh2_twa03_def_bracchus_rakarth	wh2_twa03_def_cha_rakarth_3	autonomous_rider	ap_riderposition_0	-1	true
wh2_dlc17_bst_razorgor_great_bray_shaman_chariot_rider2	wh2_twa04_bst_cha_great_bray_shaman_beasts_1	autonomous_rider	ap_crewposition_1	-1	true
wh_dlc03_bst_razorgor_chariot_rider1	wh2_twa04_bst_cha_great_bray_shaman_beasts_1	autonomous_rider	ap_crewposition_0	-1	true
wh2_dlc17_bst_razorgor_great_bray_shaman_chariot_rider2	wh2_twa04_bst_cha_great_bray_shaman_beasts_2	autonomous_rider	ap_crewposition_1	-1	true
wh_dlc03_bst_razorgor_chariot_rider1	wh2_twa04_bst_cha_great_bray_shaman_beasts_2	autonomous_rider	ap_crewposition_0	-1	true
wh2_dlc17_bst_razorgor_great_bray_shaman_chariot_rider2	wh2_twa04_bst_cha_great_bray_shaman_death_1	autonomous_rider	ap_crewposition_1	-1	true
wh_dlc03_bst_razorgor_chariot_rider1	wh2_twa04_bst_cha_great_bray_shaman_death_1	autonomous_rider	ap_crewposition_0	-1	true
wh2_dlc17_bst_razorgor_great_bray_shaman_chariot_rider2	wh2_twa04_bst_cha_great_bray_shaman_death_2	autonomous_rider	ap_crewposition_1	-1	true
wh_dlc03_bst_razorgor_chariot_rider1	wh2_twa04_bst_cha_great_bray_shaman_death_2	autonomous_rider	ap_crewposition_0	-1	true
wh2_dlc17_bst_razorgor_great_bray_shaman_chariot_rider2	wh2_twa04_bst_cha_great_bray_shaman_shadows_1	autonomous_rider	ap_crewposition_1	-1	true
wh_dlc03_bst_razorgor_chariot_rider1	wh2_twa04_bst_cha_great_bray_shaman_shadows_1	autonomous_rider	ap_crewposition_0	-1	true
wh2_dlc17_bst_razorgor_great_bray_shaman_chariot_rider2	wh2_twa04_bst_cha_great_bray_shaman_shadows_2	autonomous_rider	ap_crewposition_1	-1	true
wh_dlc03_bst_razorgor_chariot_rider1	wh2_twa04_bst_cha_great_bray_shaman_shadows_2	autonomous_rider	ap_crewposition_0	-1	true
wh2_dlc17_bst_razorgor_great_bray_shaman_chariot_rider2	wh2_twa04_bst_cha_great_bray_shaman_wild_1	autonomous_rider	ap_crewposition_1	-1	true
wh_dlc03_bst_razorgor_chariot_rider1	wh2_twa04_bst_cha_great_bray_shaman_wild_1	autonomous_rider	ap_crewposition_0	-1	true
wh2_dlc17_bst_razorgor_great_bray_shaman_chariot_rider2	wh2_twa04_bst_cha_great_bray_shaman_wild_2	autonomous_rider	ap_crewposition_1	-1	true
wh_dlc03_bst_razorgor_chariot_rider1	wh2_twa04_bst_cha_great_bray_shaman_wild_2	autonomous_rider	ap_crewposition_0	-1	true
wh3_dlc20_chs_cav_chariot_charioteer_mkho	wh3_dlc20_chs_cav_chaos_chariot_mkho	autonomous_rider	ap_crewposition_0	-1	true
wh3_main_kho_gorebeast_chariot_rider_2	wh3_dlc20_chs_cav_chaos_chariot_mkho	autonomous_rider	ap_crewposition_1	-1	true
wh3_dlc20_chs_cav_chariot_charioteer_mnur	wh3_dlc20_chs_cav_chaos_chariot_mnur	autonomous_rider	ap_crewposition_0	-1	true
wh3_dlc20_chs_cav_chariot_warrior_mnur	wh3_dlc20_chs_cav_chaos_chariot_mnur	autonomous_rider	ap_crewposition_1	-1	true
wh3_dlc20_chs_cav_chariot_charioteer_msla_ror	wh3_dlc20_chs_cav_chaos_chariot_msla_ror	autonomous_rider	ap_crewposition_0	-1	true
wh3_dlc20_chs_cav_chariot_rider_msla_ror	wh3_dlc20_chs_cav_chaos_chariot_msla_ror	autonomous_rider	ap_crewposition_1	-1	true
wh3_dlc20_chs_cav_chariot_charioteer_msla	wh3_dlc20_chs_cav_chaos_chariot_msla	autonomous_rider	ap_crewposition_0	-1	true
wh3_dlc20_chs_cav_chariot_warrior_msla	wh3_dlc20_chs_cav_chaos_chariot_msla	autonomous_rider	ap_crewposition_1	-1	true
wh3_dlc20_chs_cav_chariot_charioteer_mtze	wh3_dlc20_chs_cav_chaos_chariot_mtze	autonomous_rider	ap_crewposition_0	-1	true
wh3_dlc20_chs_cav_chariot_warrior_mtze	wh3_dlc20_chs_cav_chaos_chariot_mtze	autonomous_rider	ap_crewposition_1	-1	true
wh3_dlc20_chs_cav_chaos_knights_mkho_lances	wh3_dlc20_chs_cav_chaos_knights_mkho_lances	autonomous_rider	ap_riderposition_0	-1	true
wh3_dlc20_chs_cav_chaos_knights_mkho	wh3_dlc20_chs_cav_chaos_knights_mkho	autonomous_rider	ap_riderposition_0	-1	true
wh3_dlc20_chs_cav_chaos_knights_mnur_lances	wh3_dlc20_chs_cav_chaos_knights_mnur_lances	autonomous_rider	ap_riderposition_0	-1	true
wh3_dlc20_chs_cav_chaos_knights_mnur	wh3_dlc20_chs_cav_chaos_knights_mnur	autonomous_rider	ap_riderposition_0	-1	true
wh3_dlc20_chs_cav_chaos_knights_msla_lances	wh3_dlc20_chs_cav_chaos_knights_msla_lances	autonomous_rider	ap_riderposition_0	-1	true
wh3_dlc20_chs_cav_chaos_knights_msla	wh3_dlc20_chs_cav_chaos_knights_msla	autonomous_rider	ap_riderposition_0	-1	true
wh3_dlc20_chs_cav_chaos_knights_mtze_lances	wh3_dlc20_chs_cav_chaos_knights_mtze_lances	autonomous_rider	ap_riderposition_0	-1	true
wh3_dlc20_chs_cav_marauder_horsemen_mkho_throwing_axes	wh3_dlc20_chs_cav_marauder_horsemen_mkho_throwing_axes	autonomous_rider	ap_riderposition_0	-1	true
wh3_dlc20_chs_cav_marauder_horsemen_mnur_throwing_axes	wh3_dlc20_chs_cav_marauder_horsemen_mnur_throwing_axes	autonomous_rider	ap_riderposition_0	-1	true
wh3_dlc20_chs_cav_marauder_horsemen_msla_javelins	wh3_dlc20_chs_cav_marauder_horsemen_msla_javelins	autonomous_rider	ap_riderposition_0	-1	true
wh3_dlc20_chs_cav_marauder_horsemen_mtze_javelins	wh3_dlc20_chs_cav_marauder_horsemen_mtze_javelins	autonomous_rider	ap_riderposition_0	-1	true
