key	category	shot_type	explosion_type	spin_type	projectile_number	trajectory_sight	effective_range	minimum_range	max_elevation	muzzle_velocity	marksmanship_bonus	spread	damage	ap_damage	can_bounce	high_air_resistance	collision_radius	base_reload_time	calibration_distance	calibration_area	bonus_v_infantry	bonus_v_large	projectile_display	overhead_stat_effect	projectile_audio	shockwave_radius	can_damage_buildings	contact_stat_effect	gravity	burst_size	burst_shot_delay	mass	homing_params	first_person_params	ignition_amount	is_magical	can_target_airborne	can_damage_allies	fixed_elevation	projectile_penetration	expiry_range	is_beam_launch_burst	expire_on_impact	can_roll	trail_always_on	shots_per_volley	fired_by_mount	lock_on_multiple_fire_pos	prefer_central_targets	can_damage_vehicles	building_damage_multiplier	scaling_damage	is_spell	vegetation_ignore_time	missile_mirror_start_time	spawned_vortex	projectile_shot_type_display
wh3_dlc25_dwf_thunderbarge_grudge_raker	musket	small_arm_default		none	3	low	100	5	88	100.0000	10.0000	5.0000	8	24	false	false	0.1000	7.0000	75.0000	2.0000	0	0	wh3_dlc25_dwf_grudge_raker_bullet		wh3_dlc25_dwf_thunderbarge_rifle_bullet	1.2000	false		-1.0000	1	0.0000	5.0000			0.0000	false	true	true	45	low	150	false	false	false	false	2	false	false	false	true	0.5000		false	0.4000	0.4000		placeholder
wh3_dlc25_dwf_thunderbarge_grudge_raker_grungni	musket	small_arm_default		none	3	low	100	5	88	100.0000	10.0000	5.0000	8	24	false	false	0.1000	4.0000	75.0000	2.0000	0	0	wh3_dlc25_dwf_grudge_raker_bullet		wh3_dlc25_dwf_thunderbarge_rifle_bullet	1.2000	false		-1.0000	1	0.0000	5.0000			0.0000	false	true	true	45	low	150	false	false	false	false	2	false	false	false	true	0.5000		false	0.4000	0.4000		placeholder
wh3_dlc25_emp_carmine_dragon_breath	misc	artillery_explosive	wh3_dlc25_emp_carmine_dragon_explosion	none	1	low	55	0	88	300.0000	100.0000	0.0000	50	125	false	false	1.0000	6.0000	55.0000	0.0000	0	0	wh3_dlc25_emp_carmine_dragon_breath		wh3_dlc25_coruscating_blast	1.0000	true	wh_dlc06_unit_contact_sundered_armour	-1.0000	12	0.0000	90.0000			1.0000	true	true	true	45	medium	170	true	true	false	false	1	true	true	true	true	1.0000		false	0.7800	0.4000		placeholder
wh3_dlc25_emp_deathstorm_morr_rocket	artillery	artillery_explosive	wh3_dlc25_emp_deathstorm_rocket_explosion	none	1	fixed	480	40	65	72.0000	10.0000	0.0000	15	35	false	false	0.2500	17.0000	300.0000	220.0000	0	0	wh3_dlc25_emp_rocket_morr		wh_helstorm_rocket	0.4000	true		-1.0000	1	0.0000	200.0000			0.0000	true	true	true	35	high_magic	800	false	false	false	true	3	false	false	true	true	1.0000		false	0.0000	0.4000	wh3_dlc25_vortex_death_small_purple_sun_of_xereus	placeholder
wh3_dlc25_emp_deathstorm_morr_rocket_upgraded	artillery	artillery_explosive	wh3_dlc25_emp_deathstorm_rocket_explosion	none	1	fixed	480	40	65	72.0000	10.0000	0.0000	15	35	false	false	0.2500	17.0000	300.0000	220.0000	0	0	wh3_dlc25_emp_rocket_morr		wh_helstorm_rocket	0.4000	true		-1.0000	1	0.0000	200.0000			0.0000	true	true	true	35	high_magic	800	false	false	false	true	3	false	false	true	true	1.0000		false	0.0000	0.4000	wh3_dlc25_vortex_death_small_purple_sun_of_xereus_upgraded	placeholder
wh3_dlc25_emp_great_cannon_hammer_witches_grape_shot	artillery	artillery_canister		none	5	low	200	0	40	100.0000	10.0000	2.0000	35	110	true	false	0.3000	22.0000	120.0000	17.0000	0	0	wh_emp_steamtank_cannon_ball		wh_cannon_cannonball_scrap	0.3000	true		-1.0000	1	0.0000	100.0000			0.0000	true	true	true	45	very_high_low_entity	300	false	false	true	false	1	false	false	true	true	1.0000		false	0.0000	0.4000		emp_great_cannon_grape_shot
wh3_dlc25_emp_grenade_master_engineer	arrow	explosives	wh3_dlc25_emp_grenade_explosion_master_engineer	grenade_spin	1	dual_low_fixed	115	7	88	40.0000	10.0000	0.0000	40	40	false	false	0.1000	10.0000	100.0000	5.0000	0	0	wh_main_unit_abilities_gyrocopter_grenade		wh_grenade	-1.0000	false		-1.0000	1	0.0000	25.0000			0.0000	false	false	true	55		230	false	false	false	false	1	false	false	true	true	0.2500		false	1.0500	0.4000		placeholder
wh3_dlc25_emp_grenade_master_engineer_cluster	arrow	explosives	wh3_dlc25_emp_grenade_explosion_master_engineer_upgraded	grenade_spin	1	dual_low_fixed	115	7	88	40.0000	10.0000	0.0000	40	40	false	false	0.1000	10.0000	100.0000	5.0000	0	0	wh_main_unit_abilities_gyrocopter_grenade		wh_grenade	-1.0000	false		-1.0000	1	0.0000	25.0000			0.0000	false	false	true	55		230	false	false	false	false	1	false	false	true	true	0.2500		false	1.0500	0.4000	wh3_dlc25_master_engineer_grenade_launcher_cluster_projectile	placeholder
wh3_dlc25_emp_grenade_morr	arrow	explosives	wh3_dlc25_emp_grenade_explosion_morr	grenade_spin	1	dual_low_fixed	100	7	88	40.0000	10.0000	0.0000	10	2	false	false	0.0500	10.0000	100.0000	10.0000	0	0	wh3_dlc25_emp_grenade_morr		wh_grenade	0.0500	false		-1.0000	1	0.0000	1.0000			0.0000	true	false	true	55		230	false	false	false	false	1	false	false	false	true	0.2500		false	1.0500	0.4000		placeholder
wh3_dlc25_emp_grenade_morr_upgraded	arrow	explosives	wh3_dlc25_emp_grenade_explosion_morr_upgraded	grenade_spin	1	dual_low_fixed	100	7	88	40.0000	10.0000	0.0000	10	2	false	false	0.0500	10.0000	100.0000	10.0000	0	0	wh3_dlc25_emp_grenade_morr		wh_grenade	0.0500	false		-1.0000	1	0.0000	1.0000			0.0000	true	false	true	55		230	false	false	false	false	1	false	false	false	true	0.2500		false	1.0500	0.4000		placeholder
wh3_dlc25_emp_inf_landship_crew_rifle_bullet_hochland	musket	small_arm_default		none	1	low	260	0	88	100.0000	10.0000	0.0000	40	80	false	false	0.0500	13.0000	160.0000	0.6000	0	0	wh3_dlc25_rifle_hochland_trail		wh2_bullet_multi_impact_large	-1.0000	false		-1.0000	1	0.0000	6.0000			0.0000	false	true	true	45	medium_1	600	false	false	false	false	1	false	false	false	true	0.5000		false	0.4000	0.4000		placeholder
wh3_dlc25_emp_inf_landship_crew_rifle_bullet_hochland_exploding	musket	small_arm_default	wh3_dlc25_emp_exploding_bullets	none	1	low	260	0	88	100.0000	10.0000	0.0000	20	60	false	false	0.0500	13.0000	160.0000	0.6000	0	0	wh3_dlc25_rifle_hochland_trail		wh2_bullet_multi_impact_large	-1.0000	false		-1.0000	1	0.0000	6.0000			0.0000	false	true	true	45	medium_1	600	false	false	false	false	1	false	false	false	true	0.5000		false	0.4000	0.4000		placeholder
wh3_dlc25_emp_inf_rifle_bullet_hochland	musket	small_arm_default		none	1	low	260	0	88	100.0000	10.0000	0.0000	7	30	false	false	0.0500	13.0000	160.0000	0.6000	0	0	wh3_dlc25_rifle_hochland_trail		wh2_bullet_multi_impact_large	-1.0000	false		-1.0000	1	0.0000	6.0000			0.0000	false	true	true	45	medium_1	600	false	false	false	false	1	false	false	false	true	0.5000		false	0.4000	0.4000		placeholder
wh3_dlc25_emp_inf_rifle_bullet_hochland_exploding	musket	small_arm_default	wh3_dlc25_emp_exploding_bullets	none	1	low	260	0	88	100.0000	10.0000	0.0000	7	30	false	false	0.0500	13.0000	160.0000	0.6000	0	0	wh3_dlc25_rifle_hochland_trail		wh2_bullet_multi_impact_large	-1.0000	false		-1.0000	1	0.0000	6.0000			0.0000	false	true	true	45	medium_1	600	false	false	false	false	1	false	false	false	true	0.5000		false	0.4000	0.4000		placeholder
wh3_dlc25_emp_inf_rifle_bullet_hochland_ror	musket	small_arm_default		none	1	low	260	0	88	100.0000	10.0000	0.0000	7	30	false	false	0.0500	13.0000	160.0000	0.6000	0	0	wh3_dlc25_rifle_hochland_trail		wh2_bullet_multi_impact_large	-1.0000	false	wh2_dlc09_unit_contact_shieldbreaker	-1.0000	1	0.0000	6.0000			0.0000	false	true	true	45	medium_1	600	false	false	false	false	1	false	false	false	true	0.5000		false	0.4000	0.4000		placeholder
wh3_dlc25_emp_inf_rifle_bullet_hochland_ror_exploding	musket	small_arm_default	wh3_dlc25_emp_exploding_bullets	none	1	low	260	0	88	100.0000	10.0000	0.0000	7	30	false	false	0.0500	13.0000	160.0000	0.6000	0	0	wh3_dlc25_rifle_hochland_trail		wh2_bullet_multi_impact_large	-1.0000	false	wh2_dlc09_unit_contact_shieldbreaker	-1.0000	1	0.0000	6.0000			0.0000	false	true	true	45	medium_1	600	false	false	false	false	1	false	false	false	true	0.5000		false	0.4000	0.4000		placeholder
wh3_dlc25_emp_land_ship_cannon_culverin	artillery	artillery_default		none	1	low	340	15	45	110.0000	30.0000	0.0000	75	330	true	false	0.3000	10.0000	275.0000	8.0000	0	0	wh_emp_steamtank_cannon_ball		wh3_dlc25_emp_land_ship_cannon_culverin	0.3000	true		-1.0000	1	0.0000	340.0000			0.0000	false	true	true	45	very_high_low_entity	500	false	false	true	false	1	true	false	true	true	1.0000		false	0.0000	0.4000		placeholder
wh3_dlc25_emp_land_ship_cannon_culverin_amethyst	artillery	artillery_default	wh3_main_catacomb_cannonballl_explosion	none	1	low	340	15	45	110.0000	100.0000	0.0000	0	450	false	false	0.3000	10.0000	275.0000	1.0000	0	0	wh3_dlc25_emp_catacomb_cannonball		wh3_dlc25_emp_land_ship_cannon_culverin	1.0000	true		-1.0000	1	0.0000	340.0000	homing_strong_magical_fast		0.0000	true	true	true	45	medium_magic	500	false	false	false	true	1	true	false	true	true	1.0000		false	0.0000	0.4000		placeholder
wh3_dlc25_emp_land_ship_cannon_culverin_morr	artillery	artillery_default		none	1	low	340	15	45	110.0000	30.0000	0.0000	75	330	true	false	0.3000	10.0000	275.0000	8.0000	0	0	wh_emp_steamtank_cannon_ball		wh3_dlc25_emp_land_ship_cannon_culverin	0.3000	true		-1.0000	1	0.0000	340.0000			0.0000	true	true	true	45	very_high_low_entity	500	false	false	true	false	1	true	false	true	true	1.0000		false	0.0000	0.4000		placeholder
wh3_dlc25_emp_land_ship_crew_grenade	arrow	explosives	wh_main_emp_grenade_explosion	grenade_spin	1	dual_low_fixed	100	7	88	40.0000	10.0000	0.0000	60	12	false	false	0.0500	10.0000	100.0000	10.0000	0	0	wh_emp_grenade		wh_grenade	0.0500	false		-1.0000	1	0.0000	1.0000			0.0000	false	false	true	55		230	false	false	false	false	1	false	false	false	true	0.2500		false	1.0500	0.4000		placeholder
wh3_dlc25_emp_land_ship_mortar_shell	artillery	artillery_explosive	wh_main_emp_mortar_explosion	axe_spin	1	fixed	380	60	56	68.0000	10.0000	0.0000	150	60	false	false	0.1600	19.0000	300.0000	380.0000	0	0	wh_emp_mortar		wh_mortar_cannonball	0.2000	true		-1.0000	1	0.0000	50.0000			0.0000	false	true	true	50	low	600	false	false	false	false	1	false	false	true	true	1.5000		false	0.0000	0.4000		placeholder
wh3_dlc25_emp_rifle_bullet_ironsides	musket	small_arm_default		none	1	low	145	0	88	100.0000	10.0000	0.0000	5	17	false	false	0.0500	7.0000	135.0000	0.5000	0	0	wh3_dlc25_rifle_repeater_trail		wh_bullet	-1.0000	false		-1.0000	1	0.0000	5.0000			0.0000	false	true	true	45	low	300	false	false	false	false	1	false	false	false	true	0.5000		false	0.4200	0.4000		placeholder
wh3_dlc25_emp_rifle_bullet_ironsides_exploding	musket	small_arm_flaming	wh3_dlc25_emp_exploding_bullets	none	1	low	145	0	88	100.0000	10.0000	0.0000	5	17	false	false	0.0500	7.0000	135.0000	0.5000	0	0	wh3_dlc25_rifle_repeater_trail		wh_bullet	-1.0000	false		-1.0000	1	0.0000	5.0000			0.0000	false	true	true	45	low	300	false	false	false	false	1	false	false	false	true	0.5000		false	0.4200	0.4000		placeholder
wh3_dlc25_emp_rifle_bullet_ironsides_morr	musket	small_arm_default		none	1	low	145	0	88	100.0000	10.0000	0.0000	5	17	false	false	0.0500	7.0000	135.0000	0.5000	0	0	wh_emp_rifle_bullet_morr		wh_bullet	-1.0000	false		-1.0000	1	0.0000	5.0000			0.0000	true	true	true	45	low	300	false	false	false	false	1	false	false	false	true	0.5000		false	0.4200	0.4000		placeholder
wh3_dlc25_emp_rifle_bullet_ironsides_morr_exploding	musket	small_arm_flaming	wh3_dlc25_emp_exploding_bullets_morr	none	1	low	145	0	88	100.0000	10.0000	0.0000	5	17	false	false	0.0500	7.0000	135.0000	0.5000	0	0	wh_emp_rifle_bullet_morr		wh_bullet	-1.0000	false		-1.0000	1	0.0000	5.0000			0.0000	true	true	true	45	low	300	false	false	false	false	1	false	false	false	true	0.5000		false	0.4200	0.4000		placeholder
wh3_dlc25_emp_rifle_land_ship_crew_repeater_bullet	musket	small_arm_default		none	1	low	130	0	88	100.0000	10.0000	0.0000	4	16	false	false	0.0500	7.0000	85.0000	5.0000	0	0	wh3_dlc25_rifle_repeater_trail		wh3_dlc25_emp_rifle_repeater_bullet	-1.0000	false		-1.0000	1	0.0000	5.0000			0.0000	false	true	true	45	very_low	300	false	false	false	false	6	false	false	false	true	0.5000		false	0.4200	0.4000		placeholder
wh3_dlc25_emp_rifle_land_ship_crew_repeater_bullet_exploding	musket	small_arm_default	wh3_dlc25_emp_exploding_bullets	none	1	low	130	0	88	100.0000	10.0000	0.0000	8	28	false	false	0.0500	7.0000	85.0000	5.0000	0	0	wh3_dlc25_rifle_repeater_trail		wh3_dlc25_emp_rifle_repeater_bullet	-1.0000	false		-1.0000	1	0.0000	5.0000			0.0000	false	true	true	45	very_low	300	false	false	false	false	6	false	false	false	true	0.5000		false	0.4200	0.4000		placeholder
wh3_dlc25_emp_rifle_land_ship_crew_repeater_bullet_morr	musket	small_arm_default		none	1	low	130	0	88	100.0000	10.0000	0.0000	8	28	false	false	0.0500	7.0000	85.0000	5.0000	0	0	wh_emp_rifle_bullet_morr		wh3_dlc25_emp_rifle_repeater_bullet	-1.0000	false		-1.0000	1	0.0000	5.0000			0.0000	true	true	true	45	very_low	300	false	false	false	false	6	false	false	false	true	0.5000		false	0.4200	0.4000		placeholder
wh3_dlc25_emp_rifle_land_ship_crew_repeater_bullet_morr_exploding	musket	small_arm_default	wh3_dlc25_emp_exploding_bullets_morr	none	1	low	130	0	88	100.0000	10.0000	0.0000	12	36	false	false	0.0500	7.0000	85.0000	5.0000	0	0	wh_emp_rifle_bullet_morr		wh3_dlc25_emp_rifle_repeater_bullet	-1.0000	false		-1.0000	1	0.0000	5.0000			0.0000	true	true	true	45	very_low	300	false	false	false	false	6	false	false	false	true	0.5000		false	0.4200	0.4000		placeholder
wh3_dlc25_emp_rifle_outrider_repeater_bullet	musket	small_arm_default		none	1	low	115	0	88	100.0000	10.0000	0.0000	2	6	false	false	0.0500	13.0000	75.0000	5.0000	0	0	wh3_dlc25_rifle_repeater_trail		wh3_dlc25_emp_rifle_repeater_bullet	-1.0000	false		-1.0000	1	0.0000	5.0000			0.0000	false	true	true	45	very_low	300	false	false	false	false	6	false	false	false	true	0.5000		false	0.4200	0.4000		placeholder
wh3_dlc25_emp_rifle_repeater_bullet_engineer	musket	small_arm_default		none	1	low	135	0	88	100.0000	10.0000	0.0000	20	80	false	false	0.2000	11.0000	105.0000	1.0000	0	0	wh3_dlc25_rifle_repeater_trail		wh3_dlc25_emp_rifle_repeater_bullet	-1.0000	false		-1.0000	1	0.0000	10.0000			0.0000	false	true	true	45	medium	300	false	false	false	false	6	false	false	false	true	0.5000		false	0.4200	0.4000		placeholder
wh3_dlc25_emp_rifle_repeater_bullet_upgraded_engineer	musket	small_arm_extended		none	1	low	155	0	88	100.0000	20.0000	0.0000	30	160	false	false	0.2000	11.0000	125.0000	1.0000	0	0	wh3_dlc25_rifle_repeater_trail		wh3_dlc25_emp_rifle_repeater_bullet	-1.0000	false		-1.0000	1	0.0000	10.0000			0.0000	false	true	true	45	medium	300	false	false	false	false	6	false	false	false	true	0.5000		false	0.4200	0.4000		wh_emp_rifle_repeater_bullet_upgraded_engineer
wh3_dlc25_emp_rifle_repeater_bullet_upgraded_engineer_exploding	musket	artillery_explosive	wh3_dlc25_emp_exploding_bullets_character	none	1	low	90	0	88	100.0000	10.0000	3.0000	40	40	false	false	0.1000	11.0000	65.0000	1.0000	0	0	wh3_dlc25_rifle_repeater_trail		wh3_dlc25_emp_rifle_repeater_bullet	-1.0000	false		-1.0000	1	0.0000	10.0000			0.0000	false	true	true	45	low	300	false	false	false	false	6	false	false	false	true	0.5000		false	0.4200	0.4000		wh_emp_rifle_repeater_bullet_upgraded_engineer_exploding
wh3_dlc25_emp_steam_tank_cannon_volley_gun	artillery	artillery_default		none	1	low	250	5	35	100.0000	20.0000	0.0000	45	143	false	false	0.0500	6.0000	250.0000	5.0000	0	0	wh_emp_volley_gun_shot		wh2_helblaster_bullet_multi_impact_large	0.3000	true		-1.0000	1	0.0000	16.0000			0.0000	false	true	true	45	medium_2	440	false	false	false	false	3	false	false	false	true	1.2500		false	0.0000	0.4000		placeholder
wh3_dlc25_emp_steam_tank_cannon_volley_gun_upgraded	artillery	artillery_default	wh3_dlc25_emp_steam_tank_volley_exploding	none	1	low	250	5	35	100.0000	20.0000	0.0000	60	155	false	false	0.0500	6.0000	250.0000	5.0000	0	0	wh_emp_volley_gun_shot		wh2_helblaster_bullet_multi_impact_large	0.3000	true		-1.0000	1	0.0000	16.0000			0.0000	false	true	true	45	medium_6	440	false	false	false	false	3	false	false	true	true	1.2500		false	0.0000	0.4000		placeholder
wh3_dlc25_emp_steam_tank_engineer_commander_pistol	musket	small_arm_default		none	1	low	90	0	45	110.0000	60.0000	0.0000	33	117	false	false	0.0500	4.0000	80.0000	1.6000	0	0	wh_emp_rifle_bullet		wh_bullet_multi_impact	-1.0000	false		-1.0000	1	0.0000	6.0000			0.0000	true	true	true	45	medium	-1	false	false	false	false	1	false	false	false	true	0.5000		false	0.3800	0.4000		placeholder
wh3_dlc25_flame_cannon_flame_shrapnel_stage_1	artillery	artillery_canister	wh3_dlc25_dwf_flamecannon_explosion_shrapnel	none	1	low	280	7	35	40.0000	20.0000	0.0000	54	30	false	false	1.0000	10.0000	240.0000	1.4000	0	0	wh3_dlc25_dwf_flame_cannon_blast		wh_flame_cannon_flame	1.6000	true	wh_main_unit_contact_morale	4.0000	1	0.0000	40.0000			1.0000	false	true	true	23	very_low	350	false	false	false	true	6	false	false	false	true	2.0000		false	0.0000	0.4000		dwf_flame_cannon_splitting
wh3_dlc25_flame_cannon_flame_shrapnel_stage_2	artillery	artillery_explosive	wh3_dlc25_dwf_flamecannon_explosion_shrapnel_stage_2	none	1	low	2	7	35	6.0000	20.0000	0.0000	18	10	false	false	1.0000	10.0000	240.0000	1.4000	0	0	wh3_dlc25_dwf_flame_cannon_blast_shrapnel		wh3_dlc25_flame_cannon_ror_shrapnel	1.6000	true	wh_main_unit_contact_morale	10.0000	1	0.0000	40.0000			1.0000	false	true	true	23	very_low	350	false	false	false	true	3	false	false	false	true	2.0000		false	0.0000	0.4000		dwf_flame_cannon_splitting
wh3_dlc25_great_cannon_grape_shot	artillery	artillery_canister		none	5	low	200	0	40	100.0000	10.0000	2.0000	20	90	true	false	0.3000	22.0000	120.0000	17.0000	0	0	wh_emp_steamtank_cannon_ball		wh_cannon_cannonball_scrap	0.3000	true		-1.0000	1	0.0000	100.0000			0.0000	false	true	true	45	very_high_low_entity	300	false	false	true	false	1	false	false	true	true	1.0000		false	0.0000	0.4000		emp_great_cannon_grape_shot
wh3_dlc25_grn_mon_rogue_idol_qb_boss_boulder	artillery	artillery_default	wh3_dlc25_grn_mon_rogue_idol_qb_boss_boulder_explosion	shell_spin	1	low	480	10	60	78.0000	50.0000	0.0000	168	672	false	false	2.0000	12.0000	400.0000	45.0000	0	0	wh2_dlc15_rogue_idol_boulder		wh2_dlc15_rogue_idol_ror_boulder	2.5000	true		-1.0000	1	0.0000	500.0000			0.0000	false	true	true	45	medium	700	false	false	false	false	1	false	false	true	true	2.0000		false	0.6200	0.4000		placeholder
wh3_dlc25_lord_abilities_cinderblast_cluster_bomb	misc	artillery_explosive	wh3_dlc25_lord_abilities_cinderblast_cluster_bomb	grenade_spin	1	dual_low_fixed	75	5	88	20.0000	10.0000	0.0000	10	25	true	false	0.2000	9.0000	50.0000	5.0000	0	0	wh3_dlc25_lord_abilities_cinderblast_cluster_bomb		wh3_dlc25_cinderblast_cluster_bomb	-1.0000	false		6.0000	1	0.0000	10.0000			10.0000	false	false	true	55	very_low	-1	false	false	true	false	1	false	false	true	true	1.0000		false	1.5000	0.4000		placeholder
wh3_dlc25_lord_abilities_cinderblast_cluster_bomb_shrapnel	misc	artillery_explosive	wh3_dlc25_lord_abilities_cinderblast_cluster_bomb_shrapnel	grenade_spin	1	dual_low_fixed	75	5	75	10.0000	10.0000	12.0000	10	25	false	true	0.1000	9.0000	20.0000	10.0000	0	0	wh3_dlc25_lord_abilities_cinderblast_cluster_bomb_shrapnel		wh2_dlc14_skv_poison_wind_mortar_RoR_shrapnel	-1.0000	false		2.0000	1	0.0000	50.0000			10.0000	false	false	true	40	very_low	-1	false	true	false	true	1	false	false	true	false	1.0000		false	1.5000	0.4000		placeholder
wh3_dlc25_nur_esar_doombolt_bullet	musket	small_arm_default	wh3_dlc25_nur_esar_doombolt_bullet	none	1	fixed	120	0	88	100.0000	70.0000	0.0000	80	120	false	false	0.1000	8.0000	220.0000	1.7000	0	0	wh3_dlc25_nur_esar_doombolt_bullet		wh3_dlc25_nur_esar_doombolt_bullet	-1.0000	false	wh_main_unit_contact_poison	-1.0000	1	0.0000	25.0000			0.0000	false	true	true	10	medium	300	false	false	false	false	1	false	false	true	true	1.0000		false	0.4200	0.4000		placeholder
wh3_dlc25_nur_esar_doombolt_bullet_shrapnel	musket	small_arm_default	wh3_dlc25_nur_esar_doombolt_bullet_shrapnel	none	1	low	3	0	88	6.0000	70.0000	0.0000	80	120	false	false	0.1000	8.0000	220.0000	1.7000	0	0	wh3_dlc25_nur_esar_doombolt_shrapnel		wh3_dlc25_nur_esar_doombolt_bullet	-1.0000	false	wh_main_unit_contact_poison	12.0000	1	0.0000	25.0000			0.0000	false	true	true	45	medium	300	false	false	false	false	1	false	false	false	true	1.0000		false	0.4200	0.4000		placeholder
wh3_dlc25_nur_esar_doombolt_fireglaive_bullet_explosive	musket	small_arm_default	wh3_dlc23_chd_infernal_castellan_rifle_explosive	none	1	low	120	0	88	100.0000	70.0000	0.0000	60	240	false	false	0.1000	8.0000	220.0000	1.7000	0	0	wh3_dlc23_fireglaive		wh3_dlc23_chd_fireglaive_bullet_LH_explosive	-1.0000	false		-1.0000	1	0.0000	25.0000			1.0000	false	true	true	45	low	300	false	false	false	false	1	false	false	false	true	0.5000		false	0.4200	0.4000		placeholder
wh3_dlc25_nur_soul_grinder_bombard_ror	artillery	artillery_default	wh3_dlc25_nur_soulgrinder_bombard_explosion_ror	none	3	low	360	35	75	60.0000	10.0000	5.0000	30	70	false	false	0.2000	20.0000	300.0000	80.0000	0	0	wh3_main_nur_soulgrinder_bombard		wh3_DLC25_nur_soul_grinder_bombard	1.0000	false	wh3_dlc25_unit_contact_erosion	-1.0000	1	0.0000	25.0000			0.0000	true	true	true	45	high	700	false	false	false	true	1	false	false	true	true	1.2500		false	0.0000	0.4000	wh3_dlc25_nur_soul_grinder_bombard_ror	placeholder
wh3_dlc25_pandemicium_nurglings	artillery	artillery_explosive	wh3_dlc25_nur_pandemicium_explosion	axe_spin	1	fixed	380	0	70	60.0000	10.0000	3.0000	30	20	true	false	0.3000	0.0000	275.0000	75.0000	0	0	wh3_dlc25_nur_pandemicium		wh3_dlc25_unit_abilities_pandemicium	0.6000	true	wh_main_unit_contact_poison	8.0000	4	0.5000	15.0000			0.0000	true	true	false	45	low	700	false	false	false	true	1	false	false	true	true	1.0000		false	-1.0000	0.4000		placeholder
wh3_dlc25_purple_eclipse_rocket	misc	artillery_explosive	wh3_dlc25_emp_deathstorm_rocket_explosion	shell_spin	1	low	500	0	50	100.0000	30.0000	0.0000	0	11000	false	false	2.0000	1.0000	250.0000	1.0000	0	0	wh3_dlc25_purple_eclipse_rocket		wh3_dlc25_unit_abilities_purple_eclipse	3.5000	true		-1.0000	1	0.0000	300.0000			0.0000	true	false	true	45	very_high	-1	false	false	false	true	1	false	false	true	true	1.0000		false	0.5600	0.4000	wh3_dlc25_vortex_death_purple_sun_of_xereus_large	placeholder
wh3_dlc25_spirit_barrage_rocket	misc	artillery_explosive	wh3_dlc25_emp_deathstorm_rocket_spirit_leech	shell_spin	1	low	500	0	50	85.0000	30.0000	0.0000	0	250	false	false	1.0000	1.0000	250.0000	1.0000	0	0	wh3_dlc25_spirit_barrage_rocket		wh3_dlc25_army_abilities_spirit_barrage_projectile	1.5000	true	wh3_dlc25_army_abilities_spirit_barrage	-1.0000	1	0.0000	100.0000	homing_strong_magical_veryfast_bombardment_offmap		0.0000	true	true	true	45	very_low	-1	false	false	false	true	1	false	false	true	true	1.0000		false	0.5600	0.4000	wh3_dlc25_army_abilities_spirit_barrage	placeholder
wh3_dlc25_unit_abilities_gyrobomber_fire_bomb	misc	artillery_explosive	wh3_dlc25_unit_abilities_gyrobomber_firebombs	none	1	low	10	0	5	-1.0000	5.0000	0.0000	0	0	false	true	0.3000	27.0000	2.0000	6.0000	0	0	wh_main_unit_abilities_gyrobomber_bomb		wh3_dlc25_unit_abilities_gyrobomber_firebombs	1.2000	true		-1.0000	1	0.0000	10.0000			0.0000	false	false	true	45		-1	false	false	false	false	1	false	false	false	true	1.0000		false	1.2000	0.4000	wh3_dlc25_unit_abilities_gyrobomber_fire_bomb	placeholder
wh3_dlc25_unit_abilities_gyrocopter_grenade	misc	artillery_explosive	wh_main_unit_abilities_gyrocopter_grenade	none	8	low	30	0	5	-1.0000	5.0000	0.0000	90	90	false	true	0.1000	27.0000	2.0000	2.0000	0	0	wh_main_unit_abilities_gyrocopter_grenade		wh_copter_grenade	2.0000	true		-1.0000	1	0.0000	10.0000			0.0000	false	false	true	45		-1	false	false	false	false	1	false	false	false	true	1.0000		false	1.2000	0.4000		placeholder
wh3_dlc25_unit_abilities_gyrocopter_grenade_anti_large	misc	artillery_explosive	wh3_dlc25_unit_abilities_gyrocopter_grenade_anti_large	none	1	low	10	0	5	-1.0000	5.0000	0.0000	100	100	false	true	0.1000	27.0000	2.0000	2.0000	0	50	wh_main_unit_abilities_gyrocopter_grenade		wh_copter_grenade	1.0000	true		-1.0000	1	0.0000	10.0000			0.0000	false	false	true	45		-1	false	false	false	false	1	false	false	false	true	1.0000		false	1.2000	0.4000		placeholder
wh3_dlc25_unit_abilities_hurricane_of_death	misc	small_arm_default		none	1	fixed	40	5	88	20.0000	0.0000	360.0000	0	0	false	false	0.1000	1.0000	250.0000	1.0000	0	0	wh_brt_cow_carcass_debris		wh3_dlc25_hurricane_of_death_projectile	-1.0000	true		40.0000	1	0.0000	50.0000			0.0000	true	true	true	65	all	-1	false	false	false	true	1	false	false	false	true	1.0000		true	-1.0000	0.4000	wh3_dlc25_character_abilities_hurricane_of_death_axes	placeholder
wh3_dlc25_unit_abilities_marienburg_land_mines	misc	artillery_default		shell_spin	1	low	20	0	88	15.0000	0.0000	1.0000	0	0	false	false	0.5000	1.0000	250.0000	10.0000	0	0	wh_emp_clockwork_bomb			1.5000	false		10.0000	1	0.0000	25.0000			0.0000	false	false	true	45	all	-1	false	false	false	true	1	false	false	false	true	1.0000		false	2.8000	0.4000		placeholder
