key	level	trait	threshold_points
wh3_main_trait_sla_left_slaanesh_fourth	1	wh3_main_trait_sla_left_slaanesh_fourth	1
wh3_main_trait_sla_left_slaanesh_second	1	wh3_main_trait_sla_left_slaanesh_second	1
wh3_main_trait_sla_left_slaanesh_sixth	1	wh3_main_trait_sla_left_slaanesh_sixth	1
wh3_main_trait_sla_left_slaanesh_third	1	wh3_main_trait_sla_left_slaanesh_third	1
wh3_main_trait_tmb_unique_itzi_bitzi	1	wh3_main_trait_tmb_unique_itzi_bitzi	1
wh3_main_trait_tmb_unique_nebbetthar	1	wh3_main_trait_tmb_unique_nebbetthar	1
wh3_main_trait_unique_samual_ludenhof	1	wh3_main_trait_unique_samual_ludenhof	1
wh_dlc03_trait_name_dummy_the_dark_omen	1	wh_dlc03_trait_name_dummy_the_dark_omen	1
wh_dlc03_trait_name_dummy_the_one_eye	1	wh_dlc03_trait_name_dummy_the_one_eye	1
wh_dlc03_trait_name_dummy_todbringer	1	wh_dlc03_trait_name_dummy_todbringer	1
wh_dlc04_trait_name_dummy_ghorst	1	wh_dlc04_trait_name_dummy_ghorst	1
wh_dlc04_trait_name_dummy_the_grim	1	wh_dlc04_trait_name_dummy_the_grim	1
wh_dlc05_trait_name_dummy_morghur_1	1	wh_dlc05_trait_name_dummy_morghur	1
wh_dlc06_clan_angrund_ancestor_master_engineer_1	1	wh_dlc06_clan_angrund_ancestor_master_engineer	1
wh_dlc06_clan_angrund_ancestor_runesmith_1	1	wh_dlc06_clan_angrund_ancestor_runesmith	1
wh_dlc06_clan_angrund_ancestor_thane_1	1	wh_dlc06_clan_angrund_ancestor_thane	1
wh_dlc06_clan_angrund_ancestor_thane_other_1	1	wh_dlc06_clan_angrund_ancestor_thane_other	1
wh_dlc06_trait_name_dummy_da_great_green_prophet	1	wh_dlc06_trait_name_dummy_da_great_green_prophet	1
wh_dlc06_trait_name_dummy_ironhammer	1	wh_dlc06_trait_name_dummy_ironhammer	1
wh_dlc06_wurrzag_anti_trait_1	1	wh_dlc06_wurrzag_anti_trait	1
wh_dlc07_trait_brt_grail_vow_destroy_pledge_0	1	wh_dlc07_trait_brt_grail_vow_destroy_pledge	1
wh_dlc07_trait_brt_grail_vow_destroy_pledge_1	2	wh_dlc07_trait_brt_grail_vow_destroy_pledge	2
wh_dlc07_trait_brt_grail_vow_destroy_pledge_2	3	wh_dlc07_trait_brt_grail_vow_destroy_pledge	3
wh_dlc07_trait_brt_grail_vow_destroy_pledge_3	4	wh_dlc07_trait_brt_grail_vow_destroy_pledge	4
wh_dlc07_trait_brt_grail_vow_destroy_pledge_4	5	wh_dlc07_trait_brt_grail_vow_destroy_pledge	5
wh_dlc07_trait_brt_grail_vow_destroy_pledge_5	6	wh_dlc07_trait_brt_grail_vow_destroy_pledge	6
wh_dlc07_trait_brt_grail_vow_destroy_pledge_agent_0	1	wh_dlc07_trait_brt_grail_vow_destroy_pledge_agent	1
wh_dlc07_trait_brt_grail_vow_destroy_pledge_agent_1	2	wh_dlc07_trait_brt_grail_vow_destroy_pledge_agent	2
wh_dlc07_trait_brt_grail_vow_destroy_pledge_agent_2	3	wh_dlc07_trait_brt_grail_vow_destroy_pledge_agent	3
wh_dlc07_trait_brt_grail_vow_destroy_pledge_agent_3	4	wh_dlc07_trait_brt_grail_vow_destroy_pledge_agent	4
wh_dlc07_trait_brt_grail_vow_destroy_pledge_agent_4	5	wh_dlc07_trait_brt_grail_vow_destroy_pledge_agent	5
wh_dlc07_trait_brt_grail_vow_destroy_pledge_agent_5	6	wh_dlc07_trait_brt_grail_vow_destroy_pledge_agent	6
wh_dlc07_trait_brt_grail_vow_untaint_pledge_0	1	wh_dlc07_trait_brt_grail_vow_untaint_pledge	1
wh_dlc07_trait_brt_grail_vow_untaint_pledge_1	2	wh_dlc07_trait_brt_grail_vow_untaint_pledge	2
wh_dlc07_trait_brt_grail_vow_untaint_pledge_agent_0	1	wh_dlc07_trait_brt_grail_vow_untaint_pledge_agent	1
wh_dlc07_trait_brt_grail_vow_untaint_pledge_agent_1	2	wh_dlc07_trait_brt_grail_vow_untaint_pledge_agent	2
wh_dlc07_trait_brt_grail_vow_valour_pledge_0	1	wh_dlc07_trait_brt_grail_vow_valour_pledge	1
wh_dlc07_trait_brt_grail_vow_valour_pledge_1	2	wh_dlc07_trait_brt_grail_vow_valour_pledge	2
wh_dlc07_trait_brt_grail_vow_valour_pledge_2	3	wh_dlc07_trait_brt_grail_vow_valour_pledge	3
wh_dlc07_trait_brt_grail_vow_valour_pledge_3	4	wh_dlc07_trait_brt_grail_vow_valour_pledge	4
wh_dlc07_trait_brt_grail_vow_valour_pledge_4	5	wh_dlc07_trait_brt_grail_vow_valour_pledge	5
wh_dlc07_trait_brt_grail_vow_valour_pledge_5	6	wh_dlc07_trait_brt_grail_vow_valour_pledge	6
wh_dlc07_trait_brt_grail_vow_valour_pledge_agent_0	1	wh_dlc07_trait_brt_grail_vow_valour_pledge_agent	1
wh_dlc07_trait_brt_grail_vow_valour_pledge_agent_1	2	wh_dlc07_trait_brt_grail_vow_valour_pledge_agent	2
wh_dlc07_trait_brt_grail_vow_valour_pledge_agent_2	3	wh_dlc07_trait_brt_grail_vow_valour_pledge_agent	3
wh_dlc07_trait_brt_grail_vow_valour_pledge_agent_3	4	wh_dlc07_trait_brt_grail_vow_valour_pledge_agent	4
wh_dlc07_trait_brt_grail_vow_valour_pledge_agent_4	5	wh_dlc07_trait_brt_grail_vow_valour_pledge_agent	5
wh_dlc07_trait_brt_grail_vow_valour_pledge_agent_5	6	wh_dlc07_trait_brt_grail_vow_valour_pledge_agent	6
wh_dlc07_trait_brt_knights_vow_chivalry_pledge_0	1	wh_dlc07_trait_brt_knights_vow_chivalry_pledge	1
wh_dlc07_trait_brt_knights_vow_chivalry_pledge_1	2	wh_dlc07_trait_brt_knights_vow_chivalry_pledge	2
wh_dlc07_trait_brt_knights_vow_chivalry_pledge_2	3	wh_dlc07_trait_brt_knights_vow_chivalry_pledge	3
wh_dlc07_trait_brt_knights_vow_chivalry_pledge_3	4	wh_dlc07_trait_brt_knights_vow_chivalry_pledge	4
wh_dlc07_trait_brt_knights_vow_chivalry_pledge_4	5	wh_dlc07_trait_brt_knights_vow_chivalry_pledge	5
wh_dlc07_trait_brt_knights_vow_chivalry_pledge_5	6	wh_dlc07_trait_brt_knights_vow_chivalry_pledge	6
wh_dlc07_trait_brt_knights_vow_chivalry_pledge_agent_0	1	wh_dlc07_trait_brt_knights_vow_chivalry_pledge_agent	1
wh_dlc07_trait_brt_knights_vow_chivalry_pledge_agent_1	2	wh_dlc07_trait_brt_knights_vow_chivalry_pledge_agent	2
wh_dlc07_trait_brt_knights_vow_chivalry_pledge_agent_2	3	wh_dlc07_trait_brt_knights_vow_chivalry_pledge_agent	3
wh_dlc07_trait_brt_knights_vow_chivalry_pledge_agent_3	4	wh_dlc07_trait_brt_knights_vow_chivalry_pledge_agent	4
wh_dlc07_trait_brt_knights_vow_chivalry_pledge_agent_4	5	wh_dlc07_trait_brt_knights_vow_chivalry_pledge_agent	5
wh_dlc07_trait_brt_knights_vow_chivalry_pledge_agent_5	6	wh_dlc07_trait_brt_knights_vow_chivalry_pledge_agent	6
wh_dlc07_trait_brt_knights_vow_knowledge_pledge_0	1	wh_dlc07_trait_brt_knights_vow_knowledge_pledge	1
wh_dlc07_trait_brt_knights_vow_knowledge_pledge_1	2	wh_dlc07_trait_brt_knights_vow_knowledge_pledge	2
wh_dlc07_trait_brt_knights_vow_knowledge_pledge_2	3	wh_dlc07_trait_brt_knights_vow_knowledge_pledge	3
wh_dlc07_trait_brt_knights_vow_knowledge_pledge_3	4	wh_dlc07_trait_brt_knights_vow_knowledge_pledge	4
wh_dlc07_trait_brt_knights_vow_knowledge_pledge_4	5	wh_dlc07_trait_brt_knights_vow_knowledge_pledge	5
wh_dlc07_trait_brt_knights_vow_knowledge_pledge_5	6	wh_dlc07_trait_brt_knights_vow_knowledge_pledge	6
wh_dlc07_trait_brt_knights_vow_knowledge_pledge_agent_0	1	wh_dlc07_trait_brt_knights_vow_knowledge_pledge_agent	1
wh_dlc07_trait_brt_knights_vow_knowledge_pledge_agent_1	2	wh_dlc07_trait_brt_knights_vow_knowledge_pledge_agent	2
wh_dlc07_trait_brt_knights_vow_knowledge_pledge_agent_2	3	wh_dlc07_trait_brt_knights_vow_knowledge_pledge_agent	3
wh_dlc07_trait_brt_knights_vow_knowledge_pledge_agent_3	4	wh_dlc07_trait_brt_knights_vow_knowledge_pledge_agent	4
wh_dlc07_trait_brt_knights_vow_knowledge_pledge_agent_4	5	wh_dlc07_trait_brt_knights_vow_knowledge_pledge_agent	5
wh_dlc07_trait_brt_knights_vow_knowledge_pledge_agent_5	6	wh_dlc07_trait_brt_knights_vow_knowledge_pledge_agent	6
wh_dlc07_trait_brt_knights_vow_order_pledge_0	1	wh_dlc07_trait_brt_knights_vow_order_pledge	1
wh_dlc07_trait_brt_knights_vow_order_pledge_1	2	wh_dlc07_trait_brt_knights_vow_order_pledge	2
wh_dlc07_trait_brt_knights_vow_order_pledge_2	3	wh_dlc07_trait_brt_knights_vow_order_pledge	3
wh_dlc07_trait_brt_knights_vow_order_pledge_3	4	wh_dlc07_trait_brt_knights_vow_order_pledge	4
wh_dlc07_trait_brt_knights_vow_order_pledge_4	5	wh_dlc07_trait_brt_knights_vow_order_pledge	5
wh_dlc07_trait_brt_knights_vow_order_pledge_5	6	wh_dlc07_trait_brt_knights_vow_order_pledge	6
wh_dlc07_trait_brt_knights_vow_order_pledge_agent_0	1	wh_dlc07_trait_brt_knights_vow_order_pledge_agent	1
wh_dlc07_trait_brt_knights_vow_order_pledge_agent_1	2	wh_dlc07_trait_brt_knights_vow_order_pledge_agent	2
wh_dlc07_trait_brt_knights_vow_order_pledge_agent_2	3	wh_dlc07_trait_brt_knights_vow_order_pledge_agent	3
wh_dlc07_trait_brt_knights_vow_order_pledge_agent_3	4	wh_dlc07_trait_brt_knights_vow_order_pledge_agent	4
wh_dlc07_trait_brt_knights_vow_order_pledge_agent_4	5	wh_dlc07_trait_brt_knights_vow_order_pledge_agent	5
wh_dlc07_trait_brt_knights_vow_order_pledge_agent_5	6	wh_dlc07_trait_brt_knights_vow_order_pledge_agent	6
wh_dlc07_trait_brt_lord_bad_abducter_1	1	wh_dlc07_trait_brt_lord_bad_abducter	5
wh_dlc07_trait_brt_lord_bad_attacker_1	1	wh_dlc07_trait_brt_lord_bad_attacker	4
wh_dlc07_trait_brt_lord_bad_attacker_2	2	wh_dlc07_trait_brt_lord_bad_attacker	7
wh_dlc07_trait_brt_lord_bad_attacker_3	3	wh_dlc07_trait_brt_lord_bad_attacker	10
wh_dlc07_trait_brt_lord_bad_coward_1	1	wh_dlc07_trait_brt_lord_bad_coward	5
wh_dlc07_trait_brt_lord_bad_defeat_1	1	wh_dlc07_trait_brt_lord_bad_defeat	1
wh_dlc07_trait_brt_lord_bad_defeat_2	2	wh_dlc07_trait_brt_lord_bad_defeat	3
wh_dlc07_trait_brt_lord_bad_defender_1	1	wh_dlc07_trait_brt_lord_bad_defender	3
wh_dlc07_trait_brt_lord_bad_defender_2	2	wh_dlc07_trait_brt_lord_bad_defender	5
wh_dlc07_trait_brt_lord_bad_defender_3	3	wh_dlc07_trait_brt_lord_bad_defender	7
wh_dlc07_trait_brt_lord_bad_kingslayer_1	1	wh_dlc07_trait_brt_lord_bad_kingslayer	1
wh_dlc07_trait_brt_lord_bad_lazy_1	1	wh_dlc07_trait_brt_lord_bad_lazy	1
wh_dlc07_trait_brt_lord_bad_lazy_2	2	wh_dlc07_trait_brt_lord_bad_lazy	2
wh_dlc07_trait_brt_lord_bad_perverted_1	1	wh_dlc07_trait_brt_lord_bad_perverted	3
wh_dlc07_trait_brt_lord_bad_raider_1	1	wh_dlc07_trait_brt_lord_bad_raider	5
wh_dlc07_trait_brt_lord_bad_renegade_1	1	wh_dlc07_trait_brt_lord_bad_renegade	3
wh_dlc07_trait_brt_lord_bad_sacking_1	1	wh_dlc07_trait_brt_lord_bad_sacking	3
wh_dlc07_trait_brt_lord_bad_sacking_2	2	wh_dlc07_trait_brt_lord_bad_sacking	6
wh_dlc07_trait_brt_lord_bad_sacking_3	3	wh_dlc07_trait_brt_lord_bad_sacking	9
wh_dlc07_trait_brt_lord_bad_scared_of_beastmen_1	1	wh_dlc07_trait_brt_lord_bad_scared_of_beastmen	4
wh_dlc07_trait_brt_lord_bad_scared_of_chaos_1	1	wh_dlc07_trait_brt_lord_bad_scared_of_chaos	4
wh_dlc07_trait_brt_lord_bad_scared_of_greenskins_1	1	wh_dlc07_trait_brt_lord_bad_scared_of_greenskins	4
wh_dlc07_trait_brt_lord_bad_scared_of_vampires_1	1	wh_dlc07_trait_brt_lord_bad_scared_of_vampires	4
wh_dlc07_trait_brt_lord_bad_sieging_1	1	wh_dlc07_trait_brt_lord_bad_sieging	3
wh_dlc07_trait_brt_lord_bad_sieging_2	2	wh_dlc07_trait_brt_lord_bad_sieging	5
wh_dlc07_trait_brt_lord_bad_sieging_3	3	wh_dlc07_trait_brt_lord_bad_sieging	7
wh_dlc07_trait_brt_lord_bad_traitor_1	1	wh_dlc07_trait_brt_lord_bad_traitor	1
wh_dlc07_trait_brt_lord_bad_villain_1	1	wh_dlc07_trait_brt_lord_bad_villain	3
wh_dlc07_trait_brt_lord_good_attacker_1	1	wh_dlc07_trait_brt_lord_good_attacker	6
wh_dlc07_trait_brt_lord_good_attacker_2	2	wh_dlc07_trait_brt_lord_good_attacker	11
wh_dlc07_trait_brt_lord_good_attacker_3	3	wh_dlc07_trait_brt_lord_good_attacker	16
wh_dlc07_trait_brt_lord_good_beastmen_1	1	wh_dlc07_trait_brt_lord_good_beastmen	10
wh_dlc07_trait_brt_lord_good_chaos_1	1	wh_dlc07_trait_brt_lord_good_chaos	10
wh_dlc07_trait_brt_lord_good_defeated_archaon_1	1	wh_dlc07_trait_brt_lord_good_defeated_archaon	1
wh_dlc07_trait_brt_lord_good_defeated_grimgor_1	1	wh_dlc07_trait_brt_lord_good_defeated_grimgor	1
wh_dlc07_trait_brt_lord_good_defeated_khazrak_1	1	wh_dlc07_trait_brt_lord_good_defeated_khazrak	1
wh_dlc07_trait_brt_lord_good_defeated_manfred_1	1	wh_dlc07_trait_brt_lord_good_defeated_manfred	1
wh_dlc07_trait_brt_lord_good_defender_1	1	wh_dlc07_trait_brt_lord_good_defender	4
wh_dlc07_trait_brt_lord_good_defender_2	2	wh_dlc07_trait_brt_lord_good_defender	7
wh_dlc07_trait_brt_lord_good_defender_3	3	wh_dlc07_trait_brt_lord_good_defender	10
wh_dlc07_trait_brt_lord_good_executing_1	1	wh_dlc07_trait_brt_lord_good_executing	10
wh_dlc07_trait_brt_lord_good_far_from_capital_1	1	wh_dlc07_trait_brt_lord_good_far_from_capital	6
wh_dlc07_trait_brt_lord_good_farming_1	1	wh_dlc07_trait_brt_lord_good_farming	5
wh_dlc07_trait_brt_lord_good_greenskins_1	1	wh_dlc07_trait_brt_lord_good_greenskins	10
wh_dlc07_trait_brt_lord_good_industry_1	1	wh_dlc07_trait_brt_lord_good_industry	5
wh_dlc07_trait_brt_lord_good_knightly_1	1	wh_dlc07_trait_brt_lord_good_knightly	6
wh_dlc07_trait_brt_lord_good_lone_wolf_1	1	wh_dlc07_trait_brt_lord_good_lone_wolf	1
wh_dlc07_trait_brt_lord_good_lone_wolf_2	2	wh_dlc07_trait_brt_lord_good_lone_wolf	2
wh_dlc07_trait_brt_lord_good_peasants_1	1	wh_dlc07_trait_brt_lord_good_peasants	6
wh_dlc07_trait_brt_lord_good_praying_1	1	wh_dlc07_trait_brt_lord_good_praying	1
wh_dlc07_trait_brt_lord_good_public_order_1	1	wh_dlc07_trait_brt_lord_good_public_order	10
wh_dlc07_trait_brt_lord_good_reinforcing_1	1	wh_dlc07_trait_brt_lord_good_reinforcing	4
wh_dlc07_trait_brt_lord_good_sieging_1	1	wh_dlc07_trait_brt_lord_good_sieging	4
wh_dlc07_trait_brt_lord_good_sieging_2	2	wh_dlc07_trait_brt_lord_good_sieging	7
wh_dlc07_trait_brt_lord_good_sieging_3	3	wh_dlc07_trait_brt_lord_good_sieging	10
wh_dlc07_trait_brt_lord_good_vampires_1	1	wh_dlc07_trait_brt_lord_good_vampires	10
wh_dlc07_trait_brt_lord_good_victory_1	1	wh_dlc07_trait_brt_lord_good_victory	1
wh_dlc07_trait_brt_lord_good_victory_2	2	wh_dlc07_trait_brt_lord_good_victory	4
wh_dlc07_trait_brt_lord_good_victory_3	3	wh_dlc07_trait_brt_lord_good_victory	10
wh_dlc07_trait_brt_protection_troth_chivalry_pledge_1	1	wh_dlc07_trait_brt_protection_troth_chivalry_pledge	1
wh_dlc07_trait_brt_protection_troth_chivalry_pledge_2	2	wh_dlc07_trait_brt_protection_troth_chivalry_pledge	2
wh_dlc07_trait_brt_protection_troth_chivalry_pledge_3	3	wh_dlc07_trait_brt_protection_troth_chivalry_pledge	3
wh_dlc07_trait_brt_protection_troth_chivalry_pledge_4	4	wh_dlc07_trait_brt_protection_troth_chivalry_pledge	4
wh_dlc07_trait_brt_protection_troth_chivalry_pledge_5	5	wh_dlc07_trait_brt_protection_troth_chivalry_pledge	5
wh_dlc07_trait_brt_protection_troth_chivalry_pledge_6	6	wh_dlc07_trait_brt_protection_troth_chivalry_pledge	6
wh_dlc07_trait_brt_protection_troth_chivalry_pledge_agent_1	1	wh_dlc07_trait_brt_protection_troth_chivalry_pledge_agent	1
wh_dlc07_trait_brt_protection_troth_chivalry_pledge_agent_2	2	wh_dlc07_trait_brt_protection_troth_chivalry_pledge_agent	2
wh_dlc07_trait_brt_protection_troth_chivalry_pledge_agent_3	3	wh_dlc07_trait_brt_protection_troth_chivalry_pledge_agent	3
wh_dlc07_trait_brt_protection_troth_chivalry_pledge_agent_4	4	wh_dlc07_trait_brt_protection_troth_chivalry_pledge_agent	4
wh_dlc07_trait_brt_protection_troth_chivalry_pledge_agent_5	5	wh_dlc07_trait_brt_protection_troth_chivalry_pledge_agent	5
wh_dlc07_trait_brt_protection_troth_chivalry_pledge_agent_6	6	wh_dlc07_trait_brt_protection_troth_chivalry_pledge_agent	6
wh_dlc07_trait_brt_protection_troth_knowledge_pledge_1	1	wh_dlc07_trait_brt_protection_troth_knowledge_pledge	1
wh_dlc07_trait_brt_protection_troth_knowledge_pledge_2	2	wh_dlc07_trait_brt_protection_troth_knowledge_pledge	2
wh_dlc07_trait_brt_protection_troth_knowledge_pledge_3	3	wh_dlc07_trait_brt_protection_troth_knowledge_pledge	3
wh_dlc07_trait_brt_protection_troth_knowledge_pledge_4	4	wh_dlc07_trait_brt_protection_troth_knowledge_pledge	4
wh_dlc07_trait_brt_protection_troth_knowledge_pledge_5	5	wh_dlc07_trait_brt_protection_troth_knowledge_pledge	5
wh_dlc07_trait_brt_protection_troth_knowledge_pledge_6	6	wh_dlc07_trait_brt_protection_troth_knowledge_pledge	6
wh_dlc07_trait_brt_protection_troth_knowledge_pledge_agent_1	1	wh_dlc07_trait_brt_protection_troth_knowledge_pledge_agent	1
wh_dlc07_trait_brt_protection_troth_knowledge_pledge_agent_2	2	wh_dlc07_trait_brt_protection_troth_knowledge_pledge_agent	2
wh_dlc07_trait_brt_protection_troth_knowledge_pledge_agent_3	3	wh_dlc07_trait_brt_protection_troth_knowledge_pledge_agent	3
wh_dlc07_trait_brt_protection_troth_knowledge_pledge_agent_4	4	wh_dlc07_trait_brt_protection_troth_knowledge_pledge_agent	4
wh_dlc07_trait_brt_protection_troth_knowledge_pledge_agent_5	5	wh_dlc07_trait_brt_protection_troth_knowledge_pledge_agent	5
wh_dlc07_trait_brt_protection_troth_knowledge_pledge_agent_6	6	wh_dlc07_trait_brt_protection_troth_knowledge_pledge_agent	6
wh_dlc07_trait_brt_protection_troth_order_pledge_1	1	wh_dlc07_trait_brt_protection_troth_order_pledge	1
wh_dlc07_trait_brt_protection_troth_order_pledge_2	2	wh_dlc07_trait_brt_protection_troth_order_pledge	2
wh_dlc07_trait_brt_protection_troth_order_pledge_3	3	wh_dlc07_trait_brt_protection_troth_order_pledge	3
wh_dlc07_trait_brt_protection_troth_order_pledge_4	4	wh_dlc07_trait_brt_protection_troth_order_pledge	4
wh_dlc07_trait_brt_protection_troth_order_pledge_5	5	wh_dlc07_trait_brt_protection_troth_order_pledge	5
wh_dlc07_trait_brt_protection_troth_order_pledge_6	6	wh_dlc07_trait_brt_protection_troth_order_pledge	6
wh_dlc07_trait_brt_protection_troth_order_pledge_agent_1	1	wh_dlc07_trait_brt_protection_troth_order_pledge_agent	1
wh_dlc07_trait_brt_protection_troth_order_pledge_agent_2	2	wh_dlc07_trait_brt_protection_troth_order_pledge_agent	2
wh_dlc07_trait_brt_protection_troth_order_pledge_agent_3	3	wh_dlc07_trait_brt_protection_troth_order_pledge_agent	3
wh_dlc07_trait_brt_protection_troth_order_pledge_agent_4	4	wh_dlc07_trait_brt_protection_troth_order_pledge_agent	4
wh_dlc07_trait_brt_protection_troth_order_pledge_agent_5	5	wh_dlc07_trait_brt_protection_troth_order_pledge_agent	5
wh_dlc07_trait_brt_protection_troth_order_pledge_agent_6	6	wh_dlc07_trait_brt_protection_troth_order_pledge_agent	6
wh_dlc07_trait_brt_questing_vow_campaign_pledge_0	1	wh_dlc07_trait_brt_questing_vow_campaign_pledge	1
wh_dlc07_trait_brt_questing_vow_campaign_pledge_1	2	wh_dlc07_trait_brt_questing_vow_campaign_pledge	2
wh_dlc07_trait_brt_questing_vow_campaign_pledge_agent_0	1	wh_dlc07_trait_brt_questing_vow_campaign_pledge_agent	1
wh_dlc07_trait_brt_questing_vow_campaign_pledge_agent_1	2	wh_dlc07_trait_brt_questing_vow_campaign_pledge_agent	2
wh_dlc07_trait_brt_questing_vow_heroism_pledge_0	1	wh_dlc07_trait_brt_questing_vow_heroism_pledge	1
wh_dlc07_trait_brt_questing_vow_heroism_pledge_1	2	wh_dlc07_trait_brt_questing_vow_heroism_pledge	2
wh_dlc07_trait_brt_questing_vow_heroism_pledge_agent_0	1	wh_dlc07_trait_brt_questing_vow_heroism_pledge_agent	1
wh_dlc07_trait_brt_questing_vow_heroism_pledge_agent_1	2	wh_dlc07_trait_brt_questing_vow_heroism_pledge_agent	2
wh_dlc07_trait_brt_questing_vow_protect_pledge_0	1	wh_dlc07_trait_brt_questing_vow_protect_pledge	1
wh_dlc07_trait_brt_questing_vow_protect_pledge_1	2	wh_dlc07_trait_brt_questing_vow_protect_pledge	2
wh_dlc07_trait_brt_questing_vow_protect_pledge_agent_0	1	wh_dlc07_trait_brt_questing_vow_protect_pledge_agent	1
wh_dlc07_trait_brt_questing_vow_protect_pledge_agent_1	2	wh_dlc07_trait_brt_questing_vow_protect_pledge_agent	2
wh_dlc07_trait_brt_virtue_troth_destroy_pledge_1	1	wh_dlc07_trait_brt_virtue_troth_destroy_pledge	1
wh_dlc07_trait_brt_virtue_troth_destroy_pledge_2	2	wh_dlc07_trait_brt_virtue_troth_destroy_pledge	2
wh_dlc07_trait_brt_virtue_troth_destroy_pledge_3	3	wh_dlc07_trait_brt_virtue_troth_destroy_pledge	3
wh_dlc07_trait_brt_virtue_troth_destroy_pledge_4	4	wh_dlc07_trait_brt_virtue_troth_destroy_pledge	4
wh_dlc07_trait_brt_virtue_troth_destroy_pledge_5	5	wh_dlc07_trait_brt_virtue_troth_destroy_pledge	5
wh_dlc07_trait_brt_virtue_troth_destroy_pledge_6	6	wh_dlc07_trait_brt_virtue_troth_destroy_pledge	6
wh_dlc07_trait_brt_virtue_troth_destroy_pledge_agent_1	1	wh_dlc07_trait_brt_virtue_troth_destroy_pledge_agent	1
wh_dlc07_trait_brt_virtue_troth_destroy_pledge_agent_2	2	wh_dlc07_trait_brt_virtue_troth_destroy_pledge_agent	2
wh_dlc07_trait_brt_virtue_troth_destroy_pledge_agent_3	3	wh_dlc07_trait_brt_virtue_troth_destroy_pledge_agent	3
wh_dlc07_trait_brt_virtue_troth_destroy_pledge_agent_4	4	wh_dlc07_trait_brt_virtue_troth_destroy_pledge_agent	4
wh_dlc07_trait_brt_virtue_troth_destroy_pledge_agent_5	5	wh_dlc07_trait_brt_virtue_troth_destroy_pledge_agent	5
wh_dlc07_trait_brt_virtue_troth_destroy_pledge_agent_6	6	wh_dlc07_trait_brt_virtue_troth_destroy_pledge_agent	6
wh_dlc07_trait_brt_virtue_troth_destroy_pledge_fay_1	1	wh_dlc07_trait_brt_virtue_troth_destroy_pledge_fay	1
wh_dlc07_trait_brt_virtue_troth_destroy_pledge_fay_2	2	wh_dlc07_trait_brt_virtue_troth_destroy_pledge_fay	2
wh_dlc07_trait_brt_virtue_troth_destroy_pledge_fay_3	3	wh_dlc07_trait_brt_virtue_troth_destroy_pledge_fay	3
wh_dlc07_trait_brt_virtue_troth_destroy_pledge_fay_4	4	wh_dlc07_trait_brt_virtue_troth_destroy_pledge_fay	4
wh_dlc07_trait_brt_virtue_troth_destroy_pledge_fay_5	5	wh_dlc07_trait_brt_virtue_troth_destroy_pledge_fay	5
wh_dlc07_trait_brt_virtue_troth_destroy_pledge_fay_6	6	wh_dlc07_trait_brt_virtue_troth_destroy_pledge_fay	6
wh_dlc07_trait_brt_virtue_troth_untaint_pledge_1	1	wh_dlc07_trait_brt_virtue_troth_untaint_pledge	1
wh_dlc07_trait_brt_virtue_troth_untaint_pledge_2	2	wh_dlc07_trait_brt_virtue_troth_untaint_pledge	2
wh_dlc07_trait_brt_virtue_troth_untaint_pledge_agent_1	1	wh_dlc07_trait_brt_virtue_troth_untaint_pledge_agent	1
wh_dlc07_trait_brt_virtue_troth_untaint_pledge_agent_2	2	wh_dlc07_trait_brt_virtue_troth_untaint_pledge_agent	2
wh_dlc07_trait_brt_virtue_troth_untaint_pledge_fay_1	1	wh_dlc07_trait_brt_virtue_troth_untaint_pledge_fay	1
wh_dlc07_trait_brt_virtue_troth_untaint_pledge_fay_2	2	wh_dlc07_trait_brt_virtue_troth_untaint_pledge_fay	2
wh_dlc07_trait_brt_virtue_troth_valour_pledge_1	1	wh_dlc07_trait_brt_virtue_troth_valour_pledge	1
wh_dlc07_trait_brt_virtue_troth_valour_pledge_2	2	wh_dlc07_trait_brt_virtue_troth_valour_pledge	2
wh_dlc07_trait_brt_virtue_troth_valour_pledge_3	3	wh_dlc07_trait_brt_virtue_troth_valour_pledge	3
wh_dlc07_trait_brt_virtue_troth_valour_pledge_4	4	wh_dlc07_trait_brt_virtue_troth_valour_pledge	4
wh_dlc07_trait_brt_virtue_troth_valour_pledge_5	5	wh_dlc07_trait_brt_virtue_troth_valour_pledge	5
wh_dlc07_trait_brt_virtue_troth_valour_pledge_6	6	wh_dlc07_trait_brt_virtue_troth_valour_pledge	6
wh_dlc07_trait_brt_virtue_troth_valour_pledge_agent_1	1	wh_dlc07_trait_brt_virtue_troth_valour_pledge_agent	1
wh_dlc07_trait_brt_virtue_troth_valour_pledge_agent_2	2	wh_dlc07_trait_brt_virtue_troth_valour_pledge_agent	2
wh_dlc07_trait_brt_virtue_troth_valour_pledge_agent_3	3	wh_dlc07_trait_brt_virtue_troth_valour_pledge_agent	3
wh_dlc07_trait_brt_virtue_troth_valour_pledge_agent_4	4	wh_dlc07_trait_brt_virtue_troth_valour_pledge_agent	4
wh_dlc07_trait_brt_virtue_troth_valour_pledge_agent_5	5	wh_dlc07_trait_brt_virtue_troth_valour_pledge_agent	5
wh_dlc07_trait_brt_virtue_troth_valour_pledge_agent_6	6	wh_dlc07_trait_brt_virtue_troth_valour_pledge_agent	6
wh_dlc07_trait_brt_virtue_troth_valour_pledge_fay_1	1	wh_dlc07_trait_brt_virtue_troth_valour_pledge_fay	1
