armory_item	armory_item_set
wh3_main_dae_cha_daemon_prince_tail_fiend_1	wh3_main_dae_daemon_prince_set_slaanesh_body_1
wh3_main_dae_cha_daemon_prince_torso_adornedarmour_1	wh3_main_dae_daemon_prince_set_slaanesh_body_1
wh3_main_dae_cha_daemon_prince_wings_sensuous_1	wh3_main_dae_daemon_prince_set_slaanesh_body_1
wh3_main_dae_cha_daemon_prince_arm_l_scythe_2	wh3_main_dae_daemon_prince_set_slaanesh_body_2
wh3_main_dae_cha_daemon_prince_arm_r_scythe_2	wh3_main_dae_daemon_prince_set_slaanesh_body_2
wh3_main_dae_cha_daemon_prince_head_adornedhelmet_2	wh3_main_dae_daemon_prince_set_slaanesh_body_2
wh3_main_dae_cha_daemon_prince_legs_daemonette_2	wh3_main_dae_daemon_prince_set_slaanesh_body_2
wh3_main_dae_cha_daemon_prince_tail_fiend_2	wh3_main_dae_daemon_prince_set_slaanesh_body_2
wh3_main_dae_cha_daemon_prince_torso_adornedarmour_2	wh3_main_dae_daemon_prince_set_slaanesh_body_2
wh3_main_dae_cha_daemon_prince_wings_sensuous_2	wh3_main_dae_daemon_prince_set_slaanesh_body_2
wh3_main_dae_cha_daemon_prince_arm_l_scythe_3	wh3_main_dae_daemon_prince_set_slaanesh_body_3
wh3_main_dae_cha_daemon_prince_arm_r_scythe_3	wh3_main_dae_daemon_prince_set_slaanesh_body_3
wh3_main_dae_cha_daemon_prince_head_adornedhelmet_3	wh3_main_dae_daemon_prince_set_slaanesh_body_3
wh3_main_dae_cha_daemon_prince_legs_daemonette_3	wh3_main_dae_daemon_prince_set_slaanesh_body_3
wh3_main_dae_cha_daemon_prince_tail_fiend_3	wh3_main_dae_daemon_prince_set_slaanesh_body_3
wh3_main_dae_cha_daemon_prince_torso_adornedarmour_3	wh3_main_dae_daemon_prince_set_slaanesh_body_3
wh3_main_dae_cha_daemon_prince_wings_sensuous_3	wh3_main_dae_daemon_prince_set_slaanesh_body_3
wh3_main_dae_cha_daemon_prince_arm_l_scythe_4	wh3_main_dae_daemon_prince_set_slaanesh_body_4
wh3_main_dae_cha_daemon_prince_arm_r_scythe_4	wh3_main_dae_daemon_prince_set_slaanesh_body_4
wh3_main_dae_cha_daemon_prince_head_adornedhelmet_4	wh3_main_dae_daemon_prince_set_slaanesh_body_4
wh3_main_dae_cha_daemon_prince_legs_daemonette_4	wh3_main_dae_daemon_prince_set_slaanesh_body_4
wh3_main_dae_cha_daemon_prince_tail_fiend_4	wh3_main_dae_daemon_prince_set_slaanesh_body_4
wh3_main_dae_cha_daemon_prince_torso_adornedarmour_4	wh3_main_dae_daemon_prince_set_slaanesh_body_4
wh3_main_dae_cha_daemon_prince_wings_sensuous_4	wh3_main_dae_daemon_prince_set_slaanesh_body_4
wh3_main_dae_cha_daemon_prince_arm_l_scythe_5	wh3_main_dae_daemon_prince_set_slaanesh_body_5
wh3_main_dae_cha_daemon_prince_arm_r_scythe_5	wh3_main_dae_daemon_prince_set_slaanesh_body_5
wh3_main_dae_cha_daemon_prince_head_adornedhelmet_5	wh3_main_dae_daemon_prince_set_slaanesh_body_5
wh3_main_dae_cha_daemon_prince_legs_daemonette_5	wh3_main_dae_daemon_prince_set_slaanesh_body_5
wh3_main_dae_cha_daemon_prince_tail_fiend_5	wh3_main_dae_daemon_prince_set_slaanesh_body_5
wh3_main_dae_cha_daemon_prince_torso_adornedarmour_5	wh3_main_dae_daemon_prince_set_slaanesh_body_5
wh3_main_dae_cha_daemon_prince_wings_sensuous_5	wh3_main_dae_daemon_prince_set_slaanesh_body_5
wh3_main_dae_cha_daemon_prince_arm_l_scythe_6	wh3_main_dae_daemon_prince_set_slaanesh_body_6
wh3_main_dae_cha_daemon_prince_arm_r_scythe_6	wh3_main_dae_daemon_prince_set_slaanesh_body_6
wh3_main_dae_cha_daemon_prince_head_adornedhelmet_6	wh3_main_dae_daemon_prince_set_slaanesh_body_6
wh3_main_dae_cha_daemon_prince_legs_daemonette_6	wh3_main_dae_daemon_prince_set_slaanesh_body_6
wh3_main_dae_cha_daemon_prince_tail_fiend_6	wh3_main_dae_daemon_prince_set_slaanesh_body_6
wh3_main_dae_cha_daemon_prince_torso_adornedarmour_6	wh3_main_dae_daemon_prince_set_slaanesh_body_6
wh3_main_dae_cha_daemon_prince_wings_sensuous_6	wh3_main_dae_daemon_prince_set_slaanesh_body_6
wh3_main_dae_cha_daemon_prince_arm_l_base_1	wh3_main_dae_daemon_prince_set_slaanesh_body_7
wh3_main_dae_cha_daemon_prince_arm_r_base_1	wh3_main_dae_daemon_prince_set_slaanesh_body_7
wh3_main_dae_cha_daemon_prince_head_base_1	wh3_main_dae_daemon_prince_set_slaanesh_body_7
wh3_main_dae_cha_daemon_prince_legs_base_1	wh3_main_dae_daemon_prince_set_slaanesh_body_7
wh3_main_dae_cha_daemon_prince_tail_base_1	wh3_main_dae_daemon_prince_set_slaanesh_body_7
wh3_main_dae_cha_daemon_prince_torso_base_1	wh3_main_dae_daemon_prince_set_slaanesh_body_7
wh3_main_dae_cha_daemon_prince_wings_base_1	wh3_main_dae_daemon_prince_set_slaanesh_body_7
wh3_main_dae_cha_daemon_prince_arm_l_base_2	wh3_main_dae_daemon_prince_set_slaanesh_body_8
wh3_main_dae_cha_daemon_prince_arm_r_base_2	wh3_main_dae_daemon_prince_set_slaanesh_body_8
wh3_main_dae_cha_daemon_prince_head_base_2	wh3_main_dae_daemon_prince_set_slaanesh_body_8
wh3_main_dae_cha_daemon_prince_legs_base_2	wh3_main_dae_daemon_prince_set_slaanesh_body_8
wh3_main_dae_cha_daemon_prince_tail_base_2	wh3_main_dae_daemon_prince_set_slaanesh_body_8
wh3_main_dae_cha_daemon_prince_torso_base_2	wh3_main_dae_daemon_prince_set_slaanesh_body_8
wh3_main_dae_cha_daemon_prince_wings_base_2	wh3_main_dae_daemon_prince_set_slaanesh_body_8
wh3_main_dae_cha_daemon_prince_arm_l_base_3	wh3_main_dae_daemon_prince_set_slaanesh_body_9
wh3_main_dae_cha_daemon_prince_arm_r_base_3	wh3_main_dae_daemon_prince_set_slaanesh_body_9
wh3_main_dae_cha_daemon_prince_head_base_3	wh3_main_dae_daemon_prince_set_slaanesh_body_9
wh3_main_dae_cha_daemon_prince_legs_base_3	wh3_main_dae_daemon_prince_set_slaanesh_body_9
wh3_main_dae_cha_daemon_prince_tail_base_3	wh3_main_dae_daemon_prince_set_slaanesh_body_9
wh3_main_dae_cha_daemon_prince_torso_base_3	wh3_main_dae_daemon_prince_set_slaanesh_body_9
wh3_main_dae_cha_daemon_prince_wings_base_3	wh3_main_dae_daemon_prince_set_slaanesh_body_9
wh3_main_dae_cha_daemon_prince_arm_l_base_4	wh3_main_dae_daemon_prince_set_tzeentch_body_10
wh3_main_dae_cha_daemon_prince_arm_r_base_4	wh3_main_dae_daemon_prince_set_tzeentch_body_10
wh3_main_dae_cha_daemon_prince_head_base_4	wh3_main_dae_daemon_prince_set_tzeentch_body_10
wh3_main_dae_cha_daemon_prince_legs_base_4	wh3_main_dae_daemon_prince_set_tzeentch_body_10
wh3_main_dae_cha_daemon_prince_tail_base_4	wh3_main_dae_daemon_prince_set_tzeentch_body_10
wh3_main_dae_cha_daemon_prince_torso_base_4	wh3_main_dae_daemon_prince_set_tzeentch_body_10
wh3_main_dae_cha_daemon_prince_wings_base_4	wh3_main_dae_daemon_prince_set_tzeentch_body_10
wh3_main_dae_cha_daemon_prince_arm_l_base_5	wh3_main_dae_daemon_prince_set_tzeentch_body_11
wh3_main_dae_cha_daemon_prince_arm_r_base_5	wh3_main_dae_daemon_prince_set_tzeentch_body_11
wh3_main_dae_cha_daemon_prince_head_base_5	wh3_main_dae_daemon_prince_set_tzeentch_body_11
wh3_main_dae_cha_daemon_prince_legs_base_5	wh3_main_dae_daemon_prince_set_tzeentch_body_11
wh3_main_dae_cha_daemon_prince_tail_base_5	wh3_main_dae_daemon_prince_set_tzeentch_body_11
wh3_main_dae_cha_daemon_prince_torso_base_5	wh3_main_dae_daemon_prince_set_tzeentch_body_11
wh3_main_dae_cha_daemon_prince_wings_base_5	wh3_main_dae_daemon_prince_set_tzeentch_body_11
wh3_main_dae_cha_daemon_prince_arm_l_base_6	wh3_main_dae_daemon_prince_set_tzeentch_body_12
wh3_main_dae_cha_daemon_prince_arm_r_base_6	wh3_main_dae_daemon_prince_set_tzeentch_body_12
wh3_main_dae_cha_daemon_prince_head_base_6	wh3_main_dae_daemon_prince_set_tzeentch_body_12
wh3_main_dae_cha_daemon_prince_legs_base_6	wh3_main_dae_daemon_prince_set_tzeentch_body_12
wh3_main_dae_cha_daemon_prince_tail_base_6	wh3_main_dae_daemon_prince_set_tzeentch_body_12
wh3_main_dae_cha_daemon_prince_torso_base_6	wh3_main_dae_daemon_prince_set_tzeentch_body_12
wh3_main_dae_cha_daemon_prince_wings_base_6	wh3_main_dae_daemon_prince_set_tzeentch_body_12
wh3_main_dae_cha_daemon_prince_torso_base_10	wh3_main_dae_daemon_prince_set_tzeentch_body_13
wh3_main_dae_cha_daemon_prince_torso_base_7	wh3_main_dae_daemon_prince_set_tzeentch_body_13
wh3_main_dae_cha_daemon_prince_torso_base_8	wh3_main_dae_daemon_prince_set_tzeentch_body_13
wh3_main_dae_cha_daemon_prince_torso_base_9	wh3_main_dae_daemon_prince_set_tzeentch_body_13
wh3_main_dae_cha_daemon_prince_arm_l_bird_1	wh3_main_dae_daemon_prince_set_tzeentch_body_1
wh3_main_dae_cha_daemon_prince_arm_r_bird_1	wh3_main_dae_daemon_prince_set_tzeentch_body_1
wh3_main_dae_cha_daemon_prince_head_bird_1	wh3_main_dae_daemon_prince_set_tzeentch_body_1
wh3_main_dae_cha_daemon_prince_legs_bird_1	wh3_main_dae_daemon_prince_set_tzeentch_body_1
wh3_main_dae_cha_daemon_prince_tail_snapping_1	wh3_main_dae_daemon_prince_set_tzeentch_body_1
wh3_main_dae_cha_daemon_prince_torso_bird_1	wh3_main_dae_daemon_prince_set_tzeentch_body_1
wh3_main_dae_cha_daemon_prince_wings_bird_1	wh3_main_dae_daemon_prince_set_tzeentch_body_1
wh3_main_dae_cha_daemon_prince_arm_l_bird_2	wh3_main_dae_daemon_prince_set_tzeentch_body_2
wh3_main_dae_cha_daemon_prince_arm_r_bird_2	wh3_main_dae_daemon_prince_set_tzeentch_body_2
wh3_main_dae_cha_daemon_prince_head_bird_2	wh3_main_dae_daemon_prince_set_tzeentch_body_2
wh3_main_dae_cha_daemon_prince_legs_bird_2	wh3_main_dae_daemon_prince_set_tzeentch_body_2
wh3_main_dae_cha_daemon_prince_tail_snapping_2	wh3_main_dae_daemon_prince_set_tzeentch_body_2
wh3_main_dae_cha_daemon_prince_torso_bird_2	wh3_main_dae_daemon_prince_set_tzeentch_body_2
wh3_main_dae_cha_daemon_prince_wings_bird_2	wh3_main_dae_daemon_prince_set_tzeentch_body_2
wh3_main_dae_cha_daemon_prince_arm_l_bird_3	wh3_main_dae_daemon_prince_set_tzeentch_body_3
wh3_main_dae_cha_daemon_prince_arm_r_bird_3	wh3_main_dae_daemon_prince_set_tzeentch_body_3
wh3_main_dae_cha_daemon_prince_head_bird_3	wh3_main_dae_daemon_prince_set_tzeentch_body_3
wh3_main_dae_cha_daemon_prince_legs_bird_3	wh3_main_dae_daemon_prince_set_tzeentch_body_3
wh3_main_dae_cha_daemon_prince_tail_snapping_3	wh3_main_dae_daemon_prince_set_tzeentch_body_3
wh3_main_dae_cha_daemon_prince_torso_bird_3	wh3_main_dae_daemon_prince_set_tzeentch_body_3
wh3_main_dae_cha_daemon_prince_wings_bird_3	wh3_main_dae_daemon_prince_set_tzeentch_body_3
wh3_main_dae_cha_daemon_prince_arm_l_bird_4	wh3_main_dae_daemon_prince_set_tzeentch_body_4
wh3_main_dae_cha_daemon_prince_arm_r_bird_4	wh3_main_dae_daemon_prince_set_tzeentch_body_4
wh3_main_dae_cha_daemon_prince_head_bird_4	wh3_main_dae_daemon_prince_set_tzeentch_body_4
wh3_main_dae_cha_daemon_prince_legs_bird_4	wh3_main_dae_daemon_prince_set_tzeentch_body_4
wh3_main_dae_cha_daemon_prince_tail_snapping_4	wh3_main_dae_daemon_prince_set_tzeentch_body_4
wh3_main_dae_cha_daemon_prince_torso_bird_4	wh3_main_dae_daemon_prince_set_tzeentch_body_4
wh3_main_dae_cha_daemon_prince_wings_bird_4	wh3_main_dae_daemon_prince_set_tzeentch_body_4
wh3_main_dae_cha_daemon_prince_arm_l_bird_5	wh3_main_dae_daemon_prince_set_tzeentch_body_5
wh3_main_dae_cha_daemon_prince_arm_r_bird_5	wh3_main_dae_daemon_prince_set_tzeentch_body_5
wh3_main_dae_cha_daemon_prince_head_bird_5	wh3_main_dae_daemon_prince_set_tzeentch_body_5
wh3_main_dae_cha_daemon_prince_legs_bird_5	wh3_main_dae_daemon_prince_set_tzeentch_body_5
wh3_main_dae_cha_daemon_prince_tail_snapping_5	wh3_main_dae_daemon_prince_set_tzeentch_body_5
wh3_main_dae_cha_daemon_prince_torso_bird_5	wh3_main_dae_daemon_prince_set_tzeentch_body_5
wh3_main_dae_cha_daemon_prince_wings_bird_5	wh3_main_dae_daemon_prince_set_tzeentch_body_5
wh3_main_dae_cha_daemon_prince_arm_l_bird_6	wh3_main_dae_daemon_prince_set_tzeentch_body_6
wh3_main_dae_cha_daemon_prince_arm_r_bird_6	wh3_main_dae_daemon_prince_set_tzeentch_body_6
wh3_main_dae_cha_daemon_prince_head_bird_6	wh3_main_dae_daemon_prince_set_tzeentch_body_6
wh3_main_dae_cha_daemon_prince_legs_bird_6	wh3_main_dae_daemon_prince_set_tzeentch_body_6
wh3_main_dae_cha_daemon_prince_tail_snapping_6	wh3_main_dae_daemon_prince_set_tzeentch_body_6
wh3_main_dae_cha_daemon_prince_torso_bird_6	wh3_main_dae_daemon_prince_set_tzeentch_body_6
wh3_main_dae_cha_daemon_prince_wings_bird_6	wh3_main_dae_daemon_prince_set_tzeentch_body_6
wh3_main_dae_cha_daemon_prince_arm_l_base_1	wh3_main_dae_daemon_prince_set_tzeentch_body_7
wh3_main_dae_cha_daemon_prince_arm_r_base_1	wh3_main_dae_daemon_prince_set_tzeentch_body_7
wh3_main_dae_cha_daemon_prince_head_base_1	wh3_main_dae_daemon_prince_set_tzeentch_body_7
wh3_main_dae_cha_daemon_prince_legs_base_1	wh3_main_dae_daemon_prince_set_tzeentch_body_7
wh3_main_dae_cha_daemon_prince_tail_base_1	wh3_main_dae_daemon_prince_set_tzeentch_body_7
wh3_main_dae_cha_daemon_prince_torso_base_1	wh3_main_dae_daemon_prince_set_tzeentch_body_7
wh3_main_dae_cha_daemon_prince_wings_base_1	wh3_main_dae_daemon_prince_set_tzeentch_body_7
wh3_main_dae_cha_daemon_prince_arm_l_base_2	wh3_main_dae_daemon_prince_set_tzeentch_body_8
wh3_main_dae_cha_daemon_prince_arm_r_base_2	wh3_main_dae_daemon_prince_set_tzeentch_body_8
wh3_main_dae_cha_daemon_prince_head_base_2	wh3_main_dae_daemon_prince_set_tzeentch_body_8
wh3_main_dae_cha_daemon_prince_legs_base_2	wh3_main_dae_daemon_prince_set_tzeentch_body_8
wh3_main_dae_cha_daemon_prince_tail_base_2	wh3_main_dae_daemon_prince_set_tzeentch_body_8
wh3_main_dae_cha_daemon_prince_torso_base_2	wh3_main_dae_daemon_prince_set_tzeentch_body_8
wh3_main_dae_cha_daemon_prince_wings_base_2	wh3_main_dae_daemon_prince_set_tzeentch_body_8
wh3_main_dae_cha_daemon_prince_arm_l_base_3	wh3_main_dae_daemon_prince_set_tzeentch_body_9
wh3_main_dae_cha_daemon_prince_arm_r_base_3	wh3_main_dae_daemon_prince_set_tzeentch_body_9
wh3_main_dae_cha_daemon_prince_head_base_3	wh3_main_dae_daemon_prince_set_tzeentch_body_9
wh3_main_dae_cha_daemon_prince_legs_base_3	wh3_main_dae_daemon_prince_set_tzeentch_body_9
wh3_main_dae_cha_daemon_prince_tail_base_3	wh3_main_dae_daemon_prince_set_tzeentch_body_9
wh3_main_dae_cha_daemon_prince_torso_base_3	wh3_main_dae_daemon_prince_set_tzeentch_body_9
wh3_main_dae_cha_daemon_prince_wings_base_3	wh3_main_dae_daemon_prince_set_tzeentch_body_9
wh3_main_dae_cha_daemon_prince_fe_arm_l_base_03	wh3_main_dae_daemon_prince_slaanesh_fe
wh3_main_dae_cha_daemon_prince_fe_arm_r_scythe_06	wh3_main_dae_daemon_prince_slaanesh_fe
wh3_main_dae_cha_daemon_prince_fe_head_adornedhelmet_06	wh3_main_dae_daemon_prince_slaanesh_fe
wh3_main_dae_cha_daemon_prince_fe_legs_daemonette_04	wh3_main_dae_daemon_prince_slaanesh_fe
wh3_main_dae_cha_daemon_prince_fe_tail_fiend_06	wh3_main_dae_daemon_prince_slaanesh_fe
wh3_main_dae_cha_daemon_prince_fe_torso_adornedarmour_06	wh3_main_dae_daemon_prince_slaanesh_fe
wh3_main_dae_cha_daemon_prince_fe_weapon_exalted_keeper_of_secrets_shield_01	wh3_main_dae_daemon_prince_slaanesh_fe
wh3_main_dae_cha_daemon_prince_fe_wings_sensuous_06	wh3_main_dae_daemon_prince_slaanesh_fe
wh3_main_dae_cha_daemon_prince_arm_l_scythe_6	wh3_main_dae_daemon_prince_slaanesh_set_1
wh3_main_dae_cha_daemon_prince_arm_r_base_3	wh3_main_dae_daemon_prince_slaanesh_set_1
wh3_main_dae_cha_daemon_prince_head_adornedhelmet_2	wh3_main_dae_daemon_prince_slaanesh_set_1
wh3_main_dae_cha_daemon_prince_legs_daemonette_2	wh3_main_dae_daemon_prince_slaanesh_set_1
wh3_main_dae_cha_daemon_prince_tail_fiend_2	wh3_main_dae_daemon_prince_slaanesh_set_1
wh3_main_dae_cha_daemon_prince_torso_adornedarmour_2	wh3_main_dae_daemon_prince_slaanesh_set_1
wh3_main_dae_cha_daemon_prince_arm_l_scythe_5	wh3_main_dae_daemon_prince_slaanesh_set_2
wh3_main_dae_cha_daemon_prince_arm_r_scythe_5	wh3_main_dae_daemon_prince_slaanesh_set_2
wh3_main_dae_cha_daemon_prince_head_adornedhelmet_6	wh3_main_dae_daemon_prince_slaanesh_set_2
wh3_main_dae_cha_daemon_prince_legs_daemonette_6	wh3_main_dae_daemon_prince_slaanesh_set_2
wh3_main_dae_cha_daemon_prince_tail_fiend_3	wh3_main_dae_daemon_prince_slaanesh_set_2
wh3_main_dae_cha_daemon_prince_torso_adornedarmour_6	wh3_main_dae_daemon_prince_slaanesh_set_2
wh3_main_dae_cha_daemon_prince_head_adornedhelmet_8	wh3_main_dae_daemon_prince_slaanesh_set_3
wh3_main_dae_cha_daemon_prince_legs_daemonette_8	wh3_main_dae_daemon_prince_slaanesh_set_3
wh3_main_dae_cha_daemon_prince_torso_magical_medium_3	wh3_main_dae_daemon_prince_slaanesh_set_3
wh3_main_dae_cha_daemon_prince_arm_l_scythe_1	wh3_main_dae_daemon_prince_slaanesh_set_4
wh3_main_dae_cha_daemon_prince_tail_fiend_1	wh3_main_dae_daemon_prince_slaanesh_set_4
wh3_main_dae_cha_daemon_prince_wings_sensuous_1	wh3_main_dae_daemon_prince_slaanesh_set_4
wh3_main_dae_cha_daemon_prince_weapon_exalted_keeper_of_secrets_shield_1	wh3_main_dae_daemon_prince_slaanesh_weapon_set_1
wh3_main_dae_cha_daemon_prince_weapon_exalted_keeper_of_secrets_shield_2	wh3_main_dae_daemon_prince_slaanesh_weapon_set_1
wh3_main_dae_cha_daemon_prince_weapon_exalted_keeper_of_secrets_shield_3	wh3_main_dae_daemon_prince_slaanesh_weapon_set_1
wh3_main_dae_cha_daemon_prince_weapon_exalted_keeper_of_secrets_spear_1	wh3_main_dae_daemon_prince_slaanesh_weapon_set_1
wh3_main_dae_cha_daemon_prince_weapon_keeper_of_secrets_sword_1	wh3_main_dae_daemon_prince_slaanesh_weapon_set_1
wh3_main_dae_cha_daemon_prince_weapon_keeper_of_secrets_sword_2	wh3_main_dae_daemon_prince_slaanesh_weapon_set_1
wh3_main_dae_cha_daemon_prince_weapon_keeper_of_secrets_sword_3	wh3_main_dae_daemon_prince_slaanesh_weapon_set_1
wh3_main_dae_cha_daemon_prince_weapon_chaos_knight_lance_1	wh3_main_dae_daemon_prince_slaanesh_weapon_set_2
wh3_main_dae_cha_daemon_prince_weapon_chaos_knight_lance_2	wh3_main_dae_daemon_prince_slaanesh_weapon_set_2
wh3_main_dae_cha_daemon_prince_weapon_chaos_knight_lance_3	wh3_main_dae_daemon_prince_slaanesh_weapon_set_2
wh3_main_dae_cha_daemon_prince_weapon_chaos_knight_sword_1	wh3_main_dae_daemon_prince_slaanesh_weapon_set_2
wh3_main_dae_cha_daemon_prince_weapon_chaos_knight_sword_2	wh3_main_dae_daemon_prince_slaanesh_weapon_set_2
wh3_main_dae_cha_daemon_prince_weapon_chaos_knight_sword_3	wh3_main_dae_daemon_prince_slaanesh_weapon_set_2
wh3_main_dae_cha_daemon_prince_weapon_chaos_shield_1	wh3_main_dae_daemon_prince_slaanesh_weapon_set_2
wh3_main_dae_cha_daemon_prince_weapon_chaos_shield_2	wh3_main_dae_daemon_prince_slaanesh_weapon_set_2
wh3_main_dae_cha_daemon_prince_weapon_chaos_shield_3	wh3_main_dae_daemon_prince_slaanesh_weapon_set_2
wh3_main_dae_cha_daemon_prince_weapon_chaos_sorcerer_staff_1	wh3_main_dae_daemon_prince_slaanesh_weapon_set_2
wh3_main_dae_cha_daemon_prince_weapon_chaos_sorcerer_staff_2	wh3_main_dae_daemon_prince_slaanesh_weapon_set_2
wh3_main_dae_cha_daemon_prince_weapon_chaos_sorcerer_staff_3	wh3_main_dae_daemon_prince_slaanesh_weapon_set_2
wh3_main_dae_cha_daemon_prince_weapon_chaos_sword_1	wh3_main_dae_daemon_prince_slaanesh_weapon_set_2
wh3_main_dae_cha_daemon_prince_weapon_chaos_sword_2	wh3_main_dae_daemon_prince_slaanesh_weapon_set_2
wh3_main_dae_cha_daemon_prince_weapon_chaos_sword_3	wh3_main_dae_daemon_prince_slaanesh_weapon_set_2
wh3_main_dae_cha_daemon_prince_weapon_chaos_warrior_sword_1	wh3_main_dae_daemon_prince_slaanesh_weapon_set_2
wh3_main_dae_cha_daemon_prince_weapon_chaos_warrior_sword_2	wh3_main_dae_daemon_prince_slaanesh_weapon_set_2
wh3_main_dae_cha_daemon_prince_weapon_chaos_warrior_sword_3	wh3_main_dae_daemon_prince_slaanesh_weapon_set_2
wh3_main_dae_cha_daemon_prince_weapon_chaos_warrior_sword_4	wh3_main_dae_daemon_prince_slaanesh_weapon_set_2
wh3_main_dae_cha_daemon_prince_weapon_chaos_warrior_sword_5	wh3_main_dae_daemon_prince_slaanesh_weapon_set_2
wh3_main_dae_cha_daemon_prince_weapon_chosen_halberd_1	wh3_main_dae_daemon_prince_slaanesh_weapon_set_2
wh3_main_dae_cha_daemon_prince_weapon_chosen_halberd_2	wh3_main_dae_daemon_prince_slaanesh_weapon_set_2
wh3_main_dae_cha_daemon_prince_weapon_chosen_halberd_3	wh3_main_dae_daemon_prince_slaanesh_weapon_set_2
wh3_main_dae_cha_daemon_prince_weapon_dragon_ogre_hammer_1	wh3_main_dae_daemon_prince_slaanesh_weapon_set_2
wh3_main_dae_cha_daemon_prince_weapon_dragon_ogre_hammer_2	wh3_main_dae_daemon_prince_slaanesh_weapon_set_2
wh3_main_dae_cha_daemon_prince_weapon_dragon_ogre_hammer_3	wh3_main_dae_daemon_prince_slaanesh_weapon_set_2
wh3_main_dae_cha_daemon_prince_weapon_dragon_ogre_hammer_4	wh3_main_dae_daemon_prince_slaanesh_weapon_set_2
wh3_main_dae_cha_daemon_prince_weapon_dragon_ogre_shaggoth_axe_1	wh3_main_dae_daemon_prince_slaanesh_weapon_set_2
wh3_main_dae_cha_daemon_prince_weapon_soulgrinder_sword_1	wh3_main_dae_daemon_prince_slaanesh_weapon_set_2
wh3_main_dae_cha_daemon_prince_weapon_sword_1	wh3_main_dae_daemon_prince_slaanesh_weapon_set_2
wh3_main_dae_cha_daemon_prince_arm_l_scythe_1	wh3_main_dae_daemon_prince_slaanesh
wh3_main_dae_cha_daemon_prince_arm_r_scythe_1	wh3_main_dae_daemon_prince_slaanesh
wh3_main_dae_cha_daemon_prince_head_adornedhelmet_1	wh3_main_dae_daemon_prince_slaanesh
wh3_main_dae_cha_daemon_prince_legs_daemonette_1	wh3_main_dae_daemon_prince_slaanesh
wh3_main_dae_cha_daemon_prince_tail_fiend_1	wh3_main_dae_daemon_prince_slaanesh
wh3_main_dae_cha_daemon_prince_torso_adornedarmour_1	wh3_main_dae_daemon_prince_slaanesh
wh3_main_dae_cha_daemon_prince_wings_sensuous_1	wh3_main_dae_daemon_prince_slaanesh
wh3_main_dae_cha_daemon_prince_fe_arm_l_bird_03	wh3_main_dae_daemon_prince_tzeentch_fe
wh3_main_dae_cha_daemon_prince_fe_arm_r_bird_03	wh3_main_dae_daemon_prince_tzeentch_fe
wh3_main_dae_cha_daemon_prince_fe_head_bird_02	wh3_main_dae_daemon_prince_tzeentch_fe
wh3_main_dae_cha_daemon_prince_fe_legs_bird_06	wh3_main_dae_daemon_prince_tzeentch_fe
wh3_main_dae_cha_daemon_prince_fe_tail_snapping_06	wh3_main_dae_daemon_prince_tzeentch_fe
wh3_main_dae_cha_daemon_prince_fe_torso_bird_06	wh3_main_dae_daemon_prince_tzeentch_fe
wh3_main_dae_cha_daemon_prince_fe_weapon_exalted_lord_of_change_staff_01	wh3_main_dae_daemon_prince_tzeentch_fe
wh3_main_dae_cha_daemon_prince_fe_wings_bird_06	wh3_main_dae_daemon_prince_tzeentch_fe
wh3_main_dae_cha_daemon_prince_arm_l_bird_2	wh3_main_dae_daemon_prince_tzeentch_set_1
wh3_main_dae_cha_daemon_prince_arm_r_bird_2	wh3_main_dae_daemon_prince_tzeentch_set_1
wh3_main_dae_cha_daemon_prince_legs_bird_5	wh3_main_dae_daemon_prince_tzeentch_set_1
wh3_main_dae_cha_daemon_prince_tail_snapping_3	wh3_main_dae_daemon_prince_tzeentch_set_1
wh3_main_dae_cha_daemon_prince_torso_bird_2	wh3_main_dae_daemon_prince_tzeentch_set_1
wh3_main_dae_cha_daemon_prince_wings_bird_2	wh3_main_dae_daemon_prince_tzeentch_set_1
wh3_main_dae_cha_daemon_prince_arm_l_bird_6	wh3_main_dae_daemon_prince_tzeentch_set_2
wh3_main_dae_cha_daemon_prince_arm_r_bird_6	wh3_main_dae_daemon_prince_tzeentch_set_2
wh3_main_dae_cha_daemon_prince_head_bird_6	wh3_main_dae_daemon_prince_tzeentch_set_2
wh3_main_dae_cha_daemon_prince_legs_bird_6	wh3_main_dae_daemon_prince_tzeentch_set_2
wh3_main_dae_cha_daemon_prince_torso_bird_6	wh3_main_dae_daemon_prince_tzeentch_set_2
wh3_main_dae_cha_daemon_prince_wings_bird_6	wh3_main_dae_daemon_prince_tzeentch_set_2
wh3_main_dae_cha_daemon_prince_arm_l_bird_4	wh3_main_dae_daemon_prince_tzeentch_set_3
wh3_main_dae_cha_daemon_prince_torso_magical_medium_5	wh3_main_dae_daemon_prince_tzeentch_set_3
wh3_main_dae_cha_daemon_prince_weapon_chaos_sorcerer_staff_1	wh3_main_dae_daemon_prince_tzeentch_set_3
wh3_main_dae_cha_daemon_prince_head_bird_8	wh3_main_dae_daemon_prince_tzeentch_set_4
wh3_main_dae_cha_daemon_prince_legs_bird_8	wh3_main_dae_daemon_prince_tzeentch_set_4
wh3_main_dae_cha_daemon_prince_wings_bird_7	wh3_main_dae_daemon_prince_tzeentch_set_4
wh3_main_dae_cha_daemon_prince_weapon_doom_knight_lance_1	wh3_main_dae_daemon_prince_tzeentch_weapon_set_1
