key	left_click_down	left_click_up	right_click	mouse_on	mouse_off	drag_start	drag_stop	shortcut	panel_opened	panel_closed	double_left_click	mouse_on_off_cooldown	panel_opened_closed_cooldown
UI_CAM_HUD_DLC11_Pieces_Of_Eight	GBL_UI_Click_Small_Down	UI_CLICK_DLC11_Pieces_Of_Eight_Selection		UI_MSO_Generic_Small			UI_CLICK_DLC11_Pieces_Of_Eight_Selection	UI_CLICK_DLC11_Pieces_Of_Eight_Selection				true	true
UI_CAM_HUD_DLC11_Treasure_Hunt	GBL_UI_Click_Small_Down	UI_CLICK_DLC11_Treasure_Hunt_Selection		UI_MSO_Generic_Small			UI_CLICK_DLC11_Treasure_Hunt_Selection	UI_CLICK_DLC11_Treasure_Hunt_Selection				true	true
UI_CAM_HUD_DLC12_Lizardmen_Sotek_Sacrifice_Select	GBL_UI_Click_Large_Down	UI_CLICK_DLC12_Lizardmen_Sotek_Sacrifice_Select		UI_MSO_Generic_Medium			UI_CLICK_DLC12_Lizardmen_Sotek_Sacrifice_Select	UI_CLICK_DLC12_Lizardmen_Sotek_Sacrifice_Select				true	true
UI_CAM_HUD_DLC12_Skaven_Workshop_Build_Doom_Rocket	GBL_UI_Click_Large_Down	UI_CLICK_DLC12_Skaven_Workshop_Build_Doom_Rocket		UI_MSO_Generic_Medium			UI_CLICK_DLC12_Skaven_Workshop_Build_Doom_Rocket	UI_CLICK_DLC12_Skaven_Workshop_Build_Doom_Rocket				true	true
UI_CAM_HUD_DLC12_Skaven_Workshop_Tab	GBL_UI_Click_Large_Down	UI_CLICK_DLC12_Skaven_Workshop_Tab		UI_MSO_Generic_Medium			UI_CLICK_DLC12_Skaven_Workshop_Tab	UI_CLICK_DLC12_Skaven_Workshop_Tab				true	true
UI_CAM_HUD_DLC12_Skaven_Workshop_Tab_Doomflayer	GBL_UI_Click_Large_Down	UI_CLICK_DLC12_Skaven_Workshop_Tab_Doomflayer		UI_MSO_Generic_Medium			UI_CLICK_DLC12_Skaven_Workshop_Tab_Doomflayer	UI_CLICK_DLC12_Skaven_Workshop_Tab_Doomflayer				true	true
UI_CAM_HUD_DLC12_Skaven_Workshop_Tab_Doomwheel	GBL_UI_Click_Large_Down	UI_CLICK_DLC12_Skaven_Workshop_Tab_Doomwheel		UI_MSO_Generic_Medium			UI_CLICK_DLC12_Skaven_Workshop_Tab_Doomwheel	UI_CLICK_DLC12_Skaven_Workshop_Tab_Doomwheel				true	true
UI_CAM_HUD_DLC12_Skaven_Workshop_Upgrade_Select	GBL_UI_Click_Large_Down	UI_CLICK_DLC12_Skaven_Workshop_Upgrade_Select		UI_MSO_Generic_Medium			UI_CLICK_DLC12_Skaven_Workshop_Upgrade_Select	UI_CLICK_DLC12_Skaven_Workshop_Upgrade_Select				true	true
UI_CAM_HUD_DLC13_Care_Package_Selection_Confirm	GBL_UI_Click_Large_Down	UI_CLICK_DLC13_Emp_Care_Package_Confirm		UI_MSO_Generic_Medium			UI_CLICK_DLC13_Emp_Care_Package_Confirm	UI_CLICK_DLC13_Emp_Care_Package_Confirm				true	true
UI_CAM_HUD_DLC13_Elector_Counts_Panel									UI_POPUP_DLC13_Emp_Summon_The_Elector_Counts_Panel_Open	UI_POPUP_DLC13_Emp_Summon_The_Elector_Counts_Panel_Close		true	true
UI_CAM_HUD_DLC13_Event_Incident_Dilemma_Confirm	GBL_UI_Click_Large_Down	UI_CLICK_DLC13_Emp_Event_Incident_Dilemma_Confirm		UI_MSO_Generic_Medium			UI_CLICK_DLC13_Emp_Event_Incident_Dilemma_Confirm	UI_CLICK_DLC13_Emp_Event_Incident_Dilemma_Confirm				true	true
UI_CAM_HUD_DLC13_Recruit_Hunter_Confirm	GBL_UI_Click_Large_Down	UI_CLICK_DLC13_Emp_Recruit_Hunter_Confirm		UI_MSO_Generic_Medium			UI_CLICK_DLC13_Emp_Recruit_Hunter_Confirm	UI_CLICK_DLC13_Emp_Recruit_Hunter_Confirm				true	true
UI_CAM_HUD_DLC13_Summon_The_Elector_Counts_Confirm	GBL_UI_Click_Large_Down	UI_CLICK_DLC13_Emp_Summon_The_Elector_Counts_Confirm		UI_MSO_Generic_Medium			UI_CLICK_DLC13_Emp_Summon_The_Elector_Counts_Confirm	UI_CLICK_DLC13_Emp_Summon_The_Elector_Counts_Confirm				true	true
UI_CAM_HUD_DLC13_Temple_Of_The_Old_Ones_Buy_Unit	GBL_UI_Click_Large_Down	UI_CLICK_DLC13_Lzd_Temple_Of_Old_Ones_Purchase_Unit		UI_MSO_Generic_Medium			UI_CLICK_DLC13_Lzd_Temple_Of_Old_Ones_Purchase_Unit	UI_CLICK_DLC13_Lzd_Temple_Of_Old_Ones_Purchase_Unit				true	true
UI_CAM_HUD_DLC13_Temple_Of_The_Old_Ones_Panel									UI_POPUP_DLC13_Lzd_Temple_Of_The_Old_Ones_Panel_Open	UI_POPUP_DLC13_Lzd_Temple_Of_The_Old_Ones_Panel_Close		true	true
UI_CAM_HUD_DLC13_Wulfhearts_Hunters_Panel									UI_POPUP_DLC13_Emp_Wulfharts_Hunters_Panel_Open	UI_POPUP_DLC13_Emp_Wulfharts_Hunters_Panel_Close		true	true
UI_CAM_HUD_DLC14_Malus_Insanity_Btn	GBL_UI_Click_Small_Down	UI_CLICK_DLC14_Shadow_Malus_Posession_Insanity_Activate		UI_MSO_Generic_Small			UI_CLICK_DLC14_Shadow_Malus_Posession_Insanity_Activate	UI_CLICK_DLC14_Shadow_Malus_Posession_Insanity_Activate				true	true
UI_CAM_HUD_DLC14_Malus_Posession_Elixir_Btn	GBL_UI_Click_Small_Down	UI_CLICK_DLC14_Shadow_Malus_Posession_Elixir_Activate		UI_MSO_Generic_Small			UI_CLICK_DLC14_Shadow_Malus_Posession_Elixir_Activate	UI_CLICK_DLC14_Shadow_Malus_Posession_Elixir_Activate				true	true
UI_CAM_HUD_DLC14_Snikch_Shadowy_Dealings_Agent_Select	GBL_UI_Click_Small_Down	UI_CLICK_DLC14_Shadow_Snikch_Shadowy_Dealings_Agent_Select		UI_MSO_Generic_Small			UI_CLICK_DLC14_Shadow_Snikch_Shadowy_Dealings_Agent_Select	UI_CLICK_DLC14_Shadow_Snikch_Shadowy_Dealings_Agent_Select				true	true
UI_CAM_HUD_DLC14_Snikch_Shadowy_Dealings_Close	GBL_UI_Click_Small_Down	UI_CAM_POPUP_DLC14_Shadowy_Dealings_Panel_Close		UI_MSO_Generic_Small			UI_CAM_POPUP_DLC14_Shadowy_Dealings_Panel_Close	UI_CAM_POPUP_DLC14_Shadowy_Dealings_Panel_Close				true	true
UI_CAM_HUD_DLC14_Snikch_Shadowy_Dealings_Confirm	GBL_UI_Click_Small_Down	UI_CLICK_DLC14_Shadow_Snikch_Shadowy_Dealings_Confirm		UI_MSO_Generic_Small			UI_CLICK_DLC14_Shadow_Snikch_Shadowy_Dealings_Confirm	UI_CLICK_DLC14_Shadow_Snikch_Shadowy_Dealings_Confirm				true	true
UI_CAM_HUD_DLC14_Snikch_Shadowy_Dealings_Contract_Select	GBL_UI_Click_Small_Down	UI_CLICK_DLC14_Shadow_Snikch_Shadowy_Dealings_Contract_Select		UI_MSO_Generic_Small			UI_CLICK_DLC14_Shadow_Snikch_Shadowy_Dealings_Contract_Select	UI_CLICK_DLC14_Shadow_Snikch_Shadowy_Dealings_Contract_Select				true	true
UI_CAM_HUD_DLC14_Snikch_Shadowy_Dealings_Mission_Select	GBL_UI_Click_Small_Down	UI_CLICK_DLC14_Shadow_Snikch_Shadowy_Dealings_Mission_Select		UI_MSO_Generic_Small			UI_CLICK_DLC14_Shadow_Snikch_Shadowy_Dealings_Mission_Select	UI_CLICK_DLC14_Shadow_Snikch_Shadowy_Dealings_Mission_Select				true	true
UI_CAM_HUD_DLC14_Snikch_Shadowy_Dealings_Targeting_Select	GBL_UI_Click_Small_Down	UI_CLICK_DLC14_Shadow_Snikch_Shadowy_Dealings_Targeting_Confirm		UI_MSO_Generic_Small			UI_CLICK_DLC14_Shadow_Snikch_Shadowy_Dealings_Targeting_Confirm	UI_CLICK_DLC14_Shadow_Snikch_Shadowy_Dealings_Targeting_Confirm				true	true
UI_CAM_HUD_DLC15_Athel_Tamarha_Confirm	GBL_UI_Click_Small_Down	UI_POPUP_DLC15_HighElves_Athel_Tamarha_Panel_Confirm		UI_MSO_Generic_Small			UI_POPUP_DLC15_HighElves_Athel_Tamarha_Panel_Confirm	UI_POPUP_DLC15_HighElves_Athel_Tamarha_Panel_Confirm				true	true
UI_CAM_HUD_DLC15_Athel_Tamarha_Outer_Ring_Select	GBL_UI_Click_Small_Down	UI_POPUP_DLC15_HighElves_Athel_Tamarha_Panel_Outer_Ring_Select		UI_MSO_Generic_Small			UI_POPUP_DLC15_HighElves_Athel_Tamarha_Panel_Outer_Ring_Select	UI_POPUP_DLC15_HighElves_Athel_Tamarha_Panel_Outer_Ring_Select				true	true
UI_CAM_HUD_DLC15_Athel_Tamarha_Prisoner_Execute	GBL_UI_Click_Small_Down	UI_POPUP_DLC15_HighElves_Athel_Tamarha_Panel_Prisoner_Execute		UI_MSO_Generic_Small			UI_POPUP_DLC15_HighElves_Athel_Tamarha_Panel_Prisoner_Execute	UI_POPUP_DLC15_HighElves_Athel_Tamarha_Panel_Prisoner_Execute				true	true
UI_CAM_HUD_DLC15_Athel_Tamarha_Prisoner_Indoctrinate	GBL_UI_Click_Small_Down	UI_POPUP_DLC15_HighElves_Athel_Tamarha_Panel_Prisoner_Indoctrinate		UI_MSO_Generic_Small			UI_POPUP_DLC15_HighElves_Athel_Tamarha_Panel_Prisoner_Indoctrinate	UI_POPUP_DLC15_HighElves_Athel_Tamarha_Panel_Prisoner_Indoctrinate				true	true
UI_CAM_HUD_DLC15_Athel_Tamarha_Prisoner_Interrogate	GBL_UI_Click_Small_Down	UI_POPUP_DLC15_HighElves_Athel_Tamarha_Panel_Prisoner_Interrogate		UI_MSO_Generic_Small			UI_POPUP_DLC15_HighElves_Athel_Tamarha_Panel_Prisoner_Interrogate	UI_POPUP_DLC15_HighElves_Athel_Tamarha_Panel_Prisoner_Interrogate				true	true
UI_CAM_HUD_DLC15_Athel_Tamarha_Prisoner_Select	GBL_UI_Click_Small_Down	UI_POPUP_DLC15_HighElves_Athel_Tamarha_Panel_Prisoner_Select		UI_MSO_Generic_Small			UI_POPUP_DLC15_HighElves_Athel_Tamarha_Panel_Prisoner_Select	UI_POPUP_DLC15_HighElves_Athel_Tamarha_Panel_Prisoner_Select				true	true
UI_CAM_HUD_DLC15_Athel_Tamarha_Prisoner_Select_Empty	GBL_UI_Click_Small_Down	UI_POPUP_DLC15_HighElves_Athel_Tamarha_Panel_Prisoner_Select_Empty		UI_MSO_Generic_Small			UI_POPUP_DLC15_HighElves_Athel_Tamarha_Panel_Prisoner_Select_Empty	UI_POPUP_DLC15_HighElves_Athel_Tamarha_Panel_Prisoner_Select_Empty				true	true
UI_CAM_HUD_DLC15_Athel_Tamarha_Upgrade_Purchase	GBL_UI_Click_Small_Down	UI_POPUP_DLC15_HighElves_Athel_Tamarha_Panel_Upgrade_Purchase		UI_MSO_Generic_Small			UI_POPUP_DLC15_HighElves_Athel_Tamarha_Panel_Upgrade_Purchase	UI_POPUP_DLC15_HighElves_Athel_Tamarha_Panel_Upgrade_Purchase				true	true
UI_CAM_HUD_DLC15_Greenskins_Scrap_Upgrade_Purchase	GBL_UI_Click_Small_Down	UI_Click_DLC15_Greenskins_Unit_Upgrade_Purchase		UI_MSO_Generic_Small			UI_Click_DLC15_Greenskins_Unit_Upgrade_Purchase	UI_Click_DLC15_Greenskins_Unit_Upgrade_Purchase				true	true
UI_CAM_HUD_DLC15_Groms_Call_To_Waaagh_Activate_Button	GBL_UI_Click_Small_Down	UI_Click_DLC15_Greenskins_Groms_Call_To_Waaagh_Activate		UI_MSO_Generic_Small			UI_Click_DLC15_Greenskins_Groms_Call_To_Waaagh_Activate	UI_Click_DLC15_Greenskins_Groms_Call_To_Waaagh_Activate				true	true
UI_CAM_HUD_DLC15_Groms_Call_To_Waaagh_Dedicate_Button	GBL_UI_Click_Small_Down	UI_Click_DLC15_Greenskins_Groms_Call_To_Waaagh_Dedicate		UI_MSO_Generic_Small			UI_Click_DLC15_Greenskins_Groms_Call_To_Waaagh_Dedicate	UI_Click_DLC15_Greenskins_Groms_Call_To_Waaagh_Dedicate				true	true
UI_CAM_HUD_DLC15_Groms_Cauldron_Button	GBL_UI_Click_Small_Down	UI_Click_Generic_Small		UI_MSO_Generic_Small		UI_Click_Generic_Small	UI_CLICK_GBL_Selection_Unavailible					true	true
UI_CAM_HUD_DLC15_Groms_Cauldron_Button_Remove	GBL_UI_Click_Small_Down	UI_Click_Generic_Small	UI_POPUP_DLC15_Greenskins_Groms_Cauldron_Panel_Button_Remove	UI_MSO_Generic_Small		UI_Click_Generic_Small	UI_POPUP_DLC15_Greenskins_Groms_Cauldron_Panel_Button_Add					true	true
UI_CAM_HUD_DLC15_Groms_Cauldron_Cook	GBL_UI_Click_Small_Down	UI_POPUP_DLC15_Greenskins_Groms_Cauldron_Panel_Cook		UI_MSO_Generic_Small			UI_POPUP_DLC15_Greenskins_Groms_Cauldron_Panel_Cook	UI_POPUP_DLC15_Greenskins_Groms_Cauldron_Panel_Cook				true	true
UI_CAM_HUD_DLC15_Groms_Cauldron_Recipe_Book_Close	GBL_UI_Click_Small_Down	UI_POPUP_DLC15_Greenskins_Groms_Cauldron_Panel_Recipe_Book_Close		UI_MSO_Generic_Small			UI_POPUP_DLC15_Greenskins_Groms_Cauldron_Panel_Recipe_Book_Close	UI_POPUP_DLC15_Greenskins_Groms_Cauldron_Panel_Recipe_Book_Close				true	true
UI_CAM_HUD_DLC15_Groms_Cauldron_Recipe_Book_Open	GBL_UI_Click_Small_Down	UI_POPUP_DLC15_Greenskins_Groms_Cauldron_Panel_Recipe_Book_Open		UI_MSO_Generic_Small			UI_POPUP_DLC15_Greenskins_Groms_Cauldron_Panel_Recipe_Book_Open	UI_POPUP_DLC15_Greenskins_Groms_Cauldron_Panel_Recipe_Book_Open				true	true
UI_CAM_HUD_DLC20_War_Coordination_Accept_Mission	GBL_UI_Click_Small_Down	UI_CAM_HUD_WoC_DLC20_War_Coordination_Accept_Mission		UI_MSO_Generic_Small		UI_CAM_HUD_WoC_DLC20_War_Coordination_Accept_Mission	UI_CAM_HUD_WoC_DLC20_War_Coordination_Accept_Mission					true	true
UI_CAM_HUD_DLC20_War_Coordination_Close	GBL_UI_Click_Small_Down	UI_CAM_HUD_WoC_DLC20_War_Coordination_Close_Button		UI_MSO_Generic_Small		UI_CAM_HUD_WoC_DLC20_War_Coordination_Close_Button	UI_CAM_HUD_WoC_DLC20_War_Coordination_Close_Button					true	true
UI_CAM_HUD_DLC20_War_Coordination_Construct_Outpost	GBL_UI_Click_Small_Down	UI_CAM_HUD_WoC_DLC20_War_Coordination_Construct_Outpost		UI_MSO_Generic_Small		UI_CAM_HUD_WoC_DLC20_War_Coordination_Construct_Outpost	UI_CAM_HUD_WoC_DLC20_War_Coordination_Construct_Outpost					true	true
UI_CAM_HUD_DLC20_War_Coordination_Destroy_Outpost	GBL_UI_Click_Small_Down	UI_CAM_HUD_WoC_DLC20_War_Coordination_Destroy_Outpost		UI_MSO_Generic_Small		UI_CAM_HUD_WoC_DLC20_War_Coordination_Destroy_Outpost	UI_CAM_HUD_WoC_DLC20_War_Coordination_Destroy_Outpost					true	true
UI_CAM_HUD_DLC20_War_Coordination_Move_Outpost	GBL_UI_Click_Small_Down	UI_CAM_HUD_WoC_DLC20_War_Coordination_Move_Outpost		UI_MSO_Generic_Small		UI_CAM_HUD_WoC_DLC20_War_Coordination_Move_Outpost	UI_CAM_HUD_WoC_DLC20_War_Coordination_Move_Outpost					true	true
UI_CAM_HUD_DLC20_War_Coordination_Panel									UI_CAM_HUD_WoC_DLC20_War_Coordination_Panel_Open	UI_CAM_HUD_WoC_DLC20_War_Coordination_Panel_Close		true	false
UI_CAM_HUD_DLC20_War_Coordination_Request_Army	GBL_UI_Click_Small_Down	UI_CAM_HUD_WoC_DLC20_War_Coordination_Request_Army		UI_MSO_Generic_Small		UI_CAM_HUD_WoC_DLC20_War_Coordination_Request_Army	UI_CAM_HUD_WoC_DLC20_War_Coordination_Request_Army					true	true
UI_CAM_HUD_DLC20_Warband_Filter_Khorne	GBL_UI_Click_Small_Down	UI_CAM_HUD_WoC_DLC20_Warband_Panel_Filter_Khorne		UI_MSO_Generic_Small		UI_CAM_HUD_WoC_DLC20_Warband_Panel_Filter_Khorne	UI_CAM_HUD_WoC_DLC20_Warband_Panel_Filter_Khorne					true	true
UI_CAM_HUD_DLC20_Warband_Filter_Nurgle	GBL_UI_Click_Small_Down	UI_CAM_HUD_WoC_DLC20_Warband_Panel_Filter_Nurgle		UI_MSO_Generic_Small		UI_CAM_HUD_WoC_DLC20_Warband_Panel_Filter_Nurgle	UI_CAM_HUD_WoC_DLC20_Warband_Panel_Filter_Nurgle					true	true
UI_CAM_HUD_DLC20_Warband_Filter_Slaanesh	GBL_UI_Click_Small_Down	UI_CAM_HUD_WoC_DLC20_Warband_Panel_Filter_Slaanesh		UI_MSO_Generic_Small		UI_CAM_HUD_WoC_DLC20_Warband_Panel_Filter_Slaanesh	UI_CAM_HUD_WoC_DLC20_Warband_Panel_Filter_Slaanesh					true	true
UI_CAM_HUD_DLC20_Warband_Filter_Tzeentch	GBL_UI_Click_Small_Down	UI_CAM_HUD_WoC_DLC20_Warband_Panel_Filter_Tzeentch		UI_MSO_Generic_Small		UI_CAM_HUD_WoC_DLC20_Warband_Panel_Filter_Tzeentch	UI_CAM_HUD_WoC_DLC20_Warband_Panel_Filter_Tzeentch					true	true
UI_CAM_HUD_DLC20_Warband_Filter_Undivided	GBL_UI_Click_Small_Down	UI_CAM_HUD_WoC_DLC20_Warband_Panel_Filter_Undivided		UI_MSO_Generic_Small		UI_CAM_HUD_WoC_DLC20_Warband_Panel_Filter_Undivided	UI_CAM_HUD_WoC_DLC20_Warband_Panel_Filter_Undivided					true	true
UI_CAM_HUD_DLC20_Warband_Panel									UI_CAM_HUD_WoC_DLC20_Warband_Panel_Open	UI_CAM_HUD_WoC_DLC20_Warband_Panel_Close		true	true
UI_CAM_HUD_DLC20_Warband_Upgrade_Unit	GBL_UI_Click_Small_Down	UI_CAM_HUD_WoC_DLC20_Warband_Panel_Upgrade		UI_MSO_Generic_Small		UI_CAM_HUD_WoC_DLC20_Warband_Panel_Upgrade	UI_CAM_HUD_WoC_DLC20_Warband_Panel_Upgrade					true	true
UI_CAM_HUD_DLC23_CHD_Hell_Forge_Panel									UI_CAM_HUD_DLC23_CHD_Hell_Forge_Panel_Open	UI_CAM_HUD_DLC23_CHD_Hell_Forge_Panel_Close		true	false
UI_CAM_HUD_DLC23_CHD_Labour_Economy									UI_CAM_HUD_DLC23_CHD_Labour_Economy_Open	UI_CAM_HUD_DLC23_CHD_Labour_Economy_Close		true	true
UI_CAM_HUD_DLC23_CHD_Military_Convoys_Panel									UI_CAM_HUD_DLC23_CHD_Military_Convoys_Panel_Open	UI_CAM_HUD_DLC23_CHD_Military_Convoys_Panel_Close		true	false
UI_CAM_HUD_DLC23_CHD_Relics_Panel									UI_CAM_HUD_DLC23_CHD_Relics_Panel_Open	UI_CAM_HUD_DLC23_CHD_Relics_Panel_Close		true	false
UI_CAM_HUD_DLC23_CHD_Tower_Of_Zharr_Panel									UI_CAM_HUD_DLC23_CHD_Tower_Of_Zharr_Panel_Open	UI_CAM_HUD_DLC23_CHD_Tower_Of_Zharr_Panel_Close		true	false
UI_CAM_HUD_DLC23_Event_Incident_Dilemma_Confirm	GBL_UI_Click_Large_Down	UI_CLICK_DLC13_Emp_Event_Incident_Dilemma_Confirm		UI_MSO_Generic_Medium			UI_CLICK_DLC13_Emp_Event_Incident_Dilemma_Confirm	UI_CLICK_DLC13_Emp_Event_Incident_Dilemma_Confirm				true	true
UI_CAM_HUD_DLC23_Panel_End_Game_Portal									UI_CAM_HUD_DLC23_CHD_End_Game_Portal_Panel_Open	UI_CAM_HUD_DLC23_CHD_End_Game_Portal_Panel_Closed		true	true
UI_CAM_HUD_DLC23_Panel_End_Game_Portal_Traverse	GBL_UI_Click_Small_Down	UI_CAM_HUD_DLC23_CHD_End_Game_Portal_Panel_Traverse										true	true
UI_CAM_HUD_DLC24_Tzeentch_Eye_Click	GBL_UI_Click_Small_Down	UI_CAM_HUD_WoC_DLC20_Chaos_Gifts_Tzeentch_Eye_Blink_Oneshot										true	true
UI_CAM_HUD_DLC25_DWF_BookOfGrudges_Close	GBL_UI_Click_Small_Down	UI_CAM_DWF_BookOfGrudges_Close		UI_MSO_Generic_Small			UI_CLICK_Generic_Text_Small	UI_CLICK_Generic_Text_Small				true	true
UI_CAM_HUD_DLC25_DWF_BookOfGrudges_Open	GBL_UI_Click_Small_Down	UI_CAM_DWF_BookOfGrudges_Open		UI_MSO_Generic_Small								true	true
UI_CAM_HUD_DLC25_DWF_BookOfGrudges_PageTurn	GBL_UI_Click_Small_Down	UI_CAM_DWF_BookOfGrudges_UnitPack_Page_Turn		UI_MSO_Generic_Small								true	true
UI_CAM_HUD_DLC25_DWF_BookOfGrudges_Panel_State									UI_CAM_EMP_BookOfGrudges_Panel_Open	UI_CAM_EMP_BookOfGrudges_Panel_Close		true	true
UI_CAM_HUD_DLC25_DWF_BookOfGrudges_PurchaseConfederation	GBL_UI_Click_Small_Down	UI_CAM_DWF_BookOfGrudges_Purchase_Confederation										true	true
UI_CAM_HUD_DLC25_DWF_BookOfGrudges_PurchaseUnit	GBL_UI_Click_Small_Down	UI_CAM_DWF_BookOfGrudges_Purchase_Unit										true	true
UI_CAM_HUD_DLC25_DWF_IronAndSteel_FinalMission	GBL_UI_Click_Small_Down	UI_CAM_DWF_IronAndSteel_FinalMission										true	true
UI_CAM_HUD_DLC25_DWF_IronAndSteel_Panel_Close	GBL_UI_Click_Small_Down	UI_CAM_DWF_IronAndSteel_Panel_Close										true	true
UI_CAM_HUD_DLC25_DWF_IronAndSteel_Panel_Open	GBL_UI_Click_Small_Down	UI_CAM_DWF_IronAndSteel_Panel_Open										true	true
UI_CAM_HUD_DLC25_DWF_IronAndSteel_Panel_SidePanel	GBL_UI_Click_Small_Down	UI_CAM_DWF_IronAndSteel_Panel_SidePanel										true	true
UI_CAM_HUD_DLC25_DWF_IronAndSteel_Panel_SidePanelLocked	GBL_UI_Click_Small_Down	UI_CAM_DWF_IronAndSteel_Panel_SidePanel_Locked										true	true
UI_CAM_HUD_DLC25_DWF_IronAndSteel_StartAdventure	GBL_UI_Click_Small_Down	UI_CAM_DWF_IronAndSteel_StartAdventure										true	true
UI_CAM_HUD_DLC25_DWF_IronAndSteel_Teleport	GBL_UI_Click_Large_Down	UI_CAM_DWF_IronAndSteel_Teleport		UI_MSO_Generic_Medium								true	true
UI_CAM_HUD_DLC25_DWF_IronAndSteel_TopSelect	GBL_UI_Click_Small_Down	UI_CAM_DWF_IronAndSteel_TopSelect										true	true
UI_CAM_HUD_DLC25_DWF_SpiritOfGrugni	GBL_UI_Click_Small_Down	UI_CAM_DWF_SpiritOfGrugni										true	true
UI_CAM_HUD_DLC25_Dwarf_Forge_Panel									UI_CAM_DLC25_Dwarf_Forge_Panel_Open	UI_CAM_DLC25_Dwarf_Forge_Panel_Close		true	true
UI_CAM_HUD_DLC25_EMP_CollegeOfMagic_AvailableActions	GBL_UI_Click_Small_Down	UI_CAM_EMP_CollegeOfMagic_AvailableActions										true	true
UI_CAM_HUD_DLC25_EMP_CollegeOfMagic_Close	GBL_UI_Click_Small_Down	UI_CAM_EMP_CollegeOfMagic_Close										true	true
UI_CAM_HUD_DLC25_EMP_CollegeOfMagic_Open	GBL_UI_Click_Small_Down	UI_CAM_EMP_CollegeOfMagic_Open										true	true
UI_CAM_HUD_DLC25_EMP_CollegeOfMagic_Perform	GBL_UI_Click_Small_Down	UI_CAM_EMP_CollegeOfMagic_Perform										true	true
UI_CAM_HUD_DLC25_EMP_CollegeOfMagic_SpellSchools	GBL_UI_Click_Small_Down	UI_CAM_EMP_CollegeOfMagic_Spell_Schools										true	true
UI_CAM_HUD_DLC25_EMP_CollegeOfMagic_Unlocks	GBL_UI_Click_Small_Down	UI_CAM_EMP_CollegeOfMagic_Unlocks										true	true
UI_CAM_HUD_DLC25_EMP_ElectoralMachinations_Actions	GBL_UI_Click_Small_Down	UI_CAM_EMP_ElectoralMachinations_Actions										true	true
UI_CAM_HUD_DLC25_EMP_ElectoralMachinations_Close	GBL_UI_Click_Small_Down	UI_CAM_EMP_ElectoralMachinations_Close										true	true
UI_CAM_HUD_DLC25_EMP_ElectoralMachinations_Diplomatic_Decree	GBL_UI_Click_Small_Down	UI_CAM_EMP_ElectoralMachinations_Diplomatic_Decree										true	true
UI_CAM_HUD_DLC25_EMP_ElectoralMachinations_Diplomatic_Open	GBL_UI_Click_Small_Down	UI_CAM_EMP_ElectoralMachinations_Open										true	true
UI_CAM_HUD_DLC25_EMP_ElectoralMachinations_Perfom	GBL_UI_Click_Small_Down	UI_CAM_EMP_ElectoralMachinations_Perform										true	true
UI_CAM_HUD_DLC25_EMP_GardenOfMorr_Close	GBL_UI_Click_Small_Down	WH3_DLC25_UI_CAM_GardenOfMorr_Close										true	true
UI_CAM_HUD_DLC25_EMP_GardenOfMorr_Elspeth_Army_Travel	GBL_UI_Click_Small_Down	WH3_DLC25_UI_CAM_GardenOfMorr_Elspeth_Army_Travel										true	true
UI_CAM_HUD_DLC25_EMP_GardenOfMorr_Garden_Construct	GBL_UI_Click_Small_Down	WH3_DLC25_UI_CAM_GardenOfMorr_Garden_Construct										true	true
UI_CAM_HUD_DLC25_EMP_GardenOfMorr_Garden_Destroy	GBL_UI_Click_Small_Down	WH3_DLC25_UI_CAM_GardenOfMorr_Garden_Destroy										true	true
UI_CAM_HUD_DLC25_EMP_GardenOfMorr_Garden_Open	GBL_UI_Click_Small_Down	WH3_DLC25_UI_CAM_GardenOfMorr_Open		UI_MSO_Generic_Small								true	true
UI_CAM_HUD_DLC25_EMP_GardenOfMorr_Garden_Select	GBL_UI_Click_Small_Down	WH3_DLC25_UI_CAM_GardenOfMorr_Garden_Select										true	true
UI_CAM_HUD_DLC25_EMP_GardenOfMorr_Panel_State									UI_CAM_EMP_GardenOfMorr_Panel_Open	UI_CAM_EMP_GardenOfMorr_Panel_Close		true	true
UI_CAM_HUD_DLC25_EMP_GardenOfMorr_Tower_Select	GBL_UI_Click_Small_Down	WH3_DLC25_UI_CAM_GardenOfMorr_Tower_Select										true	true
UI_CAM_HUD_DLC25_EMP_GardenOfMorr_Zoom_Open_Panel	GBL_UI_Click_Small_Down	WH3_DLC25_UI_CAM_GardenOfMorr_Zoom_Open_Panel										true	true
UI_CAM_HUD_DLC25_EMP_GunnerySchool_Amethist_Page	GBL_UI_Click_Medium_Down	UI_CAM_EMP_GunnerySchool_Amethist_Page		UI_MSO_Generic_Small								true	true
UI_CAM_HUD_DLC25_EMP_GunnerySchool_Amethist_Purchase	GBL_UI_Click_Medium_Down	UI_CAM_EMP_GunnerySchool_Amethist_Armoury_Purchase		UI_MSO_Generic_Small								true	true
UI_CAM_HUD_DLC25_EMP_GunnerySchool_Amethist_Unit_Select	GBL_UI_Click_Medium_Down	UI_CAM_EMP_GunnerySchool_Amethist_Unit_Select		UI_MSO_Generic_Small								true	true
UI_CAM_HUD_DLC25_EMP_GunnerySchool_Amethist_Upgrade	GBL_UI_Click_Medium_Down	UI_CAM_EMP_GunnerySchool_Amethist_Upgrade		UI_MSO_Generic_Small								true	true
UI_CAM_HUD_DLC25_EMP_GunnerySchool_Close	GBL_UI_Click_Medium_Down	UI_CAM_EMP_GunnerySchool_Close										true	true
