key	man_animations_table	variant	battle_entity	battle_entity_stats	autonomous_rider_hero	autonomous_rider_can_shoot_in_melee	can_only_be_used_by_draught
wh2_main_lzd_mon_stegadon_rider_3	hu7_skink_hq1_stegadon_wb_javelin	wh2_main_lzd_skink_crew	wh2_main_lzd_warbeast_rider_360_blood	wh2_main_lzd_mon_skink_rider_secondary_ammo	false	true	false
wh2_main_lzd_mon_stegadon_rider_4	hu7_skink_hq1_stegadon_wb_javelin	wh2_main_lzd_skink_crew	wh2_main_lzd_warbeast_rider_360_blood	wh2_main_lzd_mon_skink_rider_secondary_ammo	false	true	false
wh2_main_lzd_mon_stegadon_rider_skink_chief_0	hu7_skink_staff_and_club	wh2_main_lzd_skink_chief	wh2_main_lzd_warbeast_rider_360_hero_blood		true	true	false
wh2_main_lzd_mon_stegadon_rider_skink_priest_0	hu7_skink_hq1_stegadon_wb_staff_and_club	wh2_main_lzd_skink_priest	wh2_main_lzd_warbeast_rider_360_hero_blood		true	true	false
wh2_main_lzd_slann_0	hu9_slann_wm_platform01_mace	wh2_main_lzd_slann	wh2_main_lzd_slann_mage		true	true	false
wh2_main_skv_cha_grey_seer_1	hu17_skaven_wm_screaming_bell_staff	wh2_main_skv_grey_seer	wh_main_infantry_rider_blood		true	true	false
wh2_main_skv_cha_plague_priest_2	hu17_skaven_censer	wh2_main_skv_plague_priest	wh2_main_skv_infantry_hero_plague_priest		true	true	false
wh2_main_skv_cha_warlord_1	hu17_skaven_warlord_hu18_rat_ogre_drill	wh2_main_skv_warlord	wh_main_infantry_rider		true	true	false
wh2_main_skv_veh_doomwheel_crew_0	hu17_skaven_doom_wheel_driver_02	wh2_main_skv_warplightning_crew	wh2_main_infantry_rider_very_large		false	true	false
wh2_main_skv_veh_doomwheel_crew_0_ror	hu17_skaven_doom_wheel_driver_02	wh2_dlc12_skv_skyre_artillery_crew_ror	wh2_main_infantry_rider_very_large		false	true	false
wh2_main_skv_veh_doomwheel_driver_0	hu17_skaven_doom_wheel_driver_01	wh2_main_skv_skyre_artillery_crew	wh2_main_infantry_rider_very_large		false	true	false
wh2_main_skv_veh_doomwheel_driver_0_ror	hu17_skaven_doom_wheel_driver_01	wh2_dlc12_skv_skyre_artillery_crew_ror	wh2_main_infantry_rider_very_large		false	true	false
wh2_main_skv_veh_doomwheel_rat1	rt1b_doomwheel01	wh2_main_skv_doomwheel_rat	wh2_main_infantry_rider_very_large		false	true	false
wh2_main_skv_veh_doomwheel_rat10	rt1b_doomwheel01	wh2_main_skv_doomwheel_rat	wh2_main_infantry_rider_very_large		false	true	false
wh2_main_skv_veh_doomwheel_rat11	rt1b_doomwheel01	wh2_main_skv_doomwheel_rat	wh2_main_infantry_rider_very_large		false	true	false
wh2_main_skv_veh_doomwheel_rat12	rt1b_doomwheel01	wh2_main_skv_doomwheel_rat	wh2_main_infantry_rider_very_large		false	true	false
wh2_main_skv_veh_doomwheel_rat13	rt1b_doomwheel01	wh2_main_skv_doomwheel_rat	wh2_main_infantry_rider_very_large		false	true	false
wh2_main_skv_veh_doomwheel_rat14	rt1b_doomwheel01	wh2_main_skv_doomwheel_rat	wh2_main_infantry_rider_very_large		false	true	false
wh2_main_skv_veh_doomwheel_rat15	rt1b_doomwheel01	wh2_main_skv_doomwheel_rat	wh2_main_infantry_rider_very_large		false	true	false
wh2_main_skv_veh_doomwheel_rat16	rt1b_doomwheel01	wh2_main_skv_doomwheel_rat	wh2_main_infantry_rider_very_large		false	true	false
wh2_main_skv_veh_doomwheel_rat17	rt1b_doomwheel01	wh2_main_skv_doomwheel_rat	wh2_main_infantry_rider_very_large		false	true	false
wh2_main_skv_veh_doomwheel_rat18	rt1b_doomwheel01	wh2_main_skv_doomwheel_rat	wh2_main_infantry_rider_very_large		false	true	false
wh2_main_skv_veh_doomwheel_rat19	rt1b_doomwheel01	wh2_main_skv_doomwheel_rat	wh2_main_infantry_rider_very_large		false	true	false
wh2_main_skv_veh_doomwheel_rat2	rt1b_doomwheel01	wh2_main_skv_doomwheel_rat	wh2_main_infantry_rider_very_large		false	true	false
wh2_main_skv_veh_doomwheel_rat20	rt1b_doomwheel01	wh2_main_skv_doomwheel_rat	wh2_main_infantry_rider_very_large		false	true	false
wh2_main_skv_veh_doomwheel_rat3	rt1b_doomwheel01	wh2_main_skv_doomwheel_rat	wh2_main_infantry_rider_very_large		false	true	false
wh2_main_skv_veh_doomwheel_rat4	rt1b_doomwheel01	wh2_main_skv_doomwheel_rat	wh2_main_infantry_rider_very_large		false	true	false
wh2_main_skv_veh_doomwheel_rat5	rt1b_doomwheel01	wh2_main_skv_doomwheel_rat	wh2_main_infantry_rider_very_large		false	true	false
wh2_main_skv_veh_doomwheel_rat6	rt1b_doomwheel01	wh2_main_skv_doomwheel_rat	wh2_main_infantry_rider_very_large		false	true	false
wh2_main_skv_veh_doomwheel_rat7	rt1b_doomwheel01	wh2_main_skv_doomwheel_rat	wh2_main_infantry_rider_very_large		false	true	false
wh2_main_skv_veh_doomwheel_rat8	rt1b_doomwheel01	wh2_main_skv_doomwheel_rat	wh2_main_infantry_rider_very_large		false	true	false
wh2_main_skv_veh_doomwheel_rat9	rt1b_doomwheel01	wh2_main_skv_doomwheel_rat	wh2_main_infantry_rider_very_large		false	true	false
wh2_main_skv_veh_doomwheel_warp_lightning_0	wm_doomwheel_warp_lightning01	dummy_variant	wh2_main_skv_vehicle_doomwheel_warp_lightning_gun	wh2_main_skv_veh_doomwheel_warp_lightning	false	true	false
wh2_main_skv_veh_doomwheel_warp_lightning_1	wm_doomwheel_warp_lightning01	dummy_variant	wh2_main_skv_vehicle_doomwheel_warp_lightning_gun	wh2_main_skv_veh_doomwheel_warp_lightning	false	true	false
wh2_main_skv_veh_doomwheel_warp_lightning_2	wm_doomwheel_warp_lightning01	dummy_variant	wh2_main_skv_vehicle_doomwheel_warp_lightning_gun	wh2_main_skv_veh_doomwheel_warp_lightning	false	true	false
wh2_pro09_grn_black_orc_big_boss_boar_chariot_rider1	hu2_orc_wm_warboar_chariot01_sword_and_shield	wh2_pro09_grn_black_orc_big_boss	wh_main_infantry_rider_character_blood		true	true	false
wh2_pro09_grn_black_orc_big_boss_boar_charioteer_1	hu2_orc_wm_warboar_chariot01_whip_and_spear	wh2_grn_boar_chariot_black_orc_driver	wh_main_infantry_rider_character_blood		false	true	false
wh2_twa01_grn_grn_mon_arachnorok_spider_goblin_great_shaman_rider_0	hu5_pr09_wb_sp1_arachnarok_staff_and_sword	wh_grn_ch_goblin_great_shaman	wh_main_grn_cha_goblin_great_shaman_blood_dismembers		true	true	false
wh2_twa02_wef_female_glade_captain_eagle_rider1	hu1b_dlc16_bi1_eagle_wb_spear_bow	wh2_twa02_wef_glade_captain_0	wh_dlc05_wef_cha_inf_glade_lord_blood		true	true	false
wh2_twa03_def_bracchus_rakarth	hu1d_twa03_wb_dr1_rakarth_spear_whip	wh2_twa03_def_rakarth	wh_main_infantry_standard_large_blood		true	true	false
wh2_twa03_def_cha_rakarth_manticore_rider1	hu1d_dlc14_bc3_manticore_wb_beastmaster_spear_whip	wh2_twa03_def_rakarth	wh_main_cavalry_rider_standard_blood		true	true	false
wh2_twa03_def_scourgerunner_chariot_rakarth	hu1d_dlc14_wm_scourge_chariot01_beastmaster_spear_whip	wh2_twa03_def_rakarth	wh2_main_hef_rider_360_hero_blood		true	true	false
wh3_dlc20_chs_cav_chaos_knights	hu1c_dlc20_chaos_hr1_large_heavy_horse_mace_and_shield	wh_chs_knights	wh3_dlc20_chaos_knight_rider_blood		false	true	false
wh3_dlc20_chs_cav_chaos_knights_lances	hu1c_dlc20_chaos_knights_hr1_large_heavy_horse_lance_sword_and_shield	wh_chs_chaos_knight_lance	wh3_dlc20_chaos_knight_rider_blood		false	true	false
wh3_dlc20_chs_cav_chaos_knights_mkho	hu1c_dlc20_chaos_hr1_large_heavy_horse_mace_and_shield	wh3_dlc20_chs_cav_chaos_knights_mkho_axes	wh3_dlc20_chaos_knight_rider_blood		false	true	false
wh3_dlc20_chs_cav_chaos_knights_mkho_lances	hu1c_dlc20_chaos_knights_hr1_large_heavy_horse_lance_sword_and_shield	wh3_dlc20_chs_cav_chaos_knights_mkho_lances	wh3_dlc20_chaos_knight_rider_blood		false	true	false
wh3_dlc20_chs_cav_chaos_knights_mnur	hu1c_dlc20_chaos_hr1_large_heavy_horse_mace_and_shield	wh3_dlc20_chs_cav_chaos_knights_mnur_axes	wh3_dlc20_chaos_knight_rider_blood		false	true	false
wh3_dlc20_chs_cav_chaos_knights_mnur_lances	hu1c_dlc20_chaos_knights_hr1_large_heavy_horse_lance_sword_and_shield	wh3_dlc20_chs_cav_chaos_knights_mnur_lances	wh3_dlc20_chaos_knight_rider_blood		false	true	false
wh3_dlc20_chs_cav_chaos_knights_msla	hu1c_dlc20_chaos_hr1_large_heavy_horse_mace_and_shield	wh3_dlc20_chs_cav_chaos_knights_msla_swords	wh3_dlc20_chaos_knight_rider_blood		false	true	false
wh3_dlc20_chs_cav_chaos_knights_msla_lances	hu1c_dlc20_chaos_knights_hr1_large_heavy_horse_lance_sword_and_shield	wh3_dlc20_chs_cav_chaos_knights_msla_lances	wh3_dlc20_chaos_knight_rider_blood		false	true	false
wh3_dlc20_chs_cav_chaos_knights_mtze	hu1c_dlc20_chaos_hr1_large_heavy_horse_mace_and_shield	wh3_main_tze_cav_chaos_knights_0	wh3_dlc20_chaos_knight_rider_blood		false	true	false
wh3_dlc20_chs_cav_chaos_knights_mtze_lances	hu1c_dlc20_chaos_knights_hr1_large_heavy_horse_lance_sword_and_shield	wh3_main_tze_cav_doom_knights_0	wh3_dlc20_chaos_knight_rider_blood		false	true	false
wh3_dlc20_chs_cav_chaos_knights_ror	hu1c_dlc20_chaos_hr1_large_heavy_horse_mace_and_shield	wh_pro04_chs_knights_ror	wh3_dlc20_chaos_knight_rider_ror_blood		false	true	false
wh3_dlc20_chs_cav_chariot_charioteer_mkho	hu1c_chaos_wm_chariot_whip	wh3_dlc20_chs_charioteer_mkho	wh_main_infantry_rider_character_blood		false	true	false
wh3_dlc20_chs_cav_chariot_charioteer_mnur	hu1c_chaos_wm_chariot_whip	wh3_dlc20_chs_charioteer_mnur	wh_main_infantry_rider_character_blood		false	true	false
wh3_dlc20_chs_cav_chariot_charioteer_msla	hu1c_chaos_wm_chariot_whip	wh3_dlc20_chs_charioteer_msla	wh_main_infantry_rider_character_blood		false	true	false
wh3_dlc20_chs_cav_chariot_charioteer_msla_ror	hu1c_chaos_wm_chariot_whip	wh3_dlc20_chs_cav_chaos_chariot_msla_ror_charioteer	wh_main_infantry_rider_character_blood		false	true	false
wh3_dlc20_chs_cav_chariot_charioteer_mtze	hu1c_chaos_wm_chariot_whip	wh3_dlc20_chs_charioteer_mtze	wh_main_infantry_rider_character_blood		false	true	false
wh3_dlc20_chs_cav_chariot_rider_msla_ror	hu1c_chaos_wm_chariot_halberd	wh3_dlc20_chs_cav_chaos_chariot_msla_ror_rider	wh_main_infantry_rider_character_blood		false	true	false
wh3_dlc20_chs_cav_chariot_warrior_mkho	hu1c_dlc20_chaos_lord_wm_chariot_dual_axe	wh3_main_kho_inf_chaos_warriors_2	wh_main_infantry_rider_character_blood		false	true	false
wh3_dlc20_chs_cav_chariot_warrior_mnur	hu1c_chaos_wm_chariot_halberd	wh3_dlc20_chs_warriors_mnur_greatweapons	wh_main_infantry_rider_character_blood		false	true	false
wh3_dlc20_chs_cav_chariot_warrior_msla	hu1c_chaos_wm_chariot_halberd	wh3_dlc20_chs_chariot_rider_msla	wh_main_infantry_rider_character_blood		false	true	false
wh3_dlc20_chs_cav_chariot_warrior_mtze	hu1c_chaos_wm_chariot_halberd	wh3_dlc20_chs_warriors_mtze_halberds	wh_main_infantry_rider_character_blood		false	true	false
wh3_dlc20_chs_cav_marauder_horsemasters_javelins	hu1c_chaos_hr1_warhorse_spear_and_javelins	wh_dlc06_chs_marauder_horsemasters	wh3_dlc20_marauder_horsemen_rider_blood		false	false	false
wh3_dlc20_chs_cav_marauder_horsemen_javelins	hu1c_chaos_hr1_warhorse_spear_and_javelins	wh_chs_marauder_horsemen	wh3_dlc20_marauder_horsemen_rider_blood		false	false	false
wh3_dlc20_chs_cav_marauder_horsemen_mkho_throwing_axes	hu1c_wh3_dlc20_hr1_llh_dual_axe_and_throwing_axes	wh3_dlc20_chs_marauder_horsemen_mkho_throwing_axe	wh3_dlc20_marauder_horsemen_rider_blood		false	false	false
wh3_dlc20_chs_cav_marauder_horsemen_mnur_throwing_axes	hu1c_chaos_hr1_warhorse_spear_shield_and_throwing_axe	wh3_dlc20_chs_marauder_horsemen_mnur_throwing_axe	wh3_dlc20_marauder_horsemen_rider_blood		false	false	false
wh3_dlc20_chs_cav_marauder_horsemen_msla_javelins	hu1c_chaos_hr1_warhorse_spear_and_javelins	wh3_dlc20_chs_marauder_horsemen_msla_javelin	wh3_dlc20_marauder_horsemen_rider_blood		false	false	false
wh3_dlc20_chs_cav_marauder_horsemen_mtze_javelins	hu1c_chaos_hr1_warhorse_spear_and_javelins	wh3_dlc20_chs_marauder_horsemen_mtze_javelin	wh3_dlc20_cavalry_marauder_horsemen_mtze_blood		false	false	false
wh3_dlc20_chs_cav_marauder_horsemen_throwing_axes	hu1c_chaos_hr1_large_warhorse_spear_shield_and_throwing_axe	wh_chs_marauder_horsemen_throwing_axe	wh3_dlc20_marauder_horsemen_rider_blood		false	false	false
wh3_dlc20_chs_cha_archaon_the_everchosen	hu1c_archaon_hr1_warhorse_sword_and_shield	wh_chs_ch_archaon	wh3_dlc20_archaon_rider_blood		true	true	false
wh3_dlc20_chs_cha_chaos_lord_chaos_steed	hu1c_wh3_dlc20_hr1_glhh_sword_and_shield	wh_chs_ch_chaos_lord	wh3_dlc20_chs_cha_lord_hero_chaos_steed_rider		true	true	false
wh3_dlc20_chs_cha_chaos_lord_mkho_chaos_steed	hu1c_wh3_dlc20_hr1_glhh_dual_axe	wh3_dlc20_chs_chaos_lord_mkho	wh3_dlc20_chs_cha_lord_mkho_chaos_steed_rider		true	true	false
wh3_dlc20_chs_cha_chaos_lord_mkho_gorebeast_chariot	hu1c_dlc20_chaos_lord_wm_chariot_dual_axe	wh3_dlc20_chs_chaos_lord_mkho	wh3_dlc20_chs_cha_lord_mkho		true	true	false
wh3_dlc20_chs_cha_chaos_lord_msla_chaos_chariot	hu1c_chaos_wm_chariot_axe_and_shield	wh3_dlc20_chs_chaos_lord_msla	wh3_dlc20_chs_cha_lord_msla		true	true	false
wh3_dlc20_chs_cha_chaos_lord_msla_chaos_steed	hu1c_wh3_dlc20_hr1_glhh_sword_and_shield	wh3_dlc20_chs_chaos_lord_msla	wh3_dlc20_chs_cha_lord_msla_chaos_steed_rider		true	true	false
wh3_dlc20_chs_cha_chaos_sorcerer_death_warshrine	hu1c_dlc20_wsh1_warshrine_chaos_sorceror_staff_sword	wh_chs_ch_sorcerer	wh3_dlc20_chs_cha_chaos_sorcerer_death		true	true	false
wh3_dlc20_chs_cha_chaos_sorcerer_fire_warshrine	hu1c_dlc20_wsh1_warshrine_chaos_sorceror_staff_sword	wh_chs_ch_sorcerer	wh3_dlc20_chs_cha_chaos_sorcerer_fire		true	true	false
wh3_dlc20_chs_cha_chaos_sorcerer_lord_death_mnur_chaos_steed	hu1c_chaos_hr1_warhorse_staff_and_sword	wh3_dlc20_chs_cha_chaos_sorcerer_lord_mnur	wh3_dlc25_chs_cha_chaos_sorcerer_lord_mnur_chaos_steed_rider		true	true	false
wh3_dlc20_chs_cha_chaos_sorcerer_lord_death_mnur_warshrine	hu1c_dlc20_wsh1_warshrine_chaos_sorceror_staff_sword	wh3_dlc20_chs_cha_chaos_sorcerer_lord_mnur	wh3_dlc20_chs_cha_chaos_sorcerer_death_mnur		true	true	false
wh3_dlc20_chs_cha_chaos_sorcerer_lord_death_warshrine	hu1c_dlc20_wsh1_warshrine_chaos_sorceror_staff_sword	wh_chs_ch_sorcerer_lord	wh3_dlc20_chs_cha_chaos_sorcerer_death		true	true	false
wh3_dlc20_chs_cha_chaos_sorcerer_lord_fire_warshrine	hu1c_dlc20_wsh1_warshrine_chaos_sorceror_staff_sword	wh_chs_ch_sorcerer_lord	wh3_dlc20_chs_cha_chaos_sorcerer_fire		true	true	false
wh3_dlc20_chs_cha_chaos_sorcerer_lord_metal_mtze_chaos_steed	hu1c_chaos_hr1_warhorse_staff_and_sword	wh3_dlc20_chs_cha_chaos_sorcerer_lord_mtze	wh3_dlc20_chs_cha_chaos_sorcerer_rider_metal_mtze		true	true	false
wh3_dlc20_chs_cha_chaos_sorcerer_lord_metal_mtze_warshrine	hu1c_dlc20_wsh1_warshrine_chaos_sorceror_staff_sword	wh3_dlc20_chs_cha_chaos_sorcerer_lord_mtze	wh3_dlc20_chs_cha_chaos_sorcerer_metal_mtze		true	true	false
wh3_dlc20_chs_cha_chaos_sorcerer_lord_metal_warshrine	hu1c_dlc20_wsh1_warshrine_chaos_sorceror_staff_sword	wh_chs_ch_sorcerer_lord	wh3_dlc20_chs_cha_chaos_sorcerer_metal		true	true	false
wh3_dlc20_chs_cha_chaos_sorcerer_lord_nurgle_mnur_chaos_steed	hu1c_chaos_hr1_warhorse_staff_and_sword	wh3_dlc20_chs_cha_chaos_sorcerer_lord_mnur	wh3_dlc25_chs_cha_chaos_sorcerer_lord_mnur_chaos_steed_rider		true	true	false
wh3_dlc20_chs_cha_chaos_sorcerer_lord_nurgle_mnur_warshrine	hu1c_dlc20_wsh1_warshrine_chaos_sorceror_staff_sword	wh3_dlc20_chs_cha_chaos_sorcerer_lord_mnur	wh3_dlc20_chs_cha_chaos_sorcerer_nurgle_mnur		true	true	false
wh3_dlc20_chs_cha_chaos_sorcerer_lord_shadows_warshrine	hu1c_dlc20_wsh1_warshrine_chaos_sorceror_staff_sword	wh_chs_ch_sorcerer_lord	wh3_dlc20_chs_cha_chaos_sorcerer_shadows		true	true	false
wh3_dlc20_chs_cha_chaos_sorcerer_lord_tzeentch_mtze_chaos_steed	hu1c_chaos_hr1_warhorse_staff_and_sword	wh3_dlc20_chs_cha_chaos_sorcerer_lord_mtze	wh3_dlc20_chs_cha_chaos_sorcerer_rider_tzeentch_mtze		true	true	false
wh3_dlc20_chs_cha_chaos_sorcerer_lord_tzeentch_mtze_warshrine	hu1c_dlc20_wsh1_warshrine_chaos_sorceror_staff_sword	wh3_dlc20_chs_cha_chaos_sorcerer_lord_mtze	wh3_dlc20_chs_cha_chaos_sorcerer_tzeentch_mtze		true	true	false
wh3_dlc20_chs_cha_chaos_sorcerer_metal_mtze_chaos_steed	hu1c_chaos_hr1_warhorse_staff_and_sword	wh3_dlc20_chs_cha_chaos_sorcerer_mtze	wh3_dlc20_chs_cha_chaos_sorcerer_rider_metal_mtze		true	true	false
wh3_dlc20_chs_cha_chaos_sorcerer_metal_mtze_warshrine	hu1c_dlc20_wsh1_warshrine_chaos_sorceror_staff_sword	wh3_dlc20_chs_cha_chaos_sorcerer_mtze	wh3_dlc20_chs_cha_chaos_sorcerer_metal_mtze		true	true	false
wh3_dlc20_chs_cha_chaos_sorcerer_metal_warshrine	hu1c_dlc20_wsh1_warshrine_chaos_sorceror_staff_sword	wh_chs_ch_sorcerer	wh3_dlc20_chs_cha_chaos_sorcerer_metal		true	true	false
wh3_dlc20_chs_cha_chaos_sorcerer_shadows_msla_chaos_steed	hu1c_chaos_hr1_warhorse_staff_and_sword	wh3_dlc20_chs_cha_chaos_sorcerer_msla	wh3_dlc20_chs_cha_chaos_sorcerer_rider_shadows_msla		true	true	false
wh3_dlc20_chs_cha_chaos_sorcerer_shadows_msla_warshrine	hu1c_dlc20_wsh1_warshrine_chaos_sorceror_staff_sword	wh3_dlc20_chs_cha_chaos_sorcerer_msla	wh3_dlc20_chs_cha_chaos_sorcerer_shadows_msla		true	true	false
wh3_dlc20_chs_cha_chaos_sorcerer_shadows_warshrine	hu1c_dlc20_wsh1_warshrine_chaos_sorceror_staff_sword	wh_chs_ch_sorcerer	wh3_dlc20_chs_cha_chaos_sorcerer_shadows		true	true	false
wh3_dlc20_chs_cha_chaos_sorcerer_slaanesh_msla_chaos_steed	hu1c_chaos_hr1_warhorse_staff_and_sword	wh3_dlc20_chs_cha_chaos_sorcerer_msla	wh3_dlc20_chs_cha_chaos_sorcerer_rider_slaanesh_msla		true	true	false
wh3_dlc20_chs_cha_chaos_sorcerer_slaanesh_msla_warshrine	hu1c_dlc20_wsh1_warshrine_chaos_sorceror_staff_sword	wh3_dlc20_chs_cha_chaos_sorcerer_msla	wh3_dlc20_chs_cha_chaos_sorcerer_slaanesh_msla		true	true	false
wh3_dlc20_chs_cha_chaos_sorcerer_tzeentch_mtze_chaos_steed	hu1c_chaos_hr1_warhorse_staff_and_sword	wh3_dlc20_chs_cha_chaos_sorcerer_mtze	wh3_dlc20_chs_cha_chaos_sorcerer_rider_tzeentch_mtze		true	true	false
wh3_dlc20_chs_cha_chaos_sorcerer_tzeentch_mtze_warshrine	hu1c_dlc20_wsh1_warshrine_chaos_sorceror_staff_sword	wh3_dlc20_chs_cha_chaos_sorcerer_mtze	wh3_dlc20_chs_cha_chaos_sorcerer_tzeentch_mtze		true	true	false
wh3_dlc20_chs_cha_cultist_mkho_chaos_steed	hu1c_wh3_dlc20_hr1_glhh_sword_and_shield	wh3_main_kho_cha_cultist	wh3_dlc20_chs_cha_lord_hero_chaos_steed_rider		true	true	false
wh3_dlc20_chs_cha_exalted_hero_chaos_steed	hu1c_wh3_dlc20_hr1_glhh_sword_and_shield	wh_chs_ch_exalted_hero	wh3_dlc20_chs_cha_lord_hero_chaos_steed_rider		true	true	false
wh3_dlc20_chs_cha_exalted_hero_mkho_chaos_steed	hu1c_wh3_dlc20_hr1_glhh_dual_axe	wh3_dlc20_chs_exalted_hero_mkho	wh3_dlc20_chs_cha_lord_hero_chaos_steed_rider		true	true	false
wh3_dlc20_chs_cha_exalted_hero_mkho_gorebeast_chariot	hu1c_dlc20_chaos_lord_wm_chariot_dual_axe	wh3_dlc20_chs_exalted_hero_mkho	wh3_dlc20_chs_cha_lord_hero		true	true	false
wh3_dlc20_chs_cha_exalted_hero_mnur_chaos_chariot	hu1c_chaos_wm_chariot_halberd	wh3_dlc20_chs_exalted_hero_mnur	wh3_dlc20_chs_cha_hero_mnur		true	true	false
wh3_dlc20_chs_cha_exalted_hero_mnur_chaos_steed	hu1c_wh3_dlc20_hr1_glhh_2handed_axe	wh3_dlc20_chs_exalted_hero_mnur	wh3_dlc20_chs_cha_hero_mnur_chaos_steed_rider		true	true	false
wh3_dlc20_chs_cha_exalted_hero_mtze_chaos_chariot	hu1m_dlc24_exalted_hero_tzeentch_wm_chariot_2h_halberd	wh3_dlc24_chs_exalted_hero_mtze	wh3_dlc24_chs_cha_lord_hero_mtze		true	true	false
wh3_dlc20_chs_cha_exalted_hero_mtze_chaos_steed	hu1m_dlc24_exalted_hero_tzeentch_hr1_large_warhorse_2h_halberd	wh3_dlc24_chs_exalted_hero_mtze	wh3_dlc24_chs_cha_lord_hero_mtze		true	true	false
wh3_dlc20_chs_mon_warshrine_shrinemaster	hu1c_wh3_dlc20_wsh1_warshrine_sword	wh3_dlc20_chs_warshrine_shrinemaster	wh_main_infantry_rider		false	true	false
wh3_dlc20_chs_mon_warshrine_shrinemaster_mkho	hu1c_wh3_dlc20_wsh1_warshrine_axe	wh3_dlc20_chs_warshrine_shrinemaster_mkho	wh_main_infantry_rider		false	true	false
wh3_dlc20_chs_mon_warshrine_shrinemaster_mnur	hu1c_wh3_dlc20_wsh1_warshrine_axe	wh3_dlc20_chs_warshrine_shrinemaster_mnur	wh_main_infantry_rider		false	true	false
wh3_dlc20_chs_mon_warshrine_shrinemaster_msla	hu1c_wh3_dlc20_wsh1_warshrine_sword	wh3_dlc20_chs_warshrine_shrinemaster_msla	wh_main_infantry_rider		false	true	false
wh3_dlc20_chs_mon_warshrine_shrinemaster_mtze	hu1c_wh3_dlc20_wsh1_warshrine_sword	wh3_dlc20_chs_warshrine_shrinemaster_mtze	wh_main_infantry_rider		false	true	false
wh3_dlc20_kho_cultist_warshrine_mkho	hu1c_dlc20_wsh1_warshrine_cultist_of_khorne_axe_shield	wh3_main_kho_cha_cultist	wh_main_infantry_rider		true	true	false
wh3_dlc20_nor_cha_chaos_sorcerer_metal_chaos_steed	hu1c_chaos_hr1_large_warhorse_staff_and_sword	wh_nor_ch_chaos_sorcerer	wh3_dlc20_chs_cha_chaos_sorcerer_rider_metal		true	true	false
wh3_dlc20_nor_chieftain_norscan_warhorse	hu1c_wh3_dlc20_hr1_glhh_sword_and_shield	wh_nor_ch_marauder_chieftain	wh3_dlc20_chs_cha_lord_hero_chaos_steed_rider		true	true	false
wh3_dlc20_nor_wulfrik_norscan_warhorse	hu1c_wh3_dlc20_hr1_glhh_sword_and_shield	wh_dlc08_nor_cha_wulfrik	wh3_dlc20_chs_cha_lord_hero_chaos_steed_rider		true	true	false
wh3_dlc20_nur_cultist_warshrine_mnur	hu1_dlc20_wsh1_warshrine_cultist_of_nurgle_mace	wh3_dlc20_chs_cha_cultist_warshrine_mnur	wh_main_infantry_rider		true	true	false
wh3_dlc20_sla_cultist_wearshrine_msla	hu1_dlc20_wsh1_warshrine_cultist_of_slaanesh_dual_sword	wh3_dlc20_chs_cha_cultist_warshrine_msla	wh_main_infantry_rider		true	true	false
wh3_dlc20_tze_cultist_warshrine_mtze	hu1_dlc20_wsh1_warshrine_cultist_of_tzeentch_staff_sword	wh3_dlc20_chs_cha_cultist_warshrine_mtze	wh_main_infantry_rider		true	true	false
wh3_dlc23_chd_cha_daemonsmith_sorcerer_death_bale_taurus	hu3_dlc23_ox1_taurus_wb1_axe_pistol	wh3_dlc23_chd_cha_daemonsmith_sorcerer	wh3_dlc23_chd_cha_daemonsmith_sorcerer		true	true	false
wh3_dlc23_chd_cha_daemonsmith_sorcerer_death_great_taurus	hu3_dlc23_ox1_taurus_wb1_axe_pistol	wh3_dlc23_chd_cha_daemonsmith_sorcerer	wh3_dlc23_chd_cha_daemonsmith_sorcerer		true	true	false
wh3_dlc23_chd_cha_daemonsmith_sorcerer_death_lammasu	hu3_dlc23_bc2_lammasu_wb1_axe_pistol	wh3_dlc23_chd_cha_daemonsmith_sorcerer	wh3_dlc23_chd_cha_daemonsmith_sorcerer		true	true	false
wh3_dlc23_chd_cha_daemonsmith_sorcerer_fire_bale_taurus	hu3_dlc23_ox1_taurus_wb1_axe_pistol	wh3_dlc23_chd_cha_daemonsmith_sorcerer	wh3_dlc23_chd_cha_daemonsmith_sorcerer		true	true	false
wh3_dlc23_chd_cha_daemonsmith_sorcerer_fire_great_taurus	hu3_dlc23_ox1_taurus_wb1_axe_pistol	wh3_dlc23_chd_cha_daemonsmith_sorcerer	wh3_dlc23_chd_cha_daemonsmith_sorcerer		true	true	false
wh3_dlc23_chd_cha_daemonsmith_sorcerer_fire_lammasu	hu3_dlc23_bc2_lammasu_wb1_axe_pistol	wh3_dlc23_chd_cha_daemonsmith_sorcerer	wh3_dlc23_chd_cha_daemonsmith_sorcerer		true	true	false
wh3_dlc23_chd_cha_daemonsmith_sorcerer_hashut_bale_taurus	hu3_dlc23_ox1_taurus_wb1_axe_pistol	wh3_dlc23_chd_cha_daemonsmith_sorcerer	wh3_dlc23_chd_cha_daemonsmith_sorcerer		true	true	false
wh3_dlc23_chd_cha_daemonsmith_sorcerer_hashut_great_taurus	hu3_dlc23_ox1_taurus_wb1_axe_pistol	wh3_dlc23_chd_cha_daemonsmith_sorcerer	wh3_dlc23_chd_cha_daemonsmith_sorcerer		true	true	false
