name	head_node	hips_node	leftarm_node	leftfoot_node	lefthand_node	leftleg_node	leftshoulder_node	leftupleg_node	leftwheel_node	neck_node	rightarm_node	rightfoot_node	righthand_node	rightleg_node	rightshoulder_node	rightupleg_node	rightwheel_node	root	scale	scale_deviation	spine_node	weapon1_node	weapon2_node	weapon3_node	weapon4_node	weapon5_node	leftfinger_node	rightfinger_node	lefttoe_node	righttoe_node	category_man	category_mount	category_engine	weapon6_node	category_animal	category_fauna	cinematic	locomotion	leftwingbase_node	rightwingbase_node	head_tracking_angle	back_node	front_left_upper_leg_node	front_right_upper_leg_node	front_lefttoe_node	front_righttoe_node	rear_left_upper_leg_node	rear_right_upper_leg_node	rear_lefttoe_node	rear_righttoe_node	footstep_nodes	footstep_detection_height	articulation_node	flying_pivot_node	filter_projectiles_node	torso_splice_node	foot_ik_type
humanoid01m	head	root	upperarm_left	foot_left	hand_left	lowerleg_left	clav_left	upperleg_left		neck_0	upperarm_right	foot_right	hand_right	lowerleg_right	clav_right	upperleg_right		animRoot	1.0000	0.0000	spine_0	be_prop_0	be_prop_1	be_prop_2	be_prop_3	be_prop_4	finger_index_left_0	finger_index_right_0	toe_left_0	toe_right_0	true	false	false	be_prop_5	false	false	false	biped			0.0000	spine_2									toe_left_0;toe_right_0	0.0200			cape_, hand_, skirt_, arm_tentacle_		on
humanoid01n	head	root	upperarm_left	foot_left	hand_left	lowerleg_left	clav_left	upperleg_left		neck_0	upperarm_right	foot_right	hand_right	lowerleg_right	clav_right	upperleg_right		animRoot	1.0000	0.0000	spine_0	be_prop_0	be_prop_1	be_prop_2	be_prop_3	be_prop_4	finger_index_left_0	finger_index_right_0	toe_left_0	toe_right_0	true	false	false	be_prop_5	false	false	false	biped			0.0000	spine_2									toe_left_0;toe_right_0	0.0200			cape_, hand_, skirt_, arm_tentacle_		on
humanoid02	head	root	upperarm_left	foot_left	hand_left	lowerleg_left	clav_left	upperleg_left		neck_0	upperarm_right	foot_right	hand_right	lowerleg_right	clav_right	upperleg_right		animRoot	1.0000	0.0000	spine_0	be_prop_0	be_prop_1	be_prop_2	be_prop_3	be_prop_4			toe_left_0	toe_right_0	true	false	false	be_prop_5	false	false	false	biped			0.0000	spine_2									toe_left_0;toe_right_0	0.0200			hand_, headdress_, cape_, cingulum_		on
humanoid03	head	root	upperarm_left	foot_left	hand_left	lowerleg_left	clav_left	upperleg_left		neck_0	upperarm_right	foot_right	hand_right	lowerleg_right	clav_right	upperleg_right		animRoot	1.0000	0.0000	spine_0	be_prop_0	be_prop_1	be_prop_2	be_prop_3	be_prop_4	finger_index_left_0	finger_index_right_0	toe_left_0	toe_right_0	true	false	false	be_prop_5	false	false	false	biped			0.0000	spine_2									toe_left_0;toe_right_0	0.0200			cape_, hand_, skirt_, beard_, eyelid_, shoulder_pad_		on
humanoid03b	head_0	root	arm_left_0	foot_left	arm_left_2	lowerleg_left	clav_left_0	upperleg_left		neck_0	arm_right_0	foot_right	arm_right_2	lowerleg_right	clav_right_0	upperleg_right		animRoot	1.0000	0.0000	spine_0	be_prop_0	be_prop_1	be_prop_2	be_prop_3	be_prop_4	finger_left_0	fingers_right_0	toe_left	toe_right	true	false	false	be_prop_5	false	false	false	biped			45.0000	spine_0									toe_left;toe_right	0.0200			cape_, hand_, skirt_, beard_, flag_, moustache_, backpack_		on
humanoid04	head_0	root	arm_left_0	leg_left_2	arm_left_2	leg_left_1	clav_left_0	leg_left_0		neck_0	arm_right_0	leg_right_2	arm_right_2	leg_right_1	clav_right_0	leg_right_0		animRoot	1.0000	0.0000	spine_0	be_prop_0	be_prop_1	be_prop_2	be_prop_3	be_prop_4	finger_index_left_0	finger_index_right_0	toe_left_0	toe_right_0	true	false	false	be_prop_5	false	false	false	biped			0.0000	spine_2									toe_left_0;toe_right_0	0.0200			thumb_, finger_, cage_, sack_, necklace_, moustache_		unoptimised
humanoid04b	head_0	root	arm_left_0	leg_left_2	arm_left_2	leg_left_1	clav_left_0	leg_left_0		neck_0	arm_right_0	leg_right_2	arm_right_2	leg_right_1	clav_right_0	leg_right_0		animRoot	1.0000	0.0000	spine_0	be_prop_0	be_prop_1			be_prop_4	finger_index_left_0	finger_index_right_0	toe_left_0	toe_right_0	true	false	false		false	false	false	biped			0.0000	spine_2									toe_left_0;toe_right_0	0.0200			thumb_, finger_, cingulum_, ear_		on
humanoid04c	head_0	root	arm_left_0	leg_left_2	arm_left_2	leg_left_1	clav_left_0	leg_left_0		neck_0	arm_right_0	leg_right_2	arm_right_2	leg_right_1	clav_right_0	leg_right_0		animRoot	1.0000	0.0000	spine_0	be_prop_0					finger_index_left_0	finger_index_right_0	toe_left_0	toe_right_0	true	false	false		false	false	false	biped			0.0000	spine_2									toe_left_0;toe_right_0	0.0200			thumb_, finger_, cingulum_, ear_, cape_ 		on
humanoid04d	head_0	root	arm_left_0	leg_left_2	arm_left_2	leg_left_1	clav_left_0	leg_left_0		neck_0	arm_right_0	leg_right_2	arm_right_2	leg_right_1	clav_right_0	leg_right_0		animRoot	1.0000	0.0000	spine_0	be_prop_0	be_prop_1	be_prop_2	be_prop_3	be_prop_4	finger_index_left_0	finger_index_right_0	toe_left_0	toe_right_0	true	false	false	be_prop_5	false	false	false	biped			0.0000	spine_2									toe_left_0;toe_right_0	0.0200			thumb_, finger_, cage_, sack_, necklace_, moustache_, spike_right_0, spike_left_0, cingulum_, bell_, neck_,		on
humanoid04e	head_0	root	arm_left_0	leg_left_2	arm_left_2	leg_left_1	clav_left_0	leg_left_0		neck_0	arm_right_0	leg_right_2	arm_right_2	leg_right_1	clav_right_0	leg_right_0		animRoot	1.0000	0.0000	spine_0	be_prop_0	be_prop_1	be_prop_2	be_prop_3	be_prop_4	finger_index_left_0	finger_index_right_0	toe_left_0	toe_right_0	true	false	false	be_prop_5	false	false	false	unclassified			0.0000	spine_2									toe_left_0;toe_right_0	0.0200			thumb_, finger_, cingulum_, ear_, cape_ 		off
humanoid04f	head_0	root	arm_left_0	foot_left_0	arm_left_2	leg_left_0	clav_left_0	upperleg_left_0		neck_0	arm_right_0	foot_right_0	arm_right_2	leg_right_0	clav_right_0	upperleg_right_0		animRoot	1.0000	0.0000	spine_0	be_prop_0	be_prop_1	be_prop_2	be_prop_3	be_prop_4	finger_index_left_0	finger_index_right_0	toes_left_0	toes_right_0	true	false	false	be_prop_5	false	false	false	biped			0.0000	spine_2									toe_left_0;toe_right_0	0.0200			thumb_, finger_, cage_, sack_, necklace_, moustache_		on
humanoid04i	head_0	root	arm_left_0	foot_left_0	arm_left_2	leg_left_0	clav_left_0	upperleg_left_0		neck_0	arm_right_0	foot_right_0	arm_right_2	leg_right_0	clav_right_0	upperleg_right_0		animRoot	1.0000	0.0000	spine_0	be_prop_0	be_prop_1	be_prop_2	be_prop_3	be_prop_4	finger_index_left_0	finger_index_right_0	toes_left_0	toes_right_0	true	false	false	be_prop_5	false	false	false	biped			0.0000	spine_2									toe_left_0;toe_right_0	0.0200			thumb_, finger_, cage_, sack_, necklace_, moustache_		on
humanoid05	head_0	root	upperarm_left	foot_left	hand_left	lowerleg_left	clav_left	upperleg_left		neck_0	upperarm_right	foot_right	hand_right	lowerleg_right	clav_right	upperleg_right		animRoot	1.0000	0.0000	spine_0	be_prop_0	be_prop_1	be_prop_2	be_prop_3	be_prop_4	finger_index_left_0	finger_index_right_0	toe_left_0	toe_right_0	true	false	false	be_prop_5	false	false	false	biped			0.0000	spine_2									toe_left_0;toe_right_0	0.0200			skirt_, loincloth_, hand_, hat_, ear_		on
humanoid06	head_0	root	upperarm_left	foot_left	hand_left	lowerleg_left	clav_left	upperleg_left		neck_0	upperarm_right	foot_right	hand_right	lowerleg_right	clav_right	upperleg_right		animRoot	1.0000	0.0000	spine_0	be_prop_0	be_prop_1	be_prop_2	be_prop_3	be_prop_4			foot_left	foot_right	true	false	false	be_prop_5	false	false	false	winged_biped	wing_shoulder_left_0	wing_shoulder_right_0	0.0000	spine_2									foot_left;foot_right	0.0200		spine_2	hand_, loincloth_, wing_		off
humanoid06b	head_0	root	upperarm_left	foot_left	hand_left	lowerleg_left	clav_left	upperleg_left		neck_0	upperarm_right	foot_right	hand_right	lowerleg_right	clav_right	upperleg_right		animRoot	1.0000	0.0000	spine_0	be_prop_0	be_prop_1	be_prop_2	be_prop_3	be_prop_4			foot_left	foot_right	true	false	false	be_prop_5	false	false	false	biped			0.0000	spine_2									foot_left;foot_right	0.0200			hand_, loincloth_		off
humanoid06c	head_0	root	upperarm_left	foot_left	hand_left	lowerleg_left	clav_left	upperleg_left		neck_0	upperarm_right	foot_right	hand_right	lowerleg_right	clav_right	upperleg_right		animRoot	1.0000	0.0000	spine_0	be_prop_0	be_prop_1		be_prop_3	be_prop_4			foot_left	foot_right	true	false	false	be_prop_5	false	false	false	biped			0.0000	spine_2									foot_left;foot_right	0.0200			hand_, loincloth_, cape_, hair_		off
humanoid06d	head_0	root	upperarm_left	foot_left	hand_left	lowerleg_left	clav_left	upperleg_left		neck_0	upperarm_right	foot_right	hand_right	lowerleg_right	clav_right	upperleg_right		animRoot	1.0000	0.0000	spine_0	be_prop_0	be_prop_1		be_prop_3	be_prop_4			foot_left	foot_right	true	false	false	be_prop_5	false	false	false	biped			20.0000	spine_2									foot_left;foot_right	0.0200			hand_, finger_, loincloth_		off
humanoid06e	head_0	root	upperarm_left	foot_left	hand_left	lowerleg_left	clav_left	upperleg_left		neck_0	upperarm_right	foot_right	hand_right	lowerleg_right	clav_right	upperleg_right		animRoot	1.0000	0.0000	spine_0	be_prop_0	be_prop_1	be_prop_2	be_prop_3	be_prop_4			foot_left	foot_right	false	false	false	be_prop_5	false	false	false	biped			0.0000	spine_2									foot_left;foot_right	0.0500					off
humanoid06f	head_0	root	upperarm_left	foot_left	hand_left	lowerleg_left	clav_left	upperleg_left		neck_0	upperarm_right	foot_right	hand_right	lowerleg_right	clav_right	upperleg_right		animRoot	1.0000	0.0000	spine_0	be_prop_0	be_prop_1	be_prop_2	be_prop_3	be_prop_4			foot_left	foot_right	true	false	false	be_prop_5	false	false	false	biped			0.0000	spine_2									foot_left;foot_right	0.0200			hand_, loincloth_, neck_,		off
humanoid06g	head_0	root	upperarm_left	leg_left_3	hand_left	leg_left_1	clav_left	leg_left_0		neck_0	upperarm_right	leg_right_3	hand_right	leg_right_1	clav_right	leg_right_0		animRoot	1.0000	0.0000	spine_0	be_prop_0							leg_left_toe_0	leg_right_toe_0	true	false	false	0	false	false	false	winged_biped	clav_left_back	clav_right_back	0.0000	spine_2									leg_left_3;leg_right_3	0.0200		spine_2	hand_, wing_, tail_, loincloth_front_, loincloth_back_		off
humanoid06h	head_0	root	upperarm_left	foot_left	hand_left	lowerleg_left	clav_left	upperleg_left		neck_0	upperarm_right	foot_right	hand_right	lowerleg_right	clav_right	upperleg_right		animRoot	1.0000	0.0000	spine_0	be_prop_0	be_prop_1	be_prop_2	be_prop_3	be_prop_4			toes_left	toes_right	true	false	false	be_prop_5	false	false	false	biped			0.0000	spine_2									foot_left;foot_right	0.0200			hand_, toes_, neck_,		off
humanoid06i	head_0	root	upperarm_left	foot_left	hand_left	lowerleg_left	clav_left	upperleg_left		neck_0	upperarm_right	foot_right	hand_right	lowerleg_right	clav_right	upperleg_right		animRoot	1.0000	0.0000	spine_0	be_prop_0	be_prop_1	be_prop_2	be_prop_3	be_prop_4			foot_left	foot_right	true	false	false	be_prop_5	false	false	false	biped			0.0000	spine_2									foot_left;foot_right	0.0200			hand_, loincloth_, neck_,		off
humanoid07	head_0	root	upperarm_left	foot_left_0	hand_left	lowerleg_left	clav_left	upperleg_left		neck_0	upperarm_right	foot_right_0	hand_right	lowerleg_right	clav_right	upperleg_right		animRoot	1.0000	0.0000	spine_0	be_prop_0	be_prop_1	be_prop_2	be_prop_3	be_prop_4	finger_index_left_0	finger_index_right_0	toe_inner_left_0	toe_inner_right_0	true	false	false	be_prop_5	false	false	false	biped			0.0000	spine_2									foot_left_0;foot_right_0	0.0200					off
humanoid07b	head_0	root	upperarm_left	foot_left	hand_left	lowerleg_left	clav_left	upperleg_left		neck_0	upperarm_right	foot_right	hand_right	lowerleg_right	clav_right	upperleg_right		animRoot	1.0000	0.0000	spine_0	be_prop_0	be_prop_1	be_prop_2	be_prop_3	be_prop_4	finger_index_left_0	finger_index_right_0	toe_middle_left_0	toe_middle_right_0	true	false	false	be_prop_5	false	false	false	biped			0.0000	spine_2									foot_left;foot_right	0.0200					off
humanoid07c	head_0	root	upperarm_left	foot_left	hand_left	lowerleg_left	clav_left_0	upperleg_left		neck_0	upperarm_right	foot_right	hand_right	lowerleg_right	clav_right_0	upperleg_right		animRoot	1.0000	0.0000	spine_0	be_prop_0	be_prop_1	be_prop_2	be_prop_3	be_prop_4	finger_index_left_0	finger_index_right_0	toe_left_mid	toe_right_mid	true	false	false	be_prop_5	false	false	false	biped			0.0000	spine_2									foot_left;foot_right	0.0200					off
humanoid07d	head_0	root	upperarm_left	foot_left	hand_left	lowerleg_left	clav_left	upperleg_left		neck_0	upperarm_right	foot_right	hand_right	lowerleg_right	clav_right	upperleg_right		animRoot	1.0000	0.0000	spine_0	be_prop_0	be_prop_1				finger_index_left_0	finger_index_right_0	toe_middle_left_0	toe_middle_right_0	true	false	false	be_prop_5	false	false	false	biped			0.0000	spine_2									foot_left;foot_right	0.0200					off
humanoid08	head	root	upperarm_left	foot_left	hand_left	lowerleg_left	clav_left	upperleg_left		neck_0	upperarm_right	foot_right	hand_right	lowerleg_right	clav_right	upperleg_right		animRoot	1.0000	0.0000	spine_0	be_prop_0	be_prop_1	be_prop_2	be_prop_3	be_prop_4			toe_left_0	toe_right_0	true	false	false	be_prop_5	false	false	false	biped			0.0000	spine_2									toe_left_0;toe_right_0	0.0200			hand_, skirt_		off
humanoid08b	head	root	upperarm_left	foot_left	hand_left	lowerleg_left	clav_left	upperleg_left		neck_0	upperarm_right	foot_right	hand_right	lowerleg_right	clav_right	upperleg_right		animRoot	1.0000	0.0000	spine_0								toe_inner_left_0	toe_inner_right_0	true	false	false		false	false	false	winged_biped	clav_left	clav_right	0.0000	spine_2									toe_inner_left_0;toe_inner_right_0	0.0200		spine_2	wing_, elbow_		off
humanoid08c	head_0	root	upperarm_left	foot_left	hand_left	lowerleg_left	clav_left	upperleg_left		neck_0	upperarm_right	foot_right	hand_right	lowerleg_right	clav_right	upperleg_right		animRoot	1.0000	0.0000	spine_0	be_prop_0	be_prop_1	be_prop_2	be_prop_3	be_prop_4	finger_index_left_0	finger_index_right_0	toe_left_0	toe_right_0	true	false	false	be_prop_5	false	false	false	biped			0.0000	spine_2									toe_left_0;toe_right_0	0.0200			hand_		on
humanoid08d	head	root	upperarm_left	foot_left	hand_left	lowerleg_left	clav_left	upperleg_left		neck_0	upperarm_right	foot_right	hand_right	lowerleg_right	clav_right	upperleg_right		animRoot	1.0000	0.0000	spine_0	be_prop_0	be_prop_1	be_prop_2	be_prop_3	be_prop_4			toe_left_0	toe_right_0	true	false	false	be_prop_5	false	false	false	biped			0.0000	spine_2									toe_left_0;toe_right_0	0.0200			hand_, skirt_		off
humanoid08e	head	root	upperarm_left	foot_left	hand_left	lowerleg_left	clav_left	upperleg_left		neck_0	upperarm_right	foot_right	hand_right	lowerleg_right	clav_right	upperleg_right		animRoot	1.0000	0.0000	spine_0	be_prop_0	be_prop_1	be_prop_2	be_prop_3	be_prop_4			toe_left_0	toe_right_0	true	false	false	be_prop_5	false	false	false	quadruped			0.0000	spine_2	upperarm_left	upperarm_right	hand_left	hand_right	upperleg_left	upperleg_right	foot_left	foot_right	toe_left_0;toe_right_0	0.0200			hand_, skirt_		off
humanoid09	head	root	upperarm_left	foot_left	hand_left	lowerleg_left	clav_left	upperleg_left		neck_0	upperarm_right	foot_right	hand_right	lowerleg_right	clav_right	upperleg_right		animRoot	1.0000	0.0000	spine_0	be_prop_0	be_prop_1	be_prop_2	be_prop_3	be_prop_4			toe_left_0	toe_right_0	true	false	false	be_prop_5	false	false	false	biped			0.0000	spine_2									toe_left_0;toe_right_0	0.0200			hand_,		off
humanoid09b	head_0	root	upperarm_left	foot_left	hand_left	lowerleg_left	clav_left	upperleg_left		neck_0	upperarm_right	foot_right	hand_right	lowerleg_right	clav_right	upperleg_right		animRoot	1.0000	0.0000	spine_0	be_prop_0	be_prop_1	be_prop_2	be_prop_3	be_prop_4			toe_left_0	toe_right_0	true	false	false	be_prop_5	false	false	false	biped			0.0000	spine_2									toe_left_0;toe_right_0	0.0200			hand_,		on
humanoid10	head	root	upperarm_left	foot_left	hand_left	lowerleg_left	clav_left	upperleg_left		neck_0	upperarm_right	foot_right	hand_right	lowerleg_right	clav_right	upperleg_right		animRoot	1.0000	0.0000	spine_0	be_prop_0	be_prop_1	be_prop_2	be_prop_3	be_prop_4	finger_index_left_0	finger_index_right_0	toe_left_middle_0	toe_right_middle_0	true	false	false	be_prop_5	false	false	false	biped	wing_left_0	wing_right_0	0.0000	spine_2									toe_left_middle_0;toe_right_middle_0	0.0200		spine_2	hand_, wing_, tertiary_, secondary_, primary_, tail_, skirt_, armour_, beard_, ponytail_		off
humanoid10b	head_0	root	upperarm_left	foot_left_0	hand_left	lowerleg_left_0	clav_left	upperleg_left_0		neck_0	upperarm_right	foot_right_0	hand_right	lowerleg_right_0	clav_right	upperleg_right_0		animRoot	1.0000	0.0000	spine_0	be_prop_0	be_prop_1	be_prop_2	be_prop_3	be_prop_4			foot_left_0	foot_right_0	true	false	false	be_prop_5	false	false	false	winged_biped	wing_left_0	wing_right_0	0.0000	spine_2									foot_left;foot_right	0.0200		spine_2	hand_, loincloth_, wing_		off
humanoid10c	head_middle_0	root	upperarm_left	foot_left_0	hand_left	lowerleg_left_0	clav_left	upperleg_left_0		neck_middle_0	upperarm_right	foot_right_0	hand_right	lowerleg_right_0	clav_right	upperleg_right_0		animRoot	1.0000	0.0000	spine_0	be_prop_0					finger_index_left_0	finger_index_right_0	toe_left_middle_0	toe_right_middle_0	true	false	false		false	false	false	winged_biped	wing_shoulder_left_0	wing_shoulder_right_0	0.0000	spine_3									toe_left_middle_0;toe_right_middle_0	0.0200		spine_2	feather_, neck_, necklace_, loinloth_, hand_, foot_		off
humanoid10d	head_0	root	upperarm_left	foot_left_0	hand_left	lowerleg_left_0	clav_left	upperleg_left_0		neck_0	upperarm_right	foot_right_0	hand_right	lowerleg_right_0	clav_right	upperleg_right_0		animRoot	1.0000	0.0000	spine_0	be_prop_0	be_prop_1	be_prop_2	be_prop_3	be_prop_4			foot_left_0	foot_right_0	true	false	false	be_prop_5	false	false	false	winged_biped	wing_left_0	wing_right_0	0.0000	spine_2									foot_left;foot_right	0.0200		spine_2	hand_, wing_, ear_, jaw_, hair_, tongue_		off
humanoid10e	head	root	upperarm_left	foot_left	hand_left	lowerleg_left	clav_left	upperleg_left		neck_0	upperarm_right	foot_right	hand_right	lowerleg_right	clav_right	upperleg_right		animRoot	1.0000	0.0000	spine_0	be_prop_0	be_prop_1	be_prop_2	be_prop_3	be_prop_4	finger_index_left_0	finger_index_right_0	toe_middle_left_0	toe_middle_left_0	true	false	false	be_prop_5	false	false	false	winged_biped	wing_left_0	wing_right_0	0.0000	spine_2					upperleg_left	upperleg_right	toe_middle_left_0	toe_middle_right_0	foot_left;foot_right	0.0200		spine_2	hand_, wing_		off
humanoid10f	head_left_0	root	upperarm_left	foot_left_0	hand_left	lowerleg_left_0	clav_left	upperleg_left_0		neck_0	upperarm_right	foot_right_0	hand_right	lowerleg_right_0	clav_right	upperleg_right_0		animRoot	1.0000	0.0000	spine_0	be_prop_0	be_prop_1	be_prop_2	be_prop_3	be_prop_4			foot_left_0	foot_right_0	true	false	false	be_prop_5	false	false	false	winged_biped	wing_left_0	wing_right_0	0.0000	spine_2									foot_left;foot_right	0.0200		spine_2	hand_, wing_		off
humanoid11	head_0	root	upperarm_left	foot_left	hand_left	lowerleg_left	clav_left	upperleg_left		neck_0	upperarm_right	foot_right	hand_right	lowerleg_right	clav_right	upperleg_right		animRoot	1.0000	0.0000	spine_0	be_prop_0					finger_index_left_0	finger_index_right_0	foot_left	foot_right	true	false	false		false	false	false	biped			0.0000	spine_2									foot_left;foot_right	0.0200			skirt_, hand_		off
humanoid11b	head_0	root	upperarm_left	foot_left	hand_left	lowerleg_left	clav_left	upperleg_left		neck_0	upperarm_right	foot_right	hand_right	lowerleg_right	clav_right	upperleg_right		animRoot	1.0000	0.0000	spine_0								foot_left	foot_right	true	false	false		false	false	false	biped			0.0000	spine_2							foot_left	foot_right		0.0500					off
humanoid12	head	root	upperarm_left	foot_left	hand_left	lowerleg_left	clav_left	upperleg_left		neck_0	upperarm_right	foot_right	hand_right	lowerleg_right	clav_right	upperleg_right		animRoot	1.0000	0.0000	spine_0	be_prop_0	be_prop_1	be_prop_2	be_prop_3	be_prop_4	finger_index_left_0	finger_index_right_0	foot_left	foot_right	true	false	false	be_prop_5	false	false	false	biped			0.0000	spine_2									foot_left;foot_right	0.0200			ponytail_, skirt_, shoulder_, hand_		off
humanoid12b	head	root	upperarm_left	foot_left	hand_left	lowerleg_left	clav_left	upperleg_left		neck_0	upperarm_right	foot_right	hand_right	lowerleg_right	clav_right	upperleg_right		animRoot	1.0000	0.0000	spine_0	be_prop_0	be_prop_1				finger_index_left_0	finger_index_right_0	foot_left	foot_right	true	false	false		false	false	false	biped			0.0000	spine_2									foot_left;foot_right	0.0200			ponytail_, skirt_, shoulder_, hand_		off
humanoid13	head_0	root	upperarm_left	foot_left	hand_left	lowerleg_left	clav_left	upperleg_left		neck_0	upperarm_right	foot_right	hand_right	lowerleg_right	clav_right	upperleg_right		animRoot	1.0000	0.0000	spine_0	be_prop_0	be_prop_1	be_prop_2	be_prop_3	be_prop_4	finger_index_left_0	finger_index_right_0	foot_left	foot_right	true	false	false	be_prop_5	false	false	false	biped			0.0000	spine_2									foot_left;foot_right	0.0200					on
humanoid13b	head_0	root	upperarm_left	foot_left	hand_left	lowerleg_left	clav_left	upperleg_left		neck_0	upperarm_right	foot_right	hand_right	lowerleg_right	clav_right	upperleg_right		animRoot	1.0000	0.0000	spine_0	be_prop_0	be_prop_1	be_prop_2	be_prop_3	be_prop_4	finger_index_left_0	finger_index_right_0	foot_left	foot_right	true	false	false	be_prop_5	false	false	false	biped			0.0000	spine_2									foot_left;foot_right	0.0200					on
humanoid13d	head_0	root	upperarm_left	foot_left	hand_left	lowerleg_left	clav_left	upperleg_left		neck_0	upperarm_right	foot_right	hand_right	lowerleg_right	clav_right	upperleg_right		animRoot	1.0000	0.0000	spine_0	be_prop_0	be_prop_1	be_prop_2	be_prop_3	be_prop_4			foot_left	foot_right	true	false	false	be_prop_5	false	false	false	biped			0.0000	spine_2									foot_left;foot_right	0.0200			chain_, skirt_, cauldron_, soup_		on
humanoid13e	head_0	root	upperarm_left	foot_left	hand_left	lowerleg_left	clav_left	upperleg_left		neck_0	upperarm_right	foot_right	hand_right	lowerleg_right	clav_right	upperleg_right		animRoot	1.0000	0.0000	spine_0	be_prop_0	be_prop_1	be_prop_2	be_prop_3	be_prop_4	finger_index_left_0	finger_index_right_0	foot_left	foot_right	true	false	false	be_prop_5	false	false	false	biped			0.0000	spine_2	upperarm_left	upperarm_right							foot_left;foot_right	0.0200					on
humanoid14	head_0	root	arm_left_0	leg_left_2	arm_left_2	leg_left_1	clav_left_0	leg_left_0		neck_0	arm_right_0	leg_right_2	arm_right_2	leg_right_1	clav_right_0	leg_right_0		animRoot	1.0000	0.0000	spine_0	be_prop_0	be_prop_1	be_prop_2	be_prop_3	be_prop_4	finger_index_left_0	finger_index_right_0	toe_left_middle_0	toe_right_middle_0	true	false	false	be_prop_5	false	false	false	biped			0.0000	spine_0									toe_left_middle_0;toe_right_middle_0	0.0200					off
humanoid16	head_0	root	upperarm_left_0	foot_left_0	hand_left_0	lowerleg_left_0	clav_left_0	upperleg_left_0		neck_0	upperarm_right_0	foot_right_0	hand_right_0	lowerleg_right_0	clav_right_0	upperleg_right_0		animRoot	1.0000	0.0000	spine_0	be_prop_0	be_prop_1				finger_index_left_0	finger_index_right_0	foot_left_0	foot_right_0	true	false	false		false	false	false	biped			0.0000	spine_2									foot_left;foot_right	0.0200			foot_, hand_, skirt_, cingulum_, neck_, tail_, ankle_, lowerleg_, hair_, tongue_, ponytail_, eye_, jaw_		off
humanoid16b	head_0	root	upperarm_left_0	foot_left_0	hand_left_0	lowerleg_left_0	clav_left_0	upperleg_left_0		neck_0	upperarm_right_0	foot_right_0	hand_right_0	lowerleg_right_0	clav_right_0	upperleg_right_0		animRoot	1.0000	0.0000	spine_0	be_prop_0	be_prop_1	be_prop_2			finger_index_left_0	finger_index_right_0	foot_left_0	foot_right_0	true	false	false		false	false	false	biped			0.0000	spine_2									foot_left;foot_right	0.0200			foot_, hand_, skirt_,		off
humanoid16c	head	root	upperarm_left	foot_left	hand_left	lowerleg_left	clav_left	upperleg_left		neck_0	upperarm_right	foot_right	hand_right	lowerleg_right	clav_right	upperleg_right		animRoot	1.0000	0.0000	spine_0	be_prop_0	be_prop_1	be_prop_2	be_prop_3	be_prop_4	finger_index_left_0	finger_index_right_0	foot_left	foot_right	true	false	false	be_prop_5	false	false	false	biped	wing_left_0	wing_right_0	0.0000	spine_2									foot_left;foot_right	0.0200		spine_2	hand_, wing_		off
humanoid16d	head_0	root	upperarm_left_0	foot_left_0	hand_left_0	lowerleg_left_0	clav_left_0	upperleg_left_0		neck_0	upperarm_right_0	foot_right_0	hand_right_0	lowerleg_right_0	clav_right_0	upperleg_right_0		animRoot	1.0000	0.0000	spine_0	be_prop_0	be_prop_1	be_prop_2			finger_index_left_0	finger_index_right_0	foot_left_0	foot_right_0	true	false	false		false	false	false	biped			0.0000	spine_2									foot_left;foot_right	0.0200			foot_, hand_, skirt_,		off
humanoid17	head_0	root	upperarm_left	foot_left_0	hand_left	lowerleg_left	clav_left	upperleg_left		neck_0	upperarm_right	foot_right_0	hand_right	lowerleg_right	clav_right	upperleg_right		animRoot	1.0000	0.0000	spine_0	be_prop_0	be_prop_1	be_prop_2	be_prop_3	be_prop_4	finger_index_left_0	finger_index_right_0	foot_left_0	foot_right_0	true	true	false	be_prop_5	false	false	false	biped			0.0000	spine_2									foot_left;foot_right	0.0200			foot_, hand_, skirt_, cape_, trophy_rack, backpack_0, tail_, shoulder_pad_, muzzle_, eyelid_, jaw, pauldron_, nose_,		off
humanoid18	head_0	root	upperarm_left	foot_left	hand_left_0	lowerleg_left	clav_left	upperleg_left		neck_0	upperarm_right	foot_right	hand_right_0	lowerleg_right	clav_right	upperleg_right		animRoot	1.0000	0.0000	spine_0						finger_index_left_0	finger_index_right_0	foot_left	foot_right	true	true	false		false	false	false	biped			0.0000	spine_2									foot_left;foot_right	0.0200			loincloth_, hand_, scaffolding_, tail_		off
humanoid18b	head_0	root	upperarm_left	foot_left	hand_left_0	lowerleg_left	clav_left	upperleg_left		neck_0	upperarm_right	foot_right	hand_right_0	lowerleg_right	clav_right	upperleg_right		animRoot	1.0000	0.0000	spine_0						finger_index_left_0	finger_index_right_0	foot_left	foot_right	true	true	false		false	false	false	biped			0.0000	spine_2									foot_left;foot_right	0.0200			loincloth_, hand_, scaffolding_, backpack_, tail_		off
humanoid18c	head_0	root	upperarm_left	foot_left	hand_left_0	lowerleg_left	clav_left	upperleg_left		neck_0	upperarm_right	foot_right	hand_right_0	lowerleg_right	clav_right	upperleg_right		animRoot	1.0000	0.0000	spine_0						finger_index_left_0	finger_index_right_0	foot_left	foot_right	true	true	false		false	false	false	biped			0.0000	spine_2									foot_left;foot_right	0.0200			loincloth_, hand_, scaffolding_, backpack_, tail_		off
