vortex_key	change_max_angle	contact_effect	damage	damage_ap	duration	expansion_speed	goal_radius	infinite_height	move_change_freq	movement_speed	start_radius	ignition_amount	is_magical	composite_scene	detonation_force	launch_source	building_collision	launch_vfx	height_off_ground	delay	num_vortexes	composite_scene_blood	affects_allies	launch_source_offset	composite_scene_group	delay_between_vortexes	is_spell	shape	start_height	goal_height
wh3_main_spell_yang_wall_of_wind_and_fire	0		12	0	23.0000	16.0000	3.0000	true	0.0000	3.0000	3.0000	1.0000	true	composite_scene\spells_and_abilities\wh3_main_yang_wall_of_wind.csc	200.0000	target_centre	1.ignore		0.0000	2.0000	1		true	0.0000		1.0000	true	rectangle	15.0000	15.0000
wh3_main_spell_yang_wall_of_wind_and_fire_upgraded	0		12	6	23.0000	16.0000	3.0000	true	0.0000	3.0000	3.0000	1.0000	true	composite_scene\spells_and_abilities\wh3_main_yang_wall_of_wind.csc	200.0000	target_centre	1.ignore		0.0000	2.0000	1		true	0.0000		1.0000	true	rectangle	15.0000	15.0000
wh3_main_spell_yin_blossom_wind	5	wh_dlc06_unit_contact_blinded	0	18	10.0000	20.0000	6.0000	false	0.1000	20.0000	6.0000	0.0000	true	composite_scene\spells_and_abilities\wh3_main_yin_blossom_wind.csc	125.0000	target_near_edge	1.ignore		0.0000	3.0000	1		true	24.0000		1.0000	true	circle	0.0000	0.0000
wh3_main_spell_yin_blossom_wind_upgraded	5	wh_dlc06_unit_contact_blinded	0	26	10.0000	20.0000	6.0000	false	0.1000	20.0000	6.0000	0.0000	true	composite_scene\spells_and_abilities\wh3_main_yin_blossom_wind.csc	125.0000	target_near_edge	1.ignore		0.0000	3.0000	1		true	24.0000		1.0000	true	circle	0.0000	0.0000
wh3_main_spell_yin_talons_of_night	120		0	5	11.0000	-15.0000	15.0000	true	1.0000	0.0000	15.0000	0.0000	true	composite_scene\spells_and_abilities\wh3_main_yin_talons_of_night.csc	200.0000	target_centre	1.ignore		0.0000	0.0000	1		true	0.0000		1.0000	true	circle	0.0000	0.0000
wh3_main_spell_yin_talons_of_night_upgraded	120		0	8	11.0000	-15.0000	15.0000	true	1.0000	0.0000	15.0000	0.0000	true	composite_scene\spells_and_abilities\wh3_main_yin_talons_of_night.csc	200.0000	target_centre	1.ignore		0.0000	0.0000	1		true	0.0000		1.0000	true	circle	0.0000	0.0000
wh3_main_unit_abilities_necrotic_explosion	0		0	16	1.0000	15.0000	15.0000	false	0.0000	0.0000	0.1000	0.0000	true	composite_scene\spells_and_abilities\wh3_main_nurgle_necrotic_explosion.csc	200.0000	target_centre	1.ignore		0.0000	0.8000	1		true	0.0000		1.0000	true	circle	0.0000	0.0000
wh3_main_weapon_abilities_frost_fang	0		15	14	1.0000	15.0000	15.0000	false	0.0000	0.0000	0.1000	0.0000	true	composite_scene/spells_and_abilities/wh3_main_ksl_abilities_frost_fang.csc	200.0000	target_centre	1.ignore		0.0000	2.0000	1		true	0.0000		1.0000	true	circle	0.0000	0.0000
wh3_main_weapon_abilities_thundermace	0		48	24	1.0000	20.0000	10.0000	false	0.0000	0.0000	0.1000	0.0000	true	composite_scene\spells_and_abilities\wh3_main_abilities_thundermace.csc	450.0000	target_centre	1.ignore		0.0000	3.0000	1		true	0.0000		1.0000	true	circle	0.0000	0.0000
wh3_main_weapon_passive_staff_of_change	0		24	48	1.0000	40.0000	15.0000	false	0.0000	0.0000	0.1000	0.0000	true	composite_scene/spells_and_abilities/wh3_main_daemon_foreboding_ignition.csc	200.0000	target_centre	1.ignore		0.0000	0.8000	1		true	0.0000		1.0000	true	circle	0.0000	0.0000
wh3_pro11_weapon_abilities_the_hammer_of_harry	0		12	24	1.0000	35.0000	15.0000	false	0.0000	0.0000	0.0000	0.0000	true	composite_scene\spells_and_abilities\empty.csc	450.0000	target_centre	1.ignore		0.0000	2.9000	1		false	0.0000		1.0000	false	circle	0.0000	0.0000
wh3_survival_environment_vortex	120		0	6	-1.0000	1.0000	60.0000	true	1.0000	0.0000	15.0000	0.0000	true	composite_scene\spells_and_abilities\pit_of_shades.csc	200.0000	target_centre	1.ignore		0.0000	0.0000	1		true	0.0000		1.0000	true	circle	0.0000	0.0000
wh_dlc03_spell_wild_bray_scream	0		0	16	1.0000	14.0000	14.0000	false	0.0000	24.0000	0.1000	0.0000	true	composite_scene/spells_and_abilities/bray_scream.csc	45.0000	target_near_edge	1.ignore		0.0000	0.0000	1		true	12.0000		1.0000	true	circle	0.0000	0.0000
wh_dlc03_spell_wild_bray_scream_upgraded	0		0	24	1.0000	14.0000	14.0000	false	0.0000	24.0000	0.1000	0.0000	true	composite_scene/spells_and_abilities/bray_scream.csc	45.0000	target_near_edge	1.ignore		0.0000	0.0000	1		true	12.0000		1.0000	true	circle	0.0000	0.0000
wh_dlc03_spell_wild_viletide	0		23	0	1.0000	15.0000	15.0000	false	0.0000	0.0000	0.1000	0.0000	true	composite_scene/spells_and_abilities/viletide.csc	200.0000	target_centre	1.ignore		0.0000	0.8000	1		true	0.0000		1.0000	true	circle	0.0000	0.0000
wh_dlc03_spell_wild_viletide_upgraded	0		23	11	1.0000	15.0000	15.0000	false	0.0000	0.0000	0.1000	0.0000	true	composite_scene/spells_and_abilities/viletide.csc	200.0000	target_centre	1.ignore		0.0000	0.8000	1		true	0.0000		1.0000	true	circle	0.0000	0.0000
wh_dlc04_unit_passive_the_reliquary_overload	0		24	24	1.0000	15.0000	15.0000	false	0.0000	0.0000	1.0000	0.0000	true	composite_scene/spells_and_abilities/viletide.csc	200.0000	target_centre	1.ignore		0.0000	0.8000	1		true	0.0000		1.0000	true	circle	0.0000	0.0000
wh_dlc05_lord_abilities_grey_hounds	170		14	7	13.0000	22.0000	7.0000	false	1.0000	3.0000	7.0000	0.0000	true	composite_scene/spells_and_abilities/orions_grey_wolves.csc	40.0000	target_centre	1.ignore		0.0000	0.0000	1		true	0.0000		1.0000	true	circle	0.0000	0.0000
wh_dlc05_spell_life_awakening_of_the_wood	0	wh_dlc05_spell_life_awakening_of_the_wood	19	0	1.0000	15.0000	15.0000	false	0.0000	0.0000	1.0000	0.0000	true	composite_scene\spells_and_abilities\awakening_the_wood.csc	200.0000	target_centre	1.ignore		0.0000	1.6000	1		true	0.0000		1.0000	true	circle	0.0000	0.0000
wh_dlc05_spell_life_the_dwellers_below	0	wh_dlc05_spell_life_the_dwellers_below	0	4	15.0000	40.0000	15.0000	false	0.0000	0.0000	15.0000	0.0000	true	composite_scene\spells_and_abilities\dwellers_below.csc	2.0000	target_centre	1.ignore		0.0000	0.0000	1		true	0.0000		1.0000	true	circle	0.0000	0.0000
wh_dlc05_spell_life_the_dwellers_below_upgraded	0	wh_dlc05_spell_life_the_dwellers_below_upgraded	0	4	15.0000	40.0000	15.0000	false	0.0000	0.0000	15.0000	0.0000	true	composite_scene\spells_and_abilities\dwellers_below.csc	2.0000	target_centre	1.ignore		0.0000	0.0000	1		true	0.0000		1.0000	true	circle	0.0000	0.0000
wh_dlc05_spell_shadow_pit_of_shades	120		0	5	13.0000	-15.0000	15.0000	true	1.0000	0.0000	15.0000	0.0000	true	composite_scene\spells_and_abilities\pit_of_shades.csc	200.0000	target_centre	1.ignore		0.0000	0.0000	1		true	0.0000		1.0000	true	circle	0.0000	0.0000
wh_dlc05_spell_shadow_pit_of_shades_upgraded	120		0	8	13.0000	-15.0000	15.0000	true	1.0000	0.0000	15.0000	0.0000	true	composite_scene\spells_and_abilities\pit_of_shades.csc	200.0000	target_centre	1.ignore		0.0000	0.0000	1		true	0.0000		1.0000	true	circle	0.0000	0.0000
wh_dlc05_spell_shadow_the_penumbral_pendulum	0		18	18	2.0000	40.0000	4.0000	false	0.0000	40.0000	4.0000	0.0000	true	composite_scene\spells_and_abilities\shadow_penumbral_pendulum.csc	40.0000	target_near_edge	1.ignore		0.0000	1.0000	1		true	24.0000		1.0000	true	circle	0.0000	0.0000
wh_dlc05_spell_shadow_the_penumbral_pendulum_upgraded	0		18	27	2.0000	40.0000	4.0000	false	0.0000	40.0000	4.0000	0.0000	true	composite_scene\spells_and_abilities\shadow_penumbral_pendulum.csc	40.0000	target_near_edge	1.ignore		0.0000	1.0000	1		true	24.0000		1.0000	true	circle	0.0000	0.0000
wh_dlc06_lord_abilities_flash_bomb	0		0	0	2.0000	0.0000	15.0000	false	0.0000	0.0000	0.1000	0.0000	true	composite_scene\spells_and_abilities\wh_pro01_lord_abilities_flash_bang.csc	0.0000	target_centre	1.ignore		0.0000	0.0000	1		true	0.0000		1.0000	true	circle	0.0000	0.0000
wh_dlc06_unit_abilities_smoke_bomb	0		0	0	2.0000	0.0000	15.0000	false	0.0000	0.0000	0.1000	0.0000	true	composite_scene\spells_and_abilities\nasty_skulkers_smoke_bomb.csc	0.0000	target_centre	1.ignore		0.0000	0.0000	1		true	0.0000		1.0000	true	circle	0.0000	0.0000
wh_dlc06_unit_abilities_the_loons_of_eight_peaks	30		0	18	12.0000	25.0000	4.0000	false	1.5000	7.0000	4.0000	0.0000	false	composite_scene/spells_and_abilities/fanatic_chain_dwarf.csc	30.0000	activator_front	2.expire		0.0000	0.0000	4	composite_scene\spells_and_abilities\fanatic_chain_dwarf_blood.csc	true	0.0000		1.0000	false	circle	0.0000	0.0000
wh_dlc07_item_abilities_wrath_of_manann	5	wh_dlc06_unit_contact_discouraged	0	24	5.0000	13.0000	6.0000	false	0.2500	14.0000	6.0000	0.0000	true	composite_scene/spells_and_abilities/wrath_of_manann.csc	150.0000	target_near_edge	1.ignore		0.0000	0.0000	1		true	24.0000		1.0000	true	circle	0.0000	0.0000
wh_dlc08_item_abilities_ancient_frost_wyrm_scale	170	wh_dlc08_unit_contact_frostbite	9	9	24.0000	-22.0000	7.0000	true	1.0000	1.0000	7.0000	1.0000	true	composite_scene/spells_and_abilities/howling_winter.csc	40.0000	target_centre	1.ignore		0.0000	0.0000	1		true	0.0000		1.0000	true	circle	0.0000	0.0000
wh_dlc08_item_seafang	0	wh_dlc08_unit_contact_frostbite	36	20	5.0000	30.0000	4.0000	false	0.0000	19.0000	4.0000	0.0000	true	composite_scene/spells_and_abilities/wh_dlc08_seafang.csc	30.0000	target_near_edge	1.ignore		0.0000	0.0000	1		true	24.0000		1.0000	true	circle	0.0000	0.0000
wh_dlc08_quest_abilities_consumer_of_nagash	120		0	5	300.0000	-35.0000	15.0000	true	1.0000	0.0000	15.0000	0.0000	true	composite_scene\spells_and_abilities\pit_of_shades.csc	40.0000	target_centre	1.ignore		0.0000	0.0000	1		true	0.0000		1.0000	true	circle	0.0000	0.0000
wh_dlc08_quest_abilities_howling_winter	170	wh_dlc08_unit_contact_frostbite	12	6	27.0000	-22.0000	6.0000	true	1.0000	1.0000	6.0000	1.0000	true	composite_scene/spells_and_abilities/howling_winter.csc	40.0000	activator_front	1.ignore		0.0000	0.0000	3		true	0.0000		1.0000	true	circle	0.0000	0.0000
wh_main_item_abilities_fiery_ring_of_thori	0		36	0	3.0000	2.0000	6.0000	false	0.0000	24.0000	0.1000	1.0000	true	composite_scene/spells_and_abilities/fiery_ring_of_thori.csc	210.0000	target_near_edge	1.ignore		0.0000	0.0000	1		true	36.0000		1.0000	true	circle	0.0000	0.0000
wh_main_spell_big_waaagh_brain_bursta	0		23	0	1.0000	15.0000	15.0000	false	0.0000	0.0000	0.1000	0.0000	true	composite_scene/spells_and_abilities/brain_bursta.csc	200.0000	target_centre	1.ignore		0.0000	0.8000	1		true	0.0000		1.0000	true	circle	0.0000	0.0000
wh_main_spell_big_waaagh_brain_bursta_upgraded	0		23	11	1.0000	15.0000	15.0000	false	0.0000	0.0000	0.1000	0.0000	true	composite_scene/spells_and_abilities/brain_bursta.csc	200.0000	target_centre	1.ignore		0.0000	0.8000	1		true	0.0000		1.0000	true	circle	0.0000	0.0000
wh_main_spell_big_waaagh_eadbutt	0		32	0	1.0000	14.0000	14.0000	false	0.0000	24.0000	0.1000	0.0000	true	composite_scene/spells_and_abilities/eadbutt.csc	65.0000	target_near_edge	1.ignore		0.0000	0.0000	1		true	12.0000		1.0000	true	circle	0.0000	0.0000
wh_main_spell_big_waaagh_eadbutt_upgraded	0		44	0	1.0000	14.0000	14.0000	false	0.0000	24.0000	0.1000	0.0000	true	composite_scene/spells_and_abilities/eadbutt.csc	65.0000	target_near_edge	1.ignore		0.0000	0.0000	1		true	12.0000		1.0000	true	circle	0.0000	0.0000
wh_main_spell_big_waaagh_foot_of_gork	0		32	16	1.0000	20.0000	20.0000	false	0.0000	0.0000	0.1000	0.0000	true	composite_scene/spells_and_abilities/foot_of_gork.csc	200.0000	target_centre	1.ignore		0.0000	1.6000	1		true	0.0000		1.0000	true	circle	0.0000	0.0000
wh_main_spell_big_waaagh_foot_of_gork_upgraded	0		48	24	1.0000	20.0000	20.0000	false	0.0000	0.0000	0.1000	0.0000	true	composite_scene/spells_and_abilities/foot_of_gork.csc	200.0000	target_centre	1.ignore		0.0000	1.6000	1		true	0.0000		1.0000	true	circle	0.0000	0.0000
wh_main_spell_death_the_purple_sun_of_xereus	170		4	7	11.0000	-35.0000	12.0000	true	1.0000	4.0000	12.0000	0.0000	true	composite_scene/spells_and_abilities/purple_sun.csc	40.0000	target_centre	1.ignore		0.0000	0.0000	1		true	0.0000		1.0000	true	circle	0.0000	0.0000
wh_main_spell_death_the_purple_sun_of_xereus_upgraded	170		4	7	22.0000	-35.0000	12.0000	true	1.0000	3.0000	12.0000	0.0000	true	composite_scene/spells_and_abilities/purple_sun_upgraded.csc	40.0000	target_centre	1.ignore		0.0000	0.0000	1		true	0.0000		1.0000	true	circle	0.0000	0.0000
wh_main_spell_fire_flame_storm	360		11	6	27.0000	20.0000	10.0000	true	1.0000	2.0000	1.0000	1.0000	true	composite_scene/spells_and_abilities/flame_storm.csc	500.0000	target_centre	1.ignore		0.0000	0.0000	1		true	0.0000		1.0000	true	circle	0.0000	0.0000
wh_main_spell_fire_flame_storm_upgraded	360		16	6	54.0000	20.0000	10.0000	true	1.0000	2.0000	1.0000	1.0000	true	composite_scene/spells_and_abilities/flame_storm_upgraded.csc	500.0000	target_centre	1.ignore		0.0000	0.0000	1		true	0.0000		1.0000	true	circle	0.0000	0.0000
wh_main_spell_fire_the_burning_head	10	wh_main_unit_contact_morale	20	0	20.0000	20.0000	7.0000	false	0.5000	9.0000	7.0000	1.0000	true	composite_scene/spells_and_abilities/the_burning_head.csc	30.0000	target_near_edge	1.ignore		0.0000	0.0000	1		true	24.0000		1.0000	true	circle	0.0000	0.0000
wh_main_spell_fire_the_burning_head_upgraded	10	wh_main_unit_contact_morale	30	0	20.0000	20.0000	7.0000	false	0.5000	9.0000	7.0000	1.0000	true	composite_scene/spells_and_abilities/the_burning_head.csc	30.0000	target_near_edge	1.ignore		0.0000	0.0000	1		true	24.0000		1.0000	true	circle	0.0000	0.0000
wh_main_spell_heavens_chain_lightning	170		0	11	21.0000	22.0000	10.0000	true	1.0000	4.0000	10.0000	0.0000	true	composite_scene/spells_and_abilities/chain_lightning.csc	30.0000	target_centre	1.ignore		0.0000	0.0000	1		true	0.0000		1.0000	true	circle	0.0000	0.0000
wh_main_spell_heavens_wind_blast	0		16	0	2.0000	6.0000	12.0000	false	0.0000	24.0000	0.1000	0.0000	true	composite_scene/spells_and_abilities/wind_blast.csc	250.0000	target_near_edge	1.ignore		0.0000	0.0000	1		true	24.0000		1.0000	true	circle	0.0000	0.0000
wh_main_spell_heavens_wind_blast_upgraded	0		16	8	2.0000	6.0000	12.0000	false	0.0000	24.0000	0.1000	0.0000	true	composite_scene/spells_and_abilities/wind_blast.csc	250.0000	target_near_edge	1.ignore		0.0000	0.0000	1		true	24.0000		1.0000	true	circle	0.0000	0.0000
wh_main_spell_light_banishment	170		0	7	18.0000	-30.0000	12.0000	true	1.0000	3.0000	12.0000	0.0000	true	composite_scene/spells_and_abilities/banishment.csc	40.0000	target_centre	1.ignore		0.0000	0.0000	1		true	0.0000		1.0000	true	circle	0.0000	0.0000
wh_main_spell_light_banishment_upgraded	170		7	7	18.0000	-30.0000	12.0000	true	1.0000	3.0000	12.0000	0.0000	true	composite_scene/spells_and_abilities/banishment_upgraded.csc	40.0000	target_centre	1.ignore		0.0000	0.0000	1		true	0.0000		1.0000	true	circle	0.0000	0.0000
wh_main_spell_lil_waaagh_curse_of_da_bad_moon	90	wh_main_spell_lil_waaagh_curse_of_da_bad_moon	14	0	22.0000	-25.0000	7.0000	true	0.8000	4.0000	7.0000	0.0000	true	composite_scene/spells_and_abilities/bad_moon.csc	40.0000	target_centre	1.ignore		0.0000	0.0000	1		true	0.0000		1.0000	true	circle	0.0000	0.0000
wh_main_spell_lil_waaagh_curse_of_da_bad_moon_upgraded	90	wh_main_spell_lil_waaagh_curse_of_da_bad_moon_upgraded	14	0	44.0000	-25.0000	7.0000	true	0.8000	3.0000	7.0000	0.0000	true	composite_scene/spells_and_abilities/bad_moon_upgraded.csc	40.0000	target_centre	1.ignore		0.0000	0.0000	1		true	0.0000		1.0000	true	circle	0.0000	0.0000
wh_main_spell_metal_gehennas_golden_hounds	170		10	5	13.0000	22.0000	7.0000	false	1.0000	3.0000	7.0000	0.0000	true	composite_scene/spells_and_abilities/wh3_dlc20_gehennas_golden_hounds_main.csc	40.0000	target_centre	1.ignore		0.0000	0.0000	1		true	0.0000		1.0000	true	circle	0.0000	0.0000
wh_main_spell_metal_gehennas_golden_hounds_upgraded	170		10	5	26.0000	22.0000	10.0000	false	1.0000	2.2000	10.0000	0.0000	true	composite_scene/spells_and_abilities/wh3_dlc20_gehennas_golden_hounds_main_upgraded.csc	40.0000	target_centre	1.ignore		0.0000	0.0000	1		true	0.0000		1.0000	true	circle	0.0000	0.0000
wh_main_spell_vampires_wind_of_death	5		0	24	5.0000	30.0000	6.0000	false	0.2500	20.0000	6.0000	0.0000	true	composite_scene/spells_and_abilities/wind_of_death.csc	30.0000	target_near_edge	1.ignore		0.0000	0.0000	1		true	24.0000		1.0000	true	circle	0.0000	0.0000
wh_main_spell_vampires_wind_of_death_upgraded	5		48	24	5.0000	30.0000	8.0000	false	0.2500	20.0000	8.0000	0.0000	true	composite_scene/spells_and_abilities/wind_of_death.csc	30.0000	target_near_edge	1.ignore		0.0000	0.0000	1		true	24.0000		1.0000	true	circle	0.0000	0.0000
wh_main_unit_abilities_spinning_loons	30		0	18	12.0000	25.0000	4.0000	false	1.5000	7.0000	4.0000	0.0000	false	composite_scene/spells_and_abilities/fanatic.csc	30.0000	activator_front	2.expire		0.0000	0.0000	4	composite_scene/spells_and_abilities/fanatic_blood.csc	true	0.0000		1.0000	false	circle	0.0000	0.0000
wh_main_weapon_abilities_skabscrath	0		36	0	3.0000	2.0000	6.0000	false	0.0000	24.0000	0.1000	1.0000	true	composite_scene/spells_and_abilities/skabscrath.csc	210.0000	target_near_edge	1.ignore		0.0000	0.0000	1		true	36.0000		1.0000	true	circle	0.0000	0.0000
