campaign_group	effect_bundle	effect_type
wh3_main_corruption_slaanesh_cult_of_pleasure_11-20	wh3_main_corruption_slaanesh_cult_of_pleasure_11-20	ABSOLUTE_VALUE
wh3_main_corruption_slaanesh_cult_of_pleasure_21-30	wh3_main_corruption_slaanesh_cult_of_pleasure_21-30	ABSOLUTE_VALUE
wh3_main_corruption_slaanesh_cult_of_pleasure_31-40	wh3_main_corruption_slaanesh_cult_of_pleasure_31-40	ABSOLUTE_VALUE
wh3_main_corruption_slaanesh_cult_of_pleasure_41-50	wh3_main_corruption_slaanesh_cult_of_pleasure_41-50	ABSOLUTE_VALUE
wh3_main_corruption_slaanesh_cult_of_pleasure_51-60	wh3_main_corruption_slaanesh_cult_of_pleasure_51-60	ABSOLUTE_VALUE
wh3_main_corruption_slaanesh_cult_of_pleasure_61-70	wh3_main_corruption_slaanesh_cult_of_pleasure_61-70	ABSOLUTE_VALUE
wh3_main_corruption_slaanesh_cult_of_pleasure_71-80	wh3_main_corruption_slaanesh_cult_of_pleasure_71-80	ABSOLUTE_VALUE
wh3_main_corruption_slaanesh_cult_of_pleasure_81-90	wh3_main_corruption_slaanesh_cult_of_pleasure_81-90	ABSOLUTE_VALUE
wh3_main_corruption_slaanesh_cult_of_pleasure_91-100	wh3_main_corruption_slaanesh_cult_of_pleasure_91-100	ABSOLUTE_VALUE
wh3_main_corruption_slaanesh_daemons_1-10	wh3_main_bundle_corruption_slaanesh_daemons_1-10	ABSOLUTE_VALUE
wh3_main_corruption_slaanesh_daemons_11-20	wh3_main_bundle_corruption_slaanesh_daemons_11-20	ABSOLUTE_VALUE
wh3_main_corruption_slaanesh_daemons_21-30	wh3_main_bundle_corruption_slaanesh_daemons_21-30	ABSOLUTE_VALUE
wh3_main_corruption_slaanesh_daemons_31-40	wh3_main_bundle_corruption_slaanesh_daemons_31-40	ABSOLUTE_VALUE
wh3_main_corruption_slaanesh_daemons_41-50	wh3_main_bundle_corruption_slaanesh_daemons_41-50	ABSOLUTE_VALUE
wh3_main_corruption_slaanesh_daemons_51-60	wh3_main_bundle_corruption_slaanesh_daemons_51-60	ABSOLUTE_VALUE
wh3_main_corruption_slaanesh_daemons_61-70	wh3_main_bundle_corruption_slaanesh_daemons_61-70	ABSOLUTE_VALUE
wh3_main_corruption_slaanesh_daemons_71-80	wh3_main_bundle_corruption_slaanesh_daemons_71-80	ABSOLUTE_VALUE
wh3_main_corruption_slaanesh_daemons_81-90	wh3_main_bundle_corruption_slaanesh_daemons_81-90	ABSOLUTE_VALUE
wh3_main_corruption_slaanesh_daemons_91-100	wh3_main_bundle_corruption_slaanesh_daemons_91-100	ABSOLUTE_VALUE
wh3_main_corruption_slaanesh_good_1-10	wh3_main_bundle_corruption_slaanesh_good_1-10	ABSOLUTE_VALUE
wh3_main_corruption_slaanesh_good_11-20	wh3_main_bundle_corruption_slaanesh_good_11-20	ABSOLUTE_VALUE
wh3_main_corruption_slaanesh_good_21-30	wh3_main_bundle_corruption_slaanesh_good_21-30	ABSOLUTE_VALUE
wh3_main_corruption_slaanesh_good_31-40	wh3_main_bundle_corruption_slaanesh_good_31-40	ABSOLUTE_VALUE
wh3_main_corruption_slaanesh_good_41-50	wh3_main_bundle_corruption_slaanesh_good_41-50	ABSOLUTE_VALUE
wh3_main_corruption_slaanesh_good_51-60	wh3_main_bundle_corruption_slaanesh_good_51-60	ABSOLUTE_VALUE
wh3_main_corruption_slaanesh_good_61-70	wh3_main_bundle_corruption_slaanesh_good_61-70	ABSOLUTE_VALUE
wh3_main_corruption_slaanesh_good_71-80	wh3_main_bundle_corruption_slaanesh_good_71-80	ABSOLUTE_VALUE
wh3_main_corruption_slaanesh_good_81-90	wh3_main_bundle_corruption_slaanesh_good_81-90	ABSOLUTE_VALUE
wh3_main_corruption_slaanesh_good_91-100	wh3_main_bundle_corruption_slaanesh_good_91-100	ABSOLUTE_VALUE
wh3_main_corruption_slaanesh_skaven_1-10	wh3_main_bundle_corruption_slaanesh_skaven_1-10	ABSOLUTE_VALUE
wh3_main_corruption_slaanesh_skaven_11-20	wh3_main_bundle_corruption_slaanesh_skaven_11-20	ABSOLUTE_VALUE
wh3_main_corruption_slaanesh_skaven_21-30	wh3_main_bundle_corruption_slaanesh_skaven_21-30	ABSOLUTE_VALUE
wh3_main_corruption_slaanesh_skaven_31-40	wh3_main_bundle_corruption_slaanesh_skaven_31-40	ABSOLUTE_VALUE
wh3_main_corruption_slaanesh_skaven_41-50	wh3_main_bundle_corruption_slaanesh_skaven_41-50	ABSOLUTE_VALUE
wh3_main_corruption_slaanesh_skaven_51-60	wh3_main_bundle_corruption_slaanesh_skaven_51-60	ABSOLUTE_VALUE
wh3_main_corruption_slaanesh_skaven_61-70	wh3_main_bundle_corruption_slaanesh_skaven_61-70	ABSOLUTE_VALUE
wh3_main_corruption_slaanesh_skaven_71-80	wh3_main_bundle_corruption_slaanesh_skaven_71-80	ABSOLUTE_VALUE
wh3_main_corruption_slaanesh_skaven_81-90	wh3_main_bundle_corruption_slaanesh_skaven_81-90	ABSOLUTE_VALUE
wh3_main_corruption_slaanesh_skaven_91-100	wh3_main_bundle_corruption_slaanesh_skaven_91-100	ABSOLUTE_VALUE
wh3_main_corruption_tzeentch_bad_1-10	wh3_main_bundle_corruption_tzeentch_bad_1-10	ABSOLUTE_VALUE
wh3_main_corruption_tzeentch_bad_11-20	wh3_main_bundle_corruption_tzeentch_bad_11-20	ABSOLUTE_VALUE
wh3_main_corruption_tzeentch_bad_21-30	wh3_main_bundle_corruption_tzeentch_bad_21-30	ABSOLUTE_VALUE
wh3_main_corruption_tzeentch_bad_31-40	wh3_main_bundle_corruption_tzeentch_bad_31-40	ABSOLUTE_VALUE
wh3_main_corruption_tzeentch_bad_41-50	wh3_main_bundle_corruption_tzeentch_bad_41-50	ABSOLUTE_VALUE
wh3_main_corruption_tzeentch_bad_51-60	wh3_main_bundle_corruption_tzeentch_bad_51-60	ABSOLUTE_VALUE
wh3_main_corruption_tzeentch_bad_61-70	wh3_main_bundle_corruption_tzeentch_bad_61-70	ABSOLUTE_VALUE
wh3_main_corruption_tzeentch_bad_71-80	wh3_main_bundle_corruption_tzeentch_bad_71-80	ABSOLUTE_VALUE
wh3_main_corruption_tzeentch_bad_81-90	wh3_main_bundle_corruption_tzeentch_bad_81-90	ABSOLUTE_VALUE
wh3_main_corruption_tzeentch_bad_91-100	wh3_main_bundle_corruption_tzeentch_bad_91-100	ABSOLUTE_VALUE
wh3_main_corruption_tzeentch_chaos_1-10	wh3_main_bundle_corruption_tzeentch_chaos_1-10	ABSOLUTE_VALUE
wh3_main_corruption_tzeentch_chaos_11-20	wh3_main_bundle_corruption_tzeentch_chaos_11-20	ABSOLUTE_VALUE
wh3_main_corruption_tzeentch_chaos_21-30	wh3_main_bundle_corruption_tzeentch_chaos_21-30	ABSOLUTE_VALUE
wh3_main_corruption_tzeentch_chaos_31-40	wh3_main_bundle_corruption_tzeentch_chaos_31-40	ABSOLUTE_VALUE
wh3_main_corruption_tzeentch_chaos_41-50	wh3_main_bundle_corruption_tzeentch_chaos_41-50	ABSOLUTE_VALUE
wh3_main_corruption_tzeentch_chaos_51-60	wh3_main_bundle_corruption_tzeentch_chaos_51-60	ABSOLUTE_VALUE
wh3_main_corruption_tzeentch_chaos_61-70	wh3_main_bundle_corruption_tzeentch_chaos_61-70	ABSOLUTE_VALUE
wh3_main_corruption_tzeentch_chaos_71-80	wh3_main_bundle_corruption_tzeentch_chaos_71-80	ABSOLUTE_VALUE
wh3_main_corruption_tzeentch_chaos_81-90	wh3_main_bundle_corruption_tzeentch_chaos_81-90	ABSOLUTE_VALUE
wh3_main_corruption_tzeentch_chaos_91-100	wh3_main_bundle_corruption_tzeentch_chaos_91-100	ABSOLUTE_VALUE
wh3_main_corruption_tzeentch_chd_1-10	wh3_main_corruption_tzeentch_chd_1-10	ABSOLUTE_VALUE
wh3_main_corruption_tzeentch_chd_11-20	wh3_main_corruption_tzeentch_chd_11-20	ABSOLUTE_VALUE
wh3_main_corruption_tzeentch_chd_21-30	wh3_main_corruption_tzeentch_chd_21-30	ABSOLUTE_VALUE
wh3_main_corruption_tzeentch_chd_31-40	wh3_main_corruption_tzeentch_chd_31-40	ABSOLUTE_VALUE
wh3_main_corruption_tzeentch_chd_41-50	wh3_main_corruption_tzeentch_chd_41-50	ABSOLUTE_VALUE
wh3_main_corruption_tzeentch_chd_51-60	wh3_main_corruption_tzeentch_chd_51-60	ABSOLUTE_VALUE
wh3_main_corruption_tzeentch_chd_61-70	wh3_main_corruption_tzeentch_chd_61-70	ABSOLUTE_VALUE
wh3_main_corruption_tzeentch_chd_71-80	wh3_main_corruption_tzeentch_chd_71-80	ABSOLUTE_VALUE
wh3_main_corruption_tzeentch_chd_81-90	wh3_main_corruption_tzeentch_chd_81-90	ABSOLUTE_VALUE
wh3_main_corruption_tzeentch_chd_91-100	wh3_main_corruption_tzeentch_chd_91-100	ABSOLUTE_VALUE
wh3_main_corruption_tzeentch_daemons_1-10	wh3_main_bundle_corruption_tzeentch_daemons_1-10	ABSOLUTE_VALUE
wh3_main_corruption_tzeentch_daemons_11-20	wh3_main_bundle_corruption_tzeentch_daemons_11-20	ABSOLUTE_VALUE
wh3_main_corruption_tzeentch_daemons_21-30	wh3_main_bundle_corruption_tzeentch_daemons_21-30	ABSOLUTE_VALUE
wh3_main_corruption_tzeentch_daemons_31-40	wh3_main_bundle_corruption_tzeentch_daemons_31-40	ABSOLUTE_VALUE
wh3_main_corruption_tzeentch_daemons_41-50	wh3_main_bundle_corruption_tzeentch_daemons_41-50	ABSOLUTE_VALUE
wh3_main_corruption_tzeentch_daemons_51-60	wh3_main_bundle_corruption_tzeentch_daemons_51-60	ABSOLUTE_VALUE
wh3_main_corruption_tzeentch_daemons_61-70	wh3_main_bundle_corruption_tzeentch_daemons_61-70	ABSOLUTE_VALUE
wh3_main_corruption_tzeentch_daemons_71-80	wh3_main_bundle_corruption_tzeentch_daemons_71-80	ABSOLUTE_VALUE
wh3_main_corruption_tzeentch_daemons_81-90	wh3_main_bundle_corruption_tzeentch_daemons_81-90	ABSOLUTE_VALUE
wh3_main_corruption_tzeentch_daemons_91-100	wh3_main_bundle_corruption_tzeentch_daemons_91-100	ABSOLUTE_VALUE
wh3_main_corruption_tzeentch_good_1-10	wh3_main_bundle_corruption_tzeentch_good_1-10	ABSOLUTE_VALUE
wh3_main_corruption_tzeentch_good_11-20	wh3_main_bundle_corruption_tzeentch_good_11-20	ABSOLUTE_VALUE
wh3_main_corruption_tzeentch_good_21-30	wh3_main_bundle_corruption_tzeentch_good_21-30	ABSOLUTE_VALUE
wh3_main_corruption_tzeentch_good_31-40	wh3_main_bundle_corruption_tzeentch_good_31-40	ABSOLUTE_VALUE
wh3_main_corruption_tzeentch_good_41-50	wh3_main_bundle_corruption_tzeentch_good_41-50	ABSOLUTE_VALUE
wh3_main_corruption_tzeentch_good_51-60	wh3_main_bundle_corruption_tzeentch_good_51-60	ABSOLUTE_VALUE
wh3_main_corruption_tzeentch_good_61-70	wh3_main_bundle_corruption_tzeentch_good_61-70	ABSOLUTE_VALUE
wh3_main_corruption_tzeentch_good_71-80	wh3_main_bundle_corruption_tzeentch_good_71-80	ABSOLUTE_VALUE
wh3_main_corruption_tzeentch_good_81-90	wh3_main_bundle_corruption_tzeentch_good_81-90	ABSOLUTE_VALUE
wh3_main_corruption_tzeentch_good_91-100	wh3_main_bundle_corruption_tzeentch_good_91-100	ABSOLUTE_VALUE
wh3_main_corruption_tzeentch_skaven_1-10	wh3_main_bundle_corruption_tzeentch_skaven_1-10	ABSOLUTE_VALUE
wh3_main_corruption_tzeentch_skaven_11-20	wh3_main_bundle_corruption_tzeentch_skaven_11-20	ABSOLUTE_VALUE
wh3_main_corruption_tzeentch_skaven_21-30	wh3_main_bundle_corruption_tzeentch_skaven_21-30	ABSOLUTE_VALUE
wh3_main_corruption_tzeentch_skaven_31-40	wh3_main_bundle_corruption_tzeentch_skaven_31-40	ABSOLUTE_VALUE
wh3_main_corruption_tzeentch_skaven_41-50	wh3_main_bundle_corruption_tzeentch_skaven_41-50	ABSOLUTE_VALUE
wh3_main_corruption_tzeentch_skaven_51-60	wh3_main_bundle_corruption_tzeentch_skaven_51-60	ABSOLUTE_VALUE
wh3_main_corruption_tzeentch_skaven_61-70	wh3_main_bundle_corruption_tzeentch_skaven_61-70	ABSOLUTE_VALUE
wh3_main_corruption_tzeentch_skaven_71-80	wh3_main_bundle_corruption_tzeentch_skaven_71-80	ABSOLUTE_VALUE
wh3_main_corruption_tzeentch_skaven_81-90	wh3_main_bundle_corruption_tzeentch_skaven_81-90	ABSOLUTE_VALUE
wh3_main_corruption_tzeentch_skaven_91-100	wh3_main_bundle_corruption_tzeentch_skaven_91-100	ABSOLUTE_VALUE
wh3_main_corruption_vampiric_bad_1-10	wh3_main_bundle_corruption_vampiric_bad_1-10	ABSOLUTE_VALUE
wh3_main_corruption_vampiric_bad_11-20	wh3_main_bundle_corruption_vampiric_bad_11-20	ABSOLUTE_VALUE
wh3_main_corruption_vampiric_bad_21-30	wh3_main_bundle_corruption_vampiric_bad_21-30	ABSOLUTE_VALUE
wh3_main_corruption_vampiric_bad_31-40	wh3_main_bundle_corruption_vampiric_bad_31-40	ABSOLUTE_VALUE
wh3_main_corruption_vampiric_bad_41-50	wh3_main_bundle_corruption_vampiric_bad_41-50	ABSOLUTE_VALUE
wh3_main_corruption_vampiric_bad_51-60	wh3_main_bundle_corruption_vampiric_bad_51-60	ABSOLUTE_VALUE
wh3_main_corruption_vampiric_bad_61-70	wh3_main_bundle_corruption_vampiric_bad_61-70	ABSOLUTE_VALUE
wh3_main_corruption_vampiric_bad_71-80	wh3_main_bundle_corruption_vampiric_bad_71-80	ABSOLUTE_VALUE
wh3_main_corruption_vampiric_bad_81-90	wh3_main_bundle_corruption_vampiric_bad_81-90	ABSOLUTE_VALUE
wh3_main_corruption_vampiric_bad_91-100	wh3_main_bundle_corruption_vampiric_bad_91-100	ABSOLUTE_VALUE
wh3_main_corruption_vampiric_good_1-10	wh3_main_bundle_corruption_vampiric_good_1-10	ABSOLUTE_VALUE
wh3_main_corruption_vampiric_good_11-20	wh3_main_bundle_corruption_vampiric_good_11-20	ABSOLUTE_VALUE
wh3_main_corruption_vampiric_good_21-30	wh3_main_bundle_corruption_vampiric_good_21-30	ABSOLUTE_VALUE
wh3_main_corruption_vampiric_good_31-40	wh3_main_bundle_corruption_vampiric_good_31-40	ABSOLUTE_VALUE
wh3_main_corruption_vampiric_good_41-50	wh3_main_bundle_corruption_vampiric_good_41-50	ABSOLUTE_VALUE
wh3_main_corruption_vampiric_good_51-60	wh3_main_bundle_corruption_vampiric_good_51-60	ABSOLUTE_VALUE
wh3_main_corruption_vampiric_good_61-70	wh3_main_bundle_corruption_vampiric_good_61-70	ABSOLUTE_VALUE
wh3_main_corruption_vampiric_good_71-80	wh3_main_bundle_corruption_vampiric_good_71-80	ABSOLUTE_VALUE
wh3_main_corruption_vampiric_good_81-90	wh3_main_bundle_corruption_vampiric_good_81-90	ABSOLUTE_VALUE
wh3_main_corruption_vampiric_good_91-100	wh3_main_bundle_corruption_vampiric_good_91-100	ABSOLUTE_VALUE
wh3_main_corruption_vampiric_neutral_1-10	wh3_main_bundle_corruption_vampiric_neutral_1-10	ABSOLUTE_VALUE
wh3_main_corruption_vampiric_neutral_11-20	wh3_main_bundle_corruption_vampiric_neutral_11-20	ABSOLUTE_VALUE
wh3_main_corruption_vampiric_neutral_21-30	wh3_main_bundle_corruption_vampiric_neutral_21-30	ABSOLUTE_VALUE
wh3_main_corruption_vampiric_neutral_31-40	wh3_main_bundle_corruption_vampiric_neutral_31-40	ABSOLUTE_VALUE
wh3_main_corruption_vampiric_neutral_41-50	wh3_main_bundle_corruption_vampiric_neutral_41-50	ABSOLUTE_VALUE
wh3_main_corruption_vampiric_neutral_51-60	wh3_main_bundle_corruption_vampiric_neutral_51-60	ABSOLUTE_VALUE
wh3_main_corruption_vampiric_neutral_61-70	wh3_main_bundle_corruption_vampiric_neutral_61-70	ABSOLUTE_VALUE
wh3_main_corruption_vampiric_neutral_71-80	wh3_main_bundle_corruption_vampiric_neutral_71-80	ABSOLUTE_VALUE
wh3_main_corruption_vampiric_neutral_81-90	wh3_main_bundle_corruption_vampiric_neutral_81-90	ABSOLUTE_VALUE
wh3_main_corruption_vampiric_neutral_91-100	wh3_main_bundle_corruption_vampiric_neutral_91-100	ABSOLUTE_VALUE
wh3_main_corruption_vampiric_none	wh3_main_bundle_corruption_vampiric_none	ABSOLUTE_VALUE
wh3_main_corruption_vampiric_skaven_1-10	wh3_main_bundle_corruption_vampiric_skaven_1-10	ABSOLUTE_VALUE
wh3_main_corruption_vampiric_skaven_11-20	wh3_main_bundle_corruption_vampiric_skaven_11-20	ABSOLUTE_VALUE
wh3_main_corruption_vampiric_skaven_21-30	wh3_main_bundle_corruption_vampiric_skaven_21-30	ABSOLUTE_VALUE
wh3_main_corruption_vampiric_skaven_31-40	wh3_main_bundle_corruption_vampiric_skaven_31-40	ABSOLUTE_VALUE
wh3_main_corruption_vampiric_skaven_41-50	wh3_main_bundle_corruption_vampiric_skaven_41-50	ABSOLUTE_VALUE
wh3_main_corruption_vampiric_skaven_51-60	wh3_main_bundle_corruption_vampiric_skaven_51-60	ABSOLUTE_VALUE
wh3_main_corruption_vampiric_skaven_61-70	wh3_main_bundle_corruption_vampiric_skaven_61-70	ABSOLUTE_VALUE
wh3_main_corruption_vampiric_skaven_71-80	wh3_main_bundle_corruption_vampiric_skaven_71-80	ABSOLUTE_VALUE
wh3_main_corruption_vampiric_skaven_81-90	wh3_main_bundle_corruption_vampiric_skaven_81-90	ABSOLUTE_VALUE
wh3_main_corruption_vampiric_skaven_91-100	wh3_main_bundle_corruption_vampiric_skaven_91-100	ABSOLUTE_VALUE
wh3_main_cth_harmony_harmony	wh3_main_bundle_cth_harmony_harmony	ABSOLUTE_VALUE
wh3_main_cth_harmony_yang_1	wh3_main_bundle_cth_harmony_yang_1	ABSOLUTE_VALUE
wh3_main_cth_harmony_yang_2	wh3_main_bundle_cth_harmony_yang_2	ABSOLUTE_VALUE
wh3_main_cth_harmony_yang_3	wh3_main_bundle_cth_harmony_yang_3	ABSOLUTE_VALUE
wh3_main_cth_harmony_yin_1	wh3_main_bundle_cth_harmony_yin_1	ABSOLUTE_VALUE
wh3_main_cth_harmony_yin_2	wh3_main_bundle_cth_harmony_yin_2	ABSOLUTE_VALUE
wh3_main_cth_harmony_yin_3	wh3_main_bundle_cth_harmony_yin_3	ABSOLUTE_VALUE
wh3_main_def_pooled_resource_slaves_2	wh3_main_def_pooled_resource_slaves_2	ABSOLUTE_VALUE
wh3_main_def_pooled_resource_slaves_3	wh3_main_def_pooled_resource_slaves_3	ABSOLUTE_VALUE
wh3_main_def_pooled_resource_slaves_4	wh3_main_def_pooled_resource_slaves_4	ABSOLUTE_VALUE
wh3_main_def_pooled_resource_slaves_5	wh3_main_def_pooled_resource_slaves_5	ABSOLUTE_VALUE
wh3_main_emp_volkmar_books_destroyed_1	wh3_main_bundle_emp_volkmar_books_destroyed_1	ABSOLUTE_VALUE
wh3_main_emp_volkmar_books_destroyed_2	wh3_main_bundle_emp_volkmar_books_destroyed_2	ABSOLUTE_VALUE
wh3_main_emp_volkmar_books_destroyed_3	wh3_main_bundle_emp_volkmar_books_destroyed_3	ABSOLUTE_VALUE
wh3_main_emp_volkmar_books_destroyed_4	wh3_main_bundle_emp_volkmar_books_destroyed_4	ABSOLUTE_VALUE
wh3_main_emp_volkmar_books_destroyed_5	wh3_main_bundle_emp_volkmar_books_destroyed_5	ABSOLUTE_VALUE
wh3_main_emp_volkmar_books_destroyed_6	wh3_main_bundle_emp_volkmar_books_destroyed_6	ABSOLUTE_VALUE
wh3_main_emp_volkmar_books_destroyed_7	wh3_main_bundle_emp_volkmar_books_destroyed_7	ABSOLUTE_VALUE
wh3_main_emp_volkmar_books_destroyed_8	wh3_main_bundle_emp_volkmar_books_destroyed_8	ABSOLUTE_VALUE
wh3_main_ogr_meat_none	wh3_main_bundle_ogr_meat_none	ABSOLUTE_VALUE
wh3_main_pooled_resource_seductive_influence_effects_1	wh3_main_bundle_seductive_influence_1	PERCENTAGE_OF_CAPACITY
wh3_main_pooled_resource_seductive_influence_effects_1_chaos	wh3_main_bundle_seductive_influence_1_chaos	PERCENTAGE_OF_CAPACITY
wh3_main_pooled_resource_seductive_influence_effects_2	wh3_main_bundle_seductive_influence_2	PERCENTAGE_OF_CAPACITY
wh3_main_pooled_resource_seductive_influence_effects_2_chaos	wh3_main_bundle_seductive_influence_2_chaos	PERCENTAGE_OF_CAPACITY
wh3_main_pooled_resource_seductive_influence_effects_3	wh3_main_bundle_seductive_influence_3	PERCENTAGE_OF_CAPACITY
wh3_main_pooled_resource_seductive_influence_effects_3_chaos	wh3_main_bundle_seductive_influence_3_chaos	PERCENTAGE_OF_CAPACITY
wh3_main_pooled_resource_seductive_influence_effects_4	wh3_main_bundle_seductive_influence_4	PERCENTAGE_OF_CAPACITY
wh3_main_pooled_resource_seductive_influence_effects_4_chaos	wh3_main_bundle_seductive_influence_4_chaos	PERCENTAGE_OF_CAPACITY
wh3_main_pooled_resource_seductive_influence_effects_max	wh3_main_bundle_seductive_influence_max	PERCENTAGE_OF_CAPACITY
wh3_main_pooled_resource_seductive_influence_effects_max_chaos	wh3_main_bundle_seductive_influence_max_chaos	PERCENTAGE_OF_CAPACITY
wh3_main_winds_of_magic_daemons_high	wh3_main_bundle_winds_of_magic_daemons_high	ABSOLUTE_VALUE
wh3_main_winds_of_magic_daemons_low	wh3_main_bundle_winds_of_magic_daemons_low	ABSOLUTE_VALUE
wh3_main_winds_of_magic_high	wh3_main_bundle_winds_of_magic_high	ABSOLUTE_VALUE
wh3_main_winds_of_magic_khorne_high	wh3_main_bundle_winds_of_magic_khorne_high	ABSOLUTE_VALUE
wh3_main_winds_of_magic_low	wh3_main_bundle_winds_of_magic_low	ABSOLUTE_VALUE
wh3_main_winds_of_magic_nurgle_high	wh3_main_bundle_winds_of_magic_nurgle_high	ABSOLUTE_VALUE
wh3_main_winds_of_magic_slaanesh_high	wh3_main_bundle_winds_of_magic_slaanesh_high	ABSOLUTE_VALUE
wh3_main_winds_of_magic_tzeentch_high	wh3_main_bundle_winds_of_magic_tzeentch_high	ABSOLUTE_VALUE
wh_dlc08_bundle_god_bar_khorne_1	wh_dlc08_bundle_god_bar_khorne_1	ABSOLUTE_VALUE
wh_dlc08_bundle_god_bar_khorne_2	wh_dlc08_bundle_god_bar_khorne_2	ABSOLUTE_VALUE
wh_dlc08_bundle_god_bar_khorne_3	wh_dlc08_bundle_god_bar_khorne_3	ABSOLUTE_VALUE
wh_dlc08_bundle_god_bar_nurgle_1	wh_dlc08_bundle_god_bar_nurgle_1	ABSOLUTE_VALUE
wh_dlc08_bundle_god_bar_nurgle_2	wh_dlc08_bundle_god_bar_nurgle_2	ABSOLUTE_VALUE
wh_dlc08_bundle_god_bar_nurgle_3	wh_dlc08_bundle_god_bar_nurgle_3	ABSOLUTE_VALUE
wh_dlc08_bundle_god_bar_slaanesh_1	wh_dlc08_bundle_god_bar_slaanesh_1	ABSOLUTE_VALUE
wh_dlc08_bundle_god_bar_slaanesh_2	wh_dlc08_bundle_god_bar_slaanesh_2	ABSOLUTE_VALUE
wh_dlc08_bundle_god_bar_slaanesh_3	wh_dlc08_bundle_god_bar_slaanesh_3	ABSOLUTE_VALUE
wh_dlc08_bundle_god_bar_tzeentch_1	wh_dlc08_bundle_god_bar_tzeentch_1	ABSOLUTE_VALUE
wh_dlc08_bundle_god_bar_tzeentch_2	wh_dlc08_bundle_god_bar_tzeentch_2	ABSOLUTE_VALUE
wh_dlc08_bundle_god_bar_tzeentch_3	wh_dlc08_bundle_god_bar_tzeentch_3	ABSOLUTE_VALUE
