key	group	unit	xp
975049230	wh2_dlc11_cst_shanty_middle_sea_brigands	wh_dlc08_nor_inf_marauder_champions_1	0
976636288	wh2_main_rogue_group_pirates_of_trantio	wh_main_emp_art_great_cannon	7
99	wh2_main_rogue_group_hunters_of_kurnous	wh_dlc05_wef_inf_glade_guard_1	5
991542216	wh2_dlc11_cst_rogue_freebooters_of_port_royale	wh_main_emp_inf_crossbowmen	0
992891738	wh2_main_rogue_group_doomseekers	wh_dlc06_grn_inf_squig_explosive_0	9
994646751	wh3_dlc23_rogue_karaz_a_karak_expedition	wh_main_dwf_inf_thunderers_0	0
994989774	wh2_dlc09_rogue_black_creek_raiders	wh2_main_def_art_reaper_bolt_thrower	5
996648463	wh2_dlc09_rogue_dwellers_of_zardok	wh_main_grn_cav_forest_goblin_spider_riders_0	7
996933542	wh2_main_rogue_group_morrsliebs_howlers	wh_main_grn_inf_night_goblin_fanatics_1	7
998903019	wh2_dlc11_cst_shanty_dragon_spine_privateers	wh_dlc05_wef_inf_wardancers_0	0
