effect	bonus_value_id	unit_ability
wh3_dlc24_effect_ability_enable_lore_of_death_scribes	enable	wh_main_spell_death_the_purple_sun_of_xereus
wh3_dlc24_effect_ability_enable_lore_of_fire_scribes	enable_overchage	wh_main_spell_fire_cascading_fire_cloak
wh3_dlc24_effect_ability_enable_lore_of_fire_scribes	enable_overchage	wh_main_spell_fire_fireball
wh3_dlc24_effect_ability_enable_lore_of_fire_scribes	enable_overchage	wh_main_spell_fire_flame_storm
wh3_dlc24_effect_ability_enable_lore_of_fire_scribes	enable_overchage	wh_main_spell_fire_flaming_sword_of_rhuin
wh3_dlc24_effect_ability_enable_lore_of_fire_scribes	enable_overchage	wh_main_spell_fire_piercing_bolts_of_burning
wh3_dlc24_effect_ability_enable_lore_of_fire_scribes	enable_overchage	wh_main_spell_fire_the_burning_head
wh3_dlc24_effect_ability_enable_lore_of_fire_scribes	enable	wh_main_spell_fire_cascading_fire_cloak
wh3_dlc24_effect_ability_enable_lore_of_fire_scribes	enable	wh_main_spell_fire_fireball
wh3_dlc24_effect_ability_enable_lore_of_fire_scribes	enable	wh_main_spell_fire_flame_storm
wh3_dlc24_effect_ability_enable_lore_of_fire_scribes	enable	wh_main_spell_fire_flaming_sword_of_rhuin
wh3_dlc24_effect_ability_enable_lore_of_fire_scribes	enable	wh_main_spell_fire_piercing_bolts_of_burning
wh3_dlc24_effect_ability_enable_lore_of_fire_scribes	enable	wh_main_spell_fire_the_burning_head
wh3_dlc24_effect_ability_enable_lore_of_hashut_scribes	enable_overchage	wh3_dlc23_spell_hashut_ash_storm
wh3_dlc24_effect_ability_enable_lore_of_hashut_scribes	enable_overchage	wh3_dlc23_spell_hashut_burning_wrath
wh3_dlc24_effect_ability_enable_lore_of_hashut_scribes	enable_overchage	wh3_dlc23_spell_hashut_curse_of_hashut
wh3_dlc24_effect_ability_enable_lore_of_hashut_scribes	enable_overchage	wh3_dlc23_spell_hashut_dark_subjugation
wh3_dlc24_effect_ability_enable_lore_of_hashut_scribes	enable_overchage	wh3_dlc23_spell_hashut_flames_of_azgorh
wh3_dlc24_effect_ability_enable_lore_of_hashut_scribes	enable_overchage	wh3_dlc23_spell_hashut_hell_hammer
wh3_dlc24_effect_ability_enable_lore_of_hashut_scribes	enable	wh3_dlc23_spell_hashut_ash_storm
wh3_dlc24_effect_ability_enable_lore_of_hashut_scribes	enable	wh3_dlc23_spell_hashut_burning_wrath
wh3_dlc24_effect_ability_enable_lore_of_hashut_scribes	enable	wh3_dlc23_spell_hashut_curse_of_hashut
wh3_dlc24_effect_ability_enable_lore_of_hashut_scribes	enable	wh3_dlc23_spell_hashut_dark_subjugation
wh3_dlc24_effect_ability_enable_lore_of_hashut_scribes	enable	wh3_dlc23_spell_hashut_flames_of_azgorh
wh3_dlc24_effect_ability_enable_lore_of_hashut_scribes	enable	wh3_dlc23_spell_hashut_hell_hammer
wh3_dlc24_effect_ability_enable_lore_of_heavens_scribes	enable_overchage	wh_main_spell_heavens_chain_lightning
wh3_dlc24_effect_ability_enable_lore_of_heavens_scribes	enable_overchage	wh_main_spell_heavens_comet_of_casandora
wh3_dlc24_effect_ability_enable_lore_of_heavens_scribes	enable_overchage	wh_main_spell_heavens_curse_of_the_midnight_wind
wh3_dlc24_effect_ability_enable_lore_of_heavens_scribes	enable_overchage	wh_main_spell_heavens_harmonic_convergence
wh3_dlc24_effect_ability_enable_lore_of_heavens_scribes	enable_overchage	wh_main_spell_heavens_urannons_thunderbolt
wh3_dlc24_effect_ability_enable_lore_of_heavens_scribes	enable_overchage	wh_main_spell_heavens_wind_blast
wh3_dlc24_effect_ability_enable_lore_of_heavens_scribes	enable	wh_main_spell_heavens_chain_lightning
wh3_dlc24_effect_ability_enable_lore_of_heavens_scribes	enable	wh_main_spell_heavens_comet_of_casandora
wh3_dlc24_effect_ability_enable_lore_of_heavens_scribes	enable	wh_main_spell_heavens_curse_of_the_midnight_wind
wh3_dlc24_effect_ability_enable_lore_of_heavens_scribes	enable	wh_main_spell_heavens_harmonic_convergence
wh3_dlc24_effect_ability_enable_lore_of_heavens_scribes	enable	wh_main_spell_heavens_urannons_thunderbolt
wh3_dlc24_effect_ability_enable_lore_of_heavens_scribes	enable	wh_main_spell_heavens_wind_blast
wh3_dlc24_effect_ability_enable_lore_of_high_magic_scribes	enable_overchage	wh2_main_spell_high_magic_apotheosis
wh3_dlc24_effect_ability_enable_lore_of_high_magic_scribes	enable_overchage	wh2_main_spell_high_magic_arcane_unforging
wh3_dlc24_effect_ability_enable_lore_of_high_magic_scribes	enable_overchage	wh2_main_spell_high_magic_fiery_convocation
wh3_dlc24_effect_ability_enable_lore_of_high_magic_scribes	enable_overchage	wh2_main_spell_high_magic_hand_of_glory
wh3_dlc24_effect_ability_enable_lore_of_high_magic_scribes	enable_overchage	wh2_main_spell_high_magic_soul_quench
wh3_dlc24_effect_ability_enable_lore_of_high_magic_scribes	enable_overchage	wh2_main_spell_high_magic_tempest
wh3_dlc24_effect_ability_enable_lore_of_high_magic_scribes	enable	wh2_main_spell_high_magic_apotheosis
wh3_dlc24_effect_ability_enable_lore_of_high_magic_scribes	enable	wh2_main_spell_high_magic_arcane_unforging
wh3_dlc24_effect_ability_enable_lore_of_high_magic_scribes	enable	wh2_main_spell_high_magic_fiery_convocation
wh3_dlc24_effect_ability_enable_lore_of_high_magic_scribes	enable	wh2_main_spell_high_magic_hand_of_glory
wh3_dlc24_effect_ability_enable_lore_of_high_magic_scribes	enable	wh2_main_spell_high_magic_soul_quench
wh3_dlc24_effect_ability_enable_lore_of_high_magic_scribes	enable	wh2_main_spell_high_magic_tempest
wh3_dlc24_effect_ability_enable_lore_of_ice_scribes	enable_overchage	wh3_main_spell_ice_crystal_sanctuary
wh3_dlc24_effect_ability_enable_lore_of_ice_scribes	enable_overchage	wh3_main_spell_ice_death_frost
wh3_dlc24_effect_ability_enable_lore_of_ice_scribes	enable_overchage	wh3_main_spell_ice_frost_blades
wh3_dlc24_effect_ability_enable_lore_of_ice_scribes	enable_overchage	wh3_main_spell_ice_heart_of_winter
wh3_dlc24_effect_ability_enable_lore_of_ice_scribes	enable_overchage	wh3_main_spell_ice_ice_maidens_kiss
wh3_dlc24_effect_ability_enable_lore_of_ice_scribes	enable_overchage	wh3_main_spell_ice_ice_sheet
wh3_dlc24_effect_ability_enable_lore_of_ice_scribes	enable	wh3_main_spell_ice_crystal_sanctuary
wh3_dlc24_effect_ability_enable_lore_of_ice_scribes	enable	wh3_main_spell_ice_death_frost
wh3_dlc24_effect_ability_enable_lore_of_ice_scribes	enable	wh3_main_spell_ice_frost_blades
wh3_dlc24_effect_ability_enable_lore_of_ice_scribes	enable	wh3_main_spell_ice_heart_of_winter
wh3_dlc24_effect_ability_enable_lore_of_ice_scribes	enable	wh3_main_spell_ice_ice_maidens_kiss
wh3_dlc24_effect_ability_enable_lore_of_ice_scribes	enable	wh3_main_spell_ice_ice_sheet
wh3_dlc24_effect_ability_enable_lore_of_life_scribes	enable_overchage	wh_dlc05_spell_life_awakening_of_the_wood
wh3_dlc24_effect_ability_enable_lore_of_life_scribes	enable_overchage	wh_dlc05_spell_life_earth_blood
wh3_dlc24_effect_ability_enable_lore_of_life_scribes	enable_overchage	wh_dlc05_spell_life_flesh_to_stone
wh3_dlc24_effect_ability_enable_lore_of_life_scribes	enable_overchage	wh_dlc05_spell_life_regrowth
wh3_dlc24_effect_ability_enable_lore_of_life_scribes	enable_overchage	wh_dlc05_spell_life_shield_of_thorns
wh3_dlc24_effect_ability_enable_lore_of_life_scribes	enable_overchage	wh_dlc05_spell_life_the_dwellers_below
wh3_dlc24_effect_ability_enable_lore_of_life_scribes	enable	wh_dlc05_spell_life_awakening_of_the_wood
wh3_dlc24_effect_ability_enable_lore_of_life_scribes	enable	wh_dlc05_spell_life_earth_blood
wh3_dlc24_effect_ability_enable_lore_of_life_scribes	enable	wh_dlc05_spell_life_flesh_to_stone
wh3_dlc24_effect_ability_enable_lore_of_life_scribes	enable	wh_dlc05_spell_life_regrowth
wh3_dlc24_effect_ability_enable_lore_of_life_scribes	enable	wh_dlc05_spell_life_shield_of_thorns
wh3_dlc24_effect_ability_enable_lore_of_life_scribes	enable	wh_dlc05_spell_life_the_dwellers_below
wh3_dlc24_effect_ability_enable_lore_of_light_scribes	enable_overchage	wh_main_spell_light_banishment
wh3_dlc24_effect_ability_enable_lore_of_light_scribes	enable_overchage	wh_main_spell_light_bironas_timewarp
wh3_dlc24_effect_ability_enable_lore_of_light_scribes	enable_overchage	wh_main_spell_light_light_of_battle
wh3_dlc24_effect_ability_enable_lore_of_light_scribes	enable_overchage	wh_main_spell_light_net_of_amyntok
wh3_dlc24_effect_ability_enable_lore_of_light_scribes	enable_overchage	wh_main_spell_light_phas_protection
wh3_dlc24_effect_ability_enable_lore_of_light_scribes	enable_overchage	wh_main_spell_light_shems_burning_gaze
wh3_dlc24_effect_ability_enable_lore_of_light_scribes	enable	wh_main_spell_light_banishment
wh3_dlc24_effect_ability_enable_lore_of_light_scribes	enable	wh_main_spell_light_bironas_timewarp
wh3_dlc24_effect_ability_enable_lore_of_light_scribes	enable	wh_main_spell_light_light_of_battle
wh3_dlc24_effect_ability_enable_lore_of_light_scribes	enable	wh_main_spell_light_net_of_amyntok
wh3_dlc24_effect_ability_enable_lore_of_light_scribes	enable	wh_main_spell_light_phas_protection
wh3_dlc24_effect_ability_enable_lore_of_light_scribes	enable	wh_main_spell_light_shems_burning_gaze
wh3_dlc24_effect_ability_enable_lore_of_little_waagh_scribes	enable_overchage	wh_main_spell_lil_waaagh_curse_of_da_bad_moon
wh3_dlc24_effect_ability_enable_lore_of_little_waagh_scribes	enable_overchage	wh_main_spell_lil_waaagh_gorkll_fix_it
wh3_dlc24_effect_ability_enable_lore_of_little_waagh_scribes	enable_overchage	wh_main_spell_lil_waaagh_itchy_nuisance
wh3_dlc24_effect_ability_enable_lore_of_little_waagh_scribes	enable_overchage	wh_main_spell_lil_waaagh_night_shroud
wh3_dlc24_effect_ability_enable_lore_of_little_waagh_scribes	enable_overchage	wh_main_spell_lil_waaagh_sneaky_stabbin
wh3_dlc24_effect_ability_enable_lore_of_little_waagh_scribes	enable_overchage	wh_main_spell_lil_waaagh_vindictive_glare
wh3_dlc24_effect_ability_enable_lore_of_little_waagh_scribes	enable	wh_main_spell_lil_waaagh_curse_of_da_bad_moon
wh3_dlc24_effect_ability_enable_lore_of_little_waagh_scribes	enable	wh_main_spell_lil_waaagh_gorkll_fix_it
wh3_dlc24_effect_ability_enable_lore_of_little_waagh_scribes	enable	wh_main_spell_lil_waaagh_itchy_nuisance
wh3_dlc24_effect_ability_enable_lore_of_little_waagh_scribes	enable	wh_main_spell_lil_waaagh_night_shroud
wh3_dlc24_effect_ability_enable_lore_of_little_waagh_scribes	enable	wh_main_spell_lil_waaagh_sneaky_stabbin
wh3_dlc24_effect_ability_enable_lore_of_little_waagh_scribes	enable	wh_main_spell_lil_waaagh_vindictive_glare
wh3_dlc24_effect_ability_enable_lore_of_metal_scribes	enable_overchage	wh_main_spell_metal_final_transmutation
wh3_dlc24_effect_ability_enable_lore_of_metal_scribes	enable_overchage	wh_main_spell_metal_gehennas_golden_hounds
wh3_dlc24_effect_ability_enable_lore_of_metal_scribes	enable_overchage	wh_main_spell_metal_glittering_robe
wh3_dlc24_effect_ability_enable_lore_of_metal_scribes	enable_overchage	wh_main_spell_metal_plague_of_rust
wh3_dlc24_effect_ability_enable_lore_of_metal_scribes	enable_overchage	wh_main_spell_metal_searing_doom
wh3_dlc24_effect_ability_enable_lore_of_metal_scribes	enable_overchage	wh_main_spell_metal_transmutation_of_lead
wh3_dlc24_effect_ability_enable_lore_of_metal_scribes	enable	wh_main_spell_metal_final_transmutation
wh3_dlc24_effect_ability_enable_lore_of_metal_scribes	enable	wh_main_spell_metal_gehennas_golden_hounds
wh3_dlc24_effect_ability_enable_lore_of_metal_scribes	enable	wh_main_spell_metal_glittering_robe
wh3_dlc24_effect_ability_enable_lore_of_metal_scribes	enable	wh_main_spell_metal_plague_of_rust
wh3_dlc24_effect_ability_enable_lore_of_metal_scribes	enable	wh_main_spell_metal_searing_doom
wh3_dlc24_effect_ability_enable_lore_of_metal_scribes	enable	wh_main_spell_metal_transmutation_of_lead
wh3_dlc24_effect_ability_enable_lore_of_nehekhara_scribes	enable_overchage	wh2_dlc09_spell_nehekhara_djafs_incantation_of_cursed_blades
wh3_dlc24_effect_ability_enable_lore_of_nehekhara_scribes	enable_overchage	wh2_dlc09_spell_nehekhara_nerus_incantation_of_protection
wh3_dlc24_effect_ability_enable_lore_of_nehekhara_scribes	enable_overchage	wh2_dlc09_spell_nehekhara_ptras_incantation_of_righteous_smiting
wh3_dlc24_effect_ability_enable_lore_of_nehekhara_scribes	enable_overchage	wh2_dlc09_spell_nehekhara_sakhmets_incantation_of_the_skullstorm
wh3_dlc24_effect_ability_enable_lore_of_nehekhara_scribes	enable_overchage	wh2_dlc09_spell_nehekhara_usekhps_incantation_of_desiccation
wh3_dlc24_effect_ability_enable_lore_of_nehekhara_scribes	enable_overchage	wh2_dlc09_spell_nehekhara_usirians_incantation_of_vengeance
wh3_dlc24_effect_ability_enable_lore_of_nehekhara_scribes	enable	wh2_dlc09_spell_nehekhara_djafs_incantation_of_cursed_blades
wh3_dlc24_effect_ability_enable_lore_of_nehekhara_scribes	enable	wh2_dlc09_spell_nehekhara_nerus_incantation_of_protection
wh3_dlc24_effect_ability_enable_lore_of_nehekhara_scribes	enable	wh2_dlc09_spell_nehekhara_ptras_incantation_of_righteous_smiting
wh3_dlc24_effect_ability_enable_lore_of_nehekhara_scribes	enable	wh2_dlc09_spell_nehekhara_sakhmets_incantation_of_the_skullstorm
wh3_dlc24_effect_ability_enable_lore_of_nehekhara_scribes	enable	wh2_dlc09_spell_nehekhara_usekhps_incantation_of_desiccation
wh3_dlc24_effect_ability_enable_lore_of_nehekhara_scribes	enable	wh2_dlc09_spell_nehekhara_usirians_incantation_of_vengeance
wh3_dlc24_effect_ability_enable_lore_of_nurgle_scribes	enable_overchage	wh3_main_spell_nurgle_curse_of_the_leper
wh3_dlc24_effect_ability_enable_lore_of_nurgle_scribes	enable_overchage	wh3_main_spell_nurgle_fleshy_abundance
wh3_dlc24_effect_ability_enable_lore_of_nurgle_scribes	enable_overchage	wh3_main_spell_nurgle_miasma_of_pestilence
wh3_dlc24_effect_ability_enable_lore_of_nurgle_scribes	enable_overchage	wh3_main_spell_nurgle_pestilent_pustule
wh3_dlc24_effect_ability_enable_lore_of_nurgle_scribes	enable_overchage	wh3_main_spell_nurgle_rancid_visitations
wh3_dlc24_effect_ability_enable_lore_of_nurgle_scribes	enable_overchage	wh3_main_spell_nurgle_stream_of_corruption
wh3_dlc24_effect_ability_enable_lore_of_nurgle_scribes	enable	wh3_main_spell_nurgle_curse_of_the_leper
wh3_dlc24_effect_ability_enable_lore_of_nurgle_scribes	enable	wh3_main_spell_nurgle_fleshy_abundance
wh3_dlc24_effect_ability_enable_lore_of_nurgle_scribes	enable	wh3_main_spell_nurgle_miasma_of_pestilence
wh3_dlc24_effect_ability_enable_lore_of_nurgle_scribes	enable	wh3_main_spell_nurgle_pestilent_pustule
wh3_dlc24_effect_ability_enable_lore_of_nurgle_scribes	enable	wh3_main_spell_nurgle_rancid_visitations
wh3_dlc24_effect_ability_enable_lore_of_nurgle_scribes	enable	wh3_main_spell_nurgle_stream_of_corruption
wh3_dlc24_effect_ability_enable_lore_of_plague_scribes	enable_overchage	wh2_main_spell_plague_bless_with_filth
wh3_dlc24_effect_ability_enable_lore_of_plague_scribes	enable_overchage	wh2_main_spell_plague_pestilent_birth
wh3_dlc24_effect_ability_enable_lore_of_plague_scribes	enable_overchage	wh2_main_spell_plague_pestilent_breath
wh3_dlc24_effect_ability_enable_lore_of_plague_scribes	enable_overchage	wh2_main_spell_plague_plague
wh3_dlc24_effect_ability_enable_lore_of_plague_scribes	enable_overchage	wh2_main_spell_plague_vermintide
wh3_dlc24_effect_ability_enable_lore_of_plague_scribes	enable_overchage	wh2_main_spell_plague_wither
wh3_dlc24_effect_ability_enable_lore_of_plague_scribes	enable	wh2_main_spell_plague_bless_with_filth
wh3_dlc24_effect_ability_enable_lore_of_plague_scribes	enable	wh2_main_spell_plague_pestilent_birth
wh3_dlc24_effect_ability_enable_lore_of_plague_scribes	enable	wh2_main_spell_plague_pestilent_breath
wh3_dlc24_effect_ability_enable_lore_of_plague_scribes	enable	wh2_main_spell_plague_plague
wh3_dlc24_effect_ability_enable_lore_of_plague_scribes	enable	wh2_main_spell_plague_vermintide
wh3_dlc24_effect_ability_enable_lore_of_plague_scribes	enable	wh2_main_spell_plague_wither
wh3_dlc24_effect_ability_enable_lore_of_ruin_scribes	enable_overchage	wh2_dlc14_spell_ruin_flensing_ruin
wh3_dlc24_effect_ability_enable_lore_of_ruin_scribes	enable_overchage	wh2_main_spell_ruin_cracks_call
wh3_dlc24_effect_ability_enable_lore_of_ruin_scribes	enable_overchage	wh2_main_spell_ruin_death_frenzy
wh3_dlc24_effect_ability_enable_lore_of_ruin_scribes	enable_overchage	wh2_main_spell_ruin_howling_warpgale
wh3_dlc24_effect_ability_enable_lore_of_ruin_scribes	enable_overchage	wh2_main_spell_ruin_scorch
wh3_dlc24_effect_ability_enable_lore_of_ruin_scribes	enable_overchage	wh2_main_spell_ruin_warp_lightning
wh3_dlc24_effect_ability_enable_lore_of_ruin_scribes	enable	wh2_dlc14_spell_ruin_flensing_ruin
wh3_dlc24_effect_ability_enable_lore_of_ruin_scribes	enable	wh2_main_spell_ruin_cracks_call
wh3_dlc24_effect_ability_enable_lore_of_ruin_scribes	enable	wh2_main_spell_ruin_death_frenzy
wh3_dlc24_effect_ability_enable_lore_of_ruin_scribes	enable	wh2_main_spell_ruin_howling_warpgale
wh3_dlc24_effect_ability_enable_lore_of_ruin_scribes	enable	wh2_main_spell_ruin_scorch
wh3_dlc24_effect_ability_enable_lore_of_ruin_scribes	enable	wh2_main_spell_ruin_warp_lightning
wh3_dlc24_effect_ability_enable_lore_of_shadows_scribes	enable_overchage	wh_dlc05_spell_shadow_melkoths_mystifying_miasma
wh3_dlc24_effect_ability_enable_lore_of_shadows_scribes	enable_overchage	wh_dlc05_spell_shadow_okkams_mindrazor
wh3_dlc24_effect_ability_enable_lore_of_shadows_scribes	enable_overchage	wh_dlc05_spell_shadow_pit_of_shades
wh3_dlc24_effect_ability_enable_lore_of_shadows_scribes	enable_overchage	wh_dlc05_spell_shadow_the_enfeebling_foe
wh3_dlc24_effect_ability_enable_lore_of_shadows_scribes	enable_overchage	wh_dlc05_spell_shadow_the_penumbral_pendulum
wh3_dlc24_effect_ability_enable_lore_of_shadows_scribes	enable_overchage	wh_dlc05_spell_shadow_the_withering
wh3_dlc24_effect_ability_enable_lore_of_shadows_scribes	enable	wh_dlc05_spell_shadow_melkoths_mystifying_miasma
wh3_dlc24_effect_ability_enable_lore_of_shadows_scribes	enable	wh_dlc05_spell_shadow_okkams_mindrazor
wh3_dlc24_effect_ability_enable_lore_of_shadows_scribes	enable	wh_dlc05_spell_shadow_pit_of_shades
wh3_dlc24_effect_ability_enable_lore_of_shadows_scribes	enable	wh_dlc05_spell_shadow_the_enfeebling_foe
wh3_dlc24_effect_ability_enable_lore_of_shadows_scribes	enable	wh_dlc05_spell_shadow_the_penumbral_pendulum
wh3_dlc24_effect_ability_enable_lore_of_shadows_scribes	enable	wh_dlc05_spell_shadow_the_withering
wh3_dlc24_effect_ability_enable_lore_of_slaanesh_scribes	enable_overchage	wh3_main_spell_slaanesh_acquiescence
wh3_dlc24_effect_ability_enable_lore_of_slaanesh_scribes	enable_overchage	wh3_main_spell_slaanesh_hysterical_frenzy
wh3_dlc24_effect_ability_enable_lore_of_slaanesh_scribes	enable_overchage	wh3_main_spell_slaanesh_lash_of_slaanesh
wh3_dlc24_effect_ability_enable_lore_of_slaanesh_scribes	enable_overchage	wh3_main_spell_slaanesh_pavane_of_slaanesh
wh3_dlc24_effect_ability_enable_lore_of_slaanesh_scribes	enable_overchage	wh3_main_spell_slaanesh_phantasmagoria
wh3_dlc24_effect_ability_enable_lore_of_slaanesh_scribes	enable_overchage	wh3_main_spell_slaanesh_slicing_shards
wh3_dlc24_effect_ability_enable_lore_of_slaanesh_scribes	enable	wh3_main_spell_slaanesh_acquiescence
wh3_dlc24_effect_ability_enable_lore_of_slaanesh_scribes	enable	wh3_main_spell_slaanesh_hysterical_frenzy
wh3_dlc24_effect_ability_enable_lore_of_slaanesh_scribes	enable	wh3_main_spell_slaanesh_lash_of_slaanesh
wh3_dlc24_effect_ability_enable_lore_of_slaanesh_scribes	enable	wh3_main_spell_slaanesh_pavane_of_slaanesh
wh3_dlc24_effect_ability_enable_lore_of_slaanesh_scribes	enable	wh3_main_spell_slaanesh_phantasmagoria
wh3_dlc24_effect_ability_enable_lore_of_slaanesh_scribes	enable	wh3_main_spell_slaanesh_slicing_shards
wh3_dlc24_effect_ability_enable_lore_of_stealth_scribes	enable_overchage	wh2_dlc14_spell_stealth_armour_of_darkness
wh3_dlc24_effect_ability_enable_lore_of_stealth_scribes	enable_overchage	wh2_dlc14_spell_stealth_black_whirlwind
wh3_dlc24_effect_ability_enable_lore_of_stealth_scribes	enable_overchage	wh2_dlc14_spell_stealth_brittle_bone
wh3_dlc24_effect_ability_enable_lore_of_stealth_scribes	enable_overchage	wh2_dlc14_spell_stealth_veil_of_shadows
wh3_dlc24_effect_ability_enable_lore_of_stealth_scribes	enable_overchage	wh2_dlc14_spell_stealth_warp_stars
wh3_dlc24_effect_ability_enable_lore_of_stealth_scribes	enable_overchage	wh2_main_spell_ruin_skitterleap
wh3_dlc24_effect_ability_enable_lore_of_stealth_scribes	enable	wh2_dlc14_spell_stealth_armour_of_darkness
wh3_dlc24_effect_ability_enable_lore_of_stealth_scribes	enable	wh2_dlc14_spell_stealth_black_whirlwind
wh3_dlc24_effect_ability_enable_lore_of_stealth_scribes	enable	wh2_dlc14_spell_stealth_brittle_bone
wh3_dlc24_effect_ability_enable_lore_of_stealth_scribes	enable	wh2_dlc14_spell_stealth_veil_of_shadows
wh3_dlc24_effect_ability_enable_lore_of_stealth_scribes	enable	wh2_dlc14_spell_stealth_warp_stars
wh3_dlc24_effect_ability_enable_lore_of_stealth_scribes	enable	wh2_main_spell_ruin_skitterleap
wh3_dlc24_effect_ability_enable_lore_of_tempest_scribes	enable_overchage	wh3_main_spell_tempest_biting_wind
wh3_dlc24_effect_ability_enable_lore_of_tempest_scribes	enable_overchage	wh3_main_spell_tempest_blizzard
wh3_dlc24_effect_ability_enable_lore_of_tempest_scribes	enable_overchage	wh3_main_spell_tempest_gust_of_true_flight
wh3_dlc24_effect_ability_enable_lore_of_tempest_scribes	enable_overchage	wh3_main_spell_tempest_hailstorm
wh3_dlc24_effect_ability_enable_lore_of_tempest_scribes	enable_overchage	wh3_main_spell_tempest_hawks_of_miska
wh3_dlc24_effect_ability_enable_lore_of_tempest_scribes	enable_overchage	wh3_main_spell_tempest_swiftwing
wh3_dlc24_effect_ability_enable_lore_of_tempest_scribes	enable	wh3_main_spell_tempest_biting_wind
wh3_dlc24_effect_ability_enable_lore_of_tempest_scribes	enable	wh3_main_spell_tempest_blizzard
wh3_dlc24_effect_ability_enable_lore_of_tempest_scribes	enable	wh3_main_spell_tempest_gust_of_true_flight
wh3_dlc24_effect_ability_enable_lore_of_tempest_scribes	enable	wh3_main_spell_tempest_hailstorm
wh3_dlc24_effect_ability_enable_lore_of_tempest_scribes	enable	wh3_main_spell_tempest_hawks_of_miska
wh3_dlc24_effect_ability_enable_lore_of_tempest_scribes	enable	wh3_main_spell_tempest_swiftwing
wh3_dlc24_effect_ability_enable_lore_of_the_deep_scribes	enable_overchage	wh2_dlc11_spell_deep_denizens_of_the_deep
wh3_dlc24_effect_ability_enable_lore_of_the_deep_scribes	enable_overchage	wh2_dlc11_spell_deep_fog_of_the_damned
wh3_dlc24_effect_ability_enable_lore_of_the_deep_scribes	enable_overchage	wh2_dlc11_spell_deep_ghost_ship
wh3_dlc24_effect_ability_enable_lore_of_the_deep_scribes	enable_overchage	wh2_dlc11_spell_deep_krakens_pull
wh3_dlc24_effect_ability_enable_lore_of_the_deep_scribes	enable_overchage	wh2_dlc11_spell_deep_spiteful_shot
wh3_dlc24_effect_ability_enable_lore_of_the_deep_scribes	enable_overchage	wh2_dlc11_spell_deep_tidecall
wh3_dlc24_effect_ability_enable_lore_of_the_deep_scribes	enable	wh2_dlc11_spell_deep_denizens_of_the_deep
wh3_dlc24_effect_ability_enable_lore_of_the_deep_scribes	enable	wh2_dlc11_spell_deep_fog_of_the_damned
wh3_dlc24_effect_ability_enable_lore_of_the_deep_scribes	enable	wh2_dlc11_spell_deep_ghost_ship
wh3_dlc24_effect_ability_enable_lore_of_the_deep_scribes	enable	wh2_dlc11_spell_deep_krakens_pull
wh3_dlc24_effect_ability_enable_lore_of_the_deep_scribes	enable	wh2_dlc11_spell_deep_spiteful_shot
wh3_dlc24_effect_ability_enable_lore_of_the_deep_scribes	enable	wh2_dlc11_spell_deep_tidecall
wh3_dlc24_effect_ability_enable_lore_of_the_great_maw_scribes	enable_overchage	wh3_main_spell_great_maw_bonecrusher
wh3_dlc24_effect_ability_enable_lore_of_the_great_maw_scribes	enable_overchage	wh3_main_spell_great_maw_braingobbler
wh3_dlc24_effect_ability_enable_lore_of_the_great_maw_scribes	enable_overchage	wh3_main_spell_great_maw_bullgorger
wh3_dlc24_effect_ability_enable_lore_of_the_great_maw_scribes	enable_overchage	wh3_main_spell_great_maw_the_maw
wh3_dlc24_effect_ability_enable_lore_of_the_great_maw_scribes	enable_overchage	wh3_main_spell_great_maw_toothcracker
wh3_dlc24_effect_ability_enable_lore_of_the_great_maw_scribes	enable_overchage	wh3_main_spell_great_maw_trollguts
wh3_dlc24_effect_ability_enable_lore_of_the_great_maw_scribes	enable	wh3_main_spell_great_maw_bonecrusher
wh3_dlc24_effect_ability_enable_lore_of_the_great_maw_scribes	enable	wh3_main_spell_great_maw_braingobbler
wh3_dlc24_effect_ability_enable_lore_of_the_great_maw_scribes	enable	wh3_main_spell_great_maw_bullgorger
wh3_dlc24_effect_ability_enable_lore_of_the_great_maw_scribes	enable	wh3_main_spell_great_maw_the_maw
wh3_dlc24_effect_ability_enable_lore_of_the_great_maw_scribes	enable	wh3_main_spell_great_maw_toothcracker
wh3_dlc24_effect_ability_enable_lore_of_the_great_maw_scribes	enable	wh3_main_spell_great_maw_trollguts
wh3_dlc24_effect_ability_enable_lore_of_the_hag_scribes	enable_overchage	wh3_dlc24_spell_hags_curse_of_the_ancient_witch
wh3_dlc24_effect_ability_enable_lore_of_the_hag_scribes	enable_overchage	wh3_dlc24_spell_hags_cursed_cauldron
wh3_dlc24_effect_ability_enable_lore_of_the_hag_scribes	enable_overchage	wh3_dlc24_spell_hags_malediction_of_madness
wh3_dlc24_effect_ability_enable_lore_of_the_hag_scribes	enable_overchage	wh3_dlc24_spell_hags_the_forbidden_fens
wh3_dlc24_effect_ability_enable_lore_of_the_hag_scribes	enable_overchage	wh3_dlc24_spell_hags_vengeance_of_spirits
wh3_dlc24_effect_ability_enable_lore_of_the_hag_scribes	enable_overchage	wh3_dlc24_spell_hags_witchbrew
wh3_dlc24_effect_ability_enable_lore_of_the_hag_scribes	enable	wh3_dlc24_spell_hags_curse_of_the_ancient_witch
wh3_dlc24_effect_ability_enable_lore_of_the_hag_scribes	enable	wh3_dlc24_spell_hags_cursed_cauldron
wh3_dlc24_effect_ability_enable_lore_of_the_hag_scribes	enable	wh3_dlc24_spell_hags_malediction_of_madness
wh3_dlc24_effect_ability_enable_lore_of_the_hag_scribes	enable	wh3_dlc24_spell_hags_the_forbidden_fens
