campaign_payload	token	is_triggered_conditionally	designer_description	visual_sort_order
wh3_dlc29_bundle_economic_green_skryre_treasury_1	wh3_dlc29_economic_mod_pool_skryre_treasury_1	false	Dummy Effect Bundles for Description	0
wh3_dlc29_skv_any_effect_bundle_chance_to_double	wh3_dlc29_economic_mod_pool_skryre_treasury_1	false	Dummy Effect Bundle for Description	1
wh3_dlc29_bundle_economic_green_skryre_warpstone_1	wh3_dlc29_economic_mod_pool_skryre_warpstone_1	false	Dummy Effect Bundles for Description	0
wh3_dlc29_skv_any_effect_bundle_chance_to_double	wh3_dlc29_economic_mod_pool_skryre_warpstone_1	false	Dummy Effect Bundle for Description	1
wh3_dlc29_skv_hidden_chaotic_draw_1	wh3_dlc29_economic_red_have_warpstone_lose_food	false	Hidden 2% chance for purple or red token	0
wh3_dlc29_skv_thanquol_add_alarm_1	wh3_dlc29_economic_red_have_warpstone_lose_food	false	Any Plan - Alarm (negative)	0
wh3_dlc29_bundle_economic_upgrade_basic_gdp	wh3_dlc29_economic_upgrade_basic_treasury_gdp_2	false	Dummy Effect Bundle for Description	0
wh3_dlc29_bundle_economic_upgrade_basic_gdp	wh3_dlc29_economic_upgrade_basic_treasury_gdp_3	false	Dummy Effect Bundle for Description	0
wh3_dlc29_bundle_economic_upgrade_basic_gdp	wh3_dlc29_economic_upgrade_basic_treasury_gdp_4	false	Dummy Effect Bundle for Description	0
wh3_dlc29_bundle_economic_upgrade_basic_gdp	wh3_dlc29_economic_upgrade_basic_treasury_gdp_5	false	Dummy Effect Bundle for Description	0
wh3_dlc29_bundle_economic_upgrade_basic_gdp	wh3_dlc29_economic_upgrade_basic_warpstone_gdp_2	false	Dummy Effect Bundle for Description	0
wh3_dlc29_bundle_economic_upgrade_basic_gdp	wh3_dlc29_economic_upgrade_basic_warpstone_gdp_3	false	Dummy Effect Bundle for Description	0
wh3_dlc29_bundle_economic_upgrade_basic_gdp	wh3_dlc29_economic_upgrade_basic_warpstone_gdp_4	false	Dummy Effect Bundle for Description	0
wh3_dlc29_bundle_economic_upgrade_basic_gdp	wh3_dlc29_economic_upgrade_basic_warpstone_gdp_5	false	Dummy Effect Bundle for Description	0
wh3_dlc29_bundle_economic_more_resources	wh3_dlc29_economic_upgrade_eshin_all_2	false	Dummy Effect Bundle for Description	0
wh3_dlc29_bundle_economic_more_resources	wh3_dlc29_economic_upgrade_eshin_all_3	false	Dummy Effect Bundle for Description	0
wh3_dlc29_skv_any_effect_bundle_increased_amount	wh3_dlc29_economic_upgrade_eshin_all_3	false	Dummy Effect Bundle for Description	1
wh3_dlc29_bundle_economic_upgrade_grey_seer_treasury_large_2	wh3_dlc29_economic_upgrade_grey_seer_treasury_large_2	false	Dummy Effect Bundle for Description	0
wh3_dlc29_bundle_economic_upgrade_grey_seer_treasury_large_2	wh3_dlc29_economic_upgrade_grey_seer_treasury_large_3	false	Dummy Effect Bundle for Description	0
wh3_dlc29_bundle_economic_upgrade_rictus_warpstone_2	wh3_dlc29_economic_upgrade_rictus_warpstone_2	false	Dummy Effect Bundle for Description	0
wh3_dlc29_bundle_economic_upgrade_rictus_warpstone_2	wh3_dlc29_economic_upgrade_rictus_warpstone_3	false	Dummy Effect Bundle for Description	0
wh3_dlc29_bundle_economic_more_resources	wh3_dlc29_economic_upgrade_skryre_treasury_2	false	Dummy Effect Bundles for Description	0
wh3_dlc29_skv_any_effect_bundle_chance_to_double	wh3_dlc29_economic_upgrade_skryre_treasury_2	false	Dummy Effect Bundle for Description	1
wh3_dlc29_bundle_economic_more_resources	wh3_dlc29_economic_upgrade_skryre_treasury_3	false	Dummy Effect Bundles for Description	0
wh3_dlc29_skv_any_effect_bundle_chance_to_double	wh3_dlc29_economic_upgrade_skryre_treasury_3	false	Dummy Effect Bundle for Description	1
wh3_dlc29_bundle_economic_more_resources	wh3_dlc29_economic_upgrade_skryre_warpstone_2	false	Dummy Effect Bundles for Description	0
wh3_dlc29_skv_any_effect_bundle_chance_to_double	wh3_dlc29_economic_upgrade_skryre_warpstone_2	false	Dummy Effect Bundle for Description	1
wh3_dlc29_bundle_economic_more_resources	wh3_dlc29_economic_upgrade_skryre_warpstone_3	false	Dummy Effect Bundles for Description	0
wh3_dlc29_skv_any_effect_bundle_chance_to_double	wh3_dlc29_economic_upgrade_skryre_warpstone_3	false	Dummy Effect Bundle for Description	1
wh3_dlc29_bundle_action_draw_assassin	wh3_dlc29_economy_action_assassin_draw	false	Dummy Effect Bundles for Description	0
wh3_dlc29_draw_vault	wh3_dlc29_economy_action_assassin_draw	false	Chance to draw vault	0
wh3_dlc29_economic_action_draw_assassin	wh3_dlc29_economy_action_assassin_draw	false	Draw Positive Filtered token	0
wh3_dlc29_skv_bundle_cooldown_3	wh3_dlc29_economy_action_assassin_draw	false	Dummy Effect Bundles for Description	4
wh3_dlc29_bundle_economy_action_select_resource	wh3_dlc29_economy_action_select_resource	false	Dummy Effect Bundles for Description	1
wh3_dlc29_economy_action_select_resource	wh3_dlc29_economy_action_select_resource	false	Select Tokens - Grey Seer Economy	1
wh3_dlc29_skv_bundle_single_use	wh3_dlc29_economy_action_select_resource	false	Dummy Effect Bundles for Description	4
wh3_dlc29_skv_remove_pinned_tokens_from_drawn	wh3_dlc29_economy_action_select_resource	false	Remove selected tokens	0
wh3_dlc29_skv_target_green_to_replace_from_set	wh3_dlc29_economy_action_select_resource	false	Targeting Component	0
wh3_dlc29_skv_economy_effect_bundle_food_mid_1	wh3_dlc29_economy_mod_pool_basic_food_mid_1	false	Economy Plan Food - directly to pool	0
wh3_dlc29_skv_economy_effect_bundle_food_small_1	wh3_dlc29_economy_mod_pool_basic_food_small_1	false	Economy Plan Food - directly to pool	0
wh3_dlc29_skv_economy_effect_bundle_treasury_mid_1	wh3_dlc29_economy_mod_pool_basic_treasury_mid_1	false	Economy Plan Treasury - directly to pool	0
wh3_dlc29_skv_economy_effect_bundle_treasury_mid_2	wh3_dlc29_economy_mod_pool_basic_treasury_mid_2	false	Economy Plan Treasury - directly to pool	0
wh3_dlc29_skv_economy_effect_bundle_treasury_mid_3	wh3_dlc29_economy_mod_pool_basic_treasury_mid_3	false	Economy Plan Treasury - directly to pool	0
wh3_dlc29_skv_economy_effect_bundle_treasury_very_large_1	wh3_dlc29_economy_mod_pool_basic_treasury_very_large_1	false	Economy Plan Treasury - directly to pool	0
wh3_dlc29_skv_economy_effect_bundle_treasury_very_large_2	wh3_dlc29_economy_mod_pool_basic_treasury_very_large_2	false	Economy Plan Treasury - directly to pool	0
wh3_dlc29_skv_economy_effect_bundle_treasury_very_large_3	wh3_dlc29_economy_mod_pool_basic_treasury_very_large_3	false	Economy Plan Treasury - directly to pool	0
wh3_dlc29_skv_economy_effect_bundle_warpstone_mid_1	wh3_dlc29_economy_mod_pool_basic_warpstone_mid_1	false	Economy Plan Warpstone - directly to pool	0
wh3_dlc29_skv_economy_effect_bundle_warpstone_mid_2	wh3_dlc29_economy_mod_pool_basic_warpstone_mid_2	false	Economy Plan Warpstone - directly to pool	0
wh3_dlc29_skv_economy_effect_bundle_warpstone_mid_3	wh3_dlc29_economy_mod_pool_basic_warpstone_mid_3	false	Economy Plan Warpstone - directly to pool	0
wh3_dlc29_skv_economy_effect_bundle_warpstone_very_large_1	wh3_dlc29_economy_mod_pool_basic_warpstone_very_large_1	false	Economy Plan Warpstone - directly to pool	0
wh3_dlc29_skv_economy_effect_bundle_warpstone_very_large_2	wh3_dlc29_economy_mod_pool_basic_warpstone_very_large_2	false	Economy Plan Warpstone - directly to pool	0
wh3_dlc29_skv_economy_effect_bundle_warpstone_very_large_3	wh3_dlc29_economy_mod_pool_basic_warpstone_very_large_3	false	Economy Plan Warpstone - directly to pool	0
wh3_dlc29_skv_chaotic_plans_reduce_tokens_1_turns_1	wh3_dlc29_economy_red_alarm_food_1	false	Reduce Tokens	1
wh3_dlc29_skv_hidden_chaotic_draw_1	wh3_dlc29_economy_red_alarm_food_1	false	Hidden 2% chance for purple or red token	0
wh3_dlc29_skv_thanquol_add_alarm_1	wh3_dlc29_economy_red_alarm_food_1	false	Any Plan - Alarm (negative)	0
wh3_dlc29_skv_chaotic_plans_reduce_tokens_1_turns_1	wh3_dlc29_economy_red_alarm_food_2	false	Reduce Tokens	1
wh3_dlc29_skv_hidden_chaotic_draw_1	wh3_dlc29_economy_red_alarm_food_2	false	Hidden 2% chance for purple or red token	0
wh3_dlc29_skv_thanquol_add_alarm_1	wh3_dlc29_economy_red_alarm_food_2	false	Any Plan - Alarm (negative)	0
wh3_dlc29_skv_chaotic_plans_reduce_tokens_2_turns_1	wh3_dlc29_economy_red_alarm_food_3	false	Reduce Tokens	1
wh3_dlc29_skv_hidden_chaotic_draw_1	wh3_dlc29_economy_red_alarm_food_3	false	Hidden 2% chance for purple or red token	0
wh3_dlc29_skv_thanquol_add_alarm_2	wh3_dlc29_economy_red_alarm_food_3	false	Any Plan - Alarm (negative)	0
wh3_dlc29_skv_economic_thanquol_lose_money_2000	wh3_dlc29_economy_red_alarm_treasury_1	false	Economic Plans - Lose Money	1
wh3_dlc29_skv_hidden_chaotic_draw_1	wh3_dlc29_economy_red_alarm_treasury_1	false	Hidden 2% chance for purple or red token	0
wh3_dlc29_skv_thanquol_add_alarm_1	wh3_dlc29_economy_red_alarm_treasury_1	false	Any Plan - Alarm (negative)	0
wh3_dlc29_skv_economic_thanquol_lose_money_3000	wh3_dlc29_economy_red_alarm_treasury_2	false	Economic Plans - Lose Money	1
wh3_dlc29_skv_hidden_chaotic_draw_1	wh3_dlc29_economy_red_alarm_treasury_2	false	Hidden 2% chance for purple or red token	0
wh3_dlc29_skv_thanquol_add_alarm_1	wh3_dlc29_economy_red_alarm_treasury_2	false	Any Plan - Alarm (negative)	0
wh3_dlc29_skv_economic_thanquol_lose_money_4000	wh3_dlc29_economy_red_alarm_treasury_3	false	Economic Plans - Lose Money	1
wh3_dlc29_skv_hidden_chaotic_draw_1	wh3_dlc29_economy_red_alarm_treasury_3	false	Hidden 2% chance for purple or red token	0
wh3_dlc29_skv_thanquol_add_alarm_1	wh3_dlc29_economy_red_alarm_treasury_3	false	Any Plan - Alarm (negative)	0
wh3_dlc29_skv_economic_thanquol_lose_warpstone_gdp_200	wh3_dlc29_economy_red_alarm_warpstone_1	false	Lose Warpstone - Economic	1
wh3_dlc29_skv_hidden_chaotic_draw_1	wh3_dlc29_economy_red_alarm_warpstone_1	false	Hidden 2% chance for purple or red token	0
wh3_dlc29_skv_thanquol_add_alarm_1	wh3_dlc29_economy_red_alarm_warpstone_1	false	Any Plan - Alarm (negative)	0
wh3_dlc29_skv_economic_thanquol_lose_warpstone_gdp_300	wh3_dlc29_economy_red_alarm_warpstone_2	false	Lose Warpstone - Economic	1
wh3_dlc29_skv_hidden_chaotic_draw_1	wh3_dlc29_economy_red_alarm_warpstone_2	false	Hidden 2% chance for purple or red token	0
wh3_dlc29_skv_thanquol_add_alarm_1	wh3_dlc29_economy_red_alarm_warpstone_2	false	Any Plan - Alarm (negative)	0
wh3_dlc29_skv_economic_thanquol_lose_warpstone_gdp_500	wh3_dlc29_economy_red_alarm_warpstone_3	false	Lose Warpstone - Economic	1
wh3_dlc29_skv_hidden_chaotic_draw_1	wh3_dlc29_economy_red_alarm_warpstone_3	false	Hidden 2% chance for purple or red token	0
wh3_dlc29_skv_thanquol_add_alarm_1	wh3_dlc29_economy_red_alarm_warpstone_3	false	Any Plan - Alarm (negative)	0
wh3_dlc29_skv_economy_effect_bundle_food_mid_2	wh3_dlc29_economy_upgrade_basic_food_mid_2	false	Economy Plan Food - directly to pool	0
wh3_dlc29_skv_economy_effect_bundle_food_mid_3	wh3_dlc29_economy_upgrade_basic_food_mid_3	false	Economy Plan Food - directly to pool	0
wh3_dlc29_skv_economy_effect_bundle_food_small_2	wh3_dlc29_economy_upgrade_basic_food_small_2	false	Economy Plan Food - directly to pool	0
wh3_dlc29_skv_economy_effect_bundle_food_small_2	wh3_dlc29_economy_upgrade_basic_food_small_3	false	Economy Plan Food - directly to pool	0
wh3_dlc29_bundle_action_increase_drawn_tokens	wh3_dlc29_economy_yellow_select_resource_speed	false	Effect Bundle to draw more designs during plan	0
wh3_dlc29_bundle_yellow_stop_drawing_warpstone	wh3_dlc29_economy_yellow_select_resource_treasury	false	Dummy Effect Bundles for Description	0
wh3_dlc29_bundle_yellow_stop_drawing_treasury	wh3_dlc29_economy_yellow_select_resource_warpstone	false	Dummy Effect Bundles for Description	0
wh3_dlc29_any_red_attention_generated_chance_on_token	wh3_dlc29_green_economic_dangerous_treasury_generated	false	Chance to draw Attention	0
wh3_dlc29_skv_economic_thanquol_add_money_3000	wh3_dlc29_green_economic_dangerous_treasury_generated	false	Treasury	0
wh3_dlc29_any_red_attention_generated_chance_on_token	wh3_dlc29_green_economic_dangerous_warpstone_generated	false	Chance to draw Attention	0
wh3_dlc29_skv_economic_thanquol_add_warpstone_500	wh3_dlc29_green_economic_dangerous_warpstone_generated	false	Warpstone	0
wh3_dlc29_skv_add_hell_pit_abomination	wh3_dlc29_green_military_lab_1_generated	false	Military Payload units	0
wh3_dlc29_skv_add_stormfiend_grinderfists	wh3_dlc29_green_military_lab_2_generated	false	Military Payload units	0
wh3_dlc29_skv_add_doomwheel	wh3_dlc29_green_military_lab_3_generated	false	Military Payload units	0
wh3_dlc29_skv_add_gutter_runners	wh3_dlc29_green_military_mercenaries_1_generated	false	Military Payload units	0
wh3_dlc29_skv_add_stormvermin_0	wh3_dlc29_green_military_mercenaries_2_generated	false	Units	0
wh3_dlc29_skv_add_death_globe_bombardiers	wh3_dlc29_green_military_mercenaries_3_generated	false	Military Payload units	0
wh3_dlc29_any_red_attention_generated_chance_on_token	wh3_dlc29_green_military_reinforcements_generated	false	Chance to draw Attention	0
wh3_dlc29_military_action_draw_positive_2	wh3_dlc29_green_military_reinforcements_generated	false	Draw 2 Units	0
wh3_dlc29_skv_bundle_dummy_draw_units_2	wh3_dlc29_green_military_reinforcements_generated	false	Dummy Effect Bundle for Description	1
wh3_dlc29_skv_add_warp_doom_magma_cannon	wh3_dlc29_green_military_warp_doom_magma_cannon	false		0
wh3_dlc29_magic_bundle_create_undercity_1	wh3_dlc29_magic_create_undercity_1	false	Dummy Effect Bundle for Description	1
wh3_dlc29_skv_thanquol_add_magic_1	wh3_dlc29_magic_create_undercity_1	false	Magic Plans - Part of Combo Pieces to complete plan	0
wh3_dlc29_skv_thanquol_create_undercity	wh3_dlc29_magic_create_undercity_1	false		0
wh3_dlc29_skv_magic_create_undercity_filler_token_assassins	wh3_dlc29_magic_create_undercity_filler_token_assassins	false	Magic Plan - create Undercity building	1
wh3_dlc29_skv_magic_thanquol_lose_money_1000	wh3_dlc29_magic_create_undercity_filler_token_assassins	false	Magic Plan - Lose resources for building	2
wh3_dlc29_skv_thanquol_add_magic_1	wh3_dlc29_magic_create_undercity_filler_token_assassins	false	Magic Plans - Part of Combo Pieces to complete plan	0
wh3_dlc29_skv_magic_create_undercity_filler_token_crafting	wh3_dlc29_magic_create_undercity_filler_token_crafting	false	Magic Plan - create Undercity building	1
wh3_dlc29_skv_magic_thanquol_lose_money_1000	wh3_dlc29_magic_create_undercity_filler_token_crafting	false	Magic Plan - Lose resources for building	2
wh3_dlc29_skv_thanquol_add_magic_1	wh3_dlc29_magic_create_undercity_filler_token_crafting	false	Magic Plans - Part of Combo Pieces to complete plan	0
wh3_dlc29_skv_magic_create_undercity_filler_token_kidnappers	wh3_dlc29_magic_create_undercity_filler_token_kidnappers	false	Magic Plan - create Undercity building	1
wh3_dlc29_skv_magic_thanquol_lose_money_1000	wh3_dlc29_magic_create_undercity_filler_token_kidnappers	false	Magic Plan - Lose resources for building	2
wh3_dlc29_skv_thanquol_add_magic_1	wh3_dlc29_magic_create_undercity_filler_token_kidnappers	false	Magic Plans - Part of Combo Pieces to complete plan	0
wh3_dlc29_skv_magic_create_undercity_filler_token_mine	wh3_dlc29_magic_create_undercity_filler_token_mine	false	Magic Plan - create Undercity building	0
wh3_dlc29_skv_magic_thanquol_lose_money_2000	wh3_dlc29_magic_create_undercity_filler_token_mine	false	Magic Plan - Lose resources for building	0
wh3_dlc29_skv_magic_create_undercity_filler_token_refinery	wh3_dlc29_magic_create_undercity_filler_token_refinery	false	Magic Plan - create Undercity building	1
wh3_dlc29_skv_magic_thanquol_lose_money_2000	wh3_dlc29_magic_create_undercity_filler_token_refinery	false	Magic Plan - Lose resources for building	2
wh3_dlc29_skv_thanquol_add_magic_1	wh3_dlc29_magic_create_undercity_filler_token_refinery	false	Magic Plans - Part of Combo Pieces to complete plan	0
wh3_dlc29_skv_magic_create_undercity_filler_token_strip_mine	wh3_dlc29_magic_create_undercity_filler_token_strip_mine	false	Magic Plan - create Undercity building	0
wh3_dlc29_skv_magic_thanquol_lose_money_4000	wh3_dlc29_magic_create_undercity_filler_token_strip_mine	false	Magic Plan - Lose resources for building	0
wh3_dlc29_skv_magic_create_undercity_filler_token_thieves	wh3_dlc29_magic_create_undercity_filler_token_thieves	false	Magic Plan - create Undercity building	0
wh3_dlc29_skv_magic_thanquol_lose_money_1000	wh3_dlc29_magic_create_undercity_filler_token_thieves	false	Magic Plan - Lose resources for building	0
wh3_dlc29_skv_chaotic_plan_modify_treasury_reward_gdp_percentage_50	wh3_dlc29_magic_create_undercity_filler_token_treasury	false	Magic Plan - Gain resources	0
wh3_dlc29_skv_thanquol_add_magic_1	wh3_dlc29_magic_create_undercity_piece_a_1	false	Magic Plans - Part of Combo Pieces to complete plan	0
wh3_dlc29_skv_thanquol_add_magic_1	wh3_dlc29_magic_create_undercity_piece_b_1	false	Magic Plans - Part of Combo Pieces to complete plan	0
wh3_dlc29_skv_thanquol_add_magic_1	wh3_dlc29_magic_create_undercity_piece_c_1	false	Magic Plans - Part of Combo Pieces to complete plan	0
wh3_dlc29_skv_thanquol_add_magic_1	wh3_dlc29_magic_create_undercity_piece_d_1	false	Magic Plans - Part of Combo Pieces to complete plan	0
wh3_dlc29_bundle_magic_draw_combo_piece	wh3_dlc29_magic_draw_combo_piece	false	Dummy Effect Bundle for Description	0
wh3_dlc29_skv_bundle_cooldown_4	wh3_dlc29_magic_draw_combo_piece	false	Dummy Effect Bundles for Description	4
wh3_dlc29_skv_magic_add_token_from_combo_piece_set	wh3_dlc29_magic_draw_combo_piece	false	Magic Plan - Draw Combo Piece	0
wh3_dlc29_skv_bundle_thanquol_pull_moon	wh3_dlc29_magic_pull_moon_1	false	Dummy Effect Bundle for Description	1
wh3_dlc29_skv_magic_thanquol_lose_warpstone_100	wh3_dlc29_magic_pull_moon_1	false	Magic Combo Piece - Lose Warpstone	0
wh3_dlc29_skv_thanquol_add_magic_1	wh3_dlc29_magic_pull_moon_1	false	Magic Plans - Part of Combo Pieces to complete plan	0
wh3_dlc29_skv_thanquol_pull_moon	wh3_dlc29_magic_pull_moon_1	false		0
wh3_dlc29_skv_magic_pull_moon_filler_token_food	wh3_dlc29_magic_pull_moon_filler_token_food	false	Effect Bundle post-plan	0
wh3_dlc29_skv_magic_pull_moon_filler_token_food_dummy	wh3_dlc29_magic_pull_moon_filler_token_food	false	Dummy Effect Bundle for Description	1
wh3_dlc29_skv_magic_thanquol_add_warpstone_30	wh3_dlc29_magic_pull_moon_filler_token_food	false	Magic Plan - Warpstone for Pull Moon	2
wh3_dlc29_skv_magic_pull_moon_filler_token_recruitment_slots	wh3_dlc29_magic_pull_moon_filler_token_recruitment_slots	false	Effect Bundle post-plan	0
wh3_dlc29_skv_magic_pull_moon_filler_token_recruitment_slots_dummy	wh3_dlc29_magic_pull_moon_filler_token_recruitment_slots	false	Dummy Effect Bundle for Description	1
wh3_dlc29_skv_magic_thanquol_add_warpstone_50	wh3_dlc29_magic_pull_moon_filler_token_recruitment_slots	false	Magic Plan - Warpstone for Pull Moon	2
wh3_dlc29_skv_magic_pull_moon_filler_token_skaven_corruption	wh3_dlc29_magic_pull_moon_filler_token_skaven_corruption	false	Effect Bundle post-plan	0
wh3_dlc29_skv_magic_pull_moon_filler_token_skaven_corruption_dummy	wh3_dlc29_magic_pull_moon_filler_token_skaven_corruption	false	Dummy Effect Bundle for Description	1
wh3_dlc29_skv_magic_thanquol_add_warpstone_100	wh3_dlc29_magic_pull_moon_filler_token_skaven_corruption	false	Magic Plan - Warpstone for Pull Moon	2
wh3_dlc29_skv_chaotic_plan_modify_warpstone_reward_gdp_percentage_50	wh3_dlc29_magic_pull_moon_filler_token_warpstone	false	Magic Plan - Warpstone for Pull Moon	0
wh3_dlc29_skv_magic_thanquol_lose_warpstone_500	wh3_dlc29_magic_pull_moon_piece_a_1	false	Magic Combo Piece - Lose Warpstone	1
wh3_dlc29_skv_thanquol_add_magic_1	wh3_dlc29_magic_pull_moon_piece_a_1	false	Magic Plans - Part of Combo Pieces to complete plan	0
wh3_dlc29_skv_magic_thanquol_lose_warpstone_500	wh3_dlc29_magic_pull_moon_piece_b_1	false	Magic Combo Piece - Lose Warpstone	1
wh3_dlc29_skv_thanquol_add_magic_1	wh3_dlc29_magic_pull_moon_piece_b_1	false	Magic Plans - Part of Combo Pieces to complete plan	0
wh3_dlc29_skv_magic_thanquol_lose_warpstone_500	wh3_dlc29_magic_pull_moon_piece_c_1	false	Magic Combo Piece - Lose Warpstone	1
wh3_dlc29_skv_thanquol_add_magic_1	wh3_dlc29_magic_pull_moon_piece_c_1	false	Magic Plans - Part of Combo Pieces to complete plan	0
wh3_dlc29_skv_magic_thanquol_lose_warpstone_500	wh3_dlc29_magic_pull_moon_piece_d_1	false	Magic Combo Piece - Lose Warpstone	1
wh3_dlc29_skv_thanquol_add_magic_1	wh3_dlc29_magic_pull_moon_piece_d_1	false	Magic Plans - Part of Combo Pieces to complete plan	0
wh3_dlc29_skv_hidden_chaotic_draw_1	wh3_dlc29_magic_red_chaos_corruption_1	false	Hidden 2% chance for purple or red token	0
wh3_dlc29_skv_magic_red_chaos_corruption_1	wh3_dlc29_magic_red_chaos_corruption_1	false	Effect Bundle - Corruption Factionwide	1
wh3_dlc29_skv_thanquol_add_alarm_1	wh3_dlc29_magic_red_chaos_corruption_1	false	Any Plan - Alarm	0
wh3_dlc29_skv_hidden_chaotic_draw_1	wh3_dlc29_magic_red_chaos_corruption_2	false	Hidden 2% chance for purple or red token	0
wh3_dlc29_skv_magic_red_chaos_corruption_2	wh3_dlc29_magic_red_chaos_corruption_2	false	Effect Bundle - Corruption Factionwide	1
wh3_dlc29_skv_thanquol_add_alarm_1	wh3_dlc29_magic_red_chaos_corruption_2	false	Any Plan - Alarm	0
wh3_dlc29_skv_hidden_chaotic_draw_1	wh3_dlc29_magic_red_chaos_corruption_3	false	Hidden 2% chance for purple or red token	0
wh3_dlc29_skv_magic_red_chaos_corruption_3	wh3_dlc29_magic_red_chaos_corruption_3	false	Effect Bundle - Corruption Factionwide	1
wh3_dlc29_skv_thanquol_add_alarm_2	wh3_dlc29_magic_red_chaos_corruption_3	false	Any Plan - Alarm	0
wh3_dlc29_skv_hidden_chaotic_draw_1	wh3_dlc29_magic_red_elite_chaos_corruption_1	false	Hidden 2% chance for purple or red token	0
wh3_dlc29_skv_magic_red_chaos_corruption_3	wh3_dlc29_magic_red_elite_chaos_corruption_1	false	Effect Bundle - Corruption Factionwide	1
wh3_dlc29_skv_thanquol_add_alarm_2	wh3_dlc29_magic_red_elite_chaos_corruption_1	false	Any Plan - Alarm	0
wh3_dlc29_skv_hidden_chaotic_draw_1	wh3_dlc29_magic_red_elite_khorne_corruption_1	false	Hidden 2% chance for purple or red token	0
wh3_dlc29_skv_magic_red_khorne_corruption_1	wh3_dlc29_magic_red_elite_khorne_corruption_1	false	Effect Bundle - Corruption Factionwide	1
wh3_dlc29_skv_thanquol_add_alarm_2	wh3_dlc29_magic_red_elite_khorne_corruption_1	false	Any Plan - Alarm	0
wh3_dlc29_skv_hidden_chaotic_draw_1	wh3_dlc29_magic_red_elite_nurgle_corruption_1	false	Hidden 2% chance for purple or red token	0
wh3_dlc29_skv_magic_red_nurgle_corruption_1	wh3_dlc29_magic_red_elite_nurgle_corruption_1	false	Effect Bundle - Corruption Factionwide	1
wh3_dlc29_skv_thanquol_add_alarm_2	wh3_dlc29_magic_red_elite_nurgle_corruption_1	false	Any Plan - Alarm	0
wh3_dlc29_skv_hidden_chaotic_draw_1	wh3_dlc29_magic_red_elite_slaanesh_corruption_1	false	Hidden 2% chance for purple or red token	0
wh3_dlc29_skv_magic_red_slaanesh_corruption_1	wh3_dlc29_magic_red_elite_slaanesh_corruption_1	false	Effect Bundle - Corruption Factionwide	1
wh3_dlc29_skv_thanquol_add_alarm_2	wh3_dlc29_magic_red_elite_slaanesh_corruption_1	false	Any Plan - Alarm	0
wh3_dlc29_skv_hidden_chaotic_draw_1	wh3_dlc29_magic_red_elite_tzeentch_corruption_1	false	Hidden 2% chance for purple or red token	0
wh3_dlc29_skv_magic_red_tzeentch_corruption_1	wh3_dlc29_magic_red_elite_tzeentch_corruption_1	false	Effect Bundle - Corruption Factionwide	1
wh3_dlc29_skv_thanquol_add_alarm_2	wh3_dlc29_magic_red_elite_tzeentch_corruption_1	false	Any Plan - Alarm	0
wh3_dlc29_skv_hidden_chaotic_draw_1	wh3_dlc29_magic_red_enemy_verminlord_corruptor_1	false	Hidden 2% chance for purple or red token	0
wh3_dlc29_skv_magic_red_enemy_verminlord_corruptor_1	wh3_dlc29_magic_red_enemy_verminlord_corruptor_1	false	Fake Effect Bundle for Description	1
wh3_dlc29_skv_magic_thanquol_lose_warpstone_100	wh3_dlc29_magic_red_enemy_verminlord_corruptor_1	false	Lose Warpstone	1
wh3_dlc29_skv_spawn_corruptor_verminlord_army_scripted	wh3_dlc29_magic_red_enemy_verminlord_corruptor_1	false		0
wh3_dlc29_skv_thanquol_add_alarm_1	wh3_dlc29_magic_red_enemy_verminlord_corruptor_1	false	Any Plan - Alarm	0
wh3_dlc29_skv_hidden_chaotic_draw_1	wh3_dlc29_magic_red_enemy_verminlord_deceiver_1	false	Hidden 2% chance for purple or red token	0
wh3_dlc29_skv_magic_red_enemy_verminlord_deceiver_1	wh3_dlc29_magic_red_enemy_verminlord_deceiver_1	false	Fake Effect Bundle for Description	1
wh3_dlc29_skv_magic_thanquol_lose_warpstone_100	wh3_dlc29_magic_red_enemy_verminlord_deceiver_1	false	Lose Warpstone	1
wh3_dlc29_skv_spawn_deceiver_verminlord_army_scripted	wh3_dlc29_magic_red_enemy_verminlord_deceiver_1	false		0
wh3_dlc29_skv_thanquol_add_alarm_1	wh3_dlc29_magic_red_enemy_verminlord_deceiver_1	false	Any Plan - Alarm	0
wh3_dlc29_skv_hidden_chaotic_draw_1	wh3_dlc29_magic_red_enemy_verminlord_warbringer_1	false	Hidden 2% chance for purple or red token	0
wh3_dlc29_skv_magic_red_enemy_verminlord_warbringer_1	wh3_dlc29_magic_red_enemy_verminlord_warbringer_1	false	Fake Effect Bundle for Description	1
wh3_dlc29_skv_magic_thanquol_lose_warpstone_100	wh3_dlc29_magic_red_enemy_verminlord_warbringer_1	false	Lose Warpstone	1
wh3_dlc29_skv_spawn_warbringer_verminlord_army_scripted	wh3_dlc29_magic_red_enemy_verminlord_warbringer_1	false		0
wh3_dlc29_skv_thanquol_add_alarm_1	wh3_dlc29_magic_red_enemy_verminlord_warbringer_1	false	Any Plan - Alarm	0
wh3_dlc29_skv_hidden_chaotic_draw_1	wh3_dlc29_magic_red_enemy_verminlord_warpseer_1	false	Hidden 2% chance for purple or red token	0
wh3_dlc29_skv_magic_red_enemy_verminlord_warpseer_1	wh3_dlc29_magic_red_enemy_verminlord_warpseer_1	false	Fake Effect Bundle for Description	1
wh3_dlc29_skv_magic_thanquol_lose_warpstone_100	wh3_dlc29_magic_red_enemy_verminlord_warpseer_1	false	Lose Warpstone	1
