entity_type	metadata_tag	vfx_filter	sound_event_battle_start	sound_event_battle_stop	sound_event_campaign_start	culling_distance_override	sound_event_campaign_stop	vocalisation_bank_split
wh2_def_elf_female_default_LH	Vocalisation_Humanoid_Female_Idle_Scream	0	Battle_Individual_Vocalisation_Elf_Female_Dark_Default_Idle_Scream		Campaign_Individual_Vocalisation_Elf_Female_Dark_Default_Idle_Scream	120.0000		dark_elves
wh2_def_elf_female_default_LORD	Vocalisation_Humanoid_Female_Idle_Scream	0	Battle_Individual_Vocalisation_Elf_Female_Dark_Default_Idle_Scream		Campaign_Individual_Vocalisation_Elf_Female_Dark_Default_Idle_Scream	120.0000		dark_elves
wh2_dlc10_def_elf_female_sisters_of_slaughter	Vocalisation_Humanoid_Female_Idle_Scream	0	Battle_Individual_Vocalisation_Elf_Female_Dark_Default_Idle_Scream		Campaign_Individual_Vocalisation_Elf_Female_Dark_Default_Idle_Scream	120.0000		dark_elves
wh2_dlc11_cst_Aranessa_LORD	Vocalisation_Humanoid_Female_Idle_Scream	0	Battle_Individual_Vocalisation_Aranessa_Scream		Campaign_Individual_Vocalisation_Aranessa_Scream	120.0000		vampire_coast
wh2_dlc11_cst_Fleet_Ad_female_LORD	Vocalisation_Humanoid_Female_Idle_Scream	0	Play_Battle_Individual_Vocalisation_FA_Female_Scream		Campaign_Individual_Vocalisation_FA_Female_Idle_Scream	120.0000		vampire_coast
wh2_dlc11_cst_fleet_captain_female_LH	Vocalisation_Humanoid_Female_Idle_Scream	0	Battle_Individual_Vocalisation_Vampire_fleet_Captain_Scream		Campaign_Individual_Vocalisation_Vampire_Fleet_Captain_Female_Idle_Scream	120.0000		vampire_coast
wh2_dlc16_wef_arahan_LORD	Vocalisation_Humanoid_Female_Idle_Scream	0	Battle_Individual_Vocalisation_WEF_Arahan_Idle_Scream			120.0000		wood_elves
wh2_dlc16_wef_gladecaptain_LH	Vocalisation_Humanoid_Female_Idle_Scream	0	Battle_Individual_Vocalisation_Elf_Female_Glade_Captain_Idle_Scream		Play_Campaign_Individual_Vocalisation_Elf_Female_Glade_Captain_Idle_Scream	120.0000		wood_elves
wh2_dlc16_wef_naestra_LORD	Vocalisation_Humanoid_Female_Idle_Scream	0	Battle_Individual_Vocalisation_WEF_Naestra_Idle_Scream		Campaign_Individual_Vocalisation_Wood_Elf_Sisters_Of_Twilight_Default_Idle_Scream	120.0000		wood_elves
wh2_dlc16_wef_spellweaver_LORD	Vocalisation_Humanoid_Female_Idle_Scream	0	Battle_Individual_Vocalisation_Elf_Female_Spellweaver_Idle_Scream		Play_Campaign_Individual_Vocalisation_Elf_Female_Spellweaver_Idle_Scream	120.0000		wood_elves
wh2_dlc_tmb_khalida_LORD	Vocalisation_Humanoid_Female_Idle_Scream	0	Battle_Individual_Vocalisation_Khalida_Idle_Scream		Campaign_Individual_Vocalisation_Khalida_Idle_Scream	120.0000		tomb_kings
wh2_hef_elf_female_default	Vocalisation_Humanoid_Female_Idle_Scream	0	Battle_Individual_Vocalisation_Elf_Female_High_Default_Idle_Scream		Campaign_Individual_Vocalisation_Elf_Female_High_Default_Idle_Scream	120.0000		high_elves
wh2_hef_elf_female_default_LH	Vocalisation_Humanoid_Female_Idle_Scream	0	Battle_Individual_Vocalisation_Elf_Female_High_Default_Idle_Scream		Campaign_Individual_Vocalisation_Elf_Female_High_Default_Idle_Scream	120.0000		high_elves
wh2_hef_female_Alarielle_LORD	Vocalisation_Humanoid_Female_Idle_Scream	0	Battle_Individual_Vocalisation_Elf_Female_High_Default_Idle_Scream		Campaign_Individual_Vocalisation_Elf_Female_High_Default_Idle_Scream	120.0000		high_elves
wh3_dlc23_ksl_Ulrika_Hero	Vocalisation_Humanoid_Female_Idle_Scream	0	Battle_Individual_Vocalisation_Kislev_Ulrika_Idle_Scream			120.0000		kislev
wh3_dlc25_emp_elspeth_von_draken_LORD	Vocalisation_Humanoid_Female_Idle_Scream	0	Battle_Individual_Vocalisation_elspeth_von_draken_scream			120.0000		empire
wh3_sla_cultist_LH	Vocalisation_Humanoid_Female_Idle_Scream	0	Battle_Individual_Vocalisation_Slaanesh_Cultist_Scream			120.0000		slaanesh
wh_dlc16_wef_elf_female_bladesinger	Vocalisation_Humanoid_Female_Idle_Scream	0	Battle_Individual_Vocalisation_Elf_Female_Idle_Scream		Campaign_Individual_Vocalisation_Elf_Female_Idle_Scream	120.0000		wood_elves
wh_dlc_wef_elf_female	Vocalisation_Humanoid_Female_Idle_Scream	0	Battle_Individual_Vocalisation_Elf_Female_Idle_Scream		Campaign_Individual_Vocalisation_Elf_Female_Idle_Scream	120.0000		wood_elves
wh_dlc_wef_elf_female_LH	Vocalisation_Humanoid_Female_Idle_Scream	0	Battle_Individual_Vocalisation_Elf_Female_Idle_Scream		Campaign_Individual_Vocalisation_Elf_Female_Idle_Scream	120.0000		wood_elves
wh_human_female_LH	Vocalisation_Humanoid_Female_Idle_Scream	0	Battle_Individual_Vocalisation_Human_Female_Idle_Scream		Campaign_Individual_Vocalisation_Human_Female_Idle_Scream	120.0000		humans
wh_vampire_female	Vocalisation_Humanoid_Female_Idle_Scream	0	Battle_Individual_Vocalisation_Vampire_Female_Idle_Scream		Campaign_Individual_Vocalisation_Vampire_Female_Idle_Scream	120.0000		vampire_counts
wh_vampire_female_LH	Vocalisation_Humanoid_Female_Idle_Scream	0	Battle_Individual_Vocalisation_Vampire_Female_Idle_Scream		Campaign_Individual_Vocalisation_Vampire_Female_Idle_Scream	120.0000		vampire_counts
wh_vampire_female_LORD	Vocalisation_Humanoid_Female_Idle_Scream	0	Battle_Individual_Vocalisation_Vampire_Female_Idle_Scream		Campaign_Individual_Vocalisation_Vampire_Female_Idle_Scream	120.0000		vampire_counts
wh2_def_elf_female_default	Vocalisation_Humanoid_Female_Jump	0	Battle_Individual_Vocalisation_Elf_Female_Dark_Default_Jump		Campaign_Individual_Vocalisation_Elf_Female_Dark_Default_Jump	120.0000		dark_elves
wh2_def_elf_female_default_LH	Vocalisation_Humanoid_Female_Jump	0	Battle_Individual_Vocalisation_Elf_Female_Dark_Default_Jump		Campaign_Individual_Vocalisation_Elf_Female_Dark_Default_Jump	120.0000		dark_elves
wh2_def_elf_female_default_LORD	Vocalisation_Humanoid_Female_Jump	0	Battle_Individual_Vocalisation_Elf_Female_Dark_Default_Jump		Campaign_Individual_Vocalisation_Elf_Female_Dark_Default_Jump	120.0000		dark_elves
wh2_dlc10_def_elf_female_sisters_of_slaughter	Vocalisation_Humanoid_Female_Jump	0	Battle_Individual_Vocalisation_Elf_Female_Dark_Default_Jump		Campaign_Individual_Vocalisation_Elf_Female_Dark_Default_Jump	120.0000		dark_elves
wh2_dlc11_cst_Aranessa_LORD	Vocalisation_Humanoid_Female_Jump	0	Battle_Individual_Vocalisation_Aranessa_Melee_Swing		Campaign_Individual_Vocalisation_Aranessa_Jump	120.0000		vampire_coast
wh2_dlc11_cst_Fleet_Ad_female_LORD	Vocalisation_Humanoid_Female_Jump	0	Play_Battle_Individual_Vocalisation_FA_Female_Jump		Campaign_Individual_Vocalisation_FA_Female_Jump	120.0000		vampire_coast
wh2_dlc11_cst_fleet_captain_female_LH	Vocalisation_Humanoid_Female_Jump	0	Battle_Individual_Vocalisation_Vampire_fleet_Captain_Jump		Campaign_Individual_Vocalisation_Vampire_Fleet_Captain_Female_Jump	120.0000		vampire_coast
wh2_dlc16_wef_arahan_LORD	Vocalisation_Humanoid_Female_Jump	0	Battle_Individual_Vocalisation_WEF_Arahan_Jump			120.0000		wood_elves
wh2_dlc16_wef_gladecaptain_LH	Vocalisation_Humanoid_Female_Jump	0	Battle_Individual_Vocalisation_Elf_Female_Glade_Captain_Jump		Play_Campaign_Individual_Vocalisation_Elf_Female_Glade_Captain_Jump	120.0000		wood_elves
wh2_dlc16_wef_naestra_LORD	Vocalisation_Humanoid_Female_Jump	0	Battle_Individual_Vocalisation_WEF_Naestra_Jump		Campaign_Individual_Vocalisation_Wood_Elf_Sisters_Of_Twilight_Default_Jump	120.0000		wood_elves
wh2_dlc16_wef_spellweaver_LORD	Vocalisation_Humanoid_Female_Jump	0	Battle_Individual_Vocalisation_Elf_Female_Spellweaver_Jump		Play_Campaign_Individual_Vocalisation_Elf_Female_Spellweaver_Jump	120.0000		wood_elves
wh2_dlc_tmb_khalida_LORD	Vocalisation_Humanoid_Female_Jump	0	Battle_Individual_Vocalisation_Khalida_Jump		Campaign_Individual_Vocalisation_Khalida_Jump	120.0000		tomb_kings
wh2_hef_elf_female_default	Vocalisation_Humanoid_Female_Jump	0	Battle_Individual_Vocalisation_Elf_Female_High_Default_Jump		Campaign_Individual_Vocalisation_Elf_Female_High_Default_Jump	120.0000		high_elves
wh2_hef_elf_female_default_LH	Vocalisation_Humanoid_Female_Jump	0	Battle_Individual_Vocalisation_Elf_Female_High_Default_Jump		Campaign_Individual_Vocalisation_Elf_Female_High_Default_Jump	120.0000		high_elves
wh2_hef_female_Alarielle_LORD	Vocalisation_Humanoid_Female_Jump	0	Battle_Individual_Vocalisation_Elf_Female_High_Default_Jump		Campaign_Individual_Vocalisation_Elf_Female_High_Default_Jump	120.0000		high_elves
wh3_dlc25_emp_elspeth_von_draken_LORD	Vocalisation_Humanoid_Female_Jump	0	Battle_Individual_Vocalisation_elspeth_von_draken_tense			120.0000		empire
wh3_sla_cultist_LH	Vocalisation_Humanoid_Female_Jump	0	Battle_Individual_Vocalisation_Slaanesh_Cultist_Jump			120.0000		slaanesh
wh_dlc16_wef_elf_female_bladesinger	Vocalisation_Humanoid_Female_Jump	0	Battle_Individual_Vocalisation_Elf_Female_Jump		Campaign_Individual_Vocalisation_Elf_Female_Jump	120.0000		wood_elves
wh_dlc_wef_elf_female	Vocalisation_Humanoid_Female_Jump	0	Battle_Individual_Vocalisation_Elf_Female_Jump		Campaign_Individual_Vocalisation_Elf_Female_Jump	120.0000		wood_elves
wh_dlc_wef_elf_female_LH	Vocalisation_Humanoid_Female_Jump	0	Battle_Individual_Vocalisation_Elf_Female_Jump		Campaign_Individual_Vocalisation_Elf_Female_Jump	120.0000		wood_elves
wh_human_female_LH	Vocalisation_Humanoid_Female_Jump	0	Battle_Individual_Vocalisation_Human_Female_Jump		Campaign_Individual_Vocalisation_Human_Female_Jump	120.0000		humans
wh_vampire_female	Vocalisation_Humanoid_Female_Jump	0	Battle_Individual_Vocalisation_Vampire_Female_Jump		Campaign_Individual_Vocalisation_Vampire_Female_Jump	120.0000		vampire_counts
wh_vampire_female_LH	Vocalisation_Humanoid_Female_Jump	0	Battle_Individual_Vocalisation_Vampire_Female_Jump		Campaign_Individual_Vocalisation_Vampire_Female_Jump	120.0000		vampire_counts
wh_vampire_female_LORD	Vocalisation_Humanoid_Female_Jump	0	Battle_Individual_Vocalisation_Vampire_Female_Jump		Campaign_Individual_Vocalisation_Vampire_Female_Jump	120.0000		vampire_counts
wh2_def_elf_female_default	Vocalisation_Humanoid_Female_Land	0	Battle_Individual_Vocalisation_Elf_Female_Dark_Default_Land		Campaign_Individual_Vocalisation_Elf_Female_Dark_Default_Land	120.0000		dark_elves
wh2_def_elf_female_default_LH	Vocalisation_Humanoid_Female_Land	0	Battle_Individual_Vocalisation_Elf_Female_Dark_Default_Land		Campaign_Individual_Vocalisation_Elf_Female_Dark_Default_Land	120.0000		dark_elves
wh2_def_elf_female_default_LORD	Vocalisation_Humanoid_Female_Land	0	Battle_Individual_Vocalisation_Elf_Female_Dark_Default_Land		Campaign_Individual_Vocalisation_Elf_Female_Dark_Default_Land	120.0000		dark_elves
wh2_dlc10_def_elf_female_sisters_of_slaughter	Vocalisation_Humanoid_Female_Land	0	Battle_Individual_Vocalisation_Elf_Female_Dark_Default_Land		Campaign_Individual_Vocalisation_Elf_Female_Dark_Default_Land	120.0000		dark_elves
wh2_dlc11_cst_Aranessa_LORD	Vocalisation_Humanoid_Female_Land	0	Battle_Individual_Vocalisation_Aranessa_Pain		Campaign_Individual_Vocalisation_Aranessa_Land	120.0000		vampire_coast
wh2_dlc11_cst_Fleet_Ad_female_LORD	Vocalisation_Humanoid_Female_Land	0	Play_Battle_Individual_Vocalisation_FA_Female_Land		Campaign_Individual_Vocalisation_FA_Female_Land	120.0000		vampire_coast
wh2_dlc11_cst_fleet_captain_female_LH	Vocalisation_Humanoid_Female_Land	0	Battle_Individual_Vocalisation_Vampire_fleet_Captain_Land		Campaign_Individual_Vocalisation_Vampire_Fleet_Captain_Female_Land	120.0000		vampire_coast
wh2_dlc16_wef_arahan_LORD	Vocalisation_Humanoid_Female_Land	0	Battle_Individual_Vocalisation_WEF_Arahan_Pain			120.0000		wood_elves
wh2_dlc16_wef_gladecaptain_LH	Vocalisation_Humanoid_Female_Land	0	Battle_Individual_Vocalisation_Elf_Female_Glade_Captain_Land		Play_Campaign_Individual_Vocalisation_Elf_Female_Glade_Captain_Land	120.0000		wood_elves
wh2_dlc16_wef_naestra_LORD	Vocalisation_Humanoid_Female_Land	0	Battle_Individual_Vocalisation_WEF_Naestra_Pain		Campaign_Individual_Vocalisation_Wood_Elf_Sisters_Of_Twilight_Default_Pain	120.0000		wood_elves
wh2_dlc16_wef_spellweaver_LORD	Vocalisation_Humanoid_Female_Land	0	Battle_Individual_Vocalisation_Elf_Female_Spellweaver_Land		Play_Campaign_Individual_Vocalisation_Elf_Female_Spellweaver_Land	120.0000		wood_elves
wh2_dlc_tmb_khalida_LORD	Vocalisation_Humanoid_Female_Land	0	Battle_Individual_Vocalisation_Khalida_Land		Campaign_Individual_Vocalisation_Khalida_Land	120.0000		tomb_kings
wh2_hef_elf_female_default	Vocalisation_Humanoid_Female_Land	0	Battle_Individual_Vocalisation_Elf_Female_High_Default_Land		Campaign_Individual_Vocalisation_Elf_Female_High_Default_Land	120.0000		high_elves
wh2_hef_elf_female_default_LH	Vocalisation_Humanoid_Female_Land	0	Battle_Individual_Vocalisation_Elf_Female_High_Default_Land		Campaign_Individual_Vocalisation_Elf_Female_High_Default_Land	120.0000		high_elves
wh2_hef_female_Alarielle_LORD	Vocalisation_Humanoid_Female_Land	0	Battle_Individual_Vocalisation_Elf_Female_High_Default_Land		Campaign_Individual_Vocalisation_Elf_Female_High_Default_Land	120.0000		high_elves
wh3_dlc25_emp_elspeth_von_draken_LORD	Vocalisation_Humanoid_Female_Land	0	Battle_Individual_Vocalisation_elspeth_von_draken_release			120.0000		empire
wh3_sla_cultist_LH	Vocalisation_Humanoid_Female_Land	0	Battle_Individual_Vocalisation_Slaanesh_Cultist_Land			120.0000		slaanesh
wh_dlc16_wef_elf_female_bladesinger	Vocalisation_Humanoid_Female_Land	0	Battle_Individual_Vocalisation_Elf_Female_Land		Campaign_Individual_Vocalisation_Elf_Female_Land	120.0000		wood_elves
wh_dlc_wef_elf_female	Vocalisation_Humanoid_Female_Land	0	Battle_Individual_Vocalisation_Elf_Female_Land		Campaign_Individual_Vocalisation_Elf_Female_Land	120.0000		wood_elves
wh_dlc_wef_elf_female_LH	Vocalisation_Humanoid_Female_Land	0	Battle_Individual_Vocalisation_Elf_Female_Land		Campaign_Individual_Vocalisation_Elf_Female_Land	120.0000		wood_elves
wh_human_female_LH	Vocalisation_Humanoid_Female_Land	0	Battle_Individual_Vocalisation_Human_Female_Land		Campaign_Individual_Vocalisation_Human_Female_Land	120.0000		humans
wh_vampire_female	Vocalisation_Humanoid_Female_Land	0	Battle_Individual_Vocalisation_Vampire_Female_Land		Campaign_Individual_Vocalisation_Vampire_Female_Land	120.0000		vampire_counts
wh_vampire_female_LH	Vocalisation_Humanoid_Female_Land	0	Battle_Individual_Vocalisation_Vampire_Female_Land		Campaign_Individual_Vocalisation_Vampire_Female_Land	120.0000		vampire_counts
wh_vampire_female_LORD	Vocalisation_Humanoid_Female_Land	0	Battle_Individual_Vocalisation_Vampire_Female_Land		Campaign_Individual_Vocalisation_Vampire_Female_Land	120.0000		vampire_counts
wh2_def_elf_female_default	Vocalisation_Humanoid_Female_Matched_Death	0	Battle_Individual_Vocalisation_Elf_Female_Dark_Default_Matched_Death		Campaign_Individual_Vocalisation_Elf_Female_Dark_Default_Death	120.0000		dark_elves
wh2_def_elf_female_default_LH	Vocalisation_Humanoid_Female_Matched_Death	0	Battle_Individual_Vocalisation_Elf_Female_Dark_Default_Matched_Death		Campaign_Individual_Vocalisation_Elf_Female_Dark_Default_Death	120.0000		dark_elves
wh2_def_elf_female_default_LORD	Vocalisation_Humanoid_Female_Matched_Death	0	Battle_Individual_Vocalisation_Elf_Female_Dark_Default_Matched_Death		Campaign_Individual_Vocalisation_Elf_Female_Dark_Default_Death	120.0000		dark_elves
wh2_dlc10_def_elf_female_sisters_of_slaughter	Vocalisation_Humanoid_Female_Matched_Death	0	Battle_Individual_Vocalisation_Elf_Female_Dark_Default_Matched_Death		Campaign_Individual_Vocalisation_Elf_Female_Dark_Default_Death	120.0000		dark_elves
wh2_dlc11_cst_Aranessa_LORD	Vocalisation_Humanoid_Female_Matched_Death	0	Battle_Individual_Vocalisation_Aranessa_Death		Campaign_Individual_Vocalisation_Aranessa_Death	120.0000		vampire_coast
wh2_dlc11_cst_Fleet_Ad_female_LORD	Vocalisation_Humanoid_Female_Matched_Death	0	Play_Battle_Individual_Vocalisation_FA_Female_Death		Campaign_Individual_Vocalisation_FA_Female_Death	120.0000		vampire_coast
wh2_dlc11_cst_fleet_captain_female_LH	Vocalisation_Humanoid_Female_Matched_Death	0	Battle_Individual_Vocalisation_Vampire_fleet_Captain_Death		Campaign_Individual_Vocalisation_Vampire_Fleet_Captain_Female_Death	120.0000		vampire_coast
wh2_dlc16_wef_arahan_LORD	Vocalisation_Humanoid_Female_Matched_Death	0	Battle_Individual_Vocalisation_WEF_Arahan_Death			120.0000		wood_elves
wh2_dlc16_wef_gladecaptain_LH	Vocalisation_Humanoid_Female_Matched_Death	0	Battle_Individual_Vocalisation_Elf_Female_Glade_Captain_Death		Play_Campaign_Individual_Vocalisation_Elf_Female_Glade_Captain_Death	120.0000		wood_elves
wh2_dlc16_wef_naestra_LORD	Vocalisation_Humanoid_Female_Matched_Death	0	Battle_Individual_Vocalisation_WEF_Naestra_Death		Campaign_Individual_Vocalisation_Wood_Elf_Sisters_Of_Twilight_Default_Death	120.0000		wood_elves
wh2_dlc16_wef_spellweaver_LORD	Vocalisation_Humanoid_Female_Matched_Death	0	Battle_Individual_Vocalisation_Elf_Female_Spellweaver_Death		Play_Campaign_Individual_Vocalisation_Elf_Female_Spellweaver_Death	120.0000		wood_elves
wh2_dlc_tmb_khalida_LORD	Vocalisation_Humanoid_Female_Matched_Death	0	Battle_Individual_Vocalisation_Khalida_Death		Campaign_Individual_Vocalisation_Khalida_Death	120.0000		tomb_kings
wh2_hef_elf_female_default	Vocalisation_Humanoid_Female_Matched_Death	0	Battle_Individual_Vocalisation_Elf_Female_High_Default_Matched_Death		Campaign_Individual_Vocalisation_Elf_Female_High_Default_Death	120.0000		high_elves
wh2_hef_elf_female_default_LH	Vocalisation_Humanoid_Female_Matched_Death	0	Battle_Individual_Vocalisation_Elf_Female_High_Default_Matched_Death		Campaign_Individual_Vocalisation_Elf_Female_High_Default_Death	120.0000		high_elves
wh2_hef_female_Alarielle_LORD	Vocalisation_Humanoid_Female_Matched_Death	0	Battle_Individual_Vocalisation_Elf_Female_High_Default_Matched_Death		Campaign_Individual_Vocalisation_Elf_Female_High_Default_Death	120.0000		high_elves
wh3_dlc25_emp_elspeth_von_draken_LORD	Vocalisation_Humanoid_Female_Matched_Death	0	Battle_Individual_Vocalisation_elspeth_von_draken_death			120.0000		empire
wh3_sla_cultist_LH	Vocalisation_Humanoid_Female_Matched_Death	0	Battle_Individual_Vocalisation_Slaanesh_Cultist_Death			120.0000		slaanesh
wh_dlc16_wef_elf_female_bladesinger	Vocalisation_Humanoid_Female_Matched_Death	0	Battle_Individual_Vocalisation_Elf_Female_Death		Campaign_Individual_Vocalisation_Elf_Female_Death	120.0000		wood_elves
wh_dlc_wef_elf_female	Vocalisation_Humanoid_Female_Matched_Death	0	Battle_Individual_Vocalisation_Elf_Female_Death		Campaign_Individual_Vocalisation_Elf_Female_Death	120.0000		wood_elves
wh_dlc_wef_elf_female_LH	Vocalisation_Humanoid_Female_Matched_Death	0	Battle_Individual_Vocalisation_Elf_Female_Death		Campaign_Individual_Vocalisation_Elf_Female_Death	120.0000		wood_elves
wh_human_female_LH	Vocalisation_Humanoid_Female_Matched_Death	0	Battle_Individual_Vocalisation_Human_Female_Death		Campaign_Individual_Vocalisation_Human_Female_Death	120.0000		humans
wh_vampire_female	Vocalisation_Humanoid_Female_Matched_Death	0	Battle_Individual_Vocalisation_Vampire_Female_Death		Campaign_Individual_Vocalisation_Vampire_Female_Death	120.0000		vampire_counts
wh_vampire_female_LH	Vocalisation_Humanoid_Female_Matched_Death	0	Battle_Individual_Vocalisation_Vampire_Female_Death		Campaign_Individual_Vocalisation_Vampire_Female_Death	120.0000		vampire_counts
wh_vampire_female_LORD	Vocalisation_Humanoid_Female_Matched_Death	0	Battle_Individual_Vocalisation_Vampire_Female_Death		Campaign_Individual_Vocalisation_Vampire_Female_Death	120.0000		vampire_counts
wh2_def_elf_female_default	Vocalisation_Humanoid_Female_Matched_Melee_Swing	0	Battle_Individual_Vocalisation_Elf_Female_Dark_Default_Matched_Melee_Swing		Campaign_Individual_Vocalisation_Elf_Female_Dark_Default_Melee_Swing	120.0000		dark_elves
wh2_def_elf_female_default_LH	Vocalisation_Humanoid_Female_Matched_Melee_Swing	0	Battle_Individual_Vocalisation_Elf_Female_Dark_Default_Matched_Melee_Swing		Campaign_Individual_Vocalisation_Elf_Female_Dark_Default_Melee_Swing	120.0000		dark_elves
wh2_def_elf_female_default_LORD	Vocalisation_Humanoid_Female_Matched_Melee_Swing	0	Battle_Individual_Vocalisation_Elf_Female_Dark_Default_Matched_Melee_Swing		Campaign_Individual_Vocalisation_Elf_Female_Dark_Default_Melee_Swing	120.0000		dark_elves
wh2_dlc10_def_elf_female_sisters_of_slaughter	Vocalisation_Humanoid_Female_Matched_Melee_Swing	0	Battle_Individual_Vocalisation_Elf_Female_Dark_Default_Matched_Melee_Swing		Campaign_Individual_Vocalisation_Elf_Female_Dark_Default_Melee_Swing	120.0000		dark_elves
wh2_dlc11_cst_Aranessa_LORD	Vocalisation_Humanoid_Female_Matched_Melee_Swing	0	Battle_Individual_Vocalisation_Aranessa_Melee_Swing		Campaign_Individual_Vocalisation_Aranessa_Melee_Swing	120.0000		vampire_coast
wh2_dlc11_cst_Fleet_Ad_female_LORD	Vocalisation_Humanoid_Female_Matched_Melee_Swing	0	Play_Battle_Individual_Vocalisation_FA_Female_Melee_Swing		Campaign_Individual_Vocalisation_FA_Female_Melee_Swing	120.0000		vampire_coast
wh2_dlc11_cst_fleet_captain_female_LH	Vocalisation_Humanoid_Female_Matched_Melee_Swing	0	Battle_Individual_Vocalisation_Vampire_fleet_Captain_Melee_Swing		Campaign_Individual_Vocalisation_Vampire_Fleet_Captain_Female_Melee_Swing	120.0000		vampire_coast
wh2_dlc16_wef_arahan_LORD	Vocalisation_Humanoid_Female_Matched_Melee_Swing	0	Battle_Individual_Vocalisation_WEF_Arahan_Melee_Swing			120.0000		wood_elves
wh2_dlc16_wef_gladecaptain_LH	Vocalisation_Humanoid_Female_Matched_Melee_Swing	0	Battle_Individual_Vocalisation_Elf_Female_Glade_Captain_Melee_Swing_LH		Play_Campaign_Individual_Vocalisation_Elf_Female_Glade_Captain_Melee_Swing_LH	0.0000		wood_elves
wh2_dlc16_wef_naestra_LORD	Vocalisation_Humanoid_Female_Matched_Melee_Swing	0	Battle_Individual_Vocalisation_WEF_Naestra_Idle_Melee_Swing		Campaign_Individual_Vocalisation_Wood_Elf_Sisters_Of_Twilight_Default_Idle_Melee_Swing	120.0000		wood_elves
wh2_dlc16_wef_spellweaver_LORD	Vocalisation_Humanoid_Female_Matched_Melee_Swing	0	Battle_Individual_Vocalisation_Elf_Female_Spellweaver_Melee_Swing_LH		Play_Campaign_Individual_Vocalisation_Elf_Female_Spellweaver_Melee_Swing_LH	120.0500		wood_elves
wh2_dlc_tmb_khalida_LORD	Vocalisation_Humanoid_Female_Matched_Melee_Swing	0	Battle_Individual_Vocalisation_Khalida_Melee_Swing		Campaign_Individual_Vocalisation_Khalida_Melee_Swing	120.0000		tomb_kings
wh2_hef_elf_female_default	Vocalisation_Humanoid_Female_Matched_Melee_Swing	0	Battle_Individual_Vocalisation_Elf_Female_High_Default_Matched_Melee_Swing		Campaign_Individual_Vocalisation_Elf_Female_High_Default_Melee_Swing	120.0000		high_elves
wh2_hef_elf_female_default_LH	Vocalisation_Humanoid_Female_Matched_Melee_Swing	0	Battle_Individual_Vocalisation_Elf_Female_High_Default_Matched_Melee_Swing		Campaign_Individual_Vocalisation_Elf_Female_High_Default_Melee_Swing	120.0000		high_elves
wh2_hef_female_Alarielle_LORD	Vocalisation_Humanoid_Female_Matched_Melee_Swing	0	Battle_Individual_Vocalisation_Elf_Female_High_Default_Matched_Melee_Swing		Campaign_Individual_Vocalisation_Elf_Female_High_Default_Melee_Swing	120.0000		high_elves
wh3_dlc25_emp_elspeth_von_draken_LORD	Vocalisation_Humanoid_Female_Matched_Melee_Swing	0	Battle_Individual_Vocalisation_elspeth_von_draken_melee_swing			120.0000		empire
wh3_sla_cultist_LH	Vocalisation_Humanoid_Female_Matched_Melee_Swing	0	Battle_Individual_Vocalisation_Slaanesh_Cultist_Melee_Swing_Short			120.0000		slaanesh
wh_dlc16_wef_elf_female_bladesinger	Vocalisation_Humanoid_Female_Matched_Melee_Swing	0	Battle_Individual_Vocalisation_Elf_Female_Melee_Swing		Campaign_Individual_Vocalisation_Elf_Female_Melee_Swing	120.0000		wood_elves
wh_dlc_wef_elf_female	Vocalisation_Humanoid_Female_Matched_Melee_Swing	0	Battle_Individual_Vocalisation_Elf_Female_Melee_Swing		Campaign_Individual_Vocalisation_Elf_Female_Melee_Swing	120.0000		wood_elves
wh_dlc_wef_elf_female_LH	Vocalisation_Humanoid_Female_Matched_Melee_Swing	0	Battle_Individual_Vocalisation_Elf_Female_Melee_Swing		Campaign_Individual_Vocalisation_Elf_Female_Melee_Swing	120.0000		wood_elves
wh_human_female_LH	Vocalisation_Humanoid_Female_Matched_Melee_Swing	0	Battle_Individual_Vocalisation_Human_Female_Melee_Swing		Campaign_Individual_Vocalisation_Human_Female_Melee_Swing	120.0000		humans
wh_vampire_female	Vocalisation_Humanoid_Female_Matched_Melee_Swing	0	Battle_Individual_Vocalisation_Vampire_Female_Melee_Swing		Campaign_Individual_Vocalisation_Vampire_Female_Melee_Swing	120.0000		vampire_counts
wh_vampire_female_LH	Vocalisation_Humanoid_Female_Matched_Melee_Swing	0	Battle_Individual_Vocalisation_Vampire_Female_Melee_Swing_LH		Campaign_Individual_Vocalisation_Vampire_Female_Melee_Swing	120.0000		vampire_counts
wh_vampire_female_LORD	Vocalisation_Humanoid_Female_Matched_Melee_Swing	0	Battle_Individual_Vocalisation_Vampire_Female_Melee_Swing_LH		Campaign_Individual_Vocalisation_Vampire_Female_Melee_Swing	120.0000		vampire_counts
wh2_def_elf_female_default	Vocalisation_Humanoid_Female_Matched_Pain	0	Battle_Individual_Vocalisation_Elf_Female_Dark_Default_Matched_Pain		Campaign_Individual_Vocalisation_Elf_Female_Dark_Default_Pain	120.0000		dark_elves
wh2_def_elf_female_default_LH	Vocalisation_Humanoid_Female_Matched_Pain	0	Battle_Individual_Vocalisation_Elf_Female_Dark_Default_Matched_Pain		Campaign_Individual_Vocalisation_Elf_Female_Dark_Default_Pain	120.0000		dark_elves
