trait_level	effect	effect_scope	value
wh2_main_trait_def_name_of_power_ca_11_gatesmiter	wh2_main_title_name_of_power_gatesmiter	character_to_character_own	1.0000
wh2_main_trait_def_name_of_power_ca_11_gatesmiter	wh_main_effect_force_stat_leadership_siege_attack	general_to_force_own	10.0000
wh2_main_trait_def_name_of_power_ca_11_gatesmiter	wh_main_effect_force_stat_leadership_siege_attack_enemy	general_to_force_enemy_regionwide	-10.0000
wh2_main_trait_def_name_of_power_ca_12_the_tormentor	wh2_main_title_name_of_power_the_tormentor	character_to_character_own	1.0000
wh2_main_trait_def_name_of_power_ca_12_the_tormentor	wh_main_effect_force_all_campaign_captives	character_to_force_own_unseen	15.0000
wh2_main_trait_def_name_of_power_ca_12_the_tormentor	wh_main_effect_force_all_campaign_post_battle_loot_mod	character_to_character_own	10.0000
wh2_main_trait_def_name_of_power_co_01_blackstone	wh2_main_title_name_of_power_blackstone	character_to_character_own	1.0000
wh2_main_trait_def_name_of_power_co_01_blackstone	wh_main_effect_agent_action_success_chance_enemy	character_to_character_own	-10.0000
wh2_main_trait_def_name_of_power_co_01_blackstone	wh_main_effect_character_stat_physical_resistance	character_to_character_own	15.0000
wh2_main_trait_def_name_of_power_co_02_wyrmscale	wh2_main_title_name_of_power_wyrmscale	character_to_character_own	1.0000
wh2_main_trait_def_name_of_power_co_02_wyrmscale	wh_main_effect_character_stat_armour	character_to_character_own	15.0000
wh2_main_trait_def_name_of_power_co_02_wyrmscale	wh_main_effect_character_stat_melee_defence	character_to_character_own	8.0000
wh2_main_trait_def_name_of_power_co_02_wyrmscale	wh_main_effect_character_stat_speed	character_to_character_own	5.0000
wh2_main_trait_def_name_of_power_co_03_poisonblade	wh2_main_title_name_of_power_poisonblade	character_to_character_own	1.0000
wh2_main_trait_def_name_of_power_co_03_poisonblade	wh_main_effect_character_stat_ammunition	character_to_character_own	25.0000
wh2_main_trait_def_name_of_power_co_03_poisonblade	wh_main_effect_character_stat_enable_poison_attacks	character_to_character_own	1.0000
wh2_main_trait_def_name_of_power_co_03_poisonblade	wh_main_effect_character_stat_melee_attack	character_to_character_own	12.0000
wh2_main_trait_def_name_of_power_co_04_headreaper	wh2_main_title_name_of_power_headreaper	character_to_character_own	1.0000
wh2_main_trait_def_name_of_power_co_04_headreaper	wh_main_effect_character_stat_enable_magic_attacks	character_to_character_own	1.0000
wh2_main_trait_def_name_of_power_co_04_headreaper	wh_main_effect_character_stat_missile_damage	character_to_character_own	10.0000
wh2_main_trait_def_name_of_power_co_04_headreaper	wh_main_effect_character_stat_weapon_strength	character_to_character_own	20.0000
wh2_main_trait_def_name_of_power_co_05_spiteheart	wh2_main_effect_ability_cooldown_deadly_onslaught	character_to_character_own	-50.0000
wh2_main_trait_def_name_of_power_co_05_spiteheart	wh2_main_effect_ability_cooldown_foe_seeker	character_to_character_own	-50.0000
wh2_main_trait_def_name_of_power_co_05_spiteheart	wh2_main_effect_ability_cooldown_volley_of_dark_arrows	character_to_character_own	-50.0000
wh2_main_trait_def_name_of_power_co_05_spiteheart	wh2_main_title_name_of_power_spiteheart	character_to_character_own	1.0000
wh2_main_trait_def_name_of_power_co_06_soulblaze	wh2_main_effect_character_stat_enable_flaming_attacks	character_to_character_own	1.0000
wh2_main_trait_def_name_of_power_co_06_soulblaze	wh2_main_title_name_of_power_soulblaze	character_to_character_own	1.0000
wh2_main_trait_def_name_of_power_co_06_soulblaze	wh_main_effect_character_stat_armour	character_to_character_own	10.0000
wh2_main_trait_def_name_of_power_co_06_soulblaze	wh_main_effect_character_stat_fire_resistance	character_to_character_own	50.0000
wh2_main_trait_def_name_of_power_co_07_bloodscourge	wh2_main_title_name_of_power_bloodscourge	character_to_character_own	1.0000
wh2_main_trait_def_name_of_power_co_07_bloodscourge	wh_dlc08_effect_ability_enable_frenzy	character_to_character_own	1.0000
wh2_main_trait_def_name_of_power_co_07_bloodscourge	wh_main_effect_ability_enable_the_hunger	character_to_character_own	1.0000
wh2_main_trait_def_name_of_power_co_07_bloodscourge	wh_main_effect_character_stat_weapon_strength	character_to_character_own	15.0000
wh2_main_trait_def_name_of_power_co_08_griefbringer	wh2_main_effect_character_stat_enable_discourage_attacks	character_to_character_own	1.0000
wh2_main_trait_def_name_of_power_co_08_griefbringer	wh2_main_title_name_of_power_griefbringer	character_to_character_own	1.0000
wh2_main_trait_def_name_of_power_co_09_the_hand_of_wrath	wh2_main_title_name_of_power_the_hand_of_wrath	character_to_character_own	1.0000
wh2_main_trait_def_name_of_power_co_09_the_hand_of_wrath	wh_dlc03_effect_ability_enable_blood_lust	character_to_character_own	1.0000
wh2_main_trait_def_name_of_power_co_09_the_hand_of_wrath	wh_main_effect_character_stat_charge_bonus_add	character_to_character_own	60.0000
wh2_main_trait_def_name_of_power_co_10_fatedshield	wh2_main_title_name_of_power_fatedshield	character_to_character_own	1.0000
wh2_main_trait_def_name_of_power_co_10_fatedshield	wh_main_effect_character_stat_ward_save	character_to_character_own	10.0000
wh2_main_trait_def_name_of_power_co_11_drakecleaver	wh2_main_title_name_of_power_drakecleaver	character_to_character_own	1.0000
wh2_main_trait_def_name_of_power_co_11_drakecleaver	wh_main_effect_character_stat_bonus_vs_large	character_to_character_own	30.0000
wh2_main_trait_def_name_of_power_co_12_hydrablood	wh2_main_effect_ability_enable_regeneration	character_to_character_own	1.0000
wh2_main_trait_def_name_of_power_co_12_hydrablood	wh2_main_title_name_of_power_hydrablood	character_to_character_own	1.0000
wh2_main_trait_defeated_alberic_de_bordeleaux	wh2_main_effect_character_stat_melee_attack_at_sea	character_to_character_own	15.0000
wh2_main_trait_defeated_archaon_the_everchosen	wh2_dlc10_effect_force_stat_melee_attack_vs_chaos_norsca_beastmen	general_to_force_own	2.0000
wh2_main_trait_defeated_archaon_the_everchosen	wh_main_effect_character_stat_magic_resistance	character_to_character_own	10.0000
wh2_main_trait_defeated_archaon_the_everchosen	wh_main_effect_character_stat_physical_resistance	character_to_character_own	5.0000
wh2_main_trait_defeated_azhag_the_slaughterer	wh_main_effect_character_stat_magic_resistance	character_to_character_own	30.0000
wh2_main_trait_defeated_balthasar_gelt	wh_main_effect_force_stat_armour	general_to_force_own	6.0000
wh2_main_trait_defeated_belegar_ironhammer	wh_main_effect_character_stat_leadership_during_subterranean	character_to_character_own	4.0000
wh2_main_trait_defeated_belegar_ironhammer	wh_main_effect_character_stat_melee_attack_during_subterranean	character_to_character_own	10.0000
wh2_main_trait_defeated_drycha	wh2_main_effect_force_army_campaign_attrition_immunity_athel_loren	general_to_force_own	1.0000
wh2_main_trait_defeated_drycha	wh_main_effect_public_order_characters_negative	character_to_enemy_province	-5.0000
wh2_main_trait_defeated_durthu	wh2_main_effect_character_stat_enable_flaming_attacks_versus_woodelves	character_to_character_own	1.0000
wh2_main_trait_defeated_fay_enchantress	wh_main_effect_force_all_campaign_replenishment_rate	character_to_character_own	10.0000
wh2_main_trait_defeated_grimgor_ironhide	wh_main_effect_character_stat_ap_damage	character_to_character_own	20.0000
wh2_main_trait_defeated_grimgor_ironhide	wh_main_effect_character_stat_armour	character_to_character_own	10.0000
wh2_main_trait_defeated_grombrindal	wh2_main_effect_attribute_enable_causes_terror_vs_dwf	character_to_character_own	1.0000
wh2_main_trait_defeated_heinrich_kemmler	wh_main_effect_force_stat_magic_resistance	general_to_force_own	10.0000
wh2_main_trait_defeated_helmen_ghorst	wh_main_effect_character_stat_enable_poison_attacks	character_to_character_own	1.0000
wh2_main_trait_defeated_isabella_von_carstein	wh2_main_effect_ability_enable_regeneration	character_to_character_own	1.0000
wh2_main_trait_defeated_karl_franz	wh3_dlc20_effect_xp_gain_all_units	general_to_force_own	10.0000
wh2_main_trait_defeated_khazrak_one_eye	wh_main_effect_force_army_campaign_ambush_defence_success_chance	general_to_force_own	20.0000
wh2_main_trait_defeated_khazrak_one_eye	wh_main_effect_general_mod_tunnel_interception_chance	character_to_character_own_armytext	20.0000
wh2_main_trait_defeated_kholek_suneater	wh_main_effect_character_stat_bonus_vs_large	character_to_character_own	20.0000
wh2_main_trait_defeated_kroq_gar	wh_main_effect_character_stat_melee_defence	character_to_character_own	10.0000
wh2_main_trait_defeated_kroq_gar	wh_main_effect_public_order_characters	character_to_province_own	2.0000
wh2_main_trait_defeated_lord_mazdamundi	wh_main_effect_character_stat_leadership_aura_size	character_to_character_own	25.0000
wh2_main_trait_defeated_lord_skrolk	wh_dlc05_effect_force_army_campaign_attrition_swamp_immunity	general_to_force_own	1.0000
wh2_main_trait_defeated_lord_skrolk	wh_main_effect_public_order_characters_negative	character_to_enemy_province	-5.0000
wh2_main_trait_defeated_louen_leoncouer	wh_main_effect_character_stat_charge_bonus_add	character_to_character_own	10.0000
wh2_main_trait_defeated_louen_leoncouer	wh_main_effect_force_army_campaign_recruitment_cost_cavalry	general_to_force_own	-20.0000
wh2_main_trait_defeated_malagor_the_dark_omen	wh_dlc05_effect_character_stat_melee_attack_vs_beastmen	character_to_character_own	10.0000
wh2_main_trait_defeated_malagor_the_dark_omen	wh_main_effect_force_stat_leadership	general_to_force_own	4.0000
wh2_main_trait_defeated_malekith	wh_dlc08_effect_ability_enable_frenzy	character_to_character_own	1.0000
wh2_main_trait_defeated_malekith	wh_main_effect_force_all_campaign_raid_income	general_to_force_own	10.0000
wh2_main_trait_defeated_mannfred_von_carstein	wh_dlc07_effect_campaign_attrition_vampiric_attrition_casualties	force_to_force_own_lords_army	-50.0000
wh2_main_trait_defeated_morathi	wh_main_effect_agent_action_cost_mod	character_to_character_own_factionwide_heroes	-10.0000
wh2_main_trait_defeated_morathi	wh_main_effect_agent_defence_wound_chance_mod	character_to_character_provincewide	10.0000
wh2_main_trait_defeated_morghur_the_shadowgave	wh_main_effect_character_stat_missile_resistance	character_to_character_own	15.0000
wh2_main_trait_defeated_orion	wh_dlc05_effect_character_stat_leadership_in_forest	character_to_character_own	4.0000
wh2_main_trait_defeated_orion	wh_dlc05_effect_character_stat_melee_attack_during_forest	character_to_character_own	5.0000
wh2_main_trait_defeated_prince_sigvald	wh_main_effect_character_mod_ancillary_steal	character_to_character_own	10.0000
wh2_main_trait_defeated_prince_sigvald	wh_main_effect_character_stat_physical_resistance	character_to_character_own	10.0000
wh2_main_trait_defeated_queen_headtaker	wh_main_effect_character_stat_bonus_vs_infantry	character_to_character_own	10.0000
wh2_main_trait_defeated_sisters_of_twilight	wh2_main_effect_replenishment_lords	general_to_force_own	20.0000
wh2_main_trait_defeated_sisters_of_twilight	wh_main_effect_character_stat_missile_damage	character_to_character_own	10.0000
wh2_main_trait_defeated_skarsnik	wh_main_effect_force_army_campaign_ambush_attack_success_chance	general_to_force_own	20.0000
wh2_main_trait_defeated_skarsnik	wh_main_effect_force_army_campaign_ambush_defence_success_chance	general_to_force_own	20.0000
wh2_main_trait_defeated_teclis	wh3_main_effect_winds_of_magic_pool_cap	general_to_force_own	10.0000
wh2_main_trait_defeated_thorgrim_grudgebearer	wh_main_effect_building_construction_cost_mod	character_to_region_own_provincewide	-10.0000
wh2_main_trait_defeated_thorgrim_grudgebearer	wh_main_effect_technology_research_points	character_to_faction_unseen	10.0000
wh2_main_trait_defeated_throt	wh_main_effect_character_stat_unit_health	character_to_character_own	10.0000
wh2_main_trait_defeated_tyrion	wh_main_effect_force_all_campaign_experience_base_all	general_to_force_own	1.0000
wh2_main_trait_defeated_tyrion	wh_main_effect_force_stat_melee_attack	general_to_force_own	2.0000
wh2_main_trait_defeated_ungrim_ironfist	wh_main_effect_character_stat_magic_resistance	character_to_character_own	5.0000
wh2_main_trait_defeated_ungrim_ironfist	wh_main_effect_character_stat_melee_attack	character_to_character_own	5.0000
wh2_main_trait_defeated_ungrim_ironfist	wh_main_effect_character_stat_missile_resistance	character_to_character_own	5.0000
wh2_main_trait_defeated_vlad_von_carstein	wh_main_effect_character_wound_recovery_time_mod	character_to_character_own	-4.0000
wh2_main_trait_defeated_volkmar_the_grim	wh_main_effect_force_stat_melee_attack_infantry	general_to_force_own	3.0000
wh2_main_trait_defeated_volkmar_the_grim	wh_main_effect_force_stat_melee_defence_infantry	general_to_force_own	3.0000
wh2_main_trait_defeated_wurzzag	wh_main_effect_character_stat_physical_resistance	character_to_character_own	10.0000
wh2_main_trait_defeats_1	wh_main_effect_character_stat_leadership	character_to_character_own	-5.0000
wh2_main_trait_defeats_1	wh_main_effect_character_stat_melee_attack	character_to_character_own	-5.0000
wh2_main_trait_defeats_2	wh_main_effect_character_stat_leadership	character_to_character_own	-8.0000
wh2_main_trait_defeats_2	wh_main_effect_character_stat_melee_attack	character_to_character_own	-10.0000
wh2_main_trait_defeats_3	wh_main_effect_force_stat_leadership	general_to_force_own	-5.0000
wh2_main_trait_defeats_3	wh_main_effect_force_stat_melee_attack	general_to_force_own	-5.0000
wh2_main_trait_defeats_against_beastmen	wh_main_effect_force_stat_leadership_vs_beastmen	general_to_force_own	-3.0000
wh2_main_trait_defeats_against_cathay	wh3_main_effect_force_stat_leadership_vs_cathay	general_to_force_own	-3.0000
wh2_main_trait_defeats_against_chaos_dwarfs	wh3_dlc23_effect_force_stat_leadership_vs_chaos_dwarfs	general_to_force_own	-3.0000
wh2_main_trait_defeats_against_chaos	wh_main_effect_force_stat_leadership_vs_chaos	general_to_force_own	-3.0000
wh2_main_trait_defeats_against_daemons	wh3_main_effect_force_stat_leadership_vs_daemons	general_to_force_own	-3.0000
wh2_main_trait_defeats_against_dark_elves	wh2_main_effect_force_stat_leadership_vs_dark_elves	general_to_force_own	-3.0000
wh2_main_trait_defeats_against_dwarfs	wh_main_effect_force_stat_leadership_vs_dwarfs	general_to_force_own	-3.0000
wh2_main_trait_defeats_against_greenskins	wh_main_effect_force_stat_leadership_vs_greenskins	general_to_force_own	-3.0000
wh2_main_trait_defeats_against_high_elves	wh2_main_effect_force_stat_leadership_vs_high_elves	general_to_force_own	-3.0000
wh2_main_trait_defeats_against_humans	wh_main_effect_force_stat_leadership_vs_men	general_to_force_own	-3.0000
wh2_main_trait_defeats_against_khorne	wh3_main_effect_force_stat_leadership_vs_khorne	general_to_force_own	-3.0000
wh2_main_trait_defeats_against_kislev	wh3_main_effect_force_stat_leadership_vs_kislev	general_to_force_own	-3.0000
wh2_main_trait_defeats_against_lizardmen	wh2_main_effect_force_stat_leadership_vs_lizardmen	general_to_force_own	-3.0000
wh2_main_trait_defeats_against_nurgle	wh3_main_effect_force_stat_leadership_vs_nurgle	general_to_force_own	-3.0000
wh2_main_trait_defeats_against_ogre_kingdoms	wh3_main_effect_force_stat_leadership_vs_ogre_kingdoms	general_to_force_own	-3.0000
wh2_main_trait_defeats_against_skaven	wh2_main_effect_force_stat_leadership_vs_skaven	general_to_force_own	-3.0000
wh2_main_trait_defeats_against_slaanesh	wh3_main_effect_force_stat_leadership_vs_slaanesh	general_to_force_own	-3.0000
wh2_main_trait_defeats_against_tomb_kings	wh2_dlc09_effect_force_stat_leadership_vs_tomb_kings	general_to_force_own	-3.0000
wh2_main_trait_defeats_against_tzeentch	wh3_main_effect_force_stat_leadership_vs_tzeentch	general_to_force_own	-3.0000
wh2_main_trait_defeats_against_vampires	wh_main_effect_force_stat_leadership_vs_vampire_counts	general_to_force_own	-3.0000
wh2_main_trait_defeats_against_wood_elves	wh2_main_effect_force_stat_leadership_vs_wood_elves	general_to_force_own	-3.0000
wh2_main_trait_defeats_at_sea_1	wh2_main_effect_force_stat_leadership_at_sea	general_to_force_own	-2.0000
wh2_main_trait_defeats_at_sea_2	wh2_main_effect_force_stat_leadership_at_sea	general_to_force_own	-3.0000
wh2_main_trait_defeats_at_sea_3	wh2_main_effect_force_stat_leadership_at_sea	general_to_force_own	-4.0000
wh2_main_trait_defeats_at_sea_3	wh2_main_effect_force_stat_melee_attack_at_sea	general_to_force_own	-10.0000
wh2_main_trait_defending_defeat_1	wh_main_effect_character_stat_leadership_aura_size_defending	character_to_character_own	-15.0000
wh2_main_trait_defending_defeat_1	wh_main_effect_force_stat_leadership_defending	general_to_force_own	-2.0000
wh2_main_trait_defending_defeat_2	wh_main_effect_character_stat_leadership_aura_size_defending	character_to_character_own	-30.0000
wh2_main_trait_defending_defeat_2	wh_main_effect_force_stat_leadership_defending	general_to_force_own	-3.0000
wh2_main_trait_defending_defeat_3	wh_main_effect_character_stat_leadership_aura_size_defending	character_to_character_own	-50.0000
wh2_main_trait_defending_defeat_3	wh_main_effect_character_stat_melee_defence	character_to_character_own	-10.0000
wh2_main_trait_defending_defeat_3	wh_main_effect_force_stat_leadership_defending	general_to_force_own	-4.0000
wh2_main_trait_defending_victory_1	wh_main_effect_character_stat_leadership_aura_size_defending	character_to_character_own	10.0000
wh2_main_trait_defending_victory_1	wh_main_effect_force_stat_leadership_defending	general_to_force_own	2.0000
wh2_main_trait_defending_victory_2	wh_main_effect_character_stat_leadership_aura_size_defending	character_to_character_own	20.0000
wh2_main_trait_defending_victory_2	wh_main_effect_force_stat_leadership_defending	general_to_force_own	3.0000
wh2_main_trait_defending_victory_3	wh_main_effect_character_stat_leadership_aura_size_defending	character_to_character_own	30.0000
wh2_main_trait_defending_victory_3	wh_main_effect_character_stat_melee_defence	character_to_character_own	5.0000
wh2_main_trait_defending_victory_3	wh_main_effect_force_stat_leadership_defending	general_to_force_own	4.0000
wh2_main_trait_far_from_capital	wh2_dlc10_effect_attribute_enable_perfect_vigour	character_to_character_own	1.0000
wh2_main_trait_far_from_capital	wh_main_effect_agent_movement_range_mod	character_to_character_own	10.0000
wh2_main_trait_far_from_capital	wh_main_effect_force_army_campaign_attrition_all_resistance	general_to_force_own	-5.0000
wh2_main_trait_fighter_1	wh_main_effect_character_stat_charge_bonus_add	character_to_character_own	5.0000
wh2_main_trait_fighter_1	wh_main_effect_character_stat_leadership	character_to_character_own	5.0000
wh2_main_trait_fighter_2	wh_main_effect_character_stat_charge_bonus_add	character_to_character_own	7.0000
wh2_main_trait_fighter_2	wh_main_effect_character_stat_leadership	character_to_character_own	7.0000
wh2_main_trait_fighter_3	wh_main_effect_character_stat_charge_bonus_add	character_to_character_own	10.0000
wh2_main_trait_fighter_3	wh_main_effect_character_stat_leadership	character_to_character_own	10.0000
wh2_main_trait_general_status_all_cursed	wh_main_effect_character_stat_leadership	character_to_character_own	-3.0000
wh2_main_trait_innate_dummy_oglok	wh2_dlc11_effect_force_stat_melee_attack_grn_all_orc_infantry	general_to_force_own	5.0000
wh2_main_trait_innate_dummy_oglok	wh2_main_effect_grant_immortality_lord	character_to_character_own	1.0000
wh2_main_trait_innate_dummy_oglok	wh_main_effect_force_stat_armour_boars	general_to_force_own	5.0000
wh2_main_trait_innate_dummy_oglok	wh_main_effect_tech_charge_speed_increase_boars	general_to_force_own	50.0000
wh2_main_trait_innate_dummy_oglok	wh_main_effect_tech_movement_speed_increase_boars	general_to_force_own	10.0000
wh2_main_trait_innate_dummy_raknik	wh2_dlc15_effect_charge_bonus_increase_spider_units	general_to_force_own	10.0000
wh2_main_trait_innate_dummy_raknik	wh2_dlc15_effect_melee_attack_increase_spider_units	general_to_force_own	10.0000
wh2_main_trait_innate_dummy_raknik	wh2_main_effect_grant_immortality_lord	character_to_character_own	1.0000
wh2_main_trait_innate_dummy_raknik	wh_dlc08_effect_ability_enable_arachnarok_eggs	character_to_character_own	1.0000
wh2_main_trait_innate_dummy_raknik	wh_main_effect_force_stat_leadership_enemy_unit	general_to_force_enemy_regionwide	-5.0000
wh2_main_trait_lazy_1	wh_main_effect_agent_action_success_chance_enemy	character_to_character_own	5.0000
wh2_main_trait_lazy_1	wh_main_effect_character_stat_speed	character_to_character_own	-5.0000
wh2_main_trait_lazy_2	wh_main_effect_agent_action_success_chance_enemy	character_to_character_own	10.0000
wh2_main_trait_lazy_2	wh_main_effect_agent_movement_range_mod	character_to_character_own	-5.0000
wh2_main_trait_lazy_2	wh_main_effect_character_stat_speed	character_to_character_own	-10.0000
wh2_main_trait_lazy_3	wh_main_effect_agent_action_success_chance_enemy	character_to_character_own	10.0000
wh2_main_trait_lazy_3	wh_main_effect_agent_movement_range_mod	character_to_character_own	-10.0000
wh2_main_trait_lazy_3	wh_main_effect_character_stat_speed	character_to_character_own	-15.0000
wh2_main_trait_lone_wolf_1	wh_main_effect_agent_movement_range_mod	character_to_character_own	3.0000
wh2_main_trait_lone_wolf_2	wh_main_effect_agent_movement_range_mod	character_to_character_own	6.0000
wh2_main_trait_lone_wolf_3	wh_main_effect_agent_movement_range_mod	character_to_character_own	10.0000
wh2_main_trait_lone_wolf_3	wh_main_effect_attribute_enable_strider	character_to_character_own	1.0000
wh2_main_trait_pacifist_1	wh_main_effect_character_stat_melee_attack	character_to_character_own	-4.0000
wh2_main_trait_pacifist_2	wh_main_effect_character_stat_melee_attack	character_to_character_own	-5.0000
wh2_main_trait_pacifist_3	wh_main_effect_character_stat_melee_attack	character_to_character_own	-6.0000
wh2_main_trait_pacifist_3	wh_main_effect_character_stat_weapon_strength	character_to_character_own	-6.0000
wh2_main_trait_post_battle_execute	wh_main_effect_force_stat_leadership_enemy_unit	general_to_force_enemy_regionwide	-3.0000
wh2_main_trait_post_battle_execute	wh_main_effect_public_order_characters_negative	character_to_enemy_province	-3.0000
wh2_main_trait_post_battle_ransom	wh_main_effect_force_all_campaign_post_battle_loot_mod	character_to_character_own	5.0000
wh2_main_trait_public_order_1	wh_main_effect_public_order_characters	character_to_province_own	1.0000
wh2_main_trait_public_order_2	wh_main_effect_public_order_characters	character_to_province_own	2.0000
wh2_main_trait_public_order_3	wh_main_effect_public_order_characters	character_to_province_own	3.0000
wh2_main_trait_razing_1	wh_main_effect_force_army_campaign_siege_defend_attrition_bad	character_to_force_enemy_regionwide	5.0000
wh2_main_trait_razing_2	wh_main_effect_force_army_campaign_siege_defend_attrition_bad	character_to_force_enemy_regionwide	10.0000
wh2_main_trait_razing_3	wh_main_effect_force_army_campaign_siege_defend_attrition_bad	character_to_force_enemy_regionwide	15.0000
wh2_main_trait_reinforcing_beastmen	wh_dlc03_faction_political_diplomacy_mod_beastmen	character_to_faction_unseen	10.0000
wh2_main_trait_reinforcing_cathay	wh3_main_faction_political_diplomacy_mod_cathay	character_to_faction_unseen	10.0000
wh2_main_trait_reinforcing_chaos_dwarfs	wh3_dlc23_faction_political_diplomacy_mod_chaos_dwarfs	character_to_faction_unseen	10.0000
wh2_main_trait_reinforcing_chaos	wh_main_faction_political_diplomacy_mod_chaos	character_to_faction_unseen	10.0000
wh2_main_trait_reinforcing_daemons	wh3_main_faction_political_diplomacy_mod_daemons	character_to_faction_unseen	10.0000
wh2_main_trait_reinforcing_dark_elves	wh2_main_faction_political_diplomacy_mod_dark_elves	character_to_faction_unseen	10.0000
wh2_main_trait_reinforcing_dwarfs	wh_main_faction_political_diplomacy_mod_dwarfs	character_to_faction_unseen	10.0000
wh2_main_trait_reinforcing_greenskins	wh_main_faction_political_diplomacy_mod_greenskins	character_to_faction_unseen	10.0000
wh2_main_trait_reinforcing_high_elves	wh2_main_faction_political_diplomacy_mod_ritual_high_elves	character_to_faction_unseen	10.0000
wh2_main_trait_reinforcing_humans	wh_dlc05_faction_political_diplomacy_mod_bretonnia	character_to_faction_unseen	10.0000
wh2_main_trait_reinforcing_humans	wh_main_faction_political_diplomacy_mod_empire	character_to_faction_unseen	10.0000
wh2_main_trait_reinforcing_khorne	wh3_main_faction_political_diplomacy_mod_khorne	character_to_faction_unseen	10.0000
wh2_main_trait_reinforcing_kislev	wh3_main_faction_political_diplomacy_mod_kislev	character_to_faction_unseen	10.0000
wh2_main_trait_reinforcing_lizardmen	wh2_main_faction_political_diplomacy_mod_lizardmen	character_to_faction_unseen	10.0000
wh2_main_trait_reinforcing_nurgle	wh3_main_faction_political_diplomacy_mod_nurgle	character_to_faction_unseen	10.0000
wh2_main_trait_reinforcing_ogre_kingdoms	wh3_main_faction_political_diplomacy_mod_ogre_kingdoms	character_to_faction_unseen	10.0000
wh2_main_trait_reinforcing_skaven	wh2_main_faction_political_diplomacy_mod_skaven	character_to_faction_unseen	10.0000
wh2_main_trait_reinforcing_slaanesh	wh3_main_faction_political_diplomacy_mod_slaanesh	character_to_faction_unseen	10.0000
wh2_main_trait_reinforcing_tomb_kings	wh2_dlc09_faction_political_diplomacy_mod_tomb_kings	character_to_faction_unseen	10.0000
wh2_main_trait_reinforcing_tzeentch	wh3_main_faction_political_diplomacy_mod_tzeentch	character_to_faction_unseen	10.0000
wh2_main_trait_reinforcing_vampire_coast	wh2_dlc11_faction_political_diplomacy_mod_vampire_coast	character_to_faction_unseen	10.0000
wh2_main_trait_reinforcing_vampires	wh_main_faction_political_diplomacy_mod_vampire_counts	character_to_faction_unseen	10.0000
wh2_main_trait_reinforcing_wood_elves	wh_dlc05_faction_political_diplomacy_mod_wood_elves	character_to_faction_unseen	10.0000
wh2_main_trait_reinforcing	wh_main_effect_force_all_campaign_reinforcement_range	character_to_character_own	20.0000
wh2_main_trait_routed_1	wh_main_effect_character_stat_leadership	character_to_character_own	-5.0000
wh2_main_trait_routed_1	wh_main_effect_character_stat_speed	character_to_character_own	10.0000
wh2_main_trait_routed_2	wh_main_effect_character_stat_leadership	character_to_character_own	-8.0000
wh2_main_trait_routed_2	wh_main_effect_character_stat_speed	character_to_character_own	10.0000
wh2_main_trait_routed_3	wh_main_effect_character_stat_leadership	character_to_character_own	-10.0000
wh2_main_trait_routed_3	wh_main_effect_character_stat_speed	character_to_character_own	15.0000
wh2_main_trait_ruler_personality_tiranoc_chariots	wh2_main_effect_force_stat_reload_time_reduction_hef_chariot	general_to_force_own	10.0000
wh2_main_trait_ruler_personality_tiranoc_chariots	wh2_main_effect_force_stat_speed_hef_chariots	general_to_force_own	10.0000
wh2_main_trait_ruler_personality_tiranoc_chariots	wh2_main_effect_tech_upkeep_reduction_hef_chariots	general_to_force_own	-30.0000
wh2_main_trait_ruler_personality_tiranoc_chariots	wh2_main_effect_trait_unit_recruitment_duration_hef_chariot	character_to_province_own	-1.0000
wh2_main_trait_sacking_1	wh_main_effect_force_all_campaign_sacking_income	character_to_character_own	4.0000
wh2_main_trait_sacking_2	wh_main_effect_force_all_campaign_sacking_income	character_to_character_own	8.0000
wh2_main_trait_sacking_3	wh_main_effect_force_all_campaign_sacking_income	character_to_character_own	12.0000
wh2_main_trait_sea_legs	wh_main_effect_force_all_campaign_movement_range	general_to_force_own	5.0000
wh2_main_trait_siege_defeat_1	wh_main_effect_force_stat_leadership_siege_attack	general_to_force_own	-3.0000
wh2_main_trait_siege_defeat_2	wh_main_effect_force_stat_leadership_siege_attack	general_to_force_own	-4.0000
wh2_main_trait_siege_defeat_3	wh_main_effect_force_stat_leadership_siege_attack	general_to_force_own	-5.0000
wh2_main_trait_siege_victory_1	wh_main_effect_force_stat_leadership_siege_attack	general_to_force_own	3.0000
wh2_main_trait_siege_victory_2	wh_main_effect_force_stat_leadership_siege_attack	general_to_force_own	4.0000
wh2_main_trait_siege_victory_3	wh_main_effect_force_stat_leadership_siege_attack	general_to_force_own	5.0000
wh2_main_trait_skv_badly_mutated	wh_dlc08_effect_ability_enable_frenzy	character_to_character_own	1.0000
wh2_main_trait_skv_badly_mutated	wh_main_effect_character_stat_melee_attack	character_to_character_own	5.0000
wh2_main_trait_skv_badly_mutated	wh_main_effect_character_stat_unit_health	character_to_character_own	20.0000
wh2_main_trait_skv_badly_mutated	wh_main_effect_character_stat_weapon_strength	character_to_character_own	10.0000
wh2_main_trait_skv_boom_master	wh2_main_effect_force_stat_missile_damage_skv_artillery	general_to_force_own	5.0000
wh2_main_trait_skv_boom_master	wh2_main_effect_tech_upkeep_reduction_skv_artillery	general_to_force_own	-10.0000
wh2_main_trait_skv_flayed_tail	wh_main_effect_character_stat_aura_leadership_effect	character_to_character_own	-3.0000
