skill	skillset_key	sort_order
wh_main_skill_dwf_lord_self_resolute	wh_main_skill_node_set_dwf_thorgrim	110
wh_main_skill_dwf_lord_self_resolute	wh_main_skill_node_set_dwf_thorgrim	30
wh_main_skill_dwf_lord_self_resolute	wh_main_skill_node_set_dwf_thorgrim	70
wh_main_skill_lord_all_campaign_reassuring_presence	wh_main_skill_node_set_dwf_thorgrim	530
wh_main_skill_lord_all_campaign_reassuring_presence	wh_main_skill_node_set_dwf_thorgrim	540
wh_main_skill_lord_all_campaign_reassuring_presence	wh_main_skill_node_set_dwf_thorgrim	590
wh_main_skill_all_all_self_blade_master	wh_main_skill_node_set_dwf_ungrim	510
wh_main_skill_all_all_self_blade_master	wh_main_skill_node_set_dwf_ungrim	520
wh_main_skill_all_all_self_blade_master	wh_main_skill_node_set_dwf_ungrim	590
wh_main_skill_all_all_self_blade_shield	wh_main_skill_node_set_dwf_ungrim	620
wh_main_skill_all_all_self_blade_shield	wh_main_skill_node_set_dwf_ungrim	630
wh_main_skill_all_all_self_blade_shield	wh_main_skill_node_set_dwf_ungrim	660
wh_main_skill_all_all_self_deadly_onslaught	wh_main_skill_node_set_dwf_ungrim	780
wh_main_skill_all_all_self_foe-seeker	wh_main_skill_node_set_dwf_ungrim	400
wh_main_skill_all_all_self_hard_to_hit	wh_main_skill_node_set_dwf_ungrim	130
wh_main_skill_all_all_self_hard_to_hit	wh_main_skill_node_set_dwf_ungrim	170
wh_main_skill_all_all_self_hard_to_hit	wh_main_skill_node_set_dwf_ungrim	190
wh_main_skill_all_all_self_scarred_veteran	wh_main_skill_node_set_dwf_ungrim	230
wh_main_skill_all_all_self_scarred_veteran	wh_main_skill_node_set_dwf_ungrim	270
wh_main_skill_all_all_self_scarred_veteran	wh_main_skill_node_set_dwf_ungrim	280
wh_main_skill_all_all_self_wound-maker	wh_main_skill_node_set_dwf_ungrim	420
wh_main_skill_all_all_self_wound-maker	wh_main_skill_node_set_dwf_ungrim	430
wh_main_skill_all_all_self_wound-maker	wh_main_skill_node_set_dwf_ungrim	500
wh_main_skill_all_lord_battle_brass-lunged	wh_main_skill_node_set_dwf_ungrim	470
wh_main_skill_all_lord_battle_brass-lunged	wh_main_skill_node_set_dwf_ungrim	480
wh_main_skill_all_lord_battle_brass-lunged	wh_main_skill_node_set_dwf_ungrim	490
wh_main_skill_all_lord_battle_inspiring_presence	wh_main_skill_node_set_dwf_ungrim	20
wh_main_skill_all_lord_battle_rally	wh_main_skill_node_set_dwf_ungrim	410
wh_main_skill_all_lord_battle_stand_your_ground	wh_main_skill_node_set_dwf_ungrim	790
wh_main_skill_all_lord_campaign_alert	wh_main_skill_node_set_dwf_ungrim	690
wh_main_skill_all_lord_campaign_alert	wh_main_skill_node_set_dwf_ungrim	730
wh_main_skill_all_lord_campaign_alert	wh_main_skill_node_set_dwf_ungrim	750
wh_main_skill_all_lord_campaign_lightning_strike	wh_main_skill_node_set_dwf_ungrim	390
wh_main_skill_all_lord_campaign_route_marcher	wh_main_skill_node_set_dwf_ungrim	10
wh_main_skill_dwf_lord_battle_axe_lord	wh_main_skill_node_set_dwf_ungrim	120
wh_main_skill_dwf_lord_battle_axe_lord	wh_main_skill_node_set_dwf_ungrim	160
wh_main_skill_dwf_lord_battle_axe_lord	wh_main_skill_node_set_dwf_ungrim	200
wh_main_skill_dwf_lord_battle_grimnirs_heirs	wh_main_skill_node_set_dwf_ungrim	540
wh_main_skill_dwf_lord_battle_grimnirs_heirs	wh_main_skill_node_set_dwf_ungrim	560
wh_main_skill_dwf_lord_battle_grimnirs_heirs	wh_main_skill_node_set_dwf_ungrim	570
wh_main_skill_dwf_lord_battle_lord_of_the_deeps	wh_main_skill_node_set_dwf_ungrim	40
wh_main_skill_dwf_lord_battle_lord_of_the_deeps	wh_main_skill_node_set_dwf_ungrim	60
wh_main_skill_dwf_lord_battle_lord_of_the_deeps	wh_main_skill_node_set_dwf_ungrim	90
wh_main_skill_dwf_lord_battle_obstinacy	wh_main_skill_node_set_dwf_ungrim	320
wh_main_skill_dwf_lord_battle_obstinacy	wh_main_skill_node_set_dwf_ungrim	350
wh_main_skill_dwf_lord_battle_obstinacy	wh_main_skill_node_set_dwf_ungrim	380
wh_main_skill_dwf_lord_battle_tactician	wh_main_skill_node_set_dwf_ungrim	210
wh_main_skill_dwf_lord_battle_tactician	wh_main_skill_node_set_dwf_ungrim	220
wh_main_skill_dwf_lord_battle_tactician	wh_main_skill_node_set_dwf_ungrim	290
wh_main_skill_dwf_lord_battle_thunderer	wh_main_skill_node_set_dwf_ungrim	600
wh_main_skill_dwf_lord_battle_thunderer	wh_main_skill_node_set_dwf_ungrim	640
wh_main_skill_dwf_lord_battle_thunderer	wh_main_skill_node_set_dwf_ungrim	680
wh_main_skill_dwf_lord_battle_thwoppa_thwoppa	wh_main_skill_node_set_dwf_ungrim	720
wh_main_skill_dwf_lord_battle_thwoppa_thwoppa	wh_main_skill_node_set_dwf_ungrim	740
wh_main_skill_dwf_lord_battle_thwoppa_thwoppa	wh_main_skill_node_set_dwf_ungrim	760
wh_main_skill_dwf_lord_campaign_enquiring_mind	wh_main_skill_node_set_dwf_ungrim	610
wh_main_skill_dwf_lord_campaign_enquiring_mind	wh_main_skill_node_set_dwf_ungrim	650
wh_main_skill_dwf_lord_campaign_enquiring_mind	wh_main_skill_node_set_dwf_ungrim	670
wh_main_skill_dwf_lord_campaign_inspirational_leader	wh_main_skill_node_set_dwf_ungrim	440
wh_main_skill_dwf_lord_campaign_inspirational_leader	wh_main_skill_node_set_dwf_ungrim	450
wh_main_skill_dwf_lord_campaign_inspirational_leader	wh_main_skill_node_set_dwf_ungrim	460
wh_main_skill_dwf_lord_campaign_iron-willed	wh_main_skill_node_set_dwf_ungrim	800
wh_main_skill_dwf_lord_campaign_mason	wh_main_skill_node_set_dwf_ungrim	310
wh_main_skill_dwf_lord_campaign_mason	wh_main_skill_node_set_dwf_ungrim	330
wh_main_skill_dwf_lord_campaign_mason	wh_main_skill_node_set_dwf_ungrim	360
wh_main_skill_dwf_lord_campaign_miners_instinct	wh_main_skill_node_set_dwf_ungrim	110
wh_main_skill_dwf_lord_campaign_miners_instinct	wh_main_skill_node_set_dwf_ungrim	30
wh_main_skill_dwf_lord_campaign_miners_instinct	wh_main_skill_node_set_dwf_ungrim	70
wh_main_skill_dwf_lord_campaign_pure-beard	wh_main_skill_node_set_dwf_ungrim	240
wh_main_skill_dwf_lord_campaign_pure-beard	wh_main_skill_node_set_dwf_ungrim	250
wh_main_skill_dwf_lord_campaign_pure-beard	wh_main_skill_node_set_dwf_ungrim	260
wh_main_skill_dwf_lord_campaign_wall_breaker	wh_main_skill_node_set_dwf_ungrim	140
wh_main_skill_dwf_lord_campaign_wall_breaker	wh_main_skill_node_set_dwf_ungrim	150
wh_main_skill_dwf_lord_campaign_wall_breaker	wh_main_skill_node_set_dwf_ungrim	180
wh_main_skill_dwf_lord_self_ancestral_grudge	wh_main_skill_node_set_dwf_ungrim	300
wh_main_skill_dwf_lord_self_ancestral_grudge	wh_main_skill_node_set_dwf_ungrim	340
wh_main_skill_dwf_lord_self_ancestral_grudge	wh_main_skill_node_set_dwf_ungrim	370
wh_main_skill_dwf_lord_self_relentless	wh_main_skill_node_set_dwf_ungrim	700
wh_main_skill_dwf_lord_self_relentless	wh_main_skill_node_set_dwf_ungrim	710
wh_main_skill_dwf_lord_self_relentless	wh_main_skill_node_set_dwf_ungrim	770
wh_main_skill_dwf_lord_self_resolute	wh_main_skill_node_set_dwf_ungrim	100
wh_main_skill_dwf_lord_self_resolute	wh_main_skill_node_set_dwf_ungrim	50
wh_main_skill_dwf_lord_self_resolute	wh_main_skill_node_set_dwf_ungrim	80
wh_main_skill_lord_all_campaign_reassuring_presence	wh_main_skill_node_set_dwf_ungrim	530
wh_main_skill_lord_all_campaign_reassuring_presence	wh_main_skill_node_set_dwf_ungrim	550
wh_main_skill_lord_all_campaign_reassuring_presence	wh_main_skill_node_set_dwf_ungrim	580
wh_main_skill_all_lord_battle_brass-lunged	wh_main_skill_node_set_emp_balthasar	360
wh_main_skill_all_lord_battle_brass-lunged	wh_main_skill_node_set_emp_balthasar	380
wh_main_skill_all_lord_battle_brass-lunged	wh_main_skill_node_set_emp_balthasar	410
wh_main_skill_all_lord_battle_rally	wh_main_skill_node_set_emp_balthasar	330
wh_main_skill_all_lord_battle_stand_your_ground	wh_main_skill_node_set_emp_balthasar	670
wh_main_skill_all_lord_campaign_alert	wh_main_skill_node_set_emp_balthasar	590
wh_main_skill_all_lord_campaign_alert	wh_main_skill_node_set_emp_balthasar	610
wh_main_skill_all_lord_campaign_alert	wh_main_skill_node_set_emp_balthasar	630
wh_main_skill_all_lord_campaign_irrepressible	wh_main_skill_node_set_emp_balthasar	650
wh_main_skill_all_lord_campaign_lightning_strike	wh_main_skill_node_set_emp_balthasar	340
wh_main_skill_all_lord_campaign_route_marcher	wh_main_skill_node_set_emp_balthasar	10
wh_main_skill_all_magic_all_06_evasion	wh_main_skill_node_set_emp_balthasar	320
wh_main_skill_all_magic_all_07_earthing	wh_main_skill_node_set_emp_balthasar	350
wh_main_skill_all_magic_all_08_power_drain	wh_main_skill_node_set_emp_balthasar	480
wh_main_skill_all_magic_all_11_arcane_conduit	wh_main_skill_node_set_emp_balthasar	660
wh_main_skill_all_magic_metal_01_searing_doom	wh_main_skill_node_set_emp_balthasar	20
wh_main_skill_all_magic_metal_02_plague_of_rust	wh_main_skill_node_set_emp_balthasar	40
wh_main_skill_all_magic_metal_02_plague_of_rust	wh_main_skill_node_set_emp_balthasar	60
wh_main_skill_all_magic_metal_03_metalshifting	wh_main_skill_node_set_emp_balthasar	150
wh_main_skill_all_magic_metal_04_glittering_robe	wh_main_skill_node_set_emp_balthasar	210
wh_main_skill_all_magic_metal_04_glittering_robe	wh_main_skill_node_set_emp_balthasar	230
wh_main_skill_all_magic_metal_05_gehennas_golden_hounds	wh_main_skill_node_set_emp_balthasar	240
wh_main_skill_all_magic_metal_05_gehennas_golden_hounds	wh_main_skill_node_set_emp_balthasar	310
wh_main_skill_all_magic_metal_09_transmutation_of_lead	wh_main_skill_node_set_emp_balthasar	550
wh_main_skill_all_magic_metal_09_transmutation_of_lead	wh_main_skill_node_set_emp_balthasar	560
wh_main_skill_all_magic_metal_10_final_transmutation	wh_main_skill_node_set_emp_balthasar	570
wh_main_skill_all_magic_metal_10_final_transmutation	wh_main_skill_node_set_emp_balthasar	620
wh_main_skill_emp_lord_battle_emperors_finest	wh_main_skill_node_set_emp_balthasar	420
wh_main_skill_emp_lord_battle_emperors_finest	wh_main_skill_node_set_emp_balthasar	440
wh_main_skill_emp_lord_battle_emperors_finest	wh_main_skill_node_set_emp_balthasar	450
wh_main_skill_emp_lord_battle_hold_the_line	wh_main_skill_node_set_emp_balthasar	50
wh_main_skill_emp_lord_battle_honest_steel	wh_main_skill_node_set_emp_balthasar	100
wh_main_skill_emp_lord_battle_honest_steel	wh_main_skill_node_set_emp_balthasar	110
wh_main_skill_emp_lord_battle_honest_steel	wh_main_skill_node_set_emp_balthasar	120
wh_main_skill_emp_lord_battle_imperial_gunnery	wh_main_skill_node_set_emp_balthasar	490
wh_main_skill_emp_lord_battle_imperial_gunnery	wh_main_skill_node_set_emp_balthasar	520
wh_main_skill_emp_lord_battle_imperial_gunnery	wh_main_skill_node_set_emp_balthasar	530
wh_main_skill_emp_lord_battle_mighty_forge	wh_main_skill_node_set_emp_balthasar	580
wh_main_skill_emp_lord_battle_mighty_forge	wh_main_skill_node_set_emp_balthasar	600
wh_main_skill_emp_lord_battle_mighty_forge	wh_main_skill_node_set_emp_balthasar	640
wh_main_skill_emp_lord_battle_pistolkorps	wh_main_skill_node_set_emp_balthasar	160
wh_main_skill_emp_lord_battle_pistolkorps	wh_main_skill_node_set_emp_balthasar	180
wh_main_skill_emp_lord_battle_pistolkorps	wh_main_skill_node_set_emp_balthasar	190
wh_main_skill_emp_lord_battle_speed_of_horse	wh_main_skill_node_set_emp_balthasar	250
wh_main_skill_emp_lord_battle_speed_of_horse	wh_main_skill_node_set_emp_balthasar	260
wh_main_skill_emp_lord_battle_speed_of_horse	wh_main_skill_node_set_emp_balthasar	300
wh_main_skill_emp_lord_campaign_fervent	wh_main_skill_node_set_emp_balthasar	430
wh_main_skill_emp_lord_campaign_fervent	wh_main_skill_node_set_emp_balthasar	460
wh_main_skill_emp_lord_campaign_fervent	wh_main_skill_node_set_emp_balthasar	470
wh_main_skill_emp_lord_campaign_headhunter	wh_main_skill_node_set_emp_balthasar	500
wh_main_skill_emp_lord_campaign_headhunter	wh_main_skill_node_set_emp_balthasar	510
wh_main_skill_emp_lord_campaign_headhunter	wh_main_skill_node_set_emp_balthasar	540
wh_main_skill_emp_lord_campaign_iron_disciplinarian	wh_main_skill_node_set_emp_balthasar	30
wh_main_skill_emp_lord_campaign_iron_disciplinarian	wh_main_skill_node_set_emp_balthasar	70
wh_main_skill_emp_lord_campaign_iron_disciplinarian	wh_main_skill_node_set_emp_balthasar	80
wh_main_skill_emp_lord_campaign_leader_of_renown	wh_main_skill_node_set_emp_balthasar	130
wh_main_skill_emp_lord_campaign_leader_of_renown	wh_main_skill_node_set_emp_balthasar	140
wh_main_skill_emp_lord_campaign_leader_of_renown	wh_main_skill_node_set_emp_balthasar	90
wh_main_skill_emp_lord_campaign_logistician	wh_main_skill_node_set_emp_balthasar	370
wh_main_skill_emp_lord_campaign_logistician	wh_main_skill_node_set_emp_balthasar	390
wh_main_skill_emp_lord_campaign_logistician	wh_main_skill_node_set_emp_balthasar	400
wh_main_skill_emp_lord_campaign_quartermaster	wh_main_skill_node_set_emp_balthasar	270
wh_main_skill_emp_lord_campaign_quartermaster	wh_main_skill_node_set_emp_balthasar	280
wh_main_skill_emp_lord_campaign_quartermaster	wh_main_skill_node_set_emp_balthasar	290
wh_main_skill_lord_all_campaign_reassuring_presence	wh_main_skill_node_set_emp_balthasar	170
wh_main_skill_lord_all_campaign_reassuring_presence	wh_main_skill_node_set_emp_balthasar	200
wh_main_skill_lord_all_campaign_reassuring_presence	wh_main_skill_node_set_emp_balthasar	220
wh2_main_skill_all_hero_assist_army_scouting	wh_main_skill_node_set_emp_bright_wizard	240
wh2_main_skill_all_hero_assist_army_scouting	wh_main_skill_node_set_emp_bright_wizard	250
wh2_main_skill_all_hero_assist_army_scouting	wh_main_skill_node_set_emp_bright_wizard	260
wh2_main_skill_all_hero_hinder_army_assault_unit	wh_main_skill_node_set_emp_bright_wizard	110
wh2_main_skill_all_hero_hinder_army_assault_unit	wh_main_skill_node_set_emp_bright_wizard	80
wh2_main_skill_all_hero_hinder_army_assault_unit	wh_main_skill_node_set_emp_bright_wizard	90
wh2_main_skill_all_hero_hinder_settlement_steal_technology	wh_main_skill_node_set_emp_bright_wizard	160
wh2_main_skill_all_hero_hinder_settlement_steal_technology	wh_main_skill_node_set_emp_bright_wizard	170
wh2_main_skill_all_hero_hinder_settlement_steal_technology	wh_main_skill_node_set_emp_bright_wizard	180
wh2_main_skill_all_hero_passive_boost_income	wh_main_skill_node_set_emp_bright_wizard	120
wh2_main_skill_all_hero_passive_boost_income	wh_main_skill_node_set_emp_bright_wizard	140
wh2_main_skill_all_hero_passive_boost_income	wh_main_skill_node_set_emp_bright_wizard	150
wh_main_skill_all_magic_all_06_evasion	wh_main_skill_node_set_emp_bright_wizard	220
wh_main_skill_all_magic_all_07_earthing	wh_main_skill_node_set_emp_bright_wizard	230
wh_main_skill_all_magic_all_08_power_drain	wh_main_skill_node_set_emp_bright_wizard	290
wh_main_skill_all_magic_all_11_arcane_conduit	wh_main_skill_node_set_emp_bright_wizard	420
wh_main_skill_all_magic_fire_02_cascading_fire-cloak	wh_main_skill_node_set_emp_bright_wizard	20
wh_main_skill_all_magic_fire_02_cascading_fire-cloak	wh_main_skill_node_set_emp_bright_wizard	60
wh_main_skill_all_magic_fire_03_flaming_sword_of_rhuin	wh_main_skill_node_set_emp_bright_wizard	100
wh_main_skill_all_magic_fire_03_flaming_sword_of_rhuin	wh_main_skill_node_set_emp_bright_wizard	70
wh_main_skill_all_magic_fire_04_kindleflame	wh_main_skill_node_set_emp_bright_wizard	130
wh_main_skill_all_magic_fire_05_the_burning_head	wh_main_skill_node_set_emp_bright_wizard	190
wh_main_skill_all_magic_fire_05_the_burning_head	wh_main_skill_node_set_emp_bright_wizard	200
wh_main_skill_all_magic_fire_09_piercing_bolts_of_burning	wh_main_skill_node_set_emp_bright_wizard	320
wh_main_skill_all_magic_fire_09_piercing_bolts_of_burning	wh_main_skill_node_set_emp_bright_wizard	350
wh_main_skill_all_magic_fire_10_flame_storm	wh_main_skill_node_set_emp_bright_wizard	380
wh_main_skill_all_magic_fire_10_flame_storm	wh_main_skill_node_set_emp_bright_wizard	390
wh2_main_skill_all_hero_assist_army_scouting	wh_main_skill_node_set_emp_celestial_wizard	240
wh2_main_skill_all_hero_assist_army_scouting	wh_main_skill_node_set_emp_celestial_wizard	250
wh2_main_skill_all_hero_assist_army_scouting	wh_main_skill_node_set_emp_celestial_wizard	260
wh2_main_skill_all_hero_hinder_army_assault_unit	wh_main_skill_node_set_emp_celestial_wizard	100
wh2_main_skill_all_hero_hinder_army_assault_unit	wh_main_skill_node_set_emp_celestial_wizard	70
wh2_main_skill_all_hero_hinder_army_assault_unit	wh_main_skill_node_set_emp_celestial_wizard	90
wh2_main_skill_all_hero_hinder_settlement_steal_technology	wh_main_skill_node_set_emp_celestial_wizard	180
wh2_main_skill_all_hero_hinder_settlement_steal_technology	wh_main_skill_node_set_emp_celestial_wizard	190
wh2_main_skill_all_hero_hinder_settlement_steal_technology	wh_main_skill_node_set_emp_celestial_wizard	200
wh2_main_skill_all_hero_passive_boost_income	wh_main_skill_node_set_emp_celestial_wizard	110
wh2_main_skill_all_hero_passive_boost_income	wh_main_skill_node_set_emp_celestial_wizard	130
wh2_main_skill_all_hero_passive_boost_income	wh_main_skill_node_set_emp_celestial_wizard	150
wh_main_skill_all_magic_all_06_evasion	wh_main_skill_node_set_emp_celestial_wizard	220
wh_main_skill_all_magic_all_07_earthing	wh_main_skill_node_set_emp_celestial_wizard	230
wh_main_skill_all_magic_all_08_power_drain	wh_main_skill_node_set_emp_celestial_wizard	280
wh_main_skill_all_magic_all_11_arcane_conduit	wh_main_skill_node_set_emp_celestial_wizard	410
wh_main_skill_all_magic_heavens_01_harmonic_convergence	wh_main_skill_node_set_emp_celestial_wizard	10
wh_main_skill_all_magic_heavens_02_wind_blast	wh_main_skill_node_set_emp_celestial_wizard	20
wh_main_skill_all_magic_heavens_02_wind_blast	wh_main_skill_node_set_emp_celestial_wizard	40
wh_main_skill_all_magic_heavens_03_roiling_skies	wh_main_skill_node_set_emp_celestial_wizard	80
wh_main_skill_all_magic_heavens_03_rolling_skies	wh_main_skill_node_set_emp_celestial_wizard	80
wh_main_skill_all_magic_heavens_04_curse_of_the_midnight_wind	wh_main_skill_node_set_emp_celestial_wizard	120
wh_main_skill_all_magic_heavens_04_curse_of_the_midnight_wind	wh_main_skill_node_set_emp_celestial_wizard	140
wh_main_skill_all_magic_heavens_05_urannons_thunderbolt	wh_main_skill_node_set_emp_celestial_wizard	160
wh_main_skill_all_magic_heavens_05_urannons_thunderbolt	wh_main_skill_node_set_emp_celestial_wizard	170
wh_main_skill_all_magic_heavens_09_comet_of_casandora	wh_main_skill_node_set_emp_celestial_wizard	310
wh_main_skill_all_magic_heavens_09_comet_of_casandora	wh_main_skill_node_set_emp_celestial_wizard	350
wh_main_skill_all_magic_heavens_10_chain_lightning	wh_main_skill_node_set_emp_celestial_wizard	380
wh_main_skill_all_magic_heavens_10_chain_lightning	wh_main_skill_node_set_emp_celestial_wizard	400
wh_main_skill_all_all_self_blade_master	wh_main_skill_node_set_emp_general	490
wh_main_skill_all_all_self_blade_master	wh_main_skill_node_set_emp_general	500
wh_main_skill_all_all_self_blade_master	wh_main_skill_node_set_emp_general	560
wh_main_skill_all_all_self_blade_shield	wh_main_skill_node_set_emp_general	670
wh_main_skill_all_all_self_blade_shield	wh_main_skill_node_set_emp_general	720
wh_main_skill_all_all_self_blade_shield	wh_main_skill_node_set_emp_general	740
wh_main_skill_all_all_self_deadly_blade	wh_main_skill_node_set_emp_general	290
wh_main_skill_all_all_self_deadly_blade	wh_main_skill_node_set_emp_general	320
wh_main_skill_all_all_self_deadly_blade	wh_main_skill_node_set_emp_general	340
wh_main_skill_all_all_self_deadly_onslaught	wh_main_skill_node_set_emp_general	770
wh_main_skill_all_all_self_devastating_charge	wh_main_skill_node_set_emp_general	60
wh_main_skill_all_all_self_devastating_charge	wh_main_skill_node_set_emp_general	70
wh_main_skill_all_all_self_devastating_charge	wh_main_skill_node_set_emp_general	90
wh_main_skill_all_all_self_foe-seeker	wh_main_skill_node_set_emp_general	370
wh_main_skill_all_all_self_hard_to_hit_starter	wh_main_skill_node_set_emp_general	20
wh_main_skill_all_all_self_indomitable	wh_main_skill_node_set_emp_general	630
wh_main_skill_all_all_self_indomitable	wh_main_skill_node_set_emp_general	640
wh_main_skill_all_all_self_indomitable	wh_main_skill_node_set_emp_general	650
wh_main_skill_all_all_self_scarred_veteran	wh_main_skill_node_set_emp_general	210
wh_main_skill_all_all_self_scarred_veteran	wh_main_skill_node_set_emp_general	240
wh_main_skill_all_all_self_scarred_veteran	wh_main_skill_node_set_emp_general	270
wh_main_skill_all_all_self_wound-maker	wh_main_skill_node_set_emp_general	420
wh_main_skill_all_all_self_wound-maker	wh_main_skill_node_set_emp_general	440
wh_main_skill_all_all_self_wound-maker	wh_main_skill_node_set_emp_general	480
wh_main_skill_all_lord_battle_brass-lunged	wh_main_skill_node_set_emp_general	400
wh_main_skill_all_lord_battle_brass-lunged	wh_main_skill_node_set_emp_general	410
wh_main_skill_all_lord_battle_brass-lunged	wh_main_skill_node_set_emp_general	450
wh_main_skill_all_lord_battle_rally	wh_main_skill_node_set_emp_general	390
wh_main_skill_all_lord_battle_stand_your_ground	wh_main_skill_node_set_emp_general	780
wh_main_skill_all_lord_campaign_alert	wh_main_skill_node_set_emp_general	680
wh_main_skill_all_lord_campaign_alert	wh_main_skill_node_set_emp_general	690
wh_main_skill_all_lord_campaign_alert	wh_main_skill_node_set_emp_general	750
wh_main_skill_all_lord_campaign_irrepressible	wh_main_skill_node_set_emp_general	760
wh_main_skill_all_lord_campaign_lightning_strike	wh_main_skill_node_set_emp_general	380
wh_main_skill_all_lord_campaign_route_marcher	wh_main_skill_node_set_emp_general	10
wh_main_skill_all_lord_self_full_plate_armour	wh_main_skill_node_set_emp_general	120
wh_main_skill_all_lord_self_full_plate_armour	wh_main_skill_node_set_emp_general	150
wh_main_skill_all_lord_self_full_plate_armour	wh_main_skill_node_set_emp_general	180
wh_main_skill_emp_lord_battle_emperors_finest	wh_main_skill_node_set_emp_general	530
wh_main_skill_emp_lord_battle_emperors_finest	wh_main_skill_node_set_emp_general	540
wh_main_skill_emp_lord_battle_emperors_finest	wh_main_skill_node_set_emp_general	570
wh_main_skill_emp_lord_battle_hold_the_line	wh_main_skill_node_set_emp_general	40
wh_main_skill_emp_lord_battle_honest_steel	wh_main_skill_node_set_emp_general	100
wh_main_skill_emp_lord_battle_honest_steel	wh_main_skill_node_set_emp_general	110
wh_main_skill_emp_lord_battle_honest_steel	wh_main_skill_node_set_emp_general	170
wh_main_skill_emp_lord_battle_imperial_gunnery	wh_main_skill_node_set_emp_general	580
wh_main_skill_emp_lord_battle_imperial_gunnery	wh_main_skill_node_set_emp_general	590
wh_main_skill_emp_lord_battle_imperial_gunnery	wh_main_skill_node_set_emp_general	610
wh_main_skill_emp_lord_battle_mighty_forge	wh_main_skill_node_set_emp_general	700
wh_main_skill_emp_lord_battle_mighty_forge	wh_main_skill_node_set_emp_general	710
wh_main_skill_emp_lord_battle_mighty_forge	wh_main_skill_node_set_emp_general	730
wh_main_skill_emp_lord_battle_pistolkorps	wh_main_skill_node_set_emp_general	190
wh_main_skill_emp_lord_battle_pistolkorps	wh_main_skill_node_set_emp_general	230
wh_main_skill_emp_lord_battle_pistolkorps	wh_main_skill_node_set_emp_general	250
wh_main_skill_emp_lord_battle_speed_of_horse	wh_main_skill_node_set_emp_general	310
wh_main_skill_emp_lord_battle_speed_of_horse	wh_main_skill_node_set_emp_general	350
wh_main_skill_emp_lord_battle_speed_of_horse	wh_main_skill_node_set_emp_general	360
wh_main_skill_emp_lord_campaign_fervent	wh_main_skill_node_set_emp_general	510
wh_main_skill_emp_lord_campaign_fervent	wh_main_skill_node_set_emp_general	520
wh_main_skill_emp_lord_campaign_fervent	wh_main_skill_node_set_emp_general	550
wh_main_skill_emp_lord_campaign_headhunter	wh_main_skill_node_set_emp_general	600
wh_main_skill_emp_lord_campaign_headhunter	wh_main_skill_node_set_emp_general	620
wh_main_skill_emp_lord_campaign_headhunter	wh_main_skill_node_set_emp_general	660
wh_main_skill_emp_lord_campaign_iron_disciplinarian	wh_main_skill_node_set_emp_general	30
wh_main_skill_emp_lord_campaign_iron_disciplinarian	wh_main_skill_node_set_emp_general	50
wh_main_skill_emp_lord_campaign_iron_disciplinarian	wh_main_skill_node_set_emp_general	80
wh_main_skill_emp_lord_campaign_leader_of_renown	wh_main_skill_node_set_emp_general	130
wh_main_skill_emp_lord_campaign_leader_of_renown	wh_main_skill_node_set_emp_general	140
wh_main_skill_emp_lord_campaign_leader_of_renown	wh_main_skill_node_set_emp_general	160
wh_main_skill_emp_lord_campaign_logistician	wh_main_skill_node_set_emp_general	430
wh_main_skill_emp_lord_campaign_logistician	wh_main_skill_node_set_emp_general	460
wh_main_skill_emp_lord_campaign_logistician	wh_main_skill_node_set_emp_general	470
wh_main_skill_emp_lord_campaign_quartermaster	wh_main_skill_node_set_emp_general	280
wh_main_skill_emp_lord_campaign_quartermaster	wh_main_skill_node_set_emp_general	300
wh_main_skill_emp_lord_campaign_quartermaster	wh_main_skill_node_set_emp_general	330
wh_main_skill_lord_all_campaign_reassuring_presence	wh_main_skill_node_set_emp_general	200
wh_main_skill_lord_all_campaign_reassuring_presence	wh_main_skill_node_set_emp_general	220
wh_main_skill_lord_all_campaign_reassuring_presence	wh_main_skill_node_set_emp_general	260
wh_main_skill_all_all_self_blade_master	wh_main_skill_node_set_emp_karl_franz	490
wh_main_skill_all_all_self_blade_master	wh_main_skill_node_set_emp_karl_franz	520
wh_main_skill_all_all_self_blade_master	wh_main_skill_node_set_emp_karl_franz	540
wh_main_skill_all_all_self_blade_shield	wh_main_skill_node_set_emp_karl_franz	680
wh_main_skill_all_all_self_blade_shield	wh_main_skill_node_set_emp_karl_franz	700
wh_main_skill_all_all_self_blade_shield	wh_main_skill_node_set_emp_karl_franz	750
wh_main_skill_all_all_self_deadly_blade	wh_main_skill_node_set_emp_karl_franz	280
wh_main_skill_all_all_self_deadly_blade	wh_main_skill_node_set_emp_karl_franz	310
wh_main_skill_all_all_self_deadly_blade	wh_main_skill_node_set_emp_karl_franz	350
wh_main_skill_all_all_self_deadly_onslaught	wh_main_skill_node_set_emp_karl_franz	780
wh_main_skill_all_all_self_devastating_charge	wh_main_skill_node_set_emp_karl_franz	30
wh_main_skill_all_all_self_devastating_charge	wh_main_skill_node_set_emp_karl_franz	60
wh_main_skill_all_all_self_devastating_charge	wh_main_skill_node_set_emp_karl_franz	80
wh_main_skill_all_all_self_foe-seeker	wh_main_skill_node_set_emp_karl_franz	390
wh_main_skill_all_all_self_hard_to_hit_starter	wh_main_skill_node_set_emp_karl_franz	10
wh_main_skill_all_all_self_indomitable	wh_main_skill_node_set_emp_karl_franz	600
wh_main_skill_all_all_self_indomitable	wh_main_skill_node_set_emp_karl_franz	650
wh_main_skill_all_all_self_indomitable	wh_main_skill_node_set_emp_karl_franz	660
