unit	additional_building_requirement	campaign_cap	caste	create_time	is_naval	land_unit	num_men	multiplayer_cap	multiplayer_cost	naval_unit	num_ships	min_men_per_ship	max_men_per_ship	recruitment_cost	upkeep_cost	weight	resource_requirement	special_edition_mask	in_encyclopedia	audio_voiceover_culture	ui_unit_group_land	tier	is_high_threat	porthole_camera	mount	use_hitpoints_in_campaign	porthole_composite_scene	melee_cp	missile_cp	can_siege	audio_voiceover_culture_override	restrict_xp_gain_in_campaign	audio_voiceover_actor_group	food_cost	has_spoken_vo	is_monstrous	multiplayer_qb_cap	vo_is_dragon	vo_is_dinosaur	optional_ui_element	barrier_health	can_be_bribed	point_allowance_weight	is_renown
wh3_dlc20_chs_cha_daemon_prince_msla		-1	lord	1	false	wh3_dlc20_chs_cha_daemon_prince_msla	1	0	2000	wh_main_shp_transport	1	1	1	2000	400	heavy		0	false	wh3_main_vo_culture_DaemonPrince	wh3_main_dae_daemon_prince	0	true	dae_dp		true		2000.0000	0.0000	true	vo_culture_None	true	wh3_main_vo_actor_DaemonPrince_Generic_Slaanesh	0	true	false	0	false	false		0.0000	true	1	false
wh3_dlc20_chs_cha_daemon_prince_mtze		-1	lord	1	false	wh3_dlc20_chs_cha_daemon_prince_mtze	1	0	1900	wh_main_shp_transport	1	1	1	1900	475	heavy		0	false	wh3_main_vo_culture_DaemonPrince	wh3_main_dae_daemon_prince	0	true	dae_dp		true		1900.0000	0.0000	true	vo_culture_None	true	wh3_main_vo_actor_DaemonPrince_Generic_Tzeentch	0	true	false	0	false	false		700.0000	true	1	false
wh3_dlc20_chs_cha_exalted_hero_mkho		-1	hero	1	false	wh3_dlc20_chs_cha_exalted_hero_mkho	1	0	800	wh_main_shp_transport	1	1	1	1000	250	heavy		0	false	wh3_main_vo_culture_Khorne	chs_exalted_hero	0	true	chaos_warrior_30_degrees		true		800.0000	0.0000	false	vo_culture_None	true	wh3_dlc20_vo_actor_Khorne_Exalted_Heroes_of_Khorne	0	true	false	2	false	false		0.0000	true	1	false
wh3_dlc20_chs_cha_exalted_hero_mkho_chaos_steed		-1	hero	1	false	wh3_dlc20_chs_cha_exalted_hero_mkho_chaos_steed	1	0	1000	wh_main_shp_transport	1	1	1	1200	300	heavy		0	false	wh3_main_vo_culture_Khorne	chs_exalted_hero_cavalry	0	true	tze_exalted_hero	wh3_dlc20_cam_mnt_chs_chaos_steed_mkho_lord	true		1000.0000	0.0000	false	vo_culture_None	true	wh3_dlc20_vo_actor_Khorne_Exalted_Heroes_of_Khorne	0	true	false	2	false	false		0.0000	true	1	false
wh3_dlc20_chs_cha_exalted_hero_mkho_gorebeast_chariot		-1	hero	1	false	wh3_dlc20_chs_cha_exalted_hero_mkho_gorebeast_chariot	2	0	1150	wh_main_shp_transport	1	1	2	1300	325	heavy		0	false	wh3_main_vo_culture_Khorne	chs_exalted_hero_chariot	0	true	chaos_warrior_30_degrees	wh2_dlc20_cam_mnt_dae_gorebeast_chariot	true		1150.0000	0.0000	false	vo_culture_None	true	wh3_dlc20_vo_actor_Khorne_Exalted_Heroes_of_Khorne	0	true	false	2	false	false		0.0000	true	1	false
wh3_dlc20_chs_cha_exalted_hero_mkho_juggernaut		-1	hero	1	false	wh3_dlc20_chs_cha_exalted_hero_mkho_juggernaut	1	0	1200	wh_main_shp_transport	1	1	1	1400	350	heavy		0	false	wh3_main_vo_culture_Khorne	chs_exalted_hero_cavalry	0	true	chaos_warrior_30_degrees	wh3_dlc20_cam_mnt_mkho_juggernaut	true		1200.0000	0.0000	true	vo_culture_None	true	wh3_dlc20_vo_actor_Khorne_Exalted_Heroes_of_Khorne	0	true	false	2	false	false		0.0000	true	1	false
wh3_dlc20_chs_cha_exalted_hero_mnur		-1	hero	1	false	wh3_dlc20_chs_cha_exalted_hero_mnur	1	0	900	wh_main_shp_transport	1	1	1	1000	250	heavy		0	false	wh3_main_vo_culture_Nurgle	chs_exalted_hero	0	true	chaos_warrior_30_degrees		true		900.0000	0.0000	false	vo_culture_None	true	wh3_dlc20_vo_actor_Nurgle_Exalted_Hero_of_Nurgle	0	true	false	2	false	false		0.0000	true	1	false
wh3_dlc20_chs_cha_exalted_hero_mnur_chaos_chariot		-1	hero	1	false	wh3_dlc20_chs_cha_exalted_hero_mnur_chaos_chariot	2	0	1200	wh_main_shp_transport	1	1	2	1300	325	heavy		0	false	wh3_main_vo_culture_Nurgle	chs_exalted_hero_chariot	0	true	chaos_warrior_30_degrees	wh3_dlc20_cam_mnt_chs_chariot_nurgle	true		1200.0000	0.0000	false	vo_culture_None	true	wh3_dlc20_vo_actor_Nurgle_Exalted_Hero_of_Nurgle	0	true	false	2	false	false		0.0000	true	1	false
wh3_dlc20_chs_cha_exalted_hero_mnur_chaos_steed		-1	hero	1	false	wh3_dlc20_chs_cha_exalted_hero_mnur_chaos_steed	1	0	1100	wh_main_shp_transport	1	1	1	1200	300	heavy		0	false	wh3_main_vo_culture_Nurgle	chs_exalted_hero_cavalry	0	true	chaos_warrior_30_degrees	wh3_dlc20_cam_mnt_chs_chaos_steed_mnur_lord	true		1100.0000	0.0000	false	vo_culture_None	true	wh3_dlc20_vo_actor_Nurgle_Exalted_Hero_of_Nurgle	0	true	false	2	false	false		0.0000	true	1	false
wh3_dlc20_chs_inf_aspiring_champions_mtze_ror		1	melee_infantry	1	false	wh3_dlc20_chs_inf_aspiring_champions_mtze_ror	16	0	1500	wh_main_shp_transport	1	1	80	1500	375	heavy		0	true	wh3_main_vo_culture_Tzeentch	infantry_spear_halberd	4	false	chaos_warrior_30_degrees		false		1500.0000	0.0000	false	vo_culture_None	true	wh3_dlc20_vo_actor_Chaos_Warrior	0	true	false	0	false	false		1000.0000	true	1	true
wh3_dlc20_chs_inf_chaos_marauders_mkho		-1	melee_infantry	1	false	wh3_dlc20_chs_inf_chaos_marauders_mkho	120	0	400	wh_main_shp_transport	1	1	120	400	100	medium		0	true	wh3_main_vo_culture_Khorne	infantry_axe	1	false	chaos_warrior_15_degrees		false		400.0000	0.0000	false	vo_culture_None	false	wh3_dlc20_vo_actor_Chaos_Marauder	0	true	false	6	false	false		0.0000	true	1	false
wh3_dlc20_chs_inf_chaos_marauders_mkho_dualweapons		-1	melee_infantry	1	false	wh3_dlc20_chs_inf_chaos_marauders_mkho_dualweapons	120	0	550	wh_main_shp_transport	1	1	120	550	137	medium		0	true	wh3_main_vo_culture_Khorne	infantry_axe_dual	2	false	chaos_warrior_30_degrees		false		550.0000	0.0000	false	vo_culture_None	false	wh3_dlc20_vo_actor_Chaos_Marauder	0	true	false	6	false	false		0.0000	true	1	false
wh3_dlc20_chs_inf_chaos_marauders_mnur		-1	melee_infantry	1	false	wh3_dlc20_chs_inf_chaos_marauders_mnur	120	0	425	wh_main_shp_transport	1	1	120	425	106	medium		0	true	wh3_main_vo_culture_Nurgle	infantry_axe	1	false	chaos_warrior_15_degrees		false		425.0000	0.0000	false	vo_culture_None	false	wh3_dlc20_vo_actor_Chaos_Marauder	0	true	false	6	false	false		0.0000	true	1	false
wh3_dlc20_chs_inf_chaos_marauders_mnur_greatweapons		-1	melee_infantry	1	false	wh3_dlc20_chs_inf_chaos_marauders_mnur_greatweapons	120	0	500	wh_main_shp_transport	1	1	120	500	125	medium		0	true	wh3_main_vo_culture_Nurgle	infantry_axe_great	2	false	chaos_warrior_15_degrees		false		500.0000	0.0000	false	vo_culture_None	false	wh3_dlc20_vo_actor_Chaos_Marauder	0	true	false	6	false	false		0.0000	true	1	false
wh3_dlc20_chs_inf_chaos_marauders_msla		-1	melee_infantry	1	false	wh3_dlc20_chs_inf_chaos_marauders_msla	120	0	450	wh_main_shp_transport	1	1	120	450	112	medium		0	true	wh3_main_vo_culture_Slaanesh	infantry_axe	1	false	chaos_warrior_15_degrees		false		450.0000	0.0000	false	vo_culture_None	false	wh3_dlc20_vo_actor_Chaos_Marauder	0	true	false	6	false	false		0.0000	true	1	false
wh3_dlc20_chs_inf_chaos_marauders_msla_hellscourges		-1	melee_infantry	1	false	wh3_dlc20_chs_inf_chaos_marauders_msla_hellscourges	120	0	550	wh_main_shp_transport	1	1	120	550	138	medium		0	true	wh3_main_vo_culture_Slaanesh	wh2_dlc10_def_whip_infantry	2	false	sla_soldier_15_degrees		false		550.0000	0.0000	false	vo_culture_None	false	wh3_dlc20_vo_actor_Chaos_Marauder	0	true	false	6	false	false		0.0000	true	1	false
wh3_dlc20_chs_inf_chaos_marauders_mtze		-1	melee_infantry	1	false	wh3_dlc20_chs_inf_chaos_marauders_mtze	120	0	425	wh_main_shp_transport	1	1	120	425	106	medium		0	true	wh3_main_vo_culture_Tzeentch	infantry_axe	1	false	chaos_warrior_15_degrees		false		425.0000	0.0000	false	vo_culture_None	false	wh3_dlc20_vo_actor_Chaos_Marauder	0	true	false	6	false	false		600.0000	true	1	false
wh3_dlc20_chs_inf_chaos_marauders_mtze_spears		-1	melee_infantry	1	false	wh3_dlc20_chs_inf_chaos_marauders_mtze_spears	120	0	500	wh_main_shp_transport	1	1	120	500	125	medium		0	true	wh3_main_vo_culture_Tzeentch	infantry_spear	2	false	chaos_warrior_15_degrees		false		500.0000	0.0000	false	vo_culture_None	false	wh3_dlc20_vo_actor_Chaos_Marauder	0	true	false	6	false	false		600.0000	true	1	false
wh3_dlc20_chs_inf_chaos_warriors_mnur		-1	melee_infantry	1	false	wh3_dlc20_chs_inf_chaos_warriors_mnur	100	0	825	wh_main_shp_transport	1	1	100	825	206	heavy		0	true	wh3_main_vo_culture_Nurgle	infantry_axe	2	false	kho_warriors		false		825.0000	0.0000	false	vo_culture_None	false	wh3_dlc20_vo_actor_Chaos_Warrior	0	true	false	6	false	false		0.0000	true	1	false
wh3_dlc20_chs_inf_chaos_warriors_mnur_greatweapons		-1	melee_infantry	1	false	wh3_dlc20_chs_inf_chaos_warriors_mnur_greatweapons	100	0	875	wh_main_shp_transport	1	1	100	875	218	heavy		0	true	wh3_main_vo_culture_Nurgle	infantry_axe_great	2	false	chaos_warrior_15_degrees		false		875.0000	0.0000	false	vo_culture_None	false	wh3_dlc20_vo_actor_Chaos_Warrior	0	true	false	6	false	false		0.0000	true	1	false
wh3_dlc20_chs_inf_chaos_warriors_msla		-1	melee_infantry	1	false	wh3_dlc20_chs_inf_chaos_warriors_msla	100	0	800	wh_main_shp_transport	1	1	100	800	200	heavy		0	true	wh3_main_vo_culture_Slaanesh	infantry_sword	2	false	kho_warriors		false		800.0000	0.0000	false	vo_culture_None	false	wh3_dlc20_vo_actor_Chaos_Warrior	0	true	false	6	false	false		0.0000	true	1	false
wh3_dlc20_chs_inf_chaos_warriors_msla_hellscourges		-1	melee_infantry	1	false	wh3_dlc20_chs_inf_chaos_warriors_msla_hellscourges	100	0	950	wh_main_shp_transport	1	1	100	950	237	heavy		0	true	wh3_main_vo_culture_Slaanesh	wh2_dlc10_def_whip_infantry	2	false	kho_warriors		false		950.0000	0.0000	false	vo_culture_None	false	wh3_dlc20_vo_actor_Chaos_Warrior	0	true	false	6	false	false		0.0000	true	1	false
wh3_dlc20_chs_inf_chaos_warriors_mtze		-1	melee_infantry	1	false	wh3_dlc20_chs_inf_chaos_warriors_mtze	100	0	825	wh_main_shp_transport	1	1	100	825	200	heavy		0	true	wh3_main_vo_culture_Tzeentch	infantry_sword	2	false	chaos_warrior_30_degrees		false		825.0000	0.0000	false	vo_culture_None	false	wh3_dlc20_vo_actor_Chaos_Warrior	0	true	false	6	false	false		800.0000	true	1	false
wh3_dlc20_chs_inf_chaos_warriors_mtze_halberds		-1	melee_infantry	1	false	wh3_dlc20_chs_inf_chaos_warriors_mtze_halberds	100	0	925	wh_main_shp_transport	1	1	100	925	231	heavy		0	true	wh3_main_vo_culture_Tzeentch	infantry_spear_halberd	2	false	chaos_warrior_30_degrees		false		925.0000	0.0000	false	vo_culture_None	false	wh3_dlc20_vo_actor_Chaos_Warrior	0	true	false	6	false	false		800.0000	true	1	false
wh3_dlc20_chs_inf_chosen_mkho		-1	melee_infantry	1	false	wh3_dlc20_chs_inf_chosen_mkho	80	0	1300	wh_main_shp_transport	1	1	80	1300	325	heavy		0	true	wh3_main_vo_culture_Khorne	infantry_axe	3	false	chaos_warrior_30_degrees		false		1300.0000	0.0000	false	vo_culture_None	false	wh3_dlc20_vo_actor_Chaos_Warrior	0	true	false	6	false	false		0.0000	true	1	false
wh3_dlc20_chs_inf_chosen_mkho_dualweapons		-1	melee_infantry	1	false	wh3_dlc20_chs_inf_chosen_mkho_dualweapons	80	0	1450	wh_main_shp_transport	1	1	80	1450	362	heavy		0	true	wh3_main_vo_culture_Khorne	infantry_axe_dual	4	false	kho_warriors_2		false		1450.0000	0.0000	false	vo_culture_None	false	wh3_dlc20_vo_actor_Chaos_Warrior	0	true	false	6	false	false		0.0000	true	1	false
wh3_dlc20_chs_inf_chosen_mnur		-1	melee_infantry	1	false	wh3_dlc20_chs_inf_chosen_mnur	80	0	1350	wh_main_shp_transport	1	1	80	1350	338	heavy		0	true	wh3_main_vo_culture_Nurgle	infantry_axe	3	false	chaos_warrior_15_degrees		false		1350.0000	0.0000	false	vo_culture_None	false	wh3_dlc20_vo_actor_Chaos_Warrior	0	true	false	6	false	false		0.0000	true	1	false
wh3_dlc20_chs_inf_chosen_mnur_greatweapons		-1	melee_infantry	1	false	wh3_dlc20_chs_inf_chosen_mnur_greatweapons	80	0	1550	wh_main_shp_transport	1	1	80	1550	388	heavy		0	true	wh3_main_vo_culture_Nurgle	infantry_axe_great	4	false	chaos_warrior_15_degrees		false		1550.0000	0.0000	false	vo_culture_None	false	wh3_dlc20_vo_actor_Chaos_Warrior	0	true	false	6	false	false		0.0000	true	1	false
wh3_dlc20_chs_inf_chosen_msla		-1	melee_infantry	1	false	wh3_dlc20_chs_inf_chosen_msla	80	0	1350	wh_main_shp_transport	1	1	80	1350	338	heavy		0	true	wh3_main_vo_culture_Slaanesh	infantry_sword	3	false	chaos_warrior_30_degrees		false		1350.0000	0.0000	false	vo_culture_None	false	wh3_dlc20_vo_actor_Chaos_Warrior	0	true	false	6	false	false		0.0000	true	1	false
wh3_dlc20_chs_inf_chosen_msla_hellscourges		-1	melee_infantry	1	false	wh3_dlc20_chs_inf_chosen_msla_hellscourges	80	0	1500	wh_main_shp_transport	1	1	80	1500	375	heavy		0	true	wh3_main_vo_culture_Slaanesh	wh2_dlc10_def_whip_infantry	3	false	chaos_warrior_hellscourges		false		1500.0000	0.0000	false	vo_culture_None	false	wh3_dlc20_vo_actor_Chaos_Warrior	0	true	false	6	false	false		0.0000	true	1	false
wh3_dlc20_chs_inf_chosen_mtze		-1	melee_infantry	1	false	wh3_dlc20_chs_inf_chosen_mtze	80	0	1350	wh_main_shp_transport	1	1	80	1350	338	heavy		0	true	wh3_main_vo_culture_Tzeentch	infantry_sword	3	false	chaos_warrior_30_degrees		false		1350.0000	0.0000	false	vo_culture_None	false	wh3_dlc20_vo_actor_Chaos_Warrior	0	true	false	6	false	false		1000.0000	true	1	false
wh3_dlc20_chs_inf_chosen_mtze_halberds		-1	melee_infantry	1	false	wh3_dlc20_chs_inf_chosen_mtze_halberds	80	0	1500	wh_main_shp_transport	1	1	80	1500	375	heavy		0	true	wh3_main_vo_culture_Tzeentch	infantry_spear_halberd	4	false	chaos_warrior_30_degrees		false		1500.0000	0.0000	false	vo_culture_None	false	wh3_dlc20_vo_actor_Chaos_Warrior	0	true	false	6	false	false		1000.0000	true	1	false
wh3_dlc20_chs_inf_forsaken_mkho		-1	melee_infantry	1	false	wh3_dlc20_chs_inf_forsaken_mkho	80	0	800	wh_main_shp_transport	1	1	80	800	200	heavy		0	true	wh_dlc01_vo_culture_Chaos_Forsaken	chaos_forsaken	2	false	chaos_warrior_30_degrees		false		800.0000	0.0000	false	vo_culture_None	false	wh_main_vo_actor_default	0	false	false	6	false	false		0.0000	true	1	false
wh3_dlc20_chs_inf_forsaken_msla		-1	melee_infantry	1	false	wh3_dlc20_chs_inf_forsaken_msla	80	0	800	wh_main_shp_transport	1	1	80	800	200	heavy		0	true	wh_dlc01_vo_culture_Chaos_Forsaken	chaos_forsaken	2	false	chaos_warrior_30_degrees		false		800.0000	0.0000	false	vo_culture_None	false	wh_main_vo_actor_default	0	false	false	6	false	false		0.0000	true	1	false
wh3_dlc20_chs_mon_giant_mnur_ror		1	monster	2	false	wh3_dlc20_chs_mon_giant_mnur_ror	1	0	1800	wh_main_shp_transport	1	1	1	1800	450	very_heavy		0	true	wh_main_vo_culture_Giant	giant	5	true	grn_giant		true		1800.0000	0.0000	true	vo_culture_None	true	wh_main_vo_actor_default	0	false	true	2	false	false		0.0000	true	1	true
wh3_dlc20_chs_mon_warshrine		-1	monster	2	false	wh3_dlc20_chs_mon_warshrine	1	0	1200	wh_main_shp_transport	1	1	1	1200	300	very_heavy		0	true	wh_main_vo_culture_Chaos	chaos_warshrine	3	true	chs_warshrine		true		1200.0000	0.0000	true	wh_main_vo_culture_Chaos	false	wh3_dlc20_vo_actor_Chaos_Warrior	0	true	false	2	false	false		0.0000	true	1	false
wh3_dlc20_chs_mon_warshrine_mkho		-1	monster	2	false	wh3_dlc20_chs_mon_warshrine_mkho	1	0	1300	wh_main_shp_transport	1	1	1	1300	325	very_heavy		0	true	wh3_main_vo_culture_Khorne	chaos_warshrine	3	true	chs_warshrine		true		1300.0000	0.0000	true	wh3_main_vo_culture_Khorne	false	wh3_dlc20_vo_actor_Chaos_Warrior	0	true	false	2	false	false		0.0000	true	1	false
wh3_dlc20_chs_mon_warshrine_mnur		-1	monster	2	false	wh3_dlc20_chs_mon_warshrine_mnur	1	0	1300	wh_main_shp_transport	1	1	1	1300	325	very_heavy		0	true	wh3_main_vo_culture_Nurgle	chaos_warshrine	3	true	chs_warshrine		true		1300.0000	0.0000	true	wh3_main_vo_culture_Nurgle	false	wh3_dlc20_vo_actor_Chaos_Warrior	0	true	false	2	false	false		0.0000	true	1	false
wh3_dlc20_chs_mon_warshrine_msla		-1	monster	2	false	wh3_dlc20_chs_mon_warshrine_msla	1	0	1300	wh_main_shp_transport	1	1	1	1300	325	very_heavy		0	true	wh3_main_vo_culture_Slaanesh	chaos_warshrine	3	true	chs_warshrine		true		1300.0000	0.0000	true	wh3_main_vo_culture_Slaanesh	false	wh3_dlc20_vo_actor_Chaos_Warrior	0	true	false	2	false	false		0.0000	true	1	false
wh3_dlc20_chs_mon_warshrine_mtze		-1	monster	2	false	wh3_dlc20_chs_mon_warshrine_mtze	1	0	1300	wh_main_shp_transport	1	1	1	1300	325	very_heavy		0	true	wh3_main_vo_culture_Tzeentch	chaos_warshrine	3	true	chs_warshrine		true		1300.0000	0.0000	true	wh3_main_vo_culture_Tzeentch	false	wh3_dlc20_vo_actor_Chaos_Warrior	0	true	false	2	false	false		800.0000	true	1	false
wh3_dlc20_kho_cav_skullcrushers_mkho_ror		1	monstrous_cavalry	2	false	wh3_dlc20_kho_cav_skullcrushers_mkho_ror	32	0	1900	wh_main_shp_transport	1	1	32	1900	475	medium		0	true	wh3_main_vo_culture_Khorne	chaos_juggernaut_axe	4	false	kho_cav		false		2200.0000	0.0000	false	vo_culture_None	true	wh3_main_vo_actor_Khorne_Chaos_Warrior	0	true	false	6	false	false		0.0000	true	1	true
wh3_dlc20_kho_cha_cultist_mkho_warshrine		-1	hero	2	false	wh3_dlc20_kho_cha_cultist_mkho_warshrine	1	0	1400	wh_main_shp_transport	1	1	1	3000	250	heavy		0	true	wh3_main_vo_culture_Khorne	wh3_main_kho_cultist	0	true	chaos_warrior_30_degrees	wh3_dlc20_cam_mnt_chs_warshrine_mkho	true		1400.0000	0.0000	true	wh3_main_vo_culture_Khorne	false	wh3_main_vo_actor_Khorne_Cultist_Of_Khorne	0	true	false	2	false	false		0.0000	true	1	false
wh3_dlc20_kho_cha_valkia		-1	lord	1	false	wh3_dlc20_kho_cha_valkia	1	0	1300	wh_main_shp_transport	1	1	1	1300	325	heavy		0	false	wh3_main_vo_culture_Khorne	wh3_main_kho_bloodthirster_lord	0	true	chs_valkia		true		1300.0000	0.0000	true	vo_culture_None	true	wh3_dlc20_vo_actor_Khorne_Valkia	0	true	false	0	false	false		0.0000	false	1	false
wh3_dlc20_nur_cha_cultist_mnur_warshrine		-1	hero	2	false	wh3_dlc20_nur_cha_cultist_mnur_warshrine	1	0	1400	wh_main_shp_transport	1	1	1	3000	250	heavy		0	true	wh3_main_vo_culture_Nurgle	wh3_main_nur_cultist	0	true	chaos_warrior_30_degrees	wh3_dlc20_cam_mnt_chs_warshrine_mnur	true		1400.0000	0.0000	true	wh3_main_vo_culture_Nurgle	false	wh3_main_vo_actor_Nurgle_Cultist_Of_Nurgle	0	true	false	2	false	false		0.0000	true	1	false
wh3_dlc20_nur_cha_festus		-1	lord	1	false	wh3_dlc20_nur_cha_festus	1	0	1250	wh_main_shp_transport	1	1	1	850	212	heavy		0	false	wh3_main_vo_culture_Nurgle	wh3_lord_wizard_nurgle	0	true	chs_festus		true		850.0000	0.0000	true	vo_culture_None	true	wh3_dlc20_vo_actor_Nurgle_Festus	0	true	false	0	false	false		0.0000	false	1	false
wh3_dlc20_sla_cha_azazel		-1	lord	1	false	wh3_dlc20_sla_cha_azazel	1	0	1600	wh_main_shp_transport	1	1	1	2000	350	heavy		0	false	wh3_main_vo_culture_Slaanesh	wh3_lord_wizard_slaanesh	0	true	chs_azazel		true		1600.0000	0.0000	true	vo_culture_None	true	wh3_dlc20_vo_actor_Slaanesh_Azazel	0	true	false	0	false	false		0.0000	false	1	false
wh3_dlc20_tze_cha_cultist_mtze_warshrine		-1	hero	2	false	wh3_dlc20_tze_cha_cultist_mtze_warshrine	1	0	1400	wh_main_shp_transport	1	1	1	3000	250	heavy		0	true	wh3_main_vo_culture_Tzeentch	wh3_main_tze_cultist	0	true	chaos_warrior_30_degrees	wh3_dlc20_cam_mnt_chs_warshrine_mtze	true		1300.0000	0.0000	true	wh3_main_vo_culture_Tzeentch	false	wh3_main_vo_actor_Tzeentch_Cultist_Of_Tzeentch	0	true	false	2	false	false		800.0000	true	1	false
wh3_dlc20_tze_cha_vilitch		-1	lord	1	false	wh3_dlc20_tze_cha_vilitch	1	0	1000	wh_main_shp_transport	1	1	1	1000	250	heavy		0	false	wh3_main_vo_culture_Tzeentch	wh3_lord_wizard_tzeentch	0	true	chs_vilitch		true		1000.0000	0.0000	true	vo_culture_None	true	wh3_dlc20_vo_actor_Tzeentch_Vilitch	0	true	false	0	false	false		1000.0000	false	1	false
wh3_dlc23_chd_cav_bull_centaurs_axe		-1	melee_cavalry	2	false	wh3_dlc23_chd_cav_bull_centaurs_axe	16	0	1550	wh_main_shp_transport	1	1	80	1550	387	heavy		0	true	wh3_dlc23_vo_culture_Chaos_Dwarfs	chd_bull_centaurs_axe	3	false	bst_centigor_40_degrees		false		1550.0000	0.0000	true	vo_culture_None	false	wh3_dlc23_vo_actor_Chaos_Dwarf_Bull_Centaur_Units	0	true	true	6	false	false		0.0000	true	1	false
wh3_dlc23_chd_cav_bull_centaurs_dual_axe		-1	melee_cavalry	2	false	wh3_dlc23_chd_cav_bull_centaurs_dual_axe	16	0	1600	wh_main_shp_transport	1	1	80	1600	400	heavy		0	true	wh3_dlc23_vo_culture_Chaos_Dwarfs	chd_bull_centaurs_dual_axes	3	false	bst_centigor_40_degrees		false		1600.0000	0.0000	true	vo_culture_None	false	wh3_dlc23_vo_actor_Chaos_Dwarf_Bull_Centaur_Units	0	true	true	6	false	false		0.0000	true	1	false
wh3_dlc23_chd_cav_bull_centaurs_dual_axe_ror		1	melee_cavalry	1	false	wh3_dlc23_chd_cav_bull_centaurs_dual_axe_ror	16	1	1900	wh_main_shp_transport	1	1	80	1900	475	heavy		0	true	wh3_dlc23_vo_culture_Chaos_Dwarfs	chd_bull_centaurs_dual_axes	4	false	bst_centigor_40_degrees		false		1500.0000	400.0000	true	vo_culture_None	true	wh3_dlc23_vo_actor_Chaos_Dwarf_Bull_Centaur_Units	0	true	true	6	false	false		0.0000	true	1	true
wh3_dlc23_chd_cav_bull_centaurs_greatweapons		-1	melee_cavalry	2	false	wh3_dlc23_chd_cav_bull_centaurs_greatweapons	16	0	1600	wh_main_shp_transport	1	1	80	1600	400	heavy		0	true	wh3_dlc23_vo_culture_Chaos_Dwarfs	chd_bull_centaurs_great_weapons	3	false	bst_centigor_40_degrees		false		1600.0000	0.0000	true	vo_culture_None	false	wh3_dlc23_vo_actor_Chaos_Dwarf_Bull_Centaur_Units	0	true	true	6	false	false		0.0000	true	1	false
wh3_dlc23_chd_cav_hobgoblin_wolf_raiders_bows		-1	melee_cavalry	1	false	wh3_dlc23_chd_cav_hobgoblin_wolf_raiders_bows	60	0	600	wh_main_shp_transport	1	1	60	600	150	light		0	true	wh3_dlc23_vo_culture_Hobgoblins	missile_cavalry_bow_wolf	2	false	grn_goblin_wolf_rider		false		250.0000	350.0000	false	vo_culture_None	false	wh3_dlc23_vo_actor_Hobgoblin_Unit	0	true	false	6	false	false		0.0000	true	1	false
wh3_dlc23_chd_cav_hobgoblin_wolf_raiders_ror		1	melee_cavalry	1	false	wh3_dlc23_chd_cav_hobgoblin_wolf_raiders_ror	60	1	900	wh_main_shp_transport	1	1	60	950	238	light		0	true	wh3_dlc23_vo_culture_Hobgoblins	chd_cavalry_wolf_spear_bow	2	false	grn_goblin_wolf_rider		false		450.0000	350.0000	false	vo_culture_None	true	wh3_dlc23_vo_actor_Hobgoblin_Unit	0	true	false	6	false	false		0.0000	true	1	true
wh3_dlc23_chd_cav_hobgoblin_wolf_raiders_spears		-1	melee_cavalry	1	false	wh3_dlc23_chd_cav_hobgoblin_wolf_raiders_spears	60	0	525	wh_main_shp_transport	1	1	60	525	131	light		0	true	wh3_dlc23_vo_culture_Hobgoblins	cavalry_wolf	2	false	grn_goblin_wolf_rider		false		525.0000	0.0000	false	vo_culture_None	false	wh3_dlc23_vo_actor_Hobgoblin_Unit	0	true	false	6	false	false		0.0000	true	1	false
wh3_dlc23_chd_cha_astragoth_ironhand		-1	lord	1	false	wh3_dlc23_chd_cha_astragoth_ironhand	1	0	1500	wh_main_shp_transport	1	1	1	1000	250	heavy		0	false	wh3_dlc23_vo_culture_Chaos_Dwarfs	lord_wizard_hashut	0	true	grn_troll		true		1500.0000	0.0000	true	vo_culture_None	true	wh3_dlc23_vo_actor_Chaos_Dwarf_Astragoth_Ironhand	0	true	false	0	false	false		0.0000	false	1	false
wh3_dlc23_chd_cha_bull_centaur_taurruk		-1	hero	1	false	wh3_dlc23_chd_cha_bull_centaur_taurruk	1	0	1100	wh_main_shp_transport	1	1	1	1000	250	heavy		0	false	wh3_dlc23_vo_culture_Chaos_Dwarfs	wh3_dlc23_chd_bull_centaur_taurruk	0	true	bst_gorebull		true		1100.0000	0.0000	true	vo_culture_None	true	wh3_dlc23_vo_actor_Chaos_Dwarf_Bull_Centaur_Taurruk	0	true	true	2	false	false		0.0000	false	1	false
wh3_dlc23_chd_cha_convoy_overseer		-1	lord	1	false	wh3_dlc23_chd_cha_overseer	1	0	650	wh_main_shp_transport	1	1	1	1000	0	heavy		0	false	wh3_dlc23_vo_culture_Chaos_Dwarfs	lord_infantry_axe	0	true	dwf_warrior_15_degrees		true		900.0000	0.0000	false	vo_culture_None	true	wh3_dlc23_vo_actor_Chaos_Dwarf_Overseer	0	true	false	0	false	false		0.0000	false	1	false
wh3_dlc23_chd_cha_daemonsmith_sorcerer_death		-1	hero	1	false	wh3_dlc23_chd_cha_daemonsmith_sorcerer_death	1	0	550	wh_main_shp_transport	1	1	1	1000	250	heavy		0	false	wh3_dlc23_vo_culture_Chaos_Dwarfs	wizard_death	0	true	dwf_warrior_15_degrees		true		550.0000	0.0000	false	vo_culture_None	true	wh3_dlc23_vo_actor_Chaos_Dwarf_Daemonsmith	0	true	false	2	false	false		0.0000	false	1	false
