battle_map_location	group	catchment_name	tile_upgrades
terrain\battles\wh3_dlc21_macro_emp_grasslands_01\	wh3_main_macro_emp_grasslands	catchment_14	
terrain\battles\wh3_dlc21_macro_emp_grasslands_01\	wh3_main_macro_emp_grasslands	catchment_15	
terrain\battles\wh3_dlc21_macro_emp_grasslands_01\	wh3_main_macro_emp_grasslands	catchment_16	
terrain\battles\wh3_dlc21_macro_emp_grasslands_01\	wh3_main_macro_emp_grasslands	catchment_17	
terrain\battles\wh3_dlc21_macro_emp_grasslands_01\	wh3_main_macro_emp_grasslands	catchment_18	
terrain\battles\wh3_dlc21_macro_badlands_wastelands_01\	wh3_main_macro_grn_badlands_ogr_camp	catchment_01	wh3_main_ogr_camp
terrain/battles/ult_forest_infield_a/	wh3_main_macro_hef_ulthuan_ogr_camp	catchment_05	wh3_main_ogr_camp
terrain/battles/wh3_main_macro_kho_realm_01/	wh3_main_macro_kho_realm_ambush	catchment_19	
terrain/battles/wh3_main_macro_kho_realm_01/	wh3_main_macro_kho_realm_chokepoint	catchment_16	
terrain/battles/wh3_main_macro_kho_realm_01/	wh3_main_macro_kho_realm	catchment_01	
terrain/battles/wh3_main_macro_kho_realm_01/	wh3_main_macro_kho_realm	catchment_02	
terrain/battles/wh3_main_macro_kho_realm_01/	wh3_main_macro_kho_realm	catchment_03	
terrain/battles/wh3_main_macro_kho_realm_01/	wh3_main_macro_kho_realm	catchment_04	
terrain/battles/wh3_main_macro_kho_realm_01/	wh3_main_macro_kho_realm	catchment_05	
terrain/battles/wh3_main_macro_kho_realm_01/	wh3_main_macro_kho_realm	catchment_06	
terrain/battles/wh3_main_macro_kho_realm_01/	wh3_main_macro_kho_realm	catchment_09	
terrain/battles/wh3_main_macro_kho_realm_01/	wh3_main_macro_kho_realm	catchment_11	
terrain/battles/wh3_main_macro_kho_realm_01/	wh3_main_macro_kho_realm	catchment_12	
terrain/battles/wh3_main_macro_kho_realm_01/	wh3_main_macro_kho_realm	catchment_15	
terrain/battles/wh3_main_macro_kho_wastes_02_ogr_camp/	wh3_main_macro_kho_wastes_ogr_camp	catchment_09	wh3_main_ogr_camp
terrain/battles/wh3_main_macro_kho_wastes_01/	wh3_main_macro_kho_wastes	catchment_01	
terrain/battles/wh3_main_macro_kho_wastes_02/	wh3_main_macro_kho_wastes	catchment_01	
terrain\battles\wh3_main_macro_kho_wastes_01\	wh3_main_macro_kho_wastes	catchment_02	
terrain\battles\wh3_main_macro_kho_wastes_01\	wh3_main_macro_kho_wastes	catchment_03	
terrain\battles\wh3_main_macro_kho_wastes_01\	wh3_main_macro_kho_wastes	catchment_04	
terrain\battles\wh3_main_macro_kho_wastes_01\	wh3_main_macro_kho_wastes	catchment_05	
terrain\battles\wh3_main_macro_kho_wastes_01\	wh3_main_macro_kho_wastes	catchment_06	
terrain\battles\wh3_main_macro_kho_wastes_01\	wh3_main_macro_kho_wastes	catchment_07	
terrain\battles\wh3_main_macro_kho_wastes_01\	wh3_main_macro_kho_wastes	catchment_08	
terrain\battles\wh3_main_macro_kho_wastes_02\	wh3_main_macro_kho_wastes	catchment_01	
terrain\battles\wh3_main_macro_kho_wastes_02\	wh3_main_macro_kho_wastes	catchment_02	
terrain\battles\wh3_main_macro_kho_wastes_02\	wh3_main_macro_kho_wastes	catchment_03	
terrain\battles\wh3_main_macro_kho_wastes_02\	wh3_main_macro_kho_wastes	catchment_04	
terrain\battles\wh3_main_macro_kho_wastes_02\	wh3_main_macro_kho_wastes	catchment_05	
terrain\battles\wh3_main_macro_kho_wastes_02\	wh3_main_macro_kho_wastes	catchment_06	
terrain\battles\wh3_main_macro_kho_wastes_02\	wh3_main_macro_kho_wastes	catchment_07	
terrain\battles\wh3_main_macro_kho_wastes_02\	wh3_main_macro_kho_wastes	catchment_08	
terrain\battles\wh3_main_macro_ksl_mountains_01\	wh3_main_macro_ksl_mountains_ambush	catchment_10	
terrain\battles\wh3_main_macro_ksl_mountains_01\	wh3_main_macro_ksl_mountains_ambush	catchment_11	
terrain\battles\wh3_main_macro_ksl_mountains_01\	wh3_main_macro_ksl_mountains_chokepoint	catchment_01	
terrain\battles\wh3_main_macro_ksl_mountains_01_ogr_camp\	wh3_main_macro_ksl_mountains_ogr_camp	catchment_11	wh3_main_ogr_camp
terrain\battles\wh3_main_macro_ksl_mountains_01\	wh3_main_macro_ksl_mountains	catchment_02	
terrain\battles\wh3_main_macro_ksl_mountains_01\	wh3_main_macro_ksl_mountains	catchment_03	
terrain\battles\wh3_main_macro_ksl_mountains_01\	wh3_main_macro_ksl_mountains	catchment_04	
terrain\battles\wh3_main_macro_ksl_mountains_01\	wh3_main_macro_ksl_mountains	catchment_05	
terrain\battles\wh3_main_macro_ksl_mountains_01\	wh3_main_macro_ksl_mountains	catchment_06	
terrain\battles\wh3_main_macro_ksl_mountains_01\	wh3_main_macro_ksl_mountains	catchment_07	
terrain\battles\wh3_main_macro_ksl_mountains_01\	wh3_main_macro_ksl_mountains	catchment_08	
terrain\battles\wh3_main_macro_ksl_mountains_01\	wh3_main_macro_ksl_mountains	catchment_09	
terrain\battles\wh3_main_macro_ksl_plains_01\	wh3_main_macro_ksl_plains_ambush	catchment_10	
terrain\battles\wh3_main_macro_ksl_plains_01\	wh3_main_macro_ksl_plains_ambush	catchment_13	
terrain\battles\wh3_main_macro_ksl_plains_01\	wh3_main_macro_ksl_plains_chokepoint	catchment_08	
terrain\battles\wh3_main_macro_ksl_plains_01\	wh3_main_macro_ksl_plains_chokepoint	catchment_09	
terrain\battles\wh3_main_macro_ksl_river_01\	wh3_main_macro_ksl_plains_chokepoint	catchment_01	
terrain\battles\wh3_main_macro_ksl_river_01\	wh3_main_macro_ksl_plains_chokepoint	catchment_02	
terrain\battles\wh3_main_macro_ksl_river_02\	wh3_main_macro_ksl_plains_chokepoint	catchment_01	
terrain\battles\wh3_main_macro_ksl_river_02\	wh3_main_macro_ksl_plains_chokepoint	catchment_02	
terrain\battles\wh3_main_macro_ksl_river_02\	wh3_main_macro_ksl_plains_chokepoint	catchment_03	
terrain\battles\wh3_main_macro_ksl_plains_01\	wh3_main_macro_ksl_plains	catchment_01	
terrain\battles\wh3_main_macro_ksl_plains_01\	wh3_main_macro_ksl_plains	catchment_02	
terrain\battles\wh3_main_macro_ksl_plains_01\	wh3_main_macro_ksl_plains	catchment_03	
terrain\battles\wh3_main_macro_ksl_plains_01\	wh3_main_macro_ksl_plains	catchment_04	
terrain\battles\wh3_main_macro_ksl_plains_01\	wh3_main_macro_ksl_plains	catchment_05	
terrain\battles\wh3_main_macro_ksl_plains_01\	wh3_main_macro_ksl_plains	catchment_06	
terrain\battles\wh3_main_macro_ksl_plains_01\	wh3_main_macro_ksl_plains	catchment_07	
terrain\battles\wh3_main_macro_ksl_plains_01\	wh3_main_macro_ksl_plains	catchment_11	
terrain\battles\wh3_main_macro_ksl_plains_01\	wh3_main_macro_ksl_plains	catchment_12	
terrain\battles\wh3_main_macro_ksl_plains_02\	wh3_main_macro_ksl_plains	catchment_01	
terrain\battles\wh3_main_macro_ksl_plains_02\	wh3_main_macro_ksl_plains	catchment_02	
terrain\battles\wh3_main_macro_ksl_plains_02\	wh3_main_macro_ksl_plains	catchment_03	
terrain\battles\wh3_main_macro_ksl_plains_02\	wh3_main_macro_ksl_plains	catchment_04	
terrain\battles\wh3_main_macro_ksl_plains_02\	wh3_main_macro_ksl_plains	catchment_05	
terrain\battles\wh3_main_macro_ksl_plains_02\	wh3_main_macro_ksl_plains	catchment_06	
terrain\battles\wh3_main_macro_ksl_plains_02\	wh3_main_macro_ksl_plains	catchment_07	
terrain\battles\wh3_main_macro_ksl_plains_02\	wh3_main_macro_ksl_plains	catchment_08	
terrain\battles\wh3_main_macro_ksl_plains_02\	wh3_main_macro_ksl_plains	catchment_09	
terrain\battles\wh3_main_macro_ksl_plains_02\	wh3_main_macro_ksl_plains	catchment_10	
terrain\battles\wh3_main_macro_ksl_river_01\	wh3_main_macro_ksl_river	catchment_01	
terrain\battles\wh3_main_macro_ksl_river_01\	wh3_main_macro_ksl_river	catchment_02	
terrain\battles\wh3_main_macro_ksl_river_02\	wh3_main_macro_ksl_river	catchment_01	
terrain\battles\wh3_main_macro_ksl_river_02\	wh3_main_macro_ksl_river	catchment_02	
terrain\battles\wh3_main_macro_ksl_river_02\	wh3_main_macro_ksl_river	catchment_03	
terrain\battles\wh3_main_macro_ksl_troll_country_01\	wh3_main_macro_ksl_troll_country_ambush	catchment_11	
terrain\battles\wh3_main_macro_ksl_troll_country_01\	wh3_main_macro_ksl_troll_country_ambush	catchment_12	
terrain\battles\wh3_main_macro_ksl_river_01\	wh3_main_macro_ksl_troll_country_chokepoint	catchment_01	
terrain\battles\wh3_main_macro_ksl_river_01\	wh3_main_macro_ksl_troll_country_chokepoint	catchment_02	
terrain\battles\wh3_main_macro_ksl_river_02\	wh3_main_macro_ksl_troll_country_chokepoint	catchment_01	
terrain\battles\wh3_main_macro_ksl_river_02\	wh3_main_macro_ksl_troll_country_chokepoint	catchment_02	
terrain\battles\wh3_main_macro_ksl_river_02\	wh3_main_macro_ksl_troll_country_chokepoint	catchment_03	
terrain\battles\wh3_main_macro_ksl_troll_country_01\	wh3_main_macro_ksl_troll_country_chokepoint	catchment_08	
terrain/battles/wh3_main_macro_ksl_troll_country_01/	wh3_main_macro_ksl_troll_country	catchment_01	
terrain\battles\wh3_main_macro_ksl_troll_country_01\	wh3_main_macro_ksl_troll_country	catchment_02	
terrain\battles\wh3_main_macro_ksl_troll_country_01\	wh3_main_macro_ksl_troll_country	catchment_03	
terrain\battles\wh3_main_macro_ksl_troll_country_01\	wh3_main_macro_ksl_troll_country	catchment_04	
terrain\battles\wh3_main_macro_ksl_troll_country_01\	wh3_main_macro_ksl_troll_country	catchment_05	
terrain\battles\wh3_main_macro_ksl_troll_country_01\	wh3_main_macro_ksl_troll_country	catchment_06	
terrain\battles\wh3_main_macro_ksl_troll_country_01\	wh3_main_macro_ksl_troll_country	catchment_07	
terrain\battles\wh3_main_macro_ksl_troll_country_01\	wh3_main_macro_ksl_troll_country	catchment_09	
terrain\battles\wh3_main_macro_ksl_troll_country_01\	wh3_main_macro_ksl_troll_country	catchment_10	
terrain\battles\lzd_hills_infield_a\	wh3_main_macro_lzd_lustria_ogr_camp	catchment_05	wh3_main_ogr_camp
terrain\battles\def_bleak_forest_infield_a\	wh3_main_macro_naggarond_ogr_camp	catchment_04	wh3_main_ogr_camp
terrain\battles\wh3_main_macro_nor_forest_01_ogr_camp\	wh3_main_macro_nor_forest_ogr_camp	catchment_09	wh3_main_ogr_camp
terrain\battles\wh3_main_macro_nor_mountains_01_ogr_camp\	wh3_main_macro_nor_forest_ogr_camp	catchment_08	wh3_main_ogr_camp
terrain\battles\wh3_main_macro_nor_hills_01\	wh3_main_macro_nor_hills_ambush	catchment_07	
terrain\battles\wh3_main_macro_nor_hills_01\	wh3_main_macro_nor_hills_ambush	catchment_08	
terrain\battles\wh3_main_macro_nor_hills_01\	wh3_main_macro_nor_hills_forests_inital_battle	catchment_03	
terrain\battles\wh3_main_macro_nor_forest_01\	wh3_main_macro_nor_hills_forests	catchment_01	
terrain\battles\wh3_main_macro_nor_forest_01\	wh3_main_macro_nor_hills_forests	catchment_02	
terrain\battles\wh3_main_macro_nor_forest_01\	wh3_main_macro_nor_hills_forests	catchment_03	
terrain\battles\wh3_main_macro_nor_forest_01\	wh3_main_macro_nor_hills_forests	catchment_04	
terrain\battles\wh3_main_macro_nor_forest_01\	wh3_main_macro_nor_hills_forests	catchment_05	
terrain\battles\wh3_main_macro_nor_forest_01\	wh3_main_macro_nor_hills_forests	catchment_06	
terrain\battles\wh3_main_macro_nor_forest_01\	wh3_main_macro_nor_hills_forests	catchment_07	
terrain\battles\wh3_main_macro_nor_forest_01\	wh3_main_macro_nor_hills_forests	catchment_08	
terrain\battles\wh3_main_macro_nor_hills_01\	wh3_main_macro_nor_hills_forests	catchment_01	
terrain\battles\wh3_main_macro_nor_hills_01\	wh3_main_macro_nor_hills_forests	catchment_02	
terrain\battles\wh3_main_macro_nor_hills_01\	wh3_main_macro_nor_hills_forests	catchment_03	
terrain\battles\wh3_main_macro_nor_hills_01\	wh3_main_macro_nor_hills_forests	catchment_04	
terrain\battles\wh3_main_macro_nor_hills_01\	wh3_main_macro_nor_hills_forests	catchment_05	
terrain\battles\wh3_main_macro_nor_mountains_01\	wh3_main_macro_nor_mountains_ambush	catchment_07	
terrain\battles\wh3_main_macro_nor_mountains_01\	wh3_main_macro_nor_mountains_ambush	catchment_08	
terrain\battles\wh3_main_macro_nor_forest_01_ogr_camp\	wh3_main_macro_nor_mountains_ogr_camps	catchment_09	wh3_main_ogr_camp
terrain\battles\wh3_main_macro_nor_mountains_01_ogr_camp\	wh3_main_macro_nor_mountains_ogr_camps	catchment_08	wh3_main_ogr_camp
terrain\battles\wh3_main_macro_nor_mountains_01\	wh3_main_macro_nor_mountains	catchment_01	
terrain\battles\wh3_main_macro_nor_mountains_01\	wh3_main_macro_nor_mountains	catchment_02	
terrain\battles\wh3_main_macro_nor_mountains_01\	wh3_main_macro_nor_mountains	catchment_03	
terrain\battles\wh3_main_macro_nor_mountains_01\	wh3_main_macro_nor_mountains	catchment_04	
terrain\battles\wh3_main_macro_nor_mountains_01\	wh3_main_macro_nor_mountains	catchment_05	
terrain\battles\wh3_main_macro_nor_mountains_01\	wh3_main_macro_nor_mountains	catchment_06	
terrain/battles/chokepoint_norsca_river/	wh3_main_macro_nor_river_chokepoint		
terrain/battles/chokepoint_northern_river/	wh3_main_macro_nor_river_chokepoint		
terrain/battles/chokepoint_northern_river_b/	wh3_main_macro_nor_river_chokepoint		
terrain\battles\wh3_main_macro_nor_river_01\	wh3_main_macro_nor_river_chokepoint	catchment_01	
terrain\battles\wh3_main_macro_nor_river_01\	wh3_main_macro_nor_river_chokepoint	catchment_02	
terrain\battles\wh3_main_macro_nor_river_01\	wh3_main_macro_nor_river_chokepoint	catchment_03	
terrain\battles\wh3_main_macro_nur_realm_01\	wh3_main_macro_nur_realm_ambush	catchment_02	
terrain\battles\wh3_main_macro_nur_realm_01\	wh3_main_macro_nur_realm_ambush	catchment_14	
terrain\battles\wh3_main_macro_nur_realm_01\	wh3_main_macro_nur_realm_ambush	catchment_17	
terrain\battles\wh3_main_macro_nur_realm_01\	wh3_main_macro_nur_realm_ambush	catchment_18	
terrain\battles\wh3_main_macro_nur_realm_01\	wh3_main_macro_nur_realm_ambush	catchment_21	
terrain\battles\wh3_main_macro_nur_realm_01\	wh3_main_macro_nur_realm_ambush	catchment_22	
terrain\battles\wh3_main_macro_nur_realm_01\	wh3_main_macro_nur_realm_ambush	catchment_23	
terrain\battles\wh3_main_macro_nur_realm_01\	wh3_main_macro_nur_realm_ambush	catchment_24	
terrain\battles\wh3_main_macro_nur_realm_01\	wh3_main_macro_nur_realm_chokepoint	catchment_03	
terrain\battles\wh3_main_macro_nur_realm_01\	wh3_main_macro_nur_realm_chokepoint	catchment_13	
terrain\battles\wh3_main_macro_nur_realm_01\	wh3_main_macro_nur_realm	catchment_01	
terrain\battles\wh3_main_macro_nur_realm_01\	wh3_main_macro_nur_realm	catchment_04	
terrain\battles\wh3_main_macro_nur_realm_01\	wh3_main_macro_nur_realm	catchment_05	
terrain\battles\wh3_main_macro_nur_realm_01\	wh3_main_macro_nur_realm	catchment_06	
terrain\battles\wh3_main_macro_nur_realm_01\	wh3_main_macro_nur_realm	catchment_07	
terrain\battles\wh3_main_macro_nur_realm_01\	wh3_main_macro_nur_realm	catchment_08	
terrain\battles\wh3_main_macro_nur_realm_01\	wh3_main_macro_nur_realm	catchment_09	
terrain\battles\wh3_main_macro_nur_realm_01\	wh3_main_macro_nur_realm	catchment_10	
terrain\battles\wh3_main_macro_nur_realm_01\	wh3_main_macro_nur_realm	catchment_11	
terrain\battles\wh3_main_macro_nur_realm_01\	wh3_main_macro_nur_realm	catchment_12	
terrain\battles\wh3_main_macro_nur_realm_01\	wh3_main_macro_nur_realm	catchment_15	
terrain\battles\wh3_main_macro_nur_realm_01\	wh3_main_macro_nur_realm	catchment_16	
terrain\battles\wh3_main_macro_nur_realm_01\	wh3_main_macro_nur_realm	catchment_19	
terrain\battles\wh3_main_macro_nur_realm_01\	wh3_main_macro_nur_realm	catchment_20	
terrain/battles/wh3_main_macro_nur_wastes_02_ogr_camp/	wh3_main_macro_nur_wastes_ogr_camp	catchment_11	wh3_main_ogr_camp
terrain\battles\wh3_main_macro_nur_wastes_01\	wh3_main_macro_nur_wastes	catchment_01	
terrain\battles\wh3_main_macro_nur_wastes_01\	wh3_main_macro_nur_wastes	catchment_02	
terrain\battles\wh3_main_macro_nur_wastes_01\	wh3_main_macro_nur_wastes	catchment_03	
terrain\battles\wh3_main_macro_nur_wastes_01\	wh3_main_macro_nur_wastes	catchment_04	
terrain\battles\wh3_main_macro_nur_wastes_01\	wh3_main_macro_nur_wastes	catchment_05	
terrain\battles\wh3_main_macro_nur_wastes_01\	wh3_main_macro_nur_wastes	catchment_06	
terrain\battles\wh3_main_macro_nur_wastes_01\	wh3_main_macro_nur_wastes	catchment_07	
terrain\battles\wh3_main_macro_nur_wastes_01\	wh3_main_macro_nur_wastes	catchment_08	
terrain\battles\wh3_main_macro_nur_wastes_01\	wh3_main_macro_nur_wastes	catchment_09	
terrain\battles\wh3_main_macro_nur_wastes_01\	wh3_main_macro_nur_wastes	catchment_10	
terrain\battles\wh3_main_macro_nur_wastes_02\	wh3_main_macro_nur_wastes	catchment_01	
terrain\battles\wh3_main_macro_nur_wastes_02\	wh3_main_macro_nur_wastes	catchment_02	
terrain\battles\wh3_main_macro_nur_wastes_02\	wh3_main_macro_nur_wastes	catchment_03	
terrain\battles\wh3_main_macro_nur_wastes_02\	wh3_main_macro_nur_wastes	catchment_04	
terrain\battles\wh3_main_macro_nur_wastes_02\	wh3_main_macro_nur_wastes	catchment_05	
terrain\battles\wh3_main_macro_nur_wastes_02\	wh3_main_macro_nur_wastes	catchment_06	
terrain\battles\wh3_main_macro_nur_wastes_02\	wh3_main_macro_nur_wastes	catchment_07	
terrain\battles\wh3_main_macro_nur_wastes_02\	wh3_main_macro_nur_wastes	catchment_08	
terrain\battles\wh3_main_macro_nur_wastes_02\	wh3_main_macro_nur_wastes	catchment_09	
terrain\battles\wh3_main_macro_nur_wastes_02\	wh3_main_macro_nur_wastes	catchment_10	
terrain\battles\wh3_main_macro_ogr_haunted_forest_01\	wh3_main_macro_ogr_haunted_forest_ambush	catchment_11	
terrain\battles\wh3_main_macro_ogr_haunted_forest_01\	wh3_main_macro_ogr_haunted_forest_ambush	catchment_12	
terrain\battles\wh3_main_macro_ogr_haunted_forest_01\	wh3_main_macro_ogr_haunted_forest_chokepoint	catchment_07	
terrain\battles\wh3_main_macro_ogr_haunted_forest_01\	wh3_main_macro_ogr_haunted_forest	catchment_01	
terrain\battles\wh3_main_macro_ogr_haunted_forest_01\	wh3_main_macro_ogr_haunted_forest	catchment_02	
terrain\battles\wh3_main_macro_ogr_haunted_forest_01\	wh3_main_macro_ogr_haunted_forest	catchment_03	
terrain\battles\wh3_main_macro_ogr_haunted_forest_01\	wh3_main_macro_ogr_haunted_forest	catchment_04	
terrain\battles\wh3_main_macro_ogr_haunted_forest_01\	wh3_main_macro_ogr_haunted_forest	catchment_05	
terrain\battles\wh3_main_macro_ogr_haunted_forest_01\	wh3_main_macro_ogr_haunted_forest	catchment_06	
terrain\battles\wh3_main_macro_ogr_haunted_forest_01\	wh3_main_macro_ogr_haunted_forest	catchment_08	
terrain\battles\wh3_main_macro_ogr_haunted_forest_01\	wh3_main_macro_ogr_haunted_forest	catchment_09	
terrain\battles\wh3_main_macro_ogr_haunted_forest_01\	wh3_main_macro_ogr_haunted_forest	catchment_10	
terrain/battles/wh3_main_macro_ogr_valley_03/	wh3_main_macro_ogr_mountains_ambush	catchment_07	
terrain\battles\wh3_main_macro_ogr_mountains_03\	wh3_main_macro_ogr_mountains_chokepoint	catchment_02	
terrain\battles\wh3_main_macro_ogr_mountains_03\	wh3_main_macro_ogr_mountains_chokepoint	catchment_03	
terrain\battles\wh3_main_macro_ogr_mountains_03\	wh3_main_macro_ogr_mountains_chokepoint	catchment_06	
terrain/battles/wh3_main_macro_ogr_mountains_01/	wh3_main_macro_ogr_mountains	catchment_01	
terrain/battles/wh3_main_macro_ogr_mountains_01/	wh3_main_macro_ogr_mountains	catchment_02	
terrain/battles/wh3_main_macro_ogr_mountains_01/	wh3_main_macro_ogr_mountains	catchment_03	
terrain/battles/wh3_main_macro_ogr_mountains_01/	wh3_main_macro_ogr_mountains	catchment_04	
terrain/battles/wh3_main_macro_ogr_mountains_01/	wh3_main_macro_ogr_mountains	catchment_05	
terrain/battles/wh3_main_macro_ogr_mountains_01/	wh3_main_macro_ogr_mountains	catchment_06	
terrain/battles/wh3_main_macro_ogr_mountains_02/	wh3_main_macro_ogr_mountains	catchment_01	
terrain/battles/wh3_main_macro_ogr_mountains_02/	wh3_main_macro_ogr_mountains	catchment_02	
terrain/battles/wh3_main_macro_ogr_mountains_02/	wh3_main_macro_ogr_mountains	catchment_03	
terrain/battles/wh3_main_macro_ogr_mountains_02/	wh3_main_macro_ogr_mountains	catchment_04	
terrain/battles/wh3_main_macro_ogr_mountains_02/	wh3_main_macro_ogr_mountains	catchment_05	
terrain/battles/wh3_main_macro_ogr_mountains_02/	wh3_main_macro_ogr_mountains	catchment_06	
terrain/battles/wh3_main_macro_ogr_mountains_02/	wh3_main_macro_ogr_mountains	catchment_07	
terrain/battles/wh3_main_macro_ogr_mountains_02/	wh3_main_macro_ogr_mountains	catchment_08	
terrain/battles/wh3_main_macro_ogr_mountains_03/	wh3_main_macro_ogr_mountains	catchment_01	
terrain/battles/wh3_main_macro_ogr_mountains_03/	wh3_main_macro_ogr_mountains	catchment_04	
terrain/battles/wh3_main_macro_ogr_mountains_03/	wh3_main_macro_ogr_mountains	catchment_05	
terrain/battles/wh3_main_macro_ogr_mountains_03/	wh3_main_macro_ogr_mountains	catchment_06	
terrain\battles\wh3_main_macro_ogr_valley_03\	wh3_main_macro_ogr_valley_ambush	catchment_07	
terrain\battles\wh3_main_macro_ogr_valley_03\	wh3_main_macro_ogr_valley_ambush	catchment_08	
terrain\battles\wh3_main_macro_ogr_valley_01\	wh3_main_macro_ogr_valley_chokepoint	catchment_03	
terrain\battles\wh3_main_macro_ogr_valley_03\	wh3_main_macro_ogr_valley_chokepoint	catchment_05	
terrain\battles\wh3_main_macro_ogr_valley_01\	wh3_main_macro_ogr_valley	catchment_01	
terrain\battles\wh3_main_macro_ogr_valley_01\	wh3_main_macro_ogr_valley	catchment_02	
terrain\battles\wh3_main_macro_ogr_valley_01\	wh3_main_macro_ogr_valley	catchment_04	
terrain\battles\wh3_main_macro_ogr_valley_01\	wh3_main_macro_ogr_valley	catchment_05	
terrain\battles\wh3_main_macro_ogr_valley_01\	wh3_main_macro_ogr_valley	catchment_06	
terrain\battles\wh3_main_macro_ogr_valley_01\	wh3_main_macro_ogr_valley	catchment_07	
terrain\battles\wh3_main_macro_ogr_valley_01\	wh3_main_macro_ogr_valley	catchment_08	
terrain\battles\wh3_main_macro_ogr_valley_02\	wh3_main_macro_ogr_valley	catchment_01	
terrain\battles\wh3_main_macro_ogr_valley_02\	wh3_main_macro_ogr_valley	catchment_02	
terrain\battles\wh3_main_macro_ogr_valley_02\	wh3_main_macro_ogr_valley	catchment_03	
terrain\battles\wh3_main_macro_ogr_valley_02\	wh3_main_macro_ogr_valley	catchment_04	
terrain\battles\wh3_main_macro_ogr_valley_02\	wh3_main_macro_ogr_valley	catchment_05	
terrain\battles\wh3_main_macro_ogr_valley_02\	wh3_main_macro_ogr_valley	catchment_06	
terrain\battles\wh3_main_macro_ogr_valley_03\	wh3_main_macro_ogr_valley	catchment_01	
terrain\battles\wh3_main_macro_ogr_valley_03\	wh3_main_macro_ogr_valley	catchment_02	
terrain\battles\wh3_main_macro_ogr_valley_03\	wh3_main_macro_ogr_valley	catchment_03	
terrain\battles\wh3_main_macro_ogr_valley_03\	wh3_main_macro_ogr_valley	catchment_04	
terrain\battles\wh3_main_macro_ogr_valley_03\	wh3_main_macro_ogr_valley	catchment_06	
terrain/battles/chokepoint_generic_mountain_pass/	wh3_main_macro_old_world_mountain_emp_chokepoint		
terrain\battles\wh3_main_macro_gen_mountains_01\	wh3_main_macro_old_world_mountains_ambush	catchment_09	
terrain\battles\wh3_main_macro_gen_mountains_01\	wh3_main_macro_old_world_mountains_ambush	catchment_10	
terrain/battles/chokepoint_generic_mountain_pass/	wh3_main_macro_old_world_mountains_dwf_chokepoint		
terrain\battles\wh3_main_macro_gen_mountains_01\	wh3_main_macro_old_world_mountains_dwf_chokepoint	catchment_01	
terrain\battles\wh3_main_macro_gen_mountains_01\	wh3_main_macro_old_world_mountains	catchment_02	
terrain\battles\wh3_main_macro_gen_mountains_01\	wh3_main_macro_old_world_mountains	catchment_03	
terrain\battles\wh3_main_macro_gen_mountains_01\	wh3_main_macro_old_world_mountains	catchment_04	
terrain\battles\wh3_main_macro_gen_mountains_01\	wh3_main_macro_old_world_mountains	catchment_05	
terrain\battles\wh3_main_macro_gen_mountains_01\	wh3_main_macro_old_world_mountains	catchment_06	
terrain\battles\wh3_main_macro_gen_mountains_01\	wh3_main_macro_old_world_mountains	catchment_07	
terrain\battles\wh3_main_macro_gen_mountains_01\	wh3_main_macro_old_world_mountains	catchment_08	
terrain\battles\wh3_main_macro_gen_mountains_02\	wh3_main_macro_old_world_mountains	catchment_01	
terrain\battles\wh3_main_macro_gen_mountains_02\	wh3_main_macro_old_world_mountains	catchment_02	
terrain\battles\wh3_main_macro_gen_mountains_02\	wh3_main_macro_old_world_mountains	catchment_03	
terrain\battles\wh3_main_macro_gen_mountains_02\	wh3_main_macro_old_world_mountains	catchment_04	
terrain\battles\wh3_main_macro_gen_mountains_02\	wh3_main_macro_old_world_mountains	catchment_05	
terrain\battles\wh3_main_macro_gen_mountains_02\	wh3_main_macro_old_world_mountains	catchment_06	
terrain\battles\wh3_main_macro_gen_mountains_02\	wh3_main_macro_old_world_mountains	catchment_07	
terrain\battles\wh3_main_macro_gen_mountains_02\	wh3_main_macro_old_world_mountains	catchment_08	
terrain\battles\wh3_main_macro_gen_mountains_02\	wh3_main_macro_old_world_mountains	catchment_09	
terrain\battles\wh3_main_macro_gen_mountains_02\	wh3_main_macro_old_world_mountains	catchment_10	
terrain/battles/wh3_main_macro_sla_realm_01/	wh3_main_macro_sla_realm_ambush	catchment_17	
terrain/battles/wh3_main_macro_sla_realm_01/	wh3_main_macro_sla_realm_ambush	catchment_18	
terrain/battles/wh3_main_macro_sla_realm_01/	wh3_main_macro_sla_realm_chokepoint	catchment_19	
terrain/battles/wh3_main_macro_sla_realm_01/	wh3_main_macro_sla_realm_chokepoint	catchment_20	
terrain/battles/wh3_main_macro_sla_realm_01/	wh3_main_macro_sla_realm	catchment_01	
terrain/battles/wh3_main_macro_sla_realm_01/	wh3_main_macro_sla_realm	catchment_02	
terrain/battles/wh3_main_macro_sla_realm_01/	wh3_main_macro_sla_realm	catchment_03	
terrain/battles/wh3_main_macro_sla_realm_01/	wh3_main_macro_sla_realm	catchment_04	
terrain/battles/wh3_main_macro_sla_realm_01/	wh3_main_macro_sla_realm	catchment_05	
terrain/battles/wh3_main_macro_sla_realm_01/	wh3_main_macro_sla_realm	catchment_06	
terrain/battles/wh3_main_macro_sla_realm_01/	wh3_main_macro_sla_realm	catchment_07	
terrain/battles/wh3_main_macro_sla_realm_01/	wh3_main_macro_sla_realm	catchment_08	
terrain/battles/wh3_main_macro_sla_realm_01/	wh3_main_macro_sla_realm	catchment_09	
