unit	unit_list
wh3_dlc20_chs_inf_chosen_msla	wh3_dlc29_alliance_chaos_sla
wh3_dlc20_chs_inf_chosen_msla_hellscourges	wh3_dlc29_alliance_chaos_sla
wh3_dlc20_chs_inf_forsaken_msla	wh3_dlc29_alliance_chaos_sla
wh3_dlc20_chs_mon_warshrine_msla	wh3_dlc29_alliance_chaos_sla
wh3_dlc27_chs_cha_exalted_hero_msla	wh3_dlc29_alliance_chaos_sla
wh3_dlc27_chs_cha_sorcerer_lord_shadows_msla	wh3_dlc29_alliance_chaos_sla
wh3_dlc27_chs_cha_sorcerer_lord_shadows_msla_chaos_steed	wh3_dlc29_alliance_chaos_sla
wh3_dlc27_chs_cha_sorcerer_lord_shadows_msla_daemonic_steed	wh3_dlc29_alliance_chaos_sla
wh3_dlc27_chs_cha_sorcerer_lord_shadows_msla_warshrine	wh3_dlc29_alliance_chaos_sla
wh3_dlc27_chs_cha_sorcerer_lord_slaanesh_msla	wh3_dlc29_alliance_chaos_sla
wh3_dlc27_chs_cha_sorcerer_lord_slaanesh_msla_chaos_steed	wh3_dlc29_alliance_chaos_sla
wh3_dlc27_chs_cha_sorcerer_lord_slaanesh_msla_daemonic_steed	wh3_dlc29_alliance_chaos_sla
wh3_dlc27_chs_cha_sorcerer_lord_slaanesh_msla_warshrine	wh3_dlc29_alliance_chaos_sla
wh3_dlc27_sla_cav_pleasureseekers	wh3_dlc29_alliance_chaos_sla
wh3_dlc27_sla_cha_druchii_anointed	wh3_dlc29_alliance_chaos_sla
wh3_dlc27_sla_cha_druchii_anointed_cold_one	wh3_dlc29_alliance_chaos_sla
wh3_dlc27_sla_cha_druchii_anointed_daemonic_steed	wh3_dlc29_alliance_chaos_sla
wh3_dlc27_sla_cha_masque_of_slaanesh	wh3_dlc29_alliance_chaos_sla
wh3_dlc27_sla_inf_devotees_of_slaanesh	wh3_dlc29_alliance_chaos_sla
wh3_dlc27_sla_inf_slaangors	wh3_dlc29_alliance_chaos_sla
wh3_dlc27_sla_mon_champions_of_slaanesh	wh3_dlc29_alliance_chaos_sla
wh3_dlc27_sla_mon_preyton	wh3_dlc29_alliance_chaos_sla
wh3_main_sla_cav_heartseekers_of_slaanesh_0	wh3_dlc29_alliance_chaos_sla
wh3_main_sla_cav_hellstriders_0	wh3_dlc29_alliance_chaos_sla
wh3_main_sla_cav_hellstriders_1	wh3_dlc29_alliance_chaos_sla
wh3_main_sla_cav_seekers_of_slaanesh_0	wh3_dlc29_alliance_chaos_sla
wh3_main_sla_cha_alluress_shadow_0	wh3_dlc29_alliance_chaos_sla
wh3_main_sla_cha_alluress_shadow_1	wh3_dlc29_alliance_chaos_sla
wh3_main_sla_cha_alluress_shadow_2	wh3_dlc29_alliance_chaos_sla
wh3_main_sla_cha_alluress_shadow_3	wh3_dlc29_alliance_chaos_sla
wh3_main_sla_cha_alluress_slaanesh_0	wh3_dlc29_alliance_chaos_sla
wh3_main_sla_cha_alluress_slaanesh_1	wh3_dlc29_alliance_chaos_sla
wh3_main_sla_cha_alluress_slaanesh_2	wh3_dlc29_alliance_chaos_sla
wh3_main_sla_cha_alluress_slaanesh_3	wh3_dlc29_alliance_chaos_sla
wh3_main_sla_cha_cultist_0	wh3_dlc29_alliance_chaos_sla
wh3_main_sla_cha_cultist_1	wh3_dlc29_alliance_chaos_sla
wh3_dlc20_chs_cav_chaos_chariot_mtze	wh3_dlc29_alliance_chaos_tze
wh3_dlc20_chs_cav_chaos_knights_mtze_lances	wh3_dlc29_alliance_chaos_tze
wh3_dlc20_chs_cav_marauder_horsemen_mtze_javelins	wh3_dlc29_alliance_chaos_tze
wh3_dlc20_chs_inf_chaos_marauders_mtze	wh3_dlc29_alliance_chaos_tze
wh3_dlc20_chs_inf_chaos_marauders_mtze_spears	wh3_dlc29_alliance_chaos_tze
wh3_dlc20_chs_inf_chaos_warriors_mtze	wh3_dlc29_alliance_chaos_tze
wh3_dlc20_chs_inf_chaos_warriors_mtze_halberds	wh3_dlc29_alliance_chaos_tze
wh3_dlc20_chs_inf_chosen_mtze	wh3_dlc29_alliance_chaos_tze
wh3_dlc20_chs_inf_chosen_mtze_halberds	wh3_dlc29_alliance_chaos_tze
wh3_dlc20_chs_mon_warshrine_mtze	wh3_dlc29_alliance_chaos_tze
wh3_dlc24_tze_cha_blue_scribes	wh3_dlc29_alliance_chaos_tze
wh3_dlc24_tze_inf_centigors_great_weapons	wh3_dlc29_alliance_chaos_tze
wh3_dlc24_tze_inf_tzaangors	wh3_dlc29_alliance_chaos_tze
wh3_dlc24_tze_mon_cockatrice	wh3_dlc29_alliance_chaos_tze
wh3_dlc24_tze_mon_flamers_changebringers	wh3_dlc29_alliance_chaos_tze
wh3_dlc24_tze_mon_mutalith_vortex_beast	wh3_dlc29_alliance_chaos_tze
wh3_main_tze_cav_chaos_knights_0	wh3_dlc29_alliance_chaos_tze
wh3_main_tze_cav_doom_knights_0	wh3_dlc29_alliance_chaos_tze
wh3_main_tze_cha_cultist_0	wh3_dlc29_alliance_chaos_tze
wh3_main_tze_cha_cultist_1	wh3_dlc29_alliance_chaos_tze
wh3_main_tze_cha_exalted_lord_of_change_metal_0	wh3_dlc29_alliance_chaos_tze
wh3_main_tze_cha_exalted_lord_of_change_tzeentch_0	wh3_dlc29_alliance_chaos_tze
wh3_main_tze_cha_herald_of_tzeentch_metal_0	wh3_dlc29_alliance_chaos_tze
wh3_main_tze_cha_herald_of_tzeentch_metal_1	wh3_dlc29_alliance_chaos_tze
wh3_main_tze_cha_herald_of_tzeentch_metal_2	wh3_dlc29_alliance_chaos_tze
wh3_main_tze_cha_herald_of_tzeentch_tzeentch_0	wh3_dlc29_alliance_chaos_tze
wh3_main_tze_cha_herald_of_tzeentch_tzeentch_1	wh3_dlc29_alliance_chaos_tze
wh3_main_tze_cha_herald_of_tzeentch_tzeentch_2	wh3_dlc29_alliance_chaos_tze
wh3_main_tze_cha_iridescent_horror_metal_0	wh3_dlc29_alliance_chaos_tze
wh3_main_tze_cha_iridescent_horror_metal_1	wh3_dlc29_alliance_chaos_tze
wh3_main_tze_cha_iridescent_horror_metal_2	wh3_dlc29_alliance_chaos_tze
wh3_main_tze_cha_iridescent_horror_tzeentch_0	wh3_dlc29_alliance_chaos_tze
wh3_main_tze_cha_iridescent_horror_tzeentch_1	wh3_dlc29_alliance_chaos_tze
wh3_main_tze_cha_iridescent_horror_tzeentch_2	wh3_dlc29_alliance_chaos_tze
wh3_main_tze_inf_blue_horrors_0	wh3_dlc29_alliance_chaos_tze
wh3_main_tze_inf_chaos_furies_0	wh3_dlc29_alliance_chaos_tze
wh3_main_tze_inf_forsaken_0	wh3_dlc29_alliance_chaos_tze
wh3_main_tze_inf_pink_horrors_0	wh3_dlc29_alliance_chaos_tze
wh3_main_tze_inf_pink_horrors_1	wh3_dlc29_alliance_chaos_tze
wh3_main_tze_mon_exalted_flamers_0	wh3_dlc29_alliance_chaos_tze
wh3_main_tze_mon_flamers_0	wh3_dlc29_alliance_chaos_tze
wh3_main_tze_mon_lord_of_change_0	wh3_dlc29_alliance_chaos_tze
wh3_main_tze_mon_screamers_0	wh3_dlc29_alliance_chaos_tze
wh3_main_tze_mon_soul_grinder_0	wh3_dlc29_alliance_chaos_tze
wh3_main_tze_mon_spawn_of_tzeentch_0	wh3_dlc29_alliance_chaos_tze
wh3_main_tze_veh_burning_chariot_0	wh3_dlc29_alliance_chaos_tze
wh2_dlc11_cst_art_carronade	wh3_dlc29_alliance_death_cst
wh2_dlc11_cst_art_mortar	wh3_dlc29_alliance_death_cst
wh2_dlc11_cst_cav_deck_droppers_0	wh3_dlc29_alliance_death_cst
wh2_dlc11_cst_cav_deck_droppers_1	wh3_dlc29_alliance_death_cst
wh2_dlc11_cst_cav_deck_droppers_2	wh3_dlc29_alliance_death_cst
wh2_dlc11_cst_cha_gunnery_wight_0	wh3_dlc29_alliance_death_cst
wh2_dlc11_cst_cha_mourngul_haunter	wh3_dlc29_alliance_death_cst
wh2_dlc11_cst_cha_vampire_fleet_captain_0	wh3_dlc29_alliance_death_cst
wh2_dlc11_cst_inf_deck_gunners_0	wh3_dlc29_alliance_death_cst
wh2_dlc11_cst_inf_depth_guard_0	wh3_dlc29_alliance_death_cst
wh2_dlc11_cst_inf_depth_guard_1	wh3_dlc29_alliance_death_cst
wh2_dlc11_cst_inf_syreens	wh3_dlc29_alliance_death_cst
wh2_dlc11_cst_inf_zombie_deckhands_mob_0	wh3_dlc29_alliance_death_cst
wh2_dlc11_cst_inf_zombie_deckhands_mob_1	wh3_dlc29_alliance_death_cst
wh2_dlc11_cst_inf_zombie_gunnery_mob_0	wh3_dlc29_alliance_death_cst
wh2_dlc11_cst_inf_zombie_gunnery_mob_1	wh3_dlc29_alliance_death_cst
wh2_dlc11_cst_inf_zombie_gunnery_mob_2	wh3_dlc29_alliance_death_cst
wh2_dlc11_cst_inf_zombie_gunnery_mob_3	wh3_dlc29_alliance_death_cst
wh2_dlc11_cst_mon_animated_hulks_0	wh3_dlc29_alliance_death_cst
wh2_dlc11_cst_mon_bloated_corpse_0	wh3_dlc29_alliance_death_cst
wh2_dlc11_cst_mon_fell_bats	wh3_dlc29_alliance_death_cst
wh2_dlc11_cst_mon_mournguls_0	wh3_dlc29_alliance_death_cst
wh2_dlc11_cst_mon_necrofex_colossus_0	wh3_dlc29_alliance_death_cst
wh2_dlc11_cst_mon_rotting_leviathan_0	wh3_dlc29_alliance_death_cst
wh2_dlc11_cst_mon_rotting_prometheans_0	wh3_dlc29_alliance_death_cst
wh2_dlc11_cst_mon_rotting_prometheans_gunnery_mob_0	wh3_dlc29_alliance_death_cst
wh2_dlc11_cst_mon_scurvy_dogs	wh3_dlc29_alliance_death_cst
wh2_dlc11_cst_mon_terrorgheist	wh3_dlc29_alliance_death_cst
wh2_dlc09_tmb_art_casket_of_souls_0	wh3_dlc29_alliance_death_tmb
wh2_dlc09_tmb_art_screaming_skull_catapult_0	wh3_dlc29_alliance_death_tmb
wh2_dlc09_tmb_cav_necropolis_knights_0	wh3_dlc29_alliance_death_tmb
wh2_dlc09_tmb_cav_necropolis_knights_1	wh3_dlc29_alliance_death_tmb
wh2_dlc09_tmb_cav_nehekhara_horsemen_0	wh3_dlc29_alliance_death_tmb
wh2_dlc09_tmb_cav_skeleton_horsemen_0	wh3_dlc29_alliance_death_tmb
wh2_dlc09_tmb_cav_skeleton_horsemen_archers_0	wh3_dlc29_alliance_death_tmb
wh2_dlc09_tmb_cha_liche_priest_death_0	wh3_dlc29_alliance_death_tmb
wh2_dlc09_tmb_cha_liche_priest_light_0	wh3_dlc29_alliance_death_tmb
wh2_dlc09_tmb_cha_liche_priest_nehekhara_0	wh3_dlc29_alliance_death_tmb
wh2_dlc09_tmb_cha_liche_priest_shadow_0	wh3_dlc29_alliance_death_tmb
wh2_dlc09_tmb_cha_necrotect_0	wh3_dlc29_alliance_death_tmb
wh2_dlc09_tmb_cha_tomb_prince_0	wh3_dlc29_alliance_death_tmb
wh2_dlc09_tmb_inf_nehekhara_warriors_0	wh3_dlc29_alliance_death_tmb
wh2_dlc09_tmb_inf_skeleton_archers_0	wh3_dlc29_alliance_death_tmb
wh2_dlc09_tmb_inf_skeleton_spearmen_0	wh3_dlc29_alliance_death_tmb
wh2_dlc09_tmb_inf_skeleton_warriors_0	wh3_dlc29_alliance_death_tmb
wh2_dlc09_tmb_inf_tomb_guard_0	wh3_dlc29_alliance_death_tmb
wh2_dlc09_tmb_inf_tomb_guard_1	wh3_dlc29_alliance_death_tmb
wh2_dlc09_tmb_mon_carrion_0	wh3_dlc29_alliance_death_tmb
wh2_dlc09_tmb_mon_heirotitan_0	wh3_dlc29_alliance_death_tmb
wh2_dlc09_tmb_mon_necrosphinx_0	wh3_dlc29_alliance_death_tmb
wh2_dlc09_tmb_mon_sepulchral_stalkers_0	wh3_dlc29_alliance_death_tmb
wh2_dlc09_tmb_mon_tomb_scorpion_0	wh3_dlc29_alliance_death_tmb
wh2_dlc09_tmb_mon_ushabti_0	wh3_dlc29_alliance_death_tmb
wh2_dlc09_tmb_mon_ushabti_1	wh3_dlc29_alliance_death_tmb
wh2_dlc09_tmb_veh_khemrian_warsphinx_0	wh3_dlc29_alliance_death_tmb
wh2_dlc09_tmb_veh_skeleton_archer_chariot_0	wh3_dlc29_alliance_death_tmb
wh2_dlc09_tmb_veh_skeleton_chariot_0	wh3_dlc29_alliance_death_tmb
wh2_pro06_tmb_mon_bone_giant_0	wh3_dlc29_alliance_death_tmb
wh3_dlc29_tmb_cha_liche_high_priest_death	wh3_dlc29_alliance_death_tmb
wh3_dlc29_tmb_cha_liche_high_priest_light	wh3_dlc29_alliance_death_tmb
wh3_dlc29_tmb_cha_liche_high_priest_nehekhara	wh3_dlc29_alliance_death_tmb
wh3_dlc29_tmb_cha_liche_high_priest_shadow	wh3_dlc29_alliance_death_tmb
wh2_dlc11_cst_mon_mournguls_0	wh3_dlc29_alliance_death_vmp
wh3_main_vmp_inf_grave_guard_2	wh3_dlc29_alliance_death_vmp
wh_dlc02_vmp_cav_blood_knights_0	wh3_dlc29_alliance_death_vmp
wh_dlc04_vmp_veh_corpse_cart_0	wh3_dlc29_alliance_death_vmp
wh_dlc04_vmp_veh_corpse_cart_1	wh3_dlc29_alliance_death_vmp
wh_dlc04_vmp_veh_corpse_cart_2	wh3_dlc29_alliance_death_vmp
wh_dlc04_vmp_veh_mortis_engine_0	wh3_dlc29_alliance_death_vmp
wh_dlc05_vmp_cha_vampire_shadows_0	wh3_dlc29_alliance_death_vmp
wh_dlc05_vmp_cha_vampire_shadows_1	wh3_dlc29_alliance_death_vmp
wh_dlc05_vmp_cha_vampire_shadows_2	wh3_dlc29_alliance_death_vmp
wh_main_vmp_cav_black_knights_0	wh3_dlc29_alliance_death_vmp
wh_main_vmp_cav_black_knights_3	wh3_dlc29_alliance_death_vmp
wh_main_vmp_cav_hexwraiths	wh3_dlc29_alliance_death_vmp
wh_main_vmp_cha_banshee	wh3_dlc29_alliance_death_vmp
wh_main_vmp_cha_master_necromancer_0	wh3_dlc29_alliance_death_vmp
wh_main_vmp_cha_master_necromancer_4	wh3_dlc29_alliance_death_vmp
wh_main_vmp_cha_master_necromancer_5	wh3_dlc29_alliance_death_vmp
wh_main_vmp_cha_necromancer_0	wh3_dlc29_alliance_death_vmp
wh_main_vmp_cha_necromancer_5	wh3_dlc29_alliance_death_vmp
wh_main_vmp_cha_vampire_0	wh3_dlc29_alliance_death_vmp
wh_main_vmp_cha_vampire_1	wh3_dlc29_alliance_death_vmp
wh_main_vmp_cha_vampire_2	wh3_dlc29_alliance_death_vmp
wh_main_vmp_cha_vampire_lord_0	wh3_dlc29_alliance_death_vmp
wh_main_vmp_cha_vampire_lord_2	wh3_dlc29_alliance_death_vmp
wh_main_vmp_cha_vampire_lord_3	wh3_dlc29_alliance_death_vmp
wh_main_vmp_cha_vampire_lord_5	wh3_dlc29_alliance_death_vmp
wh_main_vmp_cha_wight_king_0	wh3_dlc29_alliance_death_vmp
wh_main_vmp_cha_wight_king_1	wh3_dlc29_alliance_death_vmp
wh_main_vmp_cha_wight_king_2	wh3_dlc29_alliance_death_vmp
wh_main_vmp_inf_cairn_wraiths	wh3_dlc29_alliance_death_vmp
wh_main_vmp_inf_crypt_ghouls	wh3_dlc29_alliance_death_vmp
wh_main_vmp_inf_grave_guard_0	wh3_dlc29_alliance_death_vmp
wh_main_vmp_inf_grave_guard_1	wh3_dlc29_alliance_death_vmp
wh_main_vmp_inf_skeleton_warriors_0	wh3_dlc29_alliance_death_vmp
wh_main_vmp_inf_skeleton_warriors_1	wh3_dlc29_alliance_death_vmp
wh_main_vmp_inf_zombie	wh3_dlc29_alliance_death_vmp
wh_main_vmp_mon_crypt_horrors	wh3_dlc29_alliance_death_vmp
wh_main_vmp_mon_dire_wolves	wh3_dlc29_alliance_death_vmp
wh_main_vmp_mon_fell_bats	wh3_dlc29_alliance_death_vmp
wh_main_vmp_mon_terrorgheist	wh3_dlc29_alliance_death_vmp
wh_main_vmp_mon_vargheists	wh3_dlc29_alliance_death_vmp
wh_main_vmp_mon_varghulf	wh3_dlc29_alliance_death_vmp
wh_main_vmp_veh_black_coach	wh3_dlc29_alliance_death_vmp
wh2_dlc15_grn_mon_river_trolls_0	wh3_dlc29_alliance_destruction_grn
wh2_dlc15_grn_mon_rogue_idol_0	wh3_dlc29_alliance_destruction_grn
wh2_dlc15_grn_mon_stone_trolls_0	wh3_dlc29_alliance_destruction_grn
wh2_dlc15_grn_veh_snotling_pump_wagon_0	wh3_dlc29_alliance_destruction_grn
wh2_dlc15_grn_veh_snotling_pump_wagon_flappas_0	wh3_dlc29_alliance_destruction_grn
wh2_dlc15_grn_veh_snotling_pump_wagon_roller_0	wh3_dlc29_alliance_destruction_grn
wh2_pro09_grn_cha_black_orc_big_boss_0	wh3_dlc29_alliance_destruction_grn
wh2_pro09_grn_cha_black_orc_big_boss_1	wh3_dlc29_alliance_destruction_grn
wh3_dlc26_grn_art_bolt_throwa	wh3_dlc29_alliance_destruction_grn
wh3_dlc26_grn_cav_mangler_squig	wh3_dlc29_alliance_destruction_grn
wh3_dlc26_grn_cha_night_goblin_big_boss	wh3_dlc29_alliance_destruction_grn
wh3_dlc26_grn_cha_night_goblin_big_boss_squig	wh3_dlc29_alliance_destruction_grn
wh3_dlc26_grn_cha_savage_orc_great_shaman	wh3_dlc29_alliance_destruction_grn
wh3_dlc26_grn_cha_savage_orc_great_shaman_boar	wh3_dlc29_alliance_destruction_grn
wh3_dlc26_grn_cha_savage_orc_great_shaman_wyvern	wh3_dlc29_alliance_destruction_grn
wh3_dlc26_grn_inf_black_orcs_shield	wh3_dlc29_alliance_destruction_grn
wh_dlc06_grn_cav_squig_hoppers_0	wh3_dlc29_alliance_destruction_grn
wh_dlc06_grn_inf_nasty_skulkers_0	wh3_dlc29_alliance_destruction_grn
wh_dlc06_grn_inf_squig_explosive_0	wh3_dlc29_alliance_destruction_grn
wh_dlc06_grn_inf_squig_herd_0	wh3_dlc29_alliance_destruction_grn
wh_dlc06_grn_mon_spider_hatchlings_0	wh3_dlc29_alliance_destruction_grn
wh_main_grn_art_doom_diver_catapult	wh3_dlc29_alliance_destruction_grn
wh_main_grn_art_goblin_rock_lobber	wh3_dlc29_alliance_destruction_grn
wh_main_grn_cav_forest_goblin_spider_riders_0	wh3_dlc29_alliance_destruction_grn
wh_main_grn_cav_forest_goblin_spider_riders_1	wh3_dlc29_alliance_destruction_grn
wh_main_grn_cav_goblin_wolf_chariot	wh3_dlc29_alliance_destruction_grn
wh_main_grn_cav_goblin_wolf_riders_0	wh3_dlc29_alliance_destruction_grn
wh_main_grn_cav_goblin_wolf_riders_1	wh3_dlc29_alliance_destruction_grn
wh_main_grn_cav_orc_boar_boy_big_uns	wh3_dlc29_alliance_destruction_grn
wh_main_grn_cav_orc_boar_boyz	wh3_dlc29_alliance_destruction_grn
wh_main_grn_cav_orc_boar_chariot	wh3_dlc29_alliance_destruction_grn
wh_main_grn_cav_savage_orc_boar_boy_big_uns	wh3_dlc29_alliance_destruction_grn
wh_main_grn_cav_savage_orc_boar_boyz	wh3_dlc29_alliance_destruction_grn
wh_main_grn_cha_goblin_big_boss_0	wh3_dlc29_alliance_destruction_grn
wh_main_grn_cha_goblin_big_boss_1	wh3_dlc29_alliance_destruction_grn
wh_main_grn_cha_goblin_big_boss_2	wh3_dlc29_alliance_destruction_grn
wh_main_grn_cha_goblin_big_boss_4	wh3_dlc29_alliance_destruction_grn
wh_main_grn_cha_goblin_great_shaman_0	wh3_dlc29_alliance_destruction_grn
wh_main_grn_cha_goblin_great_shaman_1	wh3_dlc29_alliance_destruction_grn
wh_main_grn_cha_goblin_great_shaman_2	wh3_dlc29_alliance_destruction_grn
wh_main_grn_cha_night_goblin_shaman	wh3_dlc29_alliance_destruction_grn
wh_main_grn_cha_orc_shaman_0	wh3_dlc29_alliance_destruction_grn
wh_main_grn_cha_orc_shaman_1	wh3_dlc29_alliance_destruction_grn
wh_main_grn_inf_black_orcs	wh3_dlc29_alliance_destruction_grn
wh_main_grn_inf_goblin_archers	wh3_dlc29_alliance_destruction_grn
wh_main_grn_inf_goblin_spearmen	wh3_dlc29_alliance_destruction_grn
wh_main_grn_inf_night_goblin_archers	wh3_dlc29_alliance_destruction_grn
wh_main_grn_inf_night_goblin_fanatics	wh3_dlc29_alliance_destruction_grn
wh_main_grn_inf_night_goblin_fanatics_1	wh3_dlc29_alliance_destruction_grn
wh_main_grn_inf_night_goblins	wh3_dlc29_alliance_destruction_grn
wh_main_grn_inf_orc_arrer_boyz	wh3_dlc29_alliance_destruction_grn
wh_main_grn_inf_orc_big_uns	wh3_dlc29_alliance_destruction_grn
wh_main_grn_inf_orc_boyz	wh3_dlc29_alliance_destruction_grn
wh_main_grn_inf_savage_orc_arrer_boyz	wh3_dlc29_alliance_destruction_grn
wh_main_grn_inf_savage_orc_big_uns	wh3_dlc29_alliance_destruction_grn
wh_main_grn_inf_savage_orcs	wh3_dlc29_alliance_destruction_grn
wh_main_grn_mon_arachnarok_spider_0	wh3_dlc29_alliance_destruction_grn
wh_main_grn_mon_giant	wh3_dlc29_alliance_destruction_grn
wh_main_grn_mon_trolls	wh3_dlc29_alliance_destruction_grn
wh3_dlc26_ogr_cha_bruiser	wh3_dlc29_alliance_destruction_ogr
wh3_dlc26_ogr_cha_butcher_death	wh3_dlc29_alliance_destruction_ogr
wh3_dlc26_ogr_cha_butcher_heavens	wh3_dlc29_alliance_destruction_ogr
wh3_dlc26_ogr_cha_paymaster	wh3_dlc29_alliance_destruction_ogr
wh3_dlc26_ogr_cha_slaughtermaster_death	wh3_dlc29_alliance_destruction_ogr
wh3_dlc26_ogr_cha_slaughtermaster_heavens	wh3_dlc29_alliance_destruction_ogr
wh3_dlc26_ogr_inf_golgfags_maneaters	wh3_dlc29_alliance_destruction_ogr
wh3_dlc26_ogr_inf_pigback_riders	wh3_dlc29_alliance_destruction_ogr
wh3_dlc26_ogr_mon_blood_vultures	wh3_dlc29_alliance_destruction_ogr
wh3_dlc26_ogr_mon_thundertusk	wh3_dlc29_alliance_destruction_ogr
wh3_dlc26_ogr_mon_yhetees	wh3_dlc29_alliance_destruction_ogr
wh3_main_ogr_cav_crushers_0	wh3_dlc29_alliance_destruction_ogr
wh3_main_ogr_cav_crushers_1	wh3_dlc29_alliance_destruction_ogr
wh3_main_ogr_cav_mournfang_cavalry_0	wh3_dlc29_alliance_destruction_ogr
wh3_main_ogr_cav_mournfang_cavalry_1	wh3_dlc29_alliance_destruction_ogr
wh3_main_ogr_cav_mournfang_cavalry_2	wh3_dlc29_alliance_destruction_ogr
wh3_main_ogr_cha_butcher_beasts_0	wh3_dlc29_alliance_destruction_ogr
wh3_main_ogr_cha_butcher_great_maw_0	wh3_dlc29_alliance_destruction_ogr
wh3_main_ogr_cha_firebelly_0	wh3_dlc29_alliance_destruction_ogr
wh3_main_ogr_cha_hunter_0	wh3_dlc29_alliance_destruction_ogr
wh3_main_ogr_cha_hunter_1	wh3_dlc29_alliance_destruction_ogr
wh3_main_ogr_cha_slaughtermaster_beasts_0	wh3_dlc29_alliance_destruction_ogr
wh3_main_ogr_cha_slaughtermaster_great_maw_0	wh3_dlc29_alliance_destruction_ogr
wh3_main_ogr_cha_tyrant_0	wh3_dlc29_alliance_destruction_ogr
wh3_main_ogr_inf_gnoblars_0	wh3_dlc29_alliance_destruction_ogr
wh3_main_ogr_inf_gnoblars_1	wh3_dlc29_alliance_destruction_ogr
wh3_main_ogr_inf_gnoblars_flingers	wh3_dlc29_alliance_destruction_ogr
wh3_main_ogr_inf_ironguts_0	wh3_dlc29_alliance_destruction_ogr
wh3_main_ogr_inf_leadbelchers_0	wh3_dlc29_alliance_destruction_ogr
wh3_main_ogr_inf_maneaters_0	wh3_dlc29_alliance_destruction_ogr
wh3_main_ogr_inf_maneaters_1	wh3_dlc29_alliance_destruction_ogr
wh3_main_ogr_inf_maneaters_2	wh3_dlc29_alliance_destruction_ogr
wh3_main_ogr_inf_maneaters_3	wh3_dlc29_alliance_destruction_ogr
wh3_main_ogr_inf_ogres_0	wh3_dlc29_alliance_destruction_ogr
wh3_main_ogr_inf_ogres_1	wh3_dlc29_alliance_destruction_ogr
wh3_main_ogr_inf_ogres_2	wh3_dlc29_alliance_destruction_ogr
wh3_main_ogr_mon_giant_0	wh3_dlc29_alliance_destruction_ogr
wh3_main_ogr_mon_gorgers_0	wh3_dlc29_alliance_destruction_ogr
wh3_main_ogr_mon_sabretusk_pack_0	wh3_dlc29_alliance_destruction_ogr
wh3_main_ogr_mon_stonehorn_0	wh3_dlc29_alliance_destruction_ogr
wh3_main_ogr_mon_stonehorn_1	wh3_dlc29_alliance_destruction_ogr
wh3_main_ogr_veh_gnoblar_scraplauncher_0	wh3_dlc29_alliance_destruction_ogr
wh3_main_ogr_veh_ironblaster_0	wh3_dlc29_alliance_destruction_ogr
wh2_dlc10_def_cav_doomfire_warlocks_0	wh3_dlc29_alliance_elves_def
wh2_dlc10_def_cha_crone_0	wh3_dlc29_alliance_elves_def
wh2_dlc10_def_cha_supreme_sorceress_dark_0	wh3_dlc29_alliance_elves_def
wh2_dlc10_def_cha_supreme_sorceress_fire_0	wh3_dlc29_alliance_elves_def
wh2_dlc10_def_cha_supreme_sorceress_shadow_0	wh3_dlc29_alliance_elves_def
wh2_dlc10_def_inf_sisters_of_slaughter	wh3_dlc29_alliance_elves_def
wh2_dlc10_def_mon_feral_manticore_0	wh3_dlc29_alliance_elves_def
wh2_dlc10_def_mon_kharibdyss_0	wh3_dlc29_alliance_elves_def
wh2_dlc14_def_cav_scourgerunner_chariot_0	wh3_dlc29_alliance_elves_def
wh2_dlc14_def_cha_high_beastmaster_0	wh3_dlc29_alliance_elves_def
wh2_dlc14_def_cha_high_beastmaster_1	wh3_dlc29_alliance_elves_def
wh2_dlc14_def_cha_master_0	wh3_dlc29_alliance_elves_def
wh2_dlc14_def_cha_master_1	wh3_dlc29_alliance_elves_def
wh2_dlc14_def_cha_master_2	wh3_dlc29_alliance_elves_def
wh2_dlc14_def_mon_bloodwrack_medusa_0	wh3_dlc29_alliance_elves_def
wh2_dlc14_def_veh_bloodwrack_shrine_0	wh3_dlc29_alliance_elves_def
wh2_main_def_art_reaper_bolt_thrower	wh3_dlc29_alliance_elves_def
wh2_main_def_cav_cold_one_chariot	wh3_dlc29_alliance_elves_def
wh2_main_def_cav_cold_one_knights_0	wh3_dlc29_alliance_elves_def
wh2_main_def_cav_cold_one_knights_1	wh3_dlc29_alliance_elves_def
wh2_main_def_cav_dark_riders_0	wh3_dlc29_alliance_elves_def
wh2_main_def_cav_dark_riders_1	wh3_dlc29_alliance_elves_def
wh2_main_def_cav_dark_riders_2	wh3_dlc29_alliance_elves_def
wh2_main_def_cha_death_hag_0	wh3_dlc29_alliance_elves_def
wh2_main_def_cha_dreadlord_0	wh3_dlc29_alliance_elves_def
wh2_main_def_cha_dreadlord_1	wh3_dlc29_alliance_elves_def
wh2_main_def_cha_khainite_assassin_0	wh3_dlc29_alliance_elves_def
wh2_main_def_cha_sorceress_dark_0	wh3_dlc29_alliance_elves_def
wh2_main_def_cha_sorceress_dark_1	wh3_dlc29_alliance_elves_def
wh2_main_def_inf_black_ark_corsairs_0	wh3_dlc29_alliance_elves_def
wh2_main_def_inf_black_ark_corsairs_1	wh3_dlc29_alliance_elves_def
wh2_main_def_inf_black_guard_0	wh3_dlc29_alliance_elves_def
wh2_main_def_inf_bleakswords_0	wh3_dlc29_alliance_elves_def
wh2_main_def_inf_darkshards_0	wh3_dlc29_alliance_elves_def
wh2_main_def_inf_darkshards_1	wh3_dlc29_alliance_elves_def
