key	tech_category_tab	tech_category_position	chain_category	in_encyclopedia	building_superchain	optional_tier_icon	optional_sort_order	optional_required_horde_commander	can_be_dismantled	is_foreign_slot_chain
wh2_main_special_salzenmund_laurelorn_def			military	false	wh2_main_sch_special_salzenmund_laurelorn		0		true	false
wh2_main_special_salzenmund_laurelorn_hef			military	false	wh2_main_sch_special_salzenmund_laurelorn		0		true	false
wh2_main_special_salzenmund_laurelorn_human			military	false	wh2_main_sch_special_salzenmund_laurelorn		0		true	false
wh2_main_special_salzenmund_laurelorn_wef			military	false	wh2_main_sch_special_salzenmund_laurelorn		0		true	false
wh2_main_special_settlement_colony_major_hef			money	false	wh_main_sch_main_settlement		0		true	false
wh2_main_special_settlement_colony_minor_hef			money	false	wh_main_sch_main_settlement		0		true	false
wh2_main_special_settlement_drakenhof_cst			money	false	wh_main_sch_main_settlement		0		true	false
wh2_main_special_settlement_eight_peaks_skv			money	false	wh_main_sch_main_settlement		0		true	false
wh2_main_special_settlement_gaean_vale			money	false	wh_main_sch_main_settlement		0		true	false
wh2_main_special_settlement_gaean_vale_wef			money	false	wh_main_sch_main_settlement	tier_hef_alarielle.png	0		true	false
wh2_main_special_settlement_hellpit			money	false	wh_main_sch_main_settlement	UI\Buildings\tier_icons\tier_skv_hellpit.png	0		true	false
wh2_main_special_settlement_hellpit_wef			money	false	wh_main_sch_main_settlement		0		true	false
wh2_main_special_settlement_hexoatl_lzd			money	false	wh_main_sch_main_settlement	UI\Buildings\tier_icons\tier_lzd_hexoatl.png	0		true	false
wh2_main_special_settlement_hexoatl_wef			money	false	wh_main_sch_main_settlement		0		true	false
wh2_main_special_settlement_itza_lzd			money	false	wh_main_sch_main_settlement	UI\Buildings\tier_icons\tier_lzd_itza.png	0		true	false
wh2_main_special_settlement_itza_wef			money	false	wh_main_sch_main_settlement		0		true	false
wh2_main_special_settlement_karaz_a_karak_skv			money	false	wh_main_sch_main_settlement		0		true	false
wh2_main_special_settlement_khemri_wef			money	false	wh_main_sch_main_settlement		0		true	false
wh2_main_special_settlement_konquata_wef			money	false	wh_main_sch_main_settlement		0		true	false
wh2_main_special_settlement_lahmia_wef			money	false	wh_main_sch_main_settlement		0		true	false
wh2_main_special_settlement_lothern			money	false	wh_main_sch_main_settlement	UI\Buildings\tier_icons\tier_hef_lothern.png	0		true	false
wh2_main_special_settlement_lothern_def			money	false	wh_main_sch_main_settlement		0		true	false
wh2_main_special_settlement_lothern_wef			money	false	wh_main_sch_main_settlement		0		true	false
wh2_main_special_settlement_naggarond			money	false	wh_main_sch_main_settlement	UI\Buildings\tier_icons\tier_def_naggarond.png	0		true	false
wh2_main_special_settlement_naggarond_hef			money	false	wh_main_sch_main_settlement		0		true	false
wh2_main_special_settlement_naggarond_wef			money	false	wh_main_sch_main_settlement		0		true	false
wh2_main_special_settlement_pyramid_of_nagash_wef			money	false	wh_main_sch_main_settlement		0		true	false
wh2_main_special_settlement_sartosa_brt			money	false	wh_main_sch_main_settlement		0		true	false
wh2_main_special_settlement_sartosa_cst			money	false	wh_main_sch_main_settlement		0		true	false
wh2_main_special_settlement_sartosa_def			money	false	wh_main_sch_main_settlement		0		true	false
wh2_main_special_settlement_sartosa_emp			money	false	wh_main_sch_main_settlement		0		true	false
wh2_main_special_settlement_sartosa_wef			money	false	wh_main_sch_main_settlement		0		true	false
wh2_main_special_settlement_skavenblight			money	false	wh_main_sch_main_settlement	UI\Buildings\tier_icons\tier_skv_skavenblight.png	0		true	false
wh2_main_special_settlement_skavenblight_wef			money	false	wh_main_sch_main_settlement		0		true	false
wh2_main_special_settlement_the_awakening_cst			money	false	wh_main_sch_main_settlement	UI\Buildings\tier_icons\tier_coast_awakening.png	0		true	false
wh2_main_special_settlement_the_awakening_other			money	false	wh_main_sch_main_settlement		0		true	false
wh2_main_special_settlement_the_awakening_wef			money	false	wh_main_sch_main_settlement		0		true	false
wh2_main_special_shrine_of_asuryan_def			military	false	wh2_main_sch_special_shrine_of_asuryan		0		true	false
wh2_main_special_shrine_of_asuryan_hef			military	false	wh2_main_sch_special_shrine_of_asuryan		0		true	false
wh2_main_special_shrine_of_asuryan_other			military	false	wh2_main_sch_special_shrine_of_asuryan		0		true	false
wh2_main_special_shrine_of_asuryan_vmp			military	false	wh2_main_sch_special_shrine_of_asuryan		0		true	false
wh2_main_special_shrine_of_khaine_def			military	false	wh2_main_sch_special_shrine_of_khaine		0		true	false
wh2_main_special_shrine_of_khaine_hef			military	false	wh2_main_sch_special_shrine_of_khaine		0		true	false
wh2_main_special_shrine_of_khaine_other			military	false	wh2_main_sch_special_shrine_of_khaine		0		true	false
wh2_main_special_shrine_of_khaine_vmp			military	false	wh2_main_sch_special_shrine_of_khaine		0		true	false
wh2_main_special_shrine_of_khaine_wef			military	false	wh2_main_sch_special_shrine_of_khaine		0		true	false
wh2_main_special_silver_hall			happiness	true	wh2_main_sch_special_silver_hall		1		true	false
wh2_main_special_skavenblight_council13			money	false	wh2_main_sch_special_skavenblight_council13		2		true	false
wh2_main_special_skavenblight_shattered_tower			money	false	wh2_main_sch_special_skavenblight_shattered_tower		1		true	false
wh2_main_special_skeggi_hall			money	false	wh2_main_sch_special_skeggi_hall		1		true	false
wh2_main_special_smithys_tavern			happiness	true	wh2_main_sch_special_smithys_tavern		2		true	false
wh2_main_special_solland_market			money	false	wh2_main_sch_special_solland_market		0		true	false
wh2_main_special_tiranoc_palace			military	false	wh2_main_sch_special_tiranoc_palace		0		true	false
wh2_main_special_tiranoc_palace_def			military	false	wh2_main_sch_special_tiranoc_palace		0		true	false
wh2_main_special_tlaxtlan_temple_of_the_eclipse			happiness	false	wh2_main_sch_special_tlaxtlan_temple_of_the_eclipse		0		true	false
wh2_main_special_tor_achare_lions			military	false	wh2_main_sch_special_tor_achare_lions		0		true	false
wh2_main_special_tower_of_hoeth			military	false	wh2_main_sch_special_tower_of_hoeth		0		true	false
wh2_main_special_tower_of_hoeth_def			military	false	wh2_main_sch_special_tower_of_hoeth		0		true	false
wh2_main_special_tower_of_hoeth_emp			military	false	wh2_main_sch_special_tower_of_hoeth		0		true	false
wh2_main_special_tower_of_hoeth_other			military	false	wh2_main_sch_special_tower_of_hoeth		0		true	false
wh2_main_special_tower_of_hoeth_vmp			military	false	wh2_main_sch_special_tower_of_hoeth		0		true	false
wh2_main_special_troll_lair			military	false	wh2_main_sch_special_troll_lair		1		true	false
wh2_main_special_underway_hub_dwf			money	false	wh2_main_sch_special_underway_hub		0		true	false
wh2_main_special_underway_hub_skv			money	false	wh2_main_sch_special_underway_hub		0		true	false
wh2_main_special_underworld_sea_gate			military	false	wh2_main_sch_special_underworld_sea_gate		0		true	false
wh2_main_special_xlanhuapec_temple_of_mists			military	false	wh2_main_sch_special_xlanhuapec_temple_of_mists		0		true	false
wh2_main_special_yvresse_amphitheatre			military	false	wh2_main_sch_special_yvresse_amphitheatre		0		true	false
wh2_main_special_yvresse_amphitheatre_def			military	false	wh2_main_sch_special_yvresse_amphitheatre		0		true	false
wh2_main_special_ziggurat_of_dawn_beacon			military	false	wh2_main_sch_special_ziggurat_of_dawn_beacon		0		true	false
wh2_main_special_ziggurat_of_dawn_beacon_chs			military	false	wh2_main_sch_special_ziggurat_of_dawn_beacon		0		true	false
wh2_main_special_ziggurat_of_dawn_beacon_skv			military	false	wh2_main_sch_special_ziggurat_of_dawn_beacon		0		true	false
wh2_main_special_ziggurat_of_dawn_beacon_vmp			military	false	wh2_main_sch_special_ziggurat_of_dawn_beacon		0		true	false
wh2_main_vmp_defence_norsca			military	false	wh2_main_sch_defence_norsca		0		true	false
wh2_main_vmp_resource_spices			money	false	wh2_main_sch_resource_spices		10		true	false
wh2_main_wef_oak_of_ages_occupied			money	true	wh_main_sch_main_settlement	UI\Buildings\tier_icons\tier_wood_elves_city_oak_of_ages.png	0		true	false
wh2_main_wef_resource_animals			money	false	wh2_main_sch_resource_animals		10		true	false
wh2_main_wef_resource_gems			money	false	wh2_main_sch_human_resource_gems		10		true	false
wh2_main_wef_resource_medicine			money	false	wh2_main_sch_resource_medicine		10		true	false
wh2_main_wef_resource_obsidian			money	false	wh2_main_sch_resource_obsidian		10		true	false
wh2_main_wef_resource_spices			money	false	wh2_main_sch_resource_spices		10		true	false
wh2_twa03_special_ogham_stones			happiness	false	wh2_twa03_ogham_stones		0		true	false
wh2_twa03_special_settlement_konquata_lzd			money	false	wh_main_sch_main_settlement		0		true	false
wh3_dlc20_foreign_slot_discovery_woc			money	false	wh2_main_sch_foreign_slot_discovery		9		true	false
wh3_dlc20_settlement_woc_chaos_altar			money	true	wh_main_sch_main_settlement	UI\Buildings\tier_icons\tier_chaos_altar.png	0		true	false
wh3_dlc20_settlement_woc_chaos_altar_special_gate			money	true	wh_main_sch_main_settlement	UI\Buildings\tier_icons\tier_chaos_altar.png	0		true	false
wh3_dlc20_settlement_woc_dark_fortress			money	true	wh_main_sch_main_settlement	UI\Buildings\tier_icons\tier_chaos_dark_fortress.png	0		true	false
wh3_dlc20_woc_chaos_altar_corruption			military	true	wh3_dlc20_sch_woc_chaos_altar_corruption		3		true	false
wh3_dlc20_woc_chaos_altar_garrison			military	true	wh3_dlc20_sch_woc_chaos_altar_garrison		1		true	false
wh3_dlc20_woc_chaos_altar_recruit			military	true	wh3_dlc20_sch_woc_chaos_altar_recruit		2		true	false
wh3_dlc20_woc_chaos_altar_replenishment			military	true	wh3_dlc20_sch_woc_chaos_altar_replenishment		1		true	false
wh3_dlc20_woc_chaos_altar_special_gate_towers			military	true	wh3_dlc20_sch_woc_chaos_altar_special_gate_towers		1		true	false
wh3_dlc20_woc_dark_fortress_chaos_monsters			military	true	wh3_dlc20_sch_woc_dark_fortress_chaos_monsters		3		true	false
wh3_dlc20_woc_dark_fortress_growth			money	true	wh3_dlc20_sch_woc_dark_fortress_growth		1		true	false
wh3_dlc20_woc_dark_fortress_income			money	true	wh3_dlc20_sch_woc_dark_fortress_income		2		true	false
wh3_dlc20_woc_dark_fortress_knights			military	true	wh3_dlc20_sch_woc_dark_fortress_knights		4		true	false
wh3_dlc20_woc_dark_fortress_large_monsters			military	true	wh3_dlc20_sch_woc_dark_fortress_large_monsters		6		true	false
wh3_dlc20_woc_dark_fortress_marauder			military	true	wh3_dlc20_sch_woc_dark_fortress_marauders		1		true	false
wh3_dlc20_woc_dark_fortress_shrine			military	true	wh3_dlc20_sch_woc_dark_fortress_shrine		5		true	false
wh3_dlc20_woc_dark_fortress_towers			military	true	wh3_dlc20_sch_woc_dark_fortress_towers		1		true	false
wh3_dlc20_woc_dark_fortress_vassals			money	true	wh3_dlc20_sch_woc_dark_fortress_vassals		3		true	false
wh3_dlc20_woc_dark_fortress_warriors			military	true	wh3_dlc20_sch_woc_dark_fortess_warriors		2		true	false
wh3_dlc20_woc_resource_animals			money	false	wh2_main_sch_resource_animals		10		true	false
wh3_dlc20_woc_resource_dyes			money	false	wh_main_sch_human_resource_dyes		10		true	false
wh3_dlc20_woc_resource_furs			money	false	wh_main_sch_human_resource_furs		10		true	false
wh3_dlc20_woc_resource_gems			money	false	wh2_main_sch_human_resource_gems		10		true	false
wh3_dlc20_woc_resource_gold			money	false	wh_main_sch_human_resource_gold		10		true	false
wh3_dlc20_woc_resource_iron			money	false	wh_main_sch_human_resource_iron		10		true	false
wh3_dlc20_woc_resource_ivory			money	false	wh3_main_sch_human_resource_ivory		10		true	false
wh3_dlc20_woc_resource_marble			money	false	wh_main_sch_human_resource_marble		10		true	false
wh3_dlc20_woc_resource_medicine			money	false	wh2_main_sch_resource_medicine		10		true	false
wh3_dlc20_woc_resource_obsidian			money	false	wh2_main_sch_resource_obsidian		10		true	false
wh3_dlc20_woc_resource_pasture			money	false	wh_main_sch_human_resource_pastures		10		true	false
wh3_dlc20_woc_resource_pottery			money	false	wh_main_sch_human_resource_pottery		10		true	false
wh3_dlc20_woc_resource_salt			money	false	wh_main_sch_human_resource_salt		10		true	false
wh3_dlc20_woc_resource_spices			money	false	wh2_main_sch_resource_spices		10		true	false
wh3_dlc20_woc_resource_wine			money	false	wh_main_sch_human_resource_wine		10		true	false
wh3_dlc20_woc_resource_wood			money	false	wh_main_sch_human_resource_timber		10		true	false
wh3_dlc23_chd_allied_outpost			military	false	wh3_main_sch_allied_outpost		0		false	false
wh3_dlc23_chd_factory_assembly_line			money	false	wh2_main_sch_infrastructure2_industry		1		true	false
wh3_dlc23_chd_factory_drills			money	false	wh3_dlc23_sch_chd_factory_drills		3		true	false
wh3_dlc23_chd_factory_garrison			military	false	wh2_main_sch_defence_minor		0		true	false
wh3_dlc23_chd_factory_port			money	false	wh_main_sch_port		0		true	false
wh3_dlc23_chd_factory_refinery			money	false	wh2_main_sch_infrastructure4_energy		2		true	false
wh3_dlc23_chd_military_beasts			military	false	wh2_main_sch_military4_monsters		0		true	false
wh3_dlc23_chd_military_chaos_dwarf_infantry			military	false	wh2_main_sch_military2_stables		0		true	false
wh3_dlc23_chd_military_hobgoblins			military	false	wh2_main_sch_military1_barracks		0		true	false
wh3_dlc23_chd_military_kdaai			military	false	wh2_main_sch_military5		0		true	false
wh3_dlc23_chd_military_war_machines			military	false	wh2_main_sch_military3_warmachines		0		true	false
wh3_dlc23_chd_outpost_mine			money	false	wh2_main_sch_infrastructure1_farm		0		true	false
wh3_dlc23_chd_outpost_overseer_hut			military	false	wh2_main_sch_defence_minor		1		true	false
wh3_dlc23_chd_outpost_port			money	false	wh_main_sch_port		0		true	false
wh3_dlc23_chd_outpost_scavangers_hovel			money	false	wh3_dlc23_sch_chd_outpost_scavangers_hovel		1		true	false
wh3_dlc23_chd_outpost_watch_towers			military	false	wh2_main_sch_infrastructure3_order		3		true	false
wh3_dlc23_chd_resource_animals			money	false	wh2_main_sch_resource_animals		10		true	false
wh3_dlc23_chd_resource_dyes			money	false	wh_main_sch_human_resource_dyes		10		true	false
wh3_dlc23_chd_resource_furs			money	false	wh_main_sch_human_resource_furs		10		true	false
wh3_dlc23_chd_resource_gems			money	false	wh2_main_sch_human_resource_gems		10		true	false
wh3_dlc23_chd_resource_gold			money	false	wh_main_sch_human_resource_gold		10		true	false
wh3_dlc23_chd_resource_iron			money	false	wh_main_sch_human_resource_iron		10		true	false
wh3_dlc23_chd_resource_ivory			money	false	wh3_main_sch_human_resource_ivory		10		true	false
wh3_dlc23_chd_resource_marble			money	false	wh_main_sch_human_resource_marble		10		true	false
wh3_dlc23_chd_resource_medicine			money	false	wh2_main_sch_resource_medicine		10		true	false
wh3_dlc23_chd_resource_obsidian			money	false	wh2_main_sch_resource_obsidian		10		true	false
wh3_dlc23_chd_resource_pastures			money	false	wh_main_sch_human_resource_pastures		10		true	false
wh3_dlc23_chd_resource_pottery			money	false	wh_main_sch_human_resource_pottery		10		true	false
wh3_dlc23_chd_resource_salt			money	false	wh_main_sch_human_resource_salt		10		true	false
wh3_dlc23_chd_resource_spices			money	false	wh2_main_sch_resource_spices		10		true	false
wh3_dlc23_chd_resource_timber			money	false	wh_main_sch_human_resource_timber		10		true	false
wh3_dlc23_chd_resource_wine			money	false	wh_main_sch_human_resource_wine		10		true	false
wh3_dlc23_chd_settlement_factory			money	false	wh_main_sch_main_settlement		0		true	false
wh3_dlc23_chd_settlement_outpost			money	false	wh_main_sch_main_settlement		0		true	false
wh3_dlc23_chd_settlement_tower			money	false	wh_main_sch_main_settlement		0		true	false
wh3_dlc23_chd_special_settlement_tower			money	false	wh_main_sch_main_settlement		0		true	false
wh3_dlc23_chd_tower_ballistics			military	false	wh3_dlc23_sch_chd_tower_ballistics		2		true	false
wh3_dlc23_chd_tower_furnace			money	false	wh3_dlc23_sch_chd_tower_furnance		3		true	false
wh3_dlc23_chd_tower_living_quaters			happiness	false	wh3_dlc23_sch_chd_tower_living_quaters		0		true	false
wh3_dlc23_chd_tower_patrol			happiness	false	wh2_main_sch_infrastructure3_order		2		true	false
wh3_dlc23_chd_tower_port			money	false	wh_main_sch_port		0		true	false
wh3_dlc23_chd_tower_temple_guardhouse			military	false	wh3_dlc23_sch_chd_tower_temple_guardhouse		0		true	false
wh3_dlc23_chd_tower_temple_of_hashut			happiness	false	wh3_dlc23_sch_chd_tower_temple_of_hashut		4		true	false
wh3_dlc23_chd_tower_tribute_halls			money	false	wh3_dlc23_sch_chd_tower_tribute_halls		1		true	false
wh3_dlc23_foreign_slot_discovery_chd			money	false	wh2_main_sch_foreign_slot_discovery		5		true	false
wh3_dlc23_special_anurells_tomb_chd			money	false	wh3_dlc23_sch_special_anurells_tomb		2		true	false
wh3_dlc23_special_anurells_tomb_hef			money	false	wh3_dlc23_sch_special_anurells_tomb		2		true	false
wh3_dlc23_special_astragoth_great_drill_of_hashut			money	false	wh3_dlc23_special_astragoth_great_drill_of_hashut		0		true	false
wh3_dlc23_special_black_fortress_infernal_barracks_chd			money	false	wh3_dlc23_sch_special_black_fortress_infernal_barracks		1		true	false
wh3_dlc23_special_daemons_stump_bloodthirster_prison_chd			money	false	wh3_dlc23_sch_special_daemons_stump_bloodthirster_prison		2		true	false
wh3_dlc23_special_daemons_stump_bloodthirster_prison_kho			money	false	wh3_dlc23_sch_special_daemons_stump_bloodthirster_prison		2		true	false
wh3_dlc23_special_drazhoath_great_drill_of_hashut			money	false	wh3_dlc23_special_drazhoath_great_drill_of_hashut		0		true	false
wh3_dlc23_special_empire_fort_chd			military	false	wh_main_sch_main_settlement		0		true	false
wh3_dlc23_special_flayed_rock_flayed_tower_chd			money	false	wh3_dlc23_sch_special_flayed_rock_flayed_tower		2		true	false
wh3_dlc23_special_flayed_rock_flayed_tower_vmp			money	false	wh3_dlc23_sch_special_flayed_rock_flayed_tower		2		true	false
wh3_dlc23_special_fortress_gate_eagle_chd			military	false	wh_main_sch_main_settlement		0		true	false
wh3_dlc23_special_fortress_gate_griffon_chd			military	false	wh_main_sch_main_settlement		0		true	false
wh3_dlc23_special_fortress_gate_phoenix_chd			military	false	wh_main_sch_main_settlement		0		true	false
wh3_dlc23_special_fortress_gate_unicorn_chd			military	false	wh_main_sch_main_settlement		0		true	false
wh3_dlc23_special_fortress_of_dawn_dawns_harbour			money	false	wh_main_sch_port		0		true	false
wh3_dlc23_special_fortress_of_dawn_dawns_harbour_chd			money	false	wh_main_sch_port		2		true	false
wh3_dlc23_special_fortress_of_dawn_dawns_harbour_def			money	false	wh_main_sch_port		2		true	false
wh3_dlc23_special_fortress_of_dawn_dawns_harbour_hef			money	false	wh_main_sch_port		2		true	false
wh3_dlc23_special_graves_of_the_dragons_chd			money	false	wh2_dlc15_special_graves_of_the_dragons		2		true	false
wh3_dlc23_special_great_desert_secluded_oasis_chd			military	false	wh3_main_special_the_great_desert		2		true	false
wh3_dlc23_special_great_temple_of_hashut_chd			happiness	false	wh3_dlc23_sch_chd_great_temple_of_hashut		2		true	false
wh3_dlc23_special_great_temple_of_hashut_other			happiness	false	wh3_dlc23_sch_chd_great_temple_of_hashut		2		true	false
wh3_dlc23_special_iron_storm_warmachine_graveyard_chd			money	false	wh3_dlc23_sch_special_iron_storm_warmachine_graveyard		2		true	false
wh3_dlc23_special_karak_kadrin_defaced_shrine_chd			money	false	wh3_dlc23_sch_special_karak_kadrin_defaced_shrine		2		true	false
wh3_dlc23_special_karond_kar_slavers_pens_chd			military	false	wh2_main_sch_special_karond_kar_slavers		2		true	false
wh3_dlc23_special_nan_gau_repurposed_forges_chd			money	false	wh3_dlc23_sch_special_nan_gau_repurposed_forges		2		true	false
wh3_dlc23_special_nuln_gunnery_school_chd			military	false	wh_main_sch_special_nuln_gunnery_school		2		true	false
wh3_dlc23_special_sentinels_trade_station_chd			money	false	wh3_dlc23_sch_special_sentinels_trade_station		2		true	false
wh3_dlc23_special_sentinels_trade_station_ogr			money	false	wh3_dlc23_sch_special_sentinels_trade_station		2		true	false
wh3_dlc23_special_settlement_bastion_chd			military	false	wh_main_sch_main_settlement		0		true	false
wh3_dlc23_special_skavenblight_warpforges_chd			military	false	wh3_dlc23_sch_special_skavenblight_warpforges		2		true	false
wh3_dlc23_special_the_volary_tomb_of_khengai_khan_chd			money	false	wh3_dlc23_sch_special_the_volary_tomb_of_khengai_khan		2		true	false
wh3_dlc23_special_the_volary_tomb_of_khengai_khan_grn			money	false	wh3_dlc23_sch_special_the_volary_tomb_of_khengai_khan		2		true	false
wh3_dlc23_special_tower_of_gorgoth_volcanic_deposits_chd			money	false	wh3_dlc23_sch_special_tower_of_gorgoth_volcanic_deposits		2		true	false
wh3_dlc23_special_uzkulak_ancient_inner_city_chd			money	false	wh3_dlc23_sch_special_uzkulak_ancient_inner_city		1		true	false
wh3_dlc23_special_zhatan_great_drill_of_hashut			money	false	wh3_dlc23_special_zhatan_great_drill_of_hashut		0		true	false
wh3_dlc24_cth_special_jade_dragon_astromantic_relay			money	false	wh3_dlc24_cth_special_jade_dragon_astromantic_relay		1		false	false
wh3_dlc24_ksl_bears_mother_ostankya			military	false	wh2_main_sch_infrastructure5_tradingspying		1		true	false
wh3_dlc24_ksl_woods			military	false	wh2_main_sch_support3_wizards		3		true	false
wh3_dlc24_special_agrammons_menagerie			military	false	wh3_dlc24_sch_special_agrammons_menagerie		0		true	false
wh3_dlc24_special_bells_of_the_lazarghs			money	false	wh3_dlc24_sch_special_bells_of_the_lazarghs		0		true	false
wh3_dlc24_special_celestial_palace_other			money	false	wh3_main_sch_special_celestial_palace		0		true	false
wh3_dlc24_special_desecrated_grove_nur			military	false	wh3_main_sch_special_desecrated_grove		0		true	false
wh3_dlc24_special_ecstatic_hunt			money	false	wh3_dlc24_sch_special_ecstatic_hunt		0		true	false
wh3_dlc24_special_fu_chow_port			money	true	wh_main_sch_port		0		true	false
wh3_dlc24_special_glacial_caves_lzd			money	false	wh3_dlc24_sch_special_glacial_caves		0		true	false
wh3_dlc24_special_glacial_caves_tze			money	false	wh3_dlc24_sch_special_glacial_caves		0		true	false
wh3_dlc24_special_hall_of_of_rebirth			money	false	wh3_dlc24_sch_special_hall_of_of_rebirth		0		true	false
wh3_dlc24_special_huatl			money	false	wh3_dlc24_sch_special_huatl		0		true	false
wh3_dlc24_special_monolith_bloody_hand			military	false	wh3_dlc24_sch_special_monolith_bloody_hand		0		true	false
wh3_dlc24_special_njevskis_citadel			money	false	wh3_dlc24_sch_special_njevskis_citadel		1		true	false
wh3_dlc24_special_ostankyas_hut			money	false	wh3_dlc24_sch_special_ostankyas_hut		0		true	false
wh3_dlc24_special_pillar_of_bone_kho			money	false	wh3_dlc24_sch_special_pillar_of_bone		0		true	false
wh3_dlc24_special_pillar_of_bone_other			money	false	wh3_dlc24_sch_special_pillar_of_bone		0		true	false
wh3_dlc24_special_rampaging_oak_chs			military	false	wh3_dlc24_sch_special_rampaging_oak		0		true	false
wh3_dlc24_special_rampaging_oak_vmp			military	false	wh3_dlc24_sch_special_rampaging_oak		0		true	false
wh3_dlc24_special_rampaging_oak_wef			military	false	wh3_dlc24_sch_special_rampaging_oak		0		true	false
wh3_dlc24_special_talon_of_agony			money	false	wh3_dlc24_sch_special_talon_of_agony		0		true	false
wh3_dlc24_special_the_palace_of_scrolls			money	false	wh3_dlc24_sch_special_the_palace_of_scrolls		1		true	false
wh3_dlc24_special_the_widows_tree			money	false	wh3_dlc24_sch_special_the_widows_tree		0		true	false
wh3_dlc24_special_valley_of_many_eyes			military	false	wh3_dlc24_sch_special_valley_of_many_eyes		0		true	false
wh3_dlc24_tze_the_changeling_caster			military	true	wh2_main_sch_support5_extra		1		true	false
wh3_dlc24_tze_the_changeling_diplomacy_parasitic			money	false	wh3_dlc24_sch_tze_the_changeling_diplomacy		24		true	false
wh3_dlc24_tze_the_changeling_diplomacy_symbiotic			money	false	wh3_dlc24_sch_tze_the_changeling_diplomacy		14		true	false
wh3_dlc24_tze_the_changeling_expansion_parasitic			money	false	wh3_dlc24_sch_tze_the_changeling_expansion		22		true	false
wh3_dlc24_tze_the_changeling_expansion_symbiotic			money	false	wh3_dlc24_sch_tze_the_changeling_expansion		12		true	false
wh3_dlc24_tze_the_changeling_flamer			military	true	wh2_main_sch_support2_worship		0		true	false
wh3_dlc24_tze_the_changeling_growth_parasitic			money	false	wh3_dlc24_sch_tze_the_changeling_growth		20		true	false
wh3_dlc24_tze_the_changeling_growth_symbiotic			money	false	wh3_dlc24_sch_tze_the_changeling_growth		10		true	false
wh3_dlc24_tze_the_changeling_horror_barracks			military	true	wh2_main_sch_military2_stables		1		true	false
wh3_dlc24_tze_the_changeling_income_parasitic			money	false	wh3_dlc24_sch_tze_the_changeling_income		21		true	false
wh3_dlc24_tze_the_changeling_income_symbiotic			money	false	wh3_dlc24_sch_tze_the_changeling_income		11		true	false
wh3_dlc24_tze_the_changeling_monster_barracks			military	true	wh2_main_sch_military1_barracks		2		true	false
wh3_dlc24_tze_the_changeling_mounted			military	true	wh2_main_sch_support1_smith		2		true	false
wh3_dlc24_tze_the_changeling_plunder			money	false	wh3_dlc24_sch_tze_the_changeling_plunder		25		true	false
wh3_dlc24_tze_the_changeling_raise_army_parasitic			military	false	wh3_dlc24_sch_tze_the_changeling_raise_army		23		true	false
wh3_dlc24_tze_the_changeling_raise_army_symbiotic			military	false	wh3_dlc24_sch_tze_the_changeling_raise_army		13		true	false
wh3_dlc25_DWARFS_workshops_infantry			military	true	wh3_dlc25_sch_military_workshop_infantry		2		true	false
wh3_dlc25_EMPIRE_shooting_range			military	false	wh2_main_sch_military5		2		true	false
wh3_dlc25_dwf_spirit_of_grungni_army_ability_1			military	false	wh3_dlc25_sch_horde_dwf_spirit_of_grungni_4		0		true	false
wh3_dlc25_dwf_spirit_of_grungni_army_ability_2			military	false	wh3_dlc25_sch_horde_dwf_spirit_of_grungni_5		0		true	false
wh3_dlc25_dwf_spirit_of_grungni_artillery_workshop			military	false	wh3_dlc25_sch_horde_dwf_spirit_of_grungni_3		3		true	false
wh3_dlc25_dwf_spirit_of_grungni_barracks			military	false	wh3_dlc25_sch_horde_dwf_spirit_of_grungni_10		0		true	false
wh3_dlc25_dwf_spirit_of_grungni_beer_hall			military	false	wh3_dlc25_sch_horde_dwf_spirit_of_grungni_8		1		true	false
wh3_dlc25_dwf_spirit_of_grungni_cargo_hold			military	false	wh3_dlc25_sch_horde_dwf_spirit_of_grungni_9		4		true	false
wh3_dlc25_dwf_spirit_of_grungni_engineer_workshop			military	false	wh3_dlc25_sch_horde_dwf_spirit_of_grungni_2		2		true	false
wh3_dlc25_dwf_spirit_of_grungni_engines			military	false	wh3_dlc25_sch_horde_dwf_spirit_of_grungni_7		3		true	false
wh3_dlc25_dwf_spirit_of_grungni_infantry_workshop			military	false	wh3_dlc25_sch_horde_dwf_spirit_of_grungni_1		1		true	false
wh3_dlc25_dwf_spirit_of_grungni_main_chain			military	false	wh_main_sch_main_settlement	UI\Buildings\tier_icons\tier_dwarf_spirit_of_grungni.png	0		false	false
wh3_dlc25_dwf_spirit_of_grungni_support_radius			military	false	wh3_dlc25_sch_horde_dwf_spirit_of_grungni_special_2		2		true	false
wh3_dlc25_gom_chamber_of_the_dark_lady			money	false	wh3_dlc25_gom_black_tower		1		false	false
wh3_dlc25_gom_militia_of_morr			money	false	wh3_dlc25_gom_buildings		3		true	false
wh3_dlc25_gom_spiriters_study			money	false	wh3_dlc25_gom_buildings		1		true	false
wh3_dlc25_gom_temple_of_morr			money	false	wh3_dlc25_gom_buildings		2		true	false
wh3_dlc25_nur_garrison			military	false	wh3_dlc25_nur_garrison		0		true	false
wh3_dlc25_nur_walls			military	false	wh3_dlc25_nur_walls		0		true	false
wh3_dlc25_sch_special_nuln_throne_of_chaos			money	false	wh3_dlc25_sch_special_nuln_throne_of_chaos		0		true	false
wh3_dlc25_sch_special_nuln_throne_of_chaos_dae			money	false	wh3_dlc25_sch_special_nuln_throne_of_chaos		0		true	false
