name	distance_scaled	density_scaled	event_start	event_stop	grouping_size	max_distance	split	split_close	split_far	split_offset	spotlight	use_reverb	max_start_delay_near	max_start_delay_far	stop_delay	min_refire_time	size_game_parameter	grouping_switch	linked_group_sound	rtpc_1_name	rtpc_1_assignment	rtpc_2_name	rtpc_2_assignment	grouping	rtpc_1_max_grouping_difference	rtpc_2_max_grouping_difference	size_scaler	min_distance	dual_group_sound	min_size	one_shot_influence_duration	scaled_azimuth_rtpc	doppler_rtpc_name	obstruction_size	trigger_charge_time_to_target	disable_group_merging	grid_multiplier	focus_pool
wh3_grp_vocalisation_tzeentch_warrior_taunting	false	false	Battle_Group_Vocalisation_Tzeentch_Warrior_Taunting_Play	Battle_Group_Vocalisation_Tzeentch_Warrior_Taunting_Stop	12.0000	400.0000	false	5.0000	15.0000	15.0000	false	true	0.3000	0.6000	0.4000	0.5000	Battle_Group_Size								100.0000	100.0000	1.0000	0.0000	wh2_grp_vocalisation_overlay_humanoid_gutteral	15.0000	0.0000	Battle_Group_Azimuth		0.0000	0.0000	false	0.0000	
wh3_grp_vocalisation_tzeentch_warrior_unit_response	false	false	Battle_Group_Vocalisation_Tzeentch_Warrior_Unit_Response		32.0000	400.0000	false	5.0000	15.0000	15.0000	false	true	0.3000	0.6000	0.0000	0.5000	Battle_Group_Size								100.0000	100.0000	1.0000	0.0000		5.0000	0.0000	Battle_Group_Azimuth		0.0000	0.0000	false	0.0000	
wh3_grp_vocalisation_tzeentch_warrior_unit_selection	false	false	Battle_Group_Vocalisation_Tzeentch_Warrior_Unit_Selection		32.0000	400.0000	false	5.0000	15.0000	15.0000	false	true	0.3000	0.6000	0.0000	0.5000	Battle_Group_Size								100.0000	100.0000	1.0000	0.0000		5.0000	0.0000	Battle_Group_Azimuth		0.0000	0.0000	false	0.0000	
wh3_grp_vocalisation_warbear_charge	false	false	Battle_Group_Vocalisation_Warbear_Charge		32.0000	400.0000	false	0.0000	0.0000	0.0000	false	true	0.3000	0.6000	0.0000	0.5000	Battle_Group_Size								100.0000	100.0000	1.0000	0.0000		5.0000	0.0000	Battle_Group_Azimuth		0.0000	0.0000	true	0.0000	
wh3_grp_vocalisation_warbear_melee	false	false	Battle_Group_Vocalisation_Warbear_Melee_Play	Battle_Group_Vocalisation_Warbear_Melee_Stop	32.0000	250.0000	false	0.0000	0.0000	0.0000	false	true	0.3000	0.6000	0.4000	0.5000	Battle_Group_Size_Slew								100.0000	100.0000	1.0000	0.0000	wh2_grp_vocalisation_overlay_creature	6.0000	0.0000	Battle_Group_Azimuth		0.0000	0.0000	false	0.0000	
wh3_kho_tower_grp_projectile_bullet_impact_multi_large	false	false	Battle_Group_Projectile_KHO_Tower_Bullet_Large_Impact		5.0000	161.0000	false	0.0000	0.0000	0.0000	false	true	0.1000	0.3000	0.0000	0.8000	Battle_Group_Size	Battle_Projectile_Impact_Target							100.0000	100.0000	1.0000	0.0000		1.0000	0.0000	Battle_Group_Azimuth		0.0000	0.0000	false	0.0000	
wh3_kho_tower_grp_projectile_bullet_inflight	false	false	Battle_Group_Projectile_KHO_Tower_Bullet_InFlight_Play	Battle_Group_Projectile_KHO_Tower_Bullet_InFlight_Stop	18.0000	200.0000	false	0.0000	0.0000	0.0000	false	true	0.3000	0.6000	0.1500	0.5000	Battle_Group_Size								100.0000	100.0000	1.0000	0.0000		1.0000	0.0000	Battle_Group_Azimuth		0.0000	0.0000	false	0.0000	
wh3_magic_burning_wrath_inflight	false	false	IND_Magic_Hashut_Burning_Wrath_Inflight_Start	IND_Magic_Hashut_Burning_Wrath_Inflight_Stop	60.0000	300.0000	false	0.0000	0.0000	0.0000	false	true	0.0000	0.0000	0.0000	8.0000	Battle_Group_Size								100.0000	100.0000	1.0000	0.0000		1.0000	0.0000			0.0000	0.0000	false	0.0000	
wh3_magic_burning_wrath_launch	false	false	IND_Magic_Hashut_Burning_Wrath_Launch		60.0000	500.0000	false	0.0000	0.0000	0.0000	false	true	0.0000	0.0000	0.0000	4.0000	Battle_Group_Size								100.0000	100.0000	1.0000	0.0000		1.0000	0.0000			0.0000	0.0000	false	0.0000	
wh3_magic_hashit_flames_of_azgorh_impact	false	false	IND_Magic_Hashut_Flames_Of_Azgorh_Impact_GRP		7.0000	500.0000	false	0.0000	0.0000	0.0000	false	true	0.2000	0.2000	0.0000	2.0000	Battle_Group_Size								100.0000	100.0000	1.0000	0.0000		1.0000	0.0000			0.0000	0.0000	false	0.0000	
wh3_magic_hashut_flames_of_azgorh_inflight	false	false	IND_Magic_Hashut_Flames_Of_Azgorh_Inflight_Start	IND_Magic_Hashut_Flames_Of_Azgorh_Inflight_Stop	60.0000	200.0000	false	0.0000	0.0000	0.0000	false	true	0.0000	0.0000	0.0000	8.0000	Battle_Group_Size								100.0000	100.0000	1.0000	0.0000		1.0000	0.0000			0.0000	0.0000	false	0.0000	
wh3_magic_hashut_flames_of_azgorh_launch	false	false	IND_Magic_Hashut_Flames_Of_Azgorh_Launch		60.0000	500.0000	false	0.0000	0.0000	0.0000	false	true	0.0000	0.0000	0.0000	4.0000	Battle_Group_Size								100.0000	100.0000	1.0000	0.0000		1.0000	0.0000			0.0000	0.0000	false	0.0000	
wh3_main_ability_cth_nuku_crossbow_Impact	false	false	IND_Magic_Cathay_Nuku_Chos_Crossbow_Impact		25.0000	500.0000	false	0.0000	0.0000	0.0000	false	true	0.2000	0.3000	0.0000	2.5000	Battle_Group_Size								100.0000	100.0000	1.0000	0.0000		1.0000	0.0000			0.0000	0.0000	false	0.0000	
wh3_main_ability_kho_bellow_of_fury_impact	false	false	IND_SABL_Khorne_Bellow_Of_Fury_Impact		25.0000	400.0000	false	0.0000	0.0000	0.0000	false	true	0.0000	0.2000	0.0000	0.3000	Battle_Group_Size								100.0000	100.0000	1.0000	0.0000		1.0000	0.0000			0.0000	0.0000	false	0.0000	
wh3_main_ability_kho_bellow_of_fury_inflight	false	false	IND_SABL_Khorne_Bellow_Of_Fury_Inflight_Start	IND_SABL_Khorne_Bellow_Of_Fury_Inflight_Stop	60.0000	500.0000	false	0.0000	0.0000	0.0000	false	true	0.2000	0.3000	0.0000	8.0000	Battle_Group_Size								100.0000	100.0000	1.0000	0.0000		1.0000	0.0000			0.0000	0.0000	false	0.0000	
wh3_main_ability_kho_bellow_of_fury_launch	false	false	IND_SABL_Khorne_Bellow_Of_Fury_Launch		28.0000	550.0000	false	0.0000	0.0000	0.0000	false	true	0.3000	0.6000	0.0000	8.0000	Battle_Group_Size								100.0000	100.0000	1.0000	0.0000		1.0000	0.0000		Battle_Projectile_Doppler	0.0000	0.0000	false	0.0000	
wh3_main_ability_kho_bloodthirst_group	false	false	IND_SABL_Khorne_Bloodthirst_Explosion_Play	IND_SABL_Khorne_Bloodthirst_Explosion_Stop	35.0000	350.0000	false	0.0000	0.0000	0.0000	false	true	0.3000	0.6000	0.0000	0.3500	Battle_Magic_Group_Size								100.0000	100.0000	1.0000	0.0000		1.0000	0.0000			0.0000	0.0000	false	0.0000	
wh3_main_ability_kho_deathbringer_group	false	false	IND_SABL_Khorne_Deathbringer_Explosion		35.0000	500.0000	false	0.0000	0.0000	0.0000	false	true	0.3000	0.6000	0.0000	0.3500	Battle_Magic_Group_Size								100.0000	100.0000	1.0000	0.0000		1.0000	0.0000			0.0000	0.0000	false	0.0000	
wh3_main_ability_kho_slaughter_and_carnage_group	false	false	IND_SABL_Khorne_Slaughter_and_Carnage_Explosion		35.0000	350.0000	false	0.0000	0.0000	0.0000	false	true	0.3000	0.6000	0.0000	0.3500	Battle_Magic_Group_Size								100.0000	100.0000	1.0000	0.0000		1.0000	0.0000			0.0000	0.0000	false	0.0000	
wh3_main_ability_kis_elemental_breath_impact	false	false	IND_Magic_Kislev_Elemental_Breath_Impact		25.0000	500.0000	false	0.0000	0.0000	0.0000	false	true	0.2000	0.3000	0.0000	2.5000	Battle_Group_Size								100.0000	100.0000	1.0000	0.0000		1.0000	0.0000			0.0000	0.0000	false	0.0000	
wh3_main_ability_kis_elemental_breath_inflight	false	false	IND_Magic_Kislev_Elemental_Breath_Inflight_Start	IND_Magic_Kislev_Elemental_Breath_Inflight_Stop	60.0000	500.0000	false	0.0000	0.0000	0.0000	false	true	0.2000	0.3000	0.0000	8.0000	Battle_Group_Size								100.0000	100.0000	1.0000	0.0000		1.0000	0.0000			0.0000	0.0000	false	0.0000	
wh3_main_ability_kis_elemental_breath_launch	false	false	IND_Magic_Kislev_Elemental_Breath_Launch		28.0000	500.0000	false	0.0000	0.0000	0.0000	false	true	0.3000	0.6000	0.0000	8.0000	Battle_Group_Size								100.0000	100.0000	1.0000	0.0000		1.0000	0.0000		Battle_Projectile_Doppler	0.0000	0.0000	false	0.0000	
wh3_main_ability_kis_ice_shard_impact	false	false	IND_Magic_Kislev_Ice_Shard_Impact		25.0000	500.0000	false	0.0000	0.0000	0.0000	false	true	0.0000	0.2000	0.0000	0.3000	Battle_Group_Size								100.0000	100.0000	1.0000	0.0000		1.0000	0.0000			0.0000	0.0000	false	0.0000	
wh3_main_ability_ogr_extra_ingredients_group	false	false	IND_Magic_Ogre_Extra_Ingredients_Start	IND_Magic_Ogre_Extra_Ingredients_Stop	5.0000	550.0000	false	0.0000	0.0000	0.0000	false	true	0.3000	0.6000	0.0000	1.0000	Battle_Magic_Group_Size								100.0000	100.0000	1.0000	0.0000		1.0000	0.0000			0.0000	0.0000	false	0.0000	
wh3_main_ability_ogr_gruts_sickle_group	false	false	IND_Magic_Ogre_Gruts_Sickle_Start	IND_Magic_Ogre_Gruts_Sickle_Stop	120.0000	500.0000	false	0.0000	0.0000	0.0000	false	true	0.3000	0.6000	0.0000	0.3500	Battle_Magic_Group_Size			Battle_Magic_Entity_Amount	Entity_Unit_Size				200.0000	100.0000	1.0000	0.0000		1.0000	0.0000			0.0000	0.0000	false	0.0000	
wh3_main_ability_tzeentch_gaze_of_fate	false	false	IND_Magic_Tzeentch_Gaze_Of_Fate_Start	IND_Magic_Tzeentch_Gaze_Of_Fate_Stop	35.0000	500.0000	false	0.0000	0.0000	0.0000	false	true	0.3000	0.6000	0.0000	0.3500	Battle_Magic_Group_Size								100.0000	100.0000	1.0000	0.0000		1.0000	0.0000			0.0000	0.0000	false	0.0000	
wh3_main_army_abilities_arcane_surge	false	false	IND_Magic_Tzeentch_Arcane_Surge_Start	IND_Magic_Tzeentch_Arcane_Surge_Stop	60.0000	500.0000	false	0.0000	0.0000	0.0000	false	true	0.3000	0.6000	0.0000	4.0000	Battle_Magic_Group_Size								100.0000	100.0000	1.0000	0.0000		1.0000	0.0000			0.0000	0.0000	false	0.0000	
wh3_main_army_abilities_curse_of_the_slug	false	false	IND_Magic_Nurgle_Curse_Of_The_Slug_Start	IND_Magic_Nurgle_Curse_Of_The_Slug_Stop	35.0000	500.0000	false	0.0000	0.0000	0.0000	false	true	0.3000	0.6000	0.0000	0.3500	Battle_Magic_Group_Size								100.0000	100.0000	1.0000	0.0000		1.0000	0.0000			0.0000	0.0000	false	0.0000	
wh3_main_army_abilities_daemonic_possession_enemy	false	false	IND_Magic_Daemon_Prince_Daemonic_Possession_Start	IND_Magic_Daemon_Prince_Daemonic_Possession_Stop	60.0000	500.0000	false	0.0000	0.0000	0.0000	false	true	0.3000	0.6000	0.0000	4.0000	Battle_Magic_Group_Size								100.0000	100.0000	1.0000	0.0000		1.0000	0.0000			0.0000	0.0000	false	0.0000	
wh3_main_army_abilities_daemonic_possession_friend	false	false	IND_Magic_Daemon_Prince_Daemonic_Possession_Start	IND_Magic_Daemon_Prince_Daemonic_Possession_Stop	60.0000	500.0000	false	0.0000	0.0000	0.0000	false	true	0.3000	0.6000	0.0000	4.0000	Battle_Magic_Group_Size								100.0000	100.0000	1.0000	0.0000		1.0000	0.0000			0.0000	0.0000	false	0.0000	
wh3_main_army_abilities_fascination	false	false	IND_Magic_Slaanesh_Fascination_Start	IND_Magic_Slaanesh_Fascination_Stop	60.0000	500.0000	false	0.0000	0.0000	0.0000	false	true	0.3000	0.6000	0.0000	4.0000	Battle_Magic_Group_Size								100.0000	100.0000	1.0000	0.0000		1.0000	0.0000			0.0000	0.0000	false	0.0000	
wh3_main_army_abilities_fecundity	false	false	IND_Magic_Nurgle_Fecundity_Start	IND_Magic_Nurgle_Fecundity_Stop	35.0000	500.0000	false	0.0000	0.0000	0.0000	false	true	0.3000	0.6000	0.0000	0.3500	Battle_Magic_Group_Size								100.0000	100.0000	1.0000	0.0000		1.0000	0.0000			0.0000	0.0000	false	0.0000	
wh3_main_army_abilities_narcissism	false	false	IND_Magic_Slaanesh_Narcissism_Start	IND_Magic_Slaanesh_Narcissism_Stop	60.0000	500.0000	false	0.0000	0.0000	0.0000	false	true	0.3000	0.6000	0.0000	4.0000	Battle_Magic_Group_Size								100.0000	100.0000	1.0000	0.0000		1.0000	0.0000			0.0000	0.0000	false	0.0000	
wh3_main_army_abilities_rot_glorious_rot	false	false	IND_Magic_Nurgle_Rot_Glorius_Rot_Start	IND_Magic_Nurgle_Rot_Glorius_Rot_Stop	35.0000	500.0000	false	0.0000	0.0000	0.0000	false	true	0.3000	0.6000	0.0000	0.3500	Battle_Magic_Group_Size								100.0000	100.0000	1.0000	0.0000		1.0000	0.0000			0.0000	0.0000	false	0.0000	
wh3_main_army_abilities_sweet_sorrow	false	false	IND_Magic_Slaanesh_Sweet_Sorrow_Start	IND_Magic_Slaanesh_Sweet_Sorrow_Stop	60.0000	500.0000	false	0.0000	0.0000	0.0000	false	true	0.3000	0.6000	0.0000	4.0000	Battle_Magic_Group_Size								100.0000	100.0000	1.0000	0.0000		1.0000	0.0000			0.0000	0.0000	false	0.0000	
wh3_main_army_ability_ogr_butcher_group	false	false	IND_Magic_Ogre_Butcher_Start	IND_Magic_Ogre_Butcher_Stop	200.0000	500.0000	false	0.0000	0.0000	0.0000	false	true	0.3000	0.6000	0.0000	0.3500	Battle_Magic_Group_Size			Battle_Magic_Entity_Amount	Entity_Unit_Size				200.0000	100.0000	1.0000	0.0000		1.0000	0.0000			0.0000	0.0000	false	0.0000	
wh3_main_army_ability_ogr_dismember_group	false	false	IND_Magic_Ogre_Dismember_Start	IND_Magic_Ogre_Dismember_Stop	500.0000	500.0000	false	0.0000	0.0000	0.0000	false	true	0.3000	0.6000	0.0000	0.3500	Battle_Magic_Group_Size								100.0000	100.0000	1.0000	0.0000		1.0000	0.0000			0.0000	0.0000	false	0.0000	
wh3_main_army_ability_ogr_gluttony_group	false	false	IND_Magic_Ogre_Gluttony_Start	IND_Magic_Ogre_Gluttony_Stop	200.0000	500.0000	false	0.0000	0.0000	0.0000	false	true	0.3000	0.6000	0.0000	0.3500	Battle_Magic_Group_Size			Battle_Magic_Entity_Amount	Entity_Unit_Size				200.0000	100.0000	1.0000	0.0000		1.0000	0.0000			0.0000	0.0000	false	0.0000	
wh3_main_army_ability_ogr_gnoblar_traps_group	false	false	IND_Magic_Ogre_Gnoblar_Traps_Start	IND_Magic_Ogre_Gnoblar_Traps_Stop	120.0000	500.0000	false	0.0000	0.0000	0.0000	false	true	0.3000	0.6000	0.0000	0.3500	Battle_Magic_Group_Size								100.0000	100.0000	1.0000	0.0000		1.0000	0.0000			0.0000	0.0000	false	0.0000	
wh3_main_army_ability_ogr_massacre_group	false	false	IND_Magic_Ogre_Massacre_Start	IND_Magic_Ogre_Massacre_Stop	400.0000	500.0000	false	0.0000	0.0000	0.0000	false	true	0.3000	0.6000	0.0000	0.3500	Battle_Magic_Group_Size								100.0000	100.0000	1.0000	0.0000		1.0000	0.0000			0.0000	0.0000	false	0.0000	
wh3_main_character_abilities_call_for_power	false	false	Battle_IND_Ability_Call_For_Power_Loop_Start	Battle_IND_Ability_Call_For_Power_Loop_Stop	1000.0000	500.0000	false	0.0000	0.0000	0.0000	false	true	0.3000	0.6000	0.0000	0.3500	Battle_Magic_Group_Size								100.0000	100.0000	1.0000	0.0000		1.0000	0.0000			0.0000	0.0000	false	0.0000	
wh3_main_character_abilities_locus_of_beguilement	false	false	IND_Magic_Slaanesh_Locus_Of_Beguilement_Start	IND_Magic_Slaanesh_Locus_Of_Beguilement_Stop	60.0000	500.0000	false	0.0000	0.0000	0.0000	false	true	0.3000	0.6000	0.0000	4.0000	Battle_Magic_Group_Size								100.0000	100.0000	1.0000	0.0000		1.0000	0.0000			0.0000	0.0000	false	0.0000	
wh3_main_character_abilities_locus_of_change	false	false	IND_Magic_Tzeentch_Locus_of_Change_Start	IND_Magic_Tzeentch_Locus_of_Change_Stop	60.0000	500.0000	false	0.0000	0.0000	0.0000	false	true	0.3000	0.6000	0.0000	4.0000	Battle_Magic_Group_Size								100.0000	100.0000	1.0000	0.0000		1.0000	0.0000			0.0000	0.0000	false	0.0000	
wh3_main_character_abilities_locus_of_conjuration	false	false	IND_Magic_Tzeentch_Locus_Of_Conjuration_Start	IND_Magic_Tzeentch_Locus_Of_Conjuration_Stop	60.0000	500.0000	false	0.0000	0.0000	0.0000	false	true	0.3000	0.6000	0.0000	4.0000	Battle_Magic_Group_Size								100.0000	100.0000	1.0000	0.0000		1.0000	0.0000			0.0000	0.0000	false	0.0000	
wh3_main_character_abilities_locus_of_contagion	false	false	IND_Magic_Nurgle_Locus_Of_Contagion_Start	IND_Magic_Nurgle_Locus_Of_Contagion_Stop	35.0000	500.0000	false	0.0000	0.0000	0.0000	false	true	0.3000	0.6000	0.0000	0.3500	Battle_Magic_Group_Size								100.0000	100.0000	1.0000	0.0000		1.0000	0.0000			0.0000	0.0000	false	0.0000	
wh3_main_character_abilities_locus_of_fecundity	false	false	IND_Magic_Nurgle_Locus_Of_Ferdondity_Start	IND_Magic_Nurgle_Locus_Of_Ferdondity_Stop	35.0000	500.0000	false	0.0000	0.0000	0.0000	false	true	0.3000	0.6000	0.0000	0.3500	Battle_Magic_Group_Size								100.0000	100.0000	1.0000	0.0000		1.0000	0.0000			0.0000	0.0000	false	0.0000	
wh3_main_character_abilities_locus_of_grace	false	false	IND_Magic_Slaanesh_Locus_Of_Grace_Start	IND_Magic_Slaanesh_Locus_Of_Grace_Stop	60.0000	500.0000	false	0.0000	0.0000	0.0000	false	true	0.3000	0.6000	0.0000	4.0000	Battle_Magic_Group_Size								100.0000	100.0000	1.0000	0.0000		1.0000	0.0000			0.0000	0.0000	false	0.0000	
wh3_main_character_abilities_locus_of_swiftness	false	false	IND_Magic_Slaanesh_Locus_Of_Swiftness_Start	IND_Magic_Slaanesh_Locus_Of_Swiftness_Stop	60.0000	500.0000	false	0.0000	0.0000	0.0000	false	true	0.3000	0.6000	0.0000	4.0000	Battle_Magic_Group_Size			Battle_Magic_Entity_Amount	Entity_Unit_Size				200.0000	100.0000	1.0000	0.0000		1.0000	0.0000			0.0000	0.0000	false	0.0000	
wh3_main_character_abilities_locus_of_virulence	false	false	IND_Magic_Nurgle_Locus_Of_Virulence_Start	IND_Magic_Nurgle_Locus_Of_Virulence_Stop	35.0000	500.0000	false	0.0000	0.0000	0.0000	false	true	0.3000	0.6000	0.0000	0.3500	Battle_Magic_Group_Size								100.0000	100.0000	1.0000	0.0000		1.0000	0.0000			0.0000	0.0000	false	0.0000	
wh3_main_character_spell_swiftwing	false	false	WH3_IND_MAGIC_Tempest_Swiftwing_Start	WH3_IND_MAGIC_Tempest_Swiftwing_Stop	60.0000	500.0000	false	0.0000	0.0000	0.0000	false	true	0.3000	0.6000	0.0000	4.0000	Battle_Magic_Group_Size								100.0000	100.0000	1.0000	0.0000		1.0000	0.0000			0.0000	0.0000	false	0.0000	
wh3_main_cth_sky_junk_rocket_impact	false	false	Battle_Group_Projectile_Sky_Junk_Rocket_Impact		22.0000	400.0000	false	0.0000	0.0000	0.0000	false	true	0.3000	0.6000	0.1500	0.3500	Battle_Group_Size								100.0000	100.0000	1.0000	0.0000		1.0000	0.0000	Battle_Group_Azimuth		0.0000	0.0000	false	0.0000	
wh3_main_cth_sky_junk_rocket_inflight	false	false	Battle_Group_Projectile_Sky_Junk_Rocket_Inflight_Play	Battle_Group_Projectile_Sky_Junk_Rocket_Inflight_Stop	22.0000	90.0000	false	0.0000	0.0000	0.0000	false	true	0.3000	0.6000	0.1500	0.3500	Battle_Group_Size								100.0000	100.0000	1.0000	0.0000		1.0000	0.0000	Battle_Group_Azimuth		0.0000	0.0000	false	0.0000	
wh3_main_cth_sky_junk_rocket_launch	false	false	Battle_Group_Projectile_Sky_Junk_Rocket_Launch		22.0000	160.0000	false	0.0000	0.0000	0.0000	false	true	0.3000	0.6000	0.1500	0.3500	Battle_Group_Size								100.0000	100.0000	1.0000	0.0000		1.0000	0.0000	Battle_Group_Azimuth		0.0000	0.0000	false	0.0000	
wh3_main_daemon_wings_abilities_purge_the_weak_enemy	false	false	IND_Magic_Daemon_Prince_Purge_The_Weak_Start	IND_Magic_Daemon_Prince_Purge_The_Weak_Stop	60.0000	500.0000	false	0.0000	0.0000	0.0000	false	true	0.3000	0.6000	0.0000	4.0000	Battle_Magic_Group_Size								100.0000	100.0000	1.0000	0.0000		1.0000	0.0000			0.0000	0.0000	false	0.0000	
wh3_main_daemon_wings_abilities_purge_the_weak_friends	false	false	IND_Magic_Daemon_Prince_Purge_The_Weak_Start	IND_Magic_Daemon_Prince_Purge_The_Weak_Stop	60.0000	500.0000	false	0.0000	0.0000	0.0000	false	true	0.3000	0.6000	0.0000	4.0000	Battle_Magic_Group_Size								100.0000	100.0000	1.0000	0.0000		1.0000	0.0000			0.0000	0.0000	false	0.0000	
wh3_main_grp_spell_blue_fire_of_tzeentch_inflight	false	false	IND_Magic_Tzeentch_Blue_Fire_of_Tzeentch_Projectile_Loop_Start	IND_Magic_Tzeentch_Blue_Fire_of_Tzeentch_Projectile_Loop_Stop	30.0000	300.0000	false	0.0000	0.0000	0.0000	false	true	0.1000	0.6000	0.1500	0.5000	Battle_Group_Size								100.0000	40.0000	1.0000	0.0000		1.0000	0.0000	Battle_Group_Azimuth		0.0000	0.0000	false	0.0000	
wh3_main_grp_spell_hailstorm_inflight	false	false	IND_MAGIC_Tempest_Hailstorm_Inflight_Start	IND_MAGIC_Tempest_Hailstorm_Inflight_Stop	60.0000	300.0000	false	0.0000	0.0000	0.0000	false	true	0.3000	0.6000	0.0000	0.2000	Battle_Group_Size								100.0000	100.0000	1.0000	0.0000		1.0000	0.0000			0.0000	0.0000	false	0.0000	
wh3_main_grp_spell_tzeentch_blue_fire_tzeentch_impact	false	false	IND_Magic_Tzeentch_Blue_Fire_of_Tzeentch_Explosion		10.0000	350.0000	false	0.0000	0.0000	0.0000	false	true	0.2000	0.3000	0.0000	1.0000	Battle_Group_Size								100.0000	100.0000	1.0000	0.0000		1.0000	0.0000	Battle_Group_Azimuth		0.0000	0.0000	false	0.0000	
wh3_main_grp_spell_tzeentch_bolt_of_change_impact	false	false	IND_Magic_Tzeentch_Bolt_Of_Change_Explosion		10.0000	500.0000	false	0.0000	0.0000	0.0000	false	true	0.2000	0.3000	0.0000	1.0000	Battle_Group_Size								100.0000	100.0000	1.0000	0.0000		1.0000	0.0000	Battle_Group_Azimuth		0.0000	0.0000	false	0.0000	
wh3_main_item_abilities_elixer_of_iron	false	false	IND_Magic_Cathay_Elixir_Iron_Skin_Start	IND_Magic_Cathay_Elixir_Iron_Skin_Stop	300.0000	500.0000	false	0.0000	0.0000	0.0000	false	true	0.3000	0.6000	0.0000	0.3500	Battle_Magic_Group_Size								100.0000	100.0000	1.0000	0.0000		1.0000	0.0000			0.0000	0.0000	false	0.0000	
wh3_main_item_abilities_elixer_of_poison	false	false	IND_Magic_Cathay_Elixir_Poison_Start	IND_Magic_Cathay_Elixir_Poison_Stop	300.0000	500.0000	false	0.0000	0.0000	0.0000	false	true	0.3000	0.6000	0.0000	0.3500	Battle_Magic_Group_Size								100.0000	100.0000	1.0000	0.0000		1.0000	0.0000			0.0000	0.0000	false	0.0000	
wh3_main_item_abilities_elixer_of_puissance	false	false	IND_Magic_Cathay_Elixir_Puissance_Start	IND_Magic_Cathay_Elixir_Puissance_Stop	300.0000	500.0000	false	0.0000	0.0000	0.0000	false	true	0.3000	0.6000	0.0000	0.3500	Battle_Magic_Group_Size								100.0000	100.0000	1.0000	0.0000		1.0000	0.0000			0.0000	0.0000	false	0.0000	
wh3_main_item_abilities_maw_shard	false	false	IND_Magic_Cathay_Maw_Shard_Start	IND_Magic_Cathay_Maw_Shard_Stop	300.0000	500.0000	false	0.0000	0.0000	0.0000	false	true	0.3000	0.6000	0.0000	0.3500	Battle_Magic_Group_Size								100.0000	100.0000	1.0000	0.0000		1.0000	0.0000			0.0000	0.0000	false	0.0000	
wh3_main_item_abilities_scroll_of_destiny	false	false	IND_Magic_Tzeentch_Scroll_of_Destiny_Start	IND_Magic_Tzeentch_Scroll_of_Destiny_Stop	60.0000	500.0000	false	0.0000	0.0000	0.0000	false	true	0.3000	0.6000	0.0000	4.0000	Battle_Magic_Group_Size								100.0000	100.0000	1.0000	0.0000		1.0000	0.0000			0.0000	0.0000	false	0.0000	
wh3_main_item_abilities_the_rock_of_inevitability	false	false	IND_Magic_Daemon_Prince_The_Rock_Of_Inevitability_Start	IND_Magic_Daemon_Prince_The_Rock_Of_Inevitability_Stop	60.0000	500.0000	false	0.0000	0.0000	0.0000	false	true	0.3000	0.6000	0.0000	4.0000	Battle_Magic_Group_Size								100.0000	100.0000	1.0000	0.0000		1.0000	0.0000			0.0000	0.0000	false	0.0000	
wh3_main_item_abilities_void_pendulum	false	false	IND_Magic_Daemon_Prince_Void_Pendulum_Start	IND_Magic_Daemon_Prince_Void_Pendulum_Stop	60.0000	500.0000	false	0.0000	0.0000	0.0000	false	true	0.3000	0.6000	0.0000	4.0000	Battle_Magic_Group_Size								100.0000	100.0000	1.0000	0.0000		1.0000	0.0000			0.0000	0.0000	false	0.0000	
wh3_main_kho_ability_horn_of_khorne	false	false	IND_SABL_Khorne_Horn_Of_Khorne_Start	IND_SABL_Khorne_Horn_Of_Khorne_Stop	350.0000	500.0000	false	0.0000	0.0000	0.0000	false	true	0.3000	0.6000	0.0000	4.0000	Battle_Magic_Group_Size			Battle_Magic_Entity_Amount	Entity_Unit_Size				200.0000	100.0000	1.0000	0.0000		1.0000	0.0000			0.0000	0.0000	false	0.0000	
wh3_main_kho_ability_locus_of_abjuration	false	false	IND_SABL_Khorne_Locus_Of_Abjuration_Start		60.0000	500.0000	false	0.0000	0.0000	0.0000	false	true	0.3000	0.6000	0.0000	4.0000	Battle_Magic_Group_Size			Battle_Magic_Entity_Amount	Entity_Unit_Size				200.0000	100.0000	1.0000	0.0000		1.0000	0.0000			0.0000	0.0000	false	0.0000	
wh3_main_kho_ability_locus_of_fury	false	false	IND_SABL_Khorne_Locus_Of_Fury_Start	IND_SABL_Khorne_Locus_Of_Fury_Stop	60.0000	500.0000	false	0.0000	0.0000	0.0000	false	true	0.3000	0.6000	0.0000	4.0000	Battle_Magic_Group_Size			Battle_Magic_Entity_Amount	Entity_Unit_Size				200.0000	100.0000	1.0000	0.0000		1.0000	0.0000			0.0000	0.0000	false	0.0000	
wh3_main_kho_ability_locus_of_wrath	false	false	IND_SABL_Khorne_Locus_Of_Wrath_Start	IND_SABL_Khorne_Locus_Of_Wrath_Stop	60.0000	500.0000	false	0.0000	0.0000	0.0000	false	true	0.3000	0.6000	0.0000	4.0000	Battle_Magic_Group_Size			Battle_Magic_Entity_Amount	Entity_Unit_Size				200.0000	100.0000	1.0000	0.0000		1.0000	0.0000			0.0000	0.0000	false	0.0000	
