ability	default_amount	max_amount	intensity_source	intensity_type	intensity_decay_delay	intensity_decay_duration	reset_intensity_in_reinforcement_pool
wh_main_spell_vampires_gaze_of_nagash_upgraded	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_main_spell_vampires_invocation_of_nehek	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_main_spell_vampires_invocation_of_nehek_upgraded	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_main_spell_vampires_vanhels_danse_macabre	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_main_spell_vampires_vanhels_danse_macabre_upgraded	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_main_spell_vampires_wind_of_death	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_main_spell_vampires_wind_of_death_upgraded	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh_main_unit_abilities_black_nimbus	0.0000	300.0000	nearby_enemy_deaths	linear_multiplier	-1.0000	0.0000	true
wh_main_unit_abilities_black_scythes	0.0000	100.0000	nearby_enemy_deaths	linear_multiplier	-1.0000	0.0000	true
wh_main_unit_abilities_unholy_vigour	0.0000	200.0000	nearby_enemy_deaths	linear_multiplier	-1.0000	0.0000	true
