unique_id	factor	resource	minimum	maximum	specific_faction_set
wh3_main_corruption_chaos_factor_horde_buildings	horde_buildings	wh3_main_corruption_chaos	-2147483647	2147483647	
wh3_main_corruption_chaos_factor_local_forces	local_forces	wh3_main_corruption_chaos	-2147483647	2147483647	
wh3_main_corruption_chaos_factor_local_populace	local_populace	wh3_main_corruption_chaos	-2147483647	2147483647	
wh3_main_corruption_chaos_factor_other_corruption	other_corruption	wh3_main_corruption_chaos	-2147483647	2147483647	
wh3_main_corruption_chaos_factor_possession	wh2_dlc14_resource_factor_sanity_deterioration	wh3_main_corruption_chaos	-2147483647	2147483647	
wh3_main_corruption_chaos_factor_power_of_nature	power_of_nature	wh3_main_corruption_chaos	-2147483647	2147483647	
wh3_main_corruption_chaos_factor_ruins	ruins	wh3_main_corruption_chaos	-2147483647	2147483647	
wh3_main_corruption_chaos_factor_technology	technology	wh3_main_corruption_chaos	-2147483647	2147483647	
wh3_main_corruption_khorne_crackdown	crackdown_hidden	wh3_main_corruption_khorne	-2147483647	2147483647	
wh3_main_corruption_khorne_factor_adjacent_provinces	adjacent_provinces	wh3_main_corruption_khorne	-2147483647	2147483647	
wh3_main_corruption_khorne_factor_ataman	ataman	wh3_main_corruption_khorne	-2147483647	2147483647	
wh3_main_corruption_khorne_factor_buildings	buildings	wh3_main_corruption_khorne	-2147483647	2147483647	
wh3_main_corruption_khorne_factor_characters	characters	wh3_main_corruption_khorne	-2147483647	2147483647	
wh3_main_corruption_khorne_factor_commandment	commandments	wh3_main_corruption_khorne	-2147483647	2147483647	
wh3_main_corruption_khorne_factor_compass	cth_compass	wh3_main_corruption_khorne	-2147483647	2147483647	
wh3_main_corruption_khorne_factor_daemonic_progression	daemonic_glory	wh3_main_corruption_khorne	-2147483647	2147483647	
wh3_main_corruption_khorne_factor_diplomacy	diplomacy	wh3_main_corruption_khorne	-2147483647	2147483647	
wh3_main_corruption_khorne_factor_events	events	wh3_main_corruption_khorne	-2147483647	2147483647	
wh3_main_corruption_khorne_factor_faction	faction	wh3_main_corruption_khorne	-2147483647	2147483647	
wh3_main_corruption_khorne_factor_harmony	harmony	wh3_main_corruption_khorne	-2147483647	2147483647	
wh3_main_corruption_khorne_factor_hidden	wh2_dlc16_resource_factor_hidden	wh3_main_corruption_khorne	-2147483647	2147483647	
wh3_main_corruption_khorne_factor_horde_buildings	horde_buildings	wh3_main_corruption_khorne	-2147483647	2147483647	
wh3_main_corruption_khorne_factor_local_forces	local_forces	wh3_main_corruption_khorne	-2147483647	2147483647	
wh3_main_corruption_khorne_factor_local_populace	local_populace	wh3_main_corruption_khorne	-2147483647	2147483647	
wh3_main_corruption_khorne_factor_other_corruption	other_corruption	wh3_main_corruption_khorne	-2147483647	2147483647	
wh3_main_corruption_khorne_factor_possession	wh2_dlc14_resource_factor_sanity_deterioration	wh3_main_corruption_khorne	-2147483647	2147483647	
wh3_main_corruption_khorne_factor_power_of_nature	power_of_nature	wh3_main_corruption_khorne	-2147483647	2147483647	
wh3_main_corruption_khorne_factor_rifts	rifts	wh3_main_corruption_khorne	0	2147483647	
wh3_main_corruption_khorne_factor_ruins	ruins	wh3_main_corruption_khorne	-2147483647	2147483647	
wh3_main_corruption_khorne_factor_technology	technology	wh3_main_corruption_khorne	-2147483647	2147483647	
wh3_main_corruption_nurgle_crackdown	crackdown_hidden	wh3_main_corruption_nurgle	-2147483647	2147483647	
wh3_main_corruption_nurgle_factor_adjacent_provinces	adjacent_provinces	wh3_main_corruption_nurgle	-2147483647	2147483647	
wh3_main_corruption_nurgle_factor_ataman	ataman	wh3_main_corruption_nurgle	-2147483647	2147483647	
wh3_main_corruption_nurgle_factor_buildings	buildings	wh3_main_corruption_nurgle	-2147483647	2147483647	
wh3_main_corruption_nurgle_factor_characters	characters	wh3_main_corruption_nurgle	-2147483647	2147483647	
wh3_main_corruption_nurgle_factor_commandment	commandments	wh3_main_corruption_nurgle	-2147483647	2147483647	
wh3_main_corruption_nurgle_factor_compass	cth_compass	wh3_main_corruption_nurgle	-2147483647	2147483647	
wh3_main_corruption_nurgle_factor_daemonic_progression	daemonic_glory	wh3_main_corruption_nurgle	-2147483647	2147483647	
wh3_main_corruption_nurgle_factor_diplomacy	diplomacy	wh3_main_corruption_nurgle	-2147483647	2147483647	
wh3_main_corruption_nurgle_factor_events	events	wh3_main_corruption_nurgle	-2147483647	2147483647	
wh3_main_corruption_nurgle_factor_faction	faction	wh3_main_corruption_nurgle	-2147483647	2147483647	
wh3_main_corruption_nurgle_factor_harmony	harmony	wh3_main_corruption_nurgle	-2147483647	2147483647	
wh3_main_corruption_nurgle_factor_hidden	wh2_dlc16_resource_factor_hidden	wh3_main_corruption_nurgle	-2147483647	2147483647	
wh3_main_corruption_nurgle_factor_horde_buildings	horde_buildings	wh3_main_corruption_nurgle	-2147483647	2147483647	
wh3_main_corruption_nurgle_factor_local_forces	local_forces	wh3_main_corruption_nurgle	-2147483647	2147483647	
wh3_main_corruption_nurgle_factor_local_populace	local_populace	wh3_main_corruption_nurgle	-2147483647	2147483647	
wh3_main_corruption_nurgle_factor_other_corruption	other_corruption	wh3_main_corruption_nurgle	-2147483647	2147483647	
wh3_main_corruption_nurgle_factor_plague	plague	wh3_main_corruption_nurgle	-2147483647	2147483647	
wh3_main_corruption_nurgle_factor_possession	wh2_dlc14_resource_factor_sanity_deterioration	wh3_main_corruption_nurgle	-2147483647	2147483647	
wh3_main_corruption_nurgle_factor_power_of_nature	power_of_nature	wh3_main_corruption_nurgle	-2147483647	2147483647	
wh3_main_corruption_nurgle_factor_rifts	rifts	wh3_main_corruption_nurgle	0	2147483647	
wh3_main_corruption_nurgle_factor_ruins	ruins	wh3_main_corruption_nurgle	-2147483647	2147483647	
wh3_main_corruption_nurgle_factor_technology	technology	wh3_main_corruption_nurgle	-2147483647	2147483647	
wh3_main_corruption_nurgle_factor_unholy_manifestations	unholy_manifestations	wh3_main_corruption_nurgle	-2147483647	2147483647	
wh3_main_corruption_skaven_crackdown	crackdown_hidden	wh3_main_corruption_skaven	-2147483647	2147483647	
wh3_main_corruption_skaven_factor_adjacent_provinces	adjacent_provinces	wh3_main_corruption_skaven	-2147483647	2147483647	
wh3_main_corruption_skaven_factor_ataman	ataman	wh3_main_corruption_skaven	-2147483647	2147483647	
wh3_main_corruption_skaven_factor_buildings	buildings	wh3_main_corruption_skaven	-2147483647	2147483647	
wh3_main_corruption_skaven_factor_characters	characters	wh3_main_corruption_skaven	-2147483647	2147483647	
wh3_main_corruption_skaven_factor_commandment	commandments	wh3_main_corruption_skaven	-2147483647	2147483647	
wh3_main_corruption_skaven_factor_compass	cth_compass	wh3_main_corruption_skaven	-2147483647	2147483647	
wh3_main_corruption_skaven_factor_events	events	wh3_main_corruption_skaven	-2147483647	2147483647	
wh3_main_corruption_skaven_factor_faction	faction	wh3_main_corruption_skaven	-2147483647	2147483647	
wh3_main_corruption_skaven_factor_harmony	harmony	wh3_main_corruption_skaven	-2147483647	2147483647	
wh3_main_corruption_skaven_factor_hidden	wh2_dlc16_resource_factor_hidden	wh3_main_corruption_skaven	-2147483647	2147483647	
wh3_main_corruption_skaven_factor_horde_buildings	horde_buildings	wh3_main_corruption_skaven	-2147483647	2147483647	
wh3_main_corruption_skaven_factor_local_forces	local_forces	wh3_main_corruption_skaven	-2147483647	2147483647	
wh3_main_corruption_skaven_factor_local_populace	local_populace	wh3_main_corruption_skaven	-2147483647	2147483647	
wh3_main_corruption_skaven_factor_other_corruption	other_corruption	wh3_main_corruption_skaven	-2147483647	2147483647	
wh3_main_corruption_skaven_factor_possession	wh2_dlc14_resource_factor_sanity_deterioration	wh3_main_corruption_skaven	-2147483647	2147483647	
wh3_main_corruption_skaven_factor_power_of_nature	power_of_nature	wh3_main_corruption_skaven	-2147483647	2147483647	
wh3_main_corruption_skaven_factor_ruins	ruins	wh3_main_corruption_skaven	-2147483647	2147483647	
wh3_main_corruption_skaven_factor_technology	technology	wh3_main_corruption_skaven	-2147483647	2147483647	
wh3_main_corruption_slaanesh_crackdown	crackdown_hidden	wh3_main_corruption_slaanesh	-2147483647	2147483647	
wh3_main_corruption_slaanesh_factor_adjacent_provinces	adjacent_provinces	wh3_main_corruption_slaanesh	-2147483647	2147483647	
wh3_main_corruption_slaanesh_factor_ataman	ataman	wh3_main_corruption_slaanesh	-2147483647	2147483647	
wh3_main_corruption_slaanesh_factor_buildings	buildings	wh3_main_corruption_slaanesh	-2147483647	2147483647	
wh3_main_corruption_slaanesh_factor_characters	characters	wh3_main_corruption_slaanesh	-2147483647	2147483647	
wh3_main_corruption_slaanesh_factor_commandment	commandments	wh3_main_corruption_slaanesh	-2147483647	2147483647	
wh3_main_corruption_slaanesh_factor_compass	cth_compass	wh3_main_corruption_slaanesh	-2147483647	2147483647	
wh3_main_corruption_slaanesh_factor_daemonic_progression	daemonic_glory	wh3_main_corruption_slaanesh	-2147483647	2147483647	
wh3_main_corruption_slaanesh_factor_diplomacy	diplomacy	wh3_main_corruption_slaanesh	-2147483647	2147483647	
wh3_main_corruption_slaanesh_factor_events	events	wh3_main_corruption_slaanesh	-2147483647	2147483647	
wh3_main_corruption_slaanesh_factor_faction	faction	wh3_main_corruption_slaanesh	-2147483647	2147483647	
wh3_main_corruption_slaanesh_factor_gift_of_slaanesh	gift_of_slaanesh	wh3_main_corruption_slaanesh	-2147483647	2147483647	
wh3_main_corruption_slaanesh_factor_harmony	harmony	wh3_main_corruption_slaanesh	-2147483647	2147483647	
wh3_main_corruption_slaanesh_factor_hidden	wh2_dlc16_resource_factor_hidden	wh3_main_corruption_slaanesh	-2147483647	2147483647	
wh3_main_corruption_slaanesh_factor_horde_buildings	horde_buildings	wh3_main_corruption_slaanesh	-2147483647	2147483647	
wh3_main_corruption_slaanesh_factor_local_forces	local_forces	wh3_main_corruption_slaanesh	-2147483647	2147483647	
wh3_main_corruption_slaanesh_factor_local_populace	local_populace	wh3_main_corruption_slaanesh	-2147483647	2147483647	
wh3_main_corruption_slaanesh_factor_other_corruption	other_corruption	wh3_main_corruption_slaanesh	-2147483647	2147483647	
wh3_main_corruption_slaanesh_factor_possession	wh2_dlc14_resource_factor_sanity_deterioration	wh3_main_corruption_slaanesh	-2147483647	2147483647	
wh3_main_corruption_slaanesh_factor_power_of_nature	power_of_nature	wh3_main_corruption_slaanesh	-2147483647	2147483647	
wh3_main_corruption_slaanesh_factor_rifts	rifts	wh3_main_corruption_slaanesh	0	2147483647	
wh3_main_corruption_slaanesh_factor_ruins	ruins	wh3_main_corruption_slaanesh	-2147483647	2147483647	
wh3_main_corruption_slaanesh_factor_technology	technology	wh3_main_corruption_slaanesh	-2147483647	2147483647	
wh3_main_corruption_slaanesh_factor_unholy_manifestations	unholy_manifestations	wh3_main_corruption_slaanesh	-2147483647	2147483647	
wh3_main_corruption_slaanesh_seductive_influence	seductive_influence	wh3_main_corruption_slaanesh	0	5	
wh3_main_corruption_tzeentch_crackdown	crackdown_hidden	wh3_main_corruption_tzeentch	-2147483647	2147483647	
wh3_main_corruption_tzeentch_factor_adjacent_provinces	adjacent_provinces	wh3_main_corruption_tzeentch	-2147483647	2147483647	
wh3_main_corruption_tzeentch_factor_ataman	ataman	wh3_main_corruption_tzeentch	-2147483647	2147483647	
wh3_main_corruption_tzeentch_factor_buildings	buildings	wh3_main_corruption_tzeentch	-2147483647	2147483647	
wh3_main_corruption_tzeentch_factor_characters	characters	wh3_main_corruption_tzeentch	-2147483647	2147483647	
wh3_main_corruption_tzeentch_factor_commandment	commandments	wh3_main_corruption_tzeentch	-2147483647	2147483647	
wh3_main_corruption_tzeentch_factor_compass	cth_compass	wh3_main_corruption_tzeentch	-2147483647	2147483647	
wh3_main_corruption_tzeentch_factor_daemonic_progression	daemonic_glory	wh3_main_corruption_tzeentch	-2147483647	2147483647	
wh3_main_corruption_tzeentch_factor_diplomacy	diplomacy	wh3_main_corruption_tzeentch	-2147483647	2147483647	
wh3_main_corruption_tzeentch_factor_events	events	wh3_main_corruption_tzeentch	-2147483647	2147483647	
wh3_main_corruption_tzeentch_factor_faction	faction	wh3_main_corruption_tzeentch	-2147483647	2147483647	
wh3_main_corruption_tzeentch_factor_harmony	harmony	wh3_main_corruption_tzeentch	-2147483647	2147483647	
wh3_main_corruption_tzeentch_factor_hidden	wh2_dlc16_resource_factor_hidden	wh3_main_corruption_tzeentch	-2147483647	2147483647	
wh3_main_corruption_tzeentch_factor_horde_buildings	horde_buildings	wh3_main_corruption_tzeentch	-2147483647	2147483647	
wh3_main_corruption_tzeentch_factor_local_forces	local_forces	wh3_main_corruption_tzeentch	-2147483647	2147483647	
wh3_main_corruption_tzeentch_factor_local_populace	local_populace	wh3_main_corruption_tzeentch	-2147483647	2147483647	
wh3_main_corruption_tzeentch_factor_other_corruption	other_corruption	wh3_main_corruption_tzeentch	-2147483647	2147483647	
wh3_main_corruption_tzeentch_factor_possession	wh2_dlc14_resource_factor_sanity_deterioration	wh3_main_corruption_tzeentch	-2147483647	2147483647	
wh3_main_corruption_tzeentch_factor_power_of_nature	power_of_nature	wh3_main_corruption_tzeentch	-2147483647	2147483647	
wh3_main_corruption_tzeentch_factor_rifts	rifts	wh3_main_corruption_tzeentch	0	2147483647	
wh3_main_corruption_tzeentch_factor_ruins	ruins	wh3_main_corruption_tzeentch	-2147483647	2147483647	
wh3_main_corruption_tzeentch_factor_technology	technology	wh3_main_corruption_tzeentch	-2147483647	2147483647	
wh3_main_corruption_tzeentch_factor_unholy_manifestations	unholy_manifestations	wh3_main_corruption_tzeentch	-2147483647	2147483647	
wh3_main_corruption_vampiric_crackdown	crackdown_hidden	wh3_main_corruption_vampiric	-2147483647	2147483647	
wh3_main_corruption_vampiric_factor_adjacent_provinces	adjacent_provinces	wh3_main_corruption_vampiric	-2147483647	2147483647	
wh3_main_corruption_vampiric_factor_ataman	ataman	wh3_main_corruption_vampiric	-2147483647	2147483647	
wh3_main_corruption_vampiric_factor_bloodline_lords_awoken	bloodline_lords_awoken	wh3_main_corruption_vampiric	-2147483647	2147483647	
wh3_main_corruption_vampiric_factor_buildings	buildings	wh3_main_corruption_vampiric	-2147483647	2147483647	
wh3_main_corruption_vampiric_factor_characters	characters	wh3_main_corruption_vampiric	-2147483647	2147483647	
wh3_main_corruption_vampiric_factor_commandment	commandments	wh3_main_corruption_vampiric	-2147483647	2147483647	
wh3_main_corruption_vampiric_factor_compass	cth_compass	wh3_main_corruption_vampiric	-2147483647	2147483647	
wh3_main_corruption_vampiric_factor_events	events	wh3_main_corruption_vampiric	-2147483647	2147483647	
wh3_main_corruption_vampiric_factor_faction	faction	wh3_main_corruption_vampiric	-2147483647	2147483647	
wh3_main_corruption_vampiric_factor_harmony	harmony	wh3_main_corruption_vampiric	-2147483647	2147483647	
wh3_main_corruption_vampiric_factor_hidden	wh2_dlc16_resource_factor_hidden	wh3_main_corruption_vampiric	-2147483647	2147483647	
wh3_main_corruption_vampiric_factor_horde_buildings	horde_buildings	wh3_main_corruption_vampiric	-2147483647	2147483647	
wh3_main_corruption_vampiric_factor_local_forces	local_forces	wh3_main_corruption_vampiric	-2147483647	2147483647	
wh3_main_corruption_vampiric_factor_local_populace	local_populace	wh3_main_corruption_vampiric	-2147483647	2147483647	
wh3_main_corruption_vampiric_factor_other_corruption	other_corruption	wh3_main_corruption_vampiric	-2147483647	2147483647	
wh3_main_corruption_vampiric_factor_possession	wh2_dlc14_resource_factor_sanity_deterioration	wh3_main_corruption_vampiric	-2147483647	2147483647	
wh3_main_corruption_vampiric_factor_power_of_nature	power_of_nature	wh3_main_corruption_vampiric	-2147483647	2147483647	
wh3_main_corruption_vampiric_factor_ruins	ruins	wh3_main_corruption_vampiric	-2147483647	2147483647	
wh3_main_corruption_vampiric_factor_technology	technology	wh3_main_corruption_vampiric	-2147483647	2147483647	
wh3_main_dae_khorne_points_factor_buildings	buildings	wh3_main_dae_khorne_points	0	2147483647	
wh3_main_dae_khorne_points_factor_captives	captives	wh3_main_dae_khorne_points	0	2147483647	
wh3_main_dae_khorne_points_factor_commandments	commandments	wh3_main_dae_khorne_points	0	2147483647	
wh3_main_dae_khorne_points_factor_events	events	wh3_main_dae_khorne_points	0	2147483647	
wh3_main_dae_khorne_points_factor_passive_gain	wh2_dlc15_resource_factor_waaagh_per_turn	wh3_main_dae_khorne_points	0	2147483647	
wh3_main_dae_khorne_points_factor_settlements_captured	settlements_captured	wh3_main_dae_khorne_points	0	2147483647	
wh3_main_dae_nurgle_points_factor_buildings	buildings	wh3_main_dae_nurgle_points	0	2147483647	
wh3_main_dae_nurgle_points_factor_captives	captives	wh3_main_dae_nurgle_points	0	2147483647	
wh3_main_dae_nurgle_points_factor_commandments	commandments	wh3_main_dae_nurgle_points	0	2147483647	
wh3_main_dae_nurgle_points_factor_events	events	wh3_main_dae_nurgle_points	0	2147483647	
wh3_main_dae_nurgle_points_factor_passive_gain	wh2_dlc15_resource_factor_waaagh_per_turn	wh3_main_dae_nurgle_points	0	2147483647	
wh3_main_dae_nurgle_points_factor_settlements_captured	settlements_captured	wh3_main_dae_nurgle_points	0	2147483647	
wh3_main_dae_slaanesh_points_factor_buildings	buildings	wh3_main_dae_slaanesh_points	0	2147483647	
wh3_main_dae_slaanesh_points_factor_captives	captives	wh3_main_dae_slaanesh_points	0	2147483647	
wh3_main_dae_slaanesh_points_factor_commandments	commandments	wh3_main_dae_slaanesh_points	0	2147483647	
wh3_main_dae_slaanesh_points_factor_events	events	wh3_main_dae_slaanesh_points	0	2147483647	
wh3_main_dae_slaanesh_points_factor_passive_gain	wh2_dlc15_resource_factor_waaagh_per_turn	wh3_main_dae_slaanesh_points	0	2147483647	
wh3_main_dae_slaanesh_points_factor_settlements_captured	settlements_captured	wh3_main_dae_slaanesh_points	0	2147483647	
wh3_main_dae_tzeentch_points_factor_buildings	buildings	wh3_main_dae_tzeentch_points	0	2147483647	
wh3_main_dae_tzeentch_points_factor_captives	captives	wh3_main_dae_tzeentch_points	0	2147483647	
wh3_main_dae_tzeentch_points_factor_commandments	commandments	wh3_main_dae_tzeentch_points	0	2147483647	
wh3_main_dae_tzeentch_points_factor_events	events	wh3_main_dae_tzeentch_points	0	2147483647	
wh3_main_dae_tzeentch_points_factor_passive_gain	wh2_dlc15_resource_factor_waaagh_per_turn	wh3_main_dae_tzeentch_points	0	2147483647	
wh3_main_dae_tzeentch_points_factor_settlements_captured	settlements_captured	wh3_main_dae_tzeentch_points	0	2147483647	
wh3_main_dae_undivided_points_factor_captives	captives	wh3_main_dae_undivided_points	0	2147483647	
wh3_main_dae_undivided_points_factor_events	events	wh3_main_dae_undivided_points	0	2147483647	
wh3_main_dae_undivided_points_factor_passive_gain	wh2_dlc15_resource_factor_waaagh_per_turn	wh3_main_dae_undivided_points	0	2147483647	
wh3_main_dae_undivided_points_factor_settlements_captured	settlements_captured	wh3_main_dae_undivided_points	0	2147483647	
wh3_main_emp_volkmar_books_destroyed	wh3_main_emp_volkmar_books_destroyed	wh3_main_emp_volkmar_books_destroyed	0	2147483647	
wh3_main_enter_realm_cost	other	wh3_main_enter_realm_cost	-2147483647	2147483647	
wh3_main_ie_low_skaven_corruption	wh3_main_ie_low_skaven_corruption	skaven_food	0	2147483647	
wh3_main_initial_siege_supplies_factor_buildings	buildings	wh3_main_siege_supplies_initial	-2147483647	2147483647	
wh3_main_kho_skulls_factor_buildings	buildings	wh3_main_kho_skulls	0	2147483647	
wh3_main_kho_skulls_factor_collected_from_skull_piles	collected_from_skull_piles	wh3_main_kho_skulls	0	2147483647	
wh3_main_kho_skulls_factor_combat_trials	combat_trials	wh3_main_kho_skulls	0	2147483647	
wh3_main_kho_skulls_factor_events	events	wh3_main_kho_skulls	-2147483647	2147483647	
wh3_main_kho_skulls_factor_kills	kills	wh3_main_kho_skulls	0	2147483647	
wh3_main_kho_skulls_factor_razed_settlements	razed_settlements	wh3_main_kho_skulls	0	2147483647	
wh3_main_kho_skulls_factor_settlement	settlements_captured	wh3_main_kho_skulls	-2147483647	0	
wh3_main_kho_skulls_factor_technology	technology	wh3_main_kho_skulls	-2147483647	2147483647	
wh3_main_kho_skulls_factor_the_skull_throne	the_skull_throne	wh3_main_kho_skulls	-2147483647	0	
wh3_main_kho_skulls_factor_unholy_manifestations	unholy_manifestations	wh3_main_kho_skulls	0	2147483647	
wh3_main_khorne_realm_points	other	wh3_main_khorne_realm_points	-2147483647	2147483647	
wh3_main_ksl_devotion_factor_buildings	buildings	wh3_main_ksl_devotion	0	2147483647	
wh3_main_ksl_devotion_factor_characters	characters	wh3_main_ksl_devotion	0	2147483647	
wh3_main_ksl_devotion_factor_commandments	commandments	wh3_main_ksl_devotion	-2147483647	0	
wh3_main_ksl_devotion_factor_declared_war_on_kislev	declared_war_on_kislev	wh3_main_ksl_devotion	-2147483647	0	
wh3_main_ksl_devotion_factor_events	events	wh3_main_ksl_devotion	-2147483647	2147483647	
wh3_main_ksl_devotion_factor_fighting_chaos	fighting_chaos	wh3_main_ksl_devotion	0	2147483647	
wh3_main_ksl_devotion_factor_hero_actions	hero_actions	wh3_main_ksl_devotion	0	2147483647	
wh3_main_ksl_devotion_factor_technology	technology	wh3_main_ksl_devotion	-2147483647	2147483647	
wh3_main_ksl_devotion_factor_winter	invoking_the_motherland	wh3_main_ksl_devotion	-2147483647	0	
wh3_main_ksl_followers_factor_buildings	buildings	wh3_main_ksl_followers	0	2147483647	
wh3_main_ksl_followers_factor_events	events	wh3_main_ksl_followers	-2147483647	2147483647	
wh3_main_ksl_followers_factor_fighting_kislev	fighting_kislev	wh3_main_ksl_followers	-2147483647	0	
wh3_main_ksl_followers_factor_motherland	invoking_the_motherland	wh3_main_ksl_followers	0	2147483647	
wh3_main_nur_infections_events	events	wh3_main_nur_infections	0	2147483647	
wh3_main_nur_infections_factor_buildings	buildings	wh3_main_nur_infections	0	2147483647	
wh3_main_nur_infections_factor_incubated_captives	incubated_captives	wh3_main_nur_infections	0	2147483647	
wh3_main_nur_infections_factor_looting_sacking_and_razing_settlements	looting_sacking_and_razing_settlements	wh3_main_nur_infections	0	2147483647	
wh3_main_nur_infections_factor_plague_creation	plague_creation	wh3_main_nur_infections	-2147483647	0	
wh3_main_nur_infections_factor_plague_spread	plague_spread	wh3_main_nur_infections	0	2147483647	
wh3_main_ogr_meat_factor_army_upkeep	army_upkeep	wh3_main_ogr_meat	-2147483647	0	
wh3_main_ogr_meat_factor_battles	battles	wh3_main_ogr_meat	0	2147483647	
wh3_main_ogr_meat_factor_camp_buildings	camp_buildings	wh3_main_ogr_meat	0	2147483647	
wh3_main_ogr_meat_factor_camps	camps	wh3_main_ogr_meat	0	2147483647	
wh3_main_ogr_meat_factor_characters	characters	wh3_main_ogr_meat	0	2147483647	
wh3_main_ogr_meat_factor_consumed_pre_battle	pre_battle	wh3_main_ogr_meat	-2147483647	0	
wh3_main_ogr_meat_factor_events	events	wh3_main_ogr_meat	-2147483647	2147483647	
wh3_main_ogr_meat_factor_sent_to_the_great_maw	offered_to_the_great_maw	wh3_main_ogr_meat	-2147483647	0	
wh3_main_ogr_meat_factor_technology	technology	wh3_main_ogr_meat	0	2147483647	
wh3_main_realm_complete_khorne	other	wh3_main_realm_complete_khorne	-1	1	
wh3_main_realm_complete_nurgle	other	wh3_main_realm_complete_nurgle	-1	1	
wh3_main_realm_complete_slaanesh	other	wh3_main_realm_complete_slaanesh	-1	1	
wh3_main_realm_complete_tzeentch	other	wh3_main_realm_complete_tzeentch	-1	1	
wh3_main_ritual_belakor_gg_1_uses	other	wh3_main_ritual_belakor_gg_1_uses	0	2147483647	
wh3_main_ritual_belakor_gg_2_uses	other	wh3_main_ritual_belakor_gg_2_uses	0	2147483647	
wh3_main_ritual_belakor_gg_3_uses	other	wh3_main_ritual_belakor_gg_3_uses	0	2147483647	
wh3_main_ritual_belakor_gg_4_uses	other	wh3_main_ritual_belakor_gg_4_uses	0	2147483647	
wh3_main_siege_supplies_factor_buildings	buildings	wh3_main_siege_supplies	-2147483647	2147483647	
wh3_main_sla_devotees_factor_buildings	buildings	wh3_main_sla_devotees	0	2147483647	
wh3_main_sla_devotees_factor_captives	captives	wh3_main_sla_devotees	0	2147483647	
wh3_main_sla_devotees_factor_cults	cults	wh3_main_sla_devotees	-2147483647	2147483647	
wh3_main_sla_devotees_factor_disciple_armies	disciple_armies	wh3_main_sla_devotees	-2147483647	0	
wh3_main_sla_devotees_factor_events	events	wh3_main_sla_devotees	-2147483647	2147483647	
wh3_main_sla_devotees_factor_factions_vassalised	factions_vassalised	wh3_main_sla_devotees	-2147483647	2147483647	
wh3_main_sla_devotees_factor_gift_of_slaanesh	gift_of_slaanesh	wh3_main_sla_devotees	0	2147483647	
wh3_main_sla_devotees_factor_pleasure_activities	pleasure_activities	wh3_main_sla_devotees	-2147483647	2147483647	
wh3_main_sla_devotees_factor_raiding	raiding	wh3_main_sla_devotees	0	2147483647	
wh3_main_sla_devotees_factor_settlements_looted	settlements_looted	wh3_main_sla_devotees	0	2147483647	
wh3_main_sla_devotees_factor_settlements_sacked	settlements_sacked	wh3_main_sla_devotees	0	2147483647	
wh3_main_sla_devotees_factor_unholy_manifestations	unholy_manifestations	wh3_main_sla_devotees	0	2147483647	
wh3_main_sla_seductive_influence_battles_against_slaanesh	battles_against_slaanesh	wh3_main_sla_seductive_influence	0	50	
wh3_main_sla_seductive_influence_cults	cults	wh3_main_sla_seductive_influence	0	2147483647	
wh3_main_sla_seductive_influence_diplomacy_with_slaanesh	diplomacy_with_slaanesh	wh3_main_sla_seductive_influence	0	50	
wh3_main_sla_seductive_influence_gift_of_slaanesh	gift_of_slaanesh	wh3_main_sla_seductive_influence	0	2147483647	
wh3_main_sla_seductive_influence_other	other	wh3_main_sla_seductive_influence	-2147483647	2147483647	
wh3_main_sla_seductive_influence_resistance_culture	resistance_to_seduction_cultural	wh3_main_sla_seductive_influence	-2147483647	0	
wh3_main_sla_seductive_influence_resistance_regions	resistance_to_seduction_regions	wh3_main_sla_seductive_influence	-2147483647	0	
wh3_main_sla_seductive_influence_slaanesh_corruption	high_slaanesh_corruption	wh3_main_sla_seductive_influence	0	2147483647	
wh3_main_tze_grimoires_factor_battles	battles	wh3_main_tze_grimoires	0	2147483647	
wh3_main_tze_grimoires_factor_buildings	buildings	wh3_main_tze_grimoires	-2147483647	2147483647	
wh3_main_tze_grimoires_factor_changing_of_the_ways	changing_of_the_ways	wh3_main_tze_grimoires	-2147483647	0	
wh3_main_tze_grimoires_factor_characters	characters	wh3_main_tze_grimoires	0	2147483647	
wh3_main_tze_grimoires_factor_events	events	wh3_main_tze_grimoires	-2147483647	2147483647	
wh3_main_tze_grimoires_factor_looting_sacking_and_razing_settlements	looting_sacking_and_razing_settlements	wh3_main_tze_grimoires	0	2147483647	
wh3_main_tze_grimoires_factor_technology	technology	wh3_main_tze_grimoires	-2147483647	2147483647	
wh3_main_tze_grimoires_factor_unholy_manifestations	unholy_manifestations	wh3_main_tze_grimoires	0	2147483647	wh3_main_tze_oracles_of_tzeentch
wh3_main_tze_winds_of_magic_manipulation_factor_manipulating_the_winds_of_magic	manipulating_the_winds_of_magic	wh3_main_tze_winds_of_magic_manipulation	-2147483647	2147483647	
wh3_main_winds_of_magic_factor_army_movement	teleport_stance	wh3_main_winds_of_magic	-2147483647	2147483647	
wh3_main_winds_of_magic_factor_captives	captives	wh3_main_winds_of_magic	-2147483647	2147483647	
wh3_main_winds_of_magic_factor_channelling_stance	channelling_stance	wh3_main_winds_of_magic	-2147483647	2147483647	
wh3_main_winds_of_magic_factor_characters	characters	wh3_main_winds_of_magic	-2147483647	2147483647	
wh3_main_winds_of_magic_factor_daemonic_progression	daemonic_glory	wh3_main_winds_of_magic	-2147483647	2147483647	
