battle_name	battle_duration	battle_environment	battle_script	battle_type	is_player_attacker	bmd_layer_type	use_large_armies	battlefield_folder	teleport_cost	catchment_area	campaign_pre_battle_intro_movie	intro_movie	outro_movie_lose	outro_movie_win	screenshot_path	battle_environment_audio	culture	can_retreat	can_retreat_multiplayer	can_autoresolve_in_campaign	difficulty	campaign_loot_multiplier
wh3_main_survival_khorne_wh3_main_kho_skarbrand_easy	-1	weather/battle/wh_brass_citadel_01.environment_group	script/battle\survival_battles\kho\battle_script_campaign_easy.lua	survival	false		true	wh3_survival_khorne_01	-1						ui/frontend ui/battle_map_images/the_brass_citadel.png	khorne	wh3_main_kho_khorne	true	true	true	EASY	0.2000
wh3_main_survival_khorne_wh3_main_kho_skarbrand_hard	-1	weather/battle/wh_brass_citadel_01.environment_group	script/battle\survival_battles\kho\battle_script_campaign_hard.lua	survival	false		true	wh3_survival_khorne_01	-1						ui/frontend ui/battle_map_images/the_brass_citadel.png	khorne	wh3_main_kho_khorne	true	true	true	HARD	0.2000
wh3_main_survival_khorne_wh3_main_ksl_boris	-1	weather/battle/wh_brass_citadel_01.environment_group	script/battle\survival_battles\kho\battle_script_campaign.lua	survival	false		true	wh3_survival_khorne_01	-1						ui/frontend ui/battle_map_images/the_brass_citadel.png	khorne	wh3_main_kho_khorne	true	true	true	NORMAL	0.2000
wh3_main_survival_khorne_wh3_main_ksl_boris_easy	-1	weather/battle/wh_brass_citadel_01.environment_group	script/battle\survival_battles\kho\battle_script_campaign_easy.lua	survival	false		true	wh3_survival_khorne_01	-1						ui/frontend ui/battle_map_images/the_brass_citadel.png	khorne	wh3_main_kho_khorne	true	true	true	EASY	0.2000
wh3_main_survival_khorne_wh3_main_ksl_boris_hard	-1	weather/battle/wh_brass_citadel_01.environment_group	script/battle\survival_battles\kho\battle_script_campaign_hard.lua	survival	false		true	wh3_survival_khorne_01	-1						ui/frontend ui/battle_map_images/the_brass_citadel.png	khorne	wh3_main_kho_khorne	true	true	true	HARD	0.2000
wh3_main_survival_khorne_wh3_main_ksl_katarin	-1	weather/battle/wh_brass_citadel_01.environment_group	script/battle\survival_battles\kho\battle_script_campaign.lua	survival	false		true	wh3_survival_khorne_01	-1						ui/frontend ui/battle_map_images/the_brass_citadel.png	khorne	wh3_main_kho_khorne	true	true	true	NORMAL	0.2000
wh3_main_survival_khorne_wh3_main_ksl_katarin_easy	-1	weather/battle/wh_brass_citadel_01.environment_group	script/battle\survival_battles\kho\battle_script_campaign_easy.lua	survival	false		true	wh3_survival_khorne_01	-1						ui/frontend ui/battle_map_images/the_brass_citadel.png	khorne	wh3_main_kho_khorne	true	true	true	EASY	0.2000
wh3_main_survival_khorne_wh3_main_ksl_katarin_hard	-1	weather/battle/wh_brass_citadel_01.environment_group	script/battle\survival_battles\kho\battle_script_campaign_hard.lua	survival	false		true	wh3_survival_khorne_01	-1						ui/frontend ui/battle_map_images/the_brass_citadel.png	khorne	wh3_main_kho_khorne	true	true	true	HARD	0.2000
wh3_main_survival_khorne_wh3_main_ksl_kostaltyn	-1	weather/battle/wh_brass_citadel_01.environment_group	script/battle\survival_battles\kho\battle_script_campaign.lua	survival	false		true	wh3_survival_khorne_01	-1						ui/frontend ui/battle_map_images/the_brass_citadel.png	khorne	wh3_main_kho_khorne	true	true	true	NORMAL	0.2000
wh3_main_survival_khorne_wh3_main_ksl_kostaltyn_easy	-1	weather/battle/wh_brass_citadel_01.environment_group	script/battle\survival_battles\kho\battle_script_campaign_easy.lua	survival	false		true	wh3_survival_khorne_01	-1						ui/frontend ui/battle_map_images/the_brass_citadel.png	khorne	wh3_main_kho_khorne	true	true	true	EASY	0.2000
wh3_main_survival_khorne_wh3_main_ksl_kostaltyn_hard	-1	weather/battle/wh_brass_citadel_01.environment_group	script/battle\survival_battles\kho\battle_script_campaign_hard.lua	survival	false		true	wh3_survival_khorne_01	-1						ui/frontend ui/battle_map_images/the_brass_citadel.png	khorne	wh3_main_kho_khorne	true	true	true	HARD	0.2000
wh3_main_survival_khorne_wh3_main_nur_kugath	-1	weather/battle/wh_brass_citadel_01.environment_group	script/battle\survival_battles\kho\battle_script_campaign.lua	survival	false		true	wh3_survival_khorne_01	-1						ui/frontend ui/battle_map_images/the_brass_citadel.png	khorne	wh3_main_kho_khorne	true	true	true	NORMAL	0.2000
wh3_main_survival_khorne_wh3_main_nur_kugath_easy	-1	weather/battle/wh_brass_citadel_01.environment_group	script/battle\survival_battles\kho\battle_script_campaign_easy.lua	survival	false		true	wh3_survival_khorne_01	-1						ui/frontend ui/battle_map_images/the_brass_citadel.png	khorne	wh3_main_kho_khorne	true	true	true	EASY	0.2000
wh3_main_survival_khorne_wh3_main_nur_kugath_hard	-1	weather/battle/wh_brass_citadel_01.environment_group	script/battle\survival_battles\kho\battle_script_campaign_hard.lua	survival	false		true	wh3_survival_khorne_01	-1						ui/frontend ui/battle_map_images/the_brass_citadel.png	khorne	wh3_main_kho_khorne	true	true	true	HARD	0.2000
wh3_main_survival_khorne_wh3_main_ogr_greasus_goldtooth	-1	weather/battle/wh_brass_citadel_01.environment_group	script/battle\survival_battles\kho\battle_script_campaign.lua	survival	false		true	wh3_survival_khorne_01	-1						ui/frontend ui/battle_map_images/the_brass_citadel.png	khorne	wh3_main_kho_khorne	true	true	true	NORMAL	0.2000
wh3_main_survival_khorne_wh3_main_ogr_greasus_goldtooth_easy	-1	weather/battle/wh_brass_citadel_01.environment_group	script/battle\survival_battles\kho\battle_script_campaign_easy.lua	survival	false		true	wh3_survival_khorne_01	-1						ui/frontend ui/battle_map_images/the_brass_citadel.png	khorne	wh3_main_kho_khorne	true	true	true	EASY	0.2000
wh3_main_survival_khorne_wh3_main_ogr_greasus_goldtooth_hard	-1	weather/battle/wh_brass_citadel_01.environment_group	script/battle\survival_battles\kho\battle_script_campaign_hard.lua	survival	false		true	wh3_survival_khorne_01	-1						ui/frontend ui/battle_map_images/the_brass_citadel.png	khorne	wh3_main_kho_khorne	true	true	true	HARD	0.2000
wh3_main_survival_khorne_wh3_main_ogr_skrag_the_slaughterer	-1	weather/battle/wh_brass_citadel_01.environment_group	script/battle\survival_battles\kho\battle_script_campaign.lua	survival	false		true	wh3_survival_khorne_01	-1						ui/frontend ui/battle_map_images/the_brass_citadel.png	khorne	wh3_main_kho_khorne	true	true	true	NORMAL	0.2000
wh3_main_survival_khorne_wh3_main_ogr_skrag_the_slaughterer_easy	-1	weather/battle/wh_brass_citadel_01.environment_group	script/battle\survival_battles\kho\battle_script_campaign_easy.lua	survival	false		true	wh3_survival_khorne_01	-1						ui/frontend ui/battle_map_images/the_brass_citadel.png	khorne	wh3_main_kho_khorne	true	true	true	EASY	0.2000
wh3_main_survival_khorne_wh3_main_ogr_skrag_the_slaughterer_hard	-1	weather/battle/wh_brass_citadel_01.environment_group	script/battle\survival_battles\kho\battle_script_campaign_hard.lua	survival	false		true	wh3_survival_khorne_01	-1						ui/frontend ui/battle_map_images/the_brass_citadel.png	khorne	wh3_main_kho_khorne	true	true	true	HARD	0.2000
wh3_main_survival_khorne_wh3_main_sla_nkari	-1	weather/battle/wh_brass_citadel_01.environment_group	script/battle\survival_battles\kho\battle_script_campaign.lua	survival	false		true	wh3_survival_khorne_01	-1						ui/frontend ui/battle_map_images/the_brass_citadel.png	khorne	wh3_main_kho_khorne	true	true	true	NORMAL	0.2000
wh3_main_survival_khorne_wh3_main_sla_nkari_easy	-1	weather/battle/wh_brass_citadel_01.environment_group	script/battle\survival_battles\kho\battle_script_campaign_easy.lua	survival	false		true	wh3_survival_khorne_01	-1						ui/frontend ui/battle_map_images/the_brass_citadel.png	khorne	wh3_main_kho_khorne	true	true	true	EASY	0.2000
wh3_main_survival_khorne_wh3_main_sla_nkari_hard	-1	weather/battle/wh_brass_citadel_01.environment_group	script/battle\survival_battles\kho\battle_script_campaign_hard.lua	survival	false		true	wh3_survival_khorne_01	-1						ui/frontend ui/battle_map_images/the_brass_citadel.png	khorne	wh3_main_kho_khorne	true	true	true	HARD	0.2000
wh3_main_survival_khorne_wh3_main_tze_kairos	-1	weather/battle/wh_brass_citadel_01.environment_group	script/battle\survival_battles\kho\battle_script_campaign.lua	survival	false		true	wh3_survival_khorne_01	-1						ui/frontend ui/battle_map_images/the_brass_citadel.png	khorne	wh3_main_kho_khorne	true	true	true	NORMAL	0.2000
wh3_main_survival_khorne_wh3_main_tze_kairos_easy	-1	weather/battle/wh_brass_citadel_01.environment_group	script/battle\survival_battles\kho\battle_script_campaign_easy.lua	survival	false		true	wh3_survival_khorne_01	-1						ui/frontend ui/battle_map_images/the_brass_citadel.png	khorne	wh3_main_kho_khorne	true	true	true	EASY	0.2000
wh3_main_survival_khorne_wh3_main_tze_kairos_hard	-1	weather/battle/wh_brass_citadel_01.environment_group	script/battle\survival_battles\kho\battle_script_campaign_hard.lua	survival	false		true	wh3_survival_khorne_01	-1						ui/frontend ui/battle_map_images/the_brass_citadel.png	khorne	wh3_main_kho_khorne	true	true	true	HARD	0.2000
wh3_main_survival_nurgle_wh3_main_cth_miao_ying	-1	weather/battle/wh_nurgle_realm_01.environment_group	script/battle\survival_battles\nur\battle_script_campaign.lua	survival	false		true	wh3_survival_nurgle_01	-1						ui/frontend ui/battle_map_images/the_mansion_of_the_plague_lord.png		wh3_main_nur_nurgle	true	true	true	NORMAL	0.2000
wh3_main_survival_nurgle_wh3_main_cth_miao_ying_easy	-1	weather/battle/wh_nurgle_realm_01.environment_group	script/battle\survival_battles\nur\battle_script_campaign_easy.lua	survival	false		true	wh3_survival_nurgle_01	-1						ui/frontend ui/battle_map_images/the_mansion_of_the_plague_lord.png		wh3_main_nur_nurgle	true	true	true	EASY	0.2000
wh3_main_survival_nurgle_wh3_main_cth_miao_ying_hard	-1	weather/battle/wh_nurgle_realm_01.environment_group	script/battle\survival_battles\nur\battle_script_campaign_hard.lua	survival	false		true	wh3_survival_nurgle_01	-1						ui/frontend ui/battle_map_images/the_mansion_of_the_plague_lord.png		wh3_main_nur_nurgle	true	true	true	HARD	0.2000
wh3_main_survival_nurgle_wh3_main_cth_zhao_ming	-1	weather/battle/wh_nurgle_realm_01.environment_group	script/battle\survival_battles\nur\battle_script_campaign.lua	survival	false		true	wh3_survival_nurgle_01	-1						ui/frontend ui/battle_map_images/the_mansion_of_the_plague_lord.png		wh3_main_nur_nurgle	true	true	true	NORMAL	0.2000
wh3_main_survival_nurgle_wh3_main_cth_zhao_ming_easy	-1	weather/battle/wh_nurgle_realm_01.environment_group	script/battle\survival_battles\nur\battle_script_campaign_easy.lua	survival	false		true	wh3_survival_nurgle_01	-1						ui/frontend ui/battle_map_images/the_mansion_of_the_plague_lord.png		wh3_main_nur_nurgle	true	true	true	EASY	0.2000
wh3_main_survival_nurgle_wh3_main_cth_zhao_ming_hard	-1	weather/battle/wh_nurgle_realm_01.environment_group	script/battle\survival_battles\nur\battle_script_campaign_hard.lua	survival	false		true	wh3_survival_nurgle_01	-1						ui/frontend ui/battle_map_images/the_mansion_of_the_plague_lord.png		wh3_main_nur_nurgle	true	true	true	HARD	0.2000
wh3_main_survival_nurgle_wh3_main_dae_daemon_prince	-1	weather/battle/wh_nurgle_realm_01.environment_group	script/battle\survival_battles\nur\battle_script_campaign.lua	survival	false		true	wh3_survival_nurgle_01	-1						ui/frontend ui/battle_map_images/the_mansion_of_the_plague_lord.png		wh3_main_nur_nurgle	true	true	true	NORMAL	0.2000
wh3_main_survival_nurgle_wh3_main_dae_daemon_prince_easy	-1	weather/battle/wh_nurgle_realm_01.environment_group	script/battle\survival_battles\nur\battle_script_campaign_easy.lua	survival	false		true	wh3_survival_nurgle_01	-1						ui/frontend ui/battle_map_images/the_mansion_of_the_plague_lord.png		wh3_main_nur_nurgle	true	true	true	EASY	0.2000
wh3_main_survival_nurgle_wh3_main_dae_daemon_prince_hard	-1	weather/battle/wh_nurgle_realm_01.environment_group	script/battle\survival_battles\nur\battle_script_campaign_hard.lua	survival	false		true	wh3_survival_nurgle_01	-1						ui/frontend ui/battle_map_images/the_mansion_of_the_plague_lord.png		wh3_main_nur_nurgle	true	true	true	HARD	0.2000
wh3_main_survival_nurgle_wh3_main_kho_skarbrand	-1	weather/battle/wh_nurgle_realm_01.environment_group	script/battle\survival_battles\nur\battle_script_campaign.lua	survival	false		true	wh3_survival_nurgle_01	-1						ui/frontend ui/battle_map_images/the_mansion_of_the_plague_lord.png		wh3_main_nur_nurgle	true	true	true	NORMAL	0.2000
wh3_main_survival_nurgle_wh3_main_kho_skarbrand_easy	-1	weather/battle/wh_nurgle_realm_01.environment_group	script/battle\survival_battles\nur\battle_script_campaign_easy.lua	survival	false		true	wh3_survival_nurgle_01	-1						ui/frontend ui/battle_map_images/the_mansion_of_the_plague_lord.png		wh3_main_nur_nurgle	true	true	true	EASY	0.2000
wh3_main_survival_nurgle_wh3_main_kho_skarbrand_hard	-1	weather/battle/wh_nurgle_realm_01.environment_group	script/battle\survival_battles\nur\battle_script_campaign_hard.lua	survival	false		true	wh3_survival_nurgle_01	-1						ui/frontend ui/battle_map_images/the_mansion_of_the_plague_lord.png		wh3_main_nur_nurgle	true	true	true	HARD	0.2000
wh3_main_survival_nurgle_wh3_main_ksl_boris	-1	weather/battle/wh_nurgle_realm_01.environment_group	script/battle\survival_battles\nur\battle_script_campaign.lua	survival	false		true	wh3_survival_nurgle_01	-1						ui/frontend ui/battle_map_images/the_mansion_of_the_plague_lord.png		wh3_main_nur_nurgle	true	true	true	NORMAL	0.2000
wh3_main_survival_nurgle_wh3_main_ksl_boris_easy	-1	weather/battle/wh_nurgle_realm_01.environment_group	script/battle\survival_battles\nur\battle_script_campaign_easy.lua	survival	false		true	wh3_survival_nurgle_01	-1						ui/frontend ui/battle_map_images/the_mansion_of_the_plague_lord.png		wh3_main_nur_nurgle	true	true	true	EASY	0.2000
wh3_main_survival_nurgle_wh3_main_ksl_boris_hard	-1	weather/battle/wh_nurgle_realm_01.environment_group	script/battle\survival_battles\nur\battle_script_campaign_hard.lua	survival	false		true	wh3_survival_nurgle_01	-1						ui/frontend ui/battle_map_images/the_mansion_of_the_plague_lord.png		wh3_main_nur_nurgle	true	true	true	HARD	0.2000
wh3_main_survival_nurgle_wh3_main_ksl_katarin	-1	weather/battle/wh_nurgle_realm_01.environment_group	script/battle\survival_battles\nur\battle_script_campaign.lua	survival	false		true	wh3_survival_nurgle_01	-1						ui/frontend ui/battle_map_images/the_mansion_of_the_plague_lord.png		wh3_main_nur_nurgle	true	true	true	NORMAL	0.2000
wh3_main_survival_nurgle_wh3_main_ksl_katarin_easy	-1	weather/battle/wh_nurgle_realm_01.environment_group	script/battle\survival_battles\nur\battle_script_campaign_easy.lua	survival	false		true	wh3_survival_nurgle_01	-1						ui/frontend ui/battle_map_images/the_mansion_of_the_plague_lord.png		wh3_main_nur_nurgle	true	true	true	EASY	0.2000
wh3_main_survival_nurgle_wh3_main_ksl_katarin_hard	-1	weather/battle/wh_nurgle_realm_01.environment_group	script/battle\survival_battles\nur\battle_script_campaign_hard.lua	survival	false		true	wh3_survival_nurgle_01	-1						ui/frontend ui/battle_map_images/the_mansion_of_the_plague_lord.png		wh3_main_nur_nurgle	true	true	true	HARD	0.2000
wh3_main_survival_nurgle_wh3_main_ksl_kostaltyn	-1	weather/battle/wh_nurgle_realm_01.environment_group	script/battle\survival_battles\nur\battle_script_campaign.lua	survival	false		true	wh3_survival_nurgle_01	-1						ui/frontend ui/battle_map_images/the_mansion_of_the_plague_lord.png		wh3_main_nur_nurgle	true	true	true	NORMAL	0.2000
wh3_main_survival_nurgle_wh3_main_ksl_kostaltyn_easy	-1	weather/battle/wh_nurgle_realm_01.environment_group	script/battle\survival_battles\nur\battle_script_campaign_easy.lua	survival	false		true	wh3_survival_nurgle_01	-1						ui/frontend ui/battle_map_images/the_mansion_of_the_plague_lord.png		wh3_main_nur_nurgle	true	true	true	EASY	0.2000
wh3_main_survival_nurgle_wh3_main_ksl_kostaltyn_hard	-1	weather/battle/wh_nurgle_realm_01.environment_group	script/battle\survival_battles\nur\battle_script_campaign_hard.lua	survival	false		true	wh3_survival_nurgle_01	-1						ui/frontend ui/battle_map_images/the_mansion_of_the_plague_lord.png		wh3_main_nur_nurgle	true	true	true	HARD	0.2000
wh3_main_survival_nurgle_wh3_main_nur_kugath	-1	weather/battle/wh_nurgle_realm_01.environment_group	script/battle\survival_battles\nur\battle_script_campaign.lua	survival	false		true	wh3_survival_nurgle_01	-1						ui/frontend ui/battle_map_images/the_mansion_of_the_plague_lord.png		wh3_main_nur_nurgle	true	true	true	NORMAL	0.2000
wh3_main_survival_nurgle_wh3_main_nur_kugath_easy	-1	weather/battle/wh_nurgle_realm_01.environment_group	script/battle\survival_battles\nur\battle_script_campaign_easy.lua	survival	false		true	wh3_survival_nurgle_01	-1						ui/frontend ui/battle_map_images/the_mansion_of_the_plague_lord.png		wh3_main_nur_nurgle	true	true	true	EASY	0.2000
wh3_main_survival_nurgle_wh3_main_nur_kugath_hard	-1	weather/battle/wh_nurgle_realm_01.environment_group	script/battle\survival_battles\nur\battle_script_campaign_hard.lua	survival	false		true	wh3_survival_nurgle_01	-1						ui/frontend ui/battle_map_images/the_mansion_of_the_plague_lord.png		wh3_main_nur_nurgle	true	true	true	HARD	0.2000
wh3_main_survival_nurgle_wh3_main_ogr_greasus_goldtooth	-1	weather/battle/wh_nurgle_realm_01.environment_group	script/battle\survival_battles\nur\battle_script_campaign.lua	survival	false		true	wh3_survival_nurgle_01	-1						ui/frontend ui/battle_map_images/the_mansion_of_the_plague_lord.png		wh3_main_nur_nurgle	true	true	true	NORMAL	0.2000
wh3_main_survival_nurgle_wh3_main_ogr_greasus_goldtooth_easy	-1	weather/battle/wh_nurgle_realm_01.environment_group	script/battle\survival_battles\nur\battle_script_campaign_easy.lua	survival	false		true	wh3_survival_nurgle_01	-1						ui/frontend ui/battle_map_images/the_mansion_of_the_plague_lord.png		wh3_main_nur_nurgle	true	true	true	EASY	0.2000
wh3_main_survival_nurgle_wh3_main_ogr_greasus_goldtooth_hard	-1	weather/battle/wh_nurgle_realm_01.environment_group	script/battle\survival_battles\nur\battle_script_campaign_hard.lua	survival	false		true	wh3_survival_nurgle_01	-1						ui/frontend ui/battle_map_images/the_mansion_of_the_plague_lord.png		wh3_main_nur_nurgle	true	true	true	HARD	0.2000
wh3_main_survival_nurgle_wh3_main_ogr_skrag_the_slaughterer	-1	weather/battle/wh_nurgle_realm_01.environment_group	script/battle\survival_battles\nur\battle_script_campaign.lua	survival	false		true	wh3_survival_nurgle_01	-1						ui/frontend ui/battle_map_images/the_mansion_of_the_plague_lord.png		wh3_main_nur_nurgle	true	true	true	NORMAL	0.2000
wh3_main_survival_nurgle_wh3_main_ogr_skrag_the_slaughterer_easy	-1	weather/battle/wh_nurgle_realm_01.environment_group	script/battle\survival_battles\nur\battle_script_campaign_easy.lua	survival	false		true	wh3_survival_nurgle_01	-1						ui/frontend ui/battle_map_images/the_mansion_of_the_plague_lord.png		wh3_main_nur_nurgle	true	true	true	EASY	0.2000
wh3_main_survival_nurgle_wh3_main_ogr_skrag_the_slaughterer_hard	-1	weather/battle/wh_nurgle_realm_01.environment_group	script/battle\survival_battles\nur\battle_script_campaign_hard.lua	survival	false		true	wh3_survival_nurgle_01	-1						ui/frontend ui/battle_map_images/the_mansion_of_the_plague_lord.png		wh3_main_nur_nurgle	true	true	true	HARD	0.2000
wh3_main_survival_nurgle_wh3_main_sla_nkari	-1	weather/battle/wh_nurgle_realm_01.environment_group	script/battle\survival_battles\nur\battle_script_campaign.lua	survival	false		true	wh3_survival_nurgle_01	-1						ui/frontend ui/battle_map_images/the_mansion_of_the_plague_lord.png		wh3_main_nur_nurgle	true	true	true	NORMAL	0.2000
wh3_main_survival_nurgle_wh3_main_sla_nkari_easy	-1	weather/battle/wh_nurgle_realm_01.environment_group	script/battle\survival_battles\nur\battle_script_campaign_easy.lua	survival	false		true	wh3_survival_nurgle_01	-1						ui/frontend ui/battle_map_images/the_mansion_of_the_plague_lord.png		wh3_main_nur_nurgle	true	true	true	EASY	0.2000
wh3_main_survival_nurgle_wh3_main_sla_nkari_hard	-1	weather/battle/wh_nurgle_realm_01.environment_group	script/battle\survival_battles\nur\battle_script_campaign_hard.lua	survival	false		true	wh3_survival_nurgle_01	-1						ui/frontend ui/battle_map_images/the_mansion_of_the_plague_lord.png		wh3_main_nur_nurgle	true	true	true	HARD	0.2000
wh3_main_survival_nurgle_wh3_main_tze_kairos	-1	weather/battle/wh_nurgle_realm_01.environment_group	script/battle\survival_battles\nur\battle_script_campaign.lua	survival	false		true	wh3_survival_nurgle_01	-1						ui/frontend ui/battle_map_images/the_mansion_of_the_plague_lord.png		wh3_main_nur_nurgle	true	true	true	NORMAL	0.2000
wh3_main_survival_nurgle_wh3_main_tze_kairos_easy	-1	weather/battle/wh_nurgle_realm_01.environment_group	script/battle\survival_battles\nur\battle_script_campaign_easy.lua	survival	false		true	wh3_survival_nurgle_01	-1						ui/frontend ui/battle_map_images/the_mansion_of_the_plague_lord.png		wh3_main_nur_nurgle	true	true	true	EASY	0.2000
wh3_main_survival_nurgle_wh3_main_tze_kairos_hard	-1	weather/battle/wh_nurgle_realm_01.environment_group	script/battle\survival_battles\nur\battle_script_campaign_hard.lua	survival	false		true	wh3_survival_nurgle_01	-1						ui/frontend ui/battle_map_images/the_mansion_of_the_plague_lord.png		wh3_main_nur_nurgle	true	true	true	HARD	0.2000
wh3_main_survival_slaanesh_wh3_main_cth_miao_ying	-1	weather/battle/wh_slaa_survival_01.environment_group	script/battle\survival_battles\sla\battle_script_campaign.lua	survival	false		true	wh3_main_macro_sla_realm_01/	-1	quest_battle_1					ui/frontend ui/battle_map_images/the_palace_of_slaanesh.png		wh3_main_sla_slaanesh	true	true	true	NORMAL	0.2000
wh3_main_survival_slaanesh_wh3_main_cth_miao_ying_easy	-1	weather/battle/wh_slaa_survival_01.environment_group	script/battle\survival_battles\sla\battle_script_campaign_easy.lua	survival	false		true	wh3_main_macro_sla_realm_01/	-1	quest_battle_1					ui/frontend ui/battle_map_images/the_palace_of_slaanesh.png		wh3_main_sla_slaanesh	true	true	true	EASY	0.2000
wh3_main_survival_slaanesh_wh3_main_cth_miao_ying_hard	-1	weather/battle/wh_slaa_survival_01.environment_group	script/battle\survival_battles\sla\battle_script_campaign_hard.lua	survival	false		true	wh3_main_macro_sla_realm_01/	-1	quest_battle_1					ui/frontend ui/battle_map_images/the_palace_of_slaanesh.png		wh3_main_sla_slaanesh	true	true	true	HARD	0.2000
wh3_main_survival_slaanesh_wh3_main_cth_zhao_ming	-1	weather/battle/wh_slaa_survival_01.environment_group	script/battle\survival_battles\sla\battle_script_campaign.lua	survival	false		true	wh3_main_macro_sla_realm_01/	-1	quest_battle_1					ui/frontend ui/battle_map_images/the_palace_of_slaanesh.png		wh3_main_sla_slaanesh	true	true	true	NORMAL	0.2000
wh3_main_survival_slaanesh_wh3_main_cth_zhao_ming_easy	-1	weather/battle/wh_slaa_survival_01.environment_group	script/battle\survival_battles\sla\battle_script_campaign_easy.lua	survival	false		true	wh3_main_macro_sla_realm_01/	-1	quest_battle_1					ui/frontend ui/battle_map_images/the_palace_of_slaanesh.png		wh3_main_sla_slaanesh	true	true	true	EASY	0.2000
wh3_main_survival_slaanesh_wh3_main_cth_zhao_ming_hard	-1	weather/battle/wh_slaa_survival_01.environment_group	script/battle\survival_battles\sla\battle_script_campaign_hard.lua	survival	false		true	wh3_main_macro_sla_realm_01/	-1	quest_battle_1					ui/frontend ui/battle_map_images/the_palace_of_slaanesh.png		wh3_main_sla_slaanesh	true	true	true	HARD	0.2000
wh3_main_survival_slaanesh_wh3_main_dae_daemon_prince	-1	weather/battle/wh_slaa_survival_01.environment_group	script/battle\survival_battles\sla\battle_script_campaign.lua	survival	false		true	wh3_main_macro_sla_realm_01/	-1	quest_battle_1					ui/frontend ui/battle_map_images/the_palace_of_slaanesh.png		wh3_main_sla_slaanesh	true	true	true	NORMAL	0.2000
wh3_main_survival_slaanesh_wh3_main_dae_daemon_prince_easy	-1	weather/battle/wh_slaa_survival_01.environment_group	script/battle\survival_battles\sla\battle_script_campaign_easy.lua	survival	false		true	wh3_main_macro_sla_realm_01/	-1	quest_battle_1					ui/frontend ui/battle_map_images/the_palace_of_slaanesh.png		wh3_main_sla_slaanesh	true	true	true	EASY	0.2000
wh3_main_survival_slaanesh_wh3_main_dae_daemon_prince_hard	-1	weather/battle/wh_slaa_survival_01.environment_group	script/battle\survival_battles\sla\battle_script_campaign_hard.lua	survival	false		true	wh3_main_macro_sla_realm_01/	-1	quest_battle_1					ui/frontend ui/battle_map_images/the_palace_of_slaanesh.png		wh3_main_sla_slaanesh	true	true	true	HARD	0.2000
wh3_main_survival_slaanesh_wh3_main_kho_skarbrand	-1	weather/battle/wh_slaa_survival_01.environment_group	script/battle\survival_battles\sla\battle_script_campaign.lua	survival	false		true	wh3_main_macro_sla_realm_01/	-1	quest_battle_1					ui/frontend ui/battle_map_images/the_palace_of_slaanesh.png		wh3_main_sla_slaanesh	true	true	true	NORMAL	0.2000
wh3_main_survival_slaanesh_wh3_main_kho_skarbrand_easy	-1	weather/battle/wh_slaa_survival_01.environment_group	script/battle\survival_battles\sla\battle_script_campaign_easy.lua	survival	false		true	wh3_main_macro_sla_realm_01/	-1	quest_battle_1					ui/frontend ui/battle_map_images/the_palace_of_slaanesh.png		wh3_main_sla_slaanesh	true	true	true	EASY	0.2000
wh3_main_survival_slaanesh_wh3_main_kho_skarbrand_hard	-1	weather/battle/wh_slaa_survival_01.environment_group	script/battle\survival_battles\sla\battle_script_campaign_hard.lua	survival	false		true	wh3_main_macro_sla_realm_01/	-1	quest_battle_1					ui/frontend ui/battle_map_images/the_palace_of_slaanesh.png		wh3_main_sla_slaanesh	true	true	true	HARD	0.2000
wh3_main_survival_slaanesh_wh3_main_ksl_boris	-1	weather/battle/wh_slaa_survival_01.environment_group	script/battle\survival_battles\sla\battle_script_campaign.lua	survival	false		true	wh3_main_macro_sla_realm_01/	-1	quest_battle_1					ui/frontend ui/battle_map_images/the_palace_of_slaanesh.png		wh3_main_sla_slaanesh	true	true	true	NORMAL	0.2000
wh3_main_survival_slaanesh_wh3_main_ksl_boris_easy	-1	weather/battle/wh_slaa_survival_01.environment_group	script/battle\survival_battles\sla\battle_script_campaign_easy.lua	survival	false		true	wh3_main_macro_sla_realm_01/	-1	quest_battle_1					ui/frontend ui/battle_map_images/the_palace_of_slaanesh.png		wh3_main_sla_slaanesh	true	true	true	EASY	0.2000
wh3_main_survival_slaanesh_wh3_main_ksl_boris_hard	-1	weather/battle/wh_slaa_survival_01.environment_group	script/battle\survival_battles\sla\battle_script_campaign_hard.lua	survival	false		true	wh3_main_macro_sla_realm_01/	-1	quest_battle_1					ui/frontend ui/battle_map_images/the_palace_of_slaanesh.png		wh3_main_sla_slaanesh	true	true	true	HARD	0.2000
wh3_main_survival_slaanesh_wh3_main_ksl_katarin	-1	weather/battle/wh_slaa_survival_01.environment_group	script/battle\survival_battles\sla\battle_script_campaign.lua	survival	false		true	wh3_main_macro_sla_realm_01/	-1	quest_battle_1					ui/frontend ui/battle_map_images/the_palace_of_slaanesh.png		wh3_main_sla_slaanesh	true	true	true	NORMAL	0.2000
wh3_main_survival_slaanesh_wh3_main_ksl_katarin_easy	-1	weather/battle/wh_slaa_survival_01.environment_group	script/battle\survival_battles\sla\battle_script_campaign_easy.lua	survival	false		true	wh3_main_macro_sla_realm_01/	-1	quest_battle_1					ui/frontend ui/battle_map_images/the_palace_of_slaanesh.png		wh3_main_sla_slaanesh	true	true	true	EASY	0.2000
