bonus_value_id	effect	ritual
percentage_cost_mod	wh3_dlc23_effect_toz_chd_conclave_influence_spent_slot_claimed_mod	wh3_dlc23_ritual_chd_toz_slot_t1_military_2
percentage_cost_mod	wh3_dlc23_effect_toz_chd_conclave_influence_spent_slot_claimed_mod	wh3_dlc23_ritual_chd_toz_slot_t1_military_3
percentage_cost_mod	wh3_dlc23_effect_toz_chd_conclave_influence_spent_slot_claimed_mod	wh3_dlc23_ritual_chd_toz_slot_t1_military_4
percentage_cost_mod	wh3_dlc23_effect_toz_chd_conclave_influence_spent_slot_claimed_mod	wh3_dlc23_ritual_chd_toz_slot_t1_sorcery_1
percentage_cost_mod	wh3_dlc23_effect_toz_chd_conclave_influence_spent_slot_claimed_mod	wh3_dlc23_ritual_chd_toz_slot_t1_sorcery_2
percentage_cost_mod	wh3_dlc23_effect_toz_chd_conclave_influence_spent_slot_claimed_mod	wh3_dlc23_ritual_chd_toz_slot_t1_sorcery_3
percentage_cost_mod	wh3_dlc23_effect_toz_chd_conclave_influence_spent_slot_claimed_mod	wh3_dlc23_ritual_chd_toz_slot_t1_sorcery_4
percentage_cost_mod	wh3_dlc23_effect_toz_chd_conclave_influence_spent_slot_claimed_mod	wh3_dlc23_ritual_chd_toz_slot_t2_industry_1
percentage_cost_mod	wh3_dlc23_effect_toz_chd_conclave_influence_spent_slot_claimed_mod	wh3_dlc23_ritual_chd_toz_slot_t2_industry_2
percentage_cost_mod	wh3_dlc23_effect_toz_chd_conclave_influence_spent_slot_claimed_mod	wh3_dlc23_ritual_chd_toz_slot_t2_industry_3
percentage_cost_mod	wh3_dlc23_effect_toz_chd_conclave_influence_spent_slot_claimed_mod	wh3_dlc23_ritual_chd_toz_slot_t2_military_1
percentage_cost_mod	wh3_dlc23_effect_toz_chd_conclave_influence_spent_slot_claimed_mod	wh3_dlc23_ritual_chd_toz_slot_t2_military_2
percentage_cost_mod	wh3_dlc23_effect_toz_chd_conclave_influence_spent_slot_claimed_mod	wh3_dlc23_ritual_chd_toz_slot_t2_military_3
percentage_cost_mod	wh3_dlc23_effect_toz_chd_conclave_influence_spent_slot_claimed_mod	wh3_dlc23_ritual_chd_toz_slot_t2_sorcery_1
percentage_cost_mod	wh3_dlc23_effect_toz_chd_conclave_influence_spent_slot_claimed_mod	wh3_dlc23_ritual_chd_toz_slot_t2_sorcery_2
percentage_cost_mod	wh3_dlc23_effect_toz_chd_conclave_influence_spent_slot_claimed_mod	wh3_dlc23_ritual_chd_toz_slot_t2_sorcery_3
percentage_cost_mod	wh3_dlc23_effect_toz_chd_conclave_influence_spent_slot_claimed_mod	wh3_dlc23_ritual_chd_toz_slot_t3_industry_1
percentage_cost_mod	wh3_dlc23_effect_toz_chd_conclave_influence_spent_slot_claimed_mod	wh3_dlc23_ritual_chd_toz_slot_t3_industry_2
percentage_cost_mod	wh3_dlc23_effect_toz_chd_conclave_influence_spent_slot_claimed_mod	wh3_dlc23_ritual_chd_toz_slot_t3_military_1
percentage_cost_mod	wh3_dlc23_effect_toz_chd_conclave_influence_spent_slot_claimed_mod	wh3_dlc23_ritual_chd_toz_slot_t3_military_2
percentage_cost_mod	wh3_dlc23_effect_toz_chd_conclave_influence_spent_slot_claimed_mod	wh3_dlc23_ritual_chd_toz_slot_t3_sorcery_1
percentage_cost_mod	wh3_dlc23_effect_toz_chd_conclave_influence_spent_slot_claimed_mod	wh3_dlc23_ritual_chd_toz_slot_t3_sorcery_2
percentage_cost_mod	wh3_dlc23_effect_toz_chd_conclave_influence_spent_slot_claimed_mod	wh3_dlc23_ritual_chd_toz_slot_t4_astragoth
percentage_cost_mod	wh3_dlc23_effect_toz_chd_conclave_influence_spent_slot_claimed_mod	wh3_dlc23_ritual_chd_toz_slot_t4_conclave
percentage_cost_mod	wh3_dlc23_effect_toz_chd_conclave_influence_spent_slot_claimed_mod	wh3_dlc23_ritual_chd_toz_slot_t4_drazhoath
percentage_cost_mod	wh3_dlc23_effect_toz_chd_conclave_influence_spent_slot_claimed_mod	wh3_dlc23_ritual_chd_toz_slot_t4_zhatan
percentage_cost_mod	wh3_dlc23_ritual_chd_toz_slot_t1_industry_1_usurp_cost_modifier_hidden	wh3_dlc23_ritual_chd_toz_slot_t1_industry_1
percentage_cost_mod	wh3_dlc23_ritual_chd_toz_slot_t1_industry_2_usurp_cost_modifier_hidden	wh3_dlc23_ritual_chd_toz_slot_t1_industry_2
percentage_cost_mod	wh3_dlc23_ritual_chd_toz_slot_t1_industry_3_usurp_cost_modifier_hidden	wh3_dlc23_ritual_chd_toz_slot_t1_industry_3
percentage_cost_mod	wh3_dlc23_ritual_chd_toz_slot_t1_industry_4_usurp_cost_modifier_hidden	wh3_dlc23_ritual_chd_toz_slot_t1_industry_4
percentage_cost_mod	wh3_dlc23_ritual_chd_toz_slot_t1_military_1_usurp_cost_modifier_hidden	wh3_dlc23_ritual_chd_toz_slot_t1_military_1
percentage_cost_mod	wh3_dlc23_ritual_chd_toz_slot_t1_military_2_usurp_cost_modifier_hidden	wh3_dlc23_ritual_chd_toz_slot_t1_military_2
percentage_cost_mod	wh3_dlc23_ritual_chd_toz_slot_t1_military_3_usurp_cost_modifier_hidden	wh3_dlc23_ritual_chd_toz_slot_t1_military_3
percentage_cost_mod	wh3_dlc23_ritual_chd_toz_slot_t1_military_4_usurp_cost_modifier_hidden	wh3_dlc23_ritual_chd_toz_slot_t1_military_4
percentage_cost_mod	wh3_dlc23_ritual_chd_toz_slot_t1_sorcery_1_usurp_cost_modifier_hidden	wh3_dlc23_ritual_chd_toz_slot_t1_sorcery_1
percentage_cost_mod	wh3_dlc23_ritual_chd_toz_slot_t1_sorcery_2_usurp_cost_modifier_hidden	wh3_dlc23_ritual_chd_toz_slot_t1_sorcery_2
percentage_cost_mod	wh3_dlc23_ritual_chd_toz_slot_t1_sorcery_3_usurp_cost_modifier_hidden	wh3_dlc23_ritual_chd_toz_slot_t1_sorcery_3
percentage_cost_mod	wh3_dlc23_ritual_chd_toz_slot_t1_sorcery_4_usurp_cost_modifier_hidden	wh3_dlc23_ritual_chd_toz_slot_t1_sorcery_4
percentage_cost_mod	wh3_dlc23_ritual_chd_toz_slot_t2_industry_1_usurp_cost_modifier_hidden	wh3_dlc23_ritual_chd_toz_slot_t2_industry_1
percentage_cost_mod	wh3_dlc23_ritual_chd_toz_slot_t2_industry_2_usurp_cost_modifier_hidden	wh3_dlc23_ritual_chd_toz_slot_t2_industry_2
percentage_cost_mod	wh3_dlc23_ritual_chd_toz_slot_t2_industry_3_usurp_cost_modifier_hidden	wh3_dlc23_ritual_chd_toz_slot_t2_industry_3
percentage_cost_mod	wh3_dlc23_ritual_chd_toz_slot_t2_military_1_usurp_cost_modifier_hidden	wh3_dlc23_ritual_chd_toz_slot_t2_military_1
percentage_cost_mod	wh3_dlc23_ritual_chd_toz_slot_t2_military_2_usurp_cost_modifier_hidden	wh3_dlc23_ritual_chd_toz_slot_t2_military_2
percentage_cost_mod	wh3_dlc23_ritual_chd_toz_slot_t2_military_3_usurp_cost_modifier_hidden	wh3_dlc23_ritual_chd_toz_slot_t2_military_3
percentage_cost_mod	wh3_dlc23_ritual_chd_toz_slot_t2_sorcery_1_usurp_cost_modifier_hidden	wh3_dlc23_ritual_chd_toz_slot_t2_sorcery_1
percentage_cost_mod	wh3_dlc23_ritual_chd_toz_slot_t2_sorcery_2_usurp_cost_modifier_hidden	wh3_dlc23_ritual_chd_toz_slot_t2_sorcery_2
percentage_cost_mod	wh3_dlc23_ritual_chd_toz_slot_t2_sorcery_3_usurp_cost_modifier_hidden	wh3_dlc23_ritual_chd_toz_slot_t2_sorcery_3
percentage_cost_mod	wh3_dlc23_ritual_chd_toz_slot_t3_industry_1_usurp_cost_modifier_hidden	wh3_dlc23_ritual_chd_toz_slot_t3_industry_1
percentage_cost_mod	wh3_dlc23_ritual_chd_toz_slot_t3_industry_2_usurp_cost_modifier_hidden	wh3_dlc23_ritual_chd_toz_slot_t3_industry_2
percentage_cost_mod	wh3_dlc23_ritual_chd_toz_slot_t3_military_1_usurp_cost_modifier_hidden	wh3_dlc23_ritual_chd_toz_slot_t3_military_1
percentage_cost_mod	wh3_dlc23_ritual_chd_toz_slot_t3_military_2_usurp_cost_modifier_hidden	wh3_dlc23_ritual_chd_toz_slot_t3_military_2
percentage_cost_mod	wh3_dlc23_ritual_chd_toz_slot_t3_sorcery_1_usurp_cost_modifier_hidden	wh3_dlc23_ritual_chd_toz_slot_t3_sorcery_1
percentage_cost_mod	wh3_dlc23_ritual_chd_toz_slot_t3_sorcery_2_usurp_cost_modifier_hidden	wh3_dlc23_ritual_chd_toz_slot_t3_sorcery_2
percentage_cost_mod	wh3_dlc24_bst_ritual_unit_cap_incarnate_elemental_beasts_cost_mod	wh3_dlc24_bst_ritual_unit_cap_incarnate_elemental_beasts
enable	wh3_dlc24_bst_ritual_unit_cap_incarnate_elemental_beasts_unlock	wh3_dlc24_bst_ritual_unit_cap_incarnate_elemental_beasts
percentage_cost_mod	wh3_dlc24_bst_ritual_unit_cap_tzaangors_cost_mod	wh3_dlc24_bst_ritual_unit_cap_tzaangors
enable	wh3_dlc24_bst_ritual_unit_cap_tzaangors_unlock	wh3_dlc24_bst_ritual_unit_cap_tzaangors
percentage_cost_post_mod	wh3_dlc24_effect_ostankya_ritual_cost	wh3_dlc24_ritual_ksl_hex_1
percentage_cost_post_mod	wh3_dlc24_effect_ostankya_ritual_cost	wh3_dlc24_ritual_ksl_hex_1_empowered
percentage_cost_post_mod	wh3_dlc24_effect_ostankya_ritual_cost	wh3_dlc24_ritual_ksl_hex_2_ie_forest_of_gloom
percentage_cost_post_mod	wh3_dlc24_effect_ostankya_ritual_cost	wh3_dlc24_ritual_ksl_hex_2_ie_forest_of_gloom_empowered
percentage_cost_post_mod	wh3_dlc24_effect_ostankya_ritual_cost	wh3_dlc24_ritual_ksl_hex_2_ie_gaean_vale
percentage_cost_post_mod	wh3_dlc24_effect_ostankya_ritual_cost	wh3_dlc24_ritual_ksl_hex_2_ie_gaean_vale_empowered
percentage_cost_post_mod	wh3_dlc24_effect_ostankya_ritual_cost	wh3_dlc24_ritual_ksl_hex_2_ie_gryphon_wood
percentage_cost_post_mod	wh3_dlc24_effect_ostankya_ritual_cost	wh3_dlc24_ritual_ksl_hex_2_ie_gryphon_wood_empowered
percentage_cost_post_mod	wh3_dlc24_effect_ostankya_ritual_cost	wh3_dlc24_ritual_ksl_hex_2_ie_heart_of_the_jungle
percentage_cost_post_mod	wh3_dlc24_effect_ostankya_ritual_cost	wh3_dlc24_ritual_ksl_hex_2_ie_heart_of_the_jungle_empowered
percentage_cost_post_mod	wh3_dlc24_effect_ostankya_ritual_cost	wh3_dlc24_ritual_ksl_hex_2_ie_jungles_of_chian
percentage_cost_post_mod	wh3_dlc24_effect_ostankya_ritual_cost	wh3_dlc24_ritual_ksl_hex_2_ie_jungles_of_chian_empowered
percentage_cost_post_mod	wh3_dlc24_effect_ostankya_ritual_cost	wh3_dlc24_ritual_ksl_hex_2_ie_laurelorn_forest
percentage_cost_post_mod	wh3_dlc24_effect_ostankya_ritual_cost	wh3_dlc24_ritual_ksl_hex_2_ie_laurelorn_forest_empowered
percentage_cost_post_mod	wh3_dlc24_effect_ostankya_ritual_cost	wh3_dlc24_ritual_ksl_hex_2_ie_oak_of_ages
percentage_cost_post_mod	wh3_dlc24_effect_ostankya_ritual_cost	wh3_dlc24_ritual_ksl_hex_2_ie_oak_of_ages_empowered
percentage_cost_post_mod	wh3_dlc24_effect_ostankya_ritual_cost	wh3_dlc24_ritual_ksl_hex_2_ie_the_haunted_forest
percentage_cost_post_mod	wh3_dlc24_effect_ostankya_ritual_cost	wh3_dlc24_ritual_ksl_hex_2_ie_the_haunted_forest_empowered
percentage_cost_post_mod	wh3_dlc24_effect_ostankya_ritual_cost	wh3_dlc24_ritual_ksl_hex_2_ie_the_sacred_pools
percentage_cost_post_mod	wh3_dlc24_effect_ostankya_ritual_cost	wh3_dlc24_ritual_ksl_hex_2_ie_the_sacred_pools_empowered
percentage_cost_post_mod	wh3_dlc24_effect_ostankya_ritual_cost	wh3_dlc24_ritual_ksl_hex_2_ie_the_witchwood
percentage_cost_post_mod	wh3_dlc24_effect_ostankya_ritual_cost	wh3_dlc24_ritual_ksl_hex_2_ie_the_witchwood_empowered
percentage_cost_post_mod	wh3_dlc24_effect_ostankya_ritual_cost	wh3_dlc24_ritual_ksl_hex_2_roc_fort_dolganyeir
percentage_cost_post_mod	wh3_dlc24_effect_ostankya_ritual_cost	wh3_dlc24_ritual_ksl_hex_2_roc_fort_dolganyeir_empowered
percentage_cost_post_mod	wh3_dlc24_effect_ostankya_ritual_cost	wh3_dlc24_ritual_ksl_hex_2_roc_laurelorn_forest
percentage_cost_post_mod	wh3_dlc24_effect_ostankya_ritual_cost	wh3_dlc24_ritual_ksl_hex_2_roc_laurelorn_forest_empowered
percentage_cost_post_mod	wh3_dlc24_effect_ostankya_ritual_cost	wh3_dlc24_ritual_ksl_hex_2_roc_the_haunted_forest
percentage_cost_post_mod	wh3_dlc24_effect_ostankya_ritual_cost	wh3_dlc24_ritual_ksl_hex_2_roc_the_haunted_forest_empowered
percentage_cost_post_mod	wh3_dlc24_effect_ostankya_ritual_cost	wh3_dlc24_ritual_ksl_hex_3
percentage_cost_post_mod	wh3_dlc24_effect_ostankya_ritual_cost	wh3_dlc24_ritual_ksl_hex_3_empowered
percentage_cost_post_mod	wh3_dlc24_effect_ostankya_ritual_cost	wh3_dlc24_ritual_ksl_hex_4
percentage_cost_post_mod	wh3_dlc24_effect_ostankya_ritual_cost	wh3_dlc24_ritual_ksl_hex_4_empowered
percentage_cost_post_mod	wh3_dlc24_effect_ostankya_ritual_cost	wh3_dlc24_ritual_ksl_hex_5
percentage_cost_post_mod	wh3_dlc24_effect_ostankya_ritual_cost	wh3_dlc24_ritual_ksl_hex_5_empowered
percentage_cost_post_mod	wh3_dlc24_effect_ostankya_ritual_cost	wh3_dlc24_ritual_ksl_hex_6
percentage_cost_mod	wh3_dlc24_effect_tze_cotw_cost_mod_track_army_reveal_shroud	wh3_main_ritual_tze_cotw_reveal_shroud
percentage_cost_mod	wh3_dlc24_effect_tze_cotw_cost_mod_track_army_reveal_shroud	wh3_main_ritual_tze_cotw_track_army
disable_ritual_targeting	wh3_dlc24_ritual_yuan_bo_commercial_fortress_targeting_disable_hidden	wh3_dlc24_ritual_cth_mos_steel_settlement_type_switch_commercial
disable_ritual_targeting	wh3_dlc24_ritual_yuan_bo_commercial_fortress_targeting_disable_hidden	wh3_dlc24_ritual_cth_mos_stone_settlement_type_switch_fortress
enable	wh3_dlc24_tech_ksl_ostankya_witches_hut_hex_upgrade_1	wh3_dlc24_ritual_ksl_hex_1_empowered
enable	wh3_dlc24_tech_ksl_ostankya_witches_hut_hex_upgrade_2	wh3_dlc24_ritual_ksl_hex_2_ie_forest_of_gloom_empowered
enable	wh3_dlc24_tech_ksl_ostankya_witches_hut_hex_upgrade_2	wh3_dlc24_ritual_ksl_hex_2_ie_gaean_vale_empowered
enable	wh3_dlc24_tech_ksl_ostankya_witches_hut_hex_upgrade_2	wh3_dlc24_ritual_ksl_hex_2_ie_gryphon_wood_empowered
enable	wh3_dlc24_tech_ksl_ostankya_witches_hut_hex_upgrade_2	wh3_dlc24_ritual_ksl_hex_2_ie_heart_of_the_jungle_empowered
enable	wh3_dlc24_tech_ksl_ostankya_witches_hut_hex_upgrade_2	wh3_dlc24_ritual_ksl_hex_2_ie_jungles_of_chian_empowered
enable	wh3_dlc24_tech_ksl_ostankya_witches_hut_hex_upgrade_2	wh3_dlc24_ritual_ksl_hex_2_ie_laurelorn_forest_empowered
enable	wh3_dlc24_tech_ksl_ostankya_witches_hut_hex_upgrade_2	wh3_dlc24_ritual_ksl_hex_2_ie_oak_of_ages_empowered
enable	wh3_dlc24_tech_ksl_ostankya_witches_hut_hex_upgrade_2	wh3_dlc24_ritual_ksl_hex_2_ie_the_haunted_forest_empowered
enable	wh3_dlc24_tech_ksl_ostankya_witches_hut_hex_upgrade_2	wh3_dlc24_ritual_ksl_hex_2_ie_the_sacred_pools_empowered
enable	wh3_dlc24_tech_ksl_ostankya_witches_hut_hex_upgrade_2	wh3_dlc24_ritual_ksl_hex_2_ie_the_witchwood_empowered
enable	wh3_dlc24_tech_ksl_ostankya_witches_hut_hex_upgrade_2	wh3_dlc24_ritual_ksl_hex_2_roc_fort_dolganyeir_empowered
enable	wh3_dlc24_tech_ksl_ostankya_witches_hut_hex_upgrade_2	wh3_dlc24_ritual_ksl_hex_2_roc_laurelorn_forest_empowered
enable	wh3_dlc24_tech_ksl_ostankya_witches_hut_hex_upgrade_2	wh3_dlc24_ritual_ksl_hex_2_roc_the_haunted_forest_empowered
enable	wh3_dlc24_tech_ksl_ostankya_witches_hut_hex_upgrade_3	wh3_dlc24_ritual_ksl_hex_3_empowered
enable	wh3_dlc24_tech_ksl_ostankya_witches_hut_hex_upgrade_4	wh3_dlc24_ritual_ksl_hex_4_empowered
enable	wh3_dlc24_tech_ksl_ostankya_witches_hut_hex_upgrade_5	wh3_dlc24_ritual_ksl_hex_5_empowered
percentage_cost_mod	wh3_dlc25_bst_ritual_unit_cap_pestigors_cost_mod	wh3_dlc25_bst_ritual_unit_cap_pestigors
enable	wh3_dlc25_bst_ritual_unit_cap_pestigors_unlock	wh3_dlc25_bst_ritual_unit_cap_pestigors
percentage_cost_mod	wh3_dlc25_dwf_ritual_confederation_belegar_cost_mod	wh3_dlc25_dwf_ritual_legendary_lord_belegar
percentage_cost_mod	wh3_dlc25_dwf_ritual_confederation_grombrindal_cost_mod	wh3_dlc25_dwf_ritual_legendary_lord_grombrindal
percentage_cost_mod	wh3_dlc25_dwf_ritual_confederation_malakai_cost_mod	wh3_dlc25_dwf_ritual_legendary_lord_malakai
percentage_cost_mod	wh3_dlc25_dwf_ritual_confederation_thorek_cost_mod	wh3_dlc25_dwf_ritual_legendary_lord_thorek
percentage_cost_mod	wh3_dlc25_dwf_ritual_confederation_thorgrim_cost_mod	wh3_dlc25_dwf_ritual_legendary_lord_thorgrim
percentage_cost_mod	wh3_dlc25_dwf_ritual_confederation_ungrim_cost_mod	wh3_dlc25_dwf_ritual_legendary_lord_ungrim
percentage_cost_mod	wh3_dlc25_effect_black_tower_construction_cost	wh3_dlc25_emp_ritual_construct_black_tower
cooldown_mod	wh3_dlc25_effect_cooldown_mod_emperors_decrees_casus_belli_hidden	wh3_dlc25_emperors_decrees_casus_belli
cooldown_mod	wh3_dlc25_effect_cooldown_mod_emperors_decrees_requisition_hidden	wh3_dlc25_emperors_decrees_requisition
disable	wh3_dlc25_effect_emp_emperors_decrees_upgrade	wh3_dlc25_emperors_decrees_call_to_arms
disable	wh3_dlc25_effect_emp_emperors_decrees_upgrade	wh3_dlc25_emperors_decrees_conscription
disable	wh3_dlc25_effect_emp_emperors_decrees_upgrade	wh3_dlc25_emperors_decrees_imperial_commendation
disable	wh3_dlc25_effect_emp_emperors_decrees_upgrade	wh3_dlc25_emperors_decrees_inquisition
disable	wh3_dlc25_effect_emp_emperors_decrees_upgrade	wh3_dlc25_emperors_decrees_open_the_gates
disable	wh3_dlc25_effect_emp_emperors_decrees_upgrade	wh3_dlc25_emperors_decrees_send_aid
disable	wh3_dlc25_effect_emp_emperors_decrees_upgrade	wh3_dlc25_emperors_decrees_unify
enable	wh3_dlc25_effect_emp_emperors_decrees_upgrade	wh3_dlc25_emperors_decrees_call_to_arms_upgraded
enable	wh3_dlc25_effect_emp_emperors_decrees_upgrade	wh3_dlc25_emperors_decrees_conscription_upgraded
enable	wh3_dlc25_effect_emp_emperors_decrees_upgrade	wh3_dlc25_emperors_decrees_imperial_commendation_upgraded
enable	wh3_dlc25_effect_emp_emperors_decrees_upgrade	wh3_dlc25_emperors_decrees_inquisition_upgraded
enable	wh3_dlc25_effect_emp_emperors_decrees_upgrade	wh3_dlc25_emperors_decrees_open_the_gates_upgraded
enable	wh3_dlc25_effect_emp_emperors_decrees_upgrade	wh3_dlc25_emperors_decrees_send_aid_upgraded
enable	wh3_dlc25_effect_emp_emperors_decrees_upgrade	wh3_dlc25_emperors_decrees_unify_upgraded
disable	wh3_dlc25_effect_nur_payload_castellan_chieftain_rituals_locked	wh3_dlc25_ritual_nur_castellan_blunderbusses
disable	wh3_dlc25_effect_nur_payload_castellan_chieftain_rituals_locked	wh3_dlc25_ritual_nur_castellan_dreadquake
disable	wh3_dlc25_effect_nur_payload_castellan_chieftain_rituals_locked	wh3_dlc25_ritual_nur_castellan_fireglaives
disable	wh3_dlc25_effect_nur_payload_castellan_chieftain_rituals_locked	wh3_dlc25_ritual_nur_special_castellan_tier_2
disable	wh3_dlc25_effect_nur_payload_castellan_chieftain_rituals_locked	wh3_dlc25_ritual_nur_special_castellan_tier_3
ritual_percentage_cost_mod_targeted	wh3_dlc25_effect_plague_cultists_infection_cost_reduction_force	wh3_main_ritual_nur_plague_agent_army
ritual_percentage_cost_mod_targeted	wh3_dlc25_effect_plague_cultists_infection_cost_reduction_region	wh3_main_ritual_nur_plague_agent_settlement
percentage_cost_post_mod	wh3_dlc25_effect_ritual_cost_amethyst_artillery	wh3_dlc25_ritual_emp_don_bjuna_bombard
percentage_cost_post_mod	wh3_dlc25_effect_ritual_cost_amethyst_artillery	wh3_dlc25_ritual_emp_don_purple_eclipse
percentage_cost_post_mod	wh3_dlc25_effect_ritual_cost_amethyst_artillery	wh3_dlc25_ritual_emp_don_spirit_barrage
percentage_cost_post_mod	wh3_dlc25_effect_ritual_don_elspeth_teleport_cost	wh3_dlc25_emp_ritual_elspeth_teleport
enable	wh3_dlc25_ritual_nur_bray_shaman_tier_2_ritual_unit_unlock	wh3_dlc25_ritual_nur_bray_shaman_ghorgon
enable	wh3_dlc25_ritual_nur_bray_shaman_tier_2_ritual_unlock	wh3_dlc25_ritual_nur_special_bray_shaman_tier_2
enable	wh3_dlc25_ritual_nur_bray_shaman_tier_3_ritual_ability_unlock	wh3_dlc25_ritual_nur_special_bray_shaman_tier_3
enable	wh3_dlc25_ritual_nur_bray_shaman_tier_3_ritual_unit_unlock	wh3_dlc25_ritual_nur_bray_shaman_cygor
enable	wh3_dlc25_ritual_nur_castellan_tier_2_ritual_unit_unlock	wh3_dlc25_ritual_nur_castellan_fireglaives
enable	wh3_dlc25_ritual_nur_castellan_tier_2_ritual_unlock	wh3_dlc25_ritual_nur_special_castellan_tier_2
enable	wh3_dlc25_ritual_nur_castellan_tier_3_ritual_ability_unlock	wh3_dlc25_ritual_nur_special_castellan_tier_3
enable	wh3_dlc25_ritual_nur_castellan_tier_3_ritual_unit_unlock	wh3_dlc25_ritual_nur_castellan_dreadquake
enable	wh3_dlc25_ritual_nur_exalted_hero_tier_2_ritual_unit_unlock	wh3_dlc25_ritual_nur_exalted_hero_hellcannon
enable	wh3_dlc25_ritual_nur_exalted_hero_tier_2_ritual_unlock	wh3_dlc25_ritual_nur_special_exalted_hero_tier_2
enable	wh3_dlc25_ritual_nur_exalted_hero_tier_3_ritual_ability_unlock	wh3_dlc25_ritual_nur_special_exalted_hero_tier_3
enable	wh3_dlc25_ritual_nur_exalted_hero_tier_3_ritual_unit_unlock	wh3_dlc25_ritual_nur_exalted_hero_dragon_ogre
enable	wh3_dlc25_ritual_nur_fimir_balefiend_tier_2_ritual_unit_unlock	wh3_dlc25_ritual_nur_fimir_balefiend_fimir_warriors_1
enable	wh3_dlc25_ritual_nur_fimir_balefiend_tier_2_ritual_unlock	wh3_dlc25_ritual_nur_special_fimir_balefiend_tier_2
enable	wh3_dlc25_ritual_nur_fimir_balefiend_tier_3_ritual_ability_unlock	wh3_dlc25_ritual_nur_special_fimir_balefiend_tier_3
enable	wh3_dlc25_ritual_nur_fimir_balefiend_tier_3_ritual_unit_unlock	wh3_dlc25_ritual_nur_fimir_balefiend_frost_wyrm
enable	wh3_dlc25_ritual_nur_kazyk_tier_2_ritual_unit_unlock	wh3_dlc25_ritual_nur_kazyk_rot_knights
enable	wh3_dlc25_ritual_nur_kazyk_tier_2_ritual_unlock	wh3_dlc25_ritual_nur_special_kazyk_tier_2
enable	wh3_dlc25_ritual_nur_kazyk_tier_3_ritual_ability_unlock	wh3_dlc25_ritual_nur_special_kazyk_tier_3
enable	wh3_dlc25_ritual_nur_kazyk_tier_3_ritual_unit_unlock	wh3_dlc25_ritual_nur_kazyk_toad_dragon
enable	wh3_dlc25_ritual_nur_werekin_tier_2_ritual_unit_unlock	wh3_dlc25_ritual_nur_werekin_skin_wolves
enable	wh3_dlc25_ritual_nur_werekin_tier_2_ritual_unlock	wh3_dlc25_ritual_nur_special_werekin_tier_2
enable	wh3_dlc25_ritual_nur_werekin_tier_3_ritual_ability_unlock	wh3_dlc25_ritual_nur_special_werekin_tier_3
enable	wh3_dlc25_ritual_nur_werekin_tier_3_ritual_unit_unlock	wh3_dlc25_ritual_nur_werekin_war_mammoth
percentage_cost_mod	wh3_dlc26_bst_ritual_unit_cap_khorngors_cost_mod	wh3_dlc26_bst_ritual_unit_cap_khorngors
enable	wh3_dlc26_bst_ritual_unit_cap_khorngors_unlock	wh3_dlc26_bst_ritual_unit_cap_khorngors
disable	wh3_dlc26_effect_cloak_of_skulls_disable_4	wh3_dlc26_kho_cloak_of_skulls_4_1
disable	wh3_dlc26_effect_cloak_of_skulls_disable_4	wh3_dlc26_kho_cloak_of_skulls_4_2
disable	wh3_dlc26_effect_cloak_of_skulls_disable_4	wh3_dlc26_kho_cloak_of_skulls_4_3
enable	wh3_dlc26_effect_cloak_of_skulls_enable_10	wh3_dlc26_kho_cloak_of_skulls_10_1
enable	wh3_dlc26_effect_cloak_of_skulls_enable_10	wh3_dlc26_kho_cloak_of_skulls_10_2
enable	wh3_dlc26_effect_cloak_of_skulls_enable_10	wh3_dlc26_kho_cloak_of_skulls_10_3
enable	wh3_dlc26_effect_cloak_of_skulls_enable_2	wh3_dlc26_kho_cloak_of_skulls_2_1
enable	wh3_dlc26_effect_cloak_of_skulls_enable_2	wh3_dlc26_kho_cloak_of_skulls_2_2
enable	wh3_dlc26_effect_cloak_of_skulls_enable_2	wh3_dlc26_kho_cloak_of_skulls_2_3
enable	wh3_dlc26_effect_cloak_of_skulls_enable_3	wh3_dlc26_kho_cloak_of_skulls_3_1
enable	wh3_dlc26_effect_cloak_of_skulls_enable_3	wh3_dlc26_kho_cloak_of_skulls_3_2
enable	wh3_dlc26_effect_cloak_of_skulls_enable_3	wh3_dlc26_kho_cloak_of_skulls_3_3
enable	wh3_dlc26_effect_cloak_of_skulls_enable_4	wh3_dlc26_kho_cloak_of_skulls_4_1
enable	wh3_dlc26_effect_cloak_of_skulls_enable_4	wh3_dlc26_kho_cloak_of_skulls_4_2
enable	wh3_dlc26_effect_cloak_of_skulls_enable_4	wh3_dlc26_kho_cloak_of_skulls_4_3
enable	wh3_dlc26_effect_cloak_of_skulls_enable_5	wh3_dlc26_kho_cloak_of_skulls_5_1
enable	wh3_dlc26_effect_cloak_of_skulls_enable_5	wh3_dlc26_kho_cloak_of_skulls_5_2
enable	wh3_dlc26_effect_cloak_of_skulls_enable_5	wh3_dlc26_kho_cloak_of_skulls_5_3
enable	wh3_dlc26_effect_cloak_of_skulls_enable_6	wh3_dlc26_kho_cloak_of_skulls_6_1
enable	wh3_dlc26_effect_cloak_of_skulls_enable_6	wh3_dlc26_kho_cloak_of_skulls_6_2
enable	wh3_dlc26_effect_cloak_of_skulls_enable_6	wh3_dlc26_kho_cloak_of_skulls_6_3
enable	wh3_dlc26_effect_cloak_of_skulls_enable_7	wh3_dlc26_kho_cloak_of_skulls_7_1
enable	wh3_dlc26_effect_cloak_of_skulls_enable_7	wh3_dlc26_kho_cloak_of_skulls_7_2
