member	context	faction
diplomacy_Subcult_Norsca_&_FactionDeadwoodRavagers_&_OtherFactionVamp	ACTOR	wh2_dlc17_nor_deadwood_ravagers
diplomacy_Subcult_Norsca_&_FactionDeadwoodRavagers_&_OtherFactionVamp_&_Negative	ACTOR	wh2_dlc17_nor_deadwood_ravagers
diplomacy_Subcult_Norsca_&_FactionDeadwoodRavagers_&_OtherFactionVamp_&_Positive	ACTOR	wh2_dlc17_nor_deadwood_ravagers
diplomacy_Subcult_Norsca_&_FactionDeadwoodRavagers_&_OtherFactionWoodElves	ACTOR	wh2_dlc17_nor_deadwood_ravagers
diplomacy_Subcult_Norsca_&_FactionDeadwoodRavagers_&_OtherFactionWoodElves_&_Negative	ACTOR	wh2_dlc17_nor_deadwood_ravagers
diplomacy_Subcult_Norsca_&_FactionDeadwoodRavagers_&_OtherFactionWoodElves_&_Positive	ACTOR	wh2_dlc17_nor_deadwood_ravagers
diplomacy_Subcult_Norsca_&_FactionDeadwoodRavagers_&_Positive	ACTOR	wh2_dlc17_nor_deadwood_ravagers
diplomacy_Subcult_Norsca_&_FactionGoromadny	ACTOR	wh_dlc08_nor_goromadny_tribe
diplomacy_Subcult_Norsca_&_FactionGoromadny_&_Negative	ACTOR	wh_dlc08_nor_goromadny_tribe
diplomacy_Subcult_Norsca_&_FactionGoromadny_&_OtherFactionBeastmen	ACTOR	wh_dlc08_nor_goromadny_tribe
diplomacy_Subcult_Norsca_&_FactionGoromadny_&_OtherFactionBeastmen_&_Negative	ACTOR	wh_dlc08_nor_goromadny_tribe
diplomacy_Subcult_Norsca_&_FactionGoromadny_&_OtherFactionBeastmen_&_Positive	ACTOR	wh_dlc08_nor_goromadny_tribe
diplomacy_Subcult_Norsca_&_FactionGoromadny_&_OtherFactionBretonnia	ACTOR	wh_dlc08_nor_goromadny_tribe
diplomacy_Subcult_Norsca_&_FactionGoromadny_&_OtherFactionBretonnia_&_Negative	ACTOR	wh_dlc08_nor_goromadny_tribe
diplomacy_Subcult_Norsca_&_FactionGoromadny_&_OtherFactionBretonnia_&_Positive	ACTOR	wh_dlc08_nor_goromadny_tribe
diplomacy_Subcult_Norsca_&_FactionGoromadny_&_OtherFactionChaos	ACTOR	wh_dlc08_nor_goromadny_tribe
diplomacy_Subcult_Norsca_&_FactionGoromadny_&_OtherFactionChaos_&_Negative	ACTOR	wh_dlc08_nor_goromadny_tribe
diplomacy_Subcult_Norsca_&_FactionGoromadny_&_OtherFactionChaos_&_Positive	ACTOR	wh_dlc08_nor_goromadny_tribe
diplomacy_Subcult_Norsca_&_FactionGoromadny_&_OtherFactionDwarf	ACTOR	wh_dlc08_nor_goromadny_tribe
diplomacy_Subcult_Norsca_&_FactionGoromadny_&_OtherFactionDwarf_&_Negative	ACTOR	wh_dlc08_nor_goromadny_tribe
diplomacy_Subcult_Norsca_&_FactionGoromadny_&_OtherFactionDwarf_&_Positive	ACTOR	wh_dlc08_nor_goromadny_tribe
diplomacy_Subcult_Norsca_&_FactionGoromadny_&_OtherFactionEmpire	ACTOR	wh_dlc08_nor_goromadny_tribe
diplomacy_Subcult_Norsca_&_FactionGoromadny_&_OtherFactionEmpire_&_Negative	ACTOR	wh_dlc08_nor_goromadny_tribe
diplomacy_Subcult_Norsca_&_FactionGoromadny_&_OtherFactionEmpire_&_Positive	ACTOR	wh_dlc08_nor_goromadny_tribe
diplomacy_Subcult_Norsca_&_FactionGoromadny_&_OtherFactionGreenskin	ACTOR	wh_dlc08_nor_goromadny_tribe
diplomacy_Subcult_Norsca_&_FactionGoromadny_&_OtherFactionGreenskin_&_Negative	ACTOR	wh_dlc08_nor_goromadny_tribe
diplomacy_Subcult_Norsca_&_FactionGoromadny_&_OtherFactionGreenskin_&_Positive	ACTOR	wh_dlc08_nor_goromadny_tribe
diplomacy_Subcult_Norsca_&_FactionGoromadny_&_OtherFactionNorsca	ACTOR	wh_dlc08_nor_goromadny_tribe
diplomacy_Subcult_Norsca_&_FactionGoromadny_&_OtherFactionNorsca_&_Negative	ACTOR	wh_dlc08_nor_goromadny_tribe
diplomacy_Subcult_Norsca_&_FactionGoromadny_&_OtherFactionNorsca_&_Positive	ACTOR	wh_dlc08_nor_goromadny_tribe
diplomacy_Subcult_Norsca_&_FactionGoromadny_&_OtherFactionVamp	ACTOR	wh_dlc08_nor_goromadny_tribe
diplomacy_Subcult_Norsca_&_FactionGoromadny_&_OtherFactionVamp_&_Negative	ACTOR	wh_dlc08_nor_goromadny_tribe
diplomacy_Subcult_Norsca_&_FactionGoromadny_&_OtherFactionVamp_&_Positive	ACTOR	wh_dlc08_nor_goromadny_tribe
diplomacy_Subcult_Norsca_&_FactionGoromadny_&_OtherFactionWoodElves	ACTOR	wh_dlc08_nor_goromadny_tribe
diplomacy_Subcult_Norsca_&_FactionGoromadny_&_OtherFactionWoodElves_&_Negative	ACTOR	wh_dlc08_nor_goromadny_tribe
diplomacy_Subcult_Norsca_&_FactionGoromadny_&_OtherFactionWoodElves_&_Positive	ACTOR	wh_dlc08_nor_goromadny_tribe
diplomacy_Subcult_Norsca_&_FactionGoromadny_&_Positive	ACTOR	wh_dlc08_nor_goromadny_tribe
diplomacy_Subcult_Norsca_&_FactionMung	ACTOR	wh2_main_nor_mung
diplomacy_Subcult_Norsca_&_FactionMung_&_Negative	ACTOR	wh2_main_nor_mung
diplomacy_Subcult_Norsca_&_FactionMung_&_OtherFactionBeastmen	ACTOR	wh2_main_nor_mung
diplomacy_Subcult_Norsca_&_FactionMung_&_OtherFactionBeastmen_&_Negative	ACTOR	wh2_main_nor_mung
diplomacy_Subcult_Norsca_&_FactionMung_&_OtherFactionBeastmen_&_Positive	ACTOR	wh2_main_nor_mung
diplomacy_Subcult_Norsca_&_FactionMung_&_OtherFactionBretonnia	ACTOR	wh2_main_nor_mung
diplomacy_Subcult_Norsca_&_FactionMung_&_OtherFactionBretonnia_&_Negative	ACTOR	wh2_main_nor_mung
diplomacy_Subcult_Norsca_&_FactionMung_&_OtherFactionBretonnia_&_Positive	ACTOR	wh2_main_nor_mung
diplomacy_Subcult_Norsca_&_FactionMung_&_OtherFactionChaos	ACTOR	wh2_main_nor_mung
diplomacy_Subcult_Norsca_&_FactionMung_&_OtherFactionChaos_&_Negative	ACTOR	wh2_main_nor_mung
diplomacy_Subcult_Norsca_&_FactionMung_&_OtherFactionChaos_&_Positive	ACTOR	wh2_main_nor_mung
diplomacy_Subcult_Norsca_&_FactionMung_&_OtherFactionDwarf	ACTOR	wh2_main_nor_mung
diplomacy_Subcult_Norsca_&_FactionMung_&_OtherFactionDwarf_&_Negative	ACTOR	wh2_main_nor_mung
diplomacy_Subcult_Norsca_&_FactionMung_&_OtherFactionDwarf_&_Positive	ACTOR	wh2_main_nor_mung
diplomacy_Subcult_Norsca_&_FactionMung_&_OtherFactionEmpire	ACTOR	wh2_main_nor_mung
diplomacy_Subcult_Norsca_&_FactionMung_&_OtherFactionEmpire_&_Negative	ACTOR	wh2_main_nor_mung
diplomacy_Subcult_Norsca_&_FactionMung_&_OtherFactionEmpire_&_Positive	ACTOR	wh2_main_nor_mung
diplomacy_Subcult_Norsca_&_FactionMung_&_OtherFactionGreenskin	ACTOR	wh2_main_nor_mung
diplomacy_Subcult_Norsca_&_FactionMung_&_OtherFactionGreenskin_&_Negative	ACTOR	wh2_main_nor_mung
diplomacy_Subcult_Norsca_&_FactionMung_&_OtherFactionGreenskin_&_Positive	ACTOR	wh2_main_nor_mung
diplomacy_Subcult_Norsca_&_FactionMung_&_OtherFactionNorsca	ACTOR	wh2_main_nor_mung
diplomacy_Subcult_Norsca_&_FactionMung_&_OtherFactionNorsca_&_Negative	ACTOR	wh2_main_nor_mung
diplomacy_Subcult_Norsca_&_FactionMung_&_OtherFactionNorsca_&_Positive	ACTOR	wh2_main_nor_mung
diplomacy_Subcult_Norsca_&_FactionMung_&_OtherFactionVamp	ACTOR	wh2_main_nor_mung
diplomacy_Subcult_Norsca_&_FactionMung_&_OtherFactionVamp_&_Negative	ACTOR	wh2_main_nor_mung
diplomacy_Subcult_Norsca_&_FactionMung_&_OtherFactionVamp_&_Positive	ACTOR	wh2_main_nor_mung
diplomacy_Subcult_Norsca_&_FactionMung_&_OtherFactionWoodElves	ACTOR	wh2_main_nor_mung
diplomacy_Subcult_Norsca_&_FactionMung_&_OtherFactionWoodElves_&_Negative	ACTOR	wh2_main_nor_mung
diplomacy_Subcult_Norsca_&_FactionMung_&_OtherFactionWoodElves_&_Positive	ACTOR	wh2_main_nor_mung
diplomacy_Subcult_Norsca_&_FactionMung_&_Positive	ACTOR	wh2_main_nor_mung
diplomacy_Subcult_Norsca_&_FactionVanaheimlings	ACTOR	wh_dlc08_nor_vanaheimlings
diplomacy_Subcult_Norsca_&_FactionVanaheimlings_&_Negative	ACTOR	wh_dlc08_nor_vanaheimlings
diplomacy_Subcult_Norsca_&_FactionVanaheimlings_&_OtherFactionBeastmen	ACTOR	wh_dlc08_nor_vanaheimlings
diplomacy_Subcult_Norsca_&_FactionVanaheimlings_&_OtherFactionBeastmen_&_Negative	ACTOR	wh_dlc08_nor_vanaheimlings
diplomacy_Subcult_Norsca_&_FactionVanaheimlings_&_OtherFactionBeastmen_&_Positive	ACTOR	wh_dlc08_nor_vanaheimlings
diplomacy_Subcult_Norsca_&_FactionVanaheimlings_&_OtherFactionBretonnia	ACTOR	wh_dlc08_nor_vanaheimlings
diplomacy_Subcult_Norsca_&_FactionVanaheimlings_&_OtherFactionBretonnia_&_Negative	ACTOR	wh_dlc08_nor_vanaheimlings
diplomacy_Subcult_Norsca_&_FactionVanaheimlings_&_OtherFactionBretonnia_&_Positive	ACTOR	wh_dlc08_nor_vanaheimlings
diplomacy_Subcult_Norsca_&_FactionVanaheimlings_&_OtherFactionChaos	ACTOR	wh_dlc08_nor_vanaheimlings
diplomacy_Subcult_Norsca_&_FactionVanaheimlings_&_OtherFactionChaos_&_Negative	ACTOR	wh_dlc08_nor_vanaheimlings
diplomacy_Subcult_Norsca_&_FactionVanaheimlings_&_OtherFactionChaos_&_Positive	ACTOR	wh_dlc08_nor_vanaheimlings
diplomacy_Subcult_Norsca_&_FactionVanaheimlings_&_OtherFactionDwarf	ACTOR	wh_dlc08_nor_vanaheimlings
diplomacy_Subcult_Norsca_&_FactionVanaheimlings_&_OtherFactionDwarf_&_Negative	ACTOR	wh_dlc08_nor_vanaheimlings
diplomacy_Subcult_Norsca_&_FactionVanaheimlings_&_OtherFactionDwarf_&_Positive	ACTOR	wh_dlc08_nor_vanaheimlings
diplomacy_Subcult_Norsca_&_FactionVanaheimlings_&_OtherFactionEmpire	ACTOR	wh_dlc08_nor_vanaheimlings
diplomacy_Subcult_Norsca_&_FactionVanaheimlings_&_OtherFactionEmpire_&_Negative	ACTOR	wh_dlc08_nor_vanaheimlings
diplomacy_Subcult_Norsca_&_FactionVanaheimlings_&_OtherFactionEmpire_&_Positive	ACTOR	wh_dlc08_nor_vanaheimlings
diplomacy_Subcult_Norsca_&_FactionVanaheimlings_&_OtherFactionGreenskin	ACTOR	wh_dlc08_nor_vanaheimlings
diplomacy_Subcult_Norsca_&_FactionVanaheimlings_&_OtherFactionGreenskin_&_Negative	ACTOR	wh_dlc08_nor_vanaheimlings
diplomacy_Subcult_Norsca_&_FactionVanaheimlings_&_OtherFactionGreenskin_&_Positive	ACTOR	wh_dlc08_nor_vanaheimlings
diplomacy_Subcult_Norsca_&_FactionVanaheimlings_&_OtherFactionNorsca	ACTOR	wh_dlc08_nor_vanaheimlings
diplomacy_Subcult_Norsca_&_FactionVanaheimlings_&_OtherFactionNorsca_&_Negative	ACTOR	wh_dlc08_nor_vanaheimlings
diplomacy_Subcult_Norsca_&_FactionVanaheimlings_&_OtherFactionNorsca_&_Positive	ACTOR	wh_dlc08_nor_vanaheimlings
diplomacy_Subcult_Norsca_&_FactionVanaheimlings_&_OtherFactionVamp	ACTOR	wh_dlc08_nor_vanaheimlings
diplomacy_Subcult_Norsca_&_FactionVanaheimlings_&_OtherFactionVamp_&_Negative	ACTOR	wh_dlc08_nor_vanaheimlings
diplomacy_Subcult_Norsca_&_FactionVanaheimlings_&_OtherFactionVamp_&_Positive	ACTOR	wh_dlc08_nor_vanaheimlings
diplomacy_Subcult_Norsca_&_FactionVanaheimlings_&_OtherFactionWoodElves	ACTOR	wh_dlc08_nor_vanaheimlings
diplomacy_Subcult_Norsca_&_FactionVanaheimlings_&_OtherFactionWoodElves_&_Negative	ACTOR	wh_dlc08_nor_vanaheimlings
diplomacy_Subcult_Norsca_&_FactionVanaheimlings_&_OtherFactionWoodElves_&_Positive	ACTOR	wh_dlc08_nor_vanaheimlings
diplomacy_Subcult_Norsca_&_FactionVanaheimlings_&_Positive	ACTOR	wh_dlc08_nor_vanaheimlings
diplomacy_Subcult_Norsca_&_FactionVarg	ACTOR	wh_main_nor_varg
diplomacy_Subcult_Norsca_&_FactionVarg_&_Negative	ACTOR	wh_main_nor_varg
diplomacy_Subcult_Norsca_&_FactionVarg_&_OtherFactionBeastmen	ACTOR	wh_main_nor_varg
diplomacy_Subcult_Norsca_&_FactionVarg_&_OtherFactionBeastmen_&_Negative	ACTOR	wh_main_nor_varg
diplomacy_Subcult_Norsca_&_FactionVarg_&_OtherFactionBeastmen_&_Positive	ACTOR	wh_main_nor_varg
diplomacy_Subcult_Norsca_&_FactionVarg_&_OtherFactionBretonnia	ACTOR	wh_main_nor_varg
diplomacy_Subcult_Norsca_&_FactionVarg_&_OtherFactionBretonnia_&_Negative	ACTOR	wh_main_nor_varg
diplomacy_Subcult_Norsca_&_FactionVarg_&_OtherFactionBretonnia_&_Positive	ACTOR	wh_main_nor_varg
diplomacy_Subcult_Norsca_&_FactionVarg_&_OtherFactionChaos	ACTOR	wh_main_nor_varg
diplomacy_Subcult_Norsca_&_FactionVarg_&_OtherFactionChaos_&_Negative	ACTOR	wh_main_nor_varg
diplomacy_Subcult_Norsca_&_FactionVarg_&_OtherFactionChaos_&_Positive	ACTOR	wh_main_nor_varg
diplomacy_Subcult_Norsca_&_FactionVarg_&_OtherFactionDwarf	ACTOR	wh_main_nor_varg
diplomacy_Subcult_Norsca_&_FactionVarg_&_OtherFactionDwarf_&_Negative	ACTOR	wh_main_nor_varg
diplomacy_Subcult_Norsca_&_FactionVarg_&_OtherFactionDwarf_&_Positive	ACTOR	wh_main_nor_varg
diplomacy_Subcult_Norsca_&_FactionVarg_&_OtherFactionEmpire	ACTOR	wh_main_nor_varg
diplomacy_Subcult_Norsca_&_FactionVarg_&_OtherFactionEmpire_&_Negative	ACTOR	wh_main_nor_varg
diplomacy_Subcult_Norsca_&_FactionVarg_&_OtherFactionEmpire_&_Positive	ACTOR	wh_main_nor_varg
diplomacy_Subcult_Norsca_&_FactionVarg_&_OtherFactionGreenskin	ACTOR	wh_main_nor_varg
diplomacy_Subcult_Norsca_&_FactionVarg_&_OtherFactionGreenskin_&_Negative	ACTOR	wh_main_nor_varg
diplomacy_Subcult_Norsca_&_FactionVarg_&_OtherFactionGreenskin_&_Positive	ACTOR	wh_main_nor_varg
diplomacy_Subcult_Norsca_&_FactionVarg_&_OtherFactionNorsca	ACTOR	wh_main_nor_varg
diplomacy_Subcult_Norsca_&_FactionVarg_&_OtherFactionNorsca_&_Negative	ACTOR	wh_main_nor_varg
diplomacy_Subcult_Norsca_&_FactionVarg_&_OtherFactionNorsca_&_Positive	ACTOR	wh_main_nor_varg
diplomacy_Subcult_Norsca_&_FactionVarg_&_OtherFactionVamp	ACTOR	wh_main_nor_varg
diplomacy_Subcult_Norsca_&_FactionVarg_&_OtherFactionVamp_&_Negative	ACTOR	wh_main_nor_varg
diplomacy_Subcult_Norsca_&_FactionVarg_&_OtherFactionVamp_&_Positive	ACTOR	wh_main_nor_varg
diplomacy_Subcult_Norsca_&_FactionVarg_&_OtherFactionWoodElves	ACTOR	wh_main_nor_varg
diplomacy_Subcult_Norsca_&_FactionVarg_&_OtherFactionWoodElves_&_Negative	ACTOR	wh_main_nor_varg
diplomacy_Subcult_Norsca_&_FactionVarg_&_OtherFactionWoodElves_&_Positive	ACTOR	wh_main_nor_varg
diplomacy_Subcult_Norsca_&_FactionVarg_&_Positive	ACTOR	wh_main_nor_varg
diplomacy_Subcult_Vampire_&_FactionJiangshiRebel_Master_Necromancer_Lord_1	ACTOR	wh3_dlc21_vmp_jiangshi_rebels
diplomacy_Subcult_Vampire_&_FactionJiangshiRebel_Master_Necromancer_Lord_1_&_Negative	ACTOR	wh3_dlc21_vmp_jiangshi_rebels
diplomacy_Subcult_Vampire_&_FactionJiangshiRebel_Master_Necromancer_Lord_1_&_OtherFactionBretonnia	ACTOR	wh3_dlc21_vmp_jiangshi_rebels
diplomacy_Subcult_Vampire_&_FactionJiangshiRebel_Master_Necromancer_Lord_1_&_OtherFactionBretonnia_&_Negative	ACTOR	wh3_dlc21_vmp_jiangshi_rebels
diplomacy_Subcult_Vampire_&_FactionJiangshiRebel_Master_Necromancer_Lord_1_&_OtherFactionBretonnia_&_Positive	ACTOR	wh3_dlc21_vmp_jiangshi_rebels
diplomacy_Subcult_Vampire_&_FactionJiangshiRebel_Master_Necromancer_Lord_1_&_OtherFactionChaos	ACTOR	wh3_dlc21_vmp_jiangshi_rebels
diplomacy_Subcult_Vampire_&_FactionJiangshiRebel_Master_Necromancer_Lord_1_&_OtherFactionChaos_&_Negative	ACTOR	wh3_dlc21_vmp_jiangshi_rebels
diplomacy_Subcult_Vampire_&_FactionJiangshiRebel_Master_Necromancer_Lord_1_&_OtherFactionChaos_&_Positive	ACTOR	wh3_dlc21_vmp_jiangshi_rebels
diplomacy_Subcult_Vampire_&_FactionJiangshiRebel_Master_Necromancer_Lord_1_&_OtherFactionDwarf	ACTOR	wh3_dlc21_vmp_jiangshi_rebels
diplomacy_Subcult_Vampire_&_FactionJiangshiRebel_Master_Necromancer_Lord_1_&_OtherFactionDwarf_&_Negative	ACTOR	wh3_dlc21_vmp_jiangshi_rebels
diplomacy_Subcult_Vampire_&_FactionJiangshiRebel_Master_Necromancer_Lord_1_&_OtherFactionDwarf_&_Positive	ACTOR	wh3_dlc21_vmp_jiangshi_rebels
diplomacy_Subcult_Vampire_&_FactionJiangshiRebel_Master_Necromancer_Lord_1_&_OtherFactionEmpire	ACTOR	wh3_dlc21_vmp_jiangshi_rebels
diplomacy_Subcult_Vampire_&_FactionJiangshiRebel_Master_Necromancer_Lord_1_&_OtherFactionEmpire_&_Negative	ACTOR	wh3_dlc21_vmp_jiangshi_rebels
diplomacy_Subcult_Vampire_&_FactionJiangshiRebel_Master_Necromancer_Lord_1_&_OtherFactionEmpire_&_Positive	ACTOR	wh3_dlc21_vmp_jiangshi_rebels
diplomacy_Subcult_Vampire_&_FactionJiangshiRebel_Master_Necromancer_Lord_1_&_OtherFactionGreenskin	ACTOR	wh3_dlc21_vmp_jiangshi_rebels
diplomacy_Subcult_Vampire_&_FactionJiangshiRebel_Master_Necromancer_Lord_1_&_OtherFactionGreenskin_&_Negative	ACTOR	wh3_dlc21_vmp_jiangshi_rebels
diplomacy_Subcult_Vampire_&_FactionJiangshiRebel_Master_Necromancer_Lord_1_&_OtherFactionGreenskin_&_Positive	ACTOR	wh3_dlc21_vmp_jiangshi_rebels
diplomacy_Subcult_Vampire_&_FactionJiangshiRebel_Master_Necromancer_Lord_1_&_OtherFactionVamp	ACTOR	wh3_dlc21_vmp_jiangshi_rebels
diplomacy_Subcult_Vampire_&_FactionJiangshiRebel_Master_Necromancer_Lord_1_&_OtherFactionVamp_&_Negative	ACTOR	wh3_dlc21_vmp_jiangshi_rebels
diplomacy_Subcult_Vampire_&_FactionJiangshiRebel_Master_Necromancer_Lord_1_&_OtherFactionVamp_&_Positive	ACTOR	wh3_dlc21_vmp_jiangshi_rebels
diplomacy_Subcult_Vampire_&_FactionJiangshiRebel_Master_Necromancer_Lord_1_&_Positive	ACTOR	wh3_dlc21_vmp_jiangshi_rebels
diplomacy_Subcult_Vampire_&_FactionSiresOfMourkain_Master_Necromancer_Lord_1	ACTOR	wh2_main_vmp_strygos_empire
diplomacy_Subcult_Vampire_&_FactionSiresOfMourkain_Master_Necromancer_Lord_1_&_Negative	ACTOR	wh3_main_ie_vmp_sires_of_mourkain
diplomacy_Subcult_Vampire_&_FactionSiresOfMourkain_Master_Necromancer_Lord_1_&_OtherFactionBretonnia	ACTOR	wh3_main_ie_vmp_sires_of_mourkain
diplomacy_Subcult_Vampire_&_FactionSiresOfMourkain_Master_Necromancer_Lord_1_&_OtherFactionBretonnia_&_Negative	ACTOR	wh3_main_ie_vmp_sires_of_mourkain
diplomacy_Subcult_Vampire_&_FactionSiresOfMourkain_Master_Necromancer_Lord_1_&_OtherFactionBretonnia_&_Positive	ACTOR	wh3_main_ie_vmp_sires_of_mourkain
diplomacy_Subcult_Vampire_&_FactionSiresOfMourkain_Master_Necromancer_Lord_1_&_OtherFactionChaos	ACTOR	wh3_main_ie_vmp_sires_of_mourkain
diplomacy_Subcult_Vampire_&_FactionSiresOfMourkain_Master_Necromancer_Lord_1_&_OtherFactionChaos_&_Negative	ACTOR	wh3_main_ie_vmp_sires_of_mourkain
diplomacy_Subcult_Vampire_&_FactionSiresOfMourkain_Master_Necromancer_Lord_1_&_OtherFactionChaos_&_Positive	ACTOR	wh3_main_ie_vmp_sires_of_mourkain
diplomacy_Subcult_Vampire_&_FactionSiresOfMourkain_Master_Necromancer_Lord_1_&_OtherFactionDwarf	ACTOR	wh3_main_ie_vmp_sires_of_mourkain
diplomacy_Subcult_Vampire_&_FactionSiresOfMourkain_Master_Necromancer_Lord_1_&_OtherFactionDwarf_&_Negative	ACTOR	wh3_main_ie_vmp_sires_of_mourkain
diplomacy_Subcult_Vampire_&_FactionSiresOfMourkain_Master_Necromancer_Lord_1_&_OtherFactionDwarf_&_Positive	ACTOR	wh3_main_ie_vmp_sires_of_mourkain
diplomacy_Subcult_Vampire_&_FactionSiresOfMourkain_Master_Necromancer_Lord_1_&_OtherFactionEmpire	ACTOR	wh3_main_ie_vmp_sires_of_mourkain
diplomacy_Subcult_Vampire_&_FactionSiresOfMourkain_Master_Necromancer_Lord_1_&_OtherFactionEmpire_&_Negative	ACTOR	wh3_main_ie_vmp_sires_of_mourkain
diplomacy_Subcult_Vampire_&_FactionSiresOfMourkain_Master_Necromancer_Lord_1_&_OtherFactionEmpire_&_Positive	ACTOR	wh3_main_ie_vmp_sires_of_mourkain
diplomacy_Subcult_Vampire_&_FactionSiresOfMourkain_Master_Necromancer_Lord_1_&_OtherFactionGreenskin	ACTOR	wh3_main_ie_vmp_sires_of_mourkain
diplomacy_Subcult_Vampire_&_FactionSiresOfMourkain_Master_Necromancer_Lord_1_&_OtherFactionGreenskin_&_Negative	ACTOR	wh3_main_ie_vmp_sires_of_mourkain
diplomacy_Subcult_Vampire_&_FactionSiresOfMourkain_Master_Necromancer_Lord_1_&_OtherFactionGreenskin_&_Positive	ACTOR	wh3_main_ie_vmp_sires_of_mourkain
diplomacy_Subcult_Vampire_&_FactionSiresOfMourkain_Master_Necromancer_Lord_1_&_OtherFactionVamp	ACTOR	wh3_main_ie_vmp_sires_of_mourkain
diplomacy_Subcult_Vampire_&_FactionSiresOfMourkain_Master_Necromancer_Lord_1_&_OtherFactionVamp_&_Negative	ACTOR	wh3_main_ie_vmp_sires_of_mourkain
diplomacy_Subcult_Vampire_&_FactionSiresOfMourkain_Master_Necromancer_Lord_1_&_OtherFactionVamp_&_Positive	ACTOR	wh3_main_ie_vmp_sires_of_mourkain
diplomacy_Subcult_Vampire_&_FactionSiresOfMourkain_Master_Necromancer_Lord_1_&_Positive	ACTOR	wh3_main_ie_vmp_sires_of_mourkain
diplomacy_Subcult_Vampire_&_FactionStrygosEmpire_Master_Necromancer_Lord_1	ACTOR	wh2_main_vmp_strygos_empire
diplomacy_Subcult_Vampire_&_FactionStrygosEmpire_Master_Necromancer_Lord_1_&_Negative	ACTOR	wh2_main_vmp_strygos_empire
diplomacy_Subcult_Vampire_&_FactionStrygosEmpire_Master_Necromancer_Lord_1_&_OtherFactionBretonnia	ACTOR	wh2_main_vmp_strygos_empire
diplomacy_Subcult_Vampire_&_FactionStrygosEmpire_Master_Necromancer_Lord_1_&_OtherFactionBretonnia_&_Negative	ACTOR	wh2_main_vmp_strygos_empire
diplomacy_Subcult_Vampire_&_FactionStrygosEmpire_Master_Necromancer_Lord_1_&_OtherFactionBretonnia_&_Positive	ACTOR	wh2_main_vmp_strygos_empire
diplomacy_Subcult_Vampire_&_FactionStrygosEmpire_Master_Necromancer_Lord_1_&_OtherFactionChaos	ACTOR	wh2_main_vmp_strygos_empire
diplomacy_Subcult_Vampire_&_FactionStrygosEmpire_Master_Necromancer_Lord_1_&_OtherFactionChaos_&_Negative	ACTOR	wh2_main_vmp_strygos_empire
diplomacy_Subcult_Vampire_&_FactionStrygosEmpire_Master_Necromancer_Lord_1_&_OtherFactionChaos_&_Positive	ACTOR	wh2_main_vmp_strygos_empire
diplomacy_Subcult_Vampire_&_FactionStrygosEmpire_Master_Necromancer_Lord_1_&_OtherFactionDwarf	ACTOR	wh2_main_vmp_strygos_empire
diplomacy_Subcult_Vampire_&_FactionStrygosEmpire_Master_Necromancer_Lord_1_&_OtherFactionDwarf_&_Negative	ACTOR	wh2_main_vmp_strygos_empire
diplomacy_Subcult_Vampire_&_FactionStrygosEmpire_Master_Necromancer_Lord_1_&_OtherFactionDwarf_&_Positive	ACTOR	wh2_main_vmp_strygos_empire
diplomacy_Subcult_Vampire_&_FactionStrygosEmpire_Master_Necromancer_Lord_1_&_OtherFactionEmpire	ACTOR	wh2_main_vmp_strygos_empire
diplomacy_Subcult_Vampire_&_FactionStrygosEmpire_Master_Necromancer_Lord_1_&_OtherFactionEmpire_&_Negative	ACTOR	wh2_main_vmp_strygos_empire
diplomacy_Subcult_Vampire_&_FactionStrygosEmpire_Master_Necromancer_Lord_1_&_OtherFactionEmpire_&_Positive	ACTOR	wh2_main_vmp_strygos_empire
diplomacy_Subcult_Vampire_&_FactionStrygosEmpire_Master_Necromancer_Lord_1_&_OtherFactionGreenskin	ACTOR	wh2_main_vmp_strygos_empire
diplomacy_Subcult_Vampire_&_FactionStrygosEmpire_Master_Necromancer_Lord_1_&_OtherFactionGreenskin_&_Negative	ACTOR	wh2_main_vmp_strygos_empire
diplomacy_Subcult_Vampire_&_FactionStrygosEmpire_Master_Necromancer_Lord_1_&_OtherFactionGreenskin_&_Positive	ACTOR	wh2_main_vmp_strygos_empire
diplomacy_Subcult_Vampire_&_FactionStrygosEmpire_Master_Necromancer_Lord_1_&_OtherFactionVamp	ACTOR	wh2_main_vmp_strygos_empire
diplomacy_Subcult_Vampire_&_FactionStrygosEmpire_Master_Necromancer_Lord_1_&_OtherFactionVamp_&_Negative	ACTOR	wh2_main_vmp_strygos_empire
diplomacy_Subcult_Vampire_&_FactionStrygosEmpire_Master_Necromancer_Lord_1_&_OtherFactionVamp_&_Positive	ACTOR	wh2_main_vmp_strygos_empire
diplomacy_Subcult_Vampire_&_FactionStrygosEmpire_Master_Necromancer_Lord_1_&_Positive	ACTOR	wh2_main_vmp_strygos_empire
diplomacy_Subcult_Vampire_&_FactionTemplehof_Master_Necromancer_Lord_1	ACTOR	wh_main_vmp_rival_sylvanian_vamps
diplomacy_Subcult_Vampire_&_FactionTemplehof_Master_Necromancer_Lord_1_&_Negative	ACTOR	wh_main_vmp_rival_sylvanian_vamps
diplomacy_Subcult_Vampire_&_FactionTemplehof_Master_Necromancer_Lord_1_&_OtherFactionBretonnia	ACTOR	wh_main_vmp_rival_sylvanian_vamps
diplomacy_Subcult_Vampire_&_FactionTemplehof_Master_Necromancer_Lord_1_&_OtherFactionBretonnia_&_Negative	ACTOR	wh_main_vmp_rival_sylvanian_vamps
