key	token_type	number_of_uses	icon	rounds_cooldown_before_use	weight	bag_price	plan_type	tier	mod_negative_draw_pct	max_drawn_copies
wh3_dlc29_magic_pull_moon_filler_token_food	wh3_dlc29_token_type_green	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_food.png	-1	6		wh3_dlc29_magic_plan	1	500	1
wh3_dlc29_magic_pull_moon_filler_token_recruitment_slots	wh3_dlc29_token_type_green	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_overwhelming_hordes.png	-1	6		wh3_dlc29_magic_plan	1	500	1
wh3_dlc29_magic_pull_moon_filler_token_skaven_corruption	wh3_dlc29_token_type_green	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_kidnappers.png	-1	6		wh3_dlc29_magic_plan	1	500	1
wh3_dlc29_magic_pull_moon_filler_token_warpstone	wh3_dlc29_token_type_green	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_warpstone.png	-1	6		wh3_dlc29_magic_plan	1	500	1
wh3_dlc29_magic_pull_moon_piece_a_1	wh3_dlc29_token_type_green	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_rune_horned_rat.png	-1	6		wh3_dlc29_magic_plan	1	500	1
wh3_dlc29_magic_pull_moon_piece_b_1	wh3_dlc29_token_type_green	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_rune_grey_seers.png	-1	6		wh3_dlc29_magic_plan	1	500	1
wh3_dlc29_magic_pull_moon_piece_c_1	wh3_dlc29_token_type_green	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_rune_warlocks.png	-1	6		wh3_dlc29_magic_plan	1	1000	1
wh3_dlc29_magic_pull_moon_piece_d_1	wh3_dlc29_token_type_green	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_rune_stealth.png	-1	6		wh3_dlc29_magic_plan	1	0	1
wh3_dlc29_magic_red_chaos_corruption_1	wh3_dlc29_token_type_red	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_race_woc_doc_norsca_red.png	-1	2		wh3_dlc29_military_plan	1	0	1
wh3_dlc29_magic_red_chaos_corruption_2	wh3_dlc29_token_type_red	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_race_woc_doc_norsca_red.png	-1	4			2	0	1
wh3_dlc29_magic_red_chaos_corruption_3	wh3_dlc29_token_type_red	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_race_woc_doc_norsca_red.png	-1	4			3	0	1
wh3_dlc29_magic_red_elite_chaos_corruption_1	wh3_dlc29_token_type_red	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_race_woc_doc_norsca_red.png	-1	2			4	0	1
wh3_dlc29_magic_red_elite_khorne_corruption_1	wh3_dlc29_token_type_red	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_race_khorne_red.png	-1	2			4	0	1
wh3_dlc29_magic_red_elite_nurgle_corruption_1	wh3_dlc29_token_type_red	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_race_nurgle_red.png	-1	2			4	0	1
wh3_dlc29_magic_red_elite_slaanesh_corruption_1	wh3_dlc29_token_type_red	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_race_slaanesh_red.png	-1	2			4	0	1
wh3_dlc29_magic_red_elite_tzeentch_corruption_1	wh3_dlc29_token_type_red	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_race_tzeentch_red.png	-1	2			4	0	1
wh3_dlc29_magic_red_enemy_verminlord_corruptor_1	wh3_dlc29_token_type_red	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_rune_horned_rat_red.png	-1	6		wh3_dlc29_magic_plan	3	0	1
wh3_dlc29_magic_red_enemy_verminlord_deceiver_1	wh3_dlc29_token_type_red	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_rune_horned_rat_red.png	-1	6		wh3_dlc29_magic_plan	3	0	1
wh3_dlc29_magic_red_enemy_verminlord_warbringer_1	wh3_dlc29_token_type_red	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_rune_horned_rat_red.png	-1	6		wh3_dlc29_magic_plan	3	0	1
wh3_dlc29_magic_red_enemy_verminlord_warpseer_1	wh3_dlc29_token_type_red	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_rune_horned_rat_red.png	-1	6		wh3_dlc29_magic_plan	3	0	1
wh3_dlc29_magic_red_eshin_alarm_1	wh3_dlc29_token_type_red	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_rune_stealth_red.png	-1	6		wh3_dlc29_magic_plan	1	0	1
wh3_dlc29_magic_red_khorne_corruption_1	wh3_dlc29_token_type_red	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_race_khorne_red.png	-1	2		wh3_dlc29_military_plan	2	0	1
wh3_dlc29_magic_red_moulder_alarm_1	wh3_dlc29_token_type_red	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_blackmail_red.png	-1	6		wh3_dlc29_magic_plan	1	0	1
wh3_dlc29_magic_red_nurgle_corruption_1	wh3_dlc29_token_type_red	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_race_nurgle_red.png	-1	2		wh3_dlc29_military_plan	2	0	1
wh3_dlc29_magic_red_rictus_alarm_1	wh3_dlc29_token_type_red	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_blackmail_red.png	-1	6		wh3_dlc29_magic_plan	1	0	1
wh3_dlc29_magic_red_skryre_alarm_1	wh3_dlc29_token_type_red	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_rune_warlocks_red.png	-1	6		wh3_dlc29_magic_plan	1	0	1
wh3_dlc29_magic_red_slaanesh_corruption_1	wh3_dlc29_token_type_red	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_race_slaanesh_red.png	-1	2		wh3_dlc29_economic_plan	2	0	1
wh3_dlc29_magic_red_tzeentch_corruption_1	wh3_dlc29_token_type_red	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_race_tzeentch_red.png	-1	2		wh3_dlc29_economic_plan	2	0	1
wh3_dlc29_magic_res_activated_negative_daemon_khorne	wh3_dlc29_token_type_red	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_race_khorne_red.png	-1	1		wh3_dlc29_magic_plan	1	0	0
wh3_dlc29_magic_res_activated_negative_daemon_nurgle	wh3_dlc29_token_type_red	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_race_nurgle_red.png	-1	1		wh3_dlc29_magic_plan	1	0	0
wh3_dlc29_magic_res_activated_negative_daemon_slaanesh	wh3_dlc29_token_type_red	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_race_slaanesh_red.png	-1	1		wh3_dlc29_magic_plan	1	0	0
wh3_dlc29_magic_res_activated_negative_daemon_tzeentch	wh3_dlc29_token_type_red	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_race_tzeentch_red.png	-1	1		wh3_dlc29_magic_plan	1	0	0
wh3_dlc29_magic_summon_verminlord_corruptor_1	wh3_dlc29_token_type_green	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_summon_verminlord.png	-1	5		wh3_dlc29_magic_plan	1	0	1
wh3_dlc29_magic_summon_verminlord_corruptor_2	wh3_dlc29_token_type_green	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_summon_verminlord.png	-1	5		wh3_dlc29_magic_plan	2	0	1
wh3_dlc29_magic_summon_verminlord_corruptor_3	wh3_dlc29_token_type_green	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_summon_verminlord.png	-1	5		wh3_dlc29_magic_plan	3	0	1
wh3_dlc29_magic_summon_verminlord_corruptor_4	wh3_dlc29_token_type_green	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_summon_verminlord.png	-1	5		wh3_dlc29_magic_plan	4	0	1
wh3_dlc29_magic_summon_verminlord_corruptor_5	wh3_dlc29_token_type_green	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_summon_verminlord.png	-1	5		wh3_dlc29_magic_plan	5	0	1
wh3_dlc29_magic_summon_verminlord_deceiver_1	wh3_dlc29_token_type_green	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_summon_verminlord.png	-1	5		wh3_dlc29_magic_plan	1	0	1
wh3_dlc29_magic_summon_verminlord_deceiver_2	wh3_dlc29_token_type_green	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_summon_verminlord.png	-1	5		wh3_dlc29_magic_plan	2	0	1
wh3_dlc29_magic_summon_verminlord_deceiver_3	wh3_dlc29_token_type_green	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_summon_verminlord.png	-1	5		wh3_dlc29_magic_plan	3	0	1
wh3_dlc29_magic_summon_verminlord_deceiver_4	wh3_dlc29_token_type_green	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_summon_verminlord.png	-1	5		wh3_dlc29_magic_plan	4	0	1
wh3_dlc29_magic_summon_verminlord_deceiver_5	wh3_dlc29_token_type_green	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_summon_verminlord.png	-1	5		wh3_dlc29_magic_plan	5	0	1
wh3_dlc29_magic_summon_verminlord_dummy_1	wh3_dlc29_token_type_green	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_summon_verminlord.png	-1	5		wh3_dlc29_magic_plan	1	0	1
wh3_dlc29_magic_summon_verminlord_dummy_2	wh3_dlc29_token_type_green	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_summon_verminlord.png	-1	5		wh3_dlc29_magic_plan	2	0	1
wh3_dlc29_magic_summon_verminlord_dummy_3	wh3_dlc29_token_type_green	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_summon_verminlord.png	-1	5		wh3_dlc29_magic_plan	3	0	1
wh3_dlc29_magic_summon_verminlord_dummy_4	wh3_dlc29_token_type_green	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_summon_verminlord.png	-1	5		wh3_dlc29_magic_plan	4	0	1
wh3_dlc29_magic_summon_verminlord_dummy_5	wh3_dlc29_token_type_green	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_summon_verminlord.png	-1	5		wh3_dlc29_magic_plan	5	0	1
wh3_dlc29_magic_summon_verminlord_piece_eshin_1	wh3_dlc29_token_type_green	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_rune_stealth.png	-1	5		wh3_dlc29_magic_plan	1	500	1
wh3_dlc29_magic_summon_verminlord_piece_eshin_2	wh3_dlc29_token_type_green	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_rune_stealth.png	-1	5		wh3_dlc29_magic_plan	2	500	1
wh3_dlc29_magic_summon_verminlord_piece_eshin_3	wh3_dlc29_token_type_green	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_rune_stealth.png	-1	5		wh3_dlc29_magic_plan	3	500	1
wh3_dlc29_magic_summon_verminlord_piece_eshin_4	wh3_dlc29_token_type_green	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_rune_stealth.png	-1	5		wh3_dlc29_magic_plan	4	500	1
wh3_dlc29_magic_summon_verminlord_piece_eshin_5	wh3_dlc29_token_type_green	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_rune_stealth.png	-1	5		wh3_dlc29_magic_plan	5	500	1
wh3_dlc29_magic_summon_verminlord_piece_moulder_1	wh3_dlc29_token_type_green	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_rune_horned_rat.png	-1	5		wh3_dlc29_magic_plan	1	500	1
wh3_dlc29_magic_summon_verminlord_piece_moulder_2	wh3_dlc29_token_type_green	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_rune_horned_rat.png	-1	5		wh3_dlc29_magic_plan	2	500	1
wh3_dlc29_magic_summon_verminlord_piece_moulder_3	wh3_dlc29_token_type_green	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_rune_horned_rat.png	-1	5		wh3_dlc29_magic_plan	3	500	1
wh3_dlc29_magic_summon_verminlord_piece_moulder_4	wh3_dlc29_token_type_green	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_rune_horned_rat.png	-1	5		wh3_dlc29_magic_plan	4	500	1
wh3_dlc29_magic_summon_verminlord_piece_moulder_5	wh3_dlc29_token_type_green	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_rune_horned_rat.png	-1	5		wh3_dlc29_magic_plan	5	500	1
wh3_dlc29_magic_summon_verminlord_piece_pestilens_1	wh3_dlc29_token_type_green	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_rune_plague.png	-1	5		wh3_dlc29_magic_plan	1	500	1
wh3_dlc29_magic_summon_verminlord_piece_pestilens_2	wh3_dlc29_token_type_green	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_rune_plague.png	-1	5		wh3_dlc29_magic_plan	2	500	1
wh3_dlc29_magic_summon_verminlord_piece_pestilens_3	wh3_dlc29_token_type_green	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_rune_plague.png	-1	5		wh3_dlc29_magic_plan	3	500	1
wh3_dlc29_magic_summon_verminlord_piece_pestilens_4	wh3_dlc29_token_type_green	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_rune_plague.png	-1	5		wh3_dlc29_magic_plan	4	500	1
wh3_dlc29_magic_summon_verminlord_piece_pestilens_5	wh3_dlc29_token_type_green	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_rune_plague.png	-1	5		wh3_dlc29_magic_plan	5	500	1
wh3_dlc29_magic_summon_verminlord_piece_skryre_1	wh3_dlc29_token_type_green	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_rune_warlocks.png	-1	5		wh3_dlc29_magic_plan	1	500	1
wh3_dlc29_magic_summon_verminlord_piece_skryre_2	wh3_dlc29_token_type_green	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_rune_warlocks.png	-1	5		wh3_dlc29_magic_plan	2	500	1
wh3_dlc29_magic_summon_verminlord_piece_skryre_3	wh3_dlc29_token_type_green	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_rune_warlocks.png	-1	5		wh3_dlc29_magic_plan	3	500	1
wh3_dlc29_magic_summon_verminlord_piece_skryre_4	wh3_dlc29_token_type_green	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_rune_warlocks.png	-1	5		wh3_dlc29_magic_plan	4	500	1
wh3_dlc29_magic_summon_verminlord_piece_skryre_5	wh3_dlc29_token_type_green	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_rune_warlocks.png	-1	5		wh3_dlc29_magic_plan	5	500	1
wh3_dlc29_magic_summon_verminlord_warbringer_1	wh3_dlc29_token_type_green	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_summon_verminlord.png	-1	5		wh3_dlc29_magic_plan	1	0	1
wh3_dlc29_magic_summon_verminlord_warbringer_2	wh3_dlc29_token_type_green	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_summon_verminlord.png	-1	5		wh3_dlc29_magic_plan	2	0	1
wh3_dlc29_magic_summon_verminlord_warbringer_3	wh3_dlc29_token_type_green	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_summon_verminlord.png	-1	5		wh3_dlc29_magic_plan	3	0	1
wh3_dlc29_magic_summon_verminlord_warbringer_4	wh3_dlc29_token_type_green	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_summon_verminlord.png	-1	5		wh3_dlc29_magic_plan	4	0	1
wh3_dlc29_magic_summon_verminlord_warbringer_5	wh3_dlc29_token_type_green	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_summon_verminlord.png	-1	5		wh3_dlc29_magic_plan	5	0	1
wh3_dlc29_magic_summon_verminlord_warpseer_1	wh3_dlc29_token_type_green	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_summon_verminlord.png	-1	5		wh3_dlc29_magic_plan	1	0	1
wh3_dlc29_magic_summon_verminlord_warpseer_2	wh3_dlc29_token_type_green	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_summon_verminlord.png	-1	5		wh3_dlc29_magic_plan	2	0	1
wh3_dlc29_magic_summon_verminlord_warpseer_3	wh3_dlc29_token_type_green	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_summon_verminlord.png	-1	5		wh3_dlc29_magic_plan	3	0	1
wh3_dlc29_magic_summon_verminlord_warpseer_4	wh3_dlc29_token_type_green	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_summon_verminlord.png	-1	5		wh3_dlc29_magic_plan	4	0	1
wh3_dlc29_magic_summon_verminlord_warpseer_5	wh3_dlc29_token_type_green	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_summon_verminlord.png	-1	5		wh3_dlc29_magic_plan	5	0	1
wh3_dlc29_magic_upgrade_verminlord_1	wh3_dlc29_token_type_dummy	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_summon_verminlord.png	-1	1		wh3_dlc29_magic_plan	2	0	0
wh3_dlc29_magic_upgrade_verminlord_2	wh3_dlc29_token_type_upgrade	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_summon_verminlord.png	-1	1		wh3_dlc29_magic_plan	2	0	0
wh3_dlc29_magic_upgrade_verminlord_3	wh3_dlc29_token_type_upgrade	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_summon_verminlord.png	-1	1		wh3_dlc29_magic_plan	3	0	0
wh3_dlc29_magic_upgrade_verminlord_4	wh3_dlc29_token_type_upgrade	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_summon_verminlord.png	-1	1		wh3_dlc29_magic_plan	4	0	0
wh3_dlc29_magic_upgrade_verminlord_5	wh3_dlc29_token_type_upgrade	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_summon_verminlord.png	-1	1		wh3_dlc29_magic_plan	5	0	0
wh3_dlc29_magic_verminlord_rank_up	wh3_dlc29_token_type_yellow	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_verminlord_rank_up.png	-1	5		wh3_dlc29_magic_plan	1	500	0
wh3_dlc29_military_action_assassin	wh3_dlc29_token_type_action	-1	UI\skins\default\dlc29_skv_chaotic_plans\icon_action_hire_assassin.png	13	1	wh3_dlc29_skv_token_usage_warpstone_100	wh3_dlc29_military_plan	1	0	0
wh3_dlc29_military_action_assassin_2	wh3_dlc29_token_type_action	-1	UI\skins\default\dlc29_skv_chaotic_plans\icon_action_hire_assassin.png	13	1	wh3_dlc29_skv_token_usage_warpstone_300	wh3_dlc29_military_plan	2	0	0
wh3_dlc29_military_action_assassin_3	wh3_dlc29_token_type_action	-1	UI\skins\default\dlc29_skv_chaotic_plans\icon_action_hire_assassin.png	13	1	wh3_dlc29_skv_token_usage_warpstone_500	wh3_dlc29_military_plan	3	0	0
wh3_dlc29_military_action_assassin_draw	wh3_dlc29_token_type_action	-1	UI\skins\default\dlc29_skv_chaotic_plans\icon_action_find_troops.png	3	1	wh3_dlc29_skv_token_usage_warpstone_100	wh3_dlc29_military_plan	3	0	0
wh3_dlc29_military_action_bounty_chieftain_0	wh3_dlc29_token_type_action	1	UI\skins\default\dlc29_skv_chaotic_plans\icon_action_overcome.png	-1	1		wh3_dlc29_military_plan	1	0	0
wh3_dlc29_military_action_bounty_chieftain_1	wh3_dlc29_token_type_action	1	UI\skins\default\dlc29_skv_chaotic_plans\icon_action_overcome.png	-1	1		wh3_dlc29_military_plan	1	0	0
wh3_dlc29_military_action_bounty_packmaster_0	wh3_dlc29_token_type_action	1	UI\skins\default\dlc29_skv_chaotic_plans\icon_action_overcome.png	-1	1		wh3_dlc29_military_plan	1	0	0
wh3_dlc29_military_action_bounty_packmaster_2	wh3_dlc29_token_type_action	1	UI\skins\default\dlc29_skv_chaotic_plans\icon_action_overcome.png	-1	1		wh3_dlc29_military_plan	1	0	0
wh3_dlc29_military_action_bounty_plague_priest_0	wh3_dlc29_token_type_action	1	UI\skins\default\dlc29_skv_chaotic_plans\icon_action_overcome.png	-1	1		wh3_dlc29_military_plan	1	0	0
wh3_dlc29_military_action_bounty_plague_priest_2	wh3_dlc29_token_type_action	1	UI\skins\default\dlc29_skv_chaotic_plans\icon_action_overcome.png	-1	1		wh3_dlc29_military_plan	1	0	0
wh3_dlc29_military_action_bounty_warlock_engineer	wh3_dlc29_token_type_action	1	UI\skins\default\dlc29_skv_chaotic_plans\icon_action_overcome.png	-1	1		wh3_dlc29_military_plan	1	0	0
wh3_dlc29_military_action_chieftain_0	wh3_dlc29_token_type_action	-1	UI\skins\default\dlc29_skv_chaotic_plans\icon_action_stormvermin.png	13	1	wh3_dlc29_skv_token_usage_warpstone_100	wh3_dlc29_military_plan	1	0	0
wh3_dlc29_military_action_chieftain_1	wh3_dlc29_token_type_action	-1	UI\skins\default\dlc29_skv_chaotic_plans\icon_action_stormvermin.png	13	1	wh3_dlc29_skv_token_usage_warpstone_300	wh3_dlc29_military_plan	2	0	0
wh3_dlc29_military_action_chieftain_2	wh3_dlc29_token_type_action	-1	UI\skins\default\dlc29_skv_chaotic_plans\icon_action_stormvermin.png	13	1	wh3_dlc29_skv_token_usage_warpstone_500	wh3_dlc29_military_plan	3	0	0
wh3_dlc29_military_action_eshin_sorcerer	wh3_dlc29_token_type_action	-1	UI\skins\default\dlc29_skv_chaotic_plans\icon_action_hire_eshin_sorceror.png	13	1	wh3_dlc29_skv_token_usage_warpstone_100	wh3_dlc29_military_plan	1	0	0
wh3_dlc29_military_action_eshin_sorcerer_1	wh3_dlc29_token_type_action	-1	UI\skins\default\dlc29_skv_chaotic_plans\icon_action_hire_eshin_sorceror.png	13	1	wh3_dlc29_skv_token_usage_warpstone_300	wh3_dlc29_military_plan	2	0	0
wh3_dlc29_military_action_eshin_sorcerer_2	wh3_dlc29_token_type_action	-1	UI\skins\default\dlc29_skv_chaotic_plans\icon_action_hire_eshin_sorceror.png	13	1	wh3_dlc29_skv_token_usage_warpstone_500	wh3_dlc29_military_plan	3	0	0
wh3_dlc29_military_action_packmaster_0	wh3_dlc29_token_type_action	-1	UI\skins\default\dlc29_skv_chaotic_plans\icon_action_hire_packmaster.png	13	1	wh3_dlc29_skv_token_usage_warpstone_100	wh3_dlc29_military_plan	1	0	0
wh3_dlc29_military_action_packmaster_1	wh3_dlc29_token_type_action	-1	UI\skins\default\dlc29_skv_chaotic_plans\icon_action_hire_packmaster.png	13	1	wh3_dlc29_skv_token_usage_warpstone_300	wh3_dlc29_military_plan	2	0	0
wh3_dlc29_military_action_packmaster_2	wh3_dlc29_token_type_action	-1	UI\skins\default\dlc29_skv_chaotic_plans\icon_action_hire_packmaster.png	13	1	wh3_dlc29_skv_token_usage_warpstone_500	wh3_dlc29_military_plan	3	0	0
wh3_dlc29_military_action_plague_priest_0	wh3_dlc29_token_type_action	-1	UI\skins\default\dlc29_skv_chaotic_plans\icon_action_hire_plague_priest.png	13	1	wh3_dlc29_skv_token_usage_warpstone_100	wh3_dlc29_military_plan	1	0	0
wh3_dlc29_military_action_plague_priest_1	wh3_dlc29_token_type_action	-1	UI\skins\default\dlc29_skv_chaotic_plans\icon_action_hire_plague_priest.png	13	1	wh3_dlc29_skv_token_usage_warpstone_300	wh3_dlc29_military_plan	2	0	0
wh3_dlc29_military_action_plague_priest_2	wh3_dlc29_token_type_action	-1	UI\skins\default\dlc29_skv_chaotic_plans\icon_action_hire_plague_priest.png	13	1	wh3_dlc29_skv_token_usage_warpstone_500	wh3_dlc29_military_plan	3	0	0
wh3_dlc29_military_action_skill_grey_seer_censer_bearers	wh3_dlc29_token_type_green	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_all_around_squad.png	-1	1		wh3_dlc29_military_plan	5	500	1
wh3_dlc29_military_action_skill_grey_seer_draw_units_1	wh3_dlc29_token_type_action	-1	UI\skins\default\dlc29_skv_chaotic_plans\icon_action_increase_underling_limit.png	2	1	wh3_dlc29_skv_token_usage_warpstone_50	wh3_dlc29_military_plan	1	0	0
wh3_dlc29_military_action_skill_grey_seer_draw_units_2	wh3_dlc29_token_type_action	-1	UI\skins\default\dlc29_skv_chaotic_plans\icon_action_increase_underling_limit.png	2	1	wh3_dlc29_skv_token_usage_warpstone_50	wh3_dlc29_military_plan	2	0	0
wh3_dlc29_military_action_skill_grey_seer_draw_units_3	wh3_dlc29_token_type_action	-1	UI\skins\default\dlc29_skv_chaotic_plans\icon_action_increase_underling_limit.png	2	1	wh3_dlc29_skv_token_usage_warpstone_50	wh3_dlc29_military_plan	3	0	0
wh3_dlc29_military_action_skill_grey_seer_draw_units_4	wh3_dlc29_token_type_action	-1	UI\skins\default\dlc29_skv_chaotic_plans\icon_action_increase_underling_limit.png	2	1	wh3_dlc29_skv_token_usage_warpstone_50	wh3_dlc29_military_plan	4	0	0
wh3_dlc29_military_action_skill_grey_seer_draw_units_5	wh3_dlc29_token_type_action	-1	UI\skins\default\dlc29_skv_chaotic_plans\icon_action_increase_underling_limit.png	2	1	wh3_dlc29_skv_token_usage_warpstone_50	wh3_dlc29_military_plan	5	0	0
wh3_dlc29_military_action_skill_grey_seer_stormfiend	wh3_dlc29_token_type_green	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_stormfiend.png	-1	1		wh3_dlc29_military_plan	5	500	1
wh3_dlc29_military_action_skill_grey_seer_stormvermin_generated	wh3_dlc29_token_type_green	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_stormvermin.png	-1	1		wh3_dlc29_military_plan	5	500	0
wh3_dlc29_military_action_skill_spawn_cauldron_poxes_1	wh3_dlc29_token_type_action	-1	UI\skins\default\dlc29_skv_chaotic_plans\icon_action_concoct.png	4	1	wh3_dlc29_skv_token_usage_warpstone_100	wh3_dlc29_military_plan	1	0	0
wh3_dlc29_military_action_skill_spawn_cauldron_poxes_2	wh3_dlc29_token_type_action	-1	UI\skins\default\dlc29_skv_chaotic_plans\icon_action_concoct.png	4	1	wh3_dlc29_skv_token_usage_warpstone_100	wh3_dlc29_military_plan	2	0	0
wh3_dlc29_military_action_skill_spawn_cauldron_poxes_3	wh3_dlc29_token_type_action	-1	UI\skins\default\dlc29_skv_chaotic_plans\icon_action_concoct.png	4	1	wh3_dlc29_skv_token_usage_warpstone_100	wh3_dlc29_military_plan	3	0	0
wh3_dlc29_military_action_skill_spawn_cauldron_poxes_generated	wh3_dlc29_token_type_green	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_plagues_green.png	-1	1		wh3_dlc29_military_plan	4	500	0
wh3_dlc29_military_action_skill_spawn_death_globe_bombadiers_generated	wh3_dlc29_token_type_green	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_death_globe_bombadiers.png	-1	1		wh3_dlc29_military_plan	2	0	0
wh3_dlc29_military_action_skill_spawn_hell_pit_abomination_1	wh3_dlc29_token_type_action	-1	UI\skins\default\dlc29_skv_chaotic_plans\icon_action_feeding.png	4	1	wh3_dlc29_skv_token_usage_warpstone_100	wh3_dlc29_military_plan	1	0	0
wh3_dlc29_military_action_skill_spawn_hell_pit_abomination_2	wh3_dlc29_token_type_action	-1	UI\skins\default\dlc29_skv_chaotic_plans\icon_action_feeding.png	4	1	wh3_dlc29_skv_token_usage_warpstone_100	wh3_dlc29_military_plan	1	0	0
wh3_dlc29_military_action_skill_spawn_hell_pit_abomination_generated	wh3_dlc29_token_type_green	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_hell_pit_abomination.png	-1	1		wh3_dlc29_military_plan	2	1000	0
wh3_dlc29_military_action_skill_spawn_poisoned_wind_mortars_dlc_generated	wh3_dlc29_token_type_green	-1	UI\skins\default\dlc29_skv_chaotic_plans\token\token_poison_wind_mortar.png	-1	1		wh3_dlc29_military_plan	2	0	0
