province	region	is_capital
wh3_main_combi_province_the_bleak_coast	wh3_main_combi_region_the_moon_shard	false
wh3_main_combi_province_mootland	wh3_main_combi_region_the_moot	true
wh3_main_combi_province_the_ice_fire_plains	wh3_main_combi_region_the_never_ending_chasm	false
wh3_main_combi_province_yn_edri_eternos	wh3_main_combi_region_the_oak_of_ages	true
wh3_dlc20_combi_province_frigid_wasteland	wh3_main_combi_region_the_palace_of_ruin	true
wh3_main_combi_province_the_silver_road	wh3_main_combi_region_the_pillars_of_grungni	false
wh3_main_combi_province_the_sacred_pools	wh3_main_combi_region_the_sacred_pools	true
wh3_main_combi_province_the_lost_valley	wh3_main_combi_region_the_sentinel_of_time	false
wh3_main_combi_province_the_howling_wastes	wh3_main_combi_region_the_sentinels	false
wh3_main_combi_province_northern_wastes	wh3_main_combi_region_the_silvered_tower_of_sorcerers	true
wh3_main_combi_province_the_southern_wastes	wh3_main_combi_region_the_sinhall_monolith	false
wh3_main_combi_province_the_abyssal_glacier	wh3_main_combi_region_the_skull_carvers_abode	false
wh3_main_combi_province_culchan_plains	wh3_main_combi_region_the_southern_sentinels	true
wh3_main_combi_province_volcanic_islands	wh3_main_combi_region_the_star_tower	true
wh3_main_combi_province_the_noisome_tumour	wh3_main_combi_region_the_tower_of_flies	false
wh3_main_combi_province_trollheim_mountains	wh3_main_combi_region_the_tower_of_khrakk	true
wh3_main_combi_province_bloodfire_falls	wh3_main_combi_region_the_tower_of_torment	false
wh3_main_combi_province_the_clawed_coast	wh3_main_combi_region_the_twisted_glade	true
wh3_main_combi_province_the_cold_mires	wh3_main_combi_region_the_twisted_towers	true
wh3_main_combi_province_stonesky_foothills	wh3_main_combi_region_the_volary	true
wh3_main_combi_province_the_witchwood	wh3_main_combi_region_the_witchwood	true
wh3_main_combi_province_the_blood_marshes	wh3_main_combi_region_the_writhing_fortress	true
wh3_main_combi_province_spine_of_sotek	wh3_main_combi_region_thrice_cursed_peak	false
wh3_main_combi_province_ancient_giant_lands	wh3_main_combi_region_titans_notch	false
wh3_main_combi_province_the_gwangee_valley	wh3_main_combi_region_tlanxla	false
wh3_main_combi_province_western_jungles	wh3_main_combi_region_tlaqua	true
wh3_main_combi_province_scorpion_coast	wh3_main_combi_region_tlaxtlan	true
wh3_main_combi_province_vampire_coast	wh3_main_combi_region_tlax	false
wh3_main_combi_province_estalia	wh3_main_combi_region_tobaro	false
wh3_main_combi_province_chrace	wh3_main_combi_region_tor_achare	true
wh3_main_combi_province_nagarythe	wh3_main_combi_region_tor_anlec	true
wh3_main_combi_province_tiranoc	wh3_main_combi_region_tor_anroc	true
wh3_main_combi_province_nagarythe	wh3_main_combi_region_tor_dranil	false
wh3_main_combi_province_eastern_colonies	wh3_main_combi_region_tor_elasor	false
wh3_main_combi_province_ellyrion	wh3_main_combi_region_tor_elyr	true
wh3_main_combi_province_saphery	wh3_main_combi_region_tor_finu	false
wh3_main_combi_province_cothique	wh3_main_combi_region_tor_koruali	true
wh3_main_combi_province_avelorn	wh3_main_combi_region_tor_saroir	false
wh3_main_combi_province_caledor	wh3_main_combi_region_tor_sethai	false
wh3_main_combi_province_dawns_landing	wh3_main_combi_region_tor_surpindar	false
wh3_main_combi_province_northern_yvresse	wh3_main_combi_region_tor_yvresse	true
wh3_main_combi_province_serpent_estuary	wh3_main_combi_region_tower_of_ashung	true
wh3_main_combi_province_the_wolf_lands	wh3_main_combi_region_tower_of_gorgoth	true
wh3_main_combi_province_eataine	wh3_main_combi_region_tower_of_lysean	false
wh3_main_combi_province_eastern_colonies	wh3_main_combi_region_tower_of_the_stars	false
wh3_main_combi_province_eastern_colonies	wh3_main_combi_region_tower_of_the_sun	true
wh3_main_combi_province_northern_yvresse	wh3_main_combi_region_tralinia	false
wh3_main_combi_province_the_skull_road	wh3_main_combi_region_tribeslaughter	false
wh3_main_combi_province_vanaheim_mountains	wh3_main_combi_region_troll_fjord	false
wh3_main_combi_province_eastern_great_bastion	wh3_main_combi_region_turtle_gate	true
wh3_main_combi_province_ashen_coast	wh3_main_combi_region_tyrant_peak	true
wh3_main_combi_province_reikland	wh3_main_combi_region_ubersreik	false
wh3_main_combi_province_unicorn_gate	wh3_main_combi_region_unicorn_gate	true
wh3_main_combi_province_zorn_uzkul	wh3_main_combi_region_uzkulak	true
wh3_main_combi_province_eight_peaks	wh3_main_combi_region_valayas_sorrow	false
wh3_main_combi_province_bone_road	wh3_main_combi_region_vale_of_titans	false
wh3_main_combi_province_mountains_of_mourn	wh3_main_combi_region_valley_of_horns	false
wh3_main_combi_province_blood_river_valley	wh3_main_combi_region_varenka_hills	false
wh3_main_combi_province_helspire_mountains	wh3_main_combi_region_varg_camp	false
wh3_main_combi_province_torgovann	wh3_main_combi_region_vauls_anvil_loren	true
wh3_main_combi_province_doom_glades	wh3_main_combi_region_vauls_anvil_naggaroth	false
wh3_main_combi_province_caledor	wh3_main_combi_region_vauls_anvil_ulthuan	true
wh3_main_combi_province_obsidian_peaks	wh3_main_combi_region_venom_glade	false
wh3_main_combi_province_western_border_princes	wh3_main_combi_region_verdanos	false
wh3_main_combi_province_forests_of_the_moon	wh3_main_combi_region_village_of_the_moon	false
wh3_main_combi_province_broken_lands_of_tian_li	wh3_main_combi_region_village_of_the_tigermen	false
wh3_main_combi_province_southern_oblast	wh3_main_combi_region_vitevo	false
wh3_main_combi_province_plain_of_illusions	wh3_main_combi_region_volcanos_heart	false
wh3_main_combi_province_eastern_oblast	wh3_main_combi_region_volksgrad	false
wh3_main_combi_province_the_abyssal_glacier	wh3_main_combi_region_volulltrax	false
wh3_main_combi_province_atalan_mountains	wh3_main_combi_region_vulture_mountain	true
wh3_main_combi_province_the_great_canal	wh3_main_combi_region_waili_village	false
wh3_main_combi_province_northern_sylvania	wh3_main_combi_region_waldenhof	false
wh3_main_combi_province_argwylon	wh3_main_combi_region_waterfall_palace	true
wh3_main_combi_province_imperial_road	wh3_main_combi_region_wei_jin	true
wh3_main_combi_province_middenland	wh3_main_combi_region_weismund	false
wh3_main_combi_province_jungles_of_green_mist	wh3_main_combi_region_wellsprings_of_eternity	false
wh3_main_combi_province_lands_of_stone_and_steel	wh3_main_combi_region_weng_chang	false
wh3_main_combi_province_saphery	wh3_main_combi_region_white_tower_of_hoeth	true
wh3_main_combi_province_ellyrion	wh3_main_combi_region_whitefire_tor	false
wh3_main_combi_province_tiranoc	wh3_main_combi_region_whitepeak	false
wh3_main_combi_province_mountains_of_hel	wh3_main_combi_region_winter_pyre	false
wh3_main_combi_province_wissenland	wh3_main_combi_region_wissenburg	false
wh3_main_combi_province_land_of_assassins	wh3_main_combi_region_wizard_caliphs_palace	true
wh3_main_combi_province_ostland	wh3_main_combi_region_wolfenburg	true
wh3_main_combi_province_deadrock_gap	wh3_main_combi_region_worlds_edge_archway	false
wh3_main_combi_province_the_misty_hills	wh3_main_combi_region_wreckers_point	false
wh3_main_combi_province_stirland	wh3_main_combi_region_wurtbad	true
wh3_main_combi_province_scorpion_coast	wh3_main_combi_region_xahutec	false
wh3_main_combi_province_wastelands_of_jinshen	wh3_main_combi_region_xen_wu	false
wh3_main_combi_province_river_qurveza	wh3_main_combi_region_xhotl	false
wh3_main_combi_province_forests_of_the_moon	wh3_main_combi_region_xing_po	false
wh3_main_combi_province_mosquito_swamps	wh3_main_combi_region_xlanhuapec	true
wh3_main_combi_province_the_night_forest_road	wh3_main_combi_region_xlanzec	false
wh3_main_combi_province_eastern_oblast	wh3_main_combi_region_yetchitch	false
wh3_main_combi_province_ancient_giant_lands	wh3_main_combi_region_yhetee_peak	true
wh3_main_combi_province_southern_jungles	wh3_main_combi_region_yuatek	false
wh3_main_combi_province_kdatha	wh3_main_combi_region_zanbaijin	true
wh3_main_combi_province_the_cracked_land	wh3_main_combi_region_zandri	false
wh3_main_combi_province_the_vaults	wh3_main_combi_region_zarakzil	false
wh3_main_combi_province_southern_oblast	wh3_main_combi_region_zavastra	false
wh3_main_combi_province_celestial_lake	wh3_main_combi_region_zhanshi	true
wh3_main_combi_province_the_plain_of_zharr	wh3_main_combi_region_zharr_naggrund	true
wh3_main_combi_province_plains_of_xen	wh3_main_combi_region_zhizhu	false
wh3_main_combi_province_black_water	wh3_main_combi_region_zhufbar	true
wh3_main_combi_province_the_isthmus_coast	wh3_main_combi_region_ziggurat_of_dawn	false
wh3_main_combi_province_southern_jungles	wh3_main_combi_region_zlatlan	true
wh3_main_combi_province_western_oblast	wh3_main_combi_region_zoishenk	false
wh3_main_combi_province_western_border_princes	wh3_main_combi_region_zvorak	false
wh3_prologue_province_broken_lands	wh3_prologue_region_broken_lands_tong_hall	true
wh3_prologue_province_canyons_of_gore	wh3_prologue_region_canyons_of_gore_gore_town	true
wh3_prologue_province_crimson_vale	wh3_prologue_region_crimson_vale_hall_of_the_keepers	true
wh3_prologue_province_fleshlands	wh3_prologue_region_fleshlands_blood_haven	true
wh3_prologue_province_frozen_plains	wh3_prologue_region_frozen_plains_dervingard	true
wh3_prologue_province_ice_canyon	wh3_prologue_region_ice_canyon_beacon_fort	true
wh3_prologue_province_icecaid_pass	wh3_prologue_region_icecaid_pass_claw_reach	true
wh3_prologue_province_mirror_marches	wh3_prologue_region_mirror_marshes_the_loci_palace	true
wh3_prologue_province_mountain_pass	wh3_prologue_region_mountain_pass_kislev_refuge	true
wh3_prologue_province_plains_of_brass	wh3_prologue_region_plains_of_brass_the_tah_camp	true
wh3_prologue_province_river_of_the_flux	wh3_prologue_region_river_of_the_flux_the_fording_place	true
wh3_prologue_province_the_falls_of_circatrex	wh3_prologue_region_the_falls_of_circatrex_the_rookery	true
wh3_prologue_province_the_maze_keep	wh3_prologue_region_the_maze_keep_mansion_of_eyes	true
wh3_prologue_province_the_scarlet_steppes	wh3_prologue_region_the_scarlet_steppes_the_blood_moot	true
wh3_prologue_province_the_void_steppes	wh3_prologue_region_the_void_steppes_the_monolith_of_the_void	true
