region	campaign	id	owning_faction	faction_capital	base_population	base_max_population	population	base_gdp	town_wealth	rebel_faction	cultural_originator	rebel_faction_name	settler_rebellions_enabled	capture_prestige	long_description	development_points	base_fertility	slot_cap
wh3_main_combi_region_bitterstone_mine	wh3_main_combi	1600609915	1090334645	false	10000	50000	10000	0	0	wh_main_grn_teef_snatchaz	wh_main_sc_grn_greenskins		false	0		0	0	4
wh3_main_combi_region_black_crag	wh3_main_combi	2052627951	210081327	true	10000	50000	10000	0	0	wh3_dlc26_grn_gorbad_ironclaw	wh_main_sc_dwf_dwarfs		false	0		0	0	10
wh3_main_combi_region_black_creek_spire	wh3_main_combi	753342862	675565794	false	10000	50000	10000	0	0	wh2_main_def_karond_kar	wh2_main_sc_def_dark_elves		false	0		0	0	4
wh3_main_combi_region_black_fang	wh3_main_combi	1088136064	1767430733	false	10000	50000	10000	0	0	wh3_main_ogr_blood_guzzlers	wh3_main_sc_ogr_ogre_kingdoms		false	0		0	0	4
wh3_main_combi_region_black_fortress	wh3_main_combi	872260137	896524730	true	10000	50000	10000	0	0	wh3_dlc23_chd_legion_of_azgorh	wh3_dlc23_sc_chd_chaos_dwarfs		false	0		0	0	8
wh3_main_combi_region_black_iron_mine	wh3_main_combi	808592536	824379357	false	10000	50000	10000	0	0	wh_main_dwf_karak_azul	wh_main_sc_dwf_dwarfs		false	0		0	0	4
wh3_main_combi_region_black_pyramid_of_nagash	wh3_main_combi	45450029	1215179806	true	10000	50000	10000	0	0	wh2_dlc09_tmb_the_sentinels	wh2_dlc09_sc_tmb_tomb_kings		false	0		0	0	10
wh3_main_combi_region_black_rock	wh3_main_combi	389218956	1418631753	true	10000	50000	10000	0	0	wh3_main_tze_broken_wheel	wh_main_sc_chs_chaos		false	0		0	0	8
wh3_main_combi_region_black_tower_of_arkhan	wh3_main_combi	1027933153	536675019	true	10000	50000	10000	0	0	wh2_dlc09_tmb_rakaph_dynasty	wh2_dlc09_sc_tmb_tomb_kings		false	0		0	0	8
wh3_main_combi_region_blacklight_tower	wh3_main_combi	927955098	675565794	false	10000	50000	10000	0	0	wh2_main_def_karond_kar	wh2_main_sc_def_dark_elves		false	0		0	0	8
wh3_main_combi_region_blackstone_post	wh3_main_combi	1133127245	1738448985	true	10000	50000	10000	0	0	wh2_dlc11_vmp_the_barrow_legion	wh_main_sc_vmp_vampire_counts		false	0		0	0	8
wh3_main_combi_region_bleak_hold_fortress	wh3_main_combi	1745679695	1535913231	true	10000	50000	10000	0	0	wh3_dlc24_ksl_daughters_of_the_forest	wh2_main_sc_def_dark_elves		false	0		0	0	4
wh3_main_combi_region_blizzardpeak	wh3_main_combi	1790171923	1055675159	false	10000	50000	10000	0	0	wh3_main_ogr_loose_tooth	wh3_main_sc_ogr_ogre_kingdoms		false	0		0	0	4
wh3_main_combi_region_blood_mountain	wh3_main_combi	227728707	1483749746	false	10000	50000	10000	0	0	wh3_main_kho_crimson_skull	wh_main_sc_chs_chaos		false	0		0	0	4
wh3_main_combi_region_bloodpeak	wh3_main_combi	1435449588	1971810107	true	10000	50000	10000	0	0	wh3_main_ogr_blood_guzzlers	wh3_main_sc_ogr_ogre_kingdoms		false	0		0	0	8
wh3_main_combi_region_bloodwind_keep	wh3_main_combi	1043814472	1654025452	true	10000	50000	10000	0	0	wh3_main_chs_khazag	wh_main_sc_chs_chaos		false	0		0	0	8
wh3_main_combi_region_bordeleaux	wh3_main_combi	1666337857	795012507	false	10000	50000	10000	0	0	wh_main_brt_bordeleaux	wh_main_sc_brt_bretonnia		false	0		0	0	8
wh3_main_combi_region_brass_keep	wh3_main_combi	798668272	1001732985	true	10000	50000	10000	0	0	wh3_dlc20_chs_festus	wh_main_sc_emp_empire		false	0		0	0	8
wh3_main_combi_region_bridge_of_heaven	wh3_main_combi	1065341666	153733105	false	10000	50000	10000	0	0	wh3_dlc21_vmp_jiangshi_rebels	wh3_main_sc_cth_cathay		false	0		0	0	4
wh3_main_combi_region_brionne	wh3_main_combi	1657589143	1242361771	true	10000	50000	10000	0	0	wh_main_brt_carcassonne	wh_main_sc_brt_bretonnia		false	0		0	0	4
wh3_main_combi_region_broken_mount	wh3_main_combi	1071820510	74119223	false	10000	50000	10000	0	0	wh_main_nor_norsca_rebels	wh_dlc08_sc_nor_norsca		false	0		0	0	4
wh3_main_combi_region_cairn_thel	wh3_main_combi	404131036	1810179394	false	10000	50000	10000	0	0	wh2_main_hef_yvresse	wh2_main_sc_hef_high_elves		false	0		0	0	4
wh3_main_combi_region_carroburg	wh3_main_combi	178873425	1114600230	false	10000	50000	10000	0	0	wh_main_emp_middenland	wh_main_sc_emp_empire		false	0		0	0	4
wh3_main_combi_region_castle_alexandronov	wh3_main_combi	1395371784	579054252	false	100000	500000	100000	0	0	wh3_main_ksl_ungol_kindred	wh3_main_sc_ksl_kislev		false	0		0	0	4
wh3_main_combi_region_castle_artois	wh3_main_combi	394180178	1533013278	true	10000	50000	10000	0	0	wh_main_brt_artois	wh_main_sc_brt_bretonnia		false	0		0	0	8
wh3_main_combi_region_castle_bastonne	wh3_main_combi	380497080	1542591415	true	10000	50000	10000	0	0	wh_main_brt_bastonne	wh_main_sc_brt_bretonnia		false	0		0	0	8
wh3_main_combi_region_castle_carcassonne	wh3_main_combi	972533129	519816309	true	10000	50000	10000	0	0	wh_main_brt_carcassonne	wh_main_sc_brt_bretonnia		false	0		0	0	8
wh3_main_combi_region_castle_drakenhof	wh3_main_combi	1766100491	823417961	true	10000	50000	10000	0	0	wh_main_vmp_schwartzhafen	wh_main_sc_vmp_vampire_counts		false	0		1	0	10
wh3_main_combi_region_castle_of_splendour	wh3_main_combi	2117926013	1670098810	false	100000	50000	10000	0	0	wh3_main_sla_rapturous_excess	wh_main_sc_chs_chaos		false	0		0	0	4
wh3_main_combi_region_castle_templehof	wh3_main_combi	2045725144	806473390	true	10000	50000	10000	0	0	wh_main_vmp_rival_sylvanian_vamps	wh_main_sc_vmp_vampire_counts		false	0		1	0	8
wh3_main_combi_region_castle_von_rauken	wh3_main_combi	1190993176	1038458061	false	10000	50000	10000	0	0	wh_main_emp_ostland	wh_main_sc_emp_empire		false	0		0	0	4
wh3_main_combi_region_caverns_of_sotek	wh3_main_combi	926933725	2035219020	false	10000	50000	10000	0	0	wh3_main_skv_clan_morbidus	wh2_main_sc_lzd_lizardmen		false	0		0	0	4
wh3_main_combi_region_celestial_monastery	wh3_main_combi	902734898	583581759	false	10000	50000	10000	0	0	wh3_main_cth_the_jade_custodians	wh3_main_sc_cth_cathay		false	0		0	0	4
wh3_main_combi_region_chamber_of_visions	wh3_main_combi	2039787937	542533424	false	10000	50000	10000	0	0	wh2_main_lzd_sentinels_of_xeti	wh2_main_sc_lzd_lizardmen		false	0		0	0	4
wh3_main_combi_region_chaqua	wh3_main_combi	1195085278	1849564109	true	10000	50000	10000	0	0	wh2_main_lzd_itza	wh2_main_sc_lzd_lizardmen		false	0		0	0	4
wh3_main_combi_region_chill_road	wh3_main_combi	1798613885	1456132922	false	10000	50000	10000	0	0	wh2_main_def_ghrond	wh2_main_sc_def_dark_elves		false	0		0	0	4
wh3_main_combi_region_chimai	wh3_main_combi	1100024342	1443157541	false	10000	50000	10000	0	0	wh3_main_cth_eastern_river_lords	wh2_dlc11_sc_cst_vampire_coast		false	0		0	0	4
wh3_main_combi_region_chupayotl	wh3_main_combi	987240724	1674673608	false	10000	50000	10000	0	0	wh2_main_lzd_southern_sentinels	wh2_main_sc_lzd_lizardmen		false	0		0	0	4
wh3_main_combi_region_circle_of_destruction	wh3_main_combi	1102907552	874508441	false	10000	50000	10000	0	0	wh2_main_def_clar_karond	wh2_main_sc_def_dark_elves		false	0		0	0	4
wh3_main_combi_region_citadel_of_dusk	wh3_main_combi	1225640664	1553917028	true	10000	50000	10000	0	0	wh2_main_hef_citadel_of_dusk	wh2_main_sc_hef_high_elves		false	0		0	0	8
wh3_main_combi_region_citadel_of_lead	wh3_main_combi	2038266710	1795061510	false	10000	50000	10000	0	0	wh_dlc08_nor_vanaheimlings	wh_dlc08_sc_nor_norsca		false	0		0	0	4
wh3_main_combi_region_city_of_the_shugengan	wh3_main_combi	1755586761	1612875393	false	10000	50000	10000	0	0	wh3_main_cth_celestial_loyalists	wh3_main_sc_cth_cathay		false	0		0	0	4
wh3_main_combi_region_clar_karond	wh3_main_combi	670472992	874508441	true	10000	50000	10000	0	0	wh2_main_def_clar_karond	wh2_main_sc_def_dark_elves		false	0		0	0	8
wh3_main_combi_region_clarak_spire	wh3_main_combi	188373380	873964117	true	10000	50000	10000	0	0	wh2_dlc09_tmb_exiles_of_nehek	wh2_main_sc_def_dark_elves		false	0		0	0	8
wh3_main_combi_region_cliff_of_beasts	wh3_main_combi	1730359508	1418631753	false	100000	50000	10000	0	0	wh3_main_tze_broken_wheel	wh3_main_sc_nur_nurgle		false	0		0	0	4
wh3_main_combi_region_copher	wh3_main_combi	1331258872	14487349	true	10000	50000	10000	0	0	wh2_dlc14_brt_chevaliers_de_lyonesse	wh_main_sc_brt_bretonnia		false	0		0	0	4
wh3_main_combi_region_couronne	wh3_main_combi	288732676	1482038259	true	10000	50000	10000	0	0	wh_main_brt_bretonnia	wh_main_sc_brt_bretonnia		false	0		1	0	10
wh3_main_combi_region_crag_halls_of_findol	wh3_main_combi	1303187912	266028984	true	10000	50000	10000	0	0	wh_dlc05_wef_wydrioth	wh_dlc05_sc_wef_wood_elves		false	0		0	0	10
wh3_main_combi_region_cragroth_deep	wh3_main_combi	154964057		false	10000	50000	10000	0	0	wh2_main_def_hag_graef	wh2_main_sc_def_dark_elves		false	0		0	0	4
wh3_main_combi_region_crookback_mountain	wh3_main_combi	1929475167	1448550515	true	10000	50000	10000	0	0	wh2_dlc09_skv_clan_rictus	wh2_main_sc_skv_skaven		false	0		0	0	8
wh3_main_combi_region_crooked_fang_fort	wh3_main_combi	1196303397	252096984	true	10000	50000	10000	0	0	wh_main_grn_red_fangs	wh_main_sc_dwf_dwarfs		false	0		0	0	8
wh3_main_combi_region_crucible_of_delights	wh3_main_combi	1929347321	1670098810	false	100000	50000	10000	0	0	wh3_main_sla_rapturous_excess	wh_main_sc_chs_chaos		false	0		0	0	4
wh3_main_combi_region_cuexotl	wh3_main_combi	556020345	1249570423	true	10000	50000	10000	0	0	wh_main_grn_orcs_of_the_bloody_hand	wh2_main_sc_lzd_lizardmen		false	0		0	0	8
wh3_main_combi_region_daemons_gate	wh3_main_combi	1176808629	1488312364	true	10000	50000	10000	0	0	wh3_main_tze_flaming_scribes	wh_main_sc_chs_chaos		false	0		0	0	8
wh3_main_combi_region_dagraks_end	wh3_main_combi	1345120287	1456132922	false	10000	50000	10000	0	0	wh3_dlc20_chs_valkia	wh_dlc08_sc_nor_norsca		false	0		0	0	8
wh3_main_combi_region_dai_cheng	wh3_main_combi	229827404	1224603894	false	10000	50000	10000	0	0	wh3_main_cth_burning_wind_nomads	wh3_main_sc_cth_cathay		false	0		0	0	4
wh3_main_combi_region_dargoth	wh3_main_combi	603174474	369842912	false	10000	50000	10000	0	0	wh2_dlc17_nor_deadwood_ravagers	wh2_main_sc_def_dark_elves		false	0		0	0	4
wh3_main_combi_region_dark_tower	wh3_main_combi	579475696	1607684397	true	10000	50000	10000	0	0	wh3_dlc27_nor_sayl	wh_dlc08_sc_nor_norsca		false	0		0	0	8
wh3_main_combi_region_darkhold	wh3_main_combi	1606388334	1443954661	true	10000	50000	10000	0	0	wh3_main_grn_dark_land_orcs	wh_main_sc_dwf_dwarfs		false	0		0	0	4
wh3_main_combi_region_dawns_light	wh3_main_combi	290780973	783780650	false	10000	50000	10000	0	0	wh2_main_hef_fortress_of_dawn	wh2_main_sc_hef_high_elves		false	0		0	0	4
wh3_main_combi_region_deaths_head_monoliths	wh3_main_combi	1157377307	759572821	false	10000	50000	10000	0	0	wh2_dlc12_grn_leaf_cutterz_tribe	wh2_main_sc_lzd_lizardmen		false	0		0	0	4
wh3_main_combi_region_deff_gorge	wh3_main_combi	1387518769	1893613898	true	10000	50000	10000	0	0	wh3_main_kho_exiles_of_khorne	wh_main_sc_dwf_dwarfs		false	0		0	0	8
wh3_main_combi_region_desolation_of_drakenmoor	wh3_main_combi	928546214	1436269821	false	10000	50000	10000	0	0	wh3_main_grn_drippin_fangs	wh_main_sc_dwf_dwarfs		false	0		0	0	4
wh3_main_combi_region_desolation_of_nagash	wh3_main_combi	1996952700		false	10000	50000	10000	0	0	wh3_main_skv_clan_carrion	wh_main_sc_vmp_vampire_counts		false	0		0	0	4
wh3_main_combi_region_desolation_ridge	wh3_main_combi	1244564998	74119223	true	10000	50000	10000	0	0	wh_main_nor_norsca_rebels	wh_dlc08_sc_nor_norsca		false	0		0	0	4
wh3_main_combi_region_dietershafen	wh3_main_combi	584331637	1221118825	false	10000	50000	10000	0	0	wh_main_emp_nordland	wh_main_sc_emp_empire		false	0		0	0	4
wh3_main_combi_region_dok_karaz	wh3_main_combi	1152711903	996520110	true	10000	50000	10000	0	0	wh_main_grn_scabby_eye	wh_main_sc_grn_greenskins		false	0		0	0	4
wh3_main_combi_region_doom_glade	wh3_main_combi	363225396	299896925	false	10000	50000	10000	0	0	wh2_main_vmp_the_silver_host	wh2_dlc09_sc_tmb_tomb_kings		false	0		0	0	4
wh3_main_combi_region_doomkeep	wh3_main_combi	939958407	512269253	false	10000	50000	10000	0	0	wh_main_nor_skaeling	wh_dlc08_sc_nor_norsca		false	0		0	0	8
wh3_main_combi_region_dotternbach	wh3_main_combi	962839896	2096232174	false	10000	50000	10000	0	0	wh_main_emp_wissenland	wh_main_sc_emp_empire		false	0		0	0	4
wh3_main_combi_region_drackla_spire	wh3_main_combi	871059429	381550725	true	10000	50000	10000	0	0	wh3_main_dwf_the_ancestral_throng	wh2_main_sc_def_dark_elves		false	0		0	0	4
wh3_main_combi_region_dragon_fang_mount	wh3_main_combi	2133881958	2009011188	true	10000	50000	10000	0	0	wh3_main_nur_poxmakers_of_nurgle	wh2_main_sc_lzd_lizardmen		false	0		0	0	4
wh3_main_combi_region_dragon_gate	wh3_main_combi	1603703403	1593776653	true	10000	50000	10000	0	0	wh3_main_cth_imperial_wardens	wh3_main_sc_cth_cathay		false	0		0	0	4
wh3_main_combi_region_dragonhorn_mines	wh3_main_combi	449081411	106416812	false	10000	50000	10000	0	0	wh3_main_skv_clan_verms	wh_main_sc_grn_greenskins		false	0		0	0	4
wh3_main_combi_region_dragons_crossroad	wh3_main_combi	355801286	1593776653	true	10000	50000	10000	0	0	wh3_dlc20_nor_yusak	wh_dlc08_sc_nor_norsca		false	0		0	0	4
wh3_main_combi_region_dread_rock	wh3_main_combi	1770526269	1222086739	true	10000	50000	10000	0	0	wh3_main_lzd_tepoks_spawn	wh2_main_sc_lzd_lizardmen		false	0		0	0	8
wh3_main_combi_region_dringorackaz	wh3_main_combi	830768640	824379357	false	10000	50000	10000	0	0	wh_main_dwf_karak_azul	wh_main_sc_dwf_dwarfs		false	0		0	0	4
wh3_main_combi_region_dusk_peaks	wh3_main_combi	1791528548	1553917028	false	10000	50000	10000	0	0	wh2_main_hef_citadel_of_dusk	wh2_main_sc_hef_high_elves		false	0		0	0	4
wh3_main_combi_region_eagle_eyries	wh3_main_combi	788126656	1147831406	true	100000	50000	10000	0	0	wh_main_grn_greenskins	wh3_main_sc_ogr_ogre_kingdoms		false	0		0	0	4
wh3_main_combi_region_eagle_gate	wh3_main_combi	1367395824	951716403	false	10000	50000	10000	0	0	wh2_main_hef_ellyrion	wh2_main_sc_hef_high_elves		false	0		0	0	2
wh3_main_combi_region_eilhart	wh3_main_combi	29395554	1994558830	false	10000	50000	10000	0	0	wh_main_emp_empire	wh_main_sc_emp_empire		false	0		0	0	4
wh3_main_combi_region_ekrund	wh3_main_combi	894375988	1090334645	true	10000	50000	10000	0	0	wh_main_grn_teef_snatchaz	wh_main_sc_dwf_dwarfs		false	0		0	0	8
wh3_main_combi_region_el_kalabad	wh3_main_combi	332426845	536675019	false	10000	50000	10000	0	0	wh2_main_emp_sudenburg	wh_main_sc_emp_empire		false	0		0	0	4
wh3_main_combi_region_eldar_spire	wh3_main_combi	1415490289	566089373	false	10000	50000	10000	0	0	wh2_main_skv_clan_septik	wh2_main_sc_def_dark_elves		false	0		0	0	4
wh3_main_combi_region_elessaeli	wh3_main_combi	1976994354	1810179394	false	10000	50000	10000	0	0	wh2_main_hef_yvresse	wh2_main_sc_hef_high_elves		false	0		0	0	8
wh3_main_combi_region_elisia	wh3_main_combi	420498970	1537615998	false	10000	50000	10000	0	0	wh2_main_hef_chrace	wh2_main_sc_hef_high_elves		false	0		0	0	4
wh3_main_combi_region_erengrad	wh3_main_combi	1085306107	579054252	true	10000	50000	10000	0	0	wh3_main_ksl_the_great_orthodoxy	wh3_main_sc_ksl_kislev		false	0		0	0	10
wh3_main_combi_region_eschen	wh3_main_combi	577284112	806473390	false	10000	50000	10000	0	0	wh_main_vmp_rival_sylvanian_vamps	wh_main_sc_vmp_vampire_counts		false	0		0	0	4
wh3_main_combi_region_essen	wh3_main_combi	1527013560	1503274821	false	10000	50000	10000	0	0	wh_main_emp_ostermark	wh_main_sc_emp_empire		false	0		0	0	4
wh3_main_combi_region_evershale	wh3_main_combi	1630252111	1196890600	false	10000	50000	10000	0	0	wh2_main_hef_avelorn	wh2_main_sc_hef_high_elves		false	0		0	0	4
wh3_main_combi_region_eye_of_the_panther	wh3_main_combi	1211699961	1007110647	false	10000	50000	10000	0	0	wh2_main_dwf_greybeards_prospectors	wh_main_sc_dwf_dwarfs		false	0		0	0	4
wh3_main_combi_region_fallen_gates	wh3_main_combi	1091428003	2136152674	false	10000	50000	10000	0	0	wh2_main_lzd_hexoatl	wh2_main_sc_lzd_lizardmen		false	0		0	0	4
wh3_main_combi_region_fallen_king_mountain	wh3_main_combi	1474894294	264686110	false	10000	50000	10000	0	0	wh_main_grn_bloody_spearz	wh_main_sc_dwf_dwarfs		false	0		0	0	4
wh3_main_combi_region_fateweavers_crevasse	wh3_main_combi	1753327566	844020302	true	10000	50000	10000	0	0	wh3_main_tze_oracles_of_tzeentch	wh_main_sc_chs_chaos		false	0		0	0	8
wh3_main_combi_region_fire_mouth	wh3_main_combi	1088650929	1971810107	false	10000	50000	10000	0	0	wh3_main_ogr_blood_guzzlers	wh3_main_sc_ogr_ogre_kingdoms		false	0		0	0	4
wh3_main_combi_region_flayed_rock	wh3_main_combi	1704042343	1724488880	true	10000	50000	10000	0	0	wh3_main_skv_clan_treecherik	wh3_main_sc_ogr_ogre_kingdoms		false	0		0	0	8
wh3_main_combi_region_flensburg	wh3_main_combi	1115650420	2143875224	false	10000	50000	10000	0	0	wh_main_emp_stirland	wh_main_sc_emp_empire		false	0		0	0	4
wh3_main_combi_region_floating_mountain	wh3_main_combi	786550671	1731586231	false	10000	50000	10000	0	0	wh3_dlc27_the_narj	wh3_main_sc_ogr_ogre_kingdoms		false	0		0	0	4
wh3_main_combi_region_floating_pyramid	wh3_main_combi	1650884379	1264920079	false	10000	50000	10000	0	0	wh2_main_grn_blue_vipers	wh2_main_sc_lzd_lizardmen		false	0		0	0	4
wh3_main_combi_region_floating_village	wh3_main_combi	451112287	1923431245	false	10000	50000	10000	0	0	wh3_main_ie_vmp_sires_of_mourkain	wh_main_sc_vmp_vampire_counts		false	0		0	0	4
wh3_main_combi_region_forest_of_arnheim	wh3_main_combi	21626968	974767229	false	10000	50000	10000	0	0	wh2_main_def_bleak_holds	wh2_main_sc_def_dark_elves		false	0		0	0	4
wh3_main_combi_region_forest_of_gloom	wh3_main_combi	356414420	1947774118	true	10000	50000	10000	0	0	wh2_dlc16_grn_creeping_death	wh_dlc05_sc_wef_wood_elves		false	0		0	0	10
wh3_main_combi_region_fort_bergbres	wh3_main_combi	128221343	2071806234	false	10000	50000	10000	0	0	wh_main_emp_marienburg	wh_main_sc_emp_empire		false	0		0	0	2
wh3_main_combi_region_fort_jakova	wh3_main_combi	385985013	1869225456	true	10000	50000	10000	0	0	wh3_main_ksl_the_ice_court	wh3_main_sc_ksl_kislev		false	0		0	0	8
wh3_main_combi_region_fort_oberstyre	wh3_main_combi	263703118	806473390	false	10000	50000	10000	0	0	wh_main_vmp_rival_sylvanian_vamps	wh_main_sc_vmp_vampire_counts		false	0		0	0	4
wh3_main_combi_region_fort_ostrosk	wh3_main_combi	1691198086	956090833	true	10000	50000	10000	0	0	wh3_main_ksl_druzhina_enclave	wh3_main_sc_ksl_kislev		false	0		0	0	8
wh3_main_combi_region_fort_soll	wh3_main_combi	1079676192	1515777063	false	10000	50000	10000	0	0	wh_main_emp_wissenland	wh_main_sc_emp_empire		false	0		0	0	2
wh3_main_combi_region_fort_straghov	wh3_main_combi	231280174	956090833	false	10000	50000	10000	0	0	wh3_main_ksl_druzhina_enclave	wh3_main_sc_ksl_kislev		false	0		0	0	4
wh3_main_combi_region_fortress_of_dawn	wh3_main_combi	481961406	1938263930	true	10000	50000	10000	0	0	wh2_main_hef_order_of_loremasters	wh2_main_sc_hef_high_elves		false	0		0	0	8
wh3_main_combi_region_fortress_of_eyes	wh3_main_combi	707922732	1654025452	false	10000	50000	10000	0	0	wh3_main_chs_khazag	wh_main_sc_chs_chaos		false	0		0	0	4
wh3_main_combi_region_fortress_of_the_damned	wh3_main_combi	1394049127	339725344	false	10000	50000	10000	0	0	wh2_main_nor_aghol	wh_main_sc_chs_chaos		false	0		0	0	8
wh3_main_combi_region_foundry_of_bones	wh3_main_combi	631552618	1534281925	true	10000	50000	10000	0	0	wh3_dlc27_the_narj	wh_main_sc_chs_chaos		false	0		0	0	4
wh3_main_combi_region_frozen_landing	wh3_main_combi	507226633		false	10000	50000	10000	0	0	wh_dlc08_nor_goromadny_tribe	wh_dlc08_sc_nor_norsca		false	0		0	0	4
wh3_main_combi_region_fu_chow	wh3_main_combi	339996692	1443157541	true	10000	50000	10000	0	0	wh3_dlc21_cst_dead_flag_fleet	wh3_main_sc_cth_cathay		false	0		0	0	8
wh3_main_combi_region_fu_hung	wh3_main_combi	1456723628	730471226	false	10000	50000	10000	0	0	wh3_main_cth_burning_wind_nomads	wh3_main_sc_cth_cathay		false	0		0	0	8
wh3_main_combi_region_fuming_serpent	wh3_main_combi	1334398299		false	10000	50000	10000	0	0	wh2_main_hef_order_of_loremasters	wh2_main_sc_hef_high_elves		false	0		0	0	4
wh3_main_combi_region_fyrus	wh3_main_combi	496629981	2124070741	false	10000	50000	10000	0	0	wh2_main_brt_knights_of_origo	wh_main_sc_brt_bretonnia		false	0		0	0	4
wh3_main_combi_region_gaean_vale	wh3_main_combi	1562476582	1334941675	true	10000	50000	10000	0	0	wh2_main_hef_avelorn	wh2_main_sc_hef_high_elves		false	0		0	0	10
wh3_main_combi_region_galbaraz	wh3_main_combi	1244726106	1751606289	true	10000	50000	10000	0	0	wh_main_grn_top_knotz	wh_main_sc_dwf_dwarfs		false	0		0	0	8
wh3_main_combi_region_gateway_to_khuresh	wh3_main_combi	2128535683	95808816	false	10000	50000	10000	0	0	wh3_dlc26_grn_cluster_eye_tribe	wh3_main_sc_cth_cathay		false	0		0	0	8
wh3_main_combi_region_ghrond	wh3_main_combi	120882995	1456132922	true	10000	50000	10000	0	0	wh2_main_def_ghrond	wh2_main_sc_def_dark_elves		false	0		0	0	8
wh3_main_combi_region_gisoreux	wh3_main_combi	1788481825	1533013278	false	10000	50000	10000	0	0	wh_main_brt_artois	wh_main_sc_brt_bretonnia		false	0		0	0	4
wh3_main_combi_region_gnashraks_lair	wh3_main_combi	761248958	264686110	false	10000	50000	10000	0	0	wh_main_grn_red_eye	wh_main_sc_dwf_dwarfs		false	0		0	0	4
wh3_main_combi_region_gnobbly_gorge	wh3_main_combi	1244310540	1724488880	false	10000	50000	10000	0	0	wh3_main_skv_clan_treecherik	wh3_main_sc_ogr_ogre_kingdoms		false	0		0	0	4
wh3_main_combi_region_golden_ziggurat	wh3_main_combi	625147460	542533424	false	10000	50000	10000	0	0	wh2_main_lzd_sentinels_of_xeti	wh2_main_sc_lzd_lizardmen		false	0		0	0	4
wh3_main_combi_region_gor_gazan	wh3_main_combi	1322324696	1751606289	false	10000	50000	10000	0	0	wh_main_grn_top_knotz	wh_main_sc_grn_savage_orcs		false	0		0	0	4
wh3_main_combi_region_gorger_rock	wh3_main_combi	1652868094	1767430733	false	10000	50000	10000	0	0	wh3_main_ogr_blood_guzzlers	wh3_main_sc_ogr_ogre_kingdoms		false	0		0	0	4
wh3_main_combi_region_gorssel	wh3_main_combi	2144621354	2071806234	false	10000	50000	10000	0	0	wh_main_emp_marienburg	wh_main_sc_emp_empire		false	0		0	0	4
wh3_main_combi_region_graeling_moot	wh3_main_combi	1002209272	512269253	false	10000	50000	10000	0	0	wh_main_nor_skaeling	wh_dlc08_sc_nor_norsca		false	0		0	0	4
wh3_main_combi_region_granite_massif	wh3_main_combi	98401271		false	10000	50000	10000	0	0	wh2_main_grn_arachnos	wh_main_sc_dwf_dwarfs		false	0		0	0	4
wh3_main_combi_region_granite_spikes	wh3_main_combi	1016380642	542899430	false	10000	50000	10000	0	0	wh3_dlc23_chd_zhatan	wh_main_sc_chs_chaos		false	0		0	0	4
wh3_main_combi_region_great_desert_of_araby	wh3_main_combi	175096176	1605029318	true	10000	50000	10000	0	0	wh3_main_ogre_the_famished	wh2_dlc09_sc_tmb_tomb_kings		false	0		0	0	2
wh3_main_combi_region_great_hall_of_greasus	wh3_main_combi	1927536134	1548901588	true	10000	50000	10000	0	0	wh3_main_ogr_goldtooth	wh3_main_sc_ogr_ogre_kingdoms		false	0		0	0	8
wh3_main_combi_region_great_skull_lakes	wh3_main_combi	2120289653	1595842783	false	100000	50000	10000	0	0	wh3_main_grn_slaves_of_zharr	wh3_dlc23_sc_chd_chaos_dwarfs		false	0		0	0	4
wh3_main_combi_region_great_turtle_isle	wh3_main_combi	2031756651	1953273264	true	10000	50000	10000	0	0	wh2_twa03_def_rakarth	wh2_main_sc_lzd_lizardmen		false	0		0	0	8
wh3_main_combi_region_grenzstadt	wh3_main_combi	1948702017	1287535217	false	10000	50000	10000	0	0	wh_main_emp_averland	wh_main_sc_emp_empire		false	0		0	0	4
wh3_main_combi_region_grey_rock_point	wh3_main_combi	1041513634	1232471715	false	10000	50000	10000	0	0	wh2_main_def_ssildra_tor	wh2_main_sc_def_dark_elves		false	0		0	0	4
wh3_main_combi_region_griffon_gate	wh3_main_combi	1041860626	253361864	false	10000	50000	10000	0	0	wh2_main_hef_tiranoc	wh2_main_sc_hef_high_elves		false	0		0	0	2
wh3_main_combi_region_grimhold	wh3_main_combi	488745013	27974696	false	10000	50000	10000	0	0	wh_main_dwf_karak_norn	wh_main_sc_dwf_dwarfs		false	0		0	0	4
wh3_main_combi_region_grimtop	wh3_main_combi	755924196	1534018226	false	10000	50000	10000	0	0	wh3_main_ogr_lazarghs	wh3_main_sc_ogr_ogre_kingdoms		false	0		0	0	4
wh3_main_combi_region_gristle_valley	wh3_main_combi	803290969		false	10000	50000	10000	0	0	wh_main_dwf_karak_norn	wh_main_sc_dwf_dwarfs		false	0		0	0	4
wh3_main_combi_region_grom_peak	wh3_main_combi	2137336507	264686110	true	10000	50000	10000	0	0	wh_main_grn_red_eye	wh_main_sc_dwf_dwarfs		false	0		0	0	8
wh3_main_combi_region_gronti_mingol	wh3_main_combi	769793615	1751606289	false	10000	50000	10000	0	0	wh_main_grn_teef_snatchaz	wh_main_sc_grn_greenskins		false	0		0	0	4
wh3_main_combi_region_grotrilexs_glare_lighthouse	wh3_main_combi	39130583	1488312364	false	10000	50000	10000	0	0	wh3_main_tze_flaming_scribes	wh_main_sc_chs_chaos		false	0		0	0	4
