key	table_name	patch_key
wh2_main_special_settlement_black_crag_skv_ruin	building_levels	wh2_main_skv_settlement_major_ruin
wh2_main_special_settlement_black_crag_vmp_1	building_levels	wh_main_vmp_settlement_major_1
wh2_main_special_settlement_black_crag_vmp_2	building_levels	wh_main_vmp_settlement_major_2
wh2_main_special_settlement_black_crag_vmp_3	building_levels	wh_main_vmp_settlement_major_3
wh2_main_special_settlement_black_crag_vmp_4	building_levels	wh_main_vmp_settlement_major_4
wh2_main_special_settlement_black_crag_vmp_5	building_levels	wh_main_vmp_settlement_major_5
wh2_main_special_settlement_black_crag_vmp_ruin	building_levels	wh_main_vmp_settlement_major_ruin
wh2_main_special_settlement_castle_drakenhof_def_1	building_levels	wh2_main_def_settlement_major_1
wh2_main_special_settlement_castle_drakenhof_def_2	building_levels	wh2_main_def_settlement_major_2
wh2_main_special_settlement_castle_drakenhof_def_3	building_levels	wh2_main_def_settlement_major_3
wh2_main_special_settlement_castle_drakenhof_def_4	building_levels	wh2_main_def_settlement_major_4
wh2_main_special_settlement_castle_drakenhof_def_5	building_levels	wh2_main_def_settlement_major_5
wh2_main_special_settlement_castle_drakenhof_def_ruin	building_levels	wh2_main_def_settlement_major_ruin
wh2_main_special_settlement_castle_drakenhof_dwf_1	building_levels	wh_main_dwf_settlement_major_1
wh2_main_special_settlement_castle_drakenhof_dwf_2	building_levels	wh_main_dwf_settlement_major_2
wh2_main_special_settlement_castle_drakenhof_dwf_3	building_levels	wh_main_dwf_settlement_major_3
wh2_main_special_settlement_castle_drakenhof_dwf_4	building_levels	wh_main_dwf_settlement_major_4
wh2_main_special_settlement_castle_drakenhof_dwf_5	building_levels	wh_main_dwf_settlement_major_5
wh2_main_special_settlement_castle_drakenhof_dwf_ruin	building_levels	wh_main_dwf_settlement_major_ruin
wh2_main_special_settlement_castle_drakenhof_grn_1	building_levels	wh_main_grn_settlement_major_1
wh2_main_special_settlement_castle_drakenhof_grn_2	building_levels	wh_main_grn_settlement_major_2
wh2_main_special_settlement_castle_drakenhof_grn_3	building_levels	wh_main_grn_settlement_major_3
wh2_main_special_settlement_castle_drakenhof_grn_4	building_levels	wh_main_grn_settlement_major_4
wh2_main_special_settlement_castle_drakenhof_grn_5	building_levels	wh_main_grn_settlement_major_5
wh2_main_special_settlement_castle_drakenhof_grn_ruin	building_levels	wh_main_grn_settlement_major_ruin
wh2_main_special_settlement_castle_drakenhof_hef_1	building_levels	wh2_main_hef_settlement_major_1
wh2_main_special_settlement_castle_drakenhof_hef_2	building_levels	wh2_main_hef_settlement_major_2
wh2_main_special_settlement_castle_drakenhof_hef_3	building_levels	wh2_main_hef_settlement_major_3
wh2_main_special_settlement_castle_drakenhof_hef_4	building_levels	wh2_main_hef_settlement_major_4
wh2_main_special_settlement_castle_drakenhof_hef_5	building_levels	wh2_main_hef_settlement_major_5
wh2_main_special_settlement_castle_drakenhof_hef_ruin	building_levels	wh2_main_hef_settlement_major_ruin
wh2_main_special_settlement_castle_drakenhof_lzd_1	building_levels	wh2_main_lzd_settlement_major_1
wh2_main_special_settlement_castle_drakenhof_lzd_2	building_levels	wh2_main_lzd_settlement_major_2
wh2_main_special_settlement_castle_drakenhof_lzd_3	building_levels	wh2_main_lzd_settlement_major_3
wh2_main_special_settlement_castle_drakenhof_lzd_4	building_levels	wh2_main_lzd_settlement_major_4
wh2_main_special_settlement_castle_drakenhof_lzd_5	building_levels	wh2_main_lzd_settlement_major_5
wh2_main_special_settlement_castle_drakenhof_lzd_ruin	building_levels	wh2_main_lzd_settlement_major_ruin
wh2_main_special_settlement_castle_drakenhof_norsca_1	building_levels	wh_main_nor_settlement_major_1
wh2_main_special_settlement_castle_drakenhof_norsca_2	building_levels	wh_main_nor_settlement_major_2
wh2_main_special_settlement_castle_drakenhof_norsca_3	building_levels	wh_main_nor_settlement_major_3
wh2_main_special_settlement_castle_drakenhof_norsca_4	building_levels	wh_main_nor_settlement_major_4
wh2_main_special_settlement_castle_drakenhof_norsca_5	building_levels	wh_main_nor_settlement_major_5
wh2_main_special_settlement_castle_drakenhof_norsca_ruin	building_levels	wh_main_nor_settlement_major_ruin
wh2_main_special_settlement_castle_drakenhof_other_1	building_levels	wh_main_emp_settlement_major_1
wh2_main_special_settlement_castle_drakenhof_other_2	building_levels	wh_main_emp_settlement_major_2
wh2_main_special_settlement_castle_drakenhof_other_3	building_levels	wh_main_emp_settlement_major_3
wh2_main_special_settlement_castle_drakenhof_other_4	building_levels	wh_main_emp_settlement_major_4
wh2_main_special_settlement_castle_drakenhof_other_5	building_levels	wh_main_emp_settlement_major_5
wh2_main_special_settlement_castle_drakenhof_other_ruin	building_levels	wh_main_emp_settlement_major_ruin
wh2_main_special_settlement_castle_drakenhof_savage_1	building_levels	wh_main_savage_settlement_major_1
wh2_main_special_settlement_castle_drakenhof_savage_2	building_levels	wh_main_savage_settlement_major_2
wh2_main_special_settlement_castle_drakenhof_savage_3	building_levels	wh_main_savage_settlement_major_3
wh2_main_special_settlement_castle_drakenhof_savage_ruin	building_levels	wh_main_savage_settlement_major_ruin
wh2_main_special_settlement_castle_drakenhof_skv_1	building_levels	wh2_main_skv_settlement_major_1
wh2_main_special_settlement_castle_drakenhof_skv_2	building_levels	wh2_main_skv_settlement_major_2
wh2_main_special_settlement_castle_drakenhof_skv_3	building_levels	wh2_main_skv_settlement_major_3
wh2_main_special_settlement_castle_drakenhof_skv_4	building_levels	wh2_main_skv_settlement_major_4
wh2_main_special_settlement_castle_drakenhof_skv_5	building_levels	wh2_main_skv_settlement_major_5
wh2_main_special_settlement_castle_drakenhof_skv_ruin	building_levels	wh2_main_skv_settlement_major_ruin
wh2_main_special_settlement_colony_major_other_1	building_levels	wh_main_emp_settlement_major_1
wh2_main_special_settlement_colony_major_other_2	building_levels	wh_main_emp_settlement_major_2
wh2_main_special_settlement_colony_major_other_3	building_levels	wh_main_emp_settlement_major_3
wh2_main_special_settlement_colony_major_other_4	building_levels	wh_main_emp_settlement_major_4
wh2_main_special_settlement_colony_major_other_5	building_levels	wh_main_emp_settlement_major_5
wh2_main_special_settlement_colony_major_other_ruin	building_levels	wh_main_emp_settlement_major_ruin
wh2_main_special_settlement_colony_major_wef_1	building_levels	wh_dlc05_wef_settlement_major_main_1
wh2_main_special_settlement_colony_major_wef_2	building_levels	wh_dlc05_wef_settlement_major_main_2
wh2_main_special_settlement_colony_major_wef_3	building_levels	wh_dlc05_wef_settlement_major_main_3
wh2_main_special_settlement_colony_major_wef_ruin	building_levels	wh_dlc05_wef_settlement_major_main_ruin
wh2_main_special_settlement_colony_minor_other_1	building_levels	wh_dlc05_wef_settlement_major_main_1
wh2_main_special_settlement_colony_minor_other_2	building_levels	wh_dlc05_wef_settlement_major_main_2
wh2_main_special_settlement_colony_minor_other_3	building_levels	wh_dlc05_wef_settlement_major_main_3
wh2_main_special_settlement_colony_minor_other_ruin	building_levels	wh_dlc05_wef_settlement_major_main_ruin
wh2_main_special_settlement_colony_minor_wef_1	building_levels	wh_dlc05_wef_settlement_major_main_1
wh2_main_special_settlement_colony_minor_wef_2	building_levels	wh_dlc05_wef_settlement_major_main_2
wh2_main_special_settlement_colony_minor_wef_3	building_levels	wh_dlc05_wef_settlement_major_main_3
wh2_main_special_settlement_colony_minor_wef_ruin	building_levels	wh_dlc05_wef_settlement_major_main_ruin
wh2_main_special_settlement_couronne_cst_1	building_levels	wh2_dlc11_vampirecoast_settlement_major_1
wh2_main_special_settlement_couronne_cst_2	building_levels	wh2_dlc11_vampirecoast_settlement_major_2
wh2_main_special_settlement_couronne_cst_3	building_levels	wh2_dlc11_vampirecoast_settlement_major_3
wh2_main_special_settlement_couronne_cst_4	building_levels	wh2_dlc11_vampirecoast_settlement_major_4
wh2_main_special_settlement_couronne_cst_5	building_levels	wh2_dlc11_vampirecoast_settlement_major_5
wh2_main_special_settlement_couronne_cst_ruin	building_levels	wh2_dlc11_vampirecoast_settlement_major_ruin
wh2_main_special_settlement_couronne_def_1	building_levels	wh2_main_def_settlement_major_1
wh2_main_special_settlement_couronne_def_2	building_levels	wh2_main_def_settlement_major_2
wh2_main_special_settlement_couronne_def_3	building_levels	wh2_main_def_settlement_major_3
wh2_main_special_settlement_couronne_def_4	building_levels	wh2_main_def_settlement_major_4
wh2_main_special_settlement_couronne_def_5	building_levels	wh2_main_def_settlement_major_5
wh2_main_special_settlement_couronne_def_ruin	building_levels	wh2_main_def_settlement_major_ruin
wh2_main_special_settlement_couronne_dwf_1	building_levels	wh_main_dwf_settlement_major_1
wh2_main_special_settlement_couronne_dwf_2	building_levels	wh_main_dwf_settlement_major_2
wh2_main_special_settlement_couronne_dwf_3	building_levels	wh_main_dwf_settlement_major_3
wh2_main_special_settlement_couronne_dwf_4	building_levels	wh_main_dwf_settlement_major_4
wh2_main_special_settlement_couronne_dwf_5	building_levels	wh_main_dwf_settlement_major_5
wh2_main_special_settlement_couronne_dwf_ruin	building_levels	wh_main_dwf_settlement_major_ruin
wh2_main_special_settlement_couronne_grn_1	building_levels	wh_main_grn_settlement_major_1
wh2_main_special_settlement_couronne_grn_2	building_levels	wh_main_grn_settlement_major_2
wh2_main_special_settlement_couronne_grn_3	building_levels	wh_main_grn_settlement_major_3
wh2_main_special_settlement_couronne_grn_4	building_levels	wh_main_grn_settlement_major_4
wh2_main_special_settlement_couronne_grn_5	building_levels	wh_main_grn_settlement_major_5
wh2_main_special_settlement_couronne_grn_ruin	building_levels	wh_main_grn_settlement_major_ruin
wh2_main_special_settlement_couronne_hef_1	building_levels	wh2_main_hef_settlement_major_1
wh2_main_special_settlement_couronne_hef_2	building_levels	wh2_main_hef_settlement_major_2
wh2_main_special_settlement_couronne_hef_3	building_levels	wh2_main_hef_settlement_major_3
wh2_main_special_settlement_couronne_hef_4	building_levels	wh2_main_hef_settlement_major_4
wh2_main_special_settlement_couronne_hef_5	building_levels	wh2_main_hef_settlement_major_5
wh2_main_special_settlement_couronne_hef_ruin	building_levels	wh2_main_hef_settlement_major_ruin
wh2_main_special_settlement_couronne_lzd_1	building_levels	wh2_main_lzd_settlement_major_1
wh2_main_special_settlement_couronne_lzd_2	building_levels	wh2_main_lzd_settlement_major_2
wh2_main_special_settlement_couronne_lzd_3	building_levels	wh2_main_lzd_settlement_major_3
wh2_main_special_settlement_couronne_lzd_4	building_levels	wh2_main_lzd_settlement_major_4
wh2_main_special_settlement_couronne_lzd_5	building_levels	wh2_main_lzd_settlement_major_5
wh2_main_special_settlement_couronne_lzd_ruin	building_levels	wh2_main_lzd_settlement_major_ruin
wh2_main_special_settlement_couronne_norsca_1	building_levels	wh_main_nor_settlement_major_1
wh2_main_special_settlement_couronne_norsca_2	building_levels	wh_main_nor_settlement_major_2
wh2_main_special_settlement_couronne_norsca_3	building_levels	wh_main_nor_settlement_major_3
wh2_main_special_settlement_couronne_norsca_4	building_levels	wh_main_nor_settlement_major_4
wh2_main_special_settlement_couronne_norsca_5	building_levels	wh_main_nor_settlement_major_5
wh2_main_special_settlement_couronne_norsca_ruin	building_levels	wh_main_nor_settlement_major_ruin
wh2_main_special_settlement_couronne_other_1	building_levels	wh_main_emp_settlement_major_1
wh2_main_special_settlement_couronne_other_2	building_levels	wh_main_emp_settlement_major_2
wh2_main_special_settlement_couronne_other_3	building_levels	wh_main_emp_settlement_major_3
wh2_main_special_settlement_couronne_other_4	building_levels	wh_main_emp_settlement_major_4
wh2_main_special_settlement_couronne_other_5	building_levels	wh_main_emp_settlement_major_5
wh2_main_special_settlement_couronne_other_ruin	building_levels	wh_main_emp_settlement_major_ruin
wh2_main_special_settlement_couronne_savage_1	building_levels	wh_main_savage_settlement_major_1
wh2_main_special_settlement_couronne_savage_2	building_levels	wh_main_savage_settlement_major_2
wh2_main_special_settlement_couronne_savage_3	building_levels	wh_main_savage_settlement_major_3
wh2_main_special_settlement_couronne_savage_ruin	building_levels	wh_main_savage_settlement_major_ruin
wh2_main_special_settlement_couronne_skv_1	building_levels	wh2_main_skv_settlement_major_1
wh2_main_special_settlement_couronne_skv_2	building_levels	wh2_main_skv_settlement_major_2
wh2_main_special_settlement_couronne_skv_3	building_levels	wh2_main_skv_settlement_major_3
wh2_main_special_settlement_couronne_skv_4	building_levels	wh2_main_skv_settlement_major_4
wh2_main_special_settlement_couronne_skv_5	building_levels	wh2_main_skv_settlement_major_5
wh2_main_special_settlement_couronne_skv_ruin	building_levels	wh2_main_skv_settlement_major_ruin
wh2_main_special_settlement_eight_peaks_brt_1	building_levels	wh_main_brt_settlement_major_1
wh2_main_special_settlement_eight_peaks_brt_2	building_levels	wh_main_brt_settlement_major_2
wh2_main_special_settlement_eight_peaks_brt_3	building_levels	wh_main_brt_settlement_major_3
wh2_main_special_settlement_eight_peaks_brt_4	building_levels	wh_main_brt_settlement_major_4
wh2_main_special_settlement_eight_peaks_brt_5	building_levels	wh_main_brt_settlement_major_5
wh2_main_special_settlement_eight_peaks_brt_ruin	building_levels	wh_main_brt_settlement_major_ruin
wh2_main_special_settlement_eight_peaks_cst_1	building_levels	wh2_dlc11_vampirecoast_settlement_major_1
wh2_main_special_settlement_eight_peaks_cst_2	building_levels	wh2_dlc11_vampirecoast_settlement_major_2
wh2_main_special_settlement_eight_peaks_cst_3	building_levels	wh2_dlc11_vampirecoast_settlement_major_3
wh2_main_special_settlement_eight_peaks_cst_4	building_levels	wh2_dlc11_vampirecoast_settlement_major_4
wh2_main_special_settlement_eight_peaks_cst_5	building_levels	wh2_dlc11_vampirecoast_settlement_major_5
wh2_main_special_settlement_eight_peaks_cst_ruin	building_levels	wh2_dlc11_vampirecoast_settlement_major_ruin
wh2_main_special_settlement_eight_peaks_def_1	building_levels	wh2_main_def_settlement_major_1
wh2_main_special_settlement_eight_peaks_def_2	building_levels	wh2_main_def_settlement_major_2
wh2_main_special_settlement_eight_peaks_def_3	building_levels	wh2_main_def_settlement_major_3
wh2_main_special_settlement_eight_peaks_def_4	building_levels	wh2_main_def_settlement_major_4
wh2_main_special_settlement_eight_peaks_def_5	building_levels	wh2_main_def_settlement_major_5
wh2_main_special_settlement_eight_peaks_def_ruin	building_levels	wh2_main_def_settlement_major_ruin
wh2_main_special_settlement_eight_peaks_emp_1	building_levels	wh_main_emp_settlement_major_1
wh2_main_special_settlement_eight_peaks_emp_2	building_levels	wh_main_emp_settlement_major_2
wh2_main_special_settlement_eight_peaks_emp_3	building_levels	wh_main_emp_settlement_major_3
wh2_main_special_settlement_eight_peaks_emp_4	building_levels	wh_main_emp_settlement_major_4
wh2_main_special_settlement_eight_peaks_emp_5	building_levels	wh_main_emp_settlement_major_5
wh2_main_special_settlement_eight_peaks_emp_ruin	building_levels	wh_main_emp_settlement_major_ruin
wh2_main_special_settlement_eight_peaks_hef_1	building_levels	wh2_main_hef_settlement_major_1
wh2_main_special_settlement_eight_peaks_hef_2	building_levels	wh2_main_hef_settlement_major_2
wh2_main_special_settlement_eight_peaks_hef_3	building_levels	wh2_main_hef_settlement_major_3
wh2_main_special_settlement_eight_peaks_hef_4	building_levels	wh2_main_hef_settlement_major_4
wh2_main_special_settlement_eight_peaks_hef_5	building_levels	wh2_main_hef_settlement_major_5
wh2_main_special_settlement_eight_peaks_hef_ruin	building_levels	wh2_main_hef_settlement_major_ruin
wh2_main_special_settlement_eight_peaks_lzd_1	building_levels	wh2_main_lzd_settlement_major_1
wh2_main_special_settlement_eight_peaks_lzd_2	building_levels	wh2_main_lzd_settlement_major_2
wh2_main_special_settlement_eight_peaks_lzd_3	building_levels	wh2_main_lzd_settlement_major_3
wh2_main_special_settlement_eight_peaks_lzd_4	building_levels	wh2_main_lzd_settlement_major_4
wh2_main_special_settlement_eight_peaks_lzd_5	building_levels	wh2_main_lzd_settlement_major_5
wh2_main_special_settlement_eight_peaks_lzd_ruin	building_levels	wh2_main_lzd_settlement_major_ruin
wh2_main_special_settlement_eight_peaks_other_1	building_levels	wh_main_emp_settlement_major_1
wh2_main_special_settlement_eight_peaks_other_2	building_levels	wh_main_emp_settlement_major_2
wh2_main_special_settlement_eight_peaks_other_3	building_levels	wh_main_emp_settlement_major_3
wh2_main_special_settlement_eight_peaks_other_4	building_levels	wh_main_emp_settlement_major_4
wh2_main_special_settlement_eight_peaks_other_5	building_levels	wh_main_emp_settlement_major_5
wh2_main_special_settlement_eight_peaks_other_ruin	building_levels	wh_main_emp_settlement_major_ruin
wh2_main_special_settlement_eight_peaks_vmp_1	building_levels	wh_main_vmp_settlement_major_1
wh2_main_special_settlement_eight_peaks_vmp_2	building_levels	wh_main_vmp_settlement_major_2
wh2_main_special_settlement_eight_peaks_vmp_3	building_levels	wh_main_vmp_settlement_major_3
wh2_main_special_settlement_eight_peaks_vmp_4	building_levels	wh_main_vmp_settlement_major_4
wh2_main_special_settlement_eight_peaks_vmp_5	building_levels	wh_main_vmp_settlement_major_5
wh2_main_special_settlement_eight_peaks_vmp_ruin	building_levels	wh_main_vmp_settlement_major_ruin
wh2_main_special_settlement_gaean_vale_brt_1	building_levels	wh_main_brt_settlement_major_1
wh2_main_special_settlement_gaean_vale_brt_2	building_levels	wh_main_brt_settlement_major_2
wh2_main_special_settlement_gaean_vale_brt_3	building_levels	wh_main_brt_settlement_major_3
wh2_main_special_settlement_gaean_vale_brt_4	building_levels	wh_main_brt_settlement_major_4
wh2_main_special_settlement_gaean_vale_brt_5	building_levels	wh_main_brt_settlement_major_5
wh2_main_special_settlement_gaean_vale_brt_ruin	building_levels	wh_main_brt_settlement_major_ruin
wh2_main_special_settlement_gaean_vale_cst_1	building_levels	wh2_dlc11_vampirecoast_settlement_major_1
wh2_main_special_settlement_gaean_vale_cst_2	building_levels	wh2_dlc11_vampirecoast_settlement_major_2
wh2_main_special_settlement_gaean_vale_cst_3	building_levels	wh2_dlc11_vampirecoast_settlement_major_3
wh2_main_special_settlement_gaean_vale_cst_4	building_levels	wh2_dlc11_vampirecoast_settlement_major_4
wh2_main_special_settlement_gaean_vale_cst_5	building_levels	wh2_dlc11_vampirecoast_settlement_major_5
wh2_main_special_settlement_gaean_vale_cst_ruin	building_levels	wh2_dlc11_vampirecoast_settlement_major_ruin
wh2_main_special_settlement_gaean_vale_def_1	building_levels	wh2_main_def_settlement_major_1
wh2_main_special_settlement_gaean_vale_def_2	building_levels	wh2_main_def_settlement_major_2
wh2_main_special_settlement_gaean_vale_def_3	building_levels	wh2_main_def_settlement_major_3
wh2_main_special_settlement_gaean_vale_def_4	building_levels	wh2_main_def_settlement_major_4
wh2_main_special_settlement_gaean_vale_def_5	building_levels	wh2_main_def_settlement_major_5
wh2_main_special_settlement_gaean_vale_def_ruin	building_levels	wh2_main_def_settlement_major_ruin
wh2_main_special_settlement_gaean_vale_dwf_1	building_levels	wh_main_dwf_settlement_major_1
wh2_main_special_settlement_gaean_vale_dwf_2	building_levels	wh_main_dwf_settlement_major_2
wh2_main_special_settlement_gaean_vale_dwf_3	building_levels	wh_main_dwf_settlement_major_3
wh2_main_special_settlement_gaean_vale_dwf_4	building_levels	wh_main_dwf_settlement_major_4
wh2_main_special_settlement_gaean_vale_dwf_5	building_levels	wh_main_dwf_settlement_major_5
wh2_main_special_settlement_gaean_vale_dwf_ruin	building_levels	wh_main_dwf_settlement_major_ruin
wh2_main_special_settlement_gaean_vale_emp_1	building_levels	wh_main_emp_settlement_major_1
wh2_main_special_settlement_gaean_vale_emp_2	building_levels	wh_main_emp_settlement_major_2
wh2_main_special_settlement_gaean_vale_emp_3	building_levels	wh_main_emp_settlement_major_3
wh2_main_special_settlement_gaean_vale_emp_4	building_levels	wh_main_emp_settlement_major_4
wh2_main_special_settlement_gaean_vale_emp_5	building_levels	wh_main_emp_settlement_major_5
wh2_main_special_settlement_gaean_vale_emp_ruin	building_levels	wh_main_emp_settlement_major_ruin
wh2_main_special_settlement_gaean_vale_grn_1	building_levels	wh_main_grn_settlement_major_1
wh2_main_special_settlement_gaean_vale_grn_2	building_levels	wh_main_grn_settlement_major_2
wh2_main_special_settlement_gaean_vale_grn_3	building_levels	wh_main_grn_settlement_major_3
wh2_main_special_settlement_gaean_vale_grn_4	building_levels	wh_main_grn_settlement_major_4
wh2_main_special_settlement_gaean_vale_grn_5	building_levels	wh_main_grn_settlement_major_5
wh2_main_special_settlement_gaean_vale_grn_ruin	building_levels	wh_main_grn_settlement_major_ruin
wh2_main_special_settlement_gaean_vale_lzd_1	building_levels	wh2_main_lzd_settlement_major_1
wh2_main_special_settlement_gaean_vale_lzd_2	building_levels	wh2_main_lzd_settlement_major_2
wh2_main_special_settlement_gaean_vale_lzd_3	building_levels	wh2_main_lzd_settlement_major_3
wh2_main_special_settlement_gaean_vale_lzd_4	building_levels	wh2_main_lzd_settlement_major_4
wh2_main_special_settlement_gaean_vale_lzd_5	building_levels	wh2_main_lzd_settlement_major_5
wh2_main_special_settlement_gaean_vale_lzd_ruin	building_levels	wh2_main_lzd_settlement_major_ruin
wh2_main_special_settlement_gaean_vale_norsca_1	building_levels	wh_main_nor_settlement_major_1
wh2_main_special_settlement_gaean_vale_norsca_2	building_levels	wh_main_nor_settlement_major_2
wh2_main_special_settlement_gaean_vale_norsca_3	building_levels	wh_main_nor_settlement_major_3
wh2_main_special_settlement_gaean_vale_norsca_4	building_levels	wh_main_nor_settlement_major_4
wh2_main_special_settlement_gaean_vale_norsca_5	building_levels	wh_main_nor_settlement_major_5
wh2_main_special_settlement_gaean_vale_norsca_ruin	building_levels	wh_main_nor_settlement_major_ruin
wh2_main_special_settlement_gaean_vale_other_1	building_levels	wh_main_emp_settlement_major_1
wh2_main_special_settlement_gaean_vale_other_2	building_levels	wh_main_emp_settlement_major_2
wh2_main_special_settlement_gaean_vale_other_3	building_levels	wh_main_emp_settlement_major_3
wh2_main_special_settlement_gaean_vale_other_4	building_levels	wh_main_emp_settlement_major_4
wh2_main_special_settlement_gaean_vale_other_5	building_levels	wh_main_emp_settlement_major_5
wh2_main_special_settlement_gaean_vale_other_ruin	building_levels	wh_main_emp_settlement_major_ruin
wh2_main_special_settlement_gaean_vale_savage_1	building_levels	wh_main_savage_settlement_major_1
wh2_main_special_settlement_gaean_vale_savage_2	building_levels	wh_main_savage_settlement_major_2
wh2_main_special_settlement_gaean_vale_savage_3	building_levels	wh_main_savage_settlement_major_3
wh2_main_special_settlement_gaean_vale_savage_ruin	building_levels	wh_main_savage_settlement_major_ruin
wh2_main_special_settlement_gaean_vale_skv_1	building_levels	wh2_main_skv_settlement_major_1
wh2_main_special_settlement_gaean_vale_skv_2	building_levels	wh2_main_skv_settlement_major_2
wh2_main_special_settlement_gaean_vale_skv_3	building_levels	wh2_main_skv_settlement_major_3
wh2_main_special_settlement_gaean_vale_skv_4	building_levels	wh2_main_skv_settlement_major_4
wh2_main_special_settlement_gaean_vale_skv_5	building_levels	wh2_main_skv_settlement_major_5
wh2_main_special_settlement_gaean_vale_skv_ruin	building_levels	wh2_main_skv_settlement_major_ruin
wh2_main_special_settlement_gaean_vale_vmp_1	building_levels	wh_main_vmp_settlement_major_1
wh2_main_special_settlement_gaean_vale_vmp_2	building_levels	wh_main_vmp_settlement_major_2
wh2_main_special_settlement_gaean_vale_vmp_3	building_levels	wh_main_vmp_settlement_major_3
wh2_main_special_settlement_gaean_vale_vmp_4	building_levels	wh_main_vmp_settlement_major_4
wh2_main_special_settlement_gaean_vale_vmp_5	building_levels	wh_main_vmp_settlement_major_5
wh2_main_special_settlement_gaean_vale_vmp_ruin	building_levels	wh_main_vmp_settlement_major_ruin
wh2_main_special_settlement_hellpit_cst_1	building_levels	wh2_dlc11_vampirecoast_settlement_major_1
wh2_main_special_settlement_hellpit_cst_2	building_levels	wh2_dlc11_vampirecoast_settlement_major_2
wh2_main_special_settlement_hellpit_cst_3	building_levels	wh2_dlc11_vampirecoast_settlement_major_3
wh2_main_special_settlement_hellpit_cst_4	building_levels	wh2_dlc11_vampirecoast_settlement_major_4
wh2_main_special_settlement_hellpit_cst_5	building_levels	wh2_dlc11_vampirecoast_settlement_major_5
wh2_main_special_settlement_hellpit_cst_ruin	building_levels	wh2_dlc11_vampirecoast_settlement_major_ruin
wh2_main_special_settlement_hellpit_norsca_1	building_levels	wh_main_nor_settlement_major_1
wh2_main_special_settlement_hellpit_norsca_2	building_levels	wh_main_nor_settlement_major_2
wh2_main_special_settlement_hellpit_norsca_3	building_levels	wh_main_nor_settlement_major_3
wh2_main_special_settlement_hellpit_norsca_4	building_levels	wh_main_nor_settlement_major_4
wh2_main_special_settlement_hellpit_norsca_5	building_levels	wh_main_nor_settlement_major_5
wh2_main_special_settlement_hellpit_norsca_ruin	building_levels	wh_main_nor_settlement_major_ruin
wh2_main_special_settlement_hellpit_other_1	building_levels	wh_main_emp_settlement_major_1
wh2_main_special_settlement_hellpit_other_2	building_levels	wh_main_emp_settlement_major_2
wh2_main_special_settlement_hellpit_other_3	building_levels	wh_main_emp_settlement_major_3
wh2_main_special_settlement_hellpit_other_4	building_levels	wh_main_emp_settlement_major_4
wh2_main_special_settlement_hellpit_other_5	building_levels	wh_main_emp_settlement_major_5
wh2_main_special_settlement_hellpit_other_ruin	building_levels	wh_main_emp_settlement_major_ruin
wh2_main_special_settlement_hexoatl_brt_1	building_levels	wh_main_brt_settlement_major_1
wh2_main_special_settlement_hexoatl_brt_2	building_levels	wh_main_brt_settlement_major_2
wh2_main_special_settlement_hexoatl_brt_3	building_levels	wh_main_brt_settlement_major_3
wh2_main_special_settlement_hexoatl_brt_4	building_levels	wh_main_brt_settlement_major_4
wh2_main_special_settlement_hexoatl_brt_5	building_levels	wh_main_brt_settlement_major_5
wh2_main_special_settlement_hexoatl_brt_ruin	building_levels	wh_main_brt_settlement_major_ruin
wh2_main_special_settlement_hexoatl_cst_1	building_levels	wh2_dlc11_vampirecoast_settlement_major_1
wh2_main_special_settlement_hexoatl_cst_2	building_levels	wh2_dlc11_vampirecoast_settlement_major_2
wh2_main_special_settlement_hexoatl_cst_3	building_levels	wh2_dlc11_vampirecoast_settlement_major_3
wh2_main_special_settlement_hexoatl_cst_4	building_levels	wh2_dlc11_vampirecoast_settlement_major_4
wh2_main_special_settlement_hexoatl_cst_5	building_levels	wh2_dlc11_vampirecoast_settlement_major_5
wh2_main_special_settlement_hexoatl_cst_ruin	building_levels	wh2_dlc11_vampirecoast_settlement_major_ruin
wh2_main_special_settlement_hexoatl_def_1	building_levels	wh2_main_def_settlement_major_1
wh2_main_special_settlement_hexoatl_def_2	building_levels	wh2_main_def_settlement_major_2
wh2_main_special_settlement_hexoatl_def_3	building_levels	wh2_main_def_settlement_major_3
wh2_main_special_settlement_hexoatl_def_4	building_levels	wh2_main_def_settlement_major_4
wh2_main_special_settlement_hexoatl_def_5	building_levels	wh2_main_def_settlement_major_5
wh2_main_special_settlement_hexoatl_def_ruin	building_levels	wh2_main_def_settlement_major_ruin
wh2_main_special_settlement_hexoatl_dwf_1	building_levels	wh_main_dwf_settlement_major_1
wh2_main_special_settlement_hexoatl_dwf_2	building_levels	wh_main_dwf_settlement_major_2
wh2_main_special_settlement_hexoatl_dwf_3	building_levels	wh_main_dwf_settlement_major_3
wh2_main_special_settlement_hexoatl_dwf_4	building_levels	wh_main_dwf_settlement_major_4
wh2_main_special_settlement_hexoatl_dwf_5	building_levels	wh_main_dwf_settlement_major_5
wh2_main_special_settlement_hexoatl_dwf_ruin	building_levels	wh_main_dwf_settlement_major_ruin
wh2_main_special_settlement_hexoatl_emp_1	building_levels	wh_main_emp_settlement_major_1
wh2_main_special_settlement_hexoatl_emp_2	building_levels	wh_main_emp_settlement_major_2
wh2_main_special_settlement_hexoatl_emp_3	building_levels	wh_main_emp_settlement_major_3
wh2_main_special_settlement_hexoatl_emp_4	building_levels	wh_main_emp_settlement_major_4
wh2_main_special_settlement_hexoatl_emp_5	building_levels	wh_main_emp_settlement_major_5
