key	sound_event_battle_start	sound_event_battle_stop	sound_event_campaign_start	sound_event_campaign_stop	limitation_scale	entity_type_switch	melee_hit_category	melee_hit_type_override	rtpc_1_name	rtpc_1_assignment	rtpc_2_name	rtpc_2_assignment	scaled_sound_upsize	scaled_max_delay	scaled_sound_next	doppler_rtpc_name	max_probability	min_probability	is_vocalisation	play_at_bone	play_at_position	play_at_base	require_ground_type_limited	require_ground_type	require_armour_type	require_melee_weapon_type	require_shield_type	triggers_blood	is_tracked	require_reverb	require_obstruction	can_play_under_splice	ignore_if_headless	play_on_looping_sound	cinematic_only	requires_cinematic	flip_direction	blood_enabled_only	use_limitation_type_override	limitation_type_override	culling_distance_override	ignore_alpha_check	override_vo	looping_sound_mapping	is_persistent_loop	require_modular_ability_switch	require_secondary_melee_switch	default_vmd_slot_name	use_character_idle_switch	additional_actor_id	is_persistent_one_shot	persistent_one_shot_duration_override
Vocalisation_Dwarf_Melee_Swing_Up	Battle_Individual_Vocalisation_Dwarf_Melee_Swing		Campaign_Individual_Vocalisation_Dwarf_Melee_Swing		0.3000	Generic_Entity_Type_Vocalisation_Dwarf							0	0.0000			100.0000	50.0000	true	false	false	false	false	false	false	false	false	false	true	true	false	true	true	false	false	false	false	false	false	Lord_Hero	120.0000	false	false		false	false	false		false		false	0.0000
Vocalisation_Dwarf_Melee_Swing_Up_Long	Battle_Individual_Vocalisation_Dwarf_Melee_Swing		Campaign_Individual_Vocalisation_Dwarf_Melee_Swing		0.3000	Generic_Entity_Type_Vocalisation_Dwarf							0	0.0000			100.0000	50.0000	true	false	false	false	false	false	false	false	false	false	true	true	false	true	true	false	false	false	false	false	false	Lord_Hero	120.0000	false	false		false	false	false		false		false	0.0000
Vocalisation_Dwarf_Melee_Swing_Up_Short	Battle_Individual_Vocalisation_Dwarf_Melee_Swing		Campaign_Individual_Vocalisation_Dwarf_Melee_Swing		0.3000	Generic_Entity_Type_Vocalisation_Dwarf							0	0.0000			100.0000	50.0000	true	false	false	false	false	false	false	false	false	false	true	true	false	true	true	false	false	false	false	false	false	Lord_Hero	120.0000	false	false		false	false	false		false		false	0.0000
Vocalisation_Dwarf_Pain	Battle_Individual_Vocalisation_Dwarf_Pain		Campaign_Individual_Vocalisation_Dwarf_Pain		0.4000	Generic_Entity_Type_Vocalisation_Dwarf							0	0.0000			100.0000	100.0000	true	false	false	false	false	false	false	false	false	false	true	true	false	true	true	false	false	false	false	false	false	Lord_Hero	120.0000	false	false		false	false	false		false		false	0.0000
Vocalisation_Dwarf_Pull_Push	Battle_Individual_Vocalisation_Dwarf_Push_Pull		Campaign_Individual_Vocalisation_Dwarf_Push_Pull		0.4000	Generic_Entity_Type_Vocalisation_Dwarf							0	0.0000			100.0000	100.0000	true	false	false	false	false	false	false	false	false	false	true	true	false	true	true	false	false	false	false	false	false	Lord_Hero	120.0000	false	false		false	false	false		false		false	0.0000
Vocalisation_Dwarf_Release	Battle_Individual_Vocalisation_Dwarf_Land		Campaign_Individual_Vocalisation_Dwarf_Land		0.4000	Generic_Entity_Type_Vocalisation_Dwarf							0	0.0000			100.0000	100.0000	true	false	false	false	false	false	false	false	false	false	true	true	false	true	true	false	false	false	false	false	false	Lord_Hero	120.0000	false	false		false	false	false		false		false	0.0000
Vocalisation_Dwarf_Roar	Battle_Individual_Vocalisation_Dwarf_Roar		Campaign_Individual_Vocalisation_Dwarf_Roar		0.4000	Generic_Entity_Type_Vocalisation_Dwarf							0	0.0000			100.0000	100.0000	true	false	false	false	false	false	false	false	false	false	true	true	false	true	true	false	false	false	false	false	false	Lord_Hero	120.0000	false	false		false	false	false		false		false	0.0000
Vocalisation_Dwarf_Roar_fire	Battle_Individual_Vocalisation_Dwarf_Roar		Campaign_Individual_Vocalisation_Dwarf_Roar		0.4000	Generic_Entity_Type_Vocalisation_Dwarf							0	0.0000			30.0000	15.0000	true	false	false	false	false	false	false	false	false	false	true	true	false	true	true	false	false	false	false	false	false	Lord_Hero	120.0000	false	false		false	false	false		false		false	0.0000
Vocalisation_Dwarf_Scream	Battle_Individual_Vocalisation_Dwarf_Scream		Campaign_Individual_Vocalisation_Dwarf_Scream		0.4000	Generic_Entity_Type_Vocalisation_Dwarf							0	0.0000			100.0000	100.0000	true	false	false	false	false	false	false	false	false	false	true	true	false	true	true	false	false	false	false	false	false	Lord_Hero	120.0000	false	false		false	false	false		false		false	0.0000
Vocalisation_Dwarf_Spellcast_Long	Battle_Individual_Vocalisation_Dwarf_Roar		Campaign_Individual_Vocalisation_Dwarf_Roar		0.4000	Generic_Entity_Type_Vocalisation_Dwarf							0	0.0000			100.0000	100.0000	true	false	false	false	false	false	false	false	false	false	true	true	false	true	true	false	false	false	false	false	false	Lord_Hero	120.0000	false	false		false	false	false		false		false	0.0000
Vocalisation_Dwarf_Spellcast_Medium	Battle_Individual_Vocalisation_Dwarf_Roar		Campaign_Individual_Vocalisation_Dwarf_Roar		0.4000	Generic_Entity_Type_Vocalisation_Dwarf							0	0.0000			100.0000	100.0000	true	false	false	false	false	false	false	false	false	false	true	true	false	true	true	false	false	false	false	false	false	Lord_Hero	120.0000	false	false		false	false	false		false		false	0.0000
Vocalisation_Dwarf_Spellcast_Short	Battle_Individual_Vocalisation_Dwarf_Roar		Campaign_Individual_Vocalisation_Dwarf_Roar		0.4000	Generic_Entity_Type_Vocalisation_Dwarf							0	0.0000			100.0000	100.0000	true	false	false	false	false	false	false	false	false	false	true	true	false	true	true	false	false	false	false	false	false	Lord_Hero	120.0000	false	false		false	false	false		false		false	0.0000
Vocalisation_Dwarf_Tense	Battle_Individual_Vocalisation_Dwarf_Jump		Campaign_Individual_Vocalisation_Dwarf_Jump		0.4000	Generic_Entity_Type_Vocalisation_Dwarf							0	0.0000			100.0000	100.0000	true	false	false	false	false	false	false	false	false	false	true	true	false	true	true	false	false	false	false	false	false	Lord_Hero	120.0000	false	false		false	false	false		false		false	0.0000
Vocalisation_Elemental_Bear_Death	Battle_Individual_Vocalisation_Elemental_Bear_Death				0.4000								0	0.0000			100.0000	100.0000	true	false	false	false	false	false	false	false	false	false	true	true	false	true	true	false	false	false	false	false	false	Lord_Hero	400.0000	false	true		false	false	false		false		false	0.0000
Vocalisation_Elemental_Bear_Exhale	Battle_Individual_Vocalisation_Elemental_Bear_Exhale				0.4000								0	0.0000			100.0000	100.0000	true	false	false	false	false	false	false	false	false	false	true	true	false	true	true	false	false	false	false	false	false	Lord_Hero	400.0000	false	true		false	false	false		false		false	0.0000
Vocalisation_Elemental_Bear_Inhale	Battle_Individual_Vocalisation_Elemental_Bear_Inhale				0.4000								0	0.0000			100.0000	100.0000	true	false	false	false	false	false	false	false	false	false	true	true	false	true	true	false	false	false	false	false	false	Lord_Hero	400.0000	false	true		false	false	false		false		false	0.0000
Vocalisation_Elemental_Bear_Pain	Battle_Individual_Vocalisation_Elemental_Bear_Pain				0.4000								0	0.0000			100.0000	100.0000	true	false	false	false	false	false	false	false	false	false	true	true	false	true	true	false	false	false	false	false	false	Lord_Hero	400.0000	false	true		false	false	false		false		false	0.0000
Vocalisation_Elemental_Bear_Roar	Battle_Individual_Vocalisation_Elemental_Bear_Roar				0.4000								0	0.0000			100.0000	100.0000	true	false	false	false	false	false	false	false	false	false	true	true	false	true	true	false	false	false	false	false	false	Lord_Hero	400.0000	false	true		false	false	false		false		false	0.0000
Vocalisation_Elemental_Bear_Scream	Battle_Individual_Vocalisation_Elemental_Bear_Scream_Start	Battle_Individual_Vocalisation_Elemental_Bear_Scream_Stop			0.4000								0	0.0000			100.0000	100.0000	true	false	false	false	false	false	false	false	false	false	true	true	false	true	true	false	false	false	false	false	false	Lord_Hero	400.0000	false	true		false	false	false		false		false	0.0000
Vocalisation_Elemental_Bear_Snarl	Battle_Individual_Vocalisation_Elemental_Bear_Snarl				0.4000								0	0.0000			100.0000	100.0000	true	false	false	false	false	false	false	false	false	false	true	true	false	true	true	false	false	false	false	false	false	Lord_Hero	400.0000	false	true		false	false	false		false		false	0.0000
Vocalisation_Elf_Male_Death	Battle_Individual_Vocalisation_Elf_Male_Death		Campaign_Individual_Vocalisation_Elf_Male_Death		0.5000								0	0.0000			100.0000	100.0000	true	false	false	false	false	false	false	false	false	false	true	true	false	true	true	false	false	false	false	false	false	Lord_Hero	120.0000	false	false		false	false	false		false		false	0.0000
Vocalisation_Elf_Male_Idle_Melee_Swing	Battle_Individual_Vocalisation_Elf_Male_Idle_Melee_Swing		Campaign_Individual_Vocalisation_Elf_Male_Idle_Melee_Swing		0.5000								0	0.0000			100.0000	30.0000	true	false	false	false	false	false	false	false	false	false	true	true	false	true	true	false	false	false	false	false	false	Lord_Hero	120.0000	false	false		false	false	false		false		false	0.0000
Vocalisation_Elf_Male_Idle_Roar	Battle_Individual_Vocalisation_Elf_Male_Idle_Roar		Campaign_Individual_Vocalisation_Elf_Male_Idle_Roar		0.5000								0	0.0000			100.0000	100.0000	true	false	false	false	false	false	false	false	false	false	true	true	false	true	true	false	false	false	false	false	false	Lord_Hero	120.0000	false	false		false	false	false		false		false	0.0000
Vocalisation_Elf_Male_Idle_Scream	Battle_Individual_Vocalisation_Elf_Male_Idle_Scream		Campaign_Individual_Vocalisation_Elf_Male_Idle_Scream		0.5000								0	0.0000			100.0000	100.0000	true	false	false	false	false	false	false	false	false	false	true	true	false	true	true	false	false	false	false	false	false	Lord_Hero	120.0000	false	false		false	false	false		false		false	0.0000
Vocalisation_Elf_Male_Jump	Battle_Individual_Vocalisation_Elf_Male_Jump		Campaign_Individual_Vocalisation_Elf_Male_Jump		0.5000								0	0.0000			100.0000	100.0000	true	false	false	false	false	false	false	false	false	false	true	true	false	true	true	false	false	false	false	false	false	Lord_Hero	120.0000	false	false		false	false	false		false		false	0.0000
Vocalisation_Elf_Male_Land	Battle_Individual_Vocalisation_Elf_Male_Land		Campaign_Individual_Vocalisation_Elf_Male_Land		0.5000								0	0.0000			100.0000	100.0000	true	false	false	false	false	false	false	false	false	false	true	true	false	true	true	false	false	false	false	false	false	Lord_Hero	120.0000	false	false		false	false	false		false		false	0.0000
Vocalisation_Elf_Male_Matched_Death	Battle_Individual_Vocalisation_Elf_Male_Matched_Death		Campaign_Individual_Vocalisation_Elf_Male_Death		1.0000								0	0.0000			100.0000	100.0000	true	false	false	false	false	false	false	false	false	false	true	true	false	true	true	false	false	false	false	false	false	Lord_Hero	120.0000	false	false		false	false	false		false		false	0.0000
Vocalisation_Elf_Male_Matched_Melee_Swing	Battle_Individual_Vocalisation_Elf_Male_Matched_Melee_Swing		Campaign_Individual_Vocalisation_Elf_Male_Melee_Swing		1.0000								0	0.0000			100.0000	100.0000	true	false	false	false	false	false	false	false	false	false	true	true	false	true	true	false	false	false	false	false	false	Lord_Hero	120.0000	false	false		false	false	false		false		false	0.0000
Vocalisation_Elf_Male_Matched_Pain	Battle_Individual_Vocalisation_Elf_Male_Matched_Pain		Campaign_Individual_Vocalisation_Elf_Male_Pain		1.0000								0	0.0000			100.0000	100.0000	true	false	false	false	false	false	false	false	false	false	true	true	false	true	true	false	false	false	false	false	false	Lord_Hero	120.0000	false	false		false	false	false		false		false	0.0000
Vocalisation_Elf_Male_Matched_Roar	Battle_Individual_Vocalisation_Elf_Male_Matched_Roar		Campaign_Individual_Vocalisation_Elf_Male_Roar		1.0000								0	0.0000			100.0000	100.0000	true	false	false	false	false	false	false	false	false	false	true	true	false	true	true	false	false	false	false	false	false	Lord_Hero	120.0000	false	false		false	false	false		false		false	0.0000
Vocalisation_Elf_Male_Matched_Scream	Battle_Individual_Vocalisation_Elf_Male_Matched_Roar		Campaign_Individual_Vocalisation_Elf_Male_Roar		1.0000								0	0.0000			100.0000	100.0000	true	false	false	false	false	false	false	false	false	false	true	true	false	true	true	false	false	false	false	false	false	Lord_Hero	120.0000	false	false		false	false	false		false		false	0.0000
Vocalisation_Elf_Male_Melee_Swing	Battle_Individual_Vocalisation_Elf_Male_Melee_Swing		Campaign_Individual_Vocalisation_Elf_Male_Melee_Swing		0.3000								0	0.0000			100.0000	50.0000	true	false	false	false	false	false	false	false	false	false	true	true	false	true	true	false	false	false	false	false	false	Lord_Hero	120.0000	false	false		false	false	false		false		false	0.0000
Vocalisation_Elf_Male_Pain	Battle_Individual_Vocalisation_Elf_Male_Pain		Campaign_Individual_Vocalisation_Elf_Male_Pain		0.5000								0	0.0000			100.0000	100.0000	true	false	false	false	false	false	false	false	false	false	true	true	false	true	true	false	false	false	false	false	false	Lord_Hero	120.0000	false	false		false	false	false		false		false	0.0000
Vocalisation_Elf_Male_Pull_Push	Battle_Individual_Vocalisation_Elf_Male_Push_Pull		Campaign_Individual_Vocalisation_Elf_Male_Push_Pull		0.1500								0	0.0000			100.0000	100.0000	true	false	false	false	false	false	false	false	false	false	true	true	false	true	true	false	false	false	false	false	false	Lord_Hero	120.0000	false	false		false	false	false		false		false	0.0000
Vocalisation_Elf_Male_Roar	Battle_Individual_Vocalisation_Elf_Male_Roar		Campaign_Individual_Vocalisation_Elf_Male_Roar		0.5000								0	0.0000			100.0000	100.0000	true	false	false	false	false	false	false	false	false	false	true	true	false	true	true	false	false	false	false	false	false	Lord_Hero	120.0000	false	false		false	false	false		false		false	0.0000
Vocalisation_Elf_Male_Scream	Battle_Individual_Vocalisation_Elf_Male_Scream		Campaign_Individual_Vocalisation_Elf_Male_Scream		0.5000								0	0.0000			100.0000	100.0000	true	false	false	false	false	false	false	false	false	false	true	true	false	true	true	false	false	false	false	false	false	Lord_Hero	120.0000	false	false		false	false	false		false		false	0.0000
Vocalisation_Fell_Bat_Melee_Attack	Battle_Individual_Vocalisation_Fell_Bat_Melee_Attack		Campaign_Individual_Vocalisation_Fell_Bat_Melee_Attack		0.4000								0	0.0000			100.0000	100.0000	true	false	false	false	false	false	false	false	false	false	true	false	false	true	false	false	false	false	false	false	false	Lord_Hero	140.0000	false	false		false	false	false		false		false	0.0000
Vocalisation_Fell_Bat_Pain	Battle_Individual_Vocalisation_Fell_Bat_Pain		Campaign_Individual_Vocalisation_Fell_Bat_Pain		0.4000								0	0.0000			100.0000	100.0000	true	false	false	false	false	false	false	false	false	false	true	false	false	true	false	false	false	false	false	false	false	Lord_Hero	140.0000	false	false		false	false	false		false		false	0.0000
Vocalisation_Fell_Bat_Scream	Battle_Individual_Vocalisation_Fell_Bat_Scream		Campaign_Individual_Vocalisation_Fell_Bat_Scream		0.4000								0	0.0000			100.0000	100.0000	true	false	false	false	false	false	false	false	false	false	true	false	false	true	false	false	false	false	false	false	false	Lord_Hero	150.0000	false	false		false	false	false		false		false	0.0000
Vocalisation_Festus_Nurgling_Cheer	Battle_Individual_Vocalisation_Festus_Nurgling_Cheer				0.1000								0	0.0000			70.0000	50.0000	true	false	false	false	false	false	false	false	false	false	true	true	false	true	true	false	false	false	false	false	false	Lord_Hero	120.0000	false	false		false	false	false		false		false	0.0000
Vocalisation_Festus_Nurgling_Grunt	Battle_Individual_Vocalisation_Festus_Nurgling_Grunt				0.1000								0	0.0000			70.0000	50.0000	true	false	false	false	false	false	false	false	false	false	true	true	false	true	true	false	false	false	false	false	false	Lord_Hero	120.0000	false	false		false	false	false		false		false	0.0000
Vocalisation_Festus_Nurgling_Pain	Battle_Individual_Vocalisation_Festus_Nurgling_Pain				0.1000								0	0.0000			70.0000	50.0000	true	false	false	false	false	false	false	false	false	false	true	true	false	true	true	false	false	false	false	false	false	Lord_Hero	120.0000	false	false		false	false	false		false		false	0.0000
Vocalisation_Festus_Nurgling_Scream	Battle_Individual_Vocalisation_Festus_Nurgling_Scream				0.1000								0	0.0000			70.0000	50.0000	true	false	false	false	false	false	false	false	false	false	true	true	false	true	true	false	false	false	false	false	false	Lord_Hero	120.0000	false	false		false	false	false		false		false	0.0000
Vocalisation_Fiend_Of_Slaanesh_Attack	Battle_Individual_Vocalisation_Fiend_Of_SLaanesh_Attack				0.5000								0	0.0000			50.0000	0.0000	true	false	false	false	false	false	false	false	false	false	true	true	false	true	true	false	false	false	false	false	false	Lord_Hero	200.0000	false	false		false	false	false		false		false	0.0000
Vocalisation_Fiend_Of_Slaanesh_Attack_Idle	Battle_Individual_Vocalisation_Fiend_Of_SLaanesh_Attack_Idle				0.0500								0	0.0000			45.0000	25.0000	true	false	false	false	false	false	false	false	false	false	true	true	false	true	true	false	false	false	false	false	false	Lord_Hero	200.0000	false	false		false	false	false		false		false	0.0000
Vocalisation_Fiend_Of_Slaanesh_Death	Battle_Individual_Vocalisation_Fiend_Of_SLaanesh_Death				0.5000								0	0.0000			100.0000	40.0000	true	false	false	false	false	false	false	false	false	false	true	true	false	true	true	false	false	false	false	false	false	Lord_Hero	200.0000	false	false		false	false	false		false		false	0.0000
Vocalisation_Fiend_Of_Slaanesh_Idle	Battle_Individual_Vocalisation_Fiend_Of_SLaanesh_Idle				0.5000								0	0.0000			50.0000	0.0000	true	false	false	false	false	false	false	false	false	false	true	true	false	true	true	false	false	false	false	false	false	Lord_Hero	200.0000	false	false		false	false	false		false		false	0.0000
Vocalisation_Fiend_Of_Slaanesh_Pain	Battle_Individual_Vocalisation_Fiend_Of_SLaanesh_Pain				0.5000								0	0.0000			50.0000	0.0000	true	false	false	false	false	false	false	false	false	false	true	true	false	true	true	false	false	false	false	false	false	Lord_Hero	200.0000	false	false		false	false	false		false		false	0.0000
Vocalisation_Fiend_Of_Slaanesh_Scream	Battle_Individual_Vocalisation_Fiend_Of_SLaanesh_Scream				0.5000								0	0.0000			60.0000	45.0000	true	false	false	false	false	false	false	false	false	false	true	true	false	true	true	false	false	false	false	false	false	Lord_Hero	200.0000	false	false		false	false	false		false		false	0.0000
Vocalisation_Fiend_Of_Slaanesh_Scream_Idle	Battle_Individual_Vocalisation_Fiend_Of_SLaanesh_Scream_Idle				0.5000								0	0.0000			50.0000	0.0000	true	false	false	false	false	false	false	false	false	false	true	true	false	true	true	false	false	false	false	false	false	Lord_Hero	200.0000	false	false		false	false	false		false		false	0.0000
Vocalisation_Fimir_Breath_Death	Battle_Individual_Vocalisation_Fimir_Breath_Death		Campaign_Individual_Vocalisation_Fimir_Breath_Death		1.0000								0	0.0000			100.0000	100.0000	true	false	false	false	false	false	false	false	false	false	true	false	false	true	true	false	false	false	false	false	false	Lord_Hero	120.0000	false	false		false	false	false		false		false	0.0000
Vocalisation_Fimir_Breath_Long	Battle_Individual_Vocalisation_Fimir_Breath_Long		Campaign_Individual_Vocalisation_Fimir_Breath_Long		0.1500								0	0.0000			100.0000	0.0000	true	false	false	false	false	false	false	false	false	false	true	false	false	true	true	false	false	false	false	false	false	Lord_Hero	120.0000	false	false		false	false	false		false		false	0.0000
Vocalisation_Fimir_Breath_Short	Battle_Individual_Vocalisation_Fimir_Breath_Short		Campaign_Individual_Vocalisation_Fimir_Breath_Short		0.1500								0	0.0000			100.0000	0.0000	true	false	false	false	false	false	false	false	false	false	true	false	false	true	true	false	false	false	false	false	false	Lord_Hero	120.0000	false	false		false	false	false		false		false	0.0000
Vocalisation_Fimir_Death	Battle_Individual_Vocalisation_Fimir_Death		Campaign_Individual_Vocalisation_Fimir_Death		0.4000								0	0.0000			100.0000	100.0000	true	false	false	false	false	false	false	false	false	false	true	false	false	true	true	false	false	false	false	false	false	Lord_Hero	200.0000	false	false		false	false	false		false		false	0.0000
Vocalisation_Fimir_Melee_Swing	Battle_Individual_Vocalisation_Fimir_Melee_Swing		Campaign_Individual_Vocalisation_Fimir_Melee_Swing		0.4000								0	0.0000			100.0000	100.0000	true	false	false	false	false	false	false	false	false	false	true	false	false	true	true	false	false	false	false	false	false	Lord_Hero	120.0000	false	false		false	false	false		false		false	0.0000
Vocalisation_Fimir_Pain	Battle_Individual_Vocalisation_Fimir_Pain		Campaign_Individual_Vocalisation_Fimir_Pain		0.4000								0	0.0000			100.0000	100.0000	true	false	false	false	false	false	false	false	false	false	true	false	false	true	true	false	false	false	false	false	false	Lord_Hero	120.0000	false	false		false	false	false		false		false	0.0000
Vocalisation_Fimir_Roar	Battle_Individual_Vocalisation_Fimir_Roar		Campaign_Individual_Vocalisation_Fimir_Roar		0.2000								0	0.0000			100.0000	10.0000	true	false	false	false	false	false	false	false	false	false	true	false	false	true	true	false	false	false	false	false	false	Lord_Hero	200.0000	false	false		false	false	false		false		false	0.0000
Vocalisation_Fimir_Scream	Battle_Individual_Vocalisation_Fimir_Scream		Campaign_Individual_Vocalisation_Fimir_Scream		0.2000								0	0.0000			100.0000	10.0000	true	false	false	false	false	false	false	false	false	false	true	false	false	true	true	false	false	false	false	false	false	Lord_Hero	200.0000	false	false		false	false	false		false		false	0.0000
Vocalisation_Fimir_Snarl	Battle_Individual_Vocalisation_Fimir_Snarl		Campaign_Individual_Vocalisation_Fimir_Snarl		0.1000								0	0.0000			100.0000	10.0000	true	false	false	false	false	false	false	false	false	false	true	false	false	true	true	false	false	false	false	false	false	Lord_Hero	200.0000	false	false		false	false	false		false		false	0.0000
Vocalisation_Flamer_Attack	Battle_Individual_Vocalisation_Flamer_Attack				0.5000								0	0.0000			75.0000	10.0000	true	false	false	false	false	false	false	false	false	false	true	false	false	true	false	false	false	false	false	false	false	Lord_Hero	140.0000	false	false		false	false	false		false		false	0.0000
Vocalisation_Flamer_Attack_Charge_Up	Battle_Individual_Vocalisation_Flamer_Attack_Charge_Up				0.3000								0	0.0000			75.0000	25.0000	true	false	false	false	false	false	false	false	false	false	true	false	false	true	false	false	false	false	false	false	false	Lord_Hero	140.0000	false	false		false	false	false		false		false	0.0000
Vocalisation_Flamer_Death	Battle_Individual_Vocalisation_Flamer_Pain_Death				0.3000								0	0.0000			100.0000	50.0000	true	false	false	false	false	false	false	false	false	false	true	false	false	true	false	false	false	false	false	false	false	Lord_Hero	140.0000	false	false		false	false	false		false		false	0.0000
Vocalisation_Flamer_Idle	Battle_Individual_Vocalisation_Flamer_Idle				0.1000								0	0.0000			60.0000	1.0000	true	false	false	false	false	false	false	false	false	false	true	true	false	true	false	false	false	false	false	false	false	Lord_Hero	140.0000	false	false		false	false	false		false		false	0.0000
Vocalisation_Flamer_Idle_Exit	Battle_Individual_Vocalisation_Flamer_Idle_Exit				0.4000								0	0.0000			50.0000	5.0000	true	false	false	false	false	false	false	false	false	false	true	false	false	true	false	false	false	false	false	false	false	Lord_Hero	140.0000	false	false		false	false	false		false		false	0.0000
Vocalisation_Flamer_Missile_Charge	Battle_Individual_Vocalisation_Flamer_Missile_Charge				0.1000								0	0.0000			100.0000	25.0000	true	false	false	false	false	false	false	false	false	false	true	false	false	true	false	false	false	false	false	false	false	Lord_Hero	140.0000	false	false		false	false	false		false		false	0.0000
Vocalisation_Flamer_Missile_Scream	Battle_Individual_Vocalisation_Flamer_Missile_Scream				0.3000								0	0.0000			100.0000	25.0000	true	false	false	false	false	false	false	false	false	false	true	false	false	true	false	false	false	false	false	false	false	Lord_Hero	140.0000	false	false		false	false	false		false		false	0.0000
Vocalisation_Flamer_Pain	Battle_Individual_Vocalisation_Flamer_Pain				0.5000								0	0.0000			100.0000	50.0000	true	false	false	false	false	false	false	false	false	false	true	false	false	true	false	false	false	false	false	false	false	Lord_Hero	140.0000	false	false		false	false	false		false		false	0.0000
Vocalisation_Flamer_Screech_Long	Battle_Individual_Vocalisation_Flamer_Screech_Long				0.2000								0	0.0000			100.0000	50.0000	true	false	false	false	false	false	false	false	false	false	true	false	false	true	false	false	false	false	false	false	false	Lord_Hero	140.0000	false	false		false	false	false		false		false	0.0000
Vocalisation_Flamer_Screech_Short	Battle_Individual_Vocalisation_Flamer_Screech_Short				0.3000								0	0.0000			80.0000	5.0000	true	false	false	false	false	false	false	false	false	false	true	false	false	true	false	false	false	false	false	false	false	Lord_Hero	140.0000	false	false		false	false	false		false		false	0.0000
Vocalisation_Fleshhound_Attack	Battle_Individual_Vocalisation_Fleshhound_Attack				0.3000								0	0.0000			100.0000	50.0000	true	false	false	false	false	false	false	false	false	false	true	true	false	true	true	false	false	false	false	false	false	large	150.0000	false	false		false	false	false		false		false	0.0000
Vocalisation_Fleshhound_Attack_Short	Battle_Individual_Vocalisation_Fleshhound_Attack_Short				0.3000								0	0.0000			100.0000	50.0000	true	false	false	false	false	false	false	false	false	false	true	true	false	true	true	false	false	false	false	false	false	large	150.0000	false	false		false	false	false		false		false	0.0000
Vocalisation_Fleshhound_Death_Long	Battle_Individual_Vocalisation_Fleshhound_Death_A				0.4000								0	0.0000			100.0000	100.0000	true	false	false	false	false	false	false	false	false	false	true	true	false	true	true	false	false	false	false	false	false	large	150.0000	false	false		false	false	false		false		false	0.0000
Vocalisation_Fleshhound_Death_Short	Battle_Individual_Vocalisation_Fleshhound_Death_B				0.4000								0	0.0000			100.0000	100.0000	true	false	false	false	false	false	false	false	false	false	true	true	false	true	true	false	false	false	false	false	false	large	150.0000	false	false		false	false	false		false		false	0.0000
Vocalisation_Fleshhound_Growl	Battle_Individual_Vocalisation_Fleshhound_Growl				0.1000								0	0.0000			100.0000	0.0000	true	false	false	false	false	false	false	false	false	false	true	true	false	true	true	false	false	false	false	false	false	large	45.0000	false	false		false	false	false		false		false	0.0000
Vocalisation_Fleshhound_Grunt_Small	Battle_Individual_Vocalisation_Fleshhound_Grunt_Small				0.1000								0	0.0000			100.0000	0.0000	true	false	false	false	false	false	false	false	false	false	true	true	false	true	true	false	false	false	false	false	false	large	80.0000	false	false		false	false	false		false		false	0.0000
Vocalisation_Fleshhound_Howl	Battle_Individual_Vocalisation_Fleshhound_Howl				0.4000								0	0.0000			80.0000	50.0000	true	false	false	false	false	false	false	false	false	false	true	true	false	true	true	false	false	false	false	false	false	large	150.0000	false	false		false	false	false		false		false	0.0000
Vocalisation_Fleshhound_Pain_Growl	Battle_Individual_Vocalisation_Fleshhound_Pain_Growl				0.4000								0	0.0000			100.0000	100.0000	true	false	false	false	false	false	false	false	false	false	true	true	false	true	true	false	false	false	false	false	false	large	120.0000	false	false		false	false	false		false		false	0.0000
Vocalisation_Fleshhound_Pain_Short	Battle_Individual_Vocalisation_Fleshhound_Pain_Short				0.4000								0	0.0000			100.0000	100.0000	true	false	false	false	false	false	false	false	false	false	true	true	false	true	true	false	false	false	false	false	false	large	120.0000	false	false		false	false	false		false		false	0.0000
Vocalisation_Fleshhound_Roar	Battle_Individual_Vocalisation_Fleshhound_Roar				0.1000								0	0.0000			80.0000	10.0000	true	false	false	false	false	false	false	false	false	false	true	true	false	true	true	false	false	false	false	false	false	large	150.0000	false	false		false	false	false		false		false	0.0000
Vocalisation_Fleshhound_Roar_Extra_Long	Battle_Individual_Vocalisation_Fleshhound_Roar_Extra_Long				0.1000								0	0.0000			100.0000	20.0000	true	false	false	false	false	false	false	false	false	false	true	true	false	true	true	false	false	false	false	false	false	large	150.0000	false	false		false	false	false		false		false	0.0000
Vocalisation_Fleshhound_Roar_Long	Battle_Individual_Vocalisation_Fleshhound_Roar_Long				0.0000								0	0.0000			100.0000	0.0000	true	false	false	false	false	false	false	false	false	false	true	true	false	true	true	false	false	false	false	false	false	large	150.0000	false	false		false	false	false		false		false	0.0000
Vocalisation_Fleshhound_Roar_Short	Battle_Individual_Vocalisation_Fleshhound_Roar_Short				0.0000								0	0.0000			100.0000	0.0000	true	false	false	false	false	false	false	false	false	false	true	true	false	true	true	false	false	false	false	false	false	large	150.0000	false	false		false	false	false		false		false	0.0000
Vocalisation_Fleshhound_Snap	Battle_Individual_Vocalisation_Fleshhound_Bark				0.1000								0	0.0000			100.0000	0.0000	true	false	false	false	false	false	false	false	false	false	true	true	false	true	true	false	false	false	false	false	false	large	150.0000	false	false		false	false	false		false		false	0.0000
Vocalisation_Fleshhound_Snarl	Battle_Individual_Vocalisation_Fleshhound_Bark				0.1000								0	0.0000			100.0000	0.0000	true	false	false	false	false	false	false	false	false	false	true	true	false	true	true	false	false	false	false	false	false	large	150.0000	false	false		false	false	false		false		false	0.0000
