army_name	character_name	script_name
wh2_main_qb_hef_teclis_sword_of_teclis_stage_3_vauls_anvil_attacker_02	wh2_main_qb_hef_teclis_sword_of_teclis_stage_3_vauls_anvil_attacker_tyrion	ally_tyrion_west
wh2_main_qb_hef_teclis_sword_of_teclis_stage_3_vauls_anvil_defender_01	wh2_main_qb_hef_teclis_sword_of_teclis_stage_3_vauls_anvil_defender_dreadlord	enemy_main_army
wh2_main_qb_hef_teclis_sword_of_teclis_stage_3_vauls_anvil_defender_03	wh2_main_qb_hef_teclis_sword_of_teclis_stage_3_vauls_anvil_defender_malekith	enemy_malekith
wh2_main_qb_hef_teclis_war_crown_of_saphery_stage_3_caverns_of_the_great_attacker_01	wh2_main_qb_hef_teclis_war_crown_of_saphery_stage_3_caverns_of_the_great_attacker_skaven_warlord	enemy_army
wh2_main_qb_hef_teclis_war_crown_of_saphery_stage_3_caverns_of_the_great_defender_01	wh2_main_qb_hef_teclis_war_crown_of_saphery_stage_3_caverns_of_the_great_defender_loremaster	player_army
wh2_main_qb_hef_teclis_war_crown_of_saphery_stage_3_caverns_of_the_great_defender_01	wh2_main_qb_hef_teclis_war_crown_of_saphery_stage_3_caverns_of_the_great_defender_teclis	player_army
wh2_main_qb_hef_tyrion_dragon_armour_of_aenarion_stage_4_vauls_anvil_attacker_01	wh2_main_qb_hef_tyrion_dragon_armour_of_aenarion_stage_4_vauls_anvil_attacker_malekith	enemy_malekith
wh2_main_qb_hef_tyrion_dragon_armour_of_aenarion_stage_4_vauls_anvil_attacker_02	wh2_main_qb_hef_tyrion_dragon_armour_of_aenarion_stage_4_vauls_anvil_attacker_dreadlord	enemy_expendable
wh2_main_qb_hef_tyrion_dragon_armour_of_aenarion_stage_4_vauls_anvil_defender_01	wh2_main_qb_hef_tyrion_dragon_armour_of_aenarion_stage_4_vauls_anvil_defender_mage	player_army
wh2_main_qb_hef_tyrion_dragon_armour_of_aenarion_stage_4_vauls_anvil_defender_01	wh2_main_qb_hef_tyrion_dragon_armour_of_aenarion_stage_4_vauls_anvil_defender_tyrion	player_army
wh2_main_qb_hef_tyrion_dragon_armour_of_aenarion_stage_4_vauls_anvil_defender_02	wh2_main_qb_hef_tyrion_dragon_armour_of_aenarion_stage_4_vauls_anvil_defender_teclis	player_ally_teclis_west
wh2_main_qb_hef_tyrion_sunfang_stage_4_tower_of_hoeth_attacker_01	wh2_main_qb_hef_tyrion_sunfang_stage_4_tower_of_hoeth_attacker_tyrion	player_army
wh2_main_qb_hef_tyrion_sunfang_stage_4_tower_of_hoeth_defender_01	wh2_main_qb_hef_tyrion_sunfang_stage_4_tower_of_hoeth_defender_prince	enemy_army
wh2_main_qb_hef_tyrion_sunfang_stage_4_tower_of_hoeth_defender_02	wh2_main_qb_hef_tyrion_sunfang_stage_4_tower_of_hoeth_defender_loremaster_02	enemy_reinforcements_1
wh2_main_qb_hef_tyrion_sunfang_stage_4_tower_of_hoeth_defender_02	wh2_main_qb_hef_tyrion_sunfang_stage_4_tower_of_hoeth_defender_tower_prince_01	enemy_reinforcements_1
wh2_main_qb_hef_tyrion_sunfang_stage_4_tower_of_hoeth_defender_03	wh2_main_qb_hef_tyrion_sunfang_stage_4_tower_of_hoeth_defender_loremaster_03	enemy_reinforcements_2
wh2_main_qb_lzd_kroqgar_hand_of_gods_stage_3_fallen_gates_attacker_01	wh2_main_qb_lzd_kroqgar_hand_of_gods_stage_3_fallen_gates_attacker	
wh2_main_qb_lzd_kroqgar_hand_of_gods_stage_3_fallen_gates_defender_01	wh2_main_qb_lzd_kroqgar_hand_of_gods_stage_3_fallen_gates_defender	high_elf_army
wh2_main_qb_lzd_kroqgar_hand_of_gods_stage_3_fallen_gates_defender_04_ally	wh2_main_qb_lzd_kroqgar_hand_of_gods_stage_3_fallen_gates_defender_mage_high	high_elf_mages
wh2_main_qb_lzd_kroqgar_hand_of_gods_stage_3_fallen_gates_defender_04_ally	wh2_main_qb_lzd_kroqgar_hand_of_gods_stage_3_fallen_gates_defender_mage_light	high_elf_mages
wh2_main_qb_lzd_kroqgar_hand_of_gods_stage_3_fallen_gates_e3_easy_attacker_01	wh2_main_qb_lzd_kroqgar_hand_of_gods_stage_3_fallen_gates_e3_easy_attacker	feral_bastiladon
wh2_main_qb_lzd_kroqgar_hand_of_gods_stage_3_fallen_gates_e3_easy_defender_01	wh2_main_qb_lzd_kroqgar_hand_of_gods_stage_3_fallen_gates_defender	high_elf_army
wh2_main_qb_lzd_kroqgar_hand_of_gods_stage_3_fallen_gates_e3_easy_defender_04_ally	wh2_main_qb_lzd_kroqgar_hand_of_gods_stage_3_fallen_gates_defender_mage_high	high_elf_mages
wh2_main_qb_lzd_kroqgar_hand_of_gods_stage_3_fallen_gates_e3_easy_defender_04_ally	wh2_main_qb_lzd_kroqgar_hand_of_gods_stage_3_fallen_gates_defender_mage_light	high_elf_mages
wh2_main_qb_lzd_kroqgar_hand_of_gods_stage_3_fallen_gates_e3_hard_attacker_01	wh2_main_qb_lzd_kroqgar_hand_of_gods_stage_3_fallen_gates_e3_hard_attacker	feral_bastiladon
wh2_main_qb_lzd_kroqgar_hand_of_gods_stage_3_fallen_gates_e3_hard_defender_01	wh2_main_qb_lzd_kroqgar_hand_of_gods_stage_3_fallen_gates_defender	high_elf_army
wh2_main_qb_lzd_kroqgar_hand_of_gods_stage_3_fallen_gates_e3_hard_defender_04_ally	wh2_main_qb_lzd_kroqgar_hand_of_gods_stage_3_fallen_gates_defender_mage_high	high_elf_mages
wh2_main_qb_lzd_kroqgar_hand_of_gods_stage_3_fallen_gates_e3_hard_defender_04_ally	wh2_main_qb_lzd_kroqgar_hand_of_gods_stage_3_fallen_gates_defender_mage_light	high_elf_mages
wh2_main_qb_lzd_kroqgar_revered_spear_of_tlanxla_stage_3_mosquito_swamps_attacker_01	wh2_main_qb_lzd_kroqgar_revered_spear_of_tlanxla_stage_3_mosquito_swamps_attacker_kroqgar	player_army
wh2_main_qb_lzd_kroqgar_revered_spear_of_tlanxla_stage_3_mosquito_swamps_attacker_01	wh2_main_qb_lzd_kroqgar_revered_spear_of_tlanxla_stage_3_mosquito_swamps_attacker_skink_priest	player_army
wh2_main_qb_lzd_kroqgar_revered_spear_of_tlanxla_stage_3_mosquito_swamps_defender_01	wh2_main_qb_lzd_kroqgar_revered_spear_of_tlanxla_stage_3_mosquito_swamps_defender_dreadlord	enemy_lord
wh2_main_qb_lzd_kroqgar_revered_spear_of_tlanxla_stage_3_mosquito_swamps_defender_01	wh2_main_qb_lzd_kroqgar_revered_spear_of_tlanxla_stage_3_mosquito_swamps_defender_sorceress	enemy_army
wh2_main_qb_lzd_mazdamundi_cobra_mace_of_mazdamundi_stage_3_isle_of_the_crimson_skull_attacker_01	wh2_main_qb_lzd_mazdamundi_cobra_mace_of_mazdamundi_stage_3_isle_of_the_crimson_skull_attacker_mazdamundi	player_army
wh2_main_qb_lzd_mazdamundi_cobra_mace_of_mazdamundi_stage_3_isle_of_the_crimson_skull_defender_01	wh2_main_qb_lzd_mazdamundi_cobra_mace_of_mazdamundi_stage_3_isle_of_the_crimson_skull_defender_grey_seer	enemy_army
wh2_main_qb_lzd_mazdamundi_cobra_mace_of_mazdamundi_stage_3_isle_of_the_crimson_skull_defender_01	wh2_main_qb_lzd_mazdamundi_cobra_mace_of_mazdamundi_stage_3_isle_of_the_crimson_skull_defender_warlock_engineer	enemy_army
wh2_main_qb_lzd_mazdamundi_sunburst_standard_of_hexoatl_stage_4_fallen_gates_attacker_01	wh2_main_qb_lzd_mazdamundi_sunburst_standard_of_hexoatl_stage_4_fallen_gates_attacker_chaos	enemy_army_1
wh2_main_qb_lzd_mazdamundi_sunburst_standard_of_hexoatl_stage_4_fallen_gates_attacker_02	wh2_main_qb_lzd_mazdamundi_sunburst_standard_of_hexoatl_stage_4_fallen_gates_attacker_chaos_sorcerer	enemy_flyers
wh2_main_qb_lzd_mazdamundi_sunburst_standard_of_hexoatl_stage_4_fallen_gates_defender_mazdamundi	wh2_main_qb_lzd_mazdamundi_sunburst_standard_of_hexoatl_stage_4_fallen_gates_defender_mazdamundi	player_army
wh2_main_qb_lzd_mazdamundi_sunburst_standard_of_hexoatl_stage_4_fallen_gates_defender_mazdamundi	wh2_main_qb_lzd_mazdamundi_sunburst_standard_of_hexoatl_stage_4_fallen_gates_defender_skink_chief	player_army
wh2_main_qb_skv_queek_dwarf_gouger_stage_4_gouger_gully_attacker_01	wh2_main_qb_skv_queek_dwarf_gouger_stage_4_gouger_gully_attacker_01	enemy_army_1
wh2_main_qb_skv_queek_dwarf_gouger_stage_4_gouger_gully_attacker_02	wh2_main_qb_skv_queek_dwarf_gouger_stage_4_gouger_gully_attacker_02	enemy_army_2
wh2_main_qb_skv_queek_dwarf_gouger_stage_4_gouger_gully_defender_01	wh2_main_qb_skv_queek_dwarf_gouger_stage_4_gouger_gully_defender_chief_finder	player_army
wh2_main_qb_skv_queek_dwarf_gouger_stage_4_gouger_gully_defender_01	wh2_main_qb_skv_queek_dwarf_gouger_stage_4_gouger_gully_defender_queek	player_army
wh2_main_qb_skv_queek_headtaker_warp_shard_armour_stage_6_warp_shard_caverns_attacker_01	wh2_main_qb_skv_queek_headtaker_warp_shard_armour_stage_6_warp_shard_caverns_attacker_queek	player_army
wh2_main_qb_skv_queek_headtaker_warp_shard_armour_stage_6_warp_shard_caverns_defender_01	wh2_main_qb_skv_queek_headtaker_warp_shard_armour_stage_6_warp_shard_caverns_defender_warlord	enemy_army
wh2_main_qb_skv_skrolk_rod_of_corruption_stage_3_isle_of_the_crimson_skull_attacker_01	wh2_main_qb_skv_skrolk_rod_of_corruption_stage_3_isle_of_the_crimson_skull_attacker_slann_mage	enemy_army
wh2_main_qb_skv_skrolk_rod_of_corruption_stage_3_isle_of_the_crimson_skull_attacker_02_ally	wh2_main_qb_skv_skrolk_rod_of_corruption_stage_3_isle_of_the_crimson_skull_attacker_saurus_old_blood	reinforcements
wh2_main_qb_skv_skrolk_rod_of_corruption_stage_3_isle_of_the_crimson_skull_defender_01	wh2_main_qb_skv_skrolk_rod_of_corruption_stage_3_isle_of_the_crimson_skull_defender_lord_skrolk	player_army
wh2_main_qb_skv_skrolk_rod_of_corruption_stage_3_isle_of_the_crimson_skull_defender_01	wh2_main_qb_skv_skrolk_rod_of_corruption_stage_3_isle_of_the_crimson_skull_defender_warlock_engineer	enemy_army
wh2_main_qb_skv_skrolk_the_liber_bubonicus_stage_3_mortuary_of_tzulaqua_attacker_01	wh2_main_qb_skv_skrolk_the_liber_bubonicus_stage_3_mortuary_of_tzulaqua_attacker_necromancer_01	enemy_army_north
wh2_main_qb_skv_skrolk_the_liber_bubonicus_stage_3_mortuary_of_tzulaqua_attacker_02	wh2_main_qb_skv_skrolk_the_liber_bubonicus_stage_3_mortuary_of_tzulaqua_attacker_necromancer_02	south_3
wh2_main_qb_skv_skrolk_the_liber_bubonicus_stage_3_mortuary_of_tzulaqua_attacker_03	wh2_main_qb_skv_skrolk_the_liber_bubonicus_stage_3_mortuary_of_tzulaqua_attacker_necromancer_03	west_5
wh2_main_qb_skv_skrolk_the_liber_bubonicus_stage_3_mortuary_of_tzulaqua_defender_01	wh2_main_qb_skv_skrolk_the_liber_bubonicus_stage_3_mortuary_of_tzulaqua_defender_lord_skrolk	player_army
wh2_twa03_qb_def_rakarth_whip_of_agony_ally_beastmaster_1	wh2_twa03_qb_def_rakarth_whip_of_agony_ally_beastmaster_1	player_ally_1
wh2_twa03_qb_def_rakarth_whip_of_agony_ally_beastmaster_2	wh2_twa03_qb_def_rakarth_whip_of_agony_ally_beastmaster_2	player_ally_2
wh2_twa03_qb_def_rakarth_whip_of_agony_enemy_nakai	wh2_twa03_qb_def_rakarth_whip_of_agony_enemy_nakai	enemy_nakai
wh2_twa03_qb_def_rakarth_whip_of_agony_enemy_skink_priest_beasts	wh2_twa03_qb_def_rakarth_whip_of_agony_enemy_skink_priest_beasts	enemy_priest_beasts
wh2_twa03_qb_def_rakarth_whip_of_agony_enemy_skink_priest_heavens	wh2_twa03_qb_def_rakarth_whip_of_agony_enemy_skink_priest_heavens	enemy_priest_heavens
wh2_twa03_qb_def_rakarth_whip_of_agony_player	wh2_twa03_qb_def_rakarth_whip_of_agony_player_rakarth	player_army
wh2_twa03_qb_def_rakarth_whip_of_agony_player	wh2_twa03_qb_def_rakarth_whip_of_agony_player_sorceress	player_army
wh3_dae_survival_defenders	wh3_main_survival_dae_cha_belakor_01	ai_boss
wh3_dlc20_chs_aob_survival_boss_1	wh3_dlc20_survival_chs_altar_of_battle_enemy_boss_archaon	ai_boss
wh3_dlc20_chs_aob_survival_boss_2	wh3_dlc20_survival_chs_altar_of_battle_enemy_boss_exalted_hero	ai_boss_backup
wh3_dlc20_chs_aob_survival_boss_2	wh3_dlc20_survival_chs_altar_of_battle_enemy_boss_sorcerer_death	ai_boss_backup
wh3_dlc20_chs_azazel_survival_01_1	wh3_dlc20_survival_chs_altar_of_battle_enemy_festus	wave_01_1
wh3_dlc20_chs_azazel_survival_01_2	wh3_dlc20_survival_chs_altar_of_battle_enemy_exalted_hero_mnur_chaos_chariot	wave_01_2
wh3_dlc20_chs_azazel_survival_02_1	wh3_dlc20_survival_chs_altar_of_battle_enemy_vilitch	wave_02_1
wh3_dlc20_chs_azazel_survival_02_2	wh3_dlc20_survival_chs_altar_of_battle_enemy_sorcerer_metal_mtze_disc	wave_02_2
wh3_dlc20_chs_azazel_survival_defenders	wh3_dlc20_survival_chs_altar_of_battle_enemy_exalted_hero_mkho_juggernaut	ai_def_01
wh3_dlc20_chs_azazel_survival_defenders	wh3_dlc20_survival_chs_altar_of_battle_enemy_valkia	ai_def_01
wh3_dlc20_chs_azazel_survival_player_qb	wh3_dlc20_survival_chs_altar_of_battle_enemy_azazel	
wh3_dlc20_chs_azazel_survival_player_qb	wh3_dlc20_survival_chs_altar_of_battle_enemy_sorcerer_shadows_msla_chaos_steed	
wh3_dlc20_chs_festus_survival_01_1	wh3_dlc20_survival_chs_altar_of_battle_enemy_azazel	wave_01_1
wh3_dlc20_chs_festus_survival_01_2	wh3_dlc20_survival_chs_altar_of_battle_enemy_sorcerer_shadows_msla_chaos_steed	wave_01_2
wh3_dlc20_chs_festus_survival_02_1	wh3_dlc20_survival_chs_altar_of_battle_enemy_valkia	wave_02_1
wh3_dlc20_chs_festus_survival_02_2	wh3_dlc20_survival_chs_altar_of_battle_enemy_exalted_hero_mkho_juggernaut	wave_02_2
wh3_dlc20_chs_festus_survival_defenders	wh3_dlc20_survival_chs_altar_of_battle_enemy_sorcerer_metal_mtze_disc	ai_def_01
wh3_dlc20_chs_festus_survival_defenders	wh3_dlc20_survival_chs_altar_of_battle_enemy_vilitch	ai_def_01
wh3_dlc20_chs_festus_survival_player_qb	wh3_dlc20_survival_chs_altar_of_battle_enemy_exalted_hero_mnur_chaos_chariot	
wh3_dlc20_chs_festus_survival_player_qb	wh3_dlc20_survival_chs_altar_of_battle_enemy_festus	
wh3_dlc20_chs_valkia_survival_01_1	wh3_dlc20_survival_chs_altar_of_battle_enemy_vilitch	wave_01_1
wh3_dlc20_chs_valkia_survival_01_2	wh3_dlc20_survival_chs_altar_of_battle_enemy_sorcerer_metal_mtze_disc	wave_01_2
wh3_dlc20_chs_valkia_survival_02_1	wh3_dlc20_survival_chs_altar_of_battle_enemy_festus	wave_02_1
wh3_dlc20_chs_valkia_survival_02_2	wh3_dlc20_survival_chs_altar_of_battle_enemy_exalted_hero_mnur_chaos_chariot	wave_02_2
wh3_dlc20_chs_valkia_survival_defenders	wh3_dlc20_survival_chs_altar_of_battle_enemy_azazel	ai_def_01
wh3_dlc20_chs_valkia_survival_defenders	wh3_dlc20_survival_chs_altar_of_battle_enemy_sorcerer_shadows_msla_chaos_steed	ai_def_01
wh3_dlc20_chs_valkia_survival_player_qb	wh3_dlc20_survival_chs_altar_of_battle_enemy_exalted_hero_mkho_juggernaut	
wh3_dlc20_chs_valkia_survival_player_qb	wh3_dlc20_survival_chs_altar_of_battle_enemy_valkia	
wh3_dlc20_chs_vilitch_survival_01_1	wh3_dlc20_survival_chs_altar_of_battle_enemy_valkia	wave_01_1
wh3_dlc20_chs_vilitch_survival_01_2	wh3_dlc20_survival_chs_altar_of_battle_enemy_exalted_hero_mkho_juggernaut	wave_01_2
wh3_dlc20_chs_vilitch_survival_02_1	wh3_dlc20_survival_chs_altar_of_battle_enemy_azazel	wave_02_1
wh3_dlc20_chs_vilitch_survival_02_2	wh3_dlc20_survival_chs_altar_of_battle_enemy_sorcerer_shadows_msla_chaos_steed	wave_02_2
wh3_dlc20_chs_vilitch_survival_defenders	wh3_dlc20_survival_chs_altar_of_battle_enemy_exalted_hero_mnur_chaos_chariot	ai_def_01
wh3_dlc20_chs_vilitch_survival_defenders	wh3_dlc20_survival_chs_altar_of_battle_enemy_festus	ai_def_01
wh3_dlc20_chs_vilitch_survival_player_qb	wh3_dlc20_survival_chs_altar_of_battle_enemy_sorcerer_metal_mtze_disc	
wh3_dlc20_chs_vilitch_survival_player_qb	wh3_dlc20_survival_chs_altar_of_battle_enemy_vilitch	
wh3_dlc20_qb_chs_azazel_daemonblade_enemy_high_elves	wh3_dlc20_qb_chs_azazel_daemonblade_enemy_high_elves_archmage	enemy_hef_arch_mage
wh3_dlc20_qb_chs_azazel_daemonblade_enemy_high_elves	wh3_dlc20_qb_chs_azazel_daemonblade_enemy_high_elves_mage	enemy_hef_mage
wh3_dlc20_qb_chs_azazel_daemonblade_enemy_wood_elves	wh3_dlc20_qb_chs_azazel_daemonblade_enemy_wood_elves_glade_captain	enemy_wef_rush
wh3_dlc20_qb_chs_azazel_daemonblade_enemy_wood_elves	wh3_dlc20_qb_chs_azazel_daemonblade_enemy_wood_elves_spellweaver	enemy_wef_spellweaver
wh3_dlc20_qb_chs_azazel_daemonblade_player	wh3_dlc20_qb_chs_azazel_daemonblade_player_azazel	player_army
wh3_dlc20_qb_chs_azazel_daemonblade_player	wh3_dlc20_qb_chs_azazel_daemonblade_player_sorcerer	player_army
wh3_dlc20_qb_chs_festus_pestilent_potions_enemy_beastmen_main	wh3_dlc20_qb_chs_festus_pestilent_potions_enemy_beastmen_main_beastlord	enemy_main
wh3_dlc20_qb_chs_festus_pestilent_potions_enemy_beastmen_main	wh3_dlc20_qb_chs_festus_pestilent_potions_enemy_beastmen_main_bray_shaman	enemy_main
wh3_dlc20_qb_chs_festus_pestilent_potions_enemy_beastmen_reserve	wh3_dlc20_qb_chs_festus_pestilent_potions_enemy_beastmen_reserve_great_bray_shaman	enemy_cygors_defenders
wh3_dlc20_qb_chs_festus_pestilent_potions_player	wh3_dlc20_qb_chs_festus_pestilent_potions_player_exalted_hero	player_army
wh3_dlc20_qb_chs_festus_pestilent_potions_player	wh3_dlc20_qb_chs_festus_pestilent_potions_player_festus	player_army
wh3_dlc20_qb_chs_valkia_the_spear_slaupnir_ally_khorne_1	wh3_dlc20_qb_chs_valkia_the_spear_slaupnir_ally_khorne_1_bloodreaper	ally_1
wh3_dlc20_qb_chs_valkia_the_spear_slaupnir_ally_khorne_1	wh3_dlc20_qb_chs_valkia_the_spear_slaupnir_ally_khorne_1_herald	ally_1
wh3_dlc20_qb_chs_valkia_the_spear_slaupnir_ally_khorne_2	wh3_dlc20_qb_chs_valkia_the_spear_slaupnir_ally_khorne_2_exalted_bloodthrister	ally_2
wh3_dlc20_qb_chs_valkia_the_spear_slaupnir_enemy_greenskins	wh3_dlc20_qb_chs_valkia_the_spear_slaupnir_enemy_greenskins_orc_shaman	enemy_greenskins
wh3_dlc20_qb_chs_valkia_the_spear_slaupnir_enemy_greenskins	wh3_dlc20_qb_chs_valkia_the_spear_slaupnir_enemy_greenskins_orc_warboss	enemy_greenskins
wh3_dlc20_qb_chs_valkia_the_spear_slaupnir_enemy_skaven	wh3_dlc20_qb_chs_valkia_the_spear_slaupnir_enemy_skaven_chieftain	enemy_skaven
wh3_dlc20_qb_chs_valkia_the_spear_slaupnir_enemy_skaven	wh3_dlc20_qb_chs_valkia_the_spear_slaupnir_enemy_skaven_grey_seer	enemy_skaven
wh3_dlc20_qb_chs_valkia_the_spear_slaupnir_enemy_skaven	wh3_dlc20_qb_chs_valkia_the_spear_slaupnir_enemy_skaven_plague_priest	enemy_skaven
wh3_dlc20_qb_chs_valkia_the_spear_slaupnir_player	wh3_dlc20_qb_chs_valkia_the_spear_slaupnir_player_exalted_hero	player_army
wh3_dlc20_qb_chs_valkia_the_spear_slaupnir_player	wh3_dlc20_qb_chs_valkia_the_spear_slaupnir_player_valkia	player_army
wh3_dlc20_qb_chs_vilitch_vessel_of_chaos_ally_tzeentch_1	wh3_dlc20_qb_chs_vilitch_vessel_of_chaos_ally_tzeentch_1_exalted_lord_of_change	ally_1
wh3_dlc20_qb_chs_vilitch_vessel_of_chaos_ally_tzeentch_2	wh3_dlc20_qb_chs_vilitch_vessel_of_chaos_ally_tzeentch_2_herald	ally_2
wh3_dlc20_qb_chs_vilitch_vessel_of_chaos_enemy_cathay	wh3_dlc20_qb_chs_vilitch_vessel_of_chaos_enemy_cathay_astromancer	enemy_cathay_artillery
wh3_dlc20_qb_chs_vilitch_vessel_of_chaos_enemy_cathay	wh3_dlc20_qb_chs_vilitch_vessel_of_chaos_enemy_cathay_lord_magistrate	enemy_cathay
wh3_dlc20_qb_chs_vilitch_vessel_of_chaos_enemy_empire	wh3_dlc20_qb_chs_vilitch_vessel_of_chaos_enemy_empire_general	enemy_empire
wh3_dlc20_qb_chs_vilitch_vessel_of_chaos_enemy_empire	wh3_dlc20_qb_chs_vilitch_vessel_of_chaos_enemy_empire_light_wizard	enemy_empire
wh3_dlc20_qb_chs_vilitch_vessel_of_chaos_player	wh3_dlc20_qb_chs_vilitch_vessel_of_chaos_player_sorcerer	player_army
wh3_dlc20_qb_chs_vilitch_vessel_of_chaos_player	wh3_dlc20_qb_chs_vilitch_vessel_of_chaos_player_vilitch	player_army
wh3_dlc23_chd_dwarf_expedition_relic_ally_01	wh3_dlc23_chd_relic_unlock_chd_overseer	ally
wh3_dlc23_chd_dwarf_expedition_relic_army_start	wh3_dlc23_chd_relic_unlock_dwf_lord	start
wh3_dlc23_chd_relic_of_grimnir_nur_01	wh3_dlc23_chd_relic_of_grimnir_nur_cha_exalted_great_unclean_one_nurgle	boss
wh3_dlc23_chd_relic_of_grimnir_player	wh3_dlc23_chd_cha_daemonsmith_sorcerer_fire_qb	
wh3_dlc23_chd_relic_of_grimnir_player	wh3_dlc23_qb_chd_drazhoath_hellshard_amulet_player_drazhoath	
wh3_dlc23_chd_relic_of_grungni_dwf_01	wh3_dlc23_chd_relic_of_grungni_dwf_cha_runelord_0	boss
wh3_dlc23_chd_relic_of_grungni_dwf_02	wh3_dlc23_chd_relic_of_grungni_dwf_cha_master_engineer_0	reinforcements
wh3_dlc23_chd_relic_of_grungni_dwf_02	wh3_dlc23_chd_relic_of_grungni_dwf_cha_thane	reinforcements
wh3_dlc23_chd_relic_of_grungni_player	wh3_dlc23_chd_cha_daemonsmith_sorcerer_fire_qb	
wh3_dlc23_chd_relic_of_grungni_player	wh3_dlc23_qb_chd_drazhoath_hellshard_amulet_player_drazhoath	
wh3_dlc23_chd_relic_of_valaya_ogr_01	wh3_dlc23_chd_relic_of_valaya_ogr_cha_firebelly_0	start
wh3_dlc23_chd_relic_of_valaya_ogr_01	wh3_dlc23_chd_relic_of_valaya_ogr_cha_slaughtermaster_great_maw_0	boss
wh3_dlc23_chd_relic_of_valaya_player	wh3_dlc23_chd_cha_daemonsmith_sorcerer_fire_qb	
wh3_dlc23_chd_relic_of_valaya_player	wh3_dlc23_qb_chd_drazhoath_hellshard_amulet_player_drazhoath	
wh3_dlc23_final_battle_astragoth_qb_front_end	wh3_dlc23_chd_cha_astragoth_ironhand_qb_final_battle	
wh3_dlc23_final_battle_astragoth_qb_front_end	wh3_dlc23_qb_chd_astragoth_black_hammer_of_hashut_player_bull_centaur_taurruk	
wh3_dlc23_final_battle_dae_campaign	wh3_dlc23_chd_relic_of_grimnir_nur_cha_exalted_great_unclean_one_nurgle	dae_boss
wh3_dlc23_final_battle_dae_campaign	wh3_main_nur_cha_cultist_0	dae_boss
wh3_dlc23_final_battle_dae_campaign	wh3_main_nur_cha_herald_of_nurgle_death_1	dae_boss
wh3_dlc23_final_battle_drazhoath_qb_front_end	wh3_dlc23_chd_cha_daemonsmith_sorcerer_metal_qb_final_battle	
wh3_dlc23_final_battle_drazhoath_qb_front_end	wh3_dlc23_chd_cha_drazhoath_the_ashen_final_battle	
wh3_dlc23_final_battle_dwf_belegar_army	wh3_dlc23_chd_relic_of_grungni_dwf_cha_master_engineer_0	dwf_03
wh3_dlc23_final_battle_dwf_boss_backup	wh3_dlc23_chd_relic_of_grungni_dwf_cha_master_engineer_0	ai_boss_backup
wh3_dlc23_final_battle_dwf_boss_backup	wh3_dlc23_chd_relic_of_grungni_dwf_cha_thane	ai_boss_backup
wh3_dlc23_final_battle_dwf_campaign	wh3_dlc23_chd_relic_of_grungni_dwf_cha_runelord_0	grey_dwf
wh3_dlc23_final_battle_dwf_start_army	wh3_dlc23_chd_relic_of_grungni_dwf_cha_runelord_0	start
wh3_dlc23_final_battle_dwf_thorek_army	wh_dlc17_qb_dwf_cha_thorek_klad_brakak_dwf_runesmith	dwf_02
wh3_dlc23_final_battle_dwf_thorgrim_army	wh3_dlc23_chd_relic_of_grungni_dwf_cha_thane	dwf_01
wh3_dlc23_final_battle_final_boss_dwf_belegar	wh3_dlc23_final_battle_final_boss_dwf_cha_belegar_0	dwf_boss_03
wh3_dlc23_final_battle_final_boss_dwf_thorek	wh3_dlc23_final_battle_final_boss_dwf_cha_thorek_0	dwf_boss_02
wh3_dlc23_final_battle_final_boss_dwf_thorgrim	wh3_dlc23_final_battle_final_boss_dwf_cha_thorgrim_1	dwf_boss_01
wh3_dlc23_final_battle_final_boss_ogr_campaign	wh3_dlc23_chd_relic_of_valaya_ogr_cha_slaughtermaster_great_maw_0	ogr_boss
wh3_dlc23_final_battle_ogr_campaign	wh3_dlc23_chd_relic_of_valaya_ogr_cha_firebelly_0	ogr_01
wh3_dlc23_final_battle_zhatan_qb_front_end	wh3_dlc23_chd_cha_zhatan_the_black_qb_final_battle	
wh3_dlc23_final_battle_zhatan_qb_front_end	wh3_dlc23_chd_gorduz_backstabber_final_battle	
wh3_dlc23_qb_chd_astragoth_black_hammer_of_hashut_enemy_1_greenskins	wh3_dlc23_qb_chd_astragoth_black_hammer_of_hashut_enemy_greenskins_big_boss	enemy_3_rush
wh3_dlc23_qb_chd_astragoth_black_hammer_of_hashut_enemy_2_goblins	wh3_dlc23_qb_chd_astragoth_black_hammer_of_hashut_enemy_greenskins_goblin_great_shaman	enemy_1_rush
wh3_dlc23_qb_chd_astragoth_black_hammer_of_hashut_enemy_3_ogres	wh3_dlc23_qb_chd_astragoth_black_hammer_of_hashut_enemy_ogre_hunter	enemy_2_rush
wh3_dlc23_qb_chd_astragoth_black_hammer_of_hashut_player	wh3_dlc23_qb_chd_astragoth_black_hammer_of_hashut_player_atragoth	player_army
wh3_dlc23_qb_chd_drazhoath_hellshard_amulet_enemy_tomb_kings_02	wh3_dlc23_qb_chd_drazhoath_hellshard_amulet_enemy_tomb_kings_necrotect	enemy_tomb_kings_02
wh3_dlc23_qb_chd_drazhoath_hellshard_amulet_enemy_tomb_kings	wh3_dlc23_qb_chd_drazhoath_hellshard_amulet_enemy_tomb_kings_liche_priest	enemy_tomb_kings
wh3_dlc23_qb_chd_drazhoath_hellshard_amulet_enemy_vampires_02	wh3_dlc23_qb_chd_drazhoath_hellshard_amulet_enemy_vampires_vampire_lord_necrarch	enemy_vampires_02
