key	animation	entity	audio_armour_type	variant	voiceover
wh_main_grn_mnt_warboar_warboss	bo1_warboar	wh_main_grn_cav_boar_hero_blood	leather	wh_grn_warboar_warboss	wh_dlc03_vo_culture_Boar
wh_main_grn_mnt_wyvern	bi2_wyvern	wh_main_flying_wyvern_blood	leather	wh_grn_wyvern	wh_main_vo_culture_Dragon_Small
wh_main_ksl_mnt_warhorse	hr1_warhorse	wh_main_cavalry_standard_360_blood	leather	wh_emp_warhorse	wh_main_vo_culture_Horse
wh_main_ksl_mnt_warhorse_barded_hero	hr1_warhorse	wh_main_cavalry_slow_hero_blood	plate	wh_emp_warhorse_armoured	wh_main_vo_culture_Horse
wh_main_teb_mnt_warhorse	hr1_warhorse	wh_main_cavalry_standard_360_blood	plate	wh_emp_warhorse	wh_main_vo_culture_Horse
wh_main_teb_mnt_warhorse_barded_hero	hr1_warhorse	wh_main_cavalry_slow_hero_blood	plate	wh_emp_warhorse_armoured	wh_main_vo_culture_Horse
wh_main_teb_mnt_warhorse_fast	hr1_warhorse	wh_main_cavalry_fast_blood	leather	wh_emp_warhorse	wh_main_vo_culture_Horse
wh_main_vmp_mnt_barded_nightmare	hr1_warhorse	wh_main_cavalry_slow_blood	plate	wh_vmp_barded_nightmare	wh_main_vo_culture_Skeletal_horse
wh_main_vmp_mnt_barded_nightmare_hero	hr1_warhorse	wh_main_cavalry_slow_hero_blood	plate	wh_vmp_barded_nightmare	wh_main_vo_culture_Skeletal_horse
wh_main_vmp_mnt_barded_nightmare_red_duke	hr1_warhorse	wh_main_cavalry_slow_hero_blood	plate	wh_dlc02_vmp_blood_knights_steed	wh_main_vo_culture_Skeletal_horse
wh_main_vmp_mnt_barded_skeletal_steed	hr1_skeletal_steed	wh_main_vmp_cav_skeletal_steed_barded	plate	wh_vmp_barded_skeletal_steed	wh_main_vo_culture_Skeletal_horse
wh_main_vmp_mnt_barded_skeletal_steed_hero	hr1_skeletal_steed	wh_main_vmp_cav_skeletal_steed_barded_hero	plate	wh_vmp_barded_skeletal_steed	wh_main_vo_culture_Skeletal_horse
wh_main_vmp_mnt_barded_skeletal_steed_reavers	hr1_skeletal_steed	wh_main_vmp_cav_skeletal_steed_barded	plate	wh_vmp_barded_skeletal_steed_reavers	wh_main_vo_culture_Skeletal_horse
wh_main_vmp_mnt_coach_nightmare	hr1_skeletal_steed_draught	wh_main_cavalry_standard_360_blood	leather	wh_vmp_coach_nightmare	wh_main_vo_culture_Skeletal_horse
wh_main_vmp_mnt_dragon_zombie	dr1_dragon_zombie	wh_main_flying_dragon_blood	body	wh_vmp_dragon_zombie	wh_main_vo_culture_Dragon_Large
wh_main_vmp_mnt_hellsteed	hr1_pegasus	wh_main_vmp_cavalry_flying_hellsteed_blood	leather	wh_vmp_hellsteed	wh_main_vo_culture_Skeletal_horse
wh_main_vmp_mnt_nightmare	hr1_warhorse	wh_main_cavalry_standard_360_blood	leather	wh_vmp_nightmare	wh_main_vo_culture_Skeletal_horse
wh_main_vmp_mnt_skeletal_steed	hr1_skeletal_steed	wh_main_vmp_cav_skeletal_steed	bone	wh_vmp_skeletal_steed_black	wh_main_vo_culture_Skeletal_horse
wh_main_vmp_mnt_skeletal_steed_hero	hr1_skeletal_steed	wh_main_vmp_cav_skeletal_steed_hero	bone	wh_vmp_skeletal_steed_black	wh_main_vo_culture_Skeletal_horse
wh_main_vmp_mnt_skeletal_steed_hexwraiths	hr1_hexwraiths_skeletal_steed	wh_main_vmp_cavalry_skeletal_steed_hexwraiths	bone	wh_vmp_skeletal_steed_blue	wh_main_vo_culture_Skeletal_horse
wh_main_vmp_mnt_skeletal_steed_hexwraiths_red	hr1_hexwraiths_skeletal_steed	wh_dlc04_vmp_cavalry_skeletal_steed_chillgheists	bone	wh_vmp_skeletal_steed_red	wh_main_vo_culture_Skeletal_horse
wh_pro04_brt_mnt_questing_knight_warhorse_faction_colours	hr1_warhorse	wh_main_brt_cavalry_barded_blood	plate	wh_pro04_brt_questing_knight_warhorse_faction_colours	wh_main_vo_culture_Horse
wh_pro04_brt_mnt_warhorses_ror	hr1_warhorse	wh_main_brt_cavalry_fast_blood	leather	wh_pro04_brt_warhorses_ror	wh_main_vo_culture_Horse
wh_pro04_nor_war_mammoth_howdah_ror	hq3_mammoth	wh_dlc08_nor_mon_mammoth_howdah_blood	body	wh_pro04_nor_war_mammoth_howdah_ror	vo_culture_Invalid
wh_pro04_wef_mnt_steed_of_kurnous_ror	st1_stag	wh_dlc05_wef_cav_stag_blood	body	wh_pro04_wef_steed_of_kurnous_ror	wh_main_vo_culture_Horse
