key	agent_distribution_profile_key	agent_recruitment_profile_key	budget_policy_key	military_aggressiveness_policy	military_behaviour_policy	reliability_policy_key	technology_manager_key	allowed_for_random_selection	diplomatic_component	strategic_component	cultural_component	deal_generation_component	construction_system_policy	task_management_system_task_generation_profile	negotiation_component	income_allocation_policy	occupation_decision_component	empire_rivalry_component	trespassing_component	agent_embed_profile	character_skill_selection_policy	military_generator_config_override	tms_variables_profile	financial_context_control	ritual_policy	personality_variables_profile	displayed_trait_set	gds_occupation_decision_profile	gds_cultural_occupation_decision_profile	deal_evaluation_profile	strategic_profile	region_group_profile
wh3_combi_greenskin_grimgor	cai_adp_standard	cai_arp_standard	wh3_budget_policy_militaristic	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	default	true	wh3_default	wh3_strategic_component_aggressive	default	wh3_deal_generation_greenskin	default_construction_system_policy	wh3_combi_tms_generator_profiles_greenskin_grimgor	wh3_negotiation_default	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_combi_personality_profile_default	wh3_personality_displayed_trait_set_greenskin_minor	occupation_decision_profile_raider		wh3_deal_eval_profile_greenskin_major	wh3_strategic_profile_aggressive	wh3_combi_region_hint_profile_greenskin_grimgor
wh3_combi_greenskin_grom	cai_adp_standard	cai_arp_standard	wh3_budget_policy_militaristic	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	default	true	wh3_default	wh3_strategic_component_aggressive	default	wh3_deal_generation_greenskin	default_construction_system_policy	wh3_combi_tms_generator_profiles_greenskin_grom	wh3_negotiation_default	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_combi_personality_profile_default	wh3_personality_displayed_trait_set_greenskin_minor	occupation_decision_profile_raider		wh3_deal_eval_profile_greenskin_major	wh3_strategic_profile_aggressive	wh3_combi_region_hint_profile_greenskin_grom
wh3_combi_greenskin_minor	cai_adp_standard	cai_arp_standard	wh3_budget_policy_militaristic	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	default	true	wh3_default	wh3_strategic_component_aggressive	default	wh3_deal_generation_greenskin_minor	default_construction_system_policy	wh3_combi_tms_generator_profiles_greenskin_minor	wh3_negotiation_minor	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_combi_personality_profile_default	wh3_personality_displayed_trait_set_greenskin_minor	occupation_decision_profile_raider		wh3_deal_eval_profile_greenskin_minor	wh3_strategic_profile_aggressive	default
wh3_combi_greenskin_skarsnik	cai_adp_standard	cai_arp_standard	wh3_budget_policy_militaristic	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	default	true	wh3_default	wh3_strategic_component_aggressive	default	wh3_deal_generation_greenskin	default_construction_system_policy	wh3_combi_tms_generator_profiles_greenskin_skarsnik	wh3_negotiation_default	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_combi_personality_profile_default	wh3_personality_displayed_trait_set_greenskin_minor	occupation_decision_profile_raider		wh3_deal_eval_profile_greenskin_major	wh3_strategic_profile_aggressive	wh3_combi_region_hint_profile_greenskin_skarsnik
wh3_combi_greenskin_wurrzag	cai_adp_standard	cai_arp_standard	wh3_budget_policy_militaristic	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	default	true	wh3_default	wh3_strategic_component_aggressive	default	wh3_deal_generation_greenskin	default_construction_system_policy	wh3_combi_tms_generator_profiles_greenskin_wurrzag	wh3_negotiation_default	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_combi_personality_profile_default	wh3_personality_displayed_trait_set_greenskin_minor	occupation_decision_profile_raider		wh3_deal_eval_profile_greenskin_major	wh3_strategic_profile_aggressive	default
wh3_combi_highelf_alarielle	cai_adp_standard	cai_arp_standard	wh3_budget_policy_default	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	wh3_main_hef_manager	true	wh3_default	wh3_strategic_component_aloof	default	wh3_deal_generation_highelf	default_construction_system_policy	wh3_combi_tms_generator_profiles_highelf_alarielle	wh3_negotiation_default	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_combi_personality_profile_default	wh3_personality_displayed_trait_set_highelf_minor	occupation_decision_profile_default		wh3_deal_eval_profile_highelf_major	wh3_strategic_profile_aloof	wh3_combi_region_hint_profile_highelf_alarielle
wh3_combi_highelf_alithanar	cai_adp_standard	cai_arp_standard	wh3_budget_policy_default	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	wh3_main_hef_manager	true	wh3_default	wh3_strategic_component_aloof	default	wh3_deal_generation_highelf	default_construction_system_policy	wh3_combi_tms_generator_profiles_highelf_alithanar	wh3_negotiation_default	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_combi_personality_profile_default	wh3_personality_displayed_trait_set_highelf_minor	occupation_decision_profile_default		wh3_deal_eval_profile_highelf_major	wh3_strategic_profile_aloof	wh3_combi_region_hint_profile_highelf_alithanar
wh3_combi_highelf_eltharion	cai_adp_standard	cai_arp_standard	wh3_budget_policy_default	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	wh3_main_hef_manager	true	wh3_default	wh3_strategic_component_aloof	default	wh3_deal_generation_highelf	default_construction_system_policy	wh3_combi_tms_generator_profiles_highelf_eltharion	wh3_negotiation_default	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_combi_personality_profile_default	wh3_personality_displayed_trait_set_highelf_eltharion	occupation_decision_profile_default		wh3_deal_eval_profile_highelf_major	wh3_strategic_profile_aloof	wh3_combi_region_hint_profile_highelf_eltharion
wh3_combi_highelf_imrik	cai_adp_standard	cai_arp_standard	wh3_budget_policy_default	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	wh3_main_hef_manager	true	wh3_default	wh3_strategic_component_aloof	default	wh3_deal_generation_highelf	default_construction_system_policy	wh3_combi_tms_generator_profiles_highelf_imrik	wh3_negotiation_default	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_combi_personality_profile_default	wh3_personality_displayed_trait_set_highelf_minor	occupation_decision_profile_default		wh3_deal_eval_profile_highelf_major	wh3_strategic_profile_aloof	default
wh3_combi_highelf_minor	cai_adp_standard	cai_arp_standard	wh3_budget_policy_default	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	wh3_main_hef_manager	true	wh3_default	wh3_strategic_component_aloof	default	wh3_deal_generation_highelf_minor	default_construction_system_policy	wh3_combi_tms_generator_profiles_highelf_minor	wh3_negotiation_default	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_combi_personality_profile_default	wh3_personality_displayed_trait_set_highelf_minor	occupation_decision_profile_default		wh3_deal_eval_profile_highelf_minor	wh3_strategic_profile_aloof	wh3_combi_region_hint_profile_highelf_minor
wh3_combi_highelf_teclis	cai_adp_standard	cai_arp_standard	wh3_budget_policy_default	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	wh3_main_hef_manager	true	wh3_default	wh3_strategic_component_aloof	default	wh3_deal_generation_highelf	default_construction_system_policy	wh3_combi_tms_generator_profiles_highelf_teclis	wh3_negotiation_default	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_combi_personality_profile_default	wh3_personality_displayed_trait_set_highelf_minor	occupation_decision_profile_default		wh3_deal_eval_profile_highelf_major	wh3_strategic_profile_aloof	default
wh3_combi_highelf_tyrion	cai_adp_standard	cai_arp_standard	wh3_budget_policy_default	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	wh3_main_hef_manager	true	wh3_default	wh3_strategic_component_aloof	default	wh3_deal_generation_highelf	default_construction_system_policy	wh3_combi_tms_generator_profiles_highelf_tyrion	wh3_negotiation_default	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_combi_personality_profile_default	wh3_personality_displayed_trait_set_highelf_minor	occupation_decision_profile_default		wh3_deal_eval_profile_highelf_major	wh3_strategic_profile_aloof	wh3_combi_region_hint_profile_highelf_tyrion
wh3_combi_khorne_minor	cai_adp_standard	cai_arp_standard	wh3_budget_policy_militaristic	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	default	true	wh3_default	wh3_strategic_component_chaos_aggressive	default	wh3_deal_generation_minor	default_construction_system_policy	wh3_combi_tms_generator_profiles_khorne_minor	wh3_negotiation_minor	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_combi_personality_profile_chaos	wh3_personality_displayed_trait_set_khorne_minor	occupation_decision_profile_chaos_kho		wh3_deal_eval_profile_chaos_minor	wh3_strategic_profile_chaos_aggressive	default
wh3_combi_khorne_skarbrand	cai_adp_standard	cai_arp_standard	wh3_budget_policy_militaristic	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	default	true	wh3_default	wh3_strategic_component_chaos_aggressive	default	wh3_deal_generation_default	default_construction_system_policy	wh3_combi_tms_generator_profiles_khorne_skarbrand	wh3_negotiation_default	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_brutal	default_financial_context_controls	default	wh3_combi_personality_profile_chaos	wh3_personality_displayed_trait_set_khorne_skarbrand	occupation_decision_profile_chaos_kho		wh3_deal_eval_profile_chaos	wh3_strategic_profile_chaos_aggressive	default
wh3_combi_kislev_boris	cai_adp_standard	cai_arp_standard	wh3_budget_policy_builder	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	default	true	wh3_default	wh3_strategic_component_default	default	wh3_deal_generation_default	default_construction_system_policy	wh3_combi_tms_generator_profiles_kislev_boris	wh3_negotiation_default	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_combi_personality_profile_default	wh3_personality_displayed_trait_set_kislev_boris	occupation_decision_profile_default		wh3_deal_eval_profile_kislev	wh3_strategic_profile_default	wh3_combi_region_hint_profile_kislev_boris
wh3_combi_kislev_katarin	cai_adp_standard	cai_arp_standard	wh3_budget_policy_builder	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	default	true	wh3_default	wh3_strategic_component_default	default	wh3_deal_generation_default	default_construction_system_policy	wh3_combi_tms_generator_profiles_kislev_katarin	wh3_negotiation_default	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_combi_personality_profile_default	wh3_personality_displayed_trait_set_kislev_katarin	occupation_decision_profile_default		wh3_deal_eval_profile_kislev	wh3_strategic_profile_default	wh3_combi_region_hint_profile_kislev_katarin
wh3_combi_kislev_kostaltyn	cai_adp_standard	cai_arp_standard	wh3_budget_policy_builder	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	default	true	wh3_default	wh3_strategic_component_vengeful	default	wh3_deal_generation_default	default_construction_system_policy	wh3_combi_tms_generator_profiles_kislev_kostaltyn	wh3_negotiation_default	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_combi_personality_profile_default	wh3_personality_displayed_trait_set_kislev_kostaltyn	occupation_decision_profile_default		wh3_deal_eval_profile_kislev	wh3_strategic_profile_vengeful	wh3_combi_region_hint_profile_kislev_kostaltyn
wh3_combi_kislev_minor	cai_adp_standard	cai_arp_standard	wh3_budget_policy_builder	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	default	true	wh3_default	wh3_strategic_component_default	default	wh3_deal_generation_kislev_minor	default_construction_system_policy	wh3_combi_tms_generator_profiles_kislev_minor	wh3_negotiation_minor	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_combi_personality_profile_default	wh3_personality_displayed_trait_set_kislev_minor	occupation_decision_profile_default		wh3_deal_eval_profile_kislev_minor	wh3_strategic_profile_default	default
wh3_combi_kislev_ostankya	cai_adp_standard	cai_arp_standard	wh3_budget_policy_builder	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	default	true	wh3_default	wh3_strategic_component_defensive	default	wh3_deal_generation_default	default_construction_system_policy	wh3_combi_tms_generator_profiles_kislev_ostankya	wh3_negotiation_default	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_combi_personality_profile_default	wh3_personality_displayed_trait_set_kislev_minor	occupation_decision_profile_default		wh3_deal_eval_profile_kislev	wh3_strategic_profile_defensive	wh3_combi_region_hint_profile_kislev_ostankya
wh3_combi_lizardmen_gorrok	cai_adp_standard	cai_arp_standard	wh3_budget_policy_default	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	default	true	wh3_default	wh3_strategic_component_default	default	wh3_deal_generation_lizardmen	default_construction_system_policy	wh3_combi_tms_generator_profiles_lizardmen_gorrok	wh3_negotiation_default	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_combi_personality_profile_default	wh3_personality_displayed_trait_set_lizardmen_minor	occupation_decision_profile_default		wh3_deal_eval_profile_lizardmen_major	wh3_strategic_profile_default	default
wh3_combi_lizardmen_kroqgar	cai_adp_standard	cai_arp_standard	wh3_budget_policy_default	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	default	true	wh3_default	wh3_strategic_component_default	default	wh3_deal_generation_lizardmen	default_construction_system_policy	wh3_combi_tms_generator_profiles_lizardmen_kroqgar	wh3_negotiation_default	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_combi_personality_profile_default	wh3_personality_displayed_trait_set_lizardmen_minor	occupation_decision_profile_default		wh3_deal_eval_profile_lizardmen_major	wh3_strategic_profile_default	wh3_combi_region_hint_profile_lizardmen_kroqgar
wh3_combi_lizardmen_mazdamundi	cai_adp_standard	cai_arp_standard	wh3_budget_policy_default	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	default	true	wh3_default	wh3_strategic_component_default	default	wh3_deal_generation_lizardmen	default_construction_system_policy	wh3_combi_tms_generator_profiles_lizardmen_mazdamundi	wh3_negotiation_default	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_combi_personality_profile_default	wh3_personality_displayed_trait_set_lizardmen_minor	occupation_decision_profile_default		wh3_deal_eval_profile_lizardmen_major	wh3_strategic_profile_default	wh3_combi_region_hint_profile_lizardmen_mazdamundi
wh3_combi_lizardmen_minor	cai_adp_standard	cai_arp_standard	wh3_budget_policy_default	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	default	true	wh3_default	wh3_strategic_component_default	default	wh3_deal_generation_lizardmen_minor	default_construction_system_policy	wh3_combi_tms_generator_profiles_lizardmen_minor	wh3_negotiation_minor	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_combi_personality_profile_default	wh3_personality_displayed_trait_set_lizardmen_minor	occupation_decision_profile_default		wh3_deal_eval_profile_lizardmen_minor	wh3_strategic_profile_default	default
wh3_combi_lizardmen_nakai	cai_adp_standard	cai_arp_standard	wh3_budget_policy_default	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	default	true	wh3_default	wh3_strategic_component_default	default	wh3_deal_generation_lizardmen	default_construction_system_policy	wh3_combi_tms_generator_profiles_lizardmen_nakai	wh3_negotiation_default	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_combi_personality_profile_default	wh3_personality_displayed_trait_set_lizardmen_minor	occupation_decision_profile_nakai		wh3_deal_eval_profile_lizardmen_major	wh3_strategic_profile_default	default
wh3_combi_lizardmen_oxyotl	cai_adp_standard	cai_arp_standard	wh3_budget_policy_default	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	default	true	wh3_default	wh3_strategic_component_default	default	wh3_deal_generation_lizardmen	default_construction_system_policy	wh3_combi_tms_generator_profiles_lizardmen_oxyotl	wh3_negotiation_default	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_combi_personality_profile_default	wh3_personality_displayed_trait_set_lizardmen_minor	occupation_decision_profile_default		wh3_deal_eval_profile_lizardmen_major	wh3_strategic_profile_default	wh3_combi_region_hint_profile_lizardmen_oxyotl
wh3_combi_lizardmen_tehenhauin	cai_adp_standard	cai_arp_standard	wh3_budget_policy_default	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	default	true	wh3_default	wh3_strategic_component_default	default	wh3_deal_generation_lizardmen	default_construction_system_policy	wh3_combi_tms_generator_profiles_lizardmen_tehenhauin	wh3_negotiation_default	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_combi_personality_profile_default	wh3_personality_displayed_trait_set_lizardmen_minor	occupation_decision_profile_default		wh3_deal_eval_profile_lizardmen_major	wh3_strategic_profile_default	default
wh3_combi_lizardmen_tiktaqto	cai_adp_standard	cai_arp_standard	wh3_budget_policy_default	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	default	true	wh3_default	wh3_strategic_component_default	default	wh3_deal_generation_lizardmen	default_construction_system_policy	wh3_combi_tms_generator_profiles_lizardmen_tiktaqto	wh3_negotiation_default	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_combi_personality_profile_default	wh3_personality_displayed_trait_set_lizardmen_minor	occupation_decision_profile_default		wh3_deal_eval_profile_lizardmen_major	wh3_strategic_profile_default	wh3_combi_region_hint_profile_lizardmen_tiktaqto
wh3_combi_lizardmen_vassal	cai_adp_standard	cai_arp_standard	wh3_budget_policy_default	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	default	true	wh3_default	wh3_strategic_component_default	default	wh3_deal_generation_lizardmen_vassal	default_construction_system_policy	wh3_combi_tms_generator_profiles_lizardmen_minor	wh3_negotiation_minor	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_combi_personality_profile_default	wh3_personality_displayed_trait_set_lizardmen_vassal	occupation_decision_profile_default		wh3_deal_eval_profile_lizardmen_nakai_vassal	wh3_strategic_profile_default	default
wh3_combi_norsca_minor	cai_adp_standard	cai_arp_standard	wh3_budget_policy_default	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	default	true	wh3_default	wh3_strategic_component_default	default	wh3_deal_generation_norsca_minor	default_construction_system_policy	wh3_combi_tms_generator_profiles_norsca_minor	wh3_negotiation_minor	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_combi_personality_profile_default	wh3_personality_displayed_trait_set_norsca_minor	occupation_decision_profile_default		wh3_deal_eval_profile_norsca_minor	wh3_strategic_profile_default	default
wh3_combi_norsca_throgg	cai_adp_standard	cai_arp_standard	wh3_budget_policy_militaristic	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	default	true	wh3_default	wh3_strategic_component_aggressive	default	wh3_deal_generation_default	default_construction_system_policy	wh3_combi_tms_generator_profiles_norsca_throgg	wh3_negotiation_default	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_combi_personality_profile_default	wh3_personality_displayed_trait_set_norsca_throgg	occupation_decision_profile_raider		wh3_deal_eval_profile_norsca_major	wh3_strategic_profile_aggressive	wh3_combi_region_hint_profile_norsca_throgg
wh3_combi_norsca_vassal	cai_adp_standard	cai_arp_standard	wh3_budget_policy_default	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	default	true	wh3_default	wh3_strategic_component_default	default	wh3_deal_generation_norsca_minor	default_construction_system_policy	wh3_combi_tms_generator_profiles_norsca_vassal	wh3_negotiation_minor	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_combi_personality_profile_default	wh3_personality_displayed_trait_set_norsca_vassal	occupation_decision_profile_default		wh3_deal_eval_profile_norsca_vassal	wh3_strategic_profile_default	default
wh3_combi_norsca_wulfrik	cai_adp_standard	cai_arp_standard	wh3_budget_policy_militaristic	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	default	true	wh3_default	wh3_strategic_component_aggressive	default	wh3_deal_generation_default	default_construction_system_policy	wh3_combi_tms_generator_profiles_norsca_wulfrik	wh3_negotiation_default	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_combi_personality_profile_default	wh3_personality_displayed_trait_set_norsca_wulfrik	occupation_decision_profile_raider		wh3_deal_eval_profile_norsca_major	wh3_strategic_profile_aggressive	wh3_combi_region_hint_profile_norsca_wulfrik
wh3_combi_nurgle_kugath	cai_adp_standard	cai_arp_standard	wh3_budget_policy_default	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	default	true	wh3_default	wh3_strategic_component_nurgle	default	wh3_deal_generation_default	default_construction_system_policy	wh3_combi_tms_generator_profiles_nurgle_kugath	wh3_negotiation_default	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_combi_personality_profile_chaos_elite_armies	wh3_personality_displayed_trait_set_nurgle_minor	occupation_decision_profile_daemons		wh3_deal_eval_profile_chaos	wh3_strategic_profile_nurgle	default
wh3_combi_nurgle_minor	cai_adp_standard	cai_arp_standard	wh3_budget_policy_default	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	default	true	wh3_default	wh3_strategic_component_nurgle	default	wh3_deal_generation_minor	default_construction_system_policy	wh3_combi_tms_generator_profiles_nurgle_minor	wh3_negotiation_minor	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_combi_personality_profile_chaos_elite_armies	wh3_personality_displayed_trait_set_nurgle_minor	occupation_decision_profile_daemons		wh3_deal_eval_profile_chaos_minor	wh3_strategic_profile_nurgle	default
wh3_combi_ogre_greasus	cai_adp_standard	cai_arp_standard	wh3_budget_policy_militaristic	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	default	true	wh3_default	wh3_strategic_component_aggressive	default	wh3_deal_generation_ogre	default_construction_system_policy	wh3_combi_tms_generator_profiles_ogre_greasus	wh3_negotiation_default	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_combi_personality_profile_elite_armies	wh3_personality_displayed_trait_set_ogre_greasus	occupation_decision_profile_sacking		wh3_deal_eval_profile_ogre_greedy	wh3_strategic_profile_aggressive	default
wh3_combi_ogre_minor	cai_adp_standard	cai_arp_standard	wh3_budget_policy_militaristic	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	default	true	wh3_default	wh3_strategic_component_aggressive	default	wh3_deal_generation_ogre_minor	default_construction_system_policy	wh3_combi_tms_generator_profiles_ogre_minor	wh3_negotiation_minor	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_combi_personality_profile_elite_armies	wh3_personality_displayed_trait_set_ogre_minor	occupation_decision_profile_default		wh3_deal_eval_profile_ogre_minor	wh3_strategic_profile_aggressive	default
wh3_combi_ogre_skrag	cai_adp_standard	cai_arp_standard	wh3_budget_policy_militaristic	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	default	true	wh3_default	wh3_strategic_component_aggressive_opportunistic	default	wh3_deal_generation_ogre	default_construction_system_policy	wh3_combi_tms_generator_profiles_ogre_skrag	wh3_negotiation_default	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_combi_personality_profile_elite_armies	wh3_personality_displayed_trait_set_ogre_skrag	occupation_decision_profile_default		wh3_deal_eval_profile_ogre	wh3_strategic_profile_aggressive_opportunistic	default
wh3_combi_rogue	cai_adp_standard	cai_arp_standard	wh3_budget_policy_rogue	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	default	true	wh3_default	wh3_strategic_component_aggressive_opportunistic	default	wh3_deal_generation_default	default_construction_system_policy	wh3_combi_tms_generator_profiles_rogue	wh3_negotiation_minor	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_combi_personality_profile_default	wh3_personality_displayed_trait_set_rogue	occupation_decision_profile_sacking		wh3_deal_eval_profile_rogue	wh3_strategic_profile_aggressive_opportunistic	default
wh3_combi_sentinels	cai_adp_standard	cai_arp_standard	wh3_budget_policy_default	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	default	true	wh3_tomb_kings	wh3_strategic_component_sentinel	default	wh3_deal_generation_passive	default_construction_system_policy	wh3_combi_tms_generator_profiles_sentinels	wh3_negotiation_passive	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_combi_personality_profile_default	wh3_personality_displayed_trait_set_sentinels	occupation_decision_profile_default		wh3_deal_eval_profile_sentinels	wh3_strategic_profile_sentinel	default
wh3_combi_skaven_endgame	cai_adp_standard	cai_arp_standard	wh3_budget_policy_militaristic	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	default	true	wh3_default	wh3_strategic_component_aggressive	default	wh3_deal_generation_skaven	default_construction_system_policy	wh3_combi_tms_generator_profiles_endgame	wh3_negotiation_default	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_combi_personality_profile_default	wh3_personality_displayed_trait_set_skaven_endgame	occupation_decision_profile_skaven		wh3_deal_eval_profile_skaven_major	wh3_strategic_profile_aggressive	default
wh3_combi_skaven_ikit	cai_adp_standard	cai_arp_standard	wh3_budget_policy_default	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	default	true	wh3_default	wh3_strategic_component_cowardly	default	wh3_deal_generation_default	default_construction_system_policy	wh3_combi_tms_generator_profiles_skaven_ikit	wh3_negotiation_default	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_combi_personality_profile_default	wh3_personality_displayed_trait_set_skaven_minor	occupation_decision_profile_skaven		wh3_deal_eval_profile_skaven_major	wh3_strategic_profile_cowardly	default
