key	event	max_time	min_time	use_reverb	use_obstruction	limitation_scale	min_probability	max_probability
wh3_dlc23_chaos_dwarf_bull_centaur_units_fatigue	Battle_Individual_Vocalisation_Chaos_Dwarf_Bull_Centaur_Units_Breathing_to_stop	20.0000	10.0000	false	false	0.1000	50.0000	10.0000
wh3_dlc23_chaos_dwarf_bull_centaur_units_idle	Battle_Individual_Vocalisation_Chaos_Dwarf_Bull_Centaur_Units_Idle	20.0000	10.0000	false	false	0.0500	50.0000	10.0000
wh3_dlc23_chaos_dwarf_bull_centaur_units_running	Battle_Individual_Vocalisation_Chaos_Dwarf_Bull_Centaur_Units_Breathing	20.0000	10.0000	false	false	0.1000	50.0000	10.0000
wh3_dlc23_chaos_dwarf_bull_centaur_units_walking	Battle_Individual_Vocalisation_Chaos_Dwarf_Bull_Centaur_Units_Idle	20.0000	10.0000	false	false	0.1000	30.0000	10.0000
wh3_dlc23_chaos_dwarf_daemonsmith_fatigue	Battle_Individual_Vocalisation_Chaos_Dwarf_Daemonsmith_Breathing_to_stop	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh3_dlc23_chaos_dwarf_daemonsmith_idle	Battle_Individual_Vocalisation_Chaos_Dwarf_Daemonsmith_Idle	20.0000	10.0000	false	false	0.0500	100.0000	100.0000
wh3_dlc23_chaos_dwarf_daemonsmith_running	Battle_Individual_Vocalisation_Chaos_Dwarf_Daemonsmith_Breathing	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh3_dlc23_chaos_dwarf_daemonsmith_walking	Battle_Individual_Vocalisation_Chaos_Dwarf_Daemonsmith_Idle	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh3_dlc23_chaos_dwarf_drazhoath_the_ashen_fatigue	Battle_Individual_Vocalisation_Chaos_Dwarf_Drazhoath_the_Ashen_Breathing_to_Stop	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh3_dlc23_chaos_dwarf_drazhoath_the_ashen_idle	Battle_Individual_Vocalisation_Chaos_Dwarf_Drazhoath_the_Ashen_Idle	20.0000	10.0000	false	false	0.0500	100.0000	100.0000
wh3_dlc23_chaos_dwarf_drazhoath_the_ashen_running	Battle_Individual_Vocalisation_Chaos_Dwarf_Drazhoath_the_Ashen_Breathing	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh3_dlc23_chaos_dwarf_drazhoath_the_ashen_walking	Battle_Individual_Vocalisation_Chaos_Dwarf_Drazhoath_the_Ashen_Idle	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh3_dlc23_chaos_dwarf_infernal_castellan_fatigue	Battle_Individual_Vocalisation_Chaos_Dwarf_Infernal_Castellan_Breathing_to_stop	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh3_dlc23_chaos_dwarf_infernal_castellan_idle	Battle_Individual_Vocalisation_Chaos_Dwarf_Infernal_Castellan_Idle	20.0000	10.0000	false	false	0.0500	100.0000	100.0000
wh3_dlc23_chaos_dwarf_infernal_castellan_running	Battle_Individual_Vocalisation_Chaos_Dwarf_Infernal_Castellan_Breathing	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh3_dlc23_chaos_dwarf_infernal_castellan_walking	Battle_Individual_Vocalisation_Chaos_Dwarf_Infernal_Castellan_Idle	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh3_dlc23_chaos_dwarf_overseer_fatigue	Battle_Individual_Vocalisation_Chaos_Dwarf_Overseer_Breathing_to_stop	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh3_dlc23_chaos_dwarf_overseer_idle	Battle_Individual_Vocalisation_Chaos_Dwarf_Overseer_Idle	20.0000	10.0000	false	false	0.0500	100.0000	100.0000
wh3_dlc23_chaos_dwarf_overseer_running	Battle_Individual_Vocalisation_Chaos_Dwarf_Overseer_Breathing	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh3_dlc23_chaos_dwarf_overseer_walking	Battle_Individual_Vocalisation_Chaos_Dwarf_Overseer_Idle	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh3_dlc23_chaos_dwarf_siege_tower_metal_creaks	Battle_Individual_Artillery_Siege_Tower_CHD_One_Shots	24.0000	8.0000	false	false	1.0000	100.0000	100.0000
wh3_dlc23_chaos_dwarf_sorcerer_prophet_fatigue	Battle_Individual_Vocalisation_Chaos_Dwarf_Sorcerer_Prophet_Breathing_to_stop	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh3_dlc23_chaos_dwarf_sorcerer_prophet_idle	Battle_Individual_Vocalisation_Chaos_Dwarf_Sorcerer_Prophet_Idle	20.0000	10.0000	false	false	0.0500	100.0000	100.0000
wh3_dlc23_chaos_dwarf_sorcerer_prophet_running	Battle_Individual_Vocalisation_Chaos_Dwarf_Sorcerer_Prophet_Breathing	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh3_dlc23_chaos_dwarf_sorcerer_prophet_walking	Battle_Individual_Vocalisation_Chaos_Dwarf_Sorcerer_Prophet_Idle	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh3_dlc23_chaos_dwarf_unit_fatigue	Battle_Individual_Vocalisation_Chaos_Dwarf_Unit_Breathing_to_stop	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh3_dlc23_chaos_dwarf_unit_idle	Battle_Individual_Vocalisation_Chaos_Dwarf_Unit_Idle	20.0000	10.0000	false	false	0.0500	100.0000	100.0000
wh3_dlc23_chaos_dwarf_unit_running	Battle_Individual_Vocalisation_Chaos_Dwarf_Unit_Breathing	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh3_dlc23_chaos_dwarf_unit_walking	Battle_Individual_Vocalisation_Chaos_Dwarf_Unit_Idle	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh3_dlc23_chaos_dwarf_zhatan_the_black_fatigue	Battle_Individual_Vocalisation_Chaos_Dwarf_Zhatan_the_Black_Breathing_to_Stop	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh3_dlc23_chaos_dwarf_zhatan_the_black_idle	Battle_Individual_Vocalisation_Chaos_Dwarf_Zhatan_the_Black_Idle	20.0000	10.0000	false	false	0.0500	100.0000	100.0000
wh3_dlc23_chaos_dwarf_zhatan_the_black_running	Battle_Individual_Vocalisation_Chaos_Dwarf_Zhatan_the_Black_Breathing	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh3_dlc23_chaos_dwarf_zhatan_the_black_walking	Battle_Individual_Vocalisation_Chaos_Dwarf_Zhatan_the_Black_Idle	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh3_dlc23_chd_bale_taurus_running	Battle_Individual_Vocalisation_Bale_Taurus_Running	2.0000	1.0000	true	false	0.1000	100.0000	20.0000
wh3_dlc23_chd_bale_taurus_walking	Battle_Individual_Vocalisation_Bale_Taurus_Walking	3.0000	2.0000	true	false	0.2000	100.0000	20.0000
wh3_dlc23_chd_battering_ram_metal_creaks	Battle_Individual_Battering_Ram_CHD_Movement_Metal	24.0000	8.0000	false	false	1.0000	100.0000	100.0000
wh3_dlc23_chd_kdaai_fireborn_idle	Battle_Individual_Vocalisation_Kdaai_Fireborn_Idle	45.0000	15.0000	true	false	0.5000	0.5000	25.0000
wh3_dlc23_chd_kdaai_fireborn_running	Battle_Individual_Vocalisation_Kdaai_Fireborn_Idle	45.0000	15.0000	true	false	0.5000	0.5000	25.0000
wh3_dlc23_chd_kdaai_fireborn_walking	Battle_Individual_Vocalisation_Kdaai_Fireborn_Idle	45.0000	15.0000	true	false	0.5000	0.5000	25.0000
wh3_dlc23_chd_war_machine_shared_one_shots	Battle_Individual_Artillery_DLC23_War_Machines_Shared_Foley_Engine_One_Shots	24.0000	8.0000	false	false	1.0000	100.0000	100.0000
wh3_dlc23_hobgoblin_gorduz_fatigue	Battle_Individual_Vocalisation_Hobgoblin_Gorduz_Breathing_to_Stop	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh3_dlc23_hobgoblin_gorduz_idle	Battle_Individual_Vocalisation_Hobgoblin_Gorduz_Idle	20.0000	10.0000	false	false	0.0500	100.0000	100.0000
wh3_dlc23_hobgoblin_gorduz_running	Battle_Individual_Vocalisation_Hobgoblin_Gorduz_Breathing	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh3_dlc23_hobgoblin_gorduz_walking	Battle_Individual_Vocalisation_Hobgoblin_Gorduz_Idle	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh3_dlc23_hobgoblin_unit_fatigue	Battle_Individual_Vocalisation_Hobgoblin_Unit_Breathing_to_stop	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh3_dlc23_hobgoblin_unit_idle	Battle_Individual_Vocalisation_Hobgoblin_Unit_Idle	20.0000	10.0000	false	false	0.0500	100.0000	100.0000
wh3_dlc23_hobgoblin_unit_running	Battle_Individual_Vocalisation_Hobgoblin_Unit_Breathing	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh3_dlc23_hobgoblin_unit_walking	Battle_Individual_Vocalisation_Hobgoblin_Unit_Idle	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh3_dlc23_ksl_ulrika_fatigue	Battle_Individual_Vocalisation_Kislev_Ulrika_Breathing_to_Stop	20.0000	10.0000	false	false	0.2000	100.0000	100.0000
wh3_dlc23_ksl_ulrika_idle	Battle_Individual_Vocalisation_Kislev_Ulrika_Idle	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh3_dlc23_ksl_ulrika_running	Battle_Individual_Vocalisation_Kislev_Ulrika_Breathing	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh3_dlc23_ksl_ulrika_walking	Battle_Individual_Vocalisation_Kislev_Ulrika_Idle	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh3_gnoblar_fatigue	Battle_Individual_Vocalisation_Gnoblar_Fatigue	20.0000	5.0000	false	false	0.3000	80.0000	10.0000
wh3_gnoblar_idle	Battle_Individual_Vocalisation_Gnoblar_Idle	20.0000	5.0000	false	false	0.1000	50.0000	100.0000
wh3_gnoblar_running	Battle_Individual_Vocalisation_Gnoblar_Breathing	15.0000	5.0000	false	false	0.5000	80.0000	10.0000
wh3_gnoblar_walking	Battle_Individual_Vocalisation_Gnoblar_Idle	20.0000	10.0000	false	false	0.2000	100.0000	50.0000
wh3_jade_longma_idle	Battle_Individual_Vocalisation_Jade_Longma_Idle	20.0000	10.0000	true	false	0.0500	100.0000	100.0000
wh3_jade_longma_running	Battle_Individual_Vocalisation_Jade_Longma_Running	20.0000	10.0000	true	false	0.1000	100.0000	100.0000
wh3_jade_longma_walking	Battle_Individual_Vocalisation_Jade_Longma_Walking	20.0000	10.0000	true	false	0.1000	100.0000	100.0000
wh3_kho_bloodletter_idle	Battle_Individual_Vocalisation_Bloodletter_Idle_Random	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh3_kho_bloodletter_running	Battle_Individual_Vocalisation_Bloodletter_Running	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh3_kho_bloodletter_walking	Battle_Individual_Vocalisation_Bloodletter_Walking	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh3_kho_bloodreaper_fatigue	Battle_Individual_Vocalisation_Bloodreaper_Breathing_to_stop	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh3_kho_bloodreaper_idle	Battle_Individual_Vocalisation_Bloodreaper_Idle	20.0000	10.0000	false	false	0.0500	100.0000	100.0000
wh3_kho_bloodreaper_running	Battle_Individual_Vocalisation_Bloodreaper_Breathing	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh3_kho_bloodreaper_walking	Battle_Individual_Vocalisation_Bloodreaper_Idle	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh3_kho_bloodthirster_fatigue	Battle_Individual_Vocalisation_Bloodthirster_Breathing_to_stop	25.0000	15.0000	true	false	0.1000	100.0000	100.0000
wh3_kho_bloodthirster_idle	Battle_Individual_Vocalisation_Bloodthirster_Idle	25.0000	15.0000	true	false	0.1000	100.0000	100.0000
wh3_kho_bloodthirster_running	Battle_Individual_Vocalisation_Bloodthirster_Breathing	25.0000	15.0000	true	false	0.1000	100.0000	100.0000
wh3_kho_bloodthirster_walking	Battle_Individual_Vocalisation_Bloodthirster_Breathing	25.0000	15.0000	true	false	0.1000	100.0000	100.0000
wh3_kho_chaos_warrior_fatigue	Battle_Individual_Vocalisation_Khorne_Chaos_Warrior_Breathing_to_stop	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh3_kho_chaos_warrior_idle	Battle_Individual_Vocalisation_Khorne_Chaos_Warrior_Idle	20.0000	10.0000	false	false	0.0500	100.0000	100.0000
wh3_kho_chaos_warrior_running	Battle_Individual_Vocalisation_Khorne_Chaos_Warrior_Breathing	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh3_kho_chaos_warrior_walking	Battle_Individual_Vocalisation_Khorne_Chaos_Warrior_Idle	20.0000	10.0000	false	false	0.2000	100.0000	100.0000
wh3_kho_cultist_fatigue	Battle_Individual_Vocalisation_Khorne_Cultist_Breathing_to_stop	20.0000	10.0000	false	false	0.2000	100.0000	100.0000
wh3_kho_cultist_idle	Battle_Individual_Vocalisation_Khorne_Cultist_Idle	20.0000	10.0000	false	false	0.0500	100.0000	100.0000
wh3_kho_cultist_running	Battle_Individual_Vocalisation_Khorne_Cultist_Breathing	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh3_kho_cultist_walking	Battle_Individual_Vocalisation_Khorne_Cultist_Breathing	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh3_kho_exalted_bloodthirster_fatigue	Battle_Individual_Vocalisation_Exalted_Bloodthirster_Breathing_to_stop	25.0000	15.0000	true	false	0.1000	100.0000	100.0000
wh3_kho_exalted_bloodthirster_idle	Battle_Individual_Vocalisation_Exalted_Bloodthirster_Idle	25.0000	15.0000	true	false	0.1000	100.0000	100.0000
wh3_kho_exalted_bloodthirster_running	Battle_Individual_Vocalisation_Exalted_Bloodthirster_Breathing	25.0000	15.0000	true	false	0.1000	100.0000	100.0000
wh3_kho_fleshhound_running	Battle_Individual_Vocalisation_Fleshhound_Running	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh3_kho_fleshhound_walking	Battle_Individual_Vocalisation_Fleshhound_Walking	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh3_kho_herald_fatigue	Battle_Individual_Vocalisation_Khorne_Herald_Breathing_to_stop	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh3_kho_herald_idle	Battle_Individual_Vocalisation_Khorne_Herald_Idle	20.0000	10.0000	false	false	0.0500	100.0000	100.0000
wh3_kho_herald_running	Battle_Individual_Vocalisation_Khorne_Herald_Breathing	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh3_kho_herald_walking	Battle_Individual_Vocalisation_Khorne_Herald_Idle	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh3_kho_juggernaut_running	Battle_Individual_Vocalisation_Juggernaut_Running	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh3_kho_juggernaut_walking	Battle_Individual_Vocalisation_Juggernaut_Walking	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh3_kho_simaergul_running	Battle_Individual_Vocalisation_Simaergul_Running	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh3_kho_simaergul_walking	Battle_Individual_Vocalisation_Simaergul_Walking	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh3_kho_skarbrand_fatigue	Battle_Individual_Vocalisation_skarbrand_breathing_to_stop	25.0000	15.0000	true	false	0.1000	100.0000	100.0000
wh3_kho_skarbrand_idle	Battle_Individual_Vocalisation_skarbrand_idle	25.0000	15.0000	true	false	0.1000	100.0000	100.0000
wh3_kho_skarbrand_running	Battle_Individual_Vocalisation_skarbrand_breathing	25.0000	15.0000	true	false	0.1000	100.0000	100.0000
wh3_kho_skarbrand_walking	Battle_Individual_Vocalisation_skarbrand_breathing	25.0000	15.0000	true	false	0.1000	100.0000	100.0000
wh3_ksl_boris_fatigue	Battle_Individual_Vocalisation_boris_breathing_to_stop	20.0000	10.0000	false	false	0.2000	100.0000	100.0000
wh3_ksl_boris_idle	Battle_Individual_Vocalisation_boris_idle	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh3_ksl_boris_running	Battle_Individual_Vocalisation_boris_breathing	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh3_ksl_boris_walking	Battle_Individual_Vocalisation_boris_breathing	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh3_ksl_boyar_fatigue	Battle_Individual_Vocalisation_Boyar_Breathing_to_stop	20.0000	10.0000	false	false	0.2000	100.0000	100.0000
wh3_ksl_boyar_idle	Battle_Individual_Vocalisation_Boyar_Idle	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh3_ksl_boyar_running	Battle_Individual_Vocalisation_Boyar_Breathing	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh3_ksl_boyar_walking	Battle_Individual_Vocalisation_Boyar_Breathing	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh3_ksl_frost_maiden_fatigue	Battle_Individual_Vocalisation_Frost_Maiden_Breathing_to_stop	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh3_ksl_frost_maiden_idle	Battle_Individual_Vocalisation_Frost_Maiden_Idle	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh3_ksl_frost_maiden_running	Battle_Individual_Vocalisation_Frost_Maiden_Breathing	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh3_ksl_frost_maiden_walking	Battle_Individual_Vocalisation_Frost_Maiden_Breathing	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh3_ksl_ice_witch_fatigue	Battle_Individual_Vocalisation_Ice_Witch_Breathing_to_stop	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh3_ksl_ice_witch_idle	Battle_Individual_Vocalisation_Ice_Witch_Idle	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh3_ksl_ice_witch_running	Battle_Individual_Vocalisation_Ice_Witch_Breathing	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh3_ksl_ice_witch_walking	Battle_Individual_Vocalisation_Ice_Witch_Breathing	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh3_ksl_katarin_idle	Battle_Individual_Vocalisation_katarin_idle	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh3_ksl_kostaltyn_fatigue	Battle_Individual_Vocalisation_kostaltyn_breathing_to_stop	20.0000	10.0000	false	false	0.2000	100.0000	100.0000
wh3_ksl_kostaltyn_idle	Battle_Individual_Vocalisation_kostaltyn_idle	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh3_ksl_kostaltyn_running	Battle_Individual_Vocalisation_kostaltyn_breathing	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh3_ksl_kostaltyn_walking	Battle_Individual_Vocalisation_kostaltyn_breathing	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh3_ksl_patriarch_fatigue	Battle_Individual_Vocalisation_Patriarch_Breathing_to_stop	20.0000	10.0000	false	false	0.2000	100.0000	100.0000
wh3_ksl_patriarch_idle	Battle_Individual_Vocalisation_Patriarch_idle	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh3_ksl_patriarch_running	Battle_Individual_Vocalisation_Patriarch_Breathing	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh3_ksl_patriarch_walking	Battle_Individual_Vocalisation_Patriarch_Breathing	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh3_ksl_snow_leopard_running	Battle_Individual_Vocalisation_Snow_leopard_Running	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh3_ksl_snow_leopard_walking	Battle_Individual_Vocalisation_Snow_leopard_Walking	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh3_ksl_warbear_heavy_running	Battle_Individual_Vocalisation_Warbear_Heavy_Running	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh3_ksl_warbear_heavy_walking	Battle_Individual_Vocalisation_Warbear_Heavy_Walking	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh3_ksl_warbear_running	Battle_Individual_Vocalisation_Warbear_Running	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh3_ksl_warbear_walking	Battle_Individual_Vocalisation_Warbear_Walking	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh3_ksl_yuri_fatigue	Battle_Individual_Vocalisation_yuri_breathing_to_stop	20.0000	10.0000	false	false	0.2000	100.0000	100.0000
wh3_ksl_yuri_idle	Battle_Individual_Vocalisation_yuri_idle	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh3_ksl_yuri_running	Battle_Individual_Vocalisation_yuri_breathing	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh3_ksl_yuri_walking	Battle_Individual_Vocalisation_yuri_idle	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh3_main_fury_running	Battle_Individual_Vocalisation_Fury_Running	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh3_main_fury_walking	Battle_Individual_Vocalisation_Fury_Walking	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh3_main_ogr_mnt_rhinox_idle	Battle_Individual_Vocalisation_Rhinox_Snort	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh3_main_ogr_mnt_rhinox_running	Battle_Individual_Vocalisation_Rhinox_Roar_Short	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh3_main_ogr_mnt_rhinox_walking	Battle_Individual_Vocalisation_Rhinox_Roar_Short	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh3_main_tze_mon_flamer_idle	Battle_Individual_Vocalisation_Flamer_Idle	45.0000	15.0000	true	false	0.5000	0.5000	25.0000
wh3_main_tze_mon_flamer_running	Battle_Individual_Vocalisation_Flamer_Screech_Short	25.0000	10.0000	true	false	0.5000	0.5000	25.0000
wh3_main_tze_mon_flamer_walking	Battle_Individual_Vocalisation_Flamer_Missile_Charge	30.0000	10.0000	true	false	0.5000	0.5000	25.0000
wh3_nur_cultist_fatigue	Battle_Individual_Vocalisation_Nurgle_Cultist_Breathing_to_stop	20.0000	10.0000	false	false	0.2000	100.0000	100.0000
wh3_nur_cultist_idle	Battle_Individual_Vocalisation_Nurgle_Cultist_Idle	20.0000	10.0000	false	false	0.0500	100.0000	100.0000
wh3_nur_cultist_running	Battle_Individual_Vocalisation_Nurgle_Cultist_Breathing	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh3_nur_cultist_walking	Battle_Individual_Vocalisation_Nurgle_Cultist_Breathing	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh3_nur_exalted_great_unclean_one_fatigue	Battle_Individual_Vocalisation_Exalted_Great_Unclean_Breathing_to_Stop	25.0000	15.0000	true	false	0.1000	100.0000	100.0000
wh3_nur_exalted_great_unclean_one_idle	Battle_Individual_Vocalisation_Exalted_Great_Unclean_Idle	25.0000	15.0000	true	false	0.1000	100.0000	100.0000
wh3_nur_exalted_great_unclean_one_running	Battle_Individual_Vocalisation_Exalted_Great_Unclean_Breathing	25.0000	15.0000	true	false	0.1000	100.0000	100.0000
wh3_nur_exalted_great_unclean_one_walking	Battle_Individual_Vocalisation_Exalted_Great_Unclean_Breathing	25.0000	15.0000	true	false	0.1000	100.0000	100.0000
wh3_nur_great_unclean_one_fatigue	Battle_Individual_Vocalisation_Great_Unclean_Breathing_to_Stop	25.0000	15.0000	true	false	0.1000	100.0000	100.0000
wh3_nur_great_unclean_one_idle	Battle_Individual_Vocalisation_Great_Unclean_Idle	25.0000	15.0000	true	false	0.1000	100.0000	100.0000
wh3_nur_great_unclean_one_running	Battle_Individual_Vocalisation_Great_Unclean_Breathing	25.0000	15.0000	true	false	0.1000	100.0000	100.0000
wh3_nur_great_unclean_one_walking	Battle_Individual_Vocalisation_Great_Unclean_Breathing	25.0000	15.0000	true	false	0.1000	100.0000	100.0000
wh3_nur_kugath_fatigue	Battle_Individual_Vocalisation_kugath_breathing_to_stop	25.0000	15.0000	true	false	0.1000	100.0000	100.0000
wh3_nur_kugath_idle	Battle_Individual_Vocalisation_kugath_idle	25.0000	15.0000	true	false	0.1000	100.0000	100.0000
wh3_nur_kugath_running	Battle_Individual_Vocalisation_kugath_breathing	25.0000	15.0000	true	false	0.1000	100.0000	100.0000
wh3_nur_kugath_walking	Battle_Individual_Vocalisation_kugath_breathing	25.0000	15.0000	true	false	0.1000	100.0000	100.0000
wh3_nur_nurglings_fatigue	Battle_Individual_Vocalisation_Nurglings_Idle	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh3_nur_nurglings_idle	Battle_Individual_Vocalisation_Nurglings_Idle	20.0000	10.0000	false	false	0.0500	100.0000	100.0000
wh3_nur_nurglings_running	Battle_Individual_Vocalisation_Nurglings_Idle	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh3_nur_nurglings_walking	Battle_Individual_Vocalisation_Nurglings_Idle	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh3_nur_plague_toad_idle	Battle_Ind_Vocalisation_Plague_Toad_Idle	20.0000	10.0000	false	false	0.0500	100.0000	100.0000
wh3_nur_plague_toad_running	Battle_Ind_Vocalisation_Plague_Toad_Running	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh3_nur_plague_toad_walking	Battle_Ind_Vocalisation_Plague_Toad_Walking	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh3_nur_plaguebearer_fatigue	Battle_Individual_Vocalisation_Plaguebearer_Fatigue	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh3_nur_plaguebearer_herald_fatigue	Battle_Individual_Vocalisation_Nurgle_Herald_Breathing_to_stop	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh3_nur_plaguebearer_herald_idle	Battle_Individual_Vocalisation_Nurgle_Herald_Idle	20.0000	10.0000	false	false	0.0500	100.0000	100.0000
wh3_nur_plaguebearer_herald_running	Battle_Individual_Vocalisation_Nurgle_Herald_Breathing	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh3_nur_plaguebearer_herald_walking	Battle_Individual_Vocalisation_Nurgle_Herald_Breathing	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh3_nur_plaguebearer_idle	Battle_Individual_Vocalisation_Plaguebearer_Idle	20.0000	10.0000	false	false	0.0500	100.0000	100.0000
wh3_nur_plaguebearer_running	Battle_Individual_Vocalisation_Plaguebearer_Running	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh3_nur_plaguebearer_walking	Battle_Individual_Vocalisation_Plaguebearer_Walking	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh3_nur_plagueridden_fatigue	Battle_Individual_Vocalisation_Plagueridden_Breathing_to_stop	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh3_nur_plagueridden_idle	Battle_Individual_Vocalisation_Plagueridden_Idle	20.0000	10.0000	false	false	0.0500	100.0000	100.0000
wh3_nur_plagueridden_running	Battle_Individual_Vocalisation_Plagueridden_Breathing	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh3_nur_plagueridden_walking	Battle_Individual_Vocalisation_Plagueridden_Breathing	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh3_nur_rot_fly_idle	Battle_Ind_Vocalisation_Rot_Fly_Idle	20.0000	10.0000	false	false	0.0500	100.0000	100.0000
wh3_nur_rot_fly_running	Battle_Ind_Vocalisation_Rot_Fly_Running	20.0000	10.0000	false	false	0.0500	100.0000	100.0000
