token	token_set	weight	amount
wh3_dlc29_military_green_doom_flayer_dlc_1	wh3_dlc29_military_action_draw_assassin	1	1
wh3_dlc29_military_green_doom_flayer_dlc_1	wh3_dlc29_military_green_doom_flayer_dlc_1	1	1
wh3_dlc29_military_green_doom_flayer_dlc_2	wh3_dlc29_military_action_draw_assassin	1	1
wh3_dlc29_military_green_doomwheel_1	wh3_dlc29_military_action_draw_assassin	1	1
wh3_dlc29_military_green_doomwheel_1	wh3_dlc29_military_green_doomwheel_1	1	1
wh3_dlc29_military_green_doomwheel_2	wh3_dlc29_military_action_draw_assassin	1	1
wh3_dlc29_military_green_eshin_sorcerer	wh3_dlc29_military_action_draw_assassin	1	1
wh3_dlc29_military_green_eshin_triads_dlc_1	wh3_dlc29_military_action_draw_assassin	1	1
wh3_dlc29_military_green_gutter_runners_1_double	wh3_dlc29_military_action_draw_assassin	1	1
wh3_dlc29_military_green_gutter_runners_1_poison	wh3_dlc29_military_action_draw_assassin	1	1
wh3_dlc29_military_green_gutter_runners_1	wh3_dlc29_military_action_draw_assassin	1	1
wh3_dlc29_military_green_gutter_runners_1	wh3_dlc29_military_action_skill_grey_seer_draw_units_2	1	1
wh3_dlc29_military_green_gutter_runners_1	wh3_dlc29_military_action_skill_grey_seer_draw_units_3	1	1
wh3_dlc29_military_green_gutter_runners_1	wh3_dlc29_military_action_skill_grey_seer_draw_units_4	1	1
wh3_dlc29_military_green_gutter_runners_1	wh3_dlc29_military_action_skill_grey_seer_draw_units_5	1	1
wh3_dlc29_military_green_gutter_runners_1	wh3_dlc29_military_green_gutter_runners_1	1	1
wh3_dlc29_military_green_gutter_runners_slingers_1_poison	wh3_dlc29_military_action_draw_assassin	1	1
wh3_dlc29_military_green_gutter_runners_slingers_1	wh3_dlc29_military_action_draw_assassin	1	1
wh3_dlc29_military_green_hell_pit_abomination	wh3_dlc29_military_green_hell_pit_abomination	1	1
wh3_dlc29_military_green_moulder_stormfiends_doomflayer_1	wh3_dlc29_military_action_draw_assassin	1	1
wh3_dlc29_military_green_moulder_stormfiends_doomflayer_2	wh3_dlc29_military_action_draw_assassin	1	1
wh3_dlc29_military_green_moulder_stormfiends_grinder_1	wh3_dlc29_military_action_draw_assassin	1	1
wh3_dlc29_military_green_moulder_stormfiends_grinder_2	wh3_dlc29_military_action_draw_assassin	1	1
wh3_dlc29_military_green_moulder_stormfiends_shock_1	wh3_dlc29_military_action_draw_assassin	1	1
wh3_dlc29_military_green_moulder_stormfiends_shock_2	wh3_dlc29_military_action_draw_assassin	1	1
wh3_dlc29_military_green_moulder_wolf_rats_dlc_1	wh3_dlc29_military_action_draw_assassin	1	1
wh3_dlc29_military_green_moulder_wolf_rats_dlc_2	wh3_dlc29_military_action_draw_assassin	1	1
wh3_dlc29_military_green_mutant_rat_ogre_dlc_1	wh3_dlc29_military_action_draw_assassin	1	1
wh3_dlc29_military_green_mutant_rat_ogre_dlc_2	wh3_dlc29_military_action_draw_assassin	1	1
wh3_dlc29_military_green_packmaster_0	wh3_dlc29_military_action_draw_assassin	1	1
wh3_dlc29_military_green_packmaster_2	wh3_dlc29_military_action_draw_assassin	1	1
wh3_dlc29_military_green_plague_censer_bearers	wh3_dlc29_military_action_draw_assassin	1	1
wh3_dlc29_military_green_plague_censer_bearers	wh3_dlc29_military_action_skill_grey_seer_draw_units_5	1	1
wh3_dlc29_military_green_plague_monks_1	wh3_dlc29_military_action_draw_assassin	1	1
wh3_dlc29_military_green_plague_monks_1	wh3_dlc29_military_action_skill_grey_seer_draw_units_2	1	1
wh3_dlc29_military_green_plague_monks_1	wh3_dlc29_military_action_skill_grey_seer_draw_units_3	1	1
wh3_dlc29_military_green_plague_monks_1	wh3_dlc29_military_action_skill_grey_seer_draw_units_4	1	1
wh3_dlc29_military_green_plague_monks_1	wh3_dlc29_skv_cauldron_action_draw	1	1
wh3_dlc29_military_green_plague_monks_2	wh3_dlc29_military_action_draw_assassin	1	1
wh3_dlc29_military_green_plague_priest_0	wh3_dlc29_military_action_draw_assassin	1	1
wh3_dlc29_military_green_plague_priest_1	wh3_dlc29_military_action_draw_assassin	1	1
wh3_dlc29_military_green_plague_priest_2	wh3_dlc29_military_action_draw_assassin	1	1
wh3_dlc29_military_green_plagueclaw_catapult_1	wh3_dlc29_military_action_draw_assassin	1	1
wh3_dlc29_military_green_plagueclaw_catapult_1	wh3_dlc29_military_action_skill_grey_seer_draw_units_3	1	1
wh3_dlc29_military_green_plagueclaw_catapult_1	wh3_dlc29_military_action_skill_grey_seer_draw_units_4	1	1
wh3_dlc29_military_green_plagueclaw_catapult_1	wh3_dlc29_military_action_skill_grey_seer_draw_units_5	1	1
wh3_dlc29_military_green_plagueclaw_catapult_1	wh3_dlc29_military_green_basic	4	1
wh3_dlc29_military_green_plagueclaw_catapult_1	wh3_dlc29_skv_cauldron_action_draw	1	1
wh3_dlc29_military_green_plagueclaw_catapult_2	wh3_dlc29_military_action_draw_assassin	1	1
wh3_dlc29_military_green_plagueclaw_catapult_3	wh3_dlc29_military_action_draw_assassin	1	1
wh3_dlc29_military_green_poison_wind_globadiers_1	wh3_dlc29_military_action_draw_assassin	1	1
wh3_dlc29_military_green_poison_wind_globadiers_1	wh3_dlc29_military_green_poison_wind_globadiers_1	1	1
wh3_dlc29_military_green_poison_wind_globadiers_2	wh3_dlc29_military_action_draw_assassin	1	1
wh3_dlc29_military_green_poison_wind_mortars_1	wh3_dlc29_military_action_draw_assassin	1	1
wh3_dlc29_military_green_poison_wind_mortars_1	wh3_dlc29_military_green_poison_wind_mortars_1	1	1
wh3_dlc29_military_green_poison_wind_mortars_2	wh3_dlc29_military_action_draw_assassin	1	1
wh3_dlc29_military_green_rictus_stormvermin_1	wh3_dlc29_military_action_draw_assassin	1	1
wh3_dlc29_military_green_rictus_stormvermin_1	wh3_dlc29_military_action_skill_grey_seer_draw_units_4	1	1
wh3_dlc29_military_green_rictus_stormvermin_1	wh3_dlc29_military_action_skill_grey_seer_draw_units_5	1	1
wh3_dlc29_military_green_rictus_stormvermin_2	wh3_dlc29_military_action_draw_assassin	1	1
wh3_dlc29_military_green_rictus_stormvermin_grey_seer_1	wh3_dlc29_military_action_draw_assassin	1	1
wh3_dlc29_military_green_rictus_stormvermin_halberds_1	wh3_dlc29_military_action_draw_assassin	1	1
wh3_dlc29_military_green_rictus_stormvermin_halberds_2	wh3_dlc29_military_action_draw_assassin	1	1
wh3_dlc29_military_green_rictus_stormvermin_halberds_rank_9	wh3_dlc29_military_action_draw_assassin	1	1
wh3_dlc29_military_green_skryre_ratling_guns_dlc_1	wh3_dlc29_military_action_draw_assassin	1	1
wh3_dlc29_military_green_skryre_ratling_guns_dlc_1	wh3_dlc29_military_green_skryre_ratling_guns_dlc_1	1	1
wh3_dlc29_military_green_skryre_ratling_guns_dlc_2	wh3_dlc29_military_action_draw_assassin	1	1
wh3_dlc29_military_green_skryre_stormfiends_ratling_1	wh3_dlc29_military_action_draw_assassin	1	1
wh3_dlc29_military_green_skryre_stormfiends_ratling_1	wh3_dlc29_military_green_skryre_stormfiends_ratling_1	1	1
wh3_dlc29_military_green_skryre_stormfiends_ratling_2	wh3_dlc29_military_action_draw_assassin	1	1
wh3_dlc29_military_green_skryre_stormfiends_warpfire_1	wh3_dlc29_military_action_draw_assassin	1	1
wh3_dlc29_military_green_skryre_stormfiends_warpfire_1	wh3_dlc29_military_green_skryre_stormfiends_warpfire_1	1	1
wh3_dlc29_military_green_skryre_stormfiends_warpfire_2	wh3_dlc29_military_action_draw_assassin	1	1
wh3_dlc29_military_green_skryre_stormfiends_windlauncher_1	wh3_dlc29_military_action_draw_assassin	1	1
wh3_dlc29_military_green_skryre_stormfiends_windlauncher_1	wh3_dlc29_military_green_skryre_stormfiends_windlauncher_1	1	1
wh3_dlc29_military_green_skryre_stormfiends_windlauncher_2	wh3_dlc29_military_action_draw_assassin	1	1
wh3_dlc29_military_green_skryre_warpfire_throwers_1	wh3_dlc29_military_action_draw_assassin	1	1
wh3_dlc29_military_green_skryre_warpfire_throwers_1	wh3_dlc29_military_green_skryre_warpfire_throwers_1	1	1
wh3_dlc29_military_green_skryre_warpfire_throwers_2	wh3_dlc29_military_action_draw_assassin	1	1
wh3_dlc29_military_green_stormvermin_rank_9	wh3_dlc29_military_action_draw_assassin	1	1
wh3_dlc29_military_green_warlock_engineer	wh3_dlc29_military_action_draw_assassin	1	1
wh3_dlc29_military_green_warp_grinders_dlc_1	wh3_dlc29_military_action_draw_assassin	1	1
wh3_dlc29_military_green_warp_lightning_cannon_1	wh3_dlc29_military_action_draw_assassin	1	1
wh3_dlc29_military_green_warp_lightning_cannon_1	wh3_dlc29_military_action_skill_grey_seer_draw_units_4	1	1
wh3_dlc29_military_green_warp_lightning_cannon_1	wh3_dlc29_military_action_skill_grey_seer_draw_units_5	1	1
wh3_dlc29_military_green_warp_lightning_cannon_1	wh3_dlc29_military_green_warp_lightning_cannon_1	1	1
wh3_dlc29_military_green_warp_lightning_cannon_2	wh3_dlc29_military_action_draw_assassin	1	1
wh3_dlc29_military_green_warp_lightning_cannon_3	wh3_dlc29_military_action_draw_assassin	1	1
wh3_dlc29_military_green_warp_lightning_cannon_unique	wh3_dlc29_chaotic_plans_schemer_military_1	1	1
wh3_dlc29_military_green_warp_lightning_cannon_unique	wh3_dlc29_military_action_draw_assassin	1	1
wh3_dlc29_military_green_warp_lightning_cannon_warlock_1	wh3_dlc29_military_action_draw_assassin	1	1
wh3_dlc29_military_green_warp_lightning_cannon_warlock_2	wh3_dlc29_military_action_draw_assassin	1	1
wh3_dlc29_military_green_warplock_jezzails_dlc_1	wh3_dlc29_military_action_draw_assassin	1	1
wh3_dlc29_military_green_warplock_jezzails_dlc_1	wh3_dlc29_military_green_warplock_jezzails_dlc_1	1	1
wh3_dlc29_military_green_warplock_jezzails_dlc_2	wh3_dlc29_military_action_draw_assassin	1	1
wh3_dlc29_military_purple_bounty_chieftain_0	wh3_dlc29_any_red_green_economic_region_0	1	1
wh3_dlc29_military_purple_bounty_chieftain_0	wh3_dlc29_any_red_green_economic_region_1	1	1
wh3_dlc29_military_purple_bounty_chieftain_0	wh3_dlc29_any_red_green_economic_region_2	1	1
wh3_dlc29_military_purple_bounty_chieftain_0	wh3_dlc29_any_red_green_economic_region_3	1	1
wh3_dlc29_military_purple_bounty_chieftain_0	wh3_dlc29_any_red_green_economic_region_4	1	1
wh3_dlc29_military_purple_bounty_chieftain_0	wh3_dlc29_any_red_green_economic_region_gdp_based	1	1
wh3_dlc29_military_purple_bounty_chieftain_0	wh3_dlc29_draw_bounty	1	1
wh3_dlc29_military_purple_bounty_chieftain_1	wh3_dlc29_any_red_green_economic_region_0	1	1
wh3_dlc29_military_purple_bounty_chieftain_1	wh3_dlc29_any_red_green_economic_region_1	1	1
wh3_dlc29_military_purple_bounty_chieftain_1	wh3_dlc29_any_red_green_economic_region_2	1	1
wh3_dlc29_military_purple_bounty_chieftain_1	wh3_dlc29_any_red_green_economic_region_3	1	1
wh3_dlc29_military_purple_bounty_chieftain_1	wh3_dlc29_any_red_green_economic_region_4	1	1
wh3_dlc29_military_purple_bounty_chieftain_1	wh3_dlc29_any_red_green_economic_region_gdp_based	1	1
wh3_dlc29_military_purple_bounty_chieftain_1	wh3_dlc29_draw_bounty	1	1
wh3_dlc29_military_purple_bounty_packmaster_0	wh3_dlc29_any_red_green_economic_region_0	1	1
wh3_dlc29_military_purple_bounty_packmaster_0	wh3_dlc29_any_red_green_economic_region_1	1	1
wh3_dlc29_military_purple_bounty_packmaster_0	wh3_dlc29_any_red_green_economic_region_2	1	1
wh3_dlc29_military_purple_bounty_packmaster_0	wh3_dlc29_any_red_green_economic_region_3	1	1
wh3_dlc29_military_purple_bounty_packmaster_0	wh3_dlc29_any_red_green_economic_region_4	1	1
wh3_dlc29_military_purple_bounty_packmaster_0	wh3_dlc29_any_red_green_economic_region_gdp_based	1	1
wh3_dlc29_military_purple_bounty_packmaster_0	wh3_dlc29_draw_bounty	1	1
wh3_dlc29_military_purple_bounty_packmaster_2	wh3_dlc29_any_red_green_economic_region_0	1	1
wh3_dlc29_military_purple_bounty_packmaster_2	wh3_dlc29_any_red_green_economic_region_1	1	1
wh3_dlc29_military_purple_bounty_packmaster_2	wh3_dlc29_any_red_green_economic_region_2	1	1
wh3_dlc29_military_purple_bounty_packmaster_2	wh3_dlc29_any_red_green_economic_region_3	1	1
wh3_dlc29_military_purple_bounty_packmaster_2	wh3_dlc29_any_red_green_economic_region_4	1	1
wh3_dlc29_military_purple_bounty_packmaster_2	wh3_dlc29_any_red_green_economic_region_gdp_based	1	1
wh3_dlc29_military_purple_bounty_packmaster_2	wh3_dlc29_draw_bounty	1	1
wh3_dlc29_military_purple_bounty_plague_priest_0	wh3_dlc29_any_red_green_economic_region_0	1	1
wh3_dlc29_military_purple_bounty_plague_priest_0	wh3_dlc29_any_red_green_economic_region_1	1	1
wh3_dlc29_military_purple_bounty_plague_priest_0	wh3_dlc29_any_red_green_economic_region_2	1	1
wh3_dlc29_military_purple_bounty_plague_priest_0	wh3_dlc29_any_red_green_economic_region_3	1	1
wh3_dlc29_military_purple_bounty_plague_priest_0	wh3_dlc29_any_red_green_economic_region_4	1	1
wh3_dlc29_military_purple_bounty_plague_priest_0	wh3_dlc29_any_red_green_economic_region_gdp_based	1	1
wh3_dlc29_military_purple_bounty_plague_priest_0	wh3_dlc29_draw_bounty	1	1
wh3_dlc29_military_purple_bounty_plague_priest_2	wh3_dlc29_any_red_green_economic_region_0	1	1
wh3_dlc29_military_purple_bounty_plague_priest_2	wh3_dlc29_any_red_green_economic_region_1	1	1
wh3_dlc29_military_purple_bounty_plague_priest_2	wh3_dlc29_any_red_green_economic_region_2	1	1
wh3_dlc29_military_purple_bounty_plague_priest_2	wh3_dlc29_any_red_green_economic_region_3	1	1
wh3_dlc29_military_purple_bounty_plague_priest_2	wh3_dlc29_any_red_green_economic_region_4	1	1
wh3_dlc29_military_purple_bounty_plague_priest_2	wh3_dlc29_any_red_green_economic_region_gdp_based	1	1
wh3_dlc29_military_purple_bounty_plague_priest_2	wh3_dlc29_draw_bounty	1	1
wh3_dlc29_military_purple_bounty_warlock_engineer	wh3_dlc29_any_red_green_economic_region_0	1	1
wh3_dlc29_military_purple_bounty_warlock_engineer	wh3_dlc29_any_red_green_economic_region_1	1	1
wh3_dlc29_military_purple_bounty_warlock_engineer	wh3_dlc29_any_red_green_economic_region_2	1	1
wh3_dlc29_military_purple_bounty_warlock_engineer	wh3_dlc29_any_red_green_economic_region_3	1	1
wh3_dlc29_military_purple_bounty_warlock_engineer	wh3_dlc29_any_red_green_economic_region_4	1	1
wh3_dlc29_military_purple_bounty_warlock_engineer	wh3_dlc29_any_red_green_economic_region_gdp_based	1	1
wh3_dlc29_military_purple_bounty_warlock_engineer	wh3_dlc29_draw_bounty	1	1
wh3_dlc29_military_red_explosion_guard_1	wh3_dlc29_any_red_green_economic_region_0	1	1
wh3_dlc29_military_red_explosion_guard_1	wh3_dlc29_any_red_green_economic_region_1	1	1
wh3_dlc29_military_red_explosion_guard_1	wh3_dlc29_any_red_green_economic_region_2	1	1
wh3_dlc29_military_red_explosion_guard_1	wh3_dlc29_any_red_green_economic_region_3	1	1
wh3_dlc29_military_red_explosion_guard_1	wh3_dlc29_any_red_green_economic_region_4	1	1
wh3_dlc29_military_red_explosion_guard_1	wh3_dlc29_any_red_green_economic_region_gdp_based	1	1
wh3_dlc29_military_red_plague_guard_1	wh3_dlc29_any_red_green_economic_region_0	1	1
wh3_dlc29_military_red_plague_guard_1	wh3_dlc29_any_red_green_economic_region_1	1	1
wh3_dlc29_military_red_plague_guard_1	wh3_dlc29_any_red_green_economic_region_2	1	1
wh3_dlc29_military_red_plague_guard_1	wh3_dlc29_any_red_green_economic_region_3	1	1
wh3_dlc29_military_red_plague_guard_1	wh3_dlc29_any_red_green_economic_region_4	1	1
wh3_dlc29_military_red_plague_guard_1	wh3_dlc29_any_red_green_economic_region_gdp_based	1	1
wh3_dlc29_purple_any_chaos_experience	wh3_dlc29_red_purple_chaos	5	1
wh3_dlc29_purple_any_chaos_experience	wh3_dlc29_red_purple_khorne	5	1
wh3_dlc29_purple_any_chaos_experience	wh3_dlc29_red_purple_nurgle	5	1
wh3_dlc29_purple_any_chaos_experience	wh3_dlc29_red_purple_slaanesh	5	1
wh3_dlc29_purple_any_chaos_experience	wh3_dlc29_red_purple_tzeentch	5	1
wh3_dlc29_purple_any_empire_skaven_not_real	wh3_dlc29_red_purple_empire	12	1
wh3_dlc29_purple_any_reduce_guards	wh3_dlc29_any_red_green_economic_region_gdp_based	1	1
wh3_dlc29_purple_any_skaven_blackmail	wh3_dlc29_any_red_green_economic_region_0	3	1
wh3_dlc29_purple_any_skaven_blackmail	wh3_dlc29_any_red_green_economic_region_1	1	1
wh3_dlc29_purple_any_skaven_blackmail	wh3_dlc29_any_red_green_economic_region_2	1	1
wh3_dlc29_purple_any_skaven_blackmail	wh3_dlc29_any_red_green_economic_region_3	1	1
wh3_dlc29_purple_any_skaven_blackmail	wh3_dlc29_any_red_green_economic_region_4	1	1
wh3_dlc29_purple_any_skaven_blackmail	wh3_dlc29_skv_hidden_chaotic_draw_1	1	1
wh3_dlc29_purple_dwarfs_any_dwarf_brew_use_generated_1	wh3_dlc29_dwarf_brew	1	1
wh3_dlc29_purple_dwarfs_any_dwarf_brew_use_generated_2	wh3_dlc29_dwarf_brew	1	1
wh3_dlc29_purple_dwarfs_any_dwarf_brew	wh3_dlc29_red_purple_dwarfs	6	1
wh3_dlc29_purple_economic_bretonnia_food	wh3_dlc29_red_purple_bretonnia	5	1
wh3_dlc29_purple_economic_bretonnia_treasury	wh3_dlc29_red_purple_bretonnia	5	1
wh3_dlc29_purple_economic_cathay_warpstone	wh3_dlc29_red_purple_cathay	4	1
wh3_dlc29_purple_economic_chaos_dwarfs_treasury	wh3_dlc29_red_purple_chaos_dwarfs	5	1
wh3_dlc29_purple_economic_chaos_warpstone	wh3_dlc29_red_purple_chaos	4	1
wh3_dlc29_purple_economic_chaos_warpstone	wh3_dlc29_red_purple_nurgle	4	1
wh3_dlc29_purple_economic_chaos_warpstone	wh3_dlc29_red_purple_slaanesh	4	1
wh3_dlc29_purple_economic_chaos_warpstone	wh3_dlc29_red_purple_tzeentch	4	1
wh3_dlc29_purple_economic_dangerous_treasury	wh3_dlc29_any_red_green_economic_region_gdp_based	1	1
wh3_dlc29_purple_economic_dangerous_warpstone	wh3_dlc29_any_red_green_economic_region_gdp_based	1	1
wh3_dlc29_purple_economic_greenskins_food	wh3_dlc29_red_purple_greenskins	3	1
wh3_dlc29_purple_economic_ogre_kingdoms_food	wh3_dlc29_red_purple_ogre_kingdoms	1	1
wh3_dlc29_purple_economic_ogre_kingdoms_treasury	wh3_dlc29_red_purple_ogre_kingdoms	1	1
wh3_dlc29_purple_economic_undead_warpstone	wh3_dlc29_red_purple_tomb_kings	4	1
wh3_dlc29_purple_economic_undead_warpstone	wh3_dlc29_red_purple_undead_legions	4	1
wh3_dlc29_purple_economic_vault_1	wh3_dlc29_any_red_green_economic_region_0	1	1
wh3_dlc29_purple_economic_vault_1	wh3_dlc29_any_red_green_economic_region_1	1	1
wh3_dlc29_purple_economic_vault_1	wh3_dlc29_any_red_green_economic_region_2	1	1
wh3_dlc29_purple_economic_vault_1	wh3_dlc29_any_red_green_economic_region_3	1	1
wh3_dlc29_purple_economic_vault_1	wh3_dlc29_any_red_green_economic_region_4	1	1
wh3_dlc29_purple_economic_vault_1	wh3_dlc29_any_red_green_economic_region_gdp_based	1	1
wh3_dlc29_purple_economic_vault_1	wh3_dlc29_purple_economic_vault_1	1	1
wh3_dlc29_purple_economy_vampire_food_big	wh3_dlc29_red_purple_vampire_coast	4	1
wh3_dlc29_purple_economy_vampire_food_small	wh3_dlc29_red_purple_vampire_counts	4	1
wh3_dlc29_purple_lucky_draw	wh3_dlc29_any_red_green_economic_region_gdp_based	1	1
wh3_dlc29_purple_lucky_draw	wh3_dlc29_skv_hidden_chaotic_draw_1	1	1
wh3_dlc29_purple_magic_draw_combo_piece	wh3_dlc29_any_red_green_economic_region_0	1	1
wh3_dlc29_purple_magic_draw_combo_piece	wh3_dlc29_any_red_green_economic_region_1	1	1
wh3_dlc29_purple_magic_draw_combo_piece	wh3_dlc29_any_red_green_economic_region_2	1	1
wh3_dlc29_purple_magic_draw_combo_piece	wh3_dlc29_any_red_green_economic_region_3	1	1
wh3_dlc29_purple_magic_draw_combo_piece	wh3_dlc29_any_red_green_economic_region_4	1	1
wh3_dlc29_purple_magic_draw_combo_piece	wh3_dlc29_any_red_green_economic_region_gdp_based	1	1
wh3_dlc29_purple_magic_draw_combo_piece	wh3_dlc29_red_purple_dark_elves	4	1
wh3_dlc29_purple_magic_draw_combo_piece	wh3_dlc29_red_purple_high_elves	4	1
wh3_dlc29_purple_magic_draw_combo_piece	wh3_dlc29_red_purple_tzeentch	4	1
wh3_dlc29_purple_magic_draw_combo_piece	wh3_dlc29_red_purple_wood_elves	4	1
wh3_dlc29_purple_magic_tzeentch_draw_tokens	wh3_dlc29_red_purple_tzeentch	4	1
wh3_dlc29_purple_military_lab_1	wh3_dlc29_any_red_green_economic_region_0	1	1
wh3_dlc29_purple_military_lab_1	wh3_dlc29_any_red_green_economic_region_1	1	1
wh3_dlc29_purple_military_lab_1	wh3_dlc29_any_red_green_economic_region_2	1	1
wh3_dlc29_purple_military_lab_1	wh3_dlc29_any_red_green_economic_region_3	1	1
wh3_dlc29_purple_military_lab_1	wh3_dlc29_any_red_green_economic_region_4	1	1
wh3_dlc29_purple_military_lab_1	wh3_dlc29_any_red_green_economic_region_gdp_based	1	1
wh3_dlc29_purple_military_mercenaries_1	wh3_dlc29_any_red_green_economic_region_0	1	1
wh3_dlc29_purple_military_mercenaries_1	wh3_dlc29_any_red_green_economic_region_1	1	1
wh3_dlc29_purple_military_mercenaries_1	wh3_dlc29_any_red_green_economic_region_2	1	1
wh3_dlc29_purple_military_mercenaries_1	wh3_dlc29_any_red_green_economic_region_3	1	1
wh3_dlc29_purple_military_mercenaries_1	wh3_dlc29_any_red_green_economic_region_4	1	1
wh3_dlc29_purple_military_mercenaries_1	wh3_dlc29_any_red_green_economic_region_gdp_based	1	1
wh3_dlc29_purple_military_multiple_cultures_stormvermin	wh3_dlc29_red_purple_chaos_dwarfs	3	1
wh3_dlc29_purple_military_multiple_cultures_stormvermin	wh3_dlc29_red_purple_greenskins	3	1
wh3_dlc29_purple_military_multiple_cultures_stormvermin	wh3_dlc29_red_purple_norsca	3	1
wh3_dlc29_purple_military_ogre_kingdoms_mercenaries_reward_1	wh3_dlc29_purple_military_ogre_kingdoms_mercenaries_reward	1	1
wh3_dlc29_purple_military_ogre_kingdoms_mercenaries_reward_2	wh3_dlc29_purple_military_ogre_kingdoms_mercenaries_reward	1	1
wh3_dlc29_purple_military_ogre_kingdoms_mercenaries_reward_3	wh3_dlc29_purple_military_ogre_kingdoms_mercenaries_reward	1	1
wh3_dlc29_purple_military_ogre_kingdoms_mercenaries_reward_4	wh3_dlc29_purple_military_ogre_kingdoms_mercenaries_reward	1	1
wh3_dlc29_purple_military_ogre_kingdoms_mercenaries_reward_5	wh3_dlc29_purple_military_ogre_kingdoms_mercenaries_reward	1	1
wh3_dlc29_purple_military_ogre_kingdoms_mercenaries	wh3_dlc29_red_purple_ogre_kingdoms	4	1
wh3_dlc29_purple_military_ogre_kingdoms_rat_ogres	wh3_dlc29_red_purple_ogre_kingdoms	5	1
wh3_dlc29_purple_military_reinforcements	wh3_dlc29_any_red_green_economic_region_gdp_based	1	1
wh3_dlc29_purple_military_skaven_guards_1	wh3_dlc29_red_purple_skaven	4	1
wh3_dlc29_purple_military_skaven_stormvermin	wh3_dlc29_red_purple_skaven	3	1
wh3_dlc29_purple_military_tomb_kings_guards_1	wh3_dlc29_red_purple_tomb_kings	4	1
wh3_dlc29_purple_military_tzeentch_guards_1	wh3_dlc29_red_purple_tzeentch	4	1
wh3_dlc29_purple_military_undead_death_runners	wh3_dlc29_red_purple_tomb_kings	3	1
wh3_dlc29_purple_military_undead_death_runners	wh3_dlc29_red_purple_undead_legions	3	1
wh3_dlc29_purple_military_undead_death_runners	wh3_dlc29_red_purple_vampire_coast	3	1
wh3_dlc29_purple_military_undead_legions_elites_2	wh3_dlc29_red_purple_undead_legions	4	1
wh3_dlc29_purple_military_wood_elves_elites_1	wh3_dlc29_red_purple_wood_elves	4	1
wh3_dlc29_red_any_bretonnia_alarm	wh3_dlc29_red_purple_bretonnia	4	1
wh3_dlc29_red_any_cathay_elites	wh3_dlc29_red_purple_cathay	4	1
wh3_dlc29_red_any_chaos_alarm	wh3_dlc29_red_purple_chaos	4	1
wh3_dlc29_red_any_chaos_dwarfs_alarm	wh3_dlc29_red_purple_chaos_dwarfs	4	1
wh3_dlc29_red_any_chaos_dwarfs_elites	wh3_dlc29_red_purple_chaos_dwarfs	4	1
wh3_dlc29_red_any_dark_elves_alarm	wh3_dlc29_red_purple_dark_elves	4	1
wh3_dlc29_red_any_felix	wh3_dlc29_purple_any_felix	1	1
wh3_dlc29_red_any_gotrek	wh3_dlc29_any_red_green_economic_region_gdp_based	1	1
wh3_dlc29_red_any_greenskins_alarm	wh3_dlc29_red_purple_greenskins	4	1
wh3_dlc29_red_any_high_elves_alarm	wh3_dlc29_red_purple_high_elves	4	1
wh3_dlc29_red_any_high_elves_elites	wh3_dlc29_red_purple_high_elves	4	1
wh3_dlc29_red_any_kislev_alarm	wh3_dlc29_red_purple_kislev	4	1
wh3_dlc29_red_any_lizardmen_alarm	wh3_dlc29_red_purple_lizardmen	4	1
wh3_dlc29_red_any_norsca_alarm	wh3_dlc29_red_purple_norsca	4	1
wh3_dlc29_red_any_nurgle_alarm	wh3_dlc29_red_purple_nurgle	4	1
wh3_dlc29_red_any_ogre_kingdoms_elites	wh3_dlc29_red_purple_ogre_kingdoms	1	1
wh3_dlc29_red_any_ogre_kingdoms_hungry_elite	wh3_dlc29_red_purple_ogre_kingdoms	4	1
wh3_dlc29_red_any_ogre_kingdoms_hungry	wh3_dlc29_red_purple_ogre_kingdoms	3	1
wh3_dlc29_red_any_skaven_guards	wh3_dlc29_red_purple_skaven	4	1
wh3_dlc29_red_any_skaven_haste	wh3_dlc29_any_red_green_economic_region_0	1	1
wh3_dlc29_red_any_skaven_haste	wh3_dlc29_any_red_green_economic_region_1	1	1
wh3_dlc29_red_any_skaven_haste	wh3_dlc29_any_red_green_economic_region_2	1	1
wh3_dlc29_red_any_skaven_haste	wh3_dlc29_any_red_green_economic_region_3	1	1
wh3_dlc29_red_any_skaven_haste	wh3_dlc29_any_red_green_economic_region_4	1	1
wh3_dlc29_red_any_tomb_kings_alarm	wh3_dlc29_red_purple_tomb_kings	4	1
wh3_dlc29_red_economic_vault_1_generated_alarm	wh3_dlc29_vault_tokens_draw_complication	1	1
wh3_dlc29_red_military_bretonnia_elites_1	wh3_dlc29_red_purple_bretonnia	4	1
wh3_dlc29_red_military_bretonnia_guards	wh3_dlc29_red_purple_bretonnia	4	1
wh3_dlc29_red_military_cathay_guards_2	wh3_dlc29_red_purple_cathay	4	1
wh3_dlc29_red_military_chaos_dwarfs_guards_1	wh3_dlc29_red_purple_chaos_dwarfs	4	1
wh3_dlc29_red_military_dark_elves_elites_1	wh3_dlc29_red_purple_dark_elves	4	1
wh3_dlc29_red_military_dark_elves_guards	wh3_dlc29_red_purple_dark_elves	4	1
wh3_dlc29_red_military_greenskins_guards_2	wh3_dlc29_red_purple_greenskins	4	1
wh3_dlc29_red_military_high_elves_guards_3	wh3_dlc29_red_purple_high_elves	4	1
wh3_dlc29_red_military_khorne_elites_2	wh3_dlc29_red_purple_khorne	4	1
