bonus_value_id	effect	unit_set_ability
enable	wh3_main_effect_ability_enable_pavane_of_slaanesh_keeper_of_secrets	wh3_main_effect_ability_enable_pavane_of_slaanesh_keeper_of_secrets
enable	wh3_main_effect_ability_enable_permafrost_wards_ice_guard	wh3_main_effect_ability_enable_permafrost_wards_ice_guard
enable	wh3_main_effect_ability_enable_phantasmagoria_keeper_of_secrets	wh3_main_effect_ability_enable_phantasmagoria_keeper_of_secrets
enable	wh3_main_effect_ability_enable_pink_fire_of_tzeentch_lord_of_change	wh3_main_effect_ability_enable_pink_fire_of_tzeentch_lord_of_change
enable	wh3_main_effect_ability_enable_plague_of_rust_dragon	wh3_main_effect_ability_enable_plague_of_rust_iron_dragon
enable	wh3_main_effect_ability_enable_rally_dragon	wh3_main_effect_ability_enable_rally_dragon
enable	wh3_main_effect_ability_enable_rancid_visitations_nur_great_unclean_one	wh3_main_effect_ability_enable_nurgle_rancid_visitations
enable	wh3_main_effect_ability_enable_regeneration_ksl_elemental_bears	wh3_main_effect_ability_enable_regeneration_ksl_elemental_bears
enable	wh3_main_effect_ability_enable_regeneration_nur_nurglings	wh3_main_effect_ability_enable_regeneration_nurglings
enable	wh3_main_effect_ability_enable_regrowth_dragon	wh3_main_effect_ability_enable_regrowth_storm_dragon
enable	wh3_main_effect_ability_enable_slicing_shards_keeper_of_secrets	wh3_main_effect_ability_enable_slicing_shards_keeper_of_secrets
enable	wh3_main_effect_ability_enable_slime_trail_nur_great_unclean_one	wh3_main_effect_ability_enable_slime_trail_great_unclean_one
enable	wh3_main_effect_ability_enable_stand_your_ground_dragon	wh3_main_effect_ability_enable_stand_your_ground_dragon
enable	wh3_main_effect_ability_enable_storm_of_shadows_dragon	wh3_main_effect_ability_enable_storm_of_shadows_storm_dragon
enable	wh3_main_effect_ability_enable_stream_of_corruption_nur_great_unclean_one	wh3_main_effect_ability_enable_nurgle_stream_of_corruption
enable	wh3_main_effect_ability_enable_tors_battle_hymn_ksl_martials	wh3_main_effect_ability_enable_tors_battle_hymn_ksl_martials
enable	wh3_main_effect_ability_enable_tors_battle_hymn_ksl_martials	wh3_main_effect_ability_enable_tors_battle_hymn_ksl_martials_2
enable	wh3_main_effect_ability_enable_treason_of_tzeentch_lord_of_change	wh3_main_effect_ability_enable_treason_of_tzeentch_lord_of_change
enable	wh3_main_effect_ability_enable_tzeentchs_firestorm_lord_of_change	wh3_main_effect_ability_enable_tzeentchs_firestorm_lord_of_change
enable	wh3_main_effect_ability_enable_ursuns_ward_bears	wh3_main_effect_ability_enable_ursuns_ward_bears
enable	wh3_main_effect_ability_enable_ursuns_ward_bears	wh3_main_effect_ability_enable_ursuns_ward_bears_2
enable	wh3_main_effect_ability_enable_wall_of_wind_and_fire_dragon	wh3_main_effect_ability_enable_wall_of_wind_and_fire_iron_dragon
enable	wh3_main_effect_ability_enable_wrath_of_the_storm	wh3_main_effect_ability_enable_wrath_of_the_storm
enable	wh3_main_effect_ability_guardian_ogre_mercenaries	wh3_main_effect_ability_guardian_ogre_mercenaries
enable	wh3_main_effect_ability_lead_by_example_boyar_druzhina	wh3_main_effect_ability_lead_by_example_boyar_druzhina
uses_mod	wh3_main_effect_ability_mod_amount_of_uses_great_unclean_one_bound_spells	wh3_main_effect_ability_enable_nurgle_curse_of_the_leper
uses_mod	wh3_main_effect_ability_mod_amount_of_uses_great_unclean_one_bound_spells	wh3_main_effect_ability_enable_nurgle_fleshy_abundance
uses_mod	wh3_main_effect_ability_mod_amount_of_uses_great_unclean_one_bound_spells	wh3_main_effect_ability_enable_nurgle_miasma_of_pestilence
uses_mod	wh3_main_effect_ability_mod_amount_of_uses_great_unclean_one_bound_spells	wh3_main_effect_ability_enable_nurgle_pestilent_pustule
uses_mod	wh3_main_effect_ability_mod_amount_of_uses_great_unclean_one_bound_spells	wh3_main_effect_ability_enable_nurgle_rancid_visitations
uses_mod	wh3_main_effect_ability_mod_amount_of_uses_great_unclean_one_bound_spells	wh3_main_effect_ability_enable_nurgle_stream_of_corruption
enable	wh3_main_effect_ability_mod_amount_of_uses_keeper_of_secrets_bound_spells	wh3_twa08_effect_ability_enable_lash_of_slaanesh_keeper_of_secrets_ror
uses_mod	wh3_main_effect_ability_mod_amount_of_uses_keeper_of_secrets_bound_spells	wh3_main_effect_ability_enable_acquiescence_keeper_of_secrets
uses_mod	wh3_main_effect_ability_mod_amount_of_uses_keeper_of_secrets_bound_spells	wh3_main_effect_ability_enable_hysterical_frenzy_keeper_of_secrets
uses_mod	wh3_main_effect_ability_mod_amount_of_uses_keeper_of_secrets_bound_spells	wh3_main_effect_ability_enable_lash_of_slaanesh_keeper_of_secrets
uses_mod	wh3_main_effect_ability_mod_amount_of_uses_keeper_of_secrets_bound_spells	wh3_main_effect_ability_enable_pavane_of_slaanesh_keeper_of_secrets
uses_mod	wh3_main_effect_ability_mod_amount_of_uses_keeper_of_secrets_bound_spells	wh3_main_effect_ability_enable_phantasmagoria_keeper_of_secrets
uses_mod	wh3_main_effect_ability_mod_amount_of_uses_keeper_of_secrets_bound_spells	wh3_main_effect_ability_enable_slicing_shards_keeper_of_secrets
uses_mod	wh3_main_effect_ability_mod_amount_of_uses_keeper_of_secrets_bound_spells	wh3_twa08_effect_ability_enable_enfeebling_foe_keeper_of_secrets_ror
uses_mod	wh3_main_effect_ability_mod_amount_of_uses_keeper_of_secrets_bound_spells	wh3_twa08_effect_ability_enable_lash_of_slaanesh_keeper_of_secrets_ror
uses_mod	wh3_main_effect_ability_mod_amount_of_uses_lord_of_change_bound_spells	wh3_main_effect_ability_enable_blue_fire_of_tzeentch_lord_of_change
uses_mod	wh3_main_effect_ability_mod_amount_of_uses_lord_of_change_bound_spells	wh3_main_effect_ability_enable_glean_magic_lord_of_change
uses_mod	wh3_main_effect_ability_mod_amount_of_uses_lord_of_change_bound_spells	wh3_main_effect_ability_enable_infernal_gateway_lord_of_change
uses_mod	wh3_main_effect_ability_mod_amount_of_uses_lord_of_change_bound_spells	wh3_main_effect_ability_enable_pink_fire_of_tzeentch_lord_of_change
uses_mod	wh3_main_effect_ability_mod_amount_of_uses_lord_of_change_bound_spells	wh3_main_effect_ability_enable_treason_of_tzeentch_lord_of_change
uses_mod	wh3_main_effect_ability_mod_amount_of_uses_lord_of_change_bound_spells	wh3_main_effect_ability_enable_tzeentchs_firestorm_lord_of_change
uses_mod	wh3_main_effect_ability_mod_amount_of_uses_lord_of_change_bound_spells	wh3_twa08_effect_ability_enable_gehennas_golden_hounds_lord_of_change_ror
uses_mod	wh3_main_effect_ability_mod_amount_of_uses_lord_of_change_bound_spells	wh3_twa08_effect_ability_enable_searing_doom_lord_of_change_ror
enable	wh3_main_effect_ability_overcast_final_transmutation_dragon	wh3_main_effect_ability_enable_final_transmutation_iron_dragon
enable	wh3_main_effect_ability_overcast_glittering_robe_dragon	wh3_main_effect_ability_enable_glittering_robe_iron_dragon
enable	wh3_main_effect_ability_overcast_plague_of_rust_dragon	wh3_main_effect_ability_enable_plague_of_rust_iron_dragon
enable	wh3_main_effect_ability_wrath_of_the_wood_ancient_treemen	ancient_treemen_wrath_of_the_wood
enable	wh3_main_effect_enable_annoyance_of_netlings_treemen	treemen_annoyance_of_netlings
enable	wh3_main_effect_enable_resplendence_of_luminescents_treekin	treekin_resplendence_of_luminescents
enable	wh3_main_effect_frenzy_clanrats_stormvermin	frenzy_clanrats_stormvermin
uses_mod	wh3_twa08_effect_ability_mod_amount_of_uses_great_unclean_one_ror_bound_spells_hidden	wh3_twa08_effect_ability_enable_spirit_leech_great_unclean_one_ror
