unit_record	height_offset	campaign_height_offset
wh_main_emp_art_mortar	0.5000	0.0000
wh_main_emp_cav_demigryph_knights_0	0.5000	0.0000
wh_main_emp_cav_demigryph_knights_1	0.5000	0.0000
wh_main_emp_cav_empire_knights	1.0000	0.0000
wh_main_emp_cav_outriders_0	1.0000	0.0000
wh_main_emp_cav_outriders_1	1.0000	0.0000
wh_main_emp_cav_pistoliers_1	1.0000	0.0000
wh_main_emp_cav_reiksguard	1.0000	0.0000
wh_main_emp_inf_crossbowmen	1.0000	0.0000
wh_main_emp_inf_greatswords	1.0000	0.0000
wh_main_emp_inf_halberdiers	1.0000	0.0000
wh_main_emp_inf_handgunners	1.0000	0.0000
wh_main_emp_inf_spearmen_0	1.0000	0.0000
wh_main_emp_inf_spearmen_1	1.0000	0.0000
wh_main_emp_inf_swordsmen	1.0000	0.0000
wh_main_grn_cav_goblin_wolf_chariot	1.0000	0.0000
wh_main_grn_cav_goblin_wolf_riders_0	1.0000	0.0000
wh_main_grn_cav_goblin_wolf_riders_1	1.0000	0.0000
wh_main_grn_cav_orc_boar_boy_big_uns	1.0000	0.0000
wh_main_grn_cav_orc_boar_boyz	1.0000	0.0000
wh_main_grn_cav_orc_boar_chariot	1.0000	0.0000
wh_main_grn_cav_savage_orc_boar_boy_big_uns	1.0000	0.0000
wh_main_grn_cav_savage_orc_boar_boyz	1.0000	0.0000
wh_main_grn_cha_azhag_the_slaughterer_1	3.0000	0.0000
wh_main_grn_inf_night_goblin_archers	0.5000	0.0000
wh_main_grn_inf_night_goblin_fanatics	0.5000	0.0000
wh_main_grn_inf_night_goblin_fanatics_1	0.5000	0.0000
wh_main_grn_inf_night_goblins	0.5000	0.0000
wh_main_grn_mon_trolls	0.5000	0.0000
wh_main_nor_cav_chaos_chariot	1.7000	0.0000
wh_main_nor_cav_marauder_horsemen_0	1.0000	0.0000
wh_main_nor_cav_marauder_horsemen_1	1.0000	0.0000
wh_main_nor_cha_marauder_chieftan_1	1.0000	0.0000
wh_main_nor_cha_marauder_chieftan_2	1.5000	0.0000
wh_main_nor_cha_marauder_chieftan_3	1.0000	0.0000
wh_main_nor_inf_chaos_marauders_0	0.5000	0.0000
wh_main_nor_inf_chaos_marauders_1	0.5000	0.0000
wh_main_nor_mon_chaos_trolls	0.5000	0.0000
wh_main_nor_mon_chaos_warhounds_0	1.0000	0.0000
wh_main_nor_mon_chaos_warhounds_1	1.0000	0.0000
wh_main_vmp_cav_black_knights_0	1.0000	0.0000
wh_main_vmp_cav_black_knights_3	1.0000	0.0000
wh_main_vmp_cav_hexwraiths	1.0000	0.0000
wh_main_vmp_cha_mannfred_von_carstein_3	3.0000	0.0000
wh_main_vmp_cha_vampire_lord_3	3.0000	0.0000
wh_main_vmp_inf_cairn_wraiths	0.5000	0.0000
wh_main_vmp_inf_grave_guard_0	0.5000	0.0000
wh_main_vmp_inf_grave_guard_1	0.5000	0.0000
wh_main_vmp_mon_dire_wolves	0.5000	0.0000
wh_main_vmp_mon_terrorgheist	3.0000	0.0000
wh_main_vmp_mon_terrorgheist_qb	4.0000	0.0000
wh_main_vmp_mon_vargheists	1.0000	0.0000
wh_pro01_dwf_cha_grombrindal_0	1.0000	0.0000
wh_pro04_brt_cav_knights_errant_ror_0	1.0000	0.0000
wh_pro04_brt_cav_knights_of_the_realm_ror_0	1.0000	0.0000
wh_pro04_brt_cav_mounted_yeomen_ror_0	1.0000	0.0000
wh_pro04_brt_cav_questing_knights_ror_0	1.0000	0.0000
wh_pro04_brt_inf_battle_pilgrims_ror_0	0.5000	0.0000
wh_pro04_brt_inf_foot_squires_ror_0	0.5000	0.0000
wh_pro04_bst_inf_bestigor_herd_ror_0	1.0000	0.0000
wh_pro04_bst_inf_gor_herd_ror_0	1.0000	0.0000
wh_pro04_bst_inf_minotaurs_ror_0	1.0000	0.0000
wh_pro04_bst_inf_ungor_spearmen_ror_0	1.0000	0.0000
wh_pro04_chs_cav_chaos_knights_ror_0	1.5000	0.0000
wh_pro04_chs_mon_chaos_spawn_ror_0	1.0000	0.0000
wh_pro04_chs_mon_dragon_ogre_ror_0	1.0000	0.0000
wh_pro04_nor_inf_chaos_marauders_ror_0	0.5000	0.0000
wh_pro04_nor_inf_marauder_berserkers_ror_0	0.5000	0.0000
wh_pro04_nor_mon_marauder_warwolves_ror_0	0.5000	0.0000
wh_pro04_wef_cav_wild_riders_ror_0	1.0000	0.0000
wh_pro04_wef_inf_eternal_guard_ror_0	0.5000	0.0000
wh_pro04_wef_inf_wardancers_ror_0	0.5000	0.0000
wh_pro04_wef_inf_waywatchers_ror_0	0.5000	0.0000
wh_pro04_wef_inf_wildwood_rangers_ror_0	0.5000	0.0000
